gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
C9orf142|286257	217.6771	C9orf142|286257	193.2773
C9orf150|286343	509.496	C9orf150|286343	610.3896
C9orf152|401546	820.3068	C9orf152|401546	442.3224
C9orf156|51531	325.7852	C9orf156|51531	371.6578
C9orf163|158055	14.6092	C9orf163|158055	12.2231
C9orf167|54863	70.8546	C9orf167|54863	66.081
C9orf169|375791	8.1446	lowly_expressed	lowly_expressed
C9orf16|79095	492.6954	C9orf16|79095	554.2399
C9orf172|389813	14.6092	lowly_expressed	lowly_expressed
C9orf21|195827	94.2294	C9orf21|195827	176.8526
C9orf23|138716	292.5493	C9orf23|138716	359.0527
lowly_expressed	lowly_expressed	C9orf24|84688	7.2574
C9orf25|203259	352.8123	C9orf25|203259	475.5539
C9orf30|91283	146.2162	C9orf30|91283	212.5401
C9orf37|85026	125.2739	C9orf37|85026	100.8403
C9orf3|84909	203.6194	C9orf3|84909	351.165
C9orf40|55071	74.8722	C9orf40|55071	110.3896
C9orf41|138199	157.7794	C9orf41|138199	187.1658
C9orf43|257169	11.6874	C9orf43|257169	17.1887
lowly_expressed	lowly_expressed	C9orf44|158314	6.4935
C9orf45|81571	145.7268	C9orf45|81571	287.6241
C9orf46|55848	650.4748	C9orf46|55848	290.2979
C9orf47|286223	18.3272	C9orf47|286223	26.7914
C9orf5|23731	2891.1614	C9orf5|23731	3451.1077
C9orf64|84267	531.775	C9orf64|84267	369.3659
C9orf66|157983	20.5186	C9orf66|157983	30.5577
C9orf68|55064	143.1702	C9orf68|55064	102.3682
C9orf69|90120	724.9817	C9orf69|90120	631.016
C9orf6|54942	603.3601	C9orf6|54942	465.6226
C9orf72|203228	164.3535	C9orf72|203228	336.5164
C9orf78|51759	1120.5259	C9orf78|51759	1282.2765
C9orf7|11094	958.7289999999999	C9orf7|11094	433.1551
C9orf80|58493	351.7166	C9orf80|58493	324.2934
C9orf82|79886	437.5457	C9orf82|79886	414.0565
C9orf85|138241	136.9613	C9orf85|138241	196.715
C9orf86|55684	1392.9876	C9orf86|55684	1282.2765
C9orf89|84270	234.1125	C9orf89|84270	215.4316
C9orf91|203197	1011.3221	C9orf91|203197	686.0199
C9orf93|203238	85.0986	C9orf93|203238	137.1276
C9orf95|54981	263.3309	C9orf95|54981	364.7823
C9orf96|169436	8.0351	C9orf96|169436	24.0642
C9orf98|158067	165.084	C9orf98|158067	46.6005
C9orf9|11092	267.7137	C9orf9|11092	189.0756
CA11|770	77.0636	CA11|770	288.0061
CA12|771	15531.775	CA12|771	3292.2078
CA13|377677	75.58800000000001	CA13|377677	146.4018
CA14|23632	10.5917	CA14|23632	19.0985
CA2|760	7774.2878	CA2|760	1311.3063
CA3|761	38.3638	CA3|761	108.3728
CA4|762	5.1132	CA4|762	130.2521
CA5BP|340591	181.5194	CA5BP|340591	199.3888
CA5B|11238	349.9416	CA5B|11238	493.1207
lowly_expressed	lowly_expressed	CA6|765	87.8533
CA7|766	231.5559	lowly_expressed	lowly_expressed
CA8|767	1327.2462	CA8|767	457.2193
CAB39L|81617	1460.5551	CAB39L|81617	2206.2643
CAB39|51719	2336.7421	CAB39|51719	2029.4118
CABC1|56997	1260.3324	CABC1|56997	1663.9801
CABIN1|23523	1910.8839	CABIN1|23523	1436.9748
CABLES1|91768	1257.122	CABLES1|91768	1134.8358
CABLES2|81928	324.3243	CABLES2|81928	252.8648
CABP1|9478	5.8437	CABP1|9478	9.9312
CABP4|57010	24.0066	CABP4|57010	16.6845
CABYR|26256	348.7947	CABYR|26256	156.6081
CACHD1|57685	516.8006	CACHD1|57685	1611.5355
CACNA1A|773	17.8963	CACNA1A|773	30.5577
CACNA1C|775	1030.6757	CACNA1C|775	836.8908
CACNA1D|776	535.0621	CACNA1D|776	233.3843
CACNA1F|778	40.5405	CACNA1F|778	14.5149
CACNA1G|8913	8.7655	CACNA1G|8913	35.1413
CACNA1H|8912	122.7173	CACNA1H|8912	62.6432
CACNA1I|8911	174.2148	CACNA1I|8911	23.6822
CACNA2D1|781	49.6713	CACNA2D1|781	210.46599999999998
CACNA2D2|9254	869.2476	CACNA2D2|9254	282.2765
CACNA2D3|55799	5.8437	CACNA2D3|55799	6.8755
CACNA2D4|93589	68.6633	CACNA2D4|93589	46.6005
CACNB1|782	103.7253	CACNB1|782	131.398
CACNB2|783	25.5661	CACNB2|783	39.725
CACNB3|784	589.1161	CACNB3|784	322.3835
CACNB4|785	101.8992	CACNB4|785	231.8564
CACNG1|786	8.0351	lowly_expressed	lowly_expressed
CACNG4|27092	618.6998	CACNG4|27092	261.6501
CACNG6|59285	6.9394	lowly_expressed	lowly_expressed
CACYBP|27101	1126.7348	CACYBP|27101	965.2406
CADM1|23705	386.7787	CADM1|23705	1405.6532
CADM2|253559	18.2615	CADM2|253559	34.7594
CADM3|57863	89.905	CADM3|57863	145.7792
CADM4|199731	1470.7816	CADM4|199731	688.3117
CADPS2|93664	3125.2739	CADPS2|93664	1090.5271
CAD|790	1090.5771	CAD|790	1322.3835
CALB2|794	74.1417	CALB2|794	247.8992
CALCOCO1|57658	1907.2316	CALCOCO1|57658	2627.1963
CALCOCO2|10241	1732.6516	CALCOCO2|10241	2323.9114
CALCRL|10203	470.0511	CALCRL|10203	422.4599
CALCR|799	9.1308	CALCR|799	24.4461
CALD1|800	4511.3221	CALD1|800	7999.2361
CALHM2|51063	543.8276	CALHM2|51063	555.7678
CALM1|801	3696.1286	CALM1|801	5568.7548
CALM2|805	15804.6019	CALM2|805	10494.2704
CALM3|808	3509.1308	CALM3|808	3474.026
CALML3|810	476.9905	CALML3|810	213.1398
CALML4|91860	276.4792	CALML4|91860	368.602
CALML5|51806	115.0475	CALML5|51806	862.8724
CALML6|163688	6.2089	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CALN1|83698	11.4591
CALR|811	17312.637	CALR|811	8901.0695
CALU|813	4626.3696	CALU|813	2540.107
CAMK1D|57118	47.8451	CAMK1D|57118	61.1154
CAMK1|8536	142.5895	CAMK1|8536	232.7273
CAMK2B|816	47.8451	CAMK2B|816	141.7112
CAMK2D|817	1582.9072	CAMK2D|817	1362.1085
CAMK2G|818	632.5785	CAMK2G|818	852.9412
CAMK2N1|55450	1123.4478	CAMK2N1|55450	1156.9901
CAMK2N2|94032	25.5661	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CAMK4|814	11.4591
CAMKK1|84254	550.4018	CAMKK1|84254	280.3667
CAMKK2|10645	1401.3879	CAMKK2|10645	1793.3537
CAMLG|819	796.5668	CAMLG|819	1095.1108
CAMSAP1L1|23271	1278.6706	CAMSAP1L1|23271	1499.618
CAMSAP1|157922	951.7896	CAMSAP1|157922	993.1245
CAMTA1|23261	521.9138	CAMTA1|23261	596.6387
CAMTA2|23125	1262.2352	CAMTA2|23125	1183.3461
CAND1|55832	3673.4843	CAND1|55832	3226.5088
CAND2|23066	134.0394	CAND2|23066	152.7884
CANT1|124583	2976.9905	CANT1|124583	1684.4920000000002
CANX|821	17640.9788	CANX|821	18635.2177
CAP1|10487	7135.5004	CAP1|10487	5540.4889
CAP2|10486	534.6969	CAP2|10486	508.7853
CAPG|822	1907.2316	CAPG|822	1478.2277
CAPN10|11132	147.542	CAPN10|11132	131.6463
CAPN11|11131	35.0621	CAPN11|11131	117.6471
CAPN12|147968	128.6413	CAPN12|147968	108.4148
CAPN13|92291	458.3638	CAPN13|92291	150.4966
CAPN14|440854	5.4785	CAPN14|440854	9.1673
CAPN1|823	5540.1753	CAPN1|823	3628.7242
CAPN2|824	5917.0928	CAPN2|824	4346.4477
CAPN3|825	59.0212	CAPN3|825	191.0046
CAPN5|726	304.2367	CAPN5|726	368.98400000000004
CAPN6|827	301.6801	CAPN6|827	491.2147
CAPN7|23473	948.8678	CAPN7|23473	1234.1482
CAPN8|388743	1350.6209	CAPN8|388743	160.4278
CAPN9|10753	110.6647	CAPN9|10753	6.8755
CAPNS1|826	6294.3755	CAPNS1|826	5211.2299
CAPRIN1|4076	10290.3579	CAPRIN1|4076	6925.1337
CAPRIN2|65981	271.366	CAPRIN2|65981	337.6623
CAPS2|84698	59.8977	CAPS2|84698	108.4798
CAPSL|133690	5.4785	lowly_expressed	lowly_expressed
CAPS|828	190.6501	CAPS|828	123.7586
CAPZA1|829	2823.5939	CAPZA1|829	1998.4721
CAPZA2|830	2326.8809	CAPZA2|830	2113.8273
lowly_expressed	lowly_expressed	CAPZA3|93661	31.3216
CAPZB|832	3019.3572	CAPZB|832	3138.2735
CARD10|29775	736.6691	CARD10|29775	481.6654
CARD11|84433	58.4368	CARD11|84433	90.5271
CARD14|79092	290.7232	CARD14|79092	176.8526
CARD16|114769	84.0029	CARD16|114769	129.1062
CARD6|84674	138.05700000000002	CARD6|84674	413.6746
CARD8|22900	707.0855	CARD8|22900	682.9641
CARD9|64170	62.4543	CARD9|64170	62.6432
CARHSP1|23589	1130.515	CARHSP1|23589	919.4882
CARKD|55739	1102.2644	CARKD|55739	1072.9565
CARM1|10498	1068.6633	CARM1|10498	716.1956
CARNS1|57571	42.7319	CARNS1|57571	36.6692
CARS2|79587	676.3587	CARS2|79587	461.0046
CARS|833	1288.5245	CARS|833	586.7074
CASC1|55259	65.01100000000001	CASC1|55259	71.0466
CASC2|255082	81.4463	CASC2|255082	57.2956
CASC3|22794	2686.2673	CASC3|22794	3914.8205
CASC4|113201	3475.5296	CASC4|113201	3325.4393
CASC5|57082	32.1402	CASC5|57082	16.8067
CASD1|64921	1738.4953	CASD1|64921	966.7685
CASKIN1|57524	7.5201	CASKIN1|57524	20.1528
CASKIN2|57513	681.0007	CASKIN2|57513	761.2338
CASK|8573	849.5252	CASK|8573	1799.4652
CASP10|843	153.0314	CASP10|843	262.0321
CASP1|834	331.6289	CASP1|834	606.5699
CASP2|835	1410.5186	CASP2|835	1220.0153
CASP3|836	650.84	CASP3|836	580.2139
CASP4|837	520.4529	CASP4|837	865.9282
CASP6|839	578.5245	CASP6|839	319.3277
CASP7|840	431.702	CASP7|840	637.8915
CASP8AP2|9994	599.7078	CASP8AP2|9994	708.1742
CASP8|841	437.5457	CASP8|841	485.1031
CASP9|842	294.3755	CASP9|842	307.8686
CASQ1|844	26.6618	lowly_expressed	lowly_expressed
CASQ2|845	39.4449	CASQ2|845	90.9091
CASS4|57091	14.244000000000002	CASS4|57091	20.6264
CAST|831	4771.6874	CAST|831	6104.5646
CASZ1|54897	2132.9438	CASZ1|54897	1039.343
CATSPER2P1|440278	22.1293	CATSPER2P1|440278	28.4301
CATSPER2|117155	48.5208	CATSPER2|117155	69.5187
CATSPER3|347732	12.4178	CATSPER3|347732	6.8755
CATSPERB|79820	90.2118	CATSPERB|79820	24.0642
CATSPERG|57828	53.6888	CATSPERG|57828	29.4118
CAT|847	2588.7509	CAT|847	3877.0053
CAV1|857	1859.0212	CAV1|857	7155.8442
CAV2|858	818.8459	CAV2|858	3108.0978
CBARA1|10367	973.3382	CBARA1|10367	1051.9481
CBFA2T2|9139	906.8663	CBFA2T2|9139	1131.78
CBFA2T3|863	89.8466	CBFA2T3|863	158.8999
CBFB|865	703.7984	CBFB|865	896.8678
CBLB|868	487.2169	CBLB|868	551.5661
CBLC|23624	599.7078	CBLC|23624	222.3071
CBLL1|79872	1010.2264	CBLL1|79872	899.1597
CBLN1|869	5.1132	CBLN1|869	9.5493
CBLN3|643866	55.8802	CBLN3|643866	72.1925
CBLN4|140689	25.9313	CBLN4|140689	50.8021
CBL|867	967.4945	CBL|867	1042.0168
CBR1|873	443.2396	CBR1|873	780.3896
CBR3|874	90.7706	CBR3|874	276.165
CBR4|84869	802.0453	CBR4|84869	786.0963
CBS|875	159.9708	CBS|875	75.2483
CBWD1|55871	911.2491	CBWD1|55871	901.0695
CBWD2|150472	561.3587	CBWD2|150472	355.233
CBWD3|445571	173.4843	CBWD3|445571	223.8464
lowly_expressed	lowly_expressed	CBWD5|220869	5.7181
CBWD6|644019	46.019	CBWD6|644019	67.2269
CBX1|10951	1416.7275	CBX1|10951	1655.4622
CBX2|84733	89.8466	CBX2|84733	61.4973
CBX3|11335	4552.5931	CBX3|11335	2643.6211
CBX4|8535	1792.5493	CBX4|8535	328.1131
CBX5|23468	3470.7816	CBX5|23468	4373.9496
CBX6|23466	516.4354	CBX6|23466	845.3018
CBX7|23492	1292.1841	CBX7|23492	2491.2147
CBX8|57332	101.1687	CBX8|57332	79.45
CBY1|25776	524.3608	CBY1|25776	526.505
CC2D1A|54862	1150.84	CC2D1A|54862	939.6486
CC2D1B|200014	586.1943	CC2D1B|200014	647.0588
CC2D2A|57545	302.7757	CC2D2A|57545	620.7028
CCAR1|55749	1443.7546	CCAR1|55749	1144.767
lowly_expressed	lowly_expressed	CCBE1|147372	27.1199
CCBL1|883	126.7348	CCBL1|883	97.4026
CCBL2|56267	712.8889999999999	CCBL2|56267	699.1558
CCBP2|1238	78.5245	CCBP2|1238	69.9007
CCDC101|112869	347.6991	CCDC101|112869	317.0359
CCDC102A|92922	60.263000000000005	CCDC102A|92922	155.4622
CCDC102B|79839	56.2454	CCDC102B|79839	58.8235
CCDC103|388389	135.1351	CCDC103|388389	146.6769
CCDC104|112942	650.1096	CCDC104|112942	931.6272
CCDC106|29903	407.962	CCDC106|29903	163.8655
CCDC107|203260	195.1899	CCDC107|203260	284.3736
CCDC108|255101	43.8276	CCDC108|255101	9.5493
CCDC109A|90550	357.5603	CCDC109A|90550	372.0397
CCDC109B|55013	113.9518	CCDC109B|55013	157.372
CCDC110|256309	23.0095	CCDC110|256309	82.8877
CCDC111|201973	236.0665	CCDC111|201973	267.712
CCDC112|153733	185.5369	CCDC112|153733	233.3843
CCDC113|29070	301.3148	CCDC113|29070	309.7785
CCDC114|93233	54.4193	CCDC114|93233	27.5019
CCDC115|84317	928.7801	CCDC115|84317	1166.1574
CCDC117|150275	933.1629	CCDC117|150275	960.275
CCDC11|220136	56.2454	CCDC11|220136	15.6608
CCDC120|90060	492.3302	CCDC120|90060	587.4714
CCDC121|79635	138.4222	CCDC121|79635	200.5348
CCDC122|160857	68.298	CCDC122|160857	134.0718
CCDC123|84902	616.5084	CCDC123|84902	445.7601
CCDC124|115098	527.0269999999999	CCDC124|115098	367.4561
CCDC125|202243	468.225	CCDC125|202243	401.0695
CCDC126|90693	187.7283	CCDC126|90693	255.5386
CCDC127|133957	343.6815	CCDC127|133957	330.7869
CCDC129|223075	20.8181	CCDC129|223075	39.725
CCDC12|151903	352.0818	CCDC12|151903	380.8251
CCDC130|81576	467.1293	CCDC130|81576	303.6669
CCDC132|55610	1149.0139	CCDC132|55610	635.5997
CCDC134|79879	25.9313	CCDC134|79879	67.6089
CCDC136|64753	32.8707	CCDC136|64753	49.6562
CCDC137|339230	315.92400000000004	CCDC137|339230	213.5218
CCDC138|165055	55.8802	CCDC138|165055	62.2613
CCDC13|152206	8.4003	CCDC13|152206	25.5921
CCDC141|285025	9.1308	CCDC141|285025	14.1329
CCDC142|84865	144.2659	CCDC142|84865	111.3331
CCDC144A|9720	73.9116	CCDC144A|9720	98.2391
CCDC144B|284047	39.9343	CCDC144B|284047	60.4278
lowly_expressed	lowly_expressed	CCDC144C|348254	6.8755
CCDC146|57639	284.8795	CCDC146|57639	153.5523
CCDC147|159686	10.5917	CCDC147|159686	16.0428
CCDC148|130940	45.6538	CCDC148|130940	50.0382
CCDC149|91050	618.3346	CCDC149|91050	728.4186
CCDC14|64770	806.428	CCDC14|64770	1427.0435
CCDC150|284992	5.4785	CCDC150|284992	9.9312
lowly_expressed	lowly_expressed	CCDC151|115948	6.1115
CCDC152|100129792	48.1702	CCDC152|100129792	188.8541
CCDC153|283152	27.7575	CCDC153|283152	7.2574
CCDC157|550631	40.588	CCDC157|550631	33.2926
CCDC158|339965	69.3937	CCDC158|339965	78.686
CCDC159|126075	224.2513	CCDC159|126075	146.2949
CCDC15|80071	130.3871	CCDC15|80071	105.042
CCDC160|347475	208.1812	CCDC160|347475	77.1581
CCDC163P|126661	32.8707	CCDC163P|126661	39.343
lowly_expressed	lowly_expressed	CCDC17|149483	7.6394
CCDC18|343099	29.9489	CCDC18|343099	30.1757
CCDC19|25790	44.1928	CCDC19|25790	17.9526
CCDC21|64793	306.7933	CCDC21|64793	227.6547
CCDC22|28952	443.4514	CCDC22|28952	397.097
CCDC23|374969	176.7714	CCDC23|374969	237.9679
CCDC24|149473	330.4164	CCDC24|149473	187.3186
CCDC25|55246	1155.588	CCDC25|55246	1374.3316
CCDC28A|25901	670.5625	CCDC28A|25901	534.7594
CCDC28B|79140	36.8882	CCDC28B|79140	48.8923
CCDC30|728621	159.2403	CCDC30|728621	110.0076
CCDC34|91057	330.168	CCDC34|91057	509.9312
CCDC36|339834	9.1308	CCDC36|339834	19.4805
CCDC39|339829	30.011	CCDC39|339829	50.9053
CCDC3|83643	491.5997	CCDC3|83643	973.8273
CCDC40|55036	200.1461	CCDC40|55036	87.0894
CCDC41|51134	198.6852	CCDC41|51134	186.4018
CCDC43|124808	440.4675	CCDC43|124808	422.0779
CCDC45|90799	515.7049	CCDC45|90799	743.6975
CCDC46|201134	132.5785	CCDC46|201134	304.6715
CCDC47|57003	3358.656	CCDC47|57003	3301.7571
CCDC48|79825	149.0139	CCDC48|79825	59.2055
CCDC50|152137	1326.1505	CCDC50|152137	2454.1635
CCDC51|79714	239.5909	CCDC51|79714	184.49200000000002
CCDC52|152185	637.6917	CCDC52|152185	488.5409
CCDC53|51019	310.0804	CCDC53|51019	353.3231
CCDC54|84692	6.5741	lowly_expressed	lowly_expressed
CCDC55|84081	879.4741	CCDC55|84081	865.1642
CCDC56|28958	820.0329	CCDC56|28958	659.893
CCDC57|284001	397.7356	CCDC57|284001	522.5363
CCDC58|131076	148.6486	CCDC58|131076	133.6898
CCDC59|29080	294.7407	CCDC59|29080	471.7341
CCDC61|729440	172.0234	CCDC61|729440	101.9862
CCDC64B|146439	670.1972	CCDC64B|146439	445.3782
CCDC64|92558	605.5515	CCDC64|92558	43.5447
CCDC65|85478	38.3492	CCDC65|85478	23.6822
CCDC66|285331	430.4638	CCDC66|285331	336.2796
CCDC67|159989	26.6618	lowly_expressed	lowly_expressed
CCDC68|80323	33.2359	CCDC68|80323	50.0382
CCDC69|26112	451.4244	CCDC69|26112	1433.1551
CCDC6|8030	2707.0855	CCDC6|8030	3347.9756
CCDC71|64925	531.0446	CCDC71|64925	568.7548
CCDC72|51372	629.6567	CCDC72|51372	669.9771
CCDC73|493860	51.0226	CCDC73|493860	81.039
CCDC74A|90557	2692.111	CCDC74A|90557	135.2177
CCDC74B|91409	328.7071	CCDC74B|91409	169.5951
CCDC75|253635	76.6983	CCDC75|253635	87.0894
CCDC76|54482	258.046	CCDC76|54482	333.4874
CCDC77|84318	103.3601	CCDC77|84318	135.6379
CCDC78|124093	39.0796	lowly_expressed	lowly_expressed
CCDC7|221016	48.0862	CCDC7|221016	39.2972
CCDC80|151887	1943.0241	CCDC80|151887	4098.1665
CCDC81|60494	6.2089	CCDC81|60494	8.0214
CCDC82|79780	245.4346	CCDC82|79780	602.7502
CCDC84|338657	99.7078	CCDC84|338657	121.8487
CCDC85A|114800	31.0446	CCDC85A|114800	98.0596
CCDC85B|11007	121.9869	CCDC85B|11007	145.9129
CCDC85C|317762	797.9949	CCDC85C|317762	933.2086
CCDC86|79080	497.7721	CCDC86|79080	480.8442
CCDC87|55231	34.3316	CCDC87|55231	18.3346
CCDC88A|55704	384.5873	CCDC88A|55704	883.8808
CCDC88B|283234	100.4383	CCDC88B|283234	211.6119
CCDC88C|440193	2158.8751	CCDC88C|440193	801.7571
CCDC89|220388	23.0095	CCDC89|220388	47.7464
CCDC8|83987	624.1782	CCDC8|83987	1825.4393
CCDC90A|63933	247.9912	CCDC90A|63933	281.5126
CCDC90B|60492	640.5442	CCDC90B|60492	651.1994
CCDC91|55297	550.4018	CCDC91|55297	541.2529
CCDC92|80212	751.2783	CCDC92|80212	739.8778
CCDC93|54520	899.5617	CCDC93|54520	1280.3667
CCDC94|55702	341.8554	CCDC94|55702	353.3231
CCDC96|257236	136.9613	CCDC96|257236	57.2956
CCDC97|90324	1139.5179	CCDC97|90324	1050.8021
CCDC99|54908	152.3009	CCDC99|54908	205.5004
CCDC9|26093	428.0497	CCDC9|26093	245.2254
CCHCR1|54535	258.5829	CCHCR1|54535	340.3361
lowly_expressed	lowly_expressed	CCL13|6357	17.9526
CCL14|6358	570.4821	CCL14|6358	1177.9603
lowly_expressed	lowly_expressed	CCL17|6361	8.4034
lowly_expressed	lowly_expressed	CCL18|6362	11.4591
CCL19|6363	163.6231	CCL19|6363	241.7876
lowly_expressed	lowly_expressed	CCL20|6364	9.1673
CCL21|6366	65.01100000000001	CCL21|6366	1105.806
CCL22|6367	62.0891	CCL22|6367	327.7311
CCL28|56477	219.5033	CCL28|56477	2656.9901
CCL2|6347	189.9196	CCL2|6347	734.5302
CCL3L1|6349	74.9196	CCL3L1|6349	39.9771
lowly_expressed	lowly_expressed	CCL3L3|414062	7.3873
CCL3|6348	105.9167	CCL3|6348	127.5783
CCL4L2|388372	71.2199	CCL4L2|388372	66.081
CCL4|6351	73.7765	CCL4|6351	98.5485
CCL5|6352	249.8174	CCL5|6352	828.877
CCL8|6355	20.4529	CCL8|6355	116.1192
CCM2|83605	884.5873	CCM2|83605	736.0581
CCNA1|8900	7.6698	CCNA1|8900	10.6952
CCNA2|890	69.3828	CCNA2|890	53.4759
CCNB1IP1|57820	546.7495	CCNB1IP1|57820	1361.3445
CCNB1|891	272.4617	CCNB1|891	171.123
CCNB2|9133	60.263000000000005	CCNB2|9133	45.8365
CCNB3|85417	38.3492	CCNB3|85417	16.0428
CCNC|892	1497.0782	CCNC|892	1315.89
CCND1|595	9056.9759	CCND1|595	5913.7395
CCND2|894	531.4098	CCND2|894	1283.8044
CCND3|896	1205.2593	CCND3|896	1791.4439
CCNDBP1|23582	1151.5705	CCNDBP1|23582	1181.8182
CCNE1|898	30.3141	CCNE1|898	20.2445
CCNE2|9134	80.8473	CCNE2|9134	38.3079
CCNF|899	268.0789	CCNF|899	168.8312
CCNG1|900	2114.6822	CCNG1|900	3574.1024
CCNG2|901	4139.5179	CCNG2|901	3369.7479
CCNH|902	493.3346	CCNH|902	570.2712
CCNI2|645121	182.9912	CCNI2|645121	9.7785
CCNI|10983	6398.8313	CCNI|10983	9108.4798
CCNJL|79616	100.073	CCNJL|79616	114.9733
CCNJ|54619	167.6406	CCNJ|54619	233.7662
CCNK|8812	900.3251	CCNK|8812	892.9947
CCNL1|57018	1385.683	CCNL1|57018	1951.1077
CCNL2|81669	1984.2951	CCNL2|81669	1877.0053
CCNO|10309	263.3309	CCNO|10309	35.9053
CCNT1|904	206.7202	CCNT1|904	321.6196
CCNT2|905	1472.6077	CCNT2|905	1129.1062
CCNYL1|151195	281.9576	CCNYL1|151195	331.9328
CCNY|219771	1405.7706	CCNY|219771	2069.9007
CCPG1|9236	2339.3791	CCPG1|9236	2452.2002
CCR10|2826	6.9394	CCR10|2826	20.6264
CCR1|1230	85.8291	CCR1|1230	139.0374
CCR2|729230	43.0972	CCR2|729230	155.8442
CCR4|1233	9.8612	CCR4|1233	9.9312
CCR5|1234	92.7684	CCR5|1234	169.2131
CCR6|1235	70.1936	CCR6|1235	50.7105
CCR7|1236	50.766999999999996	CCR7|1236	31.3216
CCRL1|51554	13.8787	CCRL1|51554	105.806
CCRL2|9034	46.7495	CCRL2|9034	53.4759
CCRN4L|25819	64.2805	CCRN4L|25819	123.7586
CCS|9973	451.4244	CCS|9973	311.6883
CCT2|10576	2704.1636	CCT2|10576	2507.6394
CCT3|7203	5855.0037	CCT3|7203	5166.1574
CCT4|10575	2975.8948	CCT4|10575	4367.0741
CCT5|22948	2847.6991	CCT5|22948	2766.9977
CCT6A|908	4117.6041	CCT6A|908	3155.0802
CCT6B|10693	104.4558	CCT6B|10693	163.4836
CCT6P1|643253	124.5435	CCT6P1|643253	88.6173
CCT7|10574	3144.2659	CCT7|10574	3723.071
CCT8|10694	3218.0424	CCT8|10694	3081.7418
CD101|9398	23.74	CD101|9398	29.4118
CD109|135228	341.8188	CD109|135228	802.903
CD14|929	504.0175	CD14|929	1281.8946
CD151|977	9350.9861	CD151|977	4886.1727
CD160|11126	16.0701	CD160|11126	27.8839
CD163L1|283316	36.8882	CD163L1|283316	121.4668
CD163|9332	177.1366	CD163|9332	225.3629
CD164L2|388611	28.4879	CD164L2|388611	88.9992
CD164|8763	14382.0307	CD164|8763	11378.5332
CD180|4064	70.4894	CD180|4064	126.4324
CD19|930	23.0095	lowly_expressed	lowly_expressed
CD1C|911	13.5135	CD1C|911	22.5363
CD1D|912	31.0446	CD1D|912	26.355999999999998
CD1E|913	10.9569	CD1E|913	8.4034
CD200R1|131450	12.4178	CD200R1|131450	18.7166
CD200|4345	290.3579	CD200|4345	477.0817
CD207|50489	25.9313	CD207|50489	20.6264
CD209|30835	15.7049	CD209|30835	82.1238
CD226|10666	8.4003	CD226|10666	16.8067
CD22|933	231.9211	CD22|933	147.4408
CD244|51744	6.2089	CD244|51744	22.1543
CD247|919	31.4098	CD247|919	77.9221
CD248|57124	835.6465	CD248|57124	1588.2353
CD24|100133941	20123.813000000002	CD24|100133941	12900.6875
CD274|29126	21.9138	CD274|29126	37.0512
CD276|80381	1737.7648	CD276|80381	1385.4087
CD27|939	77.0709	CD27|939	189.7823
CD28|940	25.2009	CD28|940	50.4202
CD2AP|23607	2223.5208	CD2AP|23607	1809.7785
CD2BP2|10421	1487.2169	CD2BP2|10421	1128.7242
CD2|914	65.7414	CD2|914	249.42700000000002
CD300A|11314	125.2739	CD300A|11314	146.2949
CD300C|10871	15.7049	CD300C|10871	15.6608
CD300LB|124599	16.8006	CD300LB|124599	32.4675
CD300LF|146722	13.8787	CD300LF|146722	9.1673
CD300LG|146894	81.0811	CD300LG|146894	759.7403
CD302|9936	999.8466	CD302|9936	1982.7731
CD320|51293	374.7261	CD320|51293	451.8717
CD33|945	27.7575	CD33|945	42.3988
CD34|947	1196.859	CD34|947	3160.4278
CD36|948	2778.3053	CD36|948	12174.5607
CD37|951	234.1125	CD37|951	186.0199
CD38|952	27.3923	CD38|952	91.2911
CD3D|915	28.4879	CD3D|915	97.4026
CD3EAP|10849	594.9598	CD3EAP|10849	597.1276
CD3E|916	98.2469	CD3E|916	331.5508
CD3G|917	21.1833	CD3G|917	50.8021
CD40LG|959	9.496	CD40LG|959	52.33
CD40|958	253.1045	CD40|958	375.0955
CD44|960	7191.3806	CD44|960	12397.2498
CD46|4179	12937.5457	CD46|4179	5538.1971
CD47|961	2016.8006	CD47|961	4199.0069
CD48|962	168.3711	CD48|962	256.3025
CD4|920	545.2885	CD4|920	847.2116
CD52|1043	163.6231	CD52|1043	225.7448
CD53|963	345.8729	CD53|963	454.5455
CD55|1604	823.2286	CD55|1604	1603.8961
CD58|965	239.9562	CD58|965	198.6249
CD59|966	10753.4697	CD59|966	28997.3262
CD5|921	36.1578	CD5|921	103.1322
CD63|967	8889.7005	CD63|967	6795.2636
CD68|968	816.6545	CD68|968	1049.2743
CD69|969	100.8035	CD69|969	182.2002
CD6|923	65.3762	CD6|923	142.4752
CD72|971	16.4354	CD72|971	33.6134
CD74|972	23336.0117	CD74|972	21408.327
CD79A|973	181.5194	CD79A|973	288.7701
CD79B|974	109.569	CD79B|974	90.5271
CD7|924	23.74	CD7|924	90.1451
lowly_expressed	lowly_expressed	CD80|941	6.8755
CD81|975	10098.6121	CD81|975	9952.6356
CD82|3732	1361.5778	CD82|3732	2140.9473
CD83|9308	213.6596	CD83|9308	363.6364
CD84|8832	51.1322	CD84|8832	75.2483
CD86|942	72.3156	CD86|942	73.7204
