gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
UBQLN2|29978	1226.0774	UBQLN2|29978	1658.8999
UBQLN4|56893	1993.4259	UBQLN4|56893	1152.4064
UBQLNL|143630	9.8612	UBQLNL|143630	19.8625
UBR1|197131	1019.3572	UBR1|197131	1041.2529
UBR2|23304	1085.8291	UBR2|23304	1152.4064
UBR3|130507	1324.6896	UBR3|130507	1789.152
UBR4|23352	4138.057	UBR4|23352	4779.6028
UBR5|51366	4279.401	UBR5|51366	4649.7326
UBR7|55148	1357.195	UBR7|55148	1228.0367
UBTD1|80019	189.9196	UBTD1|80019	151.6425
UBTD2|92181	989.7736	UBTD2|92181	842.2460000000001
UBTF|7343	2678.5975	UBTF|7343	2161.1917
UBXN10|127733	731.5559	UBXN10|127733	330.0229
UBXN11|91544	489.7736	UBXN11|91544	362.4905
UBXN1|51035	1384.2221	UBXN1|51035	1394.194
UBXN2A|165324	198.3199	UBXN2A|165324	391.5202
UBXN2B|137886	1057.7064	UBXN2B|137886	836.1345
UBXN4|23190	3952.1549	UBXN4|23190	3373.1856
UBXN6|80700	2134.7699	UBXN6|80700	1251.3369
UBXN7|26043	345.8729	UBXN7|26043	586.3254
UBXN8|7993	149.0139	UBXN8|7993	104.2781
UCHL1|7345	49.6713	UCHL1|7345	67.6089
UCHL3|7347	314.0979	UCHL3|7347	336.1345
UCHL5|51377	671.3002	UCHL5|51377	438.4186
UCK1|83549	633.309	UCK1|83549	638.6555
UCK2|7371	364.4996	UCK2|7371	435.8289
UCKL1AS|100113386	9.3499	UCKL1AS|100113386	8.602
UCKL1|54963	413.3966	UCKL1|54963	443.0443
UCP1|7350	712.5639	UCP1|7350	9.5493
UCP2|7351	4914.9014	UCP2|7351	1440.7945
UCP3|7352	30.6793	UCP3|7352	20.6264
UEVLD|55293	596.0555	UEVLD|55293	329.259
UFC1|51506	3005.1132	UFC1|51506	1739.8778
UFD1L|7353	864.1344	UFD1L|7353	761.2489999999999
UFM1|51569	1849.16	UFM1|51569	1811.6883
UFSP1|402682	20.8181	UFSP1|402682	14.5149
UFSP2|55325	591.0226	UFSP2|55325	910.6875
UGCG|7357	393.718	UGCG|7357	477.0817
UGDH|7358	2963.1118	UGDH|7358	945.3782
UGGT1|56886	2461.6508	UGGT1|56886	1703.5905
UGGT2|55757	579.6202	UGGT2|55757	501.1459
UGP2|7360	2373.6304	UGP2|7360	3549.6562
UGT2B10|7365	147.1877	lowly_expressed	lowly_expressed
UGT2B11|10720	30588.5464	UGT2B11|10720	395.9626
UGT2B15|7366	24.1052	UGT2B15|7366	25.5921
UGT2B28|54490	150.4748	UGT2B28|54490	56.9137
UGT3A2|167127	25.2009	UGT3A2|167127	12.605
UGT8|7368	44.9233	UGT8|7368	248.6631
UHMK1|127933	851.3514	UHMK1|127933	662.3377
UHRF1BP1L|23074	823.9591	UHRF1BP1L|23074	683.3461
UHRF1BP1|54887	578.1592	UHRF1BP1|54887	682.9641
UHRF1|29128	103.3601	UHRF1|29128	37.4332
UHRF2|115426	666.9102	UHRF2|115426	850.2674
UIMC1|51720	347.3338	UIMC1|51720	476.3178
ULBP1|80329	10.9569	lowly_expressed	lowly_expressed
ULBP2|80328	5.8437	ULBP2|80328	5.7296
ULBP3|79465	10.9569	ULBP3|79465	40.4889
ULK1|8408	1337.8378	ULK1|8408	1098.5485
ULK2|9706	495.6172	ULK2|9706	625.2865
ULK3|25989	488.3126	ULK3|25989	411.7647
ULK4|54986	253.8349	ULK4|54986	87.4714
UMODL1|89766	8.7655	UMODL1|89766	18.7166
UMPS|7372	591.3075	UMPS|7372	690.2215
UNC119B|84747	929.8758	UNC119B|84747	1937.3568
UNC119|9094	700.5113	UNC119|9094	552.33
lowly_expressed	lowly_expressed	UNC13A|23025	6.1115
UNC13B|10497	666.5449	UNC13B|10497	1059.9694
lowly_expressed	lowly_expressed	UNC13C|440279	12.2231
UNC13D|201294	149.3791	UNC13D|201294	203.2086
UNC45A|55898	1419.2841	UNC45A|55898	1775.783
UNC50|25972	612.4909	UNC50|25972	655.8442
UNC5A|90249	245.0694	UNC5A|90249	6.8755
UNC5B|219699	812.2717	UNC5B|219699	553.094
UNC5CL|222643	47.9657	UNC5CL|222643	38.686
UNC5C|8633	55.515	UNC5C|8633	154.3163
lowly_expressed	lowly_expressed	UNC80|285175	6.1115
UNC93B1|81622	673.8495	UNC93B1|81622	412.9106
UNG|7374	817.385	UNG|7374	975.9358
UNKL|64718	523.3893	UNKL|64718	592.8686
UNK|85451	692.1110000000001	UNK|85451	945.7601
UPF0639|400224	6.9394	UPF0639|400224	6.8755
UPF1|5976	3369.6129	UPF1|5976	2601.6043
UPF2|26019	1036.8882	UPF2|26019	1256.6845
UPF3A|65110	500.7305	UPF3A|65110	553.8579
UPF3B|65109	186.9978	UPF3B|65109	194.8052
lowly_expressed	lowly_expressed	UPK2|7379	6.1115
lowly_expressed	lowly_expressed	UPK3A|7380	9.1673
UPK3BL|100134938	252.3229	UPK3BL|100134938	179.8892
UPK3B|80761	12.0526	UPK3B|80761	7.2574
UPP1|7378	38.3492	UPP1|7378	62.6432
UPP2|151531	6.2089	lowly_expressed	lowly_expressed
UPRT|139596	272.0964	UPRT|139596	275.783
UQCC|55245	742.1476	UQCC|55245	674.5607
UQCR10|29796	1024.4704	UQCR10|29796	760.8862
UQCR11|10975	916.3623	UQCR11|10975	686.4018
UQCRB|7381	1579.2549	UQCRB|7381	3023.6822
UQCRC1|7384	2038.7144	UQCRC1|7384	2065.317
UQCRC2|7385	4089.4814	UQCRC2|7385	4280.7487
UQCRFS1|7386	1599.3426	UQCRFS1|7386	1289.5339999999999
UQCRHL|440567	250.9131	UQCRHL|440567	315.89
UQCRH|7388	906.8663	UQCRH|7388	1271.5814
UQCRQ|27089	2447.0416	UQCRQ|27089	925.8976
URB1|9875	1066.2016	URB1|9875	1375.6875
URB2|9816	571.5851	URB2|9816	355.233
URGCP|55665	997.4434	URGCP|55665	882.7349
URM1|81605	811.5413	URM1|81605	798.3193
UROD|7389	912.3448	UROD|7389	1181.0542
UROS|7390	646.4573	UROS|7390	550.8021
USE1|55850	278.3053	USE1|55850	239.1138
USF1|7391	857.195	USF1|7391	619.9389
USF2|7392	2437.9109	USF2|7392	1366.3102
lowly_expressed	lowly_expressed	USH1C|10083	8.0214
USH2A|7399	10.2264	lowly_expressed	lowly_expressed
USHBP1|83878	39.4449	USHBP1|83878	88.6173
USMG5|84833	461.2856	USMG5|84833	476.3178
USO1|8615	2196.1286	USO1|8615	2225.3629
USP10|9100	1277.9401	USP10|9100	1573.3384
USP11|8237	1023.74	USP11|8237	1755.9206
USP12|219333	245.7999	USP12|219333	430.8633
USP13|8975	415.6318	USP13|8975	940.4125
USP14|9097	2567.5676	USP14|9097	1147.8228
USP15|9958	780.1315	USP15|9958	1022.5363
USP16|10600	1125.2739	USP16|10600	1414.0565
USP18|11274	222.4251	USP18|11274	515.2788
USP19|10869	1700.5113	USP19|10869	1827.3491
USP1|7398	1321.4025	USP1|7398	1627.5783
USP20|10868	757.8524	USP20|10868	773.4912
USP21|27005	913.8057	USP21|27005	446.5241
USP22|23326	5777.9401	USP22|23326	6825.0573
USP24|23358	1929.8758	USP24|23358	2249.0451
USP25|29761	914.1709	USP25|29761	1200.5348
USP27X|389856	106.28200000000001	USP27X|389856	186.4018
USP28|57646	1418.1885	USP28|57646	565.317
USP2|9099	58.0716	USP2|9099	251.3369
USP30|84749	524.1052	USP30|84749	774.6371
USP31|57478	756.7568	USP31|57478	1842.246
USP32|84669	951.0592	USP32|84669	1168.8312
USP33|23032	1665.4492	USP33|23032	1893.8121
USP34|9736	3410.5186	USP34|9736	4441.9404
USP35|57558	340.7597	USP35|57558	126.4324
USP36|57602	1212.9291	USP36|57602	1333.8426
USP37|57695	745.4346	USP37|57695	709.7021
USP38|84640	875.4565	USP38|84640	735.2941
USP39|10713	1214.7553	USP39|10713	944.6142
USP3|9960	723.0825	USP3|9960	596.589
USP40|55230	971.1468	USP40|55230	1093.2009
USP42|84132	533.2359	USP42|84132	532.8495
USP43|124739	169.1015	USP43|124739	171.505
USP44|84101	7.6698	USP44|84101	50.4202
USP45|85015	172.7538	USP45|85015	228.4186
USP46|64854	658.1446	USP46|64854	606.5699
USP47|55031	2802.7757	USP47|55031	2629.4882
USP48|84196	1278.6706	USP48|84196	1452.2536
USP49|25862	28.1227	USP49|25862	35.5233
USP4|7375	1643.9007	USP4|7375	1620.7028
USP51|158880	34.3316	USP51|158880	106.1879
USP53|54532	895.5442	USP53|54532	2087.4714
USP54|159195	759.3134	USP54|159195	1535.5233
USP5|8078	1519.7224	USP5|8078	1290.6799
USP6NL|9712	572.6808	USP6NL|9712	684.492
USP6|9098	54.4193	USP6|9098	137.1276
USP7|7874	3658.1446	USP7|7874	3210.0840000000003
USP8|9101	1498.2542	USP8|9101	1563.285
USP9X|8239	3780.1315	USP9X|8239	4161.9557
USPL1|10208	515.7049	USPL1|10208	692.8953
UST|10090	128.561	UST|10090	305.9587
UTP11L|51118	481.7385	UTP11L|51118	512.605
UTP14A|10813	515.3397	UTP14A|10813	493.1245
UTP14C|9724	1642.4397	UTP14C|9724	1423.6058
UTP15|84135	409.7882	UTP15|84135	365.5462
UTP18|51096	565.3762	UTP18|51096	716.1956
UTP20|27340	853.1775	UTP20|27340	1006.1115
UTP23|84294	517.8963	UTP23|84294	675.3247
UTP3|57050	651.5705	UTP3|57050	804.8128
UTP6|55813	610.6647	UTP6|55813	586.3254
UTRN|7402	4103.3601	UTRN|7402	6483.9572
UVRAG|7405	1058.802	UVRAG|7405	882.7349
UXS1|80146	413.8057	UXS1|80146	608.4798
UXT|8409	783.8824	UXT|8409	1042.8151
VAC14|55697	682.9803	VAC14|55697	884.6448
VAMP1|6843	157.4069	VAMP1|6843	343.7089
VAMP2|6844	2319.5763	VAMP2|6844	3118.0290000000005
VAMP3|9341	2013.8787	VAMP3|9341	2508.4034
VAMP4|8674	669.832	VAMP4|8674	639.8014
VAMP5|10791	158.8751	VAMP5|10791	250.57299999999998
VAMP7|6845	807.5237	VAMP7|6845	1048.5103
VAMP8|8673	1641.344	VAMP8|8673	1506.4935
VANGL1|81839	1508.4003	VANGL1|81839	475.9358
VANGL2|57216	2017.1658	VANGL2|57216	1274.6371
VAPA|9218	3846.2381	VAPA|9218	3801.7571
VAPB|9217	985.0256	VAPB|9217	1197.097
VARS2|57176	608.1081	VARS2|57176	556.5317
VARS|7407	1448.8678	VARS|7407	1383.4989
VASH1|22846	485.8656	VASH1|22846	555.8442
VASH2|79805	62.4543	VASH2|79805	154.6982
VASN|114990	608.1081	VASN|114990	456.8373
VASP|7408	2003.2871	VASP|7408	1257.4484
VAT1L|57687	16.0701	VAT1L|57687	17.1887
VAT1|10493	3006.2089	VAT1|10493	4459.5111
VAV1|7409	141.7093	VAV1|7409	106.9519
VAV2|7410	735.2082	VAV2|7410	762.796
VAV3|10451	6621.9869	VAV3|10451	2309.3965
VAX2|25806	9.1308	VAX2|25806	22.5363
VBP1|7411	669.4668	VBP1|7411	645.5309
VCAM1|7412	438.6413	VCAM1|7412	1023.6822
VCAN|1462	7104.0906	VCAN|1462	1011.8411
VCL|7414	3161.0665	VCL|7414	5851.0313
VCPIP1|80124	994.8868	VCPIP1|80124	1016.4248
VCP|7415	6983.5646	VCP|7415	5568.7548
VDAC1|7416	3760.0438	VDAC1|7416	2978.6096
VDAC2|7417	1312.2717	VDAC2|7417	1409.0909
VDAC3|7419	1031.0446	VDAC3|7419	1319.3277
VDR|7421	823.5939	VDR|7421	1036.2872
VEGFA|7422	1265.157	VEGFA|7422	957.6012
VEGFB|7423	1039.0796	VEGFB|7423	1116.8831
VEGFC|7424	138.4222	VEGFC|7424	173.7968
VENTX|27287	19.7224	VENTX|27287	39.725
VEPH1|79674	20.8181	VEPH1|79674	99.6944
VEZF1|7716	1930.9715	VEZF1|7716	2687.1658
VEZT|55591	2028.1227	VEZT|55591	1319.3277
VGLL1|51442	17.531	VGLL1|51442	144.767
VGLL3|389136	124.9087	VGLL3|389136	515.6608
VGLL4|9686	2145.8108	VGLL4|9686	3378.7624
VHL|7428	987.5822	VHL|7428	1165.7754
VILL|50853	177.5018	VILL|50853	210.084
VIM|7431	11829.5215	VIM|7431	27486.0924
VIPAR|63894	430.9715	VIPAR|63894	493.1245
VIPR1|7433	665.084	VIPR1|7433	752.8648
VIPR2|7434	432.7867	VIPR2|7434	34.2131
VIT|5212	46.019	VIT|5212	310.9244
VKORC1L1|154807	1990.504	VKORC1L1|154807	1592.8189
VKORC1|79001	933.9627	VKORC1|79001	828.9114
VLDLR|7436	367.7867	VLDLR|7436	825.8212
VMA21|203547	1016.4354	VMA21|203547	1189.4576
VMAC|400673	178.9627	VMAC|400673	125.6684
VMO1|284013	10.5917	VMO1|284013	9.5493
VN1R1|57191	8.7655	VN1R1|57191	16.0428
VNN1|8876	18.2615	VNN1|8876	30.9396
VNN2|8875	12.4178	VNN2|8875	6.4935
VNN3|55350	5.8437	lowly_expressed	lowly_expressed
VOPP1|81552	1186.6326	VOPP1|81552	495.4163
VPRBP|9730	1160.9058	VPRBP|9730	1066.2758
VPREB3|29802	27.7575	VPREB3|29802	6.1115
VPS11|55823	1739.2257	VPS11|55823	1480.9015
VPS13A|23230	998.1738	VPS13A|23230	1225.3629
VPS13B|157680	1356.4646	VPS13B|157680	1310.5424
VPS13C|54832	1539.4449	VPS13C|54832	2816.6539
VPS13D|55187	2606.6472	VPS13D|55187	3699.7708
VPS16|64601	579.9854	VPS16|64601	664.2475
VPS18|57617	808.6194	VPS18|57617	711.6119
VPS24|51652	2913.0752	VPS24|51652	3841.482
VPS25|84313	713.6596	VPS25|84313	741.4057
VPS26A|9559	1447.4069	VPS26A|9559	1682.9641
VPS26B|112936	1989.0431	VPS26B|112936	1592.8189
VPS28|51160	1407.9620000000002	VPS28|51160	1298.3193
VPS29|51699	851.3514	VPS29|51699	830.4049
VPS33A|65082	515.3324	VPS33A|65082	508.3766
VPS33B|26276	286.7056	VPS33B|26276	316.272
VPS35|55737	2286.3404	VPS35|55737	3006.4935
VPS36|51028	996.3477	VPS36|51028	1795.2636
VPS37A|137492	848.0095	VPS37A|137492	704.2934
VPS37B|79720	662.8926	VPS37B|79720	1277.6929
VPS37C|55048	1783.7838	VPS37C|55048	660.4278
VPS37D|155382	79.9854	VPS37D|155382	71.4286
VPS39|23339	1976.9905	VPS39|23339	1997.3262
VPS41|27072	1450.6939	VPS41|27072	1253.2468
VPS45|11311	1096.4207	VPS45|11311	755.9206
VPS4A|27183	1060.9934	VPS4A|27183	1665.3934
VPS4B|9525	1975.8948	VPS4B|9525	2066.8449
VPS52|6293	1268.4441	VPS52|6293	1189.4576
VPS53|55275	1128.9262	VPS53|55275	1139.4194
VPS54|51542	1062.8196	VPS54|51542	983.1933
VPS72|6944	1017.8963	VPS72|6944	601.2223
VPS8|23355	879.8393	VPS8|23355	814.7441
VRK1|7443	213.2944	VRK1|7443	305.1948
VRK2|7444	1045.9788	VRK2|7444	684.5913
VRK3|51231	1050.0365	VRK3|51231	598.5485
VSIG10L|147645	142.0745	VSIG10L|147645	98.9305
VSIG10|54621	265.5223	VSIG10|54621	456.4553
VSIG1|340547	25.5661	lowly_expressed	lowly_expressed
VSIG2|23584	828.7071	VSIG2|23584	266.9977
VSIG4|11326	126.0044	VSIG4|11326	150.4966
VSNL1|7447	74.5069	VSNL1|7447	264.7059
VSTM2L|128434	93.8641	VSTM2L|128434	8.4034
VTA1|51534	993.4259	VTA1|51534	1069.1367
VTCN1|79679	3086.5595	VTCN1|79679	5905.2712
VTI1A|143187	383.4916	VTI1A|143187	423.1092
VTI1B|10490	1023.9481	VTI1B|10490	963.8464
VWA1|64856	2103.3601	VWA1|64856	818.9458
VWA2|340706	799.1234	VWA2|340706	238.3499
lowly_expressed	lowly_expressed	VWA3B|200403	5.3476
VWA5A|4013	914.9014	VWA5A|4013	1362.1085
VWCE|220001	6.9394	VWCE|220001	27.5019
VWDE|221806	39.0796	VWDE|221806	218.1054
VWF|7450	4578.8897	VWF|7450	6336.5164
WAC|51322	3321.0373	WAC|51322	4141.3293
WAPAL|23063	2234.1125	WAPAL|23063	2128.3422
WARS2|10352	574.1417	WARS2|10352	482.4293
WARS|7453	1772.0964	WARS|7453	2093.9649
WASF1|8936	114.31700000000001	WASF1|8936	249.42700000000002
WASF2|10163	4841.8554	WASF2|10163	7279.2208
WASF3|10810	210.0073	WASF3|10810	843.0099
WASH2P|375260	168.3711	WASH2P|375260	205.8824
WASH3P|374666	248.3565	WASH3P|374666	237.9679
WASH5P|375690	53.3236	WASH5P|375690	154.6982
WASH7P|653635	762.6004	WASH7P|653635	849.8854
WASL|8976	2926.2235	WASL|8976	2219.2513
WAS|7454	80.3506	WAS|7454	93.9649
WBP11P1|441818	9.496	WBP11P1|441818	9.1673
WBP11|51729	2169.4668	WBP11|51729	2276.165
WBP1|23559	1542.3156	WBP1|23559	1271.822
WBP2NL|164684	14.9744	WBP2NL|164684	27.1199
WBP2|23558	2220.9642	WBP2|23558	2997.7082
WBP4|11193	245.4346	WBP4|11193	433.1551
WBP5|51186	543.0972	WBP5|51186	749.0451
WBSCR16|81554	891.1614	WBSCR16|81554	666.9213
lowly_expressed	lowly_expressed	WBSCR17|64409	102.7502
WBSCR22|114049	1070.1461	WBSCR22|114049	942.7578
lowly_expressed	lowly_expressed	WBSCR26|171022	8.0214
WBSCR27|155368	74.8722	WBSCR27|155368	54.6218
WDFY1|57590	1053.3236	WDFY1|57590	1323.9114
WDFY2|115825	213.6596	WDFY2|115825	375.4775
WDFY3|23001	1528.1227	WDFY3|23001	2163.4836
WDFY4|57705	138.4222	WDFY4|57705	96.2567
WDHD1|11169	161.0665	WDHD1|11169	175.7066
WDR11|55717	1111.7604	WDR11|55717	1466.3866
WDR12|55759	350.9861	WDR12|55759	345.6837
WDR13|64743	1107.0124	WDR13|64743	1263.178
WDR17|116966	29.5836	WDR17|116966	112.2995
WDR18|57418	397.0051	WDR18|57418	256.6845
WDR19|57728	582.1768	WDR19|57728	710.466
WDR1|9948	4795.4711	WDR1|9948	5058.4416
WDR20|91833	609.2038	WDR20|91833	654.3163
WDR24|84219	406.8663	WDR24|84219	255.5386
WDR25|79446	266.618	WDR25|79446	201.6807
WDR26|80232	4576.3331	WDR26|80232	3318.1818
WDR27|253769	113.5866	WDR27|253769	243.3155
WDR31|114987	117.9693	WDR31|114987	143.2391
WDR33|55339	1366.691	WDR33|55339	1577.5401
WDR34|89891	737.3996	WDR34|89891	699.3888
WDR35|57539	703.7984	WDR35|57539	994.6524
WDR36|134430	750.1826	WDR36|134430	1223.0710000000001
WDR37|22884	649.3791	WDR37|22884	855.9969
WDR3|10885	837.1074	WDR3|10885	1175.3247
WDR41|55255	596.4207	WDR41|55255	559.9694
WDR43|23160	1036.1578	WDR43|23160	1317.0359
WDR44|54521	362.3083	WDR44|54521	420.93199999999996
WDR45L|56270	2083.6377	WDR45L|56270	2424.7517
WDR45|11152	885.683	WDR45|11152	937.6012
WDR46|9277	867.7867	WDR46|9277	712.3759
WDR47|22911	443.3893	WDR47|22911	456.4553
WDR48|57599	1251.2783	WDR48|57599	1464.0947
WDR4|10785	108.8386	WDR4|10785	123.3766
WDR52|55779	597.8817	WDR52|55779	411.0008
WDR53|348793	159.9708	WDR53|348793	150.4966
WDR54|84058	199.0504	WDR54|84058	126.4324
WDR55|54853	484.8649	WDR55|54853	388.5103
WDR59|79726	562.8196	WDR59|79726	969.0604
WDR5B|54554	362.3083	WDR5B|54554	471.7341
WDR5|11091	705.9898	WDR5|11091	820.0917
WDR60|55112	739.2257	WDR60|55112	481.6654
WDR61|80349	963.8422	WDR61|80349	974.7899
WDR62|284403	47.8451	WDR62|284403	22.1543
WDR63|126820	6.9394	WDR63|126820	7.6394
WDR65|149465	23.3747	lowly_expressed	lowly_expressed
WDR66|144406	109.9343	WDR66|144406	64.1711
WDR67|93594	173.4843	WDR67|93594	87.8533
WDR6|11180	4222.8086	WDR6|11180	4180.3743
WDR70|55100	453.6158	WDR70|55100	601.9862
WDR72|256764	17.1658	WDR72|256764	56.9137
WDR73|84942	424.4595	WDR73|84942	397.4714
WDR74|54663	499.6348	WDR74|54663	533.9954
WDR75|84128	1693.5720000000001	WDR75|84128	868.602
WDR76|79968	168.3711	WDR76|79968	134.8358
WDR77|79084	438.2761	WDR77|79084	428.9534
WDR78|79819	189.9196	WDR78|79819	142.8571
WDR7|23335	675.3104	WDR7|23335	674.5607
WDR81|124997	853.908	WDR81|124997	920.55
WDR82|80335	2666.5449	WDR82|80335	3763.178
WDR83|84292	165.50400000000002	WDR83|84292	104.66
WDR85|92715	263.6961	WDR85|92715	265.0879
WDR86|349136	51.8627	WDR86|349136	141.7074
WDR87|83889	15.3397	WDR87|83889	8.4034
lowly_expressed	lowly_expressed	WDR88|126248	11.0772
WDR89|112840	331.9942	WDR89|112840	470.9702
WDR8|49856	330.5332	WDR8|49856	260.5042
WDR90|197335	934.6238	WDR90|197335	412.1467
WDR91|29062	340.3944	WDR91|29062	516.0428
WDR92|116143	261.87	WDR92|116143	222.6891
WDR93|56964	29.2184	WDR93|56964	22.1543
WDSUB1|151525	272.8269	WDSUB1|151525	285.7143
WDTC1|23038	2397.7356	WDTC1|23038	3079.0679999999998
WDYHV1|55093	253.4697	WDYHV1|55093	180.2903
WEE1|7465	1522.279	WEE1|7465	1967.5325
WFDC1|58189	17.1658	WFDC1|58189	13.369000000000002
WFDC2|10406	1483.5646	WFDC2|10406	825.4393
WFIKKN1|117166	9.496	WFIKKN1|117166	8.7853
lowly_expressed	lowly_expressed	WFIKKN2|124857	7.2574
WFS1|7466	2678.5975	WFS1|7466	1051.1841
WHAMML1|339005	64.2805	WHAMML1|339005	123.7586
WHAMML2|440253	30.3141	WHAMML2|440253	63.4072
WHAMM|123720	405.4054	WHAMM|123720	489.3048
WHSC1L1|54904	1539.8101	WHSC1L1|54904	1578.6860000000001
WHSC1|7468	1425.4931	WHSC1|7468	889.6104
WHSC2|7469	565.3762	WHSC2|7469	584.4156
WIBG|84305	449.233	WIBG|84305	355.615
WIF1|11197	397.3703	WIF1|11197	626.8144
WIPF1|7456	759.6786	WIPF1|7456	1020.6264
WIPF2|147179	1411.6143	WIPF2|147179	1304.8128
WIPF3|644150	23.0095	WIPF3|644150	42.7807
WIPI1|55062	1495.9825	WIPI1|55062	529.4118
WIPI2|26100	1796.2016	WIPI2|26100	1705.8824
WISP1|8840	96.0555	WISP1|8840	9.1673
WISP2|8839	47.4799	WISP2|8839	363.6364
WISP3|8838	23.74	WISP3|8838	36.6692
WIT1|51352	92.038	lowly_expressed	lowly_expressed
WIZ|58525	1487.2169	WIZ|58525	1232.6203
WLS|79971	1799.1234	WLS|79971	2464.0909
WNK1|65125	4891.1614	WNK1|65125	4634.0718
WNK2|65268	896.4025	WNK2|65268	2490.1261
WNK3|65267	15.7049	WNK3|65267	44.6906
WNK4|65266	395.0877	WNK4|65266	140.7181
WNT10A|80326	9.1308	WNT10A|80326	45.0726
lowly_expressed	lowly_expressed	WNT10B|7480	11.8411
WNT11|7481	21.1833	WNT11|7481	70.6646
WNT2B|7482	10.9569	WNT2B|7482	14.8969
WNT2|7472	151.2053	WNT2|7472	45.4545
lowly_expressed	lowly_expressed	WNT3A|89780	7.2574
WNT3|7473	44.9233	WNT3|7473	35.5233
WNT4|54361	98.2469	WNT4|54361	84.0336
WNT5A|7474	2878.7436	WNT5A|7474	314.3621
WNT5B|81029	82.542	WNT5B|81029	246.3713
WNT6|7475	5.1132	WNT6|7475	27.8839
WNT7B|7477	194.6676	WNT7B|7477	82.1238
lowly_expressed	lowly_expressed	WNT8B|7479	6.1115
WNT9A|7483	13.5135	WNT9A|7483	11.0772
WRAP53|55135	191.3806	WRAP53|55135	167.3033
WRB|7485	463.1118	WRB|7485	498.0901
WRNIP1|56897	964.9379	WRNIP1|56897	897.2498
WRN|7486	461.6508	WRN|7486	664.2475
WSB1|26118	1272.4617	WSB1|26118	2015.2788
WSB2|55884	1100.4383	WSB2|55884	1008.0214
WSCD1|23302	58.4368	WSCD1|23302	100.0764
WSCD2|9671	16.4354	WSCD2|9671	89.3812
WT1|7490	1764.7918	lowly_expressed	lowly_expressed
WTAP|9589	1865.2301	WTAP|9589	2425.5157
WTIP|126374	163.9883	WTIP|126374	177.6165
WWC1|23286	1986.4865	WWC1|23286	2315.1261
WWC2|80014	396.2747	WWC2|80014	666.9213
WWC3|55841	1398.8313	WWC3|55841	1212.7578
WWOX|51741	1627.8305	WWOX|51741	375.8594
WWP1|11059	4581.8115	WWP1|11059	1930.4813
WWP2|11060	1293.2798	WWP2|11060	1619.5569
WWTR1|25937	515.6026	WWTR1|25937	824.7326
XAB2|56949	1392.9876	XAB2|56949	1187.9297
XAF1|54739	250.5478	XAF1|54739	558.4416
XBP1|7494	102577.79400000001	XBP1|7494	19803.285
lowly_expressed	lowly_expressed	XCL1|6375	23.3002
lowly_expressed	lowly_expressed	XCL2|6846	7.6394
XDH|7498	85.8291	XDH|7498	454.1635
XG|7499	28.4879	XG|7499	37.0512
XIAP|331	1790.7232	XIAP|331	1818.1818
XIST|7503	10091.187	XIST|7503	17724.3239
lowly_expressed	lowly_expressed	XKR5|389610	5.3476
XKR6|286046	8.7655	XKR6|286046	10.3132
XKR8|55113	179.6932	XKR8|55113	181.0542
XKR9|389668	6.9394	XKR9|389668	24.0642
XKRX|402415	8.4003	XKRX|402415	6.1115
XK|7504	20.0877	XK|7504	67.9908
XPA|7507	275.7487	XPA|7507	317.0359
XPC|7508	1235.2082	XPC|7508	1790.2979
XPNPEP1|7511	1087.6552	XPNPEP1|7511	1146.2949
XPNPEP2|7512	8.4003	XPNPEP2|7512	51.1841
XPNPEP3|63929	250.6538	XPNPEP3|63929	304.2208
XPO1|7514	2998.5391	XPO1|7514	2994.6524
XPO4|64328	856.0993	XPO4|64328	919.4041
XPO5|57510	775.7487	XPO5|57510	885.7907
XPO6|23214	2154.4923	XPO6|23214	1659.6639
XPO7|23039	1776.4792	XPO7|23039	1961.4209
XPOT|11260	1223.886	XPOT|11260	1378.5332
XPR1|9213	1476.9905	XPR1|9213	1019.8625
XRCC1|7515	1151.2053	XRCC1|7515	797.1734
XRCC2|7516	79.2549	XRCC2|7516	40.8709
XRCC3|7517	222.0599	XRCC3|7517	212.3759
XRCC4|7518	143.1702	XRCC4|7518	110.0076
XRCC5|7520	7647.1877	XRCC5|7520	7987.395
XRCC6BP1|91419	53.3236	XRCC6BP1|91419	127.9603
XRCC6|2547	5735.9386	XRCC6|2547	6216.1956
XRN1|54464	964.2075	XRN1|54464	1655.8442
XRN2|22803	2608.4733	XRN2|22803	2586.7074
XRRA1|143570	1076.0117	XRRA1|143570	482.8915
XYLB|9942	123.0825	XYLB|9942	168.0672
XYLT1|64131	412.71	XYLT1|64131	826.2032
XYLT2|64132	715.1205	XYLT2|64132	774.2552
YAF2|10138	256.0263	YAF2|10138	305.5768
YAP1|10413	4991.5997	YAP1|10413	5429.3354
YARS2|51067	292.9145	YARS2|51067	282.6585
YARS|8565	1180.4237	YARS|8565	1144.0031
YBX1|4904	2971.8773	YBX1|4904	5214.2857
YBX2|51087	8.0351	YBX2|51087	41.6348
YDJC|150223	328.7071	YDJC|150223	153.5523
YEATS2|55689	661.3039	YEATS2|55689	1049.5073
YEATS4|8089	338.9335	YEATS4|8089	351.0313
YES1|7525	1436.8152	YES1|7525	1929.7173
YIF1A|10897	1099.7078	YIF1A|10897	546.2185
YIF1B|90522	470.7487	YIF1B|90522	285.6532
YIPF1|54432	1155.2228	YIPF1|54432	702.0626
