gene_id	TCGA-E2-A158-01A-11R-A12D-07	gene_id	TCGA-E2-A158-11A-22R-A12D-07
CLDN19|149461	112.7581	CLDN19|149461	117.5735
CLDN1|9076	12.681	CLDN1|9076	373.3583
CLDN23|137075	333.4761	CLDN23|137075	107.5672
CLDN2|9075	21.4138	CLDN2|9075	89.6748
CLDN3|1365	341.3589	CLDN3|1365	74.4215
CLDN4|1364	4311.5414	CLDN4|1364	683.5522
CLDN5|7122	22.2774	CLDN5|7122	1319.5747
CLDN6|9074	442.1215	CLDN6|9074	31.2695
CLDN7|1366	15.0801	CLDN7|1366	115.6973
CLDN8|9073	347.8708	CLDN8|9073	48.7805
CLDN9|9080	157.313	CLDN9|9080	11.8824
CLDND1|56650	1166.3097	CLDND1|56650	1374.6091
CLDND2|125875	7.5401	CLDND2|125875	24.3902
CLEC10A|10462	26.7329	CLEC10A|10462	429.0181
CLEC11A|6320	168.2804	CLEC11A|6320	120.075
lowly_expressed	lowly_expressed	CLEC12A|160364	5.0031
CLEC14A|161198	106.9317	CLEC14A|161198	1836.1476
CLEC16A|23274	397.5666	CLEC16A|23274	540.3377
CLEC18A|348174	475.709	CLEC18A|348174	18.1363
CLEC18B|497190	487.7046	CLEC18B|497190	17.5109
CLEC18C|283971	156.6275	CLEC18C|283971	5.6285
CLEC1A|51267	16.1083	CLEC1A|51267	208.2552
CLEC2B|9976	33.2448	CLEC2B|9976	297.6861
CLEC2D|29121	494.2164	CLEC2D|29121	228.2677
lowly_expressed	lowly_expressed	CLEC2L|154790	5.0031
lowly_expressed	lowly_expressed	CLEC3A|10143	14.384
CLEC3B|7123	32.2166	CLEC3B|7123	6026.8918
CLEC4A|50856	11.3101	CLEC4A|50856	48.1551
lowly_expressed	lowly_expressed	CLEC4D|338339	5.0031
CLEC4E|26253	9.2537	CLEC4E|26253	77.5485
CLEC4F|165530	147.0311	CLEC4F|165530	26.8918
lowly_expressed	lowly_expressed	CLEC4GP1|440508	6.2539
lowly_expressed	lowly_expressed	CLEC4G|339390	106.9418
CLEC5A|23601	25.0193	CLEC5A|23601	16.8856
CLEC7A|64581	44.2121	CLEC7A|64581	47.5297
lowly_expressed	lowly_expressed	CLEC9A|283420	8.7555
lowly_expressed	lowly_expressed	CLGN|1047	15.0094
CLIC1|1192	2757.6043	CLIC1|1192	4129.4559
CLIC2|1193	238.54	CLIC2|1193	843.0269
CLIC3|9022	134.6928	CLIC3|9022	18.7617
CLIC4|25932	8865.3929	CLIC4|25932	11550.344
CLIC5|53405	44.2121	CLIC5|53405	807.3796
CLIC6|54102	15.0801	CLIC6|54102	333.9587
CLINT1|9685	1046.6969	CLINT1|9685	1504.6904
CLIP1|6249	2208.2084	CLIP1|6249	3110.6942
CLIP2|7461	557.9642	CLIP2|7461	749.2183
CLIP3|25999	101.1053	CLIP3|25999	682.9268
CLIP4|79745	890.0694	CLIP4|79745	1112.5704
CLK1|1195	2593.094	CLK1|1195	2013.1332
CLK2P|1197	25.0193	CLK2P|1197	11.8824
CLK2|1196	1279.4105	CLK2|1196	515.9475
CLK3|1198	454.11699999999996	CLK3|1198	829.2683
CLK4|57396	228.2581	CLK4|57396	450.9068
CLMN|79789	4035.9866	CLMN|79789	1430.2689
CLN3|1201	1125.1821	CLN3|1201	744.8405
CLN5|1203	369.8055	CLN5|1203	732.3327
CLN6|54982	1081.3127	CLN6|54982	409.0056
CLN8|2055	233.0563	CLN8|2055	470.9193
CLNS1A|1207	1815.44	CLNS1A|1207	976.2351
CLOCK|9575	322.1661	CLOCK|9575	517.1982
CLP1|10978	301.2595	CLP1|10978	221.3884
CLPB|81570	255.6765	CLPB|81570	342.0888
CLPP|8192	1007.9685	CLPP|8192	587.8674
CLPS|1208	179.2477	CLPS|1208	13.7586
CLPTM1L|81037	1933.339	CLPTM1L|81037	1804.2527
CLPTM1|1209	2301.7736	CLPTM1|1209	2789.2433
CLPX|10845	696.7698	CLPX|10845	697.3108
CLSPN|63967	204.9524	CLSPN|63967	8.1301
CLSTN1|22883	10227.7371	CLSTN1|22883	4102.5641
CLSTN2|64084	6.5119	CLSTN2|64084	851.1569999999999
CLSTN3|9746	2598.2349	CLSTN3|9746	791.1194
CLTA|1211	2529.0035	CLTA|1211	1578.4866
CLTB|1212	407.5058	CLTB|1212	1182.6141
CLTCL1|8218	55.1795	CLTCL1|8218	178.8618
CLTC|1213	5532.0024	CLTC|1213	9775.4847
CLUAP1|23059	459.5699	CLUAP1|23059	495.7598
CLUL1|27098	105.9035	CLUL1|27098	5.0031
CLU|1191	96.6498	CLU|1191	43564.727999999996
lowly_expressed	lowly_expressed	CLVS1|157807	29.1745
CLYBL|171425	43.8694	CLYBL|171425	126.329
lowly_expressed	lowly_expressed	CMA1|1215	139.4622
CMAH|8418	317.7106	CMAH|8418	350.8443
CMAS|55907	1003.513	CMAS|55907	544.0901
lowly_expressed	lowly_expressed	CMBL|134147	921.8261
CMC1|152100	161.083	CMC1|152100	124.4528
CMIP|80790	1786.6507	CMIP|80790	1268.9181
CMKLR1|1240	112.7581	CMKLR1|1240	1050.6567
CMPK1|51727	3814.9259	CMPK1|51727	3610.3815
CMPK2|129607	49.6958	CMPK2|129607	212.0075
CMTM1|113540	255.3337	CMTM1|113540	68.1676
lowly_expressed	lowly_expressed	CMTM2|146225	5.6285
CMTM3|123920	720.7609	CMTM3|123920	1070.0438
CMTM4|146223	3444.7777	CMTM4|146223	874.9218
CMTM5|116173	675.1778	CMTM5|116173	75.0469
CMTM6|54918	4849.97	CMTM6|54918	1639.7749
CMTM7|112616	4280.6957	CMTM7|112616	444.0275
CMTM8|152189	472.2817	CMTM8|152189	93.1832
CMYA5|202333	441.0933	CMYA5|202333	258.9118
CN5H6.4|150384	10.9674	CN5H6.4|150384	6.2539
CNBP|7555	11473.2242	CNBP|7555	7563.4772
CNDP1|84735	5.4837	lowly_expressed	lowly_expressed
CNDP2|55748	2712.364	CNDP2|55748	2041.9012
CNFN|84518	122.6973	CNFN|84518	22.5141
CNGA1|1259	167.9376	CNGA1|1259	25.0156
lowly_expressed	lowly_expressed	CNGA3|1261	8.1301
CNIH2|254263	158.6839	CNIH2|254263	7.5047
CNIH3|149111	15.7656	CNIH3|149111	32.5203
CNIH4|29097	1008.9967	CNIH4|29097	647.9049
CNIH|10175	1152.6005	CNIH|10175	1019.3871
CNKSR1|10256	697.1125	CNKSR1|10256	65.666
CNKSR2|22866	39.7567	CNKSR2|22866	74.4215
CNKSR3|154043	148.40200000000002	CNKSR3|154043	258.2864
CNN1|1264	69.5742	CNN1|1264	13003.127
CNN2|1265	2484.4486	CNN2|1265	2095.6848
CNN3|1266	9068.6317	CNN3|1266	5427.142
CNNM1|26507	507.5829	CNNM1|26507	48.1551
CNNM2|54805	343.4153	CNNM2|54805	252.6579
CNNM3|26505	1086.4536	CNNM3|26505	901.8136
CNNM4|26504	980.2074	CNNM4|26504	394.6216
CNOT10|25904	989.1183	CNOT10|25904	415.8849
CNOT1|23019	9064.2995	CNOT1|23019	4284.1839
CNOT2|4848	1673.8926	CNOT2|4848	1237.6485
CNOT3|4849	1470.3110000000001	CNOT3|4849	814.2589
CNOT4|4850	850.3127	CNOT4|4850	593.4959
CNOT6L|246175	1733.8703	CNOT6L|246175	1187.6173
CNOT6|57472	1281.8096	CNOT6|57472	680.4253
CNOT7|29883	1709.1937	CNOT7|29883	1225.1407
CNOT8|9337	951.0753	CNOT8|9337	1278.9243
CNO|55330	246.4228	CNO|55330	150.7192
CNPY2|10330	1004.1984	CNPY2|10330	724.828
CNPY3|10695	1035.0441	CNPY3|10695	840.5253
CNPY4|245812	321.4806	CNPY4|245812	448.4053
CNP|1267	904.7142	CNP|1267	1814.5278
lowly_expressed	lowly_expressed	CNR1|1268	236.3977
CNRIP1|25927	23.9911	CNRIP1|25927	1021.8887
CNST|163882	1248.9075	CNST|163882	893.6836
CNTD1|124817	18.9255	CNTD1|124817	18.1801
CNTD2|79935	73.0015	CNTD2|79935	22.5141
CNTFR|1271	127.4955	CNTFR|1271	1023.7649
lowly_expressed	lowly_expressed	CNTF|1270	83.177
CNTLN|54875	582.298	CNTLN|54875	320.8255
CNTN1|1272	99.0489	CNTN1|1272	119.4497
CNTN2|6900	28.1038	CNTN2|6900	16.2602
lowly_expressed	lowly_expressed	CNTN3|5067	50.0313
CNTN4|152330	227.9153	CNTN4|152330	945.591
lowly_expressed	lowly_expressed	CNTN6|27255	25.641
CNTNAP1|8506	27.7611	CNTNAP1|8506	330.2064
CNTNAP2|26047	14.3947	lowly_expressed	lowly_expressed
CNTNAP3|79937	170.6795	CNTNAP3|79937	222.6391
CNTROB|116840	529.5176	CNTROB|116840	544.7154
COASY|80347	604.9182	COASY|80347	937.4609
COBLL1|22837	298.175	COBLL1|22837	2237.0231
COBL|23242	1482.3066	COBL|23242	207.0044
COBRA1|25920	2016.2797	COBRA1|25920	1409.631
COCH|1690	590.7943	COCH|1690	156.4415
COG1|9382	758.7353	COG1|9382	928.6492
COG2|22796	521.2921	COG2|22796	535.96
COG3|83548	539.4568	COG3|83548	557.2233
COG4|25839	1329.1063	COG4|25839	1365.2283
COG5|10466	1191.0925	COG5|10466	961.0256
COG6|57511	292.3486	COG6|57511	603.5022
COG7|91949	725.5591	COG7|91949	494.6842
COG8|84342	410.3779	COG8|84342	399.4622
COIL|8161	342.3871	COIL|8161	283.3021
COL10A1|1300	148.40200000000002	COL10A1|1300	13.7586
COL11A1|1301	342.3871	COL11A1|1301	7.5047
COL11A2|1302	20.2211	COL11A2|1302	11.257
COL12A1|1303	1494.9876	COL12A1|1303	7931.8324
COL13A1|1305	19.1929	COL13A1|1305	36.2727
COL14A1|7373	147.7166	COL14A1|7373	11497.8111
COL15A1|1306	882.8721	COL15A1|1306	7676.6729
COL16A1|1307	132.2937	COL16A1|1307	2270.7942
COL17A1|1308	52.4377	COL17A1|1308	399.6248
COL18A1|80781	921.6005	COL18A1|80781	8751.0944
COL19A1|1310	27.4184	lowly_expressed	lowly_expressed
COL1A1|1277	7382.4008	COL1A1|1277	37422.7642
COL1A2|1278	7021.849	COL1A2|1278	61382.7455
COL21A1|81578	19.1929	COL21A1|81578	160.1001
COL22A1|169044	358.1527	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	COL23A1|91522	36.8981
lowly_expressed	lowly_expressed	COL24A1|255631	11.257
lowly_expressed	lowly_expressed	COL25A1|84570	67.5422
COL27A1|85301	1231.7711	COL27A1|85301	250.1563
COL28A1|340267	50.724	COL28A1|340267	65.0407
COL2A1|1280	155.2566	lowly_expressed	lowly_expressed
COL3A1|1281	7133.579000000001	COL3A1|1281	59706.6917
COL4A1|1282	4893.154	COL4A1|1282	20353.3458
COL4A2|1284	7544.1693	COL4A2|1284	23324.5779
COL4A3BP|10087	530.2031	COL4A3BP|10087	2142.5891
COL4A3|1285	13.7092	COL4A3|1285	10.6316
COL4A4|1286	25.0193	COL4A4|1286	68.793
COL4A5|1287	7.8828	COL4A5|1287	600.3752
lowly_expressed	lowly_expressed	COL4A6|1288	425.8912
COL5A1|1289	804.0442	COL5A1|1289	4884.3027
COL5A2|1290	1096.3928	lowly_expressed	lowly_expressed
COL5A3|50509	65.8041	COL5A3|50509	1537.8361
COL6A1|1291	2848.4277	COL6A1|1291	19147.5922
COL6A2|1292	1630.0231	COL6A2|1292	35057.536
COL6A3|1293	2259.9606	COL6A3|1293	26014.384
COL6A4P2|646300	5.1409	lowly_expressed	lowly_expressed
COL6A6|131873	5.1409	COL6A6|131873	491.5572
COL7A1|1294	199.8115	COL7A1|1294	27.5172
COL8A1|1295	81.5697	COL8A1|1295	1068.7930000000001
COL8A2|1296	150.1157	COL8A2|1296	1079.4246
COL9A1|1297	2342.5585	COL9A1|1297	109.4434
COL9A2|1298	1182.7607	COL9A2|1298	51.2821
COL9A3|1299	216.2625	COL9A3|1299	34.3965
lowly_expressed	lowly_expressed	COLEC10|10584	6.2539
COLEC11|78989	83.2834	COLEC11|78989	31.2695
COLEC12|81035	39.0712	COLEC12|81035	2230.1438
COLQ|8292	73.3442	COLQ|8292	62.0263
COMMD10|51397	164.5103	COMMD10|51397	293.3083
COMMD1|150684	277.6112	COMMD1|150684	271.4196
COMMD2|51122	1146.7741	COMMD2|51122	641.0256
COMMD3|23412	904.3818	COMMD3|23412	507.2545
COMMD4|54939	1184.1316	COMMD4|54939	531.5822
COMMD5|28991	541.0642	COMMD5|28991	338.5491
COMMD6|170622	1756.8332	COMMD6|170622	1235.147
COMMD7|149951	706.0235	COMMD7|149951	921.2008
COMMD8|54951	149.7729	COMMD8|54951	176.9856
COMMD9|29099	292.0058	COMMD9|29099	655.4096
COMP|1311	455.8307	COMP|1311	693.5585
COMTD1|118881	45.2403	COMTD1|118881	48.1551
COMT|1312	2402.8789	COMT|1312	1671.0444
COPA|1314	16615.721	COPA|1314	6214.8968
COPB1|1315	2399.4722	COPB1|1315	2547.217
COPB2|9276	7264.8445	COPB2|9276	3175.7348
COPE|11316	2239.7224	COPE|11316	1455.2846
COPG2|26958	866.421	COPG2|26958	458.4115
COPG|22820	5405.1924	COPG|22820	3349.5935
COPS2|9318	1504.5839999999998	COPS2|9318	1938.7117
COPS3|8533	715.6199	COPS3|8533	824.2652
COPS4|51138	757.0902	COPS4|51138	838.0238
COPS5|10987	1626.2531	COPS5|10987	1005.6285
COPS6|10980	1412.3897	COPS6|10980	1751.0944
COPS7A|50813	1336.6464	COPS7A|50813	1671.6698
COPS7B|64708	779.7104	COPS7B|64708	569.1057
COPS8|10920	475.6953	COPS8|10920	948.6679
COPZ1|22818	2538.5999	COPZ1|22818	2272.045
COPZ2|51226	100.7626	COPZ2|51226	842.4015
COQ10A|93058	115.1572	COQ10A|93058	131.3321
COQ10B|80219	460.6289	COQ10B|80219	699.187
COQ2|27235	232.0281	COQ2|27235	144.4653
COQ3|51805	172.0504	COQ3|51805	151.3446
COQ4|51117	537.4004	COQ4|51117	485.3033
COQ5|84274	281.7239	COQ5|84274	539.7123
COQ6|51004	164.1093	COQ6|51004	426.5791
COQ7|10229	386.2565	COQ7|10229	415.2595
COQ9|57017	1170.7651	COQ9|57017	988.1176
CORIN|10699	30.503	CORIN|10699	12.5078
CORO1A|11151	633.3648	CORO1A|11151	411.5072
CORO1B|57175	1017.2222	CORO1B|57175	1439.0244
CORO1C|23603	2918.6873	CORO1C|23603	5045.6535
CORO2A|7464	1440.8363	CORO2A|7464	232.6454
CORO2B|10391	9.9392	CORO2B|10391	627.2669999999999
CORO6|84940	18.1647	CORO6|84940	91.9325
CORO7|79585	198.8587	CORO7|79585	403.3646
CORT|1325	5.9052	CORT|1325	5.4847
COTL1|23406	678.6051	COTL1|23406	1131.3321
COX10|1352	229.2863	COX10|1352	313.9462
COX11|1353	359.2768	COX11|1353	575.5222
COX15|1355	1246.7929	COX15|1355	1107.6735
COX16|51241	537.0577	COX16|51241	476.5478
COX17|10063	323.1942	COX17|10063	434.0213
COX18|285521	356.7818	COX18|285521	393.3709
COX19|90639	237.0045	COX19|90639	235.7724
COX4I1|1327	4016.1083	COX4I1|1327	4218.2614
lowly_expressed	lowly_expressed	COX4I2|84701	53.1582
COX4NB|10328	769.0858	COX4NB|10328	322.7017
COX5A|9377	906.1777	COX5A|9377	1168.2301
COX5B|1329	1003.8557	COX5B|1329	1522.2014
COX6A1|1337	1538.5143	COX6A1|1337	1629.1432
COX6A2|1339	9.9392	lowly_expressed	lowly_expressed
COX6B1|1340	2247.6223	COX6B1|1340	2580.3627
COX6B2|125965	227.5726	COX6B2|125965	5.0031
COX6C|1345	2633.1934	COX6C|1345	1708.5679
COX7A1|1346	160.0548	COX7A1|1346	1044.4028
COX7A2L|9167	2861.4515	COX7A2L|9167	1579.7373
COX7A2|1347	1196.1272	COX7A2|1347	1278.2989
COX7B|1349	1042.5842	COX7B|1349	1546.5916
COX7C|1350	1886.0423	COX7C|1350	2527.8299
COX8A|1351	1322.5945	COX8A|1351	1707.9425
CP110|9738	945.2489	CP110|9738	626.6417
lowly_expressed	lowly_expressed	CPA1|1357	43.152
CPA2|1358	6.1691	CPA2|1358	8.1301
lowly_expressed	lowly_expressed	CPA3|1359	576.6104
CPA4|51200	272.1275	CPA4|51200	25.0156
CPA5|93979	7.5332	lowly_expressed	lowly_expressed
CPAMD8|27151	35.3012	CPAMD8|27151	410.8818
lowly_expressed	lowly_expressed	CPB1|1360	228.8931
CPD|1362	1655.3851	CPD|1362	2751.7198
lowly_expressed	lowly_expressed	CPEB1|64506	83.8024
CPEB2|132864	161.7685	CPEB2|132864	712.9456
CPEB3|22849	202.5533	CPEB3|22849	176.3602
CPEB4|80315	489.0755	CPEB4|80315	1205.7536
CPE|1363	253.9628	CPE|1363	10144.4653
CPLX1|10815	13.3665	CPLX1|10815	47.5297
CPLX3|594855	47.5195	lowly_expressed	lowly_expressed
CPM|1368	78.4851	CPM|1368	3205.7536
lowly_expressed	lowly_expressed	CPN2|1370	5.6285
CPNE1|8904	1004.6166	CPNE1|8904	1716.0413
CPNE2|221184	1970.3539	CPNE2|221184	1347.7173
CPNE3|8895	4561.0488	CPNE3|8895	3026.2664
lowly_expressed	lowly_expressed	CPNE4|131034	12.5078
CPNE5|57699	677.5769	CPNE5|57699	165.7286
lowly_expressed	lowly_expressed	CPNE6|9362	17.5109
CPNE7|27132	672.0932	CPNE7|27132	34.3965
CPNE8|144402	13.3665	CPNE8|144402	300.1876
CPNE9|151835	58.6068	lowly_expressed	lowly_expressed
CPOX|1371	544.255	CPOX|1371	277.0482
lowly_expressed	lowly_expressed	CPO|130749	7.5047
CPPED1|55313	35.3012	CPPED1|55313	714.1964
CPS1|1373	429.0978	CPS1|1373	274.5466
CPSF1|29894	3669.9512	CPSF1|29894	1227.6423
CPSF2|53981	1431.2398	CPSF2|53981	1085.0532
CPSF3L|54973	765.6585	CPSF3L|54973	1056.9106
CPSF3|51692	3385.8281	CPSF3|51692	784.8655
CPSF4|10898	467.1408	CPSF4|10898	407.7548
CPSF6|11052	3181.2184	CPSF6|11052	1121.3258
CPSF7|79869	1574.5009	CPSF7|79869	1612.2577
CPT1A|1374	584.3544	CPT1A|1374	2716.6979
CPT1B|1375	295.9095	CPT1B|1375	168.8493
CPT1C|126129	493.531	CPT1C|126129	79.4246
CPT2|1376	536.3722	CPT2|1376	835.5222
CPVL|54504	55.5222	CPVL|54504	552.8455
CPXM1|56265	25.0193	lowly_expressed	lowly_expressed
CPXM2|119587	164.8531	CPXM2|119587	3275.172
CPZ|8532	9.9392	CPZ|8532	110.6942
CP|1356	44.1607	CP|1356	355.1157
CR1|1378	9.5964	CR1|1378	103.1895
lowly_expressed	lowly_expressed	CRABP1|1381	40.6504
CRABP2|1382	1517.9505	CRABP2|1382	717.9487
CRADD|8738	253.2774	CRADD|8738	183.2395
CRAMP1L|57585	1011.7693	CRAMP1L|57585	853.6585
CRAT|1384	48.6676	CRAT|1384	1946.8418
CRB1|23418	8.2255	CRB1|23418	5.6285
CRB2|286204	7.1973	CRB2|286204	11.257
CRB3|92359	439.0369	CRB3|92359	37.5235
CRBN|51185	903.0829	CRBN|51185	960.5003
CRCP|27297	1072.7444	CRCP|27297	656.035
CREB1|1385	945.5916	CREB1|1385	1126.9543
CREB3L1|90993	46.6113	CREB3L1|90993	602.2514
CREB3L2|64764	11398.5091	CREB3L2|64764	3375.8599
CREB3L4|148327	1223.8883	CREB3L4|148327	289.556
CREB3|10488	950.3727	CREB3|10488	972.6079
CREB5|9586	10.9674	CREB5|9586	515.3221
CREBBP|1387	3253.5344	CREBBP|1387	3004.3777
CREBL2|1389	888.6985	CREBL2|1389	2494.0588
CREBZF|58487	1880.5586	CREBZF|58487	782.9894
CREG1|8804	4155.5993	CREG1|8804	3330.2064
CRELD1|78987	984.3201	CRELD1|78987	933.7086
CRELD2|79174	302.2877	CRELD2|79174	376.4853
CREM|1390	271.7848	CREM|1390	345.8412
lowly_expressed	lowly_expressed	CRHBP|1393	353.9712
lowly_expressed	lowly_expressed	CRHR1|1394	5.3971
lowly_expressed	lowly_expressed	CRHR2|1395	5.0031
CRIM1|51232	5622.4831	CRIM1|51232	9439.0244
CRIP1|1396	596.6927	CRIP1|1396	3742.3390000000004
CRIP2|1397	1841.1447	CRIP2|1397	4144.4653
CRIP3|401262	6.1691	lowly_expressed	lowly_expressed
CRIPAK|285464	264.5874	CRIPAK|285464	186.3665
CRIPT|9419	1370.9194	CRIPT|9419	327.7048
CRISPLD1|83690	3484.5343	CRISPLD1|83690	656.6604
CRISPLD2|83716	213.5207	CRISPLD2|83716	1640.4003
CRKL|1399	3273.4127	CRKL|1399	1955.5972
CRK|1398	769.7712	CRK|1398	1360.2251
CRLF1|9244	14.7374	CRLF1|9244	941.8386
CRLF3|51379	328.6779	CRLF3|51379	288.3052
CRLS1|54675	888.013	CRLS1|54675	1278.2989
CRMP1|1400	34.3552	CRMP1|1400	187.5797
CRNKL1|51340	943.1925	CRNKL1|51340	689.1807
CROCCL1|84809	345.4648	CROCCL1|84809	255.3158
CROCCL2|114819	26.0475	CROCCL2|114819	59.4121
CROCC|9696	263.902	CROCC|9696	443.4021
CROT|54677	207.0088	CROT|54677	328.9556
CRTAC1|55118	61.0059	CRTAC1|55118	1545.9662
CRTAP|10491	1856.5676	CRTAP|10491	10298.3114
CRTC1|23373	614.8573	CRTC1|23373	404.6279
CRTC2|200186	1945.3346	CRTC2|200186	911.1945
CRTC3|64784	2472.1104	CRTC3|64784	2156.3477
CRY1|1407	932.5679	CRY1|1407	424.015
CRY2|1408	379.7447	CRY2|1408	2081.9262
CRYAB|1410	4210.4361	CRYAB|1410	14538.4615
lowly_expressed	lowly_expressed	CRYBB1|1414	10.0063
CRYBB2|1415	6.5119	lowly_expressed	lowly_expressed
CRYBG3|131544	82.8789	CRYBG3|131544	1473.7523
CRYGS|1427	14.1719	CRYGS|1427	10.6316
CRYL1|51084	137.7774	CRYL1|51084	672.2952
lowly_expressed	lowly_expressed	CRYM|1428	14.384
CRYZL1|9946	245.1581	CRYZL1|9946	459.5059
CRYZ|1429	592.7615	CRYZ|1429	607.8236
CSAD|51380	235.7981	CSAD|51380	449.0306
CSDAP1|440359	69.9169	CSDAP1|440359	62.5391
CSDA|8531	3229.5433	CSDA|8531	3927.4547
lowly_expressed	lowly_expressed	CSDC2|27254	202.0013
CSDE1|7812	41221.8319	CSDE1|7812	24227.0169
CSE1L|1434	4111.0445	CSE1L|1434	1680.4253
CSF1R|1436	206.3234	CSF1R|1436	2202.0013
CSF1|1435	62.7196	CSF1|1435	2076.9231
CSF2RA|1438	118.2418	CSF2RA|1438	203.252
CSF2RB|1439	78.4851	CSF2RB|1439	642.2764
CSF3R|1441	820.8380000000001	CSF3R|1441	266.4165
lowly_expressed	lowly_expressed	CSF3|1440	68.1676
CSGALNACT1|55790	50.0386	CSGALNACT1|55790	874.2964
CSGALNACT2|55454	847.5709	CSGALNACT2|55454	681.676
CSK|1445	813.6406	CSK|1445	724.828
lowly_expressed	lowly_expressed	CSMD1|64478	36.2727
lowly_expressed	lowly_expressed	CSN1S1|1446	33.1457
CSNK1A1|1452	4480.85	CSNK1A1|1452	3849.2808
CSNK1D|1453	3212.7496	CSNK1D|1453	2480.3002
CSNK1E|1454	5133.0066	CSNK1E|1454	2019.7686
CSNK1G1|53944	408.534	CSNK1G1|53944	487.1795
CSNK1G2|1455	737.5546	CSNK1G2|1455	716.0725
CSNK1G3|1456	562.0769	CSNK1G3|1456	635.3971
CSNK2A1P|283106	759.8321	CSNK2A1P|283106	491.5572
CSNK2A1|1457	2101.2767	CSNK2A1|1457	1186.9919
CSNK2A2|1459	1651.9578	CSNK2A2|1459	803.6273
CSNK2B|1460	2607.2419	CSNK2B|1460	1903.7398
CSPG4|1464	233.399	CSPG4|1464	4185.1157
CSPG5|10675	100.0771	CSPG5|10675	41.2758
CSPP1|79848	532.3006	CSPP1|79848	225.7661
CSRNP1|64651	499.7001	CSRNP1|64651	5917.4484
CSRNP2|81566	1990.5749	CSRNP2|81566	816.1351
CSRNP3|80034	16.451	CSRNP3|80034	16.2602
CSRP1|1465	6886.4707	CSRP1|1465	32138.2114
CSRP2BP|57325	901.3795	CSRP2BP|57325	647.2795
CSRP2|1466	1483.6775	CSRP2|1466	1138.2114
CST1|1469	49.6958	CST1|1469	5.6285
CST3|1471	406.8203	CST3|1471	9464.04
CST6|1474	63.405	CST6|1474	10.6316
CST7|8530	25.362	CST7|8530	77.5485
lowly_expressed	lowly_expressed	CST9|128822	17.5109
CSTA|1475	23.9911	CSTA|1475	274.5466
CSTB|1476	3772.4274	CSTB|1476	2466.5416
CSTF1|1477	863.6792	CSTF1|1477	426.5166
CSTF2T|23283	884.5857	CSTF2T|23283	851.1569999999999
CSTF2|1478	371.8619	CSTF2|1478	219.5122
CSTF3|1479	726.5873	CSTF3|1479	407.1295
CS|1431	2651.0153	CS|1431	8687.93
lowly_expressed	lowly_expressed	CT62|196993	6.8793
CTAGE4|100128553	54.494	CTAGE4|100128553	13.7586
CTAGE5|4253	320.449	CTAGE5|4253	480.0125
CTAGE6|340307	6.8546	lowly_expressed	lowly_expressed
CTAGE9|643854	195.6987	CTAGE9|643854	51.9074
CTBP1|1487	3259.3882	CTBP1|1487	2201.3196
CTBP2|1488	1372.2903	CTBP2|1488	1191.3696
CTBS|1486	576.4373	CTBS|1486	379.5935
CTCFL|140690	8.4654	CTCFL|140690	6.3665
CTCF|10664	1783.2234	CTCF|10664	1308.9431
CTDP1|9150	526.0903	CTDP1|9150	390.2439
CTDSP1|58190	1013.7949	CTDSP1|58190	4116.3227
CTDSP2|10106	4487.7046	CTDSP2|10106	8991.2445
CTDSPL2|51496	528.8321	CTDSPL2|51496	559.0994
CTDSPL|10217	1546.3971	CTDSPL|10217	1477.1732
CTF1|1489	266.6438	CTF1|1489	277.0482
CTGF|1490	1273.2414	CTGF|1490	17250.7817
CTHRC1|115908	1235.5411	CTHRC1|115908	475.9225
CTH|1491	23.9911	CTH|1491	99.4371
CTLA4|1493	21.592	CTLA4|1493	9.3809
CTNNA1|1495	6134.1787	CTNNA1|1495	11093.1832
CTNNA2|1496	5.1409	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CTNNA3|29119	23.7649
CTNNAL1|8727	317.3678	CTNNAL1|8727	1421.5134
CTNNB1|1499	10226.9351	CTNNB1|1499	8950.5378
CTNNBIP1|56998	938.737	CTNNBIP1|56998	812.3827
CTNNBL1|56259	593.9508	CTNNBL1|56259	893.6836
CTNND1|1500	9127.2385	CTNND1|1500	5891.945
lowly_expressed	lowly_expressed	CTNND2|1501	43.7774
CTNS|1497	219.4808	CTNS|1497	373.7774
CTPS2|56474	1391.8259	CTPS2|56474	538.4615
CTPS|1503	3099.9914	CTPS|1503	602.2514
CTR9|9646	836.9463	CTR9|9646	1303.94
CTRL|1506	17.1365	lowly_expressed	lowly_expressed
CTSA|5476	2059.8269	CTSA|5476	2929.6811
CTSB|1508	6172.5645	CTSB|1508	12563.4772
CTSC|1075	924.6851	CTSC|1075	2487.8049
CTSD|1509	11942.4214	CTSD|1509	10696.06
CTSF|8722	5995.3731	CTSF|8722	2499.0619
lowly_expressed	lowly_expressed	CTSG|1511	326.454
CTSH|1512	6001.885	CTSH|1512	1323.3271
CTSK|1513	346.4999	CTSK|1513	3457.1607
CTSL1|1514	672.436	CTSL1|1514	2278.2989
CTSL2|1515	398.5948	CTSL2|1515	34.3965
CTSO|1519	556.2505	CTSO|1519	1450.9068
CTSS|1520	831.8053	CTSS|1520	1070.6692
CTSW|1521	418.1304	CTSW|1521	76.2977
CTSZ|1522	3212.7496	CTSZ|1522	4369.606
CTTNBP2NL|55917	3481.107	CTTNBP2NL|55917	1170.1063
lowly_expressed	lowly_expressed	CTTNBP2|83992	310.1939
