gene_id	TCGA-E2-A158-01A-11R-A12D-07	gene_id	TCGA-E2-A158-11A-22R-A12D-07
LIX1L|128077	301.945	LIX1L|128077	1080.05
LLGL1|3996	772.1703	LLGL1|3996	670.419
LLGL2|3993	1611.1729999999998	LLGL2|3993	260.788
LLPH|84298	349.0566	LLPH|84298	467.5422
LMAN1L|79748	42.6185	lowly_expressed	lowly_expressed
LMAN1|3998	6606.1177	LMAN1|3998	2732.3327
LMAN2L|81562	724.1882	LMAN2L|81562	567.2295
LMAN2|10960	2161.5971	LMAN2|10960	1679.7999
LMBR1L|55716	623.0829	LMBR1L|55716	372.733
LMBR1|64327	1964.5275	LMBR1|64327	757.3483
LMBRD1|55788	1077.8854	LMBRD1|55788	1719.8249
LMBRD2|92255	208.3797	LMBRD2|92255	215.7598
LMCD1|29995	181.3041	LMCD1|29995	1521.576
LMF1|64788	157.313	LMF1|64788	289.3433
LMF2|91289	586.068	LMF2|91289	1453.4084
LMLN|89782	233.7418	LMLN|89782	218.2614
LMNA|4000	6403.9071	LMNA|4000	10918.0738
LMNB1|4001	631.3084	LMNB1|4001	118.8243
LMNB2|84823	1226.9728	LMNB2|84823	577.2358
LMO2|4005	43.8694	LMO2|4005	955.5972
LMO3|55885	807.8142	LMO3|55885	670.419
LMO4|8543	5552.2235	LMO4|8543	2145.7161
LMO7|4008	1899.0661	LMO7|4008	334.5841
LMOD1|25802	83.9688	LMOD1|25802	14620.3877
LMOD3|56203	39.7567	LMOD3|56203	26.8918
LMTK2|22853	468.16900000000004	LMTK2|22853	377.7361
LMTK3|114783	228.2581	LMTK3|114783	22.5141
lowly_expressed	lowly_expressed	LMX1A|4009	93.1832
LMX1B|4010	95.6216	LMX1B|4010	184.4903
LNP1|348801	232.5182	LNP1|348801	127.0169
LNPEP|4012	55.1795	LNPEP|4012	615.2345
LNX1|84708	565.5042	LNX1|84708	242.6517
LNX2|222484	309.8278	LNX2|222484	287.0544
LOC100009676|100009676	54.4186	LOC100009676|100009676	107.7423
LOC100101266|100101266	8.911	LOC100101266|100101266	7.5047
LOC100125556|100125556	83.84200000000001	LOC100125556|100125556	30.2752
LOC100126784|100126784	25.2626	LOC100126784|100126784	57.7548
lowly_expressed	lowly_expressed	LOC100128164|100128164	15.6348
LOC100128191|100128191	130.1208	LOC100128191|100128191	19.0807
LOC100128239|100128239	25.7047	LOC100128239|100128239	9.3809
LOC100128288|100128288	26.0475	LOC100128288|100128288	39.3996
LOC100128292|100128292	28.1038	LOC100128292|100128292	15.6348
LOC100128640|100128640	215.2343	LOC100128640|100128640	48.7805
LOC100128675|100128675	5.8264	lowly_expressed	lowly_expressed
LOC100128788|100128788	5.4837	lowly_expressed	lowly_expressed
LOC100128822|100128822	317.0251	LOC100128822|100128822	148.843
LOC100128842|100128842	11.3101	LOC100128842|100128842	16.8856
LOC100129034|100129034	1421.119	LOC100129034|100129034	1850.6817
LOC100129387|100129387	93.764	LOC100129387|100129387	93.7211
LOC100129534|100129534	17.1365	LOC100129534|100129534	21.8887
LOC100129550|100129550	300.9168	LOC100129550|100129550	225.7661
LOC100129637|100129637	497.8357	LOC100129637|100129637	207.8549
lowly_expressed	lowly_expressed	LOC100129716|100129716	10.0063
LOC100129726|100129726	15.4228	LOC100129726|100129726	8.1301
LOC100130015|100130015	37.6317	LOC100130015|100130015	22.8705
LOC100130093|100130093	79.5339	LOC100130093|100130093	36.2539
LOC100130274|100130274	5.1409	lowly_expressed	lowly_expressed
LOC100130331|100130331	5.8264	lowly_expressed	lowly_expressed
LOC100130522|100130522	20.9065	LOC100130522|100130522	5.0031
LOC100130557|100130557	72.4634	LOC100130557|100130557	12.6579
LOC100130581|100130581	13.7092	LOC100130581|100130581	53.1582
LOC100130691|100130691	14.7751	LOC100130691|100130691	19.9687
LOC100130776|100130776	158.2555	LOC100130776|100130776	123.5647
LOC100130872|100130872	31.8739	LOC100130872|100130872	53.7836
LOC100130932|100130932	60.6632	LOC100130932|100130932	29.3934
LOC100130987|100130987	25.7047	LOC100130987|100130987	8.1301
LOC100131193|100131193	68.8887	LOC100131193|100131193	21.2633
LOC100131434|100131434	13.6544	LOC100131434|100131434	28.1676
LOC100131496|100131496	5.1409	LOC100131496|100131496	8.1301
LOC100131691|100131691	20.2588	LOC100131691|100131691	18.8993
LOC100132111|100132111	14.7374	LOC100132111|100132111	7.5047
LOC100132215|100132215	210.2785	LOC100132215|100132215	23.7899
LOC100132247|100132247	309.8278	LOC100132247|100132247	115.6973
LOC100132287|100132287	218.6616	LOC100132287|100132287	193.2458
LOC100132288|100132288	120.2982	LOC100132288|100132288	252.6579
LOC100132707|100132707	69.3308	LOC100132707|100132707	135.7598
LOC100133161|100133161	12.6125	LOC100133161|100133161	14.384
LOC100133331|100133331	82.7281	LOC100133331|100133331	66.9168
lowly_expressed	lowly_expressed	LOC100133545|100133545	5.6285
lowly_expressed	lowly_expressed	LOC100133612|100133612	5.6285
LOC100133669|100133669	101.7908	LOC100133669|100133669	5.6285
LOC100133985|100133985	33.2448	LOC100133985|100133985	14.384
LOC100133991|100133991	18.5074	LOC100133991|100133991	7.5047
LOC100134229|100134229	347.5281	LOC100134229|100134229	130.7067
LOC100134259|100134259	15.0801	LOC100134259|100134259	13.1332
LOC100134713|100134713	36.3362	LOC100134713|100134713	7.5047
lowly_expressed	lowly_expressed	LOC100134868|100134868	6.2539
LOC100144604|100144604	101.7908	LOC100144604|100144604	5.6285
LOC100170939|100170939	105.1255	LOC100170939|100170939	97.561
lowly_expressed	lowly_expressed	LOC100188949|100188949	5.6285
LOC100190938|100190938	115.5	LOC100190938|100190938	335.2095
LOC100190939|100190939	333.4761	LOC100190939|100190939	139.4622
LOC100190986|100190986	162.1112	LOC100190986|100190986	148.2176
lowly_expressed	lowly_expressed	LOC100192378|100192378	25.0156
LOC100216545|100216545	67.175	LOC100216545|100216545	51.2821
lowly_expressed	lowly_expressed	LOC100233209|100233209	9.3809
LOC100240726|100240726	12.3383	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100240735|100240735	33.1457
lowly_expressed	lowly_expressed	LOC100268168|100268168	10.0063
LOC100270710|100270710	366.1212	LOC100270710|100270710	383.9212
LOC100270746|100270746	55.1795	LOC100270746|100270746	25.641
LOC100270804|100270804	43.5267	LOC100270804|100270804	21.2633
LOC100271722|100271722	27.7611	LOC100271722|100271722	49.4059
lowly_expressed	lowly_expressed	LOC100271831|100271831	6.6979
LOC100271836|100271836	789.252	LOC100271836|100271836	338.0801
LOC100272146|100272146	54.1513	LOC100272146|100272146	21.8887
lowly_expressed	lowly_expressed	LOC100272216|100272216	11.8824
LOC100272217|100272217	28.7893	LOC100272217|100272217	11.8824
LOC100272228|100272228	19.5356	LOC100272228|100272228	18.7617
LOC100286793|100286793	64.0905	LOC100286793|100286793	126.9543
LOC100286844|100286844	24.3133	LOC100286844|100286844	35.7036
LOC100287227|100287227	13.7092	lowly_expressed	lowly_expressed
LOC100288778|100288778	240.2091	LOC100288778|100288778	191.3696
LOC100289341|100289341	37.7003	LOC100289341|100289341	45.6535
LOC100302401|100302401	50.1311	LOC100302401|100302401	19.4809
LOC100302640|100302640	11.6528	LOC100302640|100302640	6.2539
LOC100302650|100302650	41.1276	LOC100302650|100302650	103.1895
LOC100303728|100303728	41.4703	LOC100303728|100303728	23.7649
LOC113230|113230	300.2313	LOC113230|113230	50.6567
lowly_expressed	lowly_expressed	LOC115110|115110	48.8931
LOC134466|134466	6.5119	LOC134466|134466	83.8024
LOC143188|143188	13.0237	LOC143188|143188	13.1332
LOC143666|143666	17.1365	LOC143666|143666	8.1301
LOC144438|144438	1549.4816	LOC144438|144438	634.7717
LOC144486|144486	51.4095	LOC144486|144486	8.1301
LOC144571|144571	87.3344	LOC144571|144571	117.1169
LOC145783|145783	14.9807	LOC145783|145783	33.277
lowly_expressed	lowly_expressed	LOC145820|145820	50.0313
LOC145837|145837	7.5401	LOC145837|145837	5.6285
LOC146880|146880	372.4479	LOC146880|146880	213.4209
LOC147727|147727	448.2906	LOC147727|147727	436.5228
LOC147804|147804	108.6454	LOC147804|147804	88.1801
LOC148189|148189	90.4807	LOC148189|148189	53.1582
LOC148413|148413	225.081	LOC148413|148413	256.329
lowly_expressed	lowly_expressed	LOC148696|148696	10.0063
LOC148709|148709	7.5401	lowly_expressed	lowly_expressed
LOC148824|148824	22.6202	lowly_expressed	lowly_expressed
LOC149134|149134	78.8279	LOC149134|149134	7.5047
LOC149620|149620	9.5964	lowly_expressed	lowly_expressed
LOC149837|149837	54.1513	LOC149837|149837	124.4528
LOC150197|150197	13.7092	lowly_expressed	lowly_expressed
LOC150381|150381	9.2537	LOC150381|150381	99.2183
LOC150776|150776	418.8159	LOC150776|150776	279.5497
LOC150786|150786	71.6305	LOC150786|150786	55.0344
LOC151009|151009	138.4629	LOC151009|151009	48.1551
LOC151162|151162	5461.4001	LOC151162|151162	1384.6154
lowly_expressed	lowly_expressed	LOC151174|151174	8.7555
LOC151534|151534	215.5702	LOC151534|151534	123.8274
LOC152217|152217	622.3974	LOC152217|152217	188.868
lowly_expressed	lowly_expressed	LOC153328|153328	5.0031
lowly_expressed	lowly_expressed	LOC153684|153684	42.5266
LOC153910|153910	64.0905	LOC153910|153910	7.5047
LOC154761|154761	195.1435	LOC154761|154761	50.9756
LOC154822|154822	11.0393	LOC154822|154822	38.5616
LOC157381|157381	360.8945	LOC157381|157381	19.3871
LOC158376|158376	85.3397	LOC158376|158376	110.0688
LOC158572|158572	28.4466	LOC158572|158572	35.6473
LOC158696|158696	26.3902	LOC158696|158696	23.1395
LOC162632|162632	15.4228	LOC162632|162632	383.4146
lowly_expressed	lowly_expressed	LOC168474|168474	6.8793
LOC200030|200030	959.1843	LOC200030|200030	625.1282
lowly_expressed	lowly_expressed	LOC201651|201651	5.0031
LOC202181|202181	70.9451	LOC202181|202181	56.9106
LOC202781|202781	499.7001	LOC202781|202781	155.0969
LOC219347|219347	55.9952	LOC219347|219347	38.7742
lowly_expressed	lowly_expressed	LOC220594|220594	11.8824
LOC220729|220729	302.9732	LOC220729|220729	136.9606
LOC220930|220930	107.6172	LOC220930|220930	82.3202
LOC221442|221442	86.0355	LOC221442|221442	26.2664
LOC221710|221710	657.3558	LOC221710|221710	353.9712
LOC222699|222699	17.1365	LOC222699|222699	30.6442
LOC253039|253039	450.347	LOC253039|253039	219.5122
LOC253724|253724	7.8828	LOC253724|253724	6.2539
LOC254559|254559	271.442	LOC254559|254559	53.1582
LOC255167|255167	77.7997	LOC255167|255167	16.8856
lowly_expressed	lowly_expressed	LOC257358|257358	7.5047
LOC25845|25845	302.1198	LOC25845|25845	194.828
LOC282997|282997	28.1038	LOC282997|282997	27.5172
LOC283050|283050	27.0757	LOC283050|283050	17.5109
LOC283070|283070	51.7522	LOC283070|283070	365.2283
LOC283174|283174	122.6973	LOC283174|283174	313.3208
LOC283267|283267	291.3204	LOC283267|283267	445.2783
LOC283314|283314	128.3146	LOC283314|283314	48.2552
lowly_expressed	lowly_expressed	LOC283392|283392	1288.2301
LOC283663|283663	26.0475	LOC283663|283663	12.5078
lowly_expressed	lowly_expressed	LOC283731|283731	13.1332
lowly_expressed	lowly_expressed	LOC283856|283856	6.8793
LOC283867|283867	36.3294	lowly_expressed	lowly_expressed
LOC283922|283922	71.9733	LOC283922|283922	34.3965
LOC284023|284023	215.9198	LOC284023|284023	61.9137
LOC284232|284232	5.1409	LOC284232|284232	12.5078
LOC284233|284233	10.2819	LOC284233|284233	11.257
lowly_expressed	lowly_expressed	LOC284276|284276	20.6379
LOC284379|284379	353.6972	LOC284379|284379	16.8856
LOC284440|284440	67.5178	LOC284440|284440	99.4371
LOC284441|284441	90.4807	LOC284441|284441	78.7992
LOC284578|284578	551.4523	LOC284578|284578	43.7774
LOC284837|284837	321.8233	LOC284837|284837	27.5172
LOC284900|284900	177.9351	LOC284900|284900	108.6554
LOC285033|285033	66.5273	LOC285033|285033	53.0582
LOC285074|285074	274.8693	LOC285074|285074	264.5403
LOC285359|285359	52.4377	LOC285359|285359	31.8949
lowly_expressed	lowly_expressed	LOC285419|285419	6.2539
LOC285548|285548	15.4228	lowly_expressed	lowly_expressed
LOC285593|285593	14.7374	LOC285593|285593	6.2539
LOC285629|285629	20.9065	lowly_expressed	lowly_expressed
LOC285830|285830	18.199	LOC285830|285830	43.4334
LOC285847|285847	18.5074	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC285954|285954	10.6316
LOC286002|286002	5.8264	lowly_expressed	lowly_expressed
LOC286367|286367	96.3071	LOC286367|286367	227.6423
LOC286467|286467	537.0577	LOC286467|286467	21.2633
LOC338651|338651	18.151	lowly_expressed	lowly_expressed
LOC338758|338758	16.1083	LOC338758|338758	49.4059
LOC338799|338799	265.6156	LOC338799|338799	174.4841
LOC339047|339047	1725.3020000000001	LOC339047|339047	1085.6785
LOC339290|339290	592.5799	LOC339290|339290	924.3277
LOC339524|339524	375.7759	LOC339524|339524	982.4891
LOC339535|339535	430.8114	LOC339535|339535	26.2664
LOC339674|339674	10.9674	lowly_expressed	lowly_expressed
LOC339788|339788	27.4184	lowly_expressed	lowly_expressed
LOC341056|341056	10.2819	LOC341056|341056	6.8793
LOC344595|344595	96.9925	LOC344595|344595	215.1345
LOC348926|348926	53.1231	LOC348926|348926	34.3965
LOC349114|349114	94.2507	LOC349114|349114	79.4246
lowly_expressed	lowly_expressed	LOC349196|349196	6.2539
LOC374443|374443	219.3471	LOC374443|374443	74.4215
LOC374491|374491	15.4228	lowly_expressed	lowly_expressed
LOC375190|375190	58.6068	LOC375190|375190	111.3196
LOC387646|387646	155.5993	LOC387646|387646	28.768
LOC387647|387647	337.9488	LOC387647|387647	788.6929
LOC388152|388152	965.1272	LOC388152|388152	193.2458
LOC388242|388242	45.9258	LOC388242|388242	26.8918
lowly_expressed	lowly_expressed	LOC388588|388588	15.6348
LOC388692|388692	21.9347	LOC388692|388692	235.7724
LOC388789|388789	505.1838	LOC388789|388789	394.6216
LOC388796|388796	1676.2917	LOC388796|388796	311.4447
LOC388955|388955	229.9717	LOC388955|388955	248.2802
LOC389333|389333	6.1691	LOC389333|389333	29.3934
LOC389493|389493	50.0386	lowly_expressed	lowly_expressed
LOC389705|389705	5.1409	LOC389705|389705	16.2602
lowly_expressed	lowly_expressed	LOC390595|390595	10.6316
LOC391322|391322	9.2537	LOC391322|391322	5.6285
LOC399744|399744	344.1008	LOC399744|399744	103.1895
LOC399959|399959	43.184	LOC399959|399959	1015.0094
LOC400027|400027	350.2699	LOC400027|400027	261.4134
LOC400043|400043	7.1973	LOC400043|400043	320.2001
LOC400657|400657	298.5177	LOC400657|400657	138.8368
LOC400752|400752	36.6721	LOC400752|400752	17.5109
LOC400759|400759	24.3338	LOC400759|400759	16.2602
lowly_expressed	lowly_expressed	LOC400804|400804	8.1301
LOC400927|400927	38.444	LOC400927|400927	24.0088
LOC400931|400931	7.1973	LOC400931|400931	52.6517
LOC401010|401010	24.6765	LOC401010|401010	25.0156
LOC401052|401052	91.8516	LOC401052|401052	489.0557
LOC401093|401093	244.6269	LOC401093|401093	1382.2514
LOC401127|401127	11.3101	lowly_expressed	lowly_expressed
LOC401397|401397	797.5323	LOC401397|401397	575.3596
LOC401431|401431	78.8896	LOC401431|401431	104.1714
lowly_expressed	lowly_expressed	LOC401463|401463	8.7555
LOC401588|401588	113.1008	LOC401588|401588	43.152
LOC402377|402377	15.0801	lowly_expressed	lowly_expressed
LOC407835|407835	28.1038	LOC407835|407835	40.025
LOC440354|440354	241.957	LOC440354|440354	101.2758
LOC440356|440356	35.9866	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC440461|440461	12.5078
LOC440905|440905	252.5919	LOC440905|440905	39.3996
lowly_expressed	lowly_expressed	LOC440925|440925	5.0031
LOC440944|440944	377.0028	LOC440944|440944	161.3508
LOC440957|440957	45.9258	LOC440957|440957	118.8243
LOC441046|441046	19.1929	LOC441046|441046	18.7617
LOC441089|441089	152.8575	LOC441089|441089	105.0657
LOC441177|441177	11.2107	lowly_expressed	lowly_expressed
LOC441204|441204	70.9451	LOC441204|441204	78.7992
LOC441208|441208	53.1231	LOC441208|441208	54.409
LOC441294|441294	132.6364	LOC441294|441294	24.3902
LOC441455|441455	23.6484	LOC441455|441455	6.2539
LOC441666|441666	183.7032	LOC441666|441666	40.025
LOC441869|441869	351.2981	LOC441869|441869	222.0138
LOC442421|442421	41.813	LOC442421|442421	9.3809
LOC442454|442454	213.8634	LOC442454|442454	148.843
LOC493754|493754	512.7238	LOC493754|493754	531.5822
LOC541471|541471	30.503	LOC541471|541471	136.3352
LOC550112|550112	522.3203	LOC550112|550112	209.5059
LOC550643|550643	513.752	LOC550643|550643	227.6423
lowly_expressed	lowly_expressed	LOC55908|55908	98.1864
lowly_expressed	lowly_expressed	LOC572558|572558	31.2695
LOC595101|595101	272.4634	LOC595101|595101	80.6754
LOC606724|606724	19.8783	LOC606724|606724	6.8793
LOC613037|613037	41.813	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC619207|619207	7.5047
LOC641298|641298	180.6118	LOC641298|641298	35.0281
lowly_expressed	lowly_expressed	LOC641367|641367	5.6285
LOC642587|642587	55.1795	LOC642587|642587	64.4153
LOC642826|642826	109.3651	LOC642826|642826	46.7167
LOC642846|642846	231.3426	LOC642846|642846	90.0563
LOC642852|642852	366.3782	LOC642852|642852	359.5997
LOC643008|643008	142.2329	LOC643008|643008	11.8824
LOC643387|643387	34.6157	LOC643387|643387	32.5203
LOC643719|643719	54.494	LOC643719|643719	26.2664
lowly_expressed	lowly_expressed	LOC643763|643763	11.8824
LOC643837|643837	105.2181	LOC643837|643837	200.7505
LOC644165|644165	8.8836	lowly_expressed	lowly_expressed
LOC644172|644172	39.7567	LOC644172|644172	23.1395
LOC644538|644538	126.1246	LOC644538|644538	499.0619
LOC644936|644936	11.6528	LOC644936|644936	26.2664
LOC645166|645166	127.4955	LOC645166|645166	153.8462
LOC645323|645323	64.7759	LOC645323|645323	9.3809
LOC645332|645332	109.6735	LOC645332|645332	51.2821
lowly_expressed	lowly_expressed	LOC645431|645431	7.1732
LOC645676|645676	76.1374	LOC645676|645676	25.8974
LOC646214|646214	84.6543	LOC646214|646214	86.9293
LOC646471|646471	84.4349	LOC646471|646471	41.9012
LOC646762|646762	837.9745	LOC646762|646762	358.9744
LOC646851|646851	262.5311	LOC646851|646851	41.9012
lowly_expressed	lowly_expressed	LOC646982|646982	9.3809
LOC646999|646999	42.4985	LOC646999|646999	25.641
LOC647121|647121	25.7047	LOC647121|647121	26.2664
LOC647288|647288	5.8264	lowly_expressed	lowly_expressed
LOC647946|647946	57.2359	LOC647946|647946	15.0094
LOC647979|647979	7958.5297	LOC647979|647979	12619.136999999999
LOC648691|648691	15.4228	lowly_expressed	lowly_expressed
LOC648740|648740	33.9474	LOC648740|648740	10.1126
LOC649330|649330	11.6528	lowly_expressed	lowly_expressed
LOC650368|650368	278.2966	LOC650368|650368	119.4497
LOC650623|650623	84.3115	LOC650623|650623	140.7129
LOC651250|651250	1550.8525	LOC651250|651250	2694.1839
LOC652276|652276	25.0193	LOC652276|652276	28.1426
LOC653113|653113	22.2774	LOC653113|653113	18.7617
LOC653501|653501	346.8426	LOC653501|653501	200.1251
LOC653566|653566	1439.8081	LOC653566|653566	973.1082
LOC653653|653653	72.316	LOC653653|653653	108.1926
LOC654342|654342	395.853	LOC654342|654342	631.6448
LOC654433|654433	8.5682	LOC654433|654433	90.6817
LOC678655|678655	459.7344	LOC678655|678655	295.0719
LOC727677|727677	6.1691	lowly_expressed	lowly_expressed
LOC727896|727896	38.7285	LOC727896|727896	12.5078
LOC728024|728024	42.4985	LOC728024|728024	30.6442
LOC728190|728190	232.0281	LOC728190|728190	122.5766
LOC728264|728264	38.3857	LOC728264|728264	1964.3527
LOC728323|728323	60.6632	LOC728323|728323	32.5203
LOC728392|728392	258.0756	LOC728392|728392	99.4371
LOC728554|728554	289.6067	LOC728554|728554	140.0876
lowly_expressed	lowly_expressed	LOC728606|728606	8.7555
LOC728613|728613	122.6973	LOC728613|728613	120.7004
LOC728640|728640	39.0712	LOC728640|728640	25.641
LOC728643|728643	55.1795	LOC728643|728643	35.0219
LOC728723|728723	11.6528	LOC728723|728723	33.7711
LOC728743|728743	299.2032	LOC728743|728743	171.3571
LOC728758|728758	22.9629	LOC728758|728758	30.6442
LOC728819|728819	146.0029	LOC728819|728819	43.152
LOC728855|728855	26.5273	LOC728855|728855	213.2583
LOC728875|728875	35.5068	LOC728875|728875	12.5078
LOC729020|729020	5.4837	LOC729020|729020	36.8981
LOC729082|729082	284.267	LOC729082|729082	473.8587
LOC729176|729176	48.3249	LOC729176|729176	38.7742
LOC729234|729234	96.3071	LOC729234|729234	51.9074
LOC729375|729375	119.2323	LOC729375|729375	23.7649
lowly_expressed	lowly_expressed	LOC729467|729467	23.1395
LOC729603|729603	17.1365	LOC729603|729603	31.8949
LOC729678|729678	322.9715	LOC729678|729678	385.591
LOC729799|729799	9.5964	LOC729799|729799	15.6348
LOC729991-MEF2B|4207	52.9792	LOC729991-MEF2B|4207	25.3971
LOC729991|729991	171.0153	LOC729991|729991	254.0213
LOC730101|730101	298.175	LOC730101|730101	140.0876
LOC80054|80054	166.9094	LOC80054|80054	187.6173
LOC80154|80154	1585.8110000000001	LOC80154|80154	239.5247
LOC81691|81691	111.0445	LOC81691|81691	66.2914
LOC84740|84740	3138.9324	LOC84740|84740	152.3077
LOC84856|84856	454.8025	LOC84856|84856	42.5266
lowly_expressed	lowly_expressed	LOC84989|84989	7.5047
LOC90110|90110	274.5266	LOC90110|90110	318.9493
lowly_expressed	lowly_expressed	LOC90246|90246	43.7774
lowly_expressed	lowly_expressed	LOC90586|90586	17.5109
LOC90784|90784	370.8337	LOC90784|90784	237.6485
LOC90834|90834	11.6528	LOC90834|90834	20.6379
LOC91316|91316	472.0075	LOC91316|91316	260.7129
lowly_expressed	lowly_expressed	LOC91450|91450	6.8793
LOC92249|92249	1256.4476	LOC92249|92249	824.2652
LOC92659|92659	105.2181	LOC92659|92659	16.8856
LOC92973|92973	73.6869	LOC92973|92973	61.2883
LOC93622|93622	408.534	LOC93622|93622	218.8868
LOC96610|96610	4336.2694	LOC96610|96610	1527.0794
LOH12CR1|118426	252.9346	LOH12CR1|118426	112.5704
LOH12CR2|503693	100.4198	LOH12CR2|503693	60.6629
LOH3CR2A|29931	8.2255	LOH3CR2A|29931	108.818
LONP1|9361	2678.7765	LONP1|9361	1714.1964
LONP2|83752	2461.4857	LONP2|83752	1868.0425
LONRF1|91694	213.178	LONRF1|91694	712.3202
LONRF2|164832	2284.2944	LONRF2|164832	903.6898
LONRF3|79836	28.4466	LONRF3|79836	103.8149
LOXHD1|125336	239.9109	lowly_expressed	lowly_expressed
LOXL1|4016	256.0192	LOXL1|4016	621.6385
LOXL2|4017	179.5527	LOXL2|4017	851.1069
LOXL3|84695	106.9591	LOXL3|84695	163.7398
LOXL4|84171	7334.4186	LOXL4|84171	619.7624
LOX|4015	677.5769	LOX|4015	1804.878
LPAR1|1902	21.2493	LPAR1|1902	1232.02
LPAR2|9170	623.7683	LPAR2|9170	85.6785
lowly_expressed	lowly_expressed	LPAR4|2846	11.257
LPAR5|57121	146.6884	LPAR5|57121	54.409
LPAR6|10161	172.7358	LPAR6|10161	658.5366
LPCAT1|79888	2073.1728	LPCAT1|79888	908.0675
LPCAT2|54947	73.0015	LPCAT2|54947	512.8205
LPCAT3|10162	1445.9772	LPCAT3|10162	797.3734
LPCAT4|254531	543.2268	LPCAT4|254531	642.9018
LPGAT1|9926	1167.6806	LPGAT1|9926	2091.3071
LPHN1|22859	1980.6049	LPHN1|22859	1793.621
LPHN2|23266	77.1142	LPHN2|23266	1980.6129
lowly_expressed	lowly_expressed	LPHN3|23284	899.3121
LPIN1|23175	481.1927	LPIN1|23175	1590.369
LPIN2|9663	643.9894	LPIN2|9663	1162.6016
LPIN3|64900	1466.8974	LPIN3|64900	345.1282
LPL|4023	12.681	LPL|4023	36000.6254
LPO|4025	21.9347	lowly_expressed	lowly_expressed
LPPR2|64748	974.3809	LPPR2|64748	565.9787
lowly_expressed	lowly_expressed	LPPR3|79948	6.2539
LPPR4|9890	21.2493	LPPR4|9890	237.6485
LPP|4026	292.0058	LPP|4026	1455.9099
LPXN|9404	117.8991	LPXN|9404	174.4841
LQK1|642946	5.8264	LQK1|642946	6.8793
LRAT|9227	252.9346	LRAT|9227	33.1457
LRBA|987	3205.2095	LRBA|987	1515.9475
LRCH1|23143	269.0429	LRCH1|23143	920.5754
LRCH2|57631	122.6973	LRCH2|57631	209.5059
LRCH3|84859	410.2476	LRCH3|84859	437.7736
LRCH4|4034	1012.424	LRCH4|4034	505.9412
LRDD|55367	56.2077	LRDD|55367	121.3258
LRFN1|57622	175.1349	LRFN1|57622	33.7711
LRFN3|79414	306.7432	LRFN3|79414	210.7567
LRFN4|78999	821.1807	LRFN4|78999	273.9212
lowly_expressed	lowly_expressed	LRFN5|145581	34.3965
LRG1|116844	7.1973	LRG1|116844	51.2821
LRGUK|136332	13.3665	lowly_expressed	lowly_expressed
LRIG1|26018	1413.5001	LRIG1|26018	6494.853
LRIG2|9860	479.4791	LRIG2|9860	245.1532
LRIG3|121227	468.16900000000004	LRIG3|121227	1216.3852
LRIT3|345193	31.1884	LRIT3|345193	10.6316
LRMP|4033	10.2819	LRMP|4033	135.0844
LRP10|26020	1804.1299	LRP10|26020	5699.187
LRP11|84918	827.0071	LRP11|84918	1230.1251
LRP12|29967	789.6496	LRP12|29967	336.4603
lowly_expressed	lowly_expressed	LRP1B|53353	45.0281
LRP1|4035	1776.3688	LRP1|4035	48238.8993
LRP2BP|55805	66.1469	LRP2BP|55805	43.7774
lowly_expressed	lowly_expressed	LRP2|4036	322.7017
LRP3|4037	1337.3216	LRP3|4037	1610.7255
LRP4|4038	221.8764	LRP4|4038	261.4071
LRP5L|91355	93.90799999999999	LRP5L|91355	56.2852
LRP5|4041	2417.959	LRP5|4041	3777.3609
LRP6|4040	3324.4795	LRP6|4040	1491.5572
LRP8|7804	400.3085	LRP8|7804	100.6879
LRPAP1|4043	1513.8377	LRPAP1|4043	2242.0263
LRPPRC|10128	7356.3534	LRPPRC|10128	3599.7498
lowly_expressed	lowly_expressed	LRRC10B|390205	93.8086
LRRC14B|389257	6.1691	lowly_expressed	lowly_expressed
LRRC14|9684	1265.7561	LRRC14|9684	546.2852
LRRC15|131578	273.8411	LRRC15|131578	418.3865
LRRC16A|55604	1546.7398	LRRC16A|55604	572.2326
LRRC16B|90668	61.0059	LRRC16B|90668	6.2539
LRRC17|10234	62.0341	LRRC17|10234	390.8693
lowly_expressed	lowly_expressed	LRRC18|474354	7.5047
LRRC1|55227	1554.2798	LRRC1|55227	359.5997
LRRC20|55222	109.6735	LRRC20|55222	239.5247
LRRC23|10233	77.7997	LRRC23|10233	90.0563
LRRC24|441381	26.3354	LRRC24|441381	10.9381
LRRC25|126364	29.8175	LRRC25|126364	209.5059
LRRC26|389816	20.5638	LRRC26|389816	5.6285
LRRC27|80313	126.1246	LRRC27|80313	143.8399
LRRC28|123355	339.3025	LRRC28|123355	239.5247
LRRC29|26231	38.7285	LRRC29|26231	47.5297
lowly_expressed	lowly_expressed	LRRC2|79442	210.1313
LRRC32|2615	114.12899999999999	LRRC32|2615	2422.7642
LRRC33|375387	23.3056	LRRC33|375387	250.1563
LRRC34|151827	124.4109	LRRC34|151827	79.4246
LRRC37A2|474170	151.0993	LRRC37A2|474170	157.561
LRRC37A3|374819	238.8827	LRRC37A3|374819	78.1739
LRRC37A4|55073	41.4703	LRRC37A4|55073	242.0263
LRRC37A|9884	329.3634	LRRC37A|9884	401.5009
