gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
MYH14|79784	3167.8885	MYH14|79784	1756.6845
lowly_expressed	lowly_expressed	MYH1|4619	6.2389
MYH3|4621	5.9409	MYH3|4621	66.3993
MYH7B|57644	9.0861	MYH7B|57644	29.4118
MYH9|4627	28028.0375	MYH9|4627	38369.4296
MYL12A|10627	7133.2531	MYL12A|10627	5332.8877
MYL12B|103910	10500.6854	MYL12B|103910	5460.7843
MYL4|4635	6.9893	lowly_expressed	lowly_expressed
MYL5|4636	73.9954	MYL5|4636	112.5
MYL6B|140465	854.7882	MYL6B|140465	383.2442
MYL6|4637	23127.5079	MYL6|4637	14873.4403
MYL7|58498	14.328	MYL7|58498	80.2139
MYL9|10398	6223.5991	MYL9|10398	14846.7023
MYLIP|29116	841.5086	MYLIP|29116	1097.5936
lowly_expressed	lowly_expressed	MYLK3|91807	8.467
MYLK4|340156	12.5807	MYLK4|340156	46.3458
MYLK|4638	2320.439	MYLK|4638	13999.0954
MYNN|55892	473.1739	MYNN|55892	568.6275
MYO10|4651	1868.5824	MYO10|4651	1205.4367
MYO15A|51168	11.5323	MYO15A|51168	24.9554
MYO15B|80022	122.3123	MYO15B|80022	1130.5704
MYO16|23026	6.9893	MYO16|23026	30.303
MYO18A|399687	1106.8878	MYO18A|399687	2756.6578
lowly_expressed	lowly_expressed	MYO18B|84700	9.3583
MYO19|80179	318.0504	MYO19|80179	462.4198
MYO1B|4430	3641.0623	MYO1B|4430	2106.9519
MYO1C|4641	4306.7907	MYO1C|4641	8944.2959
MYO1D|4642	2041.567	MYO1D|4642	1569.5187
MYO1E|4643	916.6433	MYO1E|4643	1102.0499
MYO1F|4542	276.7753	MYO1F|4542	315.9537
MYO1G|64005	70.2422	MYO1G|64005	58.3779
MYO1H|283446	6.6398	MYO1H|283446	31.1943
lowly_expressed	lowly_expressed	MYO3A|53904	5.3476
MYO5A|4644	546.5612	MYO5A|4644	1118.984
MYO5B|4645	2526.972	MYO5B|4645	1618.5383
MYO5C|55930	786.7826	MYO5C|55930	1768.0348
MYO6|4646	4856.8466	MYO6|4646	3372.5490000000004
MYO7A|4647	68.1454	MYO7A|4647	143.4938
lowly_expressed	lowly_expressed	MYO7B|4648	16.0428
MYO9A|4649	290.0549	MYO9A|4649	1111.4082
MYO9B|4650	3047.3235	MYO9B|4650	1956.7736
lowly_expressed	lowly_expressed	MYOCD|93649	20.9447
lowly_expressed	lowly_expressed	MYOC|4653	77.5401
MYOF|26509	3442.9164	MYOF|26509	5050.8021
MYOM1|8736	25.5109	MYOM1|8736	326.6488
MYOM2|9172	10.8334	MYOM2|9172	72.6381
MYOM3|127294	11.1828	MYOM3|127294	81.9964
lowly_expressed	lowly_expressed	MYOZ1|58529	16.4884
MYOZ3|91977	37.0432	MYOZ3|91977	11.5865
MYPOP|339344	195.6997	MYPOP|339344	75.7576
MYRIP|25924	34.2474	MYRIP|25924	123.8859
MYSM1|114803	34.9464	MYSM1|114803	290.107
MYST1|84148	673.4166	MYST1|84148	793.2264
MYST2|11143	719.8952	MYST2|11143	1119.4296
MYST3|7994	922.2347	MYST3|7994	2784.3137
MYST4|23522	1970.2764	MYST4|23522	1307.4866
MZF1|7593	239.2254	MZF1|7593	324.902
N4BP1|9683	941.1058	N4BP1|9683	1403.2977
N4BP2L1|90634	96.1025	N4BP2L1|90634	638.5918
N4BP2L2|10443	935.5143	N4BP2L2|10443	1913.1016
N4BP2|55728	183.4684	N4BP2|55728	285.205
N4BP3|23138	1444.3335	N4BP3|23138	244.2068
N6AMT1|29104	327.098	N6AMT1|29104	335.5615
N6AMT2|221143	195.0007	N6AMT2|221143	180.4813
NAA10|8260	838.7129	NAA10|8260	638.5918
NAA15|80155	963.4714	NAA15|80155	1054.3672
NAA16|79612	311.7216	NAA16|79612	332.8877
NAA20|51126	922.2347	NAA20|51126	807.9323
NAA25|80018	642.6638	NAA25|80018	583.3333
NAA30|122830	592.341	NAA30|122830	576.6488
NAA35|60560	722.3415	NAA35|60560	352.9412
NAA38|51691	545.5128	NAA38|51691	297.2371
NAA40|79829	858.6323	NAA40|79829	431.3725
NAA50|80218	3035.0923	NAA50|80218	2678.6988
NAAA|27163	754.8416	NAAA|27163	581.9964
lowly_expressed	lowly_expressed	NAALAD2|10003	64.1711
NAALADL1|10004	39.8389	NAALADL1|10004	80.2139
NAALADL2|254827	390.351	NAALADL2|254827	358.2888
NAB1|4664	522.0988	NAB1|4664	1236.631
NAB2|4665	470.7276	NAB2|4665	701.426
NACA2|342538	33.1991	NACA2|342538	33.4225
NACAD|23148	205.1352	NACAD|23148	200.5348
NACAP1|83955	94.0057	NACAP1|83955	96.7023
NACA|4666	13884.8919	NACA|4666	17201.426
NACC1|112939	6569.9176	NACC1|112939	1081.5508
NACC2|138151	88.4143	NACC2|138151	65.0624
NADK|65220	712.207	NADK|65220	1375.2228
NADSYN1|55191	1039.6545	NADSYN1|55191	842.2460000000001
NAE1|8883	552.1527	NAE1|8883	660.4278
NAF1|92345	82.124	NAF1|92345	202.7629
NAGA|4668	926.0788	NAGA|4668	741.9786
NAGK|55577	1525.7585	NAGK|55577	918.4492
NAGLU|4669	470.0287	NAGLU|4669	675.1337
NAGPA|51172	201.1338	NAGPA|51172	225.4902
NAGS|162417	16.7743	NAGS|162417	54.8128
NAIF1|203245	305.0818	NAIF1|203245	216.5775
NAIP|4671	39.8389	NAIP|4671	110.9626
NALCN|259232	53.4679	NALCN|259232	152.852
NAMPT|10135	1520.1671	NAMPT|10135	3890.3743
NANOS1|340719	661.5348	NANOS1|340719	218.8057
NANOS3|342977	7.3387	lowly_expressed	lowly_expressed
NANP|140838	145.0274	NANP|140838	168.4492
NANS|54187	1878.0179	NANS|54187	754.7549
NAP1L1|4673	7556.8031	NAP1L1|4673	7579.3226
lowly_expressed	lowly_expressed	NAP1L2|4674	151.5152
NAP1L3|4675	84.9197	NAP1L3|4675	69.9643
NAP1L4|4676	3986.6819	NAP1L4|4676	2329.3226
NAP1L5|266812	125.8069	NAP1L5|266812	246.4349
NAPA|8775	3222.5236	NAPA|8775	2686.0339
NAPB|63908	258.9526	NAPB|63908	300.3565
NAPEPLD|222236	543.2273	NAPEPLD|222236	402.6381
NAPG|8774	704.1694	NAPG|8774	626.5597
NAPRT1|93100	771.9653	NAPRT1|93100	564.1711
NAPSB|256236	134.893	NAPSB|256236	119.4296
NARFL|64428	609.1152	NARFL|64428	528.0749
NARF|26502	805.5138	NARF|26502	623.8859
NARG2|79664	696.4812	NARG2|79664	1149.7326
NARS2|79731	606.3195	NARS2|79731	311.0517
NARS|4677	3746.9498	NARS|4677	2790.107
NASP|4678	1956.6473	NASP|4678	1721.4795
NAT10|55226	1495.3552	NAT10|55226	1268.2709
NAT14|57106	354.0067	NAT14|57106	154.1889
NAT15|79903	1460.7583	NAT15|79903	729.9465
NAT1|9	4327.7585	NAT1|9	270.9447
NAT6|24142	65.1226	NAT6|24142	130.8467
NAT8B|51471	8.0377	lowly_expressed	lowly_expressed
NAT8L|339983	54.5163	NAT8L|339983	491.9786
NAT8|9027	5.242000000000001	lowly_expressed	lowly_expressed
NAT9|26151	403.6306	NAT9|26151	380.1248
NAV1|89796	1519.8176	NAV1|89796	1176.4706
NAV2|89797	424.0602	NAV2|89797	4055.2005
NAV3|89795	69.5433	NAV3|89795	178.6988
NBAS|51594	1602.2911	NBAS|51594	1341.3547
NBEAL1|65065	238.6837	NBEAL1|65065	428.2531
NBEAL2|23218	635.6745	NBEAL2|23218	1469.2513
NBEA|26960	607.0185	NBEA|26960	303.9216
NBL1|4681	3405.9641	NBL1|4681	2733.5116
NBLA00301|79804	12.2312	NBLA00301|79804	27.6292
NBN|4683	1577.1297	NBN|4683	1996.8806
NBPF10|100132406	707.6186	NBPF10|100132406	1553.6809
NBPF14|25832	1015.1257	NBPF14|25832	905.3164
NBPF15|284565	68.7849	NBPF15|284565	254.2513
NBPF16|728936	15.0269	NBPF16|728936	270.9447
NBPF1|55672	342.4744	NBPF1|55672	585.1159
lowly_expressed	lowly_expressed	NBPF22P|285622	11.5865
NBPF3|84224	350.1626	NBPF3|84224	340.4635
NBPF4|148545	162.8501	NBPF4|148545	90.9091
NBPF6|653149	48.226000000000006	NBPF6|653149	24.0642
NBPF9|400818	155.0291	NBPF9|400818	309.3271
NBR1|4077	2372.5091	NBR1|4077	4642.6025
NBR2|10230	133.1457	NBR2|10230	149.7326
NCALD|83988	144.678	NCALD|83988	3262.4777
NCAM1|4684	183.4684	NCAM1|4684	346.2478
NCAM2|4685	133.4951	NCAM2|4685	132.3529
NCAPD2|9918	2371.4607	NCAPD2|9918	1233.9572
NCAPD3|23310	477.01800000000003	NCAPD3|23310	585.1159
NCAPG2|54892	677.6101	NCAPG2|54892	323.0838
NCAPG|64151	323.7746	NCAPG|64151	65.6328
NCAPH2|29781	573.8194	NCAPH2|29781	702.7629
NCAPH|23397	248.1192	NCAPH|23397	42.3351
NCBP1|4686	1542.8368	NCBP1|4686	843.5561
NCBP2|22916	1994.7388	NCBP2|22916	1540.1070000000002
NCCRP1|342897	199.1943	NCCRP1|342897	20.0535
NCDN|23154	648.9541	NCDN|23154	772.7273
NCEH1|57552	522.0988	NCEH1|57552	436.2745
NCF1B|654816	27.6076	NCF1B|654816	11.5865
NCF1C|654817	25.5109	NCF1C|654817	24.9554
NCF1|653361	127.2048	NCF1|653361	27.6292
NCF2|4688	401.8833	NCF2|4688	178.6988
NCF4|4689	109.0327	NCF4|4689	150.1783
NCK1|4690	486.8029	NCK1|4690	532.0856
NCK2|8440	1609.2804	NCK2|8440	1065.508
NCKAP1L|3071	261.0494	NCKAP1L|3071	390.82
NCKAP1|10787	4849.8573	NCKAP1|10787	4089.1266
NCKAP5L|57701	808.659	NCKAP5L|57701	790.5526
NCKAP5|344148	289.7054	NCKAP5|344148	171.123
NCKIPSD|51517	236.5869	NCKIPSD|51517	571.3012
NCLN|56926	1349.9783	NCLN|56926	991.9786
NCL|4691	13020.3187	NCL|4691	11613.6364
NCOA1|8648	2208.2611	NCOA1|8648	2420.6774
NCOA2|10499	616.1045	NCOA2|10499	1246.4349
NCOA3|8202	1398.2043	NCOA3|8202	1554.3672
NCOA4|8031	4953.2985	NCOA4|8031	5338.2353
NCOA5|57727	1365.0052	NCOA5|57727	1270.9447
NCOA6|23054	2140.4652	NCOA6|23054	1633.6898
NCOA7|135112	602.126	NCOA7|135112	2186.7201
NCOR1|9611	2298.4228	NCOR1|9611	3504.902
NCOR2|9612	4544.4259999999995	NCOR2|9612	4031.1898
NCRNA00081|92482	206.8685	NCRNA00081|92482	144.5856
NCRNA00085|147650	35.6453	NCRNA00085|147650	73.0838
NCRNA00086|399668	76.1831	NCRNA00086|399668	312.8342
NCRNA00087|644596	20.6184	NCRNA00087|644596	78.877
lowly_expressed	lowly_expressed	NCRNA00092|100188953	19.1622
lowly_expressed	lowly_expressed	NCRNA00093|100188954	21.3904
NCRNA00094|266655	949.8354	NCRNA00094|266655	567.8788
NCRNA00095|283932	100.995	NCRNA00095|283932	65.508
NCRNA00105|80161	20.9748	NCRNA00105|80161	93.1373
NCRNA00107|283981	12.2312	NCRNA00107|283981	12.0321
lowly_expressed	lowly_expressed	NCRNA00110|642976	10.6952
NCRNA00115|79854	7.3387	NCRNA00115|79854	15.1515
NCRNA00116|205251	26.9087	NCRNA00116|205251	69.5187
NCRNA00120|55389	20.2689	NCRNA00120|55389	49.4652
NCRNA00152|112597	338.2809	NCRNA00152|112597	126.5597
NCRNA00160|54064	7.6882	NCRNA00160|54064	5.3476
lowly_expressed	lowly_expressed	NCRNA00162|378825	10.2496
NCRNA00171|80862	12.6471	NCRNA00171|80862	28.9929
NCRNA00173|100287569	7.6882	NCRNA00173|100287569	32.0856
NCRNA00174|285908	105.538	NCRNA00174|285908	159.5365
NCRNA00176|284739	20.6184	NCRNA00176|284739	15.5971
NCRNA00181|503538	209.1261	NCRNA00181|503538	180.8333
NCRNA00182|100302692	20.6184	NCRNA00182|100302692	66.8449
NCRNA00183|554203	264.8935	NCRNA00183|554203	255.3476
NCRNA00188|125144	3813.6974	NCRNA00188|125144	7315.9537
NCRNA00201|284702	362.2855	NCRNA00201|284702	1081.1809
lowly_expressed	lowly_expressed	NCRNA00202|387644	5.7932
NCRNA00219|114915	190.8072	NCRNA00219|114915	448.3066
NCS1|23413	778.9546	NCS1|23413	368.0927
NCSTN|23385	8321.6534	NCSTN|23385	2467.2995
NDC80|10403	256.1569	NDC80|10403	34.3137
NDE1|54820	800.6598	NDE1|54820	472.959
NDEL1|81565	652.7982	NDEL1|81565	1223.262
NDFIP1|80762	2993.5061	NDFIP1|80762	2860.9626
NDFIP2|54602	576.2656	NDFIP2|54602	626.1141
NDNL2|56160	222.2589	NDNL2|56160	464.3494
NDN|4692	329.8937	NDN|4692	701.8717
NDOR1|27158	853.0409	NDOR1|27158	450.5348
NDP|4693	29.7044	NDP|4693	38.3244
NDRG1|10397	6147.416	NDRG1|10397	6965.6863
NDRG2|57447	318.3614	NDRG2|57447	8377.8966
NDRG3|57446	1114.4398	NDRG3|57446	918.0036
NDRG4|65009	125.8069	NDRG4|65009	167.5579
NDST1|3340	4158.6181	NDST1|3340	6495.5437
NDST2|8509	671.3198	NDST2|8509	685.3832
NDUFA10|4705	1679.1731	NDUFA10|4705	1438.9483
NDUFA11|126328	1691.0549	NDUFA11|126328	996.738
NDUFA12|55967	632.5293	NDUFA12|55967	431.8182
NDUFA13|51079	4709.2226	NDUFA13|51079	1452.2326
NDUFA1|4694	1561.7533	NDUFA1|4694	945.1872
NDUFA2|4695	921.5358	NDUFA2|4695	527.1836
NDUFA3|4696	739.1157	NDUFA3|4696	477.7184
NDUFA4L2|56901	309.2754	NDUFA4L2|56901	209.893
NDUFA4|4697	2851.2744	NDUFA4|4697	1822.1925
NDUFA5|4698	1029.5201	NDUFA5|4698	934.9376
NDUFA6|4700	704.8683	NDUFA6|4700	617.6471
NDUFA7|4701	535.3784	NDUFA7|4701	341.3547
NDUFA8|4702	871.9119	NDUFA8|4702	486.1854
NDUFA9|4704	1233.9563	NDUFA9|4704	866.3102
NDUFAB1|4706	938.31	NDUFAB1|4706	617.2014
NDUFAF1|51103	227.5009	NDUFAF1|51103	243.7611
NDUFAF2|91942	117.0703	NDUFAF2|91942	193.4046
NDUFAF3|25915	531.8838	NDUFAF3|25915	659.9822
NDUFAF4|29078	166.3447	NDUFAF4|29078	286.0963
NDUFB10|4716	1877.6685	NDUFB10|4716	872.9947
NDUFB11|54539	1307.6932	NDUFB11|54539	724.5989
NDUFB1|4707	311.3722	NDUFB1|4707	427.8075
NDUFB2|4708	1513.8733	NDUFB2|4708	811.0160000000001
NDUFB3|4709	620.997	NDUFB3|4709	340.0178
NDUFB4|4710	2128.9329	NDUFB4|4710	1139.9287
NDUFB5|4711	1042.4502	NDUFB5|4711	871.6578
NDUFB6|4712	646.5079	NDUFB6|4712	468.3601
NDUFB7|4713	1962.5882	NDUFB7|4713	870.3209
NDUFB8|4714	978.3969999999999	NDUFB8|4714	982.5980000000001
NDUFB9|4715	1917.5073	NDUFB9|4715	2063.7255
NDUFC1|4717	454.6523	NDUFC1|4717	506.2389
NDUFC2|4718	2569.2572	NDUFC2|4718	1405.5258
NDUFS1|4719	1222.424	NDUFS1|4719	1131.9073
NDUFS2|4720	5380.6927	NDUFS2|4720	1447.861
NDUFS3|4722	1254.2881	NDUFS3|4722	773.7344
NDUFS4|4724	669.5725	NDUFS4|4724	551.6934
NDUFS5|4725	4557.3562	NDUFS5|4725	1747.3262
NDUFS6|4726	861.7775	NDUFS6|4726	533.4225
NDUFS7|374291	337.51199999999994	NDUFS7|374291	524.2781
NDUFS8|4728	1581.6727	NDUFS8|4728	672.4599
NDUFV1|4723	1759.5498	NDUFV1|4723	1850.2674
NDUFV2|4729	1963.6366	NDUFV2|4729	1042.7807
NDUFV3|4731	628.6852	NDUFV3|4731	655.9715
NEAT1|283131	9133.5834	NEAT1|283131	13741.9786
NEBL|10529	3303.4804	NEBL|10529	2896.6132
NEB|4703	14.328	NEB|4703	15.5971
NECAB1|64168	25.5109	NECAB1|64168	175.5793
NECAB3|63941	379.86699999999996	NECAB3|63941	326.6488
NECAP1|25977	653.1477	NECAP1|25977	695.6328
NECAP2|55707	921.8853	NECAP2|55707	1067.7362
NEDD1|121441	569.2764	NEDD1|121441	559.7148
NEDD4L|23327	1350.3278	NEDD4L|23327	2226.3815
NEDD4|4734	214.2213	NEDD4|4734	554.3672
NEDD8|4738	1582.7211	NEDD8|4738	1099.8217
NEDD9|4739	1390.1666	NEDD9|4739	5805.7041
NEFH|4744	25.5109	NEFH|4744	36.0963
NEFL|4747	7.3387	lowly_expressed	lowly_expressed
NEGR1|257194	261.3989	NEGR1|257194	373.4403
NEIL1|79661	24.113000000000003	NEIL1|79661	184.0463
NEIL2|252969	342.125	NEIL2|252969	411.7647
NEIL3|55247	30.0539	lowly_expressed	lowly_expressed
NEK10|152110	240.7805	NEK10|152110	303.0303
NEK11|79858	206.8825	NEK11|79858	220.5882
NEK1|4750	276.0763	NEK1|4750	533.8681
NEK2|4751	437.5286	NEK2|4751	20.9447
NEK3|4752	77.9304	NEK3|4752	214.3494
NEK4|6787	273.6301	NEK4|6787	479.9465
lowly_expressed	lowly_expressed	NEK5|341676	9.3583
NEK6|10783	1471.2422	NEK6|10783	704.9911
NEK7|140609	424.9479	NEK7|140609	1487.9679
NEK8|284086	148.1726	NEK8|284086	78.877
NEK9|91754	1580.6243	NEK9|91754	2450.9804
NELF|26012	973.2564	NELF|26012	717.4688
NELL2|4753	826.1322	lowly_expressed	lowly_expressed
NENF|29937	1376.8870000000002	NENF|29937	816.8449
NEO1|4756	1790.3026	NEO1|4756	1689.3939
NES|10763	1439.7905	NES|10763	3601.6043
NET1|10276	4550.3669	NET1|10276	2918.0036
NETO1|81832	12.9302	lowly_expressed	lowly_expressed
NETO2|81831	220.8611	NETO2|81831	125.6684
NEU1|4758	2203.7181	NEU1|4758	1401.9608
NEU3|10825	119.5166	NEU3|10825	139.9287
NEU4|129807	74.0863	lowly_expressed	lowly_expressed
NEURL1B|54492	845.7022	NEURL1B|54492	853.8324
NEURL2|140825	9.5299	NEURL2|140825	19.8574
NEURL3|93082	18.5216	NEURL3|93082	92.24600000000001
NEURL4|84461	444.0845	NEURL4|84461	693.3779
NEURL|9148	773.7126	NEURL|9148	16.0428
lowly_expressed	lowly_expressed	NEUROG2|63973	14.2602
NEUROG3|50674	11.8818	lowly_expressed	lowly_expressed
NEXN|91624	334.4368	lowly_expressed	lowly_expressed
NF1|4763	1478.5809	NF1|4763	2356.5062
NF2|4771	892.1808	NF2|4771	800.8021
NFAM1|150372	192.90400000000002	NFAM1|150372	166.6667
NFASC|23114	301.9227	NFASC|23114	1374.7638
NFAT5|10725	705.9167	NFAT5|10725	2004.4563
NFATC1|4772	462.3405	NFATC1|4772	629.6791
NFATC2IP|84901	580.1097	NFATC2IP|84901	1022.2816
NFATC2|4773	32.8496	NFATC2|4773	151.5152
NFATC3|4775	646.5079	NFATC3|4775	905.5258
NFATC4|4776	756.2395	NFATC4|4776	743.7611
NFE2L1|4779	6743.9506	NFE2L1|4779	9507.1301
NFE2L2|4780	3044.8773	NFE2L2|4780	3176.1141
NFE2L3|9603	1158.1227	NFE2L3|9603	278.9661
NFE2|4778	9.4355	lowly_expressed	lowly_expressed
NFIA|4774	3927.6226	NFIA|4774	2146.6132
NFIB|4781	1174.5475	NFIB|4781	6393.0481
NFIC|4782	792.9331	NFIC|4782	1358.2888
NFIL3|4783	586.7496	NFIL3|4783	1319.9643
NFIX|4784	4338.9414	NFIX|4784	4163.1016
NFKB1|4790	1859.8458	NFKB1|4790	1420.2317
NFKB2|4791	945.2993	NFKB2|4791	747.3262
NFKBIA|4792	2911.7316	NFKBIA|4792	1488.4135
NFKBIB|4793	477.01800000000003	NFKBIB|4793	299.9109
NFKBID|84807	15.7259	NFKBID|84807	80.2139
NFKBIE|4794	440.6737	NFKBIE|4794	200.5348
NFKBIL1|4795	567.8785	NFKBIL1|4795	447.4153
NFKBIL2|4796	297.7431	NFKBIL2|4796	96.7023
NFKBIZ|64332	608.0668	NFKBIZ|64332	1056.1497
NFRKB|4798	512.3138	NFRKB|4798	995.0980000000001
NFS1|9054	508.4697	NFS1|9054	423.3512
NFU1|27247	433.6845	NFU1|27247	548.1283
NFX1|4799	912.4497	NFX1|4799	1243.3155
NFXL1|152518	237.2859	NFXL1|152518	216.738
NFYA|4800	1287.7738	NFYA|4800	1184.492
NFYB|4801	790.1374	NFYB|4801	754.0107
NFYC|4802	1579.6354	NFYC|4802	989.6389999999999
NGDN|25983	498.6847	NGDN|25983	503.5651
NGEF|25791	170.1888	NGEF|25791	101.1586
NGFRAP1|27018	1811.6198	NGFRAP1|27018	1190.7308
NGFR|4804	29.0055	NGFR|4804	1385.918
NGF|4803	15.0269	NGF|4803	12.0321
NGLY1|55768	1046.6438	NGLY1|55768	611.4082
NGRN|51335	3025.8664	NGRN|51335	2226.4439
lowly_expressed	lowly_expressed	NHEDC1|150159	5.7977
NHEDC2|133308	68.8443	NHEDC2|133308	169.3405
NHEJ1|79840	221.9095	NHEJ1|79840	298.1283
NHLH1|4807	17.1237	lowly_expressed	lowly_expressed
NHLRC1|378884	189.4093	lowly_expressed	lowly_expressed
NHLRC2|374354	142.9307	NHLRC2|374354	263.8146
NHLRC3|387921	442.421	NHLRC3|387921	591.8004
NHLRC4|283948	63.6024	NHLRC4|283948	56.5954
NHP2L1|4809	1292.3168	NHP2L1|4809	1977.2727
NHP2|55651	1432.8012	NHP2|55651	987.9679
NHSL1|57224	429.8404	NHSL1|57224	268.2709
NHSL2|340527	95.0541	NHSL2|340527	159.9822
NHS|4810	173.6835	NHS|4810	294.1176
NICN1|84276	161.4522	NICN1|84276	429.0107
NID1|4811	3174.8393	NID1|4811	2840.8333
NID2|22795	1552.6672	NID2|22795	355.1693
NIF3L1|60491	524.8945	NIF3L1|60491	365.4189
NINJ1|4814	3624.6375	NINJ1|4814	1246.4349
NINJ2|4815	179.9738	NINJ2|4815	56.1497
NINL|22981	397.3402	NINL|22981	254.4563
NIN|51199	1944.7655	NIN|51199	1508.9127
NIP7|51388	322.555	NIP7|51388	522.7273
NIPA1|123606	279.2215	NIPA1|123606	333.3333
NIPA2|81614	764.6266	NIPA2|81614	819.0731
NIPAL1|152519	8.7366	NIPAL1|152519	90.0178
NIPAL2|79815	185.9147	NIPAL2|79815	413.9929
NIPAL3|57185	560.5398	NIPAL3|57185	1503.5651
NIPAL4|348938	16.4248	NIPAL4|348938	6.6845
NIPBL|25836	2103.7715	NIPBL|25836	2795.4545
NIPSNAP1|8508	1355.5697	NIPSNAP1|8508	876.1141
NIPSNAP3A|25934	547.2602	NIPSNAP3A|25934	459.0018
NIPSNAP3B|55335	22.3657	NIPSNAP3B|55335	143.6988
NISCH|11188	1463.5539999999999	NISCH|11188	3196.9697
NIT1|4817	1162.3268	NIT1|4817	489.8351
NIT2|56954	962.7725	NIT2|56954	530.7487
NKAIN1|79570	1108.8483	NKAIN1|79570	11.1408
lowly_expressed	lowly_expressed	NKAIN2|154215	8.9127
NKAPL|222698	9.4355	NKAPL|222698	36.0963
NKAP|79576	472.1255	NKAP|79576	319.0731
NKD1|85407	26.2098	lowly_expressed	lowly_expressed
NKD2|85409	154.8124	NKD2|85409	57.4866
NKG7|4818	10.8334	NKG7|4818	33.8681
NKIRAS1|28512	230.646	NKIRAS1|28512	202.7629
NKIRAS2|28511	916.2938	NKIRAS2|28511	627.0053
NKPD1|284353	16.4248	NKPD1|284353	59.2692
NKRF|55922	277.8236	NKRF|55922	269.1622
NKTR|4820	1130.5151	NKTR|4820	2449.6435
NKX3-1|4824	53.8174	NKX3-1|4824	206.7736
NKX3-2|579	63.6024	lowly_expressed	lowly_expressed
NKX6-1|4825	7.6882	lowly_expressed	lowly_expressed
NLE1|54475	214.2213	NLE1|54475	391.7112
lowly_expressed	lowly_expressed	NLGN1|22871	51.6934
NLGN2|57555	543.4161	NLGN2|57555	759.8039
NLGN3|54413	12.5807	NLGN3|54413	36.0963
NLGN4X|57502	66.7476	NLGN4X|57502	309.7148
NLK|51701	369.7326	NLK|51701	295.4545
NLN|57486	696.1317	NLN|57486	438.05699999999996
NLRC3|197358	37.7421	NLRC3|197358	97.148
NLRC4|58484	37.7421	NLRC4|58484	55.2585
NLRC5|84166	457.7975	NLRC5|84166	643.0481
NLRP12|91662	20.9678	NLRP12|91662	5.7932
NLRP1|22861	172.2856	NLRP1|22861	552.139
NLRP2|55655	1618.3664	NLRP2|55655	144.8307
NLRP3|114548	49.6238	NLRP3|114548	140.82
NLRP5|126206	68.1454	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP6|171389	6.6845
NLRP7|199713	15.7259	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP9|338321	7.5758
NLRX1|79671	268.7376	NLRX1|79671	557.4866
NMB|4828	55.9142	NMB|4828	256.2389
NMD3|51068	1037.5577	NMD3|51068	1054.8128
NME1-NME2|654364	123.4725	NME1-NME2|654364	79.5365
NME1|4830	1110.0575	NME1|4830	754.4608
NME2P1|283458	33.5485	NME2P1|283458	70.41
NME2|4831	5150.12	NME2|4831	5161.992
NME3|4832	630.7819999999999	NME3|4832	397.0588
NME4|4833	3326.545	NME4|4833	1110.9626
NME5|8382	49.2744	NME5|8382	22.2816
NME6|10201	150.2694	NME6|10201	200.0891
NME7|29922	249.9539	NME7|29922	291.2745
NMI|9111	543.0666	NMI|9111	281.1943
NMNAT1|64802	247.7698	NMNAT1|64802	266.0428
NMNAT2|23057	11.1828	NMNAT2|23057	216.1319
NMNAT3|349565	94.3552	NMNAT3|349565	209.0018
NMRAL1|57407	748.5513	NMRAL1|57407	487.9679
NMT1|4836	1714.1195	NMT1|4836	2845.8111
NMT2|9397	229.5977	NMT2|9397	926.025
lowly_expressed	lowly_expressed	NMUR1|10316	69.9643
NMU|10874	12.9302	lowly_expressed	lowly_expressed
NNAT|4826	10.4839	NNAT|4826	262.9234
NNMT|4837	2502.5096	NNMT|4837	3066.8449
NNT|23530	1434.5485	lowly_expressed	lowly_expressed
NOB1|28987	521.3998	NOB1|28987	1086.8984
NOC2L|26155	1381.7236	NOC2L|26155	1691.1453
NOC3L|64318	408.5231	NOC3L|64318	462.5668
NOC4L|79050	400.8349	NOC4L|79050	304.3672
NOD1|10392	274.329	NOD1|10392	552.139
NOD2|64127	154.463	NOD2|64127	102.4955
lowly_expressed	lowly_expressed	NODAL|4838	11.5865
NOG|9241	7.6882	NOG|9241	7.1301
NOL10|79954	761.1319	NOL10|79954	630.5704
NOL11|25926	1317.1287	NOL11|25926	956.7736
NOL12|79159	180.3233	NOL12|79159	255.3476
NOL3|8996	687.0282	NOL3|8996	426.4706
NOL6|65083	1499.5488	NOL6|65083	1304.8128
NOL7|51406	669.9219	NOL7|51406	543.2264
NOL8|55035	1059.2245	NOL8|55035	880.1248
NOL9|79707	255.1085	NOL9|79707	213.4581
NOLC1|9221	2944.2317	NOLC1|9221	2717.4688
NOM1|64434	444.1684	NOM1|64434	647.0588
NOMO1|23420	6056.9049	NOMO1|23420	3315.0624
NOMO2|283820	2354.337	NOMO2|283820	2262.9234
NOMO3|408050	2073.0187	NOMO3|408050	1237.5223
NONO|4841	7372.6358	NONO|4841	5504.0107
NOP10|55505	570.3248	NOP10|55505	598.9305
NOP14|8602	1016.7402	NOP14|8602	1072.2594
NOP16|51491	205.4847	NOP16|51491	247.7718
NOP2|4839	782.4492	NOP2|4839	617.2014
NOP56|10528	2361.3262	NOP56|10528	1536.5419
