gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
RBM22|55696	1041.6055	RBM22|55696	1185.4472
RBM23|55147	1711.6985	RBM23|55147	1541.6877
RBM24|221662	37.2002	RBM24|221662	64.6791
RBM25|58517	1930.4944	RBM25|58517	2001.0106
RBM26|64062	978.9525	RBM26|64062	1030.8236
RBM27|54439	920.7048	RBM27|54439	988.378
RBM28|55131	318.1596	RBM28|55131	320.3638
RBM33|155435	909.4469	RBM33|155435	1117.7362
RBM34|23029	517.8659	RBM34|23029	565.0884
RBM38|55544	238.3749	RBM38|55544	429.5099
RBM39|9584	4542.3397	RBM39|9584	4416.3719
RBM3|5935	2951.5419	RBM3|5935	3344.6185
RBM41|55285	158.1008	RBM41|55285	191.5109
RBM42|79171	1088.1057	RBM42|79171	673.0672
RBM43|375287	499.7553	RBM43|375287	578.0697
lowly_expressed	lowly_expressed	RBM44|375316	9.6008
RBM45|129831	193.8326	RBM45|129831	176.3517
RBM47|54502	3674.0088	RBM47|54502	2194.0374
RBM4B|83759	346.0597	RBM4B|83759	368.3679
RBM4|5936	2593.9452	RBM4|5936	1673.2491
RBM5|10181	2279.4518	RBM5|10181	2749.2623
RBM6|10180	1359.3686	RBM6|10180	1528.8176
RBM7|10179	412.6285	RBM7|10179	693.2794
RBM8A|9939	1818.463	RBM8A|9939	1616.8772
RBM9|23543	2253.5487	RBM9|23543	3261.2431
RBMS1|5937	611.3558	RBMS1|5937	2091.4603
RBMS2|5939	375.6486	RBMS2|5939	1621.4654
RBMS3|27303	22.5159	RBMS3|27303	126.3264
RBMX2|51634	361.2335	RBMX2|51634	361.7989
RBMXL1|494115	723.4655	RBMXL1|494115	902.4053
RBMX|27316	3736.6618	RBMX|27316	3759.4745
RBP1|5947	204.6011	RBP1|5947	299.6463
RBP4|5950	10.7685	RBP4|5950	413.8454
RBP5|83758	64.1214	RBP5|83758	116.2203
RBP7|116362	92.0215	RBP7|116362	925.7201
RBPJ|3516	595.2031	RBPJ|3516	772.1071
RBPMS2|348093	50.4161	RBPMS2|348093	63.6685
RBPMS|11030	473.3235	RBPMS|11030	1574.5326
RBX1|9978	981.6006	RBX1|9978	790.4396
RC3H1|149041	834.557	RC3H1|149041	1157.1501
RC3H2|54542	445.4234	RC3H2|54542	500.2527
RCAN1|1827	317.1806	RCAN1|1827	5068.7216
RCAN2|10231	280.9594	RCAN2|10231	484.5882
RCAN3|11123	202.1537	RCAN3|11123	152.6023
RCBTB1|55213	739.1092	RCBTB1|55213	805.4573
RCBTB2|1102	307.8806	RCBTB2|1102	755.9373
RCC1|1104	452.4767	RCC1|1104	246.7256
RCC2|55920	3339.6965	RCC2|55920	2409.8029
RCCD1|91433	132.1586	RCCD1|91433	120.2628
RCE1|9986	379.8336	RCE1|9986	270.8439
RCHY1|25898	602.0558	RCHY1|25898	614.4517
RCL1|10171	225.6486	RCL1|10171	272.8651
RCN1|5954	1048.4581	RCN1|5954	3150.0758
RCN2|5955	1445.4234	RCN2|5955	1100.0505
RCN3|57333	183.0641	RCN3|57333	613.4411
RCOR1|23186	1594.2242	RCOR1|23186	1128.853
RCOR2|283248	17.6211	RCOR2|283248	21.2228
RCOR3|55758	1119.4322	RCOR3|55758	1093.9869
RCSD1|92241	314.7332	RCSD1|92241	528.0445
RDBP|7936	894.4639999999999	RDBP|7936	868.4891
RDH10|157506	165.9325	RDH10|157506	316.8267
RDH11|51109	2381.7915	RDH11|51109	1503.2845
RDH13|112724	152.9662	RDH13|112724	143.5068
RDH14|57665	437.1023	RDH14|57665	429.5099
RDH16|8608	14.1948	RDH16|8608	8.0849
RDH5|5959	11.8013	RDH5|5959	141.4856
RDM1|201299	24.9633	lowly_expressed	lowly_expressed
RDX|5962	1693.0984	RDX|5962	2127.8423
REC8|9985	54.8213	REC8|9985	54.573
RECK|8434	130.2007	RECK|8434	1143.5068
RECQL4|9401	371.5125	RECQL4|9401	53.5624
RECQL5|9400	524.2291	RECQL5|9400	439.1107
RECQL|5965	831.7425	RECQL|5965	1145.0328
REEP1|65055	3608.4190000000003	REEP1|65055	290.0455
REEP2|51308	357.3177	REEP2|51308	72.2587
REEP3|221035	912.3837	REEP3|221035	863.0622
REEP4|80346	547.2345	REEP4|80346	288.0243
REEP5|7905	7665.5556	REEP5|7905	7489.5301
REEP6|92840	1456.1919	REEP6|92840	893.8858
RELA|5970	2083.7004	RELA|5970	1803.9414
RELB|5971	209.0064	RELB|5971	227.3876
RELL1|768211	2082.0460000000003	RELL1|768211	880.7479
RELL2|285613	344.4738	RELL2|285613	34.5023
RELN|5649	22.0264	RELN|5649	351.6928
RELT|84957	167.8904	RELT|84957	105.6089
REL|5966	67.0582	REL|5966	121.7787
REM1|28954	21.537	REM1|28954	51.5412
REM2|161253	28.8791	REM2|161253	6.0637
RENBP|5973	48.9476	RENBP|5973	120.2628
REP15|387849	11.258	REP15|387849	29.3077
REPIN1|29803	2857.0729	REPIN1|29803	1401.2127
REPS1|85021	859.5203	REPS1|85021	811.5210000000001
REPS2|9185	822.3201	REPS2|9185	512.8853
RER1|11079	2378.5609	RER1|11079	2431.8444
RERE|473	5094.9584	RERE|473	3841.8393
RERGL|79785	16.6422	RERGL|79785	203.6382
RERG|85004	4165.9325	RERG|85004	1723.5978
REST|5978	248.1645	REST|5978	467.9131
RETSAT|54884	2545.766	RETSAT|54884	2615.9677
RET|5979	2420.9496	RET|5979	114.1991
REV1|51455	758.1987	REV1|51455	872.1577
REV3L|5980	633.3823	REV3L|5980	1339.5654
REXO1|57455	613.3138	REXO1|57455	385.043
REXO2|25996	425.8443	REXO2|25996	684.1839
REXO4|57109	483.1131	REXO4|57109	433.04699999999997
RFC1|5981	1814.9779999999998	RFC1|5981	1477.5139
RFC2|5982	615.2717	RFC2|5982	366.8519
RFC3|5983	342.6334	RFC3|5983	261.7484
RFC4|5984	288.791	RFC4|5984	213.7443
RFC5|5985	411.1601	RFC5|5985	269.3279
RFESD|317671	7.3421	RFESD|317671	25.2653
RFFL|117584	1049.9657	RFFL|117584	598.3224
RFK|55312	865.3939999999999	RFK|55312	715.5129
RFNG|5986	719.5301	RFNG|5986	535.1187
RFPL1S|10740	6.8527	RFPL1S|10740	11.622
lowly_expressed	lowly_expressed	RFPL3S|10737	5.5584
lowly_expressed	lowly_expressed	RFPL4B|442247	9.0955
RFT1|91869	432.69699999999995	RFT1|91869	421.9303
RFTN1|23180	427.8023	RFTN1|23180	701.8696
RFTN2|130132	41.6055	RFTN2|130132	170.28799999999998
RFWD2|64326	795.8884	RFWD2|64326	816.0687
RFWD3|55159	940.7734	RFWD3|55159	687.7211
RFX1|5989	621.1454	RFX1|5989	348.1556
RFX2|5990	39.1581	RFX2|5990	209.1966
RFX3|5991	42.5844	RFX3|5991	63.6685
RFX5|5993	955.4577	RFX5|5993	798.383
lowly_expressed	lowly_expressed	RFX6|222546	20.2122
RFX7|64864	633.8718	RFX7|64864	758.4639
lowly_expressed	lowly_expressed	RFX8|731220	29.3077
RFXANK|8625	608.1498	RFXANK|8625	427.1652
RFXAP|5994	151.2482	RFXAP|5994	168.7721
RG9MTD1|54931	508.5658	RG9MTD1|54931	536.1294
RG9MTD2|93587	206.55900000000003	RG9MTD2|93587	172.3092
RG9MTD3|158234	192.3642	RG9MTD3|158234	211.7231
RGAG4|340526	226.6275	RGAG4|340526	412.3295
RGL1|23179	454.7234	RGL1|23179	1269.3279
RGL2|5863	2690.651	RGL2|5863	1939.8686
RGL3|57139	10.2986	RGL3|57139	148.5599
lowly_expressed	lowly_expressed	RGL4|266747	15.2602
RGMA|56963	75.3793	RGMA|56963	553.3098
RGMB|285704	763.5830000000001	RGMB|285704	1002.5265
RGNEF|64283	284.8752	RGNEF|64283	600.8085
RGN|9104	82.23200000000001	RGN|9104	127.337
RGP1|9827	208.8987	RGP1|9827	177.332
RGPD1|400966	423.955	RGPD1|400966	317.5897
RGPD3|653489	310.3279	RGPD3|653489	385.5483
RGPD4|285190	160.0587	RGPD4|285190	195.5533
RGPD5|84220	103.7885	RGPD5|84220	91.7686
RGPD6|729540	812.5110000000001	RGPD6|729540	900.8742
RGS10|6001	1129.7112	RGS10|6001	551.2885
RGS11|8786	404.0578	RGS11|8786	60.8792
RGS12|6002	731.7669999999999	RGS12|6002	720.0606
lowly_expressed	lowly_expressed	RGS13|6003	17.6857
RGS14|10636	240.8223	RGS14|10636	176.3517
RGS16|6004	372.00199999999995	RGS16|6004	552.8044
RGS17|26575	5.8737	RGS17|26575	7.5796
RGS18|64407	62.1635	RGS18|64407	79.333
RGS19|10287	376.4072	RGS19|10287	272.3598
RGS1|5996	789.0357	RGS1|5996	910.0556
RGS22|26166	158.1008	RGS22|26166	8.5902
RGS2|5997	178.1694	RGS2|5997	7152.097
RGS3|5998	1237.8855	RGS3|5998	1143.0015
RGS4|5999	1597.6505	RGS4|5999	152.6023
RGS5|8490	203274.3612	RGS5|8490	7036.382
RGS6|9628	10.279000000000002	RGS6|9628	35.8767
RGS7BP|401190	8.3211	RGS7BP|401190	64.6791
RGS7|6000	556.5345	RGS7|6000	6.569
RGS9|8787	53.3529	RGS9|8787	29.3077
RHBDD1|84236	377.8757	RHBDD1|84236	368.8732
RHBDD2|57414	4568.7714	RHBDD2|57414	1285.4977
RHBDD3|25807	359.2756	RHBDD3|25807	160.1819
RHBDF1|64285	579.0504	RHBDF1|64285	687.7211
RHBDF2|79651	434.6549	RHBDF2|79651	409.2976
RHBDL1|9028	32.3054	RHBDL1|9028	19.2016
RHBDL2|54933	23.9843	RHBDL2|54933	42.4457
RHBDL3|162494	135.5849	RHBDL3|162494	43.4563
RHCE|6006	5.3842	RHCE|6006	7.0743
lowly_expressed	lowly_expressed	RHD|6007	5.5937
RHEBL1|121268	11.7474	RHEBL1|121268	16.1698
RHEB|6009	1173.2746	RHEB|6009	911.5715
RHOA|387	11578.0715	RHOA|387	10637.6958
RHOBTB1|9886	302.0069	RHOBTB1|9886	450.2274
RHOBTB2|23221	508.3603	RHOBTB2|23221	600.4901
RHOBTB3|22836	932.4523	RHOBTB3|22836	1661.9505
RHOB|388	9798.8253	RHOB|388	8396.1597
RHOC|389	5218.7959	RHOC|389	4029.3077
RHOD|29984	468.9183	RHOD|29984	201.1117
RHOF|54509	65.6583	RHOF|54509	69.717
RHOG|391	1015.1738	RHOG|391	1089.9444
RHOH|399	620.1664	RHOH|399	224.3557
RHOJ|57381	149.7797	RHOJ|57381	686.7105
RHOQ|23433	891.0524	RHOQ|23433	2342.6074
RHOT1|55288	1040.1371	RHOT1|55288	986.8621
RHOT2|89941	1081.2531	RHOT2|89941	766.5488
RHOU|58480	154.6745	RHOU|58480	1237.4937
RHOV|171177	225.1591	RHOV|171177	365.336
RHPN1|114822	777.2883	RHPN1|114822	167.2562
RHPN2|85415	553.5977	RHPN2|85415	563.4159
RIBC1|158787	99.8532	RIBC1|158787	32.8449
RIBC2|26150	79.7846	RIBC2|26150	10.1061
RIC3|79608	346.5492	RIC3|79608	243.5574
RIC8A|60626	1787.9001	RIC8A|60626	1620.9803
RIC8B|55188	661.7719	RIC8B|55188	420.4144
RICH2|9912	195.301	RICH2|9912	226.377
RICTOR|253260	1116.9848	RICTOR|253260	1243.052
RIF1|55183	959.3735	RIF1|55183	1154.1182
RILPL1|353116	138.7518	RILPL1|353116	226.9075
RILPL2|196383	263.8277	RILPL2|196383	449.7221
RILP|83547	64.1214	RILP|83547	155.6342
lowly_expressed	lowly_expressed	RIMBP2|23504	23.2441
RIMBP3C|150221	16.1527	RIMBP3C|150221	6.0637
RIMBP3|85376	132.6481	RIMBP3|85376	44.9722
RIMKLA|284716	215.3696	RIMKLA|284716	67.711
RIMKLB|57494	321.444	RIMKLB|57494	596.7155
RIMS1|22999	9.3	RIMS1|22999	28.8024
RIMS2|9699	504.1605	RIMS2|9699	31.8343
RIMS3|9783	27.9001	RIMS3|9783	431.0258
RIMS4|140730	4077.3372	RIMS4|140730	100.0505
RIN1|9610	114.04799999999999	RIN1|9610	115.715
RIN2|54453	697.9931	RIN2|54453	2069.7322
RIN3|79890	311.7964	RIN3|79890	597.7767
RING1|6015	590.7978	RING1|6015	635.1693
RINL|126432	145.8639	RINL|126432	206.1647
RINT1|60561	443.9648	RINT1|60561	386.2304
RIOK1|83732	352.4229	RIOK1|83732	440.6266
RIOK2|55781	444.9339	RIOK2|55781	548.2567
RIOK3|8780	1388.1547	RIOK3|8780	1335.0177
RIPK1|8737	1139.5007	RIPK1|8737	1141.9909
RIPK2|8767	145.8639	RIPK2|8767	326.9328
RIPK3|11035	55.8003	RIPK3|11035	171.2986
RIPK4|54101	330.88599999999997	RIPK4|54101	636.1799
RIPPLY2|134701	13.7053	lowly_expressed	lowly_expressed
RIT1|6016	506.1185	RIT1|6016	783.7292
RLF|6018	488.0078	RLF|6018	793.8353
RLIM|51132	2259.4224	RLIM|51132	1706.4174
RLN2|6019	16.6422	RLN2|6019	23.7494
RLTPR|146206	109.1532	RLTPR|146206	32.8449
RMI1|80010	476.2604	RMI1|80010	254.6741
RMND1|55005	795.8884	RMND1|55005	514.9065
RMND5A|64795	3578.5609	RMND5A|64795	2296.6145
RMND5B|64777	1514.9289999999999	RMND5B|64777	662.4558
RMRP|6023	21.537	RMRP|6023	13.6433
RNASE1|6035	793.441	RNASE1|6035	4628.6003
RNASE2|6036	20.0685	RNASE2|6036	10.6114
RNASE4|6038	2224.4004	RNASE4|6038	2418.8579999999997
RNASE6|6039	293.1963	RNASE6|6039	475.4927
lowly_expressed	lowly_expressed	RNASE7|84659	45.9828
RNASEH1|246243	151.2482	RNASEH1|246243	212.7337
RNASEH2A|10535	593.7347	RNASEH2A|10535	195.5533
RNASEH2B|79621	407.2442	RNASEH2B|79621	423.9515
RNASEH2C|84153	721.1601	RNASEH2C|84153	567.3421
RNASEK|440400	2879.3245	RNASEK|440400	1734.5427
RNASEL|6041	369.0651	RNASEL|6041	663.9717
RNASEN|29102	1071.4635	RNASEN|29102	1077.3118
RNASET2|8635	767.0093	RNASET2|8635	1133.4007
RND1|27289	585.4136	RND1|27289	98.0293
RND2|8153	36.7107	RND2|8153	77.8171
RND3|390	293.6858	RND3|390	2113.1885
RNF103|7844	2638.277	RNF103|7844	1717.8373
RNF10|9921	3901.6153	RNF10|9921	3180.3941
RNF111|54778	907.9785	RNF111|54778	927.2360000000001
lowly_expressed	lowly_expressed	RNF112|7732	22.2335
RNF113A|7737	268.233	RNF113A|7737	229.9141
RNF114|55905	1307.3911	RNF114|55905	1618.9995
RNF115|27246	422.9075	RNF115|27246	463.3653
RNF11|26994	3651.9824	RNF11|26994	3344.1132
RNF121|55298	470.3867	RNF121|55298	412.8348
RNF122|79845	90.0636	RNF122|79845	226.8823
RNF123|63891	1084.1899	RNF123|63891	638.2011
RNF125|54941	200.1958	RNF125|54941	672.5619
RNF126|55658	583.4557	RNF126|55658	291.5614
RNF128|79589	139.9902	RNF128|79589	256.19
RNF130|55819	1238.3749	RNF130|55819	2609.3987
RNF135|84282	668.6246	RNF135|84282	690.7529
RNF138P1|379013	12.2369	RNF138P1|379013	21.7281
RNF138|51444	531.0817	RNF138|51444	618.4942
RNF139|11236	1042.5844	RNF139|11236	1016.6751
RNF13|11342	1491.9236	RNF13|11342	1791.8139999999999
RNF141|50862	2316.6911	RNF141|50862	1651.8444
RNF144A|9781	249.1434	RNF144A|9781	1033.8555
RNF144B|255488	347.5281	RNF144B|255488	1379.4846
RNF145|153830	437.1023	RNF145|153830	1989.3886
RNF146|81847	905.0416	RNF146|81847	931.2784
RNF149|284996	1171.8062	RNF149|284996	927.2360000000001
RNF14|9604	1870.2888	RNF14|9604	1348.1556
RNF150|57484	15.6632	RNF150|57484	200.6064
RNF152|220441	61.1845	RNF152|220441	70.2375
RNF157|114804	411.6495	RNF157|114804	103.4765
RNF160|26046	814.9780000000001	RNF160|26046	1126.3264
RNF165|494470	87.9589	RNF165|494470	74.7852
RNF166|115992	268.7225	RNF166|115992	205.1541
RNF167|26001	2716.5932	RNF167|26001	1713.997
RNF168|165918	209.0064	RNF168|165918	272.3598
RNF169|254225	560.2398	RNF169|254225	750.7731
RNF170|81790	557.5135	RNF170|81790	653.3603
RNF175|285533	7.3421	RNF175|285533	29.3077
RNF180|285671	68.5267	RNF180|285671	309.2471
RNF181|51255	883.5047	RNF181|51255	758.4639
RNF182|221687	919.7259	RNF182|221687	46.4881
lowly_expressed	lowly_expressed	RNF183|138065	43.9616
RNF185|91445	1120.1811	RNF185|91445	1364.8762
lowly_expressed	lowly_expressed	RNF186|54546	16.6751
RNF187|149603	2844.836	RNF187|149603	2162.7084
RNF19A|25897	1456.1919	RNF19A|25897	1606.8722
RNF19B|127544	898.1889	RNF19B|127544	729.6614
RNF207|388591	158.5903	RNF207|388591	169.7827
RNF208|727800	307.3911	RNF208|727800	60.1314
RNF20|56254	1462.0656	RNF20|56254	1332.9965
lowly_expressed	lowly_expressed	RNF212|285498	51.5412
RNF213|57674	2831.8943	RNF213|57674	3920.4699
RNF214|257160	321.5859	RNF214|257160	367.3573
RNF215|200312	458.1498	RNF215|200312	224.861
RNF216L|441191	197.7484	RNF216L|441191	241.0308
RNF216|54476	1162.5061	RNF216|54476	1194.5427
RNF217|154214	27.9001	RNF217|154214	128.3325
RNF219|79596	450.9104	RNF219|79596	466.0182
RNF220|55182	1145.3451	RNF220|55182	1032.6326
lowly_expressed	lowly_expressed	RNF222|643904	7.5796
RNF24|11237	85.6583	RNF24|11237	374.9368
RNF25|64320	436.6128	RNF25|64320	334.0071
RNF26|79102	782.6725	RNF26|79102	764.0222
RNF2|6045	1860.9887	RNF2|6045	623.5472
RNF31|55072	895.9863	RNF31|55072	805.4573
RNF32|140545	48.9476	RNF32|140545	38.4032
RNF34|80196	829.6231	RNF34|80196	577.1147
RNF38|152006	1054.8213	RNF38|152006	1736.7357
RNF39|80352	36.7107	RNF39|80352	326.4275
RNF40|9810	2181.1062	RNF40|9810	1590.1971
RNF41|10193	1350.465	RNF41|10193	1039.9192
RNF43|54894	259.9119	RNF43|54894	549.2673
RNF44|22838	1336.7597	RNF44|22838	970.6923
RNF4|6047	1740.5776	RNF4|6047	1511.8747
RNF5P1|286140	117.4743	RNF5P1|286140	74.2799
RNF5|6048	1148.3113	RNF5|6048	652.3497
RNF6|6049	1115.0269	RNF6|6049	1069.7322
RNF7|9616	731.2775	RNF7|9616	1086.9126
RNF8|9025	296.1331	RNF8|9025	304.194
RNFT1|51136	302.0069	RNFT1|51136	332.4912
RNFT2|84900	119.4322	RNFT2|84900	31.8343
RNGTT|8732	562.8977	RNGTT|8732	455.2804
RNH1|6050	2718.5512	RNH1|6050	2566.953
RNLS|55328	83.211	RNLS|55328	165.235
RNMTL1|55178	294.6647	RNMTL1|55178	208.6913
RNMT|8731	816.4464	RNMT|8731	1020.2122
RNPC3|55599	219.7748	RNPC3|55599	365.336
RNPEPL1|57140	1882.0362	RNPEPL1|57140	1380.4952
RNPEP|6051	2527.1659	RNPEP|6051	1695.3007
RNPS1|10921	2872.7362	RNPS1|10921	1765.0328
ROBLD3|28956	717.5722	ROBLD3|28956	490.6518
ROBO1|6091	330.3965	ROBO1|6091	945.9323
ROBO2|6092	906.9995	ROBO2|6092	27.2865
ROBO3|64221	32.7949	ROBO3|64221	277.4128
ROBO4|54538	592.7558	ROBO4|54538	1490.1465
ROCK1|6093	1273.1278	ROCK1|6093	2045.4775
ROCK2|9475	730.7881	ROCK2|9475	1678.6256
ROD1|9991	2588.3505	ROD1|9991	2516.9277
ROGDI|79641	975.5262	ROGDI|79641	390.096
ROM1|6094	53.3529	ROM1|6094	61.6473
ROMO1|140823	694.0773	ROMO1|140823	400.2021
lowly_expressed	lowly_expressed	ROPN1B|152015	98.0293
ROPN1L|83853	35.7318	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ROPN1|54763	79.333
ROR1|4919	19.0896	ROR1|4919	119.2521
ROR2|4920	943.2208	ROR2|4920	454.2698
RORA|6095	508.5658	RORA|6095	588.6812
lowly_expressed	lowly_expressed	RORB|6096	15.6645
RORC|6097	807.6358	RORC|6097	524.002
RP1|6101	5.8737	lowly_expressed	lowly_expressed
RP2|6102	581.4978	RP2|6102	572.5114
RP9P|441212	121.3901	RP9P|441212	171.2986
RP9|6100	121.3901	RP9|6100	143.5068
RPA1|6117	2427.3128	RPA1|6117	2005.5584
RPA2|6118	1209.9853	RPA2|6118	985.3461
RPA3|6119	305.9227	RPA3|6119	207.6806
RPAIN|84268	888.0568	RPAIN|84268	530.283
RPAP1|26015	541.8502	RPAP1|26015	510.3588
RPAP2|79871	188.4484	RPAP2|79871	255.1794
RPAP3|79657	681.8404	RPAP3|79657	577.0591
RPE|6120	872.6725	RPE|6120	760.0303
RPF1|80135	907.9785	RPF1|80135	600.3032
RPF2|84154	222.7117	RPF2|84154	287.5189
RPGRIP1L|23322	331.8649	RPGRIP1L|23322	239.0096
lowly_expressed	lowly_expressed	RPGRIP1|57096	12.1273
RPGR|6103	163.9745	RPGR|6103	198.5851
RPH3AL|9501	314.2438	RPH3AL|9501	144.0121
RPH3A|22895	502.6921	RPH3A|22895	8.0849
RPIA|22934	421.4391	RPIA|22934	417.3825
RPL10A|4736	8448.8497	RPL10A|4736	12760.4851
RPL10|6134	9786.6324	RPL10|6134	15689.8636
RPL11|6135	10902.1047	RPL11|6135	16099.0399
RPL12|6136	8087.6163	RPL12|6136	8960.0808
RPL13AP20|387841	23.0054	RPL13AP20|387841	30.8236
RPL13AP3|645683	6.8527	RPL13AP3|645683	8.0849
lowly_expressed	lowly_expressed	RPL13AP6|644511	8.5902
RPL13A|23521	12742.046	RPL13A|23521	14486.6094
RPL13P5|283345	18.6001	RPL13P5|283345	16.1698
RPL13|6137	13966.7156	RPL13|6137	14630.1162
RPL14|9045	7123.348000000001	RPL14|9045	8433.5523
RPL15|6138	18142.9271	RPL15|6138	22180.8994
RPL17|6139	5907.6603	RPL17|6139	6240.2628
RPL18A|6142	1104.2584	RPL18A|6142	1578.0697
RPL18|6141	10042.5844	RPL18|6141	10164.2244
RPL19P12|100129424	30.837	RPL19P12|100129424	50.5306
RPL19|6143	12894.2731	RPL19|6143	15237.999
lowly_expressed	lowly_expressed	RPL21P44|402176	7.0743
lowly_expressed	lowly_expressed	RPL21|6144	13.1379
RPL22L1|200916	263.8277	RPL22L1|200916	410.8135
RPL22|6146	9005.3842	RPL22|6146	8868.1152
RPL23AP53|644128	112.0901	RPL23AP53|644128	160.6872
RPL23AP64|649946	5.3842	lowly_expressed	lowly_expressed
RPL23AP7|118433	94.4689	RPL23AP7|118433	93.9869
RPL23AP82|284942	108.1743	RPL23AP82|284942	132.5316
RPL23A|6147	3278.0225	RPL23A|6147	4834.2597
RPL23P8|222901	85.1689	RPL23P8|222901	45.4775
RPL23|9349	8561.4293	RPL23|9349	14025.7706
RPL24|6152	6778.7567	RPL24|6152	7762.5063
RPL26L1|51121	263.3382	RPL26L1|51121	170.28799999999998
RPL26|6154	11256.4856	RPL26|6154	12661.4452
RPL27A|6157	6334.8018	RPL27A|6157	10377.9687
RPL27|6155	7666.1772	RPL27|6155	6920.6669999999995
RPL28|6158	10059.7161	RPL28|6158	8032.8449
RPL29|6159	8972.5893	RPL29|6159	8814.0475
RPL30|6156	7172.2956	RPL30|6156	10983.3249
RPL31|6160	7969.6525	RPL31|6160	14188.9843
RPL32P3|132241	134.9339	RPL32P3|132241	214.0374
RPL32|6161	11249.1434	RPL32|6161	15413.3401
RPL34|6164	4988.2526	RPL34|6164	8998.9894
RPL35A|6165	6122.3691	RPL35A|6165	10436.0788
RPL35|11224	5215.3696	RPL35|11224	5378.474
RPL36AL|6166	2570.2398	RPL36AL|6166	2824.6589
RPL36A|6173	35.2423	RPL36A|6173	77.3118
RPL36|25873	5789.5252	RPL36|25873	5911.0662
RPL37A|6168	10728.8302	RPL37A|6168	13427.4886
RPL37|6167	7024.9633	RPL37|6167	10503.2845
RPL38|6169	4635.3402	RPL38|6169	5196.0586
RPL39L|116832	108.1743	RPL39L|116832	109.6513
RPL39|6170	436.6128	RPL39|6170	634.664
RPL3|6122	36980.4209	RPL3|6122	33982.3143
RPL41|6171	10219.7748	RPL41|6171	16557.8575
RPL4|6124	20714.6353	RPL4|6124	25564.9318
RPL5|6125	16960.3524	RPL5|6125	21342.092
RPL6|6128	7255.0171	RPL6|6128	9179.8888
RPL7A|6130	15261.8698	RPL7A|6130	15046.9934
RPL7L1|285855	1424.3759	RPL7L1|285855	1053.5624
RPL7|6129	1254.0382	RPL7|6129	1582.1122
RPL8|6132	17274.5962	RPL8|6132	15815.0581
RPL9|6133	187.9589	RPL9|6133	302.1728
RPLP0P2|113157	172.7851	RPLP0P2|113157	46.9934
RPLP0|6175	14370.0441	RPLP0|6175	18394.6438
RPLP1|6176	20874.2046	RPLP1|6176	17598.282
RPLP2|6181	6897.6995	RPLP2|6181	7732.188
RPN1|6184	6633.3823	RPN1|6184	5005.5584
RPN2|6185	9965.722	RPN2|6185	6472.4558
RPP14|11102	526.187	RPP14|11102	514.4012
RPP21|79897	208.5169	RPP21|79897	203.1329
RPP25|54913	445.4234	RPP25|54913	158.1607
RPP30|10556	385.7073	RPP30|10556	435.5735
RPP38|10557	262.8488	RPP38|10557	265.2855
RPP40|10799	101.8111	RPP40|10799	84.3861
RPPH1|85495	30.3475	RPPH1|85495	19.2016
RPRD1A|55197	1921.1943	RPRD1A|55197	1288.5296
RPRD1B|58490	906.9995	RPRD1B|58490	988.378
RPRD2|23248	1479.6867	RPRD2|23248	1570.9955
lowly_expressed	lowly_expressed	RPRM|56475	5.5584
RPS10P7|376693	124.32700000000001	RPS10P7|376693	76.3012
RPS10|6204	4574.6451	RPS10|6204	5446.6902
RPS11|6205	13966.2261	RPS11|6205	19951.4907
RPS12|6206	9415.5653	RPS12|6206	14150.0758
RPS13|6207	5543.8081	RPS13|6207	7884.285
RPS14|6208	8674.4983	RPS14|6208	13114.7044
lowly_expressed	lowly_expressed	RPS15AP10|728963	8.0849
RPS15A|6210	6380.3231	RPS15A|6210	10626.0738
RPS15|6209	3453.255	RPS15|6209	2713.4917
RPS16|6217	7835.0465	RPS16|6217	9350.1769
RPS17|6218	10366.6177	RPS17|6218	9951.4907
RPS18|6222	18552.6187	RPS18|6222	24160.6872
RPS19BP1|91582	862.4572	RPS19BP1|91582	587.6705
RPS19|6223	8180.1273	RPS19|6223	10729.6614
RPS20|6224	6892.8047	RPS20|6224	13457.806999999999
RPS21|6227	3273.1278	RPS21|6227	4778.6761
RPS23|6228	10133.1375	RPS23|6228	13880.2425
RPS24|6229	14853.1571	RPS24|6229	15476.5033
RPS25|6230	6330.8859999999995	RPS25|6230	9936.8368
RPS26|6231	534.0186	RPS26|6231	780.192
RPS27A|6233	6459.1287	RPS27A|6233	11016.1698
RPS27L|51065	1130.2007	RPS27L|51065	1500.2527
RPS27|6232	613.8032	RPS27|6232	773.1177
RPS28|6234	396.9652	RPS28|6234	413.3401
RPS29|6235	3552.6187	RPS29|6235	5592.7236
lowly_expressed	lowly_expressed	RPS2P32|256355	8.5902
RPS2|6187	8178.6588	RPS2|6187	9327.0844
RPS3A|6189	4339.207	RPS3A|6189	6492.1678
RPS3|6188	15788.0568	RPS3|6188	19021.7281
RPS4X|6191	21576.1136	RPS4X|6191	37341.0814
RPS5|6193	7333.8228	RPS5|6193	8681.1521
RPS6KA1|6195	1999.021	RPS6KA1|6195	1203.1329
RPS6KA2|6196	662.2614	RPS6KA2|6196	1606.3669
RPS6KA3|6197	590.3084	RPS6KA3|6197	1949.4694
RPS6KA4|8986	469.8972	RPS6KA4|8986	450.7327
RPS6KA5|9252	349.9755	RPS6KA5|9252	376.4528
