gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
CALD1|800	3316.6911	CALD1|800	11177.8676
CALHM2|51063	878.1204	CALHM2|51063	1130.3689
CALM1|801	9690.651	CALM1|801	6878.7266
CALM2|805	14365.1493	CALM2|805	9667.5088
CALM3|808	12521.7817	CALM3|808	4867.6099
CALML3|810	13.2159	CALML3|810	397.6756
CALML4|91860	310.3279	CALML4|91860	405.2552
lowly_expressed	lowly_expressed	CALML5|51806	152.6023
lowly_expressed	lowly_expressed	CALN1|83698	33.8555
CALR|811	19525.208	CALR|811	11659.423999999999
CALU|813	2466.4709	CALU|813	3976.2506
CAMK1D|57118	43.0739	CAMK1D|57118	62.1526
lowly_expressed	lowly_expressed	CAMK1G|57172	6.569
CAMK1|8536	327.3372	CAMK1|8536	327.04900000000004
lowly_expressed	lowly_expressed	CAMK2A|815	6.569
CAMK2B|816	778.2673	CAMK2B|816	101.5664
CAMK2D|817	1876.652	CAMK2D|817	1429.0045
CAMK2G|818	796.8674	CAMK2G|818	879.2319
CAMK2N1|55450	2231.5223	CAMK2N1|55450	1213.7443
CAMK2N2|94032	367.5967	CAMK2N2|94032	10.1061
CAMK4|814	8.3211	CAMK4|814	10.1061
CAMKK1|84254	277.533	CAMKK1|84254	199.5958
CAMKK2|10645	1551.6397	CAMKK2|10645	1676.099
CAMLG|819	1190.8957	CAMLG|819	884.7903
CAMSAP1L1|23271	976.0157	CAMSAP1L1|23271	1531.0763
CAMSAP1|157922	1097.4058	CAMSAP1|157922	787.7716
CAMTA1|23261	615.2717	CAMTA1|23261	509.3482
CAMTA2|23125	2829.6623	CAMTA2|23125	1394.1385
CAND1|55832	3757.7093	CAND1|55832	2819.1006
CAND2|23066	95.9373	CAND2|23066	136.9378
CANT1|124583	2079.2952	CANT1|124583	1721.0712
CANX|821	20265.2961	CANX|821	15129.3583
CAP1|10487	6030.8369999999995	CAP1|10487	6706.4174
CAP2|10486	438.0813	CAP2|10486	430.0152
CAPG|822	1668.1351	CAPG|822	3364.3254
CAPN10|11132	326.603	CAPN10|11132	168.2719
CAPN11|11131	14.1948	CAPN11|11131	104.5983
CAPN12|147968	49.7895	CAPN12|147968	87.4987
CAPN13|92291	291.2384	CAPN13|92291	249.1157
CAPN14|440854	21.537	lowly_expressed	lowly_expressed
CAPN1|823	4646.1087	CAPN1|823	2968.1657
CAPN2|824	3528.6344	CAPN2|824	4862.5568
CAPN3|825	40.3818	CAPN3|825	217.33700000000002
CAPN5|726	79.2952	CAPN5|726	355.7352
CAPN6|827	26.9212	CAPN6|827	314.3002
CAPN7|23473	1039.6476	CAPN7|23473	1049.0147
CAPN8|388743	310.3279	CAPN8|388743	244.0627
CAPN9|10753	7.3421	CAPN9|10753	12.1273
CAPNS1|826	6984.8262	CAPNS1|826	5717.0288
CAPRIN1|4076	12455.2129	CAPRIN1|4076	6046.4881
CAPRIN2|65981	168.3798	CAPRIN2|65981	358.7671
CAPS2|84698	30.837	CAPS2|84698	79.8383
CAPSL|133690	46.0108	lowly_expressed	lowly_expressed
CAPS|828	106.2163	CAPS|828	149.5705
CAPZA1|829	3362.2124	CAPZA1|829	2879.2319
CAPZA2|830	2702.8879	CAPZA2|830	2731.6827
lowly_expressed	lowly_expressed	CAPZA3|93661	16.1698
CAPZB|832	10155.6535	CAPZB|832	4032.8449
CARD10|29775	606.4611	CARD10|29775	541.1824
CARD11|84433	155.6535	CARD11|84433	79.8383
CARD14|79092	53.3529	CARD14|79092	192.5215
CARD16|114769	61.1845	CARD16|114769	219.3027
CARD6|84674	152.7166	CARD6|84674	460.8388
CARD8|22900	492.4131	CARD8|22900	1243.5574
CARD9|64170	55.8003	CARD9|64170	62.1526
CARHSP1|23589	1387.1170000000002	CARHSP1|23589	973.2036
CARKD|55739	1904.5521	CARKD|55739	1083.3754
CARM1|10498	850.7097	CARM1|10498	847.3977
CARNS1|57571	15.1738	CARNS1|57571	34.3608
CARS2|79587	628.2428	CARS2|79587	513.1228
CARS|833	1071.953	CARS|833	628.095
CARTPT|9607	82854.1361	CARTPT|9607	2645.2754
CASC1|55259	116.9848	CASC1|55259	31.8343
CASC2|255082	44.5423	CASC2|255082	52.0465
CASC3|22794	2516.8869	CASC3|22794	2800.4042
CASC4|113201	4161.5272	CASC4|113201	3325.4169
CASC5|57082	165.44299999999998	CASC5|57082	26.7812
CASD1|64921	1901.1258	CASD1|64921	1432.5417
CASKIN1|57524	89.7063	CASKIN1|57524	6.5235
CASKIN2|57513	1024.5032	CASKIN2|57513	938.378
CASK|8573	1027.9001	CASK|8573	1354.7246
CASP10|843	152.7166	CASP10|843	496.7155
lowly_expressed	lowly_expressed	CASP12|120329	12.1273
CASP1|834	203.6221	CASP1|834	670.0354
CASP2|835	1092.0215	CASP2|835	942.9005
CASP3|836	666.6667	CASP3|836	681.1521
CASP4|837	316.6911	CASP4|837	916.6246
CASP6|839	415.5653	CASP6|839	400.7074
CASP7|840	265.2961	CASP7|840	818.5953
CASP8AP2|9994	477.7288	CASP8AP2|9994	585.6493
CASP8|841	391.0915	CASP8|841	569.9848
CASP9|842	284.8752	CASP9|842	354.2193
lowly_expressed	lowly_expressed	CASQ1|844	8.0849
CASQ2|845	66.0793	CASQ2|845	165.235
CASS4|57091	20.558000000000003	CASS4|57091	39.4138
CAST|831	3080.6167	CAST|831	4703.5624
CASZ1|54897	2881.5467	CASZ1|54897	864.5781
lowly_expressed	lowly_expressed	CATSPER1|117144	8.0849
CATSPER2P1|440278	55.7709	CATSPER2P1|440278	30.0354
CATSPER2|117155	73.8277	CATSPER2|117155	58.1001
CATSPER3|347732	14.3955	CATSPER3|347732	5.0531
CATSPERB|79820	76.8478	CATSPERB|79820	26.2759
CATSPERG|57828	32.3054	CATSPERG|57828	19.2016
CAT|847	1862.4572	CAT|847	3240.0202
CAV1|857	812.5306	CAV1|857	7585.144
CAV2|858	326.4807	CAV2|858	2341.0814
CBARA1|10367	1324.0333	CBARA1|10367	1093.4816
CBFA2T2|9139	1594.7137	CBFA2T2|9139	959.0702
CBFA2T3|863	1457.1708	CBFA2T3|863	178.8782
CBFB|865	745.4723	CBFB|865	989.8939
CBLB|868	329.4175	CBLB|868	530.0657
CBLC|23624	209.0064	CBLC|23624	120.7681
CBLL1|79872	951.0524	CBLL1|79872	736.2304
CBLN1|869	12.7264	CBLN1|869	20.2122
CBLN2|147381	115.0269	lowly_expressed	lowly_expressed
CBLN3|643866	135.5849	CBLN3|643866	89.4391
CBLN4|140689	38.1791	CBLN4|140689	406.7711
CBL|867	976.9946	CBL|867	1434.5629
CBR1|873	159.0798	CBR1|873	725.8767
CBR3|874	85.1689	CBR3|874	362.3042
CBR4|84869	883.5047	CBR4|84869	684.194
CBS|875	364.6598	CBS|875	67.2057
CBWD1|55871	647.5771	CBWD1|55871	766.0435
CBWD2|150472	885.4626	CBWD2|150472	551.7938
CBWD3|445571	301.9922	CBWD3|445571	215.5331
lowly_expressed	lowly_expressed	CBWD5|220869	17.4128
CBWD6|644019	71.4635	CBWD6|644019	77.8171
CBX1|10951	2377.8757	CBX1|10951	1672.0566
CBX2|84733	34.2633	CBX2|84733	89.4391
CBX3|11335	3407.2442	CBX3|11335	2623.0419
CBX4|8535	1290.2594	CBX4|8535	310.2577
CBX5|23468	3386.1968	CBX5|23468	3729.6614
CBX6|23466	1072.4425	CBX6|23466	778.1708
CBX7|23492	1246.6960000000001	CBX7|23492	1974.7347
CBX8|57332	106.7058	CBX8|57332	71.2481
CBY1|25776	741.0279	CBY1|25776	612.193
CC2D1A|54862	858.0519	CC2D1A|54862	712.9864
CC2D1B|200014	674.9878	CC2D1B|200014	702.3749
CC2D2A|57545	282.4278	CC2D2A|57545	493.1784
CC2D2B|387707	5.8737	CC2D2B|387707	12.6326
CCAR1|55749	1448.3603	CCAR1|55749	1325.9222
lowly_expressed	lowly_expressed	CCBE1|147372	35.3714
CCBL1|883	213.4116	CCBL1|883	231.43
CCBL2|56267	542.3201	CCBL2|56267	518.0091
CCBP2|1238	68.5267	CCBP2|1238	99.5452
CCDC101|112869	285.3647	CCDC101|112869	238.5043
CCDC102A|92922	44.5423	CCDC102A|92922	161.1925
CCDC102B|79839	56.2898	CCDC102B|79839	133.906
CCDC103|388389	332.3544	CCDC103|388389	147.5493
CCDC104|112942	1175.2325	CCDC104|112942	780.192
CCDC106|29903	377.8757	CCDC106|29903	137.9485
CCDC107|203260	184.6696	CCDC107|203260	305.2501
CCDC108|255101	212.4327	CCDC108|255101	8.5902
CCDC109A|90550	411.1601	CCDC109A|90550	559.8787
CCDC109B|55013	150.7587	CCDC109B|55013	292.572
CCDC110|256309	135.0954	CCDC110|256309	78.8277
CCDC111|201973	210.8664	CCDC111|201973	295.619
CCDC112|153733	374.4493	CCDC112|153733	211.7231
CCDC113|29070	581.4978	CCDC113|29070	256.19
CCDC114|93233	70.9741	CCDC114|93233	16.1698
CCDC115|84317	1008.8106	CCDC115|84317	900.4548
CCDC116|164592	5.8737	CCDC116|164592	6.0637
CCDC117|150275	968.6735	CCDC117|150275	1120.7681
CCDC11|220136	89.5742	CCDC11|220136	26.7812
CCDC120|90060	517.3764	CCDC120|90060	367.8626
CCDC121|79635	160.0587	CCDC121|79635	191.0056
CCDC122|160857	62.1635	CCDC122|160857	63.6685
CCDC123|84902	593.2452	CCDC123|84902	348.1556
CCDC124|115098	501.2237	CCDC124|115098	327.9434
CCDC125|202243	925.1101	CCDC125|202243	576.0485
CCDC126|90693	166.4219	CCDC126|90693	265.2855
CCDC127|133957	619.6769	CCDC127|133957	366.3466
lowly_expressed	lowly_expressed	CCDC129|223075	25.7706
CCDC12|151903	431.7181	CCDC12|151903	324.9116
CCDC130|81576	343.6123	CCDC130|81576	351.6928
CCDC132|55610	694.0773	CCDC132|55610	735.7251
CCDC134|79879	45.5213	CCDC134|79879	46.9934
CCDC136|64753	30.3475	CCDC136|64753	68.2163
CCDC137|339230	298.091	CCDC137|339230	247.0945
CCDC138|165055	52.8634	CCDC138|165055	41.9404
CCDC13|152206	34.2633	CCDC13|152206	9.0955
CCDC141|285025	9.7895	CCDC141|285025	125.3158
CCDC142|84865	134.7969	CCDC142|84865	156.4123
CCDC144A|9720	13.6809	CCDC144A|9720	46.3365
CCDC144B|284047	41.7279	CCDC144B|284047	38.4032
CCDC146|57639	182.5746	CCDC146|57639	195.048
lowly_expressed	lowly_expressed	CCDC147|159686	14.1486
CCDC148|130940	31.816	CCDC148|130940	26.2759
CCDC149|91050	372.00199999999995	CCDC149|91050	675.0884
CCDC14|64770	496.3289	CCDC14|64770	1061.142
CCDC150|284992	6.3632	CCDC150|284992	13.6433
CCDC151|115948	12.2369	CCDC151|115948	11.1167
CCDC152|100129792	27.2687	CCDC152|100129792	174.4265
CCDC153|283152	7.8316	CCDC153|283152	8.0849
lowly_expressed	lowly_expressed	CCDC154|645811	8.0849
CCDC157|550631	90.9447	CCDC157|550631	24.7954
CCDC158|339965	33.2844	CCDC158|339965	43.4563
CCDC159|126075	251.1013	CCDC159|126075	176.3517
CCDC15|80071	66.5688	CCDC15|80071	270.3386
CCDC160|347475	25.4528	CCDC160|347475	56.0889
CCDC163P|126661	30.837	CCDC163P|126661	34.3608
lowly_expressed	lowly_expressed	CCDC17|149483	21.7281
CCDC18|343099	69.0162	CCDC18|343099	53.5624
CCDC19|25790	43.5634	CCDC19|25790	7.0743
CCDC21|64793	639.256	CCDC21|64793	322.385
CCDC22|28952	557.9834	CCDC22|28952	379.5604
CCDC23|374969	225.6486	CCDC23|374969	321.3744
CCDC24|149473	401.6936	CCDC24|149473	181.3744
CCDC25|55246	1525.2079999999999	CCDC25|55246	1137.4432
CCDC28A|25901	530.5923	CCDC28A|25901	491.6574
CCDC28B|79140	166.9114	CCDC28B|79140	68.7216
CCDC30|728621	263.8277	CCDC30|728621	123.2946
CCDC34|91057	207.0485	CCDC34|91057	260.7377
lowly_expressed	lowly_expressed	CCDC36|339834	54.573
CCDC39|339829	31.3265	CCDC39|339829	46.8216
CCDC3|83643	412.139	CCDC3|83643	1002.8954
CCDC40|55036	281.4488	CCDC40|55036	83.8807
CCDC41|51134	148.3113	CCDC41|51134	194.5427
CCDC43|124808	616.7401	CCDC43|124808	398.1809
CCDC45|90799	365.1493	CCDC45|90799	483.0723
CCDC46|201134	41.6055	CCDC46|201134	337.0389
CCDC47|57003	3311.7964	CCDC47|57003	3312.7842
CCDC48|79825	82.23200000000001	CCDC48|79825	99.5452
CCDC50|152137	1279.9804	CCDC50|152137	2677.1097
CCDC51|79714	308.37	CCDC51|79714	194.5427
CCDC52|152185	527.6554	CCDC52|152185	427.4886
CCDC53|51019	399.9021	CCDC53|51019	534.6134
CCDC55|84081	728.8302	CCDC55|84081	750.8843
CCDC56|28958	997.9344	CCDC56|28958	679.8282
CCDC57|284001	474.792	CCDC57|284001	676.0989999999999
CCDC58|131076	114.04799999999999	CCDC58|131076	130.8742
CCDC59|29080	373.9599	CCDC59|29080	427.4886
CCDC61|729440	144.885	CCDC61|729440	112.1779
lowly_expressed	lowly_expressed	CCDC62|84660	9.6008
CCDC64B|146439	335.7807	CCDC64B|146439	240.5255
CCDC64|92558	1079.2952	CCDC64|92558	112.6832
CCDC65|85478	120.4112	CCDC65|85478	17.6857
CCDC66|285331	274.0284	CCDC66|285331	365.8717
lowly_expressed	lowly_expressed	CCDC67|159989	8.5902
CCDC68|80323	13.7053	CCDC68|80323	87.9232
CCDC69|26112	294.6647	CCDC69|26112	1216.2708
CCDC6|8030	2124.8164	CCDC6|8030	2672.0566
CCDC71|64925	564.3661	CCDC71|64925	442.1425
CCDC72|51372	992.1684	CCDC72|51372	1053.5624
CCDC73|493860	29.4567	CCDC73|493860	34.5983
CCDC74A|90557	3540.8713	CCDC74A|90557	252.6529
CCDC74B|91409	1095.9373	CCDC74B|91409	58.1102
CCDC75|253635	77.3372	CCDC75|253635	82.3648
CCDC76|54482	232.9124	CCDC76|54482	332.3497
CCDC77|84318	150.7587	CCDC77|84318	141.9909
CCDC78|124093	82.7215	CCDC78|124093	9.0955
CCDC7|221016	35.7318	CCDC7|221016	40.9298
CCDC80|151887	1464.0235	CCDC80|151887	11144.5174
CCDC81|60494	5.3842	CCDC81|60494	16.6751
CCDC82|79780	167.4009	CCDC82|79780	622.5366
CCDC84|338657	82.7215	CCDC84|338657	141.4856
CCDC85A|114800	44.5423	CCDC85A|114800	172.3598
CCDC85B|11007	153.6955	CCDC85B|11007	122.7893
CCDC85C|317762	1159.4714	CCDC85C|317762	583.0925
CCDC86|79080	409.6867	CCDC86|79080	333.3653
CCDC87|55231	62.653	CCDC87|55231	18.6963
CCDC88A|55704	500.2447	CCDC88A|55704	1303.6887
CCDC88B|283234	168.8693	CCDC88B|283234	210.2072
CCDC88C|440193	880.5678	CCDC88C|440193	645.2754
CCDC89|220388	67.5477	CCDC89|220388	54.573
CCDC8|83987	93.0005	CCDC8|83987	1150.5811
CCDC90A|63933	406.7548	CCDC90A|63933	297.6251
CCDC90B|60492	640.2154	CCDC90B|60492	738.7468
CCDC91|55297	898.6784	CCDC91|55297	506.3163
CCDC92|80212	705.3353	CCDC92|80212	737.2410000000001
CCDC93|54520	765.0514	CCDC93|54520	1147.5493
CCDC94|55702	325.0122	CCDC94|55702	295.0985
CCDC96|257236	151.7376	CCDC96|257236	48.5093
CCDC97|90324	1196.7695	CCDC97|90324	803.4361
CCDC99|54908	252.0803	CCDC99|54908	191.5109
CCDC9|26093	223.2012	CCDC9|26093	206.67
CCHCR1|54535	237.396	CCHCR1|54535	309.7524
CCIN|881	5.3842	CCIN|881	7.0743
CCL11|6356	10.279000000000002	CCL11|6356	8.5902
lowly_expressed	lowly_expressed	CCL13|6357	82.8701
CCL14|6358	184.0382	CCL14|6358	3338.8833
lowly_expressed	lowly_expressed	CCL17|6361	17.1804
lowly_expressed	lowly_expressed	CCL18|6362	337.5442
CCL19|6363	302.9858	CCL19|6363	368.3679
CCL21|6366	176.7009	CCL21|6366	1262.2537
CCL22|6367	22.5159	CCL22|6367	181.4047
lowly_expressed	lowly_expressed	CCL23|6368	15.1592
lowly_expressed	lowly_expressed	CCL24|6369	7.0743
CCL28|56477	59.7161	CCL28|56477	1690.7529
CCL2|6347	316.6911	CCL2|6347	677.615
CCL3L1|6349	49.6329	lowly_expressed	lowly_expressed
CCL3L3|414062	12.0411	CCL3L3|414062	12.0263
CCL3|6348	151.7376	CCL3|6348	189.4896
CCL4L2|388372	95.9373	CCL4L2|388372	67.2057
CCL4|6351	124.8164	CCL4|6351	91.9656
CCL5|6352	570.2398	CCL5|6352	515.9171
lowly_expressed	lowly_expressed	CCL7|6354	9.0955
CCL8|6355	49.9266	CCL8|6355	66.195
CCM2|83605	647.0876	CCM2|83605	716.5235
lowly_expressed	lowly_expressed	CCNA1|8900	10.6114
CCNA2|890	277.6407	CCNA2|890	105.2501
CCNB1IP1|57820	464.51300000000003	CCNB1IP1|57820	638.7064
CCNB1|891	765.5409	CCNB1|891	207.6806
CCNB2|9133	282.9173	CCNB2|9133	49.0147
CCNB3|85417	17.6211	CCNB3|85417	9.0955
CCNC|892	1634.8507	CCNC|892	1354.7246
CCND1|595	9713.1669	CCND1|595	3590.8641
CCND2|894	465.4919	CCND2|894	1260.7377
CCND3|896	1414.5864	CCND3|896	1377.9687
CCNDBP1|23582	1745.4723	CCNDBP1|23582	1218.2921
CCNE1|898	38.6686	CCNE1|898	16.1698
CCNE2|9134	207.3568	CCNE2|9134	50.667
CCNF|899	485.5605	CCNF|899	321.8797
CCNG1|900	3047.9687	CCNG1|900	3140.9803
CCNG2|901	2758.6882	CCNG2|901	2558.3628
CCNH|902	922.9564	CCNH|902	550.1617
CCNI2|645121	6.5394	CCNI2|645121	7.3471
CCNI|10983	6741.5565	CCNI|10983	6474.9874
CCNJL|79616	22.5159	CCNJL|79616	109.146
CCNJ|54619	165.44299999999998	CCNJ|54619	252.1475
CCNK|8812	930.5923	CCNK|8812	802.9611
CCNL1|57018	915.3206	CCNL1|57018	1605.8615
CCNL2|81669	1927.068	CCNL2|81669	2587.1652
CCNO|10309	503.1816	CCNO|10309	75.7959
CCNT1|904	171.8062	CCNT1|904	256.19
CCNT2|905	1057.7582	CCNT2|905	1026.2759
CCNYL1|151195	307.8806	CCNYL1|151195	664.477
CCNY|219771	1632.4033	CCNY|219771	1964.1233
CCPG1|9236	2414.4004	CCPG1|9236	2744.3962
CCR10|2826	14.1948	CCR10|2826	10.6114
CCR1|1230	295.1542	CCR1|1230	813.0369
CCR2|729230	72.4425	CCR2|729230	176.857
CCR4|1233	25.9422	CCR4|1233	44.9722
CCR5|1234	203.1326	CCR5|1234	388.0748
CCR6|1235	45.0563	CCR6|1235	35.0733
CCR7|1236	58.2477	CCR7|1236	76.8065
CCRL1|51554	14.1948	CCRL1|51554	264.7802
CCRL2|9034	38.6686	CCRL2|9034	220.8186
CCRN4L|25819	397.4547	CCRN4L|25819	116.7256
CCS|9973	294.6647	CCS|9973	280.4447
CCT2|10576	3691.63	CCT2|10576	2333.5018
CCT3|7203	5752.325	CCT3|7203	3558.8681
CCT4|10575	4632.8928	CCT4|10575	3564.9318
CCT5|22948	4885.952	CCT5|22948	2832.7438
CCT6A|908	3189.9168	CCT6A|908	2630.6215
CCT6B|10693	114.5374	CCT6B|10693	84.8914
CCT6P1|643253	58.2477	CCT6P1|643253	81.8595
CCT7|10574	6326.9701	CCT7|10574	3313.2895
CCT8|10694	4434.6549	CCT8|10694	2687.7211
CD101|9398	36.7107	CD101|9398	49.52
CD109|135228	239.3539	CD109|135228	1399.6968
CD14|929	2025.9422	CD14|929	1815.5634
CD151|977	5972.5893	CD151|977	5199.5958
CD160|11126	7.3421	CD160|11126	20.2122
CD163L1|283316	52.373999999999995	CD163L1|283316	135.4219
CD163|9332	389.1336	CD163|9332	2176.857
CD164L2|388611	18.6001	CD164L2|388611	67.2057
CD164|8763	14873.7151	CD164|8763	13472.4608
CD180|4064	108.6637	CD180|4064	288.0243
CD19|930	21.0475	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CD1A|909	11.622
lowly_expressed	lowly_expressed	CD1B|910	15.1592
CD1C|911	29.3686	CD1C|911	131.8848
CD1D|912	76.8478	CD1D|912	88.9338
CD1E|913	16.6422	CD1E|913	40.9298
CD200R1|131450	12.7264	CD200R1|131450	55.0783
CD200|4345	166.4219	CD200|4345	653.8656
CD207|50489	9.7895	CD207|50489	15.6645
CD209|30835	36.7107	CD209|30835	366.3466
CD226|10666	17.6211	CD226|10666	38.9085
CD22|933	115.0269	CD22|933	178.8782
CD244|51744	10.279000000000002	CD244|51744	19.2016
CD247|919	49.4371	CD247|919	96.5134
CD248|57124	639.256	CD248|57124	2296.1091
CD24|100133941	51009.3	CD24|100133941	13608.3881
CD274|29126	11.258	CD274|29126	50.0253
CD276|80381	2331.3754	CD276|80381	1905.5078
CD27|939	93.6221	CD27|939	129.5452
CD28|940	40.1371	CD28|940	82.8701
CD2AP|23607	2255.5066	CD2AP|23607	1680.1415
CD2BP2|10421	1131.6691	CD2BP2|10421	1075.7959
CD2|914	198.7274	CD2|914	202.6276
CD300A|11314	222.7117	CD300A|11314	479.0298
CD300C|10871	50.4161	CD300C|10871	90.4497
CD300LB|124599	15.6632	CD300LB|124599	285.4977
CD300LF|146722	30.3475	CD300LF|146722	106.1142
CD300LG|146894	8.3211	CD300LG|146894	1051.0359
CD302|9936	2150.7587	CD302|9936	2262.4103
CD320|51293	731.7669999999999	CD320|51293	494.189
CD33|945	100.3426	CD33|945	170.28799999999998
CD34|947	1696.5247	CD34|947	4748.8631
CD36|948	227.11700000000002	CD36|948	19188.479
CD37|951	448.3603	CD37|951	524.5073
CD38|952	11.258	CD38|952	42.951
CD3D|915	61.674	CD3D|915	89.4391
CD3EAP|10849	396.9652	CD3EAP|10849	407.9232
CD3E|916	212.9222	CD3E|916	270.8439
CD3G|917	26.9212	CD3G|917	41.4351
CD40LG|959	24.9633	CD40LG|959	51.0359
CD40|958	224.1801	CD40|958	510.3588
CD44|960	22135.5849	CD44|960	9256.6953
CD46|4179	8903.5732	CD46|4179	6795.8565
CD47|961	1378.8546	CD47|961	3126.3264
CD48|962	276.5541	CD48|962	434.0576
CD4|920	1247.1855	CD4|920	2187.9737
CD52|1043	192.8536	CD52|1043	1739.7676
CD53|963	929.5154	CD53|963	1638.7064
CD55|1604	296.1331	CD55|1604	1777.6655
CD58|965	174.743	CD58|965	271.8545
CD59|966	9177.6799	CD59|966	20248.1051
CD5|921	64.6109	CD5|921	95.5028
CD63|967	9106.2163	CD63|967	11050.5306
CD68|968	1933.9207	CD68|968	8144.5174
CD69|969	137.5428	CD69|969	172.3092
CD6|923	126.2849	CD6|923	137.4432
CD70|970	7.8316	CD70|970	17.6857
CD72|971	35.2423	CD72|971	113.1885
CD74|972	36226.6275	CD74|972	42187.9737
CD79A|973	123.8375	CD79A|973	231.43
CD79B|974	77.3372	CD79B|974	137.9485
CD7|924	46.0108	CD7|924	52.0465
CD80|941	20.0685	CD80|941	17.6857
CD81|975	9135.5849	CD81|975	12090.4497
CD82|3732	217.8169	CD82|3732	1429.5099
CD83|9308	300.5384	CD83|9308	692.2688
CD84|8832	100.3426	CD84|8832	289.0349
CD86|942	200.6853	CD86|942	362.8095
CD8A|925	168.8693	CD8A|925	179.3835
CD8B|926	43.0739	CD8B|926	56.5942
CD93|22918	2176.2115	CD93|22918	4118.7468
CD96|10225	80.2741	CD96|10225	130.8742
CD97|976	514.4395	CD97|976	1120.2628
CD99L2|83692	3371.5125	CD99L2|83692	1381.0005
CD99|4267	1073.4214	CD99|4267	2175.3411
CD9|928	4402.3495	CD9|928	6454.2698
CDADC1|81602	147.3324	CDADC1|81602	236.4831
CDAN1|146059	470.3867	CDAN1|146059	401.718
CDA|978	59.2266	CDA|978	55.0783
CDC123|8872	1045.6486	CDC123|8872	776.953
CDC14A|8556	241.3118	CDC14A|8556	457.80699999999996
CDC14B|8555	84.1899	CDC14B|8555	629.6109
lowly_expressed	lowly_expressed	CDC14C|168448	10.6114
CDC16|8881	1479.6867	CDC16|8881	1407.2764
CDC20B|166979	122.3691	lowly_expressed	lowly_expressed
CDC20|991	409.2022	CDC20|991	75.2906
CDC23|8697	656.3877	CDC23|8697	815.0581
CDC25A|993	139.9902	CDC25A|993	25.7706
CDC25B|994	502.6921	CDC25B|994	683.6786
CDC25C|995	49.9266	CDC25C|995	6.0637
CDC26|246184	131.1796	CDC26|246184	122.6882
CDC27|996	1691.63	CDC27|996	1496.2102
CDC34|997	441.0181	CDC34|997	351.6928
CDC37L1|55664	443.955	CDC37L1|55664	397.6756
CDC37|11140	1844.836	CDC37|11140	2021.7281
CDC40|51362	944.6892	CDC40|51362	853.4613
CDC42BPA|8476	910.4258	CDC42BPA|8476	2118.2415
CDC42BPB|9578	3999.0209999999997	CDC42BPB|9578	2894.3911
CDC42BPG|55561	707.2932	CDC42BPG|55561	769.0753
CDC42EP1|11135	619.1875	CDC42EP1|11135	1338.5548
CDC42EP2|10435	302.9858	CDC42EP2|10435	374.4315
CDC42EP3|10602	1060.2056	CDC42EP3|10602	1026.7812
CDC42EP4|23580	1085.1689	CDC42EP4|23580	1736.7357
CDC42EP5|148170	18.1106	CDC42EP5|148170	98.0293
CDC42SE1|56882	2356.0352	CDC42SE1|56882	2897.0793
CDC42SE2|56990	1449.3392	CDC42SE2|56990	1711.9757
CDC42|998	5514.4395	CDC42|998	5267.812
CDC45|8318	151.7376	CDC45|8318	7.5796
CDC5L|988	1146.8429	CDC5L|988	993.9363
CDC6|990	345.0808	CDC6|990	64.6791
CDC73|79577	1077.8267	CDC73|79577	1146.5387
CDC7|8317	198.2379	CDC7|8317	59.1208
CDCA2|157313	81.2531	CDCA2|157313	24.2547
CDCA3|83461	158.4826	CDCA3|83461	51.051
CDCA4|55038	198.7274	CDCA4|55038	194.5427
CDCA5|113130	322.5649	CDCA5|113130	77.3118
CDCA7L|55536	132.5795	CDCA7L|55536	538.0344
CDCA7|83879	20.558000000000003	CDCA7|83879	67.711
CDCA8|55143	279.4909	CDCA8|55143	62.1526
CDCP1|64866	783.1619999999999	CDCP1|64866	652.855
CDH11|1009	999.0210000000001	CDH11|1009	1884.285
lowly_expressed	lowly_expressed	CDH12|1010	28.8024
CDH13|1012	312.2859	CDH13|1012	664.9823
lowly_expressed	lowly_expressed	CDH17|1015	7.5796
lowly_expressed	lowly_expressed	CDH19|28513	8.0849
CDH1|999	15560.4503	CDH1|999	7697.8272
lowly_expressed	lowly_expressed	CDH22|64405	26.7812
CDH23|64072	32.3054	CDH23|64072	243.5574
CDH24|64403	206.0695	CDH24|64403	119.2521
CDH26|60437	5.3842	CDH26|60437	18.191
CDH2|1000	139.9902	CDH2|1000	63.6685
CDH3|1001	86.6373	CDH3|1001	1437.0894
lowly_expressed	lowly_expressed	CDH4|1002	16.1698
CDH5|1003	1088.5952	CDH5|1003	3205.1541
CDH6|1004	80.2741	CDH6|1004	122.28399999999999
CDH7|1005	24.9633	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH8|1006	8.0849
CDHR1|92211	8.8106	CDHR1|92211	25.2653
CDHR3|222256	1324.3759	CDHR3|222256	74.1839
CDHR4|389118	5.3842	lowly_expressed	lowly_expressed
CDIPT|10423	2385.7073	CDIPT|10423	1700.3537
CDK10|8558	896.7205	CDK10|8558	768.57
CDK11A|728642	355.2129	CDK11A|728642	230.763
CDK11B|984	638.4239	CDK11B|984	672.7236
CDK12|51755	1449.3392	CDK12|51755	1314.3002
CDK13|8621	989.721	CDK13|8621	1087.9232
CDK14|5218	385.7073	CDK14|5218	1005.5584
CDK16|5127	2686.2457	CDK16|5127	1307.7312
