gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
TPX2|22974	1584.8214	TPX2|22974	136.3279
TRA2A|29896	925.5952	TRA2A|29896	676.0465
TRA2B|6434	3276.5377	TRA2B|6434	1785.5457
TRABD|80305	285.9623	TRABD|80305	210.7839
TRADD|8717	171.13099999999997	TRADD|8717	345.7135
TRAF1|7185	73.6607	TRAF1|7185	196.452
TRAF2|7186	366.5675	TRAF2|7186	146.8146
TRAF3IP1|26146	1044.1468	TRAF3IP1|26146	696.3209
TRAF3IP2|10758	691.4683	TRAF3IP2|10758	725.6838
TRAF3IP3|80342	23.8095	TRAF3IP3|80342	37.7523
TRAF3|7187	416.4187	TRAF3|7187	309.709
TRAF4|9618	1631.2004	TRAF4|9618	70.6109
TRAF5|7188	911.9544	TRAF5|7188	256.2265
TRAF6|7189	186.2599	TRAF6|7189	300.2709
TRAF7|84231	2927.2495	TRAF7|84231	1075.9416
TRAFD1|10906	1926.0913	TRAFD1|10906	645.9844
TRAIP|10293	116.0714	TRAIP|10293	23.0709
TRAK1|22906	1690.4762	TRAK1|22906	2374.2026
TRAK2|66008	1337.0536	TRAK2|66008	3524.2506
TRAM1L1|133022	161.2103	TRAM1L1|133022	52.7834
TRAM1|23471	7717.2619	TRAM1|23471	4059.0754
TRAM2|9697	1171.131	TRAM2|9697	1647.1205
TRANK1|9881	503.7202	TRANK1|9881	846.2816
TRAP1|10131	3464.9231	TRAP1|10131	1218.4567
TRAPPC10|7109	1373.5119	TRAPPC10|7109	1560.0804
TRAPPC1|58485	960.3175	TRAPPC1|58485	946.2554
TRAPPC2L|51693	749.752	TRAPPC2L|51693	544.6124
TRAPPC2P1|10597	166.7039	TRAPPC2P1|10597	124.4709
TRAPPC2|6399	270.8333	TRAPPC2|6399	169.53599999999997
TRAPPC3|27095	696.1806	TRAPPC3|27095	1266.8007
TRAPPC4|51399	791.1706	TRAPPC4|51399	841.3877
TRAPPC5|126003	202.1329	TRAPPC5|126003	310.0586
TRAPPC6A|79090	369.5437	TRAPPC6A|79090	205.1909
TRAPPC6B|122553	772.8175	TRAPPC6B|122553	814.4717
TRAPPC9|83696	851.9345	TRAPPC9|83696	688.6306
TRDMT1|1787	63.7401	TRDMT1|1787	168.4873
lowly_expressed	lowly_expressed	TRDN|10345	2180.5471
TREM1|54210	259.6726	TREM1|54210	15.3806
TREM2|54209	183.2837	TREM2|54209	33.2081
lowly_expressed	lowly_expressed	TREML1|340205	6.2921
lowly_expressed	lowly_expressed	TREML2|79865	10.1372
TRERF1|55809	387.8968	TRERF1|55809	252.3814
TREX1|11277	229.7024	TREX1|11277	228.0975
lowly_expressed	lowly_expressed	TRHDE|29953	320.2132
TRH|7200	15.873	lowly_expressed	lowly_expressed
TRIAP1|51499	470.9821	TRIAP1|51499	467.0104
TRIB1|10221	1667.4107	TRIB1|10221	1163.3313
TRIB2|28951	1264.6329	TRIB2|28951	1187.1013
TRIB3|57761	1445.4365	TRIB3|57761	94.7304
TRIL|9865	189.9802	TRIL|9865	401.6429
TRIM11|81559	869.2956	TRIM11|81559	220.222
TRIM13|10206	315.7564	TRIM13|10206	696.237
TRIM14|9830	756.4484	TRIM14|9830	311.8063
TRIM16L|147166	194.1741	TRIM16L|147166	223.7315
TRIM16|10626	305.1786	TRIM16|10626	883.8347
TRIM17|51127	45.1389	lowly_expressed	lowly_expressed
TRIM21|6737	453.621	TRIM21|6737	490.4308
TRIM22|10346	511.1607	TRIM22|10346	1698.1561
TRIM23|373	683.2837	TRIM23|373	543.2142
TRIM24|8805	603.4226	TRIM24|8805	564.8868
TRIM25|7706	777.0337	TRIM25|7706	1495.412
TRIM26|7726	1281.498	TRIM26|7726	907.8039
TRIM27|5987	1129.9603	TRIM27|5987	755.7459
TRIM28|10155	5010.9127	TRIM28|10155	2121.1221
TRIM29|23650	59.7718	TRIM29|23650	10.8363
TRIM2|23321	223.9583	TRIM2|23321	824.9585
TRIM32|22954	832.3413	TRIM32|22954	476.798
TRIM33|51592	1165.1786	TRIM33|51592	1042.7335
TRIM34|53840	204.6131	TRIM34|53840	352.3552
TRIM35|23087	674.6032	TRIM35|23087	576.4223
TRIM36|55521	23.0655	TRIM36|55521	6.6416
TRIM37|4591	912.7307	TRIM37|4591	572.2975
TRIM38|10475	594.246	TRIM38|10475	491.8291
TRIM39|56658	582.4702	TRIM39|56658	421.3336
TRIM3|10612	371.7758	TRIM3|10612	239.0981
TRIM41|90933	1151.6791	TRIM41|90933	707.3075
TRIM44|54765	1959.8214	TRIM44|54765	2076.029
TRIM45|80263	256.2004	TRIM45|80263	59.425
TRIM46|80128	104.6627	lowly_expressed	lowly_expressed
TRIM47|91107	406.49800000000005	TRIM47|91107	374.7269
TRIM4|89122	1553.5714	TRIM4|89122	887.5295
lowly_expressed	lowly_expressed	TRIM50|135892	10.1372
TRIM52|84851	359.12699999999995	TRIM52|84851	211.8326
TRIM55|84675	12.1528	TRIM55|84675	16.0797
TRIM56|81844	558.0357	TRIM56|81844	548.1080000000001
TRIM58|25893	744.5585	TRIM58|25893	70.4675
TRIM59|286827	371.6146	TRIM59|286827	22.7003
TRIM5|85363	214.7594	TRIM5|85363	534.4543
lowly_expressed	lowly_expressed	TRIM61|391712	22.0222
TRIM62|55223	196.4286	TRIM62|55223	97.8764
TRIM65|201292	345.7341	TRIM65|201292	356.5499
TRIM66|9866	278.7698	TRIM66|9866	297.824
lowly_expressed	lowly_expressed	TRIM67|440730	23.77
TRIM68|55128	168.4028	TRIM68|55128	424.0147
TRIM69|140691	7.557	TRIM69|140691	17.1284
TRIM6|117854	198.4127	TRIM6|117854	249.9345
TRIM72|493829	11.4087	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TRIM78P|117852	5.9635
TRIM7|81786	13.8889	TRIM7|81786	37.4028
TRIM8|81603	2540.1786	TRIM8|81603	5082.5832
TRIM9|114088	583.0853	TRIM9|114088	11.1859
TRIOBP|11078	851.0293	TRIOBP|11078	2343.0709
TRIO|7204	1648.0655	TRIO|7204	2927.9035
TRIP10|9322	381.6964	TRIP10|9322	1866.6434
TRIP11|9321	2062.748	TRIP11|9321	1275.1901
TRIP12|9320	4262.4008	TRIP12|9320	5790.7891
TRIP13|9319	150.7937	TRIP13|9319	42.9957
TRIP4|9325	820.4365	TRIP4|9325	665.9093
TRIP6|7205	841.2698	TRIP6|7205	753.299
TRIT1|54802	232.3909	TRIT1|54802	235.6026
TRMT112|51504	1765.129	TRMT112|51504	1369.5709
TRMT11|60487	208.0853	TRMT11|60487	180.7218
TRMT12|55039	722.7183	TRMT12|55039	236.6512
TRMT1|55621	183.7798	TRMT1|55621	327.88599999999997
TRMT2A|27037	311.2599	TRMT2A|27037	331.3816
TRMT2B|79979	962.5496	TRMT2B|79979	474.3511
TRMT5|57570	552.5794	TRMT5|57570	634.0994
TRMT61A|115708	310.0198	TRMT61A|115708	288.0364
TRMT61B|55006	276.5575	TRMT61B|55006	219.2432
TRMT6|51605	662.6984	TRMT6|51605	296.4258
TRMU|55687	134.1766	TRMU|55687	183.1687
TRNAU1AP|54952	340.0298	TRNAU1AP|54952	326.8374
TRNP1|388610	73.6607	TRNP1|388610	26.916
TRNT1|51095	528.125	TRNT1|51095	306.6818
TROAP|10024	149.3056	TROAP|10024	5.2434
TROVE2|6738	1615.5332	TROVE2|6738	1122.9468
TRO|7216	134.6726	TRO|7216	485.1875
TRPA1|8989	11.2128	lowly_expressed	lowly_expressed
TRPC1|7220	148.3135	TRPC1|7220	147.1642
TRPC3|7222	7.1925	TRPC3|7222	8.0398
TRPC4AP|26133	2472.2222	TRPC4AP|26133	2701.0399
lowly_expressed	lowly_expressed	TRPC4|7223	6.9912
TRPC6|7225	60.2679	TRPC6|7225	176.8767
lowly_expressed	lowly_expressed	TRPM1|4308	5.5929
TRPM2|7226	175.3472	TRPM2|7226	178.2749
lowly_expressed	lowly_expressed	TRPM3|80036	39.5001
TRPM4|54795	886.4087	TRPM4|54795	491.4795
lowly_expressed	lowly_expressed	TRPM6|140803	44.394
TRPM7|54822	1412.4504	TRPM7|54822	1467.7969
TRPM8|79054	5.2083	lowly_expressed	lowly_expressed
TRPS1|7227	34191.7163	TRPS1|7227	760.2901
TRPT1|83707	206.3492	TRPT1|83707	292.9302
TRPV1|7442	271.3715	TRPV1|7442	171.7172
TRPV2|51393	87.3016	TRPV2|51393	402.342
lowly_expressed	lowly_expressed	TRPV3|162514	13.3601
TRPV4|59341	45.1389	TRPV4|59341	25.5178
TRPV6|55503	142.3611	lowly_expressed	lowly_expressed
TRRAP|8295	3108.2688	TRRAP|8295	1682.5797
TRUB1|142940	687.748	TRUB1|142940	374.3773
TRUB2|26995	756.9444	TRUB2|26995	436.9484
TSC1|7248	936.0119	TSC1|7248	1219.9598
TSC22D1|8848	1333.3333	TSC22D1|8848	4498.4707
TSC22D2|9819	629.4643	TSC22D2|9819	675.3474
TSC22D3|1831	3286.9544	TSC22D3|1831	6110.6353
TSC22D4|81628	695.1885	TSC22D4|81628	568.0329
TSC2|7249	2030.2579	TSC2|7249	1662.8507
TSEN15|116461	1092.5099	TSEN15|116461	525.0371
TSEN2|80746	228.1746	TSEN2|80746	144.7173
TSEN34|79042	910.4663	TSEN34|79042	426.8112
TSEN54|283989	331.8452	TSEN54|283989	110.8101
TSFM|10102	883.1845	TSFM|10102	518.7451
TSG101|7251	1388.8889	TSG101|7251	1339.1593
TSGA10|80705	95.4861	TSGA10|80705	148.2129
TSGA14|95681	298.1151	TSGA14|95681	237.0008
lowly_expressed	lowly_expressed	TSHR|7253	9.0885
TSHZ1|10194	675.3472	TSHZ1|10194	1056.7159
TSHZ2|128553	46.379	TSHZ2|128553	743.1618
TSHZ3|57616	262.8968	TSHZ3|57616	312.855
TSIX|9383	24.3849	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TSKS|60385	9.0885
TSKU|25987	1031.746	TSKU|25987	4516.6477
lowly_expressed	lowly_expressed	TSLP|85480	97.1773
TSNARE1|203062	211.0615	TSNARE1|203062	152.7571
TSNAX-DISC1|100303453	6.2624	lowly_expressed	lowly_expressed
TSNAXIP1|55815	150.7937	TSNAXIP1|55815	7.6903
TSNAX|7257	2356.5352	TSNAX|7257	991.1492
TSN|7247	2281.498	TSN|7247	2012.0598
TSPAN10|83882	22.5694	TSPAN10|83882	13.6328
TSPAN11|441631	57.2917	TSPAN11|441631	296.4258
TSPAN12|23554	117.3115	TSPAN12|23554	418.7713
TSPAN13|27075	6077.1329	TSPAN13|27075	1496.8103
TSPAN14|81619	1504.9603	TSPAN14|81619	4943.4589
TSPAN15|23555	2732.3909	TSPAN15|23555	3062.8332
TSPAN17|26262	1227.4306	TSPAN17|26262	537.6213
TSPAN18|90139	329.3651	TSPAN18|90139	2329.8086
TSPAN1|10103	876.9841	TSPAN1|10103	34.2568
TSPAN2|10100	102.1825	TSPAN2|10100	387.311
TSPAN31|6302	1646.3294	TSPAN31|6302	1297.2123
lowly_expressed	lowly_expressed	TSPAN32|10077	6.9912
TSPAN33|340348	418.6508	TSPAN33|340348	262.5186
TSPAN3|10099	2615.3274	TSPAN3|10099	16182.4696
TSPAN4|7106	799.3552	TSPAN4|7106	2216.202
TSPAN5|10098	25.7937	TSPAN5|10098	19.2257
TSPAN6|7105	1884.6726	TSPAN6|7105	1623.3505
TSPAN7|7102	120.7837	TSPAN7|7102	1763.8731
lowly_expressed	lowly_expressed	TSPAN8|7103	112.2083
TSPAN9|10867	1636.6567	TSPAN9|10867	2029.1881
TSPO|706	595.9821	TSPO|706	1883.0726
TSPYL1|7259	2812.8745	TSPYL1|7259	2212.259
TSPYL2|64061	686.7560000000001	TSPYL2|64061	629.5552
TSPYL3|128854	82.5893	TSPYL3|128854	13.2832
TSPYL4|23270	937.252	TSPYL4|23270	629.5552
TSPYL5|85453	628.4722	TSPYL5|85453	670.1039999999999
TSR1|55720	1859.4296	TSR1|55720	1152.5299
TSR2|90121	1111.6071	TSR2|90121	1076.2912
TSSC1|7260	312.996	TSSC1|7260	226.514
TSSC4|10078	319.9405	TSSC4|10078	349.2091
TSSK3|81629	7.2024	TSSK3|81629	29.5412
TSSK4|283629	12.6488	TSSK4|283629	15.030999999999999
TSSK6|83983	27.5298	TSSK6|83983	7.6903
TSTA3|7264	1897.8175	TSTA3|7264	419.4704
TSTD1|100131187	1564.7247	TSTD1|100131187	530.6301
TSTD2|158427	535.2604	TSTD2|158427	678.2557
TST|7263	146.3294	TST|7263	1390.1949
TTBK2|146057	176.3393	TTBK2|146057	372.6296
TTC12|54970	556.5476	TTC12|54970	180.7218
TTC13|79573	499.504	TTC13|79573	325.4391
TTC14|151613	1150.7937	TTC14|151613	692.1262
TTC15|51112	500.744	TTC15|51112	726.3829
TTC16|158248	89.7817	TTC16|158248	5.5929
TTC17|55761	1616.0714	TTC17|55761	1412.9162
TTC18|118491	401.3269	TTC18|118491	114.6238
TTC19|54902	1568.8839	TTC19|54902	860.0542
TTC1|7265	1052.0833	TTC1|7265	1258.7608
TTC21A|199223	332.5893	TTC21A|199223	39.1506
TTC21B|79809	299.3527	TTC21B|79809	553.3479
TTC22|55001	39.4345	lowly_expressed	lowly_expressed
TTC23L|153657	54.3155	lowly_expressed	lowly_expressed
TTC23|64927	280.0099	TTC23|64927	552.6523
TTC25|83538	138.1448	TTC25|83538	9.7876
TTC26|79989	249.0079	TTC26|79989	61.5223
TTC27|55622	380.4563	TTC27|55622	395.0013
TTC28|23331	358.1176	TTC28|23331	2029.8383
TTC29|83894	31.498	lowly_expressed	lowly_expressed
TTC30A|92104	1305.0595	TTC30A|92104	264.6159
TTC30B|150737	763.6409	TTC30B|150737	228.9609
TTC31|64427	499.504	TTC31|64427	481.3423
TTC32|130502	46.875	TTC32|130502	28.6638
TTC33|23548	153.0258	TTC33|23548	434.5014
TTC35|9694	1189.4841	TTC35|9694	1006.7289999999999
TTC36|143941	91.5179	TTC36|143941	24.1195
TTC37|9652	3697.4206	TTC37|9652	2923.7088
TTC38|55020	324.1567	TTC38|55020	781.9628
TTC39A|22996	2524.0575	TTC39A|22996	45.7922
TTC39B|158219	299.1071	TTC39B|158219	52.0842
TTC39C|125488	597.9663	TTC39C|125488	730.5776
TTC3|7267	7883.9286	TTC3|7267	10363.7158
TTC4|7268	441.2202	TTC4|7268	498.8202
TTC5|91875	353.9187	TTC5|91875	167.0891
TTC7A|57217	480.3472	TTC7A|57217	859.5578
TTC7B|145567	170.3869	TTC7B|145567	1221.358
TTC8|123016	989.5833	TTC8|123016	260.0717
TTC9C|283237	272.3214	TTC9C|283237	211.8326
TTC9|23508	4535.4663	TTC9|23508	73.4073
TTF1|7270	368.0556	TTF1|7270	372.28
TTF2|8458	216.5179	TTF2|8458	354.8021
TTK|7272	198.4127	TTK|7272	9.4381
lowly_expressed	lowly_expressed	TTLL10|254173	29.3629
TTLL11|158135	55.5556	TTLL11|158135	90.8853
TTLL12|23170	12376.9841	TTLL12|23170	547.4089
TTLL13|440307	5.3001	lowly_expressed	lowly_expressed
TTLL1|25809	181.5476	TTLL1|25809	168.4873
TTLL3|26140	680.0074	TTLL3|26140	561.6185
TTLL4|9654	722.7183	TTLL4|9654	130.3854
TTLL5|23093	1422.619	TTLL5|23093	438.3466
TTLL6|284076	6.9444	lowly_expressed	lowly_expressed
TTLL7|79739	70.9325	TTLL7|79739	267.4124
TTLL9|164395	164.1865	lowly_expressed	lowly_expressed
TTL|150465	465.0298	TTL|150465	956.3926
TTN|7273	144.0575	lowly_expressed	lowly_expressed
TTPAL|79183	1126.7361	TTPAL|79183	449.5325
TTPA|7274	21.0813	TTPA|7274	72.0091
TTYH1|57348	10.4167	TTYH1|57348	562.4399
TTYH2|94015	56.6468	TTYH2|94015	264.3468
TTYH3|80727	1110.119	TTYH3|80727	721.1396
TUBA1A|7846	5176.3566	TUBA1A|7846	5125.8376
TUBA1B|10376	19338.811999999998	TUBA1B|10376	9751.9636
TUBA1C|84790	3767.1131	TUBA1C|84790	1069.9991
TUBA3E|112714	12.6488	lowly_expressed	lowly_expressed
TUBA4A|7277	931.0516	TUBA4A|7277	223.0184
TUBA4B|80086	90.7738	lowly_expressed	lowly_expressed
TUBA8|51807	17.3611	TUBA8|51807	104.137
TUBAL3|79861	5.4563	lowly_expressed	lowly_expressed
TUBB1|81027	6.2004	TUBB1|81027	117.8013
TUBB2A|7280	439.4841	TUBB2A|7280	1769.8156
TUBB2B|347733	9.7272	TUBB2B|347733	45.0896
TUBB2C|10383	6971.9742	TUBB2C|10383	3031.0233
TUBB3|10381	378.8269	TUBB3|10381	86.2256
TUBB4|10382	38.6905	TUBB4|10382	56.6285
TUBB6|84617	896.2525	TUBB6|84617	5345.1018
TUBB8|347688	17.3611	lowly_expressed	lowly_expressed
TUBBP5|643224	95.9821	lowly_expressed	lowly_expressed
TUBB|203068	11326.1409	TUBB|203068	11882.1987
TUBD1|51174	158.7302	TUBD1|51174	133.1819
TUBE1|51175	142.6091	TUBE1|51175	262.16900000000004
TUBG1|7283	911.9544	TUBG1|7283	635.8472
TUBG2|27175	147.8175	TUBG2|27175	521.8911
TUBGCP2|10844	1348.7897	TUBGCP2|10844	1251.116
TUBGCP3|10426	764.6329	TUBGCP3|10426	605.4356
TUBGCP4|27229	251.4881	TUBGCP4|27229	274.4036
TUBGCP5|114791	380.4563	TUBGCP5|114791	525.7363
TUBGCP6|85378	413.4425	TUBGCP6|85378	766.9317
TUB|7275	473.7103	TUB|7275	415.6253
TUFM|7284	5744.7917	TUFM|7284	2655.2477
TUFT1|7286	3018.1052	TUFT1|7286	413.5279
TUG1|55000	5163.6905	TUG1|55000	3568.9941
TULP3|7289	1104.9107	TULP3|7289	711.7015
TULP4|56995	1033.7302	TULP4|56995	888.2286
TUSC1|286319	414.6825	TUSC1|286319	363.541
TUSC2|11334	809.0278	TUSC2|11334	593.9002
TUSC3|7991	3903.0258	TUSC3|7991	406.8863
TUSC5|286753	23.3135	TUSC5|286753	22284.366
TUT1|64852	491.0714	TUT1|64852	475.0502
TWF1|5756	3168.8988	TWF1|5756	1418.1596
TWF2|11344	906.813	TWF2|11344	1074.1204
TWIST1|7291	84.8214	TWIST1|7291	566.2851
TWIST2|117581	14.3849	TWIST2|117581	399.5456
TWISTNB|221830	687.9960000000001	TWISTNB|221830	419.1209
TWSG1|57045	647.5694	TWSG1|57045	696.6705
lowly_expressed	lowly_expressed	TXK|7294	19.9248
TXLNA|200081	1581.1012	TXLNA|200081	1513.2395
TXLNB|167838	156.25	TXLNB|167838	44.394
TXLNG|55787	356.8948	TXLNG|55787	552.6523
TXN2|25828	906.498	TXN2|25828	1453.8146
TXNDC11|51061	2884.4246	TXNDC11|51061	884.3835
TXNDC12|51060	767.8571	TXNDC12|51060	1221.7076
TXNDC15|79770	896.3294	TXNDC15|79770	1218.5616
TXNDC16|57544	742.0635	TXNDC16|57544	517.6964
TXNDC17|84817	573.8914	TXNDC17|84817	401.7653
TXNDC5|81567	5506.8998	TXNDC5|81567	6162.9398
TXNDC6|347736	12.8968	TXNDC6|347736	7.6903
TXNDC9|10190	657.9861	TXNDC9|10190	497.0724
TXNIP|10628	3079.6131	TXNIP|10628	72941.7111
TXNL1|9352	1452.381	TXNL1|9352	1230.097
TXNL4A|10907	676.0913	TXNL4A|10907	729.1794
TXNL4B|54957	172.61900000000003	TXNL4B|54957	119.5491
TXNRD1|7296	3398.3135	TXNRD1|7296	2010.3120000000001
TXNRD2|10587	345.7341	TXNRD2|10587	291.5319
TXNRD3IT1|645840	293.6508	TXNRD3IT1|645840	328.5852
TXN|7295	1489.5833	TXN|7295	1216.4642
TYK2|7297	578.373	TYK2|7297	969.3262
TYMP|1890	305.0595	TYMP|1890	674.9978
TYMS|7298	804.7669	TYMS|7298	142.3333
TYRO3|7301	147.5694	TYRO3|7301	3547.3215
TYROBP|7305	346.7262	TYROBP|7305	914.096
TYRP1|7306	12.8968	lowly_expressed	lowly_expressed
TYSND1|219743	372.5198	TYSND1|219743	806.4319
TYW1B|441250	58.2837	TYW1B|441250	53.4825
TYW1|55253	750.0	TYW1|55253	431.3554
TYW3|127253	361.0342	TYW3|127253	607.2289
U2AF1L4|199746	56.0193	U2AF1L4|199746	102.3298
U2AF1|7307	987.1032	U2AF1|7307	1126.9772
U2AF2|11338	2306.2996	U2AF2|11338	1552.3901
UACA|55075	1491.5675	UACA|55075	3719.3044
UAP1L1|91373	324.6528	UAP1L1|91373	173.0315
UAP1|6675	3556.2996	UAP1|6675	2185.4409
UBA1|7317	7083.3333	UBA1|7317	6655.2477
UBA2|10054	1978.9187	UBA2|10054	6789.8278
UBA3|9039	1339.0377	UBA3|9039	1128.725
UBA52|7311	4848.9583	UBA52|7311	7672.8131
UBA5|79876	1072.5174	UBA5|79876	830.2193
UBA6|55236	1111.8552	UBA6|55236	686.1837
UBA7|7318	929.5635	UBA7|7318	765.5335
UBAC1|10422	453.37300000000005	UBAC1|10422	519.7938
UBAC2|337867	1353.3929	UBAC2|337867	1000.1643
UBAP1|51271	1686.756	UBAP1|51271	1969.4136
UBAP2L|9898	6894.5933	UBAP2L|9898	2447.6099
UBAP2|55833	1182.5397	UBAP2|55833	810.9761
lowly_expressed	lowly_expressed	UBASH3A|53347	5.9425
UBASH3B|84959	67.9563	UBASH3B|84959	67.8144
UBB|7314	12936.5079	UBB|7314	15244.6037
UBC|7316	39689.9802	UBC|7316	51151.2715
UBD|10537	550.0992	UBD|10537	34.6063
UBE2A|7319	1616.3194	UBE2A|7319	1539.806
UBE2B|7320	1896.0813	UBE2B|7320	1210.1722
UBE2CBP|90025	13.6409	UBE2CBP|90025	44.0444
UBE2C|11065	351.9345	UBE2C|11065	13.9823
UBE2D1|7321	306.7956	UBE2D1|7321	296.0762
UBE2D2|7322	1582.5893	UBE2D2|7322	1473.7394
UBE2D3|7323	6750.2480000000005	UBE2D3|7323	5323.0796
UBE2D4|51619	207.62400000000002	UBE2D4|51619	664.962
UBE2E1|7324	1338.2937	UBE2E1|7324	1158.787
UBE2E2|7325	465.0298	UBE2E2|7325	710.3032
UBE2E3|10477	812.252	UBE2E3|10477	1293.0176
UBE2F|140739	576.0615	UBE2F|140739	624.5146
UBE2G1|7326	1344.7421	UBE2G1|7326	1210.8713
UBE2G2|7327	713.2937	UBE2G2|7327	2453.5524
UBE2H|7328	1458.0853	UBE2H|7328	2768.8543
UBE2I|7329	3794.1468	UBE2I|7329	1369.2214
UBE2J1|51465	1731.6468	UBE2J1|51465	1420.2569
UBE2J2|118424	434.7718	UBE2J2|118424	654.0243
UBE2K|3093	2511.1607	UBE2K|3093	1567.0716
UBE2L3|7332	1206.3492	UBE2L3|7332	2302.1935
UBE2L6|9246	2460.8135	UBE2L6|9246	1028.4016
UBE2MP1|606551	55.3075	UBE2MP1|606551	81.4472
UBE2M|9040	536.7063	UBE2M|9040	650.5287
UBE2NL|389898	5.2083	UBE2NL|389898	5.9425
UBE2N|7334	2269.8413	UBE2N|7334	1435.9871
UBE2O|63893	784.7222	UBE2O|63893	499.8689
UBE2Q1|55585	2980.1587	UBE2Q1|55585	1448.2216
UBE2Q2P1|388165	5.4563	UBE2Q2P1|388165	47.54
UBE2Q2|92912	846.4782	UBE2Q2|92912	1174.8667
UBE2QL1|134111	376.9841	UBE2QL1|134111	23.4204
UBE2R2|54926	1855.1587	UBE2R2|54926	2092.4583
UBE2S|27338	200.6448	UBE2S|27338	46.4913
UBE2T|29089	607.1429	UBE2T|29089	24.8187
UBE2V1|7335	3244.0476	UBE2V1|7335	2929.6898
UBE2V2|7336	1450.8929	UBE2V2|7336	916.8924
UBE2W|55284	1233.1349	UBE2W|55284	601.9401
UBE2Z|65264	3392.3611	UBE2Z|65264	1711.4393
UBE3A|7337	1735.119	UBE3A|7337	1838.6787
UBE3B|89910	2360.119	UBE3B|89910	1494.3634
UBE3C|9690	3205.8532	UBE3C|9690	2875.4697
UBE4A|9354	2282.4901	UBE4A|9354	2481.1675
UBE4B|10277	1037.2024	UBE4B|10277	1753.0368
UBFD1|56061	4598.4623	UBFD1|56061	1277.637
UBIAD1|29914	502.9762	UBIAD1|29914	408.9837
UBL3|5412	1230.4067	UBL3|5412	1745.6961
UBL4A|8266	1161.2103	UBL4A|8266	861.3126
UBL5|59286	1113.8393	UBL5|59286	1512.1909
UBL7|84993	231.1508	UBL7|84993	682.3385
UBLCP1|134510	372.2718	UBLCP1|134510	672.2013
UBN1|29855	4722.2222	UBN1|29855	1419.2082
UBN2|254048	696.4286	UBN2|254048	567.6833
UBOX5|22888	317.19	UBOX5|22888	344.6404
UBP1|7342	3658.9782	UBP1|7342	1332.8673
UBQLN1|29979	4411.9544	UBQLN1|29979	3521.4542
UBQLN2|29978	1741.8155	UBQLN2|29978	1117.1895
UBQLN4|56893	2295.8829	UBQLN4|56893	892.0738
lowly_expressed	lowly_expressed	UBQLNL|143630	9.7876
UBR1|197131	992.5595	UBR1|197131	1504.8501
UBR2|23304	1246.2798	UBR2|23304	1445.7747
UBR3|130507	1190.4762	UBR3|130507	2727.2568
UBR4|23352	3264.6329	UBR4|23352	5130.8223
UBR5|51366	6672.8671	UBR5|51366	3995.8053
UBR7|55148	2785.9623	UBR7|55148	998.3396
UBTD1|80019	297.8671	UBTD1|80019	440.4439
UBTD2|92181	1341.2698	UBTD2|92181	788.2548
UBTF|7343	3402.0337	UBTF|7343	2414.4018
UBXN10|127733	335.0694	UBXN10|127733	25.1682
UBXN11|91544	451.1409	UBXN11|91544	143.6686
UBXN1|51035	726.1905	UBXN1|51035	1732.4128
UBXN2A|165324	281.994	UBXN2A|165324	474.7007
UBXN2B|137886	2033.9782	UBXN2B|137886	496.3733
UBXN4|23190	3970.2381	UBXN4|23190	2677.6195
UBXN6|80700	1109.375	UBXN6|80700	2258.1491
UBXN7|26043	703.8689999999999	UBXN7|26043	623.9622
UBXN8|7993	281.746	UBXN8|7993	302.7178
UCA1|652995	102.6786	lowly_expressed	lowly_expressed
UCHL1|7345	105.4067	UCHL1|7345	1464.3013
UCHL3|7347	251.9841	UCHL3|7347	353.0543
UCHL5|51377	754.5064	UCHL5|51377	476.2842
UCK1|83549	676.0913	UCK1|83549	849.4276
UCK2|7371	685.5159	UCK2|7371	129.3367
UCKL1AS|100113386	58.2614	UCKL1AS|100113386	6.694
UCKL1|54963	399.0005	UCKL1|54963	360.36699999999996
UCN2|90226	12.4008	lowly_expressed	lowly_expressed
UCP2|7351	2118.5516	UCP2|7351	3687.145
UCP3|7352	10.1687	UCP3|7352	15.7301
UEVLD|55293	518.1052	UEVLD|55293	454.4263
UFC1|51506	2916.1706	UFC1|51506	1693.9614
UFD1L|7353	536.7014	UFD1L|7353	1014.4158
UFM1|51569	773.5615	UFM1|51569	1826.0946
UFSP1|402682	27.7778	UFSP1|402682	21.6726
UFSP2|55325	650.005	UFSP2|55325	1110.9709
UGCG|7357	1177.8274	UGCG|7357	231.4078
UGDH|7358	2877.4802	UGDH|7358	1068.6009
UGGT1|56886	2195.6845	UGGT1|56886	1996.3296
UGGT2|55757	376.4881	UGGT2|55757	449.5325
UGP2|7360	2374.256	UGP2|7360	13405.5755
UGT2B15|7366	38.6905	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UGT2B4|7363	30.061999999999998
UGT8|7368	62.996	UGT8|7368	12.2346
UHMK1|127933	2274.3056	UHMK1|127933	1003.5830000000001
UHRF1BP1L|23074	1254.9603	UHRF1BP1L|23074	761.6884
UHRF1BP1|54887	1261.4087	UHRF1BP1|54887	1525.1245
UHRF1|29128	468.7475	UHRF1|29128	8.738999999999999
UHRF2|115426	786.4583	UHRF2|115426	638.2942
UIMC1|51720	583.5813	UIMC1|51720	453.3776
