gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
DNTTIP1|116092	500.24800000000005	DNTTIP1|116092	284.8903
DNTTIP2|30836	1270.8333	DNTTIP2|30836	1350.3452
DOC2A|8448	288.1597	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DOC2B|8447	94.3808
DOCK10|55619	1319.6925	DOCK10|55619	261.1203
DOCK11|139818	177.3313	DOCK11|139818	6974.7444
DOCK1|1793	1253.9683	DOCK1|1793	3126.4529
DOCK2|1794	156.994	DOCK2|1794	523.2893
DOCK3|1795	23.5615	DOCK3|1795	20.624000000000002
DOCK4|9732	500.744	DOCK4|9732	807.4806
DOCK5|80005	1093.998	DOCK5|80005	153.4563
DOCK6|57572	303.8194	DOCK6|57572	2379.7955
DOCK7|85440	706.5972	DOCK7|85440	1589.7929
DOCK8|81704	462.5496	DOCK8|81704	1324.0898
DOCK9|23348	1731.6468	DOCK9|23348	3656.3838
DOHH|83475	75.1488	DOHH|83475	108.7128
DOK1|1796	526.2897	DOK1|1796	847.6798
DOK2|9046	20.0893	DOK2|9046	329.2843
DOK3|79930	62.004	DOK3|79930	131.7836
DOK4|55715	201.8849	DOK4|55715	269.8593
DOK5|55816	40.6746	DOK5|55816	134.5801
DOK6|220164	38.6905	DOK6|220164	73.0578
DOK7|285489	163.9385	lowly_expressed	lowly_expressed
DOLK|22845	414.1865	DOLK|22845	459.3201
DOLPP1|57171	395.8333	DOLPP1|57171	237.6999
DOM3Z|1797	219.7098	DOM3Z|1797	144.5495
DONSON|29980	418.69300000000004	DONSON|29980	110.0341
DOPEY1|23033	660.248	DOPEY1|23033	865.4269
DOPEY2|9980	3108.8790000000004	DOPEY2|9980	595.9976
DOT1L|84444	376.7336	DOT1L|84444	301.365
DPAGT1|1798	903.755	DPAGT1|1798	735.1219
DPCD|25911	655.8631	DPCD|25911	112.9179
DPEP2|64174	5.7044	DPEP2|64174	68.1639
DPF1|8193	5.9524	lowly_expressed	lowly_expressed
DPF2|5977	1091.2698	DPF2|5977	965.1315
DPF3|8110	13.1448	DPF3|8110	22.7213
DPH1|1801	566.0094	DPH1|1801	402.6532
DPH2|1802	289.6825	DPH2|1802	259.3725
DPH3B|100132911	36.2103	DPH3B|100132911	28.6638
DPH3|285381	460.8135	DPH3|285381	958.4899
DPH5|51611	222.0312	DPH5|51611	338.8272
DPM1|8813	742.3115	DPM1|8813	495.3247
DPM2|8818	817.7083	DPM2|8818	326.8374
DPM3|54344	121.5278	DPM3|54344	239.4477
DPP3|10072	649.2063	DPP3|10072	482.39099999999996
DPP4|1803	199.4048	DPP4|1803	691.4271
lowly_expressed	lowly_expressed	DPP6|1804	101.37200000000001
DPP7|29952	1102.4306	DPP7|29952	1306.3008
DPP8|54878	898.3135	DPP8|54878	997.99
DPP9|91039	1085.5655	DPP9|91039	869.702
DPT|1805	104.6627	DPT|1805	41877.8292
DPY19L1|23333	596.9742	DPY19L1|23333	559.6435
DPY19L2P1|554236	21.8254	lowly_expressed	lowly_expressed
DPY19L2P2|349152	44.1468	DPY19L2P2|349152	10.8363
DPY19L2|283417	9.4246	DPY19L2|283417	83.5445
DPY19L3|147991	360.8631	DPY19L3|147991	381.3685
DPY19L4|286148	1680.8036	DPY19L4|286148	905.357
DPY30|84661	866.245	DPY30|84661	423.9168
DPYD|1806	571.4286	DPYD|1806	1202.1323
DPYSL2|1808	907.7381	DPYSL2|1808	5050.7734
DPYSL3|1809	3287.9464	DPYSL3|1809	5247.9245
DPYSL4|10570	28.0258	DPYSL4|10570	6.6416
DPYSL5|56896	28.2738	lowly_expressed	lowly_expressed
DQX1|165545	22.3214	lowly_expressed	lowly_expressed
DR1|1810	758.1845	DR1|1810	961.6359
DRAM1|55332	384.1766	DRAM1|55332	637.2455
DRAM2|128338	1454.1171	DRAM2|128338	2297.9988
DRAP1|10589	843.502	DRAP1|10589	834.3966
lowly_expressed	lowly_expressed	DRD1|1812	13.2832
DRD2|1813	32.2421	lowly_expressed	lowly_expressed
DRG1|4733	857.8869	DRG1|4733	1406.6241
DRG2|1819	528.2738	DRG2|1819	641.4402
DRP2|1821	30.506	DRP2|1821	67.4648
DSC2|1824	1015.625	DSC2|1824	398.4969
DSC3|1825	6.6964	lowly_expressed	lowly_expressed
DSCAML1|57453	20.0893	DSCAML1|57453	9.4381
DSCC1|79075	93.25399999999999	DSCC1|79075	88.7879
DSCR3|10311	1128.4722	DSCR3|10311	1188.4995
DSCR6|53820	119.0476	lowly_expressed	lowly_expressed
DSEL|92126	272.8175	DSEL|92126	1089.924
DSE|29940	546.7485	DSE|29940	2376.0482
DSG2|1829	6740.558000000001	DSG2|1829	2220.0367
lowly_expressed	lowly_expressed	DSG4|147409	5.5929
DSN1|79980	1096.4782	DSN1|79980	283.8416
DSP|1832	24206.8452	DSP|1832	228.2618
DSTN|11034	9937.748	DSTN|11034	6625.5353
DSTYK|25778	2024.3056	DSTYK|25778	877.7419
DST|667	2633.4325	DST|667	8018.5266
DTD1|92675	218.75	DTD1|92675	358.2976
DTHD1|401124	20.8333	lowly_expressed	lowly_expressed
DTL|51514	1174.3552	DTL|51514	42.2966
DTNA|1837	810.2679	DTNA|1837	707.8563
DTNBP1|84062	291.4187	DTNBP1|84062	291.8815
DTNB|1838	514.6329	DTNB|1838	113.6066
DTWD1|56986	410.2183	DTWD1|56986	605.7852
DTWD2|285605	309.5238	DTWD2|285605	236.6512
DTX1|1840	31.498	DTX1|1840	907.8039
DTX2|113878	259.6726	DTX2|113878	185.2661
DTX3L|151636	3637.2892	DTX3L|151636	1281.4227
DTX3|196403	823.1647	DTX3|196403	117.1022
DTX4|23220	762.8968	DTX4|23220	1597.1336
DTYMK|1841	260.1687	DTYMK|1841	217.4255
DULLARD|23399	1409.9702	DULLARD|23399	1725.7712
DUOX1|53905	65.9722	DUOX1|53905	55.9294
lowly_expressed	lowly_expressed	DUOX2|50506	5.5929
DUOXA1|90527	14.1369	DUOXA1|90527	10.6825
DUS1L|64118	715.5258	DUS1L|64118	889.9764
DUS2L|54920	196.9246	DUS2L|54920	185.9652
DUS3L|56931	150.2976	DUS3L|56931	187.3635
DUS4L|11062	249.2386	DUS4L|11062	102.4696
DUSP10|11221	209.3254	DUSP10|11221	187.3635
DUSP11|8446	371.7758	DUSP11|8446	376.1251
DUSP12|11266	417.4107	DUSP12|11266	236.6512
DUSP13|51207	45.3869	lowly_expressed	lowly_expressed
DUSP14|11072	662.2024	DUSP14|11072	601.9401
DUSP15|128853	47.371	DUSP15|128853	10.8363
DUSP16|80824	2474.4544	DUSP16|80824	830.9010000000001
DUSP18|150290	168.8294	DUSP18|150290	111.1597
DUSP19|142679	58.7798	DUSP19|142679	75.1551
DUSP1|1843	1159.7222	DUSP1|1843	5936.9047
DUSP22|56940	407.7381	DUSP22|56940	1582.8017
DUSP23|54935	883.1845	DUSP23|54935	328.9347
DUSP27|92235	10.1687	DUSP27|92235	10.8363
DUSP28|285193	118.3036	DUSP28|285193	51.3851
DUSP2|1844	80.6052	DUSP2|1844	13.2832
DUSP3|1845	2242.8075	DUSP3|1845	2782.1376
DUSP4|1846	412.6984	DUSP4|1846	522.5902
DUSP5|1847	734.623	DUSP5|1847	147.1642
DUSP6|1848	353.4226	DUSP6|1848	3108.6254
DUSP7|1849	323.6607	DUSP7|1849	492.5282
DUSP8|1850	256.4484	DUSP8|1850	140.5226
DUSP9|1852	14.6329	lowly_expressed	lowly_expressed
DUT|1854	1445.9871	DUT|1854	769.9589
DVL1|1855	372.7679	DVL1|1855	826.0072
DVL2|1856	662.6984	DVL2|1856	443.2404
DVL3|1857	2656.002	DVL3|1857	1871.5372
DYDC1|143241	19.0303	lowly_expressed	lowly_expressed
DYDC2|84332	119.3626	lowly_expressed	lowly_expressed
DYM|54808	1012.8968	DYM|54808	795.2460000000001
DYNC1H1|1778	11950.1488	DYNC1H1|1778	16474.3511
DYNC1I1|1780	8.4325	DYNC1I1|1780	96.8278
DYNC1I2|1781	2128.2242	DYNC1I2|1781	2523.4641
DYNC1LI1|51143	722.2222	DYNC1LI1|51143	645.9844
DYNC1LI2|1783	3193.4524	DYNC1LI2|1783	6609.106
DYNC2H1|79659	663.6905	DYNC2H1|79659	1044.4813
DYNC2LI1|51626	409.4742	DYNC2LI1|51626	329.2843
DYNLL1|8655	4433.2837	DYNLL1|8655	3127.152
DYNLL2|140735	1832.3413	DYNLL2|140735	1836.2318
DYNLRB1|83658	2070.6845	DYNLRB1|83658	1781.7006
DYNLRB2|83657	30.0099	DYNLRB2|83657	5.5929
DYNLT1|6993	1546.131	DYNLT1|6993	695.9713
DYNLT3|6990	850.9425	DYNLT3|6990	806.0823
DYRK1A|1859	1950.6448	DYRK1A|1859	1444.726
DYRK1B|9149	311.2599	DYRK1B|9149	326.8374
DYRK2|8445	916.1706	DYRK2|8445	541.816
DYRK3|8444	310.2679	DYRK3|8444	168.4873
DYRK4|8798	304.0675	DYRK4|8798	195.4033
DYSF|8291	222.9663	DYSF|8291	1059.8619
DYX1C1|161582	292.1627	DYX1C1|161582	23.0464
DZIP1L|199221	62.251999999999995	DZIP1L|199221	169.1864
DZIP1|22873	164.6652	DZIP1|22873	239.6015
DZIP3|9666	612.8472	DZIP3|9666	582.0152
E2F1|1869	594.9901	E2F1|1869	69.5622
E2F2|1870	92.0139	E2F2|1870	10.4868
E2F3|1871	586.0615	E2F3|1871	279.9965
E2F4|1874	598.4623	E2F4|1874	918.6402
E2F5|1875	249.6801	E2F5|1875	16.1496
E2F6|1876	373.7599	E2F6|1876	258.3239
E2F7|144455	304.0675	E2F7|144455	5.9425
E2F8|79733	80.6052	lowly_expressed	lowly_expressed
E4F1|1877	728.6706	E4F1|1877	221.9698
EAF1|85403	1453.125	EAF1|85403	756.0954
EAF2|55840	27.5298	EAF2|55840	43.3453
EAPP|55837	1345.9821	EAPP|55837	835.0957
EARS2|124454	3157.9861	EARS2|124454	462.4661
EBAG9|9166	988.5913	EBAG9|9166	589.7055
EBF1|1879	84.5734	EBF1|1879	4714.1484
EBF2|64641	14.3849	EBF2|64641	302.3683
EBF3|253738	20.0893	EBF3|253738	1244.0793
EBF4|57593	238.5913	EBF4|57593	53.832
lowly_expressed	lowly_expressed	EBI3|10148	32.8585
EBNA1BP2|10969	1000.2728	EBNA1BP2|10969	613.4755
EBPL|84650	190.7242	EBPL|84650	185.6157
EBP|10682	634.6726	EBP|10682	291.8815
ECD|11319	880.7044	ECD|11319	625.0109
ECE1|1889	1660.4663	ECE1|1889	7424.976
ECE2|9718	114.0873	ECE2|9718	27.6151
ECH1|1891	1982.6414	ECH1|1891	4750.852
ECHDC1|55862	164.4345	ECHDC1|55862	2478.0215
ECHDC2|55268	395.3373	ECHDC2|55268	909.2021
ECHDC3|79746	382.1925	ECHDC3|79746	2204.6666
ECHS1|1892	2273.5615	ECHS1|1892	6634.9733
ECM1|1893	1922.1229999999998	ECM1|1893	871.1002
ECM2|1842	262.1528	ECM2|1842	11434.7636
ECSCR|641700	24.0575	ECSCR|641700	396.7491
ECSIT|51295	224.2063	ECSIT|51295	490.4308
ECT2L|345930	45.1389	ECT2L|345930	6.9912
ECT2|1894	1095.7341	ECT2|1894	233.1556
EDA2R|60401	303.5714	EDA2R|60401	109.7614
EDARADD|128178	93.50200000000001	EDARADD|128178	17.4779
EDA|1896	42.1627	EDA|1896	230.0096
EDC3|80153	420.8829	EDC3|80153	558.5948
EDC4|23644	1125.062	EDC4|23644	747.3495
EDEM1|9695	2764.6329	EDEM1|9695	1200.035
EDEM2|55741	553.0754	EDEM2|55741	534.8248
EDEM3|80267	2653.5218	EDEM3|80267	1748.1429999999998
EDF1|8721	2467.0139	EDF1|8721	2622.3892
EDIL3|10085	540.1786	EDIL3|10085	322.2931
EDN1|1906	149.3056	EDN1|1906	503.7141
EDN2|1907	63.7401	lowly_expressed	lowly_expressed
EDNRA|1909	452.1329	EDNRA|1909	994.8439999999999
EDNRB|1910	37.6984	EDNRB|1910	1878.8779
EEA1|8411	1475.4464	EEA1|8411	1915.9311
EED|8726	389.881	EED|8726	284.5408
EEF1A1P9|441032	4586.8056	EEF1A1P9|441032	6752.4251
EEF1A1|1915	67693.4524	EEF1A1|1915	106259.5473
EEF1A2|1917	5948.9087	EEF1A2|1917	11.1859
EEF1B2|1933	2526.0417	EEF1B2|1933	2619.9423
EEF1D|1936	6440.4762	EEF1D|1936	4027.9647
EEF1E1|9521	220.2381	EEF1E1|9521	105.5667
EEF1G|1937	12541.9147	EEF1G|1937	11011.7976
EEF2K|29904	1464.7817	EEF2K|29904	2074.6308
EEF2|1938	24021.5774	EEF2|1938	51094.9926
EEFSEC|60678	433.18699999999995	EEFSEC|60678	339.3096
EEPD1|80820	175.8433	EEPD1|80820	1580.7044
EFCAB10|100130771	22.0685	lowly_expressed	lowly_expressed
EFCAB1|79645	125.49600000000001	lowly_expressed	lowly_expressed
EFCAB2|84288	266.6171	EFCAB2|84288	207.9874
lowly_expressed	lowly_expressed	EFCAB3|146779	5.5929
EFCAB4A|283229	740.3274	EFCAB4A|283229	89.8366
EFCAB4B|84766	54.5635	EFCAB4B|84766	50.3365
EFCAB6|64800	87.3016	EFCAB6|64800	26.916
EFCAB7|84455	103.1746	EFCAB7|84455	108.0136
EFEMP1|2202	3329.3651	EFEMP1|2202	15129.9484
EFEMP2|30008	1192.2123	EFEMP2|30008	2274.9279
EFHA1|221154	843.998	EFHA1|221154	683.3872
EFHA2|286097	62.748000000000005	EFHA2|286097	209.7352
EFHB|151651	18.6012	EFHB|151651	38.1019
EFHC1|114327	1077.629	EFHC1|114327	312.5055
EFHC2|80258	256.4484	EFHC2|80258	7.6903
EFHD1|80303	4349.4544	EFHD1|80303	569.7807
EFHD2|79180	488.5913	EFHD2|79180	806.4319
EFNA1|1942	4782.9861	EFNA1|1942	591.4533
EFNA3|1944	1069.4742	EFNA3|1944	26.5665
EFNA4|1945	621.746	EFNA4|1945	32.509
EFNA5|1946	935.0198	EFNA5|1946	601.5905
EFNB1|1947	309.7718	EFNB1|1947	2647.2079
EFNB2|1948	182.5397	EFNB2|1948	1086.4284
EFNB3|1949	116.0714	EFNB3|1949	81.7967
EFR3A|23167	2847.9663	EFR3A|23167	2009.6129
EFR3B|22979	271.0813	EFR3B|22979	67.1153
EFS|10278	768.6012	EFS|10278	444.9882
EFTUD1|79631	1517.1131	EFTUD1|79631	596.6967
EFTUD2|9343	1904.2659	EFTUD2|9343	1663.4973
EGFL6|25975	30.2579	EGFL6|25975	322.9922
EGFL7|51162	112.5992	EGFL7|51162	1004.6317
EGFL8|80864	11.4187	EGFL8|80864	119.7273
EGFLAM|133584	186.2599	EGFLAM|133584	1998.0774
EGFR|1956	176.5873	EGFR|1956	2746.4756
EGF|1950	212.3016	lowly_expressed	lowly_expressed
EGLN1|54583	3384.1766	EGLN1|54583	1877.8292
EGLN2|112398	1375.2753	EGLN2|112398	1482.3945
EGLN3|112399	1257.9365	EGLN3|112399	46.4913
EGOT|100126791	7.6885	lowly_expressed	lowly_expressed
EGR1|1958	2123.0159	EGR1|1958	2912.5229
EGR2|1959	152.2817	EGR2|1959	129.3367
EGR3|1960	193.9484	EGR3|1960	82.1463
EHBP1L1|254102	395.0893	EHBP1L1|254102	894.5207
EHBP1|23301	736.1111	EHBP1|23301	5841.1151
EHD1|10938	1358.3829	EHD1|10938	2484.3136
EHD2|30846	2293.8988	EHD2|30846	19385.8254
EHD3|30845	250.9921	EHD3|30845	88.0888
EHD4|30844	667.1627	EHD4|30844	1554.8370000000002
EHF|26298	5001.2401	EHF|26298	9.4381
EHHADH|1962	201.1409	EHHADH|1962	1109.4993
EHMT1|79813	1291.6667	EHMT1|79813	1190.2473
EHMT2|10919	1362.1032	EHMT2|10919	844.8833
EI24|9538	3489.8313	EI24|9538	2796.8190000000004
EID1|23741	2427.8274	EID1|23741	4109.0623
EID2B|126272	24.0575	EID2B|126272	60.1241
EID2|163126	160.7143	EID2|163126	254.8283
EID3|493861	30.2579	EID3|493861	32.8585
EIF1AD|84285	660.7143	EIF1AD|84285	400.9438
EIF1AX|1964	1725.4464	EIF1AX|1964	2071.8343
EIF1B|10289	615.3274	EIF1B|10289	773.2238
EIF1|10209	7596.7262	EIF1|10209	15241.1081
EIF2AK1|27102	7223.2564	EIF2AK1|27102	2802.2197
EIF2AK2|5610	541.1706	EIF2AK2|5610	487.2848
EIF2AK3|9451	1027.0337	EIF2AK3|9451	665.5597
EIF2AK4|440275	1102.1825	EIF2AK4|440275	2163.0691
EIF2A|83939	2106.8948	EIF2A|83939	2081.2724
EIF2B1|1967	1339.2857	EIF2B1|1967	1301.7565
EIF2B2|8892	616.8155	EIF2B2|8892	533.7761
EIF2B3|8891	323.6607	EIF2B3|8891	1376.5621
EIF2B4|8890	637.1528	EIF2B4|8890	782.6619
EIF2B5|8893	1406.994	EIF2B5|8893	866.2064
EIF2C1|26523	918.1548	EIF2C1|26523	1160.5348
EIF2C2|27161	429.0675	EIF2C2|27161	282.4434
EIF2C3|192669	124.50399999999999	EIF2C3|192669	195.7529
EIF2C4|192670	320.1885	EIF2C4|192670	564.8868
EIF2S1|1965	2344.7421	EIF2S1|1965	2074.9803
EIF2S2|8894	2088.0456	EIF2S2|8894	1470.5934
EIF2S3|1968	6031.25	EIF2S3|1968	4666.6084
EIF3A|8661	5923.3631	EIF3A|8661	9389.4958
EIF3B|8662	3930.3075	EIF3B|8662	3573.1888
EIF3CL|728689	24008.2614	EIF3CL|728689	11893.493
EIF3C|8663	906.9172	EIF3C|8663	240.388
EIF3D|8664	2548.1151	EIF3D|8664	3707.7689
EIF3E|3646	5982.3909	EIF3E|3646	5738.7049
EIF3F|8665	1616.5675	EIF3F|8665	2767.4561
EIF3G|8666	853.8963	EIF3G|8666	1961.7163
EIF3H|8667	5713.0456	EIF3H|8667	3644.4988
EIF3I|8668	2167.9191	EIF3I|8668	2894.0593
EIF3J|8669	604.6627	EIF3J|8669	1382.5046
EIF3K|27335	1405.0099	EIF3K|27335	3239.7099
EIF3L|51386	3644.8413	EIF3L|51386	8058.7259
EIF3M|10480	1702.3512	EIF3M|10480	2047.6344
EIF4A1|1973	9921.9891	EIF4A1|1973	5924.7051
EIF4A2|1974	4220.7341	EIF4A2|1974	8240.4964
EIF4A3|9775	2526.0417	EIF4A3|9775	934.7199
EIF4B|1975	12715.6994	EIF4B|1975	14526.8199
EIF4E1B|253314	33.2341	lowly_expressed	lowly_expressed
EIF4E2|9470	1407.2421	EIF4E2|9470	1568.4698
EIF4E3|317649	1153.2738	EIF4E3|317649	3792.0126
EIF4EBP1|1978	1066.4683	EIF4EBP1|1978	608.5817
EIF4EBP2|1979	4511.9048	EIF4EBP2|1979	17101.808999999997
EIF4EBP3|8637	734.4891	EIF4EBP3|8637	320.5139
EIF4ENIF1|56478	664.9306	EIF4ENIF1|56478	731.9759
EIF4E|1977	558.2837	EIF4E|1977	382.4172
EIF4G1|1981	10782.7381	EIF4G1|1981	8147.1642
EIF4G2|1982	19537.9464	EIF4G2|1982	24944.158
EIF4G3|8672	1594.246	EIF4G3|8672	2567.8581
EIF4H|7458	5934.0278	EIF4H|7458	5227.6501
EIF5A2|56648	117.8075	EIF5A2|56648	199.9476
EIF5AL1|143244	1136.4087	EIF5AL1|143244	1030.8486
EIF5A|1984	4358.879	EIF5A|1984	3781.1763
EIF5B|9669	3541.1706	EIF5B|9669	4317.3993
EIF5|1983	5791.9147	EIF5|1983	7146.3777
EIF6|3692	2210.5655	EIF6|3692	1266.8007
ELAC1|55520	107.0734	ELAC1|55520	172.2555
ELAC2|60528	1084.8214	ELAC2|60528	1355.239
lowly_expressed	lowly_expressed	ELANE|1991	16.7788
ELAVL1|1994	1573.6607	ELAVL1|1994	1198.6367
ELAVL2|1993	101.6865	lowly_expressed	lowly_expressed
ELF1|1997	1148.3135	ELF1|1997	1300.0087
ELF2|1998	1129.7123	ELF2|1998	938.5651
ELF3|1999	7265.3769999999995	ELF3|1999	10.4868
ELF4|2000	749.5039999999999	ELF4|2000	485.1875
ELF5|2001	173.8591	lowly_expressed	lowly_expressed
ELFN1|392617	31.002	ELFN1|392617	23.4204
ELFN2|114794	23.0655	ELFN2|114794	11.5354
ELK1|2002	864.3353	ELK1|2002	483.0901
ELK3|2004	429.5635	ELK3|2004	863.7595
ELK4|2005	394.3452	ELK4|2005	274.4036
ELL2|22936	1227.6786	ELL2|22936	1825.3954
ELL3|80237	50.0397	ELL3|80237	87.0576
ELL|8178	344.7421	ELL|8178	373.3287
ELMO1|9844	167.4107	ELMO1|9844	893.1224
ELMO2|63916	1861.8552	ELMO2|63916	965.4811
ELMO3|79767	633.9286	ELMO3|79767	7.3407
ELMOD1|55531	13.1448	lowly_expressed	lowly_expressed
ELMOD2|255520	349.9504	ELMOD2|255520	231.0583
ELMOD3|84173	246.7758	ELMOD3|84173	3459.2327
ELN|2006	224.4544	ELN|2006	5900.201
ELOF1|84337	551.5873	ELOF1|84337	519.0946
ELOVL1|64834	958.0853	ELOVL1|64834	1907.8913
ELOVL2|54898	363.5913	ELOVL2|54898	73.7569
lowly_expressed	lowly_expressed	ELOVL3|83401	167.0891
ELOVL4|6785	32.9861	ELOVL4|6785	25.5178
ELOVL5|60481	2920.3869	ELOVL5|60481	12552.6523
ELOVL6|79071	337.3016	ELOVL6|79071	172.3324
ELOVL7|79993	341.5179	ELOVL7|79993	177.9254
ELP2P|100131454	50.8433	ELP2P|100131454	22.0222
ELP2|55250	5220.7341	ELP2|55250	1330.7699
ELP3|55140	1496.2798	ELP3|55140	1128.3754
ELP4|26610	171.875	ELP4|26610	288.0364
ELTD1|64123	241.0714	ELTD1|64123	3344.5775
EMB|133418	1405.0099	EMB|133418	778.1176
EMCN|51705	70.4365	EMCN|51705	1605.523
EMD|2010	1110.8631	EMD|2010	732.675
EME1|146956	72.7331	EME1|146956	8.2531
EME2|197342	67.4603	lowly_expressed	lowly_expressed
EMG1|10436	789.9306	EMG1|10436	400.9158
EMID1|129080	139.6329	EMID1|129080	33.5576
EMILIN1|11117	821.1806	EMILIN1|11117	848.0294
EMILIN2|84034	121.0317	EMILIN2|84034	1265.4024
EMILIN3|90187	22.2272	EMILIN3|90187	40.4509
EML1|2009	694.9405	EML1|2009	927.0296
EML2|24139	601.5997	EML2|24139	395.6305
EML3|256364	318.2044	EML3|256364	1271.3449
EML4|27436	1402.2817	EML4|27436	1282.5308
EML5|161436	30.506	EML5|161436	25.8673
EML6|400954	9.9206	EML6|400954	12.5841
EMP1|2012	3365.0794	EMP1|2012	23488.5956
EMP2|2013	15775.2976	EMP2|2013	2667.4823
EMP3|2014	312.252	EMP3|2014	893.472
lowly_expressed	lowly_expressed	EMR1|2015	19.9248
EMR2|30817	40.9226	EMR2|30817	78.3011
lowly_expressed	lowly_expressed	EMR3|84658	6.2921
EMX1|2016	6.2004	lowly_expressed	lowly_expressed
EMX2OS|196047	22.8175	EMX2OS|196047	399.19599999999997
EMX2|2018	16.8651	EMX2|2018	99.9738
EN1|2019	31.002	EN1|2019	102.0711
EN2|2020	74.4048	EN2|2020	15.3806
ENAH|55740	8530.2579	ENAH|55740	2374.2026
ENC1|8507	1661.7584	ENC1|8507	615.482
ENDOD1|23052	2359.375	ENDOD1|23052	1421.6552
ENDOG|2021	145.7589	ENDOG|2021	139.2991
lowly_expressed	lowly_expressed	ENDOU|8909	9.0885
ENGASE|64772	310.0198	ENGASE|64772	464.2139
ENG|2022	797.6189999999999	ENG|2022	5121.7338
lowly_expressed	lowly_expressed	ENHO|375704	8.738999999999999
ENKUR|219670	182.7877	lowly_expressed	lowly_expressed
ENO1|2023	24964.2857	ENO1|2023	13476.5359
ENO2|2026	3976.9345	ENO2|2026	127.5889
ENO3|2027	44.8909	ENO3|2027	75.5047
ENOPH1|58478	949.1567	ENOPH1|58478	533.7761
ENOSF1|55556	539.2312	ENOSF1|55556	259.3096
ENOX1|55068	43.4028	ENOX1|55068	120.2482
ENOX2|10495	176.8353	ENOX2|10495	439.7448
ENPEP|2028	147.5694	ENPEP|2028	1003.2334
ENPP1|5167	1655.0099	ENPP1|5167	1855.807
ENPP2|5168	102.9266	ENPP2|5168	7162.1078
ENPP3|5169	6.6964	ENPP3|5169	74.1064
ENPP4|22875	776.7857	ENPP4|22875	1080.1363
ENPP5|59084	1175.0992	ENPP5|59084	39.1506
lowly_expressed	lowly_expressed	ENPP6|133121	14.6815
ENSA|2029	10732.8869	ENSA|2029	3978.6769
ENTHD1|150350	45.1389	lowly_expressed	lowly_expressed
ENTPD1|953	506.9444	ENTPD1|953	1135.01
ENTPD2|954	181.2996	ENTPD2|954	27.6151
ENTPD3|956	180.5556	ENTPD3|956	161.8457
ENTPD4|9583	1421.379	ENTPD4|9583	272.3062
ENTPD5|957	307.4554	ENTPD5|957	328.0958
ENTPD6|955	1806.7956	ENTPD6|955	981.2112
ENTPD7|57089	623.8765	ENTPD7|57089	164.8064
ENTPD8|377841	58.7798	lowly_expressed	lowly_expressed
ENY2|56943	874.752	ENY2|56943	566.6346
EOMES|8320	30.506	EOMES|8320	22.3718
EP300|2033	3147.5694	EP300|2033	2777.9428
EP400NL|347918	267.8571	EP400NL|347918	92.2835
EP400|57634	2118.5516	EP400|57634	1347.8983
EPAS1|2034	2221.2302	EPAS1|2034	24984.7068
EPB41L1|2036	4174.6032	EPB41L1|2036	4859.9144
EPB41L2|2037	525.5456	EPB41L2|2037	11972.0353
EPB41L3|23136	484.12699999999995	EPB41L3|23136	2463.6896
EPB41L4A|64097	811.2599	EPB41L4A|64097	835.0957
EPB41L4B|54566	674.8512	EPB41L4B|54566	2987.3285
EPB41L5|57669	1153.2738	EPB41L5|57669	788.6044
EPB41|2035	746.0243	EPB41|2035	1582.8367
lowly_expressed	lowly_expressed	EPB42|2038	150.3102
EPB49|2039	1012.8968	EPB49|2039	1877.4797
EPC1|80314	621.0317	EPC1|80314	656.1216
EPC2|26122	651.0417	EPC2|26122	749.4538
EPCAM|4072	3092.5099	EPCAM|4072	7.6903
EPDR1|54749	232.6389	EPDR1|54749	2574.4997
EPHA10|284656	156.25	lowly_expressed	lowly_expressed
EPHA1|2041	126.7361	lowly_expressed	lowly_expressed
EPHA2|1969	121.2798	EPHA2|1969	469.4573
EPHA3|2042	192.4603	EPHA3|2042	371.9304
EPHA4|2043	73.1647	EPHA4|2043	357.5985
lowly_expressed	lowly_expressed	EPHA5|2044	5.5929
EPHA6|285220	36.7063	lowly_expressed	lowly_expressed
EPHA7|2045	11.1607	EPHA7|2045	10.4868
EPHB1|2047	10.6647	EPHB1|2047	81.4472
EPHB2|2048	81.1012	EPHB2|2048	222.6689
EPHB3|2049	891.8651	EPHB3|2049	84.9428
EPHB4|2050	2821.9246	EPHB4|2050	1179.7606
EPHB6|2051	15.129000000000001	EPHB6|2051	452.6785
EPHX1|2052	5662.2024	EPHX1|2052	12235.9521
EPHX2|2053	1669.8909	EPHX2|2053	707.1572
lowly_expressed	lowly_expressed	EPHX3|79852	13.9823
EPHX4|253152	15.129000000000001	EPHX4|253152	12.5841
EPM2AIP1|9852	1695.4365	EPM2AIP1|9852	860.2639
EPM2A|7957	127.7282	EPM2A|7957	627.4578
EPN1|29924	1311.2599	EPN1|29924	1539.4564
EPN2|22905	1070.6845	EPN2|22905	686.5333
EPN3|55040	1261.0838	lowly_expressed	lowly_expressed
EPOR|2057	81.1979	EPOR|2057	72.2678
EPO|2056	14.3849	lowly_expressed	lowly_expressed
EPPK1|83481	1304.3155	EPPK1|83481	7.6903
EPR1|8475	195.6324	EPR1|8475	10.6231
EPRS|2058	7804.3155	EPRS|2058	3160.36
EPS15L1|58513	502.2321	EPS15L1|58513	641.4402
EPS15|2060	1270.0893	EPS15|2060	3054.0942
