gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
ELOVL6|79071	97.2089	ELOVL6|79071	96.2352
ELOVL7|79993	69.0825	ELOVL7|79993	269.1022
ELP2P|100131454	5.6746	ELP2P|100131454	6.2375
ELP2|55250	1621.4639	ELP2|55250	2310.2398
ELP3|55140	1327.1233	ELP3|55140	1202.6435
ELP4|26610	211.4417	ELP4|26610	224.2519
ELTD1|64123	1282.4664	ELTD1|64123	1127.4968
EMB|133418	549.9457	EMB|133418	612.1631
EMCN|51705	533.4152	EMCN|51705	820.9698
EMD|2010	795.1884	EMD|2010	887.7998
EME1|146956	51.7526	EME1|146956	25.5914
EME2|197342	17.0239	EME2|197342	10.6928
EMG1|10436	516.6381	EMG1|10436	502.2648
EMID1|129080	10.8558	EMID1|129080	81.9782
EMILIN1|11117	2095.6656	EMILIN1|11117	393.5546
EMILIN2|84034	1388.8041	EMILIN2|84034	200.7871
lowly_expressed	lowly_expressed	EMILIN3|90187	151.9982
EML1|2009	352.0738	EML1|2009	281.8742
EML2|24139	839.8033	EML2|24139	598.7822
EML3|256364	793.4613	EML3|256364	648.6968
EML4|27436	972.829	EML4|27436	2388.3567
EML5|161436	31.5806	EML5|161436	214.1531
EML6|400954	9.1288	EML6|400954	76.9288
EMP1|2012	2161.5407	EMP1|2012	3912.9725
EMP2|2013	2297.4851	EMP2|2013	2262.7163
EMP3|2014	1604.9335	EMP3|2014	183.8568
EMR1|2015	10.3624	EMR1|2015	5.0494
EMR2|30817	553.8933	EMR2|30817	300.2896
lowly_expressed	lowly_expressed	EMR4P|326342	7.7226
EMX2OS|196047	15.7903	EMX2OS|196047	56.1372
EMX2|2018	11.1025	EMX2|2018	15.7422
EN1|2019	17.0239	EN1|2019	36.5337
ENAH|55740	2812.3961	ENAH|55740	4514.7397
ENC1|8507	1455.1775	ENC1|8507	934.4769
ENDOD1|23052	1127.2776	ENDOD1|23052	2454.5927
ENDOG|2021	181.5092	ENDOG|2021	94.0135
lowly_expressed	lowly_expressed	ENDOU|8909	21.6826
ENGASE|64772	297.548	ENGASE|64772	732.1601
ENG|2022	5410.3899	ENG|2022	1795.2031
lowly_expressed	lowly_expressed	ENHO|375704	29.9993
ENO1|2023	23803.3469	ENO1|2023	17061.2609
ENO2|2026	970.1151	ENO2|2026	527.5117
ENO3|2027	81.6653	ENO3|2027	47.5236
ENOPH1|58478	1305.6584	ENOPH1|58478	944.8281
ENOSF1|55556	293.2797	ENOSF1|55556	795.8952
ENOX1|55068	197.8719	ENOX1|55068	37.1278
ENOX2|10495	384.88800000000003	ENOX2|10495	377.2184
ENPEP|2028	382.4207	ENPEP|2028	111.9774
ENPP1|5167	2445.0255	ENPP1|5167	1022.648
ENPP2|5168	547.4785	ENPP2|5168	1524.9127
ENPP3|5169	20.2313	ENPP3|5169	22.8707
ENPP4|22875	1190.6855	ENPP4|22875	999.7772
ENPP5|59084	537.1161	ENPP5|59084	652.2611
lowly_expressed	lowly_expressed	ENPP6|133121	44.5534
ENSA|2029	2932.797	ENSA|2029	3499.2203
ENTHD1|150350	50.8249	lowly_expressed	lowly_expressed
ENTPD1|953	1524.9952	ENTPD1|953	1241.8504
ENTPD2|954	46.3839	ENTPD2|954	253.3601
ENTPD3|956	19.2444	ENTPD3|956	33.2665
ENTPD4|9583	703.9009	ENTPD4|9583	496.0273
ENTPD5|957	1331.0906	ENTPD5|957	543.3608
ENTPD6|955	1305.6584	ENTPD6|955	1843.3207
ENTPD7|57089	1076.8228	ENTPD7|57089	351.5438
ENTPD8|377841	12.8296	ENTPD8|377841	10.0988
ENY2|56943	637.5324	ENY2|56943	419.6926
EOMES|8320	28.8666	EOMES|8320	12.1779
EP300|2033	2948.8340000000003	EP300|2033	3847.9246
EP400NL|347918	127.0624	EP400NL|347918	212.668
EP400|57634	1573.3529	EP400|57634	2055.6917
EPAS1|2034	3053.4445	EPAS1|2034	4333.2591
EPB41L1|2036	1648.8502	EPB41L1|2036	2359.5456
EPB41L2|2037	3054.6781	EPB41L2|2037	2416.8709
EPB41L3|23136	589.4214	EPB41L3|23136	472.8596
EPB41L4A|64097	1010.3309	EPB41L4A|64097	634.7368
EPB41L4B|54566	461.6188	EPB41L4B|54566	722.0613
EPB41L5|57669	331.3491	EPB41L5|57669	703.0519
EPB41|2035	1560.2766	EPB41|2035	1470.8992
EPB49|2039	191.7038	EPB49|2039	578.3025
EPC1|80314	573.6311	EPC1|80314	1458.6768
EPC2|26122	552.9064	EPC2|26122	1356.5011
EPCAM|4072	1550.9011	EPCAM|4072	4328.2097
EPDR1|54749	390.0692	EPDR1|54749	259.0035
EPHA10|284656	40.7093	EPHA10|284656	160.9861
EPHA1|2041	148.0338	EPHA1|2041	318.1109
EPHA2|1969	206.0138	EPHA2|1969	781.7628
EPHA3|2042	88.3269	EPHA3|2042	37.4248
EPHA4|2043	402.4053	EPHA4|2043	717.6060000000001
lowly_expressed	lowly_expressed	EPHA7|2045	133.363
EPHA8|2046	28.1264	EPHA8|2046	11.8809
EPHB1|2047	24.919	EPHB1|2047	470.7804
EPHB2|2048	286.4455	EPHB2|2048	77.2258
EPHB3|2049	240.8017	EPHB3|2049	4433.3556
EPHB4|2050	1465.7817	EPHB4|2050	2137.9669
EPHB6|2051	38.9822	EPHB6|2051	255.1422
EPHX1|2052	904.7334	EPHX1|2052	1205.6137
EPHX2|2053	763.3611	EPHX2|2053	957.0060000000001
EPHX3|79852	5.4279	EPHX3|79852	11.5839
EPHX4|253152	12.0894	EPHX4|253152	28.2171
EPM2AIP1|9852	826.5222	EPM2AIP1|9852	1902.4282
EPM2A|7957	139.6452	EPM2A|7957	197.2228
EPN1|29924	1365.6121	EPN1|29924	1025.9152
EPN2|22905	742.143	EPN2|22905	1059.7757
EPN3|55040	196.6383	EPN3|55040	211.7769
EPOR|2057	48.6044	EPOR|2057	67.2874
EPPK1|83481	221.3106	EPPK1|83481	571.174
EPR1|8475	156.2226	EPR1|8475	30.1864
EPRS|2058	5811.0681	EPRS|2058	4397.1189
EPS15L1|58513	1083.6077	EPS15L1|58513	747.0112
EPS15|2060	2221.7411	EPS15|2060	2284.1019
EPS8L1|54869	394.5102	EPS8L1|54869	452.6621
EPS8L2|64787	950.1305	EPS8L2|64787	1873.0229
EPS8|2059	920.0303	EPS8|2059	1862.6272
EPSTI1|94240	270.1617	EPSTI1|94240	122.0762
EPT1|85465	1564.2168	EPT1|85465	1219.556
ERAL1|26284	791.2408	ERAL1|26284	717.903
ERAP1|51752	2658.5051	ERAP1|51752	2292.5284
ERAP2|64167	176.9004	ERAP2|64167	279.7951
ERBB2IP|55914	3550.098	ERBB2IP|55914	3100.9133
ERBB2|2064	3790.8997	ERBB2|2064	5320.2643
ERBB3|2065	5472.0706	ERBB3|2065	6529.1453
ERBB4|2066	543.5309	ERBB4|2066	867.6023
ERC1|23085	1448.7578	ERC1|23085	1709.3636
lowly_expressed	lowly_expressed	ERC2|26059	14.2571
ERCC1|2067	569.9303	ERCC1|2067	770.179
ERCC2|2068	226.245	ERCC2|2068	281.2802
ERCC3|2071	692.7983	ERCC3|2071	1113.5368
ERCC4|2072	391.056	ERCC4|2072	375.1392
ERCC5|2073	1584.2087	ERCC5|2073	2179.4045
ERCC6L|54821	117.1935	ERCC6L|54821	40.9891
ERCC6|2074	403.7598	ERCC6|2074	584.9618
ERCC8|1161	152.7216	ERCC8|1161	186.53
EREG|2069	6.9082	EREG|2069	85.8395
ERF|2077	531.1947	ERF|2077	700.9727
ERGIC1|57222	5180.6907	ERGIC1|57222	3237.5436
ERGIC2|51290	860.3233	ERGIC2|51290	719.6852
ERGIC3|51614	3167.6773	ERGIC3|51614	3248.5335
ERG|2078	449.036	ERG|2078	603.8464
ERH|2079	1042.8984	ERH|2079	1250.1671
ERI1|90459	456.9311	ERI1|90459	368.3077
ERI2|112479	757.1363	ERI2|112479	633.5992
ERI3|79033	650.8554	ERI3|79033	623.4499
ERICH1|157697	224.0245	ERICH1|157697	375.4363
ERLEC1|27248	1913.3373	ERLEC1|27248	1640.4544
ERLIN1|10613	1224.7332	ERLIN1|10613	1257.5926
ERLIN2|11160	2469.2043	ERLIN2|11160	2569.8374
ERMAP|114625	321.7269	ERMAP|114625	527.2147
ERMN|57471	14.3099	ERMN|57471	10.0988
ERMP1|79956	2827.8459	ERMP1|79956	1429.1229999999998
ERN1|2081	528.9742	ERN1|2081	564.0454
ERO1LB|56605	160.6167	ERO1LB|56605	360.8822
ERO1L|30001	1695.2341	ERO1L|30001	729.1899
ERP27|121506	102.3901	ERP27|121506	107.2251
ERP29|10961	3151.887	ERP29|10961	2858.2461
ERP44|23071	1596.0514	ERP44|23071	1406.6979
ERRFI1|54206	2795.3722	ERRFI1|54206	3016.559
ERVFRDE1|405754	6.9082	lowly_expressed	lowly_expressed
ESAM|90952	651.8423	ESAM|90952	590.4804
ESCO1|114799	654.5563	ESCO1|114799	981.3618
ESCO2|157570	241.2951	ESCO2|157570	51.3849
ESD|2098	1745.8123	ESD|2098	2471.82
ESF1|51575	634.8184	ESF1|51575	767.8028
ESM1|11082	72.0431	ESM1|11082	30.8903
ESPL1|9700	243.7624	ESPL1|9700	102.4727
lowly_expressed	lowly_expressed	ESPNL|339768	5.9404
ESPN|83715	612.8601	ESPN|83715	354.3477
ESR1|2099	2962.6504	ESR1|2099	1649.3651
ESR2|2100	7.155	ESR2|2100	13.663
ESRP1|54845	1664.6405	ESRP1|54845	2043.2168
ESRP2|80004	544.2711	ESRP2|80004	1068.9834
ESRRA|2101	933.6	ESRRA|2101	610.975
lowly_expressed	lowly_expressed	ESRRB|2103	18.1184
ESRRG|2104	1300.7239	ESRRG|2104	663.845
ESYT1|23344	2402.3424	ESYT1|23344	3057.2511
ESYT2|57488	3485.7033	ESYT2|57488	5417.3907
ESYT3|83850	409.3135	ESYT3|83850	129.5017
ETAA1|54465	310.1309	ETAA1|54465	528.9968
ETF1|2107	3305.3488	ETF1|2107	3207.2473
ETFA|2108	1577.7939	ETFA|2108	940.9668
ETFB|2109	710.5624	ETFB|2109	628.2023
ETFDH|2110	708.5565	ETFDH|2110	524.5415
ETHE1|23474	630.6241	ETHE1|23474	492.1631
ETNK1|55500	2477.3462	ETNK1|55500	2101.4331
ETNK2|55224	55.0192	ETNK2|55224	347.8132
ETS1|2113	3110.9309999999996	ETS1|2113	2547.2637
ETS2|2114	1160.5853	ETS2|2114	2046.484
ETV1|2115	144.0863	ETV1|2115	777.6045
ETV2|2116	6.1681	ETV2|2116	6.8315
lowly_expressed	lowly_expressed	ETV3L|440695	80.196
ETV3|2117	287.4324	ETV3|2117	493.9482
ETV4|2118	8.3886	ETV4|2118	392.6635
ETV5|2119	322.9605	ETV5|2119	1325.0167
ETV6|2120	2470.6847	ETV6|2120	5165.5157
ETV7|51513	68.8357	ETV7|51513	68.0181
EVC2|132884	62.9144	EVC2|132884	190.3913
EVC|2121	711.3568	EVC|2121	824.1182
EVI2A|2123	1482.3121	EVI2A|2123	211.4799
EVI2B|2124	1826.2441	EVI2B|2124	334.4472
EVI5L|115704	226.9852	EVI5L|115704	209.4008
EVI5|7813	512.4438	EVI5|7813	494.8392
EVL|51466	4859.2106	EVL|51466	2241.6277
EVPL|2125	362.9296	EVPL|2125	604.4405
EWSR1|2130	4138.5325	EWSR1|2130	4097.1263
EXD2|55218	628.1569	EXD2|55218	817.1085
EXD3|54932	99.4294	EXD3|54932	231.0834
EXO1|9156	123.6083	EXO1|9156	31.4844
EXOC1|55763	994.5406	EXOC1|55763	1237.0981
EXOC2|55770	968.388	EXOC2|55770	957.8971
EXOC3L2|90332	95.4818	EXOC3L2|90332	25.5439
EXOC3L|283849	74.2365	EXOC3L|283849	57.5421
EXOC3|11336	1012.058	EXOC3|11336	1117.9921
EXOC4|60412	1604.44	EXOC4|60412	1857.8748
EXOC5|10640	2012.52	EXOC5|10640	1545.4073
EXOC6B|23233	250.6706	EXOC6B|23233	317.2199
EXOC6|54536	1035.4967	EXOC6|54536	740.1797
EXOC7|23265	2273.3062	EXOC7|23265	2966.5048
EXOC8|149371	500.8478	EXOC8|149371	583.9459
EXOG|9941	118.9205	EXOG|9941	103.6608
EXOSC10|5394	1493.6614	EXOSC10|5394	1767.8770000000002
EXOSC1|51013	331.8425	EXOSC1|51013	281.5772
EXOSC2|23404	430.5317	EXOSC2|23404	577.4115
EXOSC3|51010	366.6305	EXOSC3|51010	320.1901
EXOSC4|54512	230.4393	EXOSC4|54512	169.3027
EXOSC5|56915	371.3182	EXOSC5|56915	372.16900000000004
EXOSC6|118460	184.0554	EXOSC6|118460	263.7558
EXOSC7|23016	390.3159	EXOSC7|23016	556.9169
EXOSC8|11340	318.1815	EXOSC8|11340	351.9061
EXOSC9|5393	542.7463	EXOSC9|5393	536.8471
EXPH5|23086	151.9814	EXPH5|23086	702.1608
EXT1|2131	5041.2922	EXT1|2131	883.0474
EXT2|2132	3534.8012	EXT2|2132	1604.5147
EXTL1|2134	75.4973	EXTL1|2134	87.0275
EXTL2|2135	344.4254	EXTL2|2135	343.0608
EXTL3|2137	880.3079	EXTL3|2137	958.7881
lowly_expressed	lowly_expressed	EYA1|2138	30.5933
EYA2|2139	53.0455	EYA2|2139	1098.3887
EYA3|2140	271.6421	EYA3|2140	245.9345
EYS|346007	12.3362	EYS|346007	18.4154
EZH1|2145	624.2093	EZH1|2145	1709.9577
EZH2|2146	303.4694	EZH2|2146	161.2831
EZR|7430	3475.5877	EZR|7430	3975.9412
F10|2159	39.9691	F10|2159	55.2462
F11R|50848	2547.909	F11R|50848	3514.0714
F12|2161	85.6129	F12|2161	35.6427
F13A1|2162	636.2988	F13A1|2162	318.705
F2RL1|2150	70.5628	F2RL1|2150	442.8603
F2RL2|2151	567.2163	F2RL2|2151	257.8154
F2RL3|9002	70.3161	F2RL3|9002	23.1677
F2R|2149	3607.8312	F2R|2149	760.3772
F3|2152	612.1199	F3|2152	1023.242
F5|2153	1047.0926	F5|2153	25.8409
F7|2155	95.7285	F7|2155	36.8308
F8A1|8263	90.5474	F8A1|8263	47.8206
F8|2157	420.6677	lowly_expressed	lowly_expressed
FA2H|79152	60.4471	FA2H|79152	78.4139
FAAH2|158584	322.7138	FAAH2|158584	304.7449
FAAH|2166	383.1609	FAAH|2166	400.3861
FABP3|2170	86.3531	FABP3|2170	85.5424
FABP4|2167	162.097	FABP4|2167	1024.4301
FABP5|2171	56.0061	FABP5|2171	44.2563
lowly_expressed	lowly_expressed	FABP7|2173	268.2112
FADD|8772	462.6057	FADD|8772	429.1973
FADS1|3992	784.7915	FADS1|3992	305.933
FADS2|9415	2075.9623	FADS2|9415	754.1397
FADS3|3995	159.3831	FADS3|3995	184.1539
FAF1|11124	949.637	FAF1|11124	1079.6762
FAF2|23197	1700.1686	FAF2|23197	1720.3535
FAHD1|81889	549.2006	FAHD1|81889	380.4827
FAHD2A|51011	274.356	FAHD2A|51011	346.3281
FAHD2B|151313	108.8049	FAHD2B|151313	177.9164
FAH|2184	883.5153	FAH|2184	406.0296
FAIM2|23017	45.6438	FAIM2|23017	76.0377
FAIM3|9214	260.996	FAIM3|9214	181.0678
FAIM|55179	427.3243	FAIM|55179	249.7958
FAM100A|124402	173.69299999999998	FAM100A|124402	190.9854
FAM100B|283991	398.211	FAM100B|283991	409.8908
FAM101A|144347	49.8381	FAM101A|144347	53.761
FAM101B|359845	333.8163	FAM101B|359845	189.2032
FAM102A|399665	5069.9121	FAM102A|399665	2085.988
FAM102B|284611	3953.9837	FAM102B|284611	1372.8373
FAM103A1|83640	394.6582	FAM103A1|83640	404.2474
FAM104A|84923	637.5373	FAM104A|84923	702.4935
FAM104B|90736	253.3846	FAM104B|90736	185.0449
FAM105A|54491	798.1491	FAM105A|54491	444.0484
FAM105B|90268	831.9501	FAM105B|90268	563.7484
lowly_expressed	lowly_expressed	FAM106A|80039	15.4452
FAM106C|100129396	7.155	FAM106C|100129396	18.4154
FAM107A|11170	55.5127	FAM107A|11170	472.8596
FAM107B|83641	12149.3834	FAM107B|83641	5929.1602
FAM108A1|81926	327.1548	FAM108A1|81926	239.697
FAM108B1|51104	253.3846	FAM108B1|51104	403.9504
FAM108C1|58489	468.5271	FAM108C1|58489	578.0055
FAM109A|144717	2322.1574	FAM109A|144717	217.1233
FAM109B|150368	340.9713	FAM109B|150368	217.1233
FAM10A4|145165	370.3313	FAM10A4|145165	524.5415
FAM110A|83541	203.5465	FAM110A|83541	255.1422
FAM110B|90362	239.8148	FAM110B|90362	200.1931
FAM110C|642273	6.1681	FAM110C|642273	10.3958
FAM111A|63901	1263.7155	FAM111A|63901	1287.8889
FAM111B|374393	442.8679	FAM111B|374393	137.5213
FAM113A|64773	316.7924	FAM113A|64773	445.2365
FAM113B|91523	99.1925	FAM113B|91523	175.8372
FAM114A1|92689	1087.5552	FAM114A1|92689	593.1536
FAM114A2|10827	881.048	FAM114A2|10827	540.2837
FAM115A|9747	525.0267	FAM115A|9747	596.7179
FAM115C|285966	448.42900000000003	FAM115C|285966	1098.9471
FAM116A|201627	938.0411	FAM116A|201627	1167.2978
FAM116B|414918	138.6584	FAM116B|414918	179.9955
FAM117A|81558	253.1379	FAM117A|81558	588.1043
FAM117B|150864	368.1108	FAM117B|150864	505.8291
FAM118A|55007	195.8981	FAM118A|55007	317.5169
FAM118B|79607	271.6421	FAM118B|79607	184.1539
FAM119A|151194	178.8742	FAM119A|151194	147.9171
FAM119B|25895	403.8856	FAM119B|25895	666.8152
FAM120AOS|158293	749.9689999999999	FAM120AOS|158293	1009.2047
FAM120A|23196	5712.2013	FAM120A|23196	4348.7815
FAM120B|84498	633.8315	FAM120B|84498	992.0547
FAM120C|54954	412.7677	FAM120C|54954	502.2648
FAM122A|116224	452.4901	FAM122A|116224	963.2435
FAM122B|159090	945.4427	FAM122B|159090	762.1594
FAM122C|159091	26.3994	FAM122C|159091	32.0784
FAM123B|139285	202.0662	FAM123B|139285	286.9236
FAM124A|220108	12.5829	FAM124A|220108	31.7814
FAM124B|79843	50.8249	FAM124B|79843	101.5816
FAM125A|93343	395.0036	FAM125A|93343	387.3171
FAM125B|89853	231.1795	FAM125B|89853	428.3062
FAM126A|84668	615.5740000000001	FAM126A|84668	1715.6011
FAM126B|285172	477.4091	FAM126B|285172	727.4077
FAM127A|8933	762.3742	FAM127A|8933	594.0447
FAM127B|26071	312.5981	FAM127B|26071	506.7201
FAM127C|441518	126.3222	FAM127C|441518	317.5169
FAM128A|653784	332.5827	FAM128A|653784	253.063
FAM128B|80097	711.0558	FAM128B|80097	567.6097
FAM129A|116496	1494.6483	FAM129A|116496	4139.0065
FAM129B|64855	4442.0019	FAM129B|64855	3287.1464
FAM129C|199786	14.5567	lowly_expressed	lowly_expressed
FAM131A|131408	229.2057	FAM131A|131408	268.5082
FAM131B|9715	29.8535	FAM131B|9715	47.2266
lowly_expressed	lowly_expressed	FAM133A|286499	8.0196
FAM133B|257415	108.0647	FAM133B|257415	182.6687
FAM134A|79137	1826.9842	FAM134A|79137	2540.4322
FAM134B|54463	1743.5918	FAM134B|54463	788.5943
FAM134C|162427	1838.3335	FAM134C|162427	1731.9373
FAM135A|57579	235.6205	FAM135A|57579	419.3956
lowly_expressed	lowly_expressed	FAM135B|51059	6.2375
FAM136A|84908	578.3188	FAM136A|84908	610.0839
FAM13AOS|285512	42.7892	FAM13AOS|285512	121.2891
FAM13A|10144	359.1227	FAM13A|10144	2628.2468
FAM13B|51306	1118.6423	FAM13B|51306	1816.9926
FAM13C|220965	111.3436	FAM13C|220965	391.9537
FAM149A|25854	53.2922	FAM149A|25854	119.7
FAM149B1|317662	533.6619999999999	FAM149B1|317662	597.3119
lowly_expressed	lowly_expressed	FAM150B|285016	213.8561
FAM151B|167555	63.4078	FAM151B|167555	24.9499
lowly_expressed	lowly_expressed	FAM153A|285596	7.4256
FAM154B|283726	84.3793	FAM154B|283726	38.3159
FAM155A|728215	17.5173	FAM155A|728215	17.2273
FAM155B|27112	48.8512	FAM155B|27112	42.4742
FAM156A|29057	275.5897	FAM156A|29057	571.174
FAM157A|728262	8.1419	FAM157A|728262	12.4749
FAM158A|51016	72.2899	FAM158A|51016	65.939
FAM159A|348378	8.3886	FAM159A|348378	8.0196
FAM160A1|729830	112.7524	FAM160A1|729830	386.1291
FAM160A2|84067	454.9573	FAM160A2|84067	800.1782
FAM160B1|57700	1139.6138	FAM160B1|57700	932.3532
FAM160B2|64760	769.5292	FAM160B2|64760	1237.9892
FAM161A|84140	43.4233	FAM161A|84140	104.8489
FAM161B|145483	446.0457	FAM161B|145483	267.8399
FAM162A|26355	817.1468	FAM162A|26355	561.0752
FAM162B|221303	22.6985	FAM162B|221303	33.5635
FAM164A|51101	100.9097	FAM164A|51101	494.2452
FAM164C|79696	43.9167	FAM164C|79696	87.6216
FAM165B|54065	237.84099999999998	FAM165B|54065	319.8931
lowly_expressed	lowly_expressed	FAM166B|730112	10.0988
FAM167A|83648	22.6985	FAM167A|83648	171.9759
FAM167B|84734	88.5736	FAM167B|84734	35.9397
FAM168A|23201	288.4193	FAM168A|23201	440.1871
FAM168B|130074	1907.1692	FAM168B|130074	3537.5362
FAM169A|26049	104.6106	FAM169A|26049	161.8772
FAM171A1|221061	197.8719	FAM171A1|221061	884.8296
FAM171A2|284069	6.6615	lowly_expressed	lowly_expressed
FAM171B|165215	229.4524	FAM171B|165215	227.5191
FAM172A|83989	709.0821	FAM172A|83989	912.7497
FAM173A|65990	91.0408	FAM173A|65990	48.1176
FAM173B|134145	293.8472	FAM173B|134145	177.9164
FAM174A|345757	407.5865	FAM174A|345757	294.3491
FAM174B|400451	1033.0294	FAM174B|400451	892.8492
FAM175A|84142	401.5516	FAM175A|84142	548.2973
FAM175B|23172	632.8446	FAM175B|23172	675.4288
FAM176A|84141	76.4841	FAM176A|84141	104.8489
FAM176B|55194	384.0318	FAM176B|55194	125.5187
FAM177A1|283635	1241.5104	FAM177A1|283635	801.0693
FAM178A|55719	1324.1626	FAM178A|55719	1216.3065
FAM179A|165186	5.9214	FAM179A|165186	5.0494
FAM179B|23116	907.4474	FAM179B|23116	1246.8998
FAM180A|389558	36.2683	FAM180A|389558	73.6615
FAM181B|220382	47.8643	FAM181B|220382	40.098
lowly_expressed	lowly_expressed	FAM182B|728882	14.8511
FAM184A|79632	13.5698	FAM184A|79632	166.9266
lowly_expressed	lowly_expressed	FAM184B|27146	14.7442
FAM185A|222234	100.663	FAM185A|222234	152.0754
lowly_expressed	lowly_expressed	FAM186A|121006	5.9404
FAM186B|84070	17.7641	FAM186B|84070	34.1576
FAM188A|80013	712.7829	FAM188A|80013	618.9946
FAM188B|84182	265.6665	FAM188B|84182	260.6044
FAM189A1|23359	49.5913	FAM189A1|23359	5.6434
FAM189A2|9413	109.0516	FAM189A2|9413	1381.7479999999998
FAM189B|10712	530.4546	FAM189B|10712	395.9308
FAM18A|780776	15.7483	FAM18A|780776	27.2874
FAM18B2|201158	279.33	FAM18B2|201158	285.9107
FAM18B|51030	1028.095	FAM18B|51030	917.502
FAM190A|401145	41.4495	FAM190A|401145	195.7377
FAM190B|54462	1366.8457	FAM190B|54462	2262.1222
FAM192A|80011	918.3032	FAM192A|80011	1234.7219
FAM193A|8603	559.3212	FAM193A|8603	1047.5978
FAM193B|54540	341.9582	FAM193B|54540	990.2725
FAM195A|84331	474.6952	FAM195A|84331	168.1147
FAM195B|348262	648.6349	FAM195B|348262	772.8522
FAM196A|642938	19.4911	FAM196A|642938	10.9898
FAM196B|100131897	5.9214	FAM196B|100131897	813.8412
FAM198A|729085	193.1842	FAM198A|729085	167.5206
FAM198B|51313	10058.4055	FAM198B|51313	4168.7087
FAM199X|139231	753.7389	FAM199X|139231	637.1129
lowly_expressed	lowly_expressed	FAM19A2|338811	34.7516
FAM19A4|151647	22.9452	lowly_expressed	lowly_expressed
FAM19A5|25817	25.4125	FAM19A5|25817	85.2454
FAM200A|221786	225.0114	FAM200A|221786	313.0616
FAM200B|285550	237.3476	FAM200B|285550	591.0745
FAM20A|54757	93.2613	FAM20A|54757	182.0747
FAM20B|9917	2297.9785	FAM20B|9917	2018.8609
FAM20C|56975	1620.9705	FAM20C|56975	1455.7065
FAM21A|387680	623.7159	FAM21A|387680	700.6757
FAM21B|55747	1046.5992	FAM21B|55747	889.5819
FAM21C|253725	2675.2181	FAM21C|253725	2259.449
FAM22A|728118	27.8797	FAM22A|728118	63.2658
FAM22D|728130	100.6457	FAM22D|728130	145.2439
lowly_expressed	lowly_expressed	FAM23A|653567	5.9404
FAM24B|196792	12.8469	FAM24B|196792	23.7588
FAM26E|254228	252.6444	FAM26E|254228	65.6419
FAM26F|441168	81.1719	FAM26F|441168	35.9397
lowly_expressed	lowly_expressed	FAM27A|548321	5.9404
lowly_expressed	lowly_expressed	FAM27C|100132948	12.1779
FAM32A|26017	1503.5303	FAM32A|26017	1093.3393
FAM35A|54537	1428.5265	FAM35A|54537	1008.9849
FAM35B2|439965	108.3114	FAM35B2|439965	87.9186
FAM35B|414241	359.2288	FAM35B|414241	293.1611
FAM36A|116228	719.7923	FAM36A|116228	737.9906
FAM38A|9780	2245.6634	FAM38A|9780	2313.1002
FAM38B|63895	276.0831	FAM38B|63895	167.2236
FAM3A|60343	435.7129	FAM3A|60343	454.7412
FAM3B|54097	15.7903	FAM3B|54097	826.3162
FAM3C|10447	999.9685	FAM3C|10447	1167.5949
lowly_expressed	lowly_expressed	FAM3D|131177	456.2263
FAM40A|85369	794.9417	FAM40A|85369	769.2879
FAM40B|57464	1443.8233	FAM40B|57464	35.6427
FAM41C|284593	11.1025	FAM41C|284593	25.5439
FAM43A|131583	167.2782	FAM43A|131583	181.4807
FAM43B|163933	6.6615	FAM43B|163933	5.0494
FAM45A|404636	537.8563	FAM45A|404636	381.3767
FAM45B|55855	228.4655	FAM45B|55855	172.57
FAM46A|55603	942.4821	FAM46A|55603	641.5683
FAM46B|115572	116.9467	FAM46B|115572	541.1747
FAM46C|54855	1074.7256	FAM46C|54855	671.2705
FAM47E|100129583	56.1961	FAM47E|100129583	222.5826
FAM48A|55578	830.5611	FAM48A|55578	1356.5664
FAM49A|81553	103.8704	FAM49A|81553	256.6273
FAM49B|51571	2182.5121	FAM49B|51571	906.8092
FAM50A|9130	1002.9292	FAM50A|9130	525.1355
FAM50B|26240	131.2567	FAM50B|26240	225.44
FAM53A|152877	5.4279	FAM53A|152877	26.435
FAM53B|9679	1012.5909	FAM53B|9679	681.9693
FAM53C|51307	943.9624	FAM53C|51307	1375.8075
FAM54A|113115	50.8249	FAM54A|113115	18.4154
FAM54B|56181	1012.9363	FAM54B|56181	918.3426
lowly_expressed	lowly_expressed	FAM55B|120406	11.8809
FAM55C|91775	2172.2534	FAM55C|91775	834.6328
FAM57A|79850	166.7848	FAM57A|79850	158.0159
FAM58A|92002	215.1425	FAM58A|92002	179.9955
FAM59A|64762	51.3184	FAM59A|64762	232.2715
lowly_expressed	lowly_expressed	FAM5B|57795	6.8315
FAM60A|58516	1297.7633	FAM60A|58516	2631.321
FAM63A|55793	529.9611	FAM63A|55793	635.9249
FAM63B|54629	557.1007	FAM63B|54629	440.4841
FAM64A|54478	72.5366	FAM64A|54478	14.2571
FAM65A|79567	1170.9476	FAM65A|79567	939.1847
FAM65B|9750	186.0292	FAM65B|9750	224.2519
FAM65C|140876	20.9715	FAM65C|140876	46.3355
FAM66C|440078	14.5567	FAM66C|440078	35.9397
FAM69A|388650	442.3744	FAM69A|388650	194.2526
FAM69B|138311	55.9716	FAM69B|138311	204.8533
lowly_expressed	lowly_expressed	FAM69C|125704	5.6434
FAM70A|55026	61.6808	FAM70A|55026	230.1923
FAM70B|348013	80.185	FAM70B|348013	26.138
