gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
lowly_expressed	lowly_expressed	ALOX12|239	8.7163
ALOX15B|247	85.9094	ALOX15B|247	1261.829
ALOX15|246	6.4702	ALOX15|246	5.5167
ALOX5AP|241	210.2804	ALOX5AP|241	171.0163
ALOX5|240	155.284	ALOX5|240	199.8727
ALOXE3|59344	15.0971	ALOXE3|59344	8.9115
ALPK1|80216	520.8483	ALPK1|80216	823.8914
ALPK2|115701	6.4702	lowly_expressed	lowly_expressed
ALPK3|57538	144.5004	ALPK3|57538	180.3522
ALPL|249	292.9547	ALPL|249	481.4343
ALS2CL|259173	61.826	ALS2CL|259173	167.6215
ALS2CR11|151254	7.1891	ALS2CR11|151254	20.157
ALS2CR4|65062	630.8411	ALS2CR4|65062	1297.2629
ALS2CR8|79800	115.7441	ALS2CR8|79800	422.0242
ALS2|57679	931.3444	ALS2|57679	960.7469
ALX3|257	12.9403	ALX3|257	18.6718
ALX4|60529	7.1891	ALX4|60529	40.1018
AMACR|23600	525.8807	AMACR|23600	443.0299
AMBP|259	48.8857	AMBP|259	25.8858
AMBRA1|55626	1434.22	AMBRA1|55626	818.3747
AMD1|262	2029.1157	AMD1|262	3427.5408
lowly_expressed	lowly_expressed	AMDHD1|144193	13.3673
AMDHD2|51005	103.307	AMDHD2|51005	91.34100000000001
AMFR|267	3694.8239	AMFR|267	3195.8413
AMICA1|120425	203.0913	AMICA1|120425	191.8099
AMIGO1|57463	63.9827	AMIGO1|57463	141.9478
AMIGO2|347902	1357.6564	AMIGO2|347902	1916.1893
AMIGO3|386724	67.9367	AMIGO3|386724	40.314
AMMECR1L|83607	1138.3896	AMMECR1L|83607	1165.4997
AMMECR1|9949	671.0999	AMMECR1|9949	513.4734
AMN1|196394	213.5155	AMN1|196394	375.7691
AMOTL1|154810	754.4932	AMOTL1|154810	1970.9315
AMOTL2|51421	634.0762	AMOTL2|51421	2139.826
AMOT|154796	1040.9777	AMOT|154796	1000.0
lowly_expressed	lowly_expressed	AMPD1|270	79.355
AMPD2|271	529.1157	AMPD2|271	450.8805
AMPD3|272	234.0043	AMPD3|272	258.0098
AMPH|273	77.642	AMPH|273	75.1114
AMT|275	20.7908	AMT|275	139.7284
lowly_expressed	lowly_expressed	AMY1A|276	8.4872
AMY2B|280	67.1927	AMY2B|280	422.6204
AMZ1|155185	101.7254	AMZ1|155185	49.0134
AMZ2P1|201283	264.5579	AMZ2P1|201283	277.3181
AMZ2|51321	2270.6686	AMZ2|51321	1597.2841
ANAPC10|10393	143.0625	ANAPC10|10393	187.9907
ANAPC11|51529	1386.7721	ANAPC11|51529	461.2773
ANAPC13|25847	612.6815	ANAPC13|25847	859.6160000000001
ANAPC16|119504	1359.4536	ANAPC16|119504	2058.7736
ANAPC1|64682	937.8145	ANAPC1|64682	1033.7365
ANAPC2|29882	569.734	ANAPC2|29882	505.1984
ANAPC4|29945	496.046	ANAPC4|29945	782.9408
ANAPC5|51433	1260.6039	ANAPC5|51433	1966.6879
ANAPC7|51434	727.1747	ANAPC7|51434	670.0615
ANGEL1|23357	351.5457	ANGEL1|23357	639.5077
ANGEL2|90806	1231.8476	ANGEL2|90806	1218.9688
ANGPT1|284	50.683	ANGPT1|284	476.9786
ANGPT2|285	581.9554	ANGPT2|285	314.025
lowly_expressed	lowly_expressed	ANGPT4|51378	6.1532
ANGPTL1|9068	92.3796	ANGPTL1|9068	278.1668
ANGPTL2|23452	1002.1567	ANGPTL2|23452	2050.923
ANGPTL4|51129	499.2811	ANGPTL4|51129	563.972
lowly_expressed	lowly_expressed	ANGPTL5|253935	5.941
lowly_expressed	lowly_expressed	ANGPTL7|10218	82.5377
ANG|283	151.5385	ANG|283	225.0329
ANK1|286	20.4889	ANK1|286	7.6384
ANK2|287	920.2013	ANK2|287	762.7838
ANK3|288	1128.3249	ANK3|288	3182.8984
ANKAR|150709	17.2538	ANKAR|150709	64.2903
ANKDD1A|348094	46.729	ANKDD1A|348094	233.1848
ANKFY1|51479	2202.0129	ANKFY1|51479	2569.0643
ANKHD1-EIF4EBP3|404734	760.284	ANKHD1-EIF4EBP3|404734	689.7284
ANKHD1|54882	4272.1747	ANKHD1|54882	4395.2769
ANKH|56172	1790.4385	ANKH|56172	1803.5222
ANKIB1|54467	1962.9763	ANKIB1|54467	2148.7375
lowly_expressed	lowly_expressed	ANKK1|255239	19.7327
lowly_expressed	lowly_expressed	ANKLE1|126549	7.2141
ANKLE2|23141	1585.55	ANKLE2|23141	1557.1823
ANKMY1|51281	238.3178	ANKMY1|51281	257.7976
ANKMY2|57037	437.8145	ANKMY2|57037	710.3756
ANKRA2|57763	375.629	ANKRA2|57763	545.7246
ANKRD10|55608	1608.555	ANKRD10|55608	1825.349
ANKRD11|29123	1844.7556	ANKRD11|29123	1714.0505
ANKRD12|23253	1407.9799	ANKRD12|23253	2931.0418
ANKRD13A|88455	674.6945	ANKRD13A|88455	1180.3522
ANKRD13B|124930	252.3364	ANKRD13B|124930	114.3645
ANKRD13C|81573	611.4306	ANKRD13C|81573	828.3471
ANKRD13D|338692	377.0669	ANKRD13D|338692	337.5769
ANKRD16|54522	215.1618	ANKRD16|54522	219.5608
ANKRD17|26057	4862.3293	ANKRD17|26057	4826.4375
ANKRD19|138649	29.8347	ANKRD19|138649	32.4634
lowly_expressed	lowly_expressed	ANKRD1|27063	5.5167
lowly_expressed	lowly_expressed	ANKRD20A3|441425	12.3064
lowly_expressed	lowly_expressed	ANKRD20A4|728747	7.0019
lowly_expressed	lowly_expressed	ANKRD20B|729171	9.3359
ANKRD22|118932	308.0518	ANKRD22|118932	98.8755
ANKRD23|200539	30.5536	ANKRD23|200539	41.1627
ANKRD24|170961	15.815999999999999	ANKRD24|170961	18.0352
ANKRD26|22852	486.3408	ANKRD26|22852	627.6257
ANKRD27|84079	695.5428	ANKRD27|84079	849.9894
ANKRD28|23243	5246.9446	ANKRD28|23243	2406.5351
ANKRD29|147463	76.9231	ANKRD29|147463	252.0687
ANKRD30A|91074	1036.3048	ANKRD30A|91074	4101.6338
ANKRD30B|374860	14.0187	ANKRD30B|374860	231.6996
lowly_expressed	lowly_expressed	ANKRD31|256006	12.5186
ANKRD32|84250	211.7182	ANKRD32|84250	291.5341
lowly_expressed	lowly_expressed	ANKRD34A|284615	10.1846
ANKRD35|148741	17.2538	ANKRD35|148741	70.6556
ANKRD36BP1|84832	261.3228	ANKRD36BP1|84832	274.9841
ANKRD36B|57730	34.5075	ANKRD36B|57730	141.7356
ANKRD36|375248	163.9109	ANKRD36|375248	466.3696
ANKRD37|353322	35.3918	ANKRD37|353322	164.7252
ANKRD39|51239	79.4393	ANKRD39|51239	64.0781
ANKRD40|91369	1763.4795	ANKRD40|91369	2055.1666
ANKRD42|338699	366.6427	ANKRD42|338699	300.2334
ANKRD43|134548	920.9202	ANKRD43|134548	396.1383
ANKRD44|91526	106.7577	ANKRD44|91526	138.1286
ANKRD45|339416	5.0324	ANKRD45|339416	7.2141
ANKRD46|157567	612.1963	ANKRD46|157567	804.9141
ANKRD49|54851	221.7829	ANKRD49|54851	354.9756
ANKRD50|57182	2515.8160000000003	ANKRD50|57182	3659.8769
ANKRD52|283373	2492.092	ANKRD52|283373	1974.5385
ANKRD53|79998	9.7052	ANKRD53|79998	15.9134
ANKRD54|129138	432.7822	ANKRD54|129138	231.063
lowly_expressed	lowly_expressed	ANKRD55|79722	5.0923
ANKRD56|345079	180.4457	ANKRD56|345079	132.3997
ANKRD57|65124	356.2185	ANKRD57|65124	803.0978
ANKRD58|347454	8.9863	lowly_expressed	lowly_expressed
ANKRD5|63926	367.3616	ANKRD5|63926	382.9832
ANKRD6|22881	110.8124	ANKRD6|22881	288.8542
ANKRD9|122416	28.0374	ANKRD9|122416	38.4044
ANKS1A|23294	1379.5829999999999	ANKS1A|23294	1294.7167
ANKS1B|56899	118.6197	ANKS1B|56899	135.5824
ANKS3|124401	208.8426	ANKS3|124401	188.8394
ANKS6|203286	73.3285	ANKS6|203286	183.9593
ANKZF1|55139	423.0769	ANKZF1|55139	640.5686
ANLN|54443	609.6334	ANLN|54443	252.0687
ANO10|55129	531.9914	ANO10|55129	592.404
ANO1|55107	5745.1474	ANO1|55107	5585.1899
ANO2|57101	15.0971	ANO2|57101	37.7679
lowly_expressed	lowly_expressed	ANO3|63982	25.0371
ANO5|203859	30.5536	ANO5|203859	74.8992
ANO6|196527	3034.1481	ANO6|196527	4051.7717
ANO7|50636	12.5809	ANO7|50636	16.9743
ANO8|57719	226.8152	ANO8|57719	255.6758
ANO9|338440	98.1308	ANO9|338440	103.9677
ANP32A|8125	1929.1876	ANP32A|8125	2085.7203
ANP32B|10541	2209.5615	ANP32B|10541	1568.6399
ANP32E|81611	2726.8152	ANP32E|81611	1356.4609
ANPEP|290	1360.1725	ANPEP|290	5911.3091
ANTXR1|84168	2851.9051	ANTXR1|84168	2987.2693
ANTXR2|118429	782.1711	ANTXR2|118429	1522.1727
ANUBL1|93550	217.4694	ANUBL1|93550	316.5712
ANXA11|311	1481.6679	ANXA11|311	2144.9183
ANXA1|301	1984.5435	ANXA1|301	8211.5425
ANXA2P1|303	60.0288	ANXA2P1|303	53.8935
ANXA2P2|304	3936.0173	ANXA2P2|304	3111.1818
ANXA2|302	12006.1107	ANXA2|302	9332.2724
ANXA3|306	132.9978	ANXA3|306	827.7106
ANXA4|307	1013.6592	ANXA4|307	1157.6491
ANXA5|308	6241.1934	ANXA5|308	8071.2922
ANXA6|309	2689.0726	ANXA6|309	4309.3571
ANXA7|310	2753.4148	ANXA7|310	3309.7815
lowly_expressed	lowly_expressed	ANXA8L2|244	93.3588
ANXA8|653145	8.2674	ANXA8|653145	171.2285
ANXA9|8416	772.4659	ANXA9|8416	300.6578
AOAH|313	181.1646	AOAH|313	95.4806
AOC2|314	11.862	AOC2|314	48.589
AOC3|8639	864.8454	AOC3|8639	2833.2272
AOX1|316	733.2854	AOX1|316	690.2185
AP1AR|55435	1044.5723	AP1AR|55435	1017.6109
AP1B1|162	1961.1789999999999	AP1B1|162	1308.9327
AP1G1|164	2991.0137	AP1G1|164	3079.1428
AP1G2|8906	675.1078	AP1G2|8906	1105.4827
AP1M1|8907	703.4508	AP1M1|8907	630.1719
AP1M2|10053	821.3515	AP1M2|10053	981.9648
AP1S1|1174	647.376	AP1S1|1174	394.4409
AP1S2|8905	547.0884	AP1S2|8905	436.8767
AP1S3|130340	327.8217	AP1S3|130340	189.2637
AP2A1|160	1982.7606	AP2A1|160	1129.1874
AP2A2|161	1175.0539	AP2A2|161	1198.8118
AP2B1|163	12225.7369	AP2B1|163	10540.4201
AP2M1|1173	6802.3005	AP2M1|1173	3574.7931
AP2S1|1175	1200.2157	AP2S1|1175	740.0806
AP3B1|8546	1843.9971	AP3B1|8546	1862.7201
AP3B2|8120	23.7239	AP3B2|8120	66.4121
AP3D1|8943	2391.0855	AP3D1|8943	1878.8457
AP3M1|26985	1744.069	AP3M1|26985	1860.8105
AP3M2|10947	658.5191	AP3M2|10947	650.7532
AP3S1|1176	1692.3077	AP3S1|1176	930.1931
AP3S2|10239	2648.9612	AP3S2|10239	1837.6129999999998
AP4B1|10717	317.3688	AP4B1|10717	337.666
AP4E1|23431	468.7275	AP4E1|23431	609.5905
AP4M1|9179	364.3206	AP4M1|9179	268.0289
AP4S1|11154	54.2775	AP4S1|11154	82.962
APAF1|317	476.6355	APAF1|317	643.1148
APBA1|320	64.7017	APBA1|320	279.652
APBA2|321	86.9878	APBA2|321	86.3569
APBA3|9546	71.8907	APBA3|9546	89.3274
APBB1IP|54518	171.0999	APBB1IP|54518	378.7397
APBB1|322	601.0065	APBB1|322	431.5722
APBB2|323	4119.6981	APBB2|323	2880.5432
APBB3|10307	201.6535	APBB3|10307	403.3524
lowly_expressed	lowly_expressed	APC2|10297	6.1935
APCDD1L|164284	6.4702	APCDD1L|164284	191.1734
APCDD1|147495	90.5823	APCDD1|147495	736.6858
APC|324	1301.2221	APC|324	1871.2073
APEH|327	1135.8735	APEH|327	1026.098
APEX1|328	2000.3595	APEX1|328	2733.7153
APEX2|27301	570.8124	APEX2|27301	378.9518
APH1A|51107	7304.4572	APH1A|51107	4016.7621
APH1B|83464	439.9712	APH1B|83464	954.8059
API5|8539	3585.9094	API5|8539	3465.0965
APIP|51074	399.1733	APIP|51074	449.1513
APITD1|378708	298.5011	APITD1|378708	240.2716
APLF|200558	75.4853	APLF|200558	131.3388
APLNR|187	547.4479	APLNR|187	589.4335
APLN|8862	190.15099999999998	APLN|8862	110.1209
APLP1|333	129.4033	APLP1|333	46.6794
APLP2|334	9078.0014	APLP2|334	10495.226
APOA1BP|128240	2201.294	APOA1BP|128240	1173.3503
APOB48R|55911	204.1697	APOB48R|55911	34.5852
lowly_expressed	lowly_expressed	APOBEC2|10930	8.6993
APOBEC3A|200315	148.0949	APOBEC3A|200315	17.3987
APOBEC3B|9582	264.9173	APOBEC3B|9582	84.4473
APOBEC3C|27350	92.3796	APOBEC3C|27350	209.4208
APOBEC3D|140564	42.0561	APOBEC3D|140564	66.8364
APOBEC3F|200316	248.023	APOBEC3F|200316	226.3951
APOBEC3G|60489	230.0503	APOBEC3G|60489	308.2962
APOBEC3H|164668	6.8296	lowly_expressed	lowly_expressed
APOB|338	5.3918	APOB|338	43.4967
APOC1|341	291.1574	APOC1|341	150.6471
APOC2|344	35.9454	APOC2|344	9.3359
APOD|347	41727.5341	APOD|347	32940.3777
APOE|348	1250.5392	APOE|348	387.6512
lowly_expressed	lowly_expressed	APOF|319	13.5795
APOL1|8542	1523.3645	APOL1|8542	752.387
APOL2|23780	1079.7987	APOL2|23780	481.4343
APOL3|80833	686.5564	APOL3|80833	715.2557
APOL4|80832	341.4809	APOL4|80832	340.3352
APOL6|80830	4003.2351	APOL6|80830	3213.6643
APOLD1|81575	443.2063	APOLD1|81575	1848.5041
APOM|55937	8.6269	APOM|55937	29.9173
APOOL|139322	40.9777	APOOL|139322	162.5292
APOO|79135	243.7096	APOO|79135	201.7823
APPBP2|10513	2059.3098	APPBP2|10513	2191.3855
APPL1|26060	1950.7549	APPL1|26060	2482.4952
APPL2|55198	909.4177	APPL2|55198	1382.7711
APP|351	22089.8634	APP|351	23928.0713
APRT|353	907.9799	APRT|353	579.0367
APTX|54840	652.7678	APTX|54840	528.3259
AQP11|282679	8.2674	AQP11|282679	57.0762
AQP1|358	5131.4558	AQP1|358	6749.4165
AQP3|360	260.9633	AQP3|360	498.4087
lowly_expressed	lowly_expressed	AQP4|361	42.4358
lowly_expressed	lowly_expressed	AQP5|362	150.435
lowly_expressed	lowly_expressed	AQP6|363	9.7602
lowly_expressed	lowly_expressed	AQP7P1|375719	95.6928
lowly_expressed	lowly_expressed	AQP7P3|441432	8.9115
AQP7|364	24.0834	AQP7|364	465.0965
AQP9|366	121.4953	AQP9|366	30.3416
lowly_expressed	lowly_expressed	AQPEP|206338	88.6909
AQR|9716	1266.7146	AQR|9716	1651.3898
ARAF|369	842.9188	ARAF|369	859.5374
ARAP1|116985	1162.0992	ARAP1|116985	1257.4475
ARAP2|116984	804.8167	ARAP2|116984	665.3936
ARAP3|64411	294.0331	ARAP3|64411	408.0204
ARCN1|372	4181.1646	ARCN1|372	4148.7375
ARC|23237	5.0324	ARC|23237	71.7165
AREG|374	759.885	AREG|374	2334.8186
ARF1|375	12700.9346	ARF1|375	6684.2775
ARF3|377	8423.7958	ARF3|377	5524.931
ARF4|378	4203.8102	ARF4|378	3548.2707
ARF5|381	1832.8541	ARF5|381	1317.7976
ARF6|382	3069.3746	ARF6|382	3164.4388
ARFGAP1|55738	1454.7088	ARFGAP1|55738	680.6705
ARFGAP2|84364	1745.5068	ARFGAP2|84364	1474.8568
ARFGAP3|26286	1967.6492	ARFGAP3|26286	1369.1916
ARFGEF1|10565	4222.8613	ARFGEF1|10565	3730.4074
ARFGEF2|10564	4263.839	ARFGEF2|10564	4326.968
ARFIP1|27236	1388.2099	ARFIP1|27236	1631.0206
ARFIP2|23647	1451.1143	ARFIP2|23647	1415.4466
ARFRP1|10139	445.7225	ARFRP1|10139	226.8194
ARG2|384	462.0129	ARG2|384	262.5377
ARGLU1|55082	1221.4234	ARGLU1|55082	3354.9756
ARHGAP10|79658	116.8224	ARHGAP10|79658	345.8519
ARHGAP11A|9824	1422.358	ARHGAP11A|9824	352.8538
ARHGAP11B|89839	53.918	ARHGAP11B|89839	23.1615
ARHGAP12|94134	1086.6283	ARHGAP12|94134	1879.6945
ARHGAP15|55843	88.0661	ARHGAP15|55843	60.0467
ARHGAP17|55114	1013.6592	ARHGAP17|55114	1022.9153
ARHGAP18|93663	408.3393	ARHGAP18|93663	830.8933
ARHGAP19|84986	468.0086	ARHGAP19|84986	925.7373
ARHGAP1|392	2949.317	ARHGAP1|392	2360.0679
ARHGAP20|57569	49.2451	ARHGAP20|57569	368.9794
ARHGAP21|57584	2657.4407	ARHGAP21|57584	2759.8133
ARHGAP22|58504	28.3968	ARHGAP22|58504	26.5224
ARHGAP23|57636	744.069	ARHGAP23|57636	658.1795
ARHGAP24|83478	141.2653	ARHGAP24|83478	307.2353
ARHGAP25|9938	236.8799	ARHGAP25|9938	310.6302
ARHGAP26|23092	635.1546	ARHGAP26|23092	820.9209
ARHGAP27|201176	604.601	ARHGAP27|201176	506.1638
ARHGAP28|79822	50.3235	ARHGAP28|79822	223.0002
ARHGAP29|9411	2626.5277	ARHGAP29|9411	3664.3327
ARHGAP30|257106	742.2717	ARHGAP30|257106	420.1146
ARHGAP31|57514	805.895	ARHGAP31|57514	908.9752
ARHGAP32|9743	1656.3623	ARHGAP32|9743	2070.6556
ARHGAP33|115703	140.1869	ARHGAP33|115703	205.3893
ARHGAP36|158763	16.5349	ARHGAP36|158763	6.1532
ARHGAP39|80728	439.9712	ARHGAP39|80728	258.8585
ARHGAP42|143872	86.9878	ARHGAP42|143872	288.5635
ARHGAP4|393	284.6873	ARHGAP4|393	193.5073
ARHGAP5|394	2077.2825	ARHGAP5|394	4306.8109
ARHGAP6|395	59.6693	ARHGAP6|395	175.2599
ARHGAP8|23779	409.9533	ARHGAP8|23779	385.6843
ARHGAP9|64333	122.2142	ARHGAP9|64333	98.0267
ARHGDIA|396	5593.0985	ARHGDIA|396	2434.9671
ARHGDIB|397	2967.6492	ARHGDIB|397	3536.8131
lowly_expressed	lowly_expressed	ARHGDIG|398	9.7857
ARHGEF10L|55160	783.9684	ARHGEF10L|55160	783.153
ARHGEF10|9639	335.7297	ARHGEF10|9639	768.937
ARHGEF11|9826	2330.6973	ARHGEF11|9826	1509.0176
ARHGEF12|23365	4933.5011	ARHGEF12|23365	6004.0314
ARHGEF15|22899	562.1855	ARHGEF15|22899	500.1061
ARHGEF16|27237	281.0927	ARHGEF16|27237	261.4046
ARHGEF17|9828	916.9662	ARHGEF17|9828	1305.9622
ARHGEF18|23370	729.3314	ARHGEF18|23370	785.0626
ARHGEF19|128272	548.5262	ARHGEF19|128272	384.2563
ARHGEF1|9138	1049.6046	ARHGEF1|9138	785.6991
ARHGEF2|9181	1952.5521	ARHGEF2|9181	1595.1623
lowly_expressed	lowly_expressed	ARHGEF33|100271715	15.4891
ARHGEF35|445328	523.005	ARHGEF35|445328	441.5447
ARHGEF37|389337	438.17400000000004	ARHGEF37|389337	1157.2247
ARHGEF38|54848	39.5399	ARHGEF38|54848	68.9582
ARHGEF3|50650	685.4781	ARHGEF3|50650	828.3471
ARHGEF4|50649	19.4105	ARHGEF4|50649	83.1742
ARHGEF5|7984	624.7304	ARHGEF5|7984	614.6828
ARHGEF6|9459	1793.3142	ARHGEF6|9459	2303.2039
ARHGEF7|8874	1051.4019	ARHGEF7|8874	1437.3011
ARHGEF9|23229	331.7757	ARHGEF9|23229	730.5326
ARID1A|8289	4715.3127	ARID1A|8289	3832.5907
ARID1B|57492	1895.7584	ARID1B|57492	2063.8659
ARID2|196528	1904.0259	ARID2|196528	2332.6968
ARID3A|1820	89.50399999999999	ARID3A|1820	69.1704
ARID3B|10620	97.0525	ARID3B|10620	108.2113
ARID4A|5926	489.2164	ARID4A|5926	1091.4492
ARID4B|51742	2836.0891	ARID4B|51742	2590.07
ARID5A|10865	415.5284	ARID5A|10865	610.0149
ARID5B|84159	2190.8699	ARID5B|84159	2945.6822
ARIH1|25820	2122.9331	ARIH1|25820	2501.5913
ARIH2|10425	1199.1373	ARIH2|10425	1439.8366
ARL10|285598	39.5399	ARL10|285598	74.0505
ARL11|115761	30.913	ARL11|115761	17.6109
ARL13B|200894	323.8677	ARL13B|200894	421.5998
ARL15|54622	438.8929	ARL15|54622	714.8313
ARL16|339231	431.7038	ARL16|339231	391.4704
ARL17A|51326	55.2408	ARL17A|51326	63.3673
ARL1|400	1846.8728	ARL1|400	2420.9633
ARL2BP|23568	910.1366	ARL2BP|23568	1131.9754
ARL2|402	518.3321	ARL2|402	464.8844
ARL3|403	1461.8979	ARL3|403	1011.882
ARL4A|10124	237.2394	ARL4A|10124	596.2232
ARL4C|10123	1069.3746	ARL4C|10123	1327.6045
ARL4D|379	63.6233	ARL4D|379	115.6376
ARL5A|26225	1039.1804	ARL5A|26225	1152.3446
ARL5B|221079	603.5226	ARL5B|221079	676.0025
ARL6IP1|23204	8970.5248	ARL6IP1|23204	5093.571
ARL6IP4|51329	776.7793	ARL6IP4|51329	461.0651
ARL6IP5|10550	2483.8246	ARL6IP5|10550	3679.3974
ARL6IP6|151188	349.7484	ARL6IP6|151188	348.6102
ARL6|84100	65.4206	ARL6|84100	109.9088
ARL8A|127829	1595.6147	ARL8A|127829	965.627
ARL8B|55207	5409.4177	ARL8B|55207	2518.5657
ARL9|132946	16.1754	ARL9|132946	7.2141
ARMC10|83787	691.0352	ARMC10|83787	704.2606
ARMC1|55156	1275.7009	ARMC1|55156	1068.3217
ARMC2|84071	43.4939	ARMC2|84071	98.0267
ARMC3|219681	156.7218	ARMC3|219681	84.4473
lowly_expressed	lowly_expressed	ARMC4|55130	8.0628
ARMC5|79798	221.4234	ARMC5|79798	154.2542
ARMC6|93436	460.8124	ARMC6|93436	292.3828
ARMC7|79637	460.8196	ARMC7|79637	222.78799999999998
ARMC8|25852	722.5018	ARMC8|25852	744.5364
ARMC9|80210	346.5133	ARMC9|80210	267.5578
ARMCX1|51309	620.4169999999999	ARMCX1|51309	1211.9669
ARMCX2|9823	1397.5557	ARMCX2|9823	1149.3741
ARMCX3|51566	3288.6413	ARMCX3|51566	3148.1009999999997
ARMCX5|64860	303.3789	ARMCX5|64860	505.8349
ARMCX6|54470	256.2904	ARMCX6|54470	210.6938
ARNT2|9915	1969.0870000000002	ARNT2|9915	979.8430000000001
ARNTL2|56938	81.2365	ARNTL2|56938	45.4063
ARNTL|406	214.5938	ARNTL|406	376.6179
ARNT|405	1824.9461	ARNT|405	1840.2292
ARPC1A|10552	1685.6003	ARPC1A|10552	1281.1373
ARPC1B|10095	2587.9439	ARPC1B|10095	691.2794
ARPC2|10109	3168.2243	ARPC2|10109	2776.7876
ARPC3|10094	2139.468	ARPC3|10094	1978.9943
ARPC4|10093	5284.4105	ARPC4|10093	2106.1532
ARPC5L|81873	1000.0	ARPC5L|81873	623.5943
ARPC5|10092	4065.0611	ARPC5|10092	2840.4413
ARPM1|84517	68.6556	ARPM1|84517	42.4358
ARPP19|10776	5129.4033	ARPP19|10776	5635.9007
ARRB1|408	375.629	ARRB1|408	541.481
ARRB2|409	624.7304	ARRB2|409	399.32099999999997
ARRDC1|92714	418.0446	ARRDC1|92714	387.2268
ARRDC2|27106	301.941	ARRDC2|27106	354.3391
ARRDC3|57561	1730.0503	ARRDC3|57561	4907.2777
ARRDC4|91947	654.2056	ARRDC4|91947	1449.3953
ARSA|410	482.3868	ARSA|410	329.0898
ARSB|411	310.9274	ARSB|411	250.3713
ARSD|414	2818.4759	ARSD|414	3603.0129
ARSE|415	8.2674	ARSE|415	17.3987
ARSG|22901	434.5794	ARSG|22901	293.2315
ARSI|340075	33.0697	ARSI|340075	7.8506
ARSJ|79642	66.1395	ARSJ|79642	380.6493
ARSK|153642	222.8613	ARSK|153642	193.083
lowly_expressed	lowly_expressed	ART4|420	8.6993
ART5|116969	6.8296	ART5|116969	9.1237
ARTN|9048	129.4033	ARTN|9048	37.3435
ARV1|64801	431.3444	ARV1|64801	465.9453
ARVCF|421	250.5392	ARVCF|421	260.9803
lowly_expressed	lowly_expressed	ARX|170302	14.4282
AR|367	1168.2243	AR|367	1332.4846
AS3MT|57412	236.5205	AS3MT|57412	387.0146
ASAH1|427	3067.2178	ASAH1|427	7636.7494
ASAH2B|653308	7.1891	ASAH2B|653308	22.7032
ASAH2|56624	9.3458	ASAH2|56624	29.0685
ASAM|79827	200.2157	ASAM|79827	936.7706
ASAP1|50807	1573.3285	ASAP1|50807	1531.933
ASAP2|8853	1326.0244	ASAP2|8853	1274.1354
ASAP3|55616	802.3005	ASAP3|55616	927.2226
ASB13|79754	1536.6643	ASB13|79754	1217.4836
ASB14|142686	14.7376	ASB14|142686	26.3102
ASB16|92591	22.7211	ASB16|92591	16.375999999999998
ASB1|51665	270.2768	ASB1|51665	558.4468
ASB2|51676	14.0187	ASB2|51676	24.1884
ASB3|51130	245.8663	ASB3|51130	335.0308
ASB6|140459	871.2617	ASB6|140459	605.4445
ASB7|140460	670.0216	ASB7|140460	668.1519
ASB8|140461	934.5794	ASB8|140461	1022.2788
ASB9|140462	32.7103	ASB9|140462	20.5814
ASCC1|51008	425.2336	ASCC1|51008	455.5485
ASCC2|84164	926.312	ASCC2|84164	662.2109
ASCC3|10973	1501.0784	ASCC3|10973	1538.2983
ASCL2|430	7.5485	ASCL2|430	15.2769
ASF1A|25842	433.8605	ASF1A|25842	663.0596
ASF1B|55723	347.9511	ASF1B|55723	140.0382
ASGR1|432	7.9079999999999995	lowly_expressed	lowly_expressed
ASGR2|433	7.5485	lowly_expressed	lowly_expressed
ASH1L|55870	6053.0194	ASH1L|55870	5222.2958
ASH2L|9070	856.2185	ASH2L|9070	1058.3492
ASL|435	282.5306	ASL|435	245.4912
ASMTL|8623	354.7807	ASMTL|8623	341.5913
ASNA1|439	935.6578	ASNA1|439	741.7781
ASNSD1|54529	1130.1222	ASNSD1|54529	1163.8022
ASNS|440	300.8627	ASNS|440	465.5209
ASPA|443	6.8296	ASPA|443	58.7736
ASPHD1|253982	9.3458	ASPHD1|253982	8.0628
ASPHD2|57168	137.6707	ASPHD2|57168	56.0153
ASPH|444	12258.3501	ASPH|444	10105.7585
ASPM|259266	1038.8210000000001	ASPM|259266	370.4647
ASPN|54829	696.9806	ASPN|54829	666.0301
ASPRV1|151516	25.2336	ASPRV1|151516	54.7868
ASPSCR1|79058	289.3602	ASPSCR1|79058	186.2932
ASRGL1|80150	129.4033	ASRGL1|80150	122.8517
ASS1|445	1090.9418	ASS1|445	1048.1647
ASTE1|28990	96.0532	ASTE1|28990	237.3117
ASTN1|460	65.4206	ASTN1|460	140.8869
ASTN2|23245	107.8361	ASTN2|23245	197.5387
ASXL1|171023	2394.6801	ASXL1|171023	2250.3713
ASXL2|55252	1254.8526	ASXL2|55252	1375.557
lowly_expressed	lowly_expressed	ASXL3|80816	15.9134
ATAD1|84896	1398.9935	ATAD1|84896	1844.6849
ATAD2B|54454	682.243	ATAD2B|54454	686.8237
ATAD2|29028	1746.9446	ATAD2|29028	1060.8954
ATAD3A|55210	481.6679	ATAD3A|55210	178.2304
ATAD3B|83858	192.6671	ATAD3B|83858	152.5568
ATAD3C|219293	46.3695	ATAD3C|219293	50.0743
ATAD5|79915	303.0194	ATAD5|79915	221.3028
ATE1|11101	367.3616	ATE1|11101	490.1337
ATF1|466	627.9655	ATF1|466	672.1833
ATF2|1386	890.0072	ATF2|1386	761.0864
