gene_id	TCGA-E2-A15K-06A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
lowly_expressed	lowly_expressed	UBASH3A|53347	46.702
UBASH3B|84959	53.2166	UBASH3B|84959	138.6615
UBB|7314	16257.3257	UBB|7314	12952.3351
UBC|7316	21556.7531	UBC|7316	41169.9567
UBD|10537	13.8094	UBD|10537	750.6018
UBE2A|7319	1304.4796	UBE2A|7319	969.1863
UBE2B|7320	809.7002	UBE2B|7320	1425.6139
UBE2CBP|90025	16.8407	UBE2CBP|90025	54.4054
UBE2C|11065	364.7693	UBE2C|11065	97.2557
UBE2D1|7321	203.7723	UBE2D1|7321	244.1021
UBE2D2|7322	1244.8636	UBE2D2|7322	1657.1979
UBE2D3|7323	4473.2233	UBE2D3|7323	4475.6861
UBE2D4|51619	311.5157	UBE2D4|51619	411.6707
UBE2E1|7324	678.0061	UBE2E1|7324	1160.3274
UBE2E2|7325	36.0391	UBE2E2|7325	589.3115
UBE2E3|10477	66.0155	UBE2E3|10477	1343.765
UBE2F|140739	572.2465	UBE2F|140739	594.6076
UBE2G1|7326	1457.3931	UBE2G1|7326	997.5927
UBE2G2|7327	1213.8767	UBE2G2|7327	1653.3462
UBE2H|7328	2064.6682	UBE2H|7328	783.3414
UBE2I|7329	2674.9747	UBE2I|7329	2133.8469
UBE2J1|51465	1772.6507	UBE2J1|51465	1120.3659
UBE2J2|118424	676.6588	UBE2J2|118424	1156.4757
UBE2K|3093	1831.9299	UBE2K|3093	1069.8122
UBE2L3|7332	1978.1071	UBE2L3|7332	2348.5797
UBE2L6|9246	1531.1553	UBE2L6|9246	1922.0029
UBE2MP1|606551	66.0155	UBE2MP1|606551	86.182
UBE2M|9040	762.8831	UBE2M|9040	1520.9437
UBE2N|7334	1558.774	UBE2N|7334	1297.0631
UBE2O|63893	927.2482	UBE2O|63893	765.5272
UBE2Q1|55585	1525.0926	UBE2Q1|55585	1828.5989
UBE2Q2P1|388165	7.4099	UBE2Q2P1|388165	5.2961
UBE2Q2|92912	1326.3725	UBE2Q2|92912	822.8214
lowly_expressed	lowly_expressed	UBE2QL1|134111	101.5888
UBE2R2|54926	2563.4894	UBE2R2|54926	2086.6635
UBE2S|27338	148.19799999999998	UBE2S|27338	161.2903
UBE2T|29089	501.8525	UBE2T|29089	56.8127
UBE2V1|7335	2169.4173	UBE2V1|7335	2992.778
UBE2V2|7336	344.5605	UBE2V2|7336	563.3125
UBE2W|55284	488.7167	UBE2W|55284	311.0255
UBE2Z|65264	2554.7322	UBE2Z|65264	2519.4993
UBE3A|7337	2412.5968	UBE3A|7337	1012.9995
UBE3B|89910	2081.8457	UBE3B|89910	957.6312
UBE3C|9690	2807.6794	UBE3C|9690	1286.9523
UBE4A|9354	1000.3368	UBE4A|9354	1013.4810000000001
UBE4B|10277	1279.2186	UBE4B|10277	1164.1791
UBFD1|56061	3168.0701	UBFD1|56061	1132.884
UBIAD1|29914	789.1546	UBIAD1|29914	489.1671
UBL3|5412	1649.0401	UBL3|5412	1057.7756
UBL4A|8266	711.6874	UBL4A|8266	1170.9196
UBL5|59286	1793.5332	UBL5|59286	1948.9649
UBL7|84993	1062.6474	UBL7|84993	1232.5469
UBLCP1|134510	424.0485	UBLCP1|134510	483.871
UBN1|29855	3341.5291	UBN1|29855	1211.3625
UBN2|254048	1033.3446	UBN2|254048	506.4998
UBOX5|22888	369.5992	UBOX5|22888	537.7756
UBP1|7342	2556.4163	UBP1|7342	1442.4651
UBQLN1|29979	4023.9138	UBQLN1|29979	1941.7429
UBQLN2|29978	1013.1357	UBQLN2|29978	1084.7376
UBQLN4|56893	1844.0552	UBQLN4|56893	1277.8045
UBQLNL|143630	25.9347	UBQLNL|143630	9.6293
UBR1|197131	809.7002	UBR1|197131	458.8349
UBR2|23304	967.6659	UBR2|23304	481.4636
UBR3|130507	1159.9865	UBR3|130507	550.7944
UBR4|23352	3830.9195	UBR4|23352	3399.6148
UBR5|51366	2529.808	UBR5|51366	1511.3144
UBR7|55148	2409.5655	UBR7|55148	946.0761
UBTD1|80019	213.5399	UBTD1|80019	669.7159
UBTD2|92181	1127.3156	UBTD2|92181	762.1569999999999
UBTF|7343	4074.4358	UBTF|7343	3485.3154
UBXN10|127733	1554.3954	UBXN10|127733	136.7357
UBXN11|91544	1146.8508	UBXN11|91544	550.7944
UBXN1|51035	806.6689	UBXN1|51035	4226.7694
UBXN2A|165324	202.4251	UBXN2A|165324	261.9162
UBXN2B|137886	1108.7908	UBXN2B|137886	444.8724
UBXN4|23190	4527.7871	UBXN4|23190	1420.7992
UBXN6|80700	1582.351	UBXN6|80700	3064.5161
UBXN7|26043	218.5921	UBXN7|26043	75.5898
UBXN8|7993	114.8535	UBXN8|7993	166.105
UCHL1|7345	15.8302	UCHL1|7345	626.3842
UCHL3|7347	253.2839	UCHL3|7347	312.4699
UCHL5|51377	355.3654	UCHL5|51377	201.84400000000002
UCK1|83549	590.0977	UCK1|83549	1201.2518
UCK2|7371	139.1041	UCK2|7371	285.9894
UCKL1AS|100113386	16.0357	lowly_expressed	lowly_expressed
UCKL1|54963	568.8683	UCKL1|54963	561.3674
lowly_expressed	lowly_expressed	UCN2|90226	6.2589999999999995
UCN|7349	7.4099	UCN|7349	7.222
UCP2|7351	726.5072	UCP2|7351	2761.6755
UCP3|7352	11.1149	UCP3|7352	20.7029
UEVLD|55293	349.6127	UEVLD|55293	93.8854
UFC1|51506	2817.1101	UFC1|51506	2109.7737
UFD1L|7353	873.3479	UFD1L|7353	1027.4386
UFM1|51569	1825.5305	UFM1|51569	1147.3279
UFSP1|402682	13.4725	UFSP1|402682	38.9986
UFSP2|55325	553.1223	UFSP2|55325	657.9008
UGCG|7357	515.6618	UGCG|7357	103.5147
UGDH|7358	1798.9222	UGDH|7358	785.7487
UGGT1|56886	2188.9525	UGGT1|56886	1273.4714
UGGT2|55757	488.7167	UGGT2|55757	339.4319
UGP2|7360	1325.3621	UGP2|7360	4017.8142
lowly_expressed	lowly_expressed	UGT1A6|54578	6.8801
UGT1A7|54577	7.1169	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UGT2B11|10720	5.2961
lowly_expressed	lowly_expressed	UGT2B15|7366	25.5176
lowly_expressed	lowly_expressed	UGT2B7|7364	10.5922
lowly_expressed	lowly_expressed	UGT8|7368	46.702
UHMK1|127933	433.8161	UHMK1|127933	33.7025
UHRF1BP1L|23074	613.3378	UHRF1BP1L|23074	286.9523
UHRF1BP1|54887	769.2826	UHRF1BP1|54887	279.2489
UHRF1|29128	641.2934	UHRF1|29128	54.4054
UHRF2|115426	799.5958	UHRF2|115426	545.9798
UIMC1|51720	394.4089	UIMC1|51720	529.1286
lowly_expressed	lowly_expressed	ULBP2|80328	9.6293
lowly_expressed	lowly_expressed	ULBP3|79465	10.5922
ULK1|8408	1360.0539	ULK1|8408	1616.2735
ULK2|9706	744.3584	ULK2|9706	533.4617
ULK3|25989	970.0236	ULK3|25989	694.752
ULK4|54986	138.4304	ULK4|54986	78.4786
UMODL1|89766	62.3105	lowly_expressed	lowly_expressed
UMOD|7369	21.2193	lowly_expressed	lowly_expressed
UMPS|7372	577.9724	UMPS|7372	567.6456
UNC119B|84747	1238.8009	UNC119B|84747	1206.0664
UNC119|9094	564.4998	UNC119|9094	601.3481
UNC13A|23025	10.4412	lowly_expressed	lowly_expressed
UNC13B|10497	7057.932	UNC13B|10497	869.0419
UNC13D|201294	348.6022	UNC13D|201294	408.2812
UNC45A|55898	1908.3867	UNC45A|55898	2779.0082
UNC50|25972	778.7134	UNC50|25972	559.4608
UNC5A|90249	481.6437	UNC5A|90249	12.5181
UNC5B|219699	1053.5534	UNC5B|219699	496.8705
UNC5CL|222643	29.0367	UNC5CL|222643	46.7116
UNC5C|8633	53.8902	UNC5C|8633	22.1473
UNC93B1|81622	996.295	UNC93B1|81622	1044.7761
UNG|7374	921.8592	UNG|7374	961.4829
UNKL|64718	716.7497	UNKL|64718	569.5908
UNK|85451	744.3584	UNK|85451	673.0862
UPF0639|400224	45.133	lowly_expressed	lowly_expressed
UPF1|5976	3423.0381	UPF1|5976	2866.1531
UPF2|26019	867.6322	UPF2|26019	667.3086
UPF3A|65110	732.5699	UPF3A|65110	470.39
UPF3B|65109	218.2553	UPF3B|65109	252.287
lowly_expressed	lowly_expressed	UPK1A|11045	6.7309
lowly_expressed	lowly_expressed	UPK2|7379	6.2589999999999995
UPK3A|7380	29.9764	lowly_expressed	lowly_expressed
UPK3BL|100134938	46.1671	UPK3BL|100134938	48.6519
UPK3B|80761	13.4725	UPK3B|80761	41.4059
UPP1|7378	17.1775	UPP1|7378	412.6143
UPRT|139596	304.1428	UPRT|139596	220.9918
UQCC|55245	1036.3759	UQCC|55245	668.753
UQCR10|29796	1417.9859	UQCR10|29796	1715.9364
UQCR11|10975	1030.3132	UQCR11|10975	1750.6018
UQCRB|7381	1337.8242	UQCRB|7381	4459.7978
UQCRC1|7384	3028.6292	UQCRC1|7384	3489.6485
UQCRC2|7385	4894.9141	UQCRC2|7385	2825.2287
UQCRFS1|7386	1193.3311	UQCRFS1|7386	1220.0289
UQCRHL|440567	311.2159	UQCRHL|440567	430.91
UQCRH|7388	1301.4483	UQCRH|7388	1699.0852
UQCRQ|27089	2276.5241	UQCRQ|27089	2116.5142
URB1|9875	596.4971	URB1|9875	577.9923
URB2|9816	581.0037	URB2|9816	201.2518
URGCP|55665	1194.3415	URGCP|55665	1355.3202
URM1|81605	1038.3968	URM1|81605	1751.0833
UROD|7389	982.8225	UROD|7389	2051.9981
UROS|7390	1041.0913	UROS|7390	750.6018
USE1|55850	246.8845	USE1|55850	519.9807
USF1|7391	1082.1826	USF1|7391	1181.9933
USF2|7392	2612.6642	USF2|7392	2997.5927
USH1G|124590	10.1044	lowly_expressed	lowly_expressed
USH2A|7399	8.4203	lowly_expressed	lowly_expressed
USHBP1|83878	9.094	USHBP1|83878	506.0183
USMG5|84833	402.4924	USMG5|84833	1024.5546
USO1|8615	2693.4995	USO1|8615	1083.2932
USP10|9100	1246.8845	USP10|9100	1036.1098
USP11|8237	928.9323	USP11|8237	1757.8238
USP12|219333	181.2058	USP12|219333	112.181
USP13|8975	1069.7204	USP13|8975	414.0587
USP14|9097	2901.6504	USP14|9097	740.9726
USP15|9958	585.7191	USP15|9958	619.6437
USP16|10600	1158.3025	USP16|10600	537.7949
USP18|11274	203.7723	USP18|11274	144.4391
USP19|10869	1655.1027	USP19|10869	1492.5373
USP1|7398	1008.4203	USP1|7398	631.1988
USP20|10868	593.8026	USP20|10868	968.2234
USP21|27005	1104.0754	USP21|27005	575.3491
USP22|23326	4303.4692	USP22|23326	5417.429
USP24|23358	2203.0987	USP24|23358	1126.6249
USP25|29761	869.3163	USP25|29761	662.9754
USP27X|389856	140.7881	USP27X|389856	146.3649
USP28|57646	404.1765	USP28|57646	325.4694
USP2|9099	24.2506	USP2|9099	130.9581
USP30|84749	538.5652	USP30|84749	415.9846
USP31|57478	289.323	USP31|57478	994.2224
USP32|84669	1136.7464	USP32|84669	551.7573
USP33|23032	3159.9865	USP33|23032	1190.6596
USP34|9736	2856.1805	USP34|9736	1884.9302
USP35|57558	311.8895	USP35|57558	126.6249
USP36|57602	1148.8717	USP36|57602	1060.6644
USP37|57695	802.9639999999999	USP37|57695	270.5826
USP38|84640	905.0185	USP38|84640	318.2475
USP39|10713	1348.6022	USP39|10713	939.817
USP3|9960	539.5419	USP3|9960	317.1738
USP40|55230	1307.1741	USP40|55230	725.0843
USP42|84132	308.1846	USP42|84132	291.2855
USP43|124739	109.4645	USP43|124739	120.8474
lowly_expressed	lowly_expressed	USP44|84101	17.8142
USP45|85015	228.0229	USP45|85015	82.8117
USP46|64854	508.9256	USP46|64854	307.1738
USP47|55031	2294.712	USP47|55031	1540.6837
USP48|84196	1810.7107	USP48|84196	972.5566
USP49|25862	21.5561	USP49|25862	8.1849
USP4|7375	1193.6679	USP4|7375	1449.6870000000001
USP51|158880	22.2297	USP51|158880	20.2215
USP53|54532	2308.8582	USP53|54532	656.7164
USP54|159195	669.5857	USP54|159195	529.61
USP5|8078	2443.5837	USP5|8078	1826.6731
USP6NL|9712	580.6669	USP6NL|9712	297.5445
USP6|9098	65.3419	USP6|9098	38.5171
USP7|7874	6170.4278	USP7|7874	2365.9124
USP8|9101	1245.2509	USP8|9101	709.6293
USP9X|8239	3104.4123	USP9X|8239	2197.8816
USPL1|10208	334.1192	USPL1|10208	357.7275
lowly_expressed	lowly_expressed	UST|10090	309.0997
UTP11L|51118	494.4426	UTP11L|51118	534.4247
UTP14A|10813	521.7245	UTP14A|10813	461.7236
UTP14C|9724	1738.2957	UTP14C|9724	530.0915
UTP15|84135	324.3516	UTP15|84135	169.4752
UTP18|51096	434.1529	UTP18|51096	471.8344
UTP20|27340	453.0145	UTP20|27340	469.4271
UTP23|84294	391.3776	UTP23|84294	286.9523
UTP3|57050	732.2331	UTP3|57050	771.7862
UTP6|55813	729.5386	UTP6|55813	589.3115
UTRN|7402	1970.6972	UTRN|7402	2428.9841
UVRAG|7405	325.6989	UVRAG|7405	908.0404
UXS1|80146	197.3729	UXS1|80146	675.4935
UXT|8409	712.2263	UXT|8409	1414.8339
VAC14|55697	479.6228	VAC14|55697	1167.0679
VAMP1|6843	172.388	VAMP1|6843	156.4661
VAMP2|6844	2019.5352	VAMP2|6844	3238.3245
VAMP3|9341	1263.3883	VAMP3|9341	2688.0116
VAMP4|8674	404.8501	VAMP4|8674	385.1709
VAMP5|10791	77.1303	VAMP5|10791	1804.5258
VAMP7|6845	686.0896	VAMP7|6845	771.3048
VAMP8|8673	2865.6113	VAMP8|8673	2661.0496
VANGL1|81839	1602.223	VANGL1|81839	393.3558
VANGL2|57216	1321.6571	VANGL2|57216	548.8686
VAPA|9218	3425.7326	VAPA|9218	2993.741
VAPB|9217	878.0734	VAPB|9217	732.7877
VARS2|57176	1338.7908	VARS2|57176	551.1363
VARS|7407	1134.0519	VARS|7407	1754.935
VASH1|22846	214.0721	VASH1|22846	1208.5123
VASH2|79805	18.1879	VASH2|79805	48.6278
VASN|114990	392.38800000000003	VASN|114990	1742.8984
VASP|7408	1599.5285	VASP|7408	2777.0823
lowly_expressed	lowly_expressed	VAT1L|57687	22.1473
VAT1|10493	1975.0758	VAT1|10493	11340.3948
VAV1|7409	104.0754	VAV1|7409	210.8811
VAV2|7410	739.3062	VAV2|7410	791.5262
VAV3|10451	5512.6305	VAV3|10451	733.7506
lowly_expressed	lowly_expressed	VAX2|25806	70.7752
VBP1|7411	602.2230000000001	VBP1|7411	570.5344
VCAM1|7412	119.2321	VCAM1|7412	664.4198
VCAN|1462	429.1007	VCAN|1462	2812.2292
VCL|7414	2793.1964	VCL|7414	3844.0058
VCPIP1|80124	856.5173	VCPIP1|80124	387.0968
VCP|7415	8925.5642	VCP|7415	6871.9307
VCX3A|51481	37.3863	VCX3A|51481	8.1849
VCX3B|425054	9.4308	lowly_expressed	lowly_expressed
VCX|26609	21.2193	lowly_expressed	lowly_expressed
VDAC1|7416	2085.2139	VDAC1|7416	2611.9403
VDAC2|7417	1063.6578	VDAC2|7417	1280.2118
VDAC3|7419	1244.19	VDAC3|7419	1564.2754
VDR|7421	470.8656	VDR|7421	800.1926
VEGFA|7422	2710.3402	VEGFA|7422	812.7106
VEGFB|7423	1168.7437	VEGFB|7423	4697.1594
VEGFC|7424	45.133	VEGFC|7424	638.9023
VENTX|27287	5.7258	VENTX|27287	39.48
lowly_expressed	lowly_expressed	VEPH1|79674	22.1473
VEZF1|7716	2000.6736	VEZF1|7716	1212.8069
VEZT|55591	1722.1287	VEZT|55591	751.5648
lowly_expressed	lowly_expressed	VGLL1|51442	310.0626
VGLL3|389136	49.8484	VGLL3|389136	603.7554
VGLL4|9686	1776.2041	VGLL4|9686	2524.4006
VHL|7428	1120.5793	VHL|7428	305.7294
VILL|50853	852.8124	VILL|50853	329.8026
VIM|7431	12795.901000000002	VIM|7431	90739.6582
VIPAR|63894	507.2415	VIPAR|63894	555.6091
VIPR1|7433	650.3873	VIPR1|7433	479.0563
lowly_expressed	lowly_expressed	VIPR2|7434	146.6298
lowly_expressed	lowly_expressed	VIP|7432	12.0366
lowly_expressed	lowly_expressed	VIT|5212	515.1661
VKORC1L1|154807	1136.4096	VKORC1L1|154807	1434.7617
VKORC1|79001	1681.3742	VKORC1|79001	2931.6322
VLDLR|7436	571.5729	VLDLR|7436	690.9003
VMA21|203547	980.4648	VMA21|203547	899.8556
VMAC|400673	149.8821	VMAC|400673	110.7366
VMO1|284013	38.7336	VMO1|284013	69.3308
VN1R1|57191	9.094	VN1R1|57191	6.2589999999999995
VNN1|8876	6.3995	VNN1|8876	49.1093
lowly_expressed	lowly_expressed	VNN2|8875	42.8503
VOPP1|81552	1068.71	VOPP1|81552	1223.8806
VPRBP|9730	952.5834	VPRBP|9730	581.4540000000001
lowly_expressed	lowly_expressed	VPREB3|29802	9.6293
VPS11|55823	879.4207	VPS11|55823	1394.3187
VPS13A|23230	860.2223	VPS13A|23230	253.2499
VPS13B|157680	1049.1748	VPS13B|157680	448.2427
VPS13C|54832	288.6494	VPS13C|54832	707.2701
VPS13D|55187	1489.7272	VPS13D|55187	1761.194
VPS16|64601	1091.2765	VPS16|64601	870.4863
VPS18|57617	620.4109	VPS18|57617	1146.8464
VPS24|51652	2179.5217	VPS24|51652	2956.6683
VPS25|84313	1130.6837	VPS25|84313	986.5189999999999
VPS26A|9559	1179.8585	VPS26A|9559	1248.9167
VPS26B|112936	821.8255	VPS26B|112936	1441.9836
VPS28|51160	1482.6541	VPS28|51160	2987.0005
VPS29|51699	851.4651	VPS29|51699	938.8541
VPS33A|65082	494.7188	VPS33A|65082	417.4964
VPS33B|26276	250.2526	VPS33B|26276	324.5065
VPS35|55737	1270.1246	VPS35|55737	1744.8243
VPS36|51028	1173.4591	VPS36|51028	822.3399
VPS37A|137492	303.5197	VPS37A|137492	459.6774
VPS37B|79720	720.1078	VPS37B|79720	1439.0948
VPS37C|55048	752.4419	VPS37C|55048	870.0048
VPS37D|155382	77.4672	VPS37D|155382	106.4035
VPS39|23339	1916.807	VPS39|23339	2137.2171
VPS41|27072	783.092	VPS41|27072	705.3442
VPS45|11311	1291.0071	VPS45|11311	828.5989
VPS4A|27183	843.3816	VPS4A|27183	2642.2725
VPS4B|9525	1669.9225	VPS4B|9525	1132.4025
VPS52|6293	2296.7329	VPS52|6293	1168.0308
VPS53|55275	1298.417	VPS53|55275	880.1156
VPS54|51542	733.9171	VPS54|51542	374.0973
VPS72|6944	1075.7831	VPS72|6944	1005.2961
VPS8|23355	993.9374	VPS8|23355	479.0563
VRK1|7443	231.391	VRK1|7443	207.9923
VRK2|7444	970.2358	VRK2|7444	270.13
VRK3|51231	781.4079	VRK3|51231	607.6071
VSIG10L|147645	26.6083	VSIG10L|147645	68.3678
VSIG10|54621	815.0893	VSIG10|54621	604.7183
VSIG2|23584	400.8084	VSIG2|23584	325.9509
VSIG4|11326	358.7066	VSIG4|11326	1171.8825
lowly_expressed	lowly_expressed	VSNL1|7447	77.0342
VSTM2A|222008	149.9933	VSTM2A|222008	5.7776
lowly_expressed	lowly_expressed	VSTM2L|128434	44.7761
VTA1|51534	828.225	VTA1|51534	677.4194
VTCN1|79679	41.7649	VTCN1|79679	2099.1815
VTI1A|143187	408.0936	VTI1A|143187	301.2614
VTI1B|10490	930.0236	VTI1B|10490	1830.7607
VTN|7448	28.6292	VTN|7448	14.9254
VWA1|64856	1482.3173	VWA1|64856	3755.4165
VWA2|340706	1335.4665	VWA2|340706	111.2181
VWA3A|146177	59.2792	VWA3A|146177	6.2589999999999995
VWA5A|4013	1039.0704	VWA5A|4013	1211.844
VWA5B2|90113	46.4803	VWA5B2|90113	5.2961
lowly_expressed	lowly_expressed	VWCE|220001	100.1444
lowly_expressed	lowly_expressed	VWDE|221806	17.3327
VWF|7450	2925.2273	VWF|7450	31551.7573
WAC|51322	2840.6871	WAC|51322	2301.3962
WAPAL|23063	1907.3762	WAPAL|23063	870.0048
WARS2|10352	513.641	WARS2|10352	311.9884
WARS|7453	1321.3203	WARS|7453	2987.0005
lowly_expressed	lowly_expressed	WASF1|8936	175.7342
WASF2|10163	3126.3052	WASF2|10163	5824.2658
WASF3|10810	6.3995	WASF3|10810	384.208
WASH2P|375260	299.7642	WASH2P|375260	470.39
WASH3P|374666	209.835	WASH3P|374666	672.1233
WASH5P|375690	243.5163	WASH5P|375690	311.9884
WASH7P|653635	772.9875	WASH7P|653635	1279.7304
WASL|8976	2302.7956	WASL|8976	1119.8844
WAS|7454	112.4958	WAS|7454	294.1743
WBP11P1|441818	12.1253	WBP11P1|441818	5.2961
WBP11|51729	2246.8845	WBP11|51729	1464.6124
WBP1|23559	2274.9242	WBP1|23559	1791.3962
WBP2NL|164684	9.094	WBP2NL|164684	5.7776
WBP2|23558	2634.8939	WBP2|23558	4237.3616
WBP4|11193	298.41700000000003	WBP4|11193	312.9514
WBP5|51186	36.3759	WBP5|51186	1169.4752
WBSCR16|81554	896.935	WBSCR16|81554	1374.0973
lowly_expressed	lowly_expressed	WBSCR17|64409	152.1425
WBSCR22|114049	1306.8373	WBSCR22|114049	1202.2821
WBSCR26|171022	5.388999999999999	lowly_expressed	lowly_expressed
WBSCR27|155368	149.2085	WBSCR27|155368	116.5142
WBSCR28|135886	7.7467	lowly_expressed	lowly_expressed
WDFY1|57590	1057.2583	WDFY1|57590	640.8281
WDFY2|115825	264.3988	WDFY2|115825	227.7323
WDFY3|23001	1246.2108	WDFY3|23001	804.0443
WDFY4|57705	71.4045	WDFY4|57705	120.8474
WDHD1|11169	377.905	WDHD1|11169	59.22
WDR11|55717	1443.2469	WDR11|55717	726.5286
WDR12|55759	321.3203	WDR12|55759	232.0655
WDR13|64743	838.6662	WDR13|64743	2842.0799
lowly_expressed	lowly_expressed	WDR17|116966	8.1849
WDR18|57418	566.8575	WDR18|57418	858.4497
WDR19|57728	866.9586	WDR19|57728	429.4656
WDR1|9948	4354.3281	WDR1|9948	6616.2735
WDR20|91833	566.1839	WDR20|91833	452.5758
WDR24|84219	921.8592	WDR24|84219	389.9856
WDR25|79446	271.4719	WDR25|79446	247.9538
WDR26|80232	4132.3678	WDR26|80232	1883.0043
WDR27|253769	122.93700000000001	WDR27|253769	140.1059
WDR31|114987	190.6366	WDR31|114987	16.8512
WDR33|55339	1557.4267	WDR33|55339	1363.5051
WDR34|89891	2494.4426	WDR34|89891	1527.6842
WDR35|57539	544.6278	WDR35|57539	304.285
WDR36|134430	610.9801	WDR36|134430	528.1656
WDR37|22884	501.8525	WDR37|22884	542.1281
WDR3|10885	661.5022	WDR3|10885	542.6095
WDR41|55255	198.3833	WDR41|55255	510.3515
WDR43|23160	660.8286	WDR43|23160	446.7983
WDR44|54521	526.1031	WDR44|54521	292.2484
WDR45L|56270	1584.7087	WDR45L|56270	1993.741
WDR45|11152	889.5251	WDR45|11152	1547.0149
WDR46|9277	823.1728	WDR46|9277	1218.103
WDR47|22911	289.323	WDR47|22911	254.2128
WDR48|57599	1168.0701	WDR48|57599	1045.2576
WDR4|10785	76.1199	WDR4|10785	147.3279
WDR52|55779	1482.9909	WDR52|55779	122.7732
WDR53|348793	254.6312	WDR53|348793	157.9201
WDR54|84058	330.7511	WDR54|84058	286.9523
WDR55|54853	373.7622	WDR55|54853	443.3125
WDR59|79726	306.8373	WDR59|79726	745.7872
WDR5B|54554	453.6881	WDR5B|54554	304.285
WDR5|11091	742.6743	WDR5|11091	1187.2894
WDR60|55112	719.0973	WDR60|55112	380.8377
WDR61|80349	941.7312	WDR61|80349	858.4497
WDR62|284403	308.5214	WDR62|284403	26.4805
WDR65|149465	57.9118	lowly_expressed	lowly_expressed
WDR66|144406	107.4436	WDR66|144406	26.962
WDR67|93594	264.062	WDR67|93594	72.2195
WDR6|11180	3481.5123	WDR6|11180	3197.6071
WDR70|55100	425.7326	WDR70|55100	476.1675
WDR72|256764	35.7023	lowly_expressed	lowly_expressed
WDR73|84942	495.7797	WDR73|84942	256.0327
WDR74|54663	187.2684	WDR74|54663	798.7482
WDR75|84128	663.1863	WDR75|84128	641.3096
WDR76|79968	336.4769	WDR76|79968	68.8493
WDR77|79084	528.4608	WDR77|79084	636.0135
WDR78|79819	280.5658	WDR78|79819	83.2932
WDR7|23335	629.1681	WDR7|23335	401.0592
WDR81|124997	554.0586	WDR81|124997	1475.2046
WDR82|80335	2368.1374	WDR82|80335	2927.7805
WDR83|84292	226.3388	WDR83|84292	296.2061
WDR85|92715	224.6548	WDR85|92715	356.7646
lowly_expressed	lowly_expressed	WDR86|349136	517.8334
WDR88|126248	6.7363	lowly_expressed	lowly_expressed
WDR89|112840	291.0071	WDR89|112840	271.5455
WDR8|49856	435.1634	WDR8|49856	464.131
WDR90|197335	2260.6938	WDR90|197335	402.0221
WDR91|29062	278.2082	WDR91|29062	512.2773
WDR92|116143	241.4955	WDR92|116143	183.9191
WDR93|56964	85.8875	WDR93|56964	15.8883
WDSUB1|151525	258.673	WDSUB1|151525	174.2898
WDTC1|23038	2574.6042	WDTC1|23038	2766.0087
WDYHV1|55093	118.2216	WDYHV1|55093	179.1045
WEE1|7465	1099.6969	WEE1|7465	880.597
WFDC1|58189	6.7363	WFDC1|58189	76.5527
WFDC2|10406	4071.7413	WFDC2|10406	3171.4011
WFDC3|140686	20.2088	WFDC3|140686	28.4064
WFIKKN1|117166	36.7127	WFIKKN1|117166	7.7034
lowly_expressed	lowly_expressed	WFIKKN2|124857	8.6663
WFS1|7466	1151.5662	WFS1|7466	2245.065
lowly_expressed	lowly_expressed	WHAMML1|339005	133.3654
lowly_expressed	lowly_expressed	WHAMML2|440253	59.22
WHAMM|123720	367.8006	WHAMM|123720	404.9109
WHSC1L1|54904	782.7551	WHSC1L1|54904	815.5994
WHSC1|7468	2507.9151	WHSC1|7468	844.4872
WHSC2|7469	608.9592	WHSC2|7469	905.6331
WIBG|84305	941.3944	WIBG|84305	620.1252
lowly_expressed	lowly_expressed	WIF1|11197	36.1098
WIPF1|7456	243.8531	WIPF1|7456	1311.9884
WIPF2|147179	1247.2213	WIPF2|147179	703.4184
WIPF3|644150	17.8511	WIPF3|644150	15.8883
WIPI1|55062	442.5733	WIPI1|55062	546.9427
WIPI2|26100	1179.1849	WIPI2|26100	2291.2855
WISP1|8840	23.2401	WISP1|8840	10.1107
lowly_expressed	lowly_expressed	WISP2|8839	11332.6914
lowly_expressed	lowly_expressed	WISP3|8838	24.0732
WIZ|58525	1425.7326	WIZ|58525	1401.0592
WLS|79971	64.3314	WLS|79971	3005.7727
WNK1|65125	5691.8154	WNK1|65125	2512.2773
WNK2|65268	1540.4884	WNK2|65268	470.467
WNK4|65266	189.9865	WNK4|65266	189.6052
WNT10A|80326	5.0522	WNT10A|80326	90.5152
lowly_expressed	lowly_expressed	WNT10B|7480	83.7747
WNT11|7481	6.0626	WNT11|7481	998.0741
lowly_expressed	lowly_expressed	WNT1|7471	12.0366
WNT2B|7482	5.0522	WNT2B|7482	32.2581
lowly_expressed	lowly_expressed	WNT2|7472	128.5508
WNT3|7473	114.8535	WNT3|7473	15.4068
WNT4|54361	66.6891	WNT4|54361	168.5123
WNT5A|7474	235.4328	WNT5A|7474	311.507
WNT5B|81029	16.8407	WNT5B|81029	238.3245
lowly_expressed	lowly_expressed	WNT6|7475	155.5128
WNT7B|7477	28.2924	WNT7B|7477	335.5802
WNT9A|7483	12.1253	WNT9A|7483	32.7395
lowly_expressed	lowly_expressed	WNT9B|7484	15.4068
WRAP53|55135	223.9811	WRAP53|55135	283.5821
WRB|7485	697.2044	WRB|7485	432.3544
WRNIP1|56897	1118.2216	WRNIP1|56897	1060.6644
WRN|7486	139.4409	WRN|7486	168.0308
