gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
FLJ39582|439931	27.3741	FLJ39582|439931	66.2984
FLJ39653|202020	78.1946	FLJ39653|202020	100.3701
FLJ39739|388685	9.0573	lowly_expressed	lowly_expressed
FLJ40330|645784	7.5477	FLJ40330|645784	15.5249
FLJ40852|285962	69.4301	FLJ40852|285962	51.9866
FLJ42289|388182	20.5299	FLJ42289|388182	23.1068
FLJ42627|645644	35.0215	FLJ42627|645644	27.4393
FLJ42709|441094	93.59200000000001	FLJ42709|441094	158.8591
lowly_expressed	lowly_expressed	FLJ42875|440556	12.6365
FLJ43663|378805	48.0036	FLJ43663|378805	72.2087
FLJ44606|401207	27.1719	FLJ44606|401207	36.1043
FLJ44635|392490	10.8687	FLJ44635|392490	25.273000000000003
FLJ45244|400242	9.6611	FLJ45244|400242	31.7718
FLJ45340|402483	567.8919	FLJ45340|402483	1004.7838
FLJ45445|399844	8.4535	FLJ45445|399844	16.247
FLJ45983|399717	31.0967	FLJ45983|399717	80.8737
FLJ90757|440465	1012.3028	FLJ90757|440465	365.0149
FLNA|2316	19483.7346	FLNA|2316	23679.0324
FLNB|2317	7735.7053	FLNB|2317	16752.9127
FLNC|2318	199.2603	FLNC|2318	798.9891
FLOT1|10211	6466.6013	FLOT1|10211	3151.548
FLOT2|2319	2199.4113	FLOT2|2319	2748.9846
FLRT2|23768	166.6541	FLRT2|23768	1048.4701
FLRT3|23767	85.7423	FLRT3|23767	151.6382
FLT1|2321	973.3565	FLT1|2321	2877.5159999999996
FLT3LG|2323	174.2018	FLT3LG|2323	114.0897
FLT3|2322	7.8496	FLT3|2322	18.0522
FLT4|2324	246.3582	FLT4|2324	501.1283
FLVCR1|28982	186.882	FLVCR1|28982	79.7906
FLVCR2|55640	193.2221	FLVCR2|55640	106.5078
FLYWCH1|84256	766.5484	FLYWCH1|84256	599.6931
FLYWCH2|114984	538.6067	FLYWCH2|114984	250.9252
FMN1|342184	44.9845	FMN1|342184	121.3106
FMN2|56776	11.4726	FMN2|56776	26.3562
FMNL1|752	961.2801	FMNL1|752	568.2823
FMNL2|114793	680.2023	FMNL2|114793	1600.5055
FMNL3|91010	1490.0174	FMNL3|91010	1327.5783
FMO1|2326	183.8629	FMO1|2326	236.4834
FMO2|2327	96.913	FMO2|2327	4406.8959
FMO3|2328	76.3831	FMO3|2328	335.4093
FMO4|2329	64.0048	FMO4|2329	143.6953
FMO5|2330	36.2291	FMO5|2330	613.0517
FMOD|2331	2222.0545	FMOD|2331	8247.3147
FMR1|2332	1608.5742	FMR1|2332	790.324
FN1|2335	207642.84100000001	FN1|2335	16083.401000000002
FN3KRP|79672	2184.3158	FN3KRP|79672	776.9654
FN3K|64122	858.6308	FN3K|64122	323.4949
FNBP1L|54874	2087.4028	FNBP1L|54874	2018.2327
FNBP1|23048	1812.967	FNBP1|23048	1393.2665
FNBP4|23360	1037.9651	FNBP4|23360	1026.8075
FNDC1|84624	3303.1927	FNDC1|84624	732.9181
FNDC3A|22862	902.7096	FNDC3A|22862	1973.8244
FNDC3B|64778	1687.3726	FNDC3B|64778	3066.7028
FNDC4|64838	119.8581	FNDC4|64838	470.4396
FNDC5|252995	13.5859	FNDC5|252995	105.7857
FNDC8|54752	7.2458	FNDC8|54752	7.943
FNIP1|96459	550.6831	FNIP1|96459	1008.3943
FNIP2|57600	373.4621	FNIP2|57600	890.6941
FNTA|2339	1441.0144	FNTA|2339	1530.8241
FNTB|2342	528.6225	FNTB|2342	742.1211
FOLH1|2346	76.3831	FOLH1|2346	90.6219
lowly_expressed	lowly_expressed	FOLR1|2348	268.6163
FOLR2|2350	137.0669	FOLR2|2350	1238.3789
FOSB|2354	117.7447	FOSB|2354	33573.0662
FOSL1|8061	18.4165	FOSL1|8061	127.8094
FOSL2|2355	904.2192	FOSL2|2355	3751.9632
FOS|2353	1490.5276	FOS|2353	65492.5535
FOXA1|3169	5235.1121	FOXA1|3169	2700.6047
FOXC1|2296	84.5347	FOXC1|2296	620.9947
FOXC2|2303	15.0955	FOXC2|2303	13.7196
FOXD1|2297	76.0812	lowly_expressed	lowly_expressed
FOXD2|2306	144.9166	FOXD2|2306	8.304
FOXD4L1|200350	5.1325	lowly_expressed	lowly_expressed
FOXD4L2|100036519	5.1325	lowly_expressed	lowly_expressed
FOXD4|2298	23.247	lowly_expressed	lowly_expressed
FOXF1|2294	14.1898	FOXF1|2294	21.3016
FOXF2|2295	103.8569	FOXF2|2295	55.6007
FOXH1|8928	7.1734	lowly_expressed	lowly_expressed
FOXI1|2299	267.19	FOXI1|2299	118.0612
FOXI3|344167	17.2088	lowly_expressed	lowly_expressed
FOXJ1|2302	87.8557	FOXJ1|2302	7.2209
FOXJ2|55810	769.2656	FOXJ2|55810	1011.2826
FOXJ3|22887	1726.319	FOXJ3|22887	1725.4265
FOXK1|221937	499.3584	FOXK1|221937	996.8409
FOXK2|3607	2651.6718	FOXK2|3607	1139.0919999999999
FOXL1|2300	29.2852	FOXL1|2300	14.4417
FOXM1|2305	1243.1912	FOXM1|2305	54.3009
FOXN1|8456	12.3783	FOXN1|8456	9.7482
FOXN2|3344	374.3679	FOXN2|3344	648.434
FOXN3|1112	941.3541	FOXN3|1112	3883.383
FOXO1|2308	707.6761	FOXO1|2308	1823.2692
FOXO3B|2310	323.6471	FOXO3B|2310	1008.7553
FOXO3|2309	685.9386	FOXO3|2309	2107.7715
FOXO4|4303	197.7508	FOXO4|4303	914.8839999999999
FOXP1|27086	1080.2325	FOXP1|27086	1942.4136
FOXP2|93986	6.9439	FOXP2|93986	56.6838
FOXP3|50943	255.1015	FOXP3|50943	6.3724
FOXP4|116113	3237.0745	FOXP4|116113	1160.3935
FOXQ1|94234	20.2279	FOXQ1|94234	5.7767
FOXRED1|55572	393.6901	FOXRED1|55572	319.5234
FOXRED2|80020	762.0198	FOXRED2|80020	607.9971
FOXS1|2307	83.32700000000001	FOXS1|2307	31.0497
FPGS|2356	701.6379	FPGS|2356	824.6232
FPGT|8790	353.5935	FPGT|8790	437.4041
FPR1|2357	158.8044	FPR1|2357	171.8567
FPR2|2358	22.0394	FPR2|2358	9.3871
FPR3|2359	1684.0516	FPR3|2359	567.1992
FRAS1|80144	50.4189	FRAS1|80144	245.1485
FRAT1|10023	102.3473	FRAT1|10023	130.6977
FRAT2|23401	232.7723	FRAT2|23401	184.4932
FREM1|158326	34.4177	FREM1|158326	796.4618
lowly_expressed	lowly_expressed	FREM2|341640	89.5388
FRG1B|284802	216.7711	FRG1B|284802	323.4949
FRG1|2483	379.1984	FRG1|2483	602.2204
FRK|2444	24.1528	FRK|2444	99.648
lowly_expressed	lowly_expressed	FRMD1|79981	100.009
FRMD3|257019	13.5859	FRMD3|257019	220.5975
FRMD4A|55691	458.8724	FRMD4A|55691	1719.9278
FRMD4B|23150	321.2318	FRMD4B|23150	692.1202
FRMD5|84978	12.0764	FRMD5|84978	10.8313
FRMD6|122786	1711.5254	FRMD6|122786	1837.3499
FRMD8|83786	2109.1403	FRMD8|83786	636.1585
FRMPD1|22844	9.0573	FRMPD1|22844	72.9308
FRMPD2|143162	5.4344	FRMPD2|143162	33.216
FRRS1|391059	172.3904	FRRS1|391059	120.9495
FRS2|10818	1092.0069	FRS2|10818	1228.6307
FRS3|10817	112.6123	FRS3|10817	119.1443
FRYL|285527	890.9352	FRYL|285527	2248.9394
FRY|10129	376.4812	FRY|10129	1802.6898
FRZB|2487	349.6113	FRZB|2487	313.7467
FSCN1|6624	1178.9569	FSCN1|6624	934.3804
lowly_expressed	lowly_expressed	FSCN2|25794	9.0261
FSD1L|83856	55.5514	FSD1L|83856	50.9071
FSIP1|161835	54.6456	FSIP1|161835	34.6602
FSTL1|11167	10212.3934	FSTL1|11167	28354.9057
FSTL3|10272	834.4781	FSTL3|10272	917.7724
FSTL4|23105	12.3783	lowly_expressed	lowly_expressed
FST|10468	226.1303	FST|10468	300.7492
FTH1|2495	37673.1799	FTH1|2495	39802.502
FTHL3|2498	237.3009	FTHL3|2498	236.4834
FTL|2512	46749.1886	FTL|2512	67054.4273
FTO|79068	716.4314	FTO|79068	2300.9297
FTSJ1|24140	957.0534	FTSJ1|24140	569.0044
FTSJ2|29960	1141.5201	FTSJ2|29960	428.5585
FTSJ3|117246	1641.9564	FTSJ3|117246	842.4731
FTSJD1|55783	410.597	FTSJD1|55783	639.0468
FTSJD2|23070	1671.3714	FTSJD2|23070	1088.1849
FUBP1|8880	1743.2259	FUBP1|8880	1324.3072
FUBP3|8939	1436.7877	FUBP3|8939	954.5988
FUCA1|2517	1252.9247	FUCA1|2517	1197.5810000000001
FUCA2|2519	1309.3818	FUCA2|2519	1232.2412
FUK|197258	350.2151	FUK|197258	235.0393
FUNDC1|139341	229.7532	FUNDC1|139341	275.4761
FUNDC2|65991	1074.1943	FUNDC2|65991	1455.0014
FURIN|5045	1800.8906	FURIN|5045	2399.1335
FUS|2521	6877.5002	FUS|2521	1839.5162
FUT10|84750	118.3486	FUT10|84750	236.4834
FUT11|170384	222.5074	FUT11|170384	318.0792
FUT1|2523	250.5849	FUT1|2523	271.1436
FUT2|2524	178.4286	FUT2|2524	92.7882
FUT3|2525	6.642	FUT3|2525	11.1923
FUT4|2526	132.8402	FUT4|2526	225.9662
lowly_expressed	lowly_expressed	FUT6|2528	13.3586
FUT7|2529	21.6379	lowly_expressed	lowly_expressed
FUT8|2530	858.6399	FUT8|2530	830.5984
lowly_expressed	lowly_expressed	FUT9|10690	36.4654
FUZ|80199	131.4937	FUZ|80199	270.4576
FXC1|26515	522.6055	FXC1|26515	966.5132
FXN|2395	177.8247	FXN|2395	235.4003
FXR1|8087	1907.4647	FXR1|8087	2143.8758
FXR2|9513	816.3635	FXR2|9513	774.4345
FXYD1|5348	5.7363	FXYD1|5348	474.05
FXYD2|486	9.963	lowly_expressed	lowly_expressed
FXYD3|5349	2189.1464	FXYD3|5349	854.9508
FXYD5|53827	1578.6852	FXYD5|53827	2344.2549
FXYD6|53826	425.3906	FXYD6|53826	698.9801
FYB|2533	1076.3076	FYB|2533	409.7843
FYCO1|79443	1738.3954	lowly_expressed	lowly_expressed
FYN|2534	752.3587	FYN|2534	1349.5803
FYTTD1|84248	1836.8179	FYTTD1|84248	1810.9938
FZD10|11211	10.5668	FZD10|11211	17.3301
FZD1|8321	1070.2695	FZD1|8321	1090.3511
FZD2|2535	119.2543	FZD2|2535	41.881
FZD3|7976	338.4406	FZD3|7976	139.3628
FZD4|8322	704.5603	FZD4|8322	10018.684000000001
FZD5|7855	114.1218	FZD5|7855	567.9213
FZD6|8323	1116.7635	FZD6|8323	961.4586
FZD7|8324	634.9158	FZD7|8324	1349.2192
FZD8|8325	268.3976	FZD8|8325	479.8267
FZD9|8326	12.6802	FZD9|8326	9.0261
FZR1|51343	1136.6896	FZR1|51343	654.5717
G0S2|50486	83.9309	G0S2|50486	4373.6799
G2E3|55632	480.3381	G2E3|55632	326.0222
G3BP1|10146	2069.5902	G3BP1|10146	2255.4382
G3BP2|9908	2173.1451	G3BP2|9908	2933.1167
G6PC3|92579	1392.7089	G6PC3|92579	1331.8892
G6PD|2539	2427.0511	G6PD|2539	976.2614
GAA|2548	3106.3476	GAA|2548	1850.3475
GAB1|2549	505.3966	GAB1|2549	1019.2256
GAB2|9846	358.0648	GAB2|9846	1542.7385
GAB3|139716	97.8187	GAB3|139716	201.1012
GABARAPL1|23710	928.6739	GABARAPL1|23710	3040.7076
GABARAPL2|11345	1413.5406	GABARAPL2|11345	1750.3385
GABARAP|11337	4950.4114	GABARAP|11337	6584.3488
GABBR1|2550	254.2079	GABBR1|2550	456.3589
GABPA|2551	775.4819	GABPA|2551	1006.0655
GABPB1|2553	401.111	GABPB1|2553	357.5052
GABPB2|126626	160.9178	GABPB2|126626	162.1085
lowly_expressed	lowly_expressed	GABRA2|2555	28.5224
GABRB2|2561	23.5489	GABRB2|2561	23.1068
GABRB3|2562	18.1146	GABRB3|2562	105.7857
GABRD|2563	176.919	lowly_expressed	lowly_expressed
GABRE|2564	7.8496	GABRE|2564	766.1341
lowly_expressed	lowly_expressed	GABRG1|2565	7.2209
lowly_expressed	lowly_expressed	GABRG3|2567	6.4988
GABRP|2568	193.524	GABRP|2568	1903.7819
GADD45A|1647	269.3033	GADD45A|1647	417.3662
GADD45B|4616	1504.7173	GADD45B|4616	2673.1654
GADD45GIP1|90480	1082.9497	GADD45GIP1|90480	265.728
GADD45G|10912	126.802	GADD45G|10912	55.9617
GAGE12D|100132399	136.4903	lowly_expressed	lowly_expressed
GAGE12J|729396	39.5502	lowly_expressed	lowly_expressed
GAGE2A|729447	63.5701	lowly_expressed	lowly_expressed
GAGE2B|645037	8.7554	lowly_expressed	lowly_expressed
GAGE2D|729408	125.4978	lowly_expressed	lowly_expressed
GAGE4|2576	15.3974	lowly_expressed	lowly_expressed
GAGE8|100101629	7.8496	lowly_expressed	lowly_expressed
GAK|2580	2802.6266	GAK|2580	1151.3675
lowly_expressed	lowly_expressed	GAL3ST1|9514	8.665
GAL3ST4|79690	736.3575	GAL3ST4|79690	200.0181
GALC|2581	603.8192	lowly_expressed	lowly_expressed
GALE|2582	1046.7205	GALE|2582	282.336
GALK1|2584	816.3635	GALK1|2584	146.2226
GALK2|2585	198.9222	GALK2|2585	352.7214
GALM|130589	196.2412	GALM|130589	184.8542
GALNS|2588	583.2893	GALNS|2588	390.649
GALNT10|55568	1294.5883	GALNT10|55568	1805.5781
GALNT11|63917	904.5211	GALNT11|63917	1334.7775
GALNT12|79695	51.9284	GALNT12|79695	151.9993
GALNT13|114805	7.2458	GALNT13|114805	41.1589
GALNT14|79623	29.889	GALNT14|79623	50.5461
GALNT1|2589	3289.9087	GALNT1|2589	2176.7308
GALNT2|2590	1381.5382	GALNT2|2590	2046.7551
GALNT3|2591	1005.6608	lowly_expressed	lowly_expressed
GALNT4|8693	256.1733	GALNT4|8693	371.8747
GALNT5|11227	154.2758	GALNT5|11227	59.9332
GALNT6|11226	4446.5243	GALNT6|11226	1413.1239
GALNT7|51809	837.1953	GALNT7|51809	1649.9576
GALNTL1|57452	310.363	GALNTL1|57452	569.7265
GALNTL2|117248	153.672	GALNTL2|117248	2295.8751
GALNTL4|374378	151.5586	GALNTL4|374378	242.2601
lowly_expressed	lowly_expressed	GALR1|2587	5.7767
GALT|2592	603.2153	GALT|2592	350.5732
GAL|51083	21.7375	GAL|51083	44.4083
GAMT|2593	1020.7563	GAMT|2593	271.5046
GANAB|23193	11666.6918	GANAB|23193	9115.6242
GANC|2595	229.1494	GANC|2595	456.0412
GAN|8139	66.4201	GAN|8139	77.2633
lowly_expressed	lowly_expressed	GAP43|2596	9.3871
GAPDH|2597	47823.6848	GAPDH|2597	20465.385
GAPT|202309	65.8163	GAPT|202309	28.5224
GAPVD1|26130	1420.1827	GAPVD1|26130	1666.5764
GAR1|54433	442.9014	GAR1|54433	217.7092
GARNL3|84253	105.6684	GARNL3|84253	205.7947
GARS|2617	2449.9962	GARS|2617	1509.1615
GART|2618	1379.4249	GART|2618	1323.9462
GAS1|2619	696.2035	GAS1|2619	1519.9928
GAS2L1|10634	550.6831	GAS2L1|10634	847.3689
lowly_expressed	lowly_expressed	GAS2L2|246176	37.5485
GAS2L3|283431	41.6635	GAS2L3|283431	27.4393
lowly_expressed	lowly_expressed	GAS2|2620	16.247
GAS5|60674	736.6594	GAS5|60674	988.1758
GAS6|2621	1598.9131	GAS6|2621	3021.2113
GAS7|8522	1295.494	GAS7|8522	1935.1927
GAS8|2622	408.215	GAS8|2622	280.5741
GATA2|2624	570.0053	GATA2|2624	214.4598
GATA3|2625	6335.5725	GATA3|2625	3997.8337
GATA4|2626	16.9069	lowly_expressed	lowly_expressed
GATA5|140628	73.36399999999999	lowly_expressed	lowly_expressed
GATA6|2627	199.5622	GATA6|2627	139.0017
GATAD1|57798	929.8815	GATAD1|57798	901.1644
GATAD2A|54815	1592.8749	GATAD2A|54815	1205.885
GATAD2B|57459	962.4877	GATAD2B|57459	1082.4082
GATC|283459	41.0597	GATC|283459	23.8289
GATM|2628	131.6326	GATM|2628	745.9157
GATSL1|389523	9.3592	GATSL1|389523	14.8028
lowly_expressed	lowly_expressed	GATSL2|729438	17.3301
GATSL3|652968	192.7693	GATSL3|652968	373.1889
GATS|352954	79.1667	GATS|352954	202.206
GBA2|57704	944.1045	GBA2|57704	1037.1983
GBAP1|2630	929.2777	GBAP1|2630	300.3881
GBAS|2631	696.5054	GBAS|2631	1469.8077
GBA|2629	2870.5563	GBA|2629	1353.5518
GBE1|2632	356.8571	GBE1|2632	1811.7159
GBF1|8729	1950.6378	GBF1|8729	2395.8841
GBGT1|26301	132.2364	GBGT1|26301	109.4756
GBP1|2633	4321.5337	GBP1|2633	1031.501
GBP2|2634	3379.5637	GBP2|2634	2893.3767
GBP3|2635	1513.1708	GBP3|2635	576.5863
GBP4|115361	3361.4612	GBP4|115361	1479.1949
GBP5|115362	2132.6893	GBP5|115362	84.4842
GBP6|163351	42.5693	lowly_expressed	lowly_expressed
GCAT|23464	266.5862	GCAT|23464	111.2014
GCA|25801	345.0826	GCA|25801	348.4069
GCC1|79571	1189.2218	GCC1|79571	795.0176
GCC2|9648	1032.5308	GCC2|9648	1529.741
GCDH|2639	371.6507	GCDH|2639	379.0956
GCET2|257144	37.7387	GCET2|257144	31.4108
GCFC1|94104	456.1854	GCFC1|94104	519.5415
GCH1|2643	503.2833	GCH1|2643	182.688
GCHFR|2644	280.474	GCHFR|2644	106.1468
GCLC|2729	764.1331	GCLC|2729	1348.4972
GCLM|2730	558.5327	GCLM|2730	567.9213
lowly_expressed	lowly_expressed	GCM1|8521	9.0261
GCN1L1|10985	3462.2990000000004	GCN1L1|10985	2777.507
GCNT1|2650	448.6376	GCNT1|2650	413.3947
GCNT2|2651	27.7757	GCNT2|2651	428.1975
GCNT4|51301	19.926	GCNT4|51301	136.4744
GCOM1|145781	165.9688	GCOM1|145781	2907.6126
GCSH|2653	10.5668	GCSH|2653	12.6365
GDAP1|54332	579.0626	GDAP1|54332	253.0914
GDAP2|54834	542.8334	GDAP2|54834	423.1429
GDE1|51573	3010.9442	GDE1|51573	2277.1008
GDF10|2662	11.1707	GDF10|2662	276.5593
GDF11|10220	147.7727	GDF11|10220	95.6512
GDF15|9518	1695.2223	GDF15|9518	99.648
lowly_expressed	lowly_expressed	GDF5|8200	40.5921
GDF6|392255	9.0573	GDF6|392255	9.3871
lowly_expressed	lowly_expressed	GDF9|2661	9.0261
GDI1|2664	5371.8771	GDI1|2664	2244.968
GDI2|2665	5210.3555	GDI2|2665	5297.229
GDPD1|284161	35.9272	GDPD1|284161	64.6268
GDPD2|54857	19.3222	lowly_expressed	lowly_expressed
GDPD3|79153	2076.7937	GDPD3|79153	48.7192
GDPD5|81544	623.1414	GDPD5|81544	1533.3514
GEFT|115557	280.9963	GEFT|115557	351.8151
GEMIN4|50628	377.0851	GEMIN4|50628	680.2058
GEMIN5|25929	806.4005	GEMIN5|25929	854.5898
GEMIN6|79833	230.357	GEMIN6|79833	137.9186
GEMIN7|79760	333.912	GEMIN7|79760	184.1321
GEMIN8P4|492303	22.3413	GEMIN8P4|492303	18.7743
GEMIN8|54960	205.9023	GEMIN8|54960	380.1787
GEM|2669	396.1054	GEM|2669	1639.8592
GEN1|348654	363.801	GEN1|348654	173.6619
GET4|51608	1006.5665	GET4|51608	382.70599999999996
lowly_expressed	lowly_expressed	GFAP|2670	18.7743
GFER|2671	924.1452	GFER|2671	207.2389
GFI1|2672	51.9284	GFI1|2672	17.3301
GFM1|85476	1260.4725	GFM1|85476	1319.9747
GFM2|84340	620.7261	GFM2|84340	603.6646
GFOD1|54438	42.2673	GFOD1|54438	196.7687
GFOD2|81577	431.4288	GFOD2|81577	614.8569
GFPT1|2673	2302.9663	GFPT1|2673	3593.8262
GFPT2|9945	618.9146	GFPT2|9945	858.9223
GFRA1|2674	5681.0325	GFRA1|2674	4948.4611
lowly_expressed	lowly_expressed	GFRA2|2675	121.6716
GGA1|26088	920.8242	GGA1|26088	765.4119999999999
GGA2|23062	1979.3192	GGA2|23062	2255.4382
GGA3|23163	1347.7244	GGA3|23163	763.9679
GGCT|79017	1704.2796	GGCT|79017	773.716
GGCX|2677	893.9543	GGCX|2677	980.5939
GGH|8836	428.4097	GGH|8836	136.8355
GGNBP2|79893	1273.7565	GGNBP2|79893	1266.5403
GGN|199720	7.8496	lowly_expressed	lowly_expressed
GGPS1|9453	1225.7529	GGPS1|9453	924.9932
GGT1|2678	139.4822	GGT1|2678	203.6285
GGT3P|2679	6.0382	GGT3P|2679	11.9144
GGT5|2687	1440.4106	GGT5|2687	617.0232
GGT6|124975	140.086	GGT6|124975	393.1763
GGT7|2686	136.1612	GGT7|2686	352.7394
GGTA1|2681	118.9524	GGTA1|2681	725.3362
GGTLC2|91227	22.6432	GGTLC2|91227	22.7457
GHDC|84514	937.4292	GHDC|84514	622.4388
GHITM|27069	4202.5813	GHITM|27069	4332.521
lowly_expressed	lowly_expressed	GHRLOS|100126793	9.7482
lowly_expressed	lowly_expressed	GHRL|51738	6.8598
GHR|2690	60.6838	GHR|2690	2908.5658
GIGYF1|64599	1135.4819	GIGYF1|64599	871.1978
GIGYF2|26058	2118.1976	GIGYF2|26058	2265.9085
GIMAP1|170575	185.3725	GIMAP1|170575	191.35299999999998
GIMAP2|26157	294.0599	GIMAP2|26157	270.0605
GIMAP4|55303	1005.9627	GIMAP4|55303	1393.2665
GIMAP5|55340	488.4897	GIMAP5|55340	880.9459
GIMAP6|474344	636.4254	GIMAP6|474344	1530.102
GIMAP7|168537	364.7068	GIMAP7|168537	909.8294
GIMAP8|155038	415.1257	GIMAP8|155038	1131.5101
GIN1|54826	90.8748	GIN1|54826	134.3082
GINS1|9837	412.1066	GINS1|9837	45.1304
GINS2|51659	649.4075	GINS2|51659	47.6577
GINS3|64785	189.9011	GINS3|64785	94.2323
GINS4|84296	156.6911	GINS4|84296	49.824
GIPC1|10755	3073.7414	lowly_expressed	lowly_expressed
GIPC2|54810	13.5859	GIPC2|54810	239.3718
GIPC3|126326	123.7829	GIPC3|126326	225.2911
lowly_expressed	lowly_expressed	GIPR|2696	11.5534
GIT1|28964	1716.6579	GIT1|28964	1436.2307
GIT2|9815	1226.0548	GIT2|9815	1519.9928
GIYD2|79008	979.9653	GIYD2|79008	191.1797
GJA1|2697	2322.8923	GJA1|2697	4245.1485
GJA3|2700	10.8687	lowly_expressed	lowly_expressed
GJA4|2701	372.5564	GJA4|2701	569.0044
GJA5|2702	928.6739	GJA5|2702	1088.1849
lowly_expressed	lowly_expressed	GJA9|81025	5.0546
lowly_expressed	lowly_expressed	GJB1|2705	36.1043
GJB2|2706	1121.2922	GJB2|2706	14.0807
GJB3|2707	5.3317	GJB3|2707	27.0783
GJB5|2709	8.7554	GJB5|2709	28.5224
GJB6|10804	6.9439	lowly_expressed	lowly_expressed
GJC1|10052	197.14700000000002	GJC1|10052	267.5332
GJC2|57165	49.2113	GJC2|57165	28.5224
GJC3|349149	6.9439	GJC3|349149	14.0807
GJD3|125111	102.1179	GJD3|125111	57.9366
GK3P|2713	16.3031	GK3P|2713	10.1092
GK5|256356	288.9275	GK5|256356	711.2555
GKAP1|80318	52.5323	GKAP1|80318	165.7189
GK|2710	119.8581	GK|2710	70.7645
GLA|2717	645.4827	GLA|2717	3240.7257
lowly_expressed	lowly_expressed	GLB1L2|89944	354.1836
lowly_expressed	lowly_expressed	GLB1L3|112937	20.5795
GLB1L|79411	183.2591	GLB1L|79411	477.2994
GLB1|2720	1987.4708	GLB1|2720	1498.6912
GLCCI1|113263	251.7926	GLCCI1|113263	552.3964
GLCE|26035	782.5496	GLCE|26035	1298.3121
GLDC|2731	7.2458	lowly_expressed	lowly_expressed
GLDN|342035	13.284	GLDN|342035	653.8496
GLE1|2733	1311.1933	GLE1|2733	943.0454
GLG1|2734	3496.7167	GLG1|2734	5066.5222
GLI1|2735	5.7363	GLI1|2735	60.6553
GLI2|2736	79.4022	GLI2|2736	99.2869
GLI3|2737	502.6794	GLI3|2737	1234.7685
GLI4|2738	142.8576	GLI4|2738	64.35600000000001
GLIPR1L2|144321	13.284	GLIPR1L2|144321	45.8525
GLIPR1|11010	599.4143	GLIPR1|11010	655.4815
GLIPR2|152007	912.6727	GLIPR2|152007	843.3974
GLIS1|148979	6.642	GLIS1|148979	7.5819
GLIS2|84662	1421.6922	GLIS2|84662	435.7794
GLIS3|169792	247.8678	GLIS3|169792	123.1158
GLMN|11146	237.3009	GLMN|11146	98.5649
GLO1|2739	5130.3495	GLO1|2739	2033.7576
GLOD4|51031	831.459	GLOD4|51031	1162.9208
GLOD5|392465	10.5668	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GLP1R|2740	12.2755
lowly_expressed	lowly_expressed	GLP2R|9340	31.4108
GLRA3|8001	14.7936	GLRA3|8001	444.4444
lowly_expressed	lowly_expressed	GLRA4|441509	14.8028
GLRB|2743	61.5896	GLRB|2743	407.9791
GLRX2|51022	183.56099999999998	GLRX2|51022	103.2584
GLRX3|10539	701.034	GLRX3|10539	640.491
GLRX5|51218	603.5172	GLRX5|51218	633.6312
GLRX|2745	358.9705	GLRX|2745	739.0559
GLS2|27165	68.2316	GLS2|27165	63.5436
GLS|2744	896.3695	GLS|2744	1692.2105
lowly_expressed	lowly_expressed	GLT1D1|144423	13.7196
GLT25D1|79709	4052.5323	GLT25D1|79709	1921.112
GLT25D2|23127	11.1707	GLT25D2|23127	65.3489
GLT8D1|55830	1168.7403	GLT8D1|55830	1002.2746
GLT8D2|83468	564.5709	GLT8D2|83468	559.2563
GLTPD1|80772	762.6236	GLTPD1|80772	357.0719
GLTP|51228	1284.0214	GLTP|51228	1093.6005
GLTSCR1|29998	318.8165	GLTSCR1|29998	188.1036
GLTSCR2|29997	2489.8483	GLTSCR2|29997	3653.3983
GLUD1|2746	3052.0039	GLUD1|2746	4611.2465
GLUD2|2747	298.5886	GLUD2|2747	628.9376
GLUL|2752	13903.238000000001	GLUL|2752	15384.782
lowly_expressed	lowly_expressed	GLYATL1|92292	57.4059
GLYATL2|219970	117.7447	GLYATL2|219970	263.5617
lowly_expressed	lowly_expressed	GLYAT|10249	785.6305
GLYCTK|132158	80.9118	GLYCTK|132158	112.2845
GLYR1|84656	3014.869	GLYR1|84656	2139.9043
GM2A|2760	2820.7412	GM2A|2760	2752.9559999999997
GMCL1|64395	293.758	GMCL1|64395	353.8225
GMDS|2762	326.3643	GMDS|2762	236.4834
GMEB1|10691	137.0669	GMEB1|10691	181.9659
GMEB2|26205	778.9267	GMEB2|26205	394.2594
GMFB|2764	1034.3422	GMFB|2764	1396.1549
GMFG|9535	417.8429	GMFG|9535	545.5366
GMIP|51291	704.6569999999999	GMIP|51291	267.8942
GMNN|51053	347.4979	GMNN|51053	428.9196
GMPPA|29926	903.0115	GMPPA|29926	512.6816
GMPPB|29925	259.0384	GMPPB|29925	237.5666
GMPR2|51292	1351.0454	GMPR2|51292	1184.5834
GMPR|2766	238.8105	GMPR|2766	140.4459
GMPS|8833	1642.69	GMPS|8833	821.3738
GNA11|2767	536.7952	GNA11|2767	730.0298
GNA12|2768	1755.0004	GNA12|2768	2546.8003
GNA13|10672	2094.6487	GNA13|10672	1808.1054
GNA14|9630	57.6647	GNA14|9630	134.3082
GNA15|2769	183.56099999999998	GNA15|2769	190.2699
GNAI1|2770	203.1851	GNAI1|2770	1709.5406
GNAI2|2771	5999.849	GNAI2|2771	8176.9113
GNAI3|2773	3004.906	GNAI3|2773	1702.3197
GNAL|2774	14.1898	GNAL|2774	214.0987
GNAO1|2775	103.555	GNAO1|2775	46.5746
GNAQ|2776	1569.0241	GNAQ|2776	2736.348
