gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
OSBPL7|114881	70.8872	OSBPL7|114881	140.5147
OSBPL8|114882	1597.5232	OSBPL8|114882	2265.7997
OSBPL9|114883	1014.1988	OSBPL9|114883	2044.7817
OSBP|5007	1594.961	OSBP|5007	2014.5321
OSCAR|126014	96.9361	OSCAR|126014	60.9873
OSCP1|127700	180.6341	OSCP1|127700	264.4409
OSGEPL1|64172	145.6176	OSGEPL1|64172	147.8332
OSGEP|55644	298.4947	OSGEP|55644	270.2957
OSGIN1|29948	42.7031	OSGIN1|29948	411.2983
OSGIN2|734	2692.4309	OSGIN2|734	936.7647
OSMR|9180	210.5263	OSMR|9180	1885.7269
lowly_expressed	lowly_expressed	OSM|5008	12.6854
OSR1|130497	464.1828	OSR1|130497	496.1926
OSR2|116039	29.8922	OSR2|116039	425.9352
OST4|100128731	3873.1632	OST4|100128731	2470.7072
OSTCL|202459	6.4055	OSTCL|202459	5.3669
OSTC|58505	1845.6283	OSTC|58505	1176.8107
OSTF1|26578	792.9967	OSTF1|26578	846.5035
OSTM1|28962	288.673	OSTM1|28962	1528.0975
OSTalpha|200931	35.0165	OSTalpha|200931	16.1006
lowly_expressed	lowly_expressed	OTOA|146183	32.2013
OTUB1|55611	1291.3419	OTUB1|55611	1148.0247
OTUB2|78990	126.4012	OTUB2|78990	62.9389
OTUD1|220213	422.3337	OTUD1|220213	514.7327
OTUD3|23252	226.3265	OTUD3|23252	283.4689
OTUD4|54726	1272.9796	OTUD4|54726	1186.5686
OTUD5|55593	924.0952	OTUD5|55593	1161.1979
OTUD6B|51633	538.0591	OTUD6B|51633	203.9415
lowly_expressed	lowly_expressed	OTUD7A|161725	8.7822
OTUD7B|56957	1260.5957	OTUD7B|56957	1115.8234
OTX1|5013	702.0391	lowly_expressed	lowly_expressed
OVCA2|124641	564.2063	OVCA2|124641	350.0865
lowly_expressed	lowly_expressed	OVCH2|341277	7.3185
OVGP1|5016	16.2272	OVGP1|5016	16.5885
OVOL1|5017	162.2718	OVOL1|5017	39.5198
OVOL2|58495	324.9706	OVOL2|58495	68.7937
OXA1L|5018	1113.697	OXA1L|5018	2122.8455
OXCT1|5019	2398.6335	OXCT1|5019	2432.173
OXER1|165140	8.5406	OXER1|165140	11.7096
OXGR1|27199	114.8714	OXGR1|27199	17.0764
OXNAD1|92106	267.3214	OXNAD1|92106	197.1109
OXR1|55074	1375.4671	OXR1|55074	1399.2923
OXSM|54995	317.2841	OXSM|54995	173.2039
OXSR1|9943	1826.8389	OXSR1|9943	1430.0299
OXTR|5021	70.0331	OXTR|5021	2002.8225
P2RX1|5023	5.1244	P2RX1|5023	25.3707
P2RX4|5025	537.6321	P2RX4|5025	358.1173
P2RX5|5026	32.2793	P2RX5|5026	21.8334
lowly_expressed	lowly_expressed	P2RX6|9127	88.3096
P2RX7|5027	231.4508	P2RX7|5027	87.8217
P2RY10|27334	6.4055	P2RY10|27334	11.7096
P2RY11|5032	494.2031	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	P2RY12|64805	226.8727
P2RY13|53829	15.8001	P2RY13|53829	336.1619
P2RY14|9934	20.4975	P2RY14|9934	171.2523
P2RY1|5028	5.5514	P2RY1|5028	40.9835
P2RY2|5029	68.752	P2RY2|5029	77.5758
P2RY6|5031	36.2976	P2RY6|5031	77.0879
P2RY8|286530	44.4112	P2RY8|286530	160.0306
P4HA1|5033	2259.8484	P4HA1|5033	991.8972
P4HA2|8974	1670.9726	P4HA2|8974	868.459
P4HA3|283208	82.844	P4HA3|283208	42.4472
P4HB|5034	18110.3875	P4HB|5034	12959.5545
P4HTM|54681	944.1657	P4HTM|54681	337.1377
P704P|641455	28.6111	P704P|641455	16.5885
PA2G4P4|647033	39.7139	PA2G4P4|647033	27.8102
PA2G4|5036	2401.6227	PA2G4|5036	2152.1194
PAAF1|80227	110.17399999999999	PAAF1|80227	325.4282
PABPC1L|80336	319.8463	PABPC1L|80336	60.9873
PABPC1|26986	31971.3889	PABPC1|26986	15988.4271
PABPC3|5042	273.2999	PABPC3|5042	126.8536
PABPC4L|132430	75.5845	PABPC4L|132430	73.1847
PABPC4|8761	2833.3511	PABPC4|8761	2245.7958
PABPC5|140886	5.1244	PABPC5|140886	72.6968
PABPN1|8106	1983.7387	PABPN1|8106	1569.7542
PACRGL|133015	216.0777	PACRGL|133015	197.5988
PACRG|135138	5.1244	PACRG|135138	14.6369
PACS1|55690	1863.9906	PACS1|55690	2627.8202
PACS2|23241	1609.2837	PACS2|23241	1588.5968
PACSIN1|29993	73.4493	PACSIN1|29993	5.8548
PACSIN2|11252	708.4445	PACSIN2|11252	731.8474
PACSIN3|29763	1217.8926	PACSIN3|29763	85.3822
PADI2|11240	2544.2511	PADI2|11240	622.5582
lowly_expressed	lowly_expressed	PADI4|23569	5.8548
PAF1|54623	8901.4626	PAF1|54623	871.3864
PAFAH1B1|5048	3895.3774	PAFAH1B1|5048	4891.1804
PAFAH1B2|5049	568.3783	PAFAH1B2|5049	620.6066
PAFAH1B3|5050	627.552	PAFAH1B3|5050	122.4137
PAFAH2|5051	675.9902	PAFAH2|5051	444.9632
PAG1|55824	87.9684	PAG1|55824	261.5135
PAICS|10606	3777.9438	PAICS|10606	1382.7038
PAIP1|10605	2688.1606	PAIP1|10605	1027.5138
PAIP2B|400961	438.1339	PAIP2B|400961	262.4893
PAIP2|51247	1178.1787	PAIP2|51247	2111.6238
PAK1IP1|55003	456.9232	PAK1IP1|55003	323.4766
PAK1|5058	4292.0892	PAK1|5058	753.315
PAK2|5062	3129.7107	PAK2|5062	3246.9631
lowly_expressed	lowly_expressed	PAK3|5063	30.7376
PAK4|10298	3547.7741	PAK4|10298	473.2613
PAK6|56924	373.776	PAK6|56924	93.5106
lowly_expressed	lowly_expressed	PAK7|57144	22.4433
PALB2|79728	471.0153	PALB2|79728	240.5339
PALLD|23022	4937.7602	PALLD|23022	5746.954000000001
PALM2-AKAP2|445815	281.4903	PALM2-AKAP2|445815	7824.3273
PALM2|114299	11.4786	PALM2|114299	86.0848
PALM3|342979	283.9757	PALM3|342979	6.8306
PALMD|54873	585.4596	PALMD|54873	7287.7368
PALM|5064	196.8613	PALM|5064	2416.0723
PAMR1|25891	39.7139	PAMR1|25891	1523.2185
PAM|5066	8213.0885	PAM|5066	8046.9065
PAN2|9924	828.0132	PAN2|9924	664.0296
PAN3|255967	692.6444	PAN3|255967	924.0794
PANK1|53354	193.4451	PANK1|53354	90.2612
PANK2|80025	498.3453	PANK2|80025	595.7238
PANK3|79646	443.2582	PANK3|79646	733.799
PANK4|55229	250.2402	PANK4|55229	288.3479
PANX1|24145	414.2201	PANX1|24145	519.1238
PANX2|56666	87.9684	PANX2|56666	14.6369
PAOX|196743	61.4925	PAOX|196743	93.6765
PAPD4|167153	627.3086	PAPD4|167153	1008.9737
PAPD5|64282	399.274	PAPD5|64282	320.0613
PAPD7|11044	1453.6138	PAPD7|11044	812.3507
PAPLN|89932	82.844	PAPLN|89932	671.3481
PAPL|390928	184.0504	lowly_expressed	lowly_expressed
PAPOLA|10914	2727.0204	PAPOLA|10914	3179.6332
PAPOLG|64895	475.7126	PAPOLG|64895	397.6371
PAPPA|5069	61.4925	PAPPA|5069	111.7287
PAPSS1|9061	6661.6846	PAPSS1|9061	1516.3879
PAPSS2|9060	231.0238	PAPSS2|9060	2235.55
PAQR3|152559	815.3219	PAQR3|152559	228.8292
PAQR4|124222	1096.4407	PAQR4|124222	138.407
PAQR5|54852	246.3969	PAQR5|54852	36.5924
PAQR6|79957	1128.6431	PAQR6|79957	10.2459
PAQR7|164091	615.7788	PAQR7|164091	303.4727
PAQR8|85315	246.3969	PAQR8|85315	260.0498
lowly_expressed	lowly_expressed	PAQR9|344838	5.8548
lowly_expressed	lowly_expressed	PAR-SN|347746	80.9374
lowly_expressed	lowly_expressed	PAR5|8123	60.0115
PARD3B|117583	7.6866	PARD3B|117583	354.7021
PARD3|56288	2713.3554	PARD3|56288	683.5455
PARD6A|50855	90.5306	PARD6A|50855	58.0599
PARD6B|84612	167.3962	PARD6B|84612	136.6115
PARD6G|84552	114.0173	PARD6G|84552	228.8243
PARG|8505	1255.8984	PARG|8505	479.1161
PARK2|5071	49.1086	PARK2|5071	219.0663
PARK7|11315	2830.7889	PARK7|11315	3329.4179
PARL|55486	530.3726	PARL|55486	830.4029
PARM1|25849	116.5795	PARM1|25849	2469.7412
PARN|5073	1342.1586	PARN|5073	1025.0743
PARP10|84875	345.4681	PARP10|84875	416.1772
PARP11|57097	29.8922	PARP11|57097	341.0409
PARP12|64761	878.8299	PARP12|64761	505.9505
PARP14|54625	938.1873	PARP14|54625	1766.1918
lowly_expressed	lowly_expressed	PARP15|165631	21.9554
PARP16|54956	209.2452	PARP16|54956	228.3364
PARP1|142	7131.4188	PARP1|142	2420.4634
PARP2|10038	360.4142	PARP2|10038	380.5607
PARP3|10039	331.8031	PARP3|10039	703.5493
PARP4|143	1559.0904	PARP4|143	2379.48
PARP6|56965	938.6143	PARP6|56965	650.3684
PARP8|79668	37.1517	PARP8|79668	340.55300000000005
PARP9|83666	723.9116	PARP9|83666	1243.7162
PARS2|25973	307.4624	PARS2|25973	92.7007
PART1|25859	248.9591	PART1|25859	35.6166
PARVA|55742	1126.0809	PARVA|55742	4927.7728
PARVB|29780	687.947	PARVB|29780	724.0411
PARVG|64098	170.3854	lowly_expressed	lowly_expressed
PASK|23178	147.3257	PASK|23178	62.451
PATL1|219988	1603.9287	PATL1|219988	951.8896
PATL2|197135	5.5514	lowly_expressed	lowly_expressed
PATZ1|23598	439.415	PATZ1|23598	851.3825
PAWR|5074	291.2352	PAWR|5074	171.2523
lowly_expressed	lowly_expressed	PAX2|5076	6.3427
lowly_expressed	lowly_expressed	PAX3|5077	15.6127
PAX6|5080	14.092	PAX6|5080	53.1809
PAX8|7849	11.9569	PAX8|7849	56.5962
lowly_expressed	lowly_expressed	PAX9|5083	47.81399999999999
PAXIP1|22976	605.9101	PAXIP1|22976	336.3961
PBK|55872	704.1742	PBK|55872	12.1975
PBLD|64081	331.3761	PBLD|64081	445.939
PBRM1|55193	2000.2135	PBRM1|55193	2240.9169
PBX1|5087	3967.1186	PBX1|5087	4191.5342
PBX2|5089	1708.5513	PBX2|5089	863.0921
PBX3|5090	84.5522	PBX3|5090	545.4703
PBX4|80714	50.8167	lowly_expressed	lowly_expressed
PBXIP1|57326	2526.7428	PBXIP1|57326	2675.6342
PCBD1|5092	404.8255	PCBD1|5092	903.0997
PCBD2|84105	219.49400000000003	PCBD2|84105	287.3721
PCBP1|5093	10597.2029	PCBP1|5093	5503.9806
PCBP2|5094	6824.5415	PCBP2|5094	9059.6712
PCBP3|54039	8.1136	PCBP3|54039	237.6065
PCBP4|57060	925.3763	PCBP4|57060	411.7862
PCCA|5095	174.3781	PCCA|5095	831.5836
PCCB|5096	1934.3739	PCCB|5096	1367.9546
PCDH11X|27328	313.4408	PCDH11X|27328	14.6369
PCDH12|51294	238.7104	PCDH12|51294	1235.8464
PCDH17|27253	150.74200000000002	PCDH17|27253	139.5389
PCDH18|54510	636.2763	PCDH18|54510	2492.1845
PCDH19|57526	12.3839	PCDH19|57526	427.8868
PCDH1|5097	1710.6865	PCDH1|5097	2418.5118
lowly_expressed	lowly_expressed	PCDH20|64881	14.1491
PCDH7|5099	99.9253	PCDH7|5099	271.7593
PCDH9|5101	11.9569	PCDH9|5101	709.4041
lowly_expressed	lowly_expressed	PCDHA10|56139	202.3217
PCDHA11|56138	6.8325	PCDHA11|56138	51.7123
PCDHA12|56137	10.0224	PCDHA12|56137	51.3611
PCDHA13|56136	42.1394	PCDHA13|56136	30.3717
PCDHA1|56147	147.7314	PCDHA1|56147	19.0524
PCDHA2|56146	7.6866	PCDHA2|56146	14.1491
PCDHA3|56145	26.1642	PCDHA3|56145	68.3838
lowly_expressed	lowly_expressed	PCDHA4|56144	46.7699
lowly_expressed	lowly_expressed	PCDHA5|56143	7.6942
PCDHA6|56142	13.8828	PCDHA6|56142	42.6082
lowly_expressed	lowly_expressed	PCDHA7|56141	15.3737
lowly_expressed	lowly_expressed	PCDHA8|56140	5.0644
PCDHAC1|56135	13.665	PCDHAC1|56135	70.0476
PCDHAC2|56134	13.5454	PCDHAC2|56134	86.197
PCDHB10|56126	453.934	PCDHB10|56126	97.5797
PCDHB11|56125	8.9677	PCDHB11|56125	63.9147
PCDHB12|56124	17.5083	PCDHB12|56124	104.4102
PCDHB13|56123	14.092	PCDHB13|56123	105.8739
PCDHB14|56122	1007.7933	PCDHB14|56122	163.4459
PCDHB15|56121	51.6708	PCDHB15|56121	86.8459
PCDHB16|57717	46.5464	PCDHB16|57717	263.4651
PCDHB17|54661	11.9569	PCDHB17|54661	6.8306
lowly_expressed	lowly_expressed	PCDHB18|54660	11.7096
PCDHB19P|84054	15.3731	lowly_expressed	lowly_expressed
PCDHB2|56133	3252.6956	PCDHB2|56133	126.8536
PCDHB3|56132	606.8111	PCDHB3|56132	174.1797
PCDHB4|56131	79.4278	PCDHB4|56131	194.6714
PCDHB5|26167	38.4328	PCDHB5|26167	81.479
PCDHB6|56130	20.4975	PCDHB6|56130	45.3745
PCDHB7|56129	41.422	PCDHB7|56129	125.8778
PCDHB8|56128	19.6434	PCDHB8|56128	44.8866
PCDHB9|56127	1178.1787	PCDHB9|56127	82.9427
PCDHGA10|56106	724.834	PCDHGA10|56106	80.9911
PCDHGA11|56105	26.1898	PCDHGA11|56105	44.8769
PCDHGA12|26025	30.7462	PCDHGA12|26025	171.4377
PCDHGA1|56114	11.1839	PCDHGA1|56114	25.3707
PCDHGA2|56113	9.5271	PCDHGA2|56113	159.9575
lowly_expressed	lowly_expressed	PCDHGA3|56112	86.5239
PCDHGA4|56111	72.9326	PCDHGA4|56111	130.2152
PCDHGA5|56110	30.7292	PCDHGA5|56110	135.4064
PCDHGA6|56109	37.5787	PCDHGA6|56109	53.6688
PCDHGA7|56108	19.8185	PCDHGA7|56108	40.9835
PCDHGA8|9708	5.1244	PCDHGA8|9708	5.8548
PCDHGA9|56107	10.2487	PCDHGA9|56107	107.4498
PCDHGB1|56104	448.041	PCDHGB1|56104	56.4498
PCDHGB2|56103	59.7246	PCDHGB2|56103	124.5897
PCDHGB3|56102	33.7355	PCDHGB3|56102	20.0038
PCDHGB4|8641	18.7894	PCDHGB4|8641	74.6484
PCDHGB5|56101	16.2272	PCDHGB5|56101	207.9666
PCDHGB6|56100	24.3408	PCDHGB6|56100	207.4202
PCDHGB7|56099	68.957	PCDHGB7|56099	446.1927
PCDHGC3|5098	1772.6871	PCDHGC3|5098	2851.6875
PCDHGC4|56098	8.1136	lowly_expressed	lowly_expressed
PCDHGC5|56097	14.092	lowly_expressed	lowly_expressed
PCF11|51585	2484.0397	PCF11|51585	1108.5049
PCGF1|84759	355.2898	PCGF1|84759	151.7364
PCGF2|7703	874.3077	PCGF2|7703	572.4119999999999
PCGF3|10336	1147.4325	PCGF3|10336	1208.5241
PCGF5|84333	260.0619	PCGF5|84333	1440.2758
PCGF6|84108	114.4443	PCGF6|84108	213.6995
PCID2|55795	696.0606	PCID2|55795	647.441
PCIF1|63935	1508.2737	PCIF1|63935	943.1074
lowly_expressed	lowly_expressed	PCK1|5105	1944.7626
PCK2|5106	853.2081	PCK2|5106	776.7341
PCLO|27445	5.5514	PCLO|27445	596.2117
PCM1|5108	1164.5137	PCM1|5108	3573.855
PCMT1|5110	1860.1473	PCMT1|5110	1412.9535
PCMTD1|115294	3025.0881	PCMTD1|115294	2177.978
PCMTD2|55251	1235.8279	PCMTD2|55251	1193.3992
PCNA|5111	2823.1024	PCNA|5111	811.8628
PCNP|57092	1767.9086	PCNP|57092	1836.4492
PCNT|5116	2355.9304	PCNT|5116	683.5455
PCNXL2|80003	573.0757	PCNXL2|80003	232.7275
PCNXL3|399909	1310.9854	PCNXL3|399909	1009.4616
PCNX|22990	675.9902	PCNX|22990	2872.2572
PCOLCE2|26577	60.2114	PCOLCE2|26577	6292.4243
PCOLCE|5118	1032.4629	PCOLCE|5118	3978.6984
PCOTH|542767	9.5057	PCOTH|542767	11.2217
lowly_expressed	lowly_expressed	PCP4L1|654790	23.4191
PCSK1N|27344	63.6276	PCSK1N|27344	8.7822
PCSK1|5122	7.2595	lowly_expressed	lowly_expressed
PCSK4|54760	23.9137	PCSK4|54760	11.2217
PCSK5|5125	23.0597	PCSK5|5125	813.3265
PCSK6|5046	79.4278	PCSK6|5046	624.9977
PCSK7|9159	611.1711	PCSK7|9159	622.0898
PCSK9|255738	8.1136	lowly_expressed	lowly_expressed
PCTP|58488	421.4797	PCTP|58488	498.1442
PCYOX1L|78991	247.678	PCYOX1L|78991	181.9861
PCYOX1|51449	4042.2761	PCYOX1|51449	11381.6914
PCYT1A|5130	371.517	PCYT1A|5130	714.2831
PCYT1B|9468	269.0296	PCYT1B|9468	28.785999999999998
PCYT2|5833	446.2475	PCYT2|5833	576.2079
PC|5091	656.7738	PC|5091	2911.777
PDAP1|11333	3657.5211	PDAP1|11333	988.4819
PDCD10|11235	741.3259	PDCD10|11235	565.962
PDCD11|22984	1491.6195	PDCD11|22984	804.0564
PDCD1LG2|80380	49.5356	PDCD1LG2|80380	160.5185
PDCD1|5133	5.1244	PDCD1|5133	5.3669
PDCD2L|84306	906.587	PDCD2L|84306	84.4064
PDCD2|5134	680.2605	PDCD2|5134	655.2474
PDCD4|27250	2721.2939	PDCD4|27250	3865.2864
PDCD5|9141	1013.3447	PDCD5|9141	388.8549
PDCD6IP|10015	3602.007	PDCD6IP|10015	4713.0975
PDCD6|10016	2033.0949	PDCD6|10016	1253.8986
PDCD7|10081	312.1597	PDCD7|10081	488.3862
PDCL3|79031	348.0303	PDCL3|79031	281.0294
PDCL|5082	481.264	PDCL|5082	490.8257
PDDC1|347862	892.922	PDDC1|347862	804.5443
PDE10A|10846	664.8874	PDE10A|10846	220.0421
PDE11A|50940	6.4055	PDE11A|50940	471.7976
PDE12|201626	705.8824	PDE12|201626	567.4257
PDE1A|5136	12.8109	PDE1A|5136	213.6995
PDE1B|5153	59.7843	PDE1B|5153	296.1543
lowly_expressed	lowly_expressed	PDE1C|5137	88.7975
PDE2A|5138	32.4544	PDE2A|5138	2153.5831
PDE3A|5139	1245.6496	PDE3A|5139	183.9377
PDE3B|5140	336.9275	PDE3B|5140	3558.2422
PDE4A|5141	316.003	PDE4A|5141	705.013
PDE4B|5142	2132.5931	PDE4B|5142	562.0588
PDE4C|5143	5.1244	PDE4C|5143	6.8306
PDE4DIP|9659	2416.9958	PDE4DIP|9659	5158.5486
PDE4D|5144	187.4197	PDE4D|5144	337.5915
PDE5A|8654	326.1364	PDE5A|8654	1061.3349
PDE6B|5158	49.1086	PDE6B|5158	53.6688
PDE6D|5147	168.6773	PDE6D|5147	277.1262
PDE6G|5148	5.1244	PDE6G|5148	14.1491
PDE7A|5150	1702.1458	PDE7A|5150	332.2587
PDE7B|27115	128.5364	PDE7B|27115	427.3989
PDE8A|5151	433.0095	PDE8A|5151	929.9341
PDE8B|8622	88.8225	PDE8B|8622	733.799
PDE9A|5152	433.8636	PDE9A|5152	279.0778
PDF|64146	154.9525	PDF|64146	88.9341
PDGFA|5154	138.7851	PDGFA|5154	334.2103
PDGFB|5155	245.9699	PDGFB|5155	1336.3534
PDGFC|56034	239.5644	PDGFC|56034	1023.1227
PDGFD|80310	73.8764	PDGFD|80310	2397.5322
PDGFRA|5156	567.8873	PDGFRA|5156	3966.0032
PDGFRB|5159	2181.2747	PDGFRB|5159	6620.7798
PDGFRL|5157	219.49400000000003	PDGFRL|5157	1059.7151
PDHA1|5160	1139.7459	PDHA1|5160	2239.902
PDHB|5162	1202.9465	PDHB|5162	1640.8020000000001
PDHX|8050	460.6897	PDHX|8050	919.9469
PDIA3P|171423	2735.134	PDIA3P|171423	1812.0543
PDIA3|2923	10217.03	PDIA3|2923	7276.803000000001
PDIA4|9601	6305.1137	PDIA4|9601	2333.1296
PDIA5|10954	364.2575	PDIA5|10954	482.5314
PDIA6|10130	15010.6245	PDIA6|10130	4272.8425
PDIK1L|149420	504.3237	PDIK1L|149420	285.4205
PDK1|5163	596.9894	PDK1|5163	454.7212
PDK2|5164	579.4812	PDK2|5164	1399.7802
PDK3|5165	599.5516	PDK3|5165	190.7682
PDK4|5166	581.1893	PDK4|5166	13887.537
PDLIM1|9124	351.8736	PDLIM1|9124	4023.6972
PDLIM2|64236	334.3653	PDLIM2|64236	625.4856
PDLIM3|27295	1330.2018	PDLIM3|27295	831.8666
PDLIM4|8572	119.1417	PDLIM4|8572	339.5772
PDLIM5|10611	1935.7318	PDLIM5|10611	3059.6102
PDLIM7|9260	540.1943	PDLIM7|9260	754.2908
PDP1|54704	763.9586	PDP1|54704	768.9277
PDP2|57546	85.8332	PDP2|57546	499.12
PDPK1|5170	1377.1752	PDPK1|5170	1554.0488
PDPN|10630	237.4293	PDPN|10630	778.1978
PDPR|55066	1825.3614	PDPR|55066	1245.8824
PDRG1|81572	456.9232	PDRG1|81572	263.4651
PDS5A|23244	3238.6036	PDS5A|23244	2569.7603
PDS5B|23047	916.8357	lowly_expressed	lowly_expressed
PDSS1|23590	285.4233	PDSS1|23590	33.665
PDSS2|57107	421.4797	PDSS2|57107	497.6563
PDXDC1|23042	4948.009	PDXDC1|23042	2824.9311
PDXDC2|283970	302.765	PDXDC2|283970	121.9746
PDXK|8566	5238.8171	PDXK|8566	5421.0379
PDXP|57026	185.7585	PDXP|57026	177.595
PDZD11|51248	354.8628	PDZD11|51248	621.0945
PDZD2|23037	1188.0004	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PDZD4|57595	81.9669
PDZD7|79955	13.238	lowly_expressed	lowly_expressed
PDZD8|118987	314.7219	PDZD8|118987	638.6589
PDZK1IP1|10158	1005.2311	PDZK1IP1|10158	157.5911
PDZK1P1|728939	8.5406	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PDZK1|5174	275.1746
PDZRN3|23024	886.9435	PDZRN3|23024	2356.5488
lowly_expressed	lowly_expressed	PDZRN4|29951	70.7453
PEA15|8682	3771.1113	PEA15|8682	10852.8096
PEAR1|375033	32.0273	PEAR1|375033	1143.1457
PEBP1|5037	5386.9969	PEBP1|5037	8435.2736
lowly_expressed	lowly_expressed	PEBP4|157310	5.8548
PECAM1|5175	337.7816	PECAM1|5175	5372.736
PECI|10455	49.1086	PECI|10455	1348.5411
PECR|55825	79.8762	PECR|55825	695.4356
PEF1|553115	1586.4204	PEF1|553115	1790.0988
PEG10|23089	2285.0432	PEG10|23089	12865.878
PEG3|5178	48.2545	PEG3|5178	492.3333
PELI1|57162	1827.693	PELI1|57162	956.7686
PELI2|57161	28.6111	PELI2|57161	336.6498
PELI3|246330	129.3904	PELI3|246330	189.3045
PELO|53918	330.522	PELO|53918	478.1403
PELP1|27043	3019.1096	PELP1|27043	818.6933
PEMT|10400	492.3668	PEMT|10400	2101.8658
lowly_expressed	lowly_expressed	PENK|5179	115.6319
PEPD|5184	1364.3643	PEPD|5184	1914.025
PER1|5187	860.4676	PER1|5187	2125.285
PER2|8864	439.415	PER2|8864	772.8309
PER3|8863	611.5085	PER3|8863	1627.1408
PERP|64065	16933.9169	PERP|64065	2701.0049
PES1|23481	1342.1586	PES1|23481	749.8997
PET112L|5188	484.2532	PET112L|5188	544.4945
PEX10|5192	538.9644	PEX10|5192	402.43800000000005
PEX11A|8800	56.3681	PEX11A|8800	500.5836
PEX11B|8799	1091.4914	PEX11B|8799	609.385
PEX11G|92960	68.752	PEX11G|92960	50.2535
PEX12|5193	229.3157	PEX12|5193	293.7148
PEX13|5194	1618.4477	PEX13|5194	572.3047
PEX14|5195	395.8578	PEX14|5195	376.1696
PEX16|9409	295.9325	PEX16|9409	221.5058
PEX19|5824	1354.7176	PEX19|5824	5144.8875
PEX1|5189	663.6063	PEX1|5189	474.2371
PEX26|55670	415.5012	PEX26|55670	554.9111
PEX2|5828	1507.8467	PEX2|5828	1120.2145
PEX3|8504	435.9987	PEX3|8504	395.1976
lowly_expressed	lowly_expressed	PEX5L|51555	8.7822
PEX5|5830	2100.9928	PEX5|5830	1223.161
PEX6|5190	982.1715	PEX6|5190	509.3658
PEX7|5191	188.3207	PEX7|5191	177.1071
PFAS|5198	601.2597	PFAS|5198	381.5365
PFDN1|5201	678.5524	PFDN1|5201	1369.0426
PFDN2|5202	1433.9703	PFDN2|5202	312.2549
PFDN4|5203	488.5235	PFDN4|5203	253.2192
PFDN5|5204	2378.563	PFDN5|5204	4142.7444
PFDN6|10471	674.2821	PFDN6|10471	183.9377
lowly_expressed	lowly_expressed	PFKFB1|5207	543.0308
PFKFB2|5208	707.5905	PFKFB2|5208	366.8995
PFKFB3|5209	3074.1966	PFKFB3|5209	9360.8166
PFKFB4|5210	163.1259	PFKFB4|5210	77.5758
PFKL|5211	4766.0937	PFKL|5211	1850.5982
PFKM|5213	1446.7813	PFKM|5213	799.1774
PFKP|5214	11547.7741	PFKP|5214	515.2206
PFN1|5216	11831.3227	PFN1|5216	6692.9888
PFN2|5217	2123.6255	PFN2|5217	1277.8056
PFN4|375189	14.5191	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PGA3|643834	21.4675
PGAM1|5223	2989.6445	PGAM1|5223	3089.3720000000003
PGAM2|5224	46.1194	PGAM2|5224	46.3503
PGAM4|441531	71.7412	PGAM4|441531	77.0879
PGAM5|192111	499.6904	PGAM5|192111	278.10200000000003
PGAP1|80055	170.8124	PGAP1|80055	384.9518
PGAP2|27315	766.5208	PGAP2|27315	415.2014
PGAP3|93210	525.6752	PGAP3|93210	551.3251
PGBD1|84547	85.8332	PGBD1|84547	161.9822
PGBD2|267002	219.49400000000003	PGBD2|267002	96.6039
PGBD3|267004	355.2984	PGBD3|267004	116.4857
PGBD4|161779	54.2329	PGBD4|161779	48.3019
PGBD5|79605	826.3051	PGBD5|79605	28.785999999999998
PGCP|10404	1158.9623	PGCP|10404	1662.7574
PGD|5226	3913.3127	PGD|5226	4589.1713
PGF|5228	138.3581	PGF|5228	136.1236
PGGT1B|5229	336.0734	PGGT1B|5229	385.9275
PGK1|5230	7863.3501	PGK1|5230	6150.4459
PGLS|25796	2063.8411	PGLS|25796	744.5328
PGM1|5236	2559.6242	PGM1|5236	4676.5051
PGM2L1|283209	430.0203	PGM2L1|283209	271.2715
PGM2|55276	799.8292	PGM2|55276	547.4219
PGM3|5238	762.5238	PGM3|5238	442.5823
lowly_expressed	lowly_expressed	PGM5P2|595135	5.8548
PGM5|5239	13.238	PGM5|5239	1140.7062
PGPEP1|54858	435.1447	PGPEP1|54858	731.8474
PGP|283871	283.1216	PGP|283871	245.9007
PGRMC1|10857	4676.8442	PGRMC1|10857	3084.493
PGRMC2|10424	1886.1962	PGRMC2|10424	3299.1683
PGR|5241	16.2272	PGR|5241	2257.5054
PGS1|9489	512.4373	PGS1|9489	368.8511
PHACTR1|221692	13.238	PHACTR1|221692	20.36
PHACTR2|9749	651.6494	PHACTR2|9749	1782.2925
PHACTR4|65979	1720.0811	PHACTR4|65979	946.5227
PHAX|51808	373.2252	PHAX|51808	594.748
PHB2|11331	4320.7003	PHB2|11331	2343.8634
PHB|5245	2738.1232	PHB|5245	2041.3665
PHC1|1911	918.3132	PHC1|1911	403.9847
PHC2|1912	2086.9008	PHC2|1912	2143.3372
PHC3|80012	1065.8695	PHC3|80012	1512.9726
PHF10|55274	1471.0836	PHF10|55274	1813.2935
PHF11|51131	668.3036	PHF11|51131	663.0538
PHF12|57649	997.5446	PHF12|57649	912.3698
PHF13|148479	896.7652	PHF13|148479	610.3608
PHF14|9678	1409.2025	PHF14|9678	732.3353
