gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
CYTH1|9267	1273.8158	CYTH1|9267	731.5409
CYTH2|9266	1457.106	CYTH2|9266	358.74800000000005
CYTH3|9265	1251.2885	CYTH3|9265	1810.9952
CYTH4|27128	365.5565	CYTH4|27128	410.9149
CYTIP|9595	244.7283	CYTIP|9595	124.3981
CYTL1|54360	6.4851	CYTL1|54360	45.7464
CYTSA|23384	1299.415	CYTSA|23384	1683.7881
CYTSB|92521	662.1658	CYTSB|92521	451.8459
CYYR1|116159	241.315	CYYR1|116159	1865.5698
D2HGDH|728294	272.7167	D2HGDH|728294	125.2006
D4S234E|27065	18.7727	D4S234E|27065	20.0642
DAAM1|23002	704.4898	DAAM1|23002	1405.297
DAAM2|23500	293.4213	DAAM2|23500	2559.1854
DAB2IP|153090	559.769	DAB2IP|153090	1359.1493
DAB2|1601	2081.7263	DAB2|1601	6470.305
DACH1|1602	1260.8455	DACH1|1602	153.2905
DACT1|51339	523.2475	DACT1|51339	157.7047
removed	removed	DACT2|168002	143.2584
DACT3|147906	84.648	DACT3|147906	50.9631
DAD1|1603	4201.6807	DAD1|1603	2747.9936
DAG1|1605	3400.938	DAG1|1605	2657.7047
DAGLA|747	117.415	DAGLA|747	110.7544
DAGLB|221955	648.5129	DAGLB|221955	257.6244
DAK|26007	1662.5822	DAK|26007	237.5602
DALRD3|55152	1405.1294	DALRD3|55152	320.3772
DAP3|7818	2711.1251	DAP3|7818	1582.6645
DAPK1|1612	459.0788	DAPK1|1612	653.2905
DAPK2|23604	116.0497	DAPK2|23604	595.9069
DAPK3|1613	1546.1912	DAPK3|1613	266.8539
DAPP1|27071	133.4571	DAPP1|27071	77.8491
DAP|1611	3288.9842	DAP|1611	2168.138
DARC|2532	130.0439	DARC|2532	3620.3852
DARS2|55157	1293.2712	DARS2|55157	730.7384
DARS|1615	1679.9896	DARS|1615	1950.6421
DAXX|1616	1941.7839999999999	DAXX|1616	858.748
DAZAP1|26528	1560.5267	DAZAP1|26528	687.801
DAZAP2|9802	8309.4976	DAZAP2|9802	5794.5425
DBC1|1620	13.6529	removed	removed
DBF4B|80174	103.4207	DBF4B|80174	37.7207
DBF4|10926	217.7638	DBF4|10926	90.6902
DBI|1622	2197.0933	DBI|1622	2684.992
DBN1|1627	3347.3503	DBN1|1627	2117.175
DBNDD1|79007	1700.8103	DBNDD1|79007	40.5297
DBNDD2|55861	2373.4444	DBNDD2|55861	816.9222
DBNL|28988	1471.1002	DBNL|28988	1442.6164
DBP|1628	680.8225	DBP|1628	155.6621
DBR1|51163	434.8449	DBR1|51163	380.8186
DBT|1629	707.5617	DBT|1629	1328.2504
DBX2|440097	5.8025	DBX2|440097	62.199
DCAF10|79269	1029.0875	DCAF10|79269	1311.7978
DCAF11|80344	2860.8599	DCAF11|80344	1104.3178
DCAF12|25853	1203.162	DCAF12|25853	1284.1091
DCAF13|25879	1204.5683	DCAF13|25879	549.7071
DCAF15|90379	447.1325	DCAF15|90379	186.9984
DCAF16|54876	821.2221	DCAF16|54876	669.3419
DCAF17|80067	354.9755	DCAF17|80067	483.9486
DCAF4L1|285429	19.7967	DCAF4L1|285429	9.6308
DCAF4|26094	538.2657	DCAF4|26094	197.0305
DCAF5|8816	2022.6775	DCAF5|8816	2262.8411
DCAF6|55827	2422.0249	DCAF6|55827	2742.3756
DCAF7|10238	9352.2381	DCAF7|10238	1883.6276
DCAF8|50717	2815.4571	DCAF8|50717	2546.6091
DCAKD|79877	507.5466	DCAKD|79877	726.7255
DCBLD1|285761	598.3384	DCBLD1|285761	361.9944
DCBLD2|131566	1128.4124	DCBLD2|131566	1931.7817
DCHS1|8642	570.35	DCHS1|8642	1642.0546
DCHS2|54798	13.9942	DCHS2|54798	9.6308
DCI|1632	567.2781	DCI|1632	270.4655
DCK|1633	611.65	DCK|1633	540.5297
DCLK1|9201	1774.8773	DCLK1|9201	2462.2793
DCLK2|166614	113.3191	DCLK2|166614	125.2006
DCLK3|85443	5.4612	removed	removed
DCLRE1A|9937	249.8481	DCLRE1A|9937	290.5297
DCLRE1B|64858	247.4589	DCLRE1B|64858	262.4398
DCLRE1C|64421	319.4779	DCLRE1C|64421	268.0578
DCN|1634	17919.0929	DCN|1634	101683.3868
DCP1A|55802	713.3641	DCP1A|55802	1314.6067
DCP1B|196513	456.3483	DCP1B|196513	306.1798
DCP2|167227	1109.2983	DCP2|167227	973.1139999999999
DCPS|28960	151.5472	DCPS|28960	146.4687
DCST2|127579	18.7727	DCST2|127579	8.0257
DCTD|1635	1055.3693	DCTD|1635	1586.6774
DCTN1|1639	4420.2227	DCTN1|1639	3325.0401
DCTN2|10540	2350.6884	DCTN2|10540	2333.4671
DCTN3|11258	704.4898	DCTN3|11258	655.6982
DCTN4|51164	2008.0006	DCTN4|51164	2316.6132
DCTN5|84516	1583.3953	DCTN5|84516	1480.7384
DCTN6|10671	412.3176	DCTN6|10671	1004.4141
DCTPP1|79077	965.2602	DCTPP1|79077	254.4141
removed	removed	DCT|1638	8.0257
DCUN1D1|54165	432.4557	DCUN1D1|54165	734.3499
DCUN1D2|55208	511.9838	DCUN1D2|55208	201.4446
DCUN1D3|123879	137.2117	DCUN1D3|123879	884.4302
DCUN1D4|23142	731.1129	DCUN1D4|23142	1258.427
DCUN1D5|84259	219.8117	DCUN1D5|84259	292.5361
DCXR|51181	423.5813	DCXR|51181	671.3483
removed	removed	DCX|1641	7.2231
DDA1|79016	674.4534	DDA1|79016	455.0562
DDAH1|23576	1148.2091	DDAH1|23576	525.6822
DDAH2|23564	1872.4955	DDAH2|23564	1316.2119
DDB1|1642	9050.1676	DDB1|1642	5299.3579
DDB2|1643	616.0872	DDB2|1643	302.9695
DDHD1|80821	449.5218	DDHD1|80821	908.1059
DDHD2|23259	683.6691	DDHD2|23259	3207.4639
DDI2|84301	110.5407	DDI2|84301	219.2978
DDIT3|1649	339.7661	DDIT3|1649	300.4494
DDIT4L|115265	8.8744	DDIT4L|115265	224.3178
DDIT4|54541	1020.8958	DDIT4|54541	1266.0514
DDOST|1650	5463.5502	DDOST|1650	2644.0609999999997
DDO|8528	22.186	DDO|8528	115.5698
DDR1|780	5883.0356	DDR1|780	849.5185
DDR2|4921	184.6555	DDR2|4921	6905.6982
DDRGK1|65992	1251.2885	DDRGK1|65992	274.8796
DDTL|100037417	150.4277	DDTL|100037417	94.0409
DDT|1652	725.4709	DDT|1652	526.9342
DDX10|1662	441.6714	DDX10|1662	512.8411
DDX11L2|84771	29.6951	DDX11L2|84771	73.8363
DDX11|1663	282.6151	DDX11|1663	134.8315
DDX12|440081	63.486000000000004	DDX12|440081	16.8539
DDX17|10521	14450.2318	DDX17|10521	10403.2905
DDX18|8886	1535.2689	DDX18|8886	1969.9037
DDX19A|55308	900.0676	DDX19A|55308	1163.5313
DDX19B|11269	767.928	DDX19B|11269	741.7496
DDX1|1653	3007.7344	DDX1|1653	3415.7303
DDX20|11218	442.0127	DDX20|11218	425.3612
DDX21|9188	1104.1785	DDX21|9188	1953.0498
DDX23|9416	3077.3642	DDX23|9416	1501.2039
DDX24|57062	3371.2429	DDX24|57062	4420.5457
DDX26B|203522	121.8522	DDX26B|203522	156.0995
DDX27|55661	2161.5958	DDX27|55661	503.2103
DDX28|55794	320.1606	DDX28|55794	168.9406
DDX31|64794	334.4961	DDX31|64794	165.7303
DDX39|10212	1509.6697	DDX39|10212	304.5746
DDX3X|1654	7717.6443	DDX3X|1654	13298.1541
DDX41|51428	2405.6414	DDX41|51428	588.6838
DDX42|11325	8415.9903	DDX42|11325	3032.9053
removed	removed	DDX43|55510	8.427
DDX46|9879	1718.2178	DDX46|9879	1158.9085
DDX47|51202	973.4519	DDX47|51202	912.5201
DDX49|54555	869.6899	DDX49|54555	350.7223
DDX50|79009	592.8773	DDX50|79009	1178.9727
DDX51|317781	562.8409	DDX51|317781	216.6934
DDX52|11056	300.7052	DDX52|11056	541.7335
DDX54|79039	1589.3685	DDX54|79039	391.4968
DDX55|57696	817.1262	DDX55|57696	388.8443
DDX56|54606	1222.2761	DDX56|54606	808.1862
DDX58|23586	1021.5784	DDX58|23586	801.7657
DDX59|83479	732.4782	DDX59|83479	379.2135
DDX5|1655	38836.3631	DDX5|1655	13314.6067
DDX60L|91351	469.6598	DDX60L|91351	821.8299
DDX60|55601	644.0757	DDX60|55601	935.3933
DDX6|1656	3158.2576	DDX6|1656	5367.175
DEAF1|10522	480.9235	DEAF1|10522	200.2408
DECR1|1666	891.5345	DECR1|1666	2390.4494
DECR2|26063	405.1499	DECR2|26063	250.4013
DEDD2|162989	710.9749	DEDD2|162989	194.2215
DEDD|9191	1344.0292	DEDD|9191	1036.0674
DEF6|50619	359.754	DEF6|50619	41.7335
DEF8|54849	733.5022	DEF8|54849	590.6902
removed	removed	DEFB132|400830	191.0112
DEFB1|1672	9.8984	DEFB1|1672	90.2889
DEGS1|8560	2709.0771	DEGS1|8560	2496.7897
DEGS2|123099	949.5594	removed	removed
DEK|7913	1722.3136	DEK|7913	2421.3483
DEM1|64789	196.6018	DEM1|64789	96.3082
DENND1A|57706	514.7144	DENND1A|57706	497.191
DENND1B|163486	142.6728	DENND1B|163486	80.2568
DENND1C|79958	177.1464	DENND1C|79958	26.4848
DENND2A|27147	22.186	DENND2A|27147	723.1139999999999
DENND2C|163259	19.0424	DENND2C|163259	87.9695
DENND2D|79961	983.0089999999999	DENND2D|79961	521.6693
DENND3|22898	301.3878	DENND3|22898	771.2681
DENND4A|10260	325.2804	DENND4A|10260	893.2584
DENND4B|9909	1006.3998	DENND4B|9909	876.0032
DENND4C|55667	834.1923	DENND4C|55667	3020.8668
DENND5A|23258	1464.6151	DENND5A|23258	4146.87
DENND5B|160518	131.0679	DENND5B|160518	843.4992
DENR|8562	2088.5527	DENR|8562	1297.7528
DEPDC1B|55789	96.5943	removed	removed
DEPDC1|55635	172.3679	removed	removed
DEPDC4|120863	9.8984	DEPDC4|120863	5.617999999999999
DEPDC5|9681	456.6896	DEPDC5|9681	223.9165
DEPDC6|64798	1326.3795	DEPDC6|64798	375.6019
DEPDC7|91614	43.6893	DEPDC7|91614	8.427
DERA|51071	419.8267	DERA|51071	622.7929
DERL1|79139	3056.8848	DERL1|79139	2985.9551
DERL2|51009	630.4228	DERL2|51009	665.7303
DERL3|91319	318.4539	DERL3|91319	8.427
DES|1674	7.1678	DES|1674	28.8925
DET1|55070	408.5631	DET1|55070	232.7448
DEXI|28955	414.3656	DEXI|28955	506.4205
DFFA|1676	352.5862	DFFA|1676	389.2456
DFFB|1677	177.1464	DFFB|1677	78.2504
DFNA5|1687	241.9977	DFNA5|1687	421.7496
DFNB31|25861	271.3514	DFNB31|25861	41.7335
DFNB59|494513	16.0422	DFNB59|494513	31.3002
DGAT1|8694	462.2019	DGAT1|8694	1969.9077
DGAT2|84649	93.8637	DGAT2|84649	21727.1268
DGCR11|25786	18.0901	DGCR11|25786	37.7207
DGCR14|8220	309.5796	DGCR14|8220	158.1059
DGCR2|9993	1791.6021	DGCR2|9993	1251.6051
DGCR5|26220	6.1438	removed	removed
DGCR6L|85359	544.4095	DGCR6L|85359	205.8587
DGCR6|8214	334.4961	DGCR6|8214	175.7624
DGCR8|54487	731.7956	DGCR8|54487	475.5217
DGKA|1606	778.2154	DGKA|1606	220.305
removed	removed	DGKB|1607	7.2231
DGKD|8527	1109.2983	DGKD|8527	502.0064
DGKE|8526	433.1383	DGKE|8526	237.1589
DGKG|1608	18.0901	DGKG|1608	29.2937
DGKH|160851	105.1273	DGKH|160851	108.3467
DGKI|9162	11.9463	DGKI|9162	105.5377
DGKQ|1609	416.0722	DGKQ|1609	114.7673
DGKZ|8525	628.0335	DGKZ|8525	286.9181
DGUOK|1716	1152.305	DGUOK|1716	457.4639
DHCR24|1718	15966.7279	DHCR24|1718	2209.069
DHCR7|1717	1403.1770000000001	DHCR7|1717	443.4189
DHDDS|79947	1065.609	DHDDS|79947	3435.3933
DHDH|27294	71.6777	removed	removed
removed	removed	DHDPSL|112817	81.862
DHFRL1|200895	401.05400000000003	DHFRL1|200895	248.7961
DHFR|1719	257.5381	DHFR|1719	675.2889
DHH|50846	6.8265	removed	removed
DHODH|1723	163.4935	DHODH|1723	99.1172
DHPS|1725	1137.9694	DHPS|1725	398.8764
DHRS11|79154	60.0728	DHRS11|79154	412.9213
DHRS12|79758	600.7277	DHRS12|79758	455.8587
DHRS13|147015	142.9152	DHRS13|147015	26.0554
DHRS1|115817	726.3344	DHRS1|115817	340.6902
DHRS2|10202	1719.5829999999999	removed	removed
DHRS3|9249	855.6956	DHRS3|9249	3098.7159
DHRS4L1|728635	35.8389	DHRS4L1|728635	5.2167
DHRS4L2|317749	580.5282	DHRS4L2|317749	315.9109
DHRS4|10901	1621.3641	DHRS4|10901	500.2327
DHRS7B|25979	428.0185	DHRS7B|25979	734.3499
DHRS7|51635	1258.4563	DHRS7|51635	1396.0674
DHRS9|10170	26.9645	DHRS9|10170	157.3034
DHRSX|207063	556.6971	DHRSX|207063	315.008
DHTKD1|55526	1069.3636	DHTKD1|55526	859.5506
DHX15|1665	3130.2692	DHX15|1665	2545.3451
DHX16|8449	855.3543	DHX16|8449	618.3788
DHX29|54505	1142.0653	DHX29|54505	1319.0209
DHX30|22907	1597.7309	DHX30|22907	850.7223
DHX32|55760	819.5769	DHX32|55760	733.5514
DHX33|56919	204.7935	DHX33|56919	305.7785
DHX34|9704	465.9053	DHX34|9704	121.5891
DHX35|60625	378.1854	DHX35|60625	274.4783
DHX36|170506	1021.2371	DHX36|170506	1417.3355
DHX37|57647	711.6575	DHX37|57647	172.5522
DHX38|9785	1184.3893	DHX38|9785	871.9904
DHX40|79665	3142.5568	DHX40|79665	1467.496
DHX57|90957	552.9425	DHX57|90957	569.8234
DHX58|79132	592.536	DHX58|79132	160.1124
DHX8|1659	1221.5934	DHX8|1659	1042.9374
DHX9|1660	5109.2574	DHX9|1660	3687.801
DIABLO|56616	1492.467	DIABLO|56616	469.4904
DIAPH1|1729	2678.6994	DIAPH1|1729	3018.8604
DIAPH2|1730	172.7092	DIAPH2|1730	1041.3323
DIAPH3|81624	159.3976	DIAPH3|81624	17.2552
DICER1|23405	4157.6501	DICER1|23405	3423.3547
DIDO1|11083	2208.0156	DIDO1|11083	1254.8154
DIMT1L|27292	345.4184	DIMT1L|27292	457.8652
DIO1|1733	55.2943	removed	removed
DIO2|1734	1747.9128	DIO2|1734	52.1669
DIO3|1735	6.1438	DIO3|1735	21.6693
DIP2A|23181	818.8328	DIP2A|23181	681.7817
DIP2B|57609	2694.4003	DIP2B|57609	1424.1573
DIP2C|22982	976.5238	DIP2C|22982	2629.2135
DIRAS1|148252	21.5033	DIRAS1|148252	17.6565
DIRAS2|54769	7.1678	DIRAS2|54769	6.0193
removed	removed	DIRAS3|9077	12.8411
DIRC2|84925	976.558	DIRC2|84925	529.4543
DIRC3|729582	19.4554	DIRC3|729582	47.7528
DIS3L2|129563	405.8325	DIS3L2|129563	305.3772
DIS3L|115752	664.555	DIS3L|115752	1386.0353
DIS3|22894	1639.9696	DIS3|22894	1599.6589
DISC1|27185	106.0728	DISC1|27185	200.6421
DISP1|84976	312.6515	DISP1|84976	348.7159
DISP2|85455	66.2166	DISP2|85455	21.2681
DIXDC1|85458	463.51599999999996	DIXDC1|85458	3625.2006
DKC1|1736	1767.7095	DKC1|1736	574.6388
DKFZP586I1420|222161	263.1597	DKFZP586I1420|222161	168.9406
DKFZP686I15217|401232	52.5637	DKFZP686I15217|401232	46.1477
DKFZp686O24166|374383	37.2042	DKFZp686O24166|374383	45.3451
DKFZp761E198|91056	254.2853	DKFZp761E198|91056	288.122
removed	removed	DKFZp779M0652|374387	9.2295
removed	removed	DKK1|22943	48.5554
DKK2|27123	64.51	DKK2|27123	134.8315
DKK3|27122	1901.8493	DKK3|27122	587.4799
DKKL1|27120	13.3116	removed	removed
DLAT|1737	381.2573	DLAT|1737	1197.8933
DLC1|10395	633.4947	DLC1|10395	5908.1059
DLD|1738	1384.4043	DLD|1738	4006.4205
removed	removed	DLEC1|9940	17.2552
DLEU1|10301	132.8018	DLEU1|10301	21.2681
DLEU2L|79469	7.1678	DLEU2L|79469	6.0193
DLEU2|8847	49.2597	DLEU2|8847	18.4029
DLEU7|220107	10.581	removed	removed
DLG1|1739	975.8412	DLG1|1739	2313.8042
DLG2|1740	20.4794	DLG2|1740	70.626
DLG3|1741	2047.9353	DLG3|1741	101.5249
DLG4|1742	228.3584	DLG4|1742	105.943
DLG5|9231	2146.2362	DLG5|9231	1009.2295
DLGAP1|9229	6.1438	removed	removed
removed	removed	DLGAP2|9228	14.8475
DLGAP4|22839	3381.8239	DLGAP4|22839	2310.5939
DLGAP5|9787	313.6754	removed	removed
DLL1|28514	84.648	DLL1|28514	128.8122
DLL3|10683	6.8265	removed	removed
DLL4|54567	222.8836	DLL4|54567	508.8283
DLST|1743	2672.5556	DLST|1743	3571.4286
DLX1|1745	32.0843	removed	removed
DLX3|1747	236.5365	removed	removed
DLX4|1748	210.2547	DLX4|1748	7.6244
DLX5|1749	13.6529	DLX5|1749	6.8218
DMAP1|55929	454.3003	DMAP1|55929	319.8234
DMBX1|127343	25.2579	removed	removed
DMD|1756	59.0488	DMD|1756	3427.7689
DMGDH|29958	12.9703	DMGDH|29958	507.6244
DMKN|93099	572.3979	DMKN|93099	5.2167
DMPK|1760	881.9775	DMPK|1760	321.8299
removed	removed	DMRT2|10655	281.7014
DMRT3|58524	12.2876	DMRT3|58524	156.9021
removed	removed	DMRTA1|63951	54.1734
DMRTC1B|728656	15.0182	removed	removed
DMRTC2|63946	6.8265	removed	removed
DMTF1|9988	885.0494	DMTF1|9988	1162.1549
DMWD|1762	499.6962	DMWD|1762	339.4864
DMXL1|1657	620.5244	DMXL1|1657	2293.3387
DMXL2|23312	451.9111	DMXL2|23312	963.8844
DNA2|1763	83.624	DNA2|1763	63.8042
DNAH10|196385	29.3537	DNAH10|196385	7.2231
DNAH14|127602	324.5978	DNAH14|127602	19.6629
DNAH17|8632	36.5215	DNAH17|8632	17.6565
DNAH1|25981	108.5406	DNAH1|25981	364.7673
DNAH2|146754	183.6315	removed	removed
DNAH3|55567	8.8744	removed	removed
DNAH5|1767	344.3945	DNAH5|1767	40.931
DNAH6|1768	34.8149	DNAH6|1768	30.0963
DNAH7|56171	28.3298	DNAH7|56171	12.8411
DNAH9|1770	6.1438	DNAH9|1770	105.1364
DNAI1|27019	8.8744	removed	removed
DNAJA1|3301	2761.9821	DNAJA1|3301	3017.2552
DNAJA2|10294	1848.9443	DNAJA2|10294	2112.7608
DNAJA3|9093	1293.2712	DNAJA3|9093	622.7929
DNAJA4|55466	1377.9192	DNAJA4|55466	939.0048
DNAJB11|51726	970.7214	DNAJB11|51726	695.0241
DNAJB12|54788	999.0511	DNAJB12|54788	1007.6244
DNAJB14|79982	283.9804	DNAJB14|79982	570.2247
DNAJB1|3337	2953.4641	DNAJB1|3337	7366.7737
DNAJB2|3300	1445.8423	DNAJB2|3300	780.4976
DNAJB4|11080	259.7465	DNAJB4|11080	1554.1734
DNAJB5|25822	167.5894	DNAJB5|25822	141.252
DNAJB6|10049	1146.1611	DNAJB6|10049	1928.1701
DNAJB9|4189	459.0788	DNAJB9|4189	865.5698
DNAJC10|54431	3071.2204	DNAJC10|54431	2399.2777
DNAJC11|55735	932.7731	DNAJC11|55735	781.5891
DNAJC12|56521	2745.2573	DNAJC12|56521	5.2167
DNAJC13|23317	1341.3976	DNAJC13|23317	2853.9326
DNAJC14|85406	1177.9212	DNAJC14|85406	861.3604
DNAJC15|29103	232.782	DNAJC15|29103	1060.1926
DNAJC16|23341	798.3535	DNAJC16|23341	799.3579
DNAJC17|55192	203.4282	DNAJC17|55192	92.2953
DNAJC18|202052	173.7332	DNAJC18|202052	240.7705
DNAJC19|131118	400.03	DNAJC19|131118	409.3098
DNAJC1|64215	2383.1141	DNAJC1|64215	450.6421
DNAJC21|134218	1120.9033	DNAJC21|134218	1201.0433
DNAJC22|79962	64.1686	removed	removed
DNAJC24|120526	369.0209	DNAJC24|120526	513.9326
DNAJC25|548645	216.7398	DNAJC25|548645	343.9005
DNAJC27|51277	148.8166	DNAJC27|51277	255.618
DNAJC28|54943	39.2521	DNAJC28|54943	44.1413
DNAJC2|27000	569.937	DNAJC2|27000	391.4406
DNAJC30|84277	357.3647	DNAJC30|84277	297.3515
DNAJC3|5611	3694.4754	DNAJC3|5611	2630.4173
DNAJC4|3338	680.9726	DNAJC4|3338	275.8186
DNAJC5B|85479	48.4678	DNAJC5B|85479	9.2295
DNAJC5|80331	2554.7993	DNAJC5|80331	1260.0321
DNAJC6|9829	44.3719	DNAJC6|9829	40.1284
DNAJC7|7266	1970.7999	DNAJC7|7266	1338.9767
DNAJC8|22826	2233.6148	DNAJC8|22826	2314.6067
DNAJC9|23234	572.3979	DNAJC9|23234	285.7143
DNAL1|83544	489.1152	DNAL1|83544	656.0995
DNAL4|10126	721.2146	DNAL4|10126	201.4446
DNALI1|7802	975.1585	DNALI1|7802	150.4815
DNASE1L1|1774	661.466	DNASE1L1|1774	460.8307
DNASE1L2|1775	6.8265	removed	removed
removed	removed	DNASE1L3|1776	109.9518
DNASE1|1773	95.5703	DNASE1|1773	38.5233
DNASE2B|58511	31.743000000000002	DNASE2B|58511	14.4462
DNASE2|1777	1897.7534	DNASE2|1777	859.1493
DND1|373863	70.9473	DND1|373863	14.1493
removed	removed	DNER|92737	70.2247
DNHD1|144132	140.9662	DNHD1|144132	179.7753
DNLZ|728489	204.7935	DNLZ|728489	77.8491
DNM1L|10059	1359.8291	DNM1L|10059	1846.7095
DNM1P35|100128285	17.7488	DNM1P35|100128285	17.2552
DNM1|1759	421.19199999999995	DNM1|1759	1260.4334
DNM2|1785	2064.9742	DNM2|1785	1261.3604
DNM3|26052	77.8215	DNM3|26052	160.1124
DNMBP|23268	570.6367	DNMBP|23268	1193.3668
DNMT1|1786	1336.9605	DNMT1|1786	450.6421
DNMT3A|1788	1475.5374	DNMT3A|1788	207.4639
DNMT3B|1789	184.6555	DNMT3B|1789	20.4655
DNPEP|23549	1666.3367	DNPEP|23549	998.3949
DNTTIP1|116092	804.1559	DNTTIP1|116092	175.7624
DNTTIP2|30836	1430.1415	DNTTIP2|30836	1348.7159
DOC2A|8448	39.5968	removed	removed
DOC2B|8447	5.1198	DOC2B|8447	87.8812
DOCK10|55619	439.2821	DOCK10|55619	284.5104
DOCK11|139818	371.7003	DOCK11|139818	8755.618
DOCK1|1793	1323.9902	DOCK1|1793	3392.8571
DOCK2|1794	557.3797	DOCK2|1794	638.8443
DOCK3|1795	92.1571	DOCK3|1795	13.6437
DOCK4|9732	254.2853	DOCK4|9732	1270.8668
DOCK5|80005	254.6266	DOCK5|80005	144.4623
DOCK6|57572	753.6402	DOCK6|57572	1677.3676
DOCK7|85440	907.918	DOCK7|85440	1565.0079999999998
DOCK8|81704	678.2079	DOCK8|81704	1141.2159
DOCK9|23348	1735.6252	DOCK9|23348	3656.9021
DOHH|83475	107.8579	DOHH|83475	45.7464
DOK1|1796	293.5374	DOK1|1796	411.3162
DOK2|9046	212.3026	DOK2|9046	289.7271
DOK3|79930	217.7638	DOK3|79930	99.9197
DOK4|55715	311.6275	DOK4|55715	256.8218
DOK5|55816	35.4975	DOK5|55816	141.6533
DOK6|220164	30.0364	DOK6|220164	36.5169
DOK7|285489	43.348	removed	removed
DOLK|22845	518.8103	DOLK|22845	399.2777
DOLPP1|57171	415.7309	DOLPP1|57171	214.687
DOM3Z|1797	295.4454	DOM3Z|1797	125.1926
DONSON|29980	307.1971	DONSON|29980	162.2913
DOPEY1|23033	492.5455	DOPEY1|23033	1092.9133
DOPEY2|9980	1732.2120000000002	DOPEY2|9980	696.6292
DOT1L|84444	497.9896	DOT1L|84444	227.5241
DPAGT1|1798	973.841	DPAGT1|1798	843.9165
DPCD|25911	210.0806	DPCD|25911	83.0698
DPEP1|1800	7.1678	removed	removed
DPEP2|64174	80.2108	DPEP2|64174	96.7095
DPF1|8193	48.1265	removed	removed
DPF2|5977	1525.3705	DPF2|5977	904.8957
removed	removed	DPF3|8110	27.2873
DPH1|1801	566.8753	DPH1|1801	353.3547
DPH2|1802	474.7797	DPH2|1802	246.3884
DPH3B|100132911	30.0364	DPH3B|100132911	27.6886
DPH3|285381	647.8302	DPH3|285381	1168.5393
DPH5|51611	397.9821	DPH5|51611	335.1926
DPM1|8813	999.0511	DPM1|8813	491.9743
DPM2|8818	1228.0786	DPM2|8818	382.825
DPM3|54344	297.9746	DPM3|54344	140.4494
DPP3|10072	1708.8758	DPP3|10072	262.4398
DPP4|1803	479.2169	DPP4|1803	2794.1413
removed	removed	DPP6|1804	38.122
DPP7|29952	1537.6581	DPP7|29952	644.8636
DPP8|54878	317.43	DPP8|54878	1016.0514
DPP9|91039	1304.8761	DPP9|91039	652.8892
DPT|1805	1123.2925	DPT|1805	39659.7111
DPY19L1|23333	510.2772	DPY19L1|23333	810.5939
removed	removed	DPY19L2P2|349152	9.6308
DPY19L2|283417	21.8446	DPY19L2|283417	146.87
DPY19L3|147991	535.1938	DPY19L3|147991	472.7127
DPY19L4|286148	786.0658	DPY19L4|286148	1060.9952
DPY30|84661	935.4047	DPY30|84661	403.2665
DPYD|1806	675.1360000000001	DPYD|1806	1457.0626
DPYSL2|1808	1591.5871	DPYSL2|1808	7041.3323
DPYSL3|1809	4950.201	DPYSL3|1809	8428.1701
DPYSL4|10570	37.5455	removed	removed
DQX1|165545	29.6951	removed	removed
DR1|1810	960.823	DR1|1810	1295.3451
DRAM1|55332	1111.6876	DRAM1|55332	842.2953
DRAM2|128338	1051.2735	DRAM2|128338	2077.4478
DRAP1|10589	1194.6289	DRAP1|10589	331.0594
removed	removed	DRD1|1812	27.6886
DRD4|1815	19.4554	removed	removed
DRG1|4733	1734.6012	DRG1|4733	1261.236
DRG2|1819	492.5284	DRG2|1819	434.5907
DRP2|1821	31.0604	removed	removed
DSC2|1824	612.3327	DSC2|1824	390.4494
DSC3|1825	195.9191	removed	removed
removed	removed	DSCAML1|57453	45.3451
DSCC1|79075	121.8522	DSCC1|79075	71.0273
DSCR3|10311	878.5643	DSCR3|10311	1292.1348
DSCR6|53820	26.2818	removed	removed
DSEL|92126	112.9778	DSEL|92126	2122.7929
DSE|29940	754.3775	DSE|29940	3230.0
DSG2|1829	2243.5098	DSG2|1829	2575.0161
DSG3|1830	150.5232	removed	removed
DSN1|79980	599.7037	DSN1|79980	242.7769
DSP|1832	10724.0134	DSP|1832	280.0963
DSTN|11034	15135.6075	DSTN|11034	7481.1396
DSTYK|25778	1040.3512	DSTYK|25778	1072.2311
DST|667	1938.0295	DST|667	9571.4286
DTD1|92675	686.7410000000001	DTD1|92675	314.2055
DTHD1|401124	5.4612	removed	removed
DTL|51514	448.1565	DTL|51514	9.6308
DTNA|1837	223.5663	DTNA|1837	573.0337
DTNBP1|84062	436.5515	DTNBP1|84062	246.3884
DTNB|1838	747.4964	DTNB|1838	66.2119
DTWD1|56986	279.5432	DTWD1|56986	733.9486
DTWD2|285605	181.9249	DTWD2|285605	258.0257
DTX1|1840	99.6662	DTX1|1840	960.6742
DTX2|113878	395.2515	DTX2|113878	166.1316
DTX3L|151636	5063.8273	DTX3L|151636	1710.634
DTX3|196403	713.7055	DTX3|196403	111.1557
DTX4|23220	276.4713	DTX4|23220	1042.5361
DTYMK|1841	401.05400000000003	DTYMK|1841	158.9085
DULLARD|23399	1685.4508	DULLARD|23399	1882.825
DUOX1|53905	27.6471	DUOX1|53905	43.74
removed	removed	DUOX2|50506	10.8347
DUOXA1|90527	9.557	DUOXA1|90527	8.8283
DUS1L|64118	447.1325	DUS1L|64118	525.6822
