gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
AMBP|259	11.3377	AMBP|259	34.3204
AMBRA1|55626	1206.2283	AMBRA1|55626	1176.3142
AMD1|262	858.8129	AMD1|262	1942.8027
AMDHD1|144193	35.9847	lowly_expressed	lowly_expressed
AMDHD2|51005	459.9245	AMDHD2|51005	254.7111
AMFR|267	2877.3007	AMFR|267	2485.1993
AMICA1|120425	150.3472	AMICA1|120425	127.1873
AMIGO1|57463	58.1671	AMIGO1|57463	158.1429
AMIGO2|347902	533.8559	AMIGO2|347902	2031.632
AMIGO3|386724	98.5883	AMIGO3|386724	74.6973
AMMECR1L|83607	1044.5434	AMMECR1L|83607	980.4862
AMMECR1|9949	715.2584	AMMECR1|9949	320.3236
AMN1|196394	187.3178	AMN1|196394	137.9545
AMOTL1|154810	739.4125	AMOTL1|154810	2680.3544
AMOTL2|51421	1210.1719	AMOTL2|51421	2329.7482
AMOT|154796	477.1676	AMOT|154796	2014.1353
lowly_expressed	lowly_expressed	AMPD1|270	51.817
AMPD2|271	844.9021	AMPD2|271	943.4739999999999
AMPD3|272	283.4415	AMPD3|272	214.6706
AMPH|273	123.7284	AMPH|273	142.6651
AMT|275	120.5193	AMT|275	159.0783
lowly_expressed	lowly_expressed	AMY1A|276	7.4024
AMY2B|280	47.3224	AMY2B|280	106.3192
AMZ1|155185	56.1954	AMZ1|155185	13.459000000000001
AMZ2P1|201283	194.21900000000002	AMZ2P1|201283	127.8602
AMZ2|51321	1432.4886	AMZ2|51321	882.2357
ANAPC10|10393	105.9825	ANAPC10|10393	119.7849
ANAPC11|51529	864.1268	ANAPC11|51529	695.1559
ANAPC13|25847	1027.0391	ANAPC13|25847	805.1561
ANAPC16|119504	1719.8736	ANAPC16|119504	1762.4525
ANAPC1|64682	735.4689999999999	ANAPC1|64682	1254.3763
ANAPC2|29882	982.9257	ANAPC2|29882	758.4131
ANAPC4|29945	470.7593	ANAPC4|29945	511.441
ANAPC5|51433	2655.9698	ANAPC5|51433	2617.0973
ANAPC7|51434	1029.2623	ANAPC7|51434	1049.1269
ANGEL1|23357	585.1218	ANGEL1|23357	842.5317
ANGEL2|90806	657.0913	ANGEL2|90806	639.3012
ANGPT1|284	32.5342	ANGPT1|284	169.5831
ANGPT2|285	215.4155	ANGPT2|285	172.9478
ANGPTL1|9068	125.7001	ANGPTL1|9068	364.0652
ANGPTL2|23452	4143.6679	ANGPTL2|23452	1568.6433
ANGPTL4|51129	109.926	ANGPTL4|51129	84.1186
lowly_expressed	lowly_expressed	ANGPTL7|10218	10.0942
ANG|283	353.2913	ANG|283	134.5965
ANK1|286	10.3518	ANK1|286	8.0754
ANK2|287	424.9157	ANK2|287	302.1539
ANK3|288	1044.0505	ANK3|288	1743.6099
ANKAR|150709	24.1541	ANKAR|150709	48.4523
ANKDD1A|348094	63.5895	ANKDD1A|348094	67.2949
lowly_expressed	lowly_expressed	ANKFN1|162282	12.786
ANKFY1|51479	1609.9476	ANKFY1|51479	2334.4588
ANKHD1-EIF4EBP3|404734	757.7943	ANKHD1-EIF4EBP3|404734	1024.9479
ANKHD1|54882	2842.4053	ANKHD1|54882	2693.6788
ANKH|56172	1738.6053	ANKH|56172	1388.9660000000001
ANKIB1|54467	2271.9683	ANKIB1|54467	1798.1188
ANKK1|255239	15.7741	ANKK1|255239	29.6097
ANKLE1|126549	6.9012	ANKLE1|126549	34.3204
ANKLE2|23141	1476.8533	ANKLE2|23141	1549.8007
ANKMY1|51281	358.3686	ANKMY1|51281	245.6263
ANKMY2|57037	438.7181	ANKMY2|57037	591.5219
ANKRA2|57763	269.1462	ANKRA2|57763	261.1041
ANKRD10|55608	1197.2716	ANKRD10|55608	1083.0839
ANKRD11|29123	1840.0281	ANKRD11|29123	3198.8075
ANKRD12|23253	1416.7144	ANKRD12|23253	1371.4693
ANKRD13A|88455	1060.8105	ANKRD13A|88455	1668.2397
ANKRD13B|124930	249.4285	ANKRD13B|124930	253.0287
ANKRD13C|81573	656.5983	ANKRD13C|81573	674.2945
ANKRD13D|338692	1353.1249	ANKRD13D|338692	461.6428
ANKRD16|54522	186.5883	ANKRD16|54522	189.7715
ANKRD17|26057	2985.2549	ANKRD17|26057	5506.0658
ANKRD19|138649	68.02600000000001	ANKRD19|138649	29.6097
ANKRD20A3|441425	7.8871	ANKRD20A3|441425	8.7483
lowly_expressed	lowly_expressed	ANKRD20B|729171	6.0565
ANKRD22|118932	281.4697	ANKRD22|118932	56.5277
ANKRD23|200539	60.6318	ANKRD23|200539	55.1818
ANKRD24|170961	21.1965	ANKRD24|170961	11.4401
ANKRD26|22852	513.1523	ANKRD26|22852	387.6184
ANKRD27|84079	712.3007	ANKRD27|84079	769.1803
ANKRD28|23243	2584.9862	ANKRD28|23243	1434.7265
ANKRD29|147463	94.1519	ANKRD29|147463	115.7472
ANKRD30A|91074	1764.7313	ANKRD30A|91074	486.5419
ANKRD30B|374860	184.8531	ANKRD30B|374860	61.2383
ANKRD31|256006	5.4224	lowly_expressed	lowly_expressed
ANKRD32|84250	240.5555	ANKRD32|84250	191.7904
ANKRD34A|284615	31.5483	ANKRD34A|284615	40.3769
lowly_expressed	lowly_expressed	ANKRD34B|340120	5.3836
ANKRD35|148741	50.2801	ANKRD35|148741	227.4566
ANKRD36BP1|84832	100.0672	ANKRD36BP1|84832	240.9156
ANKRD36B|57730	29.5765	ANKRD36B|57730	76.0432
ANKRD36|375248	186.332	ANKRD36|375248	205.9223
ANKRD37|353322	74.5131	ANKRD37|353322	48.9974
ANKRD39|51239	101.546	ANKRD39|51239	109.0177
ANKRD40|91369	1344.7449	ANKRD40|91369	1349.2620000000002
ANKRD42|338699	196.6837	ANKRD42|338699	167.5642
ANKRD43|134548	13.8024	ANKRD43|134548	8.0754
ANKRD44|91526	109.926	ANKRD44|91526	76.7161
lowly_expressed	lowly_expressed	ANKRD45|339416	16.8237
ANKRD46|157567	347.5239	ANKRD46|157567	425.9294
ANKRD49|54851	172.0367	ANKRD49|54851	232.1673
ANKRD50|57182	2752.0935	ANKRD50|57182	1490.5812
ANKRD52|283373	2192.6046	ANKRD52|283373	1936.0732
ANKRD53|79998	9.8588	ANKRD53|79998	17.4967
ANKRD54|129138	438.7181	ANKRD54|129138	336.4743
ANKRD56|345079	82.3213	ANKRD56|345079	44.4146
ANKRD57|65124	691.1043	ANKRD57|65124	890.9839999999999
ANKRD58|347454	18.7318	ANKRD58|347454	17.4967
ANKRD5|63926	152.8119	ANKRD5|63926	255.7205
ANKRD6|22881	223.3026	ANKRD6|22881	369.2402
ANKRD9|122416	60.6318	ANKRD9|122416	45.7605
ANKS1A|23294	1127.3576	ANKS1A|23294	1736.2075
ANKS1B|56899	128.6578	ANKS1B|56899	101.6152
ANKS3|124401	665.4713	ANKS3|124401	232.1673
ANKS6|203286	113.3766	ANKS6|203286	234.1861
ANKZF1|55139	539.2782	ANKZF1|55139	610.3644
ANLN|54443	664.9783	ANLN|54443	748.3189
ANO10|55129	747.2996	ANO10|55129	713.3256
ANO1|55107	1892.4032	ANO1|55107	8909.1671
ANO2|57101	15.2812	ANO2|57101	22.2073
lowly_expressed	lowly_expressed	ANO3|63982	14.1319
lowly_expressed	lowly_expressed	ANO4|121601	13.459000000000001
ANO5|203859	51.7589	ANO5|203859	65.949
ANO6|196527	2163.0281	ANO6|196527	2422.6151
ANO7|50636	39.9283	ANO7|50636	23.5532
ANO8|57719	596.9524	ANO8|57719	563.258
ANO9|338440	279.4979	ANO9|338440	178.3314
ANP32A|8125	2697.8699	ANP32A|8125	2354.6473
ANP32B|10541	2706.7428	ANP32B|10541	3091.5261
ANP32E|81611	1063.7682	ANP32E|81611	1419.2487
ANPEP|290	1911.6279	ANPEP|290	7121.1425
ANTXR1|84168	9598.0677	ANTXR1|84168	3909.8316
ANTXR2|118429	941.0257	ANTXR2|118429	1165.547
ANUBL1|93550	219.3591	ANUBL1|93550	175.6396
ANXA11|311	3395.8753	ANXA11|311	2592.1982
ANXA1|301	2175.3517	ANXA1|301	6387.6285
ANXA2P1|303	103.5178	ANXA2P1|303	53.8359
ANXA2P2|304	5212.3654	ANXA2P2|304	3079.413
ANXA2P3|305	9.3659	ANXA2P3|305	6.7295
ANXA2|302	16076.3074	ANXA2|302	8335.8148
ANXA3|306	119.2919	ANXA3|306	913.8643
ANXA4|307	1675.5088	ANXA4|307	1076.7178
ANXA5|308	6652.2481	ANXA5|308	5903.1055
ANXA6|309	5181.8031	ANXA6|309	4934.7324
ANXA7|310	2778.7123	ANXA7|310	1989.2362
lowly_expressed	lowly_expressed	ANXA8L2|244	1152.761
lowly_expressed	lowly_expressed	ANXA8|653145	1444.316
ANXA9|8416	387.9451	ANXA9|8416	110.3636
AOAH|313	236.1191	AOAH|313	149.3946
AOC2|314	12.8165	AOC2|314	14.8049
AOC3|8639	1106.1612	AOC3|8639	1450.2043
AOX1|316	233.1614	AOX1|316	57.8736
AP1AR|55435	1057.8529	AP1AR|55435	611.0374
AP1B1|162	3575.7990000000004	AP1B1|162	3602.2941
AP1G1|164	1766.2101	AP1G1|164	2670.2602
AP1G2|8906	1574.855	AP1G2|8906	1348.1853
AP1M1|8907	1204.2566	AP1M1|8907	810.9031
AP1M2|10053	1700.6488	AP1M2|10053	1197.8486
AP1S1|1174	1052.9235	AP1S1|1174	767.1615
AP1S2|8905	366.7486	AP1S2|8905	301.481
AP1S3|130340	112.8836	AP1S3|130340	86.1374
AP2A1|160	2043.2581	AP2A1|160	1754.9357
AP2A2|161	1083.9788	AP2A2|161	1682.3716
AP2B1|163	5778.2625	AP2B1|163	6835.8123
AP2M1|1173	6922.8731	AP2M1|1173	5195.1635
AP2S1|1175	1478.3321	AP2S1|1175	1077.3908
AP3B1|8546	1626.2146	AP3B1|8546	1507.405
AP3B2|8120	68.02600000000001	AP3B2|8120	73.3514
AP3D1|8943	3871.5640000000003	AP3D1|8943	3716.6954
AP3M1|26985	1656.2841	AP3M1|26985	1467.701
AP3M2|10947	757.6514	AP3M2|10947	671.6027
AP3S1|1176	861.1691	AP3S1|1176	835.8022
AP3S2|10239	1453.7984	AP3S2|10239	1251.0654
AP4B1|10717	351.3491	AP4B1|10717	358.4528
AP4E1|23431	367.2416	AP4E1|23431	415.2093
AP4M1|9179	298.0818	AP4M1|9179	278.6007
AP4S1|11154	71.4765	AP4S1|11154	72.6785
APAF1|317	570.8265	APAF1|317	736.2058
APBA1|320	98.5883	APBA1|320	707.2689999999999
APBA2|321	63.5895	APBA2|321	203.9034
APBA3|9546	244.99200000000002	APBA3|9546	234.8591
APBB1IP|54518	367.7345	APBB1IP|54518	412.5175
APBB1|322	407.1698	APBB1|322	602.962
APBB2|323	3913.9570000000003	APBB2|323	1762.4525
APBB3|10307	267.6673	APBB3|10307	418.5741
APC2|10297	32.1891	APC2|10297	10.8076
APCDD1L|164284	28.5906	APCDD1L|164284	743.6082
APCDD1|147495	319.9192	APCDD1|147495	2807.5417
APC|324	1052.4305	APC|324	1401.0791
APEH|327	2743.7135	APEH|327	2107.0022
APEX1|328	2599.7745	APEX1|328	4181.7029
APEX2|27301	637.3736	APEX2|27301	491.9255
APH1A|51107	4173.2444	APH1A|51107	3633.2497
APH1B|83464	354.4251	APH1B|83464	452.8944
API5|8539	2534.7062	API5|8539	2566.6261
APIP|51074	620.8946	APIP|51074	330.43800000000005
APITD1|378708	236.5085	APITD1|378708	209.9667
APLF|200558	55.7024	APLF|200558	115.0742
APLNR|187	839.4797	APLNR|187	932.0339
APLN|8862	118.306	APLN|8862	1523.5557
APLP1|333	166.6143	APLP1|333	133.2438
APLP2|334	6809.9895	APLP2|334	13647.3985
APOA1BP|128240	1437.9109	APOA1BP|128240	985.1968
APOB48R|55911	408.6487	APOB48R|55911	248.31799999999998
lowly_expressed	lowly_expressed	APOBEC2|10930	6.7295
APOBEC3A|200315	16.76	APOBEC3A|200315	8.7416
APOBEC3B|9582	223.3026	APOBEC3B|9582	156.8038
APOBEC3C|27350	173.5155	APOBEC3C|27350	383.5807
APOBEC3D|140564	147.8825	APOBEC3D|140564	80.7538
APOBEC3F|200316	201.1202	APOBEC3F|200316	277.2548
APOBEC3G|60489	466.8158	APOBEC3G|60489	248.99099999999999
APOBEC3H|164668	11.8306	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	22.8803
APOC1|341	826.1703	APOC1|341	1148.7233
APOC2|344	245.485	APOC2|344	135.2627
APOD|347	1068.2046	APOD|347	3413.8685
APOE|348	3463.9013	APOE|348	5315.6213
APOL1|8542	2533.7203	APOL1|8542	917.9019
APOL2|23780	1276.719	APOL2|23780	659.4897
APOL3|80833	1447.7697	APOL3|80833	633.2447
APOL4|80832	446.1122	APOL4|80832	323.0153
APOL6|80830	2543.5791	APOL6|80830	1782.641
APOLD1|81575	640.1144	APOLD1|81575	842.5317
APOM|55937	34.9989	APOM|55937	42.3958
APOOL|139322	217.3873	APOOL|139322	294.0786
APOO|79135	178.4449	APOO|79135	135.2627
APPBP2|10513	1151.5118	APPBP2|10513	1314.9416
APPL1|26060	1870.2208	APPL1|26060	2400.4078
APPL2|55198	1186.5107	APPL2|55198	1129.8808
APP|351	17265.2827	APP|351	50436.1548
APRT|353	1002.6434	APRT|353	1676.3151
APTX|54840	589.5583	APTX|54840	464.3346
AQP11|282679	16.76	AQP11|282679	17.4967
AQP1|358	4255.5656	AQP1|358	6668.4634
lowly_expressed	lowly_expressed	AQP2|359	7.4024
AQP3|360	158.2343	AQP3|360	1161.5094
AQP4|361	5.4224	AQP4|361	25.572
AQP5|362	78.8707	AQP5|362	1523.5557
lowly_expressed	lowly_expressed	AQP6|363	22.8803
AQP7P1|375719	5.4224	AQP7P1|375719	14.1319
AQP7|364	52.2518	AQP7|364	137.2815
AQP9|366	11.8306	AQP9|366	20.8614
AQPEP|206338	12.3235	AQPEP|206338	11.4401
AQR|9716	1364.4626	AQR|9716	1266.4893
ARAF|369	1121.4423	ARAF|369	1008.0771
ARAP1|116985	1905.0274	ARAP1|116985	2119.1153
ARAP2|116984	200.6273	ARAP2|116984	349.2603
ARAP3|64411	269.6391	ARAP3|64411	801.4818
ARCN1|372	2937.9325	ARCN1|372	4304.1795
ARC|23237	293.7932	ARC|23237	26.9179
AREG|374	1589.737	AREG|374	707.2689999999999
ARF1|375	8101.4967	ARF1|375	6395.7039
ARF3|377	6846.4671	ARF3|377	4053.1697
ARF4|378	4532.1059	ARF4|378	3696.5069
ARF5|381	2334.9514	ARF5|381	2075.9995
ARF6|382	3000.5361	ARF6|382	3364.7432
ARFGAP1|55738	1557.2028	ARFGAP1|55738	1224.0936
ARFGAP2|84364	1922.4726	ARFGAP2|84364	1715.3461
ARFGAP3|26286	797.5797	ARFGAP3|26286	1196.5027
ARFGEF1|10565	3522.7486	ARFGEF1|10565	2173.1867
ARFGEF2|10564	3017.2961	ARFGEF2|10564	2988.5649
ARFIP1|27236	1017.4317	ARFIP1|27236	1022.209
ARFIP2|23647	999.1928	ARFIP2|23647	1487.2165
ARFRP1|10139	428.8593	ARFRP1|10139	526.2458
ARG2|384	164.3024	ARG2|384	166.9518
ARGLU1|55082	1419.1791	ARGLU1|55082	2403.0996
ARHGAP10|79658	276.5403	ARHGAP10|79658	374.8324
ARHGAP11A|9824	452.5205	ARHGAP11A|9824	563.931
ARHGAP11B|89839	47.3224	ARHGAP11B|89839	56.7228
ARHGAP12|94134	921.308	ARHGAP12|94134	1084.7932
ARHGAP15|55843	104.9966	ARHGAP15|55843	42.3958
ARHGAP17|55114	1876.629	ARHGAP17|55114	1048.454
ARHGAP18|93663	709.836	ARHGAP18|93663	754.3754
ARHGAP19|84986	483.0829	ARHGAP19|84986	889.6381
ARHGAP1|392	4867.7992	ARHGAP1|392	3758.4182
ARHGAP20|57569	56.6883	ARHGAP20|57569	334.4555
ARHGAP21|57584	1721.3524	ARHGAP21|57584	2232.1706
ARHGAP22|58504	92.1801	ARHGAP22|58504	47.1064
ARHGAP23|57636	421.4651	ARHGAP23|57636	744.2812
ARHGAP24|83478	246.9638	ARHGAP24|83478	194.4822
ARHGAP25|9938	348.0168	ARHGAP25|9938	321.6695
ARHGAP26|23092	402.2404	ARHGAP26|23092	1859.3571
ARHGAP27|201176	391.3612	ARHGAP27|201176	805.5128
ARHGAP28|79822	215.9085	ARHGAP28|79822	475.7747
ARHGAP29|9411	1710.5077	ARHGAP29|9411	1224.7665
ARHGAP30|257106	714.7655	ARHGAP30|257106	422.6117
ARHGAP31|57514	839.4797	ARHGAP31|57514	982.505
ARHGAP32|9743	1832.7572	ARHGAP32|9743	1825.7097
ARHGAP33|115703	486.0405	ARHGAP33|115703	271.8713
lowly_expressed	lowly_expressed	ARHGAP36|158763	6.7295
ARHGAP39|80728	639.8383	ARHGAP39|80728	327.726
ARHGAP42|143872	112.8689	ARHGAP42|143872	341.8579
ARHGAP4|393	453.0134	ARHGAP4|393	357.3357
ARHGAP5|394	1765.7171	ARHGAP5|394	3059.8975
ARHGAP6|395	82.8142	ARHGAP6|395	174.2937
ARHGAP8|23779	596.6961	ARHGAP8|23779	422.7194
ARHGAP9|64333	171.5437	ARHGAP9|64333	101.6152
ARHGDIA|396	4970.3311	ARHGDIA|396	3930.6929999999998
ARHGDIB|397	2673.7157	ARHGDIB|397	1818.9802
ARHGEF10L|55160	1147.0753	ARHGEF10L|55160	1431.3618
ARHGEF10|9639	1126.8647	ARHGEF10|9639	938.7634
ARHGEF11|9826	1373.8285	ARHGEF11|9826	1314.9416
ARHGEF12|23365	4922.5157	ARHGEF12|23365	5308.8918
ARHGEF15|22899	379.0722	ARHGEF15|22899	358.6816
ARHGEF16|27237	584.6288	ARHGEF16|27237	369.4488
ARHGEF17|9828	1180.1024	ARHGEF17|9828	1813.5966
ARHGEF18|23370	1480.3039	ARHGEF18|23370	909.1536
ARHGEF19|128272	835.5362	ARHGEF19|128272	653.4331
ARHGEF1|9138	1762.2665	ARHGEF1|9138	1225.4395
ARHGEF2|9181	1661.2135	ARHGEF2|9181	2246.3026
ARHGEF33|100271715	6.9012	ARHGEF33|100271715	6.0565
ARHGEF35|445328	588.0794	ARHGEF35|445328	1058.5482
ARHGEF37|389337	711.8078	ARHGEF37|389337	1267.8352
ARHGEF38|54848	60.6318	ARHGEF38|54848	107.6718
ARHGEF3|50650	2202.4635	ARHGEF3|50650	707.2689999999999
ARHGEF4|50649	59.6459	ARHGEF4|50649	150.0675
ARHGEF5|7984	484.5617	ARHGEF5|7984	732.1681
ARHGEF6|9459	1319.112	ARHGEF6|9459	1990.5821
ARHGEF7|8874	1223.4813	ARHGEF7|8874	1517.4992
ARHGEF9|23229	522.0253	ARHGEF9|23229	1042.3974
ARID1A|8289	3623.1214	ARID1A|8289	4031.6353
ARID1B|57492	1276.226	ARID1B|57492	2556.5319
ARID2|196528	1253.0578	ARID2|196528	1078.7367
ARID3A|1820	80.8424	ARID3A|1820	54.5088
ARID3B|10620	183.3743	ARID3B|10620	151.4134
ARID4A|5926	621.5995	ARID4A|5926	824.3621
ARID4B|51742	1322.4443	ARID4B|51742	1621.5572
ARID5A|10865	661.5277	ARID5A|10865	1253.0304
ARID5B|84159	1251.086	ARID5B|84159	2309.5597
ARIH1|25820	1734.1689	ARIH1|25820	1776.5844
ARIH2|10425	1312.1763	ARIH2|10425	1530.2852
ARL10|285598	36.9706	ARL10|285598	135.2627
ARL11|115761	51.7589	ARL11|115761	32.3015
ARL13B|200894	227.7391	ARL13B|200894	234.8591
ARL15|54622	377.5933	ARL15|54622	298.7892
ARL16|339231	374.6357	ARL16|339231	405.1151
ARL17A|51326	59.5178	ARL17A|51326	64.3945
ARL1|400	1978.175	ARL1|400	1901.7529
ARL2BP|23568	1261.9307	ARL2BP|23568	1141.9938
ARL2|402	622.0924	ARL2|402	646.7036
ARL3|403	1658.7488	ARL3|403	495.9631
ARL4A|10124	317.9474	ARL4A|10124	1123.8242
ARL4C|10123	997.7139999999999	ARL4C|10123	2001.3493
ARL4D|379	164.6425	ARL4D|379	90.1751
ARL5A|26225	648.2183	ARL5A|26225	784.6581
ARL5B|221079	275.5544	ARL5B|221079	315.6129
ARL6IP1|23204	13585.473	ARL6IP1|23204	3926.6553
ARL6IP4|51329	1828.8137	ARL6IP4|51329	1566.6244
ARL6IP5|10550	3362.8482	ARL6IP5|10550	4002.0256
ARL6IP6|151188	275.0615	ARL6IP6|151188	316.9588
ARL6|84100	79.8566	ARL6|84100	56.5277
ARL8A|127829	1046.0223	ARL8A|127829	904.443
ARL8B|55207	2358.726	ARL8B|55207	1493.273
lowly_expressed	lowly_expressed	ARL9|132946	19.5155
ARMC10|83787	891.6181	ARMC10|83787	755.9165
ARMC1|55156	880.8868	ARMC1|55156	666.2192
ARMC2|84071	44.8577	ARMC2|84071	51.1441
ARMC3|219681	12.8165	lowly_expressed	lowly_expressed
ARMC4|55130	8.38	ARMC4|55130	6.0565
ARMC5|79798	470.2664	ARMC5|79798	298.7892
ARMC6|93436	560.9479	ARMC6|93436	696.4682
ARMC7|79637	425.9016	ARMC7|79637	289.3679
ARMC8|25852	683.7101	ARMC8|25852	641.993
ARMC9|80210	632.4442	ARMC9|80210	364.0652
ARMCX1|51309	551.6018	ARMCX1|51309	685.7347
ARMCX2|9823	654.6266	ARMCX2|9823	1382.9095
ARMCX3|51566	1672.0582	ARMCX3|51566	2275.9123
ARMCX5|64860	259.7803	ARMCX5|64860	385.5996
ARMCX6|54470	208.5143	ARMCX6|54470	338.4932
ARNT2|9915	2980.3255	ARNT2|9915	571.3334
ARNTL2|56938	95.1377	ARNTL2|56938	88.1563
ARNTL|406	174.9943	ARNTL|406	113.0554
ARNT|405	1401.9262	ARNT|405	1348.5891
ARPC1A|10552	1811.0678	ARPC1A|10552	1560.5679
ARPC1B|10095	2643.6463	ARPC1B|10095	1148.7233
ARPC2|10109	4657.806	ARPC2|10109	3245.6313
ARPC3|10094	3084.3362	ARPC3|10094	2170.9323
ARPC4|10093	2969.4561	ARPC4|10093	2227.1033
ARPC5L|81873	687.1607	ARPC5L|81873	458.95099999999996
ARPC5|10092	2920.6795	ARPC5|10092	2802.1581
ARPM1|84517	29.5765	ARPM1|84517	36.3392
ARPP19|10776	4255.0727	ARPP19|10776	3438.7676
ARRB1|408	401.2545	ARRB1|408	787.3499
ARRB2|409	716.2443	ARRB2|409	563.931
ARRDC1|92714	1244.1848	ARRDC1|92714	820.9973
ARRDC2|27106	549.137	ARRDC2|27106	536.3401
ARRDC3|57561	963.2081	ARRDC3|57561	5629.8883
ARRDC4|91947	466.8158	ARRDC4|91947	576.044
ARSA|410	845.8879	ARSA|410	893.0028
ARSB|411	599.4171	ARSB|411	436.0707
ARSD|414	1861.8408	ARSD|414	2164.2028
ARSE|415	45.8436	ARSE|415	22.2073
ARSG|22901	355.9039	ARSG|22901	162.8536
lowly_expressed	lowly_expressed	ARSH|347527	13.459000000000001
ARSI|340075	92.67299999999999	ARSI|340075	83.4456
ARSJ|79642	63.5895	ARSJ|79642	143.3381
ARSK|153642	128.6578	ARSK|153642	211.9788
ART5|116969	6.4082	ART5|116969	14.1319
ARTN|9048	167.6002	ARTN|9048	6.0565
ARV1|64801	404.7051	ARV1|64801	341.185
ARVCF|421	570.8265	ARVCF|421	784.6581
AR|367	1466.5015	AR|367	425.9765
AS3MT|57412	161.1919	AS3MT|57412	197.174
ASAH1|427	6276.1336	ASAH1|427	2975.7789
ASAH2|56624	11.8306	ASAH2|56624	15.4778
ASAM|79827	342.5945	ASAM|79827	790.7147
ASAP1|50807	1155.4553	ASAP1|50807	1289.3696
ASAP2|8853	1163.3424	ASAP2|8853	791.3876
ASAP3|55616	1389.1097	ASAP3|55616	893.6758
ASB13|79754	1877.122	ASB13|79754	768.5073
ASB14|142686	9.8588	ASB14|142686	13.459000000000001
ASB16|92591	39.5241	ASB16|92591	12.8533
ASB1|51665	274.8889	ASB1|51665	461.4543
ASB2|51676	28.5906	ASB2|51676	35.6663
ASB3|51130	236.612	ASB3|51130	274.563
lowly_expressed	lowly_expressed	ASB5|140458	7.4024
ASB6|140459	800.6507	ASB6|140459	938.7028
ASB7|140460	546.1794	ASB7|140460	493.2714
ASB8|140461	687.1607	ASB8|140461	681.697
ASB9|140462	116.3342	ASB9|140462	28.2638
ASCC1|51008	714.2725	ASCC1|51008	425.3035
ASCC2|84164	1262.9166	ASCC2|84164	1018.1713
ASCC3|10973	696.5266	ASCC3|10973	1572.681
ASCL2|430	12.3235	ASCL2|430	6.0565
ASF1A|25842	252.8791	ASF1A|25842	396.3668
ASF1B|55723	735.4689999999999	ASF1B|55723	346.5686
ASGR1|432	9.3659	ASGR1|432	14.8049
ASGR2|433	5.4224	lowly_expressed	lowly_expressed
ASH1L|55870	2391.4031	ASH1L|55870	3570.2752
ASH2L|9070	1300.8731	ASH2L|9070	1098.2522
ASL|435	359.3545	ASL|435	421.2659
ASMTL|8623	1078.029	ASMTL|8623	726.7845
ASNA1|439	1701.6347	ASNA1|439	960.2977
ASNSD1|54529	893.7033	ASNSD1|54529	1008.0771
ASNS|440	558.01	ASNS|440	407.8069
ASPA|443	16.2671	ASPA|443	34.3204
ASPHD1|253982	92.67299999999999	ASPHD1|253982	61.9113
ASPHD2|57168	147.8825	ASPHD2|57168	34.9933
ASPH|444	4271.2067	ASPH|444	6157.7829
ASPM|259266	466.8158	ASPM|259266	616.4209999999999
ASPN|54829	6154.87	ASPN|54829	121.8037
ASPRV1|151516	53.6173	ASPRV1|151516	54.3406
ASPSCR1|79058	438.7181	ASPSCR1|79058	275.9089
ASRGL1|80150	72.9554	ASRGL1|80150	127.8602
ASS1|445	292.8074	ASS1|445	2169.5864
ASTE1|28990	223.0758	ASTE1|28990	194.3476
ASTN1|460	21.1965	ASTN1|460	592.1948
ASTN2|23245	817.7903	ASTN2|23245	415.8823
ASXL1|171023	1834.236	ASXL1|171023	2312.2515
ASXL2|55252	1094.8235	ASXL2|55252	1179.006
ASXL3|80816	14.2953	ASXL3|80816	20.1885
ATAD1|84896	1038.6281	ATAD1|84896	1292.7343
ATAD2B|54454	494.4205	ATAD2B|54454	550.472
ATAD2|29028	1732.69	ATAD2|29028	1022.209
ATAD3A|55210	647.7254	ATAD3A|55210	604.3079
ATAD3B|83858	332.7356	ATAD3B|83858	323.6883
ATAD3C|219293	423.4369	ATAD3C|219293	136.6086
ATAD5|79915	87.2507	ATAD5|79915	172.9478
ATE1|11101	317.4544	ATE1|11101	370.1218
ATF1|466	358.8616	ATF1|466	470.3911
ATF2|1386	619.6277	ATF2|1386	744.2812
ATF3|467	925.2516	ATF3|467	1258.414
ATF4|468	4944.2052	ATF4|468	5627.8695
ATF5|22809	905.0409	ATF5|22809	806.1925
ATF6B|1388	2239.927	ATF6B|1388	2059.2228
ATF6|22926	1526.1475	ATF6|22926	1637.957
ATF7IP2|80063	151.826	ATF7IP2|80063	59.8924
ATF7IP|55729	1165.3142	ATF7IP|55729	1888.2939
ATF7|11016	1810.8065	ATF7|11016	2730.5699
ATG10|83734	81.3354	ATG10|83734	109.6906
ATG12|9140	475.1958	ATG12|9140	417.2282
ATG16L1|55054	770.4679	ATG16L1|55054	574.6981
ATG16L2|89849	267.0364	ATG16L2|89849	357.9616
ATG2A|23130	501.3217	ATG2A|23130	911.8454
ATG2B|55102	1069.1905	ATG2B|55102	1224.7665
ATG3|64422	725.6102	ATG3|64422	671.6027
ATG4A|115201	298.2297	ATG4A|115201	222.0731
ATG4B|23192	868.5633	ATG4B|23192	767.8344
ATG4C|84938	202.1061	ATG4C|84938	201.2116
ATG4D|84971	337.039	ATG4D|84971	241.0031
ATG5|9474	473.717	ATG5|9474	696.5018
ATG7|10533	722.199	ATG7|10533	740.829
