gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
lowly_expressed	lowly_expressed	ALOX12|239	9.3954
ALOX15B|247	12.5527	ALOX15B|247	165.0327
ALOX15|246	22.2362	ALOX15|246	5.718999999999999
ALOX5AP|241	409.9345	ALOX5AP|241	223.0392
ALOX5|240	277.9521	ALOX5|240	684.6405
ALOXE3|59344	19.7256	ALOXE3|59344	12.2549
ALPK1|80216	332.108	ALPK1|80216	799.0196
ALPK2|115701	7.8903	ALPK2|115701	62.5
ALPK3|57538	228.4587	ALPK3|57538	141.3399
ALPL|249	227.0241	ALPL|249	2045.3431
ALS2CL|259173	86.0755	ALS2CL|259173	379.4935
ALS2CR4|65062	690.0386	ALS2CR4|65062	1447.3039
ALS2CR8|79800	89.3033	ALS2CR8|79800	212.8268
ALS2|57679	509.6387	ALS2|57679	709.5588
ALX3|257	9.6835	ALX3|257	45.3431
lowly_expressed	lowly_expressed	ALX4|60529	100.8987
AMACR|23600	586.748	AMACR|23600	314.95099999999996
lowly_expressed	lowly_expressed	AMBP|259	14.2974
AMBRA1|55626	1380.4358	AMBRA1|55626	1213.6438
AMD1|262	770.2286	AMD1|262	2091.8423
lowly_expressed	lowly_expressed	AMDHD1|144193	29.4118
AMDHD2|51005	213.0369	AMDHD2|51005	121.0498
AMFR|267	6738.994000000001	AMFR|267	3197.3039
AMICA1|120425	144.5351	AMICA1|120425	223.4477
AMIGO1|57463	96.8349	AMIGO1|57463	131.9444
AMIGO2|347902	338.5636	AMIGO2|347902	3026.1356
AMIGO3|386724	64.19800000000001	AMIGO3|386724	58.8235
AMMECR1L|83607	868.2866	AMMECR1L|83607	1068.6275
AMMECR1|9949	324.2177	AMMECR1|9949	285.5392
AMN1|196394	308.0785	AMN1|196394	189.13400000000001
AMOTL1|154810	1494.1271	AMOTL1|154810	2665.4412
AMOTL2|51421	1382.229	AMOTL2|51421	2831.6993
AMOT|154796	989.1509	AMOT|154796	1641.3399
AMPD1|270	16.1392	AMPD1|270	15.5229
AMPD2|271	475.5671	AMPD2|271	755.7189999999999
AMPD3|272	522.9086	AMPD3|272	283.9052
AMPH|273	3401.7753	AMPH|273	70.6699
AMT|275	207.8687	AMT|275	143.5498
AMY2B|280	36.5821	AMY2B|280	234.9714
AMZ1|155185	7.8903	lowly_expressed	lowly_expressed
AMZ2P1|201283	165.6953	AMZ2P1|201283	180.9641
AMZ2|51321	1346.3642	AMZ2|51321	999.5915
ANAPC10|10393	102.2147	ANAPC10|10393	171.5686
ANAPC11|51529	1131.8928	ANAPC11|51529	357.4346
ANAPC13|25847	1191.0195	ANAPC13|25847	862.0956
ANAPC16|119504	1168.8335	ANAPC16|119504	1995.5065
ANAPC1|64682	691.1145	ANAPC1|64682	1009.3954
ANAPC2|29882	654.5324	ANAPC2|29882	551.4706
ANAPC4|29945	350.399	ANAPC4|29945	519.6078
ANAPC5|51433	2355.2407	ANAPC5|51433	2444.4444
ANAPC7|51434	884.0671	ANAPC7|51434	933.8235
ANGEL1|23357	357.57199999999995	ANGEL1|23357	785.1307
ANGEL2|90806	1149.8252	ANGEL2|90806	796.1601
ANGPT1|284	50.5694	ANGPT1|284	91.9118
ANGPT2|285	272.5724	ANGPT2|285	232.4346
lowly_expressed	lowly_expressed	ANGPT4|51378	8.1699
ANGPTL1|9068	51.2866	ANGPTL1|9068	518.3824
ANGPTL2|23452	1725.0964	ANGPTL2|23452	2731.6176
ANGPTL4|51129	243.1633	ANGPTL4|51129	439.95099999999996
ANGPTL5|253935	25.8226	lowly_expressed	lowly_expressed
ANGPTL6|83854	5.9141	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	136.8464
ANG|283	205.4694	ANG|283	272.5735
ANK1|286	22.2362	ANK1|286	20.4248
ANK2|287	329.5974	ANK2|287	669.5261
ANK3|288	1776.3829999999998	ANK3|288	2151.9608
ANKAR|150709	28.3332	ANKAR|150709	44.9346
ANKDD1A|348094	39.4513	ANKDD1A|348094	95.1797
ANKFN1|162282	10.4008	lowly_expressed	lowly_expressed
ANKFY1|51479	1919.8422	ANKFY1|51479	2176.8791
ANKHD1-EIF4EBP3|404734	1742.3438	ANKHD1-EIF4EBP3|404734	1133.9869
ANKHD1|54882	3335.8487	ANKHD1|54882	3262.018
ANKH|56172	1699.6324	ANKH|56172	1669.9346
ANKIB1|54467	1552.9454	ANKIB1|54467	1375.4085
lowly_expressed	lowly_expressed	ANKK1|255239	43.7092
lowly_expressed	lowly_expressed	ANKLE1|126549	14.2974
ANKLE2|23141	1473.3256	ANKLE2|23141	1764.2974
ANKMY1|51281	269.7032	ANKMY1|51281	246.732
ANKMY2|57037	471.2633	ANKMY2|57037	738.5621
ANKRA2|57763	313.4583	ANKRA2|57763	426.8791
ANKRD10|55608	749.5131	ANKRD10|55608	1129.3137
ANKRD11|29123	1762.6289	ANKRD11|29123	3116.2786
ANKRD12|23253	1043.3067	ANKRD12|23253	1491.8301
ANKRD13A|88455	1329.8664	ANKRD13A|88455	1802.6961
ANKRD13B|124930	204.4293	ANKRD13B|124930	156.4542
ANKRD13C|81573	528.6469999999999	ANKRD13C|81573	572.7124
ANKRD13D|338692	347.8885	ANKRD13D|338692	382.7614
ANKRD16|54522	171.4947	ANKRD16|54522	221.3194
ANKRD17|26057	2190.2627	ANKRD17|26057	4602.9412
ANKRD19|138649	69.219	ANKRD19|138649	52.2876
lowly_expressed	lowly_expressed	ANKRD20A3|441425	25.7353
ANKRD20B|729171	6.8143	ANKRD20B|729171	8.5784
ANKRD22|118932	83.565	ANKRD22|118932	56.3725
ANKRD23|200539	19.0083	ANKRD23|200539	32.6797
ANKRD24|170961	33.7129	ANKRD24|170961	28.5948
ANKRD26|22852	478.0776	ANKRD26|22852	346.8137
ANKRD27|84079	673.5408	ANKRD27|84079	924.4281
ANKRD28|23243	950.0583	ANKRD28|23243	1549.0196
ANKRD29|147463	49.8521	ANKRD29|147463	167.4837
ANKRD30A|91074	1802.5643	ANKRD30A|91074	386.0294
ANKRD30B|374860	149.1975	ANKRD30B|374860	35.9477
lowly_expressed	lowly_expressed	ANKRD31|256006	6.5359
ANKRD32|84250	263.9649	ANKRD32|84250	209.5588
ANKRD34A|284615	7.172999999999999	ANKRD34A|284615	24.1013
ANKRD35|148741	48.4175	ANKRD35|148741	216.0948
ANKRD36BP1|84832	125.5268	ANKRD36BP1|84832	163.8072
ANKRD36B|57730	34.4302	ANKRD36B|57730	69.0359
ANKRD36|375248	78.1852	ANKRD36|375248	259.3954
ANKRD37|353322	42.4747	ANKRD37|353322	170.7557
ANKRD39|51239	145.9697	ANKRD39|51239	105.8007
ANKRD40|91369	957.5899	ANKRD40|91369	1490.6046
ANKRD42|338699	519.3222	ANKRD42|338699	258.5784
ANKRD43|134548	470.1874	ANKRD43|134548	51.0621
ANKRD44|91526	91.8139	ANKRD44|91526	66.1765
ANKRD45|339416	5.0211	ANKRD45|339416	17.1569
ANKRD46|157567	488.8335	ANKRD46|157567	463.3824
ANKRD49|54851	263.2476	ANKRD49|54851	314.5425
ANKRD50|57182	3379.8978	ANKRD50|57182	1486.1111
ANKRD52|283373	2083.7443	ANKRD52|283373	1626.2255
ANKRD53|79998	11.1181	ANKRD53|79998	17.1569
ANKRD54|129138	305.2094	ANKRD54|129138	373.7745
ANKRD56|345079	131.2651	ANKRD56|345079	105.3922
ANKRD57|65124	743.8357	ANKRD57|65124	862.7451
ANKRD58|347454	25.1054	ANKRD58|347454	8.9869
ANKRD5|63926	574.5539	ANKRD5|63926	309.232
ANKRD6|22881	238.6802	ANKRD6|22881	519.1667
ANKRD9|122416	69.219	ANKRD9|122416	45.7516
ANKS1A|23294	967.632	ANKS1A|23294	1294.5261
ANKS1B|56899	260.3784	ANKS1B|56899	178.9216
ANKS3|124401	121.9403	ANKS3|124401	192.40200000000002
ANKS6|203286	83.2063	ANKS6|203286	169.5261
ANKZF1|55139	401.6856	ANKZF1|55139	729.9837
ANLN|54443	278.3108	ANLN|54443	91.5033
ANO10|55129	1050.121	ANO10|55129	790.4412
ANO1|55107	3712.0057	ANO1|55107	8850.0817
ANO2|57101	7.8903	ANO2|57101	39.2157
lowly_expressed	lowly_expressed	ANO3|63982	8.5784
ANO4|121601	10.4008	ANO4|121601	58.8235
lowly_expressed	lowly_expressed	ANO5|203859	84.5588
ANO6|196527	2706.357	ANO6|196527	3085.7843
ANO7|50636	13.27	ANO7|50636	13.4804
ANO8|57719	328.1628	ANO8|57719	293.3007
ANO9|338440	102.5733	ANO9|338440	78.8399
ANP32A|8125	2486.8645	ANP32A|8125	2676.8791
ANP32B|10541	2298.2157	ANP32B|10541	2964.0523
ANP32E|81611	879.4046	ANP32E|81611	884.8039
ANPEP|290	987.3577	ANPEP|290	5036.7647
ANTXR1|84168	4831.3458	ANTXR1|84168	5566.9935
ANTXR2|118429	844.9744	ANTXR2|118429	1351.7157
ANUBL1|93550	97.9109	ANUBL1|93550	252.0425
ANXA11|311	2653.6358	ANXA11|311	3297.3856
ANXA13|312	6.4557	ANXA13|312	7.3529
ANXA1|301	2011.2974	ANXA1|301	9231.2092
ANXA2P1|303	66.3499	ANXA2P1|303	51.0621
ANXA2P2|304	3449.1168	ANXA2P2|304	3321.8954
lowly_expressed	lowly_expressed	ANXA2P3|305	6.9444
ANXA2|302	11023.7604	ANXA2|302	11649.5098
ANXA3|306	290.5048	ANXA3|306	1397.4673
ANXA4|307	1717.2061	ANXA4|307	1308.8235
ANXA5|308	7247.9154	ANXA5|308	6194.0359
ANXA6|309	6476.4637	ANXA6|309	4238.1536
ANXA7|310	2267.0134	ANXA7|310	2685.0490000000004
ANXA8L2|244	45.1896	ANXA8L2|244	284.3137
ANXA8|653145	114.7673	ANXA8|653145	553.9216
ANXA9|8416	371.2006	ANXA9|8416	144.1993
AOAH|313	157.8051	AOAH|313	121.73200000000001
AOC2|314	6.4557	AOC2|314	21.6503
AOC3|8639	1051.197	AOC3|8639	1370.915
AOX1|316	121.5816	AOX1|316	462.4183
AP1AR|55435	457.6347	AP1AR|55435	589.0523
AP1B1|162	2951.6722	AP1B1|162	2349.6732
AP1G1|164	3906.7515	AP1G1|164	2838.2353
AP1G2|8906	541.0562	AP1G2|8906	1020.3554
AP1M1|8907	1018.9187	AP1M1|8907	671.5686
AP1M2|10053	2987.1783	AP1M2|10053	1108.2516
AP1S1|1174	1232.3142	AP1S1|1174	583.3333
AP1S2|8905	408.5	AP1S2|8905	285.1307
AP1S3|130340	68.5017	AP1S3|130340	97.2222
AP2A1|160	2367.3487	AP2A1|160	1241.3194
AP2A2|161	2104.1872	AP2A2|161	1711.6013
AP2B1|163	15333.9909	AP2B1|163	7312.9085
AP2M1|1173	4882.6325	AP2M1|1173	4736.1111
AP2S1|1175	1439.9713	AP2S1|1175	706.6993
AP3B1|8546	2038.9133	AP3B1|8546	1595.5882
AP3B2|8120	99.3455	AP3B2|8120	112.3366
AP3D1|8943	3857.9754	AP3D1|8943	2762.6634
AP3M1|26985	1479.7812	AP3M1|26985	1517.1569
AP3M2|10947	735.2282	AP3M2|10947	618.8725
AP3S1|1176	828.118	AP3S1|1176	730.8007
AP3S2|10239	1414.8731	AP3S2|10239	1619.8203
AP4B1|10717	293.6358	AP4B1|10717	370.8292
AP4E1|23431	409.9345	AP4E1|23431	443.219
AP4M1|9179	609.4037	AP4M1|9179	266.5114
AP4S1|11154	42.6791	AP4S1|11154	105.3922
APAF1|317	571.6847	APAF1|317	629.085
APBA1|320	77.8266	APBA1|320	620.915
APBA2|321	55.9491	APBA2|321	124.18299999999999
APBA3|9546	322.7831	APBA3|9546	119.281
APBB1IP|54518	287.6356	APBB1IP|54518	238.5621
APBB1|322	480.9468	APBB1|322	785.5392
APBB2|323	3011.5664	APBB2|323	1874.5915
APBB3|10307	116.9192	APBB3|10307	259.8039
APCDD1L|164284	98.9868	APCDD1L|164284	1861.5196
APCDD1|147495	262.1716	APCDD1|147495	3534.7222
APC|324	1300.0986	APC|324	1392.9739
APEH|327	1930.9603	APEH|327	1618.4641
APEX1|328	2386.8018	APEX1|328	3627.0425
APEX2|27301	720.5236	APEX2|27301	457.5163
APH1A|51107	6954.5414	APH1A|51107	3690.3595
APH1B|83464	917.4213	APH1B|83464	765.1144
API5|8539	3169.0128	API5|8539	2696.4869
APIP|51074	468.4013	APIP|51074	312.643
APITD1|378708	238.1924	APITD1|378708	154.5711
APLF|200558	95.4003	APLF|200558	109.4771
APLNR|187	1627.9028	APLNR|187	844.7712
APLN|8862	108.6703	APLN|8862	465.6863
APLP1|333	117.6365	APLP1|333	66.1765
APLP2|334	26384.6499	APLP2|334	16847.6307
APOA1BP|128240	4547.6553	APOA1BP|128240	917.8922
APOB48R|55911	332.108	APOB48R|55911	198.1209
APOBEC3A|200315	7.1479	lowly_expressed	lowly_expressed
APOBEC3B|9582	167.5137	APOBEC3B|9582	69.7876
APOBEC3C|27350	188.2901	APOBEC3C|27350	574.3464
APOBEC3D|140564	59.1769	APOBEC3D|140564	118.4641
APOBEC3F|200316	135.5689	APOBEC3F|200316	327.6144
APOBEC3G|60489	263.6062	APOBEC3G|60489	418.7092
APOBEC3H|164668	5.3797	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	7.3529
APOC1|341	1419.1697	APOC1|341	424.8366
APOC2|344	168.9232	APOC2|344	37.5817
APOD|347	3524.7915	APOD|347	12609.4771
APOE|348	6292.4774	APOE|348	3334.1503
APOL1|8542	952.2102	APOL1|8542	1172.7941
APOL2|23780	844.9744	APOL2|23780	736.5196
APOL3|80833	522.55	APOL3|80833	1029.0033
APOL4|80832	320.2726	APOL4|80832	318.219
APOL6|80830	1356.4063	APOL6|80830	1791.6667
APOLD1|81575	248.9016	APOLD1|81575	568.6275
APOM|55937	45.2255	APOM|55937	63.4518
APOOL|139322	270.7792	APOOL|139322	218.5458
APOO|79135	379.8081	APOO|79135	127.8595
APPBP2|10513	1400.52	APPBP2|10513	1379.085
APPL1|26060	1863.8931	APPL1|26060	1981.2092
APPL2|55198	1041.8721	APPL2|55198	1522.4673
APP|351	22252.3088	APP|351	46115.6046
APRT|353	1718.9994	APRT|353	1265.9314
APTX|54840	585.3134	APTX|54840	530.2288
AQP11|282679	51.6453	AQP11|282679	14.7059
AQP1|358	4247.2662	AQP1|358	10499.9918
AQP3|360	3624.8543	AQP3|360	553.9216
AQP4|361	5.7384	AQP4|361	58.8235
AQP5|362	21.5189	AQP5|362	792.4837
lowly_expressed	lowly_expressed	AQP6|363	17.9739
lowly_expressed	lowly_expressed	AQP7P1|375719	11.0294
AQP7|364	34.4302	AQP7|364	42.4837
AQP9|366	9.6835	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQPEP|206338	11.8464
AQR|9716	1438.8954	AQR|9716	1348.8562
ARAF|369	1424.5494	ARAF|369	835.7843
ARAP1|116985	2113.8277	ARAP1|116985	2123.3292
ARAP2|116984	218.4166	ARAP2|116984	602.1242
ARAP3|64411	383.7533	ARAP3|64411	663.3987
ARCN1|372	6961.3557	ARCN1|372	4729.5752
lowly_expressed	lowly_expressed	ARC|23237	151.9608
AREG|374	62.4047	AREG|374	1154.8203
ARF1|375	15385.9948	ARF1|375	6048.2026
ARF3|377	6364.2069	ARF3|377	4341.9118
ARF4|378	4887.6535	ARF4|378	3131.9444
ARF5|381	2935.8666	ARF5|381	1865.4534
ARF6|382	2830.8079	ARF6|382	3267.5654
ARFGAP1|55738	1157.3568	ARFGAP1|55738	801.4706
ARFGAP2|84364	2454.5862	ARFGAP2|84364	1725.8987
ARFGAP3|26286	781.1351	ARFGAP3|26286	1542.0752
ARFGEF1|10565	2721.5745	ARFGEF1|10565	2188.9951
ARFGEF2|10564	2491.1683	ARFGEF2|10564	2512.2549
ARFIP1|27236	853.582	ARFIP1|27236	984.0686
ARFIP2|23647	1564.0635	ARFIP2|23647	1275.7353
ARFRP1|10139	524.7019	ARFRP1|10139	419.5261
ARG2|384	118.34299999999999	ARG2|384	231.2541
ARGLU1|55082	581.3682	ARGLU1|55082	1801.4706
ARHGAP10|79658	277.9521	ARHGAP10|79658	478.7582
ARHGAP11A|9824	202.6361	ARHGAP11A|9824	102.9412
ARHGAP11B|89839	11.8354	ARHGAP11B|89839	11.4379
ARHGAP12|94134	1159.5087	ARHGAP12|94134	1638.8889
ARHGAP15|55843	83.2063	ARHGAP15|55843	55.1471
ARHGAP17|55114	850.7128	ARHGAP17|55114	1396.6503
ARHGAP18|93663	872.5903	ARHGAP18|93663	675.6536
ARHGAP19|84986	351.1163	ARHGAP19|84986	1162.9902
ARHGAP1|392	5603.8734	ARHGAP1|392	3018.3824
ARHGAP20|57569	86.0755	ARHGAP20|57569	571.0784
ARHGAP21|57584	1448.9375	ARHGAP21|57584	2453.0229
ARHGAP22|58504	41.2445	ARHGAP22|58504	60.86600000000001
ARHGAP23|57636	548.3726	ARHGAP23|57636	868.4641
ARHGAP24|83478	214.4714	ARHGAP24|83478	334.9673
ARHGAP25|9938	278.3108	ARHGAP25|9938	514.7059
ARHGAP26|23092	277.2348	ARHGAP26|23092	1463.6438
ARHGAP27|201176	351.8336	ARHGAP27|201176	639.2769999999999
ARHGAP28|79822	200.4842	ARHGAP28|79822	283.0882
ARHGAP29|9411	1539.6754	ARHGAP29|9411	3312.0915
ARHGAP30|257106	571.6847	ARHGAP30|257106	436.68300000000005
ARHGAP31|57514	1188.2005	ARHGAP31|57514	1238.1536
ARHGAP32|9743	2994.3513	ARHGAP32|9743	1981.6176
ARHGAP33|115703	202.6361	ARHGAP33|115703	86.1928
ARHGAP36|158763	282.6145	ARHGAP36|158763	68.6275
ARHGAP39|80728	305.2094	ARHGAP39|80728	229.5752
ARHGAP42|143872	156.7112	ARHGAP42|143872	194.3791
ARHGAP4|393	373.3525	ARHGAP4|393	258.1699
ARHGAP5|394	1831.9735	ARHGAP5|394	3035.9477
ARHGAP6|395	103.2906	ARHGAP6|395	125.4085
ARHGAP8|23779	231.4283	ARHGAP8|23779	303.0392
ARHGAP9|64333	111.8981	ARHGAP9|64333	73.1209
ARHGDIA|396	5828.7456	ARHGDIA|396	2904.4118
ARHGDIB|397	7698.0185	ARHGDIB|397	3142.1569
ARHGEF10L|55160	755.3125	ARHGEF10L|55160	1176.8791
ARHGEF10|9639	611.4947	ARHGEF10|9639	1216.5033
ARHGEF11|9826	1773.5139	ARHGEF11|9826	1274.1013
ARHGEF12|23365	6879.584	ARHGEF12|23365	6216.9118
ARHGEF15|22899	369.4073	ARHGEF15|22899	372.54900000000004
ARHGEF16|27237	452.6136	ARHGEF16|27237	259.8039
ARHGEF17|9828	1721.1513	ARHGEF17|9828	1549.8366
ARHGEF18|23370	1234.4661	ARHGEF18|23370	787.1732
ARHGEF19|128272	259.6611	ARHGEF19|128272	410.1307
ARHGEF1|9138	1103.2009	ARHGEF1|9138	923.2026
ARHGEF2|9181	2229.3553	ARHGEF2|9181	2159.3137
ARHGEF33|100271715	5.3797	ARHGEF33|100271715	15.9314
ARHGEF35|445328	1393.3471	ARHGEF35|445328	1561.2745
ARHGEF37|389337	735.9455	ARHGEF37|389337	2064.5425
ARHGEF38|54848	66.3499	ARHGEF38|54848	77.2059
ARHGEF3|50650	966.1974	ARHGEF3|50650	1736.9281
ARHGEF4|50649	42.6791	ARHGEF4|50649	171.1601
ARHGEF5|7984	689.3213	ARHGEF5|7984	1013.0719
ARHGEF6|9459	795.8397	ARHGEF6|9459	2622.9575
ARHGEF7|8874	926.0289	ARHGEF7|8874	1599.2647
ARHGEF9|23229	555.5456	ARHGEF9|23229	999.5915
ARID1A|8289	3777.6383	ARID1A|8289	3429.3301
ARID1B|57492	1375.056	ARID1B|57492	2815.3595
ARID2|196528	1544.6965	ARID2|196528	1127.8595
ARID3A|1820	96.8349	ARID3A|1820	18.3824
ARID3B|10620	72.0882	ARID3B|10620	128.6765
ARID4A|5926	377.6562	ARID4A|5926	946.8954
ARID4B|51742	1547.8096	ARID4B|51742	1984.0482
ARID5A|10865	1061.9564	ARID5A|10865	3140.1144
ARID5B|84159	1671.6578	ARID5B|84159	4442.8105
ARIH1|25820	2022.7741	ARIH1|25820	2184.232
ARIH2|10425	788.4946	ARIH2|10425	1716.9118
ARL10|285598	30.8437	ARL10|285598	80.0654
ARL11|115761	49.1348	ARL11|115761	51.0621
ARL13B|200894	200.1255	ARL13B|200894	273.6928
ARL15|54622	784.0043	ARL15|54622	488.5621
ARL16|339231	409.2173	ARL16|339231	397.8758
ARL17A|51326	65.4389	ARL17A|51326	56.9567
ARL1|400	3298.4847	ARL1|400	1968.1373
ARL2BP|23568	1919.8422	ARL2BP|23568	1329.2484
ARL2|402	1112.5258	ARL2|402	762.6634
ARL3|403	968.7080000000001	ARL3|403	656.8627
ARL4A|10124	286.20099999999996	ARL4A|10124	1370.5065
ARL4C|10123	841.388	ARL4C|10123	2828.4314
ARL4D|379	109.7463	ARL4D|379	217.3203
ARL5A|26225	933.2018	ARL5A|26225	508.1699
ARL5B|221079	253.9227	ARL5B|221079	233.2516
ARL6IP1|23204	5220.1201	ARL6IP1|23204	3469.3627
ARL6IP4|51329	1894.3782	ARL6IP4|51329	1479.9837
ARL6IP5|10550	3628.0821	ARL6IP5|10550	4011.0294
ARL6IP6|151188	206.5812	ARL6IP6|151188	246.732
ARL6|84100	62.0461	ARL6|84100	84.9673
ARL8A|127829	1518.1565	ARL8A|127829	1194.8529
ARL8B|55207	2041.7825	ARL8B|55207	1868.8725
ARL9|132946	6.097	ARL9|132946	8.9869
ARMC10|83787	1167.1909	ARMC10|83787	698.0106
ARMC1|55156	679.6378	ARMC1|55156	633.9869
ARMC2|84071	25.464000000000002	ARMC2|84071	36.7647
ARMC3|219681	39.4513	lowly_expressed	lowly_expressed
ARMC4|55130	25.8226	ARMC4|55130	5.3105
ARMC5|79798	299.8296	ARMC5|79798	261.0294
ARMC6|93436	608.9590000000001	ARMC6|93436	403.125
ARMC7|79637	324.935	ARMC7|79637	325.1634
ARMC8|25852	561.284	ARMC8|25852	821.4869
ARMC9|80210	446.5166	ARMC9|80210	319.0359
ARMCX1|51309	1737.2904	ARMCX1|51309	838.6438
ARMCX2|9823	1489.4647	ARMCX2|9823	1141.3399
ARMCX3|51566	3225.6792	ARMCX3|51566	2002.8595
ARMCX5|64860	529.7229	ARMCX5|64860	507.7614
ARMCX6|54470	314.1756	ARMCX6|54470	374.18300000000005
ARNT2|9915	1302.2505	ARNT2|9915	596.8137
ARNTL2|56938	42.6791	ARNTL2|56938	53.5131
ARNTL|406	232.0452	ARNTL|406	419.9346
ARNT|405	1679.1895	ARNT|405	1575.1634
ARPC1A|10552	2682.6863	ARPC1A|10552	1959.1503
ARPC1B|10095	2708.5089	ARPC1B|10095	1024.5098
ARPC2|10109	4314.5342	ARPC2|10109	3398.6928
ARPC3|10094	3997.4895	ARPC3|10094	2675.2451
ARPC4|10093	2961.6318	ARPC4|10093	2429.5425
ARPC5L|81873	764.6373	ARPC5L|81873	527.7778
ARPC5|10092	4525.0605	ARPC5|10092	2858.2516
ARPM1|84517	64.9153	ARPM1|84517	37.1732
ARPP19|10776	3626.2889	ARPP19|10776	2953.0229
ARRB1|408	647.7181	ARRB1|408	951.3889
ARRB2|409	497.086	ARRB2|409	575.5719
ARRDC1|92714	508.2041	ARRDC1|92714	479.9837
ARRDC2|27106	448.6685	ARRDC2|27106	550.6536
ARRDC3|57561	1312.6513	ARRDC3|57561	8162.5817
ARRDC4|91947	493.1409	ARRDC4|91947	1221.8137
ARSA|410	702.9499	ARSA|410	459.5588
ARSB|411	475.9258	ARSB|411	272.4673
ARSD|414	7251.5018	ARSD|414	3457.5163
ARSE|415	48.7761	ARSE|415	38.3987
ARSG|22901	331.3907	ARSG|22901	261.4379
ARSH|347527	10.0421	ARSH|347527	7.7614
ARSI|340075	98.6282	ARSI|340075	64.5425
ARSJ|79642	44.4723	ARSJ|79642	249.183
ARSK|153642	150.6321	ARSK|153642	164.2157
lowly_expressed	lowly_expressed	ART3|419	5.718999999999999
lowly_expressed	lowly_expressed	ART4|420	11.8464
ART5|116969	9.6835	ART5|116969	37.5817
ARTN|9048	10.7594	ARTN|9048	9.3954
ARV1|64801	1023.9397	ARV1|64801	379.902
ARVCF|421	175.3788	ARVCF|421	408.4967
AR|367	1300.8159	AR|367	475.0817
AS3MT|57412	208.0158	AS3MT|57412	228.5376
ASAH1|427	10306.4646	ASAH1|427	3630.719
ASAH2|56624	11.1181	ASAH2|56624	6.1275
ASAM|79827	260.3784	ASAM|79827	661.7647
ASAP1|50807	1167.7576	ASAP1|50807	1031.8627
ASAP2|8853	770.0169999999999	ASAP2|8853	809.6405
ASAP3|55616	2375.325	ASAP3|55616	1322.3039
ASB13|79754	860.0377	ASB13|79754	746.732
ASB14|142686	5.7384	ASB14|142686	14.7059
ASB16|92591	15.4972	ASB16|92591	16.0907
ASB1|51665	331.6955	ASB1|51665	670.3922
ASB2|51676	34.4302	ASB2|51676	44.5261
ASB3|51130	268.9859	ASB3|51130	379.6038
lowly_expressed	lowly_expressed	ASB4|51666	6.5359
lowly_expressed	lowly_expressed	ASB5|140458	13.8889
ASB6|140459	596.08	ASB6|140459	706.5237
ASB7|140460	473.7739	ASB7|140460	570.6699
ASB8|140461	860.0377	ASB8|140461	915.8497
ASB9|140462	16.4978	ASB9|140462	26.9608
ASCC1|51008	380.8841	ASCC1|51008	495.098
ASCC2|84164	814.8480000000001	ASCC2|84164	1061.2745
ASCC3|10973	943.2439999999999	ASCC3|10973	1359.4771
ASCL2|430	146.687	ASCL2|430	16.7484
ASF1A|25842	427.8669	ASF1A|25842	517.1569
ASF1B|55723	339.6396	ASF1B|55723	99.2647
ASGR1|432	5.3797	ASGR1|432	8.9869
lowly_expressed	lowly_expressed	ASGR2|433	7.7614
ASH1L|55870	4149.4737	ASH1L|55870	3838.1618
ASH2L|9070	1443.1991	ASH2L|9070	1263.0719
ASL|435	804.8059	ASL|435	419.1176
ASMTL|8623	976.9569	ASMTL|8623	658.9052
ASNA1|439	2079.4405	ASNA1|439	840.2778
ASNSD1|54529	1225.8585	ASNSD1|54529	1179.7386
ASNS|440	738.456	ASNS|440	403.1863
ASPA|443	23.3121	ASPA|443	34.7222
ASPHD1|253982	30.8437	ASPHD1|253982	36.3562
ASPHD2|57168	59.1769	ASPHD2|57168	46.1601
ASPH|444	4750.069	ASPH|444	5727.9861
ASPM|259266	237.7836	ASPM|259266	71.0784
ASPN|54829	1579.1267	ASPN|54829	298.2026
ASPRV1|151516	38.6802	ASPRV1|151516	89.32600000000001
ASPSCR1|79058	465.1663	ASPSCR1|79058	169.9346
ASRGL1|80150	98.2695	ASRGL1|80150	190.768
ASS1|445	647.3595	ASS1|445	2574.7549
ASTE1|28990	245.8818	ASTE1|28990	350.1103
ASTN1|460	22.2362	ASTN1|460	236.9281
ASTN2|23245	493.1409	ASTN2|23245	382.3529
ASXL1|171023	1676.6789	ASXL1|171023	2637.6634
ASXL2|55252	794.4051	ASXL2|55252	1041.2582
ASXL3|80816	24.3881	ASXL3|80816	34.3137
ATAD1|84896	918.1386	ATAD1|84896	1234.4771
ATAD2B|54454	442.2129	ATAD2B|54454	424.4281
ATAD2|29028	1109.6566	ATAD2|29028	499.5915
ATAD3A|55210	467.6769	ATAD3A|55210	311.2745
ATAD3B|83858	72.8055	ATAD3B|83858	129.4935
ATAD3C|219293	23.3121	ATAD3C|219293	147.8758
ATAD5|79915	68.5017	ATAD5|79915	90.6863
ATE1|11101	272.931	ATE1|11101	348.4477
ATF1|466	373.3525	ATF1|466	496.3235
ATF2|1386	553.0351	ATF2|1386	626.2255
ATF3|467	594.9969	ATF3|467	9776.9608
ATF4|468	2690.9352	ATF4|468	5908.9052
