gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
EDN3|1908	118.3517	EDN3|1908	924.7885
EDNRA|1909	2587.9253	EDNRA|1909	1181.1324
EDNRB|1910	324.3891	EDNRB|1910	1311.8951
EEA1|8411	871.1069	EEA1|8411	1390.8405
EED|8726	279.3483	EED|8726	422.1596
EEF1A1P9|441032	6826.0661	EEF1A1P9|441032	6620.4374
EEF1A1|1915	100881.1691	EEF1A1|1915	100598.3388
EEF1A2|1917	437.9492	EEF1A2|1917	159.7196
EEF1B2|1933	3938.1888	EEF1B2|1933	3801.265
EEF1D|1936	5168.6632	EEF1D|1936	5799.5885
EEF1E1|9521	276.9526	EEF1E1|9521	222.8149
EEF1G|1937	14550.551000000001	EEF1G|1937	18193.7057
EEF2K|29904	790.1294	EEF2K|29904	1896.2128
EEF2|1938	45716.8184	EEF2|1938	61574.6399
EEFSEC|60678	491.0446	EEFSEC|60678	330.0495
EEPD1|80820	286.5357	EEPD1|80820	420.6355
EFCAB1|79645	19.1663	EFCAB1|79645	114.3031
EFCAB2|84288	198.3709	EFCAB2|84288	135.9445
EFCAB4A|283229	147.5803	EFCAB4A|283229	1631.3343
EFCAB4B|84766	41.2075	EFCAB4B|84766	483.1212
EFCAB6|64800	47.9157	EFCAB6|64800	185.3235
EFCAB7|84455	181.1212	EFCAB7|84455	307.5516
EFEMP1|2202	1616.1955	EFEMP1|2202	3728.111
EFEMP2|30008	2827.0244	EFEMP2|30008	1038.4821
EFHA1|221154	573.5506	EFHA1|221154	815.6671
EFHA2|286097	63.7278	EFHA2|286097	156.6715
EFHB|151651	23.9578	EFHB|151651	51.5126
EFHC1|114327	298.0355	EFHC1|114327	681.8563
EFHC2|80258	49.3531	EFHC2|80258	22.5558
EFHD1|80303	5209.8706	EFHD1|80303	8152.0994
EFHD2|79180	985.6253	EFHD2|79180	522.7463
EFNA1|1942	3247.2448	EFNA1|1942	1583.4794
EFNA3|1944	450.2156	EFNA3|1944	173.1311
EFNA4|1945	331.2889	EFNA4|1945	266.0977
EFNA5|1946	540.9679	EFNA5|1946	401.7374
EFNB1|1947	1019.6454	EFNB1|1947	715.69
EFNB2|1948	1103.9769999999999	EFNB2|1948	1555.4370000000001
EFNB3|1949	283.6608	EFNB3|1949	565.7243
EFR3A|23167	2367.9923	EFR3A|23167	1959.0033
EFR3B|22979	124.5807	EFR3B|22979	114.3031
EFS|10278	551.0302	EFS|10278	1375.2953
EFTUD1|79631	962.6258	EFTUD1|79631	753.7911
EFTUD2|9343	2576.0709	EFTUD2|9343	1478.9301
EGFL6|25975	117.8725	EGFL6|25975	109.1214
EGFL7|51162	1041.6866	EGFL7|51162	481.2924
EGFL8|80864	64.207	EGFL8|80864	157.3847
EGFLAM|133584	359.8467	EGFLAM|133584	594.0715
EGFR|1956	542.8845	EGFR|1956	2188.4904
EGF|1950	340.2012	EGF|1950	701.9736
EGLN1|54583	1050.3115	EGLN1|54583	1168.6352
EGLN2|112398	1523.7183	EGLN2|112398	1022.4339
EGLN3|112399	274.5568	EGLN3|112399	309.3805
EGOT|100126791	18.6871	EGOT|100126791	53.3415
EGR1|1958	6134.1639	EGR1|1958	46849.6533
EGR2|1959	472.9276	EGR2|1959	3563.8192
EGR3|1960	344.0345	EGR3|1960	4202.3927
EHBP1L1|254102	474.8443	EHBP1L1|254102	1060.7331
EHBP1|23301	1074.7484	EHBP1|23301	1410.3482
EHD1|10938	1139.9138	EHD1|10938	756.8391
EHD2|30846	5165.7882	EHD2|30846	3281.2619
EHD3|30845	820.3162	EHD3|30845	708.0698
EHD4|30844	1443.2199	EHD4|30844	1328.3548
EHF|26298	1028.2702	EHF|26298	4866.5701
EHHADH|1962	208.4332	EHHADH|1962	310.9045
EHMT1|79813	1045.5199	EHMT1|79813	1667.3017
EHMT2|10919	1310.4935	EHMT2|10919	1494.7802
EI24|9538	2121.2266	EI24|9538	2263.8116
EID1|23741	4257.3071	EID1|23741	3640.3261
EID2B|126272	29.2286	EID2B|126272	40.5395
EID2|163126	317.6809	EID2|163126	162.158
EID3|493861	33.541	EID3|493861	48.7693
EIF1AD|84285	655.4863	EIF1AD|84285	445.9346
EIF1AX|1964	1379.4921	EIF1AX|1964	2216.8711
EIF1B|10289	576.4255	EIF1B|10289	710.2035
EIF1|10209	13881.6483	EIF1|10209	9114.6841
EIF2AK1|27102	6739.6263	EIF2AK1|27102	3274.1568
EIF2AK2|5610	424.5328	EIF2AK2|5610	472.1481
EIF2AK3|9451	820.3162	EIF2AK3|9451	938.2001
EIF2AK4|440275	1724.9641	EIF2AK4|440275	1711.8037
EIF2A|83939	2026.3536	EIF2A|83939	2311.9713
EIF2B1|1967	1135.1222	EIF2B1|1967	1013.4878
EIF2B2|8892	365.1174	EIF2B2|8892	396.5557
EIF2B3|8891	528.989	EIF2B3|8891	440.4481
EIF2B4|8890	810.7331	EIF2B4|8890	807.4373
EIF2B5|8893	1137.518	EIF2B5|8893	1147.9083
EIF2C1|26523	878.7734	EIF2C1|26523	1231.4257
EIF2C2|27161	117.3934	EIF2C2|27161	146.6128
EIF2C3|192669	139.4346	EIF2C3|192669	252.0765
EIF2C4|192670	276.4734	EIF2C4|192670	827.5547
EIF2S1|1965	1095.8313	EIF2S1|1965	1317.0769
EIF2S2|8894	1283.1816	EIF2S2|8894	985.1406
EIF2S3|1968	6995.2084	EIF2S3|1968	4823.2874
EIF3A|8661	4301.3896	EIF3A|8661	7688.7907
EIF3B|8662	4612.3622	EIF3B|8662	2855.1398
EIF3CL|728689	9988.0498	EIF3CL|728689	10435.5467
EIF3C|8663	72.3239	EIF3C|8663	96.801
EIF3D|8664	4745.5678	EIF3D|8664	5479.5397
EIF3E|3646	4663.6320000000005	EIF3E|3646	7747.9235
EIF3F|8665	2852.8989	EIF3F|8665	2551.2459
EIF3G|8666	2091.4566	EIF3G|8666	2347.8808
EIF3H|8667	4756.5884	EIF3H|8667	3729.635
EIF3I|8668	4582.1754	EIF3I|8668	3105.0918
EIF3J|8669	1429.3244	EIF3J|8669	1281.1095
EIF3K|27335	3010.5414	EIF3K|27335	2040.9967
EIF3L|51386	7964.0632	EIF3L|51386	10712.1847
EIF3M|10480	2429.2525	EIF3M|10480	2243.6242
EIF4A1|1973	8194.068000000001	EIF4A1|1973	6848.2755
EIF4A2|1974	6231.4327	EIF4A2|1974	10240.6462
EIF4A3|9775	1780.5462	EIF4A3|9775	1426.5031
EIF4B|1975	7590.7475	EIF4B|1975	12993.5807
EIF4E2|9470	1437.9492	EIF4E2|9470	1071.4014
EIF4E3|317649	983.2295	EIF4E3|317649	1110.7216
EIF4EBP1|1978	376.6172	EIF4EBP1|1978	206.3553
EIF4EBP2|1979	3846.6699	EIF4EBP2|1979	4626.3812
EIF4EBP3|8637	254.8682	EIF4EBP3|8637	305.8325
EIF4ENIF1|56478	803.0666	EIF4ENIF1|56478	859.8644
EIF4E|1977	326.7849	EIF4E|1977	447.1539
EIF4G1|1981	6706.276999999999	EIF4G1|1981	7175.7982
EIF4G2|1982	20827.5036	EIF4G2|1982	17155.2237
EIF4G3|8672	2113.5601	EIF4G3|8672	2188.8288
EIF4H|7458	2935.7929999999997	EIF4H|7458	4400.5182
EIF5A2|56648	324.3891	EIF5A2|56648	144.4792
EIF5AL1|143244	948.2511	EIF5AL1|143244	695.8775
EIF5A|1984	3902.7312	EIF5A|1984	2574.7161
EIF5B|9669	3793.4835	EIF5B|9669	2969.1382
EIF5|1983	4090.0815	EIF5|1983	4935.152
EIF6|3692	2097.748	EIF6|3692	1179.6083
ELAC1|55520	103.1241	ELAC1|55520	140.858
ELAC2|60528	1508.3852	ELAC2|60528	1227.4632
ELAVL1|1994	2035.4576	ELAVL1|1994	1371.3328
ELAVL2|1993	11.4998	ELAVL2|1993	6.401
ELAVL3|1995	14.3747	lowly_expressed	lowly_expressed
ELF1|1997	1594.6334	ELF1|1997	2559.1709
ELF2|1998	1052.2281	ELF2|1998	1176.5602
ELF3|1999	2342.597	ELF3|1999	3415.0728
ELF4|2000	863.9195	ELF4|2000	376.1335
ELF5|2001	64.207	ELF5|2001	1943.1532
ELFN1|392617	125.5391	ELFN1|392617	40.2347
ELFN2|114794	9.104	lowly_expressed	lowly_expressed
ELK1|2002	856.253	ELK1|2002	654.1187
ELK3|2004	1180.1629	ELK3|2004	850.1105
ELK4|2005	188.3086	ELK4|2005	234.7024
ELL2|22936	921.8975	ELL2|22936	1297.874
ELL3|80237	284.4418	ELL3|80237	151.8189
ELL|8178	396.7417	ELL|8178	452.3356
ELMO1|9844	699.0896	ELMO1|9844	425.8173
ELMO2|63916	1611.4039	ELMO2|63916	922.6549
ELMO3|79767	634.4034	ELMO3|79767	462.6991
ELMOD1|55531	11.0206	lowly_expressed	lowly_expressed
ELMOD2|255520	254.9114	ELMOD2|255520	223.4245
ELMOD3|84173	381.8879	ELMOD3|84173	522.7463
ELN|2006	3120.2683	ELN|2006	1300.922
ELOF1|84337	1183.9962	ELOF1|84337	528.8425
ELOVL1|64834	2377.5755	ELOVL1|64834	979.9589
ELOVL2|54898	243.4116	ELOVL2|54898	379.1816
ELOVL3|83401	18.6871	lowly_expressed	lowly_expressed
ELOVL4|6785	88.64399999999999	ELOVL4|6785	62.1809
ELOVL5|60481	17819.8371	ELOVL5|60481	5942.8484
ELOVL6|79071	441.3033	ELOVL6|79071	142.6503
ELOVL7|79993	192.62099999999998	ELOVL7|79993	238.0553
lowly_expressed	lowly_expressed	ELP2P|100131454	12.802
ELP2|55250	1749.8802	ELP2|55250	2460.1082
ELP3|55140	647.3407	ELP3|55140	687.038
ELP4|26610	282.7024	ELP4|26610	239.8842
ELTD1|64123	1235.7451	ELTD1|64123	775.4324
EMB|133418	2278.8692	EMB|133418	829.0787
EMCN|51705	514.1351	EMCN|51705	594.9859
EMD|2010	1049.8323	EMD|2010	695.8775
EME1|146956	42.0316	EME1|146956	9.6502
lowly_expressed	lowly_expressed	EME2|197342	15.5452
EMG1|10436	290.369	EMG1|10436	270.6698
EMID1|129080	53.6655	EMID1|129080	171.6071
lowly_expressed	lowly_expressed	EMID2|136227	7.925
EMILIN1|11117	2614.758	EMILIN1|11117	2023.6226
EMILIN2|84034	208.4332	EMILIN2|84034	1058.2946
EMILIN3|90187	18.8213	EMILIN3|90187	717.6865
EML1|2009	887.3982	EML1|2009	488.6078
EML2|24139	800.6708	EML2|24139	755.9064
EML3|256364	882.1275	EML3|256364	893.3933
EML4|27436	1170.1006	EML4|27436	1321.9538
EML5|161436	13.4164	EML5|161436	172.2167
EML6|400954	12.9372	EML6|400954	45.7213
EMP1|2012	5242.4533	EMP1|2012	6100.1295
EMP2|2013	4475.3234	EMP2|2013	3523.8894
EMP3|2014	1008.1457	EMP3|2014	266.7073
EMR1|2015	12.4581	EMR1|2015	5.1817
EMR2|30817	78.5817	EMR2|30817	154.233
lowly_expressed	lowly_expressed	EMR4P|326342	7.0106
EMX2OS|196047	160.9966	EMX2OS|196047	86.8704
EMX2|2018	76.6651	EMX2|2018	39.0155
EN1|2019	99.6646	EN1|2019	23.1654
ENAH|55740	4564.9257	ENAH|55740	3569.3058
ENC1|8507	2045.0407	ENC1|8507	774.707
ENDOD1|23052	1652.1322	ENDOD1|23052	1922.7311
ENDOG|2021	145.2084	ENDOG|2021	54.6948
ENDOU|8909	6.229	ENDOU|8909	14.0212
ENGASE|64772	183.0379	ENGASE|64772	533.4146
ENG|2022	4579.3004	ENG|2022	2683.5327
ENHO|375704	6.7082	ENHO|375704	111.5599
ENKUR|219670	10.5414	lowly_expressed	lowly_expressed
ENO1|2023	12716.8184	ENO1|2023	15804.9227
ENO2|2026	377.0963	ENO2|2026	300.8458
ENO3|2027	8.6248	ENO3|2027	52.7318
ENOPH1|58478	835.6493	ENOPH1|58478	687.3428
ENOSF1|55556	182.6018	ENOSF1|55556	680.378
ENOX1|55068	138.4763	ENOX1|55068	43.5876
ENOX2|10495	356.0134	ENOX2|10495	370.9518
ENPEP|2028	482.9899	ENPEP|2028	297.1881
ENPP1|5167	1244.3699	ENPP1|5167	1356.0924
ENPP2|5168	749.4011	ENPP2|5168	2027.5852
lowly_expressed	lowly_expressed	ENPP3|5169	118.8753
ENPP4|22875	630.091	ENPP4|22875	546.2166
ENPP5|59084	1205.0791	ENPP5|59084	1239.9604
ENPP6|133121	26.8328	ENPP6|133121	118.5704
ENSA|2029	4827.9828	ENSA|2029	2996.8757
ENTPD1|953	4145.1845	ENTPD1|953	1861.7664
ENTPD2|954	167.7048	ENTPD2|954	342.9094
ENTPD3|956	111.6435	ENTPD3|956	71.9348
ENTPD4|9583	509.3436	ENTPD4|9583	479.1587
ENTPD5|957	157.6234	ENTPD5|957	524.1241
ENTPD6|955	1618.5913	ENTPD6|955	1159.491
ENTPD7|57089	924.9066	ENTPD7|57089	345.5643
ENTPD8|377841	6.7082	ENTPD8|377841	21.3366
ENY2|56943	472.4485	ENY2|56943	321.8776
EOMES|8320	22.9995	EOMES|8320	9.1443
EP300|2033	3331.5764	EP300|2033	4718.7381
EP400NL|347918	113.5601	EP400NL|347918	242.3226
EP400|57634	1329.6598	EP400|57634	2311.6665
EPAS1|2034	5604.2166	EPAS1|2034	5257.6393
EPB41L1|2036	1647.3407	EPB41L1|2036	1417.6636
EPB41L2|2037	1820.7954	EPB41L2|2037	3149.8895
EPB41L3|23136	2395.7834	EPB41L3|23136	772.0796
EPB41L4A|64097	543.3637	EPB41L4A|64097	778.4805
EPB41L4B|54566	180.6421	EPB41L4B|54566	879.9817
EPB41L5|57669	389.5544	EPB41L5|57669	990.0175
EPB41|2035	866.1332	EPB41|2035	1312.7212
EPB49|2039	356.9717	EPB49|2039	408.1384
EPC1|80314	633.9243	EPC1|80314	1247.2758
EPC2|26122	769.0465	EPC2|26122	1344.8144
EPCAM|4072	3377.5755	EPCAM|4072	3125.2
EPDR1|54749	963.5841	EPDR1|54749	301.4555
EPHA10|284656	35.4576	EPHA10|284656	67.0578
EPHA1|2041	134.643	EPHA1|2041	423.9884
EPHA2|1969	294.2022	EPHA2|1969	595.9003
EPHA3|2042	49.8323	EPHA3|2042	69.8011
EPHA4|2043	282.2233	EPHA4|2043	418.8067
lowly_expressed	lowly_expressed	EPHA6|285220	7.6202
lowly_expressed	lowly_expressed	EPHA7|2045	40.8443
EPHA8|2046	51.7489	lowly_expressed	lowly_expressed
EPHB1|2047	75.2276	EPHB1|2047	492.8751
EPHB2|2048	206.9957	EPHB2|2048	61.2665
EPHB3|2049	1910.8769	EPHB3|2049	2244.6087
EPHB4|2050	1051.7489	EPHB4|2050	2259.8491
EPHB6|2051	97.2688	EPHB6|2051	434.6567
EPHX1|2052	6321.9933	EPHX1|2052	1540.5014
EPHX2|2053	287.9732	EPHX2|2053	763.2401
EPHX3|79852	17.7288	EPHX3|79852	6.0962
EPHX4|253152	27.7911	EPHX4|253152	32.3097
EPM2AIP1|9852	1026.3536	EPM2AIP1|9852	1523.1273
EPM2A|7957	128.414	EPM2A|7957	164.5965
EPN1|29924	1775.2755	EPN1|29924	1204.6026
EPN2|22905	977.4796	EPN2|22905	1502.0956
EPN3|55040	944.4178	EPN3|55040	380.6172
EPOR|2057	102.0604	EPOR|2057	149.5298
EPPK1|83481	67.0819	EPPK1|83481	410.272
EPR1|8475	154.3987	EPR1|8475	10.6683
EPRS|2058	4254.4322	EPRS|2058	2912.7486
EPS15L1|58513	1009.1039999999999	EPS15L1|58513	927.8366
EPS15|2060	1724.0057	EPS15|2060	2144.6316
EPS8L1|54869	390.0335	EPS8L1|54869	641.012
EPS8L2|64787	1020.6037	EPS8L2|64787	1566.7149
EPS8L3|79574	23.4787	lowly_expressed	lowly_expressed
EPS8|2059	927.1682	EPS8|2059	1749.2951
EPSTI1|94240	236.2242	EPSTI1|94240	65.8386
EPT1|85465	1054.6239	EPT1|85465	1239.3508
EPYC|1833	674.6526	lowly_expressed	lowly_expressed
ERAL1|26284	1160.9966	ERAL1|26284	829.9931
ERAP1|51752	2921.15	ERAP1|51752	2092.6983
ERAP2|64167	101.5812	ERAP2|64167	131.982
ERBB2IP|55914	2839.9617	lowly_expressed	lowly_expressed
ERBB2|2064	5955.4384	ERBB2|2064	7363.5602
ERBB3|2065	4223.287	ERBB3|2065	7990.2461
ERBB4|2066	893.6272	ERBB4|2066	2919.4544
ERC1|23085	1390.9919	ERC1|23085	1919.3782
ERC2|26059	5.7499	ERC2|26059	18.5933
ERCC1|2067	1218.9746	ERCC1|2067	824.5066
ERCC2|2068	269.7652	ERCC2|2068	305.5948
ERCC3|2071	1094.3939	ERCC3|2071	1213.1372
ERCC4|2072	232.391	ERCC4|2072	392.2883
ERCC5|2073	1648.7782	ERCC5|2073	1980.3978
ERCC6L|54821	48.873999999999995	ERCC6L|54821	13.1068
ERCC6|2074	253.6272	ERCC6|2074	642.914
ERCC8|1161	121.7058	ERCC8|1161	152.4042
EREG|2069	273.1193	EREG|2069	507.8107
ERF|2077	878.7734	ERF|2077	884.8586
ERGIC1|57222	10608.528999999999	ERGIC1|57222	3666.8445
ERGIC2|51290	644.4657	ERGIC2|51290	534.0242
ERGIC3|51614	5057.978	ERGIC3|51614	3753.1052
ERG|2078	595.5918	ERG|2078	569.9916
ERH|2079	1207.4748	ERH|2079	1005.8676
ERI1|90459	375.6588	ERI1|90459	318.5247
ERI2|112479	314.092	ERI2|112479	555.3395
ERI3|79033	1264.9736	ERI3|79033	648.0226
ERICH1|157697	130.8098	ERICH1|157697	320.0488
ERLEC1|27248	2120.7475	ERLEC1|27248	1588.3563
ERLIN1|10613	994.7293	ERLIN1|10613	1263.4306
ERLIN2|11160	1364.6382	ERLIN2|11160	2885.3159
ERMAP|114625	529.4681	ERMAP|114625	557.4945
ERMN|57471	111.6435	ERMN|57471	7.0106
ERMP1|79956	930.5989	ERMP1|79956	1875.0895
ERN1|2081	101.1021	ERN1|2081	559.6281
ERO1LB|56605	485.3857	ERO1LB|56605	833.0412
ERO1L|30001	646.3824	ERO1L|30001	541.6444
ERP27|121506	309.0561	ERP27|121506	167.9494
ERP29|10961	1699.0896	ERP29|10961	2741.7511
ERP44|23071	1749.8802	ERP44|23071	1418.5781
ERRFI1|54206	1121.2266	ERRFI1|54206	9505.4484
ESAM|90952	1353.1385	ESAM|90952	583.7080000000001
ESCO1|114799	541.4471	ESCO1|114799	912.5962
ESCO2|157570	20.1246	ESCO2|157570	12.1923
ESD|2098	1811.6914	ESD|2098	1980.9495
ESF1|51575	425.4911	ESF1|51575	646.1937
ESM1|11082	274.5568	ESM1|11082	136.5541
ESPL1|9700	107.8103	ESPL1|9700	32.0049
ESPNL|339768	18.6871	ESPNL|339768	50.2934
ESPN|83715	289.4106	ESPN|83715	105.4637
ESR1|2099	3699.0896	ESR1|2099	3289.4917
lowly_expressed	lowly_expressed	ESR2|2100	16.1548
ESRP1|54845	1640.6325	ESRP1|54845	1829.1549
ESRP2|80004	849.5448	ESRP2|80004	1175.3410000000001
ESRRA|2101	258.2655	ESRRA|2101	322.79200000000003
lowly_expressed	lowly_expressed	ESRRB|2103	18.8981
ESRRG|2104	49.3531	ESRRG|2104	525.7944
ESYT1|23344	2648.7782	ESYT1|23344	3569.6106
ESYT2|57488	3513.1768	ESYT2|57488	4291.7016
ESYT3|83850	15.333	ESYT3|83850	74.678
ETAA1|54465	311.4518	ETAA1|54465	498.0568
ETF1|2107	2655.9655	ETF1|2107	2473.8246
ETFA|2108	945.8553	ETFA|2108	911.0722
ETFB|2109	447.0532	ETFB|2109	608.7023
ETFDH|2110	348.3469	ETFDH|2110	425.8173
ETHE1|23474	522.2808	ETHE1|23474	343.8238
ETNK1|55500	1368.4715	ETNK1|55500	1913.5868
ETNK2|55224	871.586	ETNK2|55224	518.1742
ETS1|2113	4137.9971	ETS1|2113	3042.597
ETS2|2114	1404.4082	ETS2|2114	2093.7286
ETV1|2115	947.2928	ETV1|2115	1230.8161
ETV2|2116	7.1874	ETV2|2116	5.4866
lowly_expressed	lowly_expressed	ETV3L|440695	35.053000000000004
ETV3|2117	222.8079	ETV3|2117	445.6298
ETV4|2118	142.7887	ETV4|2118	615.1033
ETV5|2119	634.8826	ETV5|2119	2106.5305
ETV6|2120	1297.0771	ETV6|2120	2318.9819
ETV7|51513	63.7278	ETV7|51513	18.2885
EVC2|132884	212.7456	EVC2|132884	328.2786
EVC|2121	1728.8644	EVC|2121	1503.2325
EVI2A|2123	401.5333	EVI2A|2123	121.0089
EVI2B|2124	451.3656	EVI2B|2124	258.1727
EVI5L|115704	331.0973	EVI5L|115704	253.2957
EVI5|7813	471.4902	EVI5|7813	604.435
EVL|51466	1346.9094	EVL|51466	3115.7509999999997
EVPL|2125	744.1303	EVPL|2125	578.5263
EWSR1|2130	3007.1874	EWSR1|2130	3836.0131
EXD2|55218	623.3828	EXD2|55218	1061.3427
EXD3|54932	128.414	EXD3|54932	203.0024
EXO1|9156	85.2899	EXO1|9156	15.5452
EXOC1|55763	950.1677	EXOC1|55763	1006.4772
EXOC2|55770	1182.0795	EXOC2|55770	1312.5048
EXOC3L2|90332	104.4562	EXOC3L2|90332	50.5982
EXOC3L|283849	72.7072	EXOC3L|283849	72.0262
EXOC3|11336	1075.2276	EXOC3|11336	1211.9180000000001
EXOC4|60412	1331.0973	EXOC4|60412	1681.6277
EXOC5|10640	1136.5597	EXOC5|10640	1336.2798
EXOC6B|23233	166.2674	EXOC6B|23233	279.2045
EXOC6|54536	517.0101	EXOC6|54536	531.281
EXOC7|23265	2949.2094	EXOC7|23265	3598.5674
EXOC8|149371	461.4279	EXOC8|149371	565.4195
EXOG|9941	147.1011	EXOG|9941	113.0839
EXOSC10|5394	1648.7782	EXOSC10|5394	1998.9332
EXOSC1|51013	519.4058	EXOSC1|51013	247.5044
EXOSC2|23404	369.4298	EXOSC2|23404	428.5605
EXOSC3|51010	228.5577	EXOSC3|51010	223.1197
EXOSC4|54512	256.828	EXOSC4|54512	142.9551
EXOSC5|56915	365.1174	EXOSC5|56915	249.0284
EXOSC6|118460	321.035	EXOSC6|118460	289.2631
EXOSC7|23016	357.93	EXOSC7|23016	466.05199999999996
EXOSC8|11340	153.4739	EXOSC8|11340	277.909
EXOSC9|5393	520.5606	EXOSC9|5393	435.4279
EXPH5|23086	187.8294	EXPH5|23086	452.6404
EXT1|2131	1438.9075	EXT1|2131	1018.6695
EXT2|2132	3179.2046	EXT2|2132	2053.1891
EXTL1|2134	29.2286	EXTL1|2134	211.537
EXTL2|2135	466.2195	EXTL2|2135	600.1676
EXTL3|2137	813.6080000000001	EXTL3|2137	990.932
EYA1|2138	11.0206	EYA1|2138	8.8394
EYA2|2139	1252.0364	EYA2|2139	531.281
EYA3|2140	113.081	EYA3|2140	290.7872
EYA4|2070	11.4998	lowly_expressed	lowly_expressed
EYS|346007	14.8539	EYS|346007	24.3847
EZH1|2145	915.1893	EZH1|2145	1795.9308
EZH2|2146	124.1016	EZH2|2146	111.8647
EZR|7430	6322.9516	EZR|7430	4038.7107
F10|2159	145.1845	F10|2159	196.2966
F11R|50848	5090.5894	F11R|50848	3240.4176
F12|2161	132.7264	F12|2161	14.0212
F13A1|2162	3147.5803	F13A1|2162	925.703
F2RL1|2150	590.8002	F2RL1|2150	261.8304
F2RL2|2151	2808.8165	F2RL2|2151	978.7396
F2RL3|9002	99.6646	F2RL3|9002	43.2828
F2R|2149	4530.9056	F2R|2149	2103.1776
F3|2152	349.7844	F3|2152	1212.8324
F5|2153	13.8955	F5|2153	26.5183
F7|2155	10.5414	F7|2155	25.6039
F8A1|8263	146.1428	F8A1|8263	64.3146
F8|2157	408.2463	F8|2157	705.0217
FA2H|79152	53.1864	FA2H|79152	75.2877
FAAH2|158584	606.1332	FAAH2|158584	244.1515
FAAH|2166	761.38	FAAH|2166	509.0299
FABP3|2170	84.8107	FABP3|2170	80.1646
FABP4|2167	1451.3656	FABP4|2167	1547.5120000000002
FABP5|2171	204.5999	FABP5|2171	60.0472
FABP6|2172	24.9161	lowly_expressed	lowly_expressed
FABP7|2173	11.4998	FABP7|2173	188.6764
FADD|8772	563.0091	FADD|8772	339.5565
FADS1|3992	1181.792	FADS1|3992	244.4563
FADS2|9415	2261.907	FADS2|9415	658.0812
FADS3|3995	435.0743	FADS3|3995	174.3504
FAF1|11124	830.3785	FAF1|11124	919.9116
FAF2|23197	2421.1787	FAF2|23197	1486.5503
FAHD1|81889	577.8342	FAHD1|81889	370.01599999999996
FAHD2A|51011	276.4734	FAHD2A|51011	332.2411
FAHD2B|151313	200.2875	FAHD2B|151313	230.4351
FAH|2184	1293.723	FAH|2184	494.704
FAIM2|23017	77.1442	FAIM2|23017	115.8272
FAIM3|9214	441.8543	FAIM3|9214	151.8555
FAIM|55179	192.1418	FAIM|55179	253.6005
FAM100A|124402	310.9727	FAM100A|124402	222.2053
FAM100B|283991	518.4475	FAM100B|283991	318.5247
FAM101A|144347	117.8725	FAM101A|144347	195.3822
FAM101B|359845	1135.6013	FAM101B|359845	418.1971
FAM102A|399665	4561.0925	FAM102A|399665	2336.6608
FAM102B|284611	852.4197	FAM102B|284611	1619.4468
FAM103A1|83640	401.9262	FAM103A1|83640	269.1153
FAM104A|84923	961.0925	FAM104A|84923	685.1513
FAM104B|90736	248.6823	FAM104B|90736	215.8043
FAM105A|54491	566.8424	FAM105A|54491	213.9755
FAM105B|90268	392.4293	FAM105B|90268	554.1416
FAM106A|80039	13.8955	FAM106A|80039	15.5452
lowly_expressed	lowly_expressed	FAM106C|100129396	10.3635
FAM107A|11170	125.5391	FAM107A|11170	722.7006
FAM107B|83641	1830.3785	FAM107B|83641	1695.3441
FAM108A1|81926	448.9698	FAM108A1|81926	234.3976
FAM108B1|51104	307.1394	FAM108B1|51104	419.1115
FAM108C1|58489	700.5271	FAM108C1|58489	290.7872
FAM109A|144717	321.9933	FAM109A|144717	263.3544
FAM109B|150368	695.7355	FAM109B|150368	265.7929
FAM10A4|145165	287.494	FAM10A4|145165	420.9403
FAM110A|83541	474.8443	FAM110A|83541	255.7342
FAM110B|90362	326.7849	FAM110B|90362	403.8711
FAM110C|642273	8.6248	FAM110C|642273	32.0049
FAM111A|63901	818.3996	FAM111A|63901	1213.7469
FAM111B|374393	255.8697	FAM111B|374393	28.3472
FAM113A|64773	427.8869	FAM113A|64773	549.8743
FAM113B|91523	236.2242	FAM113B|91523	248.4188
FAM114A1|92689	1546.7178	FAM114A1|92689	746.7805
FAM114A2|10827	707.7144	FAM114A2|10827	494.704
FAM115A|9747	475.8026	FAM115A|9747	1062.8667
FAM115C|285966	236.6842	FAM115C|285966	707.4084
FAM116A|201627	600.3833	FAM116A|201627	1332.6221
FAM116B|414918	423.5745	FAM116B|414918	249.0284
FAM117A|81558	556.3009	FAM117A|81558	703.1929
FAM117B|150864	299.9521	FAM117B|150864	643.4504
FAM118A|55007	310.0144	FAM118A|55007	453.5548
FAM118B|79607	249.6406	FAM118B|79607	209.7081
FAM119A|151194	176.8088	FAM119A|151194	146.0032
FAM119B|25895	230.9535	FAM119B|25895	429.1702
FAM120AOS|158293	1072.5347	FAM120AOS|158293	1095.3532
FAM120A|23196	5208.7302	FAM120A|23196	4615.2313
FAM120B|84498	1147.1011	FAM120B|84498	1299.3980000000001
FAM120C|54954	367.9923	FAM120C|54954	420.6355
FAM122A|116224	563.9674	FAM122A|116224	944.2963
FAM122B|159090	463.3445	FAM122B|159090	754.7055
FAM122C|159091	25.3953	FAM122C|159091	43.5876
FAM123B|139285	198.85	FAM123B|139285	214.8899
FAM124A|220108	26.3536	FAM124A|220108	46.3309
FAM124B|79843	98.2271	FAM124B|79843	26.8231
FAM125A|93343	653.0906	FAM125A|93343	403.5663
FAM125B|89853	273.1193	FAM125B|89853	460.2606
