gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
ALOX12P2|245	39.0567	ALOX12P2|245	26.7281
ALOX15B|247	9.58	ALOX15B|247	121.1388
lowly_expressed	lowly_expressed	ALOX15|246	20.6928
ALOX5AP|241	429.2557	ALOX5AP|241	757.0099
ALOX5|240	457.6271	ALOX5|240	916.5166
ALPK1|80216	3362.9329	ALPK1|80216	974.715
ALPK2|115701	114.9595	ALPK2|115701	117.69
ALPK3|57538	80.6927	ALPK3|57538	108.637
ALPL|249	181.6507	ALPL|249	693.6384
ALS2CL|259173	214.8121	ALS2CL|259173	357.3811
ALS2CR11|151254	27.6345	ALS2CR11|151254	5.1732
ALS2CR4|65062	516.2122	ALS2CR4|65062	955.7466
ALS2CR8|79800	163.9646	ALS2CR8|79800	279.7833
ALS2|57679	1026.1606	ALS2|57679	660.8749
ALX3|257	14.3699	ALX3|257	28.4525
lowly_expressed	lowly_expressed	ALX4|60529	20.2617
AMACR|23600	273.0287	AMACR|23600	190.1147
AMBRA1|55626	1391.6728	AMBRA1|55626	1011.7895
AMD1|262	1897.5682	AMD1|262	2844.8227
AMDHD1|144193	5.1584	AMDHD1|144193	17.244
AMDHD2|51005	96.7833	AMDHD2|51005	174.1425
AMFR|267	4925.2027	AMFR|267	2418.4657
AMICA1|120425	72.2181	AMICA1|120425	742.3526
AMIGO1|57463	60.059	AMIGO1|57463	119.8455
AMIGO2|347902	175.748	AMIGO2|347902	753.13
AMIGO3|386724	48.6367	AMIGO3|386724	75.4423
AMMECR1L|83607	1012.5276	AMMECR1L|83607	889.3573
AMMECR1|9949	697.1260000000001	AMMECR1|9949	370.3141
AMN1|196394	90.6411	AMN1|196394	170.7152
AMOTL1|154810	350.4053	AMOTL1|154810	2342.1612
AMOTL2|51421	1636.3301	AMOTL2|51421	1863.6412
AMOT|154796	2331.6139	AMOT|154796	1096.2849
lowly_expressed	lowly_expressed	AMPD1|270	44.4032
AMPD2|271	1066.3228	AMPD2|271	822.1059
AMPD3|272	514.3699	AMPD3|272	575.0861
AMPH|273	42.0044	AMPH|273	40.5233
AMTN|401138	89.1673	AMTN|401138	10.3464
AMT|275	56.157	AMT|275	177.1343
AMY1A|276	56.0059	AMY1A|276	27.5903
lowly_expressed	lowly_expressed	AMY2A|279	6.4665
AMY2B|280	175.9506	AMY2B|280	485.4865
AMZ1|155185	6.6323	AMZ1|155185	11.2086
AMZ2P1|201283	203.7583	AMZ2P1|201283	191.8391
AMZ2|51321	2055.269	AMZ2|51321	1092.405
ANAPC10|10393	142.594	ANAPC10|10393	128.0364
ANAPC11|51529	579.9558	ANAPC11|51529	409.11300000000006
ANAPC13|25847	1115.21	ANAPC13|25847	805.4267
ANAPC16|119504	1089.1673	ANAPC16|119504	2039.5296
ANAPC1|64682	828.6662	ANAPC1|64682	924.2764
ANAPC2|29882	499.2631	ANAPC2|29882	622.507
ANAPC4|29945	664.7015	ANAPC4|29945	744.077
ANAPC5|51433	2336.4038	ANAPC5|51433	2462.8689
ANAPC7|51434	1380.2506	ANAPC7|51434	978.5949
ANGEL1|23357	397.9366	ANGEL1|23357	702.2604
ANGEL2|90806	634.1194	ANGEL2|90806	834.6078
ANGPT1|284	62.2697	ANGPT1|284	246.1576
ANGPT2|285	169.4915	ANGPT2|285	312.9779
ANGPTL1|9068	68.902	ANGPTL1|9068	387.9891
ANGPTL2|23452	387.6197	ANGPTL2|23452	1492.0338
ANGPTL4|51129	63.7436	ANGPTL4|51129	326.342
ANGPTL5|253935	23.213	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL6|83854	11.187000000000001
lowly_expressed	lowly_expressed	ANGPTL7|10218	31.0391
ANG|283	53.5851	ANG|283	119.0178
ANK1|286	14.3699	ANK1|286	100.4461
ANK2|287	93.5888	ANK2|287	1269.1556
ANK3|288	2626.3817	ANK3|288	1578.6847
ANKAR|150709	48.2682	lowly_expressed	lowly_expressed
ANKDD1A|348094	43.1098	ANKDD1A|348094	115.1034
ANKFY1|51479	1899.0420000000001	ANKFY1|51479	3235.8295
ANKHD1-EIF4EBP3|404734	767.6861	ANKHD1-EIF4EBP3|404734	1182.121
ANKHD1|54882	1464.1268	ANKHD1|54882	2688.7259999999997
ANKH|56172	4036.8459999999995	ANKH|56172	2399.4973
ANKIB1|54467	2833.0877	ANKIB1|54467	1760.1774
ANKK1|255239	7.7377	ANKK1|255239	24.5726
ANKLE1|126549	5.1584	ANKLE1|126549	26.7281
ANKLE2|23141	3596.1679999999997	ANKLE2|23141	1807.1672
ANKMY1|51281	200.0737	ANKMY1|51281	275.4723
ANKMY2|57037	303.2424	ANKMY2|57037	525.0786
ANKRA2|57763	149.9632	ANKRA2|57763	280.6455
ANKRD10|55608	730.748	ANKRD10|55608	1989.0436
ANKRD11|29123	4251.6102	ANKRD11|29123	2880.8539
ANKRD12|23253	1741.7097	ANKRD12|23253	2235.2486
ANKRD13A|88455	1210.0221	ANKRD13A|88455	1965.8117
ANKRD13B|124930	152.1739	ANKRD13B|124930	196.5812
ANKRD13C|81573	747.9735	ANKRD13C|81573	699.2427
ANKRD13D|338692	408.62199999999996	ANKRD13D|338692	508.6969
ANKRD16|54522	131.1717	ANKRD16|54522	139.6761
ANKRD17|26057	6943.2572	ANKRD17|26057	4213.9933
ANKRD19|138649	27.6345	ANKRD19|138649	30.608
ANKRD1|27063	98.7472	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	6.4665
ANKRD20B|729171	6.2638	ANKRD20B|729171	9.0531
ANKRD22|118932	999.2631	ANKRD22|118932	123.7254
ANKRD23|200539	39.0567	ANKRD23|200539	56.0429
ANKRD24|170961	8.843	ANKRD24|170961	34.919000000000004
ANKRD26P1|124149	14.3699	lowly_expressed	lowly_expressed
ANKRD26|22852	316.8755	ANKRD26|22852	325.9109
ANKRD27|84079	1902.3581	ANKRD27|84079	896.686
ANKRD28|23243	1291.0833	ANKRD28|23243	1413.5738
ANKRD29|147463	8.4746	ANKRD29|147463	206.9275
lowly_expressed	lowly_expressed	ANKRD30A|91074	157.3512
lowly_expressed	lowly_expressed	ANKRD30B|374860	15.9507
lowly_expressed	lowly_expressed	ANKRD31|256006	6.0354
ANKRD32|84250	126.7502	ANKRD32|84250	180.1994
ANKRD34A|284615	9.2115	ANKRD34A|284615	21.9861
ANKRD34B|340120	32.7929	ANKRD34B|340120	12.933
lowly_expressed	lowly_expressed	ANKRD35|148741	121.1388
ANKRD36BP1|84832	476.787	ANKRD36BP1|84832	340.5683
ANKRD36B|57730	29.1083	ANKRD36B|57730	62.0783
ANKRD36|375248	246.1312	ANKRD36|375248	442.7387
ANKRD37|353322	86.706	ANKRD37|353322	118.8842
ANKRD39|51239	111.2749	ANKRD39|51239	99.1528
ANKRD40|91369	1617.1702	ANKRD40|91369	1407.1073
ANKRD42|338699	237.2881	ANKRD42|338699	230.638
lowly_expressed	lowly_expressed	ANKRD43|134548	50.8697
ANKRD44|91526	259.7642	ANKRD44|91526	427.2192
ANKRD45|339416	78.1135	ANKRD45|339416	17.244
ANKRD46|157567	274.6279	ANKRD46|157567	460.9958
ANKRD49|54851	290.3464	ANKRD49|54851	513.8701
ANKRD50|57182	4682.3876	ANKRD50|57182	1287.6929
ANKRD52|283373	998.8946	ANKRD52|283373	1651.9716
ANKRD53|79998	9.9484	ANKRD53|79998	17.6751
ANKRD54|129138	348.1945	ANKRD54|129138	269.0058
lowly_expressed	lowly_expressed	ANKRD55|79722	35.3501
ANKRD56|345079	120.4864	ANKRD56|345079	103.4638
ANKRD57|65124	540.899	ANKRD57|65124	732.4373
ANKRD58|347454	14.7384	ANKRD58|347454	34.0568
ANKRD5|63926	644.8047	ANKRD5|63926	219.4294
ANKRD6|22881	238.2977	ANKRD6|22881	349.5825
ANKRD9|122416	14.7384	ANKRD9|122416	26.296999999999997
ANKS1A|23294	1455.7848	ANKS1A|23294	1160.5187
ANKS1B|56899	120.8548	ANKS1B|56899	42.6788
ANKS3|124401	222.5497	ANKS3|124401	226.7581
ANKS6|203286	422.9919	ANKS6|203286	280.6455
ANKZF1|55139	457.6271	ANKZF1|55139	897.9793
ANLN|54443	1874.3552	ANLN|54443	379.3672
ANO10|55129	581.7981	ANO10|55129	484.1242
ANO1|55107	714.0752	ANO1|55107	3896.2733
lowly_expressed	lowly_expressed	ANO2|57101	28.4525
ANO3|63982	17.3176	ANO3|63982	19.3995
lowly_expressed	lowly_expressed	ANO4|121601	8.622
ANO5|203859	80.6927	ANO5|203859	24.5726
ANO6|196527	2042.3729	ANO6|196527	2832.3208
ANO7|50636	22.4761	ANO7|50636	6.0354
ANO8|57719	130.0663	ANO8|57719	297.8894
ANO9|338440	158.0693	ANO9|338440	280.6455
ANP32A|8125	2281.5033	ANP32A|8125	2603.8383
ANP32B|10541	3802.8740000000003	ANP32B|10541	3466.8986
ANP32E|81611	4369.1968	ANP32E|81611	2163.2551
ANPEP|290	298.4525	ANPEP|290	3753.1484
ANTXR1|84168	1978.6293	ANTXR1|84168	4606.7245
ANTXR2|118429	2086.9565	ANTXR2|118429	1322.1808
ANUBL1|93550	155.4901	ANUBL1|93550	231.5002
ANXA11|311	2176.4923	ANXA11|311	3197.0306
ANXA1|301	7896.4628	ANXA1|301	10806.7911
ANXA2P1|303	87.325	ANXA2P1|303	45.6965
ANXA2P2|304	6478.6293	ANXA2P2|304	4386.8640000000005
ANXA2P3|305	10.6853	lowly_expressed	lowly_expressed
ANXA2|302	17564.4805	ANXA2|302	10523.559
ANXA3|306	3030.2137	ANXA3|306	890.6506
ANXA4|307	3419.3073	ANXA4|307	1305.3679
ANXA5|308	17819.4547	ANXA5|308	6987.6846
ANXA6|309	3028.0029	ANXA6|309	5362.01
ANXA7|310	2953.2056	ANXA7|310	2657.7257
ANXA8L2|244	734.3405	ANXA8L2|244	305.6492
ANXA8|653145	1356.6102	ANXA8|653145	1050.1573
ANXA9|8416	77.3766	ANXA9|8416	71.5624
AOAH|313	257.9219	AOAH|313	283.6632
lowly_expressed	lowly_expressed	AOC2|314	17.6751
AOC3|8639	103.1688	AOC3|8639	1829.5844
AOX1|316	25.7922	AOX1|316	538.0116
AP1AR|55435	1767.1334	AP1AR|55435	610.0052
AP1B1|162	3998.1577	AP1B1|162	3051.3191
AP1G1|164	8763.8172	AP1G1|164	2987.0854
AP1G2|8906	384.0125	AP1G2|8906	1295.2716
AP1M1|8907	511.4223	AP1M1|8907	889.3573
AP1M2|10053	375.829	AP1M2|10053	639.3199
AP1S1|1174	878.7767	AP1S1|1174	479.3821
AP1S2|8905	334.93	AP1S2|8905	696.6561
AP1S3|130340	483.7878	AP1S3|130340	246.1576
AP2A1|160	2419.4289	AP2A1|160	1488.6497
AP2A2|161	1553.7951	AP2A2|161	1427.8001
AP2B1|163	9702.6529	AP2B1|163	6291.8907
AP2M1|1173	6207.8113	AP2M1|1173	4241.5836
AP2S1|1175	779.2926	AP2S1|1175	656.5639
AP3B1|8546	1462.4171	AP3B1|8546	1428.6623
AP3B2|8120	492.6308	AP3B2|8120	49.5764
AP3D1|8943	2929.2557	AP3D1|8943	2886.2082
AP3M1|26985	1179.0715	AP3M1|26985	1418.3159
AP3M2|10947	291.4517	AP3M2|10947	516.8878
AP3S1|1176	631.5402	AP3S1|1176	839.3499
AP3S2|10239	1754.65	AP3S2|10239	1332.8462
AP4B1|10717	564.4473	AP4B1|10717	542.3657
AP4E1|23431	789.6094	AP4E1|23431	576.8105
AP4M1|9179	371.8165	AP4M1|9179	266.4839
AP4S1|11154	35.0037	AP4S1|11154	88.8064
APAF1|317	703.7583	APAF1|317	744.5081
APBA1|320	133.7509	APBA1|320	397.0422
APBA2|321	159.1746	APBA2|321	227.6203
APBA3|9546	166.1754	APBA3|9546	200.4611
APBB1IP|54518	449.52099999999996	APBB1IP|54518	974.715
APBB1|322	235.4458	APBB1|322	600.521
APBB2|323	2598.3788	APBB2|323	1266.569
APBB3|10307	90.6411	APBB3|10307	334.964
APCDD1L|164284	34.2668	APCDD1L|164284	520.3366
APCDD1|147495	158.0693	APCDD1|147495	711.7445
APC|324	1011.0538	APC|324	1322.6119
APEH|327	628.9609	APEH|327	1274.7599
APEX1|328	1322.0339	APEX1|328	2773.6913
APEX2|27301	606.1164	APEX2|27301	484.9864
APH1A|51107	4387.2513	APH1A|51107	3703.1409
APH1B|83464	473.4709	APH1B|83464	495.3328
API5|8539	3159.9116	API5|8539	2859.48
APIP|51074	873.2682	APIP|51074	359.4763
APITD1|378708	416.5586	APITD1|378708	197.0381
APLF|200558	249.0789	APLF|200558	103.0327
APLNR|187	346.7207	APLNR|187	706.5714
APLN|8862	78.8504	APLN|8862	60.3539
APLP1|333	200.8106	APLP1|333	44.4032
APLP2|334	19451.7318	APLP2|334	9663.0853
APOA1BP|128240	834.1931	APOA1BP|128240	649.6663
APOB48R|55911	276.3449	APOB48R|55911	399.6288
APOBEC3A|200315	207.0744	APOBEC3A|200315	8.1909
APOBEC3B|9582	971.2601	APOBEC3B|9582	197.4434
APOBEC3C|27350	474.9447	APOBEC3C|27350	737.6105
APOBEC3D|140564	246.8681	APOBEC3D|140564	322.8932
APOBEC3F|200316	489.3147	APOBEC3F|200316	424.6326
APOBEC3G|60489	796.9786	APOBEC3G|60489	785.4625
APOBEC3H|164668	32.4245	APOBEC3H|164668	18.5373
lowly_expressed	lowly_expressed	APOB|338	13.3641
APOC1|341	701.916	APOC1|341	1419.1781
APOC2|344	36.1091	APOC2|344	112.948
APOD|347	8631.1717	APOD|347	6283.6998
APOE|348	5701.1791	APOE|348	4136.3954
APOL1|8542	5056.3744	APOL1|8542	2107.2122
APOL2|23780	1284.8195	APOL2|23780	1332.0961
APOL3|80833	1202.6529	APOL3|80833	1376.9304
APOL4|80832	288.1356	APOL4|80832	418.5972
APOL6|80830	5054.1636	APOL6|80830	3702.2787
APOLD1|81575	681.6507	APOLD1|81575	2790.5042
lowly_expressed	lowly_expressed	APOM|55937	35.7812
APOOL|139322	457.6271	APOOL|139322	194.8568
APOO|79135	328.6662	APOO|79135	159.5067
APPBP2|10513	2500.3685	APPBP2|10513	1282.0886
APPL1|26060	1596.168	APPL1|26060	2160.6685
APPL2|55198	848.563	APPL2|55198	1030.7578
APP|351	58631.5402	APP|351	30753.7444
APRT|353	1162.4908	APRT|353	1127.7551
APTX|54840	294.3994	APTX|54840	442.7387
AQP11|282679	12.1592	AQP11|282679	12.5019
AQP1|358	959.8379	AQP1|358	6191.4446
AQP3|360	55.6374	AQP3|360	568.6197
AQP4|361	559.6905	AQP4|361	28.0214
AQP5|362	548.2682	AQP5|362	550.9446
AQP6|363	15.1069	AQP6|363	10.7775
lowly_expressed	lowly_expressed	AQP7P1|375719	20.6928
lowly_expressed	lowly_expressed	AQP7|364	116.3967
AQP9|366	217.0228	AQP9|366	16.3818
lowly_expressed	lowly_expressed	AQPEP|206338	21.1239
AQR|9716	907.885	AQR|9716	1168.7095
ARAF|369	841.5623	ARAF|369	989.8034
ARAP1|116985	1726.8939	ARAP1|116985	2768.4492
ARAP2|116984	1722.1813	ARAP2|116984	1099.7337
ARAP3|64411	251.6581	ARAP3|64411	506.1103
ARCN1|372	6330.8769	ARCN1|372	4208.8201
lowly_expressed	lowly_expressed	ARC|23237	186.6659
AREG|374	68.5335	AREG|374	656.995
ARF1|375	8068.901999999999	ARF1|375	6598.4021
ARF3|377	3772.2918	ARF3|377	4325.2168
ARF4|378	4699.3368	ARF4|378	3302.2188
ARF5|381	943.9683	ARF5|381	1689.0245
ARF6|382	2127.8556	ARF6|382	3919.9837
ARFGAP1|55738	1410.8327	ARFGAP1|55738	1079.0409
ARFGAP2|84364	1374.3552	ARFGAP2|84364	1670.0777
ARFGAP3|26286	2012.1592	ARFGAP3|26286	1518.7620000000002
ARFGEF1|10565	2825.0663	ARFGEF1|10565	2190.5264
ARFGEF2|10564	5656.227	ARFGEF2|10564	2543.4844
ARFIP1|27236	1318.3493	ARFIP1|27236	948.4179
ARFIP2|23647	1404.9374	ARFIP2|23647	885.0464
ARFRP1|10139	515.8438	ARFRP1|10139	518.6122
ARG2|384	89.6942	ARG2|384	118.1341
ARGLU1|55082	1341.5623	ARGLU1|55082	3738.9221
ARHGAP10|79658	565.5859	ARHGAP10|79658	409.5441
ARHGAP11A|9824	574.7973	ARHGAP11A|9824	312.9779
ARHGAP11B|89839	32.4245	ARHGAP11B|89839	28.0214
ARHGAP12|94134	1316.8755	ARHGAP12|94134	1144.568
ARHGAP15|55843	95.4311	ARHGAP15|55843	306.5114
ARHGAP17|55114	1496.3154	ARHGAP17|55114	1670.0777
ARHGAP18|93663	953.9425	ARHGAP18|93663	900.1348
ARHGAP19|84986	218.4967	ARHGAP19|84986	878.5799
ARHGAP1|392	2778.1872	ARHGAP1|392	2585.301
ARHGAP20|57569	40.5306	ARHGAP20|57569	324.1865
ARHGAP21|57584	3511.4223	ARHGAP21|57584	2415.0169
ARHGAP22|58504	123.434	ARHGAP22|58504	187.9592
ARHGAP23|57636	441.7833	lowly_expressed	lowly_expressed
ARHGAP24|83478	94.6942	ARHGAP24|83478	422.4771
ARHGAP25|9938	617.9071	ARHGAP25|9938	1267.0001
ARHGAP26|23092	875.829	ARHGAP26|23092	1410.9872
ARHGAP27|201176	1163.9167	ARHGAP27|201176	972.9733
ARHGAP28|79822	491.8939	ARHGAP28|79822	192.2702
ARHGAP29|9411	3249.8158	ARHGAP29|9411	3963.0936
ARHGAP30|257106	981.2085	ARHGAP30|257106	2555.5552
ARHGAP31|57514	2443.2572	ARHGAP31|57514	1435.1288
ARHGAP32|9743	2492.2623	ARHGAP32|9743	1259.2403
ARHGAP33|115703	151.0685	ARHGAP33|115703	111.2236
ARHGAP39|80728	504.0531	ARHGAP39|80728	223.7404
ARHGAP42|143872	886.0980000000001	ARHGAP42|143872	215.8901
ARHGAP4|393	382.0929	ARHGAP4|393	1441.5952
ARHGAP5|394	2855.1953	ARHGAP5|394	2442.6072
ARHGAP6|395	17.6861	ARHGAP6|395	66.8204
ARHGAP8|23779	417.4724	ARHGAP8|23779	240.1739
ARHGAP9|64333	205.6006	ARHGAP9|64333	691.4829
ARHGDIA|396	4137.0671	ARHGDIA|396	4052.3311
ARHGDIB|397	4157.3324	ARHGDIB|397	7449.8228
ARHGEF10L|55160	1473.1024	ARHGEF10L|55160	1266.1379
ARHGEF10|9639	865.1437	ARHGEF10|9639	965.6619
ARHGEF11|9826	3211.4959	ARHGEF11|9826	1312.6966
ARHGEF12|23365	8292.5571	ARHGEF12|23365	4574.3921
ARHGEF15|22899	95.4311	ARHGEF15|22899	431.9613
ARHGEF16|27237	760.8696	ARHGEF16|27237	135.3651
ARHGEF17|9828	1147.7524	ARHGEF17|9828	1343.3047
ARHGEF18|23370	683.1245	ARHGEF18|23370	1254.4982
ARHGEF19|128272	1071.4812	ARHGEF19|128272	536.7183
ARHGEF1|9138	1759.7642	ARHGEF1|9138	3086.6692
ARHGEF2|9181	1310.2432	ARHGEF2|9181	2308.9665
ARHGEF33|100271715	62.6382	ARHGEF33|100271715	16.8129
ARHGEF35|445328	550.479	ARHGEF35|445328	631.5601
ARHGEF37|389337	554.5321	ARHGEF37|389337	879.0110000000001
ARHGEF38|54848	107.9587	ARHGEF38|54848	22.4172
ARHGEF3|50650	889.8305	ARHGEF3|50650	1343.3047
ARHGEF4|50649	26.8976	ARHGEF4|50649	155.1957
ARHGEF5|7984	549.0052	ARHGEF5|7984	690.1896
ARHGEF6|9459	1103.1688	ARHGEF6|9459	1990.3843
ARHGEF7|8874	1011.7907	ARHGEF7|8874	1594.6354
ARHGEF9|23229	1564.112	ARHGEF9|23229	782.8759
ARID1A|8289	3456.8902	ARID1A|8289	3646.2358
ARID1B|57492	1492.6308	ARID1B|57492	2596.0785
ARID2|196528	140.0147	ARID2|196528	1238.5476
ARID3A|1820	41.2675	ARID3A|1820	90.9619
ARID3B|10620	79.5873	ARID3B|10620	217.2739
ARID4A|5926	452.8371	ARID4A|5926	870.8201
ARID4B|51742	3136.2049	ARID4B|51742	2343.6657
ARID5A|10865	477.1555	ARID5A|10865	1995.5575
ARID5B|84159	1957.2587	ARID5B|84159	4931.7732
ARIH1|25820	3081.7981	ARIH1|25820	2218.4357
ARIH2|10425	900.4348	ARIH2|10425	1706.2901
ARL10|285598	12.8961	ARL10|285598	80.6155
ARL11|115761	152.9108	ARL11|115761	109.4992
ARL13A|392509	8.843	lowly_expressed	lowly_expressed
ARL13B|200894	308.0324	ARL13B|200894	335.8262
ARL14|80117	14.7384	lowly_expressed	lowly_expressed
ARL15|54622	224.7605	ARL15|54622	500.506
ARL16|339231	468.3125	ARL16|339231	411.2685
ARL17A|51326	123.5925	ARL17A|51326	112.4306
ARL17B|641522	5.3832	lowly_expressed	lowly_expressed
ARL1|400	3557.1113	ARL1|400	1690.7705
ARL2BP|23568	2298.8209	ARL2BP|23568	1349.34
ARL2|402	683.493	ARL2|402	658.7194
ARL3|403	319.8231	ARL3|403	372.4696
ARL4A|10124	227.7082	ARL4A|10124	1158.7943
ARL4C|10123	2161.3854	ARL4C|10123	3066.4076
ARL4D|379	21.0022	ARL4D|379	103.0327
ARL5A|26225	1088.0619	ARL5A|26225	1050.1573
ARL5B|221079	634.1194	ARL5B|221079	462.5693
ARL6IP1|23204	5280.7664	ARL6IP1|23204	3856.1809999999996
ARL6IP4|51329	895.7259	ARL6IP4|51329	1262.258
ARL6IP5|10550	4317.2439	ARL6IP5|10550	5382.2717
ARL6IP6|151188	669.86	ARL6IP6|151188	312.1157
ARL6|84100	78.1135	ARL6|84100	86.6509
ARL8A|127829	861.4591	ARL8A|127829	943.6758
ARL8B|55207	1561.5328	ARL8B|55207	2079.1907
ARL9|132946	14.7384	ARL9|132946	50.0075
ARMC10|83787	721.4001	ARMC10|83787	675.9849
ARMC1|55156	969.7863	ARMC1|55156	757.8721
ARMC2|84071	15.1069	ARMC2|84071	53.4563
ARMC3|219681	15.4753	ARMC3|219681	5.6043
ARMC5|79798	185.7038	ARMC5|79798	231.0691
ARMC6|93436	256.7207	ARMC6|93436	417.3039
ARMC7|79637	257.5534	ARMC7|79637	243.571
ARMC8|25852	1082.9035	ARMC8|25852	861.7669999999999
ARMC9|80210	237.2881	ARMC9|80210	215.1184
ARMCX1|51309	76.2712	ARMCX1|51309	533.2695
ARMCX2|9823	837.8777	ARMCX2|9823	770.3739999999999
ARMCX3|51566	2258.6588	ARMCX3|51566	1718.7919
ARMCX5|64860	410.8327	ARMCX5|64860	399.6288
ARMCX6|54470	175.7553	ARMCX6|54470	162.9554
ARNT2|9915	1830.5085	ARNT2|9915	1006.1852
ARNTL2|56938	371.0391	ARNTL2|56938	178.9061
ARNTL|406	308.0324	ARNTL|406	568.6197
ARNT|405	1945.8364	ARNT|405	1515.3132
ARPC1A|10552	2009.9668	ARPC1A|10552	1585.5823
ARPC1B|10095	4062.9882	ARPC1B|10095	3155.2140000000004
ARPC2|10109	4853.7214	ARPC2|10109	5219.7474
ARPC3|10094	3902.3581	ARPC3|10094	3255.2290000000003
ARPC4|10093	2078.0472	ARPC4|10093	3000.2339
ARPC5L|81873	930.7296	ARPC5L|81873	683.7231
ARPC5|10092	7567.4282	ARPC5|10092	4232.9616
ARPM1|84517	106.4849	ARPM1|84517	34.0568
ARPP19|10776	4144.4363	ARPP19|10776	3510.4396
ARRB1|408	386.8828	ARRB1|408	590.6057
ARRB2|409	578.4819	ARRB2|409	1065.6769
ARRDC1|92714	551.9528	ARRDC1|92714	567.3264
ARRDC2|27106	480.4716	ARRDC2|27106	1252.7739
ARRDC3|57561	1409.7273	ARRDC3|57561	7751.5921
ARRDC4|91947	1023.2130000000001	ARRDC4|91947	1300.6258
lowly_expressed	lowly_expressed	ARRDC5|645432	18.1062
ARSA|410	1326.8239	ARSA|410	750.1124
ARSB|411	849.6684	ARSB|411	470.7602
ARSD|414	3960.2063	ARSD|414	1938.2213
ARSE|415	96.9049	ARSE|415	22.8482
ARSG|22901	19.5284	ARSG|22901	132.3474
ARSI|340075	57.8482	ARSI|340075	101.7394
ARSJ|79642	1012.1592	ARSJ|79642	278.9211
ARSK|153642	113.4856	ARSK|153642	156.9201
ART3|419	957.9956	ART3|419	113.8102
ART4|420	29.8452	ART4|420	27.5903
lowly_expressed	lowly_expressed	ART5|116969	5.6043
lowly_expressed	lowly_expressed	ARTN|9048	9.4842
ARV1|64801	404.2004	ARV1|64801	336.6884
ARVCF|421	86.2196	ARVCF|421	305.2181
lowly_expressed	lowly_expressed	ARX|170302	5.6043
AR|367	9.2115	AR|367	163.3865
AS3MT|57412	179.8084	AS3MT|57412	181.4927
ASAH1|427	4524.3183	ASAH1|427	4433.4227
ASAH2B|653308	11.7907	ASAH2B|653308	5.1732
ASAM|79827	416.3596	ASAM|79827	407.3886
ASAP1|50807	3144.4363	ASAP1|50807	1834.3265
ASAP2|8853	2894.6205	ASAP2|8853	767.3563
ASAP3|55616	1409.7273	ASAP3|55616	1214.8371
ASB13|79754	514.0015	ASB13|79754	638.4577
ASB14|142686	6.6323	ASB14|142686	19.8306
ASB16|92591	22.3213	ASB16|92591	17.2871
ASB1|51665	465.2911	ASB1|51665	814.7427
ASB2|51676	25.0553	ASB2|51676	142.2627
ASB3|51130	574.4289	ASB3|51130	373.7629
ASB6|140459	573.8799	ASB6|140459	685.7579
ASB7|140460	506.6323	ASB7|140460	522.9232
ASB8|140461	415.9912	ASB8|140461	756.1477
ASB9|140462	189.0199	ASB9|140462	57.7673
ASCC1|51008	462.7856	ASCC1|51008	435.8411
ASCC2|84164	1144.0678	ASCC2|84164	1171.7272
ASCC3|10973	2120.4864	ASCC3|10973	1623.519
ASCL1|429	26.5291	lowly_expressed	lowly_expressed
ASCL2|430	78.1135	ASCL2|430	15.0885
ASF1A|25842	455.4164	ASF1A|25842	587.5880000000001
ASF1B|55723	423.3604	ASF1B|55723	267.2814
lowly_expressed	lowly_expressed	ASGR1|432	11.2086
lowly_expressed	lowly_expressed	ASGR2|433	11.2086
ASH1L|55870	5191.6249	ASH1L|55870	3380.1313
ASH2L|9070	1009.58	ASH2L|9070	1039.3798
ASL|435	357.406	ASL|435	374.6251
ASMTL|8623	176.1238	ASMTL|8623	611.2985
ASNA1|439	497.4208	ASNA1|439	764.3386
ASNSD1|54529	964.6279	ASNSD1|54529	944.1069
ASNS|440	624.9079	ASNS|440	516.8878
ASPA|443	9.58	ASPA|443	28.4525
ASPHD1|253982	27.6345	ASPHD1|253982	28.0214
ASPHD2|57168	65.9543	ASPHD2|57168	101.7394
ASPH|444	4444.9926	ASPH|444	4071.7435
ASPM|259266	1086.2196	ASPM|259266	500.9371
ASPN|54829	240.2358	ASPN|54829	381.5227
ASPRV1|151516	49.0236	ASPRV1|151516	62.2464
ASPSCR1|79058	305.0847	ASPSCR1|79058	225.4648
ASRGL1|80150	224.392	ASRGL1|80150	175.4573
ASS1|445	3659.5431	ASS1|445	985.9235
ASTE1|28990	125.2284	ASTE1|28990	240.7645
ASTN1|460	7.7377	ASTN1|460	76.3045
ASTN2|23245	102.0634	ASTN2|23245	131.9163
ASXL1|171023	1947.3102	ASXL1|171023	2523.2228
ASXL2|55252	2040.899	ASXL2|55252	1300.6258
lowly_expressed	lowly_expressed	ASXL3|80816	46.1276
ATAD1|84896	1600.5895	ATAD1|84896	1142.4125
ATAD2B|54454	1173.1761	ATAD2B|54454	710.0201
ATAD2|29028	3452.4687	ATAD2|29028	821.2437
ATAD3A|55210	432.5718	ATAD3A|55210	392.3001
ATAD3B|83858	136.3301	ATAD3B|83858	231.5002
ATAD3C|219293	8.1061	ATAD3C|219293	70.7002
ATAD5|79915	334.93	ATAD5|79915	202.6166
ATE1|11101	226.9713	ATE1|11101	281.0766
