gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
lowly_expressed	lowly_expressed	C1orf101|257044	22.5718
C1orf103|55791	1290.0232	C1orf103|55791	496.58
C1orf104|284618	27.471	C1orf104|284618	56.9254
C1orf106|55765	72.5058	C1orf106|55765	110.8071
C1orf107|27042	996.2297	C1orf107|27042	840.2873
C1orf109|54955	686.1949	C1orf109|54955	330.3694
C1orf112|55732	276.2616	C1orf112|55732	119.4665
C1orf113|79729	290.4553	C1orf113|79729	128.7756
C1orf114|57821	7.8306	lowly_expressed	lowly_expressed
C1orf115|79762	329.7564	C1orf115|79762	1841.9973
C1orf116|79098	1546.4037	C1orf116|79098	441.1765
C1orf122|127687	819.6346	C1orf122|127687	368.1566
C1orf123|54987	402.8422	C1orf123|54987	862.8591
C1orf124|83932	269.7216	C1orf124|83932	215.1163
C1orf125|126859	22.3318	lowly_expressed	lowly_expressed
C1orf126|200197	20.8788	C1orf126|200197	60.2804
C1orf128|57095	1573.9559	C1orf128|57095	1098.8372
C1orf130|400746	71.3457	C1orf130|400746	75.5814
C1orf131|128061	254.9304	C1orf131|128061	238.3721
C1orf133|574036	10.1508	C1orf133|574036	48.2216
C1orf135|79000	242.4594	C1orf135|79000	13.6799
C1orf144|26099	2185.6148	C1orf144|26099	2958.2763
lowly_expressed	lowly_expressed	C1orf150|148823	20.5198
C1orf151|440574	894.0574	C1orf151|440574	952.6094
lowly_expressed	lowly_expressed	C1orf152|767846	6.8399
C1orf156|92342	179.2343	C1orf156|92342	269.1518
C1orf159|54991	196.6357	C1orf159|54991	71.8194
lowly_expressed	lowly_expressed	C1orf161|126868	14.0219
C1orf162|128346	156.3225	C1orf162|128346	229.8222
C1orf163|65260	558.8747	C1orf163|65260	175.1026
C1orf168|199920	55.6845	C1orf168|199920	31.1218
C1orf170|84808	39.4432	C1orf170|84808	7.5239
C1orf172|126695	322.7958	C1orf172|126695	201.4364
C1orf173|127254	21.1717	C1orf173|127254	112.5171
C1orf174|339448	246.2297	C1orf174|339448	375.171
lowly_expressed	lowly_expressed	C1orf175|374977	49.0082
C1orf182|128229	5.8005	lowly_expressed	lowly_expressed
C1orf183|55924	27.2622	C1orf183|55924	83.7893
C1orf186|440712	5.2204	C1orf186|440712	46.1696
C1orf190|541468	9.7738	C1orf190|541468	30.4891
C1orf192|257177	61.1949	C1orf192|257177	33.8577
C1orf194|127003	15.0812	lowly_expressed	lowly_expressed
C1orf198|84886	1564.6752	C1orf198|84886	5297.1956
C1orf201|90529	130.2204	C1orf201|90529	214.4323
C1orf203|84852	35.3944	C1orf203|84852	102.9583
C1orf204|284677	15.029000000000002	C1orf204|284677	44.0971
C1orf210|149466	302.4942	C1orf210|149466	138.8509
C1orf212|113444	822.7958	C1orf212|113444	570.7934
C1orf213|148898	38.5934	C1orf213|148898	61.538999999999994
C1orf216|127703	630.5104	C1orf216|127703	357.3871
C1orf21|81563	551.0441	C1orf21|81563	3391.5869
C1orf220|400798	22.6218	C1orf220|400798	6.156000000000001
C1orf226|400793	954.1763	C1orf226|400793	880.643
lowly_expressed	lowly_expressed	C1orf229|388759	13.3379
C1orf25|81627	407.7726	C1orf25|81627	667.5787
C1orf26|54823	80.0464	C1orf26|54823	196.9904
C1orf27|54953	716.6473	C1orf27|54953	813.9535
C1orf31|388753	263.3411	C1orf31|388753	184.3365
C1orf35|79169	239.8492	C1orf35|79169	109.0971
C1orf38|9473	283.6427	C1orf38|9473	319.7674
C1orf43|25912	6810.9049	C1orf43|25912	4980.8482
C1orf50|79078	137.471	C1orf50|79078	159.3707
C1orf51|148523	441.1253	C1orf51|148523	225.7182
C1orf52|148423	490.1392	C1orf52|148423	361.1491
C1orf53|388722	25.232	C1orf53|388722	19.8358
C1orf54|79630	76.8561	C1orf54|79630	79.6854
C1orf55|163859	1561.1949	C1orf55|163859	758.2079
C1orf56|54964	100.6148	C1orf56|54964	122.8078
C1orf57|84284	372.6798	C1orf57|84284	535.5677
C1orf58|148362	234.3068	C1orf58|148362	431.2141
C1orf59|113802	36.5429	C1orf59|113802	227.7702
C1orf63|57035	660.6729	C1orf63|57035	241.1081
C1orf64|149563	452.1462	C1orf64|149563	243.84400000000002
C1orf66|51093	220.4176	C1orf66|51093	464.4323
C1orf69|200205	216.6473	C1orf69|200205	223.3242
C1orf74|148304	82.9466	C1orf74|148304	88.9193
C1orf77|26097	1487.239	C1orf77|26097	1291.7237
C1orf83|127428	161.8329	C1orf83|127428	244.18599999999998
C1orf84|149469	17.1955	C1orf84|149469	14.2408
C1orf85|112770	765.0812	C1orf85|112770	912.4487
C1orf86|199990	446.3283	C1orf86|199990	154.6751
C1orf88|128344	115.7193	C1orf88|128344	158.3447
C1orf89|79363	22.3318	C1orf89|79363	20.1778
C1orf91|56063	167.5232	C1orf91|56063	131.3269
C1orf93|127281	1555.3393	C1orf93|127281	452.5034
C1orf95|375057	9.2807	C1orf95|375057	57.7975
C1orf96|126731	1221.2877	C1orf96|126731	352.2572
C1orf97|84791	71.9258	C1orf97|84791	147.4008
C1orf9|51430	3531.6125	C1orf9|51430	1477.0862
C20orf103|24141	77.4362	C20orf103|24141	6.8399
C20orf108|116151	2964.9072	C20orf108|116151	4183.6525
C20orf111|51526	1367.7494	C20orf111|51526	1030.7798
C20orf112|140688	1087.587	C20orf112|140688	743.8439999999999
C20orf114|92747	91.0673	C20orf114|92747	129.275
C20orf117|140710	501.4501	C20orf117|140710	222.6402
C20orf118|140711	18.7442	C20orf118|140711	23.6115
C20orf11|54994	2213.7471	C20orf11|54994	1594.3912
C20orf12|55184	80.9165	C20orf12|55184	146.3748
C20orf132|140699	7.8306	C20orf132|140699	67.7291
C20orf134|170487	31.0325	C20orf134|170487	12.3119
C20orf135|140701	34.2227	C20orf135|140701	31.1218
C20orf151|140893	41.4733	C20orf151|140893	22.9138
C20orf160|140706	30.7425	C20orf160|140706	253.42
C20orf177|63939	276.7082	C20orf177|63939	297.8796
C20orf194|25943	215.4872	C20orf194|25943	1091.9973
C20orf196|149840	22.3318	C20orf196|149840	58.4815
C20orf199|441951	2328.3063	C20orf199|441951	1696.6484
lowly_expressed	lowly_expressed	C20orf202|400831	7.5239
C20orf20|55257	338.7471	C20orf20|55257	204.1724
C20orf24|55969	1968.9936	C20orf24|55969	842.0383
C20orf26|26074	13.9211	C20orf26|26074	5.472
C20orf27|54976	173.4339	C20orf27|54976	800.9576
C20orf29|55317	154.2923	C20orf29|55317	167.5787
C20orf30|29058	981.1485	C20orf30|29058	3883.3789
C20orf3|57136	1576.2761	C20orf3|57136	4942.5445
C20orf43|51507	2350.6381	C20orf43|51507	2050.6156
C20orf46|55321	6.0905	C20orf46|55321	13.6799
C20orf4|25980	1200.9861	C20orf4|25980	1203.8304
C20orf54|113278	97.4478	C20orf54|113278	222.2982
C20orf72|92667	215.7773	C20orf72|92667	482.9001
C20orf7|79133	104.4084	C20orf7|79133	154.9248
C20orf94|128710	17.4014	C20orf94|128710	18.8098
C20orf96|140680	316.7053	C20orf96|140680	228.7962
C21orf119|84996	66.7053	C21orf119|84996	75.9234
C21orf122|728039	29.0023	C21orf122|728039	49.2476
lowly_expressed	lowly_expressed	C21orf130|284835	9.9179
lowly_expressed	lowly_expressed	C21orf15|54094	62.5855
C21orf2|755	210.8469	C21orf2|755	234.6101
C21orf33|8209	1235.7889	C21orf33|8209	1896.7168
C21orf34|388815	9.5708	C21orf34|388815	152.1888
C21orf45|54069	464.6172	C21orf45|54069	147.7428
lowly_expressed	lowly_expressed	C21orf49|54067	17.0999
C21orf56|84221	99.478	C21orf56|84221	55.7456
C21orf57|54059	116.5893	C21orf57|54059	111.8331
C21orf58|54058	109.6288	C21orf58|54058	16.4159
C21orf59|56683	1504.9478	C21orf59|56683	408.9193
C21orf63|59271	412.12300000000005	C21orf63|59271	601.5732
C21orf67|84536	58.0046	C21orf67|84536	52.3256
C21orf70|85395	114.5592	C21orf70|85395	51.6416
C21orf7|56911	72.5058	C21orf7|56911	122.435
C21orf82|114036	12.761	C21orf82|114036	23.5978
C21orf88|114041	59.4548	lowly_expressed	lowly_expressed
C21orf91|54149	656.9026	C21orf91|54149	653.2148
C22orf13|83606	2013.4136	C22orf13|83606	2323.8646
lowly_expressed	lowly_expressed	C22orf23|84645	45.8276
C22orf25|128989	218.9675	C22orf25|128989	520.5198
C22orf26|55267	8.9907	C22orf26|55267	16.4159
C22orf27|150291	67.8654	C22orf27|150291	96.1012
C22orf28|51493	1592.5174	C22orf28|51493	1638.8509
C22orf29|79680	461.1079	C22orf29|79680	636.2073
C22orf30|253143	1162.123	C22orf30|253143	1027.7018
C22orf32|91689	566.7053	C22orf32|91689	925.7866
lowly_expressed	lowly_expressed	C22orf34|348645	15.3899
C22orf36|388886	102.9582	C22orf36|388886	110.4651
C22orf39|128977	296.4037	C22orf39|128977	883.0301
C22orf40|150383	62.065	C22orf40|150383	124.829
C22orf46|79640	297.2738	C22orf46|79640	419.6306
C22orf9|23313	1260.1508	C22orf9|23313	1178.1806
C2CD2L|9854	716.2442	C2CD2L|9854	229.1279
C2CD2|25966	300.17400000000004	C2CD2|25966	2931.9425
C2CD3|26005	715.4872	C2CD3|26005	585.1573
C2CD4A|145741	14.7912	C2CD4A|145741	23.2558
lowly_expressed	lowly_expressed	C2CD4B|388125	59.8495
C2CD4C|126567	13.3411	C2CD4C|126567	16.0739
lowly_expressed	lowly_expressed	C2CD4D|100191040	7.1819
C2orf15|150590	134.9739	C2orf15|150590	58.0027
C2orf16|84226	52.7842	C2orf16|84226	51.2996
C2orf18|54978	3226.5081	C2orf18|54978	1565.6635
C2orf24|27013	1958.5267	C2orf24|27013	1398.7688
C2orf27A|29798	18.2715	C2orf27A|29798	7.8659
C2orf28|51374	1642.8712	C2orf28|51374	2529.0869
C2orf29|55571	1301.9142	C2orf29|55571	946.3064
C2orf34|79823	126.1601	C2orf34|79823	82.7633
C2orf39|92749	10.4408	lowly_expressed	lowly_expressed
C2orf3|6936	489.2691	C2orf3|6936	580.7114
lowly_expressed	lowly_expressed	C2orf40|84417	546.1696
C2orf42|54980	286.8329	C2orf42|54980	274.2818
C2orf43|60526	184.4548	C2orf43|60526	432.9685
C2orf44|80304	244.4896	C2orf44|80304	208.2763
C2orf47|79568	454.4287	C2orf47|79568	350.5472
C2orf49|79074	252.9002	C2orf49|79074	121.06700000000001
C2orf50|130813	18.2715	lowly_expressed	lowly_expressed
C2orf52|151477	8.4107	lowly_expressed	lowly_expressed
C2orf54|79919	1063.5151	C2orf54|79919	9.9179
C2orf55|343990	322.7958	C2orf55|343990	264.3639
C2orf56|55471	364.2691	C2orf56|55471	237.0041
lowly_expressed	lowly_expressed	C2orf58|285154	9.9179
C2orf60|129450	252.9379	C2orf60|129450	192.8865
C2orf63|130162	30.4524	C2orf63|130162	67.7155
C2orf64|493753	390.6613	C2orf64|493753	549.5896
C2orf65|130951	11.0209	C2orf65|130951	41.0397
C2orf67|151050	200.6439	C2orf67|151050	524.3126
C2orf68|388969	524.6519999999999	C2orf68|388969	813.2695
C2orf69|205327	931.8445	C2orf69|205327	597.4692
C2orf70|339778	6.3805	lowly_expressed	lowly_expressed
C2orf72|257407	95.7077	C2orf72|257407	157.6607
C2orf74|339804	45.8237	C2orf74|339804	241.4501
C2orf76|130355	89.6172	C2orf76|130355	83.1053
C2orf77|129881	424.0139	C2orf77|129881	270.5198
C2orf79|391356	346.2877	C2orf79|391356	232.2161
C2orf7|84279	352.3782	C2orf7|84279	338.2353
C2orf81|388963	123.4774	C2orf81|388963	55.1231
lowly_expressed	lowly_expressed	C2orf82|389084	18.4679
lowly_expressed	lowly_expressed	C2orf84|653140	10.2599
C2orf86|51057	114.2691	C2orf86|51057	210.6703
C2orf88|84281	14.2111	C2orf88|84281	176.1286
C2orf89|129293	21.7517	C2orf89|129293	67.3735
C2|717	897.3173	C2|717	546.8536
C3AR1|719	511.89099999999996	C3AR1|719	499.658
C3orf10|55845	4997.3898	C3orf10|55845	3922.7086
C3orf14|57415	310.0348	C3orf14|57415	339.6033
C3orf15|89876	174.0139	C3orf15|89876	191.5185
C3orf17|25871	1085.2668	C3orf17|25871	1050.6156
C3orf18|51161	338.7471	C3orf18|51161	168.9466
C3orf19|51244	572.2158	C3orf19|51244	491.1081
C3orf1|51300	950.4060000000001	C3orf1|51300	992.4761
C3orf21|152002	328.0162	C3orf21|152002	200.4104
C3orf23|285343	465.4872	C3orf23|285343	619.357
C3orf26|84319	611.9490000000001	C3orf26|84319	465.1163
C3orf31|132001	242.1694	C3orf31|132001	216.8263
lowly_expressed	lowly_expressed	C3orf32|51066	8.8919
C3orf33|285315	102.0882	C3orf33|285315	143.9808
C3orf34|84984	87.87700000000001	C3orf34|84984	71.1354
lowly_expressed	lowly_expressed	C3orf35|339883	7.5239
C3orf37|56941	1001.1601	C3orf37|56941	1012.3119
C3orf38|285237	609.3387	C3orf38|285237	462.7189
C3orf39|84892	464.6172	C3orf39|84892	446.3064
C3orf42|84657	15.0812	C3orf42|84657	36.5937
C3orf47|339942	15.0812	C3orf47|339942	44.1176
C3orf52|79669	862.529	C3orf52|79669	123.461
C3orf54|389119	15.6613	C3orf54|389119	36.2517
C3orf55|152078	5.2204	C3orf55|152078	274.6238
C3orf57|165679	1535.3828	C3orf57|165679	90.2873
C3orf58|205428	443.4455	C3orf58|205428	584.8153
C3orf59|151963	164.7332	C3orf59|151963	226.4022
C3orf62|375341	141.5313	C3orf62|375341	130.985
C3orf63|23272	2154.2343	C3orf63|23272	2147.972
C3orf64|285203	324.82599999999996	C3orf64|285203	1128.249
C3orf67|200844	107.8886	C3orf67|200844	15.7319
C3orf70|285382	130.8005	C3orf70|285382	141.9289
C3orf71|646450	19.4432	C3orf71|646450	33.1737
C3orf75|54859	291.1833	C3orf75|54859	305.0616
C3|718	6702.7262	C3|718	14660.7387
C4A|720	28455.232000000004	C4A|720	19585.1607
lowly_expressed	lowly_expressed	C4BPA|722	218.1943
C4BPB|725	22.6218	C4BPB|725	10.9439
C4orf10|317648	336.1688	C4orf10|317648	304.8871
C4orf12|404201	11.890999999999998	C4orf12|404201	66.6895
C4orf14|84273	922.2738	C4orf14|84273	660.3967
C4orf19|55286	357.0621	C4orf19|55286	112.6163
C4orf21|55345	53.3643	C4orf21|55345	82.0793
C4orf23|152992	529.8724	C4orf23|152992	254.78799999999998
C4orf27|54969	238.3991	C4orf27|54969	523.2558
C4orf29|80167	94.8376	C4orf29|80167	90.6293
C4orf31|79625	51.6241	C4orf31|79625	150.4788
C4orf32|132720	945.1856	C4orf32|132720	1680.5746
C4orf33|132321	101.7981	C4orf33|132321	235.9781
C4orf34|201895	2111.3689	C4orf34|201895	969.5622
C4orf36|132989	8.1206	C4orf36|132989	18.8098
lowly_expressed	lowly_expressed	C4orf38|152641	20.5198
lowly_expressed	lowly_expressed	C4orf39|152756	25.3078
C4orf3|401152	1418.2135	C4orf3|401152	4682.6265
C4orf41|60684	657.1926	C4orf41|60684	1227.7702
C4orf42|92070	402.8422	C4orf42|92070	317.7155
C4orf43|55319	260.1508	C4orf43|55319	417.2367
C4orf46|201725	232.0186	C4orf46|201725	173.7346
C4orf47|441054	8.4107	C4orf47|441054	8.2079
C4orf48|401115	32.7726	C4orf48|401115	20.5198
lowly_expressed	lowly_expressed	C4orf49|84709	16.7579
C4orf52|389203	355.5684	C4orf52|389203	534.8837
lowly_expressed	lowly_expressed	C4orf7|260436	2082.4213
C5AR1|728	375.8701	C5AR1|728	251.71
C5orf13|9315	738.1089999999999	C5orf13|9315	456.2244
C5orf15|56951	1929.2343	C5orf15|56951	2097.4692
C5orf22|55322	850.058	C5orf22|55322	567.3735
C5orf23|79614	116.2993	C5orf23|79614	3522.9138
C5orf24|134553	1877.9002	C5orf24|134553	1470.9302
C5orf25|375484	44.6636	C5orf25|375484	236.6313
lowly_expressed	lowly_expressed	C5orf27|202299	7.8659
C5orf28|64417	332.9466	C5orf28|64417	318.3995
C5orf30|90355	1060.6148	C5orf30|90355	841.3133
C5orf32|84418	642.6914	C5orf32|84418	1424.7606
C5orf33|133686	944.8956	C5orf33|133686	955.1984
C5orf34|375444	114.8492	C5orf34|375444	44.8016
C5orf35|133383	100.6381	C5orf35|133383	186.7305
C5orf36|285600	99.76799999999999	C5orf36|285600	87.5513
C5orf38|153571	22.9118	C5orf38|153571	42.7497
C5orf39|389289	25.522	C5orf39|389289	46.5116
C5orf41|153222	383.9907	C5orf41|153222	880.985
C5orf42|65250	389.2111	C5orf42|65250	503.76199999999994
C5orf43|643155	2383.4107	C5orf43|643155	1227.0862
C5orf44|80006	817.1636	C5orf44|80006	497.6094
C5orf45|51149	191.6183	C5orf45|51149	189.7606
C5orf46|389336	54.5244	C5orf46|389336	16.4159
C5orf49|134121	54.2343	C5orf49|134121	22.9138
C5orf4|10826	142.9814	C5orf4|10826	3004.788
C5orf51|285636	1187.645	C5orf51|285636	1059.8495
C5orf53|492311	156.6125	C5orf53|492311	629.617
C5orf54|63920	95.4176	C5orf54|63920	147.7428
C5orf55|116349	49.88399999999999	C5orf55|116349	68.0575
C5orf56|441108	69.4171	C5orf56|441108	93.7688
C5orf62|85027	349.1879	C5orf62|85027	3205.5404
C5|727	26.3921	C5|727	285.5677
C6orf105|84830	38.8631	C6orf105|84830	49.2476
C6orf106|64771	4091.6473	C6orf106|64771	3638.5089
C6orf108|10591	318.4455	C6orf108|10591	111.4911
C6orf114|85411	33.0626	C6orf114|85411	15.7319
C6orf115|58527	1100.6381	C6orf115|58527	387.1409
C6orf120|387263	1203.4484	C6orf120|387263	1405.6053
C6orf122|401288	8.982000000000001	C6orf122|401288	8.1806
lowly_expressed	lowly_expressed	C6orf123|26238	12.9959
C6orf124|653483	7.2506	C6orf124|653483	14.3639
C6orf125|84300	409.7593	C6orf125|84300	382.8557
C6orf126|389383	21.4617	lowly_expressed	lowly_expressed
C6orf127|340204	35.3828	C6orf127|340204	5.472
C6orf129|154467	318.4455	C6orf129|154467	61.9015
C6orf130|221443	290.2146	C6orf130|221443	443.86800000000005
C6orf132|647024	152.8422	C6orf132|647024	91.9973
C6orf134|79969	247.3898	C6orf134|79969	176.4706
C6orf136|221545	232.5986	C6orf136|221545	182.2845
C6orf138|442213	6.3805	C6orf138|442213	28.3858
C6orf141|135398	217.5174	C6orf141|135398	24.9658
lowly_expressed	lowly_expressed	C6orf142|90523	11.2859
C6orf145|221749	231.7285	C6orf145|221749	1686.0465
C6orf147|387097	11.9026	lowly_expressed	lowly_expressed
C6orf150|115004	130.8005	C6orf150|115004	49.5896
C6orf153|88745	1280.7425	C6orf153|88745	492.4761
C6orf154|221424	77.7262	C6orf154|221424	7.1819
C6orf155|79940	87.587	C6orf155|79940	115.9371
lowly_expressed	lowly_expressed	C6orf15|29113	20.5198
C6orf162|57150	45.8237	C6orf162|57150	148.1156
lowly_expressed	lowly_expressed	C6orf163|206412	8.8919
lowly_expressed	lowly_expressed	C6orf164|63914	5.7832
C6orf165|154313	37.0766	C6orf165|154313	20.8858
C6orf167|253714	174.3039	C6orf167|253714	213.0643
C6orf168|84553	75.406	C6orf168|84553	107.7291
C6orf170|221322	58.8747	C6orf170|221322	97.8112
C6orf174|387104	19.7216	C6orf174|387104	120.8037
C6orf182|285753	107.0186	C6orf182|285753	165.1847
C6orf192|116843	414.1531	C6orf192|116843	553.0096
C6orf1|221491	286.2529	C6orf1|221491	218.8782
lowly_expressed	lowly_expressed	C6orf201|404220	11.2927
C6orf203|51250	89.9072	C6orf203|51250	261.6279
C6orf204|387119	40.8933	C6orf204|387119	41.0397
C6orf211|79624	1895.0116	C6orf211|79624	1219.9042
lowly_expressed	lowly_expressed	C6orf217|100131814	15.7319
C6orf218|221718	6.3805	lowly_expressed	lowly_expressed
C6orf225|619208	127.9002	C6orf225|619208	214.4323
C6orf226|441150	95.4176	C6orf226|441150	72.1614
C6orf26|401251	8.1206	C6orf26|401251	25.6498
C6orf27|80737	46.1137	C6orf27|80737	14.0219
C6orf35|729515	322.5058	C6orf35|729515	470.5882
C6orf41|100133205	6.9606	C6orf41|100133205	9.5759
C6orf47|57827	279.0023	C6orf47|57827	380.985
C6orf48|50854	2638.3411	C6orf48|50854	1701.0944
C6orf52|347744	5.2204	C6orf52|347744	6.4979
C6orf57|135154	31.3225	C6orf57|135154	139.5349
C6orf62|81688	4512.2593	C6orf62|81688	4421.2722
C6orf64|55776	683.5847	C6orf64|55776	611.4911
C6orf70|55780	230.8585	C6orf70|55780	428.5226
C6orf72|116254	650.232	C6orf72|116254	1273.2558
C6orf81|221481	9.5708	lowly_expressed	lowly_expressed
C6orf89|221477	1985.4988	C6orf89|221477	3663.4747
C6orf97|80129	1738.9791	C6orf97|80129	616.2791
lowly_expressed	lowly_expressed	C6|729	84.1313
C7orf10|79783	73.6659	C7orf10|79783	21.2038
C7orf11|136647	395.5916	C7orf11|136647	272.9138
C7orf13|129790	55.6845	C7orf13|129790	94.3912
C7orf23|79161	441.0296	C7orf23|79161	417.8488
C7orf25|79020	324.2517	C7orf25|79020	360.8071
C7orf26|79034	571.0557	C7orf26|79034	589.6033
C7orf27|221927	1067.5754	C7orf27|221927	493.5021
C7orf28A|51622	1814.9652	C7orf28A|51622	896.0328
C7orf28B|221960	487.819	C7orf28B|221960	449.3844
C7orf29|113763	232.3086	C7orf29|113763	183.3105
C7orf30|115416	444.8956	C7orf30|115416	305.4036
C7orf31|136895	23.4919	C7orf31|136895	172.7086
C7orf36|57002	333.5267	C7orf36|57002	207.9343
C7orf40|285958	688.5151	C7orf40|285958	277.0178
C7orf41|222166	940.2552	C7orf41|222166	7780.0958
C7orf42|55069	4229.1183	C7orf42|55069	3367.3051
C7orf43|55262	300.7541	C7orf43|55262	154.9248
C7orf44|55744	1437.935	C7orf44|55744	691.5185
C7orf46|340277	225.6381	C7orf46|340277	105.6772
C7orf47|221908	162.703	C7orf47|221908	70.1094
C7orf49|78996	560.0406	C7orf49|78996	519.1416
C7orf50|84310	495.0696	C7orf50|84310	430.2326
lowly_expressed	lowly_expressed	C7orf51|222950	14.7059
C7orf53|286006	15.0812	C7orf53|286006	17.7839
C7orf55|154791	133.2251	C7orf55|154791	244.1724
C7orf57|136288	7.5406	lowly_expressed	lowly_expressed
C7orf58|79974	94.8376	C7orf58|79974	4410.7387
C7orf59|389541	974.768	C7orf59|389541	542.4077
C7orf60|154743	163.2831	C7orf60|154743	372.093
C7orf61|402573	8.7007	C7orf61|402573	7.8659
C7orf63|79846	172.5638	C7orf63|79846	224.6922
C7orf64|84060	310.6148	C7orf64|84060	399.7948
C7orf68|29923	627.3202	C7orf68|29923	435.7045
C7orf70|84792	679.5244	C7orf70|84792	413.4747
lowly_expressed	lowly_expressed	C7|730	1261.6279
C8orf30A|51236	547.2738	C8orf30A|51236	298.5636
C8orf33|65265	1051.6241	C8orf33|65265	1186.3885
C8orf34|116328	9.2807	C8orf34|116328	93.0233
C8orf37|157657	69.8956	C8orf37|157657	69.7674
C8orf38|137682	624.71	C8orf38|137682	220.5882
C8orf40|114926	427.7842	C8orf40|114926	876.197
C8orf41|80185	238.1119	C8orf41|80185	260.0889
C8orf42|157695	264.7912	C8orf42|157695	351.2312
C8orf44|56260	28.3324	C8orf44|56260	48.485
C8orf45|157777	10.4408	C8orf45|157777	35.9097
C8orf46|254778	6.6705	C8orf46|254778	26.3338
lowly_expressed	lowly_expressed	C8orf47|203111	8.2079
C8orf48|157773	5.5104	C8orf48|157773	42.4077
C8orf4|56892	280.1624	C8orf4|56892	2819.7674
C8orf51|78998	57.7146	C8orf51|78998	31.4637
C8orf55|51337	621.2297	C8orf55|51337	383.7209
C8orf58|541565	90.7773	C8orf58|541565	213.4063
C8orf59|401466	338.7152	C8orf59|401466	519.7264
C8orf73|642475	40.0232	C8orf73|642475	63.2695
C8orf76|84933	210.2668	C8orf76|84933	273.6149
C8orf79|57604	26.9722	C8orf79|57604	354.9932
lowly_expressed	lowly_expressed	C8orf80|389643	6.156000000000001
C8orf83|286144	622.6798	C8orf83|286144	894.6648
C8orf84|157869	264.2111	C8orf84|157869	298.9056
C8orf85|441376	1142.4014	C8orf85|441376	208.2763
C9orf100|84904	72.0969	C9orf100|84904	43.567
C9orf102|375748	105.786	C9orf102|375748	180.8995
C9orf103|414328	15.6613	C9orf103|414328	138.8509
C9orf109|286333	33.3527	C9orf109|286333	27.3598
C9orf110|100128385	182.7146	C9orf110|100128385	152.5308
C9orf114|51490	336.01800000000003	C9orf114|51490	303.1395
C9orf116|138162	234.0487	C9orf116|138162	43.7756
C9orf117|286207	12.761	C9orf117|286207	5.472
C9orf119|375757	222.4478	C9orf119|375757	237.3461
lowly_expressed	lowly_expressed	C9orf122|158228	11.2859
C9orf123|90871	663.2831	C9orf123|90871	739.3981
C9orf125|84302	13.9211	C9orf125|84302	253.078
C9orf129|445577	79.4142	C9orf129|445577	63.8509
C9orf130|100128782	77.8683	C9orf130|100128782	185.9166
C9orf139|401563	6.9026	lowly_expressed	lowly_expressed
C9orf140|89958	639.7912	C9orf140|89958	33.5157
C9orf142|286257	141.5313	C9orf142|286257	117.6471
C9orf150|286343	631.3805	C9orf150|286343	433.3105
C9orf152|401546	463.7471	C9orf152|401546	408.6867
C9orf156|51531	283.9327	C9orf156|51531	359.0971
C9orf163|158055	11.6009	lowly_expressed	lowly_expressed
