gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
EFCAB2|84288	124.3021	EFCAB2|84288	160.6344
EFCAB4A|283229	2126.5891	EFCAB4A|283229	58.1537
EFCAB4B|84766	530.302	EFCAB4B|84766	36.6002
EFCAB6|64800	186.9913	EFCAB6|64800	32.9402
EFCAB7|84455	175.4221	EFCAB7|84455	136.2342
EFEMP1|2202	289.2312	EFEMP1|2202	10209.0281
EFEMP2|30008	722.6744	EFEMP2|30008	1618.5441
EFHA1|221154	1299.7915	EFHA1|221154	808.4587
EFHA2|286097	12.6455	EFHA2|286097	356.2424
EFHB|151651	19.6408	EFHB|151651	37.0069
EFHC1|114327	750.1177	EFHC1|114327	298.4953
EFHC2|80258	78.2942	EFHC2|80258	6.1
EFHD1|80303	5993.1392	EFHD1|80303	689.3046
EFHD2|79180	736.3960000000001	EFHD2|79180	344.8556
EFNA1|1942	6085.155	EFNA1|1942	718.5848
EFNA3|1944	1061.6802	EFNA3|1944	21.1468
EFNA4|1945	766.799	EFNA4|1945	28.8735
EFNA5|1946	162.5076	EFNA5|1946	588.4506
EFNB1|1947	216.5871	EFNB1|1947	2008.5401
EFNB2|1948	287.3478	EFNB2|1948	1151.281
EFNB3|1949	32.2863	EFNB3|1949	45.1403
EFR3A|23167	3612.8338	EFR3A|23167	1753.1517
EFR3B|22979	135.6023	EFR3B|22979	75.6405
EFS|10278	1476.0207	EFS|10278	724.2782
EFTUD1|79631	827.0667	EFTUD1|79631	579.0972
EFTUD2|9343	1713.8629	EFTUD2|9343	1622.6108
lowly_expressed	lowly_expressed	EGFL6|25975	19.9268
EGFL7|51162	271.4737	EGFL7|51162	844.6523
EGFL8|80864	31.7482	EGFL8|80864	76.6287
EGFLAM|133584	213.8965	EGFLAM|133584	1998.78
EGFR|1956	72.6441	EGFR|1956	2851.5494
EGF|1950	809.3092	lowly_expressed	lowly_expressed
EGLN1|54583	1643.3712	EGLN1|54583	2047.1736
EGLN2|112398	2314.9257	EGLN2|112398	895.8926
EGLN3|112399	359.1848	EGLN3|112399	72.7938
EGOT|100126791	44.6627	lowly_expressed	lowly_expressed
EGR1|1958	2048.5639	EGR1|1958	30059.3737
EGR2|1959	152.2836	EGR2|1959	464.4164
EGR3|1960	297.8409	EGR3|1960	1337.9423
EHBP1L1|254102	715.1409	EHBP1L1|254102	302.9687
EHBP1|23301	638.9991	EHBP1|23301	3675.0712
EHD1|10938	1055.223	EHD1|10938	1732.8182
EHD2|30846	800.6995	EHD2|30846	17287.1086
EHD3|30845	166.2743	EHD3|30845	78.8939
EHD4|30844	970.7406	EHD4|30844	1600.6507
EHF|26298	2668.1913	lowly_expressed	lowly_expressed
EHHADH|1962	379.9018	EHHADH|1962	1791.3786
EHMT1|79813	1772.2473	EHMT1|79813	916.6328
EHMT2|10919	1756.6422	EHMT2|10919	634.4042
EI24|9538	2806.2151	EI24|9538	2656.7709999999997
EID1|23741	3412.6589	EID1|23741	4154.5344
EID2B|126272	26.9052	EID2B|126272	64.2538
EID2|163126	267.1689	EID2|163126	202.1147
EID3|493861	21.5242	EID3|493861	45.9536
EIF1AD|84285	378.8256	EIF1AD|84285	402.19599999999997
EIF1AX|1964	2083.5407	EIF1AX|1964	2593.3306
EIF1B|10289	452.0078	EIF1B|10289	971.5331
EIF1|10209	8499.6301	EIF1|10209	20816.9988
EIF2AK1|27102	2555.0279	EIF2AK1|27102	2552.1879
EIF2AK2|5610	474.8772	EIF2AK2|5610	731.5982
EIF2AK3|9451	1701.4865	EIF2AK3|9451	603.4974
EIF2AK4|440275	1735.9252	EIF2AK4|440275	2001.6267
EIF2A|83939	2289.9038	EIF2A|83939	2938.9996
EIF2B1|1967	910.4729	EIF2B1|1967	1332.6556
EIF2B2|8892	497.4776	EIF2B2|8892	461.5697
EIF2B3|8891	572.2742	EIF2B3|8891	1006.9134
EIF2B4|8890	995.7624	EIF2B4|8890	701.5047
EIF2B5|8893	1594.9418	EIF2B5|8893	766.5718
EIF2C1|26523	989.5742	EIF2C1|26523	1063.4404
EIF2C2|27161	196.9463	EIF2C2|27161	252.5417
EIF2C3|192669	202.8654	EIF2C3|192669	293.2086
EIF2C4|192670	336.0463	EIF2C4|192670	619.7641
EIF2S1|1965	1738.3467	EIF2S1|1965	1840.1789
EIF2S2|8894	1196.4754	EIF2S2|8894	1305.8154
EIF2S3|1968	7353.1984	EIF2S3|1968	6719.8048
EIF3A|8661	6374.6553	EIF3A|8661	7357.8691
EIF3B|8662	1500.5045	EIF3B|8662	2869.8658
EIF3CL|728689	12312.862	EIF3CL|728689	9749.5974
EIF3C|8663	163.6295	EIF3C|8663	228.4425
EIF3D|8664	4837.0216	EIF3D|8664	3753.1517
EIF3E|3646	3474.5409	EIF3E|3646	9599.4307
EIF3F|8665	1961.391	EIF3F|8665	3698.658
EIF3G|8666	1943.273	EIF3G|8666	1479.0565
EIF3H|8667	4701.4193	EIF3H|8667	4903.2127
EIF3I|8668	3524.3398	EIF3I|8668	3033.3509999999997
EIF3J|8669	1608.6635	EIF3J|8669	1302.1553
EIF3K|27335	2193.8522	EIF3K|27335	4395.2826
EIF3L|51386	9897.8947	EIF3L|51386	12661.2444
EIF3M|10480	2045.2679999999998	EIF3M|10480	2471.6104
EIF4A1|1973	7036.5777	EIF4A1|1973	6927.804
EIF4A2|1974	4818.1879	EIF4A2|1974	11775.5185
EIF4A3|9775	1602.7443	EIF4A3|9775	842.2123
EIF4B|1975	11744.7636	EIF4B|1975	17414.0748
EIF4E2|9470	1538.4408	EIF4E2|9470	1227.7349
EIF4E3|317649	1401.7623	EIF4E3|317649	2740.1383
EIF4EBP1|1978	347.6155	EIF4EBP1|1978	979.2599
EIF4EBP2|1979	4371.2921	EIF4EBP2|1979	26831.2322
EIF4EBP3|8637	537.4023	EIF4EBP3|8637	533.5584
EIF4ENIF1|56478	715.41	EIF4ENIF1|56478	630.3375
EIF4E|1977	459.0032	EIF4E|1977	373.3225
EIF4G1|1981	8348.1536	EIF4G1|1981	5664.4978
EIF4G2|1982	17388.5787	EIF4G2|1982	21013.8268
EIF4G3|8672	3500.9081	EIF4G3|8672	2113.4608
EIF4H|7458	12958.3642	EIF4H|7458	3786.0919
EIF5A2|56648	80.7157	EIF5A2|56648	213.0948
EIF5AL1|143244	1091.276	EIF5AL1|143244	747.0516
EIF5A|1984	3808.4348	EIF5A|1984	2513.2168
EIF5B|9669	3644.8509999999997	EIF5B|9669	2765.3518
EIF5|1983	7738.7503	EIF5|1983	8198.048
EIF6|3692	1834.3983	EIF6|3692	892.6393
ELAC1|55520	118.1086	ELAC1|55520	140.7157
ELAC2|60528	1419.5197	ELAC2|60528	1357.8691
lowly_expressed	lowly_expressed	ELANE|1991	7.7267
ELAVL1|1994	1702.5627	ELAVL1|1994	1196.4213
ELAVL2|1993	7.2644	lowly_expressed	lowly_expressed
ELF1|1997	3411.3136	ELF1|1997	1547.3770000000002
ELF2|1998	885.1819	ELF2|1998	1072.7938
ELF3|1999	6693.2132	ELF3|1999	7.32
ELF4|2000	373.9826	ELF4|2000	509.1501
ELF5|2001	6.4573	lowly_expressed	lowly_expressed
ELFN1|392617	25.0219	ELFN1|392617	76.4538
ELK1|2002	664.8281	ELK1|2002	714.5181
ELK3|2004	452.815	ELK3|2004	1113.4608
ELK4|2005	262.8641	ELK4|2005	280.1952
ELL2|22936	2277.5274	ELL2|22936	2779.9919
ELL3|80237	187.1097	ELL3|80237	65.7869
ELL|8178	512.0065	ELL|8178	315.1688
ELMO1|9844	199.3677	ELMO1|9844	876.7792
ELMO2|63916	944.6425	ELMO2|63916	851.5657
ELMO3|79767	564.2026	ELMO3|79767	9.3534
lowly_expressed	lowly_expressed	ELMOD1|55531	69.1338
ELMOD2|255520	461.1556	ELMOD2|255520	226.1082
ELMOD3|84173	525.9972	ELMOD3|84173	2259.8617
ELN|2006	798.0089999999999	ELN|2006	2129.7275
ELOF1|84337	811.7307	ELOF1|84337	424.1562
ELOVL1|64834	1442.6582	ELOVL1|64834	1705.1647
ELOVL2|54898	818.1879	ELOVL2|54898	74.4205
lowly_expressed	lowly_expressed	ELOVL3|83401	334.2822
ELOVL4|6785	12.1074	ELOVL4|6785	40.6669
ELOVL5|60481	8034.1696	ELOVL5|60481	11267.9951
ELOVL6|79071	305.1053	ELOVL6|79071	822.6922
ELOVL7|79993	15.8741	ELOVL7|79993	276.5352
lowly_expressed	lowly_expressed	ELP2P|100131454	5.2867
ELP2|55250	3878.9265	ELP2|55250	1770.6385
ELP3|55140	682.5856	ELP3|55140	655.9577
ELP4|26610	234.0755	ELP4|26610	297.2753
ELTD1|64123	264.7474	ELTD1|64123	3960.1464
EMB|133418	472.7248	EMB|133418	716.9581
EMCN|51705	132.6428	EMCN|51705	1846.6856
EMD|2010	1033.9678	EMD|2010	753.965
EME1|146956	35.0871	lowly_expressed	lowly_expressed
EME2|197342	25.0219	EME2|197342	6.5067
EMG1|10436	345.37699999999995	EMG1|10436	360.7157
EMID1|129080	45.7389	EMID1|129080	10.5734
EMILIN1|11117	539.1807	EMILIN1|11117	319.6421
EMILIN2|84034	167.0815	EMILIN2|84034	764.5384
lowly_expressed	lowly_expressed	EMILIN3|90187	5.1972
EML1|2009	238.1113	EML1|2009	790.1586
EML2|24139	1552.2352	EML2|24139	226.9215
EML3|256364	781.8659	EML3|256364	834.4856
EML4|27436	1246.5191	EML4|27436	1061.0004
EML5|161436	22.6004	EML5|161436	33.7536
EML6|400954	101.9708	EML6|400954	19.9268
EMP1|2012	1562.6555	EMP1|2012	14993.9
EMP2|2013	4948.4092	EMP2|2013	3220.8215
EMP3|2014	207.9774	EMP3|2014	521.3501
lowly_expressed	lowly_expressed	EMR1|2015	5.6934
EMR2|30817	49.7747	EMR2|30817	45.9536
EMR4P|326342	7.8025	lowly_expressed	lowly_expressed
EMX1|2016	86.0967	lowly_expressed	lowly_expressed
EMX2OS|196047	14.7979	EMX2OS|196047	564.0504
EMX2|2018	8.3406	EMX2|2018	102.8874
EN1|2019	307.5267	EN1|2019	73.6072
EN2|2020	6.4573	lowly_expressed	lowly_expressed
ENAH|55740	8260.4426	ENAH|55740	2620.1708
ENC1|8507	1039.3623	ENC1|8507	296.4376
ENDOD1|23052	2147.8442	ENDOD1|23052	1262.3017
ENDOG|2021	115.5687	ENDOG|2021	129.3453
ENDOU|8909	21.5242	ENDOU|8909	31.3135
ENGASE|64772	349.7679	ENGASE|64772	372.9158
ENG|2022	1692.0697	ENG|2022	7128.1009
lowly_expressed	lowly_expressed	ENHO|375704	8.5401
ENO1|2023	8925.2707	ENO1|2023	9455.8764
ENO2|2026	324.7461	ENO2|2026	137.4542
ENO3|2027	117.3068	ENO3|2027	50.427
ENOPH1|58478	952.176	ENOPH1|58478	562.4237
ENOSF1|55556	739.0812	ENOSF1|55556	437.5966
ENOX1|55068	59.1915	ENOX1|55068	345.66900000000004
ENOX2|10495	231.65400000000002	ENOX2|10495	315.9821
ENPEP|2028	87.44200000000001	ENPEP|2028	835.2989
ENPP1|5167	756.3059	ENPP1|5167	2039.8536
ENPP2|5168	135.6023	ENPP2|5168	9022.3668
ENPP3|5169	28.2505	ENPP3|5169	79.7072
ENPP4|22875	1639.6045	ENPP4|22875	1431.8829
ENPP5|59084	6777.6956	ENPP5|59084	102.074
ENPP6|133121	12.6455	ENPP6|133121	6.9134
ENSA|2029	8742.3152	ENSA|2029	2979.6665
ENTPD1|953	668.3258	ENTPD1|953	895.8926
ENTPD2|954	311.2935	ENTPD2|954	10.5734
ENTPD3|956	1131.6257	ENTPD3|956	191.9479
ENTPD4|9583	1019.7081	ENTPD4|9583	270.4351
ENTPD5|957	1040.8744	ENTPD5|957	271.9561
ENTPD6|955	2067.1285	ENTPD6|955	805.2054
ENTPD7|57089	1029.7814	ENTPD7|57089	126.15700000000001
ENTPD8|377841	105.4685	lowly_expressed	lowly_expressed
ENY2|56943	442.591	ENY2|56943	463.6031
lowly_expressed	lowly_expressed	EOMES|8320	6.5067
EP300|2033	3218.4032	EP300|2033	3273.2818
EP400NL|347918	161.7004	EP400NL|347918	154.941
EP400|57634	1635.5687	EP400|57634	1305.8154
EPAS1|2034	1516.6476	EPAS1|2034	26560.3904
EPB41L1|2036	1788.1213	EPB41L1|2036	2211.0614
EPB41L2|2037	756.8439999999999	EPB41L2|2037	8371.2891
EPB41L3|23136	580.0767	EPB41L3|23136	1825.5388
EPB41L4A|64097	1417.6364	EPB41L4A|64097	1212.6881
EPB41L4B|54566	1185.7133	EPB41L4B|54566	5597.804
EPB41L5|57669	897.5584	EPB41L5|57669	896.706
EPB41|2035	1341.1045	EPB41|2035	2075.429
lowly_expressed	lowly_expressed	EPB42|2038	182.5946
EPB49|2039	385.2828	EPB49|2039	990.2399
EPC1|80314	696.3073	EPC1|80314	665.3111
EPC2|26122	679.0879	EPC2|26122	816.9988
EPCAM|4072	2462.3663	lowly_expressed	lowly_expressed
EPDR1|54749	62.1511	EPDR1|54749	786.9052
EPHA10|284656	204.7488	lowly_expressed	lowly_expressed
EPHA1|2041	166.0052	lowly_expressed	lowly_expressed
EPHA2|1969	250.4877	EPHA2|1969	329.8089
EPHA3|2042	41.9722	EPHA3|2042	373.3225
EPHA4|2043	69.4155	EPHA4|2043	689.7113
lowly_expressed	lowly_expressed	EPHA7|2045	10.1667
EPHB1|2047	12.3764	EPHB1|2047	28.4669
EPHB2|2048	71.5679	EPHB2|2048	101.2607
EPHB3|2049	485.3703	EPHB3|2049	19.9268
EPHB4|2050	1412.5244	EPHB4|2050	825.5388
EPHB6|2051	15.335999999999999	EPHB6|2051	283.4486
EPHX1|2052	5231.4522	EPHX1|2052	11727.1248
EPHX2|2053	1395.305	EPHX2|2053	1348.109
EPHX3|79852	6.9954	lowly_expressed	lowly_expressed
EPM2AIP1|9852	1556.4673	EPM2AIP1|9852	1210.2481
EPM2A|7957	170.041	EPM2A|7957	413.5828
EPN1|29924	1332.8849	EPN1|29924	1104.514
EPN2|22905	1460.6847	EPN2|22905	998.78
EPN3|55040	1041.2323	lowly_expressed	lowly_expressed
EPOR|2057	86.4599	EPOR|2057	101.2607
EPPK1|83481	583.8434	EPPK1|83481	5.6934
EPR1|8475	77.6566	lowly_expressed	lowly_expressed
EPRS|2058	7395.1705	EPRS|2058	3074.0138
EPS15L1|58513	1633.9544	EPS15L1|58513	715.7381
EPS15|2060	1622.1161	EPS15|2060	3498.9833
EPS8L1|54869	853.4338	lowly_expressed	lowly_expressed
EPS8L2|64787	1702.8318	EPS8L2|64787	50.427
EPS8|2059	261.7879	EPS8|2059	3808.8654
EPSTI1|94240	38.2054	EPSTI1|94240	307.8487
EPT1|85465	1840.5596	EPT1|85465	461.5291
EPYC|1833	36.053000000000004	lowly_expressed	lowly_expressed
ERAL1|26284	922.0421	ERAL1|26284	873.5258
ERAP1|51752	1906.8164	ERAP1|51752	6589.206999999999
ERAP2|64167	40.8959	ERAP2|64167	137.4542
ERBB2IP|55914	3301.0022	ERBB2IP|55914	1860.9191
ERBB2|2064	8386.8972	ERBB2|2064	467.2631
ERBB3|2065	8394.4306	ERBB3|2065	23.5868
ERBB4|2066	3727.1809999999996	ERBB4|2066	47.5803
ERC1|23085	2330.2617	ERC1|23085	2185.8479
ERCC1|2067	1193.0746	ERCC1|2067	540.8703
ERCC2|2068	326.0913	ERCC2|2068	230.5815
ERCC3|2071	1069.7518	ERCC3|2071	1032.1269
ERCC4|2072	565.8169	ERCC4|2072	424.5628
ERCC5|2073	1596.2871	ERCC5|2073	2000.4067
ERCC6L|54821	59.4606	ERCC6L|54821	6.5067
ERCC6|2074	523.9524	ERCC6|2074	301.7446
ERCC8|1161	145.0192	ERCC8|1161	297.2753
ERF|2077	680.1641	ERF|2077	367.6291
ERGIC1|57222	7507.0963	ERGIC1|57222	4635.2176
ERGIC2|51290	682.8546	ERGIC2|51290	729.9715
ERGIC3|51614	4502.3206	ERGIC3|51614	2890.6059
ERG|2078	177.5745	ERG|2078	1688.0846
ERH|2079	1447.5012	ERH|2079	992.68
ERI1|90459	439.0933	ERI1|90459	377.7959
ERI2|112479	1508.8370000000002	ERI2|112479	447.5559
ERI3|79033	921.5039999999999	ERI3|79033	629.1175
ERICH1|157697	144.7501	ERICH1|157697	209.8414
ERLEC1|27248	2483.3524	ERLEC1|27248	1462.7898
ERLIN1|10613	786.4398	ERLIN1|10613	1474.9898
ERLIN2|11160	3363.9604	ERLIN2|11160	2501.83
ERMAP|114625	551.5571	ERMAP|114625	675.4778
ERMN|57471	13.9907	lowly_expressed	lowly_expressed
ERMP1|79956	1246.3846	ERMP1|79956	857.4746
ERN1|2081	522.2304	ERN1|2081	100.4473
ERO1LB|56605	262.8641	ERO1LB|56605	467.2631
ERO1L|30001	781.8659	ERO1L|30001	560.7971
ERP27|121506	283.312	ERP27|121506	6.1
ERP29|10961	3132.5755	ERP29|10961	907.6861
ERP44|23071	1062.7564	ERP44|23071	1703.9447
ERRFI1|54206	1350.9114	ERRFI1|54206	2804.7987
lowly_expressed	lowly_expressed	ERVFRDE1|405754	22.3668
ESAM|90952	344.925	ESAM|90952	2188.6946
ESCO1|114799	609.4034	ESCO1|114799	462.3831
ESCO2|157570	80.7157	lowly_expressed	lowly_expressed
ESD|2098	1673.236	ESD|2098	3101.6673
ESF1|51575	408.9594	ESF1|51575	522.1635
ESM1|11082	118.1139	ESM1|11082	30.0935
ESPL1|9700	120.2664	ESPL1|9700	5.2867
ESPN|83715	885.1819	lowly_expressed	lowly_expressed
ESR1|2099	43567.0949	ESR1|2099	942.6596
lowly_expressed	lowly_expressed	ESR2|2100	200.8947
ESRP1|54845	2822.0892	lowly_expressed	lowly_expressed
ESRP2|80004	725.6339999999999	ESRP2|80004	179.3412
ESRRA|2101	400.6188	ESRRA|2101	400.5693
ESRRG|2104	355.9561	ESRRG|2104	22.7735
ESYT1|23344	2388.915	ESYT1|23344	16189.5079
ESYT2|57488	1653.8643	ESYT2|57488	5430.6629
ESYT3|83850	6.4573	lowly_expressed	lowly_expressed
ETAA1|54465	417.3001	ETAA1|54465	400.5693
ETF1|2107	2941.5484	ETF1|2107	3930.4595
ETFA|2108	915.8539	ETFA|2108	4721.8381
ETFB|2109	337.9296	ETFB|2109	1381.0492
ETFDH|2110	689.0133	ETFDH|2110	2558.7637
ETHE1|23474	452.815	ETHE1|23474	228.5482
ETNK1|55500	3501.7152	ETNK1|55500	1040.6669
ETNK2|55224	318.0198	ETNK2|55224	84.1806
ETS1|2113	883.0295	ETS1|2113	8203.7414
ETS2|2114	371.5612	ETS2|2114	2812.9321
ETV1|2115	58.9224	ETV1|2115	183.8146
ETV2|2116	11.0311	lowly_expressed	lowly_expressed
ETV3L|440695	9.9549	lowly_expressed	lowly_expressed
ETV3|2117	495.8633	ETV3|2117	357.0557
ETV4|2118	11.0311	lowly_expressed	lowly_expressed
ETV5|2119	193.9867	ETV5|2119	411.1427
ETV6|2120	1836.5507	ETV6|2120	450.18300000000005
ETV7|51513	37.3983	ETV7|51513	8.9467
EVC2|132884	40.3578	EVC2|132884	121.5941
EVC|2121	1111.1858	EVC|2121	932.4156
EVI2A|2123	81.7919	EVI2A|2123	166.3278
EVI2B|2124	127.7998	EVI2B|2124	210.2481
EVI5L|115704	368.6016	EVI5L|115704	161.8544
EVI5|7813	468.1509	EVI5|7813	702.318
EVL|51466	21753.1445	EVL|51466	849.5323
EVPL|2125	836.7525	EVPL|2125	10.5734
EWSR1|2130	4622.3179	EWSR1|2130	2392.0293
EXD2|55218	529.4949	EXD2|55218	429.0362
EXD3|54932	141.7905	EXD3|54932	87.8406
EXO1|9156	96.0517	lowly_expressed	lowly_expressed
EXOC1|55763	940.0686	EXOC1|55763	1269.2151
EXOC2|55770	526.5353	EXOC2|55770	880.4392
EXOC3L2|90332	42.5103	EXOC3L2|90332	38.6336
EXOC3L|283849	46.207	EXOC3L|283849	90.73200000000001
EXOC3|11336	1087.7783	EXOC3|11336	1064.6604
EXOC4|60412	740.1628	EXOC4|60412	2151.281
EXOC5|10640	1480.0565	EXOC5|10640	2295.6486
EXOC6B|23233	338.1987	EXOC6B|23233	572.9972
EXOC6|54536	927.9613	EXOC6|54536	384.3026
EXOC7|23265	3120.4278	EXOC7|23265	2892.2326
EXOC8|149371	1006.2555	EXOC8|149371	527.8569
EXOG|9941	94.1683	EXOG|9941	134.2009
EXOSC10|5394	1527.9478	EXOSC10|5394	1294.022
EXOSC1|51013	445.2815	EXOSC1|51013	284.2619
EXOSC2|23404	361.0681	EXOSC2|23404	350.54900000000004
EXOSC3|51010	490.2132	EXOSC3|51010	201.708
EXOSC4|54512	230.5778	EXOSC4|54512	71.5738
EXOSC5|56915	277.6619	EXOSC5|56915	144.7743
EXOSC6|118460	154.1669	EXOSC6|118460	241.1549
EXOSC7|23016	390.3948	EXOSC7|23016	227.7349
EXOSC8|11340	229.3724	EXOSC8|11340	263.7007
EXOSC9|5393	389.0442	EXOSC9|5393	352.3627
EXPH5|23086	679.357	EXPH5|23086	102.074
EXT1|2131	1089.1236	EXT1|2131	1044.7336
EXT2|2132	1294.1414	EXT2|2132	2169.9878
EXTL1|2134	64.3035	lowly_expressed	lowly_expressed
EXTL2|2135	165.1981	EXTL2|2135	483.5299
EXTL3|2137	1446.425	EXTL3|2137	1093.1273
lowly_expressed	lowly_expressed	EYA1|2138	106.1407
EYA2|2139	64.8416	EYA2|2139	477.0232
EYA3|2140	124.3021	EYA3|2140	145.181
EYA4|2070	13.1836	EYA4|2070	135.0142
EYS|346007	20.717	EYS|346007	268.8085
EZH1|2145	1059.2588	EZH1|2145	3238.3083
EZH2|2146	107.0828	EZH2|2146	23.9935
EZR|7430	9029.1249	EZR|7430	676.6978
F10|2159	21.2551	F10|2159	228.1415
F11R|50848	7891.3056	F11R|50848	2902.8059999999996
F12|2161	174.0768	lowly_expressed	lowly_expressed
F13A1|2162	259.9045	F13A1|2162	6840.5856
F2RL1|2150	154.9741	F2RL1|2150	7.7267
F2RL2|2151	638.192	lowly_expressed	lowly_expressed
F2RL3|9002	133.1809	F2RL3|9002	21.1468
F2R|2149	1014.327	F2R|2149	800.732
F3|2152	182.1484	F3|2152	2753.1517
lowly_expressed	lowly_expressed	F5|2153	19.1135
F7|2155	265.8236	lowly_expressed	lowly_expressed
F8A1|8263	133.1809	F8A1|8263	177.7145
F8|2157	539.7188	F8|2157	2797.072
FA2H|79152	37.1292	lowly_expressed	lowly_expressed
FAAH2|158584	324.20799999999997	lowly_expressed	lowly_expressed
FAAH|2166	1319.7014	FAAH|2166	156.5677
FABP3|2170	973.4311	FABP3|2170	139.8943
FABP4|2167	326.8985	FABP4|2167	168561.6104
FABP5|2171	16.1431	FABP5|2171	604.7174
FADD|8772	496.9395	FADD|8772	212.6881
FADS1|3992	198.2915	FADS1|3992	1082.1472
FADS2|9415	344.3869	FADS2|9415	318.8288
FADS3|3995	143.4049	FADS3|3995	2214.7214
FAF1|11124	982.8479	FAF1|11124	878.4059
FAF2|23197	2442.4564	FAF2|23197	1466.8564
FAHD1|81889	650.0303	FAHD1|81889	361.9357
FAHD2A|51011	227.0801	FAHD2A|51011	542.0903
FAHD2B|151313	699.2668	FAHD2B|151313	220.4148
FAH|2184	2169.6375	FAH|2184	6298.4953
FAIM2|23017	445.0124	FAIM2|23017	13.0134
FAIM3|9214	266.0604	FAIM3|9214	42.2936
FAIM|55179	190.22	FAIM|55179	380.2359
FAM100A|124402	375.866	FAM100A|124402	123.6275
FAM100B|283991	456.5817	FAM100B|283991	422.5295
FAM101A|144347	29.8648	lowly_expressed	lowly_expressed
FAM101B|359845	289.2312	FAM101B|359845	1672.2245
FAM102A|399665	6087.3075	FAM102A|399665	390.4026
FAM102B|284611	1047.9586	FAM102B|284611	681.5779
FAM103A1|83640	304.1851	FAM103A1|83640	199.6747
FAM104A|84923	725.6474	FAM104A|84923	617.7593
FAM104B|90736	179.1888	FAM104B|90736	187.0679
FAM105A|54491	234.3445	FAM105A|54491	213.0948
FAM105B|90268	406.80699999999996	FAM105B|90268	490.4433
lowly_expressed	lowly_expressed	FAM106C|100129396	28.4669
FAM107A|11170	22.8694	FAM107A|11170	1909.7194
FAM107B|83641	3366.1129	FAM107B|83641	1647.011
FAM108A1|81926	350.5751	FAM108A1|81926	322.0821
FAM108B1|51104	178.9198	FAM108B1|51104	317.2021
FAM108C1|58489	328.5128	FAM108C1|58489	89.8739
FAM109A|144717	197.4844	FAM109A|144717	82.1472
FAM109B|150368	641.6896	FAM109B|150368	187.4746
FAM10A4|145165	307.2577	FAM10A4|145165	591.7039
FAM110A|83541	549.4047	FAM110A|83541	52.0537
FAM110B|90362	360.7991	FAM110B|90362	224.4815
FAM110C|642273	9.1478	lowly_expressed	lowly_expressed
FAM111A|63901	1511.2666	FAM111A|63901	813.7454
FAM111B|374393	252.6401	FAM111B|374393	6.5067
FAM113A|64773	457.1198	FAM113A|64773	556.7304
FAM113B|91523	39.8197	FAM113B|91523	95.1606
FAM114A1|92689	1807.4931	FAM114A1|92689	718.5848
FAM114A2|10827	842.4026	FAM114A2|10827	593.7373
FAM115A|9747	263.1331	FAM115A|9747	831.6389
FAM115C|285966	72.593	FAM115C|285966	197.3688
FAM116A|201627	962.669	FAM116A|201627	731.1915
FAM116B|414918	333.0867	FAM116B|414918	70.7605
FAM117A|81558	252.9091	FAM117A|81558	775.5185
FAM117B|150864	370.485	FAM117B|150864	362.7491
FAM118A|55007	364.8349	FAM118A|55007	221.6348
FAM118B|79607	224.6586	FAM118B|79607	230.5815
FAM119A|151194	105.7375	FAM119A|151194	131.7609
FAM119B|25895	374.7898	FAM119B|25895	329.4022
FAM120AOS|158293	1951.5329	FAM120AOS|158293	1581.7812
FAM120A|23196	7760.1776	FAM120A|23196	4706.954000000001
FAM120B|84498	1704.7151	FAM120B|84498	1181.3745
FAM120C|54954	416.4929	FAM120C|54954	854.819
FAM122A|116224	492.9037	FAM122A|116224	738.9183
FAM122B|159090	765.1846	FAM122B|159090	682.7979
FAM122C|159091	25.829	FAM122C|159091	38.2269
FAM123B|139285	94.1683	FAM123B|139285	233.8349
FAM124A|220108	5.9191	FAM124A|220108	71.9805
FAM124B|79843	18.2956	FAM124B|79843	63.8471
FAM125A|93343	624.7394	FAM125A|93343	380.2359
FAM125B|89853	290.5764	FAM125B|89853	361.9357
FAM126A|84668	110.8495	FAM126A|84668	1077.2672
FAM126B|285172	612.363	FAM126B|285172	1165.9211
FAM127A|8933	578.7314	FAM127A|8933	2014.2334
FAM127B|26071	414.8786	FAM127B|26071	660.8377
FAM127C|441518	104.9304	FAM127C|441518	402.6027
FAM128A|653784	693.8858	FAM128A|653784	87.8406
FAM128B|80097	1296.8319	FAM128B|80097	256.6084
FAM129A|116496	11571.9378	FAM129A|116496	2082.5539
FAM129B|64855	2782.5385	FAM129B|64855	712.4847
FAM131A|131408	246.4519	FAM131A|131408	202.928
FAM131B|9715	75.3346	FAM131B|9715	24.4002
FAM132A|388581	6.1882	lowly_expressed	lowly_expressed
FAM133B|257415	54.0795	FAM133B|257415	100.854
FAM134A|79137	2877.514	FAM134A|79137	2515.2501
FAM134B|54463	1655.2095	FAM134B|54463	1047.1736
FAM134C|162427	2442.1874	FAM134C|162427	1928.8329
FAM135A|57579	46.8151	FAM135A|57579	405.0427
FAM135B|51059	8.6097	FAM135B|51059	5.6934
FAM136A|84908	668.5949	FAM136A|84908	385.1159
FAM13AOS|285512	123.3255	FAM13AOS|285512	114.9492
FAM13A|10144	426.8864	FAM13A|10144	12616.2424
FAM13B|51306	1271.7535	FAM13B|51306	901.5697
FAM13C|220965	12.5405	FAM13C|220965	671.7771
FAM149A|25854	23.4075	FAM149A|25854	588.4506
