gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
HTRA3|94031	1185.6555	HTRA3|94031	601.1905
HTT|3064	2341.7982	HTT|3064	2611.7725
HUNK|30811	17.1585	HUNK|30811	238.4259
HUS1|3364	216.88400000000001	HUS1|3364	253.6376
HUWE1|10075	8492.7934	HUWE1|10075	7881.9444
HVCN1|84329	100.5491	HVCN1|84329	85.8962
HYAL1|3373	23.3356	HYAL1|3373	193.7831
HYAL2|8692	1071.7227	HYAL2|8692	1264.881
HYAL3|8372	33.9465	HYAL3|8372	36.8849
HYAL4|23553	12.3542	lowly_expressed	lowly_expressed
HYDIN|54768	44.269	HYDIN|54768	158.0688
HYI|81888	303.5587	HYI|81888	401.4021
HYLS1|219844	217.9135	HYLS1|219844	99.8677
HYOU1|10525	3039.1215	HYOU1|10525	2835.3175
IAH1|285148	394.3034	IAH1|285148	490.7407
IARS2|55699	2841.1119	IARS2|55699	2696.4286
IARS|3376	2490.7344	IARS|3376	2250.3307
IBSP|3381	72.7522	lowly_expressed	lowly_expressed
IBTK|25998	1949.8970000000002	IBTK|25998	1657.0767
ICA1L|130026	225.8065	ICA1L|130026	192.1296
ICA1|3382	842.8277	ICA1|3382	629.9603
ICAM1|3383	263.8984	ICAM1|3383	1249.6693
ICAM2|3384	154.2416	ICAM2|3384	648.7897
ICAM3|3385	164.0357	ICAM3|3385	222.2222
lowly_expressed	lowly_expressed	ICAM4|3386	5.9524
lowly_expressed	lowly_expressed	ICAM5|7087	16.2037
ICK|22858	1138.2979	ICK|22858	1166.6667
ICMT|23463	2051.4756	ICMT|23463	2093.254
ICOSLG|23308	318.8058	ICOSLG|23308	252.6455
ICT1|3396	401.51	ICT1|3396	245.3704
ID1|3397	84.7632	ID1|3397	445.7672
ID2|3398	914.8936	ID2|3398	1245.0397
ID3|3399	351.0638	ID3|3399	824.7354
ID4|3400	44.269	ID4|3400	1774.1402
IDE|3416	869.5951	IDE|3416	603.836
IDH1|3417	1138.9842	IDH1|3417	2664.0212
IDH2|3418	1291.6953	IDH2|3418	1442.7910000000002
IDH3A|3419	1281.057	IDH3A|3419	945.1058
IDH3B|3420	1481.1256	IDH3B|3420	1106.1508
IDH3G|3421	730.6108	IDH3G|3421	733.4656
IDI1|3422	568.0405	IDI1|3422	732.2354
IDI2|91734	49.7598	IDI2|91734	65.1455
IDO1|3620	8.9224	IDO1|3620	109.7884
IDS|3423	3680.3844	IDS|3423	4026.0119
IDUA|3425	314.9382	IDUA|3425	167.9894
IER2|9592	1171.9286	IER2|9592	4133.5979
IER3IP1|51124	1886.0673	IER3IP1|51124	807.8704
IER3|8870	848.6616	IER3|8870	1186.5079
IER5L|389792	104.6671	IER5L|389792	115.0794
IER5|51278	566.232	IER5|51278	832.0106
IFFO1|25900	119.7666	IFFO1|25900	248.3466
IFFO2|126917	702.814	IFFO2|126917	2774.4709
IFI16|3428	692.1757	IFI16|3428	2890.2116
IFI27L1|122509	41.5237	IFI27L1|122509	70.1058
IFI27L2|83982	95.7447	IFI27L2|83982	229.828
IFI27|3429	542.21	IFI27|3429	1105.4894
IFI30|10437	888.8126	IFI30|10437	846.2302
IFI35|3430	555.9369	IFI35|3430	407.0767
IFI44L|10964	219.2862	IFI44L|10964	582.3413
IFI44|10561	256.3487	IFI44|10561	336.9709
IFI6|2537	1196.2938	IFI6|2537	531.0847
IFIH1|64135	388.1263	IFIH1|64135	558.8624
IFIT1|3434	654.7701	IFIT1|3434	606.4815
IFIT2|3433	385.3809	IFIT2|3433	399.8016
IFIT3|3437	506.1771	IFIT3|3437	719.5767
IFIT5|24138	389.8421	IFIT5|24138	522.1561
IFITM1|8519	1447.4949	IFITM1|8519	2652.4471
IFITM2|10581	1988.3322	IFITM2|10581	2889.2196
IFITM3|10410	3536.0329	IFITM3|10410	6759.2593
IFNAR1|3454	1634.8662	IFNAR1|3454	2417.328
IFNAR2|3455	232.4399	IFNAR2|3455	537.0701
lowly_expressed	lowly_expressed	IFNE|338376	8.2672
IFNGR1|3459	948.8675	IFNGR1|3459	2318.1217
IFNGR2|3460	1451.9561	IFNGR2|3460	1929.2328
IFRD1|3475	321.5511	IFRD1|3475	931.2169
IFRD2|7866	775.6932	IFRD2|7866	655.4134
IFT122|55764	870.6246	IFT122|55764	904.1005
IFT140|9742	1967.7419	IFT140|9742	818.1217
IFT172|26160	439.9451	IFT172|26160	659.0608
IFT20|90410	298.8881	IFT20|90410	273.9187
IFT27|11020	402.8826	IFT27|11020	403.7698
IFT46|56912	1221.6884	IFT46|56912	642.5265
IFT52|51098	663.3493	IFT52|51098	607.4735
IFT57|55081	834.2485	IFT57|55081	711.9709
IFT74|80173	463.6239	IFT74|80173	364.0873
IFT80|57560	681.9355	IFT80|57560	496.8981
IFT81|28981	398.7646	IFT81|28981	308.8624
IFT88|8100	519.2176	IFT88|8100	310.5159
IGBP1|3476	1810.5697	IGBP1|3476	1496.0317
IGDCC3|9543	164.3789	IGDCC3|9543	69.4444
IGDCC4|57722	67.9478	IGDCC4|57722	54.5635
IGF1R|3480	7828.4146	IGF1R|3480	4794.6429
IGF1|3479	57.6527	IGF1|3479	1454.6958
lowly_expressed	lowly_expressed	IGF2AS|51214	6.6138
IGF2BP2|10644	7.2066	IGF2BP2|10644	117.7249
IGF2R|3482	3155.4564	IGF2R|3482	4339.2857
IGF2|3481	435.6074	IGF2|3481	5116.5509
IGFALS|3483	16.4722	IGFALS|3483	16.2037
IGFBP1|3484	548.3871	lowly_expressed	lowly_expressed
IGFBP2|3485	1832.5326	IGFBP2|3485	1633.2672
IGFBP3|3486	3548.0439	IGFBP3|3486	3908.0688
IGFBP4|3487	10501.0295	IGFBP4|3487	15835.6481
IGFBP5|3488	5502.059	IGFBP5|3488	21285.3836
IGFBP6|3489	240.2196	IGFBP6|3489	1130.6217
IGFBP7|3490	4769.7323	IGFBP7|3490	4812.5
lowly_expressed	lowly_expressed	IGFL1|374918	6.9444
IGFL2|147920	5.4907	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFN1|91156	86.6402
IGHMBP2|3508	346.6026	IGHMBP2|3508	367.3942
IGJ|3512	69.3205	IGJ|3512	11918.6508
lowly_expressed	lowly_expressed	IGLON5|402665	5.6217
IGSF10|285313	17.1585	IGSF10|285313	1294.6429
IGSF11|152404	6.5202	IGSF11|152404	8.2672
IGSF1|3547	19.2176	IGSF1|3547	613.7566
IGSF21|84966	53.8778	IGSF21|84966	220.2381
IGSF22|283284	19.0528	IGSF22|283284	26.6931
IGSF3|3321	505.8339	IGSF3|3321	1348.545
IGSF6|10261	76.1839	IGSF6|10261	90.2778
IGSF8|93185	1171.2423	IGSF8|93185	1135.5819999999999
IGSF9B|22997	68.9774	IGSF9B|22997	43.9815
IGSF9|57549	264.5848	IGSF9|57549	259.5899
IKBIP|121457	190.1167	IKBIP|121457	272.8175
IKBKAP|8518	1028.8264	IKBKAP|8518	1067.1296
IKBKB|3551	510.2951	IKBKB|3551	1696.4286
IKBKE|9641	132.464	IKBKE|9641	162.037
IKBKG|8517	501.0295	IKBKG|8517	347.5529
IKZF1|10320	100.5491	IKZF1|10320	286.3757
IKZF2|22807	39.8078	IKZF2|22807	315.8069
lowly_expressed	lowly_expressed	IKZF3|22806	17.1958
IKZF4|64375	312.9719	IKZF4|64375	334.3254
IKZF5|64376	582.0178	IKZF5|64376	791.9974
IK|3550	2942.6905	IK|3550	1854.1667
IL10RA|3587	263.5553	IL10RA|3587	579.0344
IL10RB|3588	472.2924	IL10RB|3588	625.2149
lowly_expressed	lowly_expressed	IL10|3586	9.5899
IL11RA|3590	90.9403	IL11RA|3590	400.463
IL12RB1|3594	15.4427	IL12RB1|3594	24.4709
lowly_expressed	lowly_expressed	IL12RB2|3595	69.1138
IL13RA1|3597	3650.652	IL13RA1|3597	3548.6111
IL13RA2|3598	18.1881	IL13RA2|3598	5.9524
IL15RA|3601	104.6671	IL15RA|3601	249.3386
IL15|3600	14.7563	IL15|3600	71.4286
IL16|3603	190.4598	IL16|3603	571.0979
lowly_expressed	lowly_expressed	IL17B|27190	44.3122
IL17D|53342	13.3253	IL17D|53342	36.2269
IL17RA|23765	246.7399	IL17RA|23765	386.2434
IL17RB|55540	939.2588	IL17RB|55540	909.0608
IL17RC|84818	743.9945	IL17RC|84818	761.9048
IL17RD|54756	533.2876	IL17RD|54756	1329.0344
IL17REL|400935	6.1771	lowly_expressed	lowly_expressed
IL17RE|132014	66.5752	IL17RE|132014	440.1455
IL18BP|10068	118.4008	IL18BP|10068	266.6071
IL18R1|8809	9.2656	IL18R1|8809	60.8466
lowly_expressed	lowly_expressed	IL18RAP|8807	12.2354
IL18|3606	60.7412	IL18|3606	53.5714
IL1B|3553	87.8518	IL1B|3553	143.1878
IL1R1|3554	173.6445	IL1R1|3554	3576.7196
lowly_expressed	lowly_expressed	IL1R2|7850	6.2831
IL1RAPL1|11141	8.9224	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL1RAPL2|26280	16.5344
IL1RAP|3556	274.5367	IL1RAP|3556	302.2487
lowly_expressed	lowly_expressed	IL1RL1|9173	21.4947
lowly_expressed	lowly_expressed	IL1RL2|8808	53.5714
IL1RN|3557	61.4276	IL1RN|3557	70.7672
IL20RA|53832	17.5017	IL20RA|53832	614.418
lowly_expressed	lowly_expressed	IL20RB|53833	14.2196
IL20|50604	47.3576	lowly_expressed	lowly_expressed
IL21R|50615	20.93	IL21R|50615	17.1263
IL22RA1|58985	5.8339	IL22RA1|58985	24.8016
lowly_expressed	lowly_expressed	IL22RA2|116379	5.6217
IL23A|51561	5.8339	IL23A|51561	5.291
IL24|11009	11.9904	lowly_expressed	lowly_expressed
IL27RA|9466	66.9183	IL27RA|9466	456.3492
IL28RA|163702	215.1682	IL28RA|163702	197.0899
lowly_expressed	lowly_expressed	IL2RA|3559	58.5317
IL2RB|3560	184.2828	IL2RB|3560	494.3783
IL2RG|3561	76.1839	IL2RG|3561	223.2143
IL32|9235	266.987	IL32|9235	458.0026
IL33|90865	16.4722	IL33|90865	2098.545
IL34|146433	11.6678	IL34|146433	347.5529
IL3RA|3563	103.9808	IL3RA|3563	188.8228
IL4I1|259307	50.1716	IL4I1|259307	30.8532
IL4R|3566	658.2018	IL4R|3566	1367.7249
lowly_expressed	lowly_expressed	IL5RA|3568	5.291
IL6R|3570	99.1764	IL6R|3570	340.9392
IL6ST|3572	5819.1489	IL6ST|3572	5918.6508
lowly_expressed	lowly_expressed	IL6|3569	747.0238
lowly_expressed	lowly_expressed	IL7R|3575	55.8862
lowly_expressed	lowly_expressed	IL7|3574	41.9974
IL8|3576	6.1771	IL8|3576	29.1005
ILDR1|286676	436.5134	ILDR1|286676	192.4603
ILDR2|387597	10.2951	lowly_expressed	lowly_expressed
ILF2|3608	2770.4187	ILF2|3608	2438.4921
ILF3|3609	5750.5148	ILF3|3609	4428.5714
ILKAP|80895	413.8641	ILKAP|80895	363.4259
ILK|3611	1518.5312	ILK|3611	2790.0132
ILVBL|10994	873.7131	ILVBL|10994	830.3571
IMMP1L|196294	66.3967	IMMP1L|196294	65.205
IMMP2L|83943	242.965	IMMP2L|83943	134.5899
IMMT|10989	1993.4798	IMMT|10989	1776.455
IMP3|55272	1320.5216	IMP3|55272	797.9497
IMP4|92856	404.2553	IMP4|92856	494.0476
IMPA1|3612	510.9815	IMPA1|3612	329.6958
IMPA2|3613	280.0275	IMPA2|3613	282.0767
IMPACT|55364	1474.9485	IMPACT|55364	1135.9127
IMPAD1|54928	4876.8016	IMPAD1|54928	3205.3571
IMPDH1|3614	955.3878	IMPDH1|3614	1111.1111
IMPDH2|3615	3964.9966	IMPDH2|3615	3075.7275
IMPG1|3617	31.2286	IMPG1|3617	7.9365
IMPG2|50939	5.8339	lowly_expressed	lowly_expressed
INADL|10207	1946.4653	INADL|10207	2015.8729999999998
INCA1|388324	32.9444	INCA1|388324	15.5423
INCENP|3619	308.1675	INCENP|3619	260.582
INE1|8552	14.4132	INE1|8552	38.3598
INE2|8551	7.5120000000000005	INE2|8551	23.4921
INF2|64423	885.7241	INF2|64423	1895.5026
ING1|3621	277.6424	ING1|3621	313.5218
ING2|3622	207.9616	ING2|3622	168.9815
ING3|54556	183.5964	ING3|54556	347.8836
ING4|51147	950.2402	ING4|51147	618.0556
ING5|84289	250.8579	ING5|84289	520.5026
INHA|3623	29.1695	INHA|3623	10.2513
INHBA|3624	263.8984	INHBA|3624	62.5
INHBB|3625	914.8936	INHBB|3625	2100.1984
INMT|11185	13.7268	INMT|11185	768.2507
INO80B|83444	135.6898	INO80B|83444	164.4411
INO80C|125476	269.3892	INO80C|125476	174.9339
INO80D|54891	518.8298	INO80D|54891	776.9279
INO80E|283899	1021.304	INO80E|283899	510.6878
INO80|54617	827.0419	INO80|54617	1019.1799
INPP1|3628	186.3418	INPP1|3628	406.4153
INPP4A|3631	546.6712	INPP4A|3631	738.4259
INPP4B|8821	3834.9348	INPP4B|8821	1069.7751
INPP5A|3632	569.6637	INPP5A|3632	666.9974
INPP5B|3633	268.7028	INPP5B|3633	738.4259
INPP5D|3635	299.245	INPP5D|3635	577.381
INPP5E|56623	234.3857	INPP5E|56623	286.7063
INPP5F|22876	991.7639	INPP5F|22876	626.3228
INPP5J|27124	1033.2876	INPP5J|27124	521.164
INPP5K|51763	1224.7769	INPP5K|51763	1152.1164
INPPL1|3636	1844.5436	INPPL1|3636	1776.7857
lowly_expressed	lowly_expressed	INSC|387755	52.9101
INSIG1|3638	748.4557	INSIG1|3638	906.4153
INSIG2|51141	424.5024	INSIG2|51141	646.164
INSM1|3642	93.6857	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	INSRR|3645	10.9127
INSR|3643	3238.1606	INSR|3643	2473.545
INTS10|55174	273.8504	INTS10|55174	958.3333
INTS12|57117	631.0913	INTS12|57117	489.0873
INTS1|26173	2058.3391	INTS1|26173	2181.8783
INTS2|57508	427.9341	INTS2|57508	399.1402
INTS3|65123	1764.2416	INTS3|65123	2275.4629999999997
INTS4L1|285905	31.9149	INTS4L1|285905	26.1243
INTS4L2|644619	17.1585	INTS4L2|644619	6.9444
INTS4|92105	462.5944	INTS4|92105	531.6369
INTS5|80789	606.0398	INTS5|80789	717.2619
INTS6|26512	992.7934	INTS6|26512	873.0159
INTS7|25896	403.569	INTS7|25896	379.6296
INTS8|55656	967.4091	INTS8|55656	661.045
INTS9|55756	137.9547	INTS9|55756	384.9206
INTU|27152	124.2279	INTU|27152	259.5899
INVS|27130	234.7289	INVS|27130	331.6799
IP6K1|9807	1688.4008	IP6K1|9807	1615.7407
IP6K2|51447	2094.7152	IP6K2|51447	1519.1799
IPCEF1|26034	48.7303	IPCEF1|26034	61.8386
IPMK|253430	37.7488	IPMK|253430	82.0106
IPO11|51194	950.2025	IPO11|51194	783.5913
IPO13|9670	967.3988	IPO13|9670	725.1984
IPO4|79711	881.3624	IPO4|79711	820.797
IPO5|3843	3047.0144	IPO5|3843	3567.4603
IPO7|10527	3881.9492	IPO7|10527	3476.8519
IPO8|10526	1530.5422	IPO8|10526	1534.7222
IPO9|55705	1214.1386	IPO9|55705	1708.9947
IPPK|64768	412.76599999999996	IPPK|64768	370.5126
IPP|3652	374.7426	IPP|3652	326.0582
IPW|3653	682.1174	IPW|3653	483.4292
IQCA1|79781	10.2951	IQCA1|79781	203.0423
IQCB1|9657	500.0	IQCB1|9657	443.7831
IQCC|55721	118.0508	IQCC|55721	104.1667
IQCD|115811	43.5827	IQCD|115811	34.7222
IQCE|23288	780.0275	IQCE|23288	842.5926
IQCG|84223	314.0014	IQCG|84223	283.0688
IQCH|64799	66.8737	IQCH|64799	74.5437
IQCK|124152	514.7563	IQCK|124152	386.2434
IQGAP1|8826	11752.917	IQGAP1|8826	9799.2725
IQGAP2|10788	147.2203	IQGAP2|10788	1886.9048
IQGAP3|128239	197.6664	IQGAP3|128239	20.172
IQSEC1|9922	2096.0879	IQSEC1|9922	2719.5767
IQSEC2|23096	1125.6005	IQSEC2|23096	445.7672
lowly_expressed	lowly_expressed	IQSEC3|440073	77.0503
IQUB|154865	6.5202	IQUB|154865	29.7619
IRAK1BP1|134728	48.5244	IRAK1BP1|134728	59.8214
IRAK1|3654	2793.7543	IRAK1|3654	1720.8995
IRAK2|3656	60.3981	IRAK2|3656	164.6825
IRAK3|11213	62.8003	IRAK3|11213	707.3413
IRAK4|51135	905.9712	IRAK4|51135	575.0661
IREB2|3658	1543.2395	IREB2|3658	1451.0582
IRF1|3659	398.4008	IRF1|3659	705.7937
IRF2BP1|26145	656.1428	IRF2BP1|26145	505.291
IRF2BP2|359948	3631.4345	IRF2BP2|359948	4806.2169
IRF2|3660	734.3857	IRF2|3660	964.6164
IRF3|3661	830.127	IRF3|3661	709.6065
lowly_expressed	lowly_expressed	IRF4|3662	134.2593
IRF5|3663	377.8312	IRF5|3663	169.6429
IRF6|3664	803.7062	IRF6|3664	1300.9259
IRF7|3665	155.1132	IRF7|3665	223.2143
IRF8|3394	151.6815	IRF8|3394	272.8175
IRF9|10379	821.3315	IRF9|10379	800.4563
IRGQ|126298	735.7584	IRGQ|126298	753.6376
IRS1|3667	3213.1091	IRS1|3667	2875.3307
IRS2|8660	430.3363	IRS2|8660	1604.828
IRX1|79192	12.3542	IRX1|79192	528.7698
IRX2|153572	23.6788	IRX2|153572	1069.1138
IRX3|79191	2958.8195	IRX3|79191	1514.5503
lowly_expressed	lowly_expressed	IRX4|50805	86.6402
IRX5|10265	1538.4351	IRX5|10265	663.0291
IRX6|79190	80.30199999999999	IRX6|79190	152.1164
ISCA1P1|389293	50.4461	ISCA1P1|389293	71.7593
ISCA1|81689	510.9815	ISCA1|81689	879.6296
ISCA2|122961	314.0014	ISCA2|122961	233.4656
ISCU|23479	1165.4084	ISCU|23479	1621.6931
ISG15|9636	600.5491	ISG15|9636	200.3968
ISG20L2|81875	659.9176	ISG20L2|81875	696.7593
ISG20|3669	218.2567	ISG20|3669	121.6931
ISLR2|57611	33.6307	ISLR2|57611	52.9101
ISLR|3671	1102.6081	ISLR|3671	2736.4418
ISM1|140862	1666.7811	ISM1|140862	1169.6429
ISOC1|51015	2206.5889	ISOC1|51015	796.2963
ISOC2|79763	490.048	ISOC2|79763	399.1402
ISPD|729920	63.4866	ISPD|729920	59.1931
ISY1|57461	594.7152	ISY1|57461	616.5245
ISYNA1|51477	792.7248	ISYNA1|51477	748.0159
ITCH|83737	1496.5683	ITCH|83737	1631.2831
ITFG1|81533	2877.8312	ITFG1|81533	1062.1693
ITFG2|55846	482.1551	ITFG2|55846	540.6746
ITFG3|83986	2851.7811	ITFG3|83986	2155.3307
ITGA10|8515	53.5347	ITGA10|8515	144.1799
ITGA11|22801	858.9568	ITGA11|22801	485.7804
ITGA1|3672	1023.943	ITGA1|3672	1588.4722
ITGA2B|3674	5.4907	ITGA2B|3674	5.291
ITGA2|3673	229.5813	ITGA2|3673	1439.1534
ITGA3|3675	2441.3178	ITGA3|3675	2605.4894
ITGA4|3676	442.1757	ITGA4|3676	236.5608
ITGA5|3678	1974.2622	ITGA5|3678	1956.0185
ITGA6|3655	2117.3644	ITGA6|3655	5045.9656
ITGA7|3679	209.3342	ITGA7|3679	2799.6032
ITGA8|8516	100.8922	ITGA8|8516	135.582
ITGA9|3680	159.5745	ITGA9|3680	380.9524
ITGAE|3682	214.825	ITGAE|3682	192.791
ITGAL|3683	1014.4132	ITGAL|3683	312.8307
ITGAM|3684	275.5662	ITGAM|3684	377.3148
ITGAV|3685	3508.5793	ITGAV|3685	3661.7063
ITGAX|3687	232.6699	ITGAX|3687	158.0688
ITGB1BP1|9270	378.1743	ITGB1BP1|9270	1610.7804
ITGB1|3688	8842.8277	ITGB1|3688	16942.4603
ITGB2|3689	926.9046	ITGB2|3689	990.4101
ITGB3BP|23421	216.88400000000001	ITGB3BP|23421	195.4365
ITGB3|3690	281.4001	ITGB3|3690	477.1825
ITGB4|3691	858.2704	ITGB4|3691	5518.8492
ITGB5|3693	4308.5106	ITGB5|3693	4477.5132
ITGB6|3694	394.3034	ITGB6|3694	2182.8704
ITGB7|3695	69.3205	ITGB7|3695	82.0106
ITGB8|3696	396.0192	ITGB8|3696	1096.5608
ITGBL1|9358	436.8566	ITGBL1|9358	582.0106
lowly_expressed	lowly_expressed	ITIH2|3698	14.5503
lowly_expressed	lowly_expressed	ITIH3|3699	58.8624
ITIH4|3700	45.6417	ITIH4|3700	67.791
ITIH5L|347365	194.9211	ITIH5L|347365	89.9471
ITIH5|80760	305.0789	ITIH5|80760	5732.1429
ITK|3702	6.5202	ITK|3702	52.9101
ITM2A|9452	149.6225	ITM2A|9452	1510.582
ITM2B|9445	11143.7886	ITM2B|9445	12488.0952
ITM2C|81618	361.35900000000004	ITM2C|81618	1231.1508
ITPA|3704	723.0611	ITPA|3704	416.6667
ITPK1|3705	2612.5601	ITPK1|3705	2134.9206
ITPKB|3707	710.3638	ITPKB|3707	1641.8651
ITPKC|80271	827.385	ITPKC|80271	840.2778
ITPR1|3708	9431.709	ITPR1|3708	4624.3386
ITPR2|3709	3679.8216	ITPR2|3709	3157.7381
ITPR3|3710	1799.4955	ITPR3|3710	1591.7593
ITPRIPL1|150771	6.1771	ITPRIPL1|150771	102.1825
ITPRIPL2|162073	8147.5635	ITPRIPL2|162073	1581.6799
ITPRIP|85450	417.9822	ITPRIP|85450	1335.9788
ITSN1|6453	521.6198	ITSN1|6453	2932.5397
ITSN2|50618	1113.5896	ITSN2|50618	1436.5079
IVD|3712	3456.4173	IVD|3712	1927.9101
IVNS1ABP|10625	1942.3473	IVNS1ABP|10625	2477.5132
IWS1|55677	1175.0172	IWS1|55677	1122.3545
IYD|389434	15.7859	lowly_expressed	lowly_expressed
JAG1|182	1739.1901	JAG1|182	2532.7381
JAG2|3714	417.2958	JAG2|3714	1119.7089999999998
JAGN1|84522	728.895	JAGN1|84522	596.5608
JAK1|3716	5526.4242	JAK1|3716	6618.3862
JAK2|3717	234.7289	JAK2|3717	677.5794
JAK3|3718	60.3981	JAK3|3718	246.0317
JAKMIP3|282973	30.5422	JAKMIP3|282973	62.1693
JAM2|58494	55.5937	JAM2|58494	623.0159
JAM3|83700	354.1524	JAM3|83700	1002.9762
JARID2|3720	1269.7323	JARID2|3720	519.5106
JAZF1|221895	352.7797	JAZF1|221895	478.836
JDP2|122953	435.827	JDP2|122953	581.6799
JHDM1D|80853	375.42900000000003	JHDM1D|80853	1413.0291
JKAMP|51528	1076.1839	JKAMP|51528	828.0423
JMJD1C|221037	1461.3658	JMJD1C|221037	2463.6772
JMJD4|65094	424.499	JMJD4|65094	380.1257
JMJD5|79831	135.8957	JMJD5|79831	100.1984
JMJD6|23210	367.8792	JMJD6|23210	538.3598
JMJD7-PLA2G4B|8681	551.1325	JMJD7-PLA2G4B|8681	581.0185
JMJD8|339123	3261.9286	JMJD8|339123	1263.8261
JMY|133746	809.197	JMY|133746	912.3677
JOSD1|9929	910.0892	JOSD1|9929	1734.7884
JOSD2|126119	190.4598	JOSD2|126119	156.0847
JPH1|56704	450.2402	JPH1|56704	65.8069
JPH2|57158	81.3315	JPH2|57158	581.3492
lowly_expressed	lowly_expressed	JPH3|57338	9.2593
JPH4|84502	13.7268	JPH4|84502	57.5397
JRKL|8690	150.9952	JRKL|8690	418.6508
JRK|8629	469.801	JRK|8629	490.0794
lowly_expressed	lowly_expressed	JSRP1|126306	5.6217
JTB|10899	1908.3734	JTB|10899	1425.9259
JUB|84962	879.8902	JUB|84962	588.2937
JUNB|3726	894.6465	JUNB|3726	3470.2381
JUND|3727	1725.1201	JUND|3727	4304.8942
JUN|3725	957.1036	JUN|3725	13640.5423
JUP|3728	8643.1023	JUP|3728	6636.5741
KAAG1|353219	5.7069	lowly_expressed	lowly_expressed
KAL1|3730	875.7721	KAL1|3730	494.3783
KALRN|8997	198.696	KALRN|8997	798.2804
KANK1|23189	741.2491	KANK1|23189	3351.5212
KANK2|25959	1206.2457	KANK2|25959	3063.1614
KANK3|256949	75.1544	KANK3|256949	344.9074
KANK4|163782	38.4351	KANK4|163782	560.5159
KARS|3735	4001.0295	KARS|3735	2241.4021
KAT2A|2648	1295.127	KAT2A|2648	827.3810000000001
KAT2B|8850	283.4592	KAT2B|8850	816.4683
KAT5|10524	1120.4873	KAT5|10524	1042.7083
KATNA1|11104	206.9321	KATNA1|11104	325.0661
KATNAL1|84056	528.14	KATNAL1|84056	551.918
KATNAL2|83473	70.6932	KATNAL2|83473	105.4894
KATNB1|10300	195.6074	KATNB1|10300	381.6138
KAZALD1|81621	58.394	KAZALD1|81621	72.3644
KAZ|23254	593.5106	KAZ|23254	818.9021
KBTBD10|10324	22.2546	KBTBD10|10324	21.9544
KBTBD11|9920	57.3095	KBTBD11|9920	251.6534
lowly_expressed	lowly_expressed	KBTBD12|166348	11.2434
KBTBD2|25948	1199.3823	KBTBD2|25948	1511.2434
KBTBD3|143879	153.3974	KBTBD3|143879	168.6508
KBTBD4|55709	441.2114	KBTBD4|55709	453.8558
KBTBD6|89890	729.5813	KBTBD6|89890	460.6481
KBTBD7|84078	276.5957	KBTBD7|84078	194.4444
KBTBD8|84541	16.129	KBTBD8|84541	26.7857
KCMF1|56888	882.6356	KCMF1|56888	1113.7566
lowly_expressed	lowly_expressed	KCNA1|3736	17.8571
lowly_expressed	lowly_expressed	KCNA2|3737	9.5899
lowly_expressed	lowly_expressed	KCNA3|3738	42.9894
lowly_expressed	lowly_expressed	KCNA4|3739	9.2593
KCNA5|3741	28.14	KCNA5|3741	15.2116
lowly_expressed	lowly_expressed	KCNA6|3742	74.0741
KCNAB1|7881	53.1915	KCNAB1|7881	219.9074
KCNAB2|8514	83.3905	KCNAB2|8514	166.6667
KCNAB3|9196	5.4907	KCNAB3|9196	7.2751
lowly_expressed	lowly_expressed	KCNB1|3745	149.4709
lowly_expressed	lowly_expressed	KCNB2|9312	9.5899
KCNC1|3746	10.2951	KCNC1|3746	7.6058
KCNC2|3747	15.4427	KCNC2|3747	120.0397
KCNC3|3748	20.9334	KCNC3|3748	256.6138
KCNC4|3749	70.35	KCNC4|3749	305.2249
KCND1|3750	22.6493	KCND1|3750	92.5926
KCND2|3751	990.7344	KCND2|3751	176.918
KCND3|3752	243.9945	KCND3|3752	218.25400000000002
lowly_expressed	lowly_expressed	KCNE1L|23630	10.9127
lowly_expressed	lowly_expressed	KCNE1|3753	150.7937
KCNE2|9992	6.1771	KCNE2|9992	6.9444
KCNE3|10008	197.6664	KCNE3|10008	196.7593
KCNE4|23704	652.3679	KCNE4|23704	229.1667
KCNF1|3754	538.092	KCNF1|3754	11.5741
lowly_expressed	lowly_expressed	KCNG1|3755	16.2037
KCNG4|93107	7.5498	lowly_expressed	lowly_expressed
KCNH1|3756	232.6699	KCNH1|3756	7.9365
KCNH2|3757	167.4674	KCNH2|3757	13.5582
lowly_expressed	lowly_expressed	KCNH3|23416	46.9577
lowly_expressed	lowly_expressed	KCNH8|131096	80.3571
lowly_expressed	lowly_expressed	KCNIP1|30820	26.7857
KCNIP2|30819	9.6088	KCNIP2|30819	1861.7725
KCNIP3|30818	94.37200000000001	KCNIP3|30818	128.6376
KCNIP4|80333	30.5422	KCNIP4|80333	21.8254
KCNJ10|3766	5.1476	lowly_expressed	lowly_expressed
KCNJ11|3767	513.7268	KCNJ11|3767	177.9101
KCNJ12|3768	21.9629	KCNJ12|3768	88.955
lowly_expressed	lowly_expressed	KCNJ13|3769	5.9524
KCNJ14|3770	21.6198	KCNJ14|3770	43.3201
KCNJ15|3772	9.2656	KCNJ15|3772	39.0212
lowly_expressed	lowly_expressed	KCNJ16|3773	171.627
lowly_expressed	lowly_expressed	KCNJ1|3758	7.2751
