gene_id	TCGA-BH-A1FB-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FB-11A-33R-A13Q-07
ALKBH7|84266	280.8923	ALKBH7|84266	357.0754
ALKBH8|91801	315.8204	ALKBH8|91801	304.265
ALK|238	23.4811	ALK|238	47.9653
ALMS1P|200420	5.8703	ALMS1P|200420	8.2365
ALMS1|7840	1126.5043	ALMS1|7840	648.259
ALOX12P2|245	9.0989	ALOX12P2|245	31.9769
ALOX12|239	5.5768	ALOX12|239	6.7829999999999995
ALOX15B|247	144.1151	ALOX15B|247	6922.5142
ALOX15|246	54.5935	ALOX15|246	29.0699
ALOX5AP|241	520.6927	ALOX5AP|241	260.6602
ALOX5|240	1037.2762	ALOX5|240	813.9574
ALOXE3|59344	6.1638	ALOXE3|59344	10.659
ALPK1|80216	884.6493	ALPK1|80216	782.9495
ALPK2|115701	42.5594	lowly_expressed	lowly_expressed
ALPK3|57538	121.5145	ALPK3|57538	207.8498
ALPL|249	383.3284	ALPL|249	794.5775
ALS2CL|259173	149.3983	ALS2CL|259173	377.9088
ALS2CR11|151254	5.8703	ALS2CR11|151254	8.721
ALS2CR4|65062	773.4077	ALS2CR4|65062	1381.7896
ALS2CR8|79800	281.7728	ALS2CR8|79800	320.738
ALS2|57679	756.9709	ALS2|57679	736.9222
ALX3|257	22.6005	ALX3|257	21.8024
ALX4|60529	30.2319	ALX4|60529	58.1398
AMACR|23600	564.1327	AMACR|23600	337.6954
AMBP|259	27.0032	AMBP|259	8.721
AMBRA1|55626	993.5427	AMBRA1|55626	909.8881
AMD1|262	1707.42	AMD1|262	2168.6152
AMDHD1|144193	35.2216	AMDHD1|144193	18.4109
AMDHD2|51005	231.3736	AMDHD2|51005	177.3264
AMFR|267	3105.9583	AMFR|267	3054.7629
AMICA1|120425	560.904	AMICA1|120425	226.7453
AMIGO1|57463	156.4426	AMIGO1|57463	206.3963
AMIGO2|347902	913.1083	AMIGO2|347902	2465.1088
AMIGO3|386724	63.3989	AMIGO3|386724	60.0778
AMMECR1L|83607	913.12	AMMECR1L|83607	937.9889999999999
AMMECR1|9949	678.6029	AMMECR1|9949	244.6717
AMN1|196394	178.1626	AMN1|196394	183.1404
AMOTL1|154810	1990.0205	AMOTL1|154810	2715.1294
AMOTL2|51421	1985.6178	AMOTL2|51421	3568.8157
AMOT|154796	1024.0681	AMOT|154796	1149.7149
AMPD1|270	22.0135	AMPD1|270	95.4462
AMPD2|271	683.0056	AMPD2|271	773.7441
AMPD3|272	468.7408	AMPD3|272	270.3501
AMPH|273	181.9783	AMPH|273	42.6359
AMT|275	76.7332	AMT|275	227.1183
AMY1A|276	6.1638	AMY1A|276	60.5623
AMY2B|280	135.113	AMY2B|280	558.5298
AMZ1|155185	135.8967	lowly_expressed	lowly_expressed
AMZ2P1|201283	159.9648	AMZ2P1|201283	194.2839
AMZ2|51321	1221.6026	AMZ2|51321	1018.9003
ANAPC10|10393	136.1902	ANAPC10|10393	138.0821
ANAPC11|51529	520.1057	ANAPC11|51529	532.4638
ANAPC13|25847	1476.7655	ANAPC13|25847	1116.3135
ANAPC16|119504	2456.7068	ANAPC16|119504	2838.192
ANAPC1|64682	1003.5222	ANAPC1|64682	858.5313
ANAPC2|29882	538.8905	ANAPC2|29882	665.7009
ANAPC4|29945	497.2116	ANAPC4|29945	712.2128
ANAPC5|51433	2164.661	ANAPC5|51433	2510.1866
ANAPC7|51434	978.867	ANAPC7|51434	814.4419
ANGEL1|23357	721.1623	ANGEL1|23357	729.1702
ANGEL2|90806	818.0217	ANGEL2|90806	849.3258
ANGPT1|284	66.334	ANGPT1|284	172.4815
ANGPT2|285	304.9604	ANGPT2|285	217.0553
ANGPTL1|9068	127.0913	ANGPTL1|9068	291.1836
ANGPTL2|23452	2299.0901	ANGPTL2|23452	2689.9355
ANGPTL4|51129	70.7367	ANGPTL4|51129	666.1854
ANGPTL7|10218	40.5048	ANGPTL7|10218	212.2103
ANG|283	204.0475	ANG|283	450.0216
ANK1|286	35.2216	ANK1|286	14.0505
ANK2|287	647.4905	ANK2|287	466.0875
ANK3|288	1195.1864	ANK3|288	1389.0571
ANKAR|150709	49.6038	ANKAR|150709	62.9848
ANKDD1A|348094	76.02	ANKDD1A|348094	147.77200000000002
ANKFY1|51479	2692.985	ANKFY1|51479	2423.4614
ANKHD1-EIF4EBP3|404734	1220.6399	ANKHD1-EIF4EBP3|404734	709.9114
ANKHD1|54882	2687.2146	ANKHD1|54882	2499.4985
ANKH|56172	2518.6381	ANKH|56172	3397.7878
ANKIB1|54467	2053.1259	ANKIB1|54467	1508.7282
ANKK1|255239	18.1978	ANKK1|255239	60.0778
ANKLE1|126549	9.3924	ANKLE1|126549	11.628
ANKLE2|23141	1610.5078	ANKLE2|23141	1624.0389
ANKMY1|51281	215.1453	ANKMY1|51281	206.3963
ANKMY2|57037	458.1743	ANKMY2|57037	599.8091
ANKRA2|57763	235.3977	ANKRA2|57763	470.44800000000004
ANKRD10|55608	1659.4365	ANKRD10|55608	1605.7733
ANKRD11|29123	1726.4896	ANKRD11|29123	2305.6798
ANKRD12|23253	2090.9891	ANKRD12|23253	1834.3112
ANKRD13A|88455	1601.4089	ANKRD13A|88455	1574.62
ANKRD13B|124930	145.2891	ANKRD13B|124930	137.1131
ANKRD13C|81573	723.2169	ANKRD13C|81573	677.8134
ANKRD13D|338692	372.76199999999994	ANKRD13D|338692	512.1149
ANKRD16|54522	135.1453	ANKRD16|54522	160.369
ANKRD17|26057	3577.3408	ANKRD17|26057	2635.6717
ANKRD19|138649	50.4843	ANKRD19|138649	37.3064
ANKRD20A3|441425	6.1638	ANKRD20A3|441425	7.2675
lowly_expressed	lowly_expressed	ANKRD20B|729171	5.3295
ANKRD22|118932	262.1074	ANKRD22|118932	77.0353
ANKRD23|200539	34.0475	ANKRD23|200539	47.4809
ANKRD24|170961	15.5562	ANKRD24|170961	17.4419
ANKRD26|22852	335.7793	ANKRD26|22852	339.6334
ANKRD27|84079	768.418	ANKRD27|84079	1030.0438
ANKRD28|23243	1835.0455	ANKRD28|23243	1337.2158
ANKRD29|147463	94.2178	ANKRD29|147463	202.5204
ANKRD30A|91074	1971.8227	ANKRD30A|91074	963.183
ANKRD30B|374860	208.3945	ANKRD30B|374860	61.5313
ANKRD31|256006	5.5768	ANKRD31|256006	6.2985
ANKRD32|84250	222.7766	ANKRD32|84250	178.7799
ANKRD34A|284615	16.4367	ANKRD34A|284615	22.2869
ANKRD35|148741	93.6308	ANKRD35|148741	174.9039
ANKRD36BP1|84832	280.8923	ANKRD36BP1|84832	277.1331
ANKRD36B|57730	63.9859	ANKRD36B|57730	88.1787
ANKRD36|375248	184.6199	ANKRD36|375248	219.4778
ANKRD37|353322	115.5856	ANKRD37|353322	322.7341
ANKRD39|51239	93.0437	ANKRD39|51239	104.6517
ANKRD40|91369	1276.7831	ANKRD40|91369	1773.2644
ANKRD42|338699	470.2084	ANKRD42|338699	328.9745
ANKRD43|134548	273.2609	ANKRD43|134548	102.2292
ANKRD44|91526	284.1209	ANKRD44|91526	122.5781
ANKRD45|339416	13.5016	ANKRD45|339416	18.4109
ANKRD46|157567	596.924	ANKRD46|157567	648.1378
ANKRD49|54851	342.2366	ANKRD49|54851	354.1684
ANKRD50|57182	2747.285	ANKRD50|57182	1187.5058
ANKRD52|283373	1604.931	ANKRD52|283373	1422.003
ANKRD53|79998	10.5665	ANKRD53|79998	37.7909
ANKRD54|129138	401.8198	ANKRD54|129138	477.7155
ANKRD55|79722	9.6859	lowly_expressed	lowly_expressed
ANKRD56|345079	96.8594	ANKRD56|345079	122.0936
ANKRD57|65124	1142.941	ANKRD57|65124	943.803
ANKRD58|347454	9.9795	ANKRD58|347454	9.2055
ANKRD5|63926	298.7966	ANKRD5|63926	269.3812
ANKRD6|22881	410.2143	ANKRD6|22881	417.8412
ANKRD9|122416	44.614	ANKRD9|122416	81.3957
ANKS1A|23294	1214.2647	ANKS1A|23294	1503.8833
ANKS1B|56899	137.0707	ANKS1B|56899	125.0006
ANKS3|124401	235.3977	ANKS3|124401	244.1872
ANKS6|203286	173.1729	ANKS6|203286	200.0979
ANKZF1|55139	501.6143	ANKZF1|55139	842.0583
ANLN|54443	294.3939	ANLN|54443	22.2869
ANO10|55129	904.9017	ANO10|55129	730.6237
ANO1|55107	2913.7071	ANO1|55107	7516.0248
ANO2|57101	64.2794	ANO2|57101	37.7909
ANO3|63982	8.2184	ANO3|63982	14.0505
lowly_expressed	lowly_expressed	ANO4|121601	6.2985
ANO5|203859	44.027	ANO5|203859	90.6012
ANO6|196527	3307.015	ANO6|196527	3887.1312
ANO7|50636	12.034	ANO7|50636	17.4419
ANO8|57719	251.2474	ANO8|57719	314.92400000000004
ANO9|338440	132.3745	ANO9|338440	231.5903
ANP32A|8125	2295.5679	ANP32A|8125	2180.2431
ANP32B|10541	1882.5947	ANP32B|10541	1866.7726
ANP32E|81611	1167.8896	ANP32E|81611	902.6207
ANPEP|290	2104.7843	ANPEP|290	4765.0425
ANTXR1|84168	8845.9055	ANTXR1|84168	5391.9835
ANTXR2|118429	1289.9912	ANTXR2|118429	1382.2741
lowly_expressed	lowly_expressed	ANTXRL|195977	10.1745
ANUBL1|93550	423.2463	ANUBL1|93550	282.9471
ANXA11|311	2685.0602	ANXA11|311	3001.9525
ANXA13|312	6.1638	ANXA13|312	6.2985
ANXA1|301	5737.3055	ANXA1|301	14473.9073
ANXA2P1|303	92.7502	ANXA2P1|303	60.0778
ANXA2P2|304	4571.4705	ANXA2P2|304	3502.9239
ANXA2P3|305	5.2832	lowly_expressed	lowly_expressed
ANXA2|302	13589.6683	ANXA2|302	11111.9724
ANXA3|306	718.5207	ANXA3|306	1785.3769
ANXA4|307	1951.5703	ANXA4|307	1665.7057
ANXA5|308	6121.808000000001	ANXA5|308	6015.533
ANXA6|309	8303.7863	ANXA6|309	4857.5817
ANXA7|310	3299.3836	ANXA7|310	2961.2547
ANXA8L2|244	99.2075	ANXA8L2|244	493.7039
ANXA8|653145	342.8588	ANXA8|653145	898.2602
ANXA9|8416	658.3505	ANXA9|8416	205.9119
AOAH|313	268.2712	AOAH|313	112.4036
AOC2|314	9.0989	AOC2|314	46.0274
AOC3|8639	601.1154	AOC3|8639	3017.941
AOX1|316	456.7068	AOX1|316	584.3052
AP1AR|55435	928.3827	AP1AR|55435	728.6857
AP1B1|162	2984.1503	AP1B1|162	2415.2249
AP1G1|164	2909.8914	AP1G1|164	2831.4091
AP1G2|8906	1269.0079	AP1G2|8906	1492.7446
AP1M1|8907	805.1071	AP1M1|8907	767.9301
AP1M2|10053	1489.2868	AP1M2|10053	1173.4553
AP1S1|1174	682.4186	AP1S1|1174	562.9872
AP1S2|8905	510.4197	AP1S2|8905	364.8273
AP1S3|130340	299.0901	AP1S3|130340	125.0006
AP2A1|160	1565.1218	AP2A1|160	1340.3456
AP2A2|161	1709.7153	AP2A2|161	1697.6826
AP2B1|163	9400.6457	AP2B1|163	6186.561
AP2M1|1173	5126.2107	AP2M1|1173	4538.2972
AP2S1|1175	1015.2627	AP2S1|1175	718.5112
AP3B1|8546	1817.1412	AP3B1|8546	1286.8279
AP3B2|8120	83.9448	AP3B2|8120	126.4541
AP3D1|8943	2845.612	AP3D1|8943	2393.4224
AP3M1|26985	1657.1764	AP3M1|26985	1471.9064
AP3M2|10947	681.2445	AP3M2|10947	490.3125
AP3S1|1176	1068.9756	AP3S1|1176	789.7325
AP3S2|10239	1405.6061	AP3S2|10239	1332.3999
AP4B1|10717	346.4456	AP4B1|10717	374.0425
AP4E1|23431	485.7646	AP4E1|23431	390.9903
AP4M1|9179	327.1764	AP4M1|9179	375.0309
AP4S1|11154	93.0437	AP4S1|11154	91.5702
APAF1|317	677.1353	APAF1|317	667.6389
APBA1|320	195.7734	APBA1|320	367.7343
APBA2|321	109.774	APBA2|321	91.0857
APBA3|9546	154.0945	APBA3|9546	177.3264
APBB1IP|54518	525.9759	APBB1IP|54518	329.459
APBB1|322	467.2733	APBB1|322	824.1319
APBB2|323	2975.6384	APBB2|323	2378.403
APBB3|10307	214.2647	APBB3|10307	422.9672
APC2|10297	5.3537	lowly_expressed	lowly_expressed
APCDD1L|164284	107.4259	APCDD1L|164284	378.8778
APCDD1|147495	613.4429	APCDD1|147495	1599.8139999999999
APC|324	1304.9604	APC|324	1072.6796
APEH|327	2277.3701	APEH|327	1635.6668
APEX1|328	2747.8720000000003	APEX1|328	2715.6139
APEX2|27301	482.8295	APEX2|27301	496.1264
APH1A|51107	4453.1846	APH1A|51107	3764.0686
APH1B|83464	641.9137	APH1B|83464	871.6128
API5|8539	3170.5313	API5|8539	2773.2693
APIP|51074	226.9621	APIP|51074	337.3854
APITD1|378708	202.4156	APITD1|378708	126.7303
APLF|200558	111.5351	APLF|200558	116.7641
APLNR|187	458.7614	APLNR|187	626.941
APLN|8862	66.6275	APLN|8862	66.8608
APLP1|333	33.167	APLP1|333	59.5933
APLP2|334	12423.2463	APLP2|334	16044.6514
APOA1BP|128240	1214.5583	APOA1BP|128240	1006.7878
APOB48R|55911	215.7323	APOB48R|55911	90.6012
APOBEC3A|200315	5.7969	APOBEC3A|200315	10.1745
APOBEC3B|9582	70.8101	APOBEC3B|9582	41.1824
APOBEC3C|27350	389.7857	APOBEC3C|27350	492.7349
APOBEC3D|140564	144.7021	APOBEC3D|140564	126.9386
APOBEC3F|200316	242.442	APOBEC3F|200316	250.9702
APOBEC3G|60489	350.7485	APOBEC3G|60489	283.9161
APOBEC3H|164668	5.8703	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	34.8839
APOC1|341	569.1224	APOC1|341	359.4979
APOC2|344	19.0784	APOC2|344	21.8024
APOD|347	8506.3105	APOD|347	64124.8262
APOE|348	1417.6695	APOE|348	1089.1526
lowly_expressed	lowly_expressed	APOF|319	8.2365
APOL1|8542	2467.8603	APOL1|8542	869.1903
APOL2|23780	1202.5242	APOL2|23780	667.1544
APOL3|80833	1233.6366	APOL3|80833	976.7489
APOL4|80832	675.3742	APOL4|80832	544.5763
APOL6|80830	4432.9322	APOL6|80830	2066.8705
APOLD1|81575	712.0634	APOLD1|81575	801.3605
APOM|55937	42.8529	APOM|55937	47.538999999999994
APOOL|139322	316.1139	APOOL|139322	234.4973
APOO|79135	142.0605	APOO|79135	145.834
APPBP2|10513	1433.2257	APPBP2|10513	1428.786
APPL1|26060	2542.7062	APPL1|26060	2314.9337
APPL2|55198	1353.3901	APPL2|55198	1453.4954
APP|351	32215.1453	APP|351	38755.5172
APRT|353	890.813	APRT|353	1109.5015
APTX|54840	583.5045	APTX|54840	512.5994
AQP11|282679	22.894000000000002	AQP11|282679	25.1939
AQP1|358	5649.8386	AQP1|358	9535.5113
AQP3|360	181.3913	AQP3|360	780.0425
AQP4|361	17.9043	AQP4|361	53.2948
AQP5|362	33.167	AQP5|362	321.2225
lowly_expressed	lowly_expressed	AQP6|363	9.2055
lowly_expressed	lowly_expressed	AQP7P1|375719	21.8024
lowly_expressed	lowly_expressed	AQP7P3|441432	12.1125
AQP7|364	15.8497	AQP7|364	395.8353
AQP9|366	15.5562	AQP9|366	31.4924
AQPEP|206338	7.3378	AQPEP|206338	41.6426
AQR|9716	1734.9574	AQR|9716	1179.2693
ARAF|369	955.0925	ARAF|369	1165.2188
ARAP1|116985	2100.6105	ARAP1|116985	2038.1736
ARAP2|116984	789.8444	ARAP2|116984	430.2346
ARAP3|64411	297.6225	ARAP3|64411	528.5878
ARCN1|372	4769.2985	ARCN1|372	3820.2704
ARC|23237	191.3707	ARC|23237	442.3471
AREG|374	703.845	AREG|374	691.3793
ARF1|375	6659.5245	ARF1|375	6966.119000000001
ARF3|377	6222.7766	ARF3|377	4577.5416
ARF4|378	5339.8885	ARF4|378	3661.3549
ARF5|381	1930.0969	ARF5|381	2120.5335
ARF6|382	4144.1151	ARF6|382	3495.172
ARFGAP1|55738	937.1881	ARFGAP1|55738	922.9696
ARFGAP2|84364	1822.7179	ARFGAP2|84364	2090.1264
ARFGAP3|26286	1406.516	ARFGAP3|26286	1307.1769
ARFGEF1|10565	4414.3264	ARFGEF1|10565	2075.107
ARFGEF2|10564	3963.3108	ARFGEF2|10564	2959.8012
ARFIP1|27236	1505.1365	ARFIP1|27236	1122.583
ARFIP2|23647	1487.5257	ARFIP2|23647	1480.1428
ARFRP1|10139	370.4139	ARFRP1|10139	370.6413
ARG2|384	187.8632	ARG2|384	223.3199
ARGLU1|55082	2033.4605	ARGLU1|55082	3410.3847
ARHGAP10|79658	227.7664	ARHGAP10|79658	325.58299999999997
ARHGAP11A|9824	170.5313	ARHGAP11A|9824	52.3258
ARHGAP11B|89839	14.3822	lowly_expressed	lowly_expressed
ARHGAP12|94134	1150.5724	ARHGAP12|94134	1513.0887
ARHGAP15|55843	180.2172	ARHGAP15|55843	93.0237
ARHGAP17|55114	1416.2019	ARHGAP17|55114	1084.3076
ARHGAP18|93663	946.8741	ARHGAP18|93663	694.7708
ARHGAP19|84986	860.8747	ARHGAP19|84986	1356.5957
ARHGAP1|392	3959.4952	ARHGAP1|392	3052.3404
ARHGAP20|57569	131.494	ARHGAP20|57569	197.1909
ARHGAP21|57584	1788.6704	ARHGAP21|57584	2192.8401
ARHGAP22|58504	79.2486	ARHGAP22|58504	41.1824
ARHGAP23|57636	561.491	ARHGAP23|57636	780.5269999999999
ARHGAP24|83478	360.4344	ARHGAP24|83478	438.9556
ARHGAP25|9938	588.2008	ARHGAP25|9938	364.8273
ARHGAP26|23092	1118.5794	ARHGAP26|23092	1341.5763
ARHGAP27|201176	603.1494	ARHGAP27|201176	653.5012
ARHGAP28|79822	227.4729	ARHGAP28|79822	162.30700000000002
ARHGAP29|9411	3158.4972	ARHGAP29|9411	3565.9087
ARHGAP30|257106	1036.3957	ARHGAP30|257106	467.541
ARHGAP31|57514	1054.0065	ARHGAP31|57514	745.1586
ARHGAP32|9743	3176.9886	ARHGAP32|9743	1824.6212
ARHGAP33|115703	107.1324	ARHGAP33|115703	363.8584
ARHGAP36|158763	170.5313	lowly_expressed	lowly_expressed
ARHGAP39|80728	364.2501	ARHGAP39|80728	250.9702
ARHGAP42|143872	171.1183	ARHGAP42|143872	210.6599
ARHGAP4|393	358.9668	ARHGAP4|393	338.1799
ARHGAP5|394	3179.6302	ARHGAP5|394	3298.4656
ARHGAP6|395	92.4567	ARHGAP6|395	194.2839
ARHGAP8|23779	412.9997	ARHGAP8|23779	569.7072
ARHGAP9|64333	277.6636	ARHGAP9|64333	154.555
ARHGDIA|396	3321.1036	ARHGDIA|396	3393.4273
ARHGDIB|397	4975.3449	ARHGDIB|397	3934.1276
ARHGEF10L|55160	810.6839	ARHGEF10L|55160	940.8960000000001
ARHGEF10|9639	759.319	ARHGEF10|9639	1125.9744
ARHGEF11|9826	1300.2642	ARHGEF11|9826	1380.8206
ARHGEF12|23365	8355.4447	ARHGEF12|23365	6584.8187
ARHGEF15|22899	297.9161	ARHGEF15|22899	469.47900000000004
ARHGEF16|27237	287.0561	ARHGEF16|27237	281.9781
ARHGEF17|9828	1426.7684	ARHGEF17|9828	1920.0674
ARHGEF18|23370	1081.8902	ARHGEF18|23370	728.6857
ARHGEF19|128272	428.5295	ARHGEF19|128272	366.7653
ARHGEF1|9138	1176.695	ARHGEF1|9138	1233.5331
ARHGEF2|9181	1769.8855	ARHGEF2|9181	1758.7295
ARHGEF33|100271715	11.7405	ARHGEF33|100271715	15.0195
ARHGEF35|445328	267.6842	ARHGEF35|445328	251.4547
ARHGEF37|389337	1245.9642	ARHGEF37|389337	2392.938
ARHGEF38|54848	131.2005	ARHGEF38|54848	67.8298
ARHGEF3|50650	1352.8031	ARHGEF3|50650	1096.42
ARHGEF4|50649	74.2589	ARHGEF4|50649	154.0705
ARHGEF5|7984	402.4068	ARHGEF5|7984	534.4018
ARHGEF6|9459	2969.7681	ARHGEF6|9459	2055.2425
ARHGEF7|8874	1420.6046	ARHGEF7|8874	1559.1161
ARHGEF9|23229	632.5213	ARHGEF9|23229	861.4383
ARID1A|8289	3439.9765	ARID1A|8289	2729.6644
ARID1B|57492	2397.7106	ARID1B|57492	2404.5659
ARID2|196528	1452.3041	ARID2|196528	1102.7185
ARID3A|1820	60.4638	ARID3A|1820	49.9033
ARID3B|10620	128.2653	ARID3B|10620	117.7331
ARID4A|5926	854.7109	ARID4A|5926	906.4966
ARID4B|51742	1753.4693	ARID4B|51742	1637.6194
ARID5A|10865	1291.1652	ARID5A|10865	2919.1033
ARID5B|84159	3360.7279	ARID5B|84159	4158.4504
ARIH1|25820	2204.2853	ARIH1|25820	2048.4595
ARIH2|10425	1287.0296	ARIH2|10425	1726.2681
ARL10|285598	69.5627	ARL10|285598	53.2948
ARL11|115761	123.2756	ARL11|115761	41.1824
ARL13B|200894	333.1377	ARL13B|200894	348.8389
ARL15|54622	412.9733	ARL15|54622	366.2808
ARL16|339231	312.2982	ARL16|339231	443.8006
ARL17A|51326	153.6454	ARL17A|51326	120.2961
ARL1|400	2724.3909999999996	ARL1|400	2197.6851
ARL2BP|23568	1292.3393	ARL2BP|23568	1431.2085
ARL2|402	629.2926	ARL2|402	762.6006
ARL3|403	1021.72	ARL3|403	634.693
ARL4A|10124	1001.1741	ARL4A|10124	1777.6249
ARL4C|10123	2310.2436	ARL4C|10123	2542.6479999999997
ARL4D|379	105.6648	ARL4D|379	242.2492
ARL5A|26225	1152.0399	ARL5A|26225	924.4231
ARL5B|221079	465.8057	ARL5B|221079	408.4322
ARL6IP1|23204	8361.0214	ARL6IP1|23204	3738.8747
ARL6IP4|51329	877.3114	ARL6IP4|51329	951.555
ARL6IP5|10550	5146.1697	ARL6IP5|10550	3905.0577
ARL6IP6|151188	301.1447	ARL6IP6|151188	327.52099999999996
ARL6|84100	90.6956	ARL6|84100	107.5587
ARL8A|127829	808.3358	ARL8A|127829	920.0626
ARL8B|55207	2738.7731	ARL8B|55207	2264.0614
ARL9|132946	11.1535	ARL9|132946	14.0505
ARMC10|83787	795.1541	ARMC10|83787	652.5419
ARMC1|55156	1149.3983	ARMC1|55156	730.1392
ARMC2|84071	52.2454	ARMC2|84071	51.8413
ARMC3|219681	37.2762	lowly_expressed	lowly_expressed
ARMC4|55130	13.7951	lowly_expressed	lowly_expressed
ARMC5|79798	266.8036	ARMC5|79798	266.9587
ARMC6|93436	416.74199999999996	ARMC6|93436	415.6512
ARMC7|79637	331.6701	ARMC7|79637	288.2766
ARMC8|25852	886.7038	ARMC8|25852	858.0468
ARMC9|80210	519.2251	ARMC9|80210	220.9313
ARMCX1|51309	714.705	ARMCX1|51309	804.752
ARMCX2|9823	678.3094	ARMCX2|9823	858.0468
ARMCX3|51566	2211.9166	ARMCX3|51566	2144.8747
ARMCX5|64860	411.5057	ARMCX5|64860	478.2
ARMCX6|54470	235.1042	ARMCX6|54470	241.2802
ARNT2|9915	1176.695	ARNT2|9915	516.9599
ARNTL2|56938	131.494	ARNTL2|56938	14.0505
ARNTL|406	249.7799	ARNTL|406	231.1058
ARNT|405	1667.7429	ARNT|405	1705.4346
ARPC1A|10552	1832.8236	ARPC1A|10552	2047.4905
ARPC1B|10095	2306.5952	ARPC1B|10095	1111.924
ARPC2|10109	4748.4591	ARPC2|10109	3069.7823
ARPC3|10094	3311.7112	ARPC3|10094	2180.7276
ARPC4|10093	2852.172	ARPC4|10093	2332.8747
ARPC5L|81873	603.757	ARPC5L|81873	461.2425
ARPC5|10092	3127.3848	ARPC5|10092	2499.5276
ARPM1|84517	39.9178	ARPM1|84517	54.2638
ARPP19|10776	4527.15	ARPP19|10776	3592.5562
ARPP21|10777	8.8054	lowly_expressed	lowly_expressed
ARRB1|408	719.9883	ARRB1|408	1172.0018
ARRB2|409	674.7872	ARRB2|409	652.1349
ARRDC1|92714	794.8342	ARRDC1|92714	792.155
ARRDC2|27106	560.6105	ARRDC2|27106	663.2784
ARRDC3|57561	4812.1515	ARRDC3|57561	6087.2388
ARRDC4|91947	748.4591	ARRDC4|91947	1108.5325
ARRDC5|645432	8.2184	lowly_expressed	lowly_expressed
ARSA|410	691.811	ARSA|410	668.6079
ARSB|411	497.2116	ARSB|411	219.9623
ARSD|414	3054.3	ARSD|414	3152.6316
ARSE|415	66.334	ARSE|415	56.2018
ARSG|22901	351.629	ARSG|22901	350.7769
ARSH|347527	7.9249	ARSH|347527	5.814
ARSI|340075	106.5453	ARSI|340075	27.1319
ARSJ|79642	210.4491	ARSJ|79642	243.2182
ARSK|153642	150.2788	ARSK|153642	214.6328
ART4|420	9.6859	ART4|420	13.565999999999999
ART5|116969	8.8054	ART5|116969	18.4109
ARTN|9048	72.2043	ARTN|9048	6.7829999999999995
ARV1|64801	372.4684	ARV1|64801	362.8894
ARVCF|421	336.0728	ARVCF|421	475.293
ARX|170302	7.9249	ARX|170302	26.6474
AR|367	1197.5345	AR|367	675.3909
AS3MT|57412	109.774	AS3MT|57412	234.3035
ASAH1|427	3826.8271	ASAH1|427	4489.8473
ASAH2B|653308	12.3276	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASAH2|56624	7.2675
ASAM|79827	584.3851	ASAM|79827	756.7866
ASAP1|50807	1434.6933	ASAP1|50807	831.3994
ASAP2|8853	483.12300000000005	ASAP2|8853	692.8328
ASAP3|55616	1217.4934	ASAP3|55616	1328.0103
ASB13|79754	1123.2756	ASB13|79754	798.938
ASB14|142686	15.5562	ASB14|142686	15.0195
ASB16|92591	14.7344	ASB16|92591	14.5301
ASB1|51665	521.0097	ASB1|51665	752.4697
ASB2|51676	61.3443	ASB2|51676	31.0079
ASB3|51130	313.4723	ASB3|51130	370.6413
lowly_expressed	lowly_expressed	ASB4|51666	6.7829999999999995
ASB6|140459	624.0916	ASB6|140459	753.3224
ASB7|140460	558.5559	ASB7|140460	498.0644
ASB8|140461	852.3628	ASB8|140461	938.9580000000001
ASB9|140462	31.6994	ASB9|140462	28.5854
ASCC1|51008	596.4191	ASCC1|51008	342.0559
ASCC2|84164	1015.2627	ASCC2|84164	935.5665
ASCC3|10973	1913.12	ASCC3|10973	1143.9009
ASCL2|430	47.8427	ASCL2|430	33.4304
ASF1A|25842	540.3581	ASF1A|25842	604.1696
ASF1B|55723	163.7805	ASF1B|55723	39.2444
ASGR1|432	6.4573	ASGR1|432	14.535
ASGR2|433	7.3378	lowly_expressed	lowly_expressed
ASH1L|55870	3532.5624	ASH1L|55870	3289.1342
ASH2L|9070	916.6422	ASH2L|9070	1153.1064
ASL|435	372.1749	ASL|435	408.9167
ASMTL|8623	604.931	ASMTL|8623	626.9119999999999
ASNA1|439	1145.8761	ASNA1|439	944.2875
ASNSD1|54529	949.2222	ASNSD1|54529	1120.1605
ASNS|440	344.2912	ASNS|440	450.5836
ASPA|443	37.2762	ASPA|443	37.7909
ASPHD1|253982	21.133000000000003	ASPHD1|253982	25.6784
ASPHD2|57168	94.5113	ASPHD2|57168	65.8918
ASPH|444	9604.2413	ASPH|444	6584.0823
ASPM|259266	182.8588	ASPM|259266	8.721
ASPN|54829	5854.1239	ASPN|54829	171.997
ASPRV1|151516	38.9551	ASPRV1|151516	81.5944
ASPSCR1|79058	214.2647	ASPSCR1|79058	212.2103
ASRGL1|80150	265.0426	ASRGL1|80150	170.05900000000003
ASS1|445	1550.3375	ASS1|445	1515.5112
ASTE1|28990	237.9689	ASTE1|28990	273.7416
ASTN1|460	28.4708	ASTN1|460	49.4188
ASTN2|23245	345.1717	ASTN2|23245	269.8656
ASXL1|171023	1696.8007	ASXL1|171023	2070.7465
ASXL2|55252	1332.5506	ASXL2|55252	868.7058
ASXL3|80816	23.1876	ASXL3|80816	34.8839
ATAD1|84896	1299.6771	ATAD1|84896	1297.4869
ATAD2B|54454	636.6305	ATAD2B|54454	497.0954
