gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
C4orf43|55319	350.0398	C4orf43|55319	420.9024
C4orf46|201725	183.7709	C4orf46|201725	116.9966
C4orf48|401115	10.3421	C4orf48|401115	9.2741
C4orf49|84709	7.1599	C4orf49|84709	14.2679
C4orf52|389203	140.8115	C4orf52|389203	556.4473
C4orf7|260436	14.3198	lowly_expressed	lowly_expressed
C5AR1|728	140.0159	C5AR1|728	228.9995
C5orf13|9315	1737.4702	C5orf13|9315	201.1771
C5orf15|56951	2105.8075	C5orf15|56951	1028.0007
C5orf22|55322	813.0469	C5orf22|55322	480.8275
C5orf23|79614	157.5179	C5orf23|79614	76.3332
C5orf24|134553	1625.2983	C5orf24|134553	1391.1182
C5orf25|375484	124.9006	C5orf25|375484	160.5136
lowly_expressed	lowly_expressed	C5orf27|202299	29.2492
C5orf28|64417	287.1917	C5orf28|64417	116.9966
C5orf30|90355	1864.7574	C5orf30|90355	722.6681
C5orf32|84418	643.5959	C5orf32|84418	1500.9809
C5orf33|133686	962.6094	C5orf33|133686	714.1074
C5orf34|375444	33.4129	C5orf34|375444	22.8286
C5orf35|133383	137.6293	C5orf35|133383	217.5852
C5orf36|285600	288.7828	C5orf36|285600	39.2367
C5orf38|153571	89.8966	C5orf38|153571	87.0341
C5orf39|389289	24.6619	C5orf39|389289	95.1168
C5orf41|153222	665.0756	C5orf41|153222	777.5994
C5orf42|65250	817.8202	C5orf42|65250	453.7186
C5orf43|643155	1697.6929	C5orf43|643155	721.9547
C5orf44|80006	555.7757	C5orf44|80006	399.7218
C5orf45|51149	104.2403	C5orf45|51149	268.9923
C5orf46|389336	28.6396	lowly_expressed	lowly_expressed
C5orf49|134121	75.5768	C5orf49|134121	17.8348
C5orf4|10826	626.8894	C5orf4|10826	2108.7926
C5orf51|285636	1427.2076	C5orf51|285636	1054.3963
C5orf53|492311	366.7462	C5orf53|492311	642.768
C5orf54|63920	225.1392	C5orf54|63920	151.2395
C5orf55|116349	25.4574	C5orf55|116349	91.3144
C5orf56|441108	33.5243	C5orf56|441108	119.1867
lowly_expressed	lowly_expressed	C5orf58|133874	22.1152
C5orf62|85027	807.4781	C5orf62|85027	6510.4334
C5|727	132.856	C5|727	331.7282
C6orf105|84830	9.5465	lowly_expressed	lowly_expressed
C6orf106|64771	2513.1265	C6orf106|64771	5135.0098
C6orf108|10591	93.8743	C6orf108|10591	479.4007
C6orf114|85411	45.3461	C6orf114|85411	9.2741
C6orf115|58527	303.1026	C6orf115|58527	175.4949
C6orf120|387263	852.7367	C6orf120|387263	1362.8892
C6orf122|401288	12.6889	C6orf122|401288	23.8702
C6orf123|26238	5.5688	C6orf123|26238	6.4205
C6orf124|653483	10.3421	C6orf124|653483	7.1339
C6orf125|84300	664.9960000000001	C6orf125|84300	470.7045
C6orf126|389383	9.5465	lowly_expressed	lowly_expressed
C6orf127|340204	14.3198	lowly_expressed	lowly_expressed
C6orf129|154467	85.1233	C6orf129|154467	68.4858
C6orf130|221443	506.7303	C6orf130|221443	477.9383
C6orf132|647024	464.5982	C6orf132|647024	34.9563
C6orf134|79969	172.6333	C6orf134|79969	92.7412
C6orf136|221545	131.2649	C6orf136|221545	196.1833
C6orf138|442213	7.1599	C6orf138|442213	7.1339
C6orf141|135398	10.3421	C6orf141|135398	67.7724
lowly_expressed	lowly_expressed	C6orf142|90523	7.1339
C6orf145|221749	392.9992	C6orf145|221749	761.1914
C6orf150|115004	50.9149	C6orf150|115004	47.7974
C6orf153|88745	710.4216	C6orf153|88745	574.9955
C6orf154|221424	23.0708	lowly_expressed	lowly_expressed
C6orf155|79940	140.0159	C6orf155|79940	19.975
C6orf162|57150	77.1679	C6orf162|57150	149.3633
C6orf163|206412	7.9554	lowly_expressed	lowly_expressed
C6orf164|63914	11.9332	C6orf164|63914	15.4307
C6orf165|154313	26.253	lowly_expressed	lowly_expressed
C6orf167|253714	100.2387	C6orf167|253714	90.601
C6orf168|84553	106.603	C6orf168|84553	8.5607
C6orf170|221322	89.8966	C6orf170|221322	22.1152
C6orf174|387104	18.3453	C6orf174|387104	113.2156
C6orf176|90632	12.7287	lowly_expressed	lowly_expressed
C6orf182|285753	113.7629	C6orf182|285753	225.4325
C6orf192|116843	180.5887	C6orf192|116843	177.6351
C6orf1|221491	204.4551	C6orf1|221491	178.3485
C6orf201|404220	19.9125	C6orf201|404220	14.3035
C6orf203|51250	167.86	C6orf203|51250	319.6005
C6orf204|387119	27.8441	C6orf204|387119	63.4921
lowly_expressed	lowly_expressed	C6orf208|80069	11.0861
C6orf211|79624	1735.8791	C6orf211|79624	784.02
C6orf225|619208	162.2912	C6orf225|619208	144.819
C6orf226|441150	35.004	C6orf226|441150	65.6322
lowly_expressed	lowly_expressed	C6orf26|401251	15.7446
C6orf27|80737	6.3644	lowly_expressed	lowly_expressed
C6orf35|729515	280.8274	C6orf35|729515	487.2481
C6orf41|100133205	7.1599	lowly_expressed	lowly_expressed
C6orf47|57827	749.4033	C6orf47|57827	711.9672
C6orf48|50854	653.9379	C6orf48|50854	1763.5099
lowly_expressed	lowly_expressed	C6orf52|347744	8.5607
C6orf57|135154	38.9817	C6orf57|135154	204.7441
C6orf62|81688	4024.6062	C6orf62|81688	4099.6469
C6orf64|55776	658.7112	C6orf64|55776	345.2827
C6orf70|55780	306.2848	C6orf70|55780	405.9212
C6orf72|116254	704.8528	C6orf72|116254	1292.6699
C6orf89|221477	2803.5004	C6orf89|221477	2738.7195
C6orf97|80129	425.6165	C6orf97|80129	95.5948
C6|729	601.432	C6|729	5869.8056
C7orf10|79783	89.101	C7orf10|79783	67.059
C7orf11|136647	326.1734	C7orf11|136647	386.6595
C7orf13|129790	23.0708	C7orf13|129790	142.6788
C7orf23|79161	333.3333	C7orf23|79161	460.9952
C7orf25|79020	272.0764	C7orf25|79020	287.4978
C7orf26|79034	393.7947	C7orf26|79034	595.684
C7orf27|221927	536.9928	C7orf27|221927	809.7022
C7orf28A|51622	1236.2768	C7orf28A|51622	883.8951
C7orf28B|221960	266.5076	C7orf28B|221960	151.2395
C7orf29|113763	42.9594	C7orf29|113763	73.4796
C7orf30|115416	234.6858	C7orf30|115416	403.0676
C7orf31|136895	82.7367	C7orf31|136895	110.5761
C7orf36|57002	219.5704	C7orf36|57002	184.0556
C7orf40|285958	114.5585	C7orf40|285958	310.3264
C7orf41|222166	2011.9332	C7orf41|222166	4928.1256
C7orf42|55069	4250.5967	C7orf42|55069	2148.7426
C7orf43|55262	175.0199	C7orf43|55262	108.4359
C7orf44|55744	552.1082	C7orf44|55744	756.9110000000001
C7orf46|340277	81.1456	C7orf46|340277	236.8468
C7orf47|221908	67.6213	C7orf47|221908	169.7878
C7orf49|78996	343.6197	C7orf49|78996	530.0303
C7orf50|84310	265.712	C7orf50|84310	617.0858
lowly_expressed	lowly_expressed	C7orf51|222950	25.6822
C7orf53|286006	12.7287	C7orf53|286006	29.2492
C7orf55|154791	80.35	C7orf55|154791	906.0103
C7orf58|79974	357.1997	C7orf58|79974	1585.8748
C7orf59|389541	389.0215	C7orf59|389541	1525.2363
C7orf60|154743	250.5967	C7orf60|154743	289.638
C7orf63|79846	117.7407	C7orf63|79846	52.7912
C7orf64|84060	186.9531	C7orf64|84060	352.4166
C7orf68|29923	631.6627	C7orf68|29923	1292.6699
C7orf70|84792	480.5091	C7orf70|84792	321.0273
C7|730	891.8059	C7|730	8869.6273
lowly_expressed	lowly_expressed	C8orf22|492307	14.9813
C8orf30A|51236	404.9324	C8orf30A|51236	377.3854
lowly_expressed	lowly_expressed	C8orf31|286122	5.7072
C8orf33|65265	990.4535	C8orf33|65265	1359.0155
C8orf34|116328	5.5688	C8orf34|116328	14.2679
C8orf37|157657	154.3357	C8orf37|157657	60.6385
C8orf38|137682	700.8751	C8orf38|137682	181.2021
C8orf39|55472	8.751	lowly_expressed	lowly_expressed
C8orf40|114926	352.4264	C8orf40|114926	843.2317
C8orf41|80185	180.7399	C8orf41|80185	226.6167
C8orf42|157695	163.0867	C8orf42|157695	331.0148
C8orf44|56260	36.6667	C8orf44|56260	30.041
C8orf45|157777	42.1639	C8orf45|157777	27.109
C8orf46|254778	9.5465	C8orf46|254778	30.6759
C8orf48|157773	19.0931	C8orf48|157773	27.8224
C8orf4|56892	863.9618	C8orf4|56892	556.4473
C8orf51|78998	92.2832	C8orf51|78998	7.8473
C8orf55|51337	571.9968	C8orf55|51337	528.6249
C8orf58|541565	172.6333	C8orf58|541565	166.9342
C8orf59|401466	506.25300000000004	C8orf59|401466	777.1215
C8orf73|642475	25.4574	C8orf73|642475	47.7974
C8orf76|84933	312.7049	C8orf76|84933	325.3576
C8orf79|57604	94.6698	C8orf79|57604	101.3019
C8orf83|286144	963.4049	C8orf83|286144	703.4065
C8orf84|157869	25.4574	C8orf84|157869	57.0715
C8orf85|441376	115.354	lowly_expressed	lowly_expressed
C9orf100|84904	45.354	C9orf100|84904	19.7111
C9orf102|375748	199.9841	C9orf102|375748	82.661
C9orf103|414328	100.2387	C9orf103|414328	146.2458
C9orf109|286333	21.4797	C9orf109|286333	9.2741
C9orf110|100128385	167.0644	C9orf110|100128385	67.7724
C9orf114|51490	398.5998	C9orf114|51490	626.2814
C9orf116|138162	306.2848	C9orf116|138162	17.8348
C9orf117|286207	40.5728	lowly_expressed	lowly_expressed
C9orf119|375757	283.214	C9orf119|375757	316.0335
C9orf123|90871	573.5879	C9orf123|90871	911.7175
C9orf125|84302	29.4352	C9orf125|84302	91.3144
C9orf129|445577	96.2689	C9orf129|445577	87.0269
C9orf130|100128782	82.1798	C9orf130|100128782	74.3071
C9orf140|89958	125.6961	lowly_expressed	lowly_expressed
C9orf142|286257	151.9491	C9orf142|286257	199.7503
C9orf150|286343	1867.144	C9orf150|286343	495.8088
C9orf152|401546	1848.0509	lowly_expressed	lowly_expressed
C9orf156|51531	285.6006	C9orf156|51531	246.1209
C9orf163|158055	11.9332	lowly_expressed	lowly_expressed
C9orf167|54863	57.2792	C9orf167|54863	197.6101
C9orf169|375791	30.358	lowly_expressed	lowly_expressed
C9orf16|79095	311.0581	C9orf16|79095	369.5381
lowly_expressed	lowly_expressed	C9orf173|441476	12.1277
C9orf21|195827	259.3477	C9orf21|195827	353.8434
C9orf23|138716	304.6937	C9orf23|138716	576.4223
lowly_expressed	lowly_expressed	C9orf24|84688	12.1277
C9orf25|203259	365.1551	C9orf25|203259	476.5472
C9orf30|91283	216.0541	C9orf30|91283	126.5347
C9orf37|85026	85.1233	C9orf37|85026	124.1306
C9orf3|84909	270.4694	C9orf3|84909	246.4848
C9orf40|55071	78.7589	C9orf40|55071	156.9467
C9orf41|138199	183.747	C9orf41|138199	99.1618
C9orf43|257169	11.9332	C9orf43|257169	6.4205
C9orf45|81571	106.603	C9orf45|81571	73.4796
C9orf46|55848	455.0517	C9orf46|55848	258.2486
C9orf47|286223	11.1376	C9orf47|286223	8.6107
C9orf5|23731	3742.2434	C9orf5|23731	3900.1248
C9orf64|84267	655.529	C9orf64|84267	391.6533
C9orf66|157983	30.2307	C9orf66|157983	37.4104
C9orf68|55064	50.9149	C9orf68|55064	30.6759
C9orf69|90120	503.58	C9orf69|90120	1058.6767
C9orf6|54942	552.9037	C9orf6|54942	469.4132
C9orf72|203228	210.8194	C9orf72|203228	748.3503
C9orf78|51759	1260.9387	C9orf78|51759	1257.7136
C9orf7|11094	723.1504	C9orf7|11094	218.2986
C9orf80|58493	522.673	C9orf80|58493	146.2458
C9orf82|79886	549.7216	C9orf82|79886	263.2424
C9orf85|138241	128.8783	C9orf85|138241	210.4512
C9orf86|55684	1217.1838	C9orf86|55684	1793.4724
C9orf89|84270	237.8679	C9orf89|84270	196.1833
C9orf91|203197	2086.7144	C9orf91|203197	474.407
C9orf93|203238	142.4025	C9orf93|203238	30.6759
C9orf95|54981	394.5903	C9orf95|54981	916.7113
C9orf96|169436	7.9554	C9orf96|169436	7.1339
C9orf98|158067	159.9045	C9orf98|158067	16.4081
C9orf9|11092	123.3095	C9orf9|11092	109.8627
CA11|770	17.502	CA11|770	51.3644
CA12|771	7085.1233	CA12|771	130.5511
CA13|377677	64.4153	CA13|377677	25.0116
CA14|23632	7.9554	lowly_expressed	lowly_expressed
CA2|760	4269.6897	CA2|760	270.3763
CA3|761	155.9507	CA3|761	3786.6524
CA4|762	84.3278	CA4|762	1142.8571
CA5BP|340591	174.2243	CA5BP|340591	149.0993
CA5B|11238	273.6675	CA5B|11238	410.865
CA8|767	179.7932	CA8|767	72.0528
CAB39L|81617	625.2983	CAB39L|81617	490.1017
CAB39|51719	2898.1702	CAB39|51719	2149.456
CABC1|56997	1176.611	CABC1|56997	13131.4
CABIN1|23523	1325.3779	CABIN1|23523	756.9110000000001
CABLES1|91768	901.3524	CABLES1|91768	2386.3028
CABLES2|81928	167.0644	CABLES2|81928	87.0341
CABP1|9478	23.8663	CABP1|9478	131.2645
CABP4|57010	11.2888	lowly_expressed	lowly_expressed
CABYR|26256	258.5521	CABYR|26256	12.1277
CACHD1|57685	287.1917	CACHD1|57685	1508.8283
CACNA1A|773	15.1154	CACNA1A|773	20.6884
CACNA1C|775	273.6356	CACNA1C|775	54.9313
CACNA1D|776	2089.8966	lowly_expressed	lowly_expressed
CACNA1G|8913	38.1862	CACNA1G|8913	6.4205
CACNA1H|8912	89.101	CACNA1H|8912	249.6879
CACNA1I|8911	5.5688	lowly_expressed	lowly_expressed
CACNA2D1|781	288.7828	CACNA2D1|781	267.5227
CACNA2D2|9254	225.9348	CACNA2D2|9254	17.1215
lowly_expressed	lowly_expressed	CACNA2D3|55799	8.5607
CACNA2D4|93589	72.3946	CACNA2D4|93589	127.6975
CACNB1|782	43.755	CACNB1|782	37.8099
CACNB2|783	27.8441	CACNB2|783	18.5482
CACNB3|784	347.6531	CACNB3|784	148.3859
CACNB4|785	45.3461	CACNB4|785	13.5545
CACNG1|786	31.0263	lowly_expressed	lowly_expressed
CACNG4|27092	2748.6078	lowly_expressed	lowly_expressed
CACYBP|27101	993.6356	CACYBP|27101	1544.4979
CADM1|23705	1313.4447	CADM1|23705	241.8406
CADM2|253559	7.1599	CADM2|253559	97.735
CADM3|57863	58.1225	CADM3|57863	1399.4507
CADM4|199731	669.0533	CADM4|199731	80.6135
CADPS2|93664	1013.5243	CADPS2|93664	454.43199999999996
CADPS|8618	11.9332	CADPS|8618	11.4143
CAD|790	588.7033	CAD|790	595.684
CALB2|794	303.8982	CALB2|794	3884.4302
CALCOCO1|57658	1616.5473	CALCOCO1|57658	3941.5017
CALCOCO2|10241	3189.3397	CALCOCO2|10241	6258.6053
CALCRL|10203	2014.3198	CALCRL|10203	13625.1115
CALD1|800	9068.4169	CALD1|800	5458.8907
CALHM2|51063	306.2848	CALHM2|51063	951.6676
CALM1|801	4641.2092	CALM1|801	7488.4965
CALM2|805	14302.3071	CALM2|805	7844.4801
CALM3|808	2945.1074	CALM3|808	4020.6884
CALML3|810	22.2753	lowly_expressed	lowly_expressed
CALML4|91860	189.3397	CALML4|91860	192.6164
CALML5|51806	27.8441	CALML5|51806	6.4205
CALR|811	11408.1146	CALR|811	6816.4794
CALU|813	5152.7446	CALU|813	2008.204
CAMK1D|57118	52.506	CAMK1D|57118	37.8099
CAMK1|8536	271.8934	CAMK1|8536	2685.5003
CAMK2A|815	11.9332	lowly_expressed	lowly_expressed
CAMK2B|816	37.3906	CAMK2B|816	8.5607
CAMK2D|817	522.673	CAMK2D|817	1662.2079999999999
CAMK2G|818	555.2904	CAMK2G|818	602.8179
CAMK2N1|55450	1117.7407	CAMK2N1|55450	377.3854
lowly_expressed	lowly_expressed	CAMK2N2|94032	6.4205
CAMK4|814	7.1599	lowly_expressed	lowly_expressed
CAMKK1|84254	214.7971	CAMKK1|84254	92.0278
CAMKK2|10645	1618.1384	CAMKK2|10645	1649.3669
CAMLG|819	813.0469	CAMLG|819	1164.9724
CAMSAP1L1|23271	1288.7828	CAMSAP1L1|23271	1204.2089999999998
CAMSAP1|157922	872.7128	CAMSAP1|157922	1458.1773
CAMTA1|23261	344.471	CAMTA1|23261	418.0489
CAMTA2|23125	676.2132	CAMTA2|23125	1637.2392
CAND1|55832	4256.1655	CAND1|55832	2024.6121
CAND2|23066	17.502	CAND2|23066	56.3581
CANT1|124583	2688.9419	CANT1|124583	746.2101
CANX|821	16004.7733	CANX|821	10039.5934
CAP1|10487	8159.9045	CAP1|10487	4687.7118
CAP2|10486	793.9539	CAP2|10486	321.0273
CAPG|822	1549.7216	CAPG|822	1138.5768
CAPN10|11132	128.8783	CAPN10|11132	288.3039
lowly_expressed	lowly_expressed	CAPN11|11131	44.9438
CAPN12|147968	20.2148	CAPN12|147968	14.595999999999998
CAPN13|92291	577.5656	lowly_expressed	lowly_expressed
CAPN1|823	1962.6094	CAPN1|823	1703.5848
CAPN2|824	6343.6754	CAPN2|824	6705.9033
CAPN3|825	44.113	CAPN3|825	89.8876
CAPN5|726	94.6698	CAPN5|726	165.5074
CAPN6|827	101.0342	CAPN6|827	75.6198
CAPN7|23473	1221.1615	CAPN7|23473	1344.7476
CAPN8|388743	71.59899999999999	lowly_expressed	lowly_expressed
CAPN9|10753	32.6173	lowly_expressed	lowly_expressed
CAPNS1|826	5033.4129	CAPNS1|826	6486.178000000001
CAPRIN1|4076	10754.1766	CAPRIN1|4076	5049.4025
CAPRIN2|65981	273.6675	CAPRIN2|65981	325.3077
CAPS2|84698	31.0263	CAPS2|84698	22.8286
CAPSL|133690	5.5688	lowly_expressed	lowly_expressed
CAPS|828	61.257	CAPS|828	104.1555
CAPZA1|829	4066.8258	CAPZA1|829	1948.2718
CAPZA2|830	1972.9515	CAPZA2|830	2784.3767
CAPZB|832	3929.992	CAPZB|832	3298.0203
CARD10|29775	225.9348	CARD10|29775	536.0514
CARD11|84433	52.506	CARD11|84433	25.6822
CARD14|79092	462.2116	lowly_expressed	lowly_expressed
CARD16|114769	29.4352	CARD16|114769	82.0403
CARD6|84674	190.1352	CARD6|84674	368.1113
CARD8|22900	675.4177	CARD8|22900	1119.3151
CARD9|64170	10.3421	lowly_expressed	lowly_expressed
CARHSP1|23589	956.9212	CARHSP1|23589	1507.0305
CARKD|55739	1230.708	CARKD|55739	960.9417
CARM1|10498	770.0875	CARM1|10498	790.4405
CARNS1|57571	11.9332	CARNS1|57571	35.6697
CARS2|79587	481.4956	CARS2|79587	710.7972
CARS|833	1115.3142	CARS|833	1009.4525
CARTPT|9607	114.5585	CARTPT|9607	40.6635
CASC1|55259	120.9228	lowly_expressed	lowly_expressed
CASC2|255082	78.7589	CASC2|255082	19.2616
CASC3|22794	2370.7239	CASC3|22794	2861.4232
CASC4|113201	3671.4399	CASC4|113201	1827.7154
CASC5|57082	32.6173	lowly_expressed	lowly_expressed
CASD1|64921	1727.1281	CASD1|64921	641.3412
CASKIN1|57524	19.6818	lowly_expressed	lowly_expressed
CASKIN2|57513	716.7860000000001	CASKIN2|57513	1890.2943
CASK|8573	1033.4129	CASK|8573	646.3349
CASP10|843	155.1313	CASP10|843	261.8156
CASP1|834	159.9045	CASP1|834	415.1953
CASP2|835	653.9379	CASP2|835	384.5194
CASP3|836	681.7819999999999	CASP3|836	334.5818
CASP4|837	600.6364	CASP4|837	786.8736
CASP6|839	553.6993	CASP6|839	243.9807
CASP7|840	675.4177	CASP7|840	806.8486
CASP8AP2|9994	475.7359	CASP8AP2|9994	481.5409
CASP8|841	767.7009	CASP8|841	362.4041
CASP9|842	434.3675	CASP9|842	211.1646
CASQ2|845	147.1758	CASQ2|845	973.7828
CASS4|57091	19.0931	CASS4|57091	8.5607
CAST|831	6100.7080000000005	CAST|831	11445.6643
CASZ1|54897	1851.2331	CASZ1|54897	164.0806
CATSPER2P1|440278	18.4169	CATSPER2P1|440278	30.8757
CATSPER2|117155	17.502	CATSPER2|117155	27.1018
CATSPER3|347732	8.9578	CATSPER3|347732	9.4311
CATSPERB|79820	19.8886	lowly_expressed	lowly_expressed
CATSPERG|57828	31.8218	CATSPERG|57828	7.8473
CAT|847	2479.7136	CAT|847	16497.2356
CAV1|857	3827.3667	CAV1|857	22469.0565
CAV2|858	1396.9769	CAV2|858	6708.0435
CBARA1|10367	1193.3174	CBARA1|10367	1147.1375
CBFA2T2|9139	830.5489	CBFA2T2|9139	602.8179
CBFA2T3|863	307.0804	CBFA2T3|863	265.3826
CBFB|865	719.1726	CBFB|865	736.2226
CBLB|868	692.9196	CBLB|868	706.9734
CBLC|23624	276.8496	lowly_expressed	lowly_expressed
CBLL1|79872	701.6706	CBLL1|79872	654.1823
CBLN1|869	36.5951	CBLN1|869	144.819
CBLN3|643866	58.0748	CBLN3|643866	164.0806
CBLN4|140689	26.253	lowly_expressed	lowly_expressed
CBL|867	931.5831	CBL|867	1171.3929
CBR1|873	517.0008	CBR1|873	641.0487
CBR3|874	103.9061	CBR3|874	441.5909
CBR4|84869	1185.3858	CBR4|84869	532.1919
CBS|875	109.7852	CBS|875	1144.9973
CBWD1|55871	1206.8417	CBWD1|55871	504.3695
CBWD2|150472	509.9443	CBWD2|150472	360.264
CBWD3|445571	664.5505	CBWD3|445571	162.3328
CBWD5|220869	14.8449	lowly_expressed	lowly_expressed
CBWD6|644019	169.4511	CBWD6|644019	62.0653
CBX1|10951	1855.2108	CBX1|10951	1037.9882
CBX2|84733	85.1233	CBX2|84733	83.4671
CBX3|11335	3525.8552	CBX3|11335	2590.3335
CBX4|8535	737.4702	CBX4|8535	222.5789
CBX5|23468	3594.2721	CBX5|23468	1386.8379
CBX6|23466	820.2068	CBX6|23466	432.3167
CBX7|23492	525.8552	CBX7|23492	2787.2302
CBX8|57332	122.5139	CBX8|57332	37.0965
CBY1|25776	530.0636	CBY1|25776	624.9331
CC2D1A|54862	498.0111	CC2D1A|54862	571.4286
CC2D1B|200014	568.8146	CC2D1B|200014	1207.776
CC2D2A|57545	306.2848	CC2D2A|57545	370.2515
CC2D2B|387707	6.3564	lowly_expressed	lowly_expressed
CCAR1|55749	2398.5679999999998	CCAR1|55749	658.4626
CCBE1|147372	35.7995	CCBE1|147372	29.9625
CCBL1|883	50.9149	CCBL1|883	94.16799999999999
CCBL2|56267	1271.6866	CCBL2|56267	1057.521
CCBP2|1238	52.506	CCBP2|1238	74.9064
CCDC101|112869	252.1877	CCDC101|112869	388.7997
CCDC102A|92922	72.3946	CCDC102A|92922	99.1618
CCDC102B|79839	48.5282	CCDC102B|79839	28.5358
CCDC103|388389	237.8679	CCDC103|388389	48.5108
CCDC104|112942	762.9276	CCDC104|112942	482.2543
CCDC106|29903	238.6635	CCDC106|29903	472.2668
CCDC107|203260	224.3357	CCDC107|203260	1089.6166
CCDC109A|90550	763.7232	CCDC109A|90550	292.4915
CCDC109B|55013	350.0398	CCDC109B|55013	175.4949
CCDC110|256309	68.4169	CCDC110|256309	14.2679
CCDC111|201973	181.5274	CCDC111|201973	253.8042
CCDC112|153733	277.6452	CCDC112|153733	178.3485
CCDC113|29070	345.2665	CCDC113|29070	122.7038
CCDC114|93233	10.3421	lowly_expressed	lowly_expressed
CCDC115|84317	734.288	CCDC115|84317	780.453
lowly_expressed	lowly_expressed	CCDC116|164592	5.7072
CCDC117|150275	1290.3739	CCDC117|150275	748.3503
CCDC11|220136	42.1639	CCDC11|220136	7.8473
CCDC120|90060	421.6388	CCDC120|90060	57.0715
CCDC121|79635	190.1352	CCDC121|79635	199.7503
CCDC122|160857	93.8743	CCDC122|160857	67.059
CCDC123|84902	408.9101	CCDC123|84902	335.2952
CCDC124|115098	339.6977	CCDC124|115098	1104.3339
CCDC125|202243	1125.6961	CCDC125|202243	146.9592
CCDC126|90693	579.1567	CCDC126|90693	306.7594
CCDC127|133957	228.3214	CCDC127|133957	405.9212
CCDC12|151903	318.218	CCDC12|151903	582.1295
CCDC130|81576	206.8417	CCDC130|81576	387.3729
CCDC132|55610	414.4789	CCDC132|55610	353.13
CCDC134|79879	74.7812	CCDC134|79879	18.5482
CCDC136|64753	8.751	CCDC136|64753	8.5607
CCDC137|339230	306.2848	CCDC137|339230	333.155
CCDC138|165055	56.4837	lowly_expressed	lowly_expressed
CCDC141|285025	11.9332	CCDC141|285025	19.2616
CCDC142|84865	122.5139	CCDC142|84865	106.2957
CCDC144A|9720	101.3683	CCDC144A|9720	55.1026
CCDC144B|284047	19.7693	CCDC144B|284047	19.975
CCDC146|57639	302.3071	CCDC146|57639	136.2582
CCDC148|130940	50.1193	lowly_expressed	lowly_expressed
CCDC149|91050	962.6094	CCDC149|91050	335.2952
CCDC14|64770	816.2291	CCDC14|64770	338.1487
lowly_expressed	lowly_expressed	CCDC150|284992	5.7072
CCDC152|100129792	59.6181	CCDC152|100129792	228.4287
CCDC153|283152	39.7772	CCDC153|283152	24.2554
CCDC154|645811	11.9332	lowly_expressed	lowly_expressed
CCDC157|550631	48.6635	CCDC157|550631	9.2884
CCDC158|339965	27.0485	CCDC158|339965	14.9813
CCDC159|126075	219.5704	CCDC159|126075	73.4796
CCDC15|80071	171.0422	CCDC15|80071	47.7974
CCDC160|347475	227.5259	CCDC160|347475	6.4205
CCDC163P|126661	46.9372	CCDC163P|126661	16.4081
CCDC17|149483	5.5688	CCDC17|149483	14.2679
CCDC18|343099	42.9594	CCDC18|343099	59.2117
CCDC19|25790	100.2387	lowly_expressed	lowly_expressed
CCDC21|64793	348.4487	CCDC21|64793	119.1368
CCDC22|28952	326.8894	CCDC22|28952	415.1953
CCDC23|374969	202.0684	CCDC23|374969	495.0954
CCDC24|149473	237.8679	CCDC24|149473	27.109
CCDC25|55246	1238.6635	CCDC25|55246	868.2005
CCDC28A|25901	252.1877	CCDC28A|25901	699.8395
CCDC28B|79140	41.3683	CCDC28B|79140	27.109
