gene_id	TCGA-E2-A15A-01A-11R-A12D-07	gene_id	TCGA-E2-A15A-06A-11R-A12D-07
AMMECR1L|83607	1051.9075	AMMECR1L|83607	1145.5085
AMMECR1|9949	541.63	AMMECR1|9949	900.5857
AMN1|196394	347.1167	AMN1|196394	441.4695
AMOTL1|154810	655.5227	AMOTL1|154810	680.9158
AMOTL2|51421	1384.6277	AMOTL2|51421	908.4962
AMOT|154796	423.8983	AMOT|154796	410.1316
AMPD1|270	5.7586	lowly_expressed	lowly_expressed
AMPD2|271	491.4021	AMPD2|271	508.1007
AMPD3|272	477.9653	AMPD3|272	441.7738
AMPH|273	99.1762	AMPH|273	245.5313
AMT|275	239.5585	AMT|275	257.5036
AMY2B|280	35.5115	AMY2B|280	94.887
AMZ1|155185	250.8198	AMZ1|155185	169.4683
AMZ2P1|201283	173.3984	AMZ2P1|201283	190.766
AMZ2|51321	1536.5912	AMZ2|51321	1242.8691
ANAPC10|10393	133.7279	ANAPC10|10393	148.1707
ANAPC11|51529	881.0685	ANAPC11|51529	786.4912
ANAPC13|25847	888.2604	ANAPC13|25847	626.9598
ANAPC16|119504	1699.4321	ANAPC16|119504	1573.8952
ANAPC1|64682	1222.4266	ANAPC1|64682	1056.0584
ANAPC2|29882	476.3657	ANAPC2|29882	577.7744
ANAPC4|29945	435.7354	ANAPC4|29945	440.2525
ANAPC5|51433	2995.1212	ANAPC5|51433	3131.9693
ANAPC7|51434	1399.6641	ANAPC7|51434	1589.412
ANGEL1|23357	446.9327	ANGEL1|23357	532.7451
ANGEL2|90806	723.0265	ANGEL2|90806	784.3615
ANGPT1|284	34.2318	ANGPT1|284	21.9061
ANGPT2|285	173.0785	ANGPT2|285	120.4838
ANGPTL1|9068	30.0728	ANGPTL1|9068	32.2507
ANGPTL2|23452	1339.5185	ANGPTL2|23452	744.2002
ANGPTL4|51129	111.0134	ANGPTL4|51129	28.9039
ANG|283	39.1202	ANG|283	62.825
ANK1|286	7070.943	ANK1|286	15.5168
ANK2|287	144.6053	ANK2|287	336.5026
ANK3|288	631.8484	ANK3|288	597.5508
ANKAR|150709	19.1954	ANKAR|150709	29.8167
ANKDD1A|348094	45.1092	ANKDD1A|348094	62.0674
ANKFY1|51479	1927.5374	ANKFY1|51479	1896.098
ANKHD1-EIF4EBP3|404734	388.9786	ANKHD1-EIF4EBP3|404734	340.82
ANKHD1|54882	3032.1587	ANKHD1|54882	3188.1007
ANKH|56172	1432.6162	ANKH|56172	703.4304
ANKIB1|54467	2298.3284	ANKIB1|54467	1771.0504
lowly_expressed	lowly_expressed	ANKLE1|126549	5.7808
ANKLE2|23141	1989.6025	ANKLE2|23141	1879.0599
ANKMY1|51281	188.4348	ANKMY1|51281	245.227
ANKMY2|57037	513.1568	ANKMY2|57037	588.119
ANKRA2|57763	214.6685	ANKRA2|57763	269.5672
ANKRD10|55608	923.1097	ANKRD10|55608	1693.7826
ANKRD11|29123	1998.7203	ANKRD11|29123	1696.4874
ANKRD12|23253	1352.9553	ANKRD12|23253	984.5592
ANKRD13A|88455	1035.5915	ANKRD13A|88455	1289.1154
ANKRD13B|124930	304.5669	ANKRD13B|124930	238.2293
ANKRD13C|81573	476.0457	ANKRD13C|81573	575.0361
ANKRD13D|338692	1517.7157	ANKRD13D|338692	1960.5994
ANKRD16|54522	215.3083	ANKRD16|54522	202.6318
ANKRD17|26057	4344.5573	ANKRD17|26057	3403.6662
ANKRD19|138649	39.9904	ANKRD19|138649	58.7206
lowly_expressed	lowly_expressed	ANKRD1|27063	7.3020000000000005
ANKRD20B|729171	7.3582	ANKRD20B|729171	5.1723
ANKRD22|118932	131.1685	ANKRD22|118932	129.9156
ANKRD23|200539	60.1456	ANKRD23|200539	38.3357
ANKRD24|170961	6.0785	ANKRD24|170961	9.4318
ANKRD26|22852	232.5842	ANKRD26|22852	135.3921
ANKRD27|84079	1330.5607	ANKRD27|84079	1199.6653
ANKRD28|23243	983.7639	ANKRD28|23243	1341.1425
ANKRD29|147463	23.0345	ANKRD29|147463	136.0006
ANKRD30A|91074	139.4865	ANKRD30A|91074	362.36400000000003
ANKRD30B|374860	32.9521	ANKRD30B|374860	25.8614
ANKRD32|84250	169.2394	ANKRD32|84250	165.2088
ANKRD34A|284615	10.5575	ANKRD34A|284615	15.8211
ANKRD35|148741	22.0747	ANKRD35|148741	22.8189
ANKRD36BP1|84832	171.1589	ANKRD36BP1|84832	161.2535
ANKRD36B|57730	44.7893	ANKRD36B|57730	37.7272
ANKRD36|375248	152.2835	ANKRD36|375248	133.8708
ANKRD37|353322	55.5803	ANKRD37|353322	35.4666
ANKRD39|51239	326.9615	ANKRD39|51239	266.2204
ANKRD40|91369	1293.7695	ANKRD40|91369	1229.1778
ANKRD42|338699	344.2374	ANKRD42|338699	287.2138
ANKRD43|134548	9.2778	ANKRD43|134548	7.6063
ANKRD44|91526	100.4559	ANKRD44|91526	167.0343
ANKRD46|157567	1136.5752	ANKRD46|157567	680.0609
ANKRD49|54851	237.38299999999998	ANKRD49|54851	349.8897
ANKRD50|57182	2172.5986	ANKRD50|57182	2636.0386
ANKRD52|283373	2562.2651	ANKRD52|283373	2548.1098
ANKRD53|79998	5.4387	lowly_expressed	lowly_expressed
ANKRD54|129138	358.6339	ANKRD54|129138	336.5026
ANKRD55|79722	8.318	ANKRD55|79722	25.8614
ANKRD56|345079	80.9406	ANKRD56|345079	40.7698
ANKRD57|65124	348.3964	ANKRD57|65124	325.5496
ANKRD58|347454	15.6762	ANKRD58|347454	30.7294
ANKRD5|63926	296.8887	ANKRD5|63926	261.9609
ANKRD6|22881	137.9637	ANKRD6|22881	97.81700000000001
ANKRD9|122416	24.954	ANKRD9|122416	11.8658
ANKS1A|23294	1319.3634	ANKS1A|23294	1133.6427
ANKS1B|56899	143.9654	ANKS1B|56899	331.0261
ANKS3|124401	170.1992	ANKS3|124401	152.126
ANKS6|203286	59.8256	ANKS6|203286	79.714
ANKZF1|55139	467.7277	ANKZF1|55139	602.1146
ANLN|54443	1693.6735	ANLN|54443	1847.1134
ANO10|55129	886.8272	ANO10|55129	920.9706
ANO1|55107	10829.4009	ANO1|55107	13056.0584
ANO2|57101	30.3927	ANO2|57101	90.6671
ANO3|63982	42.8697	ANO3|63982	69.3694
lowly_expressed	lowly_expressed	ANO5|203859	6.3893
ANO6|196527	2688.3148	ANO6|196527	1900.0532
ANO7|50636	15.3563	ANO7|50636	9.1276
ANO8|57719	244.1014	ANO8|57719	318.856
ANO9|338440	549.3082	ANO9|338440	475.2415
ANP32A|8125	2537.311	ANP32A|8125	3836.6167
ANP32B|10541	2129.4089	ANP32B|10541	2443.7514
ANP32E|81611	1238.4228	ANP32E|81611	1291.5494
ANPEP|290	521.4748	ANPEP|290	275.0437
ANTXR1|84168	7114.1326	ANTXR1|84168	3603.864
ANTXR2|118429	658.7219	ANTXR2|118429	591.4657
ANUBL1|93550	151.9635	ANUBL1|93550	167.9471
ANXA11|311	2455.7306	ANXA11|311	1980.0715
ANXA1|301	1233.6239	ANXA1|301	1141.249
ANXA2P1|303	46.0689	ANXA2P1|303	77.28
ANXA2P2|304	3054.6269	ANXA2P2|304	4242.1845
ANXA2|302	9284.8116	ANXA2|302	13414.7714
ANXA3|306	29.7529	ANXA3|306	21.2976
ANXA4|307	1692.0739	ANXA4|307	1516.0873
ANXA5|308	3634.3278	ANXA5|308	3900.5096
ANXA6|309	4211.4692	ANXA6|309	3708.5267
ANXA7|310	3641.6859999999997	ANXA7|310	2647.6002
ANXA8L2|244	5.4387	lowly_expressed	lowly_expressed
ANXA8|653145	27.8333	lowly_expressed	lowly_expressed
ANXA9|8416	1055.4267	ANXA9|8416	869.2477
AOAH|313	196.7528	AOAH|313	322.2028
AOC2|314	6.3985	AOC2|314	10.0403
AOC3|8639	516.0362	AOC3|8639	778.8849
AOX1|316	54.3869	AOX1|316	160.645
AP1AR|55435	1158.1221	AP1AR|55435	877.1583
AP1B1|162	3184.8356	AP1B1|162	2585.8371
AP1G1|164	4453.3312	AP1G1|164	3765.4218
AP1G2|8906	886.7568	AP1G2|8906	1074.8642
AP1M1|8907	736.4632	AP1M1|8907	778.5807
AP1M2|10053	1972.3266	AP1M2|10053	1401.9929
AP1S1|1174	1222.1067	AP1S1|1174	999.4676
AP1S2|8905	360.8734	AP1S2|8905	418.6506
AP1S3|130340	221.7068	AP1S3|130340	161.2535
AP2A1|160	3197.2775	AP2A1|160	1968.3182
AP2A2|161	2247.4606	AP2A2|161	1833.4221
AP2B1|163	12290.8102	AP2B1|163	13640.8306
AP2M1|1173	5506.1985	AP2M1|1173	5619.533
AP2S1|1175	1651.4437	AP2S1|1175	1108.3897
AP3B1|8546	1383.6679	AP3B1|8546	1304.328
AP3D1|8943	3234.1038	AP3D1|8943	2501.5593
AP3M1|26985	2111.8132	AP3M1|26985	1593.3673
AP3M2|10947	7174.2782	AP3M2|10947	3666.5399
AP3S1|1176	1579.141	AP3S1|1176	994.9038
AP3S2|10239	1910.0984	AP3S2|10239	1632.4272
AP4B1|10717	329.7992	AP4B1|10717	358.5609
AP4E1|23431	774.2142	AP4E1|23431	711.6452
AP4M1|9179	628.1404	AP4M1|9179	661.8362
AP4S1|11154	40.3103	AP4S1|11154	60.5461
APAF1|317	693.9135	APAF1|317	754.2405
APBA1|320	50.2279	APBA1|320	110.7477
APBA2|321	63.0249	APBA2|321	66.6312
APBA3|9546	100.4559	APBA3|9546	117.7455
APBB1IP|54518	292.4098	APBB1IP|54518	511.1432
APBB1|322	222.3466	APBB1|322	431.4292
APBB2|323	4853.2352	APBB2|323	2858.1425
APBB3|10307	115.1724	APBB3|10307	141.4771
APC2|10297	10.3239	APC2|10297	10.1164
APCDD1L|164284	41.9099	APCDD1L|164284	40.4655
APCDD1|147495	100.4559	APCDD1|147495	31.6422
APC|324	919.1394	APC|324	788.9252
APEH|327	2287.451	APEH|327	2343.6525
APEX1|328	1879.8688	APEX1|328	2507.9486
APEX2|27301	1012.8769	APEX2|27301	908.8005
APH1A|51107	6226.6656	APH1A|51107	5027.763
APH1B|83464	400.5439	APH1B|83464	473.1117
API5|8539	3563.3048	API5|8539	3560.6602
APIP|51074	531.1877	APIP|51074	391.8278
APITD1|378708	173.6671	APITD1|378708	233.3034
APLF|200558	16.636	APLF|200558	27.6869
APLNR|187	1051.5876	APLNR|187	1092.8729
APLN|8862	83.8199	APLN|8862	41.6825
APLP1|333	199.952	APLP1|333	267.4374
APLP2|334	12691.0342	APLP2|334	7408.5343
APOA1BP|128240	2093.8975	APOA1BP|128240	1776.527
APOB48R|55911	264.2566	APOB48R|55911	134.1751
APOBEC3A|200315	28.1532	APOBEC3A|200315	17.3424
APOBEC3B|9582	151.9635	APOBEC3B|9582	166.1215
APOBEC3C|27350	194.1934	APOBEC3C|27350	284.7798
APOBEC3D|140564	83.8199	APOBEC3D|140564	152.7345
APOBEC3F|200316	131.4884	APOBEC3F|200316	174.9449
APOBEC3G|60489	323.4424	APOBEC3G|60489	567.7341
APOBEC3H|164668	9.9176	APOBEC3H|164668	17.9509
APOC1|341	2222.1867	APOC1|341	2052.1792
APOC2|344	94.3773	APOC2|344	69.6737
APOD|347	2275.6139	APOD|347	3452.955
APOE|348	4867.9517	APOE|348	3542.1009
APOL1|8542	2591.0581	APOL1|8542	1690.1194
APOL2|23780	763.3368	APOL2|23780	738.7237
APOL3|80833	541.3101	APOL3|80833	784.97
APOL4|80832	191.9539	APOL4|80832	167.3386
APOL6|80830	2031.1925	APOL6|80830	1578.4589999999998
APOLD1|81575	323.1225	APOLD1|81575	89.1458
APOM|55937	10.8774	APOM|55937	17.9509
APOOL|139322	293.0497	APOOL|139322	263.7864
APOO|79135	301.0477	APOO|79135	387.3127
APPBP2|10513	1015.4363	APPBP2|10513	906.6707
APPL1|26060	1444.7733	APPL1|26060	1512.4363
APPL2|55198	1034.9516	APPL2|55198	950.1787
APP|351	14238.8227	APP|351	11237.2404
APRT|353	1739.4225	APRT|353	1247.1286
APTX|54840	507.7181	APTX|54840	553.13
AQP11|282679	107.4942	AQP11|282679	201.71900000000002
AQP1|358	1612.1571	AQP1|358	2078.3449
AQP3|360	192.5938	AQP3|360	210.8466
AQP9|366	68.1436	lowly_expressed	lowly_expressed
AQPEP|206338	6.7184	lowly_expressed	lowly_expressed
AQR|9716	1982.5642	AQR|9716	1936.2592
ARAF|369	1342.3978	ARAF|369	1428.4628
ARAP1|116985	1469.3881	ARAP1|116985	1901.8362
ARAP2|116984	293.6895	ARAP2|116984	281.433
ARAP3|64411	153.2432	ARAP3|64411	141.1729
ARCN1|372	4600.8158	ARCN1|372	3574.0473
ARC|23237	11.8372	lowly_expressed	lowly_expressed
AREG|374	1584.2598	AREG|374	3025.4811
ARF1|375	15262.577	ARF1|375	12315.5092
ARF3|377	8621.2909	ARF3|377	6580.6648
ARF4|378	3483.0041	ARF4|378	2696.2805
ARF5|381	3134.8988	ARF5|381	3146.2143
ARF6|382	3696.3929	ARF6|382	3657.4123
ARFGAP1|55738	2006.2385	ARFGAP1|55738	1903.4
ARFGAP2|84364	2511.3973	ARFGAP2|84364	2327.5272
ARFGAP3|26286	862.1931	ARFGAP3|26286	913.9728
ARFGEF1|10565	6450.7622	ARFGEF1|10565	6380.4214
ARFGEF2|10564	5448.6123	ARFGEF2|10564	5329.2766
ARFIP1|27236	1581.3805	ARFIP1|27236	1543.47
ARFIP2|23647	1440.2943	ARFIP2|23647	1244.6946
ARFRP1|10139	660.9614	ARFRP1|10139	631.9312
ARG2|384	112.3218	ARG2|384	110.4434
ARGLU1|55082	994.3214	ARGLU1|55082	2470.5256
ARHGAP10|79658	270.0152	ARHGAP10|79658	356.8875
ARHGAP11A|9824	810.6854	ARHGAP11A|9824	979.9954
ARHGAP11B|89839	59.8256	ARHGAP11B|89839	47.159
ARHGAP12|94134	1023.1145	ARHGAP12|94134	1078.5731
ARHGAP15|55843	75.8218	ARHGAP15|55843	312.4667
ARHGAP17|55114	1044.2294	ARHGAP17|55114	1306.1535
ARHGAP18|93663	626.0897	ARHGAP18|93663	620.9782
ARHGAP19|84986	523.3944	ARHGAP19|84986	728.9876
ARHGAP1|392	3991.6820000000002	ARHGAP1|392	3790.6747
ARHGAP20|57569	50.2279	ARHGAP20|57569	46.2463
ARHGAP21|57584	1938.4148	ARHGAP21|57584	1095.9154
ARHGAP22|58504	43.8295	ARHGAP22|58504	58.1121
ARHGAP23|57636	251.4596	ARHGAP23|57636	278.6948
ARHGAP24|83478	167.6398	ARHGAP24|83478	460.3332
ARHGAP25|9938	256.8983	ARHGAP25|9938	619.7612
ARHGAP26|23092	228.4252	ARHGAP26|23092	214.4976
ARHGAP27|201176	579.3809	ARHGAP27|201176	642.5405
ARHGAP28|79822	97.5766	ARHGAP28|79822	51.7228
ARHGAP29|9411	947.6126	ARHGAP29|9411	598.7678
ARHGAP30|257106	508.0381	ARHGAP30|257106	1206.0546
ARHGAP31|57514	626.0897	ARHGAP31|57514	619.4569
ARHGAP32|9743	3742.7817	ARHGAP32|9743	4080.0183
ARHGAP33|115703	230.0248	ARHGAP33|115703	214.8019
ARHGAP39|80728	761.0973	ARHGAP39|80728	530.3111
ARHGAP42|143872	69.7433	ARHGAP42|143872	89.4379
ARHGAP4|393	733.9039	ARHGAP4|393	872.2903
ARHGAP5|394	1951.8516	ARHGAP5|394	1824.2945
ARHGAP6|395	43.1896	ARHGAP6|395	54.1568
ARHGAP8|23779	751.039	ARHGAP8|23779	879.6805
ARHGAP9|64333	120.931	ARHGAP9|64333	382.1404
ARHGDIA|396	5859.7137	ARHGDIA|396	4776.4509
ARHGDIB|397	4553.7871	ARHGDIB|397	4118.9625
ARHGEF10L|55160	575.2219	ARHGEF10L|55160	628.8887
ARHGEF10|9639	401.8236	ARHGEF10|9639	433.559
ARHGEF11|9826	1948.6523	ARHGEF11|9826	1762.8356
ARHGEF12|23365	4166.3601	ARHGEF12|23365	3153.8754
ARHGEF15|22899	165.4003	ARHGEF15|22899	160.9493
ARHGEF16|27237	375.2699	ARHGEF16|27237	355.06199999999995
ARHGEF17|9828	1440.9342	ARHGEF17|9828	895.1092
ARHGEF18|23370	738.0629	ARHGEF18|23370	888.1114
ARHGEF19|128272	282.8121	ARHGEF19|128272	467.6352
ARHGEF1|9138	873.7103	ARHGEF1|9138	1431.201
ARHGEF2|9181	1110.7734	ARHGEF2|9181	1234.35
ARHGEF35|445328	627.3694	ARHGEF35|445328	453.9439
ARHGEF37|389337	363.7527	ARHGEF37|389337	104.9669
ARHGEF38|54848	14.3965	ARHGEF38|54848	12.1701
ARHGEF3|50650	457.8101	ARHGEF3|50650	689.4349
ARHGEF4|50649	8.6379	lowly_expressed	lowly_expressed
ARHGEF5|7984	513.4768	ARHGEF5|7984	471.2862
ARHGEF6|9459	1163.8807	ARHGEF6|9459	3509.8502
ARHGEF7|8874	1117.8117	ARHGEF7|8874	2043.9644
ARHGEF9|23229	486.9231	ARHGEF9|23229	656.5756
ARID1A|8289	3188.0349	ARID1A|8289	3243.6297
ARID1B|57492	1583.6199	ARID1B|57492	1307.0663
ARID2|196528	1540.7502	ARID2|196528	1399.8631
ARID3A|1820	175.9578	ARID3A|1820	127.7858
ARID3B|10620	96.2969	ARID3B|10620	137.8261
ARID4A|5926	506.7584	ARID4A|5926	507.7965
ARID4B|51742	1807.2463	ARID4B|51742	1712.1868
ARID5A|10865	224.2662	ARID5A|10865	284.1713
ARID5B|84159	1091.2581	ARID5B|84159	1229.7863
ARIH1|25820	1996.6408	ARIH1|25820	1563.8549
ARIH2|10425	1128.3372	ARIH2|10425	1339.317
ARL10|285598	20.1552	ARL10|285598	9.4318
ARL11|115761	172.4386	ARL11|115761	228.7974
ARL13B|200894	132.7681	ARL13B|200894	122.3093
ARL15|54622	223.3064	ARL15|54622	144.5197
ARL16|339231	427.4174	ARL16|339231	422.3017
ARL17A|51326	104.92200000000001	ARL17A|51326	103.9081
lowly_expressed	lowly_expressed	ARL17B|641522	5.7169
ARL1|400	3539.3106	ARL1|400	2351.2588
ARL2BP|23568	1085.4995	ARL2BP|23568	1315.2811
ARL2|402	1026.9535	ARL2|402	1027.1545
ARL3|403	1309.1258	ARL3|403	1191.7548
ARL4A|10124	186.1953	ARL4A|10124	212.0636
ARL4C|10123	868.9115	ARL4C|10123	855.2521
ARL4D|379	27.8333	ARL4D|379	35.2932
ARL5A|26225	809.0858	ARL5A|26225	920.0578
ARL5B|221079	266.1761	ARL5B|221079	126.5688
ARL6IP1|23204	13302.7273	ARL6IP1|23204	12442.6865
ARL6IP4|51329	1552.5874	ARL6IP4|51329	1264.471
ARL6IP5|10550	2223.7863	ARL6IP5|10550	2233.2091
ARL6IP6|151188	263.9367	ARL6IP6|151188	334.0686
ARL6|84100	27.5134	ARL6|84100	28.5997
ARL8A|127829	1388.4668	ARL8A|127829	1314.9768
ARL8B|55207	3193.4736	ARL8B|55207	2707.5378
ARL9|132946	12.1571	ARL9|132946	8.5191
ARMC10|83787	881.4939999999999	ARMC10|83787	784.6262
ARMC1|55156	1772.0547	ARMC1|55156	1864.76
ARMC2|84071	31.9923	ARMC2|84071	55.9824
ARMC3|219681	5.4387	ARMC3|219681	6.3893
ARMC5|79798	247.9405	ARMC5|79798	215.4104
ARMC6|93436	768.1101	ARMC6|93436	1209.6417
ARMC7|79637	338.7987	ARMC7|79637	271.0885
ARMC8|25852	865.0724	ARMC8|25852	595.4209999999999
ARMC9|80210	463.5687	ARMC9|80210	601.506
ARMCX1|51309	323.4424	ARMCX1|51309	334.6771
ARMCX2|9823	356.3945	ARMCX2|9823	327.3751
ARMCX3|51566	1563.1448	ARMCX3|51566	1523.3894
ARMCX5|64860	245.701	ARMCX5|64860	304.8604
ARMCX6|54470	177.5574	ARMCX6|54470	187.7234
ARNT2|9915	733.2639999999999	ARNT2|9915	927.0556
ARNTL2|56938	61.4253	ARNTL2|56938	27.0784
ARNTL|406	270.655	ARNTL|406	272.3055
ARNT|405	1247.0607	ARNT|405	1329.5809
ARPC1A|10552	2401.9835	ARPC1A|10552	2604.3964
ARPC1B|10095	3059.4257	ARPC1B|10095	2731.5737
ARPC2|10109	4679.8368	ARPC2|10109	4603.9401
ARPC3|10094	5582.6602	ARPC3|10094	5236.7841
ARPC4|10093	2548.1117	ARPC4|10093	3062.1678
ARPC5L|81873	653.2832	ARPC5L|81873	642.8843
ARPC5|10092	3606.1745	ARPC5|10092	4342.2834
ARPM1|84517	45.4291	ARPM1|84517	29.8167
ARPP19|10776	5606.6544	ARPP19|10776	5687.0769
ARRB1|408	898.3444	ARRB1|408	1122.9938
ARRB2|409	667.3598	ARRB2|409	1041.1501
ARRDC1|92714	962.9689	ARRDC1|92714	812.3526
ARRDC2|27106	553.1472	ARRDC2|27106	572.6021
ARRDC3|57561	1113.0129	ARRDC3|57561	1181.106
ARRDC4|91947	305.8466	ARRDC4|91947	479.501
lowly_expressed	lowly_expressed	ARRDC5|645432	7.3020000000000005
ARSA|410	1352.9553	ARSA|410	1143.3787
ARSB|411	346.4768	ARSB|411	340.7622
ARSD|414	2966.3281	ARSD|414	3249.1063
ARSE|415	21.7548	lowly_expressed	lowly_expressed
ARSG|22901	466.76800000000003	ARSG|22901	306.3817
ARSI|340075	55.6666	ARSI|340075	22.8189
ARSJ|79642	51.8276	ARSJ|79642	60.8504
ARSK|153642	83.5	ARSK|153642	77.8885
lowly_expressed	lowly_expressed	ART4|420	49.2888
ART5|116969	5.7586	lowly_expressed	lowly_expressed
ARTN|9048	45.4291	ARTN|9048	29.2082
ARV1|64801	426.1377	ARV1|64801	507.7965
ARVCF|421	240.2623	ARVCF|421	292.9946
ARX|170302	8.6379	lowly_expressed	lowly_expressed
AR|367	525.6338	AR|367	209.6296
AS3MT|57412	222.6666	AS3MT|57412	261.3524
ASAH1|427	5794.7693	ASAH1|427	5349.053000000001
ASAH2B|653308	5.4387	lowly_expressed	lowly_expressed
ASAH2|56624	12.477	lowly_expressed	lowly_expressed
ASAM|79827	262.9769	ASAM|79827	92.1883
ASAP1|50807	1869.3114	ASAP1|50807	1279.3793
ASAP2|8853	1514.8364	ASAP2|8853	1783.829
ASAP3|55616	666.4001	ASAP3|55616	737.2024
ASB13|79754	1286.4113	ASB13|79754	1586.3695
ASB14|142686	5.7586	lowly_expressed	lowly_expressed
ASB16|92591	28.5947	ASB16|92591	18.246
ASB1|51665	269.3722	ASB1|51665	525.6986
ASB2|51676	20.1552	ASB2|51676	52.6356
ASB3|51130	293.0497	ASB3|51130	290.8648
ASB6|140459	526.7696	ASB6|140459	597.6147
ASB7|140460	481.1645	ASB7|140460	363.8853
ASB8|140461	878.5092	ASB8|140461	872.8988
ASB9|140462	6.0785	ASB9|140462	7.9105
ASCC1|51008	678.5571	ASCC1|51008	556.4768
ASCC2|84164	988.5627	ASCC2|84164	1239.8266
ASCC3|10973	1327.0415	ASCC3|10973	1730.8892
ASCL2|430	451.7316	ASCL2|430	319.7688
ASF1A|25842	584.4997	ASF1A|25842	662.9649
ASF1B|55723	468.0477	ASF1B|55723	549.1747
ASGR1|432	12.477	ASGR1|432	13.3871
ASGR2|433	9.9176	ASGR2|433	31.0337
ASH1L|55870	2964.9268	ASH1L|55870	2446.7574
ASH2L|9070	877.2295	ASH2L|9070	989.123
ASL|435	655.5227	ASL|435	550.0875
ASMTL|8623	340.3983	ASMTL|8623	782.5359
ASNA1|439	1052.8673	ASNA1|439	1065.1860000000001
ASNSD1|54529	1034.3118	ASNSD1|54529	1043.8883
ASNS|440	761.4173	ASNS|440	832.1289999999999
lowly_expressed	lowly_expressed	ASPA|443	6.085
ASPHD1|253982	40.6302	ASPHD1|253982	20.9934
ASPHD2|57168	79.9808	ASPHD2|57168	71.1949
ASPH|444	2080.7070000000003	ASPH|444	3396.1877
ASPM|259266	746.3809	ASPM|259266	801.7038
ASPN|54829	1341.1181	ASPN|54829	354.1492
ASPRV1|151516	21.2013	ASPRV1|151516	17.5705
ASPSCR1|79058	325.3619	ASPSCR1|79058	295.1244
ASRGL1|80150	128.9291	ASRGL1|80150	296.6456
ASS1|445	796.2889	ASS1|445	252.8333
ASTE1|28990	137.5382	ASTE1|28990	168.2574
lowly_expressed	lowly_expressed	ASTN1|460	6.3893
ASTN2|23245	156.4425	ASTN2|23245	238.5335
ASXL1|171023	1849.1562	ASXL1|171023	2155.6249
ASXL2|55252	1048.0685	ASXL2|55252	841.8651
ATAD1|84896	992.0819	ATAD1|84896	207.4998
ATAD2B|54454	655.5227	ATAD2B|54454	815.6994
ATAD2|29028	2931.7764	ATAD2|29028	2541.7205
ATAD3A|55210	519.2354	ATAD3A|55210	522.7048
ATAD3B|83858	244.1014	ATAD3B|83858	298.7754
ATAD3C|219293	156.1225	ATAD3C|219293	181.9426
ATAD5|79915	241.862	ATAD5|79915	248.5738
ATE1|11101	330.1608	ATE1|11101	309.4242
ATF1|466	523.7143	ATF1|466	423.5187
ATF2|1386	531.7124	ATF2|1386	652.6204
ATF3|467	279.6129	ATF3|467	161.2535
ATF4|468	4482.1243	ATF4|468	4683.0456
ATF5|22809	764.9364	ATF5|22809	519.1968
ATF6B|1388	4035.5115	ATF6B|1388	5441.5456
ATF6|22926	2171.9587	ATF6|22926	1901.2703
ATF7IP2|80063	192.2739	ATF7IP2|80063	218.7571
ATF7IP|55729	1277.1335	ATF7IP|55729	1031.1098
ATF7|11016	1190.5335	ATF7|11016	1132.952
ATG10|83734	62.385	ATG10|83734	90.6671
ATG12|9140	732.3042	ATG12|9140	592.0742
ATG16L1|55054	1023.7543	ATG16L1|55054	883.5476
ATG16L2|89849	213.3632	ATG16L2|89849	371.9601
ATG2A|23130	948.5723	ATG2A|23130	818.4377
ATG2B|55102	673.7583	ATG2B|55102	560.1278
ATG3|64422	802.6874	ATG3|64422	719.86
ATG4A|115201	422.2986	ATG4A|115201	317.3348
ATG4B|23192	1090.6183	ATG4B|23192	1101.0877
ATG4C|84938	140.7662	ATG4C|84938	162.7748
ATG4D|84971	231.023	ATG4D|84971	232.418
ATG5|9474	735.5035	ATG5|9474	1063.969
ATG7|10533	541.694	ATG7|10533	638.0345
ATG9A|79065	1520.6558	ATG9A|79065	1158.8956
ATG9B|285973	25.002	ATG9B|285973	19.104
ATHL1|80162	642.0859	ATHL1|80162	1243.7819
ATIC|471	3502.8393	ATIC|471	3419.4873
ATL1|51062	111.0134	ATL1|51062	72.7162
ATL2|64225	1433.8959	ATL2|64225	1148.8553
ATL3|25923	877.5494	lowly_expressed	lowly_expressed
ATMIN|23300	1854.9148	ATMIN|23300	1394.3866
ATM|472	989.2026	ATM|472	1661.2155
ATN1|1822	4028.1532	ATN1|1822	2292.8425
ATOH8|84913	6.0785	ATOH8|84913	43.8123
ATOX1|475	844.9172	ATOX1|475	681.8286
ATP10A|57194	190.6742	ATP10A|57194	152.126
ATP10D|57205	250.18	ATP10D|57205	227.5804
ATP11A|23250	248.5803	ATP11A|23250	274.131
ATP11B|23200	351.2757	ATP11B|23200	945.9192
ATP11C|286410	528.5132	ATP11C|286410	536.7004
ATP13A1|57130	2392.7058	ATP13A1|57130	3229.9384
ATP13A2|23400	1249.3002	ATP13A2|23400	898.1517
ATP13A3|79572	2952.2515	ATP13A3|79572	3049.5170000000003
ATP1A1|476	10670.3895	ATP1A1|476	10962.8022
ATP1A2|477	11.8372	lowly_expressed	lowly_expressed
ATP1A3|478	64.9444	ATP1A3|478	53.8526
ATP1A4|480	7.3582	lowly_expressed	lowly_expressed
ATP1B1|481	2214.4477	ATP1B1|481	3065.7884
ATP1B2|482	23.9942	ATP1B2|482	11.2573
ATP1B3|483	1817.4838	ATP1B3|483	1168.0231
ATP2A1|487	7.0383	ATP2A1|487	5.7808
ATP2A2|488	10398.1444	ATP2A2|488	7137.1416
