gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
CA2|760	133.4632	CA2|760	786.22
CA3|761	31.1025	CA3|761	427.9869
CA4|762	32.6658	CA4|762	142.0268
CA5BP|340591	207.1946	CA5BP|340591	233.7525
CA5B|11238	146.0489	CA5B|11238	448.4878
lowly_expressed	lowly_expressed	CA6|765	15.6399
CA8|767	460.1214	CA8|767	257.4237
CA9|768	51.5747	CA9|768	5.4951
CAB39L|81617	503.0537	CAB39L|81617	1164.1129
CAB39|51719	1735.4885	CAB39|51719	2120.6805
CABC1|56997	1336.2001	CABC1|56997	1053.7884
CABIN1|23523	1749.4881	CABIN1|23523	1511.9941
CABLES1|91768	773.7133	CABLES1|91768	680.5453
CABLES2|81928	206.72799999999998	CABLES2|81928	233.3298
CABP1|9478	9.7997	lowly_expressed	lowly_expressed
CABP4|57010	18.6662	CABP4|57010	19.0215
CABYR|26256	382.1901	CABYR|26256	135.6864
CACHD1|57685	363.9906	CACHD1|57685	1097.3264
CACNA1A|773	52.732	CACNA1A|773	26.2073
lowly_expressed	lowly_expressed	CACNA1B|774	8.454
CACNA1C|775	283.2593	CACNA1C|775	710.1342
CACNA1D|776	545.9859	CACNA1D|776	144.9857
CACNA1E|777	9.7997	lowly_expressed	lowly_expressed
CACNA1F|778	11.1997	lowly_expressed	lowly_expressed
CACNA1G|8913	8.3998	CACNA1G|8913	143.2949
CACNA1H|8912	104.5306	CACNA1H|8912	82.84899999999999
CACNA1I|8911	12.5997	CACNA1I|8911	29.5889
CACNA2D1|781	45.7322	CACNA2D1|781	148.3673
CACNA2D2|9254	60.6651	CACNA2D2|9254	252.774
CACNA2D3|55799	18.1995	lowly_expressed	lowly_expressed
CACNA2D4|93589	50.8654	CACNA2D4|93589	57.0644
CACNB1|782	43.8655	CACNB1|782	148.79
CACNB2|783	7.9331	CACNB2|783	99.7569
CACNB3|784	812.4457	CACNB3|784	350.8401
CACNB4|785	23.3327	CACNB4|785	143.7176
CACNG1|786	11.6664	lowly_expressed	lowly_expressed
CACNG4|27092	823.1787	CACNG4|27092	574.8705
CACYBP|27101	1569.3595	CACYBP|27101	795.0967
CADM1|23705	719.5814	CADM1|23705	1145.0914
lowly_expressed	lowly_expressed	CADM2|253559	22.8257
CADM3|57863	17.9335	CADM3|57863	475.9717
CADM4|199731	846.9781	CADM4|199731	484.8357
CADPS2|93664	1245.0345	CADPS2|93664	1952.4464
CADPS|8618	5.5999	lowly_expressed	lowly_expressed
CAD|790	1363.0981	CAD|790	1412.2371
CALB2|794	66.7316	CALB2|794	268.8365
CALCOCO1|57658	1644.9575	CALCOCO1|57658	2111.3812
CALCOCO2|10241	1872.2183	CALCOCO2|10241	2490.9648
CALCRL|10203	447.5218	CALCRL|10203	696.6078
lowly_expressed	lowly_expressed	CALCR|799	8.8767
CALD1|800	7173.8813	CALD1|800	8497.5166
CALHM2|51063	851.6447	CALHM2|51063	490.3308
CALM1|801	4597.9479	CALM1|801	5448.1665
CALM2|805	12714.4715	CALM2|805	8326.7463
CALM3|808	4489.2174	CALM3|808	3663.9543
CALML3|810	733.1144	CALML3|810	1437.5991
CALML4|91860	230.5274	CALML4|91860	328.4371
CALML5|51806	431.6555	CALML5|51806	465.8142
lowly_expressed	lowly_expressed	CALN1|83698	14.7945
CALR|811	17850.4722	CALR|811	10107.5769
CALU|813	5229.3316	CALU|813	3633.0973
CAMK1D|57118	92.3976	CAMK1D|57118	51.992
lowly_expressed	lowly_expressed	CAMK1G|57172	5.9178
CAMK1|8536	234.6899	CAMK1|8536	283.1322
CAMK2A|815	11.1997	lowly_expressed	lowly_expressed
CAMK2B|816	66.7316	CAMK2B|816	392.2646
CAMK2D|817	962.2418	CAMK2D|817	1158.1951
CAMK2G|818	564.1854	CAMK2G|818	636.5846
CAMK2N1|55450	1259.9675	CAMK2N1|55450	1391.1022
CAMK2N2|94032	11.6664	CAMK2N2|94032	9.2994
CAMK4|814	22.3994	CAMK4|814	5.9178
CAMKK1|84254	242.1937	CAMKK1|84254	249.3924
CAMKK2|10645	1602.4919	CAMKK2|10645	1698.8270000000002
CAMLG|819	1017.3071	CAMLG|819	748.5998
CAMP|820	15.3996	lowly_expressed	lowly_expressed
CAMSAP1L1|23271	1338.3654	CAMSAP1L1|23271	1683.1871
CAMSAP1|157922	772.3134	CAMSAP1|157922	1104.935
CAMTA1|23261	412.056	CAMTA1|23261	785.7973
CAMTA2|23125	678.0492	CAMTA2|23125	1203.4239
CAND1|55832	2783.5948	CAND1|55832	3318.1866
CAND2|23066	50.3987	CAND2|23066	116.6649
CANT1|124583	2933.8575	CANT1|124583	1474.7966
CANX|821	14744.4191	CANX|821	15486.4208
CAP1|10487	8374.5837	CAP1|10487	6801.6485
CAP2|10486	452.655	CAP2|10486	481.4541
CAPG|822	3694.9712	CAPG|822	1777.0263
CAPN10|11132	179.1954	CAPN10|11132	116.0858
CAPN11|11131	21.4661	CAPN11|11131	115.3968
CAPN12|147968	54.5426	CAPN12|147968	107.1288
CAPN13|92291	1575.4260000000002	CAPN13|92291	377.4701
lowly_expressed	lowly_expressed	CAPN14|440854	8.454
CAPN1|823	5194.3325	CAPN1|823	3301.7014
CAPN2|824	6791.6912	CAPN2|824	4548.2405
CAPN3|825	24.4014	CAPN3|825	127.355
CAPN5|726	232.394	CAPN5|726	510.1976
CAPN6|827	167.9957	CAPN6|827	2326.5349
CAPN7|23473	688.7822	CAPN7|23473	1069.0056
CAPN8|388743	663.1162	CAPN8|388743	277.7132
CAPN9|10753	180.5953	CAPN9|10753	13.1037
CAPNS1|826	8158.5226	CAPNS1|826	6201.8387
CAPRIN1|4076	8541.1794	CAPRIN1|4076	7658.4593
CAPRIN2|65981	150.7294	CAPRIN2|65981	333.5095
CAPS2|84698	25.1993	CAPS2|84698	54.5282
CAPSL|133690	58.7985	lowly_expressed	lowly_expressed
CAPS|828	710.715	CAPS|828	119.2011
CAPZA1|829	3113.0529	CAPZA1|829	2200.5706
CAPZA2|830	1864.2852	CAPZA2|830	1916.9397
lowly_expressed	lowly_expressed	CAPZA3|93661	27.0527
CAPZB|832	6890.1553	CAPZB|832	3189.6861
CARD10|29775	862.3777	CARD10|29775	381.2744
CARD11|84433	129.2633	CARD11|84433	83.6944
CARD14|79092	237.5272	CARD14|79092	177.9563
CARD16|114769	139.9964	CARD16|114769	106.9428
CARD6|84674	214.6611	CARD6|84674	301.807
CARD8|22900	398.523	CARD8|22900	558.3853
CARD9|64170	73.2648	CARD9|64170	40.5791
CARHSP1|23589	1517.3041	CARHSP1|23589	865.7973
CARKD|55739	949.6421	CARKD|55739	976.4345
CARM1|10498	1220.3018	CARM1|10498	790.8697
CARNS1|57571	13.533	CARNS1|57571	36.7748
CARS2|79587	877.6419999999999	CARS2|79587	603.3774
CARS|833	907.1766	CARS|833	672.5139999999999
CASC1|55259	144.6629	CASC1|55259	30.0116
CASC2|255082	83.9978	CASC2|255082	54.1055
CASC3|22794	2105.5456	CASC3|22794	3101.3421
CASC4|113201	2506.8686	CASC4|113201	2477.4384
CASC5|57082	55.5319	CASC5|57082	63.8275
CASD1|64921	1028.5068	CASD1|64921	953.6088
CASKIN1|57524	15.2223	CASKIN1|57524	8.4836
CASKIN2|57513	854.0059	CASKIN2|57513	979.4442
CASK|8573	2587.5998	CASK|8573	2469.8299
CASP10|843	132.0633	CASP10|843	248.1243
lowly_expressed	lowly_expressed	CASP12|120329	10.1448
CASP1|834	465.2546	CASP1|834	563.4577
CASP2|835	953.842	CASP2|835	1130.2969
CASP3|836	688.7822	CASP3|836	489.4854
CASP4|837	916.043	CASP4|837	838.212
CASP6|839	917.9096	CASP6|839	317.0242
CASP7|840	615.9841	CASP7|840	512.7338
CASP8AP2|9994	241.2604	CASP8AP2|9994	765.5078
CASP8|841	683.1824	CASP8|841	365.6346
CASP9|842	357.4574	CASP9|842	311.5291
CASQ1|844	5.1332	CASQ1|844	20.7122
CASQ2|845	30.3325	CASQ2|845	74.395
CASS4|57091	19.5995	CASS4|57091	24.5165
CAST|831	4167.4543	CAST|831	5589.3142
CASZ1|54897	1000.9741	CASZ1|54897	1012.3639
CATSPER1|117144	10.7331	lowly_expressed	lowly_expressed
CATSPER2P1|440278	24.14	CATSPER2P1|440278	40.0085
CATSPER2|117155	10.2664	CATSPER2|117155	12.1061
CATSPER3|347732	7.9331	lowly_expressed	lowly_expressed
CATSPERB|79820	7.4665	CATSPERB|79820	27.4754
CATSPERG|57828	27.9993	CATSPERG|57828	12.681
CAT|847	1783.5539	CAT|847	3734.5451
CAV1|857	1784.0206	CAV1|857	7398.4994
CAV2|858	555.7856	CAV2|858	2250.4491
lowly_expressed	lowly_expressed	CAV3|859	7.1859
CBARA1|10367	1390.1641	CBARA1|10367	1044.4891
CBFA2T2|9139	639.7835	CBFA2T2|9139	889.7813
CBFA2T3|863	209.5279	CBFA2T3|863	162.7391
CBFB|865	782.1131	CBFB|865	1033.0762
CBLB|868	458.7215	CBLB|868	683.9269
CBLC|23624	497.9205	CBLC|23624	229.1028
CBLL1|79872	853.9779	CBLL1|79872	860.615
CBLN1|869	14.9329	CBLN1|869	24.9392
CBLN2|147381	35.9324	CBLN2|147381	41.8472
CBLN3|643866	71.3982	CBLN3|643866	88.3441
CBLN4|140689	11.6664	CBLN4|140689	54.5282
CBL|867	563.7188	CBL|867	1276.9735
CBR1|873	837.6217	CBR1|873	501.3209
CBR3|874	639.7835	CBR3|874	117.5103
CBR4|84869	763.4516	CBR4|84869	622.2128
CBS|875	237.9939	CBS|875	131.0367
CBWD1|55871	916.9763	CBWD1|55871	842.8617
CBWD2|150472	453.5883	CBWD2|150472	450.1744
CBWD3|445571	267.0804	CBWD3|445571	299.6935
CBWD5|220869	10.1124	lowly_expressed	lowly_expressed
CBWD6|644019	86.7978	CBWD6|644019	108.6336
CBX1|10951	1685.0898	CBX1|10951	1369.9672
CBX2|84733	80.7312	CBX2|84733	57.4871
CBX3|11335	3470.0437	CBX3|11335	2597.0622
CBX4|8535	909.5098	CBX4|8535	295.4666
CBX5|23468	2354.7392	CBX5|23468	3545.5986
CBX6|23466	347.6577	CBX6|23466	833.1396
CBX7|23492	706.9817	CBX7|23492	1239.3533
CBX8|57332	118.9969	CBX8|57332	67.6318
CBY1|25776	863.045	CBY1|25776	398.6981
CC2D1A|54862	968.3083	CC2D1A|54862	827.2218
CC2D1B|200014	666.8494	CC2D1B|200014	679.2772
CC2D2A|57545	440.0553	CC2D2A|57545	529.2191
lowly_expressed	lowly_expressed	CC2D2B|387707	13.1037
CCAR1|55749	1289.8333	CCAR1|55749	1309.5213
CCBE1|147372	5.1332	CCBE1|147372	9.2994
CCBL1|883	101.2641	CCBL1|883	93.8392
CCBL2|56267	894.4416	CCBL2|56267	838.9475
CCBP2|1238	81.6646	CCBP2|1238	71.4361
CCDC101|112869	347.6577	CCDC101|112869	205.8544
CCDC102A|92922	177.3288	CCDC102A|92922	123.0054
CCDC102B|79839	58.3318	CCDC102B|79839	69.7453
CCDC103|388389	310.3253	CCDC103|388389	93.4165
CCDC104|112942	801.2460000000001	CCDC104|112942	765.9305
CCDC106|29903	447.0551	CCDC106|29903	150.4808
CCDC107|203260	402.7929	CCDC107|203260	225.8607
CCDC109A|90550	521.2532	CCDC109A|90550	441.7204
CCDC109B|55013	618.3174	CCDC109B|55013	156.8213
CCDC110|256309	19.1328	CCDC110|256309	39.311
CCDC111|201973	236.7899	CCDC111|201973	249.3839
CCDC112|153733	176.3954	CCDC112|153733	102.2931
CCDC113|29070	395.7231	CCDC113|29070	302.2297
CCDC114|93233	79.7979	CCDC114|93233	23.6711
CCDC115|84317	977.1748	CCDC115|84317	840.7482
CCDC117|150275	911.8431	CCDC117|150275	676.7410000000001
CCDC11|220136	141.3963	CCDC11|220136	16.908
CCDC120|90060	560.4522	CCDC120|90060	454.8241
CCDC121|79635	83.5312	CCDC121|79635	134.4183
CCDC122|160857	92.8643	CCDC122|160857	106.5201
CCDC123|84902	495.1205	CCDC123|84902	508.0841
CCDC124|115098	890.8437	CCDC124|115098	328.8598
CCDC125|202243	499.7871	CCDC125|202243	479.3406
CCDC126|90693	107.7972	CCDC126|90693	170.3477
CCDC127|133957	569.7853	CCDC127|133957	261.6506
lowly_expressed	lowly_expressed	CCDC129|223075	37.1975
CCDC12|151903	474.1211	CCDC12|151903	265.8776
CCDC130|81576	307.5254	CCDC130|81576	310.6837
CCDC132|55610	1092.9051	CCDC132|55610	661.5238
CCDC134|79879	59.2651	CCDC134|79879	21.5576
CCDC135|84229	7.4665	CCDC135|84229	6.3405
CCDC136|64753	20.5328	CCDC136|64753	96.3754
CCDC137|339230	437.722	CCDC137|339230	211.7722
CCDC138|165055	71.3982	CCDC138|165055	65.0956
CCDC13|152206	25.1993	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCDC141|285025	11.8356
CCDC142|84865	117.59700000000001	CCDC142|84865	148.79
CCDC144A|9720	5.1332	CCDC144A|9720	90.204
CCDC144B|284047	6.9998	CCDC144B|284047	171.5862
CCDC146|57639	214.6611	CCDC146|57639	170.3477
CCDC147|159686	15.8663	CCDC147|159686	5.0724
CCDC148|130940	25.666	CCDC148|130940	55.3736
CCDC149|91050	902.51	CCDC149|91050	587.5515
CCDC14|64770	335.05800000000005	CCDC14|64770	1306.5624
lowly_expressed	lowly_expressed	CCDC150|284992	5.4951
CCDC151|115948	141.863	lowly_expressed	lowly_expressed
CCDC152|100129792	60.1798	CCDC152|100129792	103.3034
CCDC153|283152	90.531	lowly_expressed	lowly_expressed
CCDC157|550631	151.9334	CCDC157|550631	42.8109
CCDC158|339965	14.9329	CCDC158|339965	51.1466
CCDC159|126075	265.5265	CCDC159|126075	149.2127
CCDC15|80071	54.5986	CCDC15|80071	93.8392
CCDC160|347475	155.39600000000002	CCDC160|347475	51.5693
CCDC163P|126661	26.1327	CCDC163P|126661	28.3208
CCDC17|149483	22.3994	CCDC17|149483	7.6086
CCDC18|343099	37.799	CCDC18|343099	64.2502
CCDC19|25790	386.39	CCDC19|25790	32.1251
CCDC21|64793	254.7934	CCDC21|64793	240.093
CCDC22|28952	605.7130000000001	CCDC22|28952	345.9495
CCDC23|374969	250.1269	CCDC23|374969	188.5237
CCDC24|149473	356.4121	CCDC24|149473	155.2869
CCDC25|55246	1063.9725	CCDC25|55246	1099.0172
CCDC28A|25901	392.9232	CCDC28A|25901	399.0278
CCDC28B|79140	120.3969	CCDC28B|79140	21.5576
CCDC30|728621	151.6627	CCDC30|728621	140.336
CCDC34|91057	320.5917	CCDC34|91057	221.0715
CCDC36|339834	13.533	CCDC36|339834	38.4656
CCDC39|339829	27.066	CCDC39|339829	17.3307
CCDC3|83643	560.4522	CCDC3|83643	622.2128
CCDC40|55036	283.2593	CCDC40|55036	122.5827
CCDC41|51134	122.7302	CCDC41|51134	210.5041
CCDC42B|387885	39.563	lowly_expressed	lowly_expressed
CCDC43|124808	479.2543	CCDC43|124808	417.2038
CCDC45|90799	379.8569	CCDC45|90799	746.909
CCDC46|201134	148.3962	CCDC46|201134	207.5452
CCDC47|57003	2807.8608	CCDC47|57003	2892.1061
CCDC48|79825	195.9949	CCDC48|79825	64.2502
CCDC50|152137	1334.1655	CCDC50|152137	2618.1972
CCDC51|79714	359.3241	CCDC51|79714	137.3772
CCDC52|152185	429.3222	CCDC52|152185	524.1467
CCDC53|51019	387.79	CCDC53|51019	308.5702
CCDC55|84081	759.7137	CCDC55|84081	860.1923
CCDC56|28958	1196.2318	CCDC56|28958	702.7454
CCDC57|284001	433.5221	CCDC57|284001	518.2289
CCDC58|131076	203.9281	CCDC58|131076	95.53
CCDC59|29080	317.3251	CCDC59|29080	325.9009
CCDC61|729440	181.062	CCDC61|729440	120.0465
CCDC64B|146439	482.0542	CCDC64B|146439	319.5604
CCDC64|92558	367.7238	CCDC64|92558	72.7042
CCDC65|85478	240.3271	CCDC65|85478	18.5988
CCDC66|285331	216.6071	CCDC66|285331	364.7385
CCDC67|159989	9.3331	CCDC67|159989	8.8767
CCDC68|80323	14.4663	CCDC68|80323	37.1975
CCDC69|26112	408.7894	CCDC69|26112	852.1610000000001
CCDC6|8030	3294.5816	CCDC6|8030	3971.6792
CCDC71|64925	646.3166	CCDC71|64925	458.6283
CCDC72|51372	1438.6962	CCDC72|51372	555.0037
CCDC73|493860	21.0975	CCDC73|493860	23.7599
CCDC74A|90557	1606.2252	CCDC74A|90557	254.0421
CCDC74B|91409	280.9261	CCDC74B|91409	81.5809
CCDC75|253635	39.6656	CCDC75|253635	56.6417
CCDC76|54482	128.33	CCDC76|54482	301.714
CCDC77|84318	141.863	CCDC77|84318	138.6452
CCDC78|124093	162.3958	CCDC78|124093	8.454
CCDC7|221016	23.3327	CCDC7|221016	49.8785
CCDC80|151887	5144.4004	CCDC80|151887	3624.6433
lowly_expressed	lowly_expressed	CCDC81|60494	5.0724
CCDC82|79780	144.6629	CCDC82|79780	433.6891
CCDC84|338657	65.3316	CCDC84|338657	132.3048
CCDC85A|114800	34.9991	CCDC85A|114800	106.4229
CCDC85B|11007	597.7846	CCDC85B|11007	170.7704
CCDC85C|317762	803.2619	CCDC85C|317762	757.2694
CCDC86|79080	494.6352	CCDC86|79080	651.7130000000001
CCDC87|55231	41.5323	CCDC87|55231	13.9491
CCDC88A|55704	343.9244	CCDC88A|55704	814.9635
CCDC88B|283234	165.1957	CCDC88B|283234	106.5201
CCDC88C|440193	516.5867	CCDC88C|440193	824.2629
CCDC89|220388	23.3327	CCDC89|220388	31.2797
CCDC8|83987	577.7184	CCDC8|83987	537.2503
CCDC90A|63933	295.3924	CCDC90A|63933	280.6721
CCDC90B|60492	721.4107	CCDC90B|60492	560.0507
CCDC91|55297	319.6584	CCDC91|55297	445.5247
CCDC92|80212	1272.1005	CCDC92|80212	883.0181
CCDC93|54520	543.186	CCDC93|54520	791.7151
CCDC94|55702	408.3228	CCDC94|55702	253.1967
CCDC96|257236	213.2612	CCDC96|257236	51.1466
CCDC97|90324	1250.1677	CCDC97|90324	1030.1173
CCDC99|54908	127.3967	CCDC99|54908	131.4594
CCDC9|26093	509.1202	CCDC9|26093	205.8544
CCHCR1|54535	452.1883	CCHCR1|54535	254.0421
CCIN|881	13.533	CCIN|881	12.681
CCL11|6356	66.265	lowly_expressed	lowly_expressed
CCL13|6357	10.2664	CCL13|6357	16.4853
CCL14|6358	378.9189	CCL14|6358	1353.4397
lowly_expressed	lowly_expressed	CCL16|6360	7.1859
CCL17|6361	73.7314	CCL17|6361	6.7632
CCL18|6362	8.3998	lowly_expressed	lowly_expressed
CCL19|6363	646.7833	CCL19|6363	128.5005
CCL20|6364	55.9986	lowly_expressed	lowly_expressed
CCL21|6366	574.9185	CCL21|6366	918.5248
CCL22|6367	1055.1061	CCL22|6367	111.1698
CCL26|10344	9.7997	lowly_expressed	lowly_expressed
CCL28|56477	112.9304	CCL28|56477	1396.1746
CCL2|6347	810.5791	CCL2|6347	429.0394
CCL3L1|6349	9.7437	CCL3L1|6349	10.9902
CCL3|6348	36.3991	CCL3|6348	92.9938
CCL4L2|388372	62.0651	CCL4L2|388372	51.5693
CCL4|6351	90.531	CCL4|6351	109.9017
CCL5|6352	1155.4368	CCL5|6352	701.6802
CCL8|6355	36.8657	CCL8|6355	54.5282
CCM2|83605	969.7083	CCM2|83605	467.505
CCNA1|8900	14.9329	CCNA1|8900	26.2073
CCNA2|890	140.2857	CCNA2|890	74.4626
CCNB1IP1|57820	534.7862	CCNB1IP1|57820	1055.9019
CCNB1|891	445.6552	CCNB1|891	192.7507
CCNB2|9133	182.9286	CCNB2|9133	117.5103
CCNB3|85417	20.9995	CCNB3|85417	18.1761
CCNC|892	654.7164	CCNC|892	1109.5847
CCND1|595	6940.0874	CCND1|595	4147.0739
CCND2|894	699.0486	CCND2|894	1211.0324
CCND3|896	1726.6221	CCND3|896	2498.5734
CCNDBP1|23582	1091.0385	CCNDBP1|23582	1014.4774
CCNE1|898	42.9322	CCNE1|898	40.1564
CCNE2|9134	66.7316	CCNE2|9134	37.4342
CCNF|899	327.1249	CCNF|899	100.6023
CCNG1|900	2279.1411	CCNG1|900	2296.1006
CCNG2|901	4583.4816	CCNG2|901	3654.2323
CCNH|902	483.6782	CCNH|902	631.7278
CCNI2|645121	6.6545	CCNI2|645121	8.8767
CCNI|10983	7825.7978	CCNI|10983	7649.5826
CCNJL|79616	245.4603	CCNJL|79616	190.6372
CCNJ|54619	150.7294	CCNJ|54619	230.3709
CCNK|8812	984.9586	CCNK|8812	794.8811
CCNL1|57018	672.4493	CCNL1|57018	2348.938
CCNL2|81669	745.2474	CCNL2|81669	1935.5384
CCNO|10309	767.6468	CCNO|10309	51.5693
CCNT1|904	101.2641	CCNT1|904	398.1824
CCNT2|905	508.1869	CCNT2|905	905.4211
CCNYL1|151195	378.9235	CCNYL1|151195	458.2056
CCNY|219771	1770.4876	CCNY|219771	1740.6742
CCPG1|9236	2099.3951	CCPG1|9236	1874.1456
CCR10|2826	27.9993	CCR10|2826	22.8257
CCR1|1230	145.5962	CCR1|1230	130.1913
CCR2|729230	93.7976	CCR2|729230	88.7668
CCR4|1233	56.9319	CCR4|1233	9.2994
CCR5|1234	199.2615	CCR5|1234	140.336
CCR6|1235	293.9691	CCR6|1235	489.7474
CCR7|1236	111.5305	CCR7|1236	30.4343
CCRL1|51554	79.7979	CCRL1|51554	52.4147
CCRL2|9034	26.5993	CCRL2|9034	33.3932
CCRN4L|25819	772.78	CCRN4L|25819	201.6274
CCS|9973	492.7873	CCS|9973	225.2985
CCT2|10576	2580.1333	CCT2|10576	3069.6396
CCT3|7203	11527.7689	CCT3|7203	5087.6044
CCT4|10575	4019.7628	CCT4|10575	3928.9866
CCT5|22948	3812.1015	CCT5|22948	3407.3761
CCT6A|908	3454.6441	CCT6A|908	3158.8291
CCT6B|10693	79.3313	CCT6B|10693	78.622
CCT6P1|643253	60.6651	CCT6P1|643253	139.9133
CCT7|10574	4897.0735	CCT7|10574	3555.7434
CCT8|10694	4149.4928	CCT8|10694	3801.7542
CD101|9398	42.9322	CD101|9398	50.7239
CD109|135228	1091.5051	CD109|135228	772.6936
CD14|929	1084.0387	CD14|929	1117.1933
CD151|977	11721.4305	CD151|977	4449.329000000001
CD160|11126	19.1328	CD160|11126	44.3834
CD163L1|283316	94.7309	CD163L1|283316	122.16
CD163|9332	579.1184	CD163|9332	569.7982
CD164L2|388611	38.2657	CD164L2|388611	64.2502
CD164|8763	5033.3366	CD164|8763	7201.9444
CD177|57126	13.9996	lowly_expressed	lowly_expressed
CD180|4064	90.0643	CD180|4064	251.5059
CD19|930	10.2664	CD19|930	11.8356
CD1A|909	15.3996	CD1A|909	7.6086
CD1B|910	19.1328	lowly_expressed	lowly_expressed
CD1C|911	94.7309	CD1C|911	76.5085
CD1D|912	51.332	CD1D|912	34.2386
CD1E|913	94.7309	CD1E|913	33.8159
CD200R1|131450	16.7996	CD200R1|131450	13.5264
CD200|4345	248.7269	CD200|4345	890.204
CD207|50489	96.1308	CD207|50489	32.5478
CD209|30835	59.2651	CD209|30835	210.5041
CD226|10666	16.3329	CD226|10666	24.9392
CD22|933	59.7318	CD22|933	28.7435
CD244|51744	11.1997	CD244|51744	7.1859
CD247|919	124.5968	CD247|919	62.9821
CD248|57124	1563.2929	CD248|57124	1380.112
CD24|100133941	7919.5954	CD24|100133941	16464.5461
CD274|29126	16.3329	CD274|29126	31.2797
CD276|80381	3501.3095	CD276|80381	1678.1148
CD27|939	232.4593	CD27|939	139.8542
CD28|940	39.6656	CD28|940	31.2797
CD2AP|23607	1242.2346	CD2AP|23607	1406.3193
CD2BP2|10421	2147.0779	CD2BP2|10421	847.5114
CD2|914	293.9924	CD2|914	194.4415
CD300A|11314	152.5961	CD300A|11314	131.4594
CD300C|10871	34.0658	CD300C|10871	14.7945
CD300LB|124599	13.9996	CD300LB|124599	11.8356
CD300LF|146722	41.5323	CD300LF|146722	10.5675
CD300LG|146894	75.1314	CD300LG|146894	504.7025
CD302|9936	955.7086	CD302|9936	1745.7466
CD320|51293	458.2548	CD320|51293	393.5327
CD33|945	57.3985	CD33|945	31.2797
CD34|947	1699.5561	CD34|947	3548.9802
CD36|948	1053.7061	CD36|948	6389.5171
CD37|951	471.3212	CD37|951	313.6426
CD38|952	28.9326	CD38|952	43.9607
CD3D|915	179.662	CD3D|915	73.5496
CD3EAP|10849	425.281	CD3EAP|10849	524.1467
CD3E|916	486.2541	CD3E|916	311.5291
CD3G|917	44.7988	CD3G|917	25.3619
CD40LG|959	40.1323	CD40LG|959	27.4754
CD40|958	261.3266	CD40|958	348.7266
CD44|960	10517.9283	CD44|960	9577.0897
CD46|4179	6473.8994	CD46|4179	5168.3398
CD47|961	1823.2196	CD47|961	3944.2037
CD48|962	419.9892	CD48|962	251.5059
CD4|920	1337.4321	CD4|920	949.3818
CD52|1043	456.8549	CD52|1043	190.2145
CD53|963	685.9823	CD53|963	518.6516
CD55|1604	2232.4757	CD55|1604	1486.2094
CD58|965	223.9942	CD58|965	257.001
CD59|966	16953.0954	CD59|966	24259.9598
CD5|921	182.46200000000002	CD5|921	65.0956
CD63|967	13802.7101	CD63|967	6888.3018
CD68|968	1845.1523	CD68|968	996.7241
CD69|969	136.2631	CD69|969	225.2985
CD6|923	202.9948	CD6|923	94.6846
CD70|970	16.3329	lowly_expressed	lowly_expressed
CD72|971	33.1325	CD72|971	15.6399
CD74|972	52841.1683	CD74|972	30750.0793
CD79A|973	176.8621	CD79A|973	172.0385
CD79B|974	95.6642	CD79B|974	114.1287
CD7|924	140.9297	CD7|924	48.6104
CD80|941	8.3998	lowly_expressed	lowly_expressed
CD81|975	13067.2624	CD81|975	11681.285
CD82|3732	1297.7665	CD82|3732	1056.7473
CD83|9308	128.7967	CD83|9308	212.1949
CD84|8832	63.465	CD84|8832	74.395
CD86|942	220.261	CD86|942	155.5532
CD8A|925	392.9232	CD8A|925	305.6113
CD8B|926	95.6642	CD8B|926	61.714
CD93|22918	1993.0818	CD93|22918	2577.6181
CD96|10225	160.9958	CD96|10225	183.0286
CD97|976	594.518	CD97|976	856.388
CD99L2|83692	955.242	CD99L2|83692	980.6615
CD99|4267	2749.0623	CD99|4267	1823.1005
CD9|928	6053.9103	CD9|928	5286.2729
CDADC1|81602	132.0633	CDADC1|81602	181.3378
CDAN1|146059	367.2572	CDAN1|146059	268.8365
CDA|978	41.0656	CDA|978	10.9902
CDC123|8872	979.0694	CDC123|8872	873.072
CDC14A|8556	123.1968	CDC14A|8556	801.8599
CDC14B|8555	357.4574	CDC14B|8555	738.0323
lowly_expressed	lowly_expressed	CDC14C|168448	17.7534
CDC16|8881	1554.8932	CDC16|8881	1487.9002
CDC20B|166979	341.1245	CDC20B|166979	7.6086
CDC20|991	230.5274	CDC20|991	82.0036
CDC23|8697	790.9796	CDC23|8697	876.6776
CDC25A|993	53.1986	CDC25A|993	44.3834
CDC25B|994	592.1847	CDC25B|994	369.0162
CDC25C|995	41.5323	CDC25C|995	7.6086
CDC26|246184	149.7961	CDC26|246184	27.7586
CDC27|996	1300.0997	CDC27|996	1493.3953
CDC34|997	863.311	CDC34|997	311.9518
