gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
ALMS1|7840	733.5341	ALMS1|7840	511.335
lowly_expressed	lowly_expressed	ALOX12P2|245	8.3963
ALOX15B|247	9083.5529	ALOX15B|247	612.9303
ALOX15|246	5.2691	ALOX15|246	363.56
ALOX5AP|241	765.1487	ALOX5AP|241	365.6591
ALOX5|240	252.9168	ALOX5|240	671.2846
ALOXE3|59344	141.513	ALOXE3|59344	27.7078
ALPK1|80216	781.7087	ALPK1|80216	684.7187
ALPK2|115701	6.3982	ALPK2|115701	12.5945
ALPK3|57538	143.0184	ALPK3|57538	436.1881
ALPL|249	57.2074	ALPL|249	3534.8447
ALS2CL|259173	46.2928	ALS2CL|259173	372.3762
lowly_expressed	lowly_expressed	ALS2CR11|151254	9.6558
ALS2CR4|65062	404.968	ALS2CR4|65062	1510.9152
ALS2CR8|79800	63.9819	ALS2CR8|79800	141.0579
ALS2|57679	400.0753	ALS2|57679	374.895
ALX3|257	13.5491	ALX3|257	37.3636
lowly_expressed	lowly_expressed	ALX4|60529	28.9673
AMACR|23600	497.5536	AMACR|23600	295.55
AMBP|259	47.0455	AMBP|259	13.0143
AMBRA1|55626	1105.382	AMBRA1|55626	1024.3493
AMD1|262	847.1961	AMD1|262	1152.8128
AMDHD1|144193	32.7437	AMDHD1|144193	23.9295
AMDHD2|51005	568.7467	AMDHD2|51005	251.8766
AMFR|267	4570.5683	AMFR|267	3980.2687
AMHR2|269	5.6455	lowly_expressed	lowly_expressed
AMH|268	15.0546	AMH|268	13.0143
AMICA1|120425	36.8837	AMICA1|120425	196.0537
AMIGO1|57463	24.84	AMIGO1|57463	135.1805
AMIGO2|347902	1205.4912	AMIGO2|347902	5248.9421
AMIGO3|386724	130.2221	AMIGO3|386724	62.9723
AMMECR1L|83607	702.2958	AMMECR1L|83607	661.6289
AMMECR1|9949	574.332	AMMECR1|9949	210.7473
AMN1|196394	169.3639	AMN1|196394	150.7137
AMOTL1|154810	391.0425	AMOTL1|154810	2262.3846
AMOTL2|51421	3541.5883	AMOTL2|51421	3989.0848
AMOT|154796	967.6327	AMOT|154796	895.0462
AMPD1|270	52.3146	AMPD1|270	30.2267
AMPD2|271	476.8536	AMPD2|271	665.4072
AMPD3|272	216.7858	AMPD3|272	251.4694
AMPH|273	31.2382	AMPH|273	46.1797
AMT|275	14.6782	AMT|275	289.6725
lowly_expressed	lowly_expressed	AMY1A|276	31.906
lowly_expressed	lowly_expressed	AMY2A|279	9.6558
AMY2B|280	55.7019	AMY2B|280	292.7078
AMZ1|155185	234.8513	AMZ1|155185	6.7170000000000005
AMZ2P1|201283	104.6293	AMZ2P1|201283	263.2242
AMZ2|51321	1847.9488	AMZ2|51321	1589.8405
ANAPC10|10393	111.0275	ANAPC10|10393	135.6003
ANAPC11|51529	1212.2695	ANAPC11|51529	1031.4861
ANAPC13|25847	1933.0034	ANAPC13|25847	1448.665
ANAPC16|119504	2070.7565	ANAPC16|119504	2569.6893
ANAPC1|64682	617.6139	ANAPC1|64682	408.9001
ANAPC2|29882	764.3959	ANAPC2|29882	719.5634
ANAPC4|29945	378.6225	ANAPC4|29945	497.9009
ANAPC5|51433	2359.8043	ANAPC5|51433	2342.1495
ANAPC7|51434	855.8525	ANAPC7|51434	973.5516
ANGEL1|23357	841.5506	ANGEL1|23357	492.4433
ANGEL2|90806	499.8118	ANGEL2|90806	467.6742
ANGPT1|284	42.9055	ANGPT1|284	223.7615
ANGPT2|285	76.0256	ANGPT2|285	458.0185
lowly_expressed	lowly_expressed	ANGPT4|51378	7.5567
ANGPTL1|9068	44.0346	ANGPTL1|9068	358.9421
ANGPTL2|23452	942.4163	ANGPTL2|23452	6992.4433
ANGPTL4|51129	129.4693	ANGPTL4|51129	1315.7011
lowly_expressed	lowly_expressed	ANGPTL7|10218	567.5903
ANG|283	582.3598	ANG|283	808.8749
ANK1|286	379.7516	ANK1|286	10.0756
ANK2|287	88.0693	ANK2|287	644.4165
ANK3|288	745.2014	ANK3|288	772.0403
ANKAR|150709	21.8291	ANKAR|150709	24.3493
ANKDD1A|348094	22.9582	ANKDD1A|348094	123.4257
ANKFY1|51479	2153.1803	ANKFY1|51479	1843.8287
ANKHD1-EIF4EBP3|404734	667.1584	ANKHD1-EIF4EBP3|404734	734.9076
ANKHD1|54882	2599.3414	ANKHD1|54882	1997.5189
ANKH|56172	961.6108	ANKH|56172	2054.1562
ANKIB1|54467	1440.3463	ANKIB1|54467	575.5668
ANKK1|255239	6.3982	ANKK1|255239	39.0428
lowly_expressed	lowly_expressed	ANKLE1|126549	11.335
ANKLE2|23141	1181.4076	ANKLE2|23141	1547.4391
ANKMY1|51281	105.0056	ANKMY1|51281	143.9966
ANKMY2|57037	290.5533	ANKMY2|57037	725.4408
ANKRA2|57763	244.6368	ANKRA2|57763	214.1058
ANKRD10|55608	720.7377	ANKRD10|55608	1387.2334
ANKRD11|29123	901.8141	ANKRD11|29123	2296.7296
ANKRD12|23253	565.6756	ANKRD12|23253	599.4962
ANKRD13A|88455	706.8122	ANKRD13A|88455	1122.1662
ANKRD13B|124930	46.6692	ANKRD13B|124930	128.8833
ANKRD13C|81573	634.1739	ANKRD13C|81573	379.9328
ANKRD13D|338692	437.3353	ANKRD13D|338692	505.8774
ANKRD16|54522	174.63299999999998	ANKRD16|54522	181.2804
ANKRD17|26057	2565.6756	ANKRD17|26057	1191.4358
ANKRD19|138649	53.4437	ANKRD19|138649	78.5055
lowly_expressed	lowly_expressed	ANKRD1|27063	16.7926
ANKRD20A3|441425	8.6564	ANKRD20A3|441425	7.5567
ANKRD20B|729171	7.9037	ANKRD20B|729171	7.1369
ANKRD22|118932	312.7588	ANKRD22|118932	47.0193
ANKRD23|200539	22.2055	ANKRD23|200539	20.9908
ANKRD24|170961	67.3692	ANKRD24|170961	60.4534
ANKRD26|22852	264.2078	ANKRD26|22852	128.8833
ANKRD27|84079	280.7678	ANKRD27|84079	839.6306
ANKRD28|23243	1378.9989	ANKRD28|23243	774.5592
ANKRD29|147463	45.1637	ANKRD29|147463	252.30900000000003
ANKRD2|26287	7.1509	ANKRD2|26287	5.0378
ANKRD30A|91074	30.1091	ANKRD30A|91074	76.8262
lowly_expressed	lowly_expressed	ANKRD30B|374860	23.9295
ANKRD32|84250	219.7968	ANKRD32|84250	61.7128
ANKRD34A|284615	232.5932	ANKRD34A|284615	36.5239
ANKRD35|148741	60.2183	ANKRD35|148741	429.0512
ANKRD36BP1|84832	51.9383	ANKRD36BP1|84832	22.67
ANKRD36B|57730	19.1946	ANKRD36B|57730	7.9765
ANKRD36|375248	60.971000000000004	ANKRD36|375248	98.2368
ANKRD37|353322	50.5796	ANKRD37|353322	97.7036
ANKRD39|51239	330.0715	ANKRD39|51239	170.0252
ANKRD40|91369	1555.8901	ANKRD40|91369	1885.3904
ANKRD42|338699	541.2119	ANKRD42|338699	293.8707
ANKRD43|134548	614.6029	ANKRD43|134548	44.5004
ANKRD44|91526	30.1091	ANKRD44|91526	27.7078
lowly_expressed	lowly_expressed	ANKRD45|339416	7.5567
ANKRD46|157567	1145.9955	ANKRD46|157567	433.6692
ANKRD49|54851	255.175	ANKRD49|54851	264.0638
ANKRD50|57182	3270.9823	ANKRD50|57182	485.7263
ANKRD52|283373	1059.0892	ANKRD52|283373	1000.8396
lowly_expressed	lowly_expressed	ANKRD53|79998	96.1377
ANKRD54|129138	240.1204	ANKRD54|129138	448.3627
ANKRD56|345079	172.7512	ANKRD56|345079	55.4156
ANKRD57|65124	1094.0911	ANKRD57|65124	455.4996
ANKRD58|347454	27.0982	ANKRD58|347454	14.6935
ANKRD5|63926	211.5167	ANKRD5|63926	106.6331
ANKRD6|22881	74.9228	ANKRD6|22881	257.372
ANKRD9|122416	167.4821	ANKRD9|122416	79.7649
ANKS1A|23294	1091.4565	ANKS1A|23294	1311.0831
ANKS1B|56899	41.0237	ANKS1B|56899	58.3543
ANKS3|124401	187.0531	ANKS3|124401	264.9034
ANKS6|203286	38.7655	ANKS6|203286	181.78
ANKZF1|55139	362.0625	ANKZF1|55139	635.1805
ANLN|54443	409.8607	ANLN|54443	34.005
ANO10|55129	679.3376	ANO10|55129	977.33
ANO1|55107	3417.0117	ANO1|55107	8752.7288
ANO2|57101	24.84	ANO2|57101	37.7834
lowly_expressed	lowly_expressed	ANO3|63982	38.623000000000005
ANO5|203859	173.50400000000002	ANO5|203859	86.0621
ANO6|196527	1000.7527	ANO6|196527	3488.665
ANO7|50636	29.7328	ANO7|50636	38.623000000000005
ANO8|57719	249.9059	ANO8|57719	173.3837
ANO9|338440	224.6895	ANO9|338440	73.0479
ANP32A|8125	928.4908	ANP32A|8125	3404.7019
ANP32B|10541	1765.9014	ANP32B|10541	4179.2611
lowly_expressed	lowly_expressed	ANP32C|23520	5.8774
ANP32E|81611	1710.1995	ANP32E|81611	603.2746
ANPEP|290	274.3696	ANPEP|290	1501.6793
ANTXR1|84168	2216.0331	ANTXR1|84168	4535.2645
ANTXR2|118429	291.306	ANTXR2|118429	1976.4903
ANUBL1|93550	259.315	ANUBL1|93550	117.1285
ANXA11|311	4036.8837	ANXA11|311	6015.5332
lowly_expressed	lowly_expressed	ANXA13|312	13.0143
ANXA1|301	1123.4475	ANXA1|301	14559.6138
ANXA2P1|303	27.0982	ANXA2P1|303	53.7364
ANXA2P2|304	2643.9594	ANXA2P2|304	5256.0873
lowly_expressed	lowly_expressed	ANXA2P3|305	12.1746
ANXA2|302	7678.9612	ANXA2|302	22836.272
ANXA3|306	598.4193	ANXA3|306	2203.6104
ANXA4|307	2121.5657	ANXA4|307	1718.7238
ANXA5|308	5606.6993	ANXA5|308	13026.4484
ANXA6|309	16135.8675	ANXA6|309	11702.351
ANXA7|310	4312.3824	ANXA7|310	3323.6776
ANXA8L2|244	101.6184	ANXA8L2|244	433.2494
ANXA8|653145	208.8822	ANXA8|653145	852.6448
ANXA9|8416	3209.6349	ANXA9|8416	354.7439
AOAH|313	86.9402	AOAH|313	130.1427
AOC2|314	10.9146	AOC2|314	49.1184
AOC3|8639	1210.3877	AOC3|8639	11692.6952
AOX1|316	267.9714	AOX1|316	264.0638
AP1AR|55435	946.1799	AP1AR|55435	243.07299999999998
AP1B1|162	2471.9609	AP1B1|162	2247.2712
AP1G1|164	2371.4716	AP1G1|164	1863.1402
AP1G2|8906	2162.7926	AP1G2|8906	914.1226
AP1M1|8907	1991.72	AP1M1|8907	1267.8421
AP1M2|10053	2876.9289	AP1M2|10053	1094.4584
AP1S1|1174	479.1118	AP1S1|1174	692.6952
AP1S2|8905	209.2586	AP1S2|8905	287.5735
AP1S3|130340	155.0621	AP1S3|130340	39.8825
AP2A1|160	2058.3854	AP2A1|160	1697.8463
AP2A2|161	1413.6244	AP2A2|161	1828.2955
AP2B1|163	7915.318	AP2B1|163	6319.4794
AP2M1|1173	6076.401999999999	AP2M1|1173	6247.2712
AP2S1|1175	2292.4351	AP2S1|1175	1410.1595
AP3B1|8546	1512.9846	AP3B1|8546	1102.0151
lowly_expressed	lowly_expressed	AP3B2|8120	173.8035
AP3D1|8943	3668.7994	AP3D1|8943	2693.115
AP3M1|26985	1602.1829	AP3M1|26985	1149.0344
AP3M2|10947	581.4829	AP3M2|10947	437.8673
AP3S1|1176	633.7975	AP3S1|1176	819.0596
AP3S2|10239	2531.099	AP3S2|10239	1680.2981
AP4B1|10717	238.1031	AP4B1|10717	345.0966
AP4E1|23431	310.5006	AP4E1|23431	218.3039
AP4M1|9179	477.1472	AP4M1|9179	325.3233
AP4S1|11154	60.5947	AP4S1|11154	103.2746
APAF1|317	432.819	APAF1|317	289.6725
APBA1|320	33.1201	APBA1|320	252.30900000000003
APBA2|321	15.4309	APBA2|321	39.0428
APBA3|9546	267.9714	APBA3|9546	175.9026
APBB1IP|54518	278.1332	APBB1IP|54518	793.0311
APBB1|322	778.6978	APBB1|322	1100.3359
APBB2|323	1162.213	APBB2|323	1945.8438
APBB3|10307	103.8766	APBB3|10307	255.2477
APC2|10297	40.3839	lowly_expressed	lowly_expressed
APCDD1L|164284	23.711	APCDD1L|164284	93.6188
APCDD1|147495	100.4893	APCDD1|147495	1252.309
APC|324	725.6304	APC|324	452.9807
APEH|327	2097.1020000000003	APEH|327	1889.5886
APEX1|328	3232.5932	APEX1|328	3308.5642
APEX2|27301	1765.9014	APEX2|27301	641.0579
APH1A|51107	6481.37	APH1A|51107	4545.3401
APH1B|83464	1054.1965	APH1B|83464	617.1285
API5|8539	2025.5928	API5|8539	2091.0999
APIP|51074	356.0783	APIP|51074	396.8976
APITD1|378708	188.9349	APITD1|378708	209.5844
APLF|200558	43.2819	APLF|200558	59.6138
APLNR|187	602.1829	APLNR|187	1691.8556
APLN|8862	123.4475	APLN|8862	250.2099
APLP1|333	29.3564	APLP1|333	50.7976
APLP2|334	24636.0557	APLP2|334	15575.9866
APOA1BP|128240	3726.3831	APOA1BP|128240	2073.8875
APOB48R|55911	391.0425	APOB48R|55911	265.3233
APOBEC3A|200315	17.3128	APOBEC3A|200315	13.0143
APOBEC3B|9582	239.3677	APOBEC3B|9582	107.4727
APOBEC3C|27350	177.2676	APOBEC3C|27350	535.2645
APOBEC3D|140564	120.4366	APOBEC3D|140564	79.3451
APOBEC3F|200316	185.1712	APOBEC3F|200316	201.0915
APOBEC3G|60489	219.044	APOBEC3G|60489	413.0982
APOBEC3H|164668	8.6564	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	60.4534
APOC1|341	878.058	APOC1|341	1065.4912
APOC2|344	42.9055	APOC2|344	16.7926
APOD|347	3449.3790000000004	APOD|347	24895.466
APOE|348	4417.0117	APOE|348	9939.5466
APOF|319	68.4983	APOF|319	8.8161
APOL1|8542	1410.9898	APOL1|8542	1528.9673
APOL2|23780	732.7813	APOL2|23780	1127.204
APOL3|80833	877.3052	APOL3|80833	1586.0621
APOL4|80832	218.6677	APOL4|80832	371.9563
APOL6|80830	1437.7117	APOL6|80830	2540.7221
APOLD1|81575	213.7749	APOLD1|81575	465.5751
APOM|55937	55.7019	APOM|55937	78.9253
APOOL|139322	123.8239	APOOL|139322	42.4013
APOO|79135	669.9285	APOO|79135	273.7196
APPBP2|10513	1240.8732	APPBP2|10513	973.9715
APPL1|26060	1525.0282	APPL1|26060	933.6692
APPL2|55198	905.9089	APPL2|55198	1260.7053
APP|351	23159.9548	APP|351	26132.6616
APRT|353	1202.1076	APRT|353	1657.0109
APTX|54840	736.9213	APTX|54840	576.4064
AQP11|282679	88.0693	AQP11|282679	36.9437
AQP1|358	2467.0681	AQP1|358	30478.581000000002
AQP3|360	85.4347	AQP3|360	1311.0831
AQP4|361	30.4855	AQP4|361	130.5626
lowly_expressed	lowly_expressed	AQP5|362	67.5903
lowly_expressed	lowly_expressed	AQP6|363	8.8161
lowly_expressed	lowly_expressed	AQP7P1|375719	382.4517
lowly_expressed	lowly_expressed	AQP7P3|441432	20.9908
AQP7|364	112.1566	AQP7|364	2955.9194
AQP9|366	6.0218	AQP9|366	9.6558
AQPEP|206338	5.2691	AQPEP|206338	150.2771
AQR|9716	1389.9134	AQR|9716	828.7154
ARAF|369	1885.2089	ARAF|369	1302.6868
ARAP1|116985	2024.4260000000002	ARAP1|116985	2487.7960000000003
ARAP2|116984	356.7934	ARAP2|116984	133.5013
ARAP3|64411	189.6876	ARAP3|64411	760.2855
ARCN1|372	3543.4701	ARCN1|372	3731.3182
ARC|23237	60.5947	ARC|23237	97.3971
AREG|374	157.3203	AREG|374	54.9958
ARF1|375	10576.9665	ARF1|375	9476.4903
ARF3|377	10019.5709	ARF3|377	4629.3031
ARF4|378	7165.2239	ARF4|378	3180.1008
ARF5|381	2534.4373	ARF5|381	3055.7935
ARF6|382	3750.0941	ARF6|382	2526.8682
ARFGAP1|55738	1335.3406	ARFGAP1|55738	1243.073
ARFGAP2|84364	2596.9138	ARFGAP2|84364	2706.1293
ARFGAP3|26286	1030.1091	ARFGAP3|26286	973.5516
ARFGEF1|10565	2138.8784	ARFGEF1|10565	1057.3258
ARFGEF2|10564	1913.4362	ARFGEF2|10564	783.7951
ARFIP1|27236	1577.3429	ARFIP1|27236	748.9505
ARFIP2|23647	2913.8126	ARFIP2|23647	1835.8522
ARFRP1|10139	596.1611	ARFRP1|10139	913.0982
ARG2|384	303.4588	ARG2|384	145.6675
ARGLU1|55082	423.4099	ARGLU1|55082	1073.0479
ARHGAP10|79658	77.1547	ARHGAP10|79658	928.2116
ARHGAP11A|9824	348.8897	ARHGAP11A|9824	41.5617
ARHGAP11B|89839	18.9688	lowly_expressed	lowly_expressed
ARHGAP12|94134	786.9778	ARHGAP12|94134	522.67
ARHGAP15|55843	64.3583	ARHGAP15|55843	76.4064
ARHGAP17|55114	1070.7565	ARHGAP17|55114	1246.4316
ARHGAP18|93663	457.2826	ARHGAP18|93663	388.3291
ARHGAP19|84986	520.5344	ARHGAP19|84986	954.2401
ARHGAP1|392	4808.4306	ARHGAP1|392	3891.6877
ARHGAP20|57569	16.56	ARHGAP20|57569	171.2846
ARHGAP21|57584	739.9323	ARHGAP21|57584	1867.3384
ARHGAP22|58504	53.0674	ARHGAP22|58504	123.0059
ARHGAP23|57636	243.5077	ARHGAP23|57636	1264.0638
ARHGAP24|83478	443.7335	ARHGAP24|83478	497.9009
ARHGAP25|9938	238.615	ARHGAP25|9938	661.6289
ARHGAP26|23092	171.9985	ARHGAP26|23092	600.3359
ARHGAP27|201176	601.4302	ARHGAP27|201176	425.2729
ARHGAP28|79822	33.4964	ARHGAP28|79822	109.5718
ARHGAP29|9411	3074.5201	ARHGAP29|9411	1630.5626
ARHGAP30|257106	460.2936	ARHGAP30|257106	494.5424
ARHGAP31|57514	385.0207	ARHGAP31|57514	1160.7893
ARHGAP32|9743	2589.7629	ARHGAP32|9743	783.7951
ARHGAP33|115703	41.7764	ARHGAP33|115703	135.1805
ARHGAP36|158763	16.1837	ARHGAP36|158763	67.1704
ARHGAP39|80728	497.5536	ARHGAP39|80728	191.8556
ARHGAP42|143872	57.9601	ARHGAP42|143872	76.8262
ARHGAP4|393	192.6985	ARHGAP4|393	463.4761
ARHGAP5|394	1055.7019	ARHGAP5|394	974.3913
ARHGAP6|395	47.4219	ARHGAP6|395	116.2888
ARHGAP8|23779	220.4592	ARHGAP8|23779	285.0714
ARHGAP9|64333	116.2966	ARHGAP9|64333	115.869
ARHGDIA|396	4592.3974	ARHGDIA|396	5515.953
ARHGDIB|397	6687.994000000001	ARHGDIB|397	5285.0546
lowly_expressed	lowly_expressed	ARHGDIG|398	73.4677
ARHGEF10L|55160	452.3899	ARHGEF10L|55160	684.2989
ARHGEF10|9639	579.2247	ARHGEF10|9639	806.4652
ARHGEF11|9826	1125.3293	ARHGEF11|9826	1091.5197
ARHGEF12|23365	2523.8991	ARHGEF12|23365	3126.7842
ARHGEF15|22899	202.484	ARHGEF15|22899	968.5139
ARHGEF16|27237	159.5785	ARHGEF16|27237	267.0025
ARHGEF17|9828	1467.8209	ARHGEF17|9828	1509.2359
ARHGEF18|23370	948.8145	ARHGEF18|23370	813.1822
ARHGEF19|128272	339.85699999999997	ARHGEF19|128272	265.7431
ARHGEF1|9138	880.6925	ARHGEF1|9138	1110.8312
ARHGEF2|9181	1408.7317	ARHGEF2|9181	2130.9824
lowly_expressed	lowly_expressed	ARHGEF33|100271715	14.6935
ARHGEF35|445328	830.6361	ARHGEF35|445328	1195.6339
ARHGEF37|389337	1512.9846	ARHGEF37|389337	1567.1704
ARHGEF38|54848	99.7365	ARHGEF38|54848	10.4954
ARHGEF3|50650	838.5397	ARHGEF3|50650	866.9186
ARHGEF4|50649	19.5709	ARHGEF4|50649	523.9295
ARHGEF5|7984	420.3989	ARHGEF5|7984	832.9135
ARHGEF6|9459	464.4336	ARHGEF6|9459	1751.8892
ARHGEF7|8874	557.0192	ARHGEF7|8874	1346.3476
ARHGEF9|23229	351.9006	ARHGEF9|23229	586.4819
ARID1A|8289	2482.8754	ARID1A|8289	2170.0252
ARID1B|57492	1158.073	ARID1B|57492	1540.7221
ARID2|196528	1730.5231	ARID2|196528	544.0806
ARID3A|1820	125.7057	ARID3A|1820	32.7456
ARID3B|10620	108.3929	ARID3B|10620	96.9773
ARID4A|5926	443.3572	ARID4A|5926	431.9899
ARID4B|51742	1109.8683	ARID4B|51742	607.5357
ARID5A|10865	381.6334	ARID5A|10865	999.5802
ARID5B|84159	1482.1227	ARID5B|84159	3161.6289
ARIH1|25820	1619.872	ARIH1|25820	1563.3921
ARIH2|10425	698.4456	ARIH2|10425	1892.8673
ARL10|285598	5.6455	ARL10|285598	25.1889
ARL11|115761	37.2601	ARL11|115761	26.0285
ARL13B|200894	199.8495	ARL13B|200894	230.4786
ARL15|54622	459.1645	ARL15|54622	325.7767
ARL16|339231	311.2533	ARL16|339231	613.7699
ARL17A|51326	100.1694	ARL17A|51326	87.7246
ARL1|400	4226.5713	ARL1|400	2182.1998
ARL2BP|23568	1134.3621	ARL2BP|23568	1593.1989999999998
ARL2|402	615.732	ARL2|402	1772.8799
ARL3|403	1861.4979	ARL3|403	930.3107
ARL4A|10124	711.3286	ARL4A|10124	1277.9177
ARL4C|10123	334.5879	ARL4C|10123	1811.0831
ARL4D|379	62.1001	ARL4D|379	464.7355
ARL5A|26225	875.047	ARL5A|26225	399.2443
ARL5B|221079	383.1389	ARL5B|221079	51.6373
ARL6IP1|23204	10622.5066	ARL6IP1|23204	4117.9681
ARL6IP4|51329	2541.2119	ARL6IP4|51329	3312.3426
ARL6IP5|10550	4171.2458	ARL6IP5|10550	4018.4719
ARL6IP6|151188	226.5713	ARL6IP6|151188	183.8791
ARL6|84100	38.7655	ARL6|84100	47.8589
ARL8A|127829	1423.0335	ARL8A|127829	1455.9194
ARL8B|55207	3450.8845	ARL8B|55207	1879.513
lowly_expressed	lowly_expressed	ARL9|132946	7.9765
ARMC10|83787	939.3338	ARMC10|83787	711.3938
ARMC1|55156	810.3124	ARMC1|55156	436.6079
ARMC2|84071	17.6891	ARMC2|84071	20.1511
ARMC3|219681	16.9364	lowly_expressed	lowly_expressed
ARMC5|79798	347.0079	ARMC5|79798	321.1587
ARMC6|93436	620.9861	ARMC6|93436	416.0369
ARMC7|79637	575.0847	ARMC7|79637	355.5835
ARMC8|25852	640.5721	ARMC8|25852	653.6524
ARMC9|80210	453.1426	ARMC9|80210	203.6104
ARMCX1|51309	1235.6041	ARMCX1|51309	976.4903
ARMCX2|9823	1388.408	ARMCX2|9823	1044.5004
ARMCX3|51566	2392.1716	ARMCX3|51566	1371.1167
ARMCX5|64860	577.3429	ARMCX5|64860	290.932
ARMCX6|54470	282.6496	ARMCX6|54470	475.6507
ARNT2|9915	211.5167	ARNT2|9915	190.1763
ARNTL2|56938	10.9146	ARNTL2|56938	23.9295
ARNTL|406	299.9624	ARNTL|406	150.7137
ARNT|405	1448.6263	ARNT|405	1592.7792
ARPC1A|10552	2413.3609	ARPC1A|10552	3360.6213
ARPC1B|10095	2183.1765	ARPC1B|10095	2175.4828
ARPC2|10109	3592.0211	ARPC2|10109	5160.3694
ARPC3|10094	4194.5804	ARPC3|10094	3235.0966
ARPC4|10093	3280.0677	ARPC4|10093	3983.1276
ARPC5L|81873	828.0015	ARPC5L|81873	829.9748
ARPC5|10092	2048.9274	ARPC5|10092	3639.3787
ARPM1|84517	45.9164	ARPM1|84517	37.7834
ARPP19|10776	3796.3869	ARPP19|10776	3597.817
ARRB1|408	996.9891	ARRB1|408	1808.5642
ARRB2|409	648.8521	ARRB2|409	1025.1889
ARRDC1|92714	1990.5909	ARRDC1|92714	570.9488
ARRDC2|27106	377.4934	ARRDC2|27106	835.4324
ARRDC3|57561	1111.0275	ARRDC3|57561	1106.2133
ARRDC4|91947	245.7659	ARRDC4|91947	617.5483
ARSA|410	1150.9221	ARSA|410	1016.3728
ARSB|411	305.2315	ARSB|411	228.3795
ARSD|414	1336.8461	ARSD|414	2388.749
ARSE|415	13.1728	ARSE|415	62.1327
ARSG|22901	532.5555	ARSG|22901	295.9698
ARSI|340075	45.5401	ARSI|340075	57.5147
ARSJ|79642	331.2006	ARSJ|79642	119.2275
ARSK|153642	237.8623	ARSK|153642	136.44
lowly_expressed	lowly_expressed	ART4|420	9.2359
ART5|116969	5.6455	ART5|116969	59.6138
ARTN|9048	98.9838	ARTN|9048	23.5097
ARV1|64801	477.23	ARV1|64801	417.7162
ARVCF|421	458.4117	ARVCF|421	535.2645
lowly_expressed	lowly_expressed	ARX|170302	5.4576
AR|367	464.8099	AR|367	75.5668
AS3MT|57412	1205.1186	AS3MT|57412	313.8539
ASAH1|427	79997.3654	ASAH1|427	6120.0672
ASAM|79827	215.2804	ASAM|79827	558.7741
ASAP1|50807	835.1524	ASAP1|50807	666.6667
ASAP2|8853	742.5668	ASAP2|8853	637.2796
ASAP3|55616	1127.2111	ASAP3|55616	972.2922
lowly_expressed	lowly_expressed	ASB12|142689	5.0378
ASB13|79754	3626.2702	ASB13|79754	1118.3879
ASB14|142686	6.0218	ASB14|142686	14.2737
ASB16|92591	16.7444	ASB16|92591	10.6045
ASB1|51665	306.545	ASB1|51665	635.1469
ASB2|51676	34.2492	ASB2|51676	92.7792
ASB3|51130	252.9168	ASB3|51130	398.8245
ASB6|140459	737.7079	ASB6|140459	743.8581
ASB7|140460	465.5627	ASB7|140460	390.0084
ASB8|140461	1093.3384	ASB8|140461	719.9832
ASB9|140462	40.271	ASB9|140462	59.193999999999996
ASCC1|51008	779.8269	ASCC1|51008	529.8069
ASCC2|84164	875.047	ASCC2|84164	1547.8589
ASCC3|10973	520.5119	ASCC3|10973	516.3728
ASCL2|430	27.851	ASCL2|430	25.6087
ASF1A|25842	280.3914	ASF1A|25842	410.1595
ASF1B|55723	624.7648	ASF1B|55723	75.5668
ASGR1|432	11.2909	ASGR1|432	26.4484
lowly_expressed	lowly_expressed	ASGR2|433	8.3963
ASH1L|55870	1585.3670000000002	ASH1L|55870	1339.6306
ASH2L|9070	934.5126	ASH2L|9070	1285.8942
ASL|435	972.1489999999999	ASL|435	620.0672
ASMTL|8623	865.2578	ASMTL|8623	1240.0924
ASNA1|439	2151.2985	ASNA1|439	1382.0319
ASNSD1|54529	1120.8129	ASNSD1|54529	1000.8396
ASNS|440	489.2736	ASNS|440	468.5139
ASPA|443	5.2691	ASPA|443	70.9488
lowly_expressed	lowly_expressed	ASPG|374569	7.5567
ASPHD1|253982	73.391	ASPHD1|253982	15.953
ASPHD2|57168	48.9274	ASPHD2|57168	70.9488
ASPH|444	1186.3003	ASPH|444	6269.2695
ASPM|259266	306.7369	ASPM|259266	18.4719
ASPN|54829	530.6737	ASPN|54829	502.0991
ASPRV1|151516	46.7407	ASPRV1|151516	126.7842
ASPSCR1|79058	481.7463	ASPSCR1|79058	329.555
ASRGL1|80150	1109.1457	ASRGL1|80150	158.2704
ASS1|445	382.7625	ASS1|445	4404.2821
ASTE1|28990	268.6112	ASTE1|28990	260.1175
ASTL|431705	6.3982	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASTN1|460	139.3787
ASTN2|23245	972.5254	ASTN2|23245	232.9975
ASXL1|171023	1217.1622	ASXL1|171023	1656.5911
ASXL2|55252	612.3447	ASXL2|55252	200.2519
lowly_expressed	lowly_expressed	ASXL3|80816	12.5945
ATAD1|84896	1031.6146	ATAD1|84896	845.9278
ATAD2B|54454	278.88599999999997	ATAD2B|54454	138.1192
ATAD2|29028	1315.3933	ATAD2|29028	269.1016
ATAD3A|55210	425.2917	ATAD3A|55210	459.6977
ATAD3B|83858	66.9928	ATAD3B|83858	159.11
ATAD3C|219293	297.3278	ATAD3C|219293	225.4408
ATAD5|79915	78.6601	ATAD5|79915	18.4719
