gene_id	TCGA-E2-A15E-01A-11R-A12D-07	gene_id	TCGA-E2-A15E-06A-11R-A12D-07
ALMS1|7840	829.9595	ALMS1|7840	917.5141
ALOX12P2|245	16.1943	lowly_expressed	lowly_expressed
ALOX15B|247	15692.3077	ALOX15B|247	290.7721
ALOX15|246	123.9879	ALOX15|246	85.8757
ALOX5AP|241	247.9757	ALOX5AP|241	266.6667
ALOX5|240	477.7328	ALOX5|240	454.6139
ALOXE3|59344	6.0729	lowly_expressed	lowly_expressed
ALPK1|80216	744.4332	ALPK1|80216	496.7985
ALPK2|115701	28.3401	ALPK2|115701	19.209
ALPK3|57538	273.7854	ALPK3|57538	80.9793
ALPL|249	1202.9352	ALPL|249	464.0301
ALS2CL|259173	267.7126	ALS2CL|259173	238.0414
ALS2CR11|151254	5.5668	ALS2CR11|151254	10.1695
lowly_expressed	lowly_expressed	ALS2CR12|130540	9.4162
ALS2CR4|65062	805.1619	ALS2CR4|65062	219.209
ALS2CR8|79800	241.9028	ALS2CR8|79800	180.791
ALS2|57679	609.8178	ALS2|57679	387.9473
ALX3|257	28.3401	ALX3|257	24.8588
ALX4|60529	33.9069	lowly_expressed	lowly_expressed
AMACR|23600	461.5385	AMACR|23600	516.0075
AMBP|259	48.0769	AMBP|259	55.7439
AMBRA1|55626	1124.4939	AMBRA1|55626	894.5386
AMD1|262	1463.4717	AMD1|262	943.8795
AMDHD1|144193	15.1822	AMDHD1|144193	6.7797
AMDHD2|51005	263.1832	AMDHD2|51005	265.4162
AMFR|267	3248.9879	AMFR|267	3804.1431
AMICA1|120425	127.0243	AMICA1|120425	126.177
AMIGO1|57463	121.4575	AMIGO1|57463	73.4463
AMIGO2|347902	1392.2065	AMIGO2|347902	1183.0508
AMIGO3|386724	106.2753	AMIGO3|386724	167.9849
AMMECR1L|83607	809.2105	AMMECR1L|83607	649.7175
AMMECR1|9949	380.0607	AMMECR1|9949	468.1733
AMN1|196394	129.5547	AMN1|196394	133.3333
AMOTL1|154810	1696.8623	AMOTL1|154810	1731.4501
AMOTL2|51421	1642.2065	AMOTL2|51421	1675.7062
AMOT|154796	661.9433	AMOT|154796	694.9153
AMPD2|271	628.5425	AMPD2|271	439.1714
AMPD3|272	214.0688	AMPD3|272	225.2354
AMPH|273	138.664	AMPH|273	14.3126
AMT|275	102.8289	AMT|275	106.064
AMY2B|280	208.1984	AMY2B|280	213.7024
AMZ1|155185	75.4049	AMZ1|155185	96.0452
AMZ2P1|201283	118.9271	AMZ2P1|201283	119.3974
AMZ2|51321	1377.0243	AMZ2|51321	1672.693
ANAPC10|10393	117.915	ANAPC10|10393	173.25799999999998
ANAPC11|51529	1132.5911	ANAPC11|51529	1329.1902
ANAPC13|25847	996.2702	ANAPC13|25847	1019.0885
ANAPC16|119504	2129.0486	ANAPC16|119504	2485.8757
ANAPC1|64682	774.7976	ANAPC1|64682	496.0452
ANAPC2|29882	744.9393	ANAPC2|29882	1069.6798
ANAPC4|29945	449.3927	ANAPC4|29945	500.565
ANAPC5|51433	1799.0891	ANAPC5|51433	2501.6949
ANAPC7|51434	773.2794	ANAPC7|51434	757.8154
ANGEL1|23357	874.4939	ANGEL1|23357	731.8267
ANGEL2|90806	742.4089	ANGEL2|90806	924.6704
ANGPT1|284	71.3563	ANGPT1|284	12.0527
ANGPT2|285	187.753	ANGPT2|285	74.1996
ANGPTL1|9068	29.3522	ANGPTL1|9068	6.0264
ANGPTL2|23452	1314.2713	ANGPTL2|23452	245.5744
ANGPTL4|51129	235.83	ANGPTL4|51129	8.6629
lowly_expressed	lowly_expressed	ANGPTL6|83854	8.9416
ANGPTL7|10218	116.3968	lowly_expressed	lowly_expressed
ANG|283	317.915	ANG|283	462.8851
lowly_expressed	lowly_expressed	ANK1|286	11.6761
ANK2|287	209.5142	ANK2|287	131.0734
ANK3|288	1194.3319999999999	ANK3|288	1407.533
ANKAR|150709	26.8219	ANKAR|150709	17.7024
ANKDD1A|348094	45.0405	ANKDD1A|348094	62.5235
ANKFY1|51479	1735.3239	ANKFY1|51479	1279.4727
ANKHD1-EIF4EBP3|404734	1940.6377	ANKHD1-EIF4EBP3|404734	1929.5028
ANKHD1|54882	2345.5820000000003	ANKHD1|54882	3842.4934
ANKH|56172	2229.7571	ANKH|56172	460.6403
ANKIB1|54467	1875.0	ANKIB1|54467	1972.1281
ANKK1|255239	13.664000000000001	ANKK1|255239	7.5329999999999995
ANKLE1|126549	10.6275	ANKLE1|126549	9.0395
ANKLE2|23141	1206.9838	ANKLE2|23141	972.8814
ANKMY1|51281	203.4413	ANKMY1|51281	135.9699
ANKMY2|57037	509.1093	ANKMY2|57037	389.8305
ANKRA2|57763	340.08099999999996	ANKRA2|57763	432.3917
ANKRD10|55608	2264.6761	ANKRD10|55608	2539.6685
ANKRD11|29123	2326.0172	ANKRD11|29123	1479.9962
ANKRD12|23253	1448.3806	ANKRD12|23253	1665.1601
ANKRD13A|88455	930.1619	ANKRD13A|88455	925.8004
ANKRD13B|124930	116.9028	ANKRD13B|124930	60.6403
ANKRD13C|81573	607.2874	ANKRD13C|81573	520.5273
ANKRD13D|338692	456.9838	ANKRD13D|338692	495.2919
ANKRD16|54522	147.7733	ANKRD16|54522	172.4896
ANKRD17|26057	3610.3239	ANKRD17|26057	3608.6629
ANKRD19|138649	74.3927	ANKRD19|138649	120.1507
ANKRD20A3|441425	7.5911	lowly_expressed	lowly_expressed
ANKRD20B|729171	5.0607	ANKRD20B|729171	10.9228
ANKRD22|118932	150.3036	ANKRD22|118932	142.3729
ANKRD23|200539	39.4737	ANKRD23|200539	35.0282
ANKRD24|170961	33.9069	ANKRD24|170961	7.1563
ANKRD26|22852	339.0688	ANKRD26|22852	532.9567
ANKRD27|84079	713.0567	ANKRD27|84079	509.2279
ANKRD28|23243	1403.3401	ANKRD28|23243	1222.9755
ANKRD29|147463	71.3563	ANKRD29|147463	71.1864
ANKRD30A|91074	931.1741	ANKRD30A|91074	1575.8945
ANKRD30B|374860	60.7287	ANKRD30B|374860	89.6422
ANKRD32|84250	188.2591	ANKRD32|84250	198.1168
ANKRD34A|284615	23.7854	ANKRD34A|284615	13.936
ANKRD35|148741	79.9595	ANKRD35|148741	7.1563
ANKRD36BP1|84832	120.9514	ANKRD36BP1|84832	99.0584
ANKRD36B|57730	26.3158	ANKRD36B|57730	21.4689
ANKRD36|375248	141.1943	ANKRD36|375248	118.2674
ANKRD37|353322	83.8411	ANKRD37|353322	105.1036
ANKRD39|51239	78.9474	ANKRD39|51239	80.226
ANKRD40|91369	1212.5506	ANKRD40|91369	1053.484
ANKRD42|338699	357.2874	ANKRD42|338699	381.1676
ANKRD43|134548	85.5263	ANKRD43|134548	160.0753
ANKRD44|91526	71.8623	ANKRD44|91526	119.3974
ANKRD45|339416	12.6518	lowly_expressed	lowly_expressed
ANKRD46|157567	581.4777	ANKRD46|157567	720.0603
ANKRD49|54851	328.9474	ANKRD49|54851	569.8682
ANKRD50|57182	2783.9069	ANKRD50|57182	2704.7081
ANKRD52|283373	2106.7814	ANKRD52|283373	2302.8249
ANKRD53|79998	5.5668	lowly_expressed	lowly_expressed
ANKRD54|129138	437.24699999999996	ANKRD54|129138	334.0866
lowly_expressed	lowly_expressed	ANKRD55|79722	5.6497
ANKRD56|345079	115.3846	ANKRD56|345079	77.9661
ANKRD57|65124	752.5304	ANKRD57|65124	609.7928
lowly_expressed	lowly_expressed	ANKRD58|347454	9.0395
ANKRD5|63926	183.1984	ANKRD5|63926	172.5047
ANKRD6|22881	220.8401	ANKRD6|22881	70.6441
ANKRD9|122416	65.2834	ANKRD9|122416	67.42
ANKS1A|23294	1064.2713	ANKS1A|23294	787.194
ANKS1B|56899	204.4534	ANKS1B|56899	342.3729
ANKS3|124401	275.8097	ANKS3|124401	266.6667
ANKS6|203286	61.7409	ANKS6|203286	32.7684
ANKZF1|55139	588.5628	ANKZF1|55139	548.0226
ANLN|54443	543.5223	ANLN|54443	298.6817
ANO10|55129	925.1012	ANO10|55129	1068.9266
ANO1|55107	4200.4049	ANO1|55107	1829.3785
ANO2|57101	50.1012	ANO2|57101	56.4972
ANO5|203859	148.2794	ANO5|203859	35.4049
ANO6|196527	2466.0931	ANO6|196527	1355.5556
ANO7|50636	7.5911	lowly_expressed	lowly_expressed
ANO8|57719	320.8502	ANO8|57719	428.2486
ANO9|338440	156.3765	ANO9|338440	316.3842
ANP32A|8125	3025.8097	ANP32A|8125	3156.6855
ANP32B|10541	1977.2267	ANP32B|10541	1748.3992
ANP32E|81611	655.8704	ANP32E|81611	415.4426
ANPEP|290	1521.7611	ANPEP|290	484.7458
ANTXR1|84168	5698.3806	ANTXR1|84168	2452.354
ANTXR2|118429	613.8664	ANTXR2|118429	268.9266
ANUBL1|93550	264.6761	ANUBL1|93550	366.1017
ANXA11|311	2668.0162	ANXA11|311	3456.4972
ANXA1|301	2329.9595	ANXA1|301	422.2222
ANXA2P1|303	52.6316	ANXA2P1|303	94.9153
ANXA2P2|304	5927.6316	ANXA2P2|304	4848.5876
ANXA2P3|305	7.085	ANXA2P3|305	5.6497
ANXA2|302	16431.6802	ANXA2|302	16706.5913
ANXA3|306	524.2915	ANXA3|306	288.5122
ANXA4|307	1589.5749	ANXA4|307	1381.9209
ANXA5|308	4781.3765	ANXA5|308	4739.3597
ANXA6|309	6842.6113	ANXA6|309	9499.0584
ANXA7|310	2758.6032	ANXA7|310	3222.9755
ANXA8L2|244	90.587	lowly_expressed	lowly_expressed
ANXA8|653145	269.7368	lowly_expressed	lowly_expressed
ANXA9|8416	684.7166	ANXA9|8416	1244.4444
AOAH|313	47.5709	AOAH|313	93.4087
AOC2|314	9.6154	AOC2|314	5.6497
AOC3|8639	503.0364	AOC3|8639	209.0395
AOX1|316	424.0891	AOX1|316	76.4595
AP1AR|55435	905.3644	AP1AR|55435	1367.2316
AP1B1|162	2914.4737	AP1B1|162	2841.8079
AP1G1|164	2883.0972	AP1G1|164	3197.3635
AP1G2|8906	2308.8613	AP1G2|8906	3735.6008
AP1M1|8907	926.1134	AP1M1|8907	1005.2731
AP1M2|10053	2670.5466	AP1M2|10053	4230.1318
AP1S1|1174	827.9352	AP1S1|1174	913.3710000000001
AP1S2|8905	288.4615	AP1S2|8905	281.7326
AP1S3|130340	111.336	AP1S3|130340	112.6177
AP2A1|160	2131.1994	AP2A1|160	3311.2354
AP2A2|161	1456.9838	AP2A2|161	1776.2712
AP2B1|163	9182.1862	AP2B1|163	11970.2448
AP2M1|1173	6881.5789	AP2M1|1173	7901.3183
AP2S1|1175	1336.0324	AP2S1|1175	1925.0471
AP3B1|8546	1492.915	AP3B1|8546	1937.0998
AP3B2|8120	75.4049	AP3B2|8120	13.5593
AP3D1|8943	2689.2713	AP3D1|8943	2144.2561
AP3M1|26985	1502.5304	AP3M1|26985	1568.7382
AP3M2|10947	1136.1336	AP3M2|10947	972.8814
AP3S1|1176	1046.0526	AP3S1|1176	1510.3578
AP3S2|10239	1892.1053	AP3S2|10239	2201.2166
AP4B1|10717	246.3917	AP4B1|10717	297.7778
AP4E1|23431	428.1377	AP4E1|23431	427.4953
AP4M1|9179	357.5253	AP4M1|9179	608.1657
AP4S1|11154	89.5749	AP4S1|11154	166.4783
APAF1|317	533.4008	APAF1|317	850.0942
APBA1|320	284.413	APBA1|320	108.0979
APBA2|321	25.3036	APBA2|321	26.741999999999997
APBA3|9546	133.0972	APBA3|9546	152.91899999999998
APBB1IP|54518	115.8907	APBB1IP|54518	265.1601
APBB1|322	573.3806	APBB1|322	414.6893
APBB2|323	3430.6679999999997	APBB2|323	5448.5876
APBB3|10307	292.5101	APBB3|10307	412.0527
APC2|10297	5.6123	lowly_expressed	lowly_expressed
APCDD1L|164284	43.0162	APCDD1L|164284	6.7797
APCDD1|147495	299.0891	APCDD1|147495	19.9623
APC|324	1153.8462	APC|324	994.3503
APEH|327	3669.0283	APEH|327	4258.0038
APEX1|328	5315.7895	APEX1|328	7101.6949
APEX2|27301	843.6235	APEX2|27301	981.5443
APH1A|51107	4062.7529999999997	APH1A|51107	4471.5631
APH1B|83464	524.7976	APH1B|83464	961.9586
API5|8539	2508.6032	API5|8539	2117.8908
APIP|51074	265.6225	APIP|51074	373.3559
APITD1|378708	201.1893	APITD1|378708	215.6648
APLF|200558	105.2632	APLF|200558	74.9529
APLNR|187	497.4696	APLNR|187	404.1431
APLN|8862	99.6964	APLN|8862	13.936
APLP1|333	100.7085	APLP1|333	20.339000000000002
APLP2|334	15393.2186	APLP2|334	7190.5838
APOA1BP|128240	1769.2308	APOA1BP|128240	2366.1017
lowly_expressed	lowly_expressed	APOA1|335	47.8343
APOB48R|55911	389.17	APOB48R|55911	360.8286
APOBEC3B|9582	73.249	APOBEC3B|9582	36.9077
APOBEC3C|27350	225.2024	APOBEC3C|27350	127.6836
APOBEC3D|140564	56.1741	APOBEC3D|140564	99.8117
APOBEC3F|200316	181.1741	APOBEC3F|200316	136.3465
APOBEC3G|60489	153.8462	APOBEC3G|60489	122.7872
APOC1|341	294.0283	APOC1|341	715.2542
APOC2|344	49.5951	APOC2|344	115.6309
APOD|347	48289.4737	APOD|347	630.8851
APOE|348	1784.9189999999999	APOE|348	1596.2335
APOF|319	6.5789	APOF|319	41.8079
APOL1|8542	703.9474	APOL1|8542	512.2411
APOL2|23780	566.2955	APOL2|23780	345.7627
APOL3|80833	436.7409	APOL3|80833	398.1168
APOL4|80832	182.1862	APOL4|80832	76.8362
APOL6|80830	1242.4089	APOL6|80830	1066.6667
APOLD1|81575	810.2227	APOLD1|81575	148.3992
APOM|55937	45.5466	APOM|55937	47.081
APOOL|139322	286.4372	APOOL|139322	241.4313
APOO|79135	224.1903	APOO|79135	232.7684
APPBP2|10513	1159.413	APPBP2|10513	1117.1375
APPL1|26060	2375.0	APPL1|26060	2639.1714
APPL2|55198	1183.7045	APPL2|55198	936.3465
APP|351	24477.7328	APP|351	7748.7759
APRT|353	1463.0567	APRT|353	1401.1299
APTX|54840	399.7976	APTX|54840	332.58
AQP11|282679	12.6518	AQP11|282679	11.6761
AQP1|358	6190.081	AQP1|358	922.2938
AQP3|360	836.0324	AQP3|360	245.951
AQP4|361	7.085	lowly_expressed	lowly_expressed
AQP5|362	72.8745	lowly_expressed	lowly_expressed
AQP7P1|375719	5.5668	lowly_expressed	lowly_expressed
AQP7|364	51.1134	lowly_expressed	lowly_expressed
AQP9|366	20.749000000000002	lowly_expressed	lowly_expressed
AQPEP|206338	11.1336	AQPEP|206338	11.6761
AQR|9716	1646.7611	AQR|9716	1996.2335
ARAF|369	1056.6802	ARAF|369	1383.4275
ARAP1|116985	2308.1528	ARAP1|116985	3062.8738
ARAP2|116984	423.0769	ARAP2|116984	368.3616
ARAP3|64411	324.8988	ARAP3|64411	35.7815
ARCN1|372	4027.8340000000003	ARCN1|372	4527.6836
ARC|23237	22.2672	ARC|23237	12.806
AREG|374	1183.7045	AREG|374	1183.0508
ARF1|375	9329.4534	ARF1|375	13384.9341
ARF3|377	6576.9231	ARF3|377	11901.6949
ARF4|378	4421.0526	ARF4|378	5606.7797
ARF5|381	2866.9028	ARF5|381	3692.9605
ARF6|382	3245.4453	ARF6|382	4304.7081
ARFGAP1|55738	1556.6802	ARFGAP1|55738	1442.5612
ARFGAP2|84364	2007.085	ARFGAP2|84364	2148.0226
ARFGAP3|26286	892.7126	ARFGAP3|26286	660.6403
ARFGEF1|10565	3849.8482	ARFGEF1|10565	7722.2109
ARFGEF2|10564	3387.1457	ARFGEF2|10564	2155.9322
ARFIP1|27236	1211.0324	ARFIP1|27236	1496.0452
ARFIP2|23647	1379.5547	ARFIP2|23647	1437.2881
ARFRP1|10139	507.5911	ARFRP1|10139	405.2731
ARG2|384	137.5557	ARG2|384	128.162
ARGLU1|55082	1740.8907	ARGLU1|55082	3225.6121
ARHGAP10|79658	223.1781	ARHGAP10|79658	60.6403
ARHGAP11A|9824	350.7085	ARHGAP11A|9824	239.9247
ARHGAP11B|89839	22.2672	ARHGAP11B|89839	15.4426
ARHGAP12|94134	1056.1741	ARHGAP12|94134	1224.4821
ARHGAP15|55843	19.2308	ARHGAP15|55843	110.3578
ARHGAP17|55114	1024.2915	ARHGAP17|55114	908.4746
ARHGAP18|93663	382.5911	ARHGAP18|93663	353.2957
ARHGAP19|84986	833.502	ARHGAP19|84986	283.6158
ARHGAP1|392	4044.0283	ARHGAP1|392	3384.9341
ARHGAP20|57569	130.5668	ARHGAP20|57569	16.5725
ARHGAP21|57584	1866.9028	ARHGAP21|57584	1316.7608
ARHGAP22|58504	34.413000000000004	ARHGAP22|58504	21.4689
ARHGAP23|57636	578.9474	ARHGAP23|57636	476.8362
ARHGAP24|83478	264.6761	ARHGAP24|83478	231.6384
ARHGAP25|9938	216.5992	ARHGAP25|9938	258.0038
ARHGAP26|23092	401.3158	ARHGAP26|23092	430.8851
ARHGAP27|201176	520.749	ARHGAP27|201176	372.3879
ARHGAP28|79822	110.83	ARHGAP28|79822	26.741999999999997
ARHGAP29|9411	3163.4615	ARHGAP29|9411	3847.0809999999997
ARHGAP30|257106	236.33599999999998	ARHGAP30|257106	600.0
ARHGAP31|57514	657.8947	ARHGAP31|57514	223.3522
ARHGAP32|9743	2173.0769	ARHGAP32|9743	2441.0546
ARHGAP33|115703	225.7085	ARHGAP33|115703	311.4878
ARHGAP36|158763	6.0729	lowly_expressed	lowly_expressed
ARHGAP39|80728	553.6437	ARHGAP39|80728	544.6328
ARHGAP42|143872	114.8785	ARHGAP42|143872	38.4181
ARHGAP4|393	277.834	ARHGAP4|393	344.6328
ARHGAP5|394	3287.9555	ARHGAP5|394	3340.8663
ARHGAP6|395	69.332	ARHGAP6|395	472.3164
ARHGAP8|23779	628.9018	ARHGAP8|23779	457.1751
ARHGAP9|64333	57.1862	ARHGAP9|64333	166.4783
ARHGDIA|396	4603.2389	ARHGDIA|396	5543.5028
ARHGDIB|397	3098.1781	ARHGDIB|397	5330.6968
ARHGEF10L|55160	834.5142	ARHGEF10L|55160	644.0678
ARHGEF10|9639	591.5992	ARHGEF10|9639	238.0414
ARHGEF11|9826	1574.8988	ARHGEF11|9826	1863.2768
ARHGEF12|23365	7362.8543	ARHGEF12|23365	6599.2467
ARHGEF15|22899	224.1903	ARHGEF15|22899	51.9774
ARHGEF16|27237	384.1093	ARHGEF16|27237	390.5838
ARHGEF17|9828	2044.5344	ARHGEF17|9828	1729.1902
ARHGEF18|23370	874.4939	ARHGEF18|23370	799.2467
ARHGEF19|128272	387.1457	ARHGEF19|128272	551.0358
ARHGEF1|9138	1133.0972	ARHGEF1|9138	1908.8512
ARHGEF2|9181	1559.7166	ARHGEF2|9181	1986.0639999999999
ARHGEF33|100271715	9.1093	ARHGEF33|100271715	6.7797
ARHGEF35|445328	987.8543	ARHGEF35|445328	851.2241
ARHGEF37|389337	2558.1984	ARHGEF37|389337	1611.2994
ARHGEF38|54848	116.9028	ARHGEF38|54848	102.4482
ARHGEF3|50650	882.085	ARHGEF3|50650	698.3051
ARHGEF4|50649	103.2389	lowly_expressed	lowly_expressed
ARHGEF5|7984	1013.664	ARHGEF5|7984	916.7608
ARHGEF6|9459	1382.085	ARHGEF6|9459	1008.6629
ARHGEF7|8874	1414.4737	ARHGEF7|8874	1656.4972
ARHGEF9|23229	576.9231	ARHGEF9|23229	479.4727
ARID1A|8289	4139.17	ARID1A|8289	5052.7307
ARID1B|57492	2266.1943	ARID1B|57492	2144.6328
ARID2|196528	1179.6559	ARID2|196528	2035.7815
ARID3A|1820	35.4251	ARID3A|1820	38.0414
ARID3B|10620	128.5425	ARID3B|10620	156.3089
ARID4A|5926	678.6437	ARID4A|5926	896.7985
ARID4B|51742	1429.1093	ARID4B|51742	1647.4576
ARID5A|10865	626.0121	ARID5A|10865	131.0734
ARID5B|84159	2800.6073	ARID5B|84159	1502.0716
ARIH1|25820	1938.2591	ARIH1|25820	1996.9868
ARIH2|10425	1753.497	ARIH2|10425	1819.9623
ARL10|285598	50.1012	ARL10|285598	9.0395
ARL11|115761	125.0	ARL11|115761	309.2279
ARL13B|200894	235.83	ARL13B|200894	164.2185
ARL15|54622	290.9919	ARL15|54622	177.4011
ARL16|339231	415.9919	ARL16|339231	582.6742
ARL17A|51326	57.0091	ARL17A|51326	63.9322
ARL1|400	1902.3279	ARL1|400	3240.678
ARL2BP|23568	1167.5101	ARL2BP|23568	996.2335
ARL2|402	600.2024	ARL2|402	350.2825
ARL3|403	809.2105	ARL3|403	1448.9642
ARL4A|10124	675.1012	ARL4A|10124	283.6158
ARL4C|10123	851.7206	ARL4C|10123	268.5499
ARL4D|379	148.7854	ARL4D|379	24.8588
ARL5A|26225	604.7571	ARL5A|26225	546.516
ARL5B|221079	299.5951	ARL5B|221079	245.5744
ARL6IP1|23204	6893.7247	ARL6IP1|23204	6002.6365
ARL6IP4|51329	1484.3117	ARL6IP4|51329	1439.1714
ARL6IP5|10550	4598.1781	ARL6IP5|10550	4364.9718
ARL6IP6|151188	194.8381	ARL6IP6|151188	147.2693
ARL6|84100	67.8138	ARL6|84100	56.4972
ARL8A|127829	855.7692	ARL8A|127829	958.5687
ARL8B|55207	2678.1377	ARL8B|55207	3424.1055
ARMC10|83787	849.0536	ARMC10|83787	929.8154
ARMC1|55156	1089.5749	ARMC1|55156	1196.9868
ARMC2|84071	30.8704	ARMC2|84071	20.339000000000002
ARMC3|219681	20.749000000000002	ARMC3|219681	6.403
ARMC4|55130	5.5668	ARMC4|55130	8.2863
ARMC5|79798	241.9028	ARMC5|79798	182.2976
ARMC6|93436	655.3644	ARMC6|93436	604.8663
ARMC7|79637	343.6235	ARMC7|79637	497.5518
ARMC8|25852	664.4737	ARMC8|25852	770.9981
ARMC9|80210	529.3522	ARMC9|80210	344.2561
ARMCX1|51309	629.0486	ARMCX1|51309	382.6742
ARMCX2|9823	854.7571	ARMCX2|9823	681.3559
ARMCX3|51566	1427.6316	ARMCX3|51566	1396.2335
ARMCX5|64860	301.1134	ARMCX5|64860	470.4331
ARMCX6|54470	189.7773	ARMCX6|54470	222.9755
ARNT2|9915	908.9069	ARNT2|9915	1918.6441
ARNTL2|56938	18.7247	ARNTL2|56938	6.0264
ARNTL|406	434.7166	ARNTL|406	343.5028
ARNT|405	1248.9879	ARNT|405	1300.1883
ARPC1A|10552	2693.3198	ARPC1A|10552	3698.6817
ARPC1B|10095	2629.5547	ARPC1B|10095	2790.9605
ARPC2|10109	2935.2227	ARPC2|10109	2554.4256
ARPC3|10094	2351.2146	ARPC3|10094	3950.6591
ARPC4|10093	2806.3968	ARPC4|10093	3382.2486
ARPC5L|81873	762.1457	ARPC5L|81873	1340.1129999999998
ARPC5|10092	2605.2632	ARPC5|10092	3235.4049
ARPM1|84517	48.0769	ARPM1|84517	73.0697
ARPP19|10776	4383.0972	ARPP19|10776	3696.7985
lowly_expressed	lowly_expressed	ARPP21|10777	161.5819
ARRB1|408	999.4939	ARRB1|408	926.5537
ARRB2|409	366.9028	ARRB2|409	441.4313
ARRDC1|92714	936.7409	ARRDC1|92714	2011.6761
ARRDC2|27106	549.0891	ARRDC2|27106	765.725
ARRDC3|57561	3191.2955	ARRDC3|57561	4212.4294
ARRDC4|91947	652.3279	ARRDC4|91947	655.7439
ARSA|410	625.5061	ARSA|410	887.0056
ARSB|411	255.0607	ARSB|411	149.5292
ARSD|414	3214.0688	ARSD|414	2653.8606
ARSE|415	32.8947	ARSE|415	6.0264
ARSG|22901	370.4453	ARSG|22901	526.9303
ARSH|347527	7.085	ARSH|347527	6.403
ARSI|340075	88.5628	lowly_expressed	lowly_expressed
ARSJ|79642	150.8097	ARSJ|79642	24.1055
ARSK|153642	218.6235	ARSK|153642	122.7872
lowly_expressed	lowly_expressed	ART4|420	21.0923
ART5|116969	34.919000000000004	ART5|116969	24.8588
ARTN|9048	81.9838	ARTN|9048	204.8964
ARV1|64801	417.5101	ARV1|64801	480.6026
ARVCF|421	738.8664	ARVCF|421	552.5424
AR|367	1640.6883	AR|367	2099.0584
AS3MT|57412	140.1822	AS3MT|57412	23.2279
ASAH1|427	4025.8097	ASAH1|427	5438.4181
lowly_expressed	lowly_expressed	ASAH2B|653308	16.5725
ASAH2|56624	15.1822	lowly_expressed	lowly_expressed
ASAM|79827	404.3522	ASAM|79827	92.2787
ASAP1|50807	1456.9838	ASAP1|50807	1099.0584
ASAP2|8853	713.5628	ASAP2|8853	980.0377
ASAP3|55616	898.2794	ASAP3|55616	662.9002
ASB13|79754	1457.996	ASB13|79754	2470.0565
ASB14|142686	16.1943	ASB14|142686	25.6121
ASB16|92591	13.664000000000001	ASB16|92591	25.6685
ASB1|51665	474.4585	ASB1|51665	265.9171
lowly_expressed	lowly_expressed	ASB2|51676	11.2994
ASB3|51130	296.0526	ASB3|51130	424.8588
lowly_expressed	lowly_expressed	ASB4|51666	9.7928
ASB6|140459	766.1285	ASB6|140459	1180.1582
ASB7|140460	544.0283	ASB7|140460	705.4614
ASB8|140461	925.1012	ASB8|140461	1705.4614
ASB9|140462	11.6397	lowly_expressed	lowly_expressed
ASCC1|51008	572.3684	ASCC1|51008	562.3352
ASCC2|84164	908.4008	ASCC2|84164	791.7137
ASCC3|10973	1000.0	ASCC3|10973	663.2768
lowly_expressed	lowly_expressed	ASCL1|429	773.258
ASCL2|430	19.7368	ASCL2|430	51.2241
ASF1A|25842	345.6478	ASF1A|25842	354.4256
ASF1B|55723	323.8866	ASF1B|55723	272.3164
ASH1L|55870	3434.5597	ASH1L|55870	3118.8286
ASH2L|9070	698.3806	ASH2L|9070	633.8983
ASL|435	544.5344	ASL|435	586.4407
ASMTL|8623	602.1913	ASMTL|8623	706.1431
ASNA1|439	1664.9798	ASNA1|439	2250.0942
ASNSD1|54529	755.5668	ASNSD1|54529	522.0339
ASNS|440	763.664	ASNS|440	499.0584
lowly_expressed	lowly_expressed	ASPG|374569	18.4557
ASPHD1|253982	17.2065	ASPHD1|253982	7.5329999999999995
ASPHD2|57168	37.4494	ASPHD2|57168	17.3258
ASPH|444	11280.5466	ASPH|444	2944.1846
ASPM|259266	347.166	ASPM|259266	188.3239
ASPN|54829	570.3441	ASPN|54829	132.58
ASPRV1|151516	49.919	ASPRV1|151516	32.8701
ASPSCR1|79058	434.2105	ASPSCR1|79058	479.4727
ASRGL1|80150	107.7935	ASRGL1|80150	24.4821
ASS1|445	746.9636	ASS1|445	123.5405
ASTE1|28990	220.9868	ASTE1|28990	325.8418
ASTN1|460	59.7166	lowly_expressed	lowly_expressed
ASTN2|23245	403.3401	ASTN2|23245	155.5556
ASXL1|171023	2025.8097	ASXL1|171023	1748.7759
ASXL2|55252	939.7773	ASXL2|55252	777.0245
ASXL3|80816	20.2429	lowly_expressed	lowly_expressed
ATAD1|84896	1382.5911	ATAD1|84896	1259.5104
ATAD2B|54454	479.251	ATAD2B|54454	441.0546
ATAD2|29028	1614.8785	ATAD2|29028	1728.4369
ATAD3A|55210	461.0324	ATAD3A|55210	294.5386
ATAD3B|83858	212.0445	ATAD3B|83858	186.06400000000002
ATAD3C|219293	138.1579	ATAD3C|219293	10.9228
ATAD5|79915	109.8178	ATAD5|79915	58.3804
ATE1|11101	296.0526	ATE1|11101	282.8625
ATF1|466	500.5061	ATF1|466	720.1507
ATF2|1386	524.7976	ATF2|1386	462.9002
ATF3|467	876.5182	ATF3|467	198.1168
ATF4|468	4695.8502	ATF4|468	3484.3691
ATF5|22809	1396.2551	ATF5|22809	2022.2222
ATF6B|1388	2707.4899	ATF6B|1388	2738.9831
ATF6|22926	1539.4737	ATF6|22926	1560.0753
ATF7IP2|80063	210.0202	ATF7IP2|80063	298.6817
ATF7IP|55729	1285.9312	ATF7IP|55729	1803.7665
ATF7|11016	1932.6923	ATF7|11016	1904.9077
ATG10|83734	81.9838	ATG10|83734	62.5235
