gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
ALOX5AP|241	256.994	ALOX5AP|241	208.4332
ALOX5|240	715.4158	ALOX5|240	575.4672
ALOXE3|59344	8.4893	ALOXE3|59344	18.6871
ALPK1|80216	885.2016	ALPK1|80216	793.9626
ALPK2|115701	40.903	lowly_expressed	lowly_expressed
ALPK3|57538	111.1325	ALPK3|57538	106.8519
ALPL|249	2691.8773	ALPL|249	761.8591
ALS2CL|259173	430.6386	ALS2CL|259173	280.7858
ALS2CR4|65062	776.3843	ALS2CR4|65062	1413.5122
ALS2CR8|79800	60.9686	ALS2CR8|79800	239.5783
ALS2|57679	473.8568	ALS2|57679	659.3196
ALX3|257	10.8046	ALX3|257	33.0618
lowly_expressed	lowly_expressed	ALX4|60529	19.6454
AMACR|23600	268.5703	AMACR|23600	359.3675
lowly_expressed	lowly_expressed	AMBP|259	11.4998
AMBRA1|55626	497.0095	AMBRA1|55626	1231.9118
AMD1|262	7411.9159	AMD1|262	1463.3445
AMDHD2|51005	294.7945	AMDHD2|51005	221.5237
AMFR|267	1522.6703	AMFR|267	3576.9046
AMH|268	5.4023	lowly_expressed	lowly_expressed
AMICA1|120425	442.9867	AMICA1|120425	136.5597
AMIGO1|57463	10.8046	AMIGO1|57463	188.7877
AMIGO2|347902	179.0469	AMIGO2|347902	2984.667
AMIGO3|386724	126.5676	AMIGO3|386724	69.4777
AMMECR1L|83607	515.5315	AMMECR1L|83607	753.7135
AMMECR1|9949	304.8428	AMMECR1|9949	213.7039
AMN1|196394	188.3079	AMN1|196394	233.8285
AMN|81693	39.3594	lowly_expressed	lowly_expressed
AMOTL1|154810	703.0677	AMOTL1|154810	2918.0642
AMOTL2|51421	1903.1449	AMOTL2|51421	2209.3915
AMOT|154796	608.9138	AMOT|154796	1205.0791
AMPD1|270	15.4351	AMPD1|270	11.9789
AMPD2|271	705.383	AMPD2|271	694.7772
AMPD3|272	339.5717	AMPD3|272	233.8285
AMPH|273	17.7503	AMPH|273	24.9161
AMT|275	61.7403	AMT|275	216.6459
AMY2B|280	161.1113	AMY2B|280	262.3814
AMZ1|155185	13.1198	AMZ1|155185	11.9789
AMZ2P1|201283	196.7972	AMZ2P1|201283	185.9128
AMZ2|51321	1501.0612	AMZ2|51321	1198.85
ANAPC10|10393	168.2423	ANAPC10|10393	144.7053
ANAPC11|51529	2201.0419	ANAPC11|51529	671.2985
ANAPC13|25847	1075.7168	ANAPC13|25847	1150.0815
ANAPC16|119504	1781.9795	ANAPC16|119504	2482.5108
ANAPC1|64682	275.5161	ANAPC1|64682	717.7767
ANAPC2|29882	417.5188	ANAPC2|29882	764.2549
ANAPC4|29945	378.9311	ANAPC4|29945	570.6756
ANAPC5|51433	1861.4702	ANAPC5|51433	2188.3086
ANAPC7|51434	1287.2854	ANAPC7|51434	925.7307
ANGEL1|23357	334.9412	ANGEL1|23357	659.7988
ANGEL2|90806	758.6339999999999	ANGEL2|90806	735.5055
ANGPT1|284	44.7617	ANGPT1|284	103.977
ANGPT2|285	197.56900000000002	ANGPT2|285	54.1447
ANGPTL1|9068	17.7503	ANGPTL1|9068	42.6449
ANGPTL2|23452	865.9078	ANGPTL2|23452	897.9396
ANGPTL4|51129	728.5356	ANGPTL4|51129	1107.3311
ANGPTL6|83854	14.8948	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	61.3321
ANG|283	498.6764	ANG|283	523.0283
ANK1|286	32.4137	ANK1|286	7.6665
ANK2|287	169.0141	ANK2|287	161.955
ANK3|288	297.1252	ANK3|288	1443.2199
ANKAR|150709	8.4893	ANKAR|150709	29.2286
ANKDD1A|348094	130.4264	ANKDD1A|348094	77.1442
ANKFY1|51479	889.8321	ANKFY1|51479	2032.5827
ANKHD1-EIF4EBP3|404734	446.3207	ANKHD1-EIF4EBP3|404734	1500.7331
ANKHD1|54882	1365.1862	ANKHD1|54882	2215.4049
ANKH|56172	2595.4081	ANKH|56172	2569.2381
ANKIB1|54467	926.8763	ANKIB1|54467	1367.0339999999999
lowly_expressed	lowly_expressed	ANKK1|255239	62.7695
ANKLE1|126549	19.2938	ANKLE1|126549	8.1457
ANKLE2|23141	1095.8904	ANKLE2|23141	1507.9061
ANKMY1|51281	127.3394	ANKMY1|51281	279.3483
ANKMY2|57037	142.7745	ANKMY2|57037	755.1509
ANKRA2|57763	172.8729	ANKRA2|57763	436.9909
ANKRD10|55608	2640.409	ANKRD10|55608	1228.3182
ANKRD11|29123	2140.2971	ANKRD11|29123	2367.1011
ANKRD12|23253	1129.8476	ANKRD12|23253	1395.3043
ANKRD13A|88455	1048.8134	ANKRD13A|88455	1579.7796
ANKRD13B|124930	249.2765	ANKRD13B|124930	83.8524
ANKRD13C|81573	591.1634	ANKRD13C|81573	567.3215
ANKRD13D|338692	1641.5204	ANKRD13D|338692	601.3416
ANKRD16|54522	355.5779	ANKRD16|54522	206.8759
ANKRD17|26057	1021.802	ANKRD17|26057	3154.2885
ANKRD19|138649	43.2182	ANKRD19|138649	34.4993
ANKRD1|27063	11.5763	ANKRD1|27063	50.3115
ANKRD20A3|441425	9.261000000000001	ANKRD20A3|441425	27.3119
lowly_expressed	lowly_expressed	ANKRD20A4|728747	7.6665
ANKRD20B|729171	9.261000000000001	ANKRD20B|729171	11.0206
ANKRD22|118932	434.4974	ANKRD22|118932	89.6023
ANKRD23|200539	25.4679	ANKRD23|200539	42.1658
ANKRD24|170961	23.1526	ANKRD24|170961	34.9784
ANKRD26|22852	135.8287	ANKRD26|22852	253.4739
ANKRD27|84079	689.9479	ANKRD27|84079	863.4403
ANKRD28|23243	731.6226	ANKRD28|23243	1090.0815
ANKRD29|147463	30.0984	ANKRD29|147463	162.4341
lowly_expressed	lowly_expressed	ANKRD30A|91074	1123.1433
lowly_expressed	lowly_expressed	ANKRD30B|374860	74.7484
ANKRD32|84250	98.7845	ANKRD32|84250	167.2257
ANKRD34A|284615	40.1312	ANKRD34A|284615	26.3536
ANKRD35|148741	32.4137	ANKRD35|148741	211.7873
ANKRD36BP1|84832	83.3494	ANKRD36BP1|84832	162.9133
ANKRD36B|57730	20.8374	ANKRD36B|57730	19.6454
ANKRD36|375248	225.3521	ANKRD36|375248	160.5175
ANKRD37|353322	56.6236	ANKRD37|353322	123.2056
ANKRD39|51239	307.158	ANKRD39|51239	121.2266
ANKRD40|91369	776.3843	ANKRD40|91369	1439.8658
ANKRD42|338699	84.1212	ANKRD42|338699	356.4926
lowly_expressed	lowly_expressed	ANKRD43|134548	156.2051
ANKRD44|91526	32.4137	ANKRD44|91526	75.7068
ANKRD45|339416	17.7503	ANKRD45|339416	17.7288
ANKRD46|157567	405.1708	ANKRD46|157567	568.0882
ANKRD49|54851	356.5503	ANKRD49|54851	284.1399
ANKRD50|57182	467.6828	ANKRD50|57182	1246.7657
ANKRD52|283373	503.1835	ANKRD52|283373	1363.6799
ANKRD53|79998	9.261000000000001	ANKRD53|79998	34.4993
ANKRD54|129138	1074.2813	ANKRD54|129138	465.2611
ANKRD55|79722	13.1198	lowly_expressed	lowly_expressed
ANKRD56|345079	24.6961	ANKRD56|345079	151.8927
ANKRD57|65124	208.3735	ANKRD57|65124	887.3982
ANKRD58|347454	58.6533	ANKRD58|347454	17.2496
ANKRD5|63926	142.7745	ANKRD5|63926	250.1198
ANKRD6|22881	179.7337	ANKRD6|22881	335.5055
ANKRD9|122416	64.8273	ANKRD9|122416	83.8524
ANKS1A|23294	337.2564	ANKS1A|23294	1302.3479
ANKS1B|56899	12.3481	ANKS1B|56899	132.3239
ANKS3|124401	422.1493	ANKS3|124401	271.6818
ANKS6|203286	477.7156	ANKS6|203286	88.64399999999999
ANKZF1|55139	855.875	ANKZF1|55139	789.6502
ANLN|54443	1578.2365	ANLN|54443	48.3948
ANO10|55129	1128.3041	ANO10|55129	866.7944
ANO1|55107	1230.9473	ANO1|55107	8938.6679
ANO2|57101	57.1098	ANO2|57101	48.873999999999995
ANO3|63982	22.3809	ANO3|63982	9.104
ANO4|121601	13.1198	lowly_expressed	lowly_expressed
ANO5|203859	7.7175	ANO5|203859	163.3924
ANO6|196527	1014.0845	ANO6|196527	3204.5999
ANO7|50636	19.2938	ANO7|50636	11.0206
ANO8|57719	209.917	ANO8|57719	269.7652
ANO9|338440	343.4304	ANO9|338440	172.9756
ANP32A|8125	2772.1397	ANP32A|8125	2684.2357
ANP32B|10541	3783.1372	ANP32B|10541	2431.7202
ANP32E|81611	5251.7847	ANP32E|81611	883.0858
ANPEP|290	1251.0129	ANPEP|290	1717.2976
ANTXR1|84168	2702.6818	ANTXR1|84168	3722.5683
ANTXR2|118429	669.8823	ANTXR2|118429	803.0666
lowly_expressed	lowly_expressed	ANTXRL|195977	5.2707
ANUBL1|93550	81.0342	ANUBL1|93550	355.5343
ANXA11|311	4584.2176	ANXA11|311	3642.07
lowly_expressed	lowly_expressed	ANXA13|312	17.2496
ANXA1|301	10648.6591	ANXA1|301	6990.4169
ANXA2P1|303	86.4364	ANXA2P1|303	42.1658
ANXA2P2|304	7345.5528	ANXA2P2|304	3214.6622
ANXA2P3|305	5.4023	ANXA2P3|305	7.1874
ANXA2|302	30035.8866	ANXA2|302	9392.9085
ANXA3|306	2781.4007	ANXA3|306	1510.781
ANXA4|307	2493.5366	ANXA4|307	1764.7341
ANXA5|308	11016.0139	ANXA5|308	5862.0029
ANXA6|309	5170.7505	ANXA6|309	5013.4164
ANXA7|310	2397.0673	ANXA7|310	3051.7489
ANXA8L2|244	61.7403	ANXA8L2|244	296.1188
ANXA8|653145	378.9311	ANXA8|653145	532.8222
ANXA9|8416	50.9358	ANXA9|8416	208.4332
AOAH|313	153.579	AOAH|313	91.5189
AOC2|314	52.4793	AOC2|314	16.2913
AOC3|8639	1301.1769	AOC3|8639	1466.6986
AOX1|316	128.1111	AOX1|316	251.0781
AP1AR|55435	357.32199999999995	AP1AR|55435	708.6727
AP1B1|162	2669.4964	AP1B1|162	2747.0053
AP1G1|164	1443.9514	AP1G1|164	3014.8539
AP1G2|8906	1368.0185	AP1G2|8906	1417.4317
AP1M1|8907	1520.355	AP1M1|8907	718.735
AP1M2|10053	3443.5655	AP1M2|10053	1637.2784
AP1S1|1174	1443.1796	AP1S1|1174	770.0048
AP1S2|8905	379.7029	AP1S2|8905	243.4116
AP1S3|130340	435.2691	AP1S3|130340	141.3512
AP2A1|160	1835.4775	AP2A1|160	1531.2027
AP2A2|161	1332.8188	AP2A2|161	1571.6339
AP2B1|163	3238.2790000000005	AP2B1|163	6552.9468
AP2M1|1173	7567.0461	AP2M1|1173	4903.2103
AP2S1|1175	1680.108	AP2S1|1175	839.9617
AP3B1|8546	1193.9031	AP3B1|8546	1325.8265
AP3B2|8120	138.1439	AP3B2|8120	136.0805
AP3D1|8943	2355.3926	AP3D1|8943	3090.5606
AP3M1|26985	791.0477	AP3M1|26985	1502.6354
AP3M2|10947	290.1794	AP3M2|10947	452.3239
AP3S1|1176	1234.0343	AP3S1|1176	865.8361
AP3S2|10239	1734.4086	AP3S2|10239	1282.0556
AP4B1|10717	323.0176	AP4B1|10717	340.5798
AP4E1|23431	210.6888	AP4E1|23431	348.3469
AP4M1|9179	248.5973	AP4M1|9179	379.909
AP4S1|11154	74.0884	AP4S1|11154	70.436
APAF1|317	336.4847	APAF1|317	536.0997
APBA1|320	589.6199	APBA1|320	450.8864
APBA2|321	375.0724	APBA2|321	60.8529
APBA3|9546	414.4318	APBA3|9546	220.4121
APBB1IP|54518	582.6741	APBB1IP|54518	276.9526
APBB1|322	366.5831	APBB1|322	830.3785
APBB2|323	667.567	APBB2|323	2162.4341
APBB3|10307	348.061	APBB3|10307	286.0565
APCDD1L|164284	23.9244	APCDD1L|164284	489.6981
APCDD1|147495	374.3006	APCDD1|147495	2032.1035
APC|324	375.8441	APC|324	1001.9166
APEH|327	997.8777	APEH|327	2036.8951
APEX1|328	4625.1206	APEX1|328	2594.6334
APEX2|27301	760.1775	APEX2|27301	634.4034
APH1A|51107	6259.6952	APH1A|51107	4544.8011
APH1B|83464	300.98400000000004	APH1B|83464	834.6909
API5|8539	1331.2753	API5|8539	2724.4849
APIP|51074	349.2649	APIP|51074	437.1251
APITD1|378708	262.5043	APITD1|378708	142.3095
APLF|200558	33.9572	APLF|200558	94.3939
APLNR|187	848.1574	APLNR|187	639.6742
APLN|8862	71.7731	APLN|8862	62.7695
APLP1|333	162.0683	APLP1|333	57.978
APLP2|334	16209.1453	APLP2|334	20872.5443
APOA1BP|128240	2601.5821	APOA1BP|128240	1324.8682
APOB48R|55911	566.4673	APOB48R|55911	265.4528
APOBEC3A|200315	264.72700000000003	APOBEC3A|200315	8.5098
APOBEC3B|9582	6685.6878	APOBEC3B|9582	43.7183
APOBEC3C|27350	287.0924	APOBEC3C|27350	519.4058
APOBEC3D|140564	126.5676	APOBEC3D|140564	145.1845
APOBEC3F|200316	160.5248	APOBEC3F|200316	321.5141
APOBEC3G|60489	952.3442	APOBEC3G|60489	407.7623
APOBEC3H|164668	27.0114	APOBEC3H|164668	9.5831
lowly_expressed	lowly_expressed	APOB|338	8.6248
APOC1|341	3966.0428	APOC1|341	1995.6876
APOC2|344	121.9371	APOC2|344	72.3527
APOD|347	34695.7361	APOD|347	11235.2659
APOE|348	20595.7939	APOE|348	5056.5405
lowly_expressed	lowly_expressed	APOF|319	7.1874
APOL1|8542	4166.6988	APOL1|8542	754.1926
APOL2|23780	1510.3222	APOL2|23780	670.3402
APOL3|80833	1019.4868	APOL3|80833	678.0067
APOL4|80832	179.0469	APOL4|80832	173.9339
APOL6|80830	7851.0515	APOL6|80830	1451.3656
APOLD1|81575	303.8703	APOLD1|81575	260.1821
APOM|55937	30.0984	APOM|55937	57.4988
APOOL|139322	67.1426	APOOL|139322	201.2458
APOO|79135	297.1252	APOO|79135	189.74599999999998
APPBP2|10513	682.2304	APPBP2|10513	1351.2218
APPL1|26060	831.9506	APPL1|26060	1902.2472
APPL2|55198	274.7444	APPL2|55198	1585.0503
APP|351	36616.6313	APP|351	43283.1816
APRT|353	1849.8939	APRT|353	1317.6809
APTX|54840	412.8883	APTX|54840	511.7393
AQP11|282679	6.1739999999999995	AQP11|282679	67.5611
AQP1|358	4136.6004	AQP1|358	8588.0307
AQP3|360	3310.0521	AQP3|360	1623.862
lowly_expressed	lowly_expressed	AQP4|361	48.3948
AQP5|362	3232.8767	AQP5|362	595.5918
AQP6|363	8.4893	lowly_expressed	lowly_expressed
AQP7P1|375719	9.261000000000001	AQP7P1|375719	15.8122
AQP7|364	197.56900000000002	AQP7|364	221.3704
AQP9|366	249.2765	AQP9|366	13.4164
AQPEP|206338	17.7503	AQPEP|206338	23.9578
AQR|9716	753.2317	AQR|9716	1254.9114
ARAF|369	549.4887	ARAF|369	1199.8083
ARAP1|116985	2151.6342	ARAP1|116985	2518.4092
ARAP2|116984	229.9826	ARAP2|116984	417.3455
ARAP3|64411	446.0737	ARAP3|64411	427.8869
ARCN1|372	3156.4731	ARCN1|372	3840.4408
ARC|23237	5.4023	ARC|23237	137.9971
AREG|374	12.3481	AREG|374	453.7614
ARF1|375	25510.3222	ARF1|375	7723.0474
ARF3|377	4730.8509	ARF3|377	5271.6818
ARF4|378	5313.525	ARF4|378	3071.8735
ARF5|381	4935.3425	ARF5|381	2190.6804
ARF6|382	5267.9915	ARF6|382	3104.9353
ARFGAP1|55738	2938.0668	ARFGAP1|55738	1039.77
ARFGAP2|84364	1527.3008	ARFGAP2|84364	2363.6799
ARFGAP3|26286	1278.7961	ARFGAP3|26286	1366.0757
ARFGEF1|10565	1131.3911	ARFGEF1|10565	2087.8486
ARFGEF2|10564	2485.819	ARFGEF2|10564	2676.0901
ARFIP1|27236	497.7812	ARFIP1|27236	1245.3282
ARFIP2|23647	1010.2257	ARFIP2|23647	1857.6905
ARFRP1|10139	929.9633	ARFRP1|10139	606.1332
ARG2|384	89.2688	ARG2|384	374.5903
ARGLU1|55082	1159.1742	ARGLU1|55082	1722.5683
ARHGAP10|79658	326.4519	ARHGAP10|79658	417.8246
ARHGAP11A|9824	577.2719	ARHGAP11A|9824	58.9363
ARHGAP11B|89839	27.7831	ARHGAP11B|89839	6.7609
ARHGAP12|94134	611.229	ARHGAP12|94134	1193.1001
ARHGAP15|55843	202.9713	ARHGAP15|55843	109.2477
ARHGAP17|55114	774.8408	ARHGAP17|55114	985.1461
ARHGAP18|93663	438.3562	ARHGAP18|93663	605.1749
ARHGAP19|84986	208.3735	ARHGAP19|84986	1019.6454
ARHGAP1|392	3065.4061	ARHGAP1|392	3360.3258
ARHGAP20|57569	28.5549	ARHGAP20|57569	169.1423
ARHGAP21|57584	2444.1443	ARHGAP21|57584	1581.6962
ARHGAP22|58504	184.4492	ARHGAP22|58504	45.5199
ARHGAP23|57636	437.5844	ARHGAP23|57636	689.9856
ARHGAP24|83478	157.4378	ARHGAP24|83478	294.2022
ARHGAP25|9938	745.5142	ARHGAP25|9938	537.1346
ARHGAP26|23092	301.7557	ARHGAP26|23092	741.2554
ARHGAP27|201176	960.7795	ARHGAP27|201176	554.8634
ARHGAP28|79822	149.7202	ARHGAP28|79822	74.2693
ARHGAP29|9411	691.4914	ARHGAP29|9411	2860.5654
ARHGAP30|257106	936.9091	ARHGAP30|257106	536.6555
ARHGAP31|57514	743.1989	ARHGAP31|57514	717.7767
ARHGAP32|9743	859.7337	ARHGAP32|9743	2043.6033
ARHGAP33|115703	244.646	ARHGAP33|115703	181.6004
ARHGAP39|80728	949.2572	ARHGAP39|80728	339.2429
ARHGAP42|143872	32.4137	ARHGAP42|143872	111.6435
ARHGAP4|393	913.7565	ARHGAP4|393	362.7216
ARHGAP5|394	1804.3604	ARHGAP5|394	2802.5874
ARHGAP6|395	27.7831	ARHGAP6|395	36.4159
ARHGAP8|23779	1405.4872	ARHGAP8|23779	730.0815
ARHGAP9|64333	463.824	ARHGAP9|64333	137.9971
ARHGDIA|396	7691.2985	ARHGDIA|396	3564.9257
ARHGDIB|397	10931.121000000001	ARHGDIB|397	4643.9866
ARHGDIG|398	59.4868	lowly_expressed	lowly_expressed
ARHGEF10L|55160	3531.5454	ARHGEF10L|55160	1117.3934
ARHGEF10|9639	937.6809	ARHGEF10|9639	860.5654
ARHGEF11|9826	3699.0159999999996	ARHGEF11|9826	1496.4063
ARHGEF12|23365	2200.2701	ARHGEF12|23365	6041.6866
ARHGEF15|22899	263.168	ARHGEF15|22899	352.6593
ARHGEF16|27237	600.4245	ARHGEF16|27237	376.6172
ARHGEF17|9828	786.4171	ARHGEF17|9828	1811.6914
ARHGEF18|23370	868.2230000000001	ARHGEF18|23370	1008.1457
ARHGEF19|128272	499.3247	ARHGEF19|128272	417.8246
ARHGEF1|9138	2961.9911	ARHGEF1|9138	1315.2851
ARHGEF2|9181	3864.1713	ARHGEF2|9181	1870.6277
ARHGEF33|100271715	6.1739999999999995	ARHGEF33|100271715	12.4581
ARHGEF35|445328	461.5088	ARHGEF35|445328	1032.1035
ARHGEF37|389337	366.5831	ARHGEF37|389337	2854.3364
lowly_expressed	lowly_expressed	ARHGEF38|54848	113.5601
ARHGEF3|50650	768.6668	ARHGEF3|50650	1457.5946
ARHGEF4|50649	355.0068	ARHGEF4|50649	218.9746
ARHGEF5|7984	334.1694	ARHGEF5|7984	774.7964
ARHGEF6|9459	532.5101	ARHGEF6|9459	2163.8716
ARHGEF7|8874	1558.1709	ARHGEF7|8874	1210.8289
ARHGEF9|23229	4368.1266	ARHGEF9|23229	781.9837
ARID1A|8289	936.1374	ARID1A|8289	3137.9971
ARID1B|57492	1027.9761	ARID1B|57492	2676.5692
ARID2|196528	419.8341	ARID2|196528	960.7092
ARID3A|1820	88.7517	ARID3A|1820	45.998999999999995
ARID3B|10620	185.2209	ARID3B|10620	153.3301
ARID4A|5926	240.0154	ARID4A|5926	652.6114
ARID4B|51742	919.1588	ARID4B|51742	1497.8438
ARID5A|10865	1249.4694	ARID5A|10865	2581.6962
ARID5B|84159	698.4372	ARID5B|84159	3074.7484
ARIH1|25820	1634.5746	ARIH1|25820	2028.7494
ARIH2|10425	990.1601	ARIH2|10425	1747.8342
ARL10|285598	12.3481	ARL10|285598	46.9574
ARL11|115761	149.7202	ARL11|115761	63.2487
ARL13B|200894	103.415	ARL13B|200894	241.9741
ARL15|54622	172.8729	ARL15|54622	415.4288
ARL16|339231	517.0751	ARL16|339231	385.7211
ARL17A|51326	36.1026	ARL17A|51326	62.3095
ARL1|400	1747.2506	ARL1|400	2267.8486
ARL2BP|23568	1031.0631	ARL2BP|23568	1367.9923
ARL2|402	1924.754	ARL2|402	828.9411
ARL3|403	245.4177	ARL3|403	554.8634
ARL4A|10124	209.1453	ARL4A|10124	3091.9981
ARL4C|10123	1060.3897	ARL4C|10123	2413.9914
ARL4D|379	58.6533	ARL4D|379	238.62
ARL5A|26225	813.4285	ARL5A|26225	723.0474
ARL5B|221079	144.31799999999998	ARL5B|221079	183.9962
ARL6IP1|23204	8395.138	ARL6IP1|23204	3890.2731
ARL6IP4|51329	2525.1785	ARL6IP4|51329	1919.0225
ARL6IP5|10550	2941.1538	ARL6IP5|10550	4815.5247
ARL6IP6|151188	236.9284	ARL6IP6|151188	284.1399
ARL6|84100	49.3922	ARL6|84100	64.6862
ARL8A|127829	2742.813	ARL8A|127829	1181.6004
ARL8B|55207	1846.8069	ARL8B|55207	2191.6627
ARL9|132946	19.2938	ARL9|132946	9.104
ARMC10|83787	700.7139	ARMC10|83787	682.3575
ARMC1|55156	730.8509	ARMC1|55156	735.9847
ARMC2|84071	34.7289	ARMC2|84071	53.1864
lowly_expressed	lowly_expressed	ARMC4|55130	6.7082
ARMC5|79798	284.0054	ARMC5|79798	319.5975
ARMC6|93436	865.9078	ARMC6|93436	510.781
ARMC7|79637	341.1152	ARMC7|79637	404.4082
ARMC8|25852	440.6714	ARMC8|25852	665.5486
ARMC9|80210	198.3407	ARMC9|80210	254.9114
ARMCX1|51309	236.9284	ARMCX1|51309	944.8969999999999
ARMCX2|9823	391.2792	ARMCX2|9823	984.1878
ARMCX3|51566	618.1748	ARMCX3|51566	1758.9842
ARMCX5|64860	104.9585	ARMCX5|64860	471.01099999999997
ARMCX6|54470	172.1011	ARMCX6|54470	326.7849
ARNT2|9915	68.6861	ARNT2|9915	425.9703
ARNTL2|56938	67.1426	ARNTL2|56938	18.6871
ARNTL|406	207.6018	ARNTL|406	684.7149
ARNT|405	1038.0089	ARNT|405	1588.8836
ARPC1A|10552	2786.803	ARPC1A|10552	2208.9123
ARPC1B|10095	4465.3675	ARPC1B|10095	1229.9952
ARPC2|10109	8303.2992	ARPC2|10109	2978.4379
ARPC3|10094	6195.6396	ARPC3|10094	2519.885
ARPC4|10093	4475.2614	ARPC4|10093	2562.5204
ARPC5L|81873	1213.9687	ARPC5L|81873	502.1562
ARPC5|10092	6932.6645	ARPC5|10092	2458.5529
ARPM1|84517	33.9572	ARPM1|84517	42.1658
ARPP19|10776	2546.7876	ARPP19|10776	3352.1802
ARRB1|408	166.6988	ARRB1|408	1144.7053
ARRB2|409	2239.6296	ARRB2|409	602.3
ARRDC1|92714	926.1046	ARRDC1|92714	791.0877
ARRDC2|27106	1030.2913	ARRDC2|27106	648.299
ARRDC3|57561	1398.4179	ARRDC3|57561	4746.0470000000005
ARRDC4|91947	419.0623	ARRDC4|91947	876.3776
ARRDC5|645432	16.2068	lowly_expressed	lowly_expressed
ARSA|410	1067.3355	ARSA|410	802.5874
ARSB|411	505.4987	ARSB|411	167.2257
ARSD|414	676.8281	ARSD|414	4433.6368
ARSE|415	49.3922	ARSE|415	28.2702
ARSG|22901	70.2296	ARSG|22901	410.1581
lowly_expressed	lowly_expressed	ARSH|347527	6.7082
ARSI|340075	202.1995	ARSI|340075	34.4993
ARSJ|79642	30.0984	ARSJ|79642	306.6603
ARSK|153642	88.7517	ARSK|153642	190.7044
ART3|419	1172.2939999999999	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART5|116969	33.541
ARTN|9048	882.1146	ARTN|9048	11.0206
ARV1|64801	985.5296	ARV1|64801	410.1581
ARVCF|421	393.5944	ARVCF|421	696.2147
lowly_expressed	lowly_expressed	ARX|170302	38.8117
lowly_expressed	lowly_expressed	AR|367	859.1279
AS3MT|57412	124.2524	AS3MT|57412	182.0795
ASAH1|427	2089.9093	ASAH1|427	4466.2195
lowly_expressed	lowly_expressed	ASAH2B|653308	11.0206
lowly_expressed	lowly_expressed	ASAH2|56624	5.2707
ASAM|79827	58.6533	ASAM|79827	552.4677
ASAP1|50807	859.7337	ASAP1|50807	607.0915
ASAP2|8853	684.5456	ASAP2|8853	511.2602
ASAP3|55616	1087.4011	ASAP3|55616	988.0211
ASB12|142689	19.2938	lowly_expressed	lowly_expressed
ASB13|79754	838.1246	ASB13|79754	859.1279
ASB14|142686	8.4893	ASB14|142686	16.2961
ASB16|92591	8.5279	ASB16|92591	12.07
ASB1|51665	245.5026	ASB1|51665	617.7767
ASB2|51676	98.7845	ASB2|51676	30.666
ASB3|51130	160.5248	ASB3|51130	321.5141
ASB6|140459	1071.0322	ASB6|140459	842.7360000000001
ASB7|140460	450.7042	ASB7|140460	568.2798
ASB8|140461	414.4318	ASB8|140461	953.5218
ASB9|140462	24.6961	ASB9|140462	22.5204
ASCC1|51008	438.3562	ASCC1|51008	318.6392
ASCC2|84164	1631.4876	ASCC2|84164	1169.1423
ASCC3|10973	762.4928	ASCC3|10973	966.9382
ASCL2|430	98.0127	ASCL2|430	46.9574
ASF1A|25842	1460.93	ASF1A|25842	559.655
ASF1B|55723	896.0062	ASF1B|55723	58.4571
ASGR1|432	40.1312	lowly_expressed	lowly_expressed
ASGR2|433	31.6419	lowly_expressed	lowly_expressed
ASH1L|55870	1048.0108	ASH1L|55870	3268.2559
ASH2L|9070	515.5315	ASH2L|9070	1126.9765
ASL|435	486.9767	ASL|435	558.6967
ASMTL|8623	321.0496	ASMTL|8623	919.4873
ASNA1|439	1789.6971	ASNA1|439	1102.5395
ASNSD1|54529	489.2919	ASNSD1|54529	1110.2060000000001
ASNS|440	1322.0143	ASNS|440	380.9296
lowly_expressed	lowly_expressed	ASPA|443	21.5621
ASPHD1|253982	102.6433	ASPHD1|253982	28.2702
ASPHD2|57168	112.6761	ASPHD2|57168	55.103
ASPH|444	2241.4972	ASPH|444	5105.3713
ASPM|259266	992.4754	ASPM|259266	22.9995
ASPN|54829	330.3106	ASPN|54829	35.9368
ASPRV1|151516	40.1698	ASPRV1|151516	96.4494
ASPSCR1|79058	657.5342	ASPSCR1|79058	384.2837
ASRGL1|80150	748.6012	ASRGL1|80150	181.1212
ASS1|445	6019.6797	ASS1|445	1629.1327
ASTE1|28990	104.8042	ASTE1|28990	298.4188
lowly_expressed	lowly_expressed	ASTN1|460	11.9789
ASTN2|23245	37.0442	ASTN2|23245	428.3661
ASXL1|171023	920.7023	ASXL1|171023	1878.7734
ASXL2|55252	119.6218	ASXL2|55252	782.4629
lowly_expressed	lowly_expressed	ASXL3|80816	34.0201
ATAD1|84896	591.9352	ATAD1|84896	1124.5807
ATAD2B|54454	254.6788	ATAD2B|54454	401.5333
ATAD2|29028	1627.6288	ATAD2|29028	393.8668
ATAD3A|55210	1922.4387	ATAD3A|55210	454.7197
ATAD3B|83858	1004.8235	ATAD3B|83858	247.72400000000002
ATAD3C|219293	206.0583	ATAD3C|219293	283.1816
ATAD5|79915	55.5663	ATAD5|79915	71.8735
ATE1|11101	43.99	ATE1|11101	274.5568
ATF1|466	328.7671	ATF1|466	502.6354
ATF2|1386	133.5134	ATF2|1386	561.5716
ATF3|467	793.3629	ATF3|467	3521.3225
ATF4|468	20089.5234	ATF4|468	5551.5093
