gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
ALOX5AP|241	222.2776	ALOX5AP|241	333.3333
ALOX5|240	126.3807	ALOX5|240	477.2861
ALOXE3|59344	32.7066	lowly_expressed	lowly_expressed
ALPK1|80216	262.6051	ALPK1|80216	657.5221
ALPK2|115701	50.4888	ALPK2|115701	13.2743
ALPK3|57538	405.1803	ALPK3|57538	1171.9764
ALPL|249	79.0673	ALPL|249	1597.3451
ALS2CL|259173	172.7415	ALS2CL|259173	412.3894
lowly_expressed	lowly_expressed	ALS2CR11|151254	8.2596
ALS2CR4|65062	413.4364	ALS2CR4|65062	981.1209
ALS2CR8|79800	70.1762	ALS2CR8|79800	173.7463
ALS2|57679	970.4006	ALS2|57679	632.7434
lowly_expressed	lowly_expressed	ALX1|8092	17.6991
ALX3|257	9.2086	ALX3|257	36.5782
lowly_expressed	lowly_expressed	ALX4|60529	15.3392
AMACR|23600	408.6733	AMACR|23600	302.3599
AMBP|259	12.0665	lowly_expressed	lowly_expressed
AMBRA1|55626	810.6782	AMBRA1|55626	924.7788
AMD1|262	1527.9998	AMD1|262	1623.8053
AMDHD1|144193	5.0806	AMDHD1|144193	13.2743
AMDHD2|51005	118.6518	AMDHD2|51005	155.8142
AMFR|267	2166.2541	AMFR|267	3183.1858
AMH|268	5.7157	lowly_expressed	lowly_expressed
AMICA1|120425	23.1804	AMICA1|120425	104.7198
AMIGO1|57463	100.66	AMIGO1|57463	169.0265
AMIGO2|347902	67.9534	AMIGO2|347902	1564.6018
AMIGO3|386724	52.7115	AMIGO3|386724	44.5428
AMMECR1L|83607	1110.753	AMMECR1L|83607	904.1298
AMMECR1|9949	1209.5078	AMMECR1|9949	232.7434
AMN1|196394	131.1438	AMN1|196394	144.5428
AMOTL1|154810	521.0822	AMOTL1|154810	2829.2035
AMOTL2|51421	1052.9608	AMOTL2|51421	5133.3333
AMOT|154796	388.3507	AMOT|154796	855.1622
lowly_expressed	lowly_expressed	AMPD1|270	10.9145
AMPD2|271	564.9027	AMPD2|271	522.4189
AMPD3|272	72.7165	AMPD3|272	158.4071
AMPH|273	454.399	AMPH|273	143.3628
lowly_expressed	lowly_expressed	AMT|275	157.1475
AMY1A|276	36.8346	AMY1A|276	7.0796
lowly_expressed	lowly_expressed	AMY2A|279	5.0147
AMY2B|280	20.367	AMY2B|280	337.9764
AMZ2P1|201283	62.5553	AMZ2P1|201283	217.6991
AMZ2|51321	1367.96	AMZ2|51321	1326.2537
ANAPC10|10393	114.9493	ANAPC10|10393	127.7286
ANAPC11|51529	695.7289	ANAPC11|51529	646.9027
ANAPC13|25847	1608.9851	ANAPC13|25847	1245.7375
ANAPC16|119504	2675.5874	ANAPC16|119504	2620.649
ANAPC1|64682	962.7796	ANAPC1|64682	718.8791
ANAPC2|29882	489.6458	ANAPC2|29882	604.7198
ANAPC4|29945	425.5029	ANAPC4|29945	545.7227
ANAPC5|51433	2750.2092	ANAPC5|51433	2005.6047
ANAPC7|51434	1197.4413	ANAPC7|51434	833.6283
ANGEL1|23357	518.8595	ANGEL1|23357	551.6224
ANGEL2|90806	754.4737	ANGEL2|90806	690.2655
ANGPT1|284	32.389	ANGPT1|284	555.4572
ANGPT2|285	120.0299	ANGPT2|285	934.5133
lowly_expressed	lowly_expressed	ANGPT4|51378	28.0236
ANGPTL1|9068	7.6209	ANGPTL1|9068	507.0796
ANGPTL2|23452	948.4903	ANGPTL2|23452	6675.5162
ANGPTL4|51129	65.7307	ANGPTL4|51129	2176.9912
lowly_expressed	lowly_expressed	ANGPTL5|253935	40.413000000000004
lowly_expressed	lowly_expressed	ANGPTL7|10218	203.8348
ANG|283	624.6954	ANG|283	722.2448
lowly_expressed	lowly_expressed	ANK1|286	41.0029
ANK2|287	117.4896	ANK2|287	1858.1121
ANK3|288	1042.7996	ANK3|288	497.0501
ANKAR|150709	39.3749	ANKAR|150709	47.1976
ANKDD1A|348094	17.1471	ANKDD1A|348094	157.5221
ANKFY1|51479	1915.7155	ANKFY1|51479	2321.5339
ANKHD1-EIF4EBP3|404734	1593.7623	ANKHD1-EIF4EBP3|404734	976.6549
ANKHD1|54882	2182.1025	ANKHD1|54882	2119.7286
ANKH|56172	2716.8675	ANKH|56172	2007.9646
ANKIB1|54467	1985.8917	ANKIB1|54467	1392.3304
lowly_expressed	lowly_expressed	ANKK1|255239	23.5988
lowly_expressed	lowly_expressed	ANKLE1|126549	7.0796
ANKLE2|23141	1372.723	ANKLE2|23141	1508.2596
ANKMY1|51281	221.325	ANKMY1|51281	197.0501
ANKMY2|57037	953.571	ANKMY2|57037	546.9027
ANKRA2|57763	416.6118	ANKRA2|57763	229.4985
ANKRD10|55608	329.2884	ANKRD10|55608	1461.9469
ANKRD11|29123	914.0278	ANKRD11|29123	2629.7316
ANKRD12|23253	742.4072	ANKRD12|23253	1818.5841
ANKRD13A|88455	588.7181	ANKRD13A|88455	1317.9941
ANKRD13B|124930	18.0997	ANKRD13B|124930	103.5398
ANKRD13C|81573	396.2892	ANKRD13C|81573	682.3009
ANKRD13D|338692	417.8819	ANKRD13D|338692	410.3245
ANKRD16|54522	221.0075	ANKRD16|54522	127.4336
ANKRD17|26057	2794.3472	ANKRD17|26057	2658.1121
ANKRD19|138649	55.8869	ANKRD19|138649	37.7581
lowly_expressed	lowly_expressed	ANKRD1|27063	15.0442
lowly_expressed	lowly_expressed	ANKRD20A3|441425	6.4897
lowly_expressed	lowly_expressed	ANKRD20B|729171	6.4897
ANKRD22|118932	752.2510000000001	ANKRD22|118932	36.5782
ANKRD23|200539	13.6542	ANKRD23|200539	25.0737
lowly_expressed	lowly_expressed	ANKRD24|170961	36.8732
ANKRD26|22852	161.9451	ANKRD26|22852	219.46900000000002
ANKRD27|84079	827.5078	ANKRD27|84079	911.7994
ANKRD28|23243	855.7688	ANKRD28|23243	1297.9351
ANKRD29|147463	81.9252	ANKRD29|147463	466.0767
lowly_expressed	lowly_expressed	ANKRD30A|91074	139.528
ANKRD30B|374860	35.5644	ANKRD30B|374860	32.7434
ANKRD32|84250	263.2402	ANKRD32|84250	137.1681
ANKRD34A|284615	354.0565	ANKRD34A|284615	31.5634
lowly_expressed	lowly_expressed	ANKRD34C|390616	5.0147
ANKRD35|148741	187.0307	ANKRD35|148741	205.8997
ANKRD36BP1|84832	274.6716	ANKRD36BP1|84832	144.2478
ANKRD36B|57730	15.2419	ANKRD36B|57730	31.5634
ANKRD36|375248	41.2801	ANKRD36|375248	148.0826
ANKRD37|353322	129.4513	ANKRD37|353322	60.8171
ANKRD39|51239	299.4397	ANKRD39|51239	90.8555
ANKRD40|91369	755.1088	ANKRD40|91369	2645.7227
ANKRD42|338699	172.1064	ANKRD42|338699	246.0177
lowly_expressed	lowly_expressed	ANKRD43|134548	65.1917
ANKRD44|91526	69.8587	ANKRD44|91526	106.4897
lowly_expressed	lowly_expressed	ANKRD45|339416	5.0147
ANKRD46|157567	451.2585	ANKRD46|157567	677.5811
ANKRD49|54851	107.3283	ANKRD49|54851	291.7404
ANKRD50|57182	832.9060000000001	ANKRD50|57182	1048.0826
ANKRD52|283373	1653.4279	ANKRD52|283373	1184.0708
lowly_expressed	lowly_expressed	ANKRD53|79998	209.4395
ANKRD54|129138	482.9775	ANKRD54|129138	374.9263
lowly_expressed	lowly_expressed	ANKRD55|79722	6.7847
ANKRD56|345079	446.778	ANKRD56|345079	44.5428
ANKRD57|65124	570.3009	ANKRD57|65124	568.4366
ANKRD58|347454	7.3034	ANKRD58|347454	7.6696
ANKRD5|63926	465.5128	ANKRD5|63926	184.6608
ANKRD6|22881	94.3283	ANKRD6|22881	306.4779
ANKRD9|122416	55.2519	ANKRD9|122416	32.4484
ANKS1A|23294	1076.4587	ANKS1A|23294	1403.5398
ANKS1B|56899	46.9958	ANKS1B|56899	43.9528
ANKS3|124401	77.7972	ANKS3|124401	208.8496
ANKS6|203286	393.1138	ANKS6|203286	375.2212
ANKZF1|55139	707.4779	ANKZF1|55139	513.2743
ANLN|54443	1283.4945	ANLN|54443	58.1121
ANO10|55129	1437.1836	ANO10|55129	946.9027
ANO1|55107	667.7855	ANO1|55107	2969.0265
ANO2|57101	7.9385	ANO2|57101	103.8348
ANO3|63982	10.7963	ANO3|63982	106.4897
lowly_expressed	lowly_expressed	ANO4|121601	26.2537
lowly_expressed	lowly_expressed	ANO5|203859	82.3009
ANO6|196527	652.226	ANO6|196527	8346.0177
ANO7|50636	13.3367	ANO7|50636	9.4395
ANO8|57719	113.9967	ANO8|57719	245.4277
lowly_expressed	lowly_expressed	ANO9|338440	47.7876
ANP32A|8125	2147.2018	ANP32A|8125	2523.3038
ANP32B|10541	2879.7653	ANP32B|10541	3292.3304
ANP32E|81611	218.4671	ANP32E|81611	1035.1032
ANPEP|290	184.4904	ANPEP|290	1724.7788
ANTXR1|84168	3064.5732	ANTXR1|84168	4702.9499
ANTXR2|118429	448.0482	ANTXR2|118429	2936.5782
ANUBL1|93550	152.4189	ANUBL1|93550	179.05599999999998
ANXA11|311	6257.4324	ANXA11|311	4068.4366
ANXA1|301	6083.4208	ANXA1|301	11810.0295
ANXA2P1|303	153.3716	ANXA2P1|303	64.8968
ANXA2P2|304	8318.581	ANXA2P2|304	5376.1062
ANXA2P3|305	7.9385	ANXA2P3|305	7.0796
ANXA2|302	23765.2875	ANXA2|302	15728.0236
ANXA3|306	423.9152	ANXA3|306	1902.0649
ANXA4|307	1692.8028	ANXA4|307	1824.1888
ANXA5|308	7809.8828	ANXA5|308	11031.8584
ANXA6|309	5590.281999999999	ANXA6|309	10823.3038
ANXA7|310	3495.4743	ANXA7|310	3335.9882
lowly_expressed	lowly_expressed	ANXA8L2|244	98.8201
lowly_expressed	lowly_expressed	ANXA8|653145	226.5487
ANXA9|8416	27.9435	ANXA9|8416	107.3746
AOAH|313	57.7922	AOAH|313	112.6844
lowly_expressed	lowly_expressed	AOC2|314	79.351
AOC3|8639	697.9517	AOC3|8639	20069.6165
AOX1|316	126.3807	AOX1|316	1774.0413
AP1AR|55435	424.2327	AP1AR|55435	444.8378
AP1B1|162	6390.1639	AP1B1|162	2343.9528
AP1G1|164	2399.9632	AP1G1|164	2321.8289
AP1G2|8906	449.4263	AP1G2|8906	462.1239
AP1M1|8907	859.8968	AP1M1|8907	1359.882
AP1M2|10053	2019.8684	AP1M2|10053	399.41
AP1S1|1174	2250.4021	AP1S1|1174	436.8732
AP1S2|8905	219.1022	AP1S2|8905	647.1976
AP1S3|130340	732.8811	AP1S3|130340	67.8466
AP2A1|160	2701.4859	AP2A1|160	1994.9735
AP2A2|161	1077.4114	AP2A2|161	1876.9912
AP2B1|163	2002.0862	AP2B1|163	6189.6755
AP2M1|1173	6313.3194	AP2M1|1173	5356.6372
AP2S1|1175	2612.0795	AP2S1|1175	787.3156
AP3B1|8546	1977.6357	AP3B1|8546	1365.1917
AP3B2|8120	6.3508	AP3B2|8120	86.7257
AP3D1|8943	4125.155	AP3D1|8943	2651.6224
AP3M1|26985	2451.087	AP3M1|26985	1448.6726
AP3M2|10947	205.7656	AP3M2|10947	468.4366
AP3S1|1176	921.4995	AP3S1|1176	992.6254
AP3S2|10239	1817.3481	AP3S2|10239	1671.5959
AP4B1|10717	161.3863	AP4B1|10717	351.9587
AP4E1|23431	481.3898	AP4E1|23431	406.4897
AP4M1|9179	400.2045	AP4M1|9179	258.5723
AP4S1|11154	57.4746	AP4S1|11154	102.0649
APAF1|317	450.2709	APAF1|317	497.9351
APBA1|320	566.1728	APBA1|320	338.6431
APBA2|321	9.2086	APBA2|321	59.882
APBA3|9546	151.7839	APBA3|9546	131.5634
APBB1IP|54518	106.6933	APBB1IP|54518	831.5634
APBB1|322	205.44799999999998	APBB1|322	881.7109
APBB2|323	733.1986	APBB2|323	3265.4867
APBB3|10307	114.6317	APBB3|10307	204.1298
APCDD1L|164284	7.3034	APCDD1L|164284	96.7552
APCDD1|147495	89.2286	APCDD1|147495	3410.6195
APC|324	1107.8951	APC|324	1158.1121
APEH|327	4018.1442	APEH|327	1301.1799
APEX1|328	2225.634	APEX1|328	2271.0914
APEX2|27301	637.3017	APEX2|27301	427.7286
APH1A|51107	5894.8024	APH1A|51107	3502.0649
APH1B|83464	310.8711	APH1B|83464	700.0
API5|8539	2856.2674	API5|8539	2437.4631
APIP|51074	127.7493	APIP|51074	520.9056
APITD1|378708	184.4206	APITD1|378708	147.3628
APLF|200558	14.2893	APLF|200558	93.8053
APLNR|187	1053.2784	APLNR|187	1936.5782
APLN|8862	17.1471	APLN|8862	266.0767
APLP1|333	336.5918	APLP1|333	43.3628
APLP2|334	10263.1926	APLP2|334	15686.4307
APOA1BP|128240	4288.3703	APOA1BP|128240	1037.4631
APOB48R|55911	60.9676	APOB48R|55911	118.2891
lowly_expressed	lowly_expressed	APOBEC3A|200315	13.2743
APOBEC3B|9582	106.0614	APOBEC3B|9582	17.1091
APOBEC3C|27350	60.9676	APOBEC3C|27350	373.1563
APOBEC3D|140564	10.7963	APOBEC3D|140564	107.6696
APOBEC3F|200316	24.4505	APOBEC3F|200316	166.3717
APOBEC3G|60489	46.0432	APOBEC3G|60489	305.0147
lowly_expressed	lowly_expressed	APOBEC3H|164668	8.8496
APOB|338	129.5561	APOB|338	792.9204
APOC1|341	1482.2742	APOC1|341	451.3274
APOC2|344	73.9867	APOC2|344	15.9292
APOD|347	2425.6839	APOD|347	22292.6254
APOE|348	2488.5567	APOE|348	4996.4602
APOF|319	54.6168	lowly_expressed	lowly_expressed
APOL1|8542	388.0332	APOL1|8542	2764.8968
APOL2|23780	741.7722	APOL2|23780	1161.3569
APOL3|80833	157.8171	APOL3|80833	2738.0531
APOL4|80832	137.17700000000002	APOL4|80832	713.2743
APOL6|80830	577.9218	APOL6|80830	7118.2891
APOLD1|81575	259.7473	APOLD1|81575	974.9263
APOM|55937	56.8396	APOM|55937	37.4631
APOOL|139322	394.384	APOOL|139322	202.0649
APOO|79135	408.3557	APOO|79135	124.4838
APPBP2|10513	1163.147	APPBP2|10513	1392.0354
APPL1|26060	1352.0829999999999	APPL1|26060	1834.8083
APPL2|55198	700.1745	APPL2|55198	1266.0767
APP|351	25336.1552	APP|351	26354.2773
APRT|353	1006.9176	APRT|353	1002.6549
APTX|54840	380.0947	APTX|54840	400.59
AQP11|282679	53.6642	AQP11|282679	21.2389
AQP1|358	3075.6871	AQP1|358	24683.0855
AQP2|359	48.5835	lowly_expressed	lowly_expressed
AQP3|360	2544.4436	AQP3|360	520.354
lowly_expressed	lowly_expressed	AQP4|361	23.5988
AQP5|362	22026.759	AQP5|362	299.115
AQP6|363	127.6509	AQP6|363	5.3097
lowly_expressed	lowly_expressed	AQP7P1|375719	727.1386
lowly_expressed	lowly_expressed	AQP7P3|441432	55.7522
AQP7|364	14.9244	AQP7|364	3314.4543
AQP9|366	29.2136	AQP9|366	11.7994
lowly_expressed	lowly_expressed	AQPEP|206338	551.2153
AQR|9716	1101.8619	AQR|9716	1083.4808
ARAF|369	1375.5809	ARAF|369	1195.5752
ARAP1|116985	1093.5868	ARAP1|116985	2495.5487
ARAP2|116984	967.2252	ARAP2|116984	349.2625
ARAP3|64411	187.6658	ARAP3|64411	1147.7876
ARCN1|372	5167.637	ARCN1|372	4188.7906
lowly_expressed	lowly_expressed	ARC|23237	17.9941
AREG|374	78.7498	AREG|374	50.7375
ARF1|375	17368.1378	ARF1|375	7204.1298
ARF3|377	6219.0101	ARF3|377	4084.6608
ARF4|378	12013.47	ARF4|378	3566.9617
ARF5|381	3728.1259	ARF5|381	1868.6962
ARF6|382	4402.3669	ARF6|382	2490.8555
ARFGAP1|55738	2260.8809	ARFGAP1|55738	968.4366
ARFGAP2|84364	2399.3281	ARFGAP2|84364	2038.0531
ARFGAP3|26286	3005.1934	ARFGAP3|26286	1101.4749
ARFGEF1|10565	2480.3006	ARFGEF1|10565	1675.0767
ARFGEF2|10564	3041.3929	ARFGEF2|10564	1954.2773
ARFIP1|27236	1130.758	ARFIP1|27236	984.6608
ARFIP2|23647	2418.0629	ARFIP2|23647	946.6077
ARFRP1|10139	424.2327	ARFRP1|10139	611.2094
ARG2|384	328.0691	ARG2|384	225.6342
ARGLU1|55082	392.4788	ARGLU1|55082	2067.5516
ARHGAP10|79658	85.4181	ARHGAP10|79658	765.7817
ARHGAP11A|9824	347.0706	ARHGAP11A|9824	85.8407
ARHGAP11B|89839	23.1804	ARHGAP11B|89839	5.6047
ARHGAP12|94134	831.6358	ARHGAP12|94134	999.705
ARHGAP15|55843	26.3558	ARHGAP15|55843	84.0708
ARHGAP17|55114	736.3739999999999	ARHGAP17|55114	1536.2832
ARHGAP18|93663	338.4971	ARHGAP18|93663	710.0295
ARHGAP19|84986	275.3067	ARHGAP19|84986	619.174
ARHGAP1|392	4294.085999999999	ARHGAP1|392	4154.8673
ARHGAP20|57569	10.1613	ARHGAP20|57569	458.1121
ARHGAP21|57584	1572.7729	ARHGAP21|57584	3102.9499
ARHGAP22|58504	15.877	ARHGAP22|58504	52.5074
ARHGAP23|57636	233.709	ARHGAP23|57636	1593.5103
ARHGAP24|83478	184.808	ARHGAP24|83478	541.2979
ARHGAP25|9938	114.6317	ARHGAP25|9938	551.3274
ARHGAP26|23092	3550.0911	ARHGAP26|23092	1051.3274
ARHGAP27|201176	923.7159	ARHGAP27|201176	579.9086
ARHGAP28|79822	54.9343	ARHGAP28|79822	248.6726
ARHGAP29|9411	643.0174	ARHGAP29|9411	4203.5398
ARHGAP30|257106	225.1355	ARHGAP30|257106	631.8584
ARHGAP31|57514	586.8129	ARHGAP31|57514	2422.1239
ARHGAP32|9743	1949.0571	ARHGAP32|9743	968.4366
ARHGAP33|115703	24.4505	ARHGAP33|115703	77.5811
lowly_expressed	lowly_expressed	ARHGAP36|158763	268.1416
ARHGAP39|80728	215.2917	ARHGAP39|80728	91.7404
ARHGAP42|143872	265.6027	ARHGAP42|143872	248.9676
ARHGAP4|393	103.2003	ARHGAP4|393	358.1121
ARHGAP5|394	2023.0438	ARHGAP5|394	2409.1445
ARHGAP6|395	54.6168	ARHGAP6|395	233.3333
ARHGAP8|23779	566.7919999999999	ARHGAP8|23779	161.767
ARHGAP9|64333	40.645	ARHGAP9|64333	123.8938
ARHGDIA|396	4997.7534	ARHGDIA|396	4093.8053
ARHGDIB|397	1038.354	ARHGDIB|397	3344.8378
lowly_expressed	lowly_expressed	ARHGDIG|398	18.1858
ARHGEF10L|55160	405.8154	ARHGEF10L|55160	780.2360000000001
ARHGEF10|9639	541.4048	ARHGEF10|9639	1479.351
ARHGEF11|9826	1873.1652	ARHGEF11|9826	1443.3628
ARHGEF12|23365	3649.7984	ARHGEF12|23365	5400.885
ARHGEF15|22899	284.8329	ARHGEF15|22899	2292.6254
ARHGEF16|27237	471.2285	ARHGEF16|27237	132.4484
ARHGEF17|9828	601.7373	ARHGEF17|9828	1965.4867
ARHGEF18|23370	694.7763	ARHGEF18|23370	765.4867
ARHGEF19|128272	351.1986	ARHGEF19|128272	159.58700000000002
ARHGEF1|9138	716.6865	ARHGEF1|9138	1328.6136
ARHGEF2|9181	734.4687	ARHGEF2|9181	2366.0767
lowly_expressed	lowly_expressed	ARHGEF33|100271715	10.0295
ARHGEF35|445328	828.4604	ARHGEF35|445328	600.0
ARHGEF37|389337	1037.0838	ARHGEF37|389337	1134.8083
ARHGEF38|54848	110.5037	ARHGEF38|54848	28.0236
ARHGEF3|50650	822.4272	ARHGEF3|50650	894.9853
ARHGEF4|50649	125.7456	ARHGEF4|50649	331.5634
ARHGEF5|7984	737.6441	ARHGEF5|7984	401.7699
ARHGEF6|9459	200.3674	ARHGEF6|9459	2707.3746
ARHGEF7|8874	725.8952	ARHGEF7|8874	2344.8378
ARHGEF9|23229	493.4563	ARHGEF9|23229	721.2389
ARID1A|8289	1843.9516	ARID1A|8289	2395.2802
ARID1B|57492	1060.8993	ARID1B|57492	2067.5516
ARID2|196528	799.5643	ARID2|196528	872.2714
ARID3A|1820	40.3275	ARID3A|1820	78.7611
ARID3B|10620	93.9917	ARID3B|10620	98.2301
ARID4A|5926	469.0058	ARID4A|5926	792.3304
ARID4B|51742	1161.3148	ARID4B|51742	1283.2006
ARID5A|10865	78.1147	ARID5A|10865	1126.5487
ARID5B|84159	737.6441	ARID5B|84159	2969.3215
ARIH1|25820	2360.2707	ARIH1|25820	2033.0383
ARIH2|10425	1536.2463	ARIH2|10425	1665.4867
ARL10|285598	14.2893	ARL10|285598	56.6372
ARL11|115761	27.3084	ARL11|115761	45.7227
ARL13B|200894	81.2901	ARL13B|200894	313.8643
ARL15|54622	337.5444	ARL15|54622	561.3569
ARL16|339231	192.4289	ARL16|339231	416.5192
ARL17A|51326	26.1525	ARL17A|51326	55.6726
ARL1|400	4419.8316	ARL1|400	2066.9617
ARL2BP|23568	1119.3266	ARL2BP|23568	1812.3894
ARL2|402	616.0265	ARL2|402	1407.0796
ARL3|403	881.8071	ARL3|403	455.1622
ARL4A|10124	1408.9225	ARL4A|10124	1336.5782
ARL4C|10123	498.8545	ARL4C|10123	1495.2802
ARL4D|379	22.5453	ARL4D|379	253.3923
ARL5A|26225	2736.2374	ARL5A|26225	893.2153
ARL5B|221079	422.645	ARL5B|221079	177.8761
ARL6IP1|23204	2448.2292	ARL6IP1|23204	5678.7611
ARL6IP4|51329	1271.7455	ARL6IP4|51329	1987.3156
ARL6IP5|10550	5416.5879	ARL6IP5|10550	5484.9558
ARL6IP6|151188	174.6467	ARL6IP6|151188	253.6873
ARL6|84100	71.4464	ARL6|84100	58.9971
ARL8A|127829	1169.8153	ARL8A|127829	1052.2124
ARL8B|55207	2564.4486	ARL8B|55207	2136.5782
ARMC10|83787	1109.7686	ARMC10|83787	642.2448
ARMC1|55156	1236.8162	ARMC1|55156	738.3481
ARMC2|84071	14.2893	ARMC2|84071	32.7434
lowly_expressed	lowly_expressed	ARMC4|55130	6.1947
ARMC5|79798	102.2477	ARMC5|79798	225.9587
ARMC6|93436	863.3898	ARMC6|93436	434.7994
ARMC7|79637	189.8886	ARMC7|79637	253.9823
ARMC8|25852	667.7855	ARMC8|25852	808.2596
ARMC9|80210	359.1371	ARMC9|80210	168.7316
ARMCX1|51309	182.5852	ARMCX1|51309	937.7581
ARMCX2|9823	834.4937	ARMCX2|9823	777.8761
ARMCX3|51566	2355.5076	ARMCX3|51566	2028.9086
ARMCX5|64860	229.8986	ARMCX5|64860	303.8348
ARMCX6|54470	307.6957	ARMCX6|54470	242.7729
ARNT2|9915	1112.3407	ARNT2|9915	157.5221
ARNTL2|56938	22.8628	ARNTL2|56938	96.1652
ARNTL|406	332.7813	ARNTL|406	147.7876
ARNT|405	1210.7779	ARNT|405	2230.9735
ARPC1A|10552	3620.5848	ARPC1A|10552	2361.3569
ARPC1B|10095	2184.6714	ARPC1B|10095	2038.3481
ARPC2|10109	5503.2762	ARPC2|10109	4301.1799
ARPC3|10094	4805.3245	ARPC3|10094	2437.4631
ARPC4|10093	3033.4131	ARPC4|10093	2826.6844
ARPC5L|81873	698.5868	ARPC5L|81873	514.1593
ARPC5|10092	3361.7902	ARPC5|10092	2990.5605
ARPM1|84517	33.3416	ARPM1|84517	39.823
ARPP19|10776	3375.4444	ARPP19|10776	4581.7109
ARRB1|408	790.9908	ARRB1|408	1240.413
ARRB2|409	457.2568	ARRB2|409	616.8142
ARRDC1|92714	1135.5211	ARRDC1|92714	396.1652
ARRDC2|27106	334.0515	ARRDC2|27106	807.0796
ARRDC3|57561	1257.7738	ARRDC3|57561	2664.3068
ARRDC4|91947	578.8744	ARRDC4|91947	1043.3628
ARSA|410	881.4895	ARSA|410	631.8584
ARSB|411	516.9542	ARSB|411	351.9174
ARSD|414	2440.9258	ARSD|414	1866.3717
ARSE|415	5.3982	ARSE|415	10.6195
ARSG|22901	211.4813	ARSG|22901	173.1563
ARSH|347527	41.2801	lowly_expressed	lowly_expressed
ARSI|340075	46.6783	ARSI|340075	37.7581
ARSJ|79642	96.2145	ARSJ|79642	101.4749
ARSK|153642	108.281	ARSK|153642	163.7168
lowly_expressed	lowly_expressed	ART4|420	45.4277
lowly_expressed	lowly_expressed	ART5|116969	38.0531
lowly_expressed	lowly_expressed	ARTN|9048	5.8997
ARV1|64801	1507.9948	ARV1|64801	308.2596
ARVCF|421	237.202	ARVCF|421	286.4307
lowly_expressed	lowly_expressed	ARX|170302	8.8496
AR|367	494.7265	AR|367	399.115
AS3MT|57412	48.5835	AS3MT|57412	183.7758
ASAH1|427	6461.6103	ASAH1|427	5638.3481
ASAH2B|653308	19.3699	lowly_expressed	lowly_expressed
ASAH2|56624	6.3508	lowly_expressed	lowly_expressed
ASAM|79827	107.3283	ASAM|79827	1362.5369
ASAP1|50807	515.6841	ASAP1|50807	1582.3009
ASAP2|8853	1732.8128	ASAP2|8853	1193.5103
ASAP3|55616	1267.6175	ASAP3|55616	1258.1121
ASB13|79754	420.1047	ASB13|79754	697.6401
ASB14|142686	8.5736	ASB14|142686	14.7493
ASB16|92591	17.8743	ASB16|92591	10.7257
ASB1|51665	594.4053	ASB1|51665	741.1829
lowly_expressed	lowly_expressed	ASB2|51676	47.1976
ASB3|51130	266.4156	ASB3|51130	289.0855
ASB6|140459	524.0449	ASB6|140459	638.3717
ASB7|140460	507.42800000000005	ASB7|140460	472.5664
ASB8|140461	871.9633	ASB8|140461	919.174
ASB9|140462	142.8928	ASB9|140462	68.1416
ASCC1|51008	935.4712	ASCC1|51008	514.4543
ASCC2|84164	2106.2392	ASCC2|84164	1269.6165
ASCC3|10973	1846.1744	ASCC3|10973	1030.0885
ASCL2|430	8.5736	ASCL2|430	13.8643
ASF1A|25842	386.4455	ASF1A|25842	401.1799
ASF1B|55723	294.0415	ASF1B|55723	31.2684
lowly_expressed	lowly_expressed	ASGR1|432	21.5339
ASH1L|55870	2374.1663	ASH1L|55870	2982.2153
ASH2L|9070	4404.2722	ASH2L|9070	1370.2065
ASL|435	824.0149	ASL|435	527.4336
ASMTL|8623	1006.9144	ASMTL|8623	630.6785
ASNA1|439	1551.4978	ASNA1|439	981.7109
ASNSD1|54529	1227.29	ASNSD1|54529	1147.7876
ASNS|440	778.2892	ASNS|440	287.0206
ASPA|443	6.3508	ASPA|443	156.0472
lowly_expressed	lowly_expressed	ASPG|374569	8.8496
ASPHD1|253982	41.5977	ASPHD1|253982	8.8496
ASPHD2|57168	349.2934	ASPHD2|57168	50.7375
ASPH|444	5012.5031	ASPH|444	12833.1534
ASPM|259266	309.2834	ASPM|259266	34.5133
ASPN|54829	931.0257	ASPN|54829	903.8348
ASPRV1|151516	8.6307	ASPRV1|151516	107.23299999999999
ASPSCR1|79058	265.46299999999997	ASPSCR1|79058	216.5192
ASRGL1|80150	38.4223	ASRGL1|80150	271.9764
ASS1|445	278.1646	ASS1|445	5621.5339
ASTE1|28990	179.43200000000002	ASTE1|28990	232.7552
lowly_expressed	lowly_expressed	ASTN1|460	149.2625
ASTN2|23245	274.9892	ASTN2|23245	164.8968
ASXL1|171023	1516.886	ASXL1|171023	2167.5516
ASXL2|55252	1480.6865	ASXL2|55252	828.6136
lowly_expressed	lowly_expressed	ASXL3|80816	32.7434
ATAD1|84896	1214.5884	ATAD1|84896	1067.5516
ATAD2B|54454	483.295	ATAD2B|54454	352.5074
ATAD2|29028	1169.4978	ATAD2|29028	322.4189
ATAD3A|55210	487.1055	ATAD3A|55210	314.4543
ATAD3B|83858	83.5129	ATAD3B|83858	139.528
ATAD3C|219293	34.6118	ATAD3C|219293	83.1858
ATAD5|79915	24.4505	ATAD5|79915	36.2832
ATE1|11101	349.9285	ATE1|11101	298.8201
ATF1|466	350.5636	ATF1|466	509.1445
ATF2|1386	485.2003	ATF2|1386	615.3392
ATF3|467	168.6134	ATF3|467	567.8466
