gene_id	TCGA-BH-A1ES-01A-11R-A137-07	gene_id	TCGA-BH-A1ES-06A-12R-A24H-07
ETNK1|55500	2369.6721	ETNK1|55500	1543.9165
ETNK2|55224	1659.0164	ETNK2|55224	2222.1022
ETS1|2113	1072.9508	ETS1|2113	777.1778
ETS2|2114	469.6721	ETS2|2114	4792.6566
ETV1|2115	514.7541	ETV1|2115	260.2592
ETV2|2116	11.4754	ETV2|2116	28.0778
ETV3|2117	236.8852	ETV3|2117	331.1735
ETV4|2118	491.8033	ETV4|2118	710.5832
ETV5|2119	561.4754	ETV5|2119	130.6695
ETV6|2120	1067.2131	ETV6|2120	999.2801
ETV7|51513	17.2131	ETV7|51513	83.1533
EVC2|132884	52.458999999999996	EVC2|132884	24.478
EVC|2121	838.1639	EVC|2121	95.7523
EVI2A|2123	185.2459	EVI2A|2123	62.635
EVI2B|2124	87.7049	EVI2B|2124	48.9561
EVI5L|115704	359.0164	EVI5L|115704	244.0605
EVI5|7813	526.2295	EVI5|7813	482.3614
EVL|51466	2746.7213	EVL|51466	8070.5544
EVPLL|645027	6.5574	EVPLL|645027	5.7595
EVPL|2125	485.2459	EVPL|2125	4394.5284
EWSR1|2130	3005.7377	EWSR1|2130	3473.7221
EXD2|55218	1014.7541	EXD2|55218	712.023
EXD3|54932	127.0492	EXD3|54932	284.7372
EXO1|9156	190.1639	EXO1|9156	21.5983
EXOC1|55763	914.7541	EXOC1|55763	634.6292
EXOC2|55770	1263.9344	EXOC2|55770	329.3737
EXOC3L2|90332	18.8525	EXOC3L2|90332	62.275
EXOC3L|283849	22.3607	EXOC3L|283849	87.56299999999999
EXOC3|11336	700.8197	EXOC3|11336	1406.4075
EXOC4|60412	1993.4426	EXOC4|60412	1501.7999
EXOC5|10640	1698.3607	EXOC5|10640	1113.031
EXOC6B|23233	160.6557	EXOC6B|23233	131.0295
EXOC6|54536	1310.6557	EXOC6|54536	580.2736
EXOC7|23265	5458.5164	EXOC7|23265	7678.9993
EXOC8|149371	473.7705	EXOC8|149371	426.2059
EXOG|9941	95.08200000000001	EXOG|9941	33.1174
EXOSC10|5394	2083.6066	EXOSC10|5394	870.4104
EXOSC1|51013	418.8525	EXOSC1|51013	565.5148
EXOSC2|23404	334.4262	EXOSC2|23404	304.1757
EXOSC3|51010	394.2623	EXOSC3|51010	254.8596
EXOSC4|54512	318.8525	EXOSC4|54512	1286.897
EXOSC5|56915	445.082	EXOSC5|56915	638.9489
EXOSC6|118460	319.6721	EXOSC6|118460	210.2232
EXOSC7|23016	542.623	EXOSC7|23016	637.149
EXOSC8|11340	382.4262	EXOSC8|11340	318.5097
EXOSC9|5393	630.6148	EXOSC9|5393	469.6652
EXPH5|23086	196.7213	EXPH5|23086	240.8207
EXT1|2131	900.8197	EXT1|2131	1528.0778
EXT2|2132	2261.4754	EXT2|2132	1411.8071
EXTL1|2134	69.6721	EXTL1|2134	7.9194
EXTL2|2135	410.6557	EXTL2|2135	92.8726
EXTL3|2137	690.9836	EXTL3|2137	441.3247
EYA2|2139	877.8689	EYA2|2139	15.1188
EYA3|2140	219.6721	EYA3|2140	78.1138
EYA4|2070	16.3934	EYA4|2070	7.1994
EYS|346007	5.7377	EYS|346007	6.8395
EZH1|2145	572.1311	EZH1|2145	713.8229
EZH2|2146	736.0656	EZH2|2146	181.0655
EZR|7430	7847.541	EZR|7430	9573.7941
lowly_expressed	lowly_expressed	F10|2159	1439.8848
F11R|50848	3506.5574	F11R|50848	8086.0475
lowly_expressed	lowly_expressed	F11|2160	99.3521
F12|2161	58.1967	F12|2161	2783.6573
F13A1|2162	1384.4262	F13A1|2162	213.8229
lowly_expressed	lowly_expressed	F13B|2165	7.9194
F2RL1|2150	336.0656	F2RL1|2150	178.5457
F2RL2|2151	337.7049	F2RL2|2151	41.0367
F2RL3|9002	49.1803	F2RL3|9002	132.8294
F2R|2149	1233.6066	F2R|2149	1314.2549
lowly_expressed	lowly_expressed	F2|2147	3949.2441
F3|2152	626.2295	F3|2152	128.1497
F5|2153	30.3279	F5|2153	782.9374
F7|2155	13.9344	F7|2155	101.8719
F8A1|8263	98.3607	F8A1|8263	152.9878
F8|2157	281.9918	F8|2157	793.0382
lowly_expressed	lowly_expressed	F9|2158	993.5205
FA2H|79152	234.4262	FA2H|79152	80.2736
FAAH2|158584	285.2459	FAAH2|158584	415.4068
FAAH|2166	643.4426	FAAH|2166	585.3132
lowly_expressed	lowly_expressed	FABP1|2168	4912.887
FABP3|2170	40.9836	FABP3|2170	97.5522
lowly_expressed	lowly_expressed	FABP4|2167	46.0763
FABP5|2171	55.7377	FABP5|2171	14.0389
lowly_expressed	lowly_expressed	FABP6|2172	340.5328
FADD|8772	1345.9016	FADD|8772	988.4809
FADS1|3992	300.8197	FADS1|3992	886.9689999999999
FADS2|9415	904.0984	FADS2|9415	1548.2361
FADS3|3995	261.4754	FADS3|3995	374.0101
lowly_expressed	lowly_expressed	FADS6|283985	5.3996
FAF1|11124	1156.5574	FAF1|11124	817.1346
FAF2|23197	2039.3443	FAF2|23197	874.0101
FAHD1|81889	595.082	FAHD1|81889	751.9798
FAHD2A|51011	164.7541	FAHD2A|51011	464.0029
FAHD2B|151313	166.3934	FAHD2B|151313	396.3283
FAH|2184	681.9672	FAH|2184	724.2621
FAIM2|23017	8.1967	lowly_expressed	lowly_expressed
FAIM3|9214	184.7869	FAIM3|9214	231.8179
FAIM|55179	270.4918	FAIM|55179	73.7941
FAM100A|124402	292.623	FAM100A|124402	619.5104
FAM100B|283991	1597.5410000000002	FAM100B|283991	13730.7415
FAM101A|144347	59.0164	FAM101A|144347	5.7595
FAM101B|359845	727.8689	FAM101B|359845	93.2325
FAM102A|399665	3573.7705	FAM102A|399665	6807.7754
FAM102B|284611	973.7705	FAM102B|284611	994.9604
FAM103A1|83640	509.8361	FAM103A1|83640	444.874
FAM104A|84923	1297.5	FAM104A|84923	1932.4838
FAM104B|90736	235.2459	FAM104B|90736	186.4651
FAM105A|54491	341.8033	FAM105A|54491	46.7963
FAM105B|90268	479.5082	FAM105B|90268	412.527
FAM107A|11170	21.3115	FAM107A|11170	84.2333
FAM107B|83641	1465.5738	FAM107B|83641	805.2556
FAM108A1|81926	283.6066	FAM108A1|81926	604.7516
FAM108B1|51104	176.2295	FAM108B1|51104	190.7847
FAM108C1|58489	513.9344	FAM108C1|58489	247.3002
FAM109A|144717	275.4098	FAM109A|144717	303.4557
FAM109B|150368	255.7377	FAM109B|150368	217.0626
FAM10A4|145165	291.8033	FAM10A4|145165	451.7639
FAM110A|83541	559.8361	FAM110A|83541	1347.7322
FAM110B|90362	1391.8033	FAM110B|90362	118.7905
FAM110C|642273	12.2951	FAM110C|642273	92.8726
FAM111A|63901	542.623	FAM111A|63901	257.3794
FAM111B|374393	322.9508	FAM111B|374393	7.5594
FAM113A|64773	628.6885	FAM113A|64773	996.0403
FAM113B|91523	184.4262	FAM113B|91523	214.1829
FAM114A1|92689	621.3115	FAM114A1|92689	637.869
FAM114A2|10827	332.7869	FAM114A2|10827	458.6033
FAM115A|9747	497.541	FAM115A|9747	498.2001
FAM115C|285966	319.5328	FAM115C|285966	1025.8027
FAM116A|201627	848.3607	FAM116A|201627	375.09
FAM116B|414918	129.5082	FAM116B|414918	282.9374
FAM117A|81558	204.918	FAM117A|81558	308.1353
FAM117B|150864	601.6393	FAM117B|150864	316.4147
FAM118A|55007	249.1803	FAM118A|55007	182.8654
FAM118B|79607	216.3934	FAM118B|79607	84.9532
FAM119A|151194	251.6393	FAM119A|151194	162.347
FAM119B|25895	181.1475	FAM119B|25895	379.4096
FAM120AOS|158293	1010.0984	FAM120AOS|158293	801.2851
FAM120A|23196	3840.7213	FAM120A|23196	3564.0857
FAM120B|84498	773.7705	FAM120B|84498	345.9323
FAM120C|54954	578.6885	FAM120C|54954	280.4176
FAM122A|116224	325.4098	FAM122A|116224	197.2642
FAM122B|159090	1019.6721	FAM122B|159090	1125.27
FAM122C|159091	14.7541	FAM122C|159091	51.1159
FAM123A|219287	20.4918	lowly_expressed	lowly_expressed
FAM123B|139285	172.9508	FAM123B|139285	68.0346
lowly_expressed	lowly_expressed	FAM123C|205147	7.5594
FAM124A|220108	12.2951	FAM124A|220108	5.7595
FAM124B|79843	10.6557	FAM124B|79843	20.1584
FAM125A|93343	374.5902	FAM125A|93343	815.3348
FAM125B|89853	175.4098	FAM125B|89853	123.1102
FAM126A|84668	325.4098	FAM126A|84668	120.2304
FAM126B|285172	455.7377	FAM126B|285172	371.1303
FAM127A|8933	1116.3934	FAM127A|8933	1355.2916
FAM127B|26071	814.7541	FAM127B|26071	1606.1915
FAM127C|441518	289.3443	FAM127C|441518	581.3535
FAM128A|653784	92.62299999999999	FAM128A|653784	823.9741
FAM128B|80097	552.4590000000001	FAM128B|80097	6325.7739
FAM129A|116496	1529.5082	FAM129A|116496	1025.9179
FAM129B|64855	2651.6393	FAM129B|64855	3998.5601
FAM131A|131408	210.6557	FAM131A|131408	598.2721
FAM131B|9715	52.458999999999996	FAM131B|9715	30.2376
FAM131C|348487	13.1148	FAM131C|348487	117.7106
FAM133A|286499	6.5574	FAM133A|286499	5.3996
FAM133B|257415	110.6557	FAM133B|257415	74.1541
FAM134A|79137	2827.8689	FAM134A|79137	4442.7646
FAM134B|54463	611.4754	FAM134B|54463	1411.8071
FAM134C|162427	1833.6066	FAM134C|162427	1512.599
FAM135A|57579	79.5082	FAM135A|57579	51.8359
FAM135B|51059	15.5738	lowly_expressed	lowly_expressed
FAM136A|84908	784.4262	FAM136A|84908	899.928
FAM13AOS|285512	28.7869	FAM13AOS|285512	12.5594
FAM13A|10144	237.6066	FAM13A|10144	541.7963
FAM13B|51306	964.7049	FAM13B|51306	467.56300000000005
FAM13C|220965	18.6557	FAM13C|220965	14.874
FAM149A|25854	22.1311	FAM149A|25854	29.1577
FAM149B1|317662	568.8525	FAM149B1|317662	719.5824
lowly_expressed	lowly_expressed	FAM150B|285016	29.1577
FAM151B|167555	18.8525	FAM151B|167555	24.478
lowly_expressed	lowly_expressed	FAM153A|285596	7.1994
FAM154A|158297	6.5574	lowly_expressed	lowly_expressed
FAM154B|283726	62.2951	FAM154B|283726	23.3981
FAM155A|728215	83.6066	FAM155A|728215	344.4924
FAM155B|27112	73.7705	FAM155B|27112	100.7919
FAM156A|29057	780.3279	FAM156A|29057	973.0022
FAM157A|728262	10.6557	FAM157A|728262	29.8776
FAM158A|51016	120.4918	FAM158A|51016	344.1325
FAM159A|348378	9.8361	lowly_expressed	lowly_expressed
FAM160A1|729830	240.9836	FAM160A1|729830	67.6746
FAM160A2|84067	466.3934	FAM160A2|84067	550.7559
FAM160B1|57700	1063.1148	FAM160B1|57700	379.7696
FAM160B2|64760	745.9016	FAM160B2|64760	1263.8589
FAM161A|84140	38.5246	FAM161A|84140	20.1584
FAM161B|145483	253.1066	FAM161B|145483	126.2599
FAM162A|26355	790.9836	FAM162A|26355	752.3398
lowly_expressed	lowly_expressed	FAM162B|221303	6.4795
lowly_expressed	lowly_expressed	FAM163B|642968	20.5184
FAM164A|51101	954.0984	FAM164A|51101	649.748
FAM164C|79696	54.0984	FAM164C|79696	179.2657
FAM165B|54065	219.6721	FAM165B|54065	398.1281
FAM167A|83648	54.0984	FAM167A|83648	133.1893
FAM167B|84734	30.3279	FAM167B|84734	65.1548
FAM168A|23201	251.6393	FAM168A|23201	228.2217
FAM168B|130074	2402.459	FAM168B|130074	1920.8063
FAM169A|26049	122.9508	FAM169A|26049	61.5551
lowly_expressed	lowly_expressed	FAM169B|283777	17.2786
FAM171A1|221061	201.6393	FAM171A1|221061	131.0295
FAM171A2|284069	36.0656	FAM171A2|284069	146.8683
FAM171B|165215	238.5246	FAM171B|165215	243.7005
FAM172A|83989	516.3934	FAM172A|83989	383.3693
FAM173A|65990	109.8361	FAM173A|65990	487.401
FAM173B|134145	223.7705	FAM173B|134145	176.0259
FAM174A|345757	404.0984	FAM174A|345757	678.9057
FAM174B|400451	1756.5574	FAM174B|400451	3058.6753
FAM175A|84142	284.9508	FAM175A|84142	335.0252
FAM175B|23172	617.2131	FAM175B|23172	293.3765
FAM176A|84141	121.3115	FAM176A|84141	282.9374
FAM176B|55194	182.7131	FAM176B|55194	757.8834
FAM177A1|283635	1931.9672	FAM177A1|283635	1822.8942
lowly_expressed	lowly_expressed	FAM177B|400823	57.9554
FAM178A|55719	1331.1475	FAM178A|55719	1756.6595
FAM178B|51252	59.0164	FAM178B|51252	111.2311
FAM179B|23116	859.8361	FAM179B|23116	541.0367
FAM180A|389558	37.7049	FAM180A|389558	50.396
FAM182B|728882	12.2951	FAM182B|728882	14.7588
lowly_expressed	lowly_expressed	FAM183A|440585	7.1994
lowly_expressed	lowly_expressed	FAM183B|340286	6.4795
FAM184A|79632	28.6885	FAM184A|79632	56.1555
FAM184B|27146	7.2131	lowly_expressed	lowly_expressed
FAM185A|222234	74.5902	FAM185A|222234	111.95100000000001
FAM186A|121006	7.377000000000001	FAM186A|121006	6.8395
FAM186B|84070	18.8525	FAM186B|84070	42.4766
FAM188A|80013	926.2295	FAM188A|80013	324.694
FAM188B|84182	45.082	FAM188B|84182	70.0216
FAM189A1|23359	27.8689	lowly_expressed	lowly_expressed
FAM189A2|9413	220.4918	FAM189A2|9413	1318.9345
FAM189B|10712	489.3443	FAM189B|10712	1858.8913
FAM18B2|201158	175.3361	FAM18B2|201158	248.5925
FAM18B|51030	529.5082	FAM18B|51030	890.2088
FAM190A|401145	188.5246	FAM190A|401145	525.198
FAM190B|54462	1068.0328	FAM190B|54462	660.5472
FAM192A|80011	1644.2623	FAM192A|80011	1632.4694
FAM193A|8603	882.7869	FAM193A|8603	698.7041
FAM193B|54540	644.2623	FAM193B|54540	712.743
FAM195A|84331	176.2295	FAM195A|84331	929.4456
FAM195B|348262	1856.5574	FAM195B|348262	2713.8229
FAM196A|642938	109.8361	FAM196A|642938	10.7991
FAM198A|729085	131.1475	FAM198A|729085	113.7509
FAM198B|51313	8327.8689	FAM198B|51313	10094.6724
FAM199X|139231	618.0328	FAM199X|139231	880.1296
FAM19A2|338811	86.0656	FAM19A2|338811	50.036
FAM19A5|25817	119.6721	FAM19A5|25817	96.8323
FAM200A|221786	278.6885	FAM200A|221786	159.4672
FAM200B|285550	504.0984	FAM200B|285550	727.5018
FAM20A|54757	128.6885	FAM20A|54757	266.7387
FAM20B|9917	2461.4754	FAM20B|9917	2176.0259
FAM20C|56975	427.8689	FAM20C|56975	369.6904
FAM21A|387680	479.5082	FAM21A|387680	365.0108
FAM21B|55747	816.3934	FAM21B|55747	365.3708
FAM21C|253725	1247.5410000000002	FAM21C|253725	736.8611
FAM22A|728118	40.9836	FAM22A|728118	61.5551
FAM22D|728130	81.3197	FAM22D|728130	83.5133
lowly_expressed	lowly_expressed	FAM22F|54754	10.0792
FAM24B|196792	9.623	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM25A|643161	12.9338
FAM26E|254228	203.2787	FAM26E|254228	24.838
FAM26F|441168	13.9344	FAM26F|441168	12.239
lowly_expressed	lowly_expressed	FAM27A|548321	23.3981
FAM27C|100132948	6.5574	FAM27C|100132948	19.7984
FAM32A|26017	1828.6885	FAM32A|26017	993.1605
FAM35A|54537	867.2131	FAM35A|54537	375.09
FAM35B2|439965	86.0656	FAM35B2|439965	40.6767
FAM35B|414241	332.7869	FAM35B|414241	123.1102
FAM36A|116228	631.623	FAM36A|116228	686.8359
FAM38A|9780	1687.1229999999998	FAM38A|9780	2298.6573
FAM38B|63895	63.1148	FAM38B|63895	25.558000000000003
FAM3A|60343	337.7049	FAM3A|60343	1325.7739
FAM3B|54097	1131.1475	FAM3B|54097	843.7725
FAM3C|10447	1163.1148	FAM3C|10447	1511.879
FAM40A|85369	974.5902	FAM40A|85369	415.7667
FAM40B|57464	110.6557	FAM40B|57464	10.7991
FAM41C|284593	13.9344	FAM41C|284593	7.9194
FAM43A|131583	93.4426	FAM43A|131583	216.3427
FAM45A|404636	356.5574	FAM45A|404636	346.6523
FAM45B|55855	142.623	FAM45B|55855	138.5889
FAM46A|55603	451.6393	FAM46A|55603	250.54
FAM46B|115572	13.1148	FAM46B|115572	21.5983
FAM46C|54855	1320.4918	FAM46C|54855	352.4118
FAM47E|100129583	89.1311	FAM47E|100129583	87.7034
FAM48A|55578	1720.0328	FAM48A|55578	1626.4147
FAM49A|81553	36.0656	FAM49A|81553	73.4341
FAM49B|51571	1006.5574	FAM49B|51571	1457.8834
FAM50A|9130	613.9344	FAM50A|9130	2042.8366
FAM50B|26240	44.2623	FAM50B|26240	34.9172
FAM53A|152877	8.1967	FAM53A|152877	7.9194
FAM53B|9679	1003.2377	FAM53B|9679	724.7516
FAM53C|51307	1127.8689	FAM53C|51307	1142.1886
FAM54A|113115	45.9016	FAM54A|113115	14.0389
FAM54B|56181	1137.6721	FAM54B|56181	758.9129
FAM55C|91775	412.2951	FAM55C|91775	196.9042
FAM57A|79850	240.9836	FAM57A|79850	172.0662
FAM57B|83723	8.1967	FAM57B|83723	128.5025
FAM58A|92002	245.9016	FAM58A|92002	397.4082
FAM59A|64762	314.7541	FAM59A|64762	97.1922
FAM5B|57795	754.918	FAM5B|57795	719.2225
FAM60A|58516	2472.1311	FAM60A|58516	2706.9834
FAM63A|55793	1054.9180000000001	FAM63A|55793	2710.5832
FAM63B|54629	256.5574	FAM63B|54629	181.7855
FAM64A|54478	113.1148	FAM64A|54478	31.6775
FAM65A|79567	1266.3934	FAM65A|79567	2495.3204
FAM65B|9750	281.1475	FAM65B|9750	50.036
FAM65C|140876	35.2459	FAM65C|140876	221.0223
FAM66C|440078	11.4754	FAM66C|440078	30.5976
FAM66D|100132923	5.7377	FAM66D|100132923	25.3312
FAM69A|388650	159.0164	FAM69A|388650	114.8308
FAM69B|138311	101.5328	FAM69B|138311	178.8661
lowly_expressed	lowly_expressed	FAM69C|125704	10.7991
FAM70A|55026	22.1311	lowly_expressed	lowly_expressed
FAM70B|348013	27.0492	FAM70B|348013	62.635
FAM71D|161142	21.3115	FAM71D|161142	26.6379
FAM71E1|112703	133.0574	FAM71E1|112703	101.3535
FAM71F2|346653	6.5574	lowly_expressed	lowly_expressed
FAM72A|729533	36.8852	FAM72A|729533	20.5184
FAM72B|653820	90.1639	FAM72B|653820	119.5104
FAM72D|728833	68.8525	FAM72D|728833	47.8762
FAM73A|374986	904.0984	FAM73A|374986	473.0022
FAM73B|84895	242.623	FAM73B|84895	251.9798
FAM76A|199870	352.459	FAM76A|199870	118.7905
FAM76B|143684	233.6066	FAM76B|143684	225.7019
FAM78A|286336	58.1967	FAM78A|286336	21.2383
FAM78B|149297	12.2951	FAM78B|149297	10.4392
FAM81A|145773	49.1803	FAM81A|145773	220.3024
lowly_expressed	lowly_expressed	FAM81B|153643	50.7559
FAM82A1|151393	59.8361	FAM82A1|151393	43.9165
FAM82A2|55177	698.3607	FAM82A2|55177	1253.0598
FAM82B|51115	863.1148	FAM82B|51115	871.8503
FAM83A|84985	5.7377	FAM83A|84985	686.4651
FAM83B|222584	72.1311	lowly_expressed	lowly_expressed
FAM83D|81610	325.4098	FAM83D|81610	732.9014
FAM83E|54854	65.5738	FAM83E|54854	221.7423
FAM83F|113828	132.7869	FAM83F|113828	151.1879
FAM83G|644815	95.7541	FAM83G|644815	208.4233
FAM83H|286077	3045.9016	FAM83H|286077	4390.5688
FAM84A|151354	519.6721	FAM84A|151354	1071.6343
FAM84B|157638	4744.2623	FAM84B|157638	1604.3916
FAM86A|196483	409.3934	FAM86A|196483	325.1872
FAM86B1|85002	34.4262	FAM86B1|85002	41.7567
FAM86C|55199	128.6885	FAM86C|55199	127.0698
FAM86D|692099	149.1803	FAM86D|692099	98.2721
FAM89A|375061	27.0492	FAM89A|375061	119.8704
FAM89B|23625	736.0656	FAM89B|23625	1380.4896
FAM8A1|51439	650.8197	FAM8A1|51439	814.2549
lowly_expressed	lowly_expressed	FAM90A1|55138	16.5587
FAM91A1|157769	2459.8361	FAM91A1|157769	2289.0569
FAM92A1|137392	45.082	FAM92A1|137392	63.7149
lowly_expressed	lowly_expressed	FAM92B|339145	8.6393
FAM95B1|100133036	6.5574	FAM95B1|100133036	6.4795
FAM96A|84191	600.0	FAM96A|84191	1326.4939
FAM96B|51647	787.7049	FAM96B|51647	1366.8107
FAM98A|25940	611.4754	FAM98A|25940	389.4888
FAM98B|283742	459.0164	FAM98B|283742	318.2145
FAM98C|147965	258.1967	FAM98C|147965	524.4780000000001
lowly_expressed	lowly_expressed	FAM99A|387742	25.9179
lowly_expressed	lowly_expressed	FAM9B|171483	7.9194
FANCA|2175	321.5164	FANCA|2175	315.2052
FANCB|2187	27.8689	FANCB|2187	5.0396
FANCC|2176	201.6393	FANCC|2176	145.7883
FANCD2|2177	480.3115	FANCD2|2177	64.4348
FANCE|2178	46.7213	FANCE|2178	92.5126
FANCF|2188	582.7869	FANCF|2188	634.9892
FANCG|2189	269.6721	FANCG|2189	122.0302
FANCI|55215	974.7295	FANCI|55215	333.6861
FANCL|55120	472.8689	FANCL|55120	188.4269
FANCM|57697	142.623	FANCM|57697	29.5176
FANK1|92565	268.8525	FANK1|92565	275.018
FAP|2191	2438.5246	FAP|2191	165.2268
FAR1|84188	1411.4754	FAR1|84188	458.6033
FAR2|55711	77.8197	FAR2|55711	72.3542
FARP1|10160	2872.9508	FARP1|10160	3706.2635
FARP2|9855	177.0492	FARP2|9855	319.2945
FARS2|10667	181.9672	FARS2|10667	124.91
FARSA|2193	970.4918	FARSA|2193	1687.905
FARSB|10056	1031.1475	FARSB|10056	749.46
FASN|2194	9969.6721	FASN|2194	73191.8647
FASTKD1|79675	264.7541	FASTKD1|79675	183.2253
FASTKD2|22868	895.082	FASTKD2|22868	506.4795
FASTKD3|79072	221.3115	FASTKD3|79072	224.982
FASTKD5|60493	318.8525	FASTKD5|60493	134.9892
FASTK|10922	802.459	FASTK|10922	1270.3384
FAS|355	294.2623	FAS|355	218.1425
FAT1|2195	4931.9672	FAT1|2195	502.8798
FAT2|2196	317.2131	FAT2|2196	5.7595
FAT3|120114	22.9508	lowly_expressed	lowly_expressed
FAT4|79633	123.7705	FAT4|79633	78.8337
lowly_expressed	lowly_expressed	FATE1|89885	5.0396
FAU|2197	3025.4098	FAU|2197	10793.3765
FBF1|85302	227.918	FBF1|85302	792.9842
FBLIM1|54751	1137.7049	FBLIM1|54751	350.25199999999995
FBLL1|345630	59.8361	FBLL1|345630	124.91
FBLN1|2192	4034.4262	FBLN1|2192	611.5911
FBLN2|2199	1302.4589999999998	FBLN2|2199	393.4485
FBLN5|10516	490.1639	FBLN5|10516	771.0583
FBLN7|129804	103.2787	FBLN7|129804	220.3024
FBL|2091	1945.9016	FBL|2091	1777.5378
FBN1|2200	7857.3769999999995	FBN1|2200	927.2858
FBN2|2201	2823.7705	FBN2|2201	5.3996
FBP1|2203	1027.8689	FBP1|2203	2269.2585
FBRSL1|57666	961.4754	FBRSL1|57666	963.2829
FBRS|64319	1319.6721	FBRS|64319	3208.0634
FBXL12|54850	231.1475	FBXL12|54850	227.5018
lowly_expressed	lowly_expressed	FBXL13|222235	9.7192
FBXL14|144699	594.2623	FBXL14|144699	515.1188
FBXL15|79176	86.8852	FBXL15|79176	514.0389
FBXL16|146330	431.1475	FBXL16|146330	508.9993
FBXL17|64839	903.2787	FBXL17|64839	917.2066
FBXL18|80028	262.2951	FBXL18|80028	164.8668
FBXL19|54620	285.2459	FBXL19|54620	866.8107
FBXL20|84961	98.3607	FBXL20|84961	111.2311
FBXL22|283807	22.0902	FBXL22|283807	10.3168
FBXL2|25827	341.8033	FBXL2|25827	78.4737
FBXL3|26224	1790.9836	FBXL3|26224	990.2808
FBXL4|26235	201.6393	FBXL4|26235	242.2606
FBXL5|26234	2947.5409999999997	FBXL5|26234	1413.9669
FBXL6|26233	755.2377	FBXL6|26233	1411.3319
FBXL7|23194	465.5738	FBXL7|23194	81.3535
FBXL8|55336	34.6967	FBXL8|55336	212.1994
FBXO10|26267	93.4508	FBXO10|26267	63.3549
FBXO11|80204	1757.3770000000002	FBXO11|80204	979.1217
FBXO15|201456	27.0492	FBXO15|201456	50.036
FBXO16|157574	22.9508	FBXO16|157574	125.6767
FBXO17|115290	101.6393	FBXO17|115290	172.4262
FBXO18|84893	1299.1803	FBXO18|84893	1299.856
FBXO21|23014	1639.3443	FBXO21|23014	1341.2527
FBXO22OS|692224	47.6393	FBXO22OS|692224	78.0526
FBXO22|26263	455.6393	FBXO22|26263	550.0972
FBXO24|26261	10.7295	FBXO24|26261	12.5486
FBXO25|26260	774.5902	FBXO25|26260	792.2966
FBXO27|126433	22.9508	FBXO27|126433	15.8387
FBXO28|23219	1286.0656	FBXO28|23219	1071.6343
FBXO2|26232	135.2459	FBXO2|26232	502.8798
FBXO30|84085	380.3279	FBXO30|84085	159.1073
FBXO31|79791	576.2295	FBXO31|79791	732.1814
FBXO32|114907	772.1311	FBXO32|114907	1810.2952
FBXO33|254170	247.541	FBXO33|254170	259.1793
FBXO34|55030	747.541	FBXO34|55030	996.4003
FBXO36|130888	168.0328	FBXO36|130888	190.7847
FBXO38|81545	1229.5082	FBXO38|81545	834.7732
FBXO39|162517	5.7377	lowly_expressed	lowly_expressed
FBXO3|26273	739.3443	FBXO3|26273	559.7552
FBXO41|150726	193.4426	FBXO41|150726	579.1937
FBXO42|54455	700.0	FBXO42|54455	336.2131
FBXO43|286151	32.7869	FBXO43|286151	46.4363
FBXO44|93611	294.2623	FBXO44|93611	586.0331
FBXO45|200933	913.9344	FBXO45|200933	339.8128
FBXO46|23403	990.1639	FBXO46|23403	678.9057
FBXO48|554251	21.3115	FBXO48|554251	11.879000000000001
FBXO4|26272	217.2131	FBXO4|26272	423.6861
FBXO5|26271	275.4098	FBXO5|26271	80.6335
FBXO6|26270	189.3443	FBXO6|26270	524.8380000000001
FBXO7|25793	1716.3934	FBXO7|25793	1857.0914
FBXO8|26269	507.3361	FBXO8|26269	452.3398
FBXO9|26268	915.5738	FBXO9|26268	690.7847
FBXW11|23291	1588.5246	FBXW11|23291	777.1778
FBXW2|26190	1591.8033	FBXW2|26190	839.4528
FBXW4|6468	1226.2295	FBXW4|6468	2791.9366
FBXW5|54461	734.4262	FBXW5|54461	2700.5040000000004
FBXW7|55294	422.1311	FBXW7|55294	270.3384
FBXW8|26259	391.8033	FBXW8|26259	318.9345
FBXW9|84261	196.9262	FBXW9|84261	189.7912
lowly_expressed	lowly_expressed	FCAMR|83953	5.3996
FCER1A|2205	20.4918	lowly_expressed	lowly_expressed
FCER1G|2207	196.7213	FCER1G|2207	345.2124
FCF1|51077	1191.8033	FCF1|51077	471.9222
FCGBP|8857	103.2787	FCGBP|8857	18.3585
FCGR1A|2209	53.7623	FCGR1A|2209	11.4471
FCGR1B|2210	58.1967	FCGR1B|2210	15.4788
FCGR1C|100132417	19.6721	lowly_expressed	lowly_expressed
FCGR2A|2212	440.1639	FCGR2A|2212	410.7271
FCGR2B|2213	22.1311	FCGR2B|2213	114.8308
FCGR2C|9103	19.6721	FCGR2C|9103	24.838
FCGR3A|2214	838.5246	FCGR3A|2214	401.7279
FCGR3B|2215	7.377000000000001	FCGR3B|2215	15.1188
FCGRT|2217	1012.2951	FCGRT|2217	1766.7387
FCHO1|23149	9.8361	FCHO1|23149	57.9554
FCHO2|115548	512.2951	FCHO2|115548	530.2376
FCHSD1|89848	324.3361	FCHSD1|89848	506.0907
FCHSD2|9873	939.3934	FCHSD2|9873	924.9856
lowly_expressed	lowly_expressed	FCN2|2220	300.9359
FCN3|8547	22.9508	FCN3|8547	1096.1123
FCRLB|127943	68.0328	FCRLB|127943	151.9078
FDFT1|2222	2304.9179999999997	lowly_expressed	lowly_expressed
