gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
ALMS1|7840	1299.9175	ALMS1|7840	775.2615
lowly_expressed	lowly_expressed	ALOX12P2|245	15.634
ALOX12|239	63.0755	lowly_expressed	lowly_expressed
ALOX15B|247	27.2277	ALOX15B|247	76.3306
ALOX15|246	30.5281	ALOX15|246	18.8527
ALOX5AP|241	684.6122	ALOX5AP|241	333.8315
ALOX5|240	454.8267	ALOX5|240	433.1532
lowly_expressed	lowly_expressed	ALOXE3|59344	8.2768
ALPK1|80216	397.07099999999997	ALPK1|80216	507.1847
ALPK2|115701	67.863	ALPK2|115701	20.691999999999997
ALPK3|57538	369.0182	ALPK3|57538	507.1847
ALPL|249	158.8284	ALPL|249	2216.3467
ALS2CL|259173	73.6386	ALS2CL|259173	269.4563
ALS2CR11|151254	6.1881	lowly_expressed	lowly_expressed
ALS2CR12|130540	7.8383	ALS2CR12|130540	5.0581
ALS2CR4|65062	777.0215	ALS2CR4|65062	1390.9645
ALS2CR8|79800	162.1287	ALS2CR8|79800	183.9292
ALS2|57679	810.6436	ALS2|57679	725.1408
ALX3|257	9.2822	ALX3|257	23.451
lowly_expressed	lowly_expressed	ALX4|60529	28.9688
AMACR|23600	425.33	AMACR|23600	260.7196
AMBRA1|55626	939.3564	AMBRA1|55626	894.8155
AMD1|262	1437.0875	AMD1|262	1939.0735
AMDHD1|144193	17.1205	AMDHD1|144193	15.1742
AMDHD2|51005	103.8098	AMDHD2|51005	139.8598
AMFR|267	3516.7079	AMFR|267	3433.9579
AMH|268	6.3944	lowly_expressed	lowly_expressed
AMICA1|120425	445.7508	AMICA1|120425	103.92
AMIGO1|57463	64.9752	AMIGO1|57463	146.2237
AMIGO2|347902	531.9719	AMIGO2|347902	4060.2368
AMIGO3|386724	47.236000000000004	AMIGO3|386724	36.7858
AMMECR1L|83607	754.1254	AMMECR1L|83607	870.4449
AMMECR1|9949	778.2591	AMMECR1|9949	327.8538
AMN1|196394	143.5644	AMN1|196394	231.291
AMOTL1|154810	1379.3317	AMOTL1|154810	3090.4702
AMOTL2|51421	860.5611	AMOTL2|51421	6777.7906
AMOT|154796	1183.7871	AMOT|154796	971.1461
AMPD1|270	8.8696	AMPD1|270	10.1161
AMPD2|271	359.5297	AMPD2|271	588.5734
AMPD3|272	355.8168	AMPD3|272	134.2683
AMPH|273	637.995	AMPH|273	101.1611
AMT|275	33.6221	AMT|275	36.326
AMY1A|276	96.7409	AMY1A|276	5.9777
AMY2B|280	133.1477	AMY2B|280	130.5851
AMZ1|155185	22.896	AMZ1|155185	15.1742
AMZ2P1|201283	161.0974	AMZ2P1|201283	177.0318
AMZ2|51321	1175.5363	AMZ2|51321	997.8158
ANAPC10|10393	119.0182	ANAPC10|10393	163.697
ANAPC11|51529	386.7574	ANAPC11|51529	476.3766
ANAPC13|25847	893.4633	ANAPC13|25847	1048.4791
ANAPC16|119504	1889.6452	ANAPC16|119504	2435.2224
ANAPC1|64682	838.9026	ANAPC1|64682	676.3996
ANAPC2|29882	338.4901	ANAPC2|29882	438.6711
ANAPC4|29945	556.9307	ANAPC4|29945	483.2739
ANAPC5|51433	2153.2591	ANAPC5|51433	1873.7786
ANAPC7|51434	987.005	ANAPC7|51434	725.1408
ANGEL1|23357	344.2657	ANGEL1|23357	591.7922
ANGEL2|90806	1020.4208	ANGEL2|90806	651.1093
ANGPT1|284	190.1815	ANGPT1|284	518.6803
ANGPT2|285	407.5908	ANGPT2|285	996.8962
lowly_expressed	lowly_expressed	ANGPT4|51378	42.3037
ANGPTL1|9068	195.5446	ANGPTL1|9068	890.2173
ANGPTL2|23452	1627.4752	ANGPTL2|23452	6628.8079
ANGPTL4|51129	432.5495	ANGPTL4|51129	1069.5482
ANGPTL5|253935	12.17	ANGPTL5|253935	22.5313
lowly_expressed	lowly_expressed	ANGPTL7|10218	671.8014
ANG|283	202.1432	ANG|283	503.7499
ANK1|286	30.5281	ANK1|286	30.3483
ANK2|287	1090.5528	ANK2|287	1988.2745
ANK3|288	1412.1287	ANK3|288	855.7305
ANKAR|150709	37.1287	ANKAR|150709	41.8439
ANKDD1A|348094	65.3878	ANKDD1A|348094	121.3933
ANKFY1|51479	1854.5792	ANKFY1|51479	2167.6055
ANKHD1-EIF4EBP3|404734	727.9167	ANKHD1-EIF4EBP3|404734	1151.3783
ANKHD1|54882	4080.9777	ANKHD1|54882	2056.6548
ANKH|56172	2012.7888	ANKH|56172	1994.2522
ANKIB1|54467	1942.8629999999998	ANKIB1|54467	1453.9602
lowly_expressed	lowly_expressed	ANKK1|255239	25.7501
ANKLE1|126549	7.0132	lowly_expressed	lowly_expressed
ANKLE2|23141	1347.3597	ANKLE2|23141	1436.487
ANKMY1|51281	157.5908	ANKMY1|51281	198.6435
ANKMY2|57037	554.868	ANKMY2|57037	531.5554
ANKRA2|57763	312.5	ANKRA2|57763	374.7557
ANKRD10|55608	1339.934	ANKRD10|55608	1151.8565
ANKRD11|29123	1387.8156	ANKRD11|29123	2176.5122
ANKRD12|23253	2017.3267	ANKRD12|23253	1696.2869
ANKRD13A|88455	1051.7739	ANKRD13A|88455	1201.0576
ANKRD13B|124930	97.566	ANKRD13B|124930	132.8888
ANKRD13C|81573	915.6353	ANKRD13C|81573	678.6987
ANKRD13D|338692	443.2756	ANKRD13D|338692	369.2378
ANKRD16|54522	100.4538	ANKRD16|54522	125.0718
ANKRD17|26057	3284.0347	ANKRD17|26057	3105.1845
ANKRD19|138649	26.4026	ANKRD19|138649	31.268
ANKRD20A3|441425	5.5693	lowly_expressed	lowly_expressed
ANKRD20B|729171	5.1568	lowly_expressed	lowly_expressed
ANKRD22|118932	226.4851	ANKRD22|118932	41.8439
ANKRD23|200539	18.3581	ANKRD23|200539	18.8527
ANKRD24|170961	9.2822	ANKRD24|170961	21.6117
ANKRD26|22852	752.8878	ANKRD26|22852	258.8803
ANKRD27|84079	1154.9092	ANKRD27|84079	890.2173
ANKRD28|23243	1593.6469	ANKRD28|23243	1386.8261
ANKRD29|147463	69.5132	ANKRD29|147463	340.7288
ANKRD30A|91074	1647.2772	ANKRD30A|91074	307.6216
ANKRD30B|374860	10.5198	ANKRD30B|374860	18.8527
ANKRD32|84250	467.4092	ANKRD32|84250	169.2149
ANKRD34A|284615	14.2327	ANKRD34A|284615	22.5313
ANKRD34C|390616	7.2195	ANKRD34C|390616	31.7278
ANKRD35|148741	27.0215	ANKRD35|148741	112.6566
ANKRD36BP1|84832	198.8449	ANKRD36BP1|84832	125.5317
ANKRD36B|57730	57.3432	ANKRD36B|57730	23.451
ANKRD36|375248	198.2261	ANKRD36|375248	141.6255
ANKRD37|353322	45.6724	ANKRD37|353322	303.474
ANKRD39|51239	70.3383	ANKRD39|51239	97.0226
ANKRD40|91369	1192.6568	ANKRD40|91369	2106.9088
ANKRD42|338699	303.8366	ANKRD42|338699	313.1394
ANKRD43|134548	1186.4686	ANKRD43|134548	38.1653
ANKRD44|91526	212.665	ANKRD44|91526	84.6074
ANKRD45|339416	6.8069	ANKRD45|339416	5.9777
ANKRD46|157567	565.8251	ANKRD46|157567	636.4134
ANKRD49|54851	379.3317	ANKRD49|54851	243.7062
ANKRD50|57182	1534.4472	ANKRD50|57182	1383.6073
ANKRD52|283373	1079.2079	ANKRD52|283373	1047.9365
ANKRD53|79998	24.7525	ANKRD53|79998	45.9823
ANKRD54|129138	195.3383	ANKRD54|129138	257.5009
ANKRD55|79722	14.8515	lowly_expressed	lowly_expressed
ANKRD56|345079	46.2046	ANKRD56|345079	66.2145
ANKRD57|65124	550.1238	ANKRD57|65124	649.7299
ANKRD58|347454	15.8828	lowly_expressed	lowly_expressed
ANKRD5|63926	294.3482	ANKRD5|63926	166.9157
ANKRD6|22881	201.9059	ANKRD6|22881	308.1963
ANKRD9|122416	11.1386	ANKRD9|122416	35.8662
ANKS1A|23294	955.2393	ANKS1A|23294	1246.1202
ANKS1B|56899	171.4109	ANKS1B|56899	114.4959
ANKS3|124401	123.1436	ANKS3|124401	134.7281
ANKS6|203286	125.0	ANKS6|203286	211.9784
ANKZF1|55139	517.3267	ANKZF1|55139	409.7023
ANLN|54443	1243.1931	ANLN|54443	49.6609
ANO10|55129	760.9323	ANO10|55129	881.9405
ANO1|55107	3499.3812	ANO1|55107	6133.5786
ANO2|57101	35.8911	ANO2|57101	155.4202
ANO3|63982	9.901	ANO3|63982	44.143
ANO4|121601	9.0759	ANO4|121601	11.9554
ANO5|203859	27.434	ANO5|203859	60.6966
ANO6|196527	4608.7046	ANO6|196527	5138.5217
ANO7|50636	6.8069	ANO7|50636	12.4152
ANO8|57719	202.1452	ANO8|57719	224.8534
ANO9|338440	44.7607	ANO9|338440	63.4556
ANP32A|8125	3158.2096	ANP32A|8125	2032.8773
ANP32B|10541	2748.5561	ANP32B|10541	2214.5074
ANP32E|81611	1965.7591	ANP32E|81611	957.3514
ANPEP|290	739.2739	ANPEP|290	2191.0564
ANTXR1|84168	5239.4802	ANTXR1|84168	6705.5983
ANTXR2|118429	1670.3795	ANTXR2|118429	2527.6469
ANUBL1|93550	150.5776	ANUBL1|93550	264.3982
ANXA11|311	2078.7954	ANXA11|311	4001.3795
ANXA1|301	4897.6898	ANXA1|301	14133.1187
ANXA2P1|303	68.8944	ANXA2P1|303	62.0761
ANXA2P2|304	3893.9769	ANXA2P2|304	4005.5179
ANXA2P3|305	6.3944	lowly_expressed	lowly_expressed
ANXA2|302	11130.5693	ANXA2|302	13472.3531
ANXA3|306	511.1386	ANXA3|306	1649.8448
ANXA4|307	1391.0891	ANXA4|307	1810.7828
ANXA5|308	8026.1964	ANXA5|308	9221.7496
ANXA6|309	4804.0429	ANXA6|309	6130.8196
ANXA7|310	3088.2838	ANXA7|310	3042.1888
ANXA8L2|244	6.3944	ANXA8L2|244	78.6297
ANXA8|653145	24.1337	ANXA8|653145	314.5189
ANXA9|8416	245.46200000000002	ANXA9|8416	159.0987
AOAH|313	559.1997	AOAH|313	127.37100000000001
AOC2|314	16.7079	AOC2|314	71.7324
AOC3|8639	3128.3003	AOC3|8639	9149.0976
AOX1|316	682.3432	AOX1|316	2149.2126
AP1AR|55435	839.934	AP1AR|55435	587.6538
AP1B1|162	2131.1881	AP1B1|162	1930.7966
AP1G1|164	2926.7739	AP1G1|164	2366.7088
AP1G2|8906	703.5272	AP1G2|8906	684.0464
AP1M1|8907	888.4076	AP1M1|8907	959.1907
AP1M2|10053	2352.7228	AP1M2|10053	549.9483
AP1S1|1174	534.6535	AP1S1|1174	384.8718
AP1S2|8905	888.2013	AP1S2|8905	619.3815
AP1S3|130340	175.5363	AP1S3|130340	91.0449
AP2A1|160	1639.6658	AP2A1|160	1542.8394
AP2A2|161	1278.0528	AP2A2|161	1770.3184
AP2B1|163	9640.8828	AP2B1|163	7229.7965
AP2M1|1173	4539.604	AP2M1|1173	4726.0605
AP2S1|1175	1345.5033	AP2S1|1175	826.3019
AP3B1|8546	2597.1535	AP3B1|8546	1274.1694
AP3B2|8120	25.9901	AP3B2|8120	45.0627
AP3D1|8943	2076.1139	AP3D1|8943	2207.1502
AP3M1|26985	1854.1667	AP3M1|26985	1356.4778
AP3M2|10947	753.3003	AP3M2|10947	303.943
AP3S1|1176	1321.1634	AP3S1|1176	1073.6866
AP3S2|10239	1323.5479	AP3S2|10239	1104.0855
AP4B1|10717	340.9983	AP4B1|10717	291.4404
AP4E1|23431	549.7112	AP4E1|23431	457.5239
AP4M1|9179	183.4158	AP4M1|9179	266.8169
AP4S1|11154	82.5083	AP4S1|11154	77.2503
APAF1|317	938.1188	APAF1|317	673.6406
APBA1|320	77.5578	APBA1|320	288.7688
APBA2|321	50.5363	APBA2|321	45.9823
APBA3|9546	104.3729	APBA3|9546	139.3264
APBB1IP|54518	871.0809	APBB1IP|54518	607.4261
APBB1|322	745.462	APBB1|322	827.2215
APBB2|323	2867.368	APBB2|323	2707.8975
APBB3|10307	166.4604	APBB3|10307	131.0495
APCDD1L|164284	8.2508	APCDD1L|164284	156.3398
APCDD1|147495	470.0908	APCDD1|147495	1153.236
APC|324	1471.9472	APC|324	1412.5762
APEH|327	1351.2789	APEH|327	1131.6243
APEX1|328	2390.8828	APEX1|328	2036.5559
APEX2|27301	520.0083	APEX2|27301	509.4838
APH1A|51107	4516.2954	APH1A|51107	3351.1898
APH1B|83464	656.3531	APH1B|83464	864.927
API5|8539	3787.7475	API5|8539	2395.6777
APIP|51074	609.014	APIP|51074	363.2647
APITD1|378708	168.3643	APITD1|378708	104.3798
APLF|200558	69.1007	APLF|200558	107.5986
APLNR|187	2186.4686	APLNR|187	2222.7842
APLN|8862	47.6485	APLN|8862	149.9023
APLP1|333	54.4554	APLP1|333	65.2949
APLP2|334	9870.462	APLP2|334	16539.8322
APOA1BP|128240	1078.5891	APOA1BP|128240	901.253
APOB48R|55911	371.9059	APOB48R|55911	66.2145
APOBEC3A|200315	22.896	APOBEC3A|200315	11.4956
APOBEC3B|9582	197.8135	APOBEC3B|9582	27.5894
APOBEC3C|27350	383.8696	APOBEC3C|27350	339.3494
APOBEC3D|140564	160.6848	APOBEC3D|140564	72.652
APOBEC3F|200316	226.4851	APOBEC3F|200316	206.4605
APOBEC3G|60489	576.9389	APOBEC3G|60489	383.9522
APOBEC3H|164668	29.9092	lowly_expressed	lowly_expressed
APOB|338	32.1782	APOB|338	273.5947
APOC1|341	1558.1683	APOC1|341	257.041
APOC2|344	91.7904	APOC2|344	17.9331
APOD|347	2570.7508	APOD|347	23017.3583
APOE|348	3174.9175	APOE|348	2057.7078
APOF|319	28.6716	lowly_expressed	lowly_expressed
APOL1|8542	2754.7442	APOL1|8542	1706.4029999999998
APOL2|23780	892.533	APOL2|23780	600.9886
APOL3|80833	1331.4769	APOL3|80833	1630.9921
APOL4|80832	260.5198	APOL4|80832	174.7327
APOL6|80830	5116.1304	APOL6|80830	2581.4461
APOLD1|81575	779.4967	APOLD1|81575	5469.1344
APOM|55937	27.0215	APOM|55937	34.9465
APOOL|139322	342.8218	APOOL|139322	233.5901
APOO|79135	253.3003	APOO|79135	106.2191
APPBP2|10513	1509.4884	APPBP2|10513	1462.237
APPL1|26060	3021.2459	APPL1|26060	1914.7028
APPL2|55198	1075.2888	APPL2|55198	1597.425
APP|351	25255.9818	APP|351	31013.6797
APRT|353	500.6188	APRT|353	835.9582
APTX|54840	436.6749	APTX|54840	395.9076
AQP11|282679	12.17	AQP11|282679	24.3706
AQP1|358	7186.6419	AQP1|358	22583.6165
AQP3|360	388.8201	AQP3|360	801.4714
lowly_expressed	lowly_expressed	AQP4|361	28.509
lowly_expressed	lowly_expressed	AQP5|362	14.7143
AQP7P1|375719	225.4538	AQP7P1|375719	473.1578
AQP7P3|441432	14.0264	AQP7P3|441432	21.1519
AQP7|364	321.1634	AQP7|364	831.3599
AQP9|366	101.4851	AQP9|366	7.3572
AQPEP|206338	89.3111	AQPEP|206338	199.0804
AQR|9716	1612.005	AQR|9716	1197.379
ARAF|369	872.3185	ARAF|369	1094.8385
ARAP1|116985	1564.1213	ARAP1|116985	2128.5067
ARAP2|116984	781.9719	ARAP2|116984	316.818
ARAP3|64411	444.9257	ARAP3|64411	951.8335
ARCN1|372	4900.3713	ARCN1|372	4073.5717
lowly_expressed	lowly_expressed	ARC|23237	262.0991
AREG|374	38.5726	AREG|374	2749.2815
ARF1|375	11454.0017	ARF1|375	7009.0815
ARF3|377	6967.4092	ARF3|377	4216.5766
ARF4|378	6858.0858	ARF4|378	4044.6028
ARF5|381	1308.1601	ARF5|381	1763.8809
ARF6|382	4221.1221	ARF6|382	3011.3806
ARFGAP1|55738	918.1106	ARFGAP1|55738	667.2031
ARFGAP2|84364	1611.3861	ARFGAP2|84364	1572.5946
ARFGAP3|26286	1399.5462	ARFGAP3|26286	1216.2318
ARFGEF1|10565	5251.2026	ARFGEF1|10565	1758.4458
ARFGEF2|10564	3328.7954	ARFGEF2|10564	2273.3648
ARFIP1|27236	1418.3168	ARFIP1|27236	1122.4279
ARFIP2|23647	1198.2261	ARFIP2|23647	951.3737
ARFRP1|10139	353.9604	ARFRP1|10139	421.1978
ARG2|384	159.5441	ARG2|384	192.0497
ARGLU1|55082	1341.7904	ARGLU1|55082	1154.6155
ARHGAP10|79658	333.1271	ARHGAP10|79658	713.1854
ARHGAP11A|9824	845.297	ARHGAP11A|9824	64.835
ARHGAP11B|89839	39.0182	lowly_expressed	lowly_expressed
ARHGAP12|94134	1185.4373	ARHGAP12|94134	1155.0753
ARHGAP15|55843	294.7607	ARHGAP15|55843	98.8619
ARHGAP17|55114	1290.0165	ARHGAP17|55114	1856.3053
ARHGAP18|93663	858.0858	ARHGAP18|93663	339.3494
ARHGAP19|84986	560.4373	ARHGAP19|84986	1254.8569
ARHGAP1|392	3006.1881	ARHGAP1|392	4388.5504
ARHGAP20|57569	107.2607	ARHGAP20|57569	394.0683
ARHGAP21|57584	1969.2657	ARHGAP21|57584	2762.1566
ARHGAP22|58504	72.6073	ARHGAP22|58504	55.1788
ARHGAP23|57636	548.8861	ARHGAP23|57636	1257.6158
ARHGAP24|83478	351.0726	ARHGAP24|83478	468.0998
ARHGAP25|9938	721.7409	ARHGAP25|9938	453.8453
ARHGAP26|23092	599.6287	ARHGAP26|23092	772.5026
ARHGAP27|201176	349.4224	ARHGAP27|201176	446.4881
ARHGAP28|79822	225.6601	ARHGAP28|79822	215.1971
ARHGAP29|9411	3687.2937	ARHGAP29|9411	4055.1788
ARHGAP30|257106	1308.3746	ARHGAP30|257106	322.3359
ARHGAP31|57514	1590.9653	ARHGAP31|57514	1905.5064
ARHGAP32|9743	1365.9241	ARHGAP32|9743	1376.71
ARHGAP33|115703	112.83	ARHGAP33|115703	104.3798
lowly_expressed	lowly_expressed	ARHGAP36|158763	329.6931
ARHGAP39|80728	233.2921	ARHGAP39|80728	149.9023
ARHGAP42|143872	228.9604	ARHGAP42|143872	199.5632
ARHGAP4|393	313.9439	ARHGAP4|393	284.1706
ARHGAP5|394	2607.467	ARHGAP5|394	3132.7739
ARHGAP6|395	141.2954	ARHGAP6|395	251.5232
ARHGAP8|23779	141.1902	ARHGAP8|23779	190.7208
ARHGAP9|64333	245.46200000000002	ARHGAP9|64333	76.3306
ARHGDIA|396	2438.5314	ARHGDIA|396	3886.4237
ARHGDIB|397	10648.3086	ARHGDIB|397	3737.4411
lowly_expressed	lowly_expressed	ARHGDIG|398	13.3349
ARHGEF10L|55160	349.4224	ARHGEF10L|55160	915.5075
ARHGEF10|9639	570.5446	ARHGEF10|9639	1258.5355
ARHGEF11|9826	1393.9769	ARHGEF11|9826	1287.9641
ARHGEF12|23365	4461.6337	ARHGEF12|23365	6082.9980000000005
ARHGEF15|22899	607.0545	ARHGEF15|22899	1550.523
ARHGEF16|27237	152.6403	ARHGEF16|27237	159.5586
ARHGEF17|9828	672.8548	ARHGEF17|9828	2156.5697
ARHGEF18|23370	1069.9257	ARHGEF18|23370	686.9755
ARHGEF19|128272	291.4604	ARHGEF19|128272	198.6435
ARHGEF1|9138	1087.2525	ARHGEF1|9138	1041.499
ARHGEF2|9181	2923.2673	ARHGEF2|9181	2228.3021
ARHGEF33|100271715	8.2508	ARHGEF33|100271715	10.5759
ARHGEF35|445328	209.571	ARHGEF35|445328	532.9348
ARHGEF37|389337	221.1221	ARHGEF37|389337	1074.1465
ARHGEF38|54848	12.7888	ARHGEF38|54848	36.7858
ARHGEF3|50650	1813.3251	ARHGEF3|50650	1305.4374
ARHGEF4|50649	54.2492	ARHGEF4|50649	234.0499
ARHGEF5|7984	217.6155	ARHGEF5|7984	513.1624
ARHGEF6|9459	1869.4307	ARHGEF6|9459	2247.1548
ARHGEF7|8874	1266.9142	ARHGEF7|8874	1731.2335
ARHGEF9|23229	500.0	ARHGEF9|23229	746.2927
ARID1A|8289	3346.9472	ARID1A|8289	2653.6383
ARID1B|57492	1934.8185	ARID1B|57492	2211.2887
ARID2|196528	2453.7954	ARID2|196528	904.012
ARID3A|1820	73.2261	ARID3A|1820	54.2591
ARID3B|10620	123.3498	ARID3B|10620	85.5271
ARID4A|5926	1072.401	ARID4A|5926	934.8201
ARID4B|51742	2989.2739	ARID4B|51742	1475.273
ARID5A|10865	380.7756	ARID5A|10865	2200.7127
ARID5B|84159	1974.4224	ARID5B|84159	6273.3648
ARIH1|25820	1921.6172	ARIH1|25820	1780.8944
ARIH2|10425	1394.5957	ARIH2|10425	1345.9018
ARL10|285598	32.3845	ARL10|285598	36.326
ARL11|115761	113.8614	ARL11|115761	36.326
ARL13B|200894	265.264	ARL13B|200894	331.9922
ARL15|54622	835.3960000000001	ARL15|54622	815.2661
ARL16|339231	210.8086	ARL16|339231	221.1748
ARL17A|51326	82.8156	ARL17A|51326	63.3084
ARL1|400	3138.8201	ARL1|400	2119.7839
ARL2BP|23568	1688.5314	ARL2BP|23568	1624.5545
ARL2|402	513.8201	ARL2|402	1130.2449
ARL3|403	864.0677	ARL3|403	556.8456
ARL4A|10124	643.9769	ARL4A|10124	825.8421
ARL4C|10123	1080.4455	ARL4C|10123	1310.0356
ARL4D|379	32.797	ARL4D|379	210.1391
ARL5A|26225	1356.6419	ARL5A|26225	970.2265
ARL5B|221079	449.8762	ARL5B|221079	482.8141
ARL6IP1|23204	12647.071000000002	ARL6IP1|23204	4643.7522
ARL6IP4|51329	852.7228	ARL6IP4|51329	1138.5217
ARL6IP5|10550	4698.8449	ARL6IP5|10550	4808.8286
ARL6IP6|151188	300.9488	ARL6IP6|151188	365.0994
ARL6|84100	122.1122	ARL6|84100	94.7235
ARL8A|127829	1278.0528	ARL8A|127829	1038.2803
ARL8B|55207	3044.1419	ARL8B|55207	2292.2175
ARL9|132946	7.4257	ARL9|132946	5.9777
ARMC10|83787	808.0672	ARMC10|83787	644.9155
ARMC1|55156	1118.1931	ARMC1|55156	741.2346
ARMC2|84071	46.2046	ARMC2|84071	47.8216
ARMC3|219681	8.4571	ARMC3|219681	5.0581
lowly_expressed	lowly_expressed	ARMC4|55130	9.1965
ARMC5|79798	149.9587	ARMC5|79798	229.4517
ARMC6|93436	424.0759	ARMC6|93436	304.4028
ARMC7|79637	198.4323	ARMC7|79637	207.84
ARMC8|25852	764.4389	ARMC8|25852	797.3330000000001
ARMC9|80210	293.3168	ARMC9|80210	176.572
ARMCX1|51309	868.6056	ARMCX1|51309	843.3153
ARMCX2|9823	1253.9191	ARMCX2|9823	744.4534
ARMCX3|51566	2322.1947	ARMCX3|51566	1640.1885
ARMCX5|64860	371.6997	ARMCX5|64860	327.8538
ARMCX6|54470	234.736	ARMCX6|54470	164.6166
ARNT2|9915	2067.038	ARNT2|9915	328.7734
ARNTL2|56938	494.63699999999994	ARNTL2|56938	40.9242
ARNTL|406	501.8564	ARNTL|406	484.1936
ARNT|405	1825.0825	ARNT|405	2110.1276
ARPC1A|10552	1691.0891	ARPC1A|10552	2136.3375
ARPC1B|10095	1654.2079	ARPC1B|10095	1541.7864
ARPC2|10109	5423.8861	ARPC2|10109	3373.7211
ARPC3|10094	4568.2756	ARPC3|10094	2457.2939
ARPC4|10093	2788.29	ARPC4|10093	2645.5593
ARPC5L|81873	1011.1386	ARPC5L|81873	401.8853
ARPC5|10092	8377.8878	ARPC5|10092	2697.7814
ARPM1|84517	26.6089	ARPM1|84517	42.7635
ARPP19|10776	4597.7723	ARPP19|10776	4333.3717
ARRB1|408	475.0413	ARRB1|408	1228.647
ARRB2|409	887.995	ARRB2|409	577.0778
ARRDC1|92714	349.835	ARRDC1|92714	442.8095
ARRDC2|27106	630.363	ARRDC2|27106	490.1713
ARRDC3|57561	3448.4323	ARRDC3|57561	3734.2223
ARRDC4|91947	804.0429	ARRDC4|91947	1349.5804
ARSA|410	401.8152	ARSA|410	794.1143
ARSB|411	541.4604	ARSB|411	331.0725
ARSD|414	1099.4224	ARSD|414	2610.8748
ARSE|415	8.6634	ARSE|415	21.1519
ARSG|22901	154.9092	ARSG|22901	276.8134
ARSI|340075	21.6584	ARSI|340075	41.3841
ARSJ|79642	65.1815	ARSJ|79642	258.4205
ARSK|153642	310.231	ARSK|153642	227.1525
lowly_expressed	lowly_expressed	ART3|419	8.2768
ART4|420	11.9637	ART4|420	33.5671
lowly_expressed	lowly_expressed	ART5|116969	15.634
ARTN|9048	24.9587	ARTN|9048	14.7143
ARV1|64801	719.0594	ARV1|64801	312.6796
ARVCF|421	75.9076	ARVCF|421	334.7511
lowly_expressed	lowly_expressed	ARX|170302	16.0938
AR|367	560.0248	AR|367	616.6226
AS3MT|57412	102.5165	AS3MT|57412	192.206
ASAH1|427	14898.9274	ASAH1|427	5071.8473
ASAH2B|653308	12.17	ASAH2B|653308	7.817
ASAH2|56624	9.901	lowly_expressed	lowly_expressed
ASAM|79827	451.5264	ASAM|79827	668.5826
ASAP1|50807	2160.4785	ASAP1|50807	1472.3531
ASAP2|8853	1078.7954	ASAP2|8853	1125.1868
ASAP3|55616	589.7277	ASAP3|55616	988.6194
lowly_expressed	lowly_expressed	ASB12|142689	7.817
ASB13|79754	865.7178	ASB13|79754	524.1982
ASB14|142686	8.0446	ASB14|142686	11.0358
ASB16|92591	14.8866	ASB16|92591	16.5536
ASB1|51665	275.2125	ASB1|51665	589.1528
ASB2|51676	48.6799	ASB2|51676	119.554
ASB3|51130	467.20300000000003	ASB3|51130	337.9699
ASB6|140459	457.3948	ASB6|140459	548.8493
ASB7|140460	597.1535	ASB7|140460	450.1667
ASB8|140461	1017.1205	ASB8|140461	757.3284
ASB9|140462	72.40100000000001	ASB9|140462	49.2011
ASCC1|51008	527.2277	ASCC1|51008	425.3362
ASCC2|84164	834.7772	ASCC2|84164	882.4003
ASCC3|10973	2045.9983	ASCC3|10973	1024.4856
ASCL1|429	38.1601	lowly_expressed	lowly_expressed
ASCL2|430	95.0908	ASCL2|430	12.4152
ASF1A|25842	812.7063	ASF1A|25842	480.515
ASF1B|55723	451.7327	ASF1B|55723	28.9688
ASGR1|432	7.632000000000001	ASGR1|432	17.0134
ASGR2|433	8.2508	lowly_expressed	lowly_expressed
ASH1L|55870	3523.5004	ASH1L|55870	2793.7924
ASH2L|9070	1508.0446	ASH2L|9070	1185.4236
ASL|435	182.137	lowly_expressed	lowly_expressed
ASMTL|8623	335.39599999999996	ASMTL|8623	712.7256
ASNA1|439	1424.505	ASNA1|439	834.1189
ASNSD1|54529	1080.0330000000001	ASNSD1|54529	1000.115
ASNS|440	324.8762	ASNS|440	281.4117
ASPA|443	57.3432	ASPA|443	91.0449
ASPHD1|253982	44.3482	ASPHD1|253982	17.0134
ASPHD2|57168	102.104	ASPHD2|57168	40.9242
ASPH|444	7246.0705	ASPH|444	8143.5843
ASPM|259266	1661.3036	ASPM|259266	23.451
ASPN|54829	3172.6485	ASPN|54829	1623.1751
ASPRV1|151516	30.6518	ASPRV1|151516	67.0008
ASPSCR1|79058	155.9406	ASPSCR1|79058	188.9872
ASRGL1|80150	508.8696	ASRGL1|80150	117.2549
ASS1|445	1136.9637	ASS1|445	2447.1778
ASTE1|28990	205.55900000000003	ASTE1|28990	230.6932
ASTN1|460	7.0132	ASTN1|460	106.2191
ASTN2|23245	234.3234	ASTN2|23245	204.6212
ASXL1|171023	2165.2228	ASXL1|171023	1819.5195
ASXL2|55252	923.6799	ASXL2|55252	854.3511
ASXL3|80816	37.5413	ASXL3|80816	62.5359
ATAD1|84896	1268.1518	ATAD1|84896	1143.5797
ATAD2B|54454	573.8449	ATAD2B|54454	301.184
ATAD2|29028	2518.7706	ATAD2|29028	423.9568
ATAD3A|55210	193.4818	ATAD3A|55210	186.2283
ATAD3B|83858	103.7541	ATAD3B|83858	86.4467
ATAD3C|219293	125.4125	ATAD3C|219293	39.5448
ATAD5|79915	159.6535	ATAD5|79915	35.8662
