gene_id	TCGA-BH-A208-01A-11R-A157-07	gene_id	TCGA-BH-A208-11A-51R-A157-07
lowly_expressed	lowly_expressed	ESR2|2100	23.6348
ESRP1|54845	1619.7843	ESRP1|54845	1791.4504
ESRP2|80004	575.2261	ESRP2|80004	1046.9557
ESRRA|2101	432.2911	ESRRA|2101	451.9348
lowly_expressed	lowly_expressed	ESRRB|2103	30.9807
ESRRG|2104	59.2657	ESRRG|2104	273.3966
ESYT1|23344	2792.4611	ESYT1|23344	4060.0674
ESYT2|57488	4356.4658	ESYT2|57488	4667.8638
ESYT3|83850	11.765999999999998	ESYT3|83850	118.1738
ETAA1|54465	255.8013	ETAA1|54465	487.7063
ETF1|2107	2494.3894	ETF1|2107	4843.8469
ETFA|2108	1692.5591	ETFA|2108	916.6452
ETFB|2109	213.0951	ETFB|2109	1087.1987
ETFDH|2110	377.3832	ETFDH|2110	600.1311
ETHE1|23474	713.3675	ETHE1|23474	445.2277
ETNK1|55500	664.9962	ETNK1|55500	1224.2164
ETNK2|55224	222.6822	ETNK2|55224	370.8101
ETS1|2113	5643.7519999999995	ETS1|2113	2907.3941
ETS2|2114	1454.1889	ETS2|2114	2630.1648
ETV1|2115	1081.5993	ETV1|2115	1005.1158
ETV2|2116	21.3531	ETV2|2116	6.0684
ETV3L|440695	6.5367	ETV3L|440695	97.0941
ETV3|2117	183.898	ETV3|2117	558.93
ETV4|2118	49.2428	ETV4|2118	480.6798
ETV5|2119	595.7076	ETV5|2119	1860.4384
ETV6|2120	2288.7025	ETV6|2120	3495.3884
ETV7|51513	31.8117	ETV7|51513	23.9541
EVC2|132884	230.0904	EVC2|132884	228.6822
EVC|2121	1726.6107	EVC|2121	1158.4032
EVI2A|2123	563.4601	EVI2A|2123	162.2494
EVI2B|2124	455.3873	EVI2B|2124	389.654
EVI5L|115704	252.3151	EVI5L|115704	210.7965
EVI5|7813	619.2396	EVI5|7813	462.1552
EVL|51466	1771.4348	EVL|51466	1941.2437
EVPL|2125	340.7779	EVPL|2125	560.2075
EWSR1|2130	2785.0528	EWSR1|2130	3763.6748
EXD2|55218	823.1834	EXD2|55218	886.3033
EXD3|54932	69.7244	EXD3|54932	170.5535
EXO1|9156	70.5959	EXO1|9156	8.9429
EXOC1|55763	1224.5343	EXOC1|55763	1184.6122
EXOC2|55770	794.8578	EXOC2|55770	1140.2172
EXOC3L2|90332	98.0499	EXOC3L2|90332	20.4409
EXOC3L|283849	74.3175	EXOC3L|283849	56.1804
EXOC3|11336	938.6643	EXOC3|11336	1332.1697
EXOC4|60412	1478.1567	EXOC4|60412	1876.7272
EXOC5|10640	1600.6101	EXOC5|10640	1238.5888
EXOC6B|23233	141.6276	EXOC6B|23233	316.1947
EXOC6|54536	193.0494	EXOC6|54536	453.5318
EXOC7|23265	2063.7629	EXOC7|23265	3610.9624
EXOC8|149371	349.4934	EXOC8|149371	425.1062
EXOG|9941	136.8341	EXOG|9941	99.3298
EXOSC10|5394	1200.5665	EXOSC10|5394	1803.2678
EXOSC1|51013	396.9931	EXOSC1|51013	297.3508
EXOSC2|23404	279.3333	EXOSC2|23404	591.1882
EXOSC3|51010	176.9256	EXOSC3|51010	180.4545
EXOSC4|54512	156.0083	EXOSC4|54512	218.1424
EXOSC5|56915	315.067	EXOSC5|56915	389.9734
EXOSC6|118460	182.5907	EXOSC6|118460	314.2783
EXOSC7|23016	335.5485	EXOSC7|23016	522.2003
EXOSC8|11340	344.1551	EXOSC8|11340	325.4601
EXOSC9|5393	315.2195	EXOSC9|5393	562.6732
EXPH5|23086	548.6436	EXPH5|23086	429.897
EXT1|2131	1689.0729	EXT1|2131	1010.5454
EXT2|2132	4352.5439	EXT2|2132	1965.8366
EXTL1|2134	53.1648	EXTL1|2134	313.3202
EXTL2|2135	710.7528	EXTL2|2135	511.9799
EXTL3|2137	1051.0949	EXTL3|2137	1146.9243
EYA1|2138	10.4587	EYA1|2138	49.8246
EYA2|2139	779.1698	EYA2|2139	953.3749
EYA3|2140	142.0634	EYA3|2140	175.0249
EYA4|2070	11.765999999999998	EYA4|2070	5.4296
lowly_expressed	lowly_expressed	EYS|346007	21.7184
EZH1|2145	633.6202	EZH1|2145	1666.8889
EZH2|2146	205.2511	EZH2|2146	131.9075
EZR|7430	7853.143	EZR|7430	5081.7914
F10|2159	67.5455	F10|2159	116.8962
F11R|50848	4056.2153	F11R|50848	3570.1254
F12|2161	13.0733	F12|2161	15.9694
F13A1|2162	2368.8855	F13A1|2162	557.0137
F2RL1|2150	421.3967	F2RL1|2150	549.0289
F2RL2|2151	3059.1568	F2RL2|2151	383.9051
F2RL3|9002	218.7602	F2RL3|9002	19.8021
F2R|2149	5669.8987	F2R|2149	1345.5839999999998
F3|2152	1502.996	F3|2152	1647.0868
F5|2153	33.9906	F5|2153	16.2888
F7|2155	8.2798	F7|2155	30.0225
F8A1|8263	84.5408	F8A1|8263	55.5736
F8|2157	364.7456	F8|2157	637.819
FA2H|79152	270.6177	FA2H|79152	103.4819
FAAH2|158584	80.6188	FAAH2|158584	185.8841
FAAH|2166	72.339	FAAH|2166	322.5824
FABP3|2170	196.9713	FABP3|2170	106.6758
FABP4|2167	110.2517	FABP4|2167	8428.0254
FABP5|2171	102.4077	FABP5|2171	98.6911
FABP6|2172	40.0915	lowly_expressed	lowly_expressed
FABP7|2173	14.3807	FABP7|2173	117.8544
FADD|8772	532.0841	FADD|8772	410.7337
FADS1|3992	663.2531	FADS1|3992	532.4207
FADS2|9415	2529.6873	FADS2|9415	540.0861
FADS3|3995	190.4347	FADS3|3995	211.1158
FAF1|11124	1004.4667	FAF1|11124	1263.8205
FAF2|23197	1853.3609	FAF2|23197	1907.3885
FAHD1|81889	488.0706	FAHD1|81889	327.6671
FAHD2A|51011	305.0441	FAHD2A|51011	361.5479
FAHD2B|151313	146.4212	FAHD2B|151313	362.506
FAH|2184	375.2043	FAH|2184	669.7578
FAIM2|23017	69.7244	FAIM2|23017	171.1923
FAIM3|9214	100.8432	FAIM3|9214	169.9498
FAIM|55179	176.4898	FAIM|55179	220.6975
FAM100A|124402	283.691	FAM100A|124402	267.967
FAM100B|283991	281.9479	FAM100B|283991	502.3982
FAM101A|144347	127.6828	FAM101A|144347	64.5165
FAM101B|359845	1129.5348	FAM101B|359845	496.3298
FAM102A|399665	1896.9387	FAM102A|399665	1841.5945
FAM102B|284611	1094.6726	FAM102B|284611	1254.5583
FAM103A1|83640	288.0488	FAM103A1|83640	363.7293
FAM104A|84923	601.1505	FAM104A|84923	673.3094
FAM104B|90736	244.0353	FAM104B|90736	221.0169
FAM105A|54491	537.3134	FAM105A|54491	272.4384
FAM105B|90268	566.0747	FAM105B|90268	378.4754
FAM106C|100129396	6.1009	FAM106C|100129396	18.2051
FAM107A|11170	152.5221	FAM107A|11170	440.7562
FAM107B|83641	1713.4764	FAM107B|83641	1920.8028
FAM108A1|81926	227.4758	FAM108A1|81926	162.2494
FAM108B1|51104	372.5896	FAM108B1|51104	390.2928
FAM108C1|58489	427.0618	FAM108C1|58489	469.8206
FAM109A|144717	264.9526	FAM109A|144717	207.6026
FAM109B|150368	747.3581	FAM109B|150368	299.9059
FAM10A4|145165	326.3972	FAM10A4|145165	667.8415
FAM110A|83541	319.8606	FAM110A|83541	197.7015
FAM110B|90362	278.0259	FAM110B|90362	314.5977
lowly_expressed	lowly_expressed	FAM110C|642273	17.8858
FAM111A|63901	661.51	FAM111A|63901	1098.3773
FAM111B|374393	429.2407	FAM111B|374393	30.3419
FAM113A|64773	284.1268	FAM113A|64773	485.4706
FAM113B|91523	104.5866	FAM113B|91523	165.4433
FAM114A1|92689	1624.1421	FAM114A1|92689	608.7546
FAM114A2|10827	518.575	FAM114A2|10827	484.8318
FAM115A|9747	292.4066	FAM115A|9747	791.1255
FAM115C|285966	332.7247	FAM115C|285966	843.7383
FAM116A|201627	660.6384	FAM116A|201627	1183.3346
FAM116B|414918	80.6188	FAM116B|414918	157.4586
FAM117A|81558	263.2095	FAM117A|81558	639.0965
FAM117B|150864	295.8928	FAM117B|150864	410.7337
FAM118A|55007	359.9521	FAM118A|55007	417.1215
FAM118B|79607	444.4929	FAM118B|79607	163.2076
FAM119A|151194	158.1872	FAM119A|151194	155.2228
FAM119B|25895	1225.4058	FAM119B|25895	681.2558
FAM120AOS|158293	1323.9394	FAM120AOS|158293	1266.4555
FAM120A|23196	3924.5626	FAM120A|23196	4092.8846
FAM120B|84498	827.9769	FAM120B|84498	1313.3258
FAM120C|54954	245.7784	FAM120C|54954	372.7265
FAM122A|116224	529.0337	FAM122A|116224	866.8206
FAM122B|159090	569.561	FAM122B|159090	702.3354
FAM122C|159091	13.5091	FAM122C|159091	42.7981
FAM123B|139285	317.2459	FAM123B|139285	265.0925
FAM124A|220108	34.8622	FAM124A|220108	25.2317
FAM124B|79843	84.5408	FAM124B|79843	7.3459
FAM125A|93343	466.2817	FAM125A|93343	366.3387
FAM125B|89853	181.7191	FAM125B|89853	409.4561
FAM126A|84668	922.9764	FAM126A|84668	1835.5261
FAM126B|285172	397.8647	FAM126B|285172	541.3636
FAM127A|8933	2679.1589	FAM127A|8933	770.0458
FAM127B|26071	1048.4802	FAM127B|26071	621.5301
FAM127C|441518	692.0144	FAM127C|441518	351.6468
FAM128A|653784	105.8939	FAM128A|653784	193.2301
FAM128B|80097	369.9749	FAM128B|80097	508.4666
FAM129A|116496	1812.3979	FAM129A|116496	4407.8816
FAM129B|64855	3698.8779	FAM129B|64855	3208.5775
FAM131A|131408	134.2194	FAM131A|131408	334.3998
FAM131B|9715	121.5819	FAM131B|9715	139.5728
lowly_expressed	lowly_expressed	FAM131C|348487	10.8592
FAM133A|286499	12.6375	FAM133A|286499	6.3878
FAM133B|257415	85.8481	FAM133B|257415	150.1126
FAM134A|79137	2144.896	FAM134A|79137	2981.4922
FAM134B|54463	108.5086	FAM134B|54463	482.2767
FAM134C|162427	1971.4566	FAM134C|162427	1917.6089
FAM135A|57579	248.3931	FAM135A|57579	413.6082
lowly_expressed	lowly_expressed	FAM135B|51059	7.0265
FAM136A|84908	653.2302	FAM136A|84908	751.8407
FAM13AOS|285512	14.3937	FAM13AOS|285512	53.159
FAM13A|10144	424.8698	FAM13A|10144	2174.8956
FAM13B|51306	933.435	FAM13B|51306	1805.4716
FAM13C|220965	234.0037	FAM13C|220965	183.0448
FAM149A|25854	65.8024	FAM149A|25854	153.9453
FAM149B1|317662	526.419	FAM149B1|317662	658.2598
lowly_expressed	lowly_expressed	FAM150B|285016	223.2526
FAM151B|167555	23.531999999999996	FAM151B|167555	15.65
lowly_expressed	lowly_expressed	FAM154A|158297	5.1102
lowly_expressed	lowly_expressed	FAM154B|283726	28.1062
FAM155A|728215	55.3437	FAM155A|728215	15.3307
FAM155B|27112	16.9953	FAM155B|27112	25.5511
FAM156A|29057	367.3603	FAM156A|29057	623.1271
lowly_expressed	lowly_expressed	FAM157A|728262	34.8134
FAM158A|51016	86.7197	FAM158A|51016	46.6307
lowly_expressed	lowly_expressed	FAM159A|348378	7.3459
FAM160A1|729830	50.1144	FAM160A1|729830	341.10699999999997
FAM160A2|84067	641.4642	FAM160A2|84067	964.2341
FAM160B1|57700	917.747	FAM160B1|57700	777.3918
FAM160B2|64760	738.6426	FAM160B2|64760	997.4505
FAM161A|84140	80.183	FAM161A|84140	144.683
FAM161B|145483	88.027	FAM161B|145483	281.3143
FAM162A|26355	957.8385	FAM162A|26355	563.4014
FAM162B|221303	44.0135	FAM162B|221303	18.5245
FAM164A|51101	334.67699999999996	FAM164A|51101	494.7329
FAM164C|79696	21.7889	FAM164C|79696	71.2236
FAM165B|54065	298.0717	FAM165B|54065	349.4111
lowly_expressed	lowly_expressed	FAM166B|730112	25.5511
FAM167A|83648	19.1742	FAM167A|83648	190.0362
FAM167B|84734	91.0775	FAM167B|84734	33.5358
FAM168A|23201	632.3129	FAM168A|23201	474.6114
FAM168B|130074	2587.2099	FAM168B|130074	4399.2581
FAM169A|26049	38.3484	FAM169A|26049	148.8351
FAM171A1|221061	528.5979	FAM171A1|221061	1053.3435
FAM171A2|284069	65.3666	FAM171A2|284069	16.2888
FAM171B|165215	424.0113	FAM171B|165215	400.5133
FAM172A|83989	1001.4163	FAM172A|83989	964.5535
FAM173A|65990	59.7015	FAM173A|65990	34.494
FAM173B|134145	245.3426	FAM173B|134145	156.181
FAM174A|345757	149.4716	FAM174A|345757	239.5414
FAM174B|400451	1069.8333	FAM174B|400451	946.6677
FAM175A|84142	248.1447	FAM175A|84142	513.4906
FAM175B|23172	475.4331	FAM175B|23172	542.9606
FAM176A|84141	247.0857	FAM176A|84141	122.3258
FAM176B|55194	138.2678	FAM176B|55194	98.921
FAM177A1|283635	2682.6452	FAM177A1|283635	785.6959
FAM178A|55719	728.1839	FAM178A|55719	797.1939
FAM178B|51252	61.4446	FAM178B|51252	6.7072
lowly_expressed	lowly_expressed	FAM179A|165186	5.749
FAM179B|23116	459.3093	FAM179B|23116	932.6146
FAM180A|389558	226.1684	FAM180A|389558	182.6903
lowly_expressed	lowly_expressed	FAM181B|220382	26.1899
FAM182B|728882	25.7109	FAM182B|728882	28.1062
FAM184A|79632	31.375999999999998	FAM184A|79632	323.2212
lowly_expressed	lowly_expressed	FAM184B|27146	40.2398
FAM185A|222234	94.1279	FAM185A|222234	122.3258
lowly_expressed	lowly_expressed	FAM186B|84070	39.9236
FAM188A|80013	640.1569	FAM188A|80013	517.7289
FAM188B|84182	162.2443	FAM188B|84182	259.6629
FAM189A1|23359	16.9953	FAM189A1|23359	7.6653
FAM189A2|9413	70.1601	FAM189A2|9413	1275.3185
FAM189B|10712	335.5485	FAM189B|10712	419.0378
FAM18A|780776	7.9617	FAM18A|780776	28.0583
FAM18B2|201158	159.0587	FAM18B2|201158	272.4864
FAM18B|51030	661.9457	FAM18B|51030	782.8214
FAM190A|401145	7.843999999999999	FAM190A|401145	179.8158
FAM190B|54462	2013.727	FAM190B|54462	2095.5084
FAM192A|80011	1321.2768	FAM192A|80011	1197.3877
FAM193A|8603	688.9639	FAM193A|8603	915.687
FAM193B|54540	358.209	FAM193B|54540	818.2735
FAM195A|84331	128.5543	FAM195A|84331	105.3982
FAM195B|348262	952.6092	FAM195B|348262	839.9919
FAM196A|642938	27.454	FAM196A|642938	23.6348
FAM196B|100131897	6.9724	FAM196B|100131897	915.3676
FAM198A|729085	228.3473	FAM198A|729085	144.683
FAM198B|51313	6782.874	FAM198B|51313	5709.0706
FAM199X|139231	318.1174	FAM199X|139231	610.3515
FAM19A2|338811	17.4311	FAM19A2|338811	29.0644
lowly_expressed	lowly_expressed	FAM19A3|284467	7.3459
FAM19A5|25817	120.7103	FAM19A5|25817	51.7409
FAM200A|221786	194.7925	FAM200A|221786	162.8882
FAM200B|285550	267.1315	FAM200B|285550	553.8198
FAM20A|54757	542.5428	FAM20A|54757	448.7409
FAM20B|9917	1833.3152	FAM20B|9917	1908.9854
FAM20C|56975	1295.566	FAM20C|56975	794.9581
FAM21A|387680	425.7544	lowly_expressed	lowly_expressed
FAM21B|55747	392.1996	FAM21B|55747	784.0989
FAM21C|253725	1228.0205	FAM21C|253725	2129.6829
FAM22A|728118	23.9678	FAM22A|728118	44.0756
FAM22D|728130	56.2153	FAM22D|728130	108.5921
FAM24B|196792	20.2114	FAM24B|196792	35.4106
FAM26E|254228	755.2021	FAM26E|254228	80.4859
FAM26F|441168	89.3344	FAM26F|441168	39.9236
FAM27A|548321	7.843999999999999	FAM27A|548321	8.9429
FAM27C|100132948	5.6651	FAM27C|100132948	14.6919
FAM32A|26017	2326.1793	FAM32A|26017	1244.9766
FAM35A|54537	866.3253	FAM35A|54537	898.1206
FAM35B2|439965	83.2335	FAM35B2|439965	95.4972
FAM35B|414241	267.5673	FAM35B|414241	289.6854
FAM36A|116228	795.1237	FAM36A|116228	707.6948
FAM38A|9780	1470.4521	FAM38A|9780	2001.9754
FAM38B|63895	567.8178	FAM38B|63895	503.3564
FAM3A|60343	570.8683	FAM3A|60343	436.9236
FAM3B|54097	689.3997	FAM3B|54097	1124.5671
FAM3C|10447	1678.1785	FAM3C|10447	944.7514
FAM3D|131177	1685.1509	FAM3D|131177	235.3894
FAM40A|85369	599.1938	FAM40A|85369	770.6846
FAM40B|57464	14.8164	FAM40B|57464	11.1786
FAM41C|284593	17.4311	FAM41C|284593	20.1215
FAM43A|131583	230.96200000000002	FAM43A|131583	246.2486
FAM43B|163933	37.0411	FAM43B|163933	9.901
FAM45A|404636	309.8377	FAM45A|404636	393.1673
FAM45B|55855	120.2745	FAM45B|55855	208.5607
FAM46A|55603	1156.553	FAM46A|55603	617.0587
FAM46B|115572	313.3239	FAM46B|115572	655.0659
FAM46C|54855	870.2473	FAM46C|54855	1177.905
FAM47E|100129583	17.8669	FAM47E|100129583	204.3512
FAM48A|55578	1062.9698	FAM48A|55578	1159.3773
FAM49A|81553	241.8564	FAM49A|81553	305.6549
FAM49B|51571	852.3804	FAM49B|51571	808.6918
FAM50A|9130	890.2931	FAM50A|9130	541.683
FAM50B|26240	56.2153	FAM50B|26240	155.5422
FAM53A|152877	10.4587	FAM53A|152877	23.6348
FAM53B|9679	418.2721	FAM53B|9679	668.6495
FAM53C|51307	853.252	FAM53C|51307	2328.6620000000003
FAM54A|113115	54.4722	lowly_expressed	lowly_expressed
FAM54B|56181	885.4995	FAM54B|56181	1234.1685
FAM55C|91775	315.9386	FAM55C|91775	745.4753
FAM55D|54827	6.1009	FAM55D|54827	14.6919
FAM57A|79850	493.7357	FAM57A|79850	248.4843
lowly_expressed	lowly_expressed	FAM57B|83723	9.5817
FAM58A|92002	337.2916	FAM58A|92002	138.6146
FAM59A|64762	175.1825	FAM59A|64762	281.3813
lowly_expressed	lowly_expressed	FAM5B|57795	20.7603
FAM5C|339479	51.8575	lowly_expressed	lowly_expressed
FAM60A|58516	1183.1354	FAM60A|58516	2655.7159
FAM63A|55793	352.1081	FAM63A|55793	897.1625
FAM63B|54629	435.7773	FAM63B|54629	414.5664
FAM64A|54478	35.298	FAM64A|54478	6.0684
FAM65A|79567	1578.3854	FAM65A|79567	925.5881
FAM65B|9750	160.8018	FAM65B|9750	107.3146
FAM65C|140876	45.7566	FAM65C|140876	87.5125
lowly_expressed	lowly_expressed	FAM66A|100133172	5.9949
FAM66C|440078	15.687999999999999	FAM66C|440078	59.0869
lowly_expressed	lowly_expressed	FAM66D|100132923	10.6708
FAM69A|388650	771.3564	FAM69A|388650	387.1053
FAM69B|138311	125.7784	FAM69B|138311	151.7926
FAM69C|125704	30.5044	FAM69C|125704	5.4296
FAM70A|55026	159.4945	FAM70A|55026	213.9903
FAM70B|348013	102.4077	FAM70B|348013	20.4409
FAM71D|161142	18.7384	FAM71D|161142	11.1786
FAM71E1|112703	31.3934	FAM71E1|112703	48.2756
lowly_expressed	lowly_expressed	FAM71F2|346653	7.3459
FAM72A|729533	15.2522	lowly_expressed	lowly_expressed
FAM72B|653820	56.2153	FAM72B|653820	13.4143
FAM72D|728833	21.7889	lowly_expressed	lowly_expressed
FAM73A|374986	392.1996	FAM73A|374986	967.7473
FAM73B|84895	240.9849	FAM73B|84895	366.3387
FAM76A|199870	379.56199999999995	FAM76A|199870	338.8713
FAM76B|143684	321.1679	FAM76B|143684	398.2775
FAM78A|286336	164.28799999999998	FAM78A|286336	92.6227
FAM78B|149297	67.1097	FAM78B|149297	21.399
lowly_expressed	lowly_expressed	FAM7A2|100288380	5.4296
lowly_expressed	lowly_expressed	FAM7A3|89837	11.8174
FAM81A|145773	67.1097	FAM81A|145773	81.1247
lowly_expressed	lowly_expressed	FAM81B|153643	6.0684
FAM82A1|151393	158.6229	FAM82A1|151393	168.3178
FAM82A2|55177	555.6161	FAM82A2|55177	1076.3395
FAM82B|51115	597.0149	FAM82B|51115	872.8889
FAM83A|84985	8.2798	FAM83A|84985	31.9389
FAM83B|222584	61.4446	FAM83B|222584	184.2872
FAM83C|128876	6.1009	lowly_expressed	lowly_expressed
FAM83D|81610	223.5538	FAM83D|81610	11.498
FAM83E|54854	239.6775	FAM83E|54854	39.2848
FAM83F|113828	94.5637	FAM83F|113828	170.8729
FAM83G|644815	30.4434	FAM83G|644815	209.487
FAM83H|286077	1021.8978	FAM83H|286077	1147.2437
FAM84A|151354	1484.6933	FAM84A|151354	393.1673
FAM84B|157638	751.2801	FAM84B|157638	1750.2493
FAM86A|196483	448.5238	FAM86A|196483	209.0909
FAM86B1|85002	58.8299	FAM86B1|85002	327.0539
lowly_expressed	lowly_expressed	FAM86B2|653333	25.2317
FAM86C|55199	215.7098	FAM86C|55199	123.28399999999999
FAM86D|692099	118.5314	FAM86D|692099	180.7739
FAM89A|375061	201.3291	FAM89A|375061	195.4658
FAM89B|23625	1512.5831	FAM89B|23625	466.6267
FAM8A1|51439	1524.3491	FAM8A1|51439	1940.6049
FAM90A1|55138	23.9678	FAM90A1|55138	18.8439
FAM91A1|157769	1057.1958	FAM91A1|157769	1038.0128
FAM92A1|137392	178.2329	FAM92A1|137392	139.2534
FAM95B1|100133036	6.5367	FAM95B1|100133036	21.399
FAM96A|84191	449.2864	FAM96A|84191	397.9581
FAM96B|51647	484.5844	FAM96B|51647	332.4835
FAM98A|25940	1547.881	FAM98A|25940	612.2679
FAM98B|283742	237.9344	FAM98B|283742	394.1255
FAM98C|147965	120.7103	FAM98C|147965	239.5414
FANCA|2175	65.9375	FANCA|2175	55.8036
FANCB|2187	23.0962	FANCB|2187	18.5245
FANCC|2176	203.0722	FANCC|2176	236.0281
FANCD2|2177	133.7836	FANCD2|2177	231.5567
FANCE|2178	89.3344	FANCE|2178	169.2759
FANCF|2188	305.4799	FANCF|2188	280.1038
FANCG|2189	217.0171	FANCG|2189	289.6854
FANCI|55215	389.6895	FANCI|55215	289.9122
FANCL|55120	182.5428	FANCL|55120	339.0405
FANCM|57697	135.9625	FANCM|57697	294.1569
FANK1|92565	34.8622	FANK1|92565	107.6339
FAP|2191	7747.6849	FAP|2191	356.1182
FAR1|84188	1033.228	FAR1|84188	1421.5985
FAR2|55711	107.1751	FAR2|55711	61.8783
FARP1|10160	3816.5377	FARP1|10160	2980.8535
FARP2|9855	249.2646	FARP2|9855	463.1134
FARS2|10667	210.0447	FARS2|10667	264.4537
FARSA|2193	1025.8198	FARSA|2193	823.3837
FARSB|10056	789.1927	FARSB|10056	1045.6782
FASLG|356	8.7155	FASLG|356	9.2623
FASN|2194	2019.8279	FASN|2194	8987.2748
FASTKD1|79675	262.7737	FASTKD1|79675	328.0121
FASTKD2|22868	729.927	FASTKD2|22868	1481.0048
FASTKD3|79072	174.7467	FASTKD3|79072	148.5157
FASTKD5|60493	391.32800000000003	FASTKD5|60493	545.8351
FASTK|10922	685.9135	FASTK|10922	604.6025
FAS|355	572.1756	FAS|355	487.0676
FAT1|2195	6783.7455	FAT1|2195	7198.06
FAT2|2196	577.8407	FAT2|2196	2137.987
FAT3|120114	153.3936	FAT3|120114	39.2848
FAT4|79633	1301.6668	FAT4|79633	850.8511
FATE1|89885	5.6651	lowly_expressed	lowly_expressed
FAU|2197	5708.6829	FAU|2197	6784.4518
FBF1|85302	42.7585	FBF1|85302	140.8056
FBLIM1|54751	3594.2913	FBLIM1|54751	1471.4231
lowly_expressed	lowly_expressed	FBLL1|345630	15.65
FBLN1|2192	24305.4799	FBLN1|2192	4260.3240000000005
FBLN2|2199	10043.7956	FBLN2|2199	1381.9943
FBLN5|10516	4790.0643	FBLN5|10516	2328.9814
FBLN7|129804	565.639	FBLN7|129804	333.76099999999997
FBL|2091	1859.8976	FBL|2091	4551.9258
FBN1|2200	46357.5553	FBN1|2200	3080.1833
FBN2|2201	491.5568	FBN2|2201	30.0225
lowly_expressed	lowly_expressed	FBN3|84467	11.8174
FBP1|2203	362.131	FBP1|2203	580.0096
FBRSL1|57666	298.0717	FBRSL1|57666	466.3073
FBRS|64319	1136.0715	FBRS|64319	1297.6757
FBXL12|54850	309.8377	FBXL12|54850	361.8672
FBXL13|222235	15.687999999999999	FBXL13|222235	9.901
FBXL14|144699	522.497	FBXL14|144699	604.9219
FBXL15|79176	41.3988	FBXL15|79176	53.3379
FBXL16|146330	356.0301	FBXL16|146330	269.5639
FBXL17|64839	483.7128	FBXL17|64839	740.9815
FBXL18|80028	242.72799999999998	FBXL18|80028	263.4956
FBXL19|54620	215.7098	FBXL19|54620	242.0965
FBXL20|84961	165.5954	FBXL20|84961	146.28
FBXL22|283807	86.8068	FBXL22|283807	122.2524
FBXL2|25827	104.5866	FBXL2|25827	219.7393
FBXL3|26224	1411.4827	FBXL3|26224	1755.3595
FBXL4|26235	242.2922	FBXL4|26235	381.6693
FBXL5|26234	2042.4883	FBXL5|26234	3617.0755
FBXL6|26233	298.7515	FBXL6|26233	139.4546
FBXL7|23194	1445.0376	FBXL7|23194	514.8544
FBXL8|55336	14.2194	FBXL8|55336	39.6681
FBXO10|26267	570.0185	FBXO10|26267	200.263
FBXO11|80204	1722.6277	FBXO11|80204	2030.9919
lowly_expressed	lowly_expressed	FBXO15|201456	32.897
FBXO16|157574	14.8949	FBXO16|157574	36.1963
FBXO17|115290	342.0852	FBXO17|115290	337.2743
FBXO18|84893	1890.8378	FBXO18|84893	1724.1617
FBXO21|23014	828.8485	FBXO21|23014	1579.0571
FBXO22OS|692224	54.8208	FBXO22OS|692224	24.6217
FBXO22|26263	322.1266	FBXO22|26263	340.4395
lowly_expressed	lowly_expressed	FBXO24|26261	14.743
FBXO25|26260	360.3878	FBXO25|26260	656.6629
FBXO27|126433	230.0904	FBXO27|126433	173.1086
FBXO28|23219	922.9764	FBXO28|23219	1349.0973
FBXO2|26232	77.1326	FBXO2|26232	305.3355
FBXO30|84085	495.043	FBXO30|84085	490.9002
FBXO31|79791	563.8958	FBXO31|79791	786.654
FBXO32|114907	1453.3174	FBXO32|114907	2073.7899
FBXO33|254170	422.704	FBXO33|254170	407.8592
FBXO34|55030	777.4267	FBXO34|55030	1279.79
FBXO36|130888	91.5132	FBXO36|130888	198.3403
FBXO38|81545	857.6098	FBXO38|81545	822.4255
FBXO39|162517	16.5595	FBXO39|162517	18.8439
FBXO3|26273	686.3493	FBXO3|26273	932.2952
FBXO41|150726	89.7701	FBXO41|150726	236.6669
FBXO42|54455	598.758	FBXO42|54455	589.9107
FBXO43|286151	5.2293	FBXO43|286151	5.749
FBXO44|93611	182.5907	FBXO44|93611	465.6685
FBXO45|200933	509.4237	FBXO45|200933	394.4449
FBXO46|23403	450.158	FBXO46|23403	342.7039
FBXO48|554251	30.5044	FBXO48|554251	27.148000000000003
FBXO4|26272	185.2054	FBXO4|26272	275.6323
FBXO5|26271	182.1549	FBXO5|26271	148.1963
FBXO6|26270	353.4154	FBXO6|26270	164.8045
FBXO7|25793	2786.7959	FBXO7|25793	2150.1238
FBXO8|26269	462.7389	FBXO8|26269	477.93300000000005
FBXO9|26268	776.5552	FBXO9|26268	1061.0088
FBXW11|23291	1292.5155	FBXW11|23291	1543.6049
FBXW2|26190	1876.4571	FBXW2|26190	1528.2743
FBXW4|6468	759.1241	FBXW4|6468	1517.4151
FBXW5|54461	882.4491	FBXW5|54461	785.3765
FBXW7|55294	393.9427	FBXW7|55294	944.7514
FBXW8|26259	311.5808	FBXW8|26259	484.1931
FBXW9|84261	147.3581	FBXW9|84261	250.4102
FCER1A|2205	33.5549	FCER1A|2205	111.4666
FCER1G|2207	493.2999	FCER1G|2207	155.5422
lowly_expressed	lowly_expressed	FCER2|2208	7.3459
FCF1|51077	968.2972	FCF1|51077	879.2767
FCGBP|8857	187.3842	FCGBP|8857	842.547
FCGR1A|2209	152.5221	FCGR1A|2209	21.1755
FCGR1B|2210	162.1092	FCGR1B|2210	27.7868
FCGR1C|100132417	44.0135	lowly_expressed	lowly_expressed
