gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
C21orf130|284835	5.511	C21orf130|284835	9.9225
C21orf15|54094	27.5549	C21orf15|54094	19.2437
C21orf2|755	261.9337	C21orf2|755	420.0537
C21orf33|8209	1406.2728	C21orf33|8209	1941.5082
C21orf34|388815	51.5439	C21orf34|388815	123.5806
C21orf45|54069	218.4942	C21orf45|54069	145.5304
C21orf49|54067	7.7802	C21orf49|54067	14.7335
C21orf56|84221	75.5329	C21orf56|84221	81.485
C21orf57|54059	158.1976	C21orf57|54059	123.5806
C21orf58|54058	49.5988	C21orf58|54058	33.9771
C21orf59|56683	655.515	C21orf59|56683	580.2575
C21orf63|59271	839.9384	C21orf63|59271	687.3607
C21orf67|84536	63.8625	C21orf67|84536	54.4236
C21orf70|85395	58.3516	C21orf70|85395	90.8062
C21orf7|56911	67.7527	C21orf7|56911	73.9679
C21orf82|114036	6.1593	C21orf82|114036	10.8246
C21orf88|114041	17.5055	C21orf88|114041	24.9567
C21orf91|54149	691.4661	C21orf91|54149	594.149
C22orf13|83606	2749.2666	C22orf13|83606	2204.8611
C22orf23|84645	61.2691	C22orf23|84645	91.4075
C22orf25|128989	432.1258	C22orf25|128989	455.835
C22orf26|55267	17.1813	C22orf26|55267	24.0546
C22orf27|150291	99.1977	C22orf27|150291	109.7492
C22orf28|51493	2053.9752	C22orf28|51493	1950.2279999999998
C22orf29|79680	827.9893	C22orf29|79680	838.8957
C22orf30|253143	1704.8383	C22orf30|253143	950.7587
C22orf32|91689	779.966	C22orf32|91689	1054.4942
C22orf34|348645	9.4011	C22orf34|348645	12.6287
C22orf36|388886	115.7306	C22orf36|388886	184.6192
C22orf39|128977	459.3533	C22orf39|128977	809.1371
C22orf40|150383	120.9174	C22orf40|150383	138.9154
C22orf41|644186	23.989	lowly_expressed	lowly_expressed
C22orf45|646023	13.9558	lowly_expressed	lowly_expressed
C22orf46|79640	530.9993	C22orf46|79640	587.534
C22orf9|23313	2575.8976	C22orf9|23313	3018.5536
C2CD2L|9854	272.2846	C2CD2L|9854	266.9341
C2CD2|25966	968.9602	C2CD2|25966	1791.4675
C2CD3|26005	992.3008	C2CD3|26005	650.076
C2CD4A|145741	49.5988	lowly_expressed	lowly_expressed
C2CD4B|388125	41.1703	C2CD4B|388125	12.9294
C2CD4C|126567	8.1044	C2CD4C|126567	26.1594
C2CD4D|100191040	23.989	C2CD4D|100191040	8.2086
C2orf15|150590	104.6406	C2orf15|150590	58.4377
C2orf16|84226	98.8735	C2orf16|84226	37.2847
C2orf18|54978	1988.8159	C2orf18|54978	1588.2060000000001
C2orf24|27013	1383.5805	C2orf24|27013	1514.8394
C2orf27A|29798	18.8022	C2orf27A|29798	38.7881
C2orf28|51374	1926.3474	C2orf28|51374	2402.3736
C2orf29|55571	852.5812	C2orf29|55571	777.2648
C2orf34|79823	75.5329	C2orf34|79823	82.0864
C2orf39|92749	14.2637	lowly_expressed	lowly_expressed
C2orf3|6936	451.2521	C2orf3|6936	429.6756
C2orf40|84417	178.9448	C2orf40|84417	779.3696
C2orf42|54980	214.9283	C2orf42|54980	225.8127
C2orf43|60526	395.494	C2orf43|60526	295.2704
C2orf44|80304	224.0052	C2orf44|80304	224.3093
C2orf47|79568	303.6972	C2orf47|79568	273.3206
C2orf49|79074	93.0383	C2orf49|79074	104.0362
C2orf50|130813	23.989	lowly_expressed	lowly_expressed
C2orf54|79919	220.1151	C2orf54|79919	19.5444
C2orf55|343990	407.4885	C2orf55|343990	343.079
C2orf56|55471	162.736	C2orf56|55471	186.4233
C2orf58|285154	6.4835	C2orf58|285154	20.7471
C2orf60|129450	228.5988	C2orf60|129450	159.9632
C2orf63|130162	62.2417	C2orf63|130162	46.0045
C2orf64|493753	486.9114	C2orf64|493753	485.9032
C2orf65|130951	14.2637	C2orf65|130951	32.7744
C2orf67|151050	275.3611	C2orf67|151050	470.5985
C2orf68|388969	666.5046	C2orf68|388969	835.8979
C2orf69|205327	506.0378	C2orf69|205327	379.7623
lowly_expressed	lowly_expressed	C2orf71|388939	6.0137
C2orf72|257407	355.2962	C2orf72|257407	69.7584
C2orf74|339804	98.5493	C2orf74|339804	270.3137
C2orf76|130355	53.4889	C2orf76|130355	98.6239
C2orf77|129881	156.5767	C2orf77|129881	98.6239
C2orf79|391356	225.9502	C2orf79|391356	263.39799999999997
C2orf7|84279	257.0711	C2orf7|84279	314.8148
C2orf81|388963	100.4166	C2orf81|388963	95.2833
C2orf82|389084	8.1044	C2orf82|389084	35.7812
lowly_expressed	lowly_expressed	C2orf84|653140	23.1526
C2orf86|51057	87.2032	C2orf86|51057	138.9154
C2orf88|84281	89.1482	C2orf88|84281	231.8264
C2orf89|129293	59.9724	C2orf89|129293	38.4874
C2|717	945.9113	C2|717	1555.5308
C3AR1|719	556.285	C3AR1|719	660.2992
C3orf10|55845	3568.8467	C3orf10|55845	3754.0235
C3orf14|57415	311.5325	C3orf14|57415	219.7991
C3orf15|89876	126.1042	C3orf15|89876	151.5441
C3orf17|25871	932.6526	C3orf17|25871	1015.1048
C3orf18|51161	97.5768	C3orf18|51161	254.6782
C3orf19|51244	402.3016	C3orf19|51244	532.2084
C3orf1|51300	1057.4601	C3orf1|51300	1074.64
C3orf21|152002	239.5656	C3orf21|152002	281.439
C3orf23|285343	420.1313	C3orf23|285343	394.7964
C3orf26|84319	329.6864	C3orf26|84319	380.3636
C3orf31|132001	132.5877	C3orf31|132001	154.5509
C3orf32|51066	13.6154	C3orf32|51066	6.9157
C3orf33|285315	112.4889	C3orf33|285315	112.4553
C3orf34|84984	70.6702	C3orf34|84984	63.7447
C3orf35|339883	6.1593	C3orf35|339883	5.4123
C3orf36|80111	14.2637	lowly_expressed	lowly_expressed
C3orf37|56941	985.169	C3orf37|56941	1040.6628
C3orf38|285237	469.39300000000003	C3orf38|285237	427.8504
C3orf39|84892	468.7576	C3orf39|84892	708.4084
C3orf42|84657	23.6648	C3orf42|84657	24.656
C3orf47|339942	15.8846	C3orf47|339942	35.4806
C3orf52|79669	317.6919	C3orf52|79669	54.7243
C3orf54|389119	34.3626	C3orf54|389119	82.6877
C3orf55|152078	5.1868	C3orf55|152078	82.9884
C3orf57|165679	199.3679	C3orf57|165679	99.52600000000001
C3orf58|205428	662.9386	C3orf58|205428	801.0187
C3orf59|151963	257.3953	C3orf59|151963	225.2113
C3orf62|375341	191.9118	C3orf62|375341	157.5577
C3orf63|23272	2568.3832	C3orf63|23272	1744.0108
C3orf64|285203	502.796	C3orf64|285203	1137.7833
C3orf67|200844	27.2307	C3orf67|200844	13.23
C3orf70|285382	100.1702	C3orf70|285382	121.4758
C3orf71|646450	14.2767	C3orf71|646450	30.9703
C3orf75|54859	367.6149	C3orf75|54859	390.2861
C3|718	16812.0593	C3|718	49683.3059
C4A|720	53805.6018	C4A|720	8398.9879
C4BPA|722	15.5604	C4BPA|722	63.7447
C4BPB|725	18.8022	C4BPB|725	22.5512
C4orf10|317648	385.9049	C4orf10|317648	368.0236
C4orf12|404201	25.934	C4orf12|404201	52.0181
C4orf14|84273	499.5543	C4orf14|84273	696.9825
C4orf19|55286	32.7417	C4orf19|55286	221.6723
C4orf21|55345	73.5878	C4orf21|55345	45.4031
C4orf23|152992	321.2578	C4orf23|152992	234.5325
C4orf27|54969	295.6479	C4orf27|54969	426.9694
C4orf29|80167	109.8955	C4orf29|80167	59.5352
C4orf31|79625	51.5439	C4orf31|79625	220.0997
C4orf32|132720	959.5591	C4orf32|132720	1100.7994
C4orf33|132321	250.5876	C4orf33|132321	153.9495
C4orf34|201895	1963.2061	C4orf34|201895	890.6222
C4orf36|132989	10.0494	C4orf36|132989	21.3485
lowly_expressed	lowly_expressed	C4orf38|152641	18.942999999999998
C4orf39|152756	12.3187	C4orf39|152756	21.9498
C4orf3|401152	3037.5233	C4orf3|401152	4215.2708
C4orf41|60684	1063.9436	C4orf41|60684	936.9273
C4orf42|92070	427.2631	C4orf42|92070	352.4001
C4orf43|55319	363.4006	C4orf43|55319	430.5776
C4orf46|201725	152.7158	C4orf46|201725	141.9222
lowly_expressed	lowly_expressed	C4orf47|441054	6.615
C4orf48|401115	32.7417	C4orf48|401115	20.7471
C4orf49|84709	7.1319	C4orf49|84709	99.8267
C4orf52|389203	284.626	C4orf52|389203	476.5821
C4orf7|260436	57.7032	C4orf7|260436	87.7993
C5AR1|728	204.8788	C5AR1|728	340.0721
C5orf13|9315	866.5208	C5orf13|9315	656.691
C5orf15|56951	1717.4812	C5orf15|56951	1605.9463
C5orf20|140947	150.0932	C5orf20|140947	19.2437
C5orf22|55322	636.6804	C5orf22|55322	418.851
C5orf23|79614	74.2362	C5orf23|79614	540.3268
C5orf24|134553	1253.5862	C5orf24|134553	1209.6465
C5orf25|375484	161.1152	C5orf25|375484	208.0724
lowly_expressed	lowly_expressed	C5orf27|202299	26.7608
C5orf28|64417	288.5161	C5orf28|64417	269.111
C5orf30|90355	263.8788	C5orf30|90355	444.7097
C5orf32|84418	566.0102	C5orf32|84418	938.7314
C5orf33|133686	667.4771	C5orf33|133686	744.1897
C5orf34|375444	34.0384	C5orf34|375444	39.0888
C5orf35|133383	118.324	C5orf35|133383	91.7082
C5orf36|285600	94.6592	C5orf36|285600	59.2345
C5orf38|153571	22.0439	C5orf38|153571	60.4372
C5orf39|389289	50.8955	C5orf39|389289	63.1434
C5orf41|153222	879.812	C5orf41|153222	685.2559
C5orf42|65250	579.3014	C5orf42|65250	422.7599
C5orf43|643155	1458.465	C5orf43|643155	1100.4987
C5orf44|80006	537.995	C5orf44|80006	393.9545
C5orf45|51149	140.825	C5orf45|51149	237.7859
lowly_expressed	lowly_expressed	C5orf46|389336	31.8724
C5orf49|134121	35.9835	C5orf49|134121	15.3348
C5orf4|10826	701.5155	C5orf4|10826	2573.5432
C5orf51|285636	1024.7184	C5orf51|285636	778.1668
C5orf53|492311	347.8402	C5orf53|492311	648.5726
C5orf54|63920	96.2801	C5orf54|63920	143.7263
C5orf55|116349	62.5658	C5orf55|116349	60.7379
C5orf56|441108	105.5547	C5orf56|441108	107.6594
C5orf58|133874	5.511	lowly_expressed	lowly_expressed
C5orf62|85027	476.5378	C5orf62|85027	1049.0819
C5|727	145.8789	C5|727	182.8151
C6orf105|84830	44.0879	C6orf105|84830	106.141
C6orf106|64771	3561.0665	C6orf106|64771	3525.8053
C6orf108|10591	182.5107	C6orf108|10591	239.9448
C6orf114|85411	6.4835	C6orf114|85411	8.4191
C6orf115|58527	519.9773	C6orf115|58527	303.9902
C6orf120|387263	1116.9106	C6orf120|387263	981.0254
C6orf122|401288	8.6879	C6orf122|401288	15.395
C6orf123|26238	5.1868	C6orf123|26238	14.7335
C6orf124|653483	14.9121	C6orf124|653483	15.9362
C6orf125|84300	701.8559	C6orf125|84300	508.1117
C6orf126|389383	6.4835	lowly_expressed	lowly_expressed
C6orf127|340204	6.8077	lowly_expressed	lowly_expressed
C6orf129|154467	140.6921	C6orf129|154467	122.3779
C6orf130|221443	475.2281	C6orf130|221443	462.4259
C6orf132|647024	153.335	C6orf132|647024	138.9154
C6orf134|79969	195.8019	C6orf134|79969	181.011
C6orf136|221545	200.0162	C6orf136|221545	171.6898
C6orf138|442213	16.5329	C6orf138|442213	27.6628
C6orf141|135398	6.4835	C6orf141|135398	36.3826
lowly_expressed	lowly_expressed	C6orf142|90523	5.1116
C6orf145|221749	396.4665	C6orf145|221749	1280.9083
C6orf150|115004	76.5054	C6orf150|115004	52.3188
C6orf153|88745	691.1419	C6orf153|88745	562.2766
C6orf154|221424	24.6373	C6orf154|221424	14.1321
C6orf155|79940	75.5329	C6orf155|79940	52.6195
C6orf15|29113	7.7802	C6orf15|29113	23.7539
C6orf162|57150	85.0377	C6orf162|57150	116.5897
C6orf163|206412	8.1044	C6orf163|206412	7.2164
C6orf164|63914	10.9182	C6orf164|63914	8.4943
C6orf165|154313	47.0638	C6orf165|154313	13.2872
C6orf167|253714	226.2744	C6orf167|253714	160.5646
C6orf168|84553	122.8625	C6orf168|84553	177.1021
C6orf170|221322	111.5163	C6orf170|221322	93.5123
C6orf174|387104	53.3495	C6orf174|387104	81.8338
C6orf176|90632	193.1048	lowly_expressed	lowly_expressed
C6orf182|285753	120.9174	C6orf182|285753	113.0567
C6orf186|728464	5.8352	C6orf186|728464	19.2437
C6orf192|116843	467.1367	C6orf192|116843	509.6572
C6orf1|221491	343.6259	C6orf1|221491	250.168
C6orf201|404220	12.6558	C6orf201|404220	11.1674
C6orf203|51250	186.0767	C6orf203|51250	249.5666
C6orf204|387119	64.1867	C6orf204|387119	37.2847
lowly_expressed	lowly_expressed	C6orf208|80069	11.0651
C6orf211|79624	1381.9596	C6orf211|79624	796.8092
C6orf217|100131814	8.1044	C6orf217|100131814	12.6287
C6orf225|619208	155.28	C6orf225|619208	220.4004
C6orf226|441150	53.8131	C6orf226|441150	85.9953
C6orf26|401251	13.7256	C6orf26|401251	22.6655
C6orf27|80737	39.8736	C6orf27|80737	64.6468
C6orf35|729515	409.7577	C6orf35|729515	505.1469
lowly_expressed	lowly_expressed	C6orf41|100133205	6.3143
C6orf47|57827	561.1476	C6orf47|57827	520.7824
C6orf48|50854	1160.872	C6orf48|50854	1982.401
C6orf52|347744	5.511	lowly_expressed	lowly_expressed
C6orf57|135154	82.3405	C6orf57|135154	79.0796
lowly_expressed	lowly_expressed	C6orf59|79992	9.0205
C6orf62|81688	4339.8687	C6orf62|81688	3838.4432
C6orf64|55776	681.0925	C6orf64|55776	620.0077
C6orf70|55780	368.2632	C6orf70|55780	328.9469
C6orf72|116254	892.779	C6orf72|116254	1184.3892
C6orf89|221477	3609.0445	C6orf89|221477	4205.0476
C6orf97|80129	264.8513	C6orf97|80129	348.7919
C6|729	5.511	C6|729	114.2594
C7orf10|79783	21.7198	C7orf10|79783	49.312
C7orf11|136647	236.648	C7orf11|136647	299.1793
C7orf13|129790	78.1263	C7orf13|129790	100.1273
C7orf23|79161	212.4548	C7orf23|79161	384.4439
C7orf25|79020	273.9282	C7orf25|79020	305.4936
C7orf26|79034	430.8291	C7orf26|79034	499.434
C7orf27|221927	625.0101	C7orf27|221927	621.5111
C7orf28A|51622	473.2961	C7orf28A|51622	631.7344
C7orf28B|221960	773.1583	C7orf28B|221960	670.5224
C7orf29|113763	143.2855	C7orf29|113763	118.469
C7orf30|115416	213.9558	C7orf30|115416	281.7397
C7orf31|136895	99.1977	C7orf31|136895	175.5987
C7orf36|57002	159.1701	C7orf36|57002	169.585
C7orf40|285958	202.2854	C7orf40|285958	265.5028
C7orf41|222166	786.1253	C7orf41|222166	3723.6546
C7orf42|55069	3753.3025	C7orf42|55069	3854.4515
C7orf43|55262	254.8018	C7orf43|55262	159.0611
C7orf44|55744	573.7904	C7orf44|55744	528.6002
C7orf46|340277	38.5769	C7orf46|340277	80.583
C7orf47|221908	130.6427	C7orf47|221908	106.141
C7orf49|78996	717.7081	C7orf49|78996	581.6015
C7orf50|84310	567.3069	C7orf50|84310	592.0442
lowly_expressed	lowly_expressed	C7orf51|222950	31.5717
C7orf53|286006	8.4286	C7orf53|286006	11.1253
C7orf55|154791	139.7196	C7orf55|154791	214.032
C7orf58|79974	329.6864	C7orf58|79974	1274.594
C7orf59|389541	908.0152	C7orf59|389541	952.5628
C7orf60|154743	288.1919	C7orf60|154743	333.1564
C7orf61|402573	5.1868	C7orf61|402573	6.615
C7orf63|79846	95.6317	C7orf63|79846	127.1888
C7orf64|84060	214.6041	C7orf64|84060	249.8673
C7orf68|29923	158.8459	C7orf68|29923	329.5482
C7orf70|84792	386.4171	C7orf70|84792	421.2565
C7|730	1237.3774	C7|730	2682.0897
C8orf30A|51236	417.5379	C8orf30A|51236	303.0882
C8orf31|286122	8.4286	C8orf31|286122	8.1184
C8orf33|65265	1191.3445	C8orf33|65265	1326.6121
C8orf34|116328	8.4286	C8orf34|116328	41.7949
C8orf37|157657	95.3076	C8orf37|157657	79.3802
C8orf38|137682	346.2193	C8orf38|137682	176.8014
C8orf39|55472	8.1044	lowly_expressed	lowly_expressed
C8orf40|114926	584.164	C8orf40|114926	741.4835
C8orf41|80185	253.7126	C8orf41|80185	244.1333
C8orf42|157695	168.247	C8orf42|157695	432.6824
C8orf44|56260	28.0282	C8orf44|56260	32.2422
C8orf45|157777	18.8022	C8orf45|157777	34.5785
C8orf46|254778	13.6154	C8orf46|254778	37.885999999999996
lowly_expressed	lowly_expressed	C8orf47|203111	11.7266
C8orf48|157773	10.0494	C8orf48|157773	39.3894
C8orf4|56892	3074.4793	C8orf4|56892	518.377
C8orf51|78998	50.5714	C8orf51|78998	20.1457
C8orf55|51337	463.5708	C8orf55|51337	536.7186
C8orf58|541565	123.5108	C8orf58|541565	236.3366
C8orf59|401466	420.1216	C8orf59|401466	546.0217
C8orf73|642475	41.4944	C8orf73|642475	55.927
C8orf75|619351	6.1593	lowly_expressed	lowly_expressed
C8orf76|84933	220.1151	C8orf76|84933	244.2506
C8orf77|286103	6.1593	lowly_expressed	lowly_expressed
C8orf79|57604	161.7635	C8orf79|57604	345.4844
C8orf80|389643	39.8736	C8orf80|389643	25.2573
C8orf83|286144	513.4938	C8orf83|286144	660.9006
C8orf84|157869	351.4061	C8orf84|157869	544.5364
C8orf85|441376	112.81299999999999	C8orf85|441376	218.89700000000002
C9orf100|84904	94.6106	C9orf100|84904	39.9938
C9orf102|375748	180.2545	C9orf102|375748	134.8682
C9orf103|414328	106.9779	C9orf103|414328	134.4052
C9orf109|286333	86.2307	C9orf109|286333	41.7949
C9orf110|100128385	486.9114	C9orf110|100128385	237.84
C9orf114|51490	438.9886	C9orf114|51490	433.2507
C9orf116|138162	72.6153	C9orf116|138162	46.9065
C9orf117|286207	9.4011	lowly_expressed	lowly_expressed
C9orf119|375757	232.7579	C9orf119|375757	269.4117
C9orf122|158228	13.9395	C9orf122|158228	18.3416
C9orf123|90871	573.1421	C9orf123|90871	722.2398
C9orf125|84302	52.8406	C9orf125|84302	196.9472
C9orf128|392307	9.4011	lowly_expressed	lowly_expressed
C9orf129|445577	130.2569	C9orf129|445577	72.3112
C9orf130|100128782	190.1289	C9orf130|100128782	182.7219
C9orf139|401563	5.2452	lowly_expressed	lowly_expressed
C9orf140|89958	93.3625	C9orf140|89958	85.9953
C9orf142|286257	250.9117	C9orf142|286257	179.2069
C9orf150|286343	993.2734	C9orf150|286343	589.0374
C9orf152|401546	542.0212	C9orf152|401546	306.997
C9orf156|51531	263.8788	C9orf156|51531	261.5939
C9orf163|158055	7.456	lowly_expressed	lowly_expressed
C9orf167|54863	148.1481	C9orf167|54863	104.9383
C9orf169|375791	16.1926	C9orf169|375791	5.3942
C9orf16|79095	689.5210000000001	C9orf16|79095	515.6708
C9orf172|389813	13.9395	C9orf172|389813	6.615
C9orf21|195827	113.7856	C9orf21|195827	261.8946
C9orf23|138716	271.0106	C9orf23|138716	338.8694
lowly_expressed	lowly_expressed	C9orf24|84688	6.3143
C9orf25|203259	325.4721	C9orf25|203259	488.00800000000004
C9orf30|91283	175.5475	C9orf30|91283	210.8688
C9orf37|85026	88.4999	C9orf37|85026	108.8471
C9orf3|84909	179.5316	C9orf3|84909	451.7427
C9orf40|55071	85.2581	C9orf40|55071	150.642
C9orf41|138199	240.21400000000003	C9orf41|138199	116.9656
C9orf43|257169	28.2033	C9orf43|257169	14.7335
C9orf45|81571	436.0159	C9orf45|81571	182.5144
C9orf46|55848	677.2024	C9orf46|55848	268.209
C9orf47|286223	28.2843	C9orf47|286223	7.5562
C9orf5|23731	2267.2826	C9orf5|23731	3113.2687
C9orf64|84267	367.6149	C9orf64|84267	436.892
C9orf66|157983	45.0604	C9orf66|157983	35.7812
C9orf68|55064	34.0384	C9orf68|55064	45.4031
C9orf69|90120	556.9333	C9orf69|90120	602.8688
C9orf6|54942	415.2687	C9orf6|54942	376.1541
C9orf72|203228	224.6535	C9orf72|203228	283.5438
C9orf78|51759	1372.5586	C9orf78|51759	1462.5207
C9orf7|11094	532.2959999999999	C9orf7|11094	334.0585
C9orf80|58493	303.4282	C9orf80|58493	243.553
C9orf82|79886	339.0874	C9orf82|79886	332.2544
C9orf85|138241	132.9119	C9orf85|138241	156.6557
C9orf86|55684	1429.9376	C9orf86|55684	1253.5462
C9orf89|84270	203.25799999999998	C9orf89|84270	186.4233
C9orf91|203197	975.1195	C9orf91|203197	624.8187
C9orf93|203238	70.3461	C9orf93|203238	62.8427
C9orf95|54981	337.4666	C9orf95|54981	470.5684
lowly_expressed	lowly_expressed	C9orf96|169436	9.9225
C9orf98|158067	80.3955	C9orf98|158067	53.2208
C9orf9|11092	155.28	C9orf9|11092	213.18400000000003
lowly_expressed	lowly_expressed	CA10|56934	7.2164
CA11|770	78.7746	CA11|770	241.4302
CA12|771	26880.2982	CA12|771	3112.968
CA13|377677	52.8114	CA13|377677	125.959
CA14|23632	82.3405	CA14|23632	10.5239
CA2|760	274.5765	CA2|760	2530.8463
CA3|761	13.6445	CA3|761	390.6139
lowly_expressed	lowly_expressed	CA4|762	242.9516
CA5BP|340591	132.9119	CA5BP|340591	208.6738
CA5B|11238	262.4135	CA5B|11238	533.5885
lowly_expressed	lowly_expressed	CA6|765	5.4123
CA8|767	1201.7181	CA8|767	302.1861
CA9|768	45.3197	lowly_expressed	lowly_expressed
CAB39L|81617	1290.5422	CAB39L|81617	2240.6875
CAB39|51719	2198.2332	CAB39|51719	2320.3684
CABC1|56997	942.5529	CABC1|56997	1644.6592
CABIN1|23523	2049.1126	CABIN1|23523	1295.0404
CABLES1|91768	525.1641	CABLES1|91768	946.2485
CABLES2|81928	252.2084	CABLES2|81928	190.0315
CABP1|9478	7.7802	CABP1|9478	15.9362
CABP4|57010	12.967	CABP4|57010	15.6806
CABYR|26256	224.0052	CABYR|26256	80.583
CACHD1|57685	790.6637	CACHD1|57685	1446.2838
CACNA1A|773	29.8241	CACNA1A|773	22.8519
CACNA1C|775	288.8403	CACNA1C|775	416.7402
CACNA1D|776	1055.515	CACNA1D|776	108.8471
CACNA1E|777	17.5055	lowly_expressed	lowly_expressed
CACNA1F|778	32.4175	CACNA1F|778	14.4328
CACNA1G|8913	28.2033	CACNA1G|8913	55.6263
CACNA1H|8912	94.6592	CACNA1H|8912	103.4348
CACNA1I|8911	33.7142	CACNA1I|8911	24.0546
CACNA2D1|781	116.7031	CACNA2D1|781	181.3117
CACNA2D2|9254	112.4889	CACNA2D2|9254	186.72400000000002
CACNA2D3|55799	29.8241	CACNA2D3|55799	22.8519
CACNA2D4|93589	40.5219	CACNA2D4|93589	78.1775
CACNB1|782	272.6315	CACNB1|782	94.4144
CACNB2|783	25.2857	CACNB2|783	85.3939
CACNB3|784	451.2521	CACNB3|784	337.366
CACNB4|785	45.7087	CACNB4|785	105.8403
CACNG1|786	16.5329	lowly_expressed	lowly_expressed
CACNG4|27092	1330.4158	CACNG4|27092	384.8739
CACNG6|59285	8.4286	lowly_expressed	lowly_expressed
CACYBP|27101	1388.4431	CACYBP|27101	1102.6035
CADM1|23705	790.6637	CADM1|23705	968.1983
CADM2|253559	29.1758	CADM2|253559	24.656
CADM3|57863	182.3746	CADM3|57863	885.4955
CADM4|199731	411.3786	CADM4|199731	615.7982
CADPS2|93664	1274.6576	CADPS2|93664	1148.9086
CADPS|8618	5.511	lowly_expressed	lowly_expressed
CAD|790	1460.7343	CAD|790	1203.6328
CALB2|794	47.6538	CALB2|794	1021.4191
CALCOCO1|57658	1653.9428	CALCOCO1|57658	2865.5061
CALCOCO2|10241	1970.0138	CALCOCO2|10241	3411.2452
CALCRL|10203	1320.3663	CALCRL|10203	695.7798
CALCR|799	8.4286	CALCR|799	68.5557
CALD1|800	4769.9165	CALD1|800	14556.9516
CALHM2|51063	624.686	CALHM2|51063	1166.0475
CALM1|801	6063.7005	CALM1|801	8347.8538
CALM2|805	10327.5792	CALM2|805	11737.1492
CALM3|808	5878.5963	CALM3|808	4950.1393
CALML3|810	344.5984	CALML3|810	689.7661
CALML4|91860	326.1204	CALML4|91860	405.3203
CALML5|51806	32.4175	CALML5|51806	218.2956
CALN1|83698	19.1263	CALN1|83698	18.942999999999998
CALR|811	11588.6214	CALR|811	11228.9954
CALU|813	3231.3802	CALU|813	3851.1440000000002
CAMK1D|57118	220.4393	CAMK1D|57118	100.7287
CAMK1|8536	162.7587	CAMK1|8536	489.1987
lowly_expressed	lowly_expressed	CAMK2A|815	6.3143
CAMK2B|816	56.7307	CAMK2B|816	40.2915
CAMK2D|817	692.4386	CAMK2D|817	1289.9288
CAMK2G|818	669.4222	CAMK2G|818	895.4331
CAMK2N1|55450	7028.1222	CAMK2N1|55450	1464.6254
CAMK2N2|94032	9.0769	lowly_expressed	lowly_expressed
CAMK4|814	76.1812	CAMK4|814	9.9225
CAMKK1|84254	176.0272	CAMKK1|84254	355.1063
CAMKK2|10645	1817.3272	CAMKK2|10645	2227.7581
CAMLG|819	844.4769	CAMLG|819	1222.5759
CAMSAP1L1|23271	1142.7182	CAMSAP1L1|23271	1263.7694
CAMSAP1|157922	957.9382	CAMSAP1|157922	842.8136
CAMTA1|23261	401.9775	CAMTA1|23261	472.0718
