gene_id	TCGA-E2-A153-01A-12R-A12D-07	gene_id	TCGA-E2-A153-11A-31R-A12D-07
CDH2|1000	231.3682	CDH2|1000	21.3467
CDH3|1001	797.5528	CDH3|1001	3608.9474
lowly_expressed	lowly_expressed	CDH4|1002	24.0718
CDH5|1003	1878.7542	CDH5|1003	1967.0716
CDH6|1004	176.30700000000002	CDH6|1004	153.5143
lowly_expressed	lowly_expressed	CDH7|1005	13.6255
CDH8|1006	14.4605	CDH8|1006	49.5061
CDHR1|92211	6.1179	CDHR1|92211	13.6255
CDHR3|222256	23.7208	CDHR3|222256	20.5973
CDHR4|389118	15.0167	lowly_expressed	lowly_expressed
CDIPT|10423	2576.7519	CDIPT|10423	1494.7201
CDK10|8558	363.1813	CDK10|8558	853.8662
CDK11A|728642	408.0812	CDK11A|728642	544.9574
CDK11B|984	742.0857	CDK11B|984	754.9177
CDK12|51755	1523.9155	CDK12|51755	1742.2505
CDK13|8621	1047.2747	CDK13|8621	1249.4607
CDK14|5218	860.4004	CDK14|5218	660.3838
lowly_expressed	lowly_expressed	CDK15|65061	6.8128
CDK16|5127	1910.4561	CDK16|5127	1408.4251
CDK17|5128	605.673	CDK17|5128	859.7706
CDK18|5129	358.7319	CDK18|5129	365.6183
CDK19|23097	493.4205	CDK19|23097	676.9978
CDK1|983	240.8231	CDK1|983	107.6416
CDK20|23552	221.9132	CDK20|23552	180.3111
CDK2AP1|8099	2250.2781	CDK2AP1|8099	1974.3386
CDK2AP2|10263	1022.2469	CDK2AP2|10263	571.8179
CDK2|1017	598.4427	CDK2|1017	571.3637
CDK3|1018	41.8966	CDK3|1018	157.7064
CDK4|1019	1830.3671	CDK4|1019	1554.6724
CDK5R1|8851	120.1335	CDK5R1|8851	63.5858
CDK5RAP1|51654	504.4494	CDK5RAP1|51654	470.0806
CDK5RAP2|55755	1131.8131	CDK5RAP2|55755	1613.2622
CDK5RAP3|80279	1788.6541	CDK5RAP3|80279	2347.2238
CDK5|1020	278.0868	CDK5|1020	232.5423
CDK6|1021	417.1301	CDK6|1021	934.2568
CDK7|1022	626.8076	CDK7|1022	355.6262
CDK8|1024	134.594	CDK8|1024	156.2394
CDK9|1025	1004.4494	CDK9|1025	1052.7989
CDKAL1|54901	237.4861	CDKAL1|54901	256.6141
CDKL1|8814	17.7976	CDKL1|8814	13.6255
lowly_expressed	lowly_expressed	CDKL2|8999	22.255
CDKL3|51265	45.5451	CDKL3|51265	30.335
CDKL5|6792	28.3648	CDKL5|6792	99.0121
CDKN1A|1026	3725.8065	CDKN1A|1026	1922.5616
CDKN1B|1027	1619.0211	CDKN1B|1027	1350.2895
CDKN1C|1028	155.7286	CDKN1C|1028	425.1164
CDKN2AIPNL|91368	303.6707	CDKN2AIPNL|91368	245.7136
CDKN2AIP|55602	385.4283	CDKN2AIP|55602	573.1804
CDKN2A|1029	164.6274	CDKN2A|1029	33.6096
CDKN2BAS|100048912	6.1179	lowly_expressed	lowly_expressed
CDKN2B|1030	610.1224	CDKN2B|1030	145.7931
CDKN2C|1031	250.2781	CDKN2C|1031	169.4107
CDKN2D|1032	214.1268	CDKN2D|1032	65.4025
CDKN3|1033	82.3137	CDKN3|1033	28.1594
CDNF|441549	15.5729	CDNF|441549	56.773
CDO1|1036	26.1402	CDO1|1036	136.7094
CDON|50937	581.2013	CDON|50937	733.0533
CDR1|1038	12.5973	lowly_expressed	lowly_expressed
CDR2L|30850	938.8209	CDR2L|30850	536.8457
CDR2|1039	873.1924	CDR2|1039	671.2842
lowly_expressed	lowly_expressed	CDRT1|374286	5.9634
CDRT4|284040	179.5829	CDRT4|284040	316.0259
CDS1|1040	779.1991	CDS1|1040	1029.1813
CDS2|8760	1255.8398	CDS2|8760	762.5752
CDSN|1041	649.0545	CDSN|1041	25.4343
CDT1|81620	58.3982	CDT1|81620	88.5659
CDV3|55573	3126.8076	CDV3|55573	3361.4171
CDX1|1044	10.0111	CDX1|1044	9.9921
CDYL2|124359	162.9588	CDYL2|124359	109.9126
CDYL|9425	498.8877	CDYL|9425	696.7185
CEACAM19|56971	24.4716	CEACAM19|56971	82.2073
CEACAM1|634	182.4249	CEACAM1|634	822.9817
CEACAM21|90273	11.1235	CEACAM21|90273	5.9044
CEACAM5|1048	320.9121	CEACAM5|1048	5.4502
CEACAM6|4680	1436.04	CEACAM6|4680	73.5778
CEACAM7|1087	6.1179	CEACAM7|1087	16.3506
CEBPA|1050	270.8565	CEBPA|1050	505.9612
CEBPB|1051	1235.2614	CEBPB|1051	1234.9268
CEBPD|1052	423.2481	CEBPD|1052	1301.6918
CEBPG|1054	650.1669	CEBPG|1054	902.9181
CEBPZ|10153	1056.1735	CEBPZ|10153	1201.3171
CECR1|51816	988.3204	CECR1|51816	3840.5814
lowly_expressed	lowly_expressed	CECR2|27443	146.7015
CECR5|27440	416.0178	CECR5|27440	586.8059
CECR6|27439	31.1457	CECR6|27439	101.7373
CECR7|100130418	50.0556	CECR7|100130418	191.2115
CELF1|10658	1666.2959	CELF1|10658	2181.4466
CELF2|10659	528.3648	CELF2|10659	1174.0661
lowly_expressed	lowly_expressed	CELF4|56853	8.1753
CELF5|60680	23.9155	CELF5|60680	64.9483
CELF6|60677	29.5439	CELF6|60677	98.8305
CELSR1|9620	5263.6263	CELSR1|9620	1941.1831
CELSR2|1952	6229.1435	CELSR2|1952	2417.6223
CELSR3|1951	363.8098	CELSR3|1951	80.3906
CEL|1056	17.2414	CEL|1056	46.3268
CEMP1|752014	157.3582	CEMP1|752014	207.1534
CENPA|1058	30.0334	CENPA|1058	20.4383
CENPBD1|92806	218.02	CENPBD1|92806	320.654
CENPB|1059	2979.9778	CENPB|1059	1691.3819
CENPC1|1060	340.3782	CENPC1|1060	488.7022
CENPE|1062	100.6674	CENPE|1062	59.9523
CENPF|1063	1087.8754	CENPF|1063	304.3034
CENPH|64946	105.67299999999999	CENPH|64946	85.8408
CENPI|2491	9.4549	CENPI|2491	9.5379
CENPJ|55835	103.4483	CENPJ|55835	209.3789
CENPK|64105	29.4772	CENPK|64105	34.9722
CENPL|91687	171.3014	CENPL|91687	87.6575
CENPM|79019	39.4883	CENPM|79019	24.9801
CENPN|55839	87.5918	CENPN|55839	172.1222
CENPO|79172	52.158	CENPO|79172	98.3854
CENPP|401541	326.9021	CENPP|401541	45.1641
CENPQ|55166	78.9766	CENPQ|55166	82.2073
CENPT|80152	293.1034	CENPT|80152	574.9972
CENPV|201161	60.0667	CENPV|201161	64.04
CENPW|387103	43.3815	CENPW|387103	82.2073
CEP110|11064	475.5284	CEP110|11064	695.3560000000001
CEP120|153241	536.7075	CEP120|153241	540.9333
CEP135|9662	230.812	CEP135|9662	241.1718
CEP152|22995	46.7186	CEP152|22995	98.55799999999999
CEP164|22897	600.1112	CEP164|22897	678.097
CEP170|9859	1131.8131	CEP170|9859	953.7868
CEP192|55125	466.6296	CEP192|55125	832.9738
CEP250|11190	957.7308	CEP250|11190	672.6468
CEP290|80184	417.2024	CEP290|80184	627.2965
CEP350|9857	1956.0623	CEP350|9857	1487.4532
CEP55|55165	130.7008	CEP55|55165	45.4184
CEP57|9702	647.386	CEP57|9702	856.1372
CEP63|80254	647.2024	CEP63|80254	593.646
CEP68|23177	941.0456	CEP68|23177	1308.5046
CEP70|80321	239.7108	CEP70|80321	318.3831
CEP72|55722	53.9488	CEP72|55722	63.1316
CEP76|79959	127.3637	CEP76|79959	153.9684
CEP78|84131	209.1212	CEP78|84131	229.8172
CEP97|79598	151.2792	CEP97|79598	147.6099
CEPT1|10390	731.3682	CEPT1|10390	679.4595
CERCAM|51148	4402.1135	CERCAM|51148	1106.3926
CERKL|375298	88.96	CERKL|375298	49.2381
CERK|64781	615.1279	CERK|64781	719.4277
CES1|1066	361.5128	CES1|1066	652.2085
CES2|8824	705.2280000000001	CES2|8824	1265.8113
CES3|23491	11.1235	CES3|23491	272.5105
CES8|283848	30.5895	CES8|283848	101.2831
CETN2|1069	1641.8242	CETN2|1069	699.4436
CETN3|1070	338.1535	CETN3|1070	266.1519
CETP|1071	85.6507	CETP|1071	19.9841
CFB|629	14701.0957	CFB|629	1975.7011
CFDP1|10428	624.5829	CFDP1|10428	696.2643
CFD|1675	112.3471	CFD|1675	1612.3538
lowly_expressed	lowly_expressed	CFHR5|81494	99.0121
CFH|3075	1830.9232	CFH|3075	1645.5093
CFI|3426	276.4182	CFI|3426	994.2092
CFL1|1072	15131.8131	CFL1|1072	9249.4607
CFL2|1073	294.772	CFL2|1073	483.25199999999995
CFLAR|8837	612.9032	CFLAR|8837	1268.0504
lowly_expressed	lowly_expressed	CFP|5199	54.0479
lowly_expressed	lowly_expressed	CFTR|1080	22.7092
CG030|116828	33.9266	CG030|116828	57.6814
lowly_expressed	lowly_expressed	CGB7|94027	12.7444
CGGBP1|8545	1890.99	CGGBP1|8545	2123.7652
CGNL1|84952	1670.7453	CGNL1|84952	2505.7341
CGN|57530	1523.3593	CGN|57530	1170.4326
CGREF1|10669	564.8888	CGREF1|10669	159.7002
CGRRF1|10668	256.39599999999996	CGRRF1|10668	187.5781
CH25H|9023	58.3982	CH25H|9023	57.2272
CHAC1|79094	37.2636	CHAC1|79094	39.0598
CHAC2|494143	11.1235	CHAC2|494143	28.1594
CHADL|150356	37.2636	CHADL|150356	39.0598
CHAD|1101	380.4227	CHAD|1101	131.2592
CHAF1A|10036	292.5473	CHAF1A|10036	281.5942
CHAF1B|8208	156.8409	CHAF1B|8208	216.6458
CHCHD10|400916	282.5362	CHCHD10|400916	247.5304
CHCHD1|118487	522.2469	CHCHD1|118487	346.5425
CHCHD2|51142	3523.9155	CHCHD2|51142	2533.8935
CHCHD3|54927	775.3059	CHCHD3|54927	544.5668
CHCHD4|131474	204.1157	CHCHD4|131474	193.4825
CHCHD5|84269	450.5006	CHCHD5|84269	248.8929
CHCHD6|84303	116.2403	CHCHD6|84303	142.6138
CHCHD7|79145	396.5517	CHCHD7|79145	366.0724
CHCHD8|51287	724.1379	CHCHD8|51287	437.3794
CHD1L|9557	762.5139	CHD1L|9557	1204.4964
CHD1|1105	981.6463	CHD1|1105	1425.2299
CHD2|1106	2028.3648	CHD2|1106	3335.0744
CHD3|1107	2561.7353	CHD3|1107	4291.1321
CHD4|1108	5671.1902	CHD4|1108	6258.8986
CHD6|84181	1805.3393	CHD6|84181	2398.0924
CHD7|55636	551.7241	CHD7|55636	789.8263
CHD8|57680	2201.3348	CHD8|57680	2399.455
CHD9|80205	816.4627	CHD9|80205	1984.7848
CHDH|55349	558.9544	CHDH|55349	956.966
CHEK1|1111	127.3637	CHEK1|1111	102.6456
CHEK2|11200	97.3304	CHEK2|11200	134.8927
CHERP|10523	1295.3448	CHERP|10523	1374.6701
CHFR|55743	352.61400000000003	CHFR|55743	498.24
lowly_expressed	lowly_expressed	CHGB|1114	11.8088
CHI3L1|1116	1059.5106	CHI3L1|1116	5448.8475
CHI3L2|1117	227.475	CHI3L2|1117	517.77
CHIC1|53344	309.7887	CHIC1|53344	300.2157
CHIC2|26511	140.7119	CHIC2|26511	252.0722
CHID1|66005	1442.158	CHID1|66005	1399.3414
CHIT1|1118	105.1168	CHIT1|1118	4429.6582
CHKA|1119	355.3949	CHKA|1119	900.193
CHKB-CPT1B|386593	137.8031	CHKB-CPT1B|386593	351.6158
CHKB|1120	175.1502	CHKB|1120	317.7018
CHL1|10752	78.4205	CHL1|10752	675.826
CHML|1122	1060.6229	CHML|1122	449.6423
CHMP1A|5119	1487.2079999999999	CHMP1A|5119	1580.5609
CHMP1B|57132	1243.604	CHMP1B|57132	1796.2984
CHMP2A|27243	2522.2469	CHMP2A|27243	1365.2776
CHMP2B|25978	986.0957	CHMP2B|25978	996.4801
CHMP4A|29082	1255.8788	CHMP4A|29082	650.6097
CHMP4B|128866	6074.5273	CHMP4B|128866	2719.2006
CHMP4C|92421	384.8721	CHMP4C|92421	475.985
CHMP5|51510	1555.8120000000001	CHMP5|51510	1118.8418
CHMP6|79643	543.3815	CHMP6|79643	428.7499
CHMP7|91782	938.2647	CHMP7|91782	996.4801
CHM|1121	474.416	CHM|1121	614.5112
CHN1|1123	441.0456	CHN1|1123	255.7057
CHN2|1124	52.8365	CHN2|1124	69.4902
lowly_expressed	lowly_expressed	CHODL|140578	27.7052
CHORDC1|26973	308.6763	CHORDC1|26973	423.7538
CHPF2|54480	2087.8754	CHPF2|54480	1249.0065
CHPF|79586	5392.1023	CHPF|79586	1903.4859
CHPT1|56994	1658.5095	CHPT1|56994	1722.2664
CHP|11261	2591.2125	CHP|11261	3316.4528
CHRAC1|54108	754.7275	CHRAC1|54108	483.7061
CHRDL1|91851	13.3482	CHRDL1|91851	1975.247
lowly_expressed	lowly_expressed	CHRDL2|25884	10.9004
CHRD|8646	462.7364	CHRD|8646	231.1797
CHRFAM7A|89832	45.6062	CHRFAM7A|89832	35.8805
CHRM1|1128	9.4549	CHRM1|1128	149.4266
CHRM3|1131	8.3426	CHRM3|1131	32.7013
CHRM5|1133	6.1179	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA10|57053	11.8088
CHRNA1|1134	82.8699	CHRNA1|1134	31.3387
lowly_expressed	lowly_expressed	CHRNA2|1135	267.9687
CHRNA3|1136	27.8087	lowly_expressed	lowly_expressed
CHRNA5|1138	5.0056	CHRNA5|1138	27.2511
CHRNA6|8973	15.0167	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA7|1139	12.7172
CHRNB1|1140	125.6952	CHRNB1|1140	152.1517
CHRNB2|1141	5.5617	CHRNB2|1141	76.7571
CHRNE|1145	19.3437	CHRNE|1145	16.3325
CHST10|9486	507.7864	CHST10|9486	274.7814
CHST11|50515	293.6596	CHST11|50515	162.1437
CHST12|55501	253.6151	CHST12|55501	248.8929
CHST13|166012	23.9155	CHST13|166012	12.263
CHST14|113189	853.1702	CHST14|113189	463.722
CHST15|51363	2708.0089	CHST15|51363	1502.8954
CHST1|8534	477.7531	CHST1|8534	1793.1191
CHST2|9435	107.3415	CHST2|9435	246.622
CHST3|9469	750.2781	CHST3|9469	1522.8795
lowly_expressed	lowly_expressed	CHST4|10164	15.8964
lowly_expressed	lowly_expressed	CHST5|23563	6.8309
CHST6|4166	76.7519	CHST6|4166	37.6973
CHST7|56548	74.5273	CHST7|56548	93.5619
CHST8|64377	1292.5473	CHST8|64377	41.7849
lowly_expressed	lowly_expressed	CHST9|83539	371.9768
CHSY1|22856	2486.6518	CHSY1|22856	2632.9056
CHSY3|337876	223.0256	CHSY3|337876	114.0002
CHTF18|63922	151.2792	CHTF18|63922	205.7454
CHTF8|54921	1582.8699	CHTF8|54921	2263.6539
CHUK|1147	451.6129	CHUK|1147	634.0411
CHURC1|91612	1756.5907	CHURC1|91612	1454.0388
CIAO1|9391	1770.8565	CIAO1|9391	1800.3861
CIAPIN1|57019	578.9766	CIAPIN1|57019	729.4198
CIB1|10519	2630.7008	CIB1|10519	1111.8429
CIB2|10518	50.6118	CIB2|10518	50.8686
CIB3|117286	5.0056	lowly_expressed	lowly_expressed
CIC|23152	2169.0768	CIC|23152	2481.6623
lowly_expressed	lowly_expressed	CIDEA|1149	10.4462
CIDEB|27141	244.2937	CIDEB|27141	294.5611
CIDECP|152302	131.7186	CIDECP|152302	80.813
lowly_expressed	lowly_expressed	CIDEC|63924	89.5061
CIITA|4261	309.7887	CIITA|4261	328.8293
CILP2|148113	875.9733	CILP2|148113	26.3427
CILP|8483	1382.6474	CILP|8483	1428.8634
CINP|51550	484.9833	CINP|51550	296.1281
CIR1|9541	1047.2747	CIR1|9541	822.5275
CIRBP|1153	5581.2013	CIRBP|1153	6104.2353
CIRH1A|84916	537.8198	CIRH1A|84916	871.5794
CISD1|55847	423.8042	CISD1|55847	279.7774
CISD2|493856	507.7864	CISD2|493856	378.3354
CISD3|284106	994.1935	CISD3|284106	671.0889
CISH|1154	3621.802	CISH|1154	980.1294
CITED1|4435	48.9433	CITED1|4435	142.1596
CITED2|10370	860.9566	CITED2|10370	2427.6144
CITED4|163732	3202.4472	CITED4|163732	1136.3688
CIT|11113	313.1257	CIT|11113	112.1835
CIZ1|25792	1796.9967	CIZ1|25792	1812.1948
CKAP2L|150468	36.7075	CKAP2L|150468	24.9801
CKAP2|26586	487.7642	CKAP2|26586	339.7298
CKAP4|10970	3446.6073	CKAP4|10970	1843.5336
CKAP5|9793	2355.3949	CKAP5|9793	2055.1834
CKB|1152	228.5873	CKB|1152	265.6977
CKLF|51192	306.4516	CKLF|51192	196.6617
CKMT1A|548596	106.7853	CKMT1A|548596	178.9486
CKMT1B|1159	208.0089	CKMT1B|1159	334.7337
CKMT2|1160	22.2469	CKMT2|1160	31.7929
CKS1B|1163	608.4538	CKS1B|1163	285.6818
CKS2|1164	263.0701	CKS2|1164	83.5699
CLASP1|23332	1197.4416	CLASP1|23332	1556.035
CLASP2|23122	794.2158	CLASP2|23122	1315.7715
CLCA2|9635	120.6897	CLCA2|9635	1377.9948
lowly_expressed	lowly_expressed	CLCA4|22802	118.9963
CLCC1|23155	864.5829	CLCC1|23155	1073.428
CLCF1|23529	148.4983	CLCF1|23529	123.5381
lowly_expressed	lowly_expressed	CLCN1|1180	9.9921
CLCN2|1181	110.6785	CLCN2|1181	91.291
CLCN3|1182	1220.2447	CLCN3|1182	1998.4104
CLCN4|1183	34.4828	CLCN4|1183	156.6935
CLCN5|1184	155.1724	CLCN5|1184	216.6458
CLCN6|1185	414.3493	CLCN6|1185	604.5191
CLCN7|1186	1952.1691	CLCN7|1186	1745.4298
CLDN10|9071	8.7264	CLDN10|9071	36.2394
CLDN11|5010	17.7976	CLDN11|5010	1082.7751
CLDN12|9069	1179.644	CLDN12|9069	1367.0944
CLDN14|23562	22.2469	CLDN14|23562	49.0519
CLDN15|24146	73.9711	CLDN15|24146	181.2195
lowly_expressed	lowly_expressed	CLDN16|10686	9.0837
lowly_expressed	lowly_expressed	CLDN19|149461	179.4027
CLDN1|9076	795.3281	CLDN1|9076	1722.2664
CLDN23|137075	80.6452	CLDN23|137075	91.291
CLDN2|9075	24.4716	lowly_expressed	lowly_expressed
CLDN3|1365	627.3637	CLDN3|1365	1334.8473
CLDN4|1364	5887.6529	CLDN4|1364	4379.698
CLDN5|7122	241.3793	CLDN5|7122	946.0656
CLDN7|1366	1508.8988	CLDN7|1366	1798.1151
CLDN8|9073	43.9377	CLDN8|9073	2023.3905
CLDN9|9080	10.0111	CLDN9|9080	9.5379
CLDND1|56650	956.0623	CLDND1|56650	1100.4882
CLEC10A|10462	28.3648	CLEC10A|10462	130.805
CLEC11A|6320	707.4527	CLEC11A|6320	218.0084
CLEC12A|160364	5.0056	CLEC12A|160364	7.7211
CLEC14A|161198	918.2425	CLEC14A|161198	757.5792
CLEC16A|23274	1050.0556	CLEC16A|23274	1007.8347
CLEC18A|348174	23.2925	lowly_expressed	lowly_expressed
CLEC18B|497190	6.1179	lowly_expressed	lowly_expressed
CLEC1A|51267	85.0945	CLEC1A|51267	141.2513
CLEC2B|9976	586.2069	CLEC2B|9976	202.5661
CLEC2D|29121	383.2036	CLEC2D|29121	375.6103
CLEC3A|10143	2248.6096	lowly_expressed	lowly_expressed
CLEC3B|7123	174.0823	CLEC3B|7123	1358.0107
CLEC4A|50856	58.3982	CLEC4A|50856	50.4144
CLEC4E|26253	6.6741	CLEC4E|26253	56.3188
lowly_expressed	lowly_expressed	CLEC4F|165530	32.2471
lowly_expressed	lowly_expressed	CLEC4GP1|440508	19.5299
lowly_expressed	lowly_expressed	CLEC4G|339390	9.9921
CLEC5A|23601	647.386	CLEC5A|23601	40.4224
CLEC7A|64581	184.6496	CLEC7A|64581	174.4067
lowly_expressed	lowly_expressed	CLEC9A|283420	10.9004
CLECL1|160365	7.2303	lowly_expressed	lowly_expressed
CLGN|1047	25.584	CLGN|1047	30.8845
CLIC1|1192	6590.6563	CLIC1|1192	4228.9088
CLIC2|1193	152.3915	CLIC2|1193	387.8733
CLIC3|9022	41.1568	CLIC3|9022	74.9404
CLIC4|25932	6663.515	CLIC4|25932	6091.9723
CLIC5|53405	38.9321	CLIC5|53405	294.7655
CLIC6|54102	16151.8354	CLIC6|54102	392.4151
CLINT1|9685	1575.6396	CLINT1|9685	2191.4386
CLIP1|6249	1544.4939	CLIP1|6249	2508.005
CLIP2|7461	684.6496	CLIP2|7461	534.5748
CLIP3|25999	660.7341	CLIP3|25999	644.9415
CLIP4|79745	433.8154	CLIP4|79745	954.2409
CLK1|1195	1106.7853	CLK1|1195	3080.7312
CLK2P|1197	27.2525	CLK2P|1197	12.7172
CLK2|1196	1191.8799	CLK2|1196	798.0016
CLK3|1198	522.8031	CLK3|1198	893.8344
CLK4|57396	352.61400000000003	CLK4|57396	765.3003
CLMN|79789	811.4572	CLMN|79789	2171.4545
CLN3|1201	1802.0022	CLN3|1201	1529.6923
CLN5|1203	756.3960000000001	CLN5|1203	740.7744
CLN6|54982	771.9689	CLN6|54982	759.8501
CLN8|2055	312.0133	CLN8|2055	555.0131
lowly_expressed	lowly_expressed	CLNK|116449	8.1753
CLNS1A|1207	1402.1135	CLNS1A|1207	982.4004
CLOCK|9575	283.6485	CLOCK|9575	480.0727
CLP1|10978	216.9077	CLP1|10978	196.2076
CLPB|81570	243.604	CLPB|81570	273.8731
CLPP|8192	664.0712	CLPP|8192	440.1045
CLPTM1L|81037	1900.4449	CLPTM1L|81037	1638.2423
CLPTM1|1209	2709.1212	CLPTM1|1209	2762.8023
CLPX|10845	602.3359	CLPX|10845	799.3641
CLSPN|63967	23.3593	CLSPN|63967	24.9801
CLSTN1|22883	7141.8242	CLSTN1|22883	6509.3675
CLSTN2|64084	729.1435	CLSTN2|64084	849.7786
CLSTN3|9746	1331.4794	CLSTN3|9746	1360.7358
CLTA|1211	1883.2036	CLTA|1211	1523.7879
CLTB|1212	1389.3215	CLTB|1212	895.6512
CLTCL1|8218	97.8865	CLTCL1|8218	77.2113
CLTC|1213	12340.3782	CLTC|1213	10046.0997
CLUAP1|23059	614.6274	CLUAP1|23059	401.95300000000003
CLUL1|27098	50.6118	CLUL1|27098	60.8607
CLU|1191	30052.8365	CLU|1191	77677.3021
CLVS1|157807	6.2625	CLVS1|157807	23.5222
CLYBL|171425	109.5662	CLYBL|171425	108.0958
CMA1|1215	7.7864	CMA1|1215	19.0757
CMAH|8418	269.188	CMAH|8418	338.3672
CMAS|55907	610.6785	CMAS|55907	680.8221
CMBL|134147	1053.3927	CMBL|134147	707.1648
CMC1|152100	97.3304	CMC1|152100	96.7412
CMIP|80790	1254.1713	CMIP|80790	1392.9829
CMKLR1|1240	617.3526	CMKLR1|1240	361.0764
CMPK1|51727	2427.6974	CMPK1|51727	3796.0713
CMPK2|129607	208.5651	CMPK2|129607	102.6456
CMTM1|113540	91.7686	CMTM1|113540	96.7412
CMTM3|123920	2403.782	CMTM3|123920	1235.3809
CMTM4|146223	665.7397	CMTM4|146223	2016.5777
lowly_expressed	lowly_expressed	CMTM5|116173	18.6216
CMTM6|54918	1704.6719	CMTM6|54918	2818.667
CMTM7|112616	297.5528	CMTM7|112616	1065.5161
CMTM8|152189	154.0601	CMTM8|152189	152.6059
CMYA5|202333	322.5806	CMYA5|202333	1385.2617
lowly_expressed	lowly_expressed	CN5H6.4|150384	7.2669
CNBP|7555	5515.0167	CNBP|7555	5765.4139
CNDP2|55748	4577.3081	CNDP2|55748	4276.144
CNFN|84518	66.7408	CNFN|84518	39.514
CNGA1|1259	11.6796	CNGA1|1259	127.1716
CNGA2|1260	12.792	lowly_expressed	lowly_expressed
CNGA3|1261	20.0222	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CNGB1|1258	5.4502
CNIH2|254263	22.8031	CNIH2|254263	7.2669
CNIH3|149111	170.7453	CNIH3|149111	88.1117
CNIH4|29097	1293.6596	CNIH4|29097	519.5867
CNIH|10175	1334.2603	CNIH|10175	1050.528
CNKSR1|10256	707.4527	CNKSR1|10256	627.2283
lowly_expressed	lowly_expressed	CNKSR2|22866	21.3467
CNKSR3|154043	88.4316	CNKSR3|154043	292.4946
CNN1|1264	607.8977	CNN1|1264	3631.6566
CNN2|1265	5239.1546	CNN2|1265	3796.5255
CNN3|1266	5392.6585	CNN3|1266	5977.0637
lowly_expressed	lowly_expressed	CNNM1|26507	46.3268
CNNM2|54805	142.9366	CNNM2|54805	173.9525
CNNM3|26505	1086.2069	CNNM3|26505	919.2688
CNNM4|26504	1302.0022	CNNM4|26504	1071.8746
CNOT10|25904	454.9499	CNOT10|25904	528.6704
CNOT1|23019	2423.5039	CNOT1|23019	4432.4605
CNOT2|4848	1334.8165	CNOT2|4848	1409.3335
CNOT3|4849	1119.0211	CNOT3|4849	998.7510000000001
CNOT4|4850	457.7308	CNOT4|4850	524.5827
CNOT6L|246175	1218.02	CNOT6L|246175	1724.0831
CNOT6|57472	1122.3582	CNOT6|57472	1090.9504
CNOT7|29883	1472.7475	CNOT7|29883	1565.1187
CNOT8|9337	1359.2881	CNOT8|9337	1213.5801
CNO|55330	295.3281	CNO|55330	224.8212
CNPY2|10330	1106.7853	CNPY2|10330	773.0215
CNPY3|10695	1349.277	CNPY3|10695	1028.7271
CNPY4|245812	610.6785	CNPY4|245812	281.14
CNP|1267	2053.3815	CNP|1267	2791.4068
lowly_expressed	lowly_expressed	CNR1|1268	99.4663
CNRIP1|25927	312.0133	CNRIP1|25927	219.37099999999998
CNST|163882	969.9666	CNST|163882	710.7982
CNTD1|124817	28.3537	CNTD1|124817	112.8466
CNTD2|79935	9.4549	lowly_expressed	lowly_expressed
CNTFR|1271	32.2581	CNTFR|1271	68.5818
CNTF|1270	8.8598	CNTF|1270	12.7172
CNTLN|54875	150.72299999999998	CNTLN|54875	215.2833
CNTN1|1272	305.3393	CNTN1|1272	347.4509
lowly_expressed	lowly_expressed	CNTN2|6900	16.8048
CNTN3|5067	142.3804	CNTN3|5067	99.9205
CNTN4|152330	231.3682	CNTN4|152330	458.726
CNTNAP1|8506	441.6018	CNTNAP1|8506	167.59400000000002
CNTNAP2|26047	552.8365	CNTNAP2|26047	359.7139
CNTNAP3|79937	16.129	CNTNAP3|79937	389.2358
CNTROB|116840	673.5261	CNTROB|116840	888.3842
COASY|80347	1858.7319	COASY|80347	2071.9882
COBLL1|22837	1211.3459	COBLL1|22837	1032.8148
COBL|23242	521.6908	COBL|23242	1581.9235
COBRA1|25920	1423.8042	COBRA1|25920	1305.7795
lowly_expressed	lowly_expressed	COCH|1690	9.9921
COG1|9382	935.0167	COG1|9382	946.2337
COG2|22796	1231.9244	COG2|22796	677.1886
COG3|83548	770.8565	COG3|83548	1108.6636
COG4|25839	780.8676	COG4|25839	1042.3527
COG5|10466	990.0056	COG5|10466	983.2769
COG6|57511	612.3471	COG6|57511	653.571
COG7|91949	990.5451	COG7|91949	642.2164
COG8|84342	355.9455	COG8|84342	440.0908
COIL|8161	579.5328	COIL|8161	483.7061
COL10A1|1300	16372.0801	COL10A1|1300	24.0718
COL11A1|1301	27849.277000000002	COL11A1|1301	7.7211
COL11A2|1302	6.1179	COL11A2|1302	24.0718
COL12A1|1303	45006.1179	COL12A1|1303	3308.7317
COL13A1|1305	57.842	COL13A1|1305	20.4383
COL14A1|7373	1988.3204	COL14A1|7373	9248.5523
COL15A1|1306	5011.6796	COL15A1|1306	2477.5747
COL16A1|1307	3496.663	COL16A1|1307	2361.3035
COL17A1|1308	22.8031	COL17A1|1308	5900.7608
COL18A1|80781	10323.693000000001	COL18A1|80781	5163.6198
COL1A1|1277	448271.4127	COL1A1|1277	79881.9121
COL1A2|1278	317197.4416	COL1A2|1278	57013.2849
COL21A1|81578	37.8198	COL21A1|81578	55.4105
COL22A1|169044	98.9989	COL22A1|169044	37.6973
COL23A1|91522	12.2358	COL23A1|91522	91.291
