gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
CCRN4L|25819	135.9894	CCRN4L|25819	72.7612
CCS|9973	643.4706	CCS|9973	364.2724
CCT2|10576	4305.2678	CCT2|10576	1910.9142
CCT3|7203	12379.636999999999	CCT3|7203	4945.4291
CCT4|10575	3781.4962	CCT4|10575	3445.4291
CCT5|22948	6656.7508	CCT5|22948	2649.7201
CCT6A|908	5472.51	CCT6A|908	2457.0896
CCT6B|10693	45.6839	CCT6B|10693	93.2836
CCT6P1|643253	64.4533	CCT6P1|643253	69.9627
CCT7|10574	4164.3205	CCT7|10574	3305.0373
CCT8|10694	4963.6122	CCT8|10694	2805.0373
CD101|9398	49.5795	CD101|9398	30.3172
CD109|135228	407.2598	CD109|135228	795.2239
CD14|929	785.4803	CD14|929	750.9328
CD151|977	8508.5436	CD151|977	6338.6194
CD160|11126	10.27	CD160|11126	26.1194
CD163L1|283316	25.498	CD163L1|283316	160.9142
CD163|9332	271.6246	CD163|9332	338.6194
lowly_expressed	lowly_expressed	CD164L2|388611	81.1567
CD164|8763	12503.5857	CD164|8763	10409.0485
CD180|4064	66.9323	CD180|4064	70.4291
CD1A|909	123.9486	lowly_expressed	lowly_expressed
CD1C|911	47.8088	CD1C|911	24.2537
CD1D|912	21.2483	CD1D|912	38.7127
CD1E|913	50.6419	CD1E|913	11.6604
CD200R1|131450	6.7286	CD200R1|131450	19.5896
CD200|4345	314.8296	CD200|4345	638.0597
CD207|50489	254.6259	CD207|50489	13.0597
CD209|30835	20.5401	CD209|30835	213.153
CD226|10666	5.6662	CD226|10666	14.9254
CD22|933	276.2284	CD22|933	15.3918
lowly_expressed	lowly_expressed	CD244|51744	6.0634
CD247|919	28.6853	CD247|919	50.8396
CD248|57124	1617.3528	CD248|57124	833.0224
CD24|100133941	21370.5179	CD24|100133941	12128.2649
CD274|29126	5.6662	CD274|29126	26.5858
CD276|80381	2864.2762	CD276|80381	1312.5
CD27|939	25.7034	CD27|939	55.9282
CD28|940	15.5821	CD28|940	18.1903
CD2AP|23607	2965.2058	CD2AP|23607	1744.4029999999998
CD2BP2|10421	1698.4506	CD2BP2|10421	1331.1567
CD2|914	97.3882	CD2|914	94.6828
CD300A|11314	102.7003	CD300A|11314	99.8134
CD300C|10871	16.2904	CD300C|10871	6.0634
CD300LB|124599	10.27	CD300LB|124599	7.4627
CD300LF|146722	33.9973	CD300LF|146722	13.5261
CD300LG|146894	26.2063	CD300LG|146894	1368.0037
CD302|9936	875.8459	CD302|9936	1842.5420000000001
CD320|51293	313.0589	CD320|51293	385.2612
CD33|945	48.1629	CD33|945	21.9216
CD34|947	1698.0965	CD34|947	2570.4291
CD36|948	1230.633	CD36|948	19946.8284
CD37|951	245.4183	CD37|951	97.0149
CD38|952	7.0828	CD38|952	27.9851
CD3D|915	27.976999999999997	CD3D|915	23.3209
CD3EAP|10849	306.8119	CD3EAP|10849	435.6343
CD3E|916	82.8685	CD3E|916	84.4216
lowly_expressed	lowly_expressed	CD3G|917	16.3246
lowly_expressed	lowly_expressed	CD40LG|959	22.8545
CD40|958	416.8216	CD40|958	354.944
CD44|960	2492.4303	CD44|960	5245.3358
CD46|4179	10381.2306	CD46|4179	5898.3209
CD47|961	1782.0274	CD47|961	2501.8657
CD48|962	133.5104	CD48|962	125.9328
CD4|920	849.9336	CD4|920	459.8881
CD52|1043	181.6733	CD52|1043	54.1045
CD53|963	459.6724	CD53|963	271.4552
CD55|1604	3734.7499	CD55|1604	915.5784
CD58|965	231.6069	CD58|965	123.6007
CD59|966	10677.645	CD59|966	17646.4552
CD5|921	27.2687	CD5|921	36.3806
CD63|967	14647.5432	CD63|967	6176.7724
CD68|968	1898.5392	CD68|968	706.1567
CD69|969	31.8725	CD69|969	38.2463
CD6|923	39.6636	CD6|923	47.1082
CD70|970	25.8521	lowly_expressed	lowly_expressed
CD72|971	24.4356	CD72|971	24.2537
CD74|972	29741.6556	CD74|972	16235.0746
CD79A|973	23.7273	CD79A|973	97.9478
CD79B|974	31.5184	CD79B|974	68.5634
CD7|924	25.498	CD7|924	28.4515
CD80|941	16.2904	lowly_expressed	lowly_expressed
CD81|975	10099.6901	CD81|975	12796.6418
CD82|3732	651.9699	CD82|3732	1400.1866
CD83|9308	263.8336	CD83|9308	140.8582
CD84|8832	57.3705	CD84|8832	44.7761
CD86|942	213.1917	CD86|942	69.4963
CD8A|925	86.7641	CD8A|925	92.8172
CD8B|926	19.4776	CD8B|926	31.7164
CD93|22918	2363.8778	CD93|22918	2392.2575
CD96|10225	47.8088	CD96|10225	92.3507
CD97|976	223.8158	CD97|976	422.1082
CD99L2|83692	1999.1147	CD99L2|83692	1303.6381
CD99|4267	4547.1448	CD99|4267	1924.9067
CD9|928	17376.8924	CD9|928	4167.9104
CDADC1|81602	142.3639	CDADC1|81602	277.5187
CDAN1|146059	392.0319	CDAN1|146059	430.9701
CDA|978	33.2891	lowly_expressed	lowly_expressed
CDC123|8872	1243.0739	CDC123|8872	669.8228
CDC14A|8556	77.5564	CDC14A|8556	558.3022
CDC14B|8555	220.2745	CDC14B|8555	790.5784
lowly_expressed	lowly_expressed	CDC14C|168448	19.1231
CDC16|8881	1235.2368	CDC16|8881	1547.1082
CDC20B|166979	302.0806	lowly_expressed	lowly_expressed
CDC20|991	1131.12	CDC20|991	29.8507
CDC23|8697	1336.5206	CDC23|8697	832.0896
CDC25A|993	133.5104	CDC25A|993	19.1231
CDC25B|994	749.0039999999999	CDC25B|994	504.1978
CDC25C|995	109.7831	lowly_expressed	lowly_expressed
CDC26|246184	82.6348	CDC26|246184	93.0644
CDC27|996	1681.4520000000002	CDC27|996	1319.0299
CDC34|997	541.8327	CDC34|997	456.6231
CDC37L1|55664	414.6968	CDC37L1|55664	475.2799
CDC37|11140	2094.3779999999997	CDC37|11140	2256.9963
CDC40|51362	536.1664	CDC40|51362	789.6455
CDC42BPA|8476	1758.6543	CDC42BPA|8476	2131.5299
CDC42BPB|9578	3156.795	CDC42BPB|9578	3620.8022
CDC42BPG|55561	294.2895	CDC42BPG|55561	1052.2388
CDC42EP1|11135	945.5511	CDC42EP1|11135	1205.6903
CDC42EP2|10435	314.1213	CDC42EP2|10435	187.9664
CDC42EP3|10602	241.8769	CDC42EP3|10602	819.0299
CDC42EP4|23580	1136.7862	CDC42EP4|23580	2654.8507
CDC42EP5|148170	55.2457	CDC42EP5|148170	83.4888
CDC42SE1|56882	4699.4918	CDC42SE1|56882	2855.8769
CDC42SE2|56990	1217.1757	CDC42SE2|56990	1380.5970000000002
CDC42|998	6283.8424	CDC42|998	4218.75
CDC45|8318	213.5458	lowly_expressed	lowly_expressed
CDC5L|988	1459.761	CDC5L|988	1160.9142
CDC6|990	299.2475	CDC6|990	27.9851
CDC73|79577	1839.7521	CDC73|79577	1216.4179
CDC7|8317	165.0288	CDC7|8317	46.1754
CDCA2|157313	75.0775	CDCA2|157313	10.7276
CDCA3|83461	328.2727	CDCA3|83461	24.8694
CDCA4|55038	509.9602	CDCA4|55038	151.1194
CDCA5|113130	393.0943	CDCA5|113130	34.5149
CDCA7L|55536	386.6171	CDCA7L|55536	875.2845
CDCA7|83879	111.1996	CDCA7|83879	50.3731
CDCA8|55143	439.4865	CDCA8|55143	55.0373
CDCP1|64866	1138.5569	CDCP1|64866	754.6642
CDH11|1009	3972.7313	CDH11|1009	966.8843
CDH12|1010	5.3121	CDH12|1010	114.2724
CDH13|1012	449.7565	CDH13|1012	477.1455
lowly_expressed	lowly_expressed	CDH15|1013	6.9963
lowly_expressed	lowly_expressed	CDH17|1015	27.5187
lowly_expressed	lowly_expressed	CDH19|28513	9.3284
CDH1|999	13436.0336	CDH1|999	11823.2276
lowly_expressed	lowly_expressed	CDH20|28316	22.3881
lowly_expressed	lowly_expressed	CDH22|64405	6.5299
CDH23|64072	77.5564	CDH23|64072	740.1539
CDH24|64403	191.5892	CDH24|64403	112.8731
lowly_expressed	lowly_expressed	CDH26|60437	5.597
CDH2|1000	219.9203	CDH2|1000	229.94400000000002
CDH3|1001	524.1257	CDH3|1001	3760.7276
lowly_expressed	lowly_expressed	CDH4|1002	29.8507
CDH5|1003	1188.4905	CDH5|1003	1811.5672
CDH6|1004	115.8035	CDH6|1004	82.0896
CDH8|1006	6.3745	CDH8|1006	5.597
lowly_expressed	lowly_expressed	CDHR1|92211	11.194
CDHR3|222256	74.2948	CDHR3|222256	40.7276
CDHR4|389118	14.5197	lowly_expressed	lowly_expressed
CDIPT|10423	2012.5719	CDIPT|10423	1932.8358
CDK10|8558	619.035	CDK10|8558	677.7052
CDK11A|728642	190.7286	CDK11A|728642	506.0354
CDK11B|984	685.0571	CDK11B|984	750.028
CDK12|51755	1149.5352	CDK12|51755	1620.3358
CDK13|8621	1287.6494	CDK13|8621	1326.0261
CDK14|5218	1044.71	CDK14|5218	1112.8731
CDK15|65061	12.749	lowly_expressed	lowly_expressed
CDK16|5127	2824.9668	CDK16|5127	1477.6119
CDK17|5128	799.2917	CDK17|5128	759.7948
CDK18|5129	146.6135	CDK18|5129	357.2761
CDK19|23097	653.5069	CDK19|23097	966.6604
CDK1|983	1165.1173	CDK1|983	29.3843
CDK20|23552	242.9394	CDK20|23552	178.1716
CDK2AP1|8099	3532.8907	CDK2AP1|8099	1868.0037
CDK2AP2|10263	1426.1178	CDK2AP2|10263	394.5896
CDK2|1017	648.4285	CDK2|1017	478.0784
CDK3|1018	74.1213	CDK3|1018	189.9953
CDK4|1019	2164.1434	CDK4|1019	1520.5224
CDK5R1|8851	107.6583	CDK5R1|8851	34.5149
CDK5RAP1|51654	857.0164	CDK5RAP1|51654	386.6604
CDK5RAP2|55755	1400.6197	CDK5RAP2|55755	2066.6978
CDK5RAP3|80279	2165.9141	CDK5RAP3|80279	2246.7351
CDK5|1020	486.587	CDK5|1020	152.0522
CDK6|1021	668.9686	CDK6|1021	805.9701
CDK7|1022	899.8672	CDK7|1022	410.9142
CDK8|1024	244.71	CDK8|1024	185.1679
CDK9|1025	1337.9371	CDK9|1025	989.7388
CDKAL1|54901	342.4524	CDKAL1|54901	271.9216
CDKL1|8814	16.6445	CDKL1|8814	17.2575
CDKL2|8999	6.0204	CDKL2|8999	102.1455
CDKL3|51265	46.7534	CDKL3|51265	26.9216
CDKL5|6792	41.4343	CDKL5|6792	204.291
CDKN1A|1026	3161.0447	CDKN1A|1026	628.7313
CDKN1B|1027	1834.44	CDKN1B|1027	2372.2015
CDKN1C|1028	187.6937	CDKN1C|1028	632.4627
CDKN2AIPNL|91368	460.0266	CDKN2AIPNL|91368	224.347
CDKN2AIP|55602	444.0903	CDKN2AIP|55602	710.3545
CDKN2A|1029	34.3515	CDKN2A|1029	36.847
CDKN2B|1030	488.0035	CDKN2B|1030	516.7909999999999
CDKN2C|1031	291.1023	CDKN2C|1031	1170.7089999999998
CDKN2D|1032	133.8645	CDKN2D|1032	67.6306
CDKN3|1033	279.7698	CDKN3|1033	6.0634
CDNF|441549	7.7911	CDNF|441549	58.3022
CDO1|1036	169.9867	CDO1|1036	989.7388
CDON|50937	490.8367	CDON|50937	354.944
CDR1|1038	11.9451	CDR1|1038	41.9496
CDR2L|30850	660.4692	CDR2L|30850	409.9813
CDR2|1039	806.7286	CDR2|1039	363.806
CDRT15P|94158	17.7069	CDRT15P|94158	17.7239
CDRT4|284040	319.5396	CDRT4|284040	288.5728
CDS1|1040	1522.4436	CDS1|1040	723.8806
CDS2|8760	1207.2598	CDS2|8760	980.4104
CDSN|1041	1165.1173	CDSN|1041	618.9366
CDT1|81620	176.3612	CDT1|81620	37.3134
CDV3|55573	2515.8035	CDV3|55573	3174.4403
CDYL2|124359	53.8291	CDYL2|124359	140.3918
CDYL|9425	684.9048	CDYL|9425	691.6978
CEACAM19|56971	52.7667	CEACAM19|56971	48.5075
CEACAM1|634	286.8526	CEACAM1|634	623.6007
CEACAM21|90273	12.3949	CEACAM21|90273	8.8619
CEACAM5|1048	338.2027	lowly_expressed	lowly_expressed
CEACAM6|4680	3786.1	CEACAM6|4680	51.7724
lowly_expressed	lowly_expressed	CEACAM7|1087	12.5933
CEBPA|1050	778.0434	CEBPA|1050	2204.291
CEBPB|1051	784.4179	CEBPB|1051	617.0709
CEBPD|1052	786.5427	CEBPD|1052	342.8172
CEBPG|1054	2531.3856	CEBPG|1054	857.2761
CEBPZ|10153	1268.5259	CEBPZ|10153	1262.1269
CECR1|51816	519.1678	CECR1|51816	717.8172
CECR2|27443	6.7286	CECR2|27443	75.0933
CECR5|27440	657.9903	CECR5|27440	491.1381
CECR6|27439	6.7286	CECR6|27439	16.3246
CECR7|100130418	40.726	CECR7|100130418	206.6231
CELF1|10658	1576.981	CELF1|10658	2221.5485
CELF2|10659	422.1337	CELF2|10659	1362.8731
CELF3|11189	5.6662	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CELF4|56853	6.5299
lowly_expressed	lowly_expressed	CELF5|60680	50.8396
CELF6|60677	23.1253	CELF6|60677	107.8405
CELSR1|9620	2710.5799	CELSR1|9620	1204.2910000000002
CELSR2|1952	800.7083	CELSR2|1952	2487.8731
CELSR3|1951	84.9934	CELSR3|1951	68.055
CEL|1056	18.0611	CEL|1056	19.1231
CEMP1|752014	133.1527	CEMP1|752014	182.4067
CENPA|1058	100.5755	lowly_expressed	lowly_expressed
CENPBD1|92806	275.8743	CENPBD1|92806	402.9851
CENPB|1059	2457.0164	CENPB|1059	1543.8433
CENPC1|1060	339.6193	CENPC1|1060	652.9851
CENPE|1062	371.8459	CENPE|1062	35.9142
CENPF|1063	2464.0992	CENPF|1063	162.3134
CENPH|64946	260.6463	CENPH|64946	55.9701
CENPI|2491	99.1589	CENPI|2491	6.0634
CENPJ|55835	268.7915	CENPJ|55835	249.0672
CENPK|64105	165.0288	CENPK|64105	5.1306
CENPL|91687	275.8743	CENPL|91687	86.7537
CENPM|79019	102.3462	CENPM|79019	8.8619
CENPN|55839	315.9416	CENPN|55839	119.5522
CENPO|79172	92.7455	CENPO|79172	67.6679
CENPP|401541	159.1678	CENPP|401541	52.4254
CENPQ|55166	166.0912	CENPQ|55166	114.2724
CENPT|80152	357.6804	CENPT|80152	645.9888
CENPV|201161	16.9987	CENPV|201161	64.3657
CENPW|387103	224.8783	CENPW|387103	56.4366
CEP110|11064	345.9938	CEP110|11064	805.9701
CEP120|153241	473.4838	CEP120|153241	682.8358
CEP135|9662	242.5852	CEP135|9662	244.403
CEP152|22995	60.9119	CEP152|22995	135.7276
CEP164|22897	559.1855	CEP164|22897	879.1978
CEP170|9859	1125.8079	CEP170|9859	959.4216
CEP192|55125	337.8486	CEP192|55125	758.8619
CEP250|11190	554.2275	CEP250|11190	767.2575
CEP290|80184	749.4962	CEP290|80184	733.8246
CEP350|9857	1820.9827	CEP350|9857	2384.3284
CEP55|55165	422.4878	CEP55|55165	15.8582
CEP57|9702	724.2143	CEP57|9702	1149.2537
CEP63|80254	552.7047	CEP63|80254	660.0746
CEP68|23177	613.0217	CEP68|23177	1671.1754
CEP70|80321	353.0766	CEP70|80321	318.097
CEP72|55722	66.22399999999999	CEP72|55722	94.2164
CEP76|79959	123.2404	CEP76|79959	159.9813
CEP78|84131	368.6587	CEP78|84131	310.1679
CEP97|79598	132.8021	lowly_expressed	lowly_expressed
CEPT1|10390	576.8924	CEPT1|10390	839.0858
CERCAM|51148	3108.9863	CERCAM|51148	908.5821
CERKL|375298	53.6414	CERKL|375298	30.3591
CERK|64781	546.4365	CERK|64781	654.8507
CES1|1066	39.6636	CES1|1066	1718.75
CES2|8824	778.0434	CES2|8824	1623.6007
CES3|23491	25.8521	CES3|23491	42.9104
lowly_expressed	lowly_expressed	CES4|51716	14.459000000000001
CES8|283848	96.3258	CES8|283848	106.8097
CETN2|1069	2758.3887	CETN2|1069	769.1231
CETN3|1070	523.4174	CETN3|1070	251.3993
CETP|1071	24.0815	CETP|1071	47.1082
CFB|629	12531.6122	CFB|629	749.3330000000001
CFDP1|10428	779.1058	CFDP1|10428	738.3396
CFD|1675	123.5945	CFD|1675	1585.8209
CFHR3|10878	7.7911	lowly_expressed	lowly_expressed
CFH|3075	1116.2461	CFH|3075	1398.3209
CFI|3426	282.6029	CFI|3426	770.5224
CFL1|1072	20828.6853	CFL1|1072	6048.9739
CFL2|1073	331.4741	CFL2|1073	760.7276
CFLAR|8837	364.0549	CFLAR|8837	1279.8507
CFLP1|142913	5.6662	lowly_expressed	lowly_expressed
CFP|5199	11.6866	CFP|5199	15.3918
CG030|116828	21.9566	CG030|116828	87.2201
lowly_expressed	lowly_expressed	CGB7|94027	16.5112
CGGBP1|8545	2247.7202	CGGBP1|8545	2618.0037
CGNL1|84952	780.5224	CGNL1|84952	1826.0261
CGN|57530	1288.3577	CGN|57530	1315.2985
CGREF1|10669	410.2984	CGREF1|10669	175.07
CGRRF1|10668	246.4807	CGRRF1|10668	234.1418
CH25H|9023	81.0978	CH25H|9023	40.1119
CHAC1|79094	17.7069	CHAC1|79094	13.0597
CHAC2|494143	57.0164	CHAC2|494143	17.7239
CHADL|150356	32.9349	CHADL|150356	83.0504
CHAD|1101	314.1213	CHAD|1101	247.6679
CHAF1A|10036	226.2948	CHAF1A|10036	225.2799
CHAF1B|8208	299.9557	CHAF1B|8208	107.2761
CHCHD10|400916	1078.3533	CHCHD10|400916	452.4254
CHCHD1|118487	922.178	CHCHD1|118487	306.903
CHCHD2|51142	4385.6574	CHCHD2|51142	2171.1754
CHCHD3|54927	983.444	CHCHD3|54927	699.1604
CHCHD4|131474	320.1417	CHCHD4|131474	209.4216
CHCHD5|84269	445.5069	CHCHD5|84269	205.2239
CHCHD6|84303	171.0491	CHCHD6|84303	106.8097
CHCHD7|79145	1004.3382	CHCHD7|79145	337.6866
CHCHD8|51287	912.9703	CHCHD8|51287	455.6903
CHD1L|9557	882.1602	CHD1L|9557	732.7425
CHD1|1105	1320.2302	CHD1|1105	1223.4142
CHD2|1106	1230.2789	CHD2|1106	3910.4478
CHD3|1107	4621.5139	CHD3|1107	5326.4925
CHD4|1108	5056.2691	CHD4|1108	5986.3293
lowly_expressed	lowly_expressed	CHD5|26038	9.7948
CHD6|84181	1441.6999	CHD6|84181	3475.7463
CHD7|55636	633.9088	CHD7|55636	780.7836
CHD8|57680	2282.0717	CHD8|57680	2710.3545
CHD9|80205	1087.915	CHD9|80205	2971.0821
CHDH|55349	279.0615	CHDH|55349	854.4776
CHEK1|1111	211.421	CHEK1|1111	74.1604
CHEK2|11200	166.7995	CHEK2|11200	109.1418
CHERP|10523	987.5414	CHERP|10523	1174.3424
CHFR|55743	758.5657	CHFR|55743	356.8097
lowly_expressed	lowly_expressed	CHGB|1114	8.8619
CHI3L1|1116	174.9447	CHI3L1|1116	1301.7724
CHI3L2|1117	122.5321	CHI3L2|1117	332.0896
CHIC1|53344	436.2992	CHIC1|53344	415.5784
CHIC2|26511	169.9867	CHIC2|26511	195.8955
CHID1|66005	1406.9942	CHID1|66005	1169.3097
CHIT1|1118	16.2904	CHIT1|1118	6.5299
CHKA|1119	760.6906	CHKA|1119	570.8955
CHKB-CPT1B|386593	158.4276	CHKB-CPT1B|386593	592.3647
CHKB|1120	274.7375	CHKB|1120	205.07
CHL1|10752	94.5551	CHL1|10752	1423.9739
CHML|1122	590.7039	CHML|1122	460.8209
CHMP1A|5119	2060.7348	CHMP1A|5119	1682.3694
CHMP1B|57132	1092.1647	CHMP1B|57132	1427.7052
CHMP2A|27243	4398.7605	CHMP2A|27243	1309.7015
CHMP2B|25978	1133.2448	CHMP2B|25978	817.6306
CHMP4A|29082	1613.0996	CHMP4A|29082	796.3853
CHMP4B|128866	4692.6959	CHMP4B|128866	2162.3134
CHMP4C|92421	228.0655	CHMP4C|92421	590.4851
CHMP5|51510	1368.8676	CHMP5|51510	1157.0243
CHMP6|79643	395.9274	CHMP6|79643	331.6231
CHMP7|91782	515.6264	CHMP7|91782	1033.5821
CHM|1121	414.6968	CHM|1121	691.6978
CHN1|1123	208.942	CHN1|1123	126.8657
CHN2|1124	186.2771	CHN2|1124	111.9403
CHODL|140578	11.3324	CHODL|140578	38.7127
CHORDC1|26973	744.046	CHORDC1|26973	399.7201
CHPF2|54480	1713.3245	CHPF2|54480	854.4776
CHPF|79586	3186.5427	CHPF|79586	859.6082
CHPT1|56994	3608.2054	CHPT1|56994	2131.4646
CHP|11261	2639.7521	CHP|11261	3819.0299
CHRAC1|54108	680.6552	CHRAC1|54108	410.9142
CHRDL1|91851	128.1983	CHRDL1|91851	2743.4701
CHRDL2|25884	13.8114	lowly_expressed	lowly_expressed
CHRD|8646	691.2793	lowly_expressed	lowly_expressed
CHRFAM7A|89832	15.9363	CHRFAM7A|89832	27.0522
CHRM1|1128	73.6609	CHRM1|1128	83.9552
lowly_expressed	lowly_expressed	CHRM3|1131	17.2575
CHRM4|1132	6.7286	lowly_expressed	lowly_expressed
CHRNA10|57053	17.7069	CHRNA10|57053	8.3955
CHRNA1|1134	17.3528	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA2|1135	29.3843
lowly_expressed	lowly_expressed	CHRNA3|1136	7.4627
CHRNA5|1138	13.1031	CHRNA5|1138	42.9104
CHRNA6|8973	6.3745	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA7|1139	6.0634
CHRNB1|1140	223.4617	CHRNB1|1140	183.7687
lowly_expressed	lowly_expressed	CHRNB2|1141	109.1418
CHRNE|1145	15.0084	CHRNE|1145	18.0037
CHST10|9486	193.71400000000003	CHST10|9486	170.709
CHST11|50515	159.3625	CHST11|50515	38.2463
CHST12|55501	268.0832	CHST12|55501	155.7836
CHST13|166012	15.5821	lowly_expressed	lowly_expressed
CHST14|113189	663.3023	CHST14|113189	435.1679
CHST15|51363	1623.3732	CHST15|51363	1113.806
CHST1|8534	347.7645	CHST1|8534	215.4851
CHST2|9435	92.0761	CHST2|9435	217.3507
CHST3|9469	309.5175	CHST3|9469	1940.2985
lowly_expressed	lowly_expressed	CHST4|10164	7.9291
lowly_expressed	lowly_expressed	CHST5|23563	7.5047
CHST6|4166	59.8495	CHST6|4166	22.8545
CHST7|56548	58.0788	CHST7|56548	52.2388
CHST8|64377	492.6073	CHST8|64377	13.5261
CHST9|83539	14.5197	CHST9|83539	275.1866
CHSY1|22856	1444.8871	CHSY1|22856	1284.5149
CHSY3|337876	182.7357	CHSY3|337876	32.1828
CHTF18|63922	399.8229	CHTF18|63922	138.9925
CHTF8|54921	1710.5799	CHTF8|54921	2387.5933
CHUK|1147	670.0310000000001	CHUK|1147	491.6045
CHURC1|91612	1150.9163	CHURC1|91612	1480.4384
CIAO1|9391	2038.7782	CIAO1|9391	1739.2724
CIAPIN1|57019	892.0761	CIAPIN1|57019	555.5037
CIB1|10519	2176.5383	CIB1|10519	934.2351
CIB2|10518	65.1616	CIB2|10518	107.2761
CIC|23152	1260.0266	CIC|23152	2005.5970000000002
CIDEA|1149	29.7477	CIDEA|1149	972.4813
CIDEB|27141	471.31300000000005	CIDEB|27141	342.4394
CIDECP|152302	179.5485	CIDECP|152302	117.5373
CIDEC|63924	95.9717	CIDEC|63924	5007.9291
CIITA|4261	131.0314	CIITA|4261	245.3358
CILP2|148113	227.3572	CILP2|148113	25.1866
CILP|8483	5876.9367	CILP|8483	902.0522
CINP|51550	768.1275	CINP|51550	381.0634
CIR1|9541	899.5131	CIR1|9541	951.0261
CIRBP|1153	4117.22	CIRBP|1153	7602.6119
CIRH1A|84916	853.1208	CIRH1A|84916	854.0112
CISD1|55847	335.7238	CISD1|55847	230.8769
CISD2|493856	599.5573	CISD2|493856	302.7052
CISD3|284106	1294.2824	CISD3|284106	524.8554
CISH|1154	2908.1895	CISH|1154	1184.2351
CITED1|4435	27.2687	CITED1|4435	18.6567
CITED2|10370	1183.8867	CITED2|10370	2238.806
CITED4|163732	876.8482	CITED4|163732	433.7687
CIT|11113	367.9504	CIT|11113	68.097
CIZ1|25792	1444.8871	CIZ1|25792	2014.9254
CKAP2L|150468	124.6569	lowly_expressed	lowly_expressed
CKAP2|26586	736.9633	CKAP2|26586	451.959
CKAP4|10970	4450.8189	CKAP4|10970	1250.0
CKAP5|9793	3035.6795	CKAP5|9793	2349.347
CKB|1152	322.9748	CKB|1152	855.4104
CKLF|51192	467.1093	CKLF|51192	167.9104
CKMT1A|548596	104.8251	CKMT1A|548596	30.7836
CKMT1B|1159	147.3218	CKMT1B|1159	242.0709
CKMT2|1160	15.228	CKMT2|1160	291.5112
CKS1B|1163	1071.6246	CKS1B|1163	375.0
CKS2|1164	789.73	CKS2|1164	55.9701
CLASP1|23332	1092.873	CLASP1|23332	2052.7052
CLASP2|23122	988.4019	CLASP2|23122	1322.2948
CLCA2|9635	233.7317	CLCA2|9635	2705.6903
lowly_expressed	lowly_expressed	CLCA4|22802	56.4366
CLCC1|23155	581.1598	CLCC1|23155	865.9188
CLCF1|23529	83.9309	CLCF1|23529	54.5709
CLCN2|1181	97.3882	CLCN2|1181	84.4216
CLCN3|1182	908.3665	CLCN3|1182	1864.2724
CLCN4|1183	49.9336	CLCN4|1183	245.8022
CLCN5|1184	273.3953	CLCN5|1184	146.9216
CLCN6|1185	236.2107	CLCN6|1185	751.8657
CLCN7|1186	1422.9305	CLCN7|1186	1310.1679
CLCNKA|1187	10.27	CLCNKA|1187	24.2537
lowly_expressed	lowly_expressed	CLCNKB|1188	6.0634
CLDN11|5010	99.5131	CLDN11|5010	1366.1007
CLDN12|9069	1260.7348	CLDN12|9069	1083.4888
CLDN14|23562	32.5808	lowly_expressed	lowly_expressed
CLDN15|24146	109.429	CLDN15|24146	143.6567
lowly_expressed	lowly_expressed	CLDN18|51208	11.194
CLDN19|149461	8.8535	CLDN19|149461	441.6978
CLDN1|9076	548.5613	CLDN1|9076	297.1082
lowly_expressed	lowly_expressed	CLDN20|49861	6.9963
CLDN23|137075	94.5551	CLDN23|137075	124.0672
lowly_expressed	lowly_expressed	CLDN2|9075	12.5933
CLDN3|1365	2873.8379999999997	CLDN3|1365	528.4515
CLDN4|1364	5535.9008	CLDN4|1364	2361.9403
CLDN5|7122	156.8836	CLDN5|7122	431.4366
CLDN6|9074	130.3232	lowly_expressed	lowly_expressed
CLDN7|1366	3523.3289	CLDN7|1366	822.2948
CLDN8|9073	22.3108	CLDN8|9073	920.2425
CLDN9|9080	77.5564	CLDN9|9080	9.7948
CLDND1|56650	1097.1226	CLDND1|56650	1326.4925
lowly_expressed	lowly_expressed	CLDND2|125875	12.1269
CLEC10A|10462	39.3094	CLEC10A|10462	142.2575
CLEC11A|6320	484.8163	CLEC11A|6320	106.8097
lowly_expressed	lowly_expressed	CLEC12A|160364	6.0634
CLEC14A|161198	453.2979	CLEC14A|161198	665.1119
CLEC16A|23274	527.6671	CLEC16A|23274	855.8769
CLEC18A|348174	7.7911	CLEC18A|348174	16.7397
CLEC18B|497190	6.0204	lowly_expressed	lowly_expressed
CLEC1A|51267	42.1425	CLEC1A|51267	84.8881
CLEC2B|9976	244.71	CLEC2B|9976	178.6381
CLEC2D|29121	490.4825	CLEC2D|29121	372.6679
lowly_expressed	lowly_expressed	CLEC2L|154790	5.597
CLEC3A|10143	4621.1598	lowly_expressed	lowly_expressed
CLEC3B|7123	154.7587	CLEC3B|7123	562.0336
CLEC4A|50856	47.8088	CLEC4A|50856	43.3769
lowly_expressed	lowly_expressed	CLEC4F|165530	48.041000000000004
lowly_expressed	lowly_expressed	CLEC4GP1|440508	6.9963
lowly_expressed	lowly_expressed	CLEC4G|339390	22.8545
CLEC5A|23601	169.2784	CLEC5A|23601	8.8619
CLEC7A|64581	121.8238	CLEC7A|64581	83.0224
lowly_expressed	lowly_expressed	CLEC9A|283420	7.4627
