gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
FAM19A2|338811	23.8078	FAM19A2|338811	32.4934
FAM19A3|284467	5.3567	FAM19A3|284467	8.6207
FAM19A5|25817	85.1127	FAM19A5|25817	25.5305
FAM200A|221786	152.3696	FAM200A|221786	207.2281
FAM200B|285550	258.6117	FAM200B|285550	428.0504
FAM20A|54757	352.0571	FAM20A|54757	163.4615
FAM20B|9917	1800.7589	FAM20B|9917	2077.5862
FAM20C|56975	1287.4042	FAM20C|56975	1277.1883
FAM21A|387680	479.4286	FAM21A|387680	883.6207
FAM21B|55747	574.6596	FAM21B|55747	642.2414
FAM21C|253725	1553.4558	FAM21C|253725	1971.817
FAM22A|728118	41.6636	FAM22A|728118	52.0557
FAM22D|728130	51.1867	FAM22D|728130	88.1963
lowly_expressed	lowly_expressed	FAM22G|441457	7.2944
lowly_expressed	lowly_expressed	FAM23A|653567	7.2944
FAM24B|196792	14.0644	FAM24B|196792	29.3833
FAM26E|254228	416.3381	FAM26E|254228	94.1645
FAM26F|441168	56.2458	FAM26F|441168	22.2149
FAM27A|548321	9.2255	FAM27A|548321	17.5729
FAM27C|100132948	11.9039	FAM27C|100132948	23.5411
FAM32A|26017	1463.2839999999999	FAM32A|26017	1069.9602
FAM35A|54537	674.3546	FAM35A|54537	704.2439999999999
FAM35B2|439965	61.0074	FAM35B2|439965	71.9496
FAM35B|414241	216.0554	FAM35B|414241	232.7586
FAM36A|116228	1146.9534	FAM36A|116228	956.5351
FAM38A|9780	2485.8091	FAM38A|9780	2180.4808
FAM38B|63895	405.6246	FAM38B|63895	85.5438
FAM3A|60343	487.4637	FAM3A|60343	394.8939
FAM3B|54097	18.1534	FAM3B|54097	230.4377
FAM3C|10447	921.9552	FAM3C|10447	1165.7825
FAM3D|131177	5.6543	FAM3D|131177	101.7905
FAM40A|85369	733.5764	FAM40A|85369	778.183
FAM40B|57464	55.9482	FAM40B|57464	19.8939
lowly_expressed	lowly_expressed	FAM41C|284593	12.931
FAM43A|131583	286.5858	FAM43A|131583	253.6472
FAM43B|163933	107.1349	FAM43B|163933	5.9682
FAM45A|404636	401.7558	FAM45A|404636	335.5438
FAM45B|55855	199.9851	FAM45B|55855	175.7294
FAM46A|55603	791.6078	FAM46A|55603	940.6499
FAM46B|115572	832.3785	FAM46B|115572	1647.878
FAM46C|54855	648.1661	FAM46C|54855	548.0769
FAM47E|100129583	120.9434	FAM47E|100129583	173.6671
FAM48A|55578	582.3733	FAM48A|55578	1043.8727
FAM48B2|170067	5.9519	lowly_expressed	lowly_expressed
FAM49A|81553	138.6802	FAM49A|81553	187.0027
FAM49B|51571	806.19	FAM49B|51571	764.2573
FAM50A|9130	949.6317	FAM50A|9130	523.8727
FAM50B|26240	87.1959	FAM50B|26240	173.4085
FAM53A|152877	13.6895	FAM53A|152877	21.2202
FAM53B|9679	568.4159999999999	FAM53B|9679	579.874
FAM53C|51307	996.6519999999999	FAM53C|51307	1498.3422
FAM54A|113115	8.3327	lowly_expressed	lowly_expressed
FAM54B|56181	933.3532	FAM54B|56181	1048.4682
FAM55C|91775	648.4637	FAM55C|91775	929.7082
FAM57A|79850	391.6375	FAM57A|79850	215.5172
FAM58A|92002	244.6247	FAM58A|92002	174.0716
FAM59A|64762	180.9389	FAM59A|64762	234.748
lowly_expressed	lowly_expressed	FAM5B|57795	35.1459
lowly_expressed	lowly_expressed	FAM5C|339479	52.3873
FAM60A|58516	707.6854	FAM60A|58516	2122.3475
FAM63A|55793	1080.5744	FAM63A|55793	609.4164
FAM63B|54629	293.133	FAM63B|54629	554.3767
FAM64A|54478	25.8909	lowly_expressed	lowly_expressed
FAM65A|79567	2148.6497	FAM65A|79567	1060.6764
FAM65B|9750	134.2162	FAM65B|9750	444.2971
FAM65C|140876	32.4381	FAM65C|140876	30.8355
lowly_expressed	lowly_expressed	FAM66A|100133172	6.9629
FAM66C|440078	26.4861	FAM66C|440078	62.6658
lowly_expressed	lowly_expressed	FAM66D|100132923	5.9682
FAM69A|388650	369.0202	FAM69A|388650	380.9682
FAM69B|138311	203.9432	FAM69B|138311	118.4814
FAM69C|125704	9.2255	lowly_expressed	lowly_expressed
FAM70A|55026	122.9075	FAM70A|55026	441.9761
FAM70B|348013	124.3955	FAM70B|348013	28.5146
FAM71D|161142	33.0333	FAM71D|161142	15.9151
FAM71E1|112703	14.9185	FAM71E1|112703	35.5106
lowly_expressed	lowly_expressed	FAM71F2|346653	6.6313
FAM72A|729533	6.8447	lowly_expressed	lowly_expressed
FAM72B|653820	27.9741	FAM72B|653820	8.9523
FAM72D|728833	12.4991	lowly_expressed	lowly_expressed
FAM73A|374986	495.7964	FAM73A|374986	1141.5782
FAM73B|84895	219.0313	FAM73B|84895	354.7745
FAM76A|199870	251.1718	FAM76A|199870	375.6631
FAM76B|143684	147.6081	FAM76B|143684	407.8249
FAM78A|286336	143.4417	FAM78A|286336	46.4191
FAM78B|149297	41.9612	FAM78B|149297	18.2361
FAM7A3|89837	6.8447	FAM7A3|89837	11.9363
FAM81A|145773	33.3309	FAM81A|145773	24.5358
FAM81B|153643	6.8447	lowly_expressed	lowly_expressed
FAM82A1|151393	94.0406	FAM82A1|151393	130.305
FAM82A2|55177	1035.042	FAM82A2|55177	982.0955
FAM82B|51115	518.7114	FAM82B|51115	743.7003
FAM83B|222584	69.3401	FAM83B|222584	117.7056
FAM83D|81610	47.0203	FAM83D|81610	15.5836
FAM83E|54854	202.0683	FAM83E|54854	41.7772
FAM83F|113828	155.048	FAM83F|113828	232.0955
FAM83G|644815	73.4886	FAM83G|644815	200.5603
FAM83H|286077	965.702	FAM83H|286077	1084.8806
FAM84A|151354	201.1755	FAM84A|151354	150.1989
FAM84B|157638	1319.2471	FAM84B|157638	2086.2069
FAM86A|196483	554.9795	FAM86A|196483	307.7586
FAM86B1|85002	175.8798	FAM86B1|85002	288.13
FAM86B2|653333	12.4991	FAM86B2|653333	35.1459
FAM86C|55199	167.8447	FAM86C|55199	152.1883
FAM86D|692099	116.0628	FAM86D|692099	208.5544
FAM89A|375061	190.7596	FAM89A|375061	129.3103
FAM89B|23625	1054.6834	FAM89B|23625	467.8382
FAM8A1|51439	1316.2711	FAM8A1|51439	1620.6897
FAM90A1|55138	7.1423	FAM90A1|55138	8.2891
FAM91A1|157769	808.5708	FAM91A1|157769	1498.6737
FAM92A1|137392	126.7763	FAM92A1|137392	85.2122
FAM95B1|100133036	10.4159	FAM95B1|100133036	19.2308
FAM96A|84191	480.619	FAM96A|84191	386.9363
FAM96B|51647	474.0719	FAM96B|51647	364.7215
FAM98A|25940	1163.0087	FAM98A|25940	879.3103
FAM98B|283742	330.9278	FAM98B|283742	451.5915
FAM98C|147965	219.0313	FAM98C|147965	210.5438
FANCA|2175	57.8558	FANCA|2175	48.8826
FANCB|2187	11.9039	FANCB|2187	26.1936
FANCC|2176	198.1995	FANCC|2176	226.1273
FANCD2|2177	154.1552	FANCD2|2177	229.7745
FANCE|2178	82.4343	FANCE|2178	144.8939
FANCF|2188	368.425	FANCF|2188	352.4536
FANCG|2189	320.2143	FANCG|2189	257.626
FANCI|55215	317.1312	FANCI|55215	262.2613
FANCL|55120	292.6151	FANCL|55120	367.2646
FANCM|57697	101.1829	FANCM|57697	255.6366
FANK1|92565	174.0942	FANK1|92565	134.2838
FAP|2191	2849.1928	FAP|2191	131.6313
FAR1|84188	1075.8128	FAR1|84188	1700.2653
FAR2|55711	202.3599	FAR2|55711	145.1658
FARP1|10160	2956.3277	FARP1|10160	1693.9655
FARP2|9855	395.2087	FARP2|9855	463.1963
FARS2|10667	286.8834	FARS2|10667	266.5782
FARSA|2193	927.6096	FARSA|2193	762.2679
FARSB|10056	784.1678	FARSB|10056	949.2706
FASLG|356	7.1423	lowly_expressed	lowly_expressed
FASN|2194	6498.6236	FASN|2194	14572.6127
FASTKD1|79675	168.1423	FASTKD1|79675	194.2971
FASTKD2|22868	759.7649	FASTKD2|22868	1387.2679
FASTKD3|79072	79.756	FASTKD3|79072	168.7666
FASTKD5|60493	370.5081	FASTKD5|60493	434.6817
FASTK|10922	885.3508	FASTK|10922	569.6286
FAS|355	448.7761	FAS|355	601.1273
FAT1|2195	3919.0536	FAT1|2195	9633.2891
FAT2|2196	281.8243	FAT2|2196	1591.1804
FAT3|120114	119.0388	FAT3|120114	125.9947
FAT4|79633	804.702	FAT4|79633	699.6021
FAU|2197	5518.3394	FAU|2197	4883.2891
FBF1|85302	125.0502	FBF1|85302	140.2155
FBLIM1|54751	2224.5369	FBLIM1|54751	1483.0902
lowly_expressed	lowly_expressed	FBLL1|345630	11.6048
FBLN1|2192	22313.8159	FBLN1|2192	4663.4615
FBLN2|2199	10410.2373	FBLN2|2199	1760.6101
FBLN5|10516	3719.3661	FBLN5|10516	2001.3263
FBLN7|129804	409.4933	FBLN7|129804	187.6658
FBL|2091	2566.1781	FBL|2091	3027.1883
FBN1|2200	24312.4768	FBN1|2200	1790.1194
FBN2|2201	175.5822	FBN2|2201	23.8727
lowly_expressed	lowly_expressed	FBN3|84467	21.5517
FBP1|2203	1389.4799	FBP1|2203	1262.2679
FBP2|8789	9.2255	lowly_expressed	lowly_expressed
FBRSL1|57666	314.5599	FBRSL1|57666	348.4748
FBRS|64319	1428.7627	FBRS|64319	1114.7215
FBXL12|54850	294.6209	FBXL12|54850	303.7135
FBXL13|222235	9.8207	FBXL13|222235	13.9257
FBXL14|144699	664.5339	FBXL14|144699	514.9204
FBXL15|79176	105.3493	FBXL15|79176	72.9443
FBXL16|146330	793.6909	FBXL16|146330	205.9019
FBXL17|64839	615.1328	FBXL17|64839	929.7082
FBXL18|80028	172.011	FBXL18|80028	305.3714
FBXL19|54620	402.0534	FBXL19|54620	251.3263
FBXL20|84961	155.048	FBXL20|84961	200.2653
FBXL22|283807	29.6258	FBXL22|283807	45.5106
FBXL2|25827	202.6635	FBXL2|25827	231.1008
FBXL3|26224	1826.9474	FBXL3|26224	2998.0106
FBXL4|26235	256.8261	FBXL4|26235	373.3422
FBXL5|26234	3403.3182	FBXL5|26234	3945.2918
FBXL6|26233	191.4768	FBXL6|26233	143.5477
FBXL7|23194	1132.3562	FBXL7|23194	505.9682
FBXL8|55336	44.4312	FBXL8|55336	32.1585
FBXO10|26267	189.2776	FBXO10|26267	166.7805
FBXO11|80204	1521.0178	FBXO11|80204	1846.817
FBXO15|201456	28.2717	FBXO15|201456	44.4297
FBXO16|157574	41.36600000000001	FBXO16|157574	34.3866
FBXO17|115290	214.5674	FBXO17|115290	171.4191
FBXO18|84893	1889.4666	FBXO18|84893	1746.3992
FBXO21|23014	1199.3155	FBXO21|23014	1647.878
FBXO22OS|692224	69.1109	FBXO22OS|692224	36.5418
FBXO22|26263	425.1975	FBXO22|26263	496.2832
lowly_expressed	lowly_expressed	FBXO24|26261	5.6366
FBXO25|26260	585.3731	FBXO25|26260	573.939
FBXO27|126433	108.9205	FBXO27|126433	102.7851
FBXO28|23219	1351.0899	FBXO28|23219	1590.5172
FBXO2|26232	168.1423	FBXO2|26232	732.0955
FBXO30|84085	450.2641	FBXO30|84085	868.7003
FBXO31|79791	1086.5263	FBXO31|79791	1012.5995
FBXO32|114907	983.5578	FBXO32|114907	2494.3634
FBXO33|254170	244.0295	FBXO33|254170	266.9098
FBXO34|55030	841.9016	FBXO34|55030	1168.1034
FBXO36|130888	160.7023	FBXO36|130888	186.3395
FBXO38|81545	892.1955	FBXO38|81545	1201.9231
FBXO39|162517	28.8669	lowly_expressed	lowly_expressed
FBXO3|26273	806.4876	FBXO3|26273	1202.5862
FBXO40|51725	10.1183	lowly_expressed	lowly_expressed
FBXO41|150726	82.4343	FBXO41|150726	198.93900000000002
FBXO42|54455	577.6356	FBXO42|54455	671.4191
FBXO44|93611	267.5396	FBXO44|93611	456.565
FBXO45|200933	332.1181	FBXO45|200933	334.5491
FBXO46|23403	378.2457	FBXO46|23403	337.8647
FBXO48|554251	32.7357	FBXO48|554251	34.4828
FBXO4|26272	301.7633	FBXO4|26272	218.8329
FBXO5|26271	97.3142	FBXO5|26271	173.4085
FBXO6|26270	294.6209	FBXO6|26270	150.1989
FBXO7|25793	2098.6534	FBXO7|25793	2331.2334
FBXO8|26269	544.5666	FBXO8|26269	542.7885
FBXO9|26268	519.9018	FBXO9|26268	1039.1247
FBXW11|23291	1088.3119	FBXW11|23291	1803.0504
FBXW2|26190	1876.6461	FBXW2|26190	1856.7639
FBXW4|6468	1175.5078	FBXW4|6468	1187.0027
FBXW5|54461	1390.3727	FBXW5|54461	769.5623
FBXW7|55294	306.5248	FBXW7|55294	848.4748
FBXW8|26259	507.4027	FBXW8|26259	572.6127
FBXW9|84261	210.2284	FBXW9|84261	202.4702
FCAMR|83953	5.3567	lowly_expressed	lowly_expressed
FCER1A|2205	321.4047	FCER1A|2205	52.7188
FCER1G|2207	569.6005	FCER1G|2207	144.5623
FCER2|2208	6.8447	lowly_expressed	lowly_expressed
FCF1|51077	722.2677	FCF1|51077	972.1485
FCGBP|8857	990.4025	FCGBP|8857	812.3342
FCGR1A|2209	97.3142	FCGR1A|2209	26.1936
FCGR1B|2210	89.5767	FCGR1B|2210	36.1406
FCGR1C|100132417	17.2606	FCGR1C|100132417	11.6048
FCGR2A|2212	738.9331	FCGR2A|2212	231.1008
FCGR2B|2213	229.4472	FCGR2B|2213	40.1194
FCGR2C|9103	65.1737	FCGR2C|9103	17.5729
FCGR3A|2214	800.8333	FCGR3A|2214	427.7188
FCGR3B|2215	12.7967	lowly_expressed	lowly_expressed
FCGRT|2217	2983.409	FCGRT|2217	1838.5279
FCHO1|23149	22.0222	FCHO1|23149	41.4456
FCHO2|115548	806.19	FCHO2|115548	1285.4775
FCHSD1|89848	257.5404	FCHSD1|89848	348.9456
FCHSD2|9873	920.2797	FCHSD2|9873	730.4045
FCN1|2219	51.7819	FCN1|2219	7.2944
lowly_expressed	lowly_expressed	FCN2|2220	75.2653
FCN3|8547	28.5693	FCN3|8547	17.9045
FCRL2|79368	5.9519	lowly_expressed	lowly_expressed
FCRL3|115352	19.939	lowly_expressed	lowly_expressed
FCRL5|83416	13.3919	FCRL5|83416	41.7772
FCRL6|343413	9.5231	FCRL6|343413	18.8992
FCRLA|84824	23.5102	lowly_expressed	lowly_expressed
FCRLB|127943	17.2606	FCRLB|127943	10.9416
FDFT1|2222	2484.0414	FDFT1|2222	4389.2573
FDPS|2224	2072.819	FDPS|2224	1328.246
FDX1L|112812	163.7914	FDX1L|112812	123.5179
FDX1|2230	348.7836	FDX1|2230	590.8488
FDXACB1|91893	149.3936	FDXACB1|91893	110.4111
FDXR|2232	224.6857	FDXR|2232	130.9682
FECH|2235	607.9905	FECH|2235	661.4721
FEM1A|55527	840.1161	FEM1A|55527	997.0159
FEM1B|10116	2032.2893	FEM1B|10116	4055.0398
FEM1C|56929	1017.1862	FEM1C|56929	1196.618
FEN1|2237	307.7152	FEN1|2237	274.5358
lowly_expressed	lowly_expressed	FER1L4|80307	24.2042
lowly_expressed	lowly_expressed	FER1L5|90342	72.2812
FERMT1|55612	29.1645	FERMT1|55612	204.5756
FERMT2|10979	2337.6237	FERMT2|10979	3051.3926
FERMT3|83706	328.54699999999997	FERMT3|83706	90.5172
FER|2241	71.4233	FER|2241	167.1088
FES|2242	441.0386	FES|2242	236.7374
FEZ1|9638	351.1643	FEZ1|9638	248.0106
FEZ2|9637	1059.7426	FEZ2|9637	1161.1406
FFAR2|2867	11.6063	FFAR2|2867	7.626
FFAR3|2865	20.5342	lowly_expressed	lowly_expressed
FGD1|2245	446.9906	FGD1|2245	232.7586
FGD2|221472	47.6155	FGD2|221472	41.7772
FGD3|89846	1232.0512	FGD3|89846	102.7851
FGD4|121512	324.08299999999997	FGD4|121512	671.4191
FGD5|152273	1885.8716	FGD5|152273	705.2387
FGD6|55785	580.6116	FGD6|55785	465.1857
FGF10|2255	19.939	FGF10|2255	15.9151
FGF11|2256	110.1109	FGF11|2256	119.0948
FGF12|2257	30.3549	FGF12|2257	50.0663
FGF13|2258	242.2439	FGF13|2258	329.244
FGF14|2259	344.6172	FGF14|2259	284.8143
FGF16|8823	11.0111	lowly_expressed	lowly_expressed
FGF18|8817	71.1257	FGF18|8817	9.9469
FGF1|2246	425.26599999999996	FGF1|2246	1666.7772
FGF2|2247	344.8255	FGF2|2247	1428.5842
FGF7|2252	560.0774	FGF7|2252	303.0504
FGF9|2254	24.1053	FGF9|2254	5.9682
FGFBP1|9982	11.9039	FGFBP1|9982	154.8408
FGFBP2|83888	25.2957	FGFBP2|83888	21.8833
FGFBP3|143282	15.7726	FGFBP3|143282	43.435
FGFR1OP2|26127	406.2198	FGFR1OP2|26127	890.252
FGFR1OP|11116	170.3653	FGFR1OP|11116	163.2361
FGFR1|2260	3761.0297	FGFR1|2260	3685.6764
FGFR2|2263	636.8574	FGFR2|2263	1951.9231
FGFR3|2261	80.9464	FGFR3|2261	82.5597
FGFR4|2264	258.0165	FGFR4|2264	425.0663
FGFRL1|53834	539.2456	FGFRL1|53834	454.9072
FGGY|55277	155.6432	FGGY|55277	159.1512
FGL2|10875	1177.2934	FGL2|10875	1049.4032
FGR|2268	236.8871	FGR|2268	139.9204
FHAD1|114827	36.774	FHAD1|114827	24.2042
FHDC1|85462	220.8169	FHDC1|85462	401.1936
FHIT|2272	56.841	FHIT|2272	75.2653
FHL1|2273	4821.6651	FHL1|2273	3287.7984
FHL2|2274	2231.084	FHL2|2274	3303.0504
FHL3|2275	829.7002	FHL3|2275	480.1061
FHL5|9457	227.364	FHL5|9457	252.9841
FHOD1|29109	748.4562	FHOD1|29109	566.6446
FHOD3|80206	340.7485	FHOD3|80206	1033.8196
FH|2271	1761.1785	FH|2271	1225.4642
FIBCD1|84929	13.0943	FIBCD1|84929	35.809
FIBIN|387758	2052.5259	FIBIN|387758	974.8011
FIBP|9158	1098.1326	FIBP|9158	548.0769
FICD|11153	86.3031	FICD|11153	60.0133
FIG4|9896	995.4616	FIG4|9896	657.1618
FIGF|2277	67.2569	FIGF|2277	103.4483
FIGNL1|63979	208.0202	FIGNL1|63979	406.8302
FIGNL2|401720	14.5822	FIGNL2|401720	19.5623
FIGN|55137	49.1035	FIGN|55137	51.3926
FILIP1L|11259	3017.335	FILIP1L|11259	2271.5517
FILIP1|27145	383.0072	FILIP1|27145	149.5358
FIP1L1|81608	610.5498	FIP1L1|81608	1049.6519
FIS1|51024	1799.4435	FIS1|51024	1025.1194
FITM1|161247	13.0943	FITM1|161247	6.9629
FITM2|128486	41.9612	FITM2|128486	66.313
FIZ1|84922	338.3677	FIZ1|84922	340.1857
FJX1|24147	162.4879	FJX1|24147	171.7507
FKBP10|60681	4439.253	FKBP10|60681	879.3103
FKBP11|51303	383.6024	FKBP11|51303	201.5915
FKBP14|55033	325.8686	FKBP14|55033	226.7905
FKBP15|23307	1295.9482	FKBP15|23307	1040.7825
FKBP1AP1|2282	16.3678	FKBP1AP1|2282	12.931
FKBP1A|2280	5213.3204	FKBP1A|2280	2794.2407
FKBP1B|2281	97.0166	FKBP1B|2281	74.9337
FKBP2|2286	725.8389	FKBP2|2286	630.9682
FKBP3|2287	1163.3063	FKBP3|2287	863.3952
FKBP4|2288	3010.7879	FKBP4|2288	4440.9814
FKBP5|2289	1969.7939	FKBP5|2289	8404.8408
FKBP7|51661	572.2788	FKBP7|51661	297.0822
FKBP8|23770	4013.3919	FKBP8|23770	2793.7666
FKBP9L|360132	116.65799999999999	FKBP9L|360132	33.8196
FKBP9|11328	6303.4	FKBP9|11328	2445.6233
FKBPL|63943	114.5748	FKBPL|63943	93.8329
FKRP|79147	258.6117	FKRP|79147	318.9655
FKTN|2218	430.3251	FKTN|2218	500.6631
FLAD1|80308	864.8166	FLAD1|80308	533.8196
FLCN|201163	565.4341	FLCN|201163	489.3899
FLG|2312	8.0351	FLG|2312	13.9257
FLI1|2313	760.0625	FLI1|2313	531.4987
FLII|2314	4630.9054	FLII|2314	3015.9151
FLJ10038|55056	174.2638	FLJ10038|55056	353.3123
FLJ10213|55096	5.0591	FLJ10213|55096	21.2202
FLJ10357|55701	1937.6534	FLJ10357|55701	1665.4509
FLJ10661|286042	5.0591	FLJ10661|286042	17.9045
FLJ11235|54508	26.4861	FLJ11235|54508	19.8939
FLJ13197|79667	11.017000000000001	FLJ13197|79667	66.0776
FLJ16779|100192386	5.9519	lowly_expressed	lowly_expressed
FLJ22536|401237	34.2236	FLJ22536|401237	94.8276
FLJ23867|200058	712.1494	FLJ23867|200058	806.3660000000001
lowly_expressed	lowly_expressed	FLJ26850|400710	5.305
lowly_expressed	lowly_expressed	FLJ33360|401172	5.305
FLJ33630|644873	535.0792	FLJ33630|644873	725.1326
lowly_expressed	lowly_expressed	FLJ34503|285759	25.5305
FLJ35220|284131	152.3696	FLJ35220|284131	216.8435
FLJ35390|255031	52.7252	FLJ35390|255031	58.93899999999999
FLJ35776|649446	132.13299999999998	FLJ35776|649446	92.5066
FLJ36031|168455	280.3363	FLJ36031|168455	273.2095
FLJ36777|730971	6.2495	FLJ36777|730971	11.9363
lowly_expressed	lowly_expressed	FLJ37201|283011	9.6154
FLJ37307|283521	5.3567	FLJ37307|283521	5.9682
FLJ37453|729614	53.5674	FLJ37453|729614	82.2281
FLJ39582|439931	19.4718	FLJ39582|439931	32.6492
FLJ39653|202020	80.6488	FLJ39653|202020	116.0477
FLJ39739|388685	6.2495	FLJ39739|388685	7.9576
lowly_expressed	lowly_expressed	FLJ40330|645784	19.8939
FLJ40852|285962	33.6285	FLJ40852|285962	42.7653
FLJ42289|388182	26.4861	FLJ42289|388182	19.2308
FLJ42627|645644	51.1867	FLJ42627|645644	94.9403
FLJ42709|441094	171.1182	FLJ42709|441094	79.244
FLJ43663|378805	46.7227	FLJ43663|378805	131.2997
FLJ44606|401207	11.3087	FLJ44606|401207	53.382
FLJ44635|392490	31.8429	FLJ44635|392490	16.5782
FLJ45244|400242	16.963	FLJ45244|400242	35.4775
FLJ45340|402483	330.3326	FLJ45340|402483	767.9045
FLJ45445|399844	33.0333	FLJ45445|399844	70.6233
FLJ45983|399717	73.5064	FLJ45983|399717	84.5491
FLJ46111|283102	11.6063	lowly_expressed	lowly_expressed
FLJ90757|440465	482.9998	FLJ90757|440465	611.4058
FLNA|2316	31960.4196	FLNA|2316	30283.4881
FLNB|2317	10548.2241	FLNB|2317	11899.3435
FLNC|2318	1476.9734	FLNC|2318	473.1432
FLOT1|10211	4286.8834	FLOT1|10211	2596.1538
FLOT2|2319	2278.6995	FLOT2|2319	2160.1459
lowly_expressed	lowly_expressed	FLRT1|23769	5.6366
FLRT2|23768	1500.4836	FLRT2|23768	777.8515
FLRT3|23767	52.9722	FLRT3|23767	253.3156
FLT1|2321	3799.7173	FLT1|2321	1912.7984
FLT3LG|2323	124.0979	FLT3LG|2323	90.5172
FLT3|2322	57.4362	FLT3|2322	38.4615
FLT4|2324	781.4895	FLT4|2324	344.8276
FLVCR1|28982	147.3105	FLVCR1|28982	116.3793
FLVCR2|55640	76.78	FLVCR2|55640	78.9125
FLYWCH1|84256	691.6152	FLYWCH1|84256	584.5491
FLYWCH2|114984	479.7262	FLYWCH2|114984	247.0159
FMN1|342184	39.2828	FMN1|342184	133.2891
FMN2|56776	5.6543	FMN2|56776	7.2944
FMNL1|752	515.7354	FMNL1|752	182.6923
FMNL2|114793	569.8981	FMNL2|114793	1219.8276
FMNL3|91010	2050.3117	FMNL3|91010	813.7069
FMO1|2326	291.9426	FMO1|2326	99.4695
FMO2|2327	634.7742	FMO2|2327	2749.0053
FMO3|2328	85.4103	FMO3|2328	71.618
FMO4|2329	168.4398	FMO4|2329	216.5119
FMO5|2330	330.6302	FMO5|2330	1224.4695
FMOD|2331	6737.2963	FMOD|2331	2880.9682
FMR1|2332	709.1734	FMR1|2332	1142.5696
FN1|2335	214549.5127	FN1|2335	4587.2016
FN3KRP|79672	977.6058	FN3KRP|79672	897.878
FN3K|64122	391.0423	FN3K|64122	175.3979
FNBP1L|54874	2315.0063	FNBP1L|54874	3732.0955
FNBP1|23048	1445.7258	FNBP1|23048	1238.0637
FNBP4|23360	631.203	FNBP4|23360	2057.3607
FNDC1|84624	3709.843	FNDC1|84624	66.313
FNDC3A|22862	1661.7811	FNDC3A|22862	2417.1088
FNDC3B|64778	2512.9083	FNDC3B|64778	2455.5703
FNDC4|64838	262.7781	FNDC4|64838	214.19099999999997
FNDC5|252995	125.2883	FNDC5|252995	25.5305
lowly_expressed	lowly_expressed	FNDC8|54752	8.6207
FNIP1|96459	659.4747	FNIP1|96459	845.4907
FNIP2|57600	564.5413	FNIP2|57600	984.4164
FNTA|2339	1225.8017	FNTA|2339	1440.9814
FNTB|2342	828.3342	FNTB|2342	474.8408
FOLH1|2346	165.1663	FOLH1|2346	199.2706
FOLR1|2348	75.8872	FOLR1|2348	444.2971
FOLR2|2350	445.8002	FOLR2|2350	68.3024
FOSB|2354	13372.2193	FOSB|2354	4534.8143
FOSL1|8061	127.9667	FOSL1|8061	199.2706
FOSL2|2355	3122.6843	FOSL2|2355	2636.6048
FOS|2353	33525.1841	FOS|2353	6713.1963
FOXA1|3169	4506.2123	FOXA1|3169	2426.7241
lowly_expressed	lowly_expressed	FOXA2|3170	5.6366
FOXA3|3171	19.6414	lowly_expressed	lowly_expressed
FOXC1|2296	591.9202	FOXC1|2296	485.4111
FOXC2|2303	50.8891	FOXC2|2303	12.2679
FOXD2|2306	19.3438	FOXD2|2306	5.9682
FOXF1|2294	26.7837	lowly_expressed	lowly_expressed
FOXF2|2295	94.0406	FOXF2|2295	30.1724
FOXI1|2299	37.7948	FOXI1|2299	463.1963
FOXI2|399823	10.7135	FOXI2|399823	6.9629
FOXJ1|2302	109.2181	lowly_expressed	lowly_expressed
FOXJ2|55810	986.5337	FOXJ2|55810	1052.3873
FOXJ3|22887	1444.8329999999999	FOXJ3|22887	2076.2599
FOXK1|221937	657.3916	FOXK1|221937	833.2228
FOXK2|3607	1070.4561	FOXK2|3607	1319.6286
FOXL1|2300	49.9963	FOXL1|2300	28.5146
FOXM1|2305	166.93400000000003	FOXM1|2305	27.1452
FOXN1|8456	5.3567	lowly_expressed	lowly_expressed
FOXN2|3344	274.3843	FOXN2|3344	482.7586
FOXN3|1112	1891.8235	FOXN3|1112	2340.8488
FOXO1|2308	1657.9124	FOXO1|2308	3297.4138
FOXO3B|2310	1070.4561	FOXO3B|2310	2969.8276
FOXO3|2309	2551.0007	FOXO3|2309	7333.5544
FOXO4|4303	515.4378	FOXO4|4303	1004.6419
FOXP1|27086	2585.5219	FOXP1|27086	2391.2467
FOXP2|93986	49.1035	FOXP2|93986	26.5252
FOXP3|50943	7.8536	FOXP3|50943	17.5033
FOXP4|116113	1732.6092	FOXP4|116113	1851.7905
FOXQ1|94234	18.451	FOXQ1|94234	13.5942
FOXRED1|55572	355.3307	FOXRED1|55572	327.9178
FOXRED2|80020	928.7999	FOXRED2|80020	595.8223
FOXS1|2307	110.1109	FOXS1|2307	6.6313
FPGS|2356	852.0199	FPGS|2356	536.8037
FPGT|8790	432.4262	FPGT|8790	504.7347
FPR1|2357	195.2236	FPR1|2357	39.7878
FPR3|2359	393.1255	FPR3|2359	65.6499
FRAS1|80144	210.9962	FRAS1|80144	323.6074
FRAT1|10023	143.4417	FRAT1|10023	80.9019
FRAT2|23401	229.4472	FRAT2|23401	159.4828
FREM1|158326	317.2383	FREM1|158326	208.8859
FREM2|341640	12.2015	FREM2|341640	87.2016
FRG1B|284802	139.5729	FRG1B|284802	228.4483
FRG1|2483	602.6337	FRG1|2483	719.8276
FRK|2444	101.1829	FRK|2444	133.2891
FRMD1|79981	7.1423	FRMD1|79981	7.626
FRMD3|257019	108.3253	FRMD3|257019	142.5729
