gene_id	TCGA-BH-A0E1-01A-11R-A056-07	gene_id	TCGA-BH-A0E1-11A-13R-A089-07
NUDT12|83594	417.7052	NUDT12|83594	390.4949
NUDT13|25961	22.9639	NUDT13|25961	46.5458
NUDT14|256281	342.4786	NUDT14|256281	260.1666
NUDT15|55270	412.1265	NUDT15|55270	562.685
NUDT16L1|84309	692.084	NUDT16L1|84309	525.2327
NUDT16P1|152195	110.4642	NUDT16P1|152195	52.4253
NUDT16|131870	630.3191	NUDT16|131870	961.2935
NUDT17|200035	33.654	NUDT17|200035	48.0157
NUDT18|79873	235.1819	NUDT18|79873	102.4008
NUDT19|390916	534.9002	NUDT19|390916	486.0363
NUDT1|4521	157.5798	NUDT1|4521	209.2112
NUDT21|11051	1391.6906	NUDT21|11051	2630.0833
NUDT22|84304	373.7333	NUDT22|84304	234.9192
NUDT2|318	412.1621	NUDT2|318	408.1333
NUDT3|11165	566.1786	NUDT3|11165	368.9368
NUDT4|11163	554.3007	NUDT4|11163	879.4708
NUDT5|11164	866.7481	NUDT5|11164	528.1921
NUDT6|11162	39.7156	NUDT6|11162	58.5448
NUDT7|283927	52.6586	NUDT7|283927	106.8104
NUDT8|254552	57.4097	NUDT8|254552	101.9108
NUDT9|53343	1044.0649	NUDT9|53343	522.293
NUF2|83540	686.541	NUF2|83540	9.7991
NUFIP1|26747	188.0663	NUFIP1|26747	377.26599999999996
NUFIP2|57532	2565.2244	NUFIP2|57532	2009.7991
NUMA1|4926	10728.9252	NUMA1|4926	12533.0279
NUMBL|9253	225.6796	NUMBL|9253	194.0225
NUMB|8650	1293.5002	NUMB|8650	2029.3974
NUP107|57122	876.9829	NUP107|57122	724.1548
NUP133|55746	1933.7175	NUP133|55746	1651.1514
NUP153|9972	1364.7675	NUP153|9972	2173.4444
NUP155|9631	633.8824	NUP155|9631	520.3332
NUP160|23279	817.9894	NUP160|23279	1248.8976
NUP188|23511	1865.6177	NUP188|23511	1276.8251
NUP205|23165	1252.3236	NUP205|23165	1518.3733
lowly_expressed	lowly_expressed	NUP210L|91181	6.3694
NUP210|23225	3593.8481	NUP210|23225	894.6595
NUP214|8021	1690.6171	NUP214|8021	1803.0377
NUP35|129401	240.3289	NUP35|129401	451.2494
NUP37|79023	365.0466	NUP37|79023	293.4836
NUP43|348995	466.0085	NUP43|348995	500.7349
NUP50|10762	1780.0970000000002	NUP50|10762	1014.6987
NUP54|53371	751.8693	NUP54|53371	1038.7065
NUP62CL|54830	86.7085	NUP62CL|54830	30.3773
NUP62|23636	1489.3782	NUP62|23636	1446.7369
NUP85|79902	577.6605	NUP85|79902	511.024
NUP88|4927	1477.049	NUP88|4927	946.8839
NUP93|9688	458.4858	NUP93|9688	736.4037
NUP98|4928	2898.2007	NUP98|4928	3315.0416
NUPL1|9818	1297.0636	NUPL1|9818	914.2577
NUPL2|11097	315.1595	NUPL2|11097	393.9245
NUPR1|26471	1386.5436	NUPR1|26471	1922.0970000000002
NUS1|116150	1187.3912	NUS1|116150	1509.0642
NUSAP1|51203	2258.7753	NUSAP1|51203	59.7746
NUTF2|10204	1094.3479	NUTF2|10204	1436.5507
NVL|4931	1338.2402	NVL|4931	495.3454
lowly_expressed	lowly_expressed	NWD1|284434	67.6139
NXF1|10482	1366.3512	NXF1|10482	1898.5791
NXNL2|158046	55.0341	NXNL2|158046	57.3248
NXN|64359	388.8023	NXN|64359	1027.4375
NXPH3|11248	42.3644	NXPH3|11248	103.3807
NXPH4|11247	21.7761	NXPH4|11247	6.3694
NXT1|29107	124.7177	NXT1|29107	429.2014
NXT2|55916	161.5391	NXT2|55916	460.5585
NYNRIN|57523	481.8457	NYNRIN|57523	816.7565
OAF|220323	667.1405	OAF|220323	512.4939
OAS1|4938	897.5712	OAS1|4938	302.3028
OAS2|4939	1637.1667	OAS2|4939	262.1264
OAS3|4940	3142.4889	OAS3|4940	895.6394
OASL|8638	125.5095	OASL|8638	20.5781
OAT|4942	3222.8625	OAT|4942	5427.7315
OAZ1|4946	8866.8312	OAZ1|4946	7581.0877
OAZ2|4947	2258.7753	OAZ2|4947	1914.7477
OAZ3|51686	72.7876	OAZ3|51686	33.8364
OBFC1|79991	838.5777	OBFC1|79991	879.9608
OBFC2A|64859	367.8181	OBFC2A|64859	112.6899
OBFC2B|79035	709.9008	OBFC2B|79035	547.2807
OBP2B|29989	7.1267	OBP2B|29989	190.1029
OBSCN|84033	490.7857	OBSCN|84033	890.8133
OBSL1|23363	945.4786	OBSL1|23363	2225.3797
lowly_expressed	lowly_expressed	OCA2|4948	17.6384
OCEL1|79629	320.7025	OCEL1|79629	291.5238
OCIAD1|54940	3770.0365	OCIAD1|54940	2642.8221
OCIAD2|132299	1007.6395	OCIAD2|132299	721.705
OCLN|4950	706.7334	OCLN|4950	367.9569
OCRL|4952	909.0531	OCRL|4952	1053.4052
lowly_expressed	lowly_expressed	ODAM|54959	8.3293
ODC1|4953	1158.0925	ODC1|4953	1510.5341
ODF2L|57489	357.12800000000004	ODF2L|57489	377.756
ODF2|4957	1825.233	ODF2|4957	870.6516
ODF3B|440836	199.1523	ODF3B|440836	229.7893
ODF3L1|161753	7.9186	ODF3L1|161753	15.6786
lowly_expressed	lowly_expressed	ODZ1|10178	30.3773
ODZ2|57451	83.541	ODZ2|57451	899.559
ODZ3|55714	132.2403	ODZ3|55714	161.6854
ODZ4|26011	216.9691	ODZ4|26011	23.0279
OFD1|8481	906.6775	OFD1|8481	1399.3141
OGDH|4967	3085.0792	OGDH|4967	2237.1387
OGFOD1|55239	746.3263	OGFOD1|55239	903.9686
OGFOD2|79676	145.2189	OGFOD2|79676	180.1372
OGFRL1|79627	580.432	OGFRL1|79627	1924.5468
OGFR|11054	1062.6894	OGFR|11054	904.4586
OGG1|4968	259.4642	OGG1|4968	322.39099999999996
OGN|4969	182.5233	OGN|4969	651.6414
OGT|8473	1354.8692	OGT|8473	2300.343
OIP5|11339	125.3789	OIP5|11339	18.1431
OIT3|170392	23.7557	lowly_expressed	lowly_expressed
OLA1|29789	3234.7404	OLA1|29789	2566.879
lowly_expressed	lowly_expressed	OLAH|55301	16.6585
OLFM1|10439	291.0079	OLFM1|10439	259.6766
OLFM2|93145	232.4104	OLFM2|93145	328.2705
OLFM3|118427	22.171999999999997	lowly_expressed	lowly_expressed
OLFM4|10562	45.5318	OLFM4|10562	1027.9275
OLFML1|283298	249.0394	OLFML1|283298	188.63299999999998
OLFML2A|169611	1133.149	OLFML2A|169611	1902.0088
OLFML2B|25903	1259.0544	OLFML2B|25903	165.1151
OLFML3|56944	825.5121	OLFML3|56944	825.5757
lowly_expressed	lowly_expressed	OLIG1|116448	9.7991
OLR1|4973	25.7354	OLR1|4973	65.6541
OMA1|115209	492.1398	OMA1|115209	459.0887
OMD|4958	188.8582	OMD|4958	127.3885
lowly_expressed	lowly_expressed	ONECUT2|9480	11.269
OPA1|4976	1691.4089	OPA1|4976	1583.0475
OPA3|80207	424.8319	OPA3|80207	464.4782
OPCML|4978	6.3349	lowly_expressed	lowly_expressed
OPHN1|4983	244.6842	OPHN1|4983	421.3621
OPLAH|26873	528.1694	OPLAH|26873	507.5943
OPN3|23596	219.1863	OPN3|23596	321.1808
OPRL1|4987	108.4846	OPRL1|4987	87.2122
OPTN|10133	1322.799	OPTN|10133	1491.9157
OR2A4|79541	13.4616	OR2A4|79541	34.7869
OR2A7|401427	168.2698	OR2A7|401427	346.8888
OR2A9P|441295	77.998	OR2A9P|441295	185.2033
lowly_expressed	lowly_expressed	OR2L13|284521	20.5781
OR2W3|343171	23.6013	OR2W3|343171	9.7991
OR51E1|143503	53.0545	OR51E1|143503	7.8393
OR51E2|81285	7.1267	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	OR5AU1|390445	6.3694
lowly_expressed	lowly_expressed	OR7A5|26659	24.9878
lowly_expressed	lowly_expressed	OR7C1|26664	13.2288
lowly_expressed	lowly_expressed	OR7E91P|79315	6.3694
ORAI1|84876	490.1602	ORAI1|84876	529.6423
ORAI2|80228	1657.9411	ORAI2|80228	475.5708
ORAI3|93129	609.7307	ORAI3|93129	411.07300000000004
ORAOV1|220064	187.6704	ORAOV1|220064	272.9054
ORC1L|4998	127.8851	ORC1L|4998	27.9275
ORC2L|4999	559.4478	ORC2L|4999	455.16900000000004
ORC3L|23595	634.6743	ORC3L|23595	676.6291
ORC4L|5000	559.8437	ORC4L|5000	607.5453
ORC5L|5001	450.9632	ORC5L|5001	493.3856
ORC6L|23594	119.5706	ORC6L|23594	22.538
ORMDL1|94101	558.6559	ORMDL1|94101	485.365
ORMDL2|29095	809.1919	ORMDL2|29095	513.2974
ORMDL3|94103	1620.9336	ORMDL3|94103	2505.6345
OS9|10956	9390.2495	OS9|10956	7634.0029
OSBP2|23762	305.2613	OSBP2|23762	154.8261
OSBPL10|114884	773.2494	OSBPL10|114884	381.6756
OSBPL11|114885	419.6848	OSBPL11|114885	474.7673
OSBPL1A|114876	1282.4142	OSBPL1A|114876	2437.0407
OSBPL2|9885	1092.3683	OSBPL2|9885	1426.7516
OSBPL3|26031	512.3322	OSBPL3|26031	243.0181
OSBPL5|114879	786.3151	OSBPL5|114879	627.6335
OSBPL6|114880	87.5003	OSBPL6|114880	24.4978
OSBPL7|114881	112.4439	OSBPL7|114881	209.2112
OSBPL8|114882	2205.7208	OSBPL8|114882	1557.5698
OSBPL9|114883	1325.9664	OSBPL9|114883	2528.6624
OSBP|5007	2468.6177	OSBP|5007	2908.3782
OSCAR|126014	81.9573	OSCAR|126014	24.0078
OSCP1|127700	408.2029	lowly_expressed	lowly_expressed
OSGEPL1|64172	165.8943	OSGEPL1|64172	202.8417
OSGEP|55644	420.8726	OSGEP|55644	439.0005
OSGIN1|29948	93.8352	OSGIN1|29948	305.2425
OSGIN2|734	735.2403	OSGIN2|734	583.5375
OSMR|9180	950.6257	OSMR|9180	960.3136
OSM|5008	7.1267	lowly_expressed	lowly_expressed
OSR1|130497	115.6113	OSR1|130497	1419.8922
OSR2|116039	29.2988	OSR2|116039	156.7859
OST4|100128731	2461.487	OST4|100128731	2065.0857
lowly_expressed	lowly_expressed	OSTCL|202459	5.8795
OSTC|58505	1826.8167	OSTC|58505	1635.9628
OSTF1|26578	1492.6525	OSTF1|26578	641.3523
OSTM1|28962	501.2462	OSTM1|28962	417.4424
OSTalpha|200931	17.8168	OSTalpha|200931	10.779000000000002
OTOA|146183	7.1267	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	OTOF|9381	6.8594
OTUB1|55611	1797.122	OTUB1|55611	1634.9829
OTUB2|78990	123.9258	OTUB2|78990	72.0235
OTUD1|220213	370.9855	OTUD1|220213	451.2494
OTUD3|23252	153.2245	OTUD3|23252	395.3944
OTUD4|54726	953.3972	OTUD4|54726	1317.9814
OTUD5|55593	1294.688	OTUD5|55593	1320.9211
OTUD6B|51633	155.2042	OTUD6B|51633	239.5884
OTUD7A|161725	21.3802	OTUD7A|161725	33.317
OTUD7B|56957	1567.4831	OTUD7B|56957	1079.8628
lowly_expressed	lowly_expressed	OTX1|5013	22.048000000000002
OVCA2|124641	760.2036	OVCA2|124641	476.5556
lowly_expressed	lowly_expressed	OVCH2|341277	17.1485
OVGP1|5016	30.8825	OVGP1|5016	42.1362
OVOL1|5017	562.6152	OVOL1|5017	138.1676
OVOL2|58495	153.2245	OVOL2|58495	315.0416
OXA1L|5018	2109.9059	OXA1L|5018	2988.2411
OXCT1|5019	673.0794	OXCT1|5019	777.56
OXER1|165140	11.8779	OXER1|165140	32.3371
lowly_expressed	lowly_expressed	OXGR1|27199	105.8305
OXNAD1|92106	172.6251	OXNAD1|92106	241.5483
OXR1|55074	1060.6939	OXR1|55074	1189.6129
OXSM|54995	157.1838	OXSM|54995	219.0103
OXSR1|9943	975.9651	OXSR1|9943	1247.9177
OXTR|5021	672.6835	OXTR|5021	17324.3508
lowly_expressed	lowly_expressed	P2RX1|5023	5.3895
P2RX4|5025	1055.9428	P2RX4|5025	733.4639999999999
P2RX5|5026	51.0155	P2RX5|5026	50.2107
P2RX7|5027	28.9028	P2RX7|5027	54.3851
P2RY10|27334	11.8779	lowly_expressed	lowly_expressed
P2RY11|5032	83.1689	P2RY11|5032	86.3008
lowly_expressed	lowly_expressed	P2RY12|64805	70.5537
P2RY13|53829	20.1924	P2RY13|53829	51.4454
P2RY14|9934	27.3191	P2RY14|9934	30.8672
P2RY1|5028	13.4616	P2RY1|5028	14.6987
P2RY2|5029	34.8418	P2RY2|5029	47.5257
P2RY6|5031	21.3802	lowly_expressed	lowly_expressed
P2RY8|286530	98.1904	P2RY8|286530	54.8751
P4HA1|5033	1387.3354	P4HA1|5033	875.0612
P4HA2|8974	924.0984	P4HA2|8974	645.2719
P4HA3|283208	141.7426	lowly_expressed	lowly_expressed
P4HB|5034	33205.7782	P4HB|5034	17927.4865
P4HTM|54681	1860.8666	P4HTM|54681	551.2004
P704P|641455	8.7104	P704P|641455	14.6987
PA2G4P4|647033	49.8871	PA2G4P4|647033	41.6463
PA2G4|5036	4352.4481	PA2G4|5036	4181.7736
PAAF1|80227	431.1667	PAAF1|80227	400.29400000000004
PABPC1L|80336	49.8871	PABPC1L|80336	138.6575
PABPC1|26986	31854.0764	PABPC1|26986	50735.4238
PABPC3|5042	319.5147	PABPC3|5042	542.8711
PABPC4L|132430	24.5476	PABPC4L|132430	65.1641
PABPC4|8761	3012.2283	PABPC4|8761	3269.9657
PABPC5|140886	26.5272	PABPC5|140886	16.1685
PABPN1|8106	1949.0637	PABPN1|8106	2106.5997
PACRGL|133015	167.0821	PACRGL|133015	284.6644
PACRG|135138	12.2738	PACRG|135138	33.317
PACS1|55690	2301.1397	PACS1|55690	2567.3689
PACS2|23241	1039.7097	PACS2|23241	990.6908
PACSIN1|29993	189.65	PACSIN1|29993	7.3493
PACSIN2|11252	1099.495	PACSIN2|11252	2591.8667
PACSIN3|29763	1023.8725	PACSIN3|29763	1070.5537
PADI2|11240	403.4517	PADI2|11240	7382.1656
lowly_expressed	lowly_expressed	PADI3|51702	6.8594
PAEP|5047	24.1517	lowly_expressed	lowly_expressed
PAF1|54623	2327.271	PAF1|54623	1849.5835
PAFAH1B1|5048	3127.0477	PAFAH1B1|5048	3667.3199
PAFAH1B2|5049	624.3801	PAFAH1B2|5049	512.0039
PAFAH1B3|5050	1276.796	PAFAH1B3|5050	500.0588
PAFAH2|5051	593.1017	PAFAH2|5051	583.5375
PAG1|55824	191.6297	PAG1|55824	159.2357
PAH|5053	8.7104	PAH|5053	7.3493
PAICS|10606	3705.8959999999997	PAICS|10606	2890.7398
PAIP1|10605	1301.0229	PAIP1|10605	1260.1666
PAIP2B|400961	326.2455	PAIP2B|400961	391.4748
PAIP2|51247	2005.3807	PAIP2|51247	1726.1146
PAK1IP1|55003	264.8765	PAK1IP1|55003	479.6668
PAK1|5058	1823.6492	PAK1|5058	1176.3841
PAK2|5062	2859.3997	PAK2|5062	1933.366
lowly_expressed	lowly_expressed	PAK3|5063	87.7021
PAK4|10298	1694.5764	PAK4|10298	1510.0441
PAK6|56924	247.4794	PAK6|56924	141.5973
PAK7|57144	8.3145	PAK7|57144	146.0069
PALB2|79728	268.8358	PALB2|79728	383.6355
PALLD|23022	3508.3274	PALLD|23022	6195.9824
PALM2-AKAP2|445815	588.5723	PALM2-AKAP2|445815	1365.1347
PALM2|114299	29.96	PALM2|114299	40.0245
PALM3|342979	9.5023	PALM3|342979	32.827
PALMD|54873	836.5981	PALMD|54873	1662.4204
PALM|5064	519.063	PALM|5064	362.0774
PAMR1|25891	186.8785	PAMR1|25891	1441.9402
PAM|5066	2103.1752	PAM|5066	2191.0828
PAN2|9924	433.9382	PAN2|9924	811.367
PAN3|255967	869.0643	PAN3|255967	1434.5909
PANK1|53354	109.6723	PANK1|53354	118.5693
PANK2|80025	241.5167	PANK2|80025	464.4782
PANK3|79646	835.0144	PANK3|79646	498.2852
PANK4|55229	390.3861	PANK4|55229	387.0652
PANX1|24145	502.434	PANX1|24145	333.66
PANX2|56666	133.4281	PANX2|56666	39.1965
PAOX|196743	140.9507	PAOX|196743	196.9623
PAPD4|167153	684.9573	PAPD4|167153	1147.4767
PAPD5|64282	341.6868	PAPD5|64282	316.0216
PAPD7|11044	498.8706	PAPD7|11044	403.7237
PAPLN|89932	71.2672	PAPLN|89932	250.8574
PAPOLA|10914	4988.7061	PAPOLA|10914	4003.9196
PAPOLG|64895	334.95599999999996	PAPOLG|64895	470.8476
lowly_expressed	lowly_expressed	PAPPA2|60676	9.7991
PAPPA|5069	92.6474	PAPPA|5069	48.0157
PAPSS1|9061	1455.4352	PAPSS1|9061	3536.0118
PAPSS2|9060	284.673	PAPSS2|9060	206.2714
PAQR3|152559	54.662	PAQR3|152559	304.3116
PAQR4|124222	747.2527	PAQR4|124222	277.8687
PAQR5|54852	418.8929	PAQR5|54852	72.5135
PAQR6|79957	10.2942	PAQR6|79957	46.5458
PAQR7|164091	228.847	PAQR7|164091	412.0529
PAQR8|85315	107.2968	PAQR8|85315	142.0872
PAR-SN|347746	54.6382	PAR-SN|347746	253.3856
PAR5|8123	7.9186	PAR5|8123	31.8471
PARD3B|117583	128.6769	PARD3B|117583	99.95100000000001
PARD3|56288	956.1687	PARD3|56288	1676.1391
PARD6A|50855	113.2357	PARD6A|50855	88.1921
PARD6B|84612	332.5804	PARD6B|84612	158.2558
PARD6G|84552	186.0867	PARD6G|84552	378.246
PARG|8505	435.126	PARG|8505	482.6066
PARK2|5071	191.2337	PARK2|5071	116.6095
PARK7|11315	5814.6141	PARK7|11315	4000.49
PARL|55486	778.3965	PARL|55486	1230.2793
PARM1|25849	5259.1257	PARM1|25849	704.5566
PARN|5073	1508.0938	PARN|5073	1263.1063
PARP10|84875	1330.7176	PARP10|84875	1222.44
PARP11|57097	242.3086	PARP11|57097	289.074
PARP12|64761	1261.0339999999999	PARP12|64761	459.0887
PARP14|54625	1783.2645	PARP14|54625	733.4639999999999
lowly_expressed	lowly_expressed	PARP15|165631	6.8594
PARP16|54956	340.499	PARP16|54956	365.0171
PARP1|142	9162.5902	PARP1|142	2896.1293
PARP2|10038	502.8299	PARP2|10038	411.07300000000004
PARP3|10039	299.7183	PARP3|10039	501.2249
PARP4|143	2068.3334	PARP4|143	1501.7148
PARP6|56965	569.346	PARP6|56965	782.9495
PARP8|79668	124.7177	PARP8|79668	325.3307
PARP9|83666	1975.4722	PARP9|83666	636.5801
PARS2|25973	144.5141	PARS2|25973	200.392
PART1|25859	481.8457	PART1|25859	254.7771
PARVA|55742	2131.6820000000002	PARVA|55742	2344.929
PARVB|29780	614.086	PARVB|29780	268.0059
PARVG|64098	82.7492	PARVG|64098	74.9633
PASK|23178	167.0821	PASK|23178	145.5169
PATL1|219988	1145.0268	PATL1|219988	1099.461
PATZ1|23598	1720.3118	PATZ1|23598	1592.3567
PAWR|5074	266.8562	PAWR|5074	237.6286
PAX1|5075	6.3349	lowly_expressed	lowly_expressed
PAX2|5076	94.2311	lowly_expressed	lowly_expressed
PAX6|5080	22.568	PAX6|5080	54.3851
lowly_expressed	lowly_expressed	PAX8|7849	72.5135
PAX9|5083	137.7833	PAX9|5083	26.9476
PAXIP1|22976	659.7247	PAXIP1|22976	462.5429
PBK|55872	989.0308	PBK|55872	11.7589
PBLD|64081	138.9711	PBLD|64081	125.9187
PBRM1|55193	1846.6131	PBRM1|55193	1596.7663
PBX1|5087	9121.8096	PBX1|5087	4103.8707
PBX2|5089	1176.7012	PBX2|5089	1405.6835
PBX3|5090	4345.7173	PBX3|5090	544.341
lowly_expressed	lowly_expressed	PBX4|80714	10.779000000000002
PBXIP1|57326	4161.2144	PBXIP1|57326	4143.0671
PCBD1|5092	1653.3997	PCBD1|5092	1390.0049
PCBD2|84105	272.3992	PCBD2|84105	286.6242
PCBP1|5093	7499.2923	PCBP1|5093	6616.3645
PCBP2|5094	11519.354	PCBP2|5094	16612.9838
PCBP3|54039	5.9389	PCBP3|54039	6.3694
PCBP4|57060	431.5627	PCBP4|57060	582.5576
PCCA|5095	259.4088	PCCA|5095	684.3655
PCCB|5096	1645.2792	PCCB|5096	1103.9588
lowly_expressed	lowly_expressed	PCDH11X|27328	11.7589
PCDH12|51294	535.692	PCDH12|51294	140.6173
PCDH17|27253	218.5528	PCDH17|27253	20.0882
PCDH18|54510	380.0919	PCDH18|54510	382.6556
PCDH19|57526	157.5798	PCDH19|57526	95.0514
PCDH1|5097	980.3203	PCDH1|5097	1139.6374
PCDH20|64881	100.566	PCDH20|64881	55.365
PCDH7|5099	245.476	PCDH7|5099	425.7717
lowly_expressed	lowly_expressed	PCDH9|5101	30.3773
PCDHA10|56139	25.1019	PCDHA10|56139	100.0098
lowly_expressed	lowly_expressed	PCDHA11|56138	31.1416
lowly_expressed	lowly_expressed	PCDHA12|56137	35.5365
lowly_expressed	lowly_expressed	PCDHA13|56136	35.4238
lowly_expressed	lowly_expressed	PCDHA1|56147	17.0015
lowly_expressed	lowly_expressed	PCDHA2|56146	5.3895
PCDHA3|56145	6.7981	PCDHA3|56145	48.7114
lowly_expressed	lowly_expressed	PCDHA4|56144	89.3141
lowly_expressed	lowly_expressed	PCDHA5|56143	5.5953
PCDHA6|56142	31.5397	PCDHA6|56142	55.9383
lowly_expressed	lowly_expressed	PCDHA7|56141	7.56
lowly_expressed	lowly_expressed	PCDHA8|56140	5.5365
lowly_expressed	lowly_expressed	PCDHAC1|56135	9.3631
PCDHAC2|56134	20.7982	PCDHAC2|56134	13.0132
PCDHB10|56126	27.3191	PCDHB10|56126	65.1641
PCDHB11|56125	18.6087	PCDHB11|56125	39.6864
PCDHB12|56124	14.6494	PCDHB12|56124	51.9353
PCDHB13|56123	17.8168	PCDHB13|56123	26.9476
PCDHB14|56122	33.258	PCDHB14|56122	163.1553
PCDHB15|56121	20.5883	PCDHB15|56121	23.5179
PCDHB16|57717	51.0748	PCDHB16|57717	232.2391
lowly_expressed	lowly_expressed	PCDHB17|54661	10.779000000000002
lowly_expressed	lowly_expressed	PCDHB18|54660	9.7991
PCDHB2|56133	136.5955	PCDHB2|56133	167.075
PCDHB3|56132	20.1924	PCDHB3|56132	76.4331
PCDHB4|56131	49.0952	PCDHB4|56131	267.026
PCDHB5|26167	23.7557	PCDHB5|26167	195.0024
PCDHB6|56130	20.9842	PCDHB6|56130	33.806999999999995
PCDHB7|56129	43.1563	PCDHB7|56129	51.4454
PCDHB8|56128	9.8982	PCDHB8|56128	21.5581
PCDHB9|56127	11.8779	PCDHB9|56127	52.4253
PCDHGA10|56106	20.5883	PCDHGA10|56106	155.1445
PCDHGA11|56105	11.6047	PCDHGA11|56105	35.4777
PCDHGA12|26025	65.4273	PCDHGA12|26025	65.5512
lowly_expressed	lowly_expressed	PCDHGA1|56114	7.8393
PCDHGA2|56113	15.0453	PCDHGA2|56113	179.7452
PCDHGA3|56112	7.5227	PCDHGA3|56112	18.1284
PCDHGA4|56111	7.9186	PCDHGA4|56111	27.4375
PCDHGA5|56110	11.3434	PCDHGA5|56110	23.0279
PCDHGA6|56109	14.2534	PCDHGA6|56109	71.4209
PCDHGA7|56108	6.3349	PCDHGA7|56108	37.2366
lowly_expressed	lowly_expressed	PCDHGA8|9708	8.3293
PCDHGA9|56107	38.8446	PCDHGA9|56107	107.0652
PCDHGB1|56104	5.9389	PCDHGB1|56104	26.4576
PCDHGB2|56103	13.9882	PCDHGB2|56103	34.2969
lowly_expressed	lowly_expressed	PCDHGB3|56102	30.8672
PCDHGB4|8641	12.2738	PCDHGB4|8641	68.5938
PCDHGB5|56101	74.0427	PCDHGB5|56101	285.4532
PCDHGB6|56100	47.5313	PCDHGB6|56100	124.4635
PCDHGB7|56099	66.91199999999999	PCDHGB7|56099	555.7815
PCDHGC3|5098	1137.7893	PCDHGC3|5098	2208.2852
PCDHGC4|56098	12.8954	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCDHGC5|56097	8.6232
PCDP1|200373	12.6697	lowly_expressed	lowly_expressed
PCF11|51585	976.3611	PCF11|51585	1474.7673
PCGF1|84759	290.216	PCGF1|84759	257.2268
PCGF2|7703	1002.8368	PCGF2|7703	543.9147
PCGF3|10336	1025.8522	PCGF3|10336	953.9441
PCGF5|84333	1060.6939	PCGF5|84333	1257.7168
PCGF6|84108	185.2948	PCGF6|84108	205.2915
PCID2|55795	786.711	PCID2|55795	1079.8628
PCIF1|63935	971.6099	PCIF1|63935	1410.0931
PCK1|5105	88.2922	PCK1|5105	5.3895
PCK2|5106	1345.7629	PCK2|5106	511.024
PCLO|27445	304.4694	PCLO|27445	345.9089
PCM1|5108	9883.1811	PCM1|5108	4159.2357
PCMT1|5110	1368.7268	PCMT1|5110	1347.3787
PCMTD1|115294	1148.9861	PCMTD1|115294	1599.7060000000001
PCMTD2|55251	972.0058	PCMTD2|55251	2080.8427
PCNA|5111	1426.1365	PCNA|5111	1212.6409
PCNP|57092	1789.9953	PCNP|57092	2976.9721
PCNT|5116	956.1687	PCNT|5116	764.8212
PCNXL2|80003	293.3834	lowly_expressed	lowly_expressed
PCNXL3|399909	1210.7511	PCNXL3|399909	1056.8349
PCNX|22990	901.9264	PCNX|22990	1663.4003
lowly_expressed	lowly_expressed	PCOLCE2|26577	21.5581
PCOLCE|5118	1563.5041	PCOLCE|5118	698.0402
PCOTH|542767	58.6886	PCOTH|542767	21.0338
PCP2|126006	62.1609	PCP2|126006	20.0882
PCP4L1|654790	20.9842	PCP4L1|654790	24.0078
PCP4|5121	144.1182	PCP4|5121	5.8795
PCSK1N|27344	6.7308	PCSK1N|27344	14.2087
PCSK1|5122	10.2942	lowly_expressed	lowly_expressed
PCSK4|54760	76.8102	PCSK4|54760	34.7869
PCSK5|5125	104.1293	PCSK5|5125	72.5135
PCSK6|5046	1460.9782	PCSK6|5046	861.8324
PCSK7|9159	605.4864	PCSK7|9159	561.8128
PCSK9|255738	5.9389	lowly_expressed	lowly_expressed
PCTP|58488	435.126	PCTP|58488	703.5767
PCYOX1L|78991	469.5719	PCYOX1L|78991	273.3954
PCYOX1|51449	3264.4351	PCYOX1|51449	3396.8643
PCYT1A|5130	317.5351	PCYT1A|5130	293.4836
PCYT1B|9468	12.6697	PCYT1B|9468	44.586000000000006
PCYT2|5833	557.864	PCYT2|5833	519.8432
PC|5091	620.4208	PC|5091	734.9339
PDAP1|11333	2017.6545	PDAP1|11333	1898.0892
PDCD10|11235	749.0978	PDCD10|11235	572.2685
PDCD11|22984	890.0485	PDCD11|22984	1536.0118
PDCD1LG2|80380	14.6494	PDCD1LG2|80380	59.2847
lowly_expressed	lowly_expressed	PDCD1|5133	6.8594
PDCD2L|84306	131.4484	PDCD2L|84306	127.8785
PDCD2|5134	707.9212	PDCD2|5134	1012.7389
PDCD4|27250	3104.3966	PDCD4|27250	16873.7531
PDCD5|9141	741.1792	PDCD5|9141	525.2327
PDCD6IP|10015	3996.9038	PDCD6IP|10015	3900.0490000000004
PDCD6|10016	1803.4569	PDCD6|10016	1613.4248
PDCD7|10081	513.52	PDCD7|10081	594.8065
PDCL3|79031	562.6152	PDCL3|79031	454.1891
PDCL|5082	469.5719	PDCL|5082	500.245
PDDC1|347862	755.0367	PDDC1|347862	1107.7903
PDE10A|10846	100.9619	PDE10A|10846	44.586000000000006
PDE11A|50940	64.1405	PDE11A|50940	51.9353
PDE12|201626	547.174	PDE12|201626	541.4013
PDE1A|5136	102.9416	PDE1A|5136	47.0358
PDE1B|5153	102.5456	PDE1B|5153	56.8349
PDE1C|5137	27.715	PDE1C|5137	244.97799999999998
PDE2A|5138	184.5029	PDE2A|5138	517.8834
PDE3A|5139	141.3467	PDE3A|5139	23.0279
PDE3B|5140	17.8168	PDE3B|5140	25.9677
PDE4A|5141	493.3276	PDE4A|5141	244.97799999999998
