gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
C1orf128|57095	1762.5077	C1orf128|57095	941.3989
C1orf130|400746	5.8678	C1orf130|400746	197.5425
C1orf131|128061	390.6733	C1orf131|128061	192.1865
C1orf133|574036	6.7943	C1orf133|574036	45.9987
C1orf135|79000	327.6714	C1orf135|79000	22.3693
C1orf144|26099	4491.6615	C1orf144|26099	2912.4134
lowly_expressed	lowly_expressed	C1orf150|148823	12.9175
C1orf151|440574	1550.5652	C1orf151|440574	726.528
lowly_expressed	lowly_expressed	C1orf152|767846	20.794
C1orf156|92342	235.9481	C1orf156|92342	215.81599999999997
C1orf159|54991	309.4503	C1orf159|54991	126.6541
C1orf161|126868	93.5763	lowly_expressed	lowly_expressed
C1orf162|128346	361.3342	C1orf162|128346	334.2785
C1orf163|65260	507.7208	C1orf163|65260	229.3636
C1orf168|199920	5.2502	C1orf168|199920	32.7662
C1orf170|84808	136.504	C1orf170|84808	18.5885
C1orf172|126695	699.5059	C1orf172|126695	233.4594
lowly_expressed	lowly_expressed	C1orf173|127254	63.6421
C1orf174|339448	800.4941	C1orf174|339448	460.9326
C1orf175|374977	50.2378	C1orf175|374977	70.5734
C1orf177|163747	12.3533	lowly_expressed	lowly_expressed
C1orf182|128229	8.0296	lowly_expressed	lowly_expressed
C1orf183|55924	70.7227	C1orf183|55924	129.1745
C1orf186|440712	1306.9796	C1orf186|440712	28.6704
C1orf187|374946	8.9561	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C1orf190|541468	61.8998
C1orf192|257177	12.970999999999998	C1orf192|257177	38.1222
C1orf198|84886	1969.7344	C1orf198|84886	2374.6062
C1orf201|90529	228.845	C1orf201|90529	191.8715
C1orf203|84852	57.4707	C1orf203|84852	83.5129
C1orf204|284677	65.2996	C1orf204|284677	93.6547
C1orf210|149466	474.6757	C1orf210|149466	180.8444
C1orf212|113444	1072.2668	C1orf212|113444	573.0939
C1orf213|148898	121.3342	C1orf213|148898	98.1664
C1orf216|127703	385.7319	C1orf216|127703	454.3163
C1orf21|81563	693.638	C1orf21|81563	2569.6282
C1orf220|400798	11.4268	C1orf220|400798	12.2873
C1orf226|400793	159.6665	C1orf226|400793	976.0555
C1orf228|339541	16.9858	C1orf228|339541	11.6572
lowly_expressed	lowly_expressed	C1orf229|388759	11.9723
C1orf25|81627	856.3928	C1orf25|81627	641.1468
C1orf26|54823	223.28599999999997	C1orf26|54823	213.2955
C1orf27|54953	815.0093	C1orf27|54953	764.3352
C1orf31|388753	435.7628	C1orf31|388753	162.2558
C1orf35|79169	579.6788	C1orf35|79169	190.2962
C1orf38|9473	1072.5757	C1orf38|9473	316.6352
C1orf43|25912	8327.3626	C1orf43|25912	3146.5028
C1orf50|79078	244.9043	C1orf50|79078	120.3529
C1orf51|148523	78.1347	C1orf51|148523	39.0674
C1orf52|148423	426.8067	C1orf52|148423	306.5532
C1orf53|388722	29.0303	C1orf53|388722	11.3422
C1orf54|79630	256.3311	C1orf54|79630	191.5564
C1orf55|163859	1058.987	C1orf55|163859	619.4077
C1orf56|54964	156.1859	C1orf56|54964	116.2067
C1orf57|84284	807.2884	C1orf57|84284	474.7952
C1orf58|148362	792.2823	C1orf58|148362	474.3982
C1orf59|113802	945.6455	C1orf59|113802	192.1865
C1orf61|10485	22.2359	C1orf61|10485	17.9584
C1orf63|57035	753.5516	C1orf63|57035	780.0882
lowly_expressed	lowly_expressed	C1orf64|149563	109.0107
C1orf66|51093	612.4151	C1orf66|51093	443.6043
C1orf68|100129271	9.5738	lowly_expressed	lowly_expressed
C1orf69|200205	297.7146	C1orf69|200205	304.9779
lowly_expressed	lowly_expressed	C1orf70|339453	14.8078
C1orf74|148304	198.2705	C1orf74|148304	60.4915
C1orf77|26097	2388.5114	C1orf77|26097	1590.4222
C1orf83|127428	316.5534	C1orf83|127428	258.034
C1orf84|149469	34.0859	C1orf84|149469	10.0189
C1orf85|112770	1510.5003	C1orf85|112770	748.5822
C1orf86|199990	421.4824	C1orf86|199990	244.2911
C1orf88|128344	24.0889	C1orf88|128344	165.7215
C1orf89|79363	67.0167	C1orf89|79363	72.7788
C1orf91|56063	397.3379	C1orf91|56063	160.0126
C1orf93|127281	1924.4101	C1orf93|127281	825.4474
lowly_expressed	lowly_expressed	C1orf95|375057	98.6137
C1orf96|126731	752.6251	C1orf96|126731	415.879
C1orf97|84791	251.0809	C1orf97|84791	79.3951
C1orf9|51430	3794.9351	C1orf9|51430	1564.9023
C20orf103|24141	45.0896	C20orf103|24141	32.7662
C20orf108|116151	2382.0259	C20orf108|116151	3784.4991
C20orf111|51526	735.9481	C20orf111|51526	676.1185
C20orf112|140688	337.55400000000003	C20orf112|140688	1085.0662
lowly_expressed	lowly_expressed	C20orf114|92747	71.2035
C20orf117|140710	369.6726	C20orf117|140710	548.5192
C20orf118|140711	34.1414	C20orf118|140711	49.0485
C20orf11|54994	3931.748	C20orf11|54994	1837.7442
C20orf12|55184	127.8567	C20orf12|55184	132.9553
C20orf132|140699	12.0476	C20orf132|140699	36.2413
C20orf134|170487	31.1921	C20orf134|170487	34.0265
C20orf135|140701	105.9296	C20orf135|140701	70.2583
C20orf151|140893	135.8863	C20orf151|140893	65.5325
C20orf160|140706	26.5596	C20orf160|140706	209.1997
lowly_expressed	lowly_expressed	C20orf165|128497	7.2464
C20orf177|63939	184.407	C20orf177|63939	418.0844
C20orf194|25943	473.4404	C20orf194|25943	1062.6969
C20orf196|149840	72.2668	C20orf196|149840	57.656000000000006
lowly_expressed	lowly_expressed	C20orf197|284756	5.041
C20orf199|441951	1844.6572	C20orf199|441951	1618.4625
C20orf202|400831	9.5738	C20orf202|400831	5.6711
lowly_expressed	lowly_expressed	C20orf203|284805	9.7669
C20orf20|55257	518.2211	C20orf20|55257	210.46
C20orf24|55969	2710.034	C20orf24|55969	737.7914
lowly_expressed	lowly_expressed	C20orf26|26074	5.356
C20orf27|54976	715.8739999999999	C20orf27|54976	455.8916
C20orf29|55317	338.7894	C20orf29|55317	192.8166
C20orf30|29058	2319.0241	C20orf30|29058	2102.7095
C20orf3|57136	3218.3447	C20orf3|57136	3168.5570000000002
C20orf43|51507	2029.0303	C20orf43|51507	2049.1493
C20orf46|55321	45.3984	C20orf46|55321	31.506
C20orf4|25980	1037.0599	C20orf4|25980	1051.0397
C20orf54|113278	424.0272	C20orf54|113278	131.0649
C20orf72|92667	1253.2427	C20orf72|92667	569.6282
C20orf7|79133	165.8431	C20orf7|79133	124.1336
C20orf94|128710	46.9426	C20orf94|128710	38.7524
C20orf96|140680	126.9302	C20orf96|140680	229.9937
C21orf119|84996	92.9586	C21orf119|84996	54.1903
C21orf122|728039	24.3978	C21orf122|728039	24.5747
C21orf125|284836	7.7208	C21orf125|284836	5.6711
C21orf129|150135	8.9561	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C21orf130|284835	8.5066
lowly_expressed	lowly_expressed	C21orf15|54094	16.6982
C21orf2|755	129.7097	C21orf2|755	386.2634
C21orf33|8209	1382.3348	C21orf33|8209	1673.2829
C21orf34|388815	8.9561	C21orf34|388815	119.7227
C21orf45|54069	510.1915	C21orf45|54069	149.3384
lowly_expressed	lowly_expressed	C21orf49|54067	10.397
C21orf56|84221	81.223	C21orf56|84221	64.5873
C21orf57|54059	70.7227	C21orf57|54059	104.2848
C21orf58|54058	105.9296	C21orf58|54058	64.5873
C21orf59|56683	513.3323	C21orf59|56683	574.1777
C21orf63|59271	670.7844	C21orf63|59271	568.0529
C21orf67|84536	56.8252	C21orf67|84536	42.218
C21orf70|85395	147.0043	C21orf70|85395	114.3667
C21orf7|56911	77.517	C21orf7|56911	99.2439
C21orf82|114036	7.1032	C21orf82|114036	7.5614
lowly_expressed	lowly_expressed	C21orf88|114041	17.0132
C21orf91|54149	630.6362	C21orf91|54149	931.317
C22orf13|83606	2297.4676	C22orf13|83606	1913.7303
C22orf23|84645	69.1785	C22orf23|84645	105.23
C22orf25|128989	336.6275	C22orf25|128989	437.3031
lowly_expressed	lowly_expressed	C22orf26|55267	13.8626
C22orf27|150291	180.0494	C22orf27|150291	93.2577
C22orf28|51493	2852.6868	C22orf28|51493	1766.5406
C22orf29|79680	466.4206	C22orf29|79680	1089.143
C22orf30|253143	1703.2119	C22orf30|253143	1325.1418
C22orf32|91689	722.3595	C22orf32|91689	517.9584
C22orf34|348645	5.8678	C22orf34|348645	7.8765
C22orf36|388886	95.7381	C22orf36|388886	185.8853
C22orf39|128977	236.2569	C22orf39|128977	748.2672
C22orf40|150383	49.7221	C22orf40|150383	133.9004
lowly_expressed	lowly_expressed	C22orf45|646023	7.5772
C22orf46|79640	779.4935	C22orf46|79640	729.3636
C22orf9|23313	1392.2174	C22orf9|23313	2103.0246
C2CD2L|9854	349.8888	C2CD2L|9854	283.3743
C2CD2|25966	777.9494	C2CD2|25966	1958.0970000000002
C2CD3|26005	628.1655	C2CD3|26005	784.4991
C2CD4A|145741	96.6646	C2CD4A|145741	6.9313
C2CD4B|388125	95.7381	C2CD4B|388125	10.712
lowly_expressed	lowly_expressed	C2CD4C|126567	13.8626
C2CD4D|100191040	15.5991	C2CD4D|100191040	11.3453
C2orf15|150590	39.3267	C2orf15|150590	64.5684
C2orf16|84226	38.6041	C2orf16|84226	63.327
C2orf18|54978	1844.0395	C2orf18|54978	1301.8273
C2orf24|27013	1684.9907	C2orf24|27013	1321.9912
C2orf27A|29798	12.6621	C2orf27A|29798	26.15
C2orf28|51374	2668.7214	C2orf28|51374	1610.6238
C2orf29|55571	1668.0049	C2orf29|55571	846.8809
C2orf34|79823	67.3255	C2orf34|79823	60.4915
lowly_expressed	lowly_expressed	C2orf39|92749	5.9861
C2orf3|6936	369.055	C2orf3|6936	468.8091
lowly_expressed	lowly_expressed	C2orf40|84417	755.8286
C2orf42|54980	227.6096	C2orf42|54980	272.8418
C2orf43|60526	468.1902	C2orf43|60526	350.3466
C2orf44|80304	351.4515	C2orf44|80304	280.4033
C2orf47|79568	376.3836	C2orf47|79568	255.1985
C2orf48|348738	10.8091	lowly_expressed	lowly_expressed
C2orf49|79074	183.7554	C2orf49|79074	160.9956
lowly_expressed	lowly_expressed	C2orf50|130813	5.6711
C2orf52|151477	11.7356	C2orf52|151477	8.8217
C2orf54|79919	2865.0401	lowly_expressed	lowly_expressed
C2orf55|343990	232.551	C2orf55|343990	294.89599999999996
C2orf56|55471	274.5522	C2orf56|55471	238.1853
C2orf58|285154	11.7356	C2orf58|285154	45.3686
C2orf60|129450	241.5905	C2orf60|129450	256.1437
C2orf63|130162	58.6782	C2orf63|130162	80.6553
C2orf64|493753	522.2359	C2orf64|493753	489.9181
C2orf65|130951	8.0296	C2orf65|130951	28.9855
C2orf67|151050	330.4231	C2orf67|151050	573.8091
C2orf68|388969	1248.9191	C2orf68|388969	963.7681
C2orf69|205327	771.155	C2orf69|205327	428.4814
C2orf71|388939	12.6621	C2orf71|388939	6.6163
lowly_expressed	lowly_expressed	C2orf72|257407	229.0485
C2orf74|339804	113.3416	C2orf74|339804	206.9943
C2orf76|130355	64.8548	C2orf76|130355	80.6553
C2orf77|129881	63.3107	C2orf77|129881	71.5186
C2orf79|391356	159.9753	C2orf79|391356	217.3913
C2orf7|84279	257.2576	C2orf7|84279	212.0353
C2orf81|388963	50.8709	C2orf81|388963	78.683
lowly_expressed	lowly_expressed	C2orf82|389084	176.7486
lowly_expressed	lowly_expressed	C2orf84|653140	17.9584
C2orf86|51057	62.3842	C2orf86|51057	145.2426
C2orf88|84281	26.2508	C2orf88|84281	459.6723
C2orf89|129293	33.3539	C2orf89|129293	51.9849
C2|717	1536.433	C2|717	909.6818
C3AR1|719	937.307	C3AR1|719	331.1279
C3orf10|55845	2234.404	C3orf10|55845	2716.7612
C3orf14|57415	191.4762	C3orf14|57415	206.9943
lowly_expressed	lowly_expressed	C3orf15|89876	168.55700000000002
C3orf17|25871	945.3366	C3orf17|25871	1080.9704
C3orf18|51161	36.4422	C3orf18|51161	208.2546
C3orf19|51244	290.6115	C3orf19|51244	486.4524
C3orf1|51300	1498.4558	C3orf1|51300	910.523
C3orf21|152002	743.9778	C3orf21|152002	284.8141
C3orf23|285343	284.4348	C3orf23|285343	442.029
C3orf26|84319	507.412	C3orf26|84319	474.7952
C3orf31|132001	76.2817	C3orf31|132001	150.5986
lowly_expressed	lowly_expressed	C3orf32|51066	18.2735
C3orf33|285315	96.3558	C3orf33|285315	92.6276
C3orf34|84984	64.2372	C3orf34|84984	71.8336
C3orf35|339883	5.8678	C3orf35|339883	7.2464
C3orf36|80111	6.7943	lowly_expressed	lowly_expressed
C3orf37|56941	1350.2162	C3orf37|56941	826.087
C3orf38|285237	332.5571	C3orf38|285237	410.4978
C3orf39|84892	386.3496	C3orf39|84892	490.5482
C3orf42|84657	12.3533	C3orf42|84657	30.5608
C3orf47|339942	16.3681	C3orf47|339942	54.8204
C3orf52|79669	184.3731	C3orf52|79669	123.1884
C3orf54|389119	126.0037	C3orf54|389119	76.8746
lowly_expressed	lowly_expressed	C3orf55|152078	91.0523
C3orf57|165679	81.5318	C3orf57|165679	85.0662
C3orf58|205428	596.3558	C3orf58|205428	1073.4089
C3orf59|151963	148.2397	C3orf59|151963	198.1727
C3orf62|375341	132.1804	C3orf62|375341	182.7347
C3orf63|23272	1178.7986	C3orf63|23272	2194.8677
C3orf64|285203	329.2156	C3orf64|285203	1197.2275
C3orf67|200844	27.4861	C3orf67|200844	10.712
C3orf70|285382	32.7363	C3orf70|285382	181.4745
C3orf71|646450	28.4126	C3orf71|646450	22.6402
lowly_expressed	lowly_expressed	C3orf72|401089	6.3012
C3orf74|100128378	52.8104	lowly_expressed	lowly_expressed
C3orf75|54859	222.6683	C3orf75|54859	349.4014
C3|718	4205.3737	C3|718	41549.7795
C4A|720	1156.2261	C4A|720	27397.6055
lowly_expressed	lowly_expressed	C4BPA|722	103.9698
lowly_expressed	lowly_expressed	C4BPB|725	41.903
C4orf10|317648	832.3811	C4orf10|317648	301.736
lowly_expressed	lowly_expressed	C4orf12|404201	54.8204
C4orf14|84273	376.467	C4orf14|84273	765.9105
C4orf19|55286	917.6405	C4orf19|55286	284.8771
C4orf21|55345	356.3928	C4orf21|55345	116.8872
C4orf23|152992	463.2489	C4orf23|152992	283.2388
C4orf27|54969	349.5985	C4orf27|54969	399.811
C4orf29|80167	124.7684	C4orf29|80167	127.5992
lowly_expressed	lowly_expressed	C4orf31|79625	153.7492
C4orf32|132720	484.8672	C4orf32|132720	1477.6307
C4orf33|132321	331.6862	C4orf33|132321	205.419
C4orf34|201895	288.7585	C4orf34|201895	1010.3969999999999
C4orf36|132989	10.8091	C4orf36|132989	17.9584
lowly_expressed	lowly_expressed	C4orf38|152641	17.6434
lowly_expressed	lowly_expressed	C4orf39|152756	20.4789
C4orf3|401152	3857.0105	C4orf3|401152	3413.6736
C4orf41|60684	970.3521	C4orf41|60684	1085.6963
C4orf42|92070	517.2946	C4orf42|92070	377.4417
C4orf43|55319	601.6059	C4orf43|55319	352.55199999999996
C4orf46|201725	239.3792	C4orf46|201725	158.7902
lowly_expressed	lowly_expressed	C4orf47|441054	7.5614
lowly_expressed	lowly_expressed	C4orf48|401115	20.4789
lowly_expressed	lowly_expressed	C4orf49|84709	32.7662
C4orf52|389203	365.349	C4orf52|389203	355.7026
C4orf6|10141	33.6628	lowly_expressed	lowly_expressed
C4orf7|260436	54.6634	C4orf7|260436	884.6881
C5AR1|728	359.4812	C5AR1|728	124.1336
C5orf13|9315	449.0426	C5orf13|9315	725.2678
C5orf15|56951	1504.6325	C5orf15|56951	1637.0510000000002
C5orf20|140947	91.7233	C5orf20|140947	47.8891
C5orf22|55322	536.4422	C5orf22|55322	519.8488
C5orf23|79614	6.4855	C5orf23|79614	247.6371
C5orf24|134553	1088.635	C5orf24|134553	1559.8614
C5orf25|375484	232.5448	C5orf25|375484	181.3075
C5orf27|202299	381.0994	C5orf27|202299	13.8626
C5orf28|64417	267.1402	C5orf28|64417	293.9509
C5orf30|90355	316.5534	C5orf30|90355	618.1474
C5orf32|84418	356.3928	C5orf32|84418	668.242
C5orf33|133686	374.3051	C5orf33|133686	759.6093
C5orf34|375444	86.1643	C5orf34|375444	41.5879
C5orf35|133383	122.6065	C5orf35|133383	131.695
C5orf36|285600	48.4867	C5orf36|285600	92.9427
C5orf38|153571	71.3403	C5orf38|153571	71.5186
C5orf39|389289	46.9426	C5orf39|389289	57.656000000000006
C5orf41|153222	255.0957	C5orf41|153222	877.4417
C5orf42|65250	298.3323	C5orf42|65250	749.5274
C5orf43|643155	1184.0642	C5orf43|643155	1122.8733
C5orf44|80006	583.8079	C5orf44|80006	430.586
C5orf45|51149	185.9358	C5orf45|51149	204.896
C5orf46|389336	50.6485	C5orf46|389336	24.5747
lowly_expressed	lowly_expressed	C5orf49|134121	16.3831
C5orf4|10826	139.2835	C5orf4|10826	1717.7064
C5orf51|285636	689.6232	C5orf51|285636	931.9471
C5orf53|492311	276.0964	C5orf53|492311	686.5154
C5orf54|63920	136.504	C5orf54|63920	188.0907
C5orf55|116349	104.3854	C5orf55|116349	53.8752
C5orf56|441108	159.1198	C5orf56|441108	148.7902
C5orf58|133874	10.1915	C5orf58|133874	8.1916
C5orf62|85027	500.3088	C5orf62|85027	627.2842
C5|727	98.5176	C5|727	226.213
C6orf105|84830	1010.8091	C6orf105|84830	116.2571
C6orf106|64771	2869.055	C6orf106|64771	3086.9565
C6orf108|10591	221.433	C6orf108|10591	252.3629
C6orf114|85411	10.1915	C6orf114|85411	6.9313
C6orf115|58527	695.4910000000001	C6orf115|58527	378.702
C6orf120|387263	565.5528	C6orf120|387263	1053.1821
lowly_expressed	lowly_expressed	C6orf122|401288	16.2161
lowly_expressed	lowly_expressed	C6orf123|26238	16.6982
C6orf124|653483	9.8826	C6orf124|653483	33.7114
C6orf125|84300	825.7474	C6orf125|84300	569.9590000000001
C6orf129|154467	164.6078	C6orf129|154467	74.0391
C6orf130|221443	282.2545	C6orf130|221443	450.7656
C6orf132|647024	196.4175	C6orf132|647024	158.1601
C6orf134|79969	238.7276	C6orf134|79969	234.0895
C6orf136|221545	203.2119	C6orf136|221545	163.201
lowly_expressed	lowly_expressed	C6orf138|442213	38.4373
C6orf141|135398	12.0445	C6orf141|135398	74.6692
C6orf142|90523	25.0154	lowly_expressed	lowly_expressed
C6orf145|221749	511.11800000000005	C6orf145|221749	746.0618
lowly_expressed	lowly_expressed	C6orf147|387097	7.6497
C6orf150|115004	221.7418	C6orf150|115004	78.1348
C6orf153|88745	638.9747	C6orf153|88745	549.1493
lowly_expressed	lowly_expressed	C6orf154|221424	8.5066
C6orf155|79940	12.970999999999998	C6orf155|79940	106.8053
C6orf15|29113	22.2359	C6orf15|29113	18.5885
C6orf162|57150	11.6955	C6orf162|57150	101.736
lowly_expressed	lowly_expressed	C6orf163|206412	17.6434
lowly_expressed	lowly_expressed	C6orf164|63914	20.1922
lowly_expressed	lowly_expressed	C6orf165|154313	17.3188
C6orf167|253714	336.9364	C6orf167|253714	267.4858
C6orf168|84553	17.6035	C6orf168|84553	199.4329
C6orf170|221322	169.5491	C6orf170|221322	152.804
C6orf174|387104	38.9129	C6orf174|387104	208.6484
C6orf182|285753	161.5195	C6orf182|285753	159.4203
lowly_expressed	lowly_expressed	C6orf186|728464	10.397
C6orf192|116843	1000.6177	C6orf192|116843	557.971
C6orf1|221491	199.197	C6orf1|221491	235.3497
lowly_expressed	lowly_expressed	C6orf201|404220	19.896
C6orf203|51250	251.0809	C6orf203|51250	249.2124
C6orf204|387119	16.3681	C6orf204|387119	100.5041
lowly_expressed	lowly_expressed	C6orf208|80069	10.2489
C6orf211|79624	656.5781	C6orf211|79624	919.9748
lowly_expressed	lowly_expressed	C6orf217|100131814	11.0271
C6orf225|619208	71.6492	C6orf225|619208	208.8847
C6orf226|441150	46.9426	C6orf226|441150	57.971000000000004
C6orf26|401251	37.5602	C6orf26|401251	20.167
C6orf27|80737	8.0296	C6orf27|80737	31.820999999999998
C6orf35|729515	297.4058	C6orf35|729515	478.89099999999996
C6orf41|100133205	11.7356	C6orf41|100133205	6.3012
C6orf47|57827	831.0686	C6orf47|57827	652.804
C6orf48|50854	1009.8826	C6orf48|50854	1609.9559
C6orf52|347744	29.6479	C6orf52|347744	5.356
C6orf57|135154	65.4725	C6orf57|135154	76.8746
lowly_expressed	lowly_expressed	C6orf59|79992	13.2325
C6orf62|81688	4297.5788	C6orf62|81688	3634.7795
C6orf64|55776	330.4509	C6orf64|55776	661.9408
C6orf70|55780	311.6121	C6orf70|55780	339.3195
C6orf72|116254	584.3113	C6orf72|116254	830.1827
C6orf89|221477	1392.5263	C6orf89|221477	3639.5715
C6orf97|80129	42.0012	C6orf97|80129	294.2659
C6|729	5.559	C6|729	177.6938
C7orf10|79783	62.693000000000005	C7orf10|79783	28.0403
C7orf11|136647	422.483	C7orf11|136647	266.5406
C7orf13|129790	291.538	C7orf13|129790	105.8601
C7orf23|79161	222.0815	C7orf23|79161	293.012
C7orf25|79020	352.6776	C7orf25|79020	290.6648
C7orf26|79034	463.5578	C7orf26|79034	454.0013
C7orf27|221927	785.6702	C7orf27|221927	712.3503
C7orf28A|51622	1287.5232	C7orf28A|51622	628.8595
C7orf28B|221960	336.9364	C7orf28B|221960	557.0258
C7orf29|113763	217.1093	C7orf29|113763	157.5299
C7orf30|115416	379.8641	C7orf30|115416	281.9786
C7orf31|136895	38.6041	C7orf31|136895	155.0095
C7orf36|57002	156.2693	C7orf36|57002	141.4619
C7orf40|285958	409.2032	C7orf40|285958	264.9653
C7orf41|222166	359.1723	C7orf41|222166	2600.5041
C7orf42|55069	2531.8098	C7orf42|55069	3491.8084
C7orf43|55262	536.1334	C7orf43|55262	230.3088
C7orf44|55744	1085.5466	C7orf44|55744	584.436
C7orf46|340277	63.3107	C7orf46|340277	91.9975
C7orf47|221908	333.8481	C7orf47|221908	127.5992
C7orf49|78996	745.0803	C7orf49|78996	515.6049
C7orf50|84310	1062.0754	C7orf50|84310	547.8891
lowly_expressed	lowly_expressed	C7orf51|222950	36.2319
C7orf53|286006	35.5158	C7orf53|286006	30.2457
C7orf55|154791	151.9456	C7orf55|154791	158.1569
C7orf58|79974	109.6356	C7orf58|79974	1016.3831
C7orf59|389541	949.0426	C7orf59|389541	701.0082
C7orf60|154743	412.2915	C7orf60|154743	353.4972
C7orf61|402573	8.3385	C7orf61|402573	6.3012
C7orf63|79846	29.9568	C7orf63|79846	226.528
C7orf64|84060	306.9796	C7orf64|84060	311.9093
C7orf68|29923	916.924	C7orf68|29923	311.5942
C7orf70|84792	737.4923	C7orf70|84792	430.0567
C7|730	36.7511	C7|730	2846.5658
C8orf30A|51236	958.3076	C8orf30A|51236	374.9212
C8orf31|286122	10.5003	C8orf31|286122	11.9723
C8orf33|65265	1451.2044	C8orf33|65265	1099.5589
lowly_expressed	lowly_expressed	C8orf34|116328	17.6434
C8orf37|157657	71.0315	C8orf37|157657	98.6137
C8orf38|137682	374.3051	C8orf38|137682	146.1878
C8orf39|55472	11.7356	C8orf39|55472	10.397
C8orf40|114926	1570.105	C8orf40|114926	613.7366
C8orf41|80185	338.7554	C8orf41|80185	256.7958
C8orf42|157695	47.2514	C8orf42|157695	430.3718
C8orf44|56260	52.4768	C8orf44|56260	52.5614
C8orf45|157777	42.0012	C8orf45|157777	41.903
lowly_expressed	lowly_expressed	C8orf46|254778	19.5337
C8orf47|203111	14.824000000000002	C8orf47|203111	13.2325
lowly_expressed	lowly_expressed	C8orf48|157773	35.2867
C8orf4|56892	1275.7875	C8orf4|56892	805.293
C8orf51|78998	53.7369	C8orf51|78998	24.2596
C8orf55|51337	1372.1433	C8orf55|51337	649.0233
C8orf58|541565	177.2699	C8orf58|541565	231.2539
C8orf59|401466	998.2736	C8orf59|401466	522.6434
C8orf73|642475	1177.8876	C8orf73|642475	53.8752
C8orf76|84933	611.0655	C8orf76|84933	251.7486
C8orf77|286103	12.6621	C8orf77|286103	9.1367
C8orf79|57604	11.118	C8orf79|57604	669.5022
C8orf80|389643	20.383	C8orf80|389643	14.1777
C8orf83|286144	468.1902	C8orf83|286144	575.9294
C8orf84|157869	41.6924	C8orf84|157869	892.8796
C8orf85|441376	415.07099999999997	C8orf85|441376	212.0353
C9orf100|84904	140.1081	C9orf100|84904	48.0151
C9orf102|375748	64.5954	C9orf102|375748	189.41400000000002
C9orf103|414328	62.693000000000005	C9orf103|414328	92.6276
C9orf109|286333	21.6183	C9orf109|286333	29.3006
C9orf110|100128385	105.9296	C9orf110|100128385	225.2678
C9orf114|51490	476.4978	C9orf114|51490	393.1191
C9orf116|138162	11.4268	C9orf116|138162	50.7246
C9orf117|286207	5.559	C9orf117|286207	7.8765
C9orf119|375757	318.4064	C9orf119|375757	215.81599999999997
C9orf122|158228	7.7208	C9orf122|158228	28.3554
C9orf123|90871	407.0414	C9orf123|90871	687.7757
C9orf125|84302	24.0889	C9orf125|84302	123.8185
