gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
FASTK|10922	990.8964	FASTK|10922	810.0607
FAS|355	189.7759	FAS|355	267.9965
FAT1|2195	2407.9132	FAT1|2195	7589.7658
lowly_expressed	lowly_expressed	FAT2|2196	720.7285
lowly_expressed	lowly_expressed	FAT3|120114	14.3105
FAT4|79633	91.0364	FAT4|79633	1789.6791
FAU|2197	4021.7087	FAU|2197	3955.3339
FBF1|85302	173.722	FBF1|85302	191.3183
FBLIM1|54751	243.3473	FBLIM1|54751	620.5551
FBLL1|345630	19.6078	lowly_expressed	lowly_expressed
FBLN1|2192	3103.2913	FBLN1|2192	12470.5117
FBLN2|2199	911.7647	FBLN2|2199	27760.1908
FBLN5|10516	368.3473	FBLN5|10516	5790.9801
FBLN7|129804	487.0448	FBLN7|129804	184.7355
FBL|2091	2458.6835	FBL|2091	1152.2116
FBN1|2200	3846.6387	FBN1|2200	27428.0139
FBN2|2201	276.2605	lowly_expressed	lowly_expressed
FBP1|2203	981.7927	FBP1|2203	320.4683
FBRSL1|57666	490.8964	FBRSL1|57666	375.1084
FBRS|64319	1331.5826	FBRS|64319	1051.6045
FBXL12|54850	234.2437	FBXL12|54850	388.9853
FBXL13|222235	7.7031	FBXL13|222235	7.3721
FBXL14|144699	783.2633	FBXL14|144699	512.5759
FBXL15|79176	60.5742	FBXL15|79176	96.2706
FBXL16|146330	128.8515	FBXL16|146330	7.8057
FBXL17|64839	550.7703	FBXL17|64839	1047.7016
FBXL18|80028	342.0868	FBXL18|80028	452.73199999999997
FBXL19|54620	403.0112	FBXL19|54620	160.0173
FBXL20|84961	1233.1933	FBXL20|84961	248.0486
FBXL22|283807	8.6099	FBXL22|283807	21.6826
FBXL2|25827	196.7787	FBXL2|25827	144.8395
FBXL3|26224	633.0532	FBXL3|26224	1799.2194
FBXL4|26235	394.2577	FBXL4|26235	407.6323
FBXL5|26234	1946.0784	FBXL5|26234	4781.0061
FBXL6|26233	639.5833	FBXL6|26233	138.4475
FBXL7|23194	726.8908	FBXL7|23194	1055.941
FBXL8|55336	12.9062	FBXL8|55336	31.5134
FBXO10|26267	199.5938	FBXO10|26267	308.7641
FBXO11|80204	1500.3501	FBXO11|80204	1838.2479999999998
FBXO15|201456	17.507	FBXO15|201456	5.6375
FBXO16|157574	66.8768	lowly_expressed	lowly_expressed
FBXO17|115290	24.8599	FBXO17|115290	422.8101
FBXO18|84893	1447.1289	FBXO18|84893	1870.889
FBXO21|23014	1781.5126	FBXO21|23014	786.6435
FBXO22OS|692224	69.4328	FBXO22OS|692224	33.1657
FBXO22|26263	536.3095	FBXO22|26263	336.7389
FBXO24|26261	12.584000000000001	lowly_expressed	lowly_expressed
FBXO25|26260	473.3894	FBXO25|26260	642.6713
FBXO27|126433	11.2045	FBXO27|126433	592.3677
FBXO28|23219	2170.8683	FBXO28|23219	1137.4675
FBXO2|26232	26.2605	FBXO2|26232	15.6114
FBXO30|84085	455.5322	FBXO30|84085	460.1041
FBXO31|79791	537.1148	FBXO31|79791	1225.4987
FBXO32|114907	397.0588	FBXO32|114907	362.5325
FBXO33|254170	248.9496	FBXO33|254170	463.5733
FBXO34|55030	691.5266	FBXO34|55030	579.7918
FBXO36|130888	216.3866	FBXO36|130888	106.2446
FBXO38|81545	838.9356	FBXO38|81545	830.0087
lowly_expressed	lowly_expressed	FBXO39|162517	8.2394
FBXO3|26273	748.2493	FBXO3|26273	813.0963
FBXO41|150726	515.7563	FBXO41|150726	51.6045
FBXO42|54455	323.5294	FBXO42|54455	636.1665
FBXO43|286151	71.4286	lowly_expressed	lowly_expressed
FBXO44|93611	160.014	FBXO44|93611	239.3755
FBXO45|200933	675.4202	FBXO45|200933	325.2385
FBXO46|23403	481.7927	FBXO46|23403	194.2758
FBXO48|554251	59.1737	FBXO48|554251	75.0217
FBXO4|26272	191.5266	FBXO4|26272	199.4796
FBXO5|26271	475.1401	FBXO5|26271	82.8274
FBXO6|26270	208.3333	FBXO6|26270	279.7051
FBXO7|25793	2204.1317	FBXO7|25793	2379.8786
FBXO8|26269	464.4678	FBXO8|26269	626.9384
FBXO9|26268	832.2829	FBXO9|26268	1111.4484
FBXW11|23291	1270.6583	FBXW11|23291	1404.5967
FBXW2|26190	2571.7787	FBXW2|26190	2499.5663
FBXW4|6468	802.8711	FBXW4|6468	1824.3712
FBXW5|54461	1165.6162	FBXW5|54461	1951.431
FBXW7|55294	421.9188	FBXW7|55294	746.7476
FBXW8|26259	518.9076	FBXW8|26259	322.2029
FBXW9|84261	227.6821	FBXW9|84261	85.8196
lowly_expressed	lowly_expressed	FCAR|2204	6.0711
lowly_expressed	lowly_expressed	FCER1A|2205	61.5785
FCER1G|2207	247.1989	FCER1G|2207	480.05199999999996
lowly_expressed	lowly_expressed	FCER2|2208	13.8768
FCF1|51077	767.1569	FCF1|51077	910.6678
FCGBP|8857	17.8571	FCGBP|8857	671.7259
FCGR1A|2209	71.3515	FCGR1A|2209	5.6375
FCGR1B|2210	71.0784	FCGR1B|2210	9.974
FCGR1C|100132417	19.6078	lowly_expressed	lowly_expressed
FCGR2A|2212	405.8123	FCGR2A|2212	750.2168
FCGR2B|2213	98.0392	FCGR2B|2213	683.8682
FCGR2C|9103	49.3697	FCGR2C|9103	178.6644
FCGR3A|2214	1407.5629999999999	FCGR3A|2214	390.2862
FCGR3B|2215	7.7031	FCGR3B|2215	8.673
FCGRT|2217	2627.1008	lowly_expressed	lowly_expressed
FCHO1|23149	28.3613	FCHO1|23149	39.0286
FCHO2|115548	589.6359	FCHO2|115548	930.1821
FCHSD1|89848	219.0196	FCHSD1|89848	213.2177
FCHSD2|9873	1616.6106	FCHSD2|9873	1176.4614
FCN1|2219	19.958	FCN1|2219	74.58800000000001
lowly_expressed	lowly_expressed	FCN2|2220	9.1067
FCN3|8547	16.1064	FCN3|8547	62.8794
FCRL3|115352	13.3053	FCRL3|115352	9.5403
FCRL5|83416	10.5042	lowly_expressed	lowly_expressed
FCRL6|343413	9.1036	FCRL6|343413	20.8153
FCRLB|127943	50.4202	FCRLB|127943	13.8768
FDFT1|2222	2655.8123	FDFT1|2222	3309.1934
FDPS|2224	1627.514	FDPS|2224	1219.2498
FDX1L|112812	174.8249	FDX1L|112812	166.1839
FDX1|2230	103.6415	FDX1|2230	390.7199
FDXACB1|91893	85.4342	FDXACB1|91893	64.8439
FDXR|2232	91.7367	FDXR|2232	82.8274
FECH|2235	914.916	FECH|2235	729.8352
FEM1A|55527	1063.7255	FEM1A|55527	767.1292
FEM1B|10116	2202.7311	FEM1B|10116	1651.3443
FEM1C|56929	809.8739	FEM1C|56929	913.7034
FEN1|2237	1967.7871	FEN1|2237	287.9445
FER1L4|80307	140.7563	FER1L4|80307	5.6375
FER1L5|90342	14.0056	lowly_expressed	lowly_expressed
FERMT1|55612	6.6527	FERMT1|55612	9.5403
FERMT2|10979	834.0336	FERMT2|10979	8529.0546
FERMT3|83706	210.084	FERMT3|83706	362.5325
FER|2241	95.5882	FER|2241	207.71900000000002
FES|2242	138.3053	FES|2242	736.7736
FEZ1|9638	50.7703	FEZ1|9638	506.9384
FEZ2|9637	622.549	FEZ2|9637	1928.8812
FFAR2|2867	15.4062	FFAR2|2867	135.7329
lowly_expressed	lowly_expressed	FFAR3|2865	96.7042
FGD1|2245	423.3193	FGD1|2245	267.5629
FGD2|221472	70.3782	FGD2|221472	192.5412
FGD3|89846	455.1821	FGD3|89846	117.5195
FGD4|121512	286.7647	FGD4|121512	1131.83
FGD5|152273	162.8151	FGD5|152273	3187.3374
FGD6|55785	1528.7115	FGD6|55785	281.8734
lowly_expressed	lowly_expressed	FGF10|2255	100.1735
FGF11|2256	9.4538	FGF11|2256	186.4701
FGF12|2257	21.0084	FGF12|2257	55.5074
FGF13|2258	444.3277	FGF13|2258	392.4545
FGF14|2259	93.8375	FGF14|2259	94.9696
lowly_expressed	lowly_expressed	FGF16|8823	8.673
FGF18|8817	18.2073	FGF18|8817	59.8439
FGF19|9965	64.4258	lowly_expressed	lowly_expressed
FGF1|2246	188.7255	FGF1|2246	593.235
FGF2|2247	41.9993	FGF2|2247	3716.0191
FGF4|2249	311.2745	lowly_expressed	lowly_expressed
FGF5|2250	5.6022	lowly_expressed	lowly_expressed
FGF7|2252	61.2745	FGF7|2252	797.9185
lowly_expressed	lowly_expressed	FGF9|2254	47.268
lowly_expressed	lowly_expressed	FGFBP2|83888	209.8873
FGFBP3|143282	48.6695	FGFBP3|143282	26.4527
FGFR1OP2|26127	480.042	FGFR1OP2|26127	552.4718
FGFR1OP|11116	274.3838	FGFR1OP|11116	109.6444
FGFR1|2260	1335.0839999999998	FGFR1|2260	7369.0373
FGFR2|2263	599.7899	FGFR2|2263	394.6227
FGFR3|2261	513.6555	FGFR3|2261	65.915
FGFR4|2264	34.6639	lowly_expressed	lowly_expressed
FGFRL1|53834	496.1485	FGFRL1|53834	1126.1925
FGGY|55277	98.0392	FGGY|55277	85.863
FGL2|10875	351.1905	FGL2|10875	2394.1891
FGR|2268	82.6331	FGR|2268	562.8794
FHAD1|114827	29.7444	lowly_expressed	lowly_expressed
FHDC1|85462	890.4062	FHDC1|85462	72.8534
FHIT|2272	25.2101	FHIT|2272	41.1969
FHL1|2273	176.4706	FHL1|2273	59413.7034
FHL2|2274	925.7703	FHL2|2274	382.9141
FHL3|2275	132.0028	FHL3|2275	147.4415
lowly_expressed	lowly_expressed	FHL5|9457	254.1197
FHOD1|29109	433.8235	FHOD1|29109	812.6626
FHOD3|80206	697.8291	FHOD3|80206	81.9601
FH|2271	1832.9832	FH|2271	1193.4085
FIBIN|387758	390.056	FIBIN|387758	526.0191
FIBP|9158	1054.6218	FIBP|9158	636.6002
FICD|11153	89.2857	FICD|11153	124.0243
FIG4|9896	603.6415	FIG4|9896	566.3487
lowly_expressed	lowly_expressed	FIGF|2277	389.4189
FIGNL1|63979	911.7647	FIGNL1|63979	171.7259
FIGNL2|401720	8.4034	FIGNL2|401720	33.3912
FIGN|55137	14.3557	FIGN|55137	319.601
FILIP1L|11259	477.591	FILIP1L|11259	3593.235
FILIP1|27145	36.4146	FILIP1|27145	390.7199
FIP1L1|81608	814.0196	FIP1L1|81608	513.3088
FIS1|51024	1340.2171	FIS1|51024	2025.3296
FITM2|128486	103.2913	FITM2|128486	272.7667
FIZ1|84922	477.591	FIZ1|84922	242.4111
FJX1|24147	51.1204	FJX1|24147	26.4527
FKBP10|60681	3421.9188	FKBP10|60681	1227.667
FKBP11|51303	133.4034	FKBP11|51303	140.9367
FKBP14|55033	270.3081	FKBP14|55033	261.9254
FKBP15|23307	959.3838	FKBP15|23307	1094.51
FKBP1A|2280	2033.2633	FKBP1A|2280	4890.2862
FKBP1B|2281	19.6078	FKBP1B|2281	40.3296
FKBP2|2286	276.6106	FKBP2|2286	478.3174
FKBP3|2287	1151.6106	FKBP3|2287	765.3946
FKBP4|2288	9455.1821	FKBP4|2288	1166.0885
FKBP5|2289	2642.507	FKBP5|2289	3743.2784
FKBP7|51661	218.1373	FKBP7|51661	265.3946
FKBP8|23770	2384.1036	FKBP8|23770	4960.9714
FKBP9L|360132	51.8207	FKBP9L|360132	92.3677
FKBP9|11328	2540.2661	FKBP9|11328	6171.7259
FKBPL|63943	153.7115	FKBPL|63943	70.6852
FKRP|79147	240.8964	FKRP|79147	249.7832
FKTN|2218	923.3193	FKTN|2218	496.0971
FLAD1|80308	862.0448	FLAD1|80308	785.3426
FLCN|201163	359.2437	FLCN|201163	961.8387
FLG|2312	8.0252	FLG|2312	72.4805
FLI1|2313	150.2101	FLI1|2313	1520.8153
FLII|2314	920.1681	FLII|2314	4005.6375
FLJ10038|55056	226.3725	FLJ10038|55056	398.5993
FLJ10213|55096	18.9076	FLJ10213|55096	23.4172
FLJ10357|55701	575.6303	FLJ10357|55701	4353.4258
FLJ10661|286042	64.0756	FLJ10661|286042	7.3721
FLJ11235|54508	10.1541	FLJ11235|54508	31.2229
FLJ12825|440101	73.8796	FLJ12825|440101	9.5403
FLJ13197|79667	8.0532	FLJ13197|79667	19.0807
FLJ22536|401237	59.1737	FLJ22536|401237	9.1067
FLJ23867|200058	312.3249	FLJ23867|200058	159.5837
FLJ33630|644873	441.5266	FLJ33630|644873	457.5022
lowly_expressed	lowly_expressed	FLJ35024|401491	121.4224
FLJ35220|284131	219.5378	FLJ35220|284131	134.8656
FLJ35390|255031	76.6211	FLJ35390|255031	114.7051
FLJ35776|649446	190.4762	FLJ35776|649446	83.2611
FLJ36031|168455	208.6835	FLJ36031|168455	524.7181
lowly_expressed	lowly_expressed	FLJ36777|730971	13.4432
FLJ37201|283011	25.5602	FLJ37201|283011	9.5403
lowly_expressed	lowly_expressed	FLJ37307|283521	6.5048
FLJ37453|729614	65.1261	FLJ37453|729614	70.2515
lowly_expressed	lowly_expressed	FLJ37543|285668	44.6661
FLJ39582|439931	25.5077	FLJ39582|439931	46.4007
FLJ39653|202020	38.8655	FLJ39653|202020	103.6427
FLJ39739|388685	9.4538	FLJ39739|388685	7.8057
FLJ40330|645784	94.1877	lowly_expressed	lowly_expressed
FLJ40852|285962	22.409000000000002	FLJ40852|285962	24.7181
FLJ42289|388182	13.3053	FLJ42289|388182	33.8248
FLJ42627|645644	36.7647	FLJ42627|645644	40.3296
FLJ42709|441094	35.014	FLJ42709|441094	136.1665
lowly_expressed	lowly_expressed	FLJ42875|440556	27.7537
FLJ43663|378805	60.5742	FLJ43663|378805	119.2541
FLJ44606|401207	109.2437	FLJ44606|401207	40.3296
lowly_expressed	lowly_expressed	FLJ44635|392490	37.7277
FLJ45244|400242	60.5742	FLJ45244|400242	36.4267
FLJ45340|402483	1001.0504	FLJ45340|402483	1412.8361
lowly_expressed	lowly_expressed	FLJ45445|399844	9.5403
FLJ45983|399717	593.4874	FLJ45983|399717	9.974
FLJ46111|283102	10.1541	lowly_expressed	lowly_expressed
FLJ90757|440465	590.6863	FLJ90757|440465	306.5915
FLNA|2316	13904.4118	FLNA|2316	35107.9792
FLNB|2317	12367.5	FLNB|2317	7606.6175
FLNC|2318	67.577	FLNC|2318	1408.4996
FLOT1|10211	2627.1008	FLOT1|10211	3652.6453
FLOT2|2319	2485.9944	FLOT2|2319	2686.9037
lowly_expressed	lowly_expressed	FLRT1|23769	5.6375
FLRT2|23768	91.3866	FLRT2|23768	1168.2567
FLRT3|23767	202.38099999999997	FLRT3|23767	11.7086
FLT1|2321	516.4566	FLT1|2321	3834.7788
FLT3LG|2323	139.3557	FLT3LG|2323	123.15700000000001
FLT3|2322	90.6863	FLT3|2322	10.4076
FLT4|2324	90.3361	FLT4|2324	779.2715
FLVCR1|28982	585.7843	FLVCR1|28982	59.8439
FLVCR2|55640	81.9328	FLVCR2|55640	122.2897
FLYWCH1|84256	433.8235	FLYWCH1|84256	764.961
FLYWCH2|114984	325.6303	FLYWCH2|114984	248.0486
FMN1|342184	174.3697	FMN1|342184	15.1778
lowly_expressed	lowly_expressed	FMN2|56776	33.3912
FMNL1|752	238.0952	FMNL1|752	957.5022
FMNL2|114793	242.2969	FMNL2|114793	2443.1917
FMNL3|91010	596.215	FMNL3|91010	1537.1856
FMO1|2326	130.6022	FMO1|2326	284.4753
FMO2|2327	30.8123	FMO2|2327	6118.8205
FMO3|2328	9.1036	FMO3|2328	410.2342
FMO4|2329	33.2633	FMO4|2329	164.7875
FMO5|2330	169.8179	FMO5|2330	71.5525
FMOD|2331	530.112	FMOD|2331	16275.8023
FMR1|2332	2169.4678	FMR1|2332	846.0538
FN1|2335	145810.5742	FN1|2335	31047.267999999996
FN3KRP|79672	726.1905	FN3KRP|79672	729.4016
FN3K|64122	229.3417	FN3K|64122	266.2619
FNBP1L|54874	2042.3669	FNBP1L|54874	1404.5967
FNBP1|23048	711.4846	FNBP1|23048	1167.8231
FNBP4|23360	750.3501	FNBP4|23360	862.0989
FNDC1|84624	313.0252	FNDC1|84624	1646.5742
FNDC3A|22862	841.0364	FNDC3A|22862	1673.8942
FNDC3B|64778	1181.3725	FNDC3B|64778	4021.2489
FNDC4|64838	30.8123	FNDC4|64838	701.2142
FNDC5|252995	23.1092	FNDC5|252995	89.7658
FNDC8|54752	13.3053	FNDC8|54752	6.0711
FNIP1|96459	1426.8207	FNIP1|96459	859.9306
FNIP2|57600	830.8824	FNIP2|57600	1549.4363
FNTA|2339	1337.8852	FNTA|2339	1888.118
FNTB|2342	526.9643	FNTB|2342	801.5221
FOLH1|2346	24.1597	FOLH1|2346	22.9835
FOLR2|2350	107.1429	FOLR2|2350	1491.3270000000002
FOSB|2354	76.3305	FOSB|2354	26637.4675
FOSL1|8061	12.605	FOSL1|8061	46.8343
FOSL2|2355	2898.8095	FOSL2|2355	3758.8899
FOS|2353	1217.7871	FOS|2353	70336.5134
FOXA1|3169	7414.916	FOXA1|3169	98.8725
FOXC1|2296	28.7115	FOXC1|2296	543.7988
FOXD1|2297	70.3782	lowly_expressed	lowly_expressed
FOXD2|2306	74.2297	FOXD2|2306	17.7797
FOXD4L2|100036519	14.7059	lowly_expressed	lowly_expressed
FOXD4|2298	6.6527	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FOXF1|2294	23.4172
FOXF2|2295	28.0112	FOXF2|2295	37.7277
FOXH1|8928	18.8901	lowly_expressed	lowly_expressed
FOXI2|399823	9.8039	FOXI2|399823	15.1778
FOXJ2|55810	857.1429	FOXJ2|55810	1096.7042
FOXJ3|22887	2025.9104	FOXJ3|22887	1870.3382
FOXK1|221937	954.8319	FOXK1|221937	1061.5785
FOXK2|3607	1671.2185	FOXK2|3607	920.6418
FOXL1|2300	7.3529	FOXL1|2300	9.1067
FOXM1|2305	2661.8452	FOXM1|2305	64.5056
FOXN1|8456	17.8571	lowly_expressed	lowly_expressed
FOXN2|3344	426.4706	FOXN2|3344	1048.569
FOXN3|1112	1282.2129	FOXN3|1112	8228.1006
FOXO1|2308	319.6779	FOXO1|2308	2183.8682
FOXO3B|2310	1308.4734	FOXO3B|2310	836.0798
FOXO3|2309	3171.2185	FOXO3|2309	1817.8664
FOXO4|4303	536.7647	FOXO4|4303	1589.7658
FOXP1|27086	1889.3557	FOXP1|27086	1588.8985
FOXP2|93986	6.3025	FOXP2|93986	147.8751
FOXP3|50943	93.4804	FOXP3|50943	6.5611
FOXP4|116113	1575.2801	FOXP4|116113	1436.6869
FOXQ1|94234	15.4062	lowly_expressed	lowly_expressed
FOXRED1|55572	295.8683	FOXRED1|55572	424.5447
FOXRED2|80020	1164.2157	FOXRED2|80020	349.0893
FOXS1|2307	21.7087	FOXS1|2307	62.4458
FPGS|2356	561.2745	FPGS|2356	1056.3747
FPGT|8790	506.9433	FPGT|8790	414.5663
FPR1|2357	53.5714	FPR1|2357	36.8604
lowly_expressed	lowly_expressed	FPR2|2358	5.6375
FPR3|2359	516.1064	FPR3|2359	500.8673
FRAS1|80144	15.4062	FRAS1|80144	27.7537
FRAT1|10023	80.5322	FRAT1|10023	89.7658
FRAT2|23401	351.1905	FRAT2|23401	98.8725
lowly_expressed	lowly_expressed	FREM1|158326	1263.2264
FREM2|341640	65.4762	FREM2|341640	32.5239
FRG1B|284802	348.7395	FRG1B|284802	384.2151
FRG1|2483	417.0168	FRG1|2483	629.2281
FRK|2444	506.3025	FRK|2444	46.8343
lowly_expressed	lowly_expressed	FRMD1|79981	318.7337
FRMD3|257019	51.1204	FRMD3|257019	303.1223
FRMD4A|55691	388.8445	FRMD4A|55691	2627.2333
FRMD4B|23150	197.479	FRMD4B|23150	554.2064
FRMD6|122786	2992.9972	FRMD6|122786	1224.6314
lowly_expressed	lowly_expressed	FRMD7|90167	11.2749
FRMD8|83786	703.0812	FRMD8|83786	558.1093
lowly_expressed	lowly_expressed	FRMPD1|22844	102.3417
lowly_expressed	lowly_expressed	FRMPD4|9758	8.673
FRRS1|391059	95.9384	FRRS1|391059	75.889
FRS2|10818	1988.4454	FRS2|10818	879.8786
FRS3|10817	123.5994	FRS3|10817	140.503
FRYL|285527	2857.8431	FRYL|285527	2219.4276
FRY|10129	1197.8256	FRY|10129	1315.2645
FRZB|2487	164.5658	FRZB|2487	124.8916
FSCN1|6624	337.1849	FSCN1|6624	996.0971
FSCN2|25794	22.409000000000002	lowly_expressed	lowly_expressed
FSD1L|83856	96.9888	FSD1L|83856	49.4363
FSIP1|161835	905.8123	FSIP1|161835	11.7086
FSTL1|11167	3248.9496	FSTL1|11167	38415.0043
FSTL3|10272	683.1232	FSTL3|10272	2042.0642
FSTL4|23105	86.4846	lowly_expressed	lowly_expressed
FST|10468	36.0644	FST|10468	310.4944
FTH1|2495	46024.1597	FTH1|2495	53258.8855
FTHL3|2498	270.6583	FTHL3|2498	311.3617
FTL|2512	22064.7759	FTL|2512	109504.7702
FTO|79068	1176.1204	FTO|79068	1733.3044
FTSJ1|24140	633.0532	FTSJ1|24140	582.3938
FTSJ2|29960	823.1793	FTSJ2|29960	415.8716
FTSJ3|117246	1636.9048	FTSJ3|117246	1023.4172
FTSJD1|55783	927.1709	FTSJD1|55783	500.8673
FTSJD2|23070	1311.9748	FTSJD2|23070	1147.0078
FUBP1|8880	1825.2801	FUBP1|8880	810.928
FUBP3|8939	1407.5629999999999	FUBP3|8939	1209.8873
FUCA1|2517	480.7423	FUCA1|2517	1007.8057
FUCA2|2519	772.7591	FUCA2|2519	1241.9775
FUK|197258	454.4818	FUK|197258	245.4467
FUNDC1|139341	250.3501	FUNDC1|139341	187.3374
FUNDC2|65991	1124.6499	FUNDC2|65991	1735.8977
FURIN|5045	1776.9608	FURIN|5045	4050.7372
FUS|2521	4625.0	FUS|2521	1369.0373
FUT10|84750	141.8067	FUT10|84750	236.34
FUT11|170384	209.7339	FUT11|170384	355.5941
FUT1|2523	181.0224	FUT1|2523	236.7736
FUT2|2524	79.1317	FUT2|2524	5.6375
FUT4|2526	79.1141	FUT4|2526	286.5221
FUT8|2530	1048.0147	FUT8|2530	643.4345
FUT9|10690	207.2829	lowly_expressed	lowly_expressed
FUZ|80199	495.5217	FUZ|80199	280.3773
FXC1|26515	582.2829	FXC1|26515	824.8049
FXN|2395	218.1373	FXN|2395	157.8491
FXR1|8087	2237.0448	FXR1|8087	2480.052
FXR2|9513	386.2045	FXR2|9513	1062.0078
lowly_expressed	lowly_expressed	FXYD1|5348	813.9636
lowly_expressed	lowly_expressed	FXYD2|486	6.5048
FXYD3|5349	913.5154	FXYD3|5349	20.3816
FXYD5|53827	571.4286	FXYD5|53827	1428.8812
FXYD6|53826	186.6246	FXYD6|53826	736.34
FYB|2533	305.3221	FYB|2533	284.4753
FYCO1|79443	2101.8908	FYCO1|79443	4039.0286
FYN|2534	389.7059	FYN|2534	2428.4475
FYTTD1|84248	1303.2213	FYTTD1|84248	1937.1206
lowly_expressed	lowly_expressed	FZD10|11211	19.948
FZD1|8321	977.9412	FZD1|8321	514.7441
FZD2|2535	172.9692	FZD2|2535	41.1969
FZD3|7976	254.5518	FZD3|7976	15.6114
FZD4|8322	488.2003	FZD4|8322	16407.5585
FZD5|7855	50.7703	FZD5|7855	650.477
FZD6|8323	2009.1036	FZD6|8323	832.1769
FZD7|8324	952.7311	FZD7|8324	428.4475
FZD8|8325	77.381	FZD8|8325	276.2359
lowly_expressed	lowly_expressed	FZD9|8326	36.8604
FZR1|51343	1285.3641	FZR1|51343	650.0434
G0S2|50486	36.4146	G0S2|50486	13950.5637
G2E3|55632	707.9832	G2E3|55632	279.7051
G3BP1|10146	3164.2157	G3BP1|10146	1840.4163
G3BP2|9908	4549.0196	G3BP2|9908	2571.9861
G6PC3|92579	1266.8067	G6PC3|92579	1257.5889
G6PD|2539	1220.5882	G6PD|2539	1183.8682
GAA|2548	3532.2129	GAA|2548	2121.4224
GAB1|2549	1313.7255	GAB1|2549	982.2203
GAB2|9846	2321.4286	GAB2|9846	2548.1353
GAB3|139716	43.4174	GAB3|139716	278.8378
GABARAPL1|23710	265.056	GABARAPL1|23710	4820.0347
GABARAPL2|11345	1274.1597	GABARAPL2|11345	1826.1058
lowly_expressed	lowly_expressed	GABARAPL3|23766	5.6375
GABARAP|11337	1853.6415	GABARAP|11337	5597.1379
GABBR1|2550	769.9580000000001	GABBR1|2550	424.5447
GABPA|2551	863.4769	GABPA|2551	1087.3677
GABPB1|2553	568.2283	GABPB1|2553	292.784
GABPB2|126626	154.4118	GABPB2|126626	205.1171
lowly_expressed	lowly_expressed	GABRA2|2555	96.7042
GABRB2|2561	69.6779	GABRB2|2561	74.58800000000001
lowly_expressed	lowly_expressed	GABRB3|2562	106.2446
GABRD|2563	8.7535	lowly_expressed	lowly_expressed
GABRE|2564	636.2045	GABRE|2564	1390.7199
lowly_expressed	lowly_expressed	GABRG1|2565	11.2749
GABRP|2568	18.9076	lowly_expressed	lowly_expressed
GABRQ|55879	39.916	lowly_expressed	lowly_expressed
GADD45A|1647	438.0252	GADD45A|1647	517.7797
GADD45B|4616	725.1401	GADD45B|4616	2027.32
GADD45GIP1|90480	461.1345	GADD45GIP1|90480	477.4501
GADD45G|10912	48.6695	GADD45G|10912	42.4978
GAK|2580	1723.3894	GAK|2580	1170.8586
GAL3ST4|79690	202.7311	GAL3ST4|79690	181.6999
GALC|2581	553.5714	GALC|2581	900.2602
GALE|2582	314.0756	GALE|2582	141.804
GALK1|2584	159.6639	GALK1|2584	191.2402
GALK2|2585	351.7087	GALK2|2585	333.0399
GALM|130589	349.0896	GALM|130589	418.4735
GALNS|2588	431.3725	GALNS|2588	413.7034
GALNT10|55568	2544.8179	GALNT10|55568	1276.2359
GALNT11|63917	948.1793	GALNT11|63917	1301.8213
GALNT12|79695	10.8543	GALNT12|79695	147.8751
GALNT13|114805	20.3081	GALNT13|114805	141.3703
GALNT14|79623	77.7311	lowly_expressed	lowly_expressed
GALNT1|2589	2949.93	GALNT1|2589	1604.0763
GALNT2|2590	1586.8347	GALNT2|2590	3088.4649
GALNT3|2591	603.2913	GALNT3|2591	28.1873
GALNT4|8693	523.7745	GALNT4|8693	274.8786
GALNT5|11227	91.0364	GALNT5|11227	20.3816
GALNT6|11226	4575.2801	GALNT6|11226	133.5646
GALNT7|51809	1236.6947	GALNT7|51809	316.1318
GALNTL1|57452	530.4622	GALNTL1|57452	813.9636
GALNTL2|117248	31.8627	GALNTL2|117248	3925.8456
GALNTL4|374378	266.4566	GALNTL4|374378	281.0061
lowly_expressed	lowly_expressed	GALR1|2587	17.7797
GALT|2592	142.507	GALT|2592	331.3096
GAL|51083	18.2073	lowly_expressed	lowly_expressed
GAMT|2593	407.2129	GAMT|2593	208.5863
GANAB|23193	12465.6863	GANAB|23193	7787.9445
GANC|2595	164.6359	GANC|2595	483.9202
GAN|8139	94.1877	GAN|8139	73.2871
GAP43|2596	7.7031	GAP43|2596	17.3461
GAPDH|2597	31880.6022	GAPDH|2597	15893.3218
GAPT|202309	41.3165	GAPT|202309	9.974
GAPVD1|26130	1764.7059	GAPVD1|26130	1374.6748
GAR1|54433	293.4174	GAR1|54433	195.5768
GARNL3|84253	200.9804	GARNL3|84253	143.9722
GARS|2617	2369.3978	GARS|2617	1400.2602
GART|2618	1754.902	GART|2618	1192.9748
GAS1|2619	402.3109	GAS1|2619	1772.7667
GAS2L1|10634	712.8852	GAS2L1|10634	844.3192
lowly_expressed	lowly_expressed	GAS2L2|246176	104.9436
GAS2L3|283431	355.042	GAS2L3|283431	43.3651
GAS2|2620	10.5042	GAS2|2620	10.4076
GAS5|60674	1563.0252	GAS5|60674	764.0937
GAS6|2621	973.7395	GAS6|2621	2493.4952
GAS7|8522	528.0112	GAS7|8522	2248.0486
GAS8|2622	618.3403	GAS8|2622	315.425
GATA2|2624	639.0056	GATA2|2624	424.5447
GATA3|2625	12887.2549	GATA3|2625	281.0061
