gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
TUBE1|51175	82.6862	TUBE1|51175	284.4321
TUBG1|7283	2001.3705	TUBG1|7283	413.1848
TUBG2|27175	232.5263	TUBG2|27175	601.3618
TUBGCP2|10844	1578.2595	TUBGCP2|10844	1446.6017
TUBGCP3|10426	335.7698	TUBGCP3|10426	691.4268
TUBGCP4|27229	207.4006	TUBGCP4|27229	455.277
TUBGCP5|114791	262.2202	TUBGCP5|114791	354.689
TUBGCP6|85378	580.6304	TUBGCP6|85378	1225.9362
TUB|7275	7.7661	TUB|7275	614.6704
TUFM|7284	5214.7099	TUFM|7284	2984.2154
TUFT1|7286	360.8954	TUFT1|7286	473.8471
TUG1|55000	6738.6935	TUG1|55000	6078.3039
TULP3|7289	369.5751	TULP3|7289	803.7759
TULP4|56995	897.2133	TULP4|56995	938.4092
TUSC1|286319	248.9721	TUSC1|286319	458.0625
TUSC2|11334	669.7122	TUSC2|11334	517.4868
TUSC3|7991	241.6629	TUSC3|7991	913.3395
TUSC5|286753	12.7912	TUSC5|286753	820.7985
TUT1|64852	504.3399	TUT1|64852	677.4992
TWF1|5756	1288.7163	TWF1|5756	1945.8372
TWF2|11344	1075.7926	TWF2|11344	722.1356
TWIST1|7291	23.2983	TWIST1|7291	216.0322
TWIST2|117581	11.4207	TWIST2|117581	27.5457
TWISTNB|221830	491.0918	TWISTNB|221830	654.2866
TWSG1|57045	648.698	TWSG1|57045	1075.8279
TXK|7294	20.1005	TXK|7294	12.3801
TXLNA|200081	1859.7533	TXLNA|200081	2273.5995
TXLNB|167838	348.1042	TXLNB|167838	185.082
TXLNG|55787	278.2092	TXLNG|55787	368.6165
TXN2|25828	1406.5783	TXN2|25828	1361.4979999999998
TXNDC11|51061	1410.233	TXNDC11|51061	1083.875
TXNDC12|51060	1599.8173	TXNDC12|51060	1033.1167
TXNDC15|79770	731.3842	TXNDC15|79770	1341.0709
TXNDC16|57544	246.688	TXNDC16|57544	605.0758
TXNDC17|84817	628.4879	TXNDC17|84817	361.6001
TXNDC3|51314	9.1366	lowly_expressed	lowly_expressed
TXNDC5|81567	6117.7524	TXNDC5|81567	6433.1167
TXNDC6|347736	10.9639	TXNDC6|347736	6.809
TXNDC9|10190	953.4034	TXNDC9|10190	480.0371
TXNIP|10628	9095.9342	TXNIP|10628	36378.5206
TXNL1|9352	2297.8529	TXNL1|9352	1244.8158
TXNL4A|10907	963.4536	TXNL4A|10907	548.437
TXNL4B|54957	196.4367	TXNL4B|54957	276.0755
TXNRD1|7296	2685.7012	TXNRD1|7296	1315.6917
TXNRD2|10587	468.7072	TXNRD2|10587	366.45
TXNRD3IT1|645840	12.7912	TXNRD3IT1|645840	295.8836
TXN|7295	4326.6332	TXN|7295	1580.3157
TYK2|7297	1746.9164	TYK2|7297	1107.7066
TYMP|1890	3510.7355	TYMP|1890	470.7521
TYMS|7298	684.5272	TYMS|7298	88.9848
TYRO3|7301	116.0347	TYRO3|7301	198.3906
TYROBP|7305	2019.1868	TYROBP|7305	234.9118
TYSND1|219743	668.3417	TYSND1|219743	649.9536
TYW1B|441250	121.5167	TYW1B|441250	188.796
TYW1|55253	670.6259	TYW1|55253	668.2142
TYW3|127253	292.9603	TYW3|127253	919.3624
U2AF1L4|199746	122.7364	U2AF1L4|199746	101.4547
U2AF1|7307	1018.73	U2AF1|7307	1265.5525
U2AF2|11338	3562.3572	U2AF2|11338	2307.9542
UACA|55075	804.4769	UACA|55075	2408.2327
UAP1L1|91373	774.3262	UAP1L1|91373	271.1235
UAP1|6675	1630.4249	UAP1|6675	1352.2129
UBA1|7317	9332.1151	UBA1|7317	5996.5955
UBA2|10054	1817.2682	UBA2|10054	1918.6011
UBA3|9039	850.1599	UBA3|9039	990.0959
UBA52|7311	14782.0923	UBA52|7311	7888.5794
UBA5|79876	1174.0521	UBA5|79876	825.6825
UBA6|55236	1201.4619	UBA6|55236	1049.2108
UBA7|7318	738.6935	UBA7|7318	1048.2823
UBAC1|10422	1164.0018	UBAC1|10422	626.4314
UBAC2|337867	1202.0329	UBAC2|337867	1184.5032
UBAP1|51271	910.4066	UBAP1|51271	1501.7023
UBAP2L|9898	3347.1905	UBAP2L|9898	3006.19
UBAP2|55833	1043.8556	UBAP2|55833	810.585
UBASH3A|53347	110.5528	UBASH3A|53347	21.0461
UBASH3B|84959	178.1635	UBASH3B|84959	106.4686
UBB|7314	14586.1124	UBB|7314	12435.1594
UBC|7316	28822.2933	UBC|7316	31566.3881
UBD|10537	2189.1275	UBD|10537	341.9994
UBE2A|7319	2050.2513	UBE2A|7319	925.4101
UBE2B|7320	788.4879	UBE2B|7320	1108.9446
UBE2CBP|90025	44.3125	UBE2CBP|90025	44.5682
UBE2C|11065	966.1946	UBE2C|11065	8.9755
UBE2D1|7321	951.1192	UBE2D1|7321	303.9307
UBE2D2|7322	1421.6537	UBE2D2|7322	1307.3352
UBE2D3|7323	5049.3376	UBE2D3|7323	4964.4073
UBE2D4|51619	167.9945	UBE2D4|51619	304.7973
UBE2E1|7324	1176.3362	UBE2E1|7324	1329.3098
UBE2E2|7325	260.3929	UBE2E2|7325	399.2572
UBE2E3|10477	1056.6469	UBE2E3|10477	1032.1882
UBE2F|140739	708.5427	UBE2F|140739	345.0944
UBE2G1|7326	1230.6989	UBE2G1|7326	1464.2526
UBE2G2|7327	1595.7058	UBE2G2|7327	1577.5302
UBE2H|7328	2264.9612	UBE2H|7328	1686.4748
UBE2I|7329	2264.5043	UBE2I|7329	1573.5067
UBE2J1|51465	1865.6921	UBE2J1|51465	1743.7326
UBE2J2|118424	962.9968	UBE2J2|118424	657.6911
UBE2K|3093	2492.4623	UBE2K|3093	1918.6011
UBE2L3|7332	2784.3764	UBE2L3|7332	1443.2064
UBE2L6|9246	5566.0119	UBE2L6|9246	1420.3033
UBE2MP1|606551	205.1165	UBE2MP1|606551	64.0669
UBE2M|9040	1951.5761	UBE2M|9040	596.1003
lowly_expressed	lowly_expressed	UBE2NL|389898	7.7375
UBE2N|7334	1599.8173	UBE2N|7334	1317.8582
UBE2O|63893	2123.8008	UBE2O|63893	969.0498
UBE2Q1|55585	1273.6409	UBE2Q1|55585	1598.5763
UBE2Q2P1|388165	7.7661	UBE2Q2P1|388165	53.5438
UBE2Q2|92912	615.8063	UBE2Q2|92912	1216.3417
UBE2QL1|134111	26.4961	UBE2QL1|134111	77.9944
UBE2R2|54926	1614.8926	UBE2R2|54926	1712.1634
UBE2S|27338	776.1535	UBE2S|27338	75.5184
UBE2T|29089	710.8269	UBE2T|29089	46.7348
UBE2V1|7335	4071.736	UBE2V1|7335	2366.45
UBE2V2|7336	1076.2905	UBE2V2|7336	613.4324
UBE2W|55284	1800.3655	UBE2W|55284	590.2197
UBE2Z|65264	3773.8693	UBE2Z|65264	2392.4482
UBE3A|7337	986.7474	lowly_expressed	lowly_expressed
UBE3B|89910	1530.3792	UBE3B|89910	1458.6815
UBE3C|9690	2452.2613	UBE3C|9690	1962.8598
UBE4A|9354	1677.0215	UBE4A|9354	2080.7799
UBE4B|10277	1513.4765	UBE4B|10277	1827.9171
UBFD1|56061	2132.0238	UBFD1|56061	1504.1783
UBIAD1|29914	427.5925	UBIAD1|29914	641.597
UBL3|5412	1836.455	UBL3|5412	1635.4070000000002
UBL4A|8266	1648.2412	UBL4A|8266	975.2399
lowly_expressed	lowly_expressed	UBL4B|164153	7.1185
UBL5|59286	2198.264	UBL5|59286	981.4299
UBL7|84993	531.7497	UBL7|84993	629.836
UBLCP1|134510	375.9708	UBLCP1|134510	660.4766
UBN1|29855	1968.9356	UBN1|29855	1783.0393
UBN2|254048	562.8141	UBN2|254048	1344.7849
UBOX5|22888	186.0667	UBOX5|22888	385.5679
UBP1|7342	1743.7186	UBP1|7342	2594.5528
UBQLN1|29979	8036.5464	UBQLN1|29979	3173.321
UBQLN2|29978	1430.7903	UBQLN2|29978	1764.7787
UBQLN4|56893	1457.2864	lowly_expressed	lowly_expressed
UBQLNL|143630	10.5071	UBQLNL|143630	17.3321
UBR1|197131	630.4249	UBR1|197131	1244.8158
UBR2|23304	717.6793	UBR2|23304	1464.5621
UBR3|130507	1288.7163	UBR3|130507	1724.5435
UBR4|23352	3992.2339	UBR4|23352	5774.0638
UBR5|51366	4062.5857	UBR5|51366	4381.6156
UBR7|55148	1148.9265	UBR7|55148	1444.4444
UBTD1|80019	369.1183	UBTD1|80019	161.2504
UBTD2|92181	704.8881	UBTD2|92181	972.1448
UBTF|7343	3296.0256	UBTF|7343	3085.732
UBXN10|127733	116.0347	UBXN10|127733	332.7143
UBXN11|91544	363.6364	UBXN11|91544	395.5432
UBXN1|51035	1276.8387	UBXN1|51035	1683.9988
UBXN2A|165324	328.9173	UBXN2A|165324	378.2111
UBXN2B|137886	1066.6971	UBXN2B|137886	946.1467
UBXN4|23190	4018.73	UBXN4|23190	3444.1349
UBXN6|80700	1473.2755	UBXN6|80700	1423.3983
UBXN7|26043	392.8735	UBXN7|26043	709.0684
UBXN8|7993	130.1964	UBXN8|7993	129.6812
UCHL1|7345	284.14799999999997	UCHL1|7345	25.0696
UCHL3|7347	387.3915	UCHL3|7347	282.5751
UCHL5|51377	694.7876	UCHL5|51377	376.5769
UCK1|83549	744.1754	UCK1|83549	715.5679
UCK2|7371	611.6948	UCK2|7371	315.3822
UCKL1AS|100113386	7.8849	UCKL1AS|100113386	22.1077
UCKL1|54963	368.1727	UCKL1|54963	430.3869
lowly_expressed	lowly_expressed	UCN2|90226	9.2851
UCN|7349	13.7049	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UCP1|7350	61.5908
UCP2|7351	4095.9342	UCP2|7351	1584.0297
UCP3|7352	29.6939	UCP3|7352	21.9746
UEVLD|55293	283.6912	UEVLD|55293	390.5911
UFC1|51506	2384.6505	UFC1|51506	1819.5605
UFD1L|7353	2111.4436	UFD1L|7353	783.0393
UFM1|51569	1317.0397	UFM1|51569	1603.5283
UFSP1|402682	21.9278	UFSP1|402682	20.7366
UFSP2|55325	414.0704	UFSP2|55325	765.0077
UGCG|7357	567.3824	UGCG|7357	355.92699999999996
UGDH|7358	5909.5477	UGDH|7358	1747.7561
UGGT1|56886	2470.0777	UGGT1|56886	1917.0535
UGGT2|55757	206.9438	UGGT2|55757	454.3485
UGP2|7360	2007.3093	UGP2|7360	2625.5029
UGT1A10|54575	5.6784	lowly_expressed	lowly_expressed
UGT1A6|54578	223.0836	UGT1A6|54578	14.9954
UGT1A7|54577	124.2622	UGT1A7|54577	13.3148
UGT1A8|54576	8.4833	lowly_expressed	lowly_expressed
UGT1A9|54600	17.2088	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UGT2B10|7365	10.5231
UGT2B11|10720	10.5071	UGT2B11|10720	1716.4964
lowly_expressed	lowly_expressed	UGT2B15|7366	45.8063
lowly_expressed	lowly_expressed	UGT2B28|54490	312.2872
lowly_expressed	lowly_expressed	UGT3A1|133688	5.571000000000001
lowly_expressed	lowly_expressed	UGT3A2|167127	33.1167
UGT8|7368	10.0503	UGT8|7368	197.4621
UHMK1|127933	497.9443	UHMK1|127933	884.2464
UHRF1BP1L|23074	498.8579	UHRF1BP1L|23074	637.5735
UHRF1BP1|54887	865.6921	UHRF1BP1|54887	758.8982
UHRF1|29128	1134.7647	UHRF1|29128	18.2606
UHRF2|115426	803.1064	UHRF2|115426	995.3575
UIMC1|51720	277.7524	UIMC1|51720	480.0371
ULBP1|80329	8.2229	ULBP1|80329	7.7375
ULBP2|80328	20.5573	lowly_expressed	lowly_expressed
ULBP3|79465	7.3093	ULBP3|79465	24.4506
ULK1|8408	911.3751	ULK1|8408	1086.351
ULK2|9706	251.2563	ULK2|9706	762.3027
ULK3|25989	528.5519	ULK3|25989	653.6676
ULK4|54986	37.46	ULK4|54986	68.7094
UMODL1|89766	9.5934	lowly_expressed	lowly_expressed
UMPS|7372	570.1233	UMPS|7372	571.3401
UNC119B|84747	519.8721	UNC119B|84747	2179.2015
UNC119|9094	892.645	UNC119|9094	436.3974
UNC13A|23025	36.0895	lowly_expressed	lowly_expressed
UNC13B|10497	706.2586	UNC13B|10497	1228.1028
UNC13D|201294	892.1882	UNC13D|201294	266.481
UNC45A|55898	2944.7236	UNC45A|55898	2079.5419
UNC50|25972	468.2503	UNC50|25972	692.3553
UNC5A|90249	27.4098	UNC5A|90249	71.4949
UNC5B|219699	1409.3193	UNC5B|219699	480.3466
UNC5CL|222643	26.5144	UNC5CL|222643	29.1582
UNC5C|8633	6.8524	UNC5C|8633	148.2513
lowly_expressed	lowly_expressed	UNC80|285175	6.809
UNC93B1|81622	1105.5276	UNC93B1|81622	500.4643
UNG|7374	1725.4454	UNG|7374	783.3488
UNKL|64718	431.8639	UNKL|64718	640.7676
UNK|85451	1190.4979	UNK|85451	759.8267
UPF0639|400224	52.0786	UPF0639|400224	6.809
UPF1|5976	4528.5519	UPF1|5976	2948.3132
UPF2|26019	1037.46	UPF2|26019	1374.1876
UPF3A|65110	264.0475	UPF3A|65110	782.4203
UPF3B|65109	270.9	UPF3B|65109	316.0012
lowly_expressed	lowly_expressed	UPK1A|11045	23.2126
UPK1B|7348	180.9045	UPK1B|7348	6.4995
UPK2|7379	8.2229	lowly_expressed	lowly_expressed
UPK3A|7380	36.5464	UPK3A|7380	8.047
UPK3BL|100134938	127.8392	UPK3BL|100134938	253.2745
UPK3B|80761	36.0895	UPK3B|80761	7.7375
UPP1|7378	167.6565	UPP1|7378	84.494
UPRT|139596	319.3239	UPRT|139596	244.8158
UQCC|55245	888.5336	UQCC|55245	849.5822
UQCR10|29796	2146.1855	UQCR10|29796	731.9715
UQCR11|10975	1832.8004	UQCR11|10975	680.2847
UQCRB|7381	4980.3563	UQCRB|7381	2621.7889
UQCRC1|7384	2461.8547	UQCRC1|7384	1962.5503
UQCRC2|7385	3393.3303	UQCRC2|7385	3716.1869
UQCRFS1|7386	2127.4555	UQCRFS1|7386	1113.5871
UQCRHL|440567	455.9159	UQCRHL|440567	372.9496
UQCRH|7388	1608.497	UQCRH|7388	1118.5392
UQCRQ|27089	1941.069	UQCRQ|27089	852.0582
URB1|9875	1002.2841	URB1|9875	1503.3148
URB2|9816	466.8799	URB2|9816	337.9759
URGCP|55665	382.8232	URGCP|55665	928.5051
URM1|81605	1534.4906	URM1|81605	722.0675
UROD|7389	1782.0923	UROD|7389	935.3141
UROS|7390	964.8241	UROS|7390	426.4933
USE1|55850	259.936	USE1|55850	220.3652
USF1|7391	1043.3988	USF1|7391	668.2142
USF2|7392	1615.3495	USF2|7392	1477.8706
lowly_expressed	lowly_expressed	USH1C|10083	12.3801
USH1G|124590	26.4961	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	USH2A|7399	6.809
USHBP1|83878	17.8164	USHBP1|83878	97.8025
USMG5|84833	707.1722	USMG5|84833	397.4002
USO1|8615	2359.0681	USO1|8615	2377.5921
USP10|9100	1801.736	USP10|9100	1661.4051
USP11|8237	1554.5911	USP11|8237	2111.4206
USP12|219333	218.8214	USP12|219333	421.2318
USP13|8975	594.3353	USP13|8975	663.8812
USP14|9097	1572.4075	USP14|9097	1325.2863
USP15|9958	1122.4303	USP15|9958	906.221
USP16|10600	920.9685	USP16|10600	1240.7923
USP18|11274	949.7487	USP18|11274	266.481
USP19|10869	891.7314	USP19|10869	1924.7911
USP1|7398	1050.7081	lowly_expressed	lowly_expressed
USP20|10868	896.7565	USP20|10868	801.2999
USP21|27005	642.7593	USP21|27005	613.4324
USP22|23326	3377.7981	USP22|23326	7119.7772
USP24|23358	1371.4025	USP24|23358	2311.0492
USP25|29761	891.7314	USP25|29761	1466.4191
USP27X|389856	84.9703	USP27X|389856	189.1055
USP28|57646	904.0658	USP28|57646	689.8793
USP2|9099	83.5998	USP2|9099	138.9663
USP30|84749	409.7762	USP30|84749	592.0768
USP31|57478	467.3367	USP31|57478	1619.0034
USP32|84669	1801.2791	USP32|84669	1178.892
USP33|23032	876.1992	USP33|23032	1937.1712
USP34|9736	2962.0831	USP34|9736	4450.944
USP35|57558	134.7647	USP35|57558	112.6586
USP36|57602	1823.2069	USP36|57602	1233.6738
USP37|57695	452.7181	USP37|57695	798.2049
USP38|84640	919.5980000000001	USP38|84640	825.441
USP39|10713	1502.5126	USP39|10713	1048.2823
USP3|9960	446.5966	USP3|9960	592.7267
USP40|55230	629.0544	USP40|55230	1144.2278
USP42|84132	459.5706	USP42|84132	472.2996
USP43|124739	116.0347	USP43|124739	170.2259
lowly_expressed	lowly_expressed	USP44|84101	44.2587
USP45|85015	216.0804	USP45|85015	241.1018
USP46|64854	841.0233	USP46|64854	680.2847
USP47|55031	1217.9077	USP47|55031	2528.0099
USP48|84196	833.2572	USP48|84196	1635.4070000000002
USP49|25862	20.1005	USP49|25862	41.4732
USP4|7375	1137.9625	USP4|7375	1723.3055
USP51|158880	16.9027	USP51|158880	121.0152
USP53|54532	1582.4577	USP53|54532	1540.6995
USP54|159195	787.1174	USP54|159195	1317.8582
USP5|8078	1749.6574	USP5|8078	1333.6428
USP6NL|9712	527.6382	USP6NL|9712	742.4946
USP6|9098	70.8086	USP6|9098	108.0161
USP7|7874	3818.6386	USP7|7874	3122.5627
USP8|9101	925.555	USP8|9101	1642.3027
USP9X|8239	3908.6341	USP9X|8239	4281.0275
USPL1|10208	576.0621	USPL1|10208	656.1436
UST|10090	55.7332	UST|10090	385.3296
UTP11L|51118	878.9402	UTP11L|51118	470.7521
UTP14A|10813	573.3212	UTP14A|10813	558.6506
UTP14C|9724	974.8744	UTP14C|9724	1787.6818
UTP15|84135	266.3317	UTP15|84135	336.1188
UTP18|51096	1322.0649	UTP18|51096	639.74
UTP20|27340	1131.1101	UTP20|27340	971.2163
UTP23|84294	1010.0503	UTP23|84294	630.7645
UTP3|57050	831.4299	UTP3|57050	769.4212
UTP6|55813	1056.6469	UTP6|55813	670.6902
UTRN|7402	2790.772	UTRN|7402	6079.5419
UTS2|10911	6.7839	lowly_expressed	lowly_expressed
UVRAG|7405	656.0073	UVRAG|7405	771.8972
UXS1|80146	899.0407	UXS1|80146	560.8171
UXT|8409	880.2101	UXT|8409	854.5094
VAC14|55697	1254.4541	VAC14|55697	790.1578
VAMP1|6843	206.487	VAMP1|6843	409.9721
VAMP2|6844	618.0905	VAMP2|6844	2622.4079
VAMP3|9341	2136.5921	VAMP3|9341	2253.1724
VAMP4|8674	446.3225	VAMP4|8674	563.2931
VAMP5|10791	597.9899	VAMP5|10791	272.9805
VAMP7|6845	1948.3783	VAMP7|6845	861.9622
VAMP8|8673	2336.6834	VAMP8|8673	1422.1603
VANGL1|81839	473.2755	VANGL1|81839	574.4352
VANGL2|57216	292.3709	VANGL2|57216	1191.5816
VAPA|9218	2161.2608	VAPA|9218	3164.3454
VAPB|9217	1482.4121	VAPB|9217	1343.8564
VARS2|57176	524.8972	VARS2|57176	572.6246
VARS|7407	1693.4673	VARS|7407	1312.9062
VASH1|22846	640.3289	VASH1|22846	706.2891
VASH2|79805	738.2366	VASH2|79805	147.3228
VASN|114990	286.4322	VASN|114990	342.9279
VASP|7408	1873.4582	VASP|7408	1478.1801
VAT1L|57687	5.0251	lowly_expressed	lowly_expressed
VAT1|10493	4748.7437	VAT1|10493	4079.2324
VAV1|7409	496.5738	VAV1|7409	111.7301
VAV2|7410	1464.1389	VAV2|7410	828.8456
VAV3|10451	3385.5642	VAV3|10451	2692.9743
VAX2|25806	13.7049	VAX2|25806	8.3565
VBP1|7411	1347.6473	VBP1|7411	693.9028
VCAM1|7412	1217.9077	VCAM1|7412	859.1767
VCAN|1462	2526.2677	VCAN|1462	1256.5769
VCL|7414	2789.4016	VCL|7414	6410.7088
VCPIP1|80124	1948.8351	VCPIP1|80124	940.2662
VCP|7415	9486.9804	VCP|7415	5575.6732
VDAC1|7416	3737.7798	VDAC1|7416	2739.7091
VDAC2|7417	1617.1768	VDAC2|7417	1302.6927
VDAC3|7419	2308.8168	VDAC3|7419	1348.4989
VDR|7421	1569.6665	VDR|7421	1057.2578
VEGFA|7422	1009.5934	VEGFA|7422	883.6274
VEGFB|7423	1312.4714	VEGFB|7423	1086.0415
VEGFC|7424	121.0598	VEGFC|7424	183.84400000000002
VENTX|27287	7.7661	VENTX|27287	33.4262
VEPH1|79674	21.9278	VEPH1|79674	83.256
VEZF1|7716	1953.4034	VEZF1|7716	2247.9109
VEZT|55591	1222.476	VEZT|55591	1263.0764
VGF|7425	19.6437	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	VGLL1|51442	96.874
VGLL3|389136	224.7602	VGLL3|389136	429.5884
VGLL4|9686	1610.8817	VGLL4|9686	2658.8734
VHL|7428	1406.1215	VHL|7428	1025.6886
VILL|50853	60.3015	VILL|50853	276.0755
VIM|7431	14242.6679	VIM|7431	27969.5172
VIPAR|63894	432.1608	VIPAR|63894	557.7221
VIPR1|7433	74.9201	VIPR1|7433	883.3179
lowly_expressed	lowly_expressed	VIPR2|7434	73.5593
lowly_expressed	lowly_expressed	VIP|7432	6.19
VIT|5212	5.0251	VIT|5212	425.8743
VKORC1L1|154807	1459.5706	VKORC1L1|154807	1317.2392
VKORC1|79001	1643.8237	VKORC1|79001	903.1848
VLDLR|7436	61.672	VLDLR|7436	521.5104
VMA21|203547	1010.0503	VMA21|203547	1083.875
VMAC|400673	132.9374	VMAC|400673	125.6577
VMO1|284013	28.7803	VMO1|284013	12.6896
VN1R1|57191	6.3956	VN1R1|57191	12.3801
VNN1|8876	52.9922	lowly_expressed	lowly_expressed
VNN2|8875	47.0534	VNN2|8875	6.4995
VNN3|55350	10.0503	lowly_expressed	lowly_expressed
VOPP1|81552	1357.6976	VOPP1|81552	485.2987
VPRBP|9730	725.1667	VPRBP|9730	1239.5822
VPREB3|29802	22.8415	lowly_expressed	lowly_expressed
VPS11|55823	712.6542	VPS11|55823	1479.1086
VPS13A|23230	688.8989999999999	VPS13A|23230	1445.6825
VPS13B|157680	1146.6423	VPS13B|157680	1653.0486
VPS13C|54832	949.7487	VPS13C|54832	2552.77
VPS13D|55187	1226.1307	VPS13D|55187	3907.1495
VPS16|64601	709.9132	VPS16|64601	729.8081
VPS18|57617	756.053	VPS18|57617	728.8765
VPS24|51652	2517.6382	VPS24|51652	3869.3903
VPS25|84313	1678.8488	VPS25|84313	709.3779
VPS26A|9559	1823.6638	VPS26A|9559	1574.4352
VPS26B|112936	1100.5025	VPS26B|112936	1552.151
VPS28|51160	2818.6386	VPS28|51160	1164.6549
VPS29|51699	1777.524	VPS29|51699	811.823
VPS33A|65082	632.9009	VPS33A|65082	456.3757
VPS33B|26276	393.7871	VPS33B|26276	298.6691
VPS35|55737	1724.5317	VPS35|55737	3134.0142
VPS36|51028	477.3869	VPS36|51028	1988.2389
VPS37A|137492	723.2435	VPS37A|137492	701.0647
VPS37B|79720	754.6825	VPS37B|79720	837.5116
VPS37C|55048	1068.0676	VPS37C|55048	781.4918
VPS37D|155382	69.8949	VPS37D|155382	67.4714
VPS39|23339	1356.3271	VPS39|23339	2163.7264
VPS41|27072	945.1804	VPS41|27072	1317.8582
VPS45|11311	1298.3097	VPS45|11311	821.4175
VPS4A|27183	1286.4322	VPS4A|27183	1662.9526
VPS4B|9525	2135.2216	VPS4B|9525	1882.6989
VPS52|6293	1016.4459	VPS52|6293	1307.9542
VPS53|55275	745.0891	VPS53|55275	1058.8053
VPS54|51542	788.4879	VPS54|51542	1107.0876
VPS72|6944	831.8867	VPS72|6944	713.7109
VPS8|23355	1201.9187	VPS8|23355	874.0328
VRK1|7443	378.7117	VRK1|7443	232.1263
VRK2|7444	716.9712	VRK2|7444	495.8217
VRK3|51231	599.8173	VRK3|51231	534.5094
VSIG10L|147645	143.4445	VSIG10L|147645	123.1817
VSIG10|54621	304.2485	VSIG10|54621	503.8688
VSIG1|340547	11.8776	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	VSIG2|23584	240.1733
VSIG4|11326	492.0055	VSIG4|11326	140.8233
VSNL1|7447	16.4459	VSNL1|7447	413.1848
VSTM2A|222008	59.1503	lowly_expressed	lowly_expressed
VSTM2L|128434	950.2056	VSTM2L|128434	25.6886
VTA1|51534	2217.4509	VTA1|51534	962.5503
VTCN1|79679	4812.6999	VTCN1|79679	3125.0387
VTI1A|143187	501.1421	VTI1A|143187	406.286
VTI1B|10490	1145.5048	VTI1B|10490	1002.6958
lowly_expressed	lowly_expressed	VTN|7448	7.1185
VWA1|64856	2391.0461	VWA1|64856	1292.4791
VWA2|340706	9.1366	VWA2|340706	256.8864
VWA3B|200403	17.8164	VWA3B|200403	5.571000000000001
VWA5A|4013	420.2832	VWA5A|4013	1162.7979
VWCE|220001	5.482	VWCE|220001	17.3321
lowly_expressed	lowly_expressed	VWDE|221806	120.0867
VWF|7450	2677.4783	VWF|7450	7226.8647
WAC|51322	2599.3604	WAC|51322	3987.3104
WAPAL|23063	1719.0498	WAPAL|23063	2156.9174
WARS2|10352	465.0525	WARS2|10352	537.6695
WARS|7453	7115.1211	WARS|7453	1748.9941
WASF1|8936	205.1165	WASF1|8936	252.2439
WASF2|10163	2567.8392	WASF2|10163	6767.5642
WASF3|10810	126.085	WASF3|10810	766.6357
WASH2P|375260	121.5167	WASH2P|375260	189.1055
WASH3P|374666	158.9767	WASH3P|374666	432.3739
WASH5P|375690	136.1352	WASH5P|375690	153.5128
WASH7P|653635	814.0704	WASH7P|653635	1153.2033
WASL|8976	1467.7935	WASL|8976	1928.1956
WAS|7454	533.1201	WAS|7454	90.684
WBP11P1|441818	13.7049	WBP11P1|441818	9.2851
WBP11|51729	2671.9963	WBP11|51729	1988.5484
WBP1|23559	1446.5053	WBP1|23559	1260.6623
lowly_expressed	lowly_expressed	WBP2NL|164684	31.5692
WBP2|23558	3983.5541	WBP2|23558	2515.0108
WBP4|11193	233.4399	WBP4|11193	373.2591
WBP5|51186	159.8904	WBP5|51186	807.1804
WBSCR16|81554	816.8113	WBSCR16|81554	828.5361
WBSCR17|64409	11.4207	WBSCR17|64409	37.7592
WBSCR22|114049	961.1878	WBSCR22|114049	870.3652
WBSCR26|171022	8.6798	WBSCR26|171022	6.4995
WBSCR27|155368	37.46	WBSCR27|155368	20.7366
WDFY1|57590	1071.7222	WDFY1|57590	1413.8038
WDFY2|115825	280.4934	WDFY2|115825	437.9449
WDFY3|23001	1002.7410000000001	WDFY3|23001	2642.216
WDFY4|57705	795.7972	WDFY4|57705	157.8459
WDHD1|11169	550.9365	WDHD1|11169	146.3943
WDR11|55717	1282.3207	WDR11|55717	1577.5302
WDR12|55759	534.4906	WDR12|55759	372.9496
WDR13|64743	925.0799	WDR13|64743	1143.2993
lowly_expressed	lowly_expressed	WDR17|116966	130.9192
WDR18|57418	1306.0758	WDR18|57418	450.325
WDR19|57728	380.5391	WDR19|57728	774.6828
WDR1|9948	3753.312	WDR1|9948	5207.6756
WDR20|91833	468.2503	WDR20|91833	595.7908
WDR24|84219	445.8657	WDR24|84219	302.0737
WDR25|79446	205.5733	WDR25|79446	173.94
WDR26|80232	3414.3444	WDR26|80232	2797.8954
WDR27|253769	65.3266	WDR27|253769	335.1903
WDR31|114987	220.1919	WDR31|114987	161.5599
WDR33|55339	1398.3554	WDR33|55339	1403.2807
WDR34|89891	3705.8017	WDR34|89891	722.6865
WDR35|57539	438.5564	WDR35|57539	865.3668
WDR36|134430	768.3874	WDR36|134430	1127.5147
WDR37|22884	511.1923	WDR37|22884	765.7072
WDR38|401551	20.5573	lowly_expressed	lowly_expressed
WDR3|10885	1447.693	WDR3|10885	1046.1158
WDR41|55255	526.2677	WDR41|55255	552.151
WDR43|23160	1338.0539	WDR43|23160	1115.1346
WDR44|54521	559.6163	WDR44|54521	494.5837
