gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
C17orf90|339229	752.3984	C17orf90|339229	218.1987
C17orf91|84981	72.6359	C17orf91|84981	85.113
C17orf95|124512	927.3641	C17orf95|124512	334.2618
C17orf96|100170841	123.344	C17orf96|100170841	84.494
C17orf97|400566	160.3472	C17orf97|400566	110.4921
C18orf10|25941	1878.4833	C18orf10|25941	1011.7611
C18orf16|147429	5.9388	C18orf16|147429	9.2851
C18orf18|147525	35.1759	C18orf18|147525	62.2098
C18orf19|125228	315.6693	C18orf19|125228	294.3361
C18orf1|753	666.5144	C18orf1|753	1878.3658
C18orf21|83608	321.608	C18orf21|83608	197.7716
C18orf22|79863	244.4038	C18orf22|79863	320.0248
C18orf25|147339	873.0014	C18orf25|147339	728.8765
lowly_expressed	lowly_expressed	C18orf2|56651	6.19
C18orf32|497661	1664.0064	C18orf32|497661	958.8517
lowly_expressed	lowly_expressed	C18orf34|374864	39.3067
C18orf45|85019	752.8552	C18orf45|85019	454.9675
C18orf54|162681	218.3646	C18orf54|162681	122.5627
C18orf55|29090	278.6661	C18orf55|29090	319.7153
C18orf56|494514	49.7944	lowly_expressed	lowly_expressed
C18orf8|29919	551.6994	C18orf8|29919	319.64099999999996
C19orf10|56005	1957.058	C19orf10|56005	881.4608
C19orf12|83636	498.4011	C19orf12|83636	500.1548
C19orf18|147685	12.7912	C19orf18|147685	16.0941
C19orf20|91978	156.2357	C19orf20|91978	36.5212
C19orf21|126353	971.2197	C19orf21|126353	62.5193
C19orf22|91300	2914.116	C19orf22|91300	772.5162
C19orf23|148046	18.73	C19orf23|148046	12.6896
C19orf24|55009	895.3860000000001	C19orf24|55009	229.3408
C19orf25|148223	724.0749	C19orf25|148223	383.1631
C19orf26|255057	52.5354	C19orf26|255057	6.809
C19orf28|126321	2338.0539	C19orf28|126321	568.2451
C19orf29|58509	652.8095	C19orf29|58509	444.1349
C19orf2|8725	1726.8159	C19orf2|8725	1642.835
C19orf33|64073	698.1864	C19orf33|64073	77.295
C19orf35|374872	14.1617	C19orf35|374872	7.428
C19orf36|113177	25.1256	C19orf36|113177	26.9266
C19orf38|255809	75.3769	C19orf38|255809	9.5946
C19orf39|126074	150.7538	C19orf39|126074	84.8035
C19orf40|91442	55.7332	C19orf40|91442	43.3302
C19orf42|79086	1490.635	C19orf42|79086	1239.2448
C19orf43|79002	2211.9689	C19orf43|79002	1303.9307
C19orf44|84167	201.8456	C19orf44|84167	271.0894
C19orf45|374877	13.7049	lowly_expressed	lowly_expressed
C19orf46|163183	176.3362	C19orf46|163183	195.9146
C19orf47|126526	217.9077	C19orf47|126526	285.0511
C19orf48|84798	915.4865	C19orf48|84798	622.7174
C19orf50|79036	1852.444	C19orf50|79036	1126.8957
C19orf51|352909	248.5153	C19orf51|352909	13.9276
C19orf52|90580	346.7337	C19orf52|90580	155.0604
C19orf53|28974	1914.5729	C19orf53|28974	733.5189999999999
C19orf54|284325	333.0288	C19orf54|284325	244.8158
C19orf55|148137	95.9342	C19orf55|148137	90.9935
C19orf56|51398	1869.767	C19orf56|51398	1497.0535
C19orf57|79173	120.603	C19orf57|79173	77.3754
C19orf59|199675	5.482	lowly_expressed	lowly_expressed
C19orf60|55049	841.0233	C19orf60|55049	258.4339
C19orf61|56006	429.8767	C19orf61|56006	516.8678
C19orf62|29086	1580.6304	C19orf62|29086	825.7505
C19orf63|284361	1645.8063	C19orf63|284361	1679.3779
C19orf66|55337	798.7254	C19orf66|55337	532.1851
C19orf6|91304	3133.3942	C19orf6|91304	1309.8112
C19orf70|125988	1002.2841	C19orf70|125988	431.4454
C19orf71|100128569	15.5322	C19orf71|100128569	13.6181
C19orf73|55150	22.3847	C19orf73|55150	13.6181
C19orf76|199800	23.7551	C19orf76|199800	34.9737
C1D|10438	300.5939	C1D|10438	170.8449
C1GALT1C1|29071	784.8333	C1GALT1C1|29071	512.2253
C1GALT1|56913	504.7967	C1GALT1|56913	225.0077
C1QA|712	8050.2513	C1QA|712	612.1944
C1QBP|708	1495.4454	C1QBP|708	1331.6187
C1QB|713	9361.3522	C1QB|713	542.866
C1QC|714	7468.2503	C1QC|714	542.247
C1QL1|10882	14.6185	C1QL1|10882	17.6416
lowly_expressed	lowly_expressed	C1QL2|165257	14.5466
C1QL3|389941	6.3956	C1QL3|389941	19.4986
C1QL4|338761	12.7912	C1QL4|338761	8.9755
C1QTNF1|114897	175.8794	C1QTNF1|114897	536.0569
lowly_expressed	lowly_expressed	C1QTNF2|114898	21.6651
C1QTNF3|114899	95.0206	C1QTNF3|114899	105.5401
lowly_expressed	lowly_expressed	C1QTNF4|114900	24.4506
C1QTNF6|114904	322.0649	C1QTNF6|114904	159.7029
lowly_expressed	lowly_expressed	C1QTNF7|114905	98.73100000000001
lowly_expressed	lowly_expressed	C1QTNF9B|387911	12.9588
lowly_expressed	lowly_expressed	C1QTNF9|338872	30.0217
C1RL|51279	615.5413	C1RL|51279	1209.5079
C1R|715	2714.0247	C1R|715	5446.611
C1S|716	4313.3851	C1S|716	7210.1517
C1orf101|257044	6.8524	C1orf101|257044	16.4036
C1orf103|55791	518.9584	C1orf103|55791	527.0814
C1orf104|284618	43.5907	C1orf104|284618	72.5441
C1orf106|55765	664.2302	C1orf106|55765	377.9016
C1orf107|27042	777.5239999999999	C1orf107|27042	986.0724
C1orf109|54955	550.4797	C1orf109|54955	527.7004
C1orf110|339512	28.7803	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C1orf111|284680	6.4995
C1orf112|55732	344.751	C1orf112|55732	151.8292
C1orf113|79729	349.4107	C1orf113|79729	166.22099999999998
lowly_expressed	lowly_expressed	C1orf114|57821	5.571000000000001
C1orf115|79762	1462.3116	C1orf115|79762	3227.1742
C1orf116|79098	208.3143	C1orf116|79098	2487.1557
C1orf122|127687	903.7003	C1orf122|127687	249.4646
C1orf123|54987	303.3349	C1orf123|54987	563.9121
C1orf124|83932	310.6441	C1orf124|83932	253.7914
C1orf126|200197	46.7428	C1orf126|200197	87.9232
C1orf127|148345	5.482	lowly_expressed	lowly_expressed
C1orf128|57095	718.5930000000001	C1orf128|57095	949.2417
C1orf130|400746	15.0754	C1orf130|400746	308.5732
C1orf131|128061	306.0758	C1orf131|128061	198.3906
C1orf133|574036	24.6688	C1orf133|574036	66.8524
C1orf135|79000	90.4523	C1orf135|79000	17.6416
C1orf144|26099	2791.2289	C1orf144|26099	2762.6122
C1orf150|148823	15.0754	lowly_expressed	lowly_expressed
C1orf151|440574	852.444	C1orf151|440574	827.6076
lowly_expressed	lowly_expressed	C1orf152|767846	25.6886
C1orf156|92342	237.9808	C1orf156|92342	226.8647
C1orf158|93190	6.3956	lowly_expressed	lowly_expressed
C1orf159|54991	365.4637	C1orf159|54991	126.2767
C1orf162|128346	529.9223	C1orf162|128346	116.9916
C1orf163|65260	207.4006	C1orf163|65260	257.5054
lowly_expressed	lowly_expressed	C1orf168|199920	89.7555
C1orf170|84808	45.2261	C1orf170|84808	31.5692
C1orf172|126695	306.0758	C1orf172|126695	369.8545
C1orf173|127254	21.9278	C1orf173|127254	172.3924
C1orf174|339448	562.3572	C1orf174|339448	399.2572
C1orf175|374977	7.3093	C1orf175|374977	53.321000000000005
C1orf182|128229	7.3093	lowly_expressed	lowly_expressed
C1orf183|55924	21.471	C1orf183|55924	132.1572
C1orf186|440712	29.6939	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C1orf190|541468	90.7954
C1orf192|257177	84.5135	C1orf192|257177	31.5692
C1orf198|84886	1451.8045	C1orf198|84886	2398.9477
C1orf201|90529	219.735	C1orf201|90529	248.2204
C1orf203|84852	70.8177	C1orf203|84852	180.1826
C1orf204|284677	14.4495	C1orf204|284677	111.0523
C1orf210|149466	266.7885	C1orf210|149466	244.5063
C1orf212|113444	679.7624	C1orf212|113444	389.6626
C1orf213|148898	34.0978	C1orf213|148898	86.3231
C1orf216|127703	493.8328	C1orf216|127703	389.0436
C1orf21|81563	1598.9036	C1orf21|81563	2963.4788
lowly_expressed	lowly_expressed	C1orf220|400798	18.8796
C1orf226|400793	356.3271	C1orf226|400793	1448.1585
C1orf228|339541	53.4491	C1orf228|339541	10.5231
lowly_expressed	lowly_expressed	C1orf229|388759	14.8561
C1orf230|284485	5.0251	lowly_expressed	lowly_expressed
C1orf25|81627	664.6871	C1orf25|81627	648.4061
C1orf26|54823	153.4947	C1orf26|54823	255.6484
C1orf27|54953	972.1334	C1orf27|54953	900.65
C1orf31|388753	536.318	C1orf31|388753	210.4612
C1orf35|79169	246.688	C1orf35|79169	238.3163
C1orf38|9473	724.5317	C1orf38|9473	126.8957
C1orf43|25912	4897.2133	C1orf43|25912	3362.736
C1orf50|79078	179.0772	C1orf50|79078	153.2033
C1orf51|148523	136.5921	C1orf51|148523	54.1628
C1orf52|148423	246.2312	C1orf52|148423	347.2609
C1orf53|388722	9.1366	C1orf53|388722	8.9755
C1orf54|79630	198.264	C1orf54|79630	85.73200000000001
C1orf55|163859	885.7926	C1orf55|163859	741.2566
C1orf56|54964	244.7282	C1orf56|54964	121.43299999999999
C1orf57|84284	668.7985	C1orf57|84284	495.5122
C1orf58|148362	539.0087	C1orf58|148362	576.2643
C1orf59|113802	373.6866	C1orf59|113802	333.0238
C1orf61|10485	5.9388	C1orf61|10485	33.7357
C1orf63|57035	537.6884	C1orf63|57035	1256.2674
C1orf64|149563	458.6569	C1orf64|149563	727.948
C1orf66|51093	470.0777	C1orf66|51093	619.9319
C1orf69|200205	167.6565	C1orf69|200205	350.6654
lowly_expressed	lowly_expressed	C1orf70|339453	15.7846
C1orf74|148304	132.9374	C1orf74|148304	116.9916
C1orf77|26097	1226.1307	C1orf77|26097	1631.0739999999998
C1orf83|127428	187.757	C1orf83|127428	226.2457
C1orf84|149469	15.8063	C1orf84|149469	7.3197
C1orf85|112770	1199.1777	C1orf85|112770	575.6732
C1orf86|199990	605.9936	C1orf86|199990	294.6642
C1orf88|128344	119.6894	C1orf88|128344	256.2674
C1orf89|79363	53.4491	C1orf89|79363	101.2071
C1orf91|56063	90.4523	C1orf91|56063	143.81
C1orf93|127281	2082.4989	C1orf93|127281	759.7586
lowly_expressed	lowly_expressed	C1orf95|375057	81.7084
C1orf96|126731	464.1389	C1orf96|126731	492.1077
C1orf97|84791	302.878	C1orf97|84791	93.16
C1orf9|51430	1637.2773	C1orf9|51430	1666.9762
C20orf103|24141	29.2371	C20orf103|24141	21.6651
C20orf107|388799	7.3093	lowly_expressed	lowly_expressed
C20orf108|116151	3043.8556	C20orf108|116151	5726.4005
C20orf111|51526	923.7095	C20orf111|51526	785.2058
C20orf112|140688	1530.3792	C20orf112|140688	1076.7564
C20orf114|92747	91.8228	C20orf114|92747	50.4488
C20orf117|140710	481.0416	C20orf117|140710	750.2321
C20orf118|140711	37.6747	C20orf118|140711	11.628
C20orf11|54994	1954.317	C20orf11|54994	2188.4865
C20orf12|55184	115.1211	C20orf12|55184	197.7716
C20orf132|140699	11.4299	C20orf132|140699	30.0464
C20orf134|170487	41.5715	C20orf134|170487	39.6162
C20orf135|140701	60.7583	C20orf135|140701	47.0443
C20orf151|140893	126.085	C20orf151|140893	88.5175
C20orf160|140706	40.6578	C20orf160|140706	133.3952
lowly_expressed	lowly_expressed	C20orf165|128497	10.5231
C20orf177|63939	374.6825	C20orf177|63939	482.541
C20orf194|25943	329.83099999999996	C20orf194|25943	996.905
C20orf196|149840	41.5715	C20orf196|149840	48.5918
C20orf199|441951	1766.5601	C20orf199|441951	2144.8468
C20orf202|400831	9.1366	C20orf202|400831	6.4995
lowly_expressed	lowly_expressed	C20orf203|284805	17.0226
C20orf20|55257	536.7748	C20orf20|55257	275.147
C20orf24|55969	2548.1087	C20orf24|55969	580.7923
C20orf26|26074	13.2481	C20orf26|26074	5.8805
C20orf27|54976	886.2494	C20orf27|54976	457.4435
C20orf29|55317	173.1384	C20orf29|55317	143.9183
C20orf30|29058	2090.4523	C20orf30|29058	2368.6165
C20orf3|57136	6424.8515	C20orf3|57136	3124.4197
C20orf43|51507	2816.8113	C20orf43|51507	2075.5184
C20orf46|55321	23.7551	C20orf46|55321	27.8552
C20orf4|25980	1313.8419	C20orf4|25980	1098.112
C20orf54|113278	396.0713	C20orf54|113278	360.879
C20orf72|92667	779.3513	C20orf72|92667	802.2284
C20orf7|79133	73.0927	C20orf7|79133	80.4704
C20orf94|128710	21.471	C20orf94|128710	45.8063
C20orf96|140680	149.8401	C20orf96|140680	367.3785
C21orf119|84996	116.0347	C21orf119|84996	60.0433
C21orf122|728039	24.212	C21orf122|728039	37.7592
lowly_expressed	lowly_expressed	C21orf125|284836	11.4516
C21orf130|284835	9.1366	C21orf130|284835	6.4995
lowly_expressed	lowly_expressed	C21orf15|54094	17.9511
C21orf2|755	231.6126	C21orf2|755	394.9242
C21orf33|8209	2042.0283	C21orf33|8209	1722.996
lowly_expressed	lowly_expressed	C21orf34|388815	168.3689
C21orf45|54069	408.8625	C21orf45|54069	177.9635
C21orf49|54067	6.8524	C21orf49|54067	17.0226
C21orf56|84221	344.4495	C21orf56|84221	141.4423
C21orf57|54059	89.9954	C21orf57|54059	136.7998
C21orf58|54058	121.5167	C21orf58|54058	57.8768
C21orf59|56683	870.1599	C21orf59|56683	655.0015
C21orf63|59271	287.3458	C21orf63|59271	438.8734
C21orf67|84536	105.9845	C21orf67|84536	58.8053
C21orf70|85395	215.1667	C21orf70|85395	128.1337
C21orf7|56911	62.5857	C21orf7|56911	73.6614
lowly_expressed	lowly_expressed	C21orf82|114036	5.2615
C21orf88|114041	34.2622	C21orf88|114041	87.589
C21orf91|54149	467.3367	C21orf91|54149	666.0477
C22orf13|83606	2849.3787	C22orf13|83606	2175.7227
lowly_expressed	lowly_expressed	C22orf15|150248	6.809
C22orf23|84645	16.4459	C22orf23|84645	115.1346
C22orf25|128989	756.9667	C22orf25|128989	316.6202
C22orf26|55267	8.6798	C22orf26|55267	8.9755
C22orf27|150291	77.661	C22orf27|150291	108.6351
C22orf28|51493	3031.9781	C22orf28|51493	1816.156
C22orf29|79680	954.0612	C22orf29|79680	1011.1266
C22orf30|253143	1984.9246	C22orf30|253143	1572.2686
C22orf32|91689	659.2051	C22orf32|91689	1064.0669
C22orf34|348645	7.7661	C22orf34|348645	7.428
C22orf36|388886	199.6345	C22orf36|388886	283.8131
C22orf39|128977	852.8552	C22orf39|128977	711.8539
C22orf40|150383	207.4006	C22orf40|150383	140.2043
C22orf41|644186	10.5071	lowly_expressed	lowly_expressed
C22orf45|646023	7.3184	C22orf45|646023	7.1185
C22orf46|79640	454.0886	C22orf46|79640	862.5812
C22orf9|23313	3704.8881	C22orf9|23313	1943.3612
C2CD2L|9854	460.6122	C2CD2L|9854	294.6023
C2CD2|25966	622.2019	C2CD2|25966	1270.8139999999999
C2CD3|26005	784.3764	C2CD3|26005	930.6716
C2CD4B|388125	8.2229	C2CD4B|388125	10.5231
lowly_expressed	lowly_expressed	C2CD4C|126567	10.8326
lowly_expressed	lowly_expressed	C2CD4D|100191040	13.6212
C2orf15|150590	103.545	C2orf15|150590	89.7741
C2orf16|84226	24.6688	C2orf16|84226	62.5193
C2orf18|54978	1829.6026	C2orf18|54978	898.1739
C2orf24|27013	1280.9502	C2orf24|27013	1278.861
C2orf27A|29798	33.8054	C2orf27A|29798	31.8787
C2orf28|51374	1745.4865	C2orf28|51374	1659.2603
C2orf29|55571	1361.809	C2orf29|55571	831.3216
C2orf34|79823	88.1681	C2orf34|79823	73.6614
C2orf39|92749	9.1366	lowly_expressed	lowly_expressed
C2orf3|6936	399.7259	C2orf3|6936	411.9468
lowly_expressed	lowly_expressed	C2orf40|84417	1776.8493
C2orf42|54980	198.7209	C2orf42|54980	285.0511
C2orf43|60526	172.6816	C2orf43|60526	331.1668
C2orf44|80304	471.4481	C2orf44|80304	323.7388
C2orf47|79568	410.233	C2orf47|79568	273.2281
C2orf48|348738	16.9027	lowly_expressed	lowly_expressed
C2orf49|79074	135.2216	C2orf49|79074	186.6295
C2orf50|130813	31.5212	C2orf50|130813	10.2136
C2orf52|151477	6.8524	C2orf52|151477	10.5231
C2orf54|79919	216.9941	C2orf54|79919	26.3076
C2orf55|343990	248.9721	C2orf55|343990	378.5206
C2orf56|55471	276.3819	C2orf56|55471	225.9362
lowly_expressed	lowly_expressed	C2orf58|285154	21.6651
C2orf60|129450	211.9689	C2orf60|129450	262.8288
C2orf62|375307	10.5071	lowly_expressed	lowly_expressed
C2orf63|130162	67.6108	C2orf63|130162	93.16
C2orf64|493753	526.2677	C2orf64|493753	608.4803
C2orf65|130951	48.4239	C2orf65|130951	15.1656
C2orf67|151050	176.6332	C2orf67|151050	680.0805
C2orf68|388969	729.1	C2orf68|388969	1022.5936
C2orf69|205327	591.1375	C2orf69|205327	388.4246
lowly_expressed	lowly_expressed	C2orf70|339778	8.666
lowly_expressed	lowly_expressed	C2orf71|388939	13.3086
C2orf72|257407	462.7684	C2orf72|257407	570.1021
lowly_expressed	lowly_expressed	C2orf73|129852	5.571000000000001
C2orf74|339804	121.9735	C2orf74|339804	326.5243
C2orf76|130355	62.1288	C2orf76|130355	84.1845
C2orf77|129881	186.3865	C2orf77|129881	111.4206
C2orf79|391356	340.3381	C2orf79|391356	301.7642
C2orf7|84279	372.773	C2orf7|84279	199.3191
C2orf81|388963	156.1763	C2orf81|388963	103.5902
lowly_expressed	lowly_expressed	C2orf82|389084	347.2609
C2orf86|51057	59.3878	C2orf86|51057	131.2287
C2orf88|84281	27.8666	C2orf88|84281	694.2123
C2orf89|129293	40.201	C2orf89|129293	13.3086
C2|717	2335.9982	C2|717	155.3203
C3AR1|719	784.3764	C3AR1|719	153.2033
C3orf10|55845	4053.4491	C3orf10|55845	2833.4881
C3orf14|57415	354.9566	C3orf14|57415	421.2318
C3orf15|89876	14.6185	C3orf15|89876	203.9616
C3orf17|25871	609.4107	C3orf17|25871	1117.3011
C3orf18|51161	160.804	C3orf18|51161	285.0511
C3orf19|51244	385.1074	C3orf19|51244	564.2216
C3orf1|51300	914.5729	C3orf1|51300	924.4816
C3orf20|84077	24.6688	lowly_expressed	lowly_expressed
C3orf21|152002	338.9676	C3orf21|152002	221.2937
C3orf23|285343	360.8954	C3orf23|285343	478.1801
C3orf26|84319	409.3193	C3orf26|84319	332.4048
C3orf31|132001	137.5057	C3orf31|132001	170.2259
C3orf32|51066	5.482	C3orf32|51066	7.7375
C3orf33|285315	175.4226	C3orf33|285315	119.7772
C3orf34|84984	109.1823	C3orf34|84984	74.2804
lowly_expressed	lowly_expressed	C3orf35|339883	10.5231
C3orf36|80111	9.1366	lowly_expressed	lowly_expressed
C3orf37|56941	1164.4587	C3orf37|56941	812.442
C3orf38|285237	615.8063	C3orf38|285237	448.14300000000003
C3orf39|84892	438.5564	C3orf39|84892	558.9601
C3orf42|84657	7.7661	C3orf42|84657	17.9511
C3orf47|339942	36.5464	C3orf47|339942	43.6397
C3orf52|79669	63.4993	C3orf52|79669	220.6747
C3orf54|389119	21.0142	C3orf54|389119	73.9709
lowly_expressed	lowly_expressed	C3orf55|152078	34.3547
C3orf57|165679	3179.0772	C3orf57|165679	124.1102
C3orf58|205428	459.1138	C3orf58|205428	1344.1659
C3orf59|151963	307.4463	C3orf59|151963	198.7001
C3orf62|375341	99.132	C3orf62|375341	150.7273
C3orf63|23272	1412.2567	C3orf63|23272	2228.1089
C3orf64|285203	238.0082	C3orf64|285203	1166.2024
C3orf67|200844	57.5605	C3orf67|200844	17.0226
C3orf70|285382	131.1101	C3orf70|285382	155.0604
C3orf71|646450	15.5322	C3orf71|646450	30.3343
C3orf75|54859	281.407	C3orf75|54859	324.9768
C3|718	8933.3029	C3|718	12824.822
C4A|720	5060.6944	C4A|720	5231.4113
C4BPA|722	10.9639	C4BPA|722	47.0443
C4orf10|317648	90.9182	C4orf10|317648	335.311
C4orf12|404201	11.4207	C4orf12|404201	72.7329
C4orf14|84273	866.1489	C4orf14|84273	896.3169
C4orf19|55286	253.8693	C4orf19|55286	199.5605
C4orf21|55345	192.3253	C4orf21|55345	108.3256
C4orf23|152992	116.4915	C4orf23|152992	344.4754
C4orf27|54969	248.9721	C4orf27|54969	329.6193
C4orf29|80167	120.603	C4orf29|80167	125.9672
C4orf31|79625	9.1366	C4orf31|79625	117.3011
C4orf32|132720	1520.3289	C4orf32|132720	1030.9502
C4orf33|132321	80.402	C4orf33|132321	241.4113
C4orf34|201895	1852.444	C4orf34|201895	1447.23
C4orf36|132989	18.2732	C4orf36|132989	24.7601
lowly_expressed	lowly_expressed	C4orf38|152641	27.5457
C4orf39|152756	5.0251	C4orf39|152756	30.0217
C4orf3|401152	2463.6820000000002	C4orf3|401152	3486.5367
C4orf41|60684	777.0672	C4orf41|60684	1200.2476
C4orf42|92070	132.0238	C4orf42|92070	363.355
C4orf43|55319	275.4683	C4orf43|55319	370.4735
C4orf46|201725	248.5153	C4orf46|201725	169.6812
C4orf47|441054	18.2732	C4orf47|441054	16.4036
C4orf48|401115	34.2622	C4orf48|401115	8.9755
lowly_expressed	lowly_expressed	C4orf49|84709	55.0913
C4orf52|389203	185.016	C4orf52|389203	402.3522
C4orf7|260436	5.0251	C4orf7|260436	258.7434
C5AR1|728	310.1873	C5AR1|728	36.8307
C5orf13|9315	551.3933	C5orf13|9315	785.2058
C5orf15|56951	1344.9063	C5orf15|56951	1547.5085
C5orf20|140947	137.5057	C5orf20|140947	14.5466
C5orf22|55322	905.8931	C5orf22|55322	553.6985
C5orf23|79614	89.0818	C5orf23|79614	90.684
C5orf24|134553	967.5651	C5orf24|134553	1659.8576
C5orf25|375484	68.5244	C5orf25|375484	222.0241
lowly_expressed	lowly_expressed	C5orf27|202299	33.7357
C5orf28|64417	417.5423	C5orf28|64417	335.8093
C5orf30|90355	307.4463	C5orf30|90355	483.4417
C5orf32|84418	272.2704	C5orf32|84418	418.4463
C5orf33|133686	625.8566	C5orf33|133686	1060.9718
C5orf34|375444	70.3518	C5orf34|375444	52.9248
C5orf35|133383	123.8008	C5orf35|133383	154.4413
C5orf36|285600	37.9169	C5orf36|285600	86.6605
C5orf38|153571	285.5185	C5orf38|153571	128.7527
C5orf39|389289	42.942	C5orf39|389289	53.2343
C5orf41|153222	238.0082	C5orf41|153222	1067.7809
C5orf42|65250	202.3755	C5orf42|65250	810.2755
C5orf43|643155	1365.0069	C5orf43|643155	1335.4998
C5orf44|80006	323.9607	C5orf44|80006	436.4779
C5orf45|51149	73.8465	C5orf45|51149	296.611
C5orf46|389336	5.9388	C5orf46|389336	22.9031
C5orf49|134121	81.3157	C5orf49|134121	33.4262
C5orf4|10826	63.0425	C5orf4|10826	1972.7639
C5orf51|285636	1199.1777	C5orf51|285636	985.4534
C5orf53|492311	126.5418	C5orf53|492311	624.8839
C5orf54|63920	85.4271	lowly_expressed	lowly_expressed
C5orf55|116349	130.1964	C5orf55|116349	46.7348
C5orf56|441108	122.5308	C5orf56|441108	120.8697
lowly_expressed	lowly_expressed	C5orf58|133874	5.571000000000001
C5orf62|85027	197.3504	C5orf62|85027	431.4454
C5|727	159.4335	C5|727	212.6277
C6orf105|84830	67.6108	C6orf105|84830	59.1148
C6orf106|64771	3095.4774	C6orf106|64771	2720.2105
C6orf108|10591	335.3129	C6orf108|10591	208.6041
C6orf115|58527	1213.7963	C6orf115|58527	284.7416
C6orf120|387263	627.9306	C6orf120|387263	1114.0978
lowly_expressed	lowly_expressed	C6orf122|401288	11.8539
C6orf123|26238	5.9388	C6orf123|26238	20.4271
C6orf124|653483	8.2229	C6orf124|653483	35.5927
C6orf125|84300	592.1836	C6orf125|84300	602.1201
C6orf126|389383	23.2983	lowly_expressed	lowly_expressed
C6orf127|340204	10.0503	lowly_expressed	lowly_expressed
C6orf129|154467	252.1699	C6orf129|154467	68.3999
C6orf130|221443	290.0685	C6orf130|221443	586.4407
C6orf132|647024	80.8588	C6orf132|647024	247.2919
C6orf134|79969	139.7899	C6orf134|79969	257.1959
C6orf136|221545	173.5952	C6orf136|221545	176.416
lowly_expressed	lowly_expressed	C6orf138|442213	21.3556
C6orf141|135398	287.3458	C6orf141|135398	83.5655
lowly_expressed	lowly_expressed	C6orf142|90523	5.2615
C6orf145|221749	246.688	C6orf145|221749	613.1229
lowly_expressed	lowly_expressed	C6orf147|387097	8.8858
C6orf150|115004	226.5875	C6orf150|115004	50.1393
C6orf153|88745	841.4801	C6orf153|88745	508.5113
C6orf154|221424	14.1617	C6orf154|221424	10.2136
C6orf155|79940	47.0534	C6orf155|79940	100.8976
lowly_expressed	lowly_expressed	C6orf15|29113	26.3076
C6orf162|57150	77.7296	C6orf162|57150	141.2473
C6orf163|206412	7.7661	C6orf163|206412	17.3321
C6orf164|63914	9.9817	C6orf164|63914	18.7651
C6orf165|154313	59.5889	C6orf165|154313	36.8369
C6orf167|253714	292.3709	C6orf167|253714	291.2411
C6orf168|84553	12.3344	C6orf168|84553	272.052
C6orf170|221322	94.5637	lowly_expressed	lowly_expressed
C6orf174|387104	28.063000000000002	C6orf174|387104	257.2454
C6orf182|285753	342.1654	C6orf182|285753	142.3708
lowly_expressed	lowly_expressed	C6orf186|728464	9.2851
C6orf192|116843	427.1357	C6orf192|116843	442.2779
C6orf1|221491	299.6802	C6orf1|221491	213.5562
lowly_expressed	lowly_expressed	C6orf201|404220	22.0118
C6orf203|51250	357.6976	C6orf203|51250	240.7923
C6orf204|387119	18.73	C6orf204|387119	72.1139
lowly_expressed	lowly_expressed	C6orf208|80069	11.9777
C6orf211|79624	4936.0439	C6orf211|79624	1273.29
lowly_expressed	lowly_expressed	C6orf217|100131814	24.7601
C6orf223|221416	6.3956	lowly_expressed	lowly_expressed
C6orf225|619208	23.2983	C6orf225|619208	223.4602
C6orf226|441150	54.3627	C6orf226|441150	47.6633
C6orf26|401251	22.8415	C6orf26|401251	27.8737
C6orf27|80737	47.0534	C6orf27|80737	102.1356
C6orf35|729515	239.8355	C6orf35|729515	503.2498
lowly_expressed	lowly_expressed	C6orf41|100133205	10.2136
C6orf47|57827	397.4418	C6orf47|57827	652.1201
C6orf48|50854	565.0982	C6orf48|50854	1769.1117
C6orf52|347744	32.8917	C6orf52|347744	14.5466
C6orf57|135154	103.2435	C6orf57|135154	95.3265
C6orf59|79992	5.482	C6orf59|79992	8.3565
C6orf62|81688	2618.8488	C6orf62|81688	3368.1492
C6orf64|55776	670.169	C6orf64|55776	674.0947
C6orf70|55780	248.0585	C6orf70|55780	390.9006
C6orf72|116254	906.8068	C6orf72|116254	844.0111
C6orf81|221481	7.3093	lowly_expressed	lowly_expressed
C6orf89|221477	1639.1046	C6orf89|221477	3541.009
C6orf97|80129	2674.7373	C6orf97|80129	736.6141
lowly_expressed	lowly_expressed	C6|729	160.3219
C7orf10|79783	30.6076	C7orf10|79783	69.6379
C7orf11|136647	363.6364	C7orf11|136647	261.8384
C7orf13|129790	170.8543	C7orf13|129790	115.1346
C7orf23|79161	240.6213	C7orf23|79161	350.9626
C7orf25|79020	222.0557	C7orf25|79020	342.6184
C7orf26|79034	403.3805	C7orf26|79034	502.3213
C7orf27|221927	1152.5811	C7orf27|221927	802.8474
C7orf28A|51622	1229.3285	C7orf28A|51622	543.7945
C7orf28B|221960	613.0653	C7orf28B|221960	458.37199999999996
C7orf29|113763	167.1996	C7orf29|113763	182.2965
C7orf30|115416	287.8026	C7orf30|115416	236.4593
C7orf31|136895	34.719	C7orf31|136895	152.5843
C7orf36|57002	137.9625	C7orf36|57002	183.5345
C7orf40|285958	216.0804	C7orf40|285958	300.5262
C7orf41|222166	447.69300000000004	C7orf41|222166	2379.7586
C7orf42|55069	3069.8949	C7orf42|55069	3476.6326
C7orf43|55262	315.2124	C7orf43|55262	257.8149
