gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
OGDHL|55753	78.8177	removed	removed
OGDH|4967	3093.9479	OGDH|4967	3448.6246
OGFOD1|55239	621.7452	OGFOD1|55239	943.3657
OGFOD2|79676	205.6861	OGFOD2|79676	112.1926
OGFRL1|79627	570.373	OGFRL1|79627	1142.3948
OGFR|11054	335.3132	OGFR|11054	455.9061
OGG1|4968	260.0281	OGG1|4968	237.8641
OGN|4969	198.0999	OGN|4969	8828.479
OGT|8473	2573.1879	OGT|8473	4081.3107
OIP5|11339	74.9367	OIP5|11339	6.5655
OLA1|29789	1969.0359	OLA1|29789	1444.9838
removed	removed	OLAH|55301	9.7087
OLFM1|10439	571.7804	OLFM1|10439	701.0518
OLFM2|93145	404.2928	OLFM2|93145	516.9903
OLFM4|10562	14.4265	OLFM4|10562	616.1003
OLFML1|283298	166.0802	OLFML1|283298	1412.6214
OLFML2A|169611	1242.7868	OLFML2A|169611	2308.2524
OLFML2B|25903	400.0704	OLFML2B|25903	800.5663
OLFML3|56944	605.5595	OLFML3|56944	2685.2751
OLR1|4973	36.9458	OLR1|4973	40.4531
OMA1|115209	1026.7417	OMA1|115209	368.12300000000005
OMD|4958	193.8776	OMD|4958	2033.1715
ONECUT1|3175	9.5004	removed	removed
ONECUT2|9480	786.418	ONECUT2|9480	8.0906
OPA1|4976	3920.8304	OPA1|4976	2519.822
OPA3|80207	323.3638	OPA3|80207	430.4207
OPCML|4978	7.7410000000000005	OPCML|4978	51.7799
OPHN1|4983	377.1992	OPHN1|4983	641.9903
OPLAH|26873	271.6397	OPLAH|26873	174.7573
OPN3|23596	481.6221	OPN3|23596	300.8414
OPRL1|4987	128.7825	OPRL1|4987	64.7249
OPTN|10133	874.0324	OPTN|10133	5858.4142
OR13A1|79290	10.9078	removed	removed
removed	removed	OR2A1|346528	14.1586
OR2A4|79541	57.354	OR2A4|79541	52.589
OR2A7|401427	305.4187	OR2A7|401427	163.4304
OR2A9P|441295	135.468	OR2A9P|441295	376.2136
removed	removed	OR2L13|284521	6.068
OR2T8|343172	8.7966	removed	removed
OR2W3|343171	232.9416	removed	removed
OR3A1|4994	8.0929	removed	removed
OR3A2|4995	5.9817	removed	removed
OR51E1|143503	35.1865	OR51E1|143503	177.58900000000003
removed	removed	OR51E2|81285	7.6861
OR7D2|162998	39.056999999999995	OR7D2|162998	18.2039
OR7E91P|79315	20.0563	removed	removed
ORAI1|84876	261.7875	ORAI1|84876	207.1197
ORAI2|80228	806.9986	ORAI2|80228	397.7832
ORAI3|93129	407.4595	ORAI3|93129	447.8155
ORAOV1|220064	185.4328	ORAOV1|220064	212.3786
ORC1L|4998	146.3758	ORC1L|4998	8.4951
ORC2L|4999	840.2533	ORC2L|4999	467.233
ORC3L|23595	628.0788	ORC3L|23595	741.5049
ORC4L|5000	695.9887	ORC4L|5000	595.0647
ORC5L|5001	407.8114	ORC5L|5001	354.7735
ORC6L|23594	52.4279	ORC6L|23594	10.5178
ORM1|5004	51.0204	removed	removed
ORM2|5005	22.5194	removed	removed
ORMDL1|94101	579.8733	ORMDL1|94101	656.9579
ORMDL2|29095	809.8593	ORMDL2|29095	310.9587
ORMDL3|94103	6176.2843	ORMDL3|94103	3506.4725
OS9|10956	6066.8543	OS9|10956	7342.233
OSBP2|23762	95.3554	OSBP2|23762	49.7573
OSBPL10|114884	362.4208	OSBPL10|114884	402.5081
OSBPL11|114885	638.9866	OSBPL11|114885	1154.9353
OSBPL1A|114876	940.183	OSBPL1A|114876	3169.0939
OSBPL2|9885	1719.5637	OSBPL2|9885	1034.3851
OSBPL3|26031	152.0056	OSBPL3|26031	337.3786
OSBPL5|114879	830.753	OSBPL5|114879	520.2265
OSBPL6|114880	243.1386	OSBPL6|114880	102.3463
OSBPL7|114881	205.84099999999998	OSBPL7|114881	112.4595
OSBPL8|114882	1857.4947	OSBPL8|114882	3710.3559999999998
OSBPL9|114883	1535.8902	OSBPL9|114883	2979.3689
OSBP|5007	2187.1921	OSBP|5007	2713.9968
OSCAR|126014	10.5559	OSCAR|126014	33.1715
OSCP1|127700	277.9733	OSCP1|127700	163.835
OSGEPL1|64172	181.5623	OSGEPL1|64172	196.1974
OSGEP|55644	217.4525	OSGEP|55644	265.7767
OSGIN1|29948	293.1034	OSGIN1|29948	183.657
OSGIN2|734	2461.6467	OSGIN2|734	1683.6570000000002
OSMR|9180	753.3427	OSMR|9180	1466.8285
removed	removed	OSM|5008	8.4951
OSR1|130497	8.0929	OSR1|130497	216.8285
OSR2|116039	131.5975	OSR2|116039	240.6958
OST4|100128731	1544.3279	OST4|100128731	1361.2419
OSTCL|202459	9.5004	OSTCL|202459	7.2816
OSTC|58505	1492.9627	OSTC|58505	1043.6893
OSTF1|26578	867.6988	OSTF1|26578	921.1165
OSTM1|28962	932.4419	OSTM1|28962	1779.5307
OSTalpha|200931	45.3906	OSTalpha|200931	15.7767
removed	removed	OTC|5009	8.4951
removed	removed	OTOA|146183	19.4175
OTUB1|55611	707.2484	OTUB1|55611	713.5922
OTUB2|78990	219.2118	OTUB2|78990	40.4531
OTUD1|220213	257.5651	OTUD1|220213	732.2006
OTUD3|23252	424.349	OTUD3|23252	400.89
OTUD4|54726	1439.8311	OTUD4|54726	1684.8706
OTUD5|55593	860.3096	OTUD5|55593	1082.1197
OTUD6B|51633	388.10699999999997	OTUD6B|51633	241.1003
removed	removed	OTUD7A|161725	14.1586
OTUD7B|56957	1520.0563	OTUD7B|56957	1709.9515
OTX1|5013	32.3716	removed	removed
OVCA2|124641	362.1042	OVCA2|124641	218.7419
OVCH2|341277	5.6298	removed	removed
OVGP1|5016	119.6341	OVGP1|5016	36.4078
OVOL1|5017	518.6488	OVOL1|5017	19.4175
OVOL2|58495	225.5454	OVOL2|58495	25.89
OXA1L|5018	1904.9965	OXA1L|5018	2012.5405
OXCT1|5019	339.1977	OXCT1|5019	2190.9385
OXER1|165140	21.1119	OXER1|165140	20.6311
removed	removed	OXGR1|27199	21.8447
OXNAD1|92106	194.9331	OXNAD1|92106	186.8932
OXR1|55074	2467.2766	OXR1|55074	2104.7735
OXSM|54995	153.4131	OXSM|54995	124.5955
OXSR1|9943	676.2843	OXSR1|9943	1700.2427
OXTR|5021	765.3061	OXTR|5021	5528.3172
removed	removed	P2RX1|5023	23.0583
P2RX4|5025	576.0028	P2RX4|5025	276.2945
P2RX5|5026	8.8951	P2RX5|5026	19.1303
removed	removed	P2RX6|9127	86.165
P2RX7|5027	207.9521	P2RX7|5027	123.3819
P2RY10|27334	8.7966	P2RY10|27334	20.2265
P2RY11|5032	25.1548	P2RY11|5032	34.3851
removed	removed	P2RY12|64805	307.8479
P2RY13|53829	16.1858	P2RY13|53829	293.6893
P2RY14|9934	25.6861	P2RY14|9934	403.7217
P2RY1|5028	23.9268	P2RY1|5028	42.0712
P2RY2|5029	274.1027	P2RY2|5029	30.7443
P2RY6|5031	21.4638	P2RY6|5031	59.0615
P2RY8|286530	53.4835	P2RY8|286530	83.7379
P4HA1|5033	2260.7319	P4HA1|5033	1077.6699
P4HA2|8974	935.9606	P4HA2|8974	808.6569999999999
P4HA3|283208	114.0042	P4HA3|283208	34.7896
P4HB|5034	21476.7769	P4HB|5034	9146.4401
P4HTM|54681	558.4096	P4HTM|54681	228.1553
P704P|641455	21.1119	P704P|641455	21.8447
PA2G4P4|647033	48.5574	PA2G4P4|647033	38.835
PA2G4|5036	2591.4849	PA2G4|5036	2705.0971
PAAF1|80227	265.658	PAAF1|80227	320.3883
PABPC1L|80336	130.8937	PABPC1L|80336	52.1845
PABPC1|26986	38057.7058	PABPC1|26986	20559.466
PABPC3|5042	440.18300000000005	PABPC3|5042	232.6052
PABPC4L|132430	23.2231	PABPC4L|132430	77.6699
PABPC4|8761	4717.8044	PABPC4|8761	2558.657
PABPC5|140886	11.6115	PABPC5|140886	89.4013
PABPN1|8106	2116.7769	PABPN1|8106	1607.1926
PACRGL|133015	203.3779	PACRGL|133015	186.0841
removed	removed	PACRG|135138	19.822
PACS1|55690	1740.6756	PACS1|55690	2172.7346
PACS2|23241	982.0549	PACS2|23241	1291.2621
PACSIN1|29993	960.943	PACSIN1|29993	6.877000000000001
PACSIN2|11252	979.5918	PACSIN2|11252	940.9385
PACSIN3|29763	87.2625	PACSIN3|29763	128.2362
PADI2|11240	150.95	PADI2|11240	776.2945
PADI3|51702	46.798	removed	removed
PAF1|54623	858.1985	PAF1|54623	1084.5469
PAFAH1B1|5048	3268.8248	PAFAH1B1|5048	5458.3333
PAFAH1B2|5049	827.5862	PAFAH1B2|5049	768.6084
PAFAH1B3|5050	384.5496	PAFAH1B3|5050	65.4288
PAFAH2|5051	672.7657	PAFAH2|5051	392.3948
PAG1|55824	318.4377	PAG1|55824	374.1909
PAH|5053	141.0978	removed	removed
PAICS|10606	2074.9472	PAICS|10606	1271.0356
PAIP1|10605	1958.1281	PAIP1|10605	1314.3204
PAIP2B|400961	712.1745	PAIP2B|400961	389.1586
PAIP2|51247	2071.7804	PAIP2|51247	2794.0939
PAK1IP1|55003	352.5686	PAK1IP1|55003	314.7249
PAK1|5058	1104.152	PAK1|5058	873.7864
PAK2|5062	5718.1562	PAK2|5062	4149.6764
removed	removed	PAK3|5063	75.2427
PAK4|10298	631.9493	PAK4|10298	293.2848
removed	removed	PAK6|56924	38.4304
removed	removed	PAK7|57144	38.0259
PALB2|79728	547.1499	PALB2|79728	338.1877
PALLD|23022	2185.7776	PALLD|23022	8306.6343
PALM2-AKAP2|445815	604.8944	PALM2-AKAP2|445815	8528.1189
PALM2|114299	30.4082	PALM2|114299	64.0736
PALM3|342979	196.6925	PALM3|342979	19.822
PALMD|54873	260.38	PALMD|54873	7559.8706
PALM|5064	441.2386	PALM|5064	2322.411
PAMR1|25891	18.6488	PAMR1|25891	1701.4563
PAM|5066	3753.3427	PAM|5066	10074.4337
PAN2|9924	582.6882	PAN2|9924	679.6117
PAN3|255967	1949.6833	PAN3|255967	1266.5858
PANK1|53354	223.4342	PANK1|53354	87.3786
PANK2|80025	680.5067	PANK2|80025	565.9385
PANK3|79646	4858.9022	PANK3|79646	758.8997
PANK4|55229	493.6664	PANK4|55229	262.1359
PANX1|24145	581.6327	PANX1|24145	421.1165
PANX2|56666	197.0443	PANX2|56666	14.9676
PAOX|196743	29.2048	PAOX|196743	62.2977
PAPD4|167153	1623.1527	PAPD4|167153	1375.8091
PAPD5|64282	472.9064	PAPD5|64282	485.0324
PAPD7|11044	545.3906	PAPD7|11044	844.2557
PAPLN|89932	220.2674	PAPLN|89932	594.2557
PAPOLA|10914	5588.67	PAPOLA|10914	3799.3528
PAPOLG|64895	671.0063	PAPOLG|64895	529.1262
PAPPA2|60676	5.6298	PAPPA2|60676	173.5437
PAPPA|5069	24.6305	PAPPA|5069	162.2168
PAPSS1|9061	1868.7544	PAPSS1|9061	1368.932
PAPSS2|9060	179.0992	PAPSS2|9060	2206.7152
PAQR3|152559	414.5039	PAQR3|152559	331.3794
PAQR4|124222	442.0584	PAQR4|124222	114.8665
PAQR5|54852	16.8895	PAQR5|54852	51.3754
PAQR6|79957	23.5749	PAQR6|79957	13.754000000000001
PAQR7|164091	190.7108	PAQR7|164091	286.8123
PAQR8|85315	64.0394	PAQR8|85315	281.5534
PAR-SN|347746	125.8198	PAR-SN|347746	136.1529
PAR5|8123	65.7987	PAR5|8123	82.9288
PARD3B|117583	32.3716	PARD3B|117583	448.6246
PARD3|56288	1604.8557	PARD3|56288	1108.8188
PARD6A|50855	11.9634	PARD6A|50855	52.589
PARD6B|84612	1929.9789	PARD6B|84612	81.7152
PARD6G|84552	197.3962	PARD6G|84552	268.6084
PARG|8505	842.7164	PARG|8505	483.4142
PARK2|5071	95.3554	PARK2|5071	185.6796
PARK7|11315	4855.3835	PARK7|11315	3070.7929
PARL|55486	486.2773	PARL|55486	934.8706
PARM1|25849	224.1379	PARM1|25849	2759.3042
PARN|5073	2095.3554	PARN|5073	978.9644
PARP10|84875	731.1752	PARP10|84875	519.0129
PARP11|57097	520.4082	PARP11|57097	375.8091
PARP12|64761	487.3329	PARP12|64761	413.4304
PARP14|54625	3054.1872	PARP14|54625	2629.4498
removed	removed	PARP15|165631	41.6667
PARP16|54956	281.4919	PARP16|54956	283.5761
PARP1|142	14671.0063	PARP1|142	2716.0194
PARP2|10038	507.741	PARP2|10038	426.7799
PARP3|10039	256.5095	PARP3|10039	560.2751
PARP4|143	3898.3109999999997	PARP4|143	2800.9709
PARP6|56965	482.4068	PARP6|56965	682.0388
PARP8|79668	50.3167	PARP8|79668	319.9838
PARP9|83666	1300.1689	PARP9|83666	1124.1909
PARS2|25973	179.4511	PARS2|25973	86.5696
PART1|25859	9.5004	PART1|25859	12.945
PARVA|55742	2195.9887	PARVA|55742	6571.6019
PARVB|29780	199.8593	PARVB|29780	803.3981
PARVG|64098	20.76	PARVG|64098	173.1392
PASK|23178	366.2913	PASK|23178	80.0971
PATL1|219988	957.4243	PATL1|219988	1155.3398
removed	removed	PATL2|197135	5.6634
PATZ1|23598	942.2942	PATZ1|23598	759.7087
PAWR|5074	371.5693	PAWR|5074	248.7864
PAX2|5076	32.0197	removed	removed
removed	removed	PAX3|5077	21.0356
PAX6|5080	113.6524	PAX6|5080	69.1748
PAX8|7849	16.1858	PAX8|7849	32.3625
PAX9|5083	13.3709	PAX9|5083	26.699
PAXIP1|22976	537.2695	PAXIP1|22976	282.3544
PBK|55872	430.6826	PBK|55872	5.2589
PBLD|64081	114.708	PBLD|64081	289.644
PBRM1|55193	1867.3469	PBRM1|55193	3034.7896
PBX1|5087	51229.064000000006	PBX1|5087	4936.8932
PBX2|5089	1264.2505	PBX2|5089	930.4207
PBX3|5090	130.19	PBX3|5090	670.3074
PBX4|80714	17.5932	removed	removed
PBXIP1|57326	1806.4743	PBXIP1|57326	4309.0615
PCBD1|5092	4513.7227	PCBD1|5092	702.6699
PCBD2|84105	509.1239	PCBD2|84105	281.5534
PCBP1|5093	5656.228	PCBP1|5093	6383.4951
PCBP2|5094	11206.5095	PCBP2|5094	10288.0987
PCBP3|54039	9.5004	PCBP3|54039	146.8447
PCBP4|57060	154.8205	PCBP4|57060	355.5825
PCCA|5095	563.0225	PCCA|5095	870.085
PCCB|5096	1723.9901	PCCB|5096	1300.3762
removed	removed	PCDH10|57575	13.754000000000001
removed	removed	PCDH11X|27328	33.5761
PCDH12|51294	209.7115	PCDH12|51294	705.9061
PCDH17|27253	139.3385	PCDH17|27253	151.2945
PCDH18|54510	647.7833	PCDH18|54510	3964.8058
PCDH19|57526	98.1703	PCDH19|57526	573.2201
PCDH1|5097	3965.5172	PCDH1|5097	1362.055
PCDH20|64881	31.316	PCDH20|64881	14.9676
PCDH7|5099	297.3258	PCDH7|5099	503.2362
PCDH9|5101	5.278	PCDH9|5101	724.5146
PCDHA10|56139	7.2836	PCDHA10|56139	87.6942
PCDHA11|56138	30.0457	PCDHA11|56138	7.7468
PCDHA12|56137	8.5644	PCDHA12|56137	10.7484
PCDHA13|56136	228.9761	PCDHA13|56136	25.9061
PCDHA1|56147	85.2885	removed	removed
PCDHA2|56146	30.9641	PCDHA2|56146	8.0906
PCDHA3|56145	319.6728	PCDHA3|56145	43.5073
PCDHA4|56144	500.4891	PCDHA4|56144	26.9417
removed	removed	PCDHA5|56143	7.1036
PCDHA6|56142	5.3871	PCDHA6|56142	12.8519
PCDHA7|56141	14.1696	removed	removed
PCDHA8|56140	9.6129	removed	removed
PCDHAC1|56135	15.7037	PCDHAC1|56135	17.2532
PCDHAC2|56134	194.8839	PCDHAC2|56134	50.5542
PCDHB10|56126	31.316	PCDHB10|56126	94.6602
PCDHB11|56125	60.5208	PCDHB11|56125	92.6375
PCDHB12|56124	37.6495	PCDHB12|56124	98.301
PCDHB13|56123	229.4159	PCDHB13|56123	97.8964
PCDHB14|56122	102.7445	PCDHB14|56122	168.2848
PCDHB15|56121	32.3716	PCDHB15|56121	84.5469
PCDHB16|57717	362.4208	PCDHB16|57717	234.6278
PCDHB18|54660	13.019	PCDHB18|54660	18.2039
PCDHB19P|84054	11.6115	PCDHB19P|84054	11.7314
PCDHB2|56133	433.8494	PCDHB2|56133	118.5275
PCDHB3|56132	20.4082	PCDHB3|56132	72.8155
PCDHB4|56131	35.8902	PCDHB4|56131	216.0194
PCDHB5|26167	16.1858	PCDHB5|26167	94.2557
PCDHB6|56130	12.6671	PCDHB6|56130	55.4207
PCDHB7|56129	82.6882	PCDHB7|56129	109.6278
PCDHB8|56128	561.2245	PCDHB8|56128	70.3883
PCDHB9|56127	39.4089	PCDHB9|56127	91.4239
PCDHGA10|56106	13.019	PCDHGA10|56106	135.7079
PCDHGA11|56105	7.1464	PCDHGA11|56105	69.3487
PCDHGA12|26025	27.4455	PCDHGA12|26025	141.1812
PCDHGA1|56114	64.3913	PCDHGA1|56114	13.754000000000001
PCDHGA2|56113	34.4828	PCDHGA2|56113	205.2832
PCDHGA3|56112	9.5602	PCDHGA3|56112	71.1974
PCDHGA4|56111	61.9282	PCDHGA4|56111	106.3633
PCDHGA5|56110	26.7417	PCDHGA5|56110	199.4862
PCDHGA6|56109	29.9085	PCDHGA6|56109	95.712
PCDHGA7|56108	17.9451	PCDHGA7|56108	32.0146
PCDHGA8|9708	5.6298	PCDHGA8|9708	9.3042
PCDHGA9|56107	29.5496	PCDHGA9|56107	118.4466
PCDHGB1|56104	320.2639	PCDHGB1|56104	86.9701
PCDHGB2|56103	63.3075	PCDHGB2|56103	63.9159
PCDHGB3|56102	31.316	PCDHGB3|56102	26.2945
PCDHGB4|8641	120.3378	PCDHGB4|8641	102.3139
PCDHGB5|56101	1278.6488	PCDHGB5|56101	241.3471
PCDHGB6|56100	60.5489	PCDHGB6|56100	208.4223
PCDHGB7|56099	51.9036	PCDHGB7|56099	616.6343
PCDHGC3|5098	2441.4004	PCDHGC3|5098	3167.0631
PCDHGC4|56098	11.7734	removed	removed
PCDHGC5|56097	7.3892	PCDHGC5|56097	5.6634
removed	removed	PCDP1|200373	11.3269
PCF11|51585	1737.1569	PCF11|51585	1735.4369
PCGF1|84759	188.9514	PCGF1|84759	141.9903
PCGF2|7703	968.9796	PCGF2|7703	454.2799
PCGF3|10336	3051.0204	PCGF3|10336	1029.5307
PCGF5|84333	968.684	PCGF5|84333	2096.6828
PCGF6|84108	174.1731	PCGF6|84108	247.5728
PCID2|55795	841.6608	PCID2|55795	649.6764
PCIF1|63935	615.4117	PCIF1|63935	747.9773
removed	removed	PCK1|5105	860.8414
PCK2|5106	632.3012	PCK2|5106	578.0744
PCLO|27445	363.4764	PCLO|27445	796.1165
PCM1|5108	2814.5672	PCM1|5108	5035.1942
PCMT1|5110	3642.1534	PCMT1|5110	1609.6278
PCMTD1|115294	3898.3109999999997	PCMTD1|115294	3222.4919
PCMTD2|55251	3499.6481	PCMTD2|55251	1483.8188
PCNA|5111	2068.9655	PCNA|5111	700.6472
PCNP|57092	2247.361	PCNP|57092	2996.7638
PCNT|5116	1053.4835	PCNT|5116	867.3139
PCNXL2|80003	726.9529	PCNXL2|80003	347.4919
PCNXL3|399909	1697.7481	PCNXL3|399909	591.0194
PCNX|22990	2277.9733	PCNX|22990	3506.4725
PCOLCE2|26577	29.2048	PCOLCE2|26577	9058.657
PCOLCE|5118	420.1196	PCOLCE|5118	1891.1570000000002
PCOTH|542767	13.1492	PCOTH|542767	7.0388
PCP2|126006	9.5004	removed	removed
PCP4L1|654790	9.5004	PCP4L1|654790	45.3074
PCSK1|5122	7.0373	PCSK1|5122	13.754000000000001
removed	removed	PCSK2|5126	6.068
PCSK4|54760	23.2231	removed	removed
PCSK5|5125	62.6319	PCSK5|5125	888.7539999999999
PCSK6|5046	999.2963	PCSK6|5046	550.5663
PCSK7|9159	293.9901	PCSK7|9159	603.6125
PCTP|58488	1585.1513	PCTP|58488	486.6505
PCYOX1L|78991	462.3505	PCYOX1L|78991	205.5016
PCYOX1|51449	7779.7326	PCYOX1|51449	11733.0097
PCYT1A|5130	683.3216	PCYT1A|5130	774.2718
removed	removed	PCYT1B|9468	22.6537
PCYT2|5833	391.9775	PCYT2|5833	286.0032
PC|5091	319.1414	PC|5091	2500.4045
PDAP1|11333	1334.2716	PDAP1|11333	1419.4984
PDCD10|11235	998.5925	PDCD10|11235	650.0809
PDCD11|22984	1174.8768	PDCD11|22984	792.0712
PDCD1LG2|80380	13.019	PDCD1LG2|80380	222.4919
PDCD2L|84306	87.6144	PDCD2L|84306	79.288
PDCD2|5134	1075.2991	PDCD2|5134	638.3495
PDCD4|27250	1028.2160000000001	PDCD4|27250	4335.627
PDCD5|9141	242.4349	PDCD5|9141	575.6472
PDCD6IP|10015	3825.1232	PDCD6IP|10015	5459.9515
PDCD6|10016	2465.8691	PDCD6|10016	945.3883
PDCD7|10081	439.4792	PDCD7|10081	560.2751
PDCL3|79031	791.696	PDCL3|79031	290.8576
PDCL|5082	726.9529	PDCL|5082	547.3301
PDDC1|347862	989.7959	PDDC1|347862	605.9871
PDE10A|10846	61.2245	PDE10A|10846	257.6861
PDE11A|50940	52.7797	PDE11A|50940	857.2006
PDE12|201626	745.9536	PDE12|201626	529.1262
PDE1A|5136	84.4476	PDE1A|5136	277.1036
PDE1B|5153	29.9085	PDE1B|5153	560.6796
removed	removed	PDE1C|5137	152.1036
PDE2A|5138	124.5602	PDE2A|5138	2456.7152
PDE3A|5139	35.1865	PDE3A|5139	317.1521
PDE3B|5140	44.335	PDE3B|5140	4106.7961
PDE4A|5141	982.0549	PDE4A|5141	603.9644
PDE4B|5142	143.209	PDE4B|5142	782.7669999999999
removed	removed	PDE4C|5143	6.068
PDE4DIP|9659	2116.8191	PDE4DIP|9659	5031.5534
PDE4D|5144	58.67	PDE4D|5144	301.5817
PDE5A|8654	351.4251	PDE5A|8654	1260.3479
removed	removed	PDE6B|5158	26.2945
PDE6D|5147	423.6453	PDE6D|5147	239.4822
removed	removed	PDE6G|5148	5.2589
PDE7A|5150	1450.7389	PDE7A|5150	547.7346
PDE7B|27115	55.5947	PDE7B|27115	330.0971
PDE8A|5151	641.0978	PDE8A|5151	1197.0065
PDE8B|8622	542.5757	PDE8B|8622	824.4337
PDE9A|5152	43.2794	PDE9A|5152	263.754
PDF|64146	189.6939	PDF|64146	75.1214
PDGFA|5154	123.8564	PDGFA|5154	319.9838
PDGFB|5155	1889.8663	PDGFB|5155	909.7896
PDGFC|56034	1403.2372	PDGFC|56034	1388.3495
PDGFD|80310	1413.7931	PDGFD|80310	1680.0162
PDGFRA|5156	824.9754	PDGFRA|5156	5529.0655
PDGFRB|5159	2956.0169	PDGFRB|5159	6987.8641
PDGFRL|5157	77.0584	PDGFRL|5157	2760.1133
PDHA1|5160	666.6995	PDHA1|5160	1551.7152
PDHB|5162	901.4778	PDHB|5162	1154.9353
PDHX|8050	1323.5362	PDHX|8050	803.5558
removed	removed	PDIA2|64714	10.1214
PDIA3P|171423	3605.5595	PDIA3P|171423	2050.9709
PDIA3|2923	13503.4624	PDIA3|2923	7836.5372
PDIA4|9601	3421.1823	PDIA4|9601	1896.4401
PDIA5|10954	702.3223	PDIA5|10954	336.9741
PDIA6|10130	5049.8381	PDIA6|10130	4110.8131
PDIK1L|149420	756.5095	PDIK1L|149420	368.12300000000005
PDK1|5163	182.266	PDK1|5163	496.7638
PDK2|5164	1001.4075	PDK2|5164	1334.5469
PDK3|5165	340.9571	PDK3|5165	207.9288
PDK4|5166	430.3308	PDK4|5166	19290.4531
PDLIM1|9124	1405.3483	PDLIM1|9124	3798.1392
PDLIM2|64236	229.7678	PDLIM2|64236	400.0809
PDLIM3|27295	149.8944	PDLIM3|27295	1390.3722
PDLIM4|8572	99.5778	PDLIM4|8572	302.589
PDLIM5|10611	17122.8008	PDLIM5|10611	3673.1392
PDLIM7|9260	221.32299999999998	PDLIM7|9260	541.2621
PDP1|54704	521.8156	PDP1|54704	896.4401
PDP2|57546	171.3582	PDP2|57546	685.2751
PDPK1|5170	2641.7699	PDPK1|5170	1458.7621
PDPN|10630	100.6334	PDPN|10630	494.7411
PDPR|55066	886.8297	PDPR|55066	2006.7638
PDRG1|81572	443.3498	PDRG1|81572	220.8738
PDS5A|23244	4470.0915	PDS5A|23244	3258.8997
PDS5B|23047	2242.4349	PDS5B|23047	1331.7152
PDSS1|23590	93.2266	PDSS1|23590	38.0259
PDSS2|57107	1619.9859	PDSS2|57107	437.2977
PDXDC1|23042	10765.3061	PDXDC1|23042	2760.9223
PDXDC2|283970	77.0584	PDXDC2|283970	215.2104
PDXK|8566	2216.7488	PDXK|8566	3183.2524
PDXP|57026	280.373	PDXP|57026	105.5825
PDZD11|51248	732.2308	PDZD11|51248	562.7023
PDZD2|23037	227.3047	PDZD2|23037	6375.4045
PDZD4|57595	42.5757	PDZD4|57595	94.2557
PDZD7|79955	12.3153	removed	removed
PDZD8|118987	484.1661	PDZD8|118987	802.1845
PDZK1IP1|10158	491.5552	PDZK1IP1|10158	85.35600000000001
PDZK1P1|728939	112.9486	PDZK1P1|728939	8.0906
PDZK1|5174	1143.2089999999998	PDZK1|5174	51.7799
PDZRN3|23024	162.2097	PDZRN3|23024	1703.0744
removed	removed	PDZRN4|29951	181.6343
PEA15|8682	2768.1209999999996	PEA15|8682	10781.9579
PEAR1|375033	95.3554	PEAR1|375033	826.0518
PEBP1|5037	4590.0774	PEBP1|5037	6488.2686
PECAM1|5175	836.3828	PECAM1|5175	4840.6149
PECI|10455	602.0408	PECI|10455	1221.6748
PECR|55825	213.5925	PECR|55825	627.6739
PEF1|553115	2638.9866	PEF1|553115	1320.3883
PEG10|23089	30.9641	PEG10|23089	926.3754
removed	removed	PEG3AS|100169890	12.3625
PEG3|5178	76.9986	PEG3|5178	1064.822
PELI1|57162	691.7664	PELI1|57162	1136.3269
PELI2|57161	73.1879	PELI2|57161	660.1942
PELI3|246330	137.5792	PELI3|246330	255.6634
PELO|53918	676.4039	PELO|53918	376.4604
PELP1|27043	784.6587	PELP1|27043	824.0291
PEMT|10400	86.9106	PEMT|10400	1014.1586
removed	removed	PENK|5179	74.4337
PEPD|5184	551.7241	PEPD|5184	1859.2233
PER1|5187	108.0225	PER1|5187	1373.7864
PER2|8864	567.9099	PER2|8864	821.6019
PER3|8863	1725.5454	PER3|8863	1727.7508
PERP|64065	7920.1267	PERP|64065	3438.9159
PES1|23481	569.6692	PES1|23481	747.5728
PET112L|5188	268.4729	PET112L|5188	406.9579
PEX10|5192	407.2449	PEX10|5192	312.2168
PEX11A|8800	540.4645	PEX11A|8800	400.0809
PEX11B|8799	1085.1513	PEX11B|8799	568.7702
PEX11G|92960	80.5771	PEX11G|92960	37.6214
PEX12|5193	442.9979	PEX12|5193	308.2524
PEX13|5194	2073.1879	PEX13|5194	602.3463
PEX14|5195	269.5285	PEX14|5195	302.589
PEX16|9409	233.9901	PEX16|9409	169.4984
PEX19|5824	4170.38	PEX19|5824	4843.4466
PEX1|5189	758.2688	removed	removed
PEX26|55670	658.3603	PEX26|55670	429.7371
PEX2|5828	1935.2569	PEX2|5828	923.5437
PEX3|8504	396.1999	PEX3|8504	341.8285
PEX5L|51555	33.779	removed	removed
PEX5|5830	1132.6531	PEX5|5830	1237.8641
PEX6|5190	473.962	PEX6|5190	361.6505
PEX7|5191	400.4222	PEX7|5191	127.4272
PFAS|5198	331.8086	PFAS|5198	328.47900000000004
PFDN1|5201	811.0486	PFDN1|5201	1082.1197
PFDN2|5202	954.6094	PFDN2|5202	394.0129
PFDN4|5203	2233.6383	PFDN4|5203	362.4595
PFDN5|5204	3297.3258	PFDN5|5204	4029.5307
PFDN6|10471	519.0007	PFDN6|10471	254.4498
PFKFB1|5207	28.5011	PFKFB1|5207	339.4013
