gene_id	TCGA-BH-A18V-06A-11R-A213-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
ALPK1|80216	1023.8184	ALPK1|80216	471.6895
ALPK2|115701	63.5894	ALPK2|115701	23.4866
ALPK3|57538	60.6858	lowly_expressed	lowly_expressed
ALPL|249	205.5767	ALPL|249	1787.9183
ALPP|250	9.0012	lowly_expressed	lowly_expressed
ALS2CL|259173	1029.045	ALS2CL|259173	654.6893
ALS2CR11|151254	20.035	ALS2CR11|151254	5.8717
ALS2CR4|65062	439.0282	ALS2CR4|65062	1016.7746
ALS2CR8|79800	201.5116	ALS2CR8|79800	84.6497
ALS2|57679	443.9644	ALS2|57679	430.5879
ALX3|257	58.3629	ALX3|257	18.5936
ALX4|60529	22.3579	ALX4|60529	7.3396
AMACR|23600	216.9008	AMACR|23600	214.8046
lowly_expressed	lowly_expressed	AMBP|259	15.1684
AMBRA1|55626	992.4593	AMBRA1|55626	846.9859
AMD1|262	1164.9347	AMD1|262	1382.285
AMDHD1|144193	6.6783	AMDHD1|144193	31.3155
AMDHD2|51005	478.6424	AMDHD2|51005	372.713
AMFR|267	2696.8876	AMFR|267	3179.0108
AMICA1|120425	448.0295	AMICA1|120425	297.9864
AMIGO1|57463	21.7772	AMIGO1|57463	53.3342
AMIGO2|347902	189.3164	AMIGO2|347902	3181.9466
AMIGO3|386724	71.1388	AMIGO3|386724	68.9919
AMMECR1L|83607	878.3468	AMMECR1L|83607	663.4968
AMMECR1|9949	341.7568	AMMECR1|9949	161.4705
AMN1|196394	169.5717	AMN1|196394	254.4383
AMN|81693	15.9699	lowly_expressed	lowly_expressed
AMOTL1|154810	549.366	AMOTL1|154810	1127.3574
AMOTL2|51421	2462.8554	AMOTL2|51421	4013.7641
AMOT|154796	1665.5197	AMOT|154796	822.5207
AMPD1|270	5.5169	AMPD1|270	88.5641
AMPD2|271	891.4131	AMPD2|271	877.8121
AMPD3|272	440.7704	AMPD3|272	209.9116
AMPH|273	5.8073	AMPH|273	30.8262
AMT|275	100.991	AMT|275	686.8953
lowly_expressed	lowly_expressed	AMY1A|276	25.4438
lowly_expressed	lowly_expressed	AMY2A|279	12.7219
AMY2B|280	93.6913	AMY2B|280	702.9592
AMZ1|155185	22.9386	AMZ1|155185	10.2754
AMZ2P1|201283	177.9923	AMZ2P1|201283	437.9275
AMZ2|51321	860.3443	AMZ2|51321	1437.0871
ANAPC10|10393	177.7019	ANAPC10|10393	148.7485
ANAPC11|51529	741.2957	ANAPC11|51529	1226.1969
ANAPC13|25847	815.3497	ANAPC13|25847	1620.3903
ANAPC16|119504	1367.8981	ANAPC16|119504	2727.3828
ANAPC1|64682	1317.9557	ANAPC1|64682	261.7779
ANAPC2|29882	813.3056	ANAPC2|29882	1066.6836
ANAPC4|29945	390.82800000000003	ANAPC4|29945	640.9888
ANAPC5|51433	2053.4441	ANAPC5|51433	2833.0726
ANAPC7|51434	578.1119	ANAPC7|51434	1054.451
ANGEL1|23357	947.4531	ANGEL1|23357	408.5692
ANGEL2|90806	1020.0437	ANGEL2|90806	410.0371
ANGPT1|284	92.6257	ANGPT1|284	83.6711
ANGPT2|285	273.2312	ANGPT2|285	172.2352
ANGPTL1|9068	13.0663	ANGPTL1|9068	175.171
ANGPTL2|23452	483.1633	ANGPTL2|23452	4147.3442
ANGPTL4|51129	585.9517	ANGPTL4|51129	3323.3556
lowly_expressed	lowly_expressed	ANGPTL5|253935	10.2754
ANGPTL6|83854	15.6244	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	239.2699
ANG|283	91.3945	ANG|283	831.9007
ANK1|286	32.5206	ANK1|286	20.0615
ANK2|287	125.4366	ANK2|287	1114.1462
ANK3|288	901.5758	ANK3|288	545.5744
ANKAR|150709	41.8122	ANKAR|150709	43.0588
ANKDD1A|348094	48.2002	ANKDD1A|348094	126.7298
ANKFY1|51479	1601.9303	ANKFY1|51479	1429.2582
ANKHD1-EIF4EBP3|404734	363.7459	ANKHD1-EIF4EBP3|404734	855.676
ANKHD1|54882	2366.8412	ANKHD1|54882	1513.7219
ANKH|56172	2243.3413	ANKH|56172	1572.1351
ANKIB1|54467	1744.2079999999999	ANKIB1|54467	461.9034
lowly_expressed	lowly_expressed	ANKK1|255239	65.0775
ANKLE1|126549	21.1006	ANKLE1|126549	29.3583
ANKLE2|23141	1716.9139	ANKLE2|23141	1875.0145
ANKMY1|51281	155.344	ANKMY1|51281	228.0159
ANKMY2|57037	428.5752	ANKMY2|57037	649.7963
ANKRA2|57763	137.9222	ANKRA2|57763	315.6013
ANKRD10|55608	1690.0989	ANKRD10|55608	1536.4159
ANKRD11|29123	5787.7885	ANKRD11|29123	1634.1936
ANKRD12|23253	907.383	ANKRD12|23253	993.7773
ANKRD13A|88455	999.428	ANKRD13A|88455	1112.1889
ANKRD13B|124930	115.5643	ANKRD13B|124930	218.2298
ANKRD13C|81573	377.181	ANKRD13C|81573	382.1467
ANKRD13D|338692	834.2117	ANKRD13D|338692	872.9191
ANKRD16|54522	301.2628	ANKRD16|54522	202.0044
ANKRD17|26057	3835.6896	ANKRD17|26057	1047.1115
ANKRD19|138649	92.0449	ANKRD19|138649	86.1176
ANKRD1|27063	11.0338	lowly_expressed	lowly_expressed
ANKRD20A3|441425	8.1302	ANKRD20A3|441425	8.8075
ANKRD20B|729171	6.9687	ANKRD20B|729171	7.8289
ANKRD22|118932	767.1379	ANKRD22|118932	56.27
ANKRD23|200539	72.3003	ANKRD23|200539	50.3984
ANKRD24|170961	43.263999999999996	ANKRD24|170961	106.1791
ANKRD26|22852	216.6105	ANKRD26|22852	132.6015
ANKRD27|84079	1309.5352	ANKRD27|84079	763.8042
ANKRD28|23243	725.9064	ANKRD28|23243	793.1625
ANKRD29|147463	50.2327	ANKRD29|147463	155.5988
lowly_expressed	lowly_expressed	ANKRD2|26287	6.361000000000001
lowly_expressed	lowly_expressed	ANKRD30B|374860	34.7406
ANKRD32|84250	159.6994	ANKRD32|84250	109.6042
ANKRD34A|284615	27.2941	ANKRD34A|284615	29.8476
ANKRD34B|340120	21.4868	lowly_expressed	lowly_expressed
ANKRD35|148741	16.5507	ANKRD35|148741	376.7644
ANKRD36BP1|84832	431.4788	lowly_expressed	lowly_expressed
ANKRD36B|57730	61.2665	ANKRD36B|57730	81.2245
ANKRD36|375248	222.4177	ANKRD36|375248	306.7939
ANKRD37|353322	111.5892	ANKRD37|353322	412.9044
ANKRD39|51239	135.309	ANKRD39|51239	190.3394
ANKRD40|91369	1172.4841	ANKRD40|91369	1211.0284
ANKRD42|338699	130.0824	ANKRD42|338699	315.6013
lowly_expressed	lowly_expressed	ANKRD43|134548	35.2299
ANKRD44|91526	309.8169	ANKRD44|91526	15.6577
lowly_expressed	lowly_expressed	ANKRD45|339416	8.8075
ANKRD46|157567	287.5228	ANKRD46|157567	452.6066
ANKRD49|54851	380.6653	ANKRD49|54851	349.8527
ANKRD50|57182	839.1478	ANKRD50|57182	516.7055
ANKRD52|283373	1240.1386	ANKRD52|283373	762.8256
ANKRD53|79998	11.3241	ANKRD53|79998	73.885
ANKRD54|129138	368.1797	ANKRD54|129138	667.4112
ANKRD55|79722	12.776	lowly_expressed	lowly_expressed
ANKRD56|345079	6.6783	ANKRD56|345079	70.4598
ANKRD57|65124	385.3111	ANKRD57|65124	638.5423
ANKRD58|347454	66.7834	ANKRD58|347454	11.7433
ANKRD5|63926	135.8897	ANKRD5|63926	82.6924
ANKRD6|22881	65.6974	ANKRD6|22881	233.50099999999998
ANKRD9|122416	86.52799999999999	ANKRD9|122416	55.7807
ANKS1A|23294	1087.6982	ANKS1A|23294	777.5047
ANKS1B|56899	11.6145	ANKS1B|56899	40.123000000000005
ANKS3|124401	268.0047	ANKS3|124401	516.2162
ANKS6|203286	645.1856	ANKS6|203286	253.4597
ANKZF1|55139	1121.961	ANKZF1|55139	1215.4322
ANLN|54443	3085.6831	ANLN|54443	13.2112
ANO10|55129	427.1233	ANO10|55129	799.5234
ANO1|55107	555.754	ANO1|55107	4185.51
lowly_expressed	lowly_expressed	ANO2|57101	39.6337
lowly_expressed	lowly_expressed	ANO3|63982	13.7005
lowly_expressed	lowly_expressed	ANO4|121601	6.361000000000001
ANO5|203859	22.0676	ANO5|203859	27.401
ANO6|196527	1424.8092	ANO6|196527	2084.4368
ANO7|50636	7.5494	ANO7|50636	16.147000000000002
ANO8|57719	295.2987	ANO8|57719	211.3795
ANO9|338440	552.2696	ANO9|338440	283.7966
ANP32A|8125	2122.2601	ANP32A|8125	3104.6365
ANP32B|10541	4495.103	ANP32B|10541	5526.6934
ANP32E|81611	1971.8523	ANP32E|81611	625.8203
ANPEP|290	636.4748	ANPEP|290	4239.8228
ANTXR1|84168	820.5646	ANTXR1|84168	2018.87
ANTXR2|118429	717.1956	ANTXR2|118429	1490.9106
ANTXRL|195977	7.5494	ANTXRL|195977	6.8503
ANUBL1|93550	146.9235	ANUBL1|93550	137.9838
ANXA11|311	3368.2059	ANXA11|311	4808.8838
lowly_expressed	lowly_expressed	ANXA13|312	11.7433
ANXA1|301	1982.886	ANXA1|301	11446.2982
ANXA2P1|303	210.8032	ANXA2P1|303	49.9091
ANXA2P2|304	8159.1884	ANXA2P2|304	5131.3354
ANXA2P3|305	8.1302	ANXA2P3|305	8.3182
ANXA2|302	26671.8351	ANXA2|302	18521.1508
ANXA3|306	260.7456	ANXA3|306	1026.5607
ANXA4|307	2216.0472	ANXA4|307	1358.3091
ANXA5|308	4373.4411	ANXA5|308	10326.2804
ANXA6|309	3235.8005	ANXA6|309	6467.6258
ANXA7|310	2225.3388	ANXA7|310	2335.9393
ANXA8L1|728113	5.7114	lowly_expressed	lowly_expressed
ANXA8L2|244	870.507	ANXA8L2|244	46.4839
ANXA8|653145	1487.3329	ANXA8|653145	270.6441
ANXA9|8416	41.2315	ANXA9|8416	218.7191
AOAH|313	718.6474	AOAH|313	107.647
AOC2|314	11.0338	AOC2|314	67.524
AOC3|8639	304.8807	AOC3|8639	3490.2084
AOX1|316	404.7654	AOX1|316	407.5906
AP1AR|55435	390.82800000000003	AP1AR|55435	237.8019
AP1B1|162	3941.672	AP1B1|162	2445.5435
AP1G1|164	2842.6496	AP1G1|164	1678.8035
AP1G2|8906	1225.3881	AP1G2|8906	1693.6832
AP1M1|8907	1326.6666	AP1M1|8907	890.534
AP1M2|10053	1894.3254	AP1M2|10053	1456.6592
AP1S1|1174	2379.2309	AP1S1|1174	618.9701
AP1S2|8905	410.2823	AP1S2|8905	332.2377
AP1S3|130340	86.2377	AP1S3|130340	62.631
AP2A1|160	2604.3084	AP2A1|160	1503.0062
AP2A2|161	1622.2557	AP2A2|161	2099.6053
AP2B1|163	4073.2062	AP2B1|163	5280.5733
AP2M1|1173	9302.9266	AP2M1|1173	5622.5971
AP2S1|1175	1746.8213	AP2S1|1175	1511.9506
AP3B1|8546	1196.8745	AP3B1|8546	936.0393
AP3B2|8120	146.9235	AP3B2|8120	141.409
AP3D1|8943	3488.7063	AP3D1|8943	3199.5616
AP3M1|26985	902.1565	AP3M1|26985	781.9085
AP3M2|10947	411.1534	AP3M2|10947	362.0853
AP3S1|1176	638.2169	AP3S1|1176	882.2159
AP3S2|10239	1469.2056	AP3S2|10239	1265.9186
AP4B1|10717	322.1718	AP4B1|10717	470.3683
AP4E1|23431	293.2662	AP4E1|23431	273.0319
AP4M1|9179	491.1251	AP4M1|9179	426.3603
AP4S1|11154	47.0387	AP4S1|11154	99.8181
APAF1|317	607.7289	APAF1|317	453.5852
APBA1|320	105.1113	APBA1|320	372.85
APBA2|321	785.4308	APBA2|321	93.9464
APBA3|9546	416.3799	APBA3|9546	312.6655
APBB1IP|54518	1158.837	APBB1IP|54518	590.1011
APBB1|322	804.5947	APBB1|322	1121.975
APBB2|323	812.4345	APBB2|323	1248.7049
APBB3|10307	170.4428	APBB3|10307	621.9059
lowly_expressed	lowly_expressed	APC2|10297	5.901
APCDD1L|164284	12.1952	APCDD1L|164284	140.9197
APCDD1|147495	455.5789	APCDD1|147495	2078.0759
APC|324	637.6362	APC|324	343.4917
APEH|327	1851.6421	APEH|327	2157.8325
APEX1|328	1795.0214	APEX1|328	3503.9089
APEX2|27301	998.8473	APEX2|27301	774.0796
APH1A|51107	7272.7114	APH1A|51107	5423.4502
APH1B|83464	250.8733	APH1B|83464	360.6174
API5|8539	2542.1244	API5|8539	1778.6216
APIP|51074	314.4394	APIP|51074	307.2832
APITD1|378708	148.2127	APITD1|378708	200.4729
APLF|200558	145.4717	APLF|200558	103.7325
APLNR|187	387.9244	APLNR|187	960.0153
APLN|8862	95.2389	APLN|8862	327.3447
APLP1|333	485.7766	lowly_expressed	lowly_expressed
APLP2|334	6204.1772	APLP2|334	11070.0231
APOA1BP|128240	2403.331	APOA1BP|128240	2009.5732
APOB48R|55911	515.6839	APOB48R|55911	284.2859
APOBEC3A|200315	40.1513	APOBEC3A|200315	9.2968
APOBEC3B|9582	617.2295	APOBEC3B|9582	37.6764
APOBEC3C|27350	1238.3964	APOBEC3C|27350	180.5533
APOBEC3D|140564	396.3449	APOBEC3D|140564	103.2432
APOBEC3F|200316	535.719	APOBEC3F|200316	255.9062
APOBEC3G|60489	1113.2501	APOBEC3G|60489	246.6094
APOBEC3H|164668	38.3279	lowly_expressed	lowly_expressed
APOC1|341	1572.3133	APOC1|341	725.1491
APOC2|344	505.5212	APOC2|344	47.9518
APOD|347	90.3028	APOD|347	53421.2776
APOE|348	12183.3233	APOE|348	2008.5946
APOL1|8542	3755.5496	APOL1|8542	1256.0444
APOL2|23780	1614.9966	APOL2|23780	972.2479
APOL3|80833	3272.0959	APOL3|80833	1039.2826
APOL4|80832	700.3545	APOL4|80832	294.5613
APOL6|80830	4163.2186	APOL6|80830	1298.6139
APOLD1|81575	239.5753	APOLD1|81575	1713.5441
APOM|55937	62.1637	APOM|55937	106.1791
APOOL|139322	177.9923	APOOL|139322	9.7861
APOO|79135	179.1537	APOO|79135	185.4464
APPBP2|10513	571.7239	APPBP2|10513	846.9859
APPL1|26060	1184.9697	APPL1|26060	1045.1542
APPL2|55198	1069.115	APPL2|55198	1692.0147
APP|351	32500.5735	APP|351	29372.4549
APRT|353	3923.0888	APRT|353	2779.7384
APTX|54840	566.4974	APTX|54840	663.0075
AQP11|282679	9.8723	AQP11|282679	19.0829
AQP1|358	1048.4586	AQP1|358	11470.7634
AQP3|360	448.6102	AQP3|360	1488.464
AQP4|361	956.164	AQP4|361	33.2727
lowly_expressed	lowly_expressed	AQP5|362	452.6066
AQP6|363	6.6783	AQP6|363	19.0829
lowly_expressed	lowly_expressed	AQP7P1|375719	210.4009
lowly_expressed	lowly_expressed	AQP7P3|441432	24.9545
AQP7|364	6.9687	AQP7|364	1173.8413
AQP9|366	87.9799	AQP9|366	12.7219
lowly_expressed	lowly_expressed	AQPEP|206338	125.2619
AQR|9716	1584.2182	AQR|9716	612.1198
ARAF|369	1505.53	ARAF|369	1529.0763
ARAP1|116985	4229.3371	ARAP1|116985	3407.5159999999996
ARAP2|116984	417.8317	ARAP2|116984	146.30200000000002
ARAP3|64411	162.8934	ARAP3|64411	583.7402
ARCN1|372	3596.1405	ARCN1|372	3247.0241
lowly_expressed	lowly_expressed	ARC|23237	330.7698
lowly_expressed	lowly_expressed	AREG|374	1744.3702
ARF1|375	24444.1734	ARF1|375	9931.4118
ARF3|377	5457.0742	ARF3|377	3384.0293
ARF4|378	3790.1027	ARF4|378	3118.8264
ARF5|381	3851.2502	ARF5|381	4055.3452
ARF6|382	2219.8219	ARF6|382	3493.6335
ARFGAP1|55738	1664.3583	ARFGAP1|55738	1875.9931
ARFGAP2|84364	2085.0937	ARFGAP2|84364	3288.1257
ARFGAP3|26286	1363.5427	ARFGAP3|26286	1021.6676
ARFGEF1|10565	2078.6041	ARFGEF1|10565	957.8428
ARFGEF2|10564	1981.4342	ARFGEF2|10564	562.2108
ARFIP1|27236	793.8513	ARFIP1|27236	923.8067
ARFIP2|23647	1445.4249	ARFIP2|23647	2545.8509
ARFRP1|10139	692.5147	ARFRP1|10139	1196.3493
ARG2|384	104.667	ARG2|384	247.637
ARGLU1|55082	4775.5933	ARGLU1|55082	859.7079
ARHGAP10|79658	281.6517	ARHGAP10|79658	562.2108
ARHGAP11A|9824	1423.3573	lowly_expressed	lowly_expressed
ARHGAP11B|89839	150.2365	lowly_expressed	lowly_expressed
ARHGAP12|94134	576.9504	ARHGAP12|94134	586.1867
ARHGAP15|55843	258.4227	ARHGAP15|55843	91.4999
ARHGAP17|55114	1611.5123	ARHGAP17|55114	1141.5472
ARHGAP18|93663	602.7927	ARHGAP18|93663	311.6869
ARHGAP19|84986	423.9294	ARHGAP19|84986	791.2052
ARHGAP1|392	3520.3559	ARHGAP1|392	2852.1554
ARHGAP20|57569	35.4242	ARHGAP20|57569	60.6737
ARHGAP21|57584	2382.7153	ARHGAP21|57584	1374.4561
ARHGAP22|58504	96.11	ARHGAP22|58504	74.8636
ARHGAP23|57636	387.0533	ARHGAP23|57636	800.502
ARHGAP24|83478	115.8547	ARHGAP24|83478	348.3847
ARHGAP25|9938	710.5172	ARHGAP25|9938	552.914
ARHGAP26|23092	698.6124	ARHGAP26|23092	616.5236
ARHGAP27|201176	1339.7155	ARHGAP27|201176	698.2374
ARHGAP28|79822	62.7183	ARHGAP28|79822	136.5159
ARHGAP29|9411	2727.6659999999997	ARHGAP29|9411	1219.8359
ARHGAP30|257106	2082.4804	ARHGAP30|257106	548.9996
ARHGAP31|57514	800.5296	ARHGAP31|57514	542.1493
ARHGAP32|9743	598.1469	ARHGAP32|9743	784.355
ARHGAP33|115703	585.6613	ARHGAP33|115703	234.8661
lowly_expressed	lowly_expressed	ARHGAP36|158763	937.9966
ARHGAP39|80728	340.5953	ARHGAP39|80728	286.7324
ARHGAP42|143872	81.5919	ARHGAP42|143872	39.6337
ARHGAP4|393	1394.6115	ARHGAP4|393	654.2
ARHGAP5|394	1244.494	ARHGAP5|394	903.7453
ARHGAP6|395	19.4543	ARHGAP6|395	113.5186
ARHGAP8|23779	518.001	ARHGAP8|23779	710.1519999999999
ARHGAP9|64333	778.4621	ARHGAP9|64333	160.9812
ARHGDIA|396	4770.3668	ARHGDIA|396	6217.5912
ARHGDIB|397	4970.1362	ARHGDIB|397	5059.897
ARHGDIG|398	8.1389	ARHGDIG|398	62.631
ARHGEF10L|55160	1285.1448	ARHGEF10L|55160	1401.8572
ARHGEF10|9639	962.2616	ARHGEF10|9639	741.2962
ARHGEF11|9826	2779.6409	ARHGEF11|9826	851.3897
ARHGEF12|23365	2279.9269	ARHGEF12|23365	1883.3327
ARHGEF15|22899	121.0812	ARHGEF15|22899	964.9083
ARHGEF16|27237	709.6461	ARHGEF16|27237	376.7644
ARHGEF17|9828	1254.076	ARHGEF17|9828	1233.0471
ARHGEF18|23370	1167.2576	ARHGEF18|23370	714.3844
ARHGEF19|128272	440.48	ARHGEF19|128272	452.1173
ARHGEF1|9138	3404.5012	lowly_expressed	lowly_expressed
ARHGEF2|9181	2559.8365	ARHGEF2|9181	2051.1641
ARHGEF33|100271715	24.1001	ARHGEF33|100271715	24.4652
ARHGEF35|445328	1353.6703	ARHGEF35|445328	1162.5873
ARHGEF37|389337	737.2306	ARHGEF37|389337	1850.06
lowly_expressed	lowly_expressed	ARHGEF38|54848	26.4224
ARHGEF3|50650	824.9201	ARHGEF3|50650	816.1598
ARHGEF4|50649	403.3136	ARHGEF4|50649	243.6736
ARHGEF5|7984	747.1029	ARHGEF5|7984	983.9912
ARHGEF6|9459	1581.0242	ARHGEF6|9459	2147.0678
ARHGEF7|8874	1891.1315	ARHGEF7|8874	1412.6219
ARHGEF9|23229	1069.115	ARHGEF9|23229	499.5798
ARID1A|8289	2662.3345	ARID1A|8289	1400.8785
ARID1B|57492	1705.5898	ARID1B|57492	1172.8627
ARID2|196528	567.9492	ARID2|196528	415.4195
ARID3A|1820	106.5631	ARID3A|1820	22.9973
ARID3B|10620	149.5367	lowly_expressed	lowly_expressed
ARID4A|5926	562.7227	ARID4A|5926	440.374
ARID4B|51742	1979.3262	ARID4B|51742	815.1812
ARID5A|10865	1110.9272	ARID5A|10865	4332.3013
ARID5B|84159	3484.3509	lowly_expressed	lowly_expressed
ARIH1|25820	1286.8869	ARIH1|25820	1472.317
ARIH2|10425	971.7913	ARIH2|10425	1679.7821
ARL10|285598	73.7521	ARL10|285598	12.7219
ARL11|115761	101.6269	ARL11|115761	23.4866
ARL13B|200894	139.9548	ARL13B|200894	135.048
ARL15|54622	160.5705	ARL15|54622	184.9571
ARL16|339231	194.8333	ARL16|339231	712.9165
ARL17A|51326	192.4349	ARL17A|51326	93.5159
ARL17B|641522	5.5024	lowly_expressed	lowly_expressed
ARL1|400	1303.4376	ARL1|400	1582.8998
ARL2BP|23568	1477.9455	ARL2BP|23568	1349.5016
ARL2|402	1052.5643	ARL2|402	1636.234
ARL3|403	309.5265	ARL3|403	790.7159
ARL4A|10124	276.1348	ARL4A|10124	1641.1270000000002
ARL4C|10123	1394.3211	ARL4C|10123	2071.2256
ARL4D|379	70.8485	ARL4D|379	307.7725
ARL5A|26225	828.9852	ARL5A|26225	549.4889
ARL5B|221079	292.3951	ARL5B|221079	73.3957
ARL6IP1|23204	5418.7464	ARL6IP1|23204	3799.9381
ARL6IP4|51329	1404.7741	ARL6IP4|51329	4373.8922
ARL6IP5|10550	3149.5629	ARL6IP5|10550	4364.5954
ARL6IP6|151188	724.4546	ARL6IP6|151188	189.3608
ARL6|84100	28.7459	ARL6|84100	39.6337
ARL8A|127829	1318.2461	ARL8A|127829	1667.0601
ARL8B|55207	1392.5789	ARL8B|55207	1637.2126
ARL9|132946	11.0338	ARL9|132946	30.3369
ARMC10|83787	755.6367	ARMC10|83787	767.6257
ARMC1|55156	797.9164	ARMC1|55156	361.1067
ARMC2|84071	15.0989	ARMC2|84071	51.8663
ARMC4|55130	7.8398	ARMC4|55130	11.7433
ARMC5|79798	356.5652	ARMC5|79798	503.0049
ARMC6|93436	760.0966	ARMC6|93436	688.9406
ARMC7|79637	311.559	ARMC7|79637	476.5825
ARMC8|25852	649.2507	ARMC8|25852	504.4729
ARMC9|80210	105.9823	ARMC9|80210	193.7645
ARMCX1|51309	297.6216	ARMCX1|51309	1061.3013
ARMCX2|9823	850.1816	ARMCX2|9823	1095.5526
ARMCX3|51566	1346.1209	ARMCX3|51566	1262.8947
ARMCX5|64860	337.98199999999997	ARMCX5|64860	287.2217
ARMCX6|54470	254.3576	ARMCX6|54470	363.5532
ARNT2|9915	269.1661	ARNT2|9915	269.1174
ARNTL2|56938	343.7893	lowly_expressed	lowly_expressed
ARNTL|406	247.3889	ARNTL|406	296.0292
ARNT|405	1644.3233	ARNT|405	1316.2289
ARPC1A|10552	6455.9709	ARPC1A|10552	3425.6985
ARPC1B|10095	12148.1401	ARPC1B|10095	2080.9334
ARPC2|10109	6576.7123	ARPC2|10109	4559.3386
ARPC3|10094	3358.6239	ARPC3|10094	4136.0902
ARPC4|10093	3238.5096	ARPC4|10093	4147.4666
ARPC5L|81873	1225.9108	ARPC5L|81873	988.8842
ARPC5|10092	5200.9745	ARPC5|10092	3684.9516
ARPM1|84517	197.1562	ARPM1|84517	55.2914
ARPP19|10776	2418.4299	ARPP19|10776	2540.9578
lowly_expressed	lowly_expressed	ARPP21|10777	5.8717
ARRB1|408	576.3697	ARRB1|408	1134.6969
ARRB2|409	1146.6418	ARRB2|409	1187.0525
ARRDC1|92714	1440.7791	ARRDC1|92714	958.5474
ARRDC2|27106	827.8237	ARRDC2|27106	1342.162
ARRDC3|57561	1298.5014	ARRDC3|57561	2111.3486
ARRDC4|91947	353.0809	ARRDC4|91947	1153.7798
ARRDC5|645432	6.0976	lowly_expressed	lowly_expressed
ARSA|410	1546.4711	ARSA|410	947.2934
ARSB|411	459.9343	ARSB|411	162.4491
ARSD|414	1569.9904	ARSD|414	3286.6578
lowly_expressed	lowly_expressed	ARSE|415	64.0989
lowly_expressed	lowly_expressed	ARSF|416	7.8289
ARSG|22901	50.2327	ARSG|22901	163.4277
ARSI|340075	58.3629	ARSI|340075	56.7593
ARSJ|79642	23.229	ARSJ|79642	79.2673
ARSK|153642	92.6257	ARSK|153642	88.0748
ART3|419	10.1627	lowly_expressed	lowly_expressed
ART4|420	18.2928	ART4|420	9.7861
lowly_expressed	lowly_expressed	ART5|116969	53.3342
lowly_expressed	lowly_expressed	ARTN|9048	8.8075
ARV1|64801	570.8528	ARV1|64801	399.7617
ARVCF|421	105.4016	ARVCF|421	811.7560000000001
ARX|170302	22.6483	lowly_expressed	lowly_expressed
AR|367	238.9684	AR|367	26.4224
AS3MT|57412	191.3489	AS3MT|57412	365.9997
ASAH1|427	3496.2558	ASAH1|427	3600.7912
ASAH2B|653308	10.7434	lowly_expressed	lowly_expressed
ASAM|79827	70.2677	ASAM|79827	166.8528
ASAP1|50807	2137.0686	ASAP1|50807	396.3366
ASAP2|8853	244.4853	ASAP2|8853	558.7856
ASAP3|55616	1002.0412	ASAP3|55616	1076.9589999999998
ASB12|142689	5.5169	ASB12|142689	10.3439
ASB13|79754	1393.45	ASB13|79754	734.4459
ASB14|142686	14.2278	ASB14|142686	8.8075
ASB16|92591	26.6756	ASB16|92591	10.2754
ASB1|51665	398.2119	ASB1|51665	361.4736
ASB2|51676	173.9272	ASB2|51676	18.1043
ASB3|51130	286.2975	ASB3|51130	364.0425
ASB4|51666	7.2591	lowly_expressed	lowly_expressed
ASB6|140459	1177.4377	ASB6|140459	980.3801
ASB7|140460	535.4286	ASB7|140460	386.0612
ASB8|140461	405.0558	ASB8|140461	763.8042
ASB9|140462	16.5507	ASB9|140462	24.9545
ASCC1|51008	469.8066	ASCC1|51008	360.1281
ASCC2|84164	1216.9096	ASCC2|84164	1632.3195
ASCC3|10973	1211.683	ASCC3|10973	572.9755
ASCL2|430	108.3052	ASCL2|430	47.4625
ASF1A|25842	330.4326	ASF1A|25842	403.1868
ASF1B|55723	1698.0403	ASF1B|55723	24.9545
ASGR1|432	28.1652	ASGR1|432	27.8904
ASGR2|433	20.035	ASGR2|433	17.1257
ASH1L|55870	3281.4572	ASH1L|55870	618.4808
ASH2L|9070	724.1643	ASH2L|9070	1232.0685
ASL|435	786.8826	ASL|435	744.232
ASMTL|8623	675.6737	ASMTL|8623	1391.9977
ASNA1|439	1304.8894	ASNA1|439	1291.2744
ASNSD1|54529	683.8039	ASNSD1|54529	1185.5846
ASNS|440	2294.4451	ASNS|440	573.4648
lowly_expressed	lowly_expressed	ASPA|443	42.5695
ASPG|374569	382.4075	lowly_expressed	lowly_expressed
ASPHD1|253982	706.4521	ASPHD1|253982	78.2887
ASPHD2|57168	134.7282	ASPHD2|57168	39.6337
ASPH|444	4714.6346	ASPH|444	3693.6954
ASPM|259266	1523.8228	lowly_expressed	lowly_expressed
ASPN|54829	63.0087	ASPN|54829	669.8577
ASPRV1|151516	36.4957	ASPRV1|151516	99.3288
ASPSCR1|79058	322.0121	ASPSCR1|79058	488.3258
ASRGL1|80150	68.5256	ASRGL1|80150	137.9838
ASS1|445	15796.5952	ASS1|445	3536.6923
ASTE1|28990	211.7208	ASTE1|28990	225.4274
lowly_expressed	lowly_expressed	ASTN1|460	157.556
ASTN2|23245	87.6895	ASTN2|23245	274.0105
ASXL1|171023	2076.0924	ASXL1|171023	1714.5227
ASXL2|55252	1734.3357	ASXL2|55252	38.1657
lowly_expressed	lowly_expressed	ASXL3|80816	5.8717
ATAD1|84896	892.2842	ATAD1|84896	608.6947
ATAD2B|54454	677.7063	ATAD2B|54454	207.4651
ATAD2|29028	3549.1018	ATAD2|29028	174.6817
ATAD3A|55210	2413.7841	ATAD3A|55210	609.184
ATAD3B|83858	927.4181	ATAD3B|83858	411.0157
