gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
SYNE2|23224	3563.9064	SYNE2|23224	4598.7029
SYNGAP1|8831	215.5716	SYNGAP1|8831	318.0063
SYNGR1|9145	480.5806	SYNGR1|9145	637.8838
SYNGR2|9144	8148.9649	SYNGR2|9144	4276.9074
SYNGR3|9143	103.0603	lowly_expressed	lowly_expressed
SYNJ1|8867	292.0792	SYNJ1|8867	355.0244
SYNJ2BP|55333	863.1863	SYNJ2BP|55333	1589.4484
SYNJ2|8871	994.1494	SYNJ2|8871	793.9955
SYNM|23336	1075.1575	SYNM|23336	23207.7534
lowly_expressed	lowly_expressed	SYNPO2L|79933	389.7107
SYNPO2|171024	1933.8434	SYNPO2|171024	3294.3234
SYNPO|11346	2586.4086	SYNPO|11346	1740.4358
SYNRG|11276	1153.9154	SYNRG|11276	1357.7206
SYPL1|6856	2177.7678	SYPL1|6856	2891.7875
SYPL2|284612	28.3528	SYPL2|284612	7.287000000000001
SYP|6855	40.5041	SYP|6855	36.7267
SYS1-DBNDD2|767557	14.927999999999999	SYS1-DBNDD2|767557	20.6689
SYS1|90196	947.2457	SYS1|90196	989.7457
SYT11|23208	591.3591	SYT11|23208	188.88
SYT12|91683	79.2079	SYT12|91683	1378.9988
SYT13|57586	1791.6292	SYT13|57586	113.3863
lowly_expressed	lowly_expressed	SYT14|255928	6.1211
SYT15|83849	82.8083	SYT15|83849	39.0585
SYT17|51760	139.964	SYT17|51760	172.2655
SYT1|6857	758.3258	SYT1|6857	143.7004
SYT2|127833	7.2007	SYT2|127833	11.0763
lowly_expressed	lowly_expressed	SYT3|84258	11.0763
SYT6|148281	14.8515	SYT6|148281	127.0859
SYT7|9066	923.4923	SYT7|9066	1441.0843
SYT8|90019	15.7516	SYT8|90019	220.0685
SYT9|143425	250.225	SYT9|143425	130.8752
SYTL1|84958	537.8038	SYTL1|84958	518.837
SYTL2|54843	1193.9694	SYTL2|54843	3215.0404
SYTL3|94120	91.8092	SYTL3|94120	135.2474
SYTL4|94121	510.351	SYTL4|94121	586.1692
SYTL5|94122	238.5239	SYTL5|94122	556.7296
SYVN1|84447	2637.2637	SYVN1|84447	2002.1861
TAB1|10454	740.3915	TAB1|10454	657.1683
TAB2|23118	1916.7417	TAB2|23118	2506.1575
TAB3|257397	727.7228	TAB3|257397	1008.5258
TAC1|6863	8.5509	TAC1|6863	35.8522
TACC1|6867	2119.712	TACC1|6867	2874.8816
TACC2|10579	1422.1422	TACC2|10579	2587.7724
TACC3|10460	1300.6301	TACC3|10460	207.5348
TACO1|51204	851.0351	TACO1|51204	326.7507
TACR1|6869	77.4077	TACR1|6869	88.9018
TACR2|6865	33.3033	TACR2|6865	27.1078
TACSTD2|4070	7160.215999999999	TACSTD2|4070	11410.6245
TADA1|117143	341.1341	TADA1|117143	271.0778
TADA2A|6871	130.9631	TADA2A|6871	184.5078
TADA2B|93624	1200.7201	TADA2B|93624	1418.6402
TADA3|10474	2105.6076	TADA3|10474	1635.5986
TAF10|6881	649.865	TAF10|6881	618.5236
TAF11|6882	608.9109	TAF11|6882	519.1285
TAF12|6883	400.09	TAF12|6883	362.02
TAF13|6884	171.0171	TAF13|6884	271.0778
TAF15|8148	2841.5842	TAF15|8148	2819.2086
TAF1A|9015	103.0603	TAF1A|9015	88.3189
TAF1B|9014	140.8641	TAF1B|9014	217.7366
TAF1C|9013	457.2457	TAF1C|9013	502.2225
TAF1D|79101	361.3681	TAF1D|79101	462.5869
TAF1L|138474	20.252	TAF1L|138474	33.2289
TAF1|6872	942.3942	TAF1|6872	1243.1684
TAF2|6873	684.0684	TAF2|6873	759.3092
TAF3|83860	334.3834	TAF3|83860	215.9878
TAF4B|6875	142.6643	TAF4B|6875	155.9426
TAF4|6874	521.1521	TAF4|6874	417.4014
TAF5L|27097	728.6229	TAF5L|27097	638.3444
TAF5|6877	112.5113	TAF5|6877	89.1933
TAF6L|10629	221.4221	TAF6L|10629	229.3959
TAF6|6878	1358.2358	TAF6|6878	868.9062
TAF7|6879	3800.6301	TAF7|6879	2732.6386
TAF8|129685	430.24300000000005	TAF8|129685	531.9537
TAF9B|51616	658.4158	TAF9B|51616	720.5422
TAF9|6880	1272.2772	TAF9|6880	1121.8917
TAGAP|117289	433.8434	TAGAP|117289	111.0544
TAGLN2|8407	12729.523000000001	TAGLN2|8407	9065.9477
TAGLN|6876	8631.4131	TAGLN|6876	19529.8521
TAL1|6886	71.1071	TAL1|6886	53.6326
TALDO1|6888	3637.7138	TALDO1|6888	2557.1668
TANC1|85461	1094.9595	TANC1|85461	1307.5858
TANC2|26115	2851.9352	TANC2|26115	1804.8532
TANK|10010	1051.7552	TANK|10010	1107.0466
TAOK1|57551	369.93699999999995	TAOK1|57551	860.7447
TAOK2|9344	1427.5428	TAOK2|9344	1197.4058
TAOK3|51347	1163.8164	TAOK3|51347	1057.2032
TAP1|6890	4668.3168	TAP1|6890	810.9014
TAP2|6891	1969.901	TAP2|6891	630.3053
TAPBPL|55080	528.3573	TAPBPL|55080	397.0036
TAPBP|6892	8106.2106	TAPBP|6892	3121.7664
TAPT1|202018	675.0675	TAPT1|202018	843.5473
TARBP1|6894	457.2457	TARBP1|6894	652.3355
TARBP2|6895	495.9496	TARBP2|6895	348.3203
TARDBP|23435	2833.0333	TARDBP|23435	3271.0049
TARP|445347	42.7543	TARP|445347	612.694
TARS2|80222	796.5797	TARS2|80222	577.4248
TARSL2|123283	275.8776	TARSL2|123283	220.9429
TARS|6897	2476.1476	TARS|6897	1887.0509
lowly_expressed	lowly_expressed	TAS1R1|80835	5.2467
TAS1R3|83756	10.350999999999999	TAS1R3|83756	6.4126
lowly_expressed	lowly_expressed	TAS2R14|50840	7.7272
TAS2R20|259295	5.8506	TAS2R20|259295	13.4081
TAS2R5|54429	7.6508	TAS2R5|54429	6.1211
TASP1|55617	123.7624	TASP1|55617	220.6515
TATDN1|83940	304.6805	lowly_expressed	lowly_expressed
TATDN2|9797	1335.2835	TATDN2|9797	1293.5947
TATDN3|128387	237.1737	TATDN3|128387	276.9074
TAT|6898	40.054	TAT|6898	7589.0111
TAX1BP1|8887	2943.2943	TAX1BP1|8887	4949.3551
TAX1BP3|30851	1912.8713	TAX1BP3|30851	1715.4092
TAZ|6901	171.4671	TAZ|6901	180.7185
TBC1D10A|83874	1195.6031	TBC1D10A|83874	627.7461
TBC1D10B|26000	1673.7174	TBC1D10B|26000	886.6866
TBC1D10C|374403	225.0225	TBC1D10C|374403	21.2781
TBC1D12|23232	350.5851	TBC1D12|23232	376.8855
TBC1D13|54662	675.9676	TBC1D13|54662	896.597
TBC1D14|57533	1013.0513	TBC1D14|57533	2013.5539
TBC1D15|64786	1002.7003	TBC1D15|64786	1180.7914
TBC1D16|125058	271.3771	TBC1D16|125058	1139.401
TBC1D17|79735	1250.153	TBC1D17|79735	977.827
TBC1D19|55296	107.1107	TBC1D19|55296	147.1981
TBC1D1|23216	1723.2223	TBC1D1|23216	1296.218
TBC1D20|128637	1168.7669	TBC1D20|128637	1386.8688
TBC1D22A|25771	520.7021	TBC1D22A|25771	352.6926
TBC1D22B|55633	388.6274	TBC1D22B|55633	453.1167
TBC1D23|55773	770.0269999999999	TBC1D23|55773	972.6736
TBC1D24|57465	186.3186	TBC1D24|57465	841.2155
TBC1D25|4943	348.3348	TBC1D25|4943	428.4777
TBC1D2B|23102	1218.7219	TBC1D2B|23102	745.3181
TBC1D2|55357	564.8065	TBC1D2|55357	669.2414
TBC1D3B|414059	47.7048	TBC1D3B|414059	53.6326
TBC1D3C|414060	8.5509	TBC1D3C|414060	8.453
lowly_expressed	lowly_expressed	TBC1D3G|654341	7.5785
TBC1D3H|729877	5.4005	TBC1D3H|729877	9.6189
TBC1D3|729873	128.0243	TBC1D3|729873	272.2757
TBC1D4|9882	840.6841	TBC1D4|9882	2234.4968
TBC1D5|9779	1052.6553	TBC1D5|9779	1606.0628
TBC1D7|51256	277.6778	TBC1D7|51256	230.2703
TBC1D8B|54885	186.7687	TBC1D8B|54885	442.1774
TBC1D8|11138	674.6175	TBC1D8|11138	1334.9851
TBC1D9B|23061	3494.5995	TBC1D9B|23061	4661.3714
TBC1D9|23158	9277.6778	TBC1D9|23158	7273.3367
TBCA|6902	2168.7669	TBCA|6902	1040.0058
TBCB|1155	1579.6265	TBCB|1155	594.7533
TBCCD1|55171	226.3726	TBCCD1|55171	370.1814
TBCC|6903	634.1134	TBCC|6903	276.9074
TBCD|6904	1550.351	TBCD|6904	1609.9949
TBCEL|219899	254.7255	TBCEL|219899	399.6211
TBCE|6905	509.3339	TBCE|6905	366.9285
TBCK|93627	460.7606	TBCK|93627	680.4226
TBK1|29110	681.3681	TBK1|29110	723.457
TBKBP1|9755	327.1827	TBKBP1|9755	202.2881
TBL1XR1|79718	2882.0882	TBL1XR1|79718	2570.5749
TBL1X|6907	851.9352	TBL1X|6907	858.9958
TBL2|26608	996.8497	TBL2|26608	740.0714
TBL3|10607	809.6310000000001	TBL3|10607	672.1562
TBPL1|9519	256.9757	TBPL1|9519	204.037
TBP|6908	283.0783	TBP|6908	253.8803
TBRG1|84897	459.4959	TBRG1|84897	1005.0222
TBRG4|9238	1043.2043	TBRG4|9238	780.0044
lowly_expressed	lowly_expressed	TBX10|347853	8.453
TBX15|6913	256.5257	TBX15|6913	106.3907
TBX18|9096	115.2115	TBX18|9096	79.283
TBX19|9095	48.6049	TBX19|9095	55.09
TBX1|6899	445.9946	TBX1|6899	31.48
lowly_expressed	lowly_expressed	TBX20|57057	11.9507
TBX21|30009	64.8065	TBX21|30009	5.2467
TBX2|6909	457.2457	TBX2|6909	74.0363
TBX3|6926	3092.7093	TBX3|6926	1831.6695
TBX4|9496	9.4509	lowly_expressed	lowly_expressed
TBX5|6910	105.3105	TBX5|6910	25.0674
TBX6|6911	21.1521	TBX6|6911	34.9778
TBXA2R|6915	115.6616	TBXA2R|6915	14.8656
TBXAS1|6916	278.5779	TBXAS1|6916	572.1781
TC2N|123036	1682.7183	TC2N|123036	4645.6314
lowly_expressed	lowly_expressed	TCAP|8557	8.7444
TCEA1|6917	937.8938	TCEA1|6917	1189.5358
TCEA2|6919	299.73	TCEA2|6919	215.1133
TCEA3|6920	1197.5698	TCEA3|6920	607.7388
TCEAL1|9338	491.4491	TCEAL1|9338	425.8544
TCEAL2|140597	11.2511	TCEAL2|140597	25.0674
TCEAL3|85012	1265.5266	TCEAL3|85012	650.5866
TCEAL4|79921	4320.8821	TCEAL4|79921	2500.0364
TCEAL5|340543	21.1521	TCEAL5|340543	77.2426
TCEAL6|158931	34.2034	TCEAL6|158931	30.897
TCEAL7|56849	50.8551	TCEAL7|56849	92.9826
TCEAL8|90843	1077.4077	TCEAL8|90843	914.9603
TCEANC|170082	60.306000000000004	TCEANC|170082	57.7133
TCEB1|6921	596.3096	TCEB1|6921	449.7559
TCEB2|6923	2869.0369	TCEB2|6923	864.2425
TCEB3|6924	1185.171	TCEB3|6924	1479.2276
TCERG1|10915	848.7849	TCERG1|10915	778.8384
TCF12|6938	1838.8839	TCF12|6938	2110.0342
TCF19|6941	740.7741	TCF19|6941	247.4678
TCF20|6942	1418.5419	TCF20|6942	1528.5287
TCF25|22980	2073.3573	TCF25|22980	2024.0472
TCF3|6929	2317.2817	TCF3|6929	1066.8221
TCF4|6925	2443.2943	TCF4|6925	1251.3299
TCF7L1|83439	649.865	TCF7L1|83439	514.1733
TCF7L2|6934	663.8164	TCF7L2|6934	809.444
TCF7|6932	847.8848	TCF7|6932	742.4033
TCFL5|10732	338.8839	TCFL5|10732	269.0374
TCHH|7062	44.1044	lowly_expressed	lowly_expressed
TCHP|84260	437.8938	TCHP|84260	392.334
TCIRG1|10312	870.8371	TCIRG1|10312	344.2396
TCL1A|8115	110.26100000000001	lowly_expressed	lowly_expressed
TCN1|6947	68.4068	TCN1|6947	1200.0291
TCN2|6948	632.7633	TCN2|6948	395.2489
TCOF1|6949	1175.5176	TCOF1|6949	821.3947
TCP10L|140290	24.3294	TCP10L|140290	16.4162
TCP11L1|55346	183.6184	TCP11L1|55346	164.5355
TCP11L2|255394	156.6157	TCP11L2|255394	242.5126
TCP1|6950	4143.5644	TCP1|6950	3741.1703
TCTA|6988	771.8272	TCTA|6988	1376.9584
TCTE3|6991	19.802	TCTE3|6991	20.9867
TCTEX1D2|255758	104.4104	TCTEX1D2|255758	96.4804
lowly_expressed	lowly_expressed	TCTEX1D4|343521	10.7848
TCTN1|79600	846.2421	TCTN1|79600	624.6448
TCTN2|79867	567.9568	TCTN2|79867	458.5003
TCTN3|26123	1434.7435	TCTN3|26123	1596.4439
lowly_expressed	lowly_expressed	TDGF1|6997	5.5381
TDG|6996	569.757	TDG|6996	542.447
TDO2|6999	179.56799999999998	lowly_expressed	lowly_expressed
TDP1|55775	481.0981	TDP1|55775	487.0655
TDP2|51567	937.4437	TDP2|51567	957.2251
TDRD10|126668	8.5509	TDRD10|126668	12.2422
TDRD12|91646	5.6211	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TDRD1|56165	365.2263
TDRD3|81550	318.6319	TDRD3|81550	441.0114
TDRD5|163589	109.811	TDRD5|163589	203.7455
TDRD6|221400	6.3006	TDRD6|221400	14.8656
TDRD7|23424	644.4644	TDRD7|23424	484.4422
lowly_expressed	lowly_expressed	TDRD9|122402	90.0678
TDRKH|11022	253.3753	TDRKH|11022	336.6611
TEAD1|7003	1166.9667	TEAD1|7003	1952.6343
TEAD2|8463	1602.6103	TEAD2|8463	937.4044
TEAD3|7005	809.1809	TEAD3|7005	1059.5351
TEAD4|7004	237.1737	TEAD4|7004	123.2967
TECPR1|25851	203.4203	TECPR1|25851	243.97
TECPR2|9895	616.1116	TECPR2|9895	1163.3025
TECR|9524	2308.2808	TECR|9524	2188.4428
TECTA|7007	9.4509	TECTA|7007	18.3633
TEC|7006	29.703000000000003	TEC|7006	38.1841
TEF|7008	499.55	TEF|7008	709.1744
lowly_expressed	lowly_expressed	TEKT2|27285	10.4933
TEKT3|64518	6.7507	TEKT3|64518	8.453
TEKT5|146279	6.3006	lowly_expressed	lowly_expressed
TEK|7010	621.5122	TEK|7010	225.6066
TELO2|9894	470.7471	TELO2|9894	497.8503
TENC1|23371	2102.6103	TENC1|23371	1714.1879
TEP1|7011	602.1602	TEP1|7011	1085.1855
lowly_expressed	lowly_expressed	TEPP|374739	6.4126
TERF1|7013	667.8668	TERF1|7013	572.7611
TERF2IP|54386	1872.1872	TERF2IP|54386	1510.4569
TERF2|7014	544.5545	TERF2|7014	590.5414
TESC|54997	35.5536	TESC|54997	436.3477
TESK1|7016	1399.1899	TESK1|7016	773.5918
TESK2|10420	147.6148	TESK2|10420	467.2448
TES|26136	844.6895	TES|26136	2457.0371
TET1|80312	45.9046	TET1|80312	61.2111
TET2|54790	680.4680000000001	TET2|54790	923.4132
TET3|200424	565.7066	TET3|200424	661.3714
TEX10|54881	413.1413	TEX10|54881	510.384
TEX11|56159	6.3006	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TEX14|56155	15.74
TEX19|400629	9.901	lowly_expressed	lowly_expressed
TEX261|113419	2121.0621	TEX261|113419	2698.2438
TEX264|51368	969.3969	TEX264|51368	1177.8766
TEX2|55852	1969.3969	TEX2|55852	3075.4208
TEX9|374618	73.8074	TEX9|374618	188.88
TFAM|7019	413.1413	TFAM|7019	747.9414
TFAP2A|7020	2068.3978	TFAP2A|7020	2842.7399
TFAP2B|7021	61.2061	TFAP2B|7021	2263.062
TFAP2C|7022	1027.9028	TFAP2C|7022	2428.3320000000003
TFAP2E|339488	7.2007	TFAP2E|339488	9.9104
TFAP4|7023	280.8281	TFAP4|7023	106.0992
TFB1M|51106	211.9712	TFB1M|51106	215.6963
TFB2M|64216	353.7354	TFB2M|64216	416.2355
TFCP2L1|29842	167.8668	TFCP2L1|29842	1692.0498
TFCP2|7024	701.6202	TFCP2|7024	690.2281
TFDP1|7027	1122.4122	TFDP1|7027	1299.7158
TFDP2|7029	224.5725	TFDP2|7029	325.0018
lowly_expressed	lowly_expressed	TFDP3|51270	37.3096
TFE3|7030	1328.5329	TFE3|7030	1174.6703
TFEB|7942	405.4905	TFEB|7942	274.284
TFEC|22797	206.1206	TFEC|22797	48.0944
TFF1|7031	12719.1719	TFF1|7031	6101.8728
lowly_expressed	lowly_expressed	TFF2|7032	18.3633
TFF3|7033	15563.0063	TFF3|7033	4388.5448
TFG|10342	2675.0675	TFG|10342	1922.6117
TFIP11|24144	967.7183	TFIP11|24144	846.2698
TFPI2|7980	58.5059	TFPI2|7980	1841.8713
TFPI|7035	544.5545	TFPI|7035	490.2718
TFPT|29844	675.6346	TFPT|29844	184.2804
TFR2|7036	7.2007	TFR2|7036	6.7041
TFRC|7037	1332.1332	TFRC|7037	2812.796
TF|7018	328.9829	TF|7018	638.6359
TGDS|23483	153.9154	TGDS|23483	197.6244
TGFA|7039	200.27	TGFA|7039	473.6574
TGFB1I1|7041	787.1287	TGFB1I1|7041	617.6492
TGFB1|7040	2268.6769	TGFB1|7040	477.4466
TGFB2|7042	261.9262	TGFB2|7042	796.9103
TGFB3|7043	1872.1872	TGFB3|7043	1027.7636
TGFBI|7045	2405.4905	TGFBI|7045	1095.6788
TGFBR1|7046	1121.9622	TGFBR1|7046	1914.7417
TGFBR2|7048	3895.1395	TGFBR2|7048	4581.7970000000005
TGFBR3|7049	916.7417	TGFBR3|7049	3073.6719
TGFBRAP1|9392	261.4761	TGFBRAP1|9392	413.0292
TGIF1|7050	2263.2763	TGIF1|7050	1275.8143
TGIF2|60436	640.9586	TGIF2|60436	444.4772
TGM1|7051	28.3528	TGM1|7051	27.1078
TGM2|7052	2090.9091	TGM2|7052	777.6725
TGM3|7053	57.1557	TGM3|7053	8.453
TGM5|9333	7.2007	TGM5|9333	19.8207
TGOLN2|10618	4866.7867	TGOLN2|10618	8074.6193
TGS1|96764	536.4536	TGS1|96764	567.2229
lowly_expressed	lowly_expressed	TG|7038	9.3274
TH1L|51497	1380.7381	TH1L|51497	2155.2139
THADA|63892	874.8875	THADA|63892	1097.4277
THAP10|56906	59.856	THAP10|56906	40.5159
THAP11|57215	480.19800000000004	THAP11|57215	475.9892
THAP1|55145	189.4689	THAP1|55145	206.0774
THAP2|83591	108.9109	THAP2|83591	99.9781
THAP3|90326	194.8875	THAP3|90326	166.2086
THAP4|51078	1393.7894	THAP4|51078	767.4707
THAP5|168451	414.4914	THAP5|168451	599.8688
THAP6|152815	270.027	THAP6|152815	396.9977
THAP7|80764	300.4275	THAP7|80764	219.8878
THAP8|199745	146.2646	THAP8|199745	109.59700000000001
THAP9|79725	90.9091	THAP9|79725	143.1174
THBD|7056	1182.2682	THBD|7056	580.9225
THBS1|7057	15382.5383	THBS1|7057	8311.8852
THBS2|7058	6985.1485	THBS2|7058	2164.5413
THBS3|7059	507.2277	THBS3|7059	532.8485
THBS4|7060	1696.6697	THBS4|7060	834.217
lowly_expressed	lowly_expressed	THEG|51298	13.9911
THEM4|117145	354.1854	THEM4|117145	421.4822
lowly_expressed	lowly_expressed	THEM5|284486	9.9104
THEMIS|387357	113.8614	THEMIS|387357	10.2019
THG1L|54974	242.5743	THG1L|54974	150.1129
THNSL1|79896	162.4662	THNSL1|79896	223.2748
THNSL2|55258	806.0306	THNSL2|55258	1146.9795
THOC1|9984	387.9388	THOC1|9984	406.3251
THOC2|57187	1179.1179	THOC2|57187	1583.9102
THOC3|84321	946.4446	THOC3|84321	478.6125
THOC4|10189	1438.7939	THOC4|10189	512.7159
THOC5|8563	623.3123	THOC5|8563	585.2948
THOC6|79228	423.2313	THOC6|79228	283.4424
THOC7|80145	747.5248	THOC7|80145	807.4036
THOP1|7064	545.9046	THOP1|7064	473.0744
THPO|7066	39.604	THPO|7066	8.453
THRAP3|9967	5058.9559	THRAP3|9967	4668.0755
THRA|7067	368.3393	THRA|7067	744.1143
THRB|7068	510.351	THRB|7068	1339.0658
THRSP|7069	96.7597	THRSP|7069	4826.0584
THSD1P1|374500	89.1089	THSD1P1|374500	136.2822
THSD1|55901	201.6202	THSD1|55901	153.9022
THSD4|79875	1596.3096	THSD4|79875	4651.1696
THSD7A|221981	76.9577	THSD7A|221981	53.6326
THSD7B|80731	55.3555	THSD7B|80731	53.0496
THTPA|79178	219.1719	THTPA|79178	352.1096
THUMPD1|55623	1002.7003	THUMPD1|55623	2331.8516
THUMPD2|80745	170.11700000000002	THUMPD2|80745	188.297
THUMPD3|25917	874.4374	THUMPD3|25917	1059.8266
THY1|7070	6487.3987	THY1|7070	941.1936
THYN1|29087	500.0	THYN1|29087	554.9807
TIA1|7072	842.9343	TIA1|7072	1369.6714
TIAF1|9220	230.108	TIAF1|9220	230.9466
TIAL1|7073	1369.4869	TIAL1|7073	1325.6577
TIAM1|7074	445.5446	TIAM1|7074	646.7973
TIAM2|26230	71.2871	TIAM2|26230	163.3491
TICAM1|148022	851.4851	TICAM1|148022	629.8914
TICAM2|353376	220.4365	TICAM2|353376	16.3842
TIE1|7075	1181.3681	TIE1|7075	373.6792
TIFAB|497189	27.0027	lowly_expressed	lowly_expressed
TIFA|92610	273.6274	TIFA|92610	554.9807
TIGD1|200765	174.6175	TIGD1|200765	95.6059
TIGD2|166815	101.2601	TIGD2|166815	198.2074
TIGD3|220359	22.5023	TIGD3|220359	6.9956
TIGD4|201798	7.2007	TIGD4|201798	11.6593
TIGD5|84948	148.5149	TIGD5|84948	92.6911
TIGD6|81789	185.8686	TIGD6|81789	236.1
TIGD7|91151	292.0702	TIGD7|91151	270.0984
TIGIT|201633	357.3357	TIGIT|201633	5.2467
TIMD4|91937	27.0027	lowly_expressed	lowly_expressed
TIMELESS|8914	1421.6922	TIMELESS|8914	578.8822
TIMM10|26519	333.0333	TIMM10|26519	426.7288
TIMM13|26517	1283.5284	TIMM13|26517	722.291
TIMM16|51025	190.324	TIMM16|51025	92.3268
TIMM17A|10440	1401.4401	TIMM17A|10440	998.0325
TIMM17B|10245	929.3429	TIMM17B|10245	422.6481
TIMM22|29928	417.6418	TIMM22|29928	421.1907
TIMM44|10469	476.1476	TIMM44|10469	419.4418
TIMM50|92609	885.2385	TIMM50|92609	561.9762
TIMM8A|1678	102.6103	TIMM8A|1678	99.1037
TIMM8B|26521	314.5815	TIMM8B|26521	442.7603
TIMM9|26520	528.8029	TIMM9|26520	385.3385
TIMP1|7076	11462.6463	TIMP1|7076	3291.4086
TIMP2|7077	9332.1332	TIMP2|7077	6002.1861
TIMP3|7078	30105.3105	TIMP3|7078	10718.0646
TIMP4|7079	135.4635	TIMP4|7079	38.766999999999996
TINAGL1|64129	771.8272	TINAGL1|64129	1176.1277
TINF2|26277	1383.4383	TINF2|26277	1198.5717
TIPARP|25976	1485.5446	TIPARP|25976	5088.9601
TIPIN|54962	101.2601	TIPIN|54962	73.4533
TIPRL|261726	886.1386	TIPRL|261726	1117.8314
TIRAP|114609	116.5617	TIRAP|114609	221.5259
TJAP1|93643	547.7048	TJAP1|93643	377.4685
TJP1|7082	2473.8974	TJP1|7082	2688.3335
TJP2|9414	1699.82	TJP2|9414	1810.0998
TJP3|27134	1068.4068	TJP3|27134	1104.7147
TK1|7083	1374.8875	TK1|7083	589.3755
TK2|7084	550.8551	TK2|7084	966.8439999999999
TKT|7086	3093.6094	TKT|7086	5007.6514
TLCD1|116238	147.1647	TLCD1|116238	131.7496
TLE1|7088	564.8065	TLE1|7088	874.7358
TLE2|7089	366.3366	TLE2|7089	864.2425
TLE3|7090	3614.7615	TLE3|7090	2133.0613
TLE4|7091	366.3366	TLE4|7091	504.8459
TLE6|79816	17.1017	TLE6|79816	34.6863
TLK1|9874	1099.91	TLK1|9874	1599.0673
TLK2|11011	1202.9703	TLK2|11011	613.2769999999999
TLL1|7092	43.2043	TLL1|7092	45.7626
TLL2|7093	5.8506	lowly_expressed	lowly_expressed
TLN1|7094	9348.7849	TLN1|7094	7497.7775
TLN2|83660	526.1026	TLN2|83660	949.9381
TLR10|81793	38.2538	TLR10|81793	11.0763
TLR1|7096	233.1233	TLR1|7096	93.85700000000001
TLR2|7097	371.2871	TLR2|7097	313.9255
TLR3|7098	268.2268	TLR3|7098	172.55700000000002
TLR4|7099	735.8236	TLR4|7099	636.887
TLR5|7100	239.87400000000002	TLR5|7100	328.4996
TLR6|10333	51.3051	TLR6|10333	16.6144
TLR7|51284	240.324	TLR7|51284	763.9729
TLR8|51311	87.3087	TLR8|51311	13.9911
TLR9|54106	39.0684	TLR9|54106	5.3254
TM2D1|83941	270.9271	TM2D1|83941	305.1811
TM2D2|83877	1383.8884	TM2D2|83877	922.5388
TM2D3|80213	535.1035	TM2D3|80213	539.2407
TM4SF18|116441	218.2718	TM4SF18|116441	232.0192
TM4SF19|116211	7.1242	TM4SF19|116211	18.7889
TM4SF1|4071	10070.6571	TM4SF1|4071	7101.9456
TM6SF1|53346	125.5626	TM6SF1|53346	80.7404
TM6SF2|53345	9.4509	lowly_expressed	lowly_expressed
TM7SF2|7108	545.9046	TM7SF2|7108	691.977
TM7SF3|51768	1340.6841	TM7SF3|51768	1698.7539
TM7SF4|81501	10.350999999999999	TM7SF4|81501	8.453
TM9SF1|10548	2093.7399	TM9SF1|10548	2313.9314
TM9SF2|9375	3459.946	TM9SF2|9375	6586.0235
TM9SF3|56889	4589.1089	TM9SF3|56889	6920.9357
TM9SF4|9777	2352.8353	TM9SF4|9777	2124.6083
TMBIM1|64114	3603.0603	TMBIM1|64114	2493.6238
TMBIM4|51643	1453.1953	TMBIM4|51643	2102.823
TMBIM6|7009	27958.5959	TMBIM6|7009	36276.3244
lowly_expressed	lowly_expressed	TMC2|117532	10.2019
lowly_expressed	lowly_expressed	TMC3|342125	9.3274
TMC4|147798	1653.9154	TMC4|147798	1484.2236
TMC5|79838	30.6031	TMC5|79838	843.8388
TMC6|11322	1162.4662	TMC6|11322	876.7762
TMC7|79905	98.1098	TMC7|79905	71.1215
TMC8|147138	483.3483	TMC8|147138	62.96
TMCC1|23023	1154.3654	TMCC1|23023	942.0681
TMCC2|9911	54.9055	TMCC2|9911	34.3948
TMCC3|57458	379.838	TMCC3|57458	1596.7354
TMCO1|54499	4111.1611	TMCO1|54499	2717.1901
TMCO3|55002	1189.9189999999999	TMCO3|55002	2446.6953
TMCO4|255104	337.5338	TMCO4|255104	611.5281
TMCO6|55374	134.5635	TMCO6|55374	151.2789
TMCO7|79613	200.7201	TMCO7|79613	303.1407
TMED10P1|286102	43.6544	TMED10P1|286102	56.2559
TMED10|10972	8698.4698	TMED10|10972	10506.7405
TMED1|11018	603.5194	TMED1|11018	481.2417
TMED2|10959	10834.8335	TMED2|10959	7386.723000000001
TMED3|23423	2905.0405	TMED3|23423	3619.0337
TMED4|222068	1108.0108	TMED4|222068	1327.6979999999999
TMED5|50999	852.3852	TMED5|50999	1838.6475
lowly_expressed	lowly_expressed	TMED6|146456	5.5381
TMED7-TICAM2|100302736	123.9424	TMED7-TICAM2|100302736	225.1403
TMED7|51014	1587.6643	TMED7|51014	2551.1623
TMED8|283578	346.0846	TMED8|283578	470.7425
TMED9|54732	5099.91	TMED9|54732	3150.3316
TMEFF1|8577	51.2241	TMEFF1|8577	37.639
TMEM100|55273	27.4527	TMEM100|55273	46.9285
TMEM101|84336	651.2151	TMEM101|84336	1040.8803
TMEM102|284114	156.1656	TMEM102|284114	250.9655
TMEM104|54868	511.7012	TMEM104|54868	526.4155
TMEM105|284186	10.350999999999999	TMEM105|284186	5.5381
TMEM106A|113277	153.9154	TMEM106A|113277	112.5118
TMEM106B|54664	1094.0594	TMEM106B|54664	1721.781
TMEM106C|79022	1319.5320000000002	TMEM106C|79022	848.5025
TMEM107|84314	85.5086	TMEM107|84314	174.3059
