gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
FLJ42709|441094	78.3596	FLJ42709|441094	160.0408
lowly_expressed	lowly_expressed	FLJ42875|440556	23.9551
FLJ43663|378805	85.4636	FLJ43663|378805	123.5984
FLJ44606|401207	74.4847	FLJ44606|401207	75.4332
FLJ44635|392490	40.6867	FLJ44635|392490	26.5036
FLJ45244|400242	31.8605	FLJ45244|400242	54.0265
FLJ45340|402483	550.8853	FLJ45340|402483	1732.9256
FLJ45445|399844	128.7337	FLJ45445|399844	54.2813
FLJ45983|399717	438.94300000000004	FLJ45983|399717	78.4913
FLJ90757|440465	597.1692	FLJ90757|440465	560.3976
FLNA|2316	6956.138000000001	FLNA|2316	21893.7309
FLNB|2317	13998.1659	FLNB|2317	16062.053999999998
FLNC|2318	146.1708	FLNC|2318	1115.1886
FLOT1|10211	2571.2287	FLOT1|10211	2746.6871
FLOT2|2319	1396.6955	FLOT2|2319	2446.2283
lowly_expressed	lowly_expressed	FLRT1|23769	6.6259
FLRT2|23768	327.8618	FLRT2|23768	1164.3731
FLRT3|23767	181.69099999999997	FLRT3|23767	351.4271
FLT1|2321	2154.0283	FLT1|2321	2853.4659
FLT3LG|2323	41.3325	FLT3LG|2323	118.7564
FLT3|2322	19.3746	FLT3|2322	20.897
FLT4|2324	264.1408	FLT4|2324	1557.0846
FLVCR1|28982	131.3169	FLVCR1|28982	118.2467
FLVCR2|55640	66.9501	FLVCR2|55640	66.2589
FLYWCH1|84256	411.1727	FLYWCH1|84256	706.9317
FLYWCH2|114984	491.2545	FLYWCH2|114984	228.8481
FMN1|342184	224.7457	FMN1|342184	151.631
FMN2|56776	9.2568	FMN2|56776	40.265
FMNL1|752	308.2719	FMNL1|752	366.7176
FMNL2|114793	584.2527	FMNL2|114793	1704.1284
FMNL3|91010	1515.0961	FMNL3|91010	1687.0133
FMO1|2326	77.2832	FMO1|2326	383.0275
FMO2|2327	314.0843	FMO2|2327	2820.8461
FMO3|2328	24.1107	FMO3|2328	108.8175
FMO4|2329	93.64399999999999	FMO4|2329	139.1437
FMO5|2330	410.7422	FMO5|2330	532.8746
FMOD|2331	9363.5434	FMOD|2331	4065.4944
FMR1|2332	1019.7514	FMR1|2332	1348.1142
FN1|2335	79710.2416	FN1|2335	10882.263
FN3KRP|79672	838.9215	FN3KRP|79672	885.5759
FN3K|64122	305.4733	FN3K|64122	232.1611
FNBP1L|54874	4042.8395	FNBP1L|54874	2835.8818
FNBP1|23048	1107.7983	FNBP1|23048	1419.9796
FNBP4|23360	1557.505	FNBP4|23360	2254.3323
FNDC1|84624	1243.2054	FNDC1|84624	175.3313
FNDC3A|22862	3253.4309	FNDC3A|22862	2686.5443
FNDC3B|64778	2791.0231	FNDC3B|64778	2753.5678
FNDC4|64838	44.5616	FNDC4|64838	201.3252
FNDC5|252995	17.2219	FNDC5|252995	51.7329
FNDC8|54752	6.6735	FNDC8|54752	12.2324
FNIP1|96459	1291.8573	FNIP1|96459	1203.8736
FNIP2|57600	381.4649	FNIP2|57600	1222.4771
FNTA|2339	1276.3576	FNTA|2339	1583.8429999999998
FNTB|2342	793.0939999999999	FNTB|2342	528.0046
FOLH1|2346	40.0409	FOLH1|2346	115.4434
FOLR1|2348	15.2844	FOLR1|2348	192.1509
FOLR2|2350	25.4023	FOLR2|2350	482.6707
FOSB|2354	903.073	FOSB|2354	22027.0133
FOSL1|8061	18.5135	FOSL1|8061	18.6035
FOSL2|2355	1710.9951	FOSL2|2355	2389.6534
FOS|2353	8768.527	FOS|2353	61171.5087
FOXA1|3169	11662.4509	FOXA1|3169	2989.8063
FOXA3|3171	291.05	lowly_expressed	lowly_expressed
FOXC1|2296	170.9273	FOXC1|2296	819.317
FOXC2|2303	13.5622	FOXC2|2303	22.6809
lowly_expressed	lowly_expressed	FOXD1|2297	6.371
FOXD2|2306	55.3253	FOXD2|2306	14.2712
FOXD3|27022	20.451	lowly_expressed	lowly_expressed
FOXD4L2|100036519	7.7499	FOXD4L2|100036519	6.371
FOXD4|2298	15.715	FOXD4|2298	5.0968
lowly_expressed	lowly_expressed	FOXF1|2294	7.3904
FOXF2|2295	62.2141	FOXF2|2295	75.4332
FOXI1|2299	90.1997	FOXI1|2299	241.0805
lowly_expressed	lowly_expressed	FOXI2|399823	9.9388
FOXJ1|2302	5.1666	lowly_expressed	lowly_expressed
FOXJ2|55810	970.669	FOXJ2|55810	1403.9246
FOXJ3|22887	2306.2268	FOXJ3|22887	2276.2487
FOXK1|221937	372.4234	FOXK1|221937	1208.4608
FOXK2|3607	1207.0394	FOXK2|3607	1229.3578
FOXL1|2300	19.3746	FOXL1|2300	22.4261
FOXM1|2305	158.6093	FOXM1|2305	26.1799
FOXN1|8456	24.5412	FOXN1|8456	9.4292
FOXN2|3344	332.8131	FOXN2|3344	818.2977
FOXN3|1112	1123.9438	FOXN3|1112	4113.4047
FOXO1|2308	604.4885	FOXO1|2308	1958.2059
FOXO3B|2310	923.0935	FOXO3B|2310	1313.2008
FOXO3|2309	1946.0739	FOXO3|2309	2741.8451
FOXO4|4303	428.1793	FOXO4|4303	1323.9042
FOXP1|27086	4220.225	FOXP1|27086	2588.685
FOXP2|93986	29.2772	FOXP2|93986	85.3721
FOXP3|50943	24.2398	FOXP3|50943	11.2054
FOXP4|116113	1030.0845	FOXP4|116113	1138.634
FOXQ1|94234	24.1107	FOXQ1|94234	23.1906
FOXRED1|55572	346.5906	FOXRED1|55572	277.5229
FOXRED2|80020	537.3231	FOXRED2|80020	443.1702
FOXS1|2307	39.1798	FOXS1|2307	47.9103
FPGS|2356	905.8716	FPGS|2356	525.9939
FPGT|8790	1125.0439	FPGT|8790	559.8394
FPR1|2357	246.4883	FPR1|2357	70.0815
FPR3|2359	206.878	FPR3|2359	220.4383
FRAS1|80144	76.2069	FRAS1|80144	399.3374
FRAT1|10023	148.9694	FRAT1|10023	140.6728
FRAT2|23401	347.2364	FRAT2|23401	309.3782
FREM1|158326	71.9014	FREM1|158326	336.6463
lowly_expressed	lowly_expressed	FREM2|341640	77.9817
FRG1B|284802	107.6368	FRG1B|284802	306.8298
FRG1|2483	450.9983	FRG1|2483	630.9888
FRK|2444	274.6892	FRK|2444	112.3853
lowly_expressed	lowly_expressed	FRMD1|79981	58.104
FRMD3|257019	46.2838	FRMD3|257019	316.5138
FRMD4A|55691	656.6127	FRMD4A|55691	1448.9653
FRMD4B|23150	947.4194	FRMD4B|23150	1056.3201
FRMD5|84978	6.6735	FRMD5|84978	9.9388
FRMD6|122786	2541.0904	FRMD6|122786	2995.158
FRMD8|83786	666.4873	FRMD8|83786	745.4128
FRMPD1|22844	15.715	FRMPD1|22844	50.2039
FRMPD2|143162	10.979000000000001	FRMPD2|143162	12.4873
lowly_expressed	lowly_expressed	FRMPD4|9758	12.7421
FRRS1|391059	150.9068	FRRS1|391059	136.5953
FRS2|10818	3318.2283	FRS2|10818	1673.0377
FRS3|10817	66.3043	FRS3|10817	99.3884
FRYL|285527	1862.9783	FRYL|285527	2700.8155
FRY|10129	1559.6577	FRY|10129	2009.4292
FRZB|2487	692.9659	FRZB|2487	570.3364
FSCN1|6624	486.3032	FSCN1|6624	875.6371
FSCN2|25794	11.4095	FSCN2|25794	18.3486
FSD1L|83856	24.5412	FSD1L|83856	99.3884
FSIP1|161835	728.9166	FSIP1|161835	86.1366
FSTL1|11167	9292.0725	FSTL1|11167	12966.8705
FSTL3|10272	221.0861	FSTL3|10272	540.265
FSTL4|23105	208.3849	FSTL4|23105	18.0938
FST|10468	197.40599999999998	FST|10468	153.16
FTH1|2495	27635.9722	FTH1|2495	25308.6086
FTHL3|2498	187.2881	FTHL3|2498	157.7472
FTL|2512	10689.4139	FTL|2512	20458.9704
FTO|79068	3376.1369	FTO|79068	2849.3884
FTSJ1|24140	621.2798	FTSJ1|24140	491.3354
FTSJ2|29960	671.8691	FTSJ2|29960	525.739
FTSJ3|117246	677.6815	FTSJ3|117246	874.1081
FTSJD1|55783	691.8896	FTSJD1|55783	1010.1937
FTSJD2|23070	1292.2878	FTSJD2|23070	1191.1315
FUBP1|8880	2144.5563	FUBP1|8880	1733.1804
FUBP3|8939	1253.108	FUBP3|8939	1334.8624
FUCA1|2517	3644.7985	FUCA1|2517	926.0958
FUCA2|2519	595.447	FUCA2|2519	947.2477
FUK|197258	176.7397	FUK|197258	298.1651
FUNDC1|139341	1892.2555	FUNDC1|139341	257.1356
FUNDC2|65991	1124.5853	FUNDC2|65991	997.9613
FURIN|5045	2136.5911	FURIN|5045	2020.6422
FUS|2521	4624.0784	FUS|2521	2964.3221
FUT10|84750	172.0037	FUT10|84750	243.3741
FUT11|170384	268.231	FUT11|170384	300.4587
FUT1|2523	69.7487	FUT1|2523	217.8899
FUT2|2524	316.6676	FUT2|2524	57.0846
FUT3|2525	24.9717	FUT3|2525	10.4485
FUT4|2526	125.4615	FUT4|2526	265.4664
FUT6|2528	11.1942	FUT6|2528	30.0714
FUT8|2530	2921.8320000000003	FUT8|2530	734.5846
FUT9|10690	35.3049	FUT9|10690	63.9653
FUZ|80199	266.4076	FUZ|80199	258.764
FXC1|26515	1098.3262	FXC1|26515	1005.3517
FXN|2395	284.8071	FXN|2395	235.2192
FXR1|8087	2315.4836	FXR1|8087	2176.6055
FXR2|9513	790.9155	FXR2|9513	744.3909
FXYD1|5348	10.1179	FXYD1|5348	317.0234
lowly_expressed	lowly_expressed	FXYD2|486	5.0968
FXYD3|5349	3803.2399	FXYD3|5349	837.9205
FXYD5|53827	778.8601	FXYD5|53827	1403.6697
FXYD6|53826	168.7746	FXYD6|53826	1009.4292
FYB|2533	657.0152	FYB|2533	408.2569
FYCO1|79443	1640.6006	FYCO1|79443	2405.1988
FYN|2534	437.2208	FYN|2534	1196.738
FYTTD1|84248	2752.9196	FYTTD1|84248	1918.1957
FZD10|11211	21.3121	FZD10|11211	54.5362
FZD1|8321	1365.6961	FZD1|8321	1485.7288
FZD2|2535	111.5118	FZD2|2535	46.6361
FZD3|7976	476.1854	FZD3|7976	177.37
FZD4|8322	1237.4318	FZD4|8322	6313.5499
FZD5|7855	48.6518	FZD5|7855	338.4302
FZD6|8323	247.5647	FZD6|8323	1140.9276
FZD7|8324	604.2732	FZD7|8324	2608.8175
FZD8|8325	201.4962	FZD8|8325	474.7706
lowly_expressed	lowly_expressed	FZD9|8326	15.0357
FZR1|51343	731.4999	FZR1|51343	720.948
G0S2|50486	38.9645	G0S2|50486	1794.5973
G2E3|55632	493.19199999999995	G2E3|55632	515.5454
G3BP1|10146	2187.8263	G3BP1|10146	2455.9123
G3BP2|9908	5047.3064	G3BP2|9908	3484.4546
lowly_expressed	lowly_expressed	G6PC2|57818	8.6646
G6PC3|92579	1389.3762	G6PC3|92579	723.4964
G6PD|2539	742.6941	G6PD|2539	424.5668
GAA|2548	1945.8587	GAA|2548	1350.9174
GAB1|2549	1221.0322	GAB1|2549	1588.1753
GAB2|9846	402.3465	GAB2|9846	1266.5647
GAB3|139716	98.5953	GAB3|139716	249.7452
GABARAPL1|23710	701.3616	GABARAPL1|23710	2446.2283
GABARAPL2|11345	1109.0899	GABARAPL2|11345	1791.5392
GABARAP|11337	6958.2907	GABARAP|11337	4722.2222
GABBR1|2550	334.7506	GABBR1|2550	926.8603
GABPA|2551	1247.5518	GABPA|2551	1684.3451
GABPB1|2553	540.2486	GABPB1|2553	489.5973
GABPB2|126626	137.3446	GABPB2|126626	126.9113
GABRA2|2555	9.6873	GABRA2|2555	37.2069
lowly_expressed	lowly_expressed	GABRA4|2557	7.6453
GABRB2|2561	13.9928	GABRB2|2561	6.8807
GABRB3|2562	11.4095	GABRB3|2562	108.5627
GABRD|2563	50.8046	lowly_expressed	lowly_expressed
GABRE|2564	15.9303	GABRE|2564	547.6555
GABRP|2568	584.4680000000001	GABRP|2568	4394.4954
GAD1|2571	185.3506	lowly_expressed	lowly_expressed
GADD45A|1647	191.8088	GADD45A|1647	316.2589
GADD45B|4616	568.753	GADD45B|4616	940.367
GADD45GIP1|90480	204.0794	GADD45GIP1|90480	279.3068
GADD45G|10912	137.7751	GADD45G|10912	42.5586
GAK|2580	1230.7196	GAK|2580	1205.9123
lowly_expressed	lowly_expressed	GAL3ST1|9514	10.9582
GAL3ST2|64090	5.1666	lowly_expressed	lowly_expressed
GAL3ST4|79690	206.4474	GAL3ST4|79690	175.3313
GALC|2581	956.8914	GALC|2581	981.3965
GALE|2582	1122.8674	GALE|2582	186.7992
GALK1|2584	150.261	GALK1|2584	120.0306
GALK2|2585	323.6876	GALK2|2585	337.8236
GALM|130589	291.05	GALM|130589	319.317
GALNS|2588	246.2731	GALNS|2588	237.5127
GALNT10|55568	3192.5085	GALNT10|55568	1484.4546
GALNT11|63917	500.0807	GALNT11|63917	1133.2824
GALNT12|79695	26.6939	GALNT12|79695	155.9633
lowly_expressed	lowly_expressed	GALNT13|114805	44.8522
GALNT14|79623	34.2285	GALNT14|79623	59.3782
GALNT1|2589	3928.5291	GALNT1|2589	2371.8145
GALNT2|2590	1599.2681	GALNT2|2590	1323.1397
GALNT3|2591	96.2273	GALNT3|2591	1186.2895
GALNT4|8693	1155.3845	GALNT4|8693	621.9827
GALNT5|11227	5693.5579	GALNT5|11227	43.8328
GALNT6|11226	7020.0743	GALNT6|11226	2162.844
GALNT7|51809	9625.5315	GALNT7|51809	1241.3354
GALNTL1|57452	81.3734	GALNTL1|57452	593.5269999999999
GALNTL2|117248	187.7186	GALNTL2|117248	2391.6922
GALNTL4|374378	185.3506	GALNTL4|374378	457.4414
GALT|2592	271.6754	GALT|2592	325.1784
GAMT|2593	692.3201	GAMT|2593	187.5637
GANAB|23193	10930.0899	GANAB|23193	7117.9918
GANC|2595	406.5508	GANC|2595	472.9969
GAN|8139	52.3115	GAN|8139	109.0724
GAPDH|2597	15623.0558	GAPDH|2597	13485.2192
GAPT|202309	168.34400000000002	GAPT|202309	38.4811
GAPVD1|26130	2132.5009	GAPVD1|26130	1655.9633
GAR1|54433	309.5635	GAR1|54433	323.3945
GARNL3|84253	207.3085	GARNL3|84253	220.94799999999998
GARS|2617	1735.3210000000001	GARS|2617	1155.7085
GART|2618	1991.7120000000002	GART|2618	1172.0183
GAS1|2619	350.6808	GAS1|2619	1627.1662
GAS2L1|10634	318.3898	GAS2L1|10634	601.682
lowly_expressed	lowly_expressed	GAS2L2|246176	28.2875
GAS2L3|283431	24.9717	GAS2L3|283431	26.7584
GAS2|2620	8.6109	GAS2|2620	53.262
GAS5|60674	677.8968	GAS5|60674	1639.1437
GAS6|2621	914.6978	GAS6|2621	2804.5362
GAS7|8522	1309.2944	GAS7|8522	1345.5657
GAS8|2622	238.5448	GAS8|2622	485.7008
GATA2|2624	444.3248	GATA2|2624	370.0306
GATA3|2625	14897.3683	GATA3|2625	5785.6779
GATA4|2626	18.5135	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GATA5|140628	7.3904
GATA6|2627	119.9074	GATA6|2627	177.6249
GATAD1|57798	1254.3997	GATAD1|57798	1309.8879
GATAD2A|54815	1204.2409	GATAD2A|54815	1209.735
GATAD2B|57459	1031.1609	GATAD2B|57459	1469.9286
GATC|283459	21.5274	GATC|283459	30.0714
GATM|2628	1676.336	GATM|2628	661.5698
GATSL1|389523	13.5622	GATSL1|389523	32.3649
GATSL3|652968	149.5485	GATSL3|652968	163.0836
GATS|352954	92.2232	GATS|352954	279.1208
GBA2|57704	932.0553	GBA2|57704	1197.2910000000002
GBAP1|2630	403.8534	GBAP1|2630	264.0163
GBAS|2631	2430.655	GBAS|2631	1569.8267
GBA|2629	1520.0474	GBA|2629	829.5107
GBE1|2632	494.0531	GBE1|2632	1027.0133
GBF1|8729	3290.8885	GBF1|8729	2062.6911
GBGT1|26301	44.1311	GBGT1|26301	106.7788
GBP1|2633	857.435	GBP1|2633	1030.5810000000001
GBP2|2634	1318.3316	GBP2|2634	3675.3007
GBP3|2635	1050.1049	GBP3|2635	580.7849
GBP4|115361	909.9618	GBP4|115361	2139.6534
GBP5|115362	242.1829	GBP5|115362	123.5984
GBP6|163351	6.6735	GBP6|163351	7.6453
GCAT|23464	105.4841	GCAT|23464	73.6493
GCA|25801	367.4721	GCA|25801	469.6738
GCC1|79571	970.0231	GCC1|79571	828.7462
GCC2|9648	2287.9285	GCC2|9648	2110.8563
GCDH|2639	389.4301	GCDH|2639	277.5229
GCET2|257144	29.4925	GCET2|257144	44.3425
GCFC1|94104	974.7592	GCFC1|94104	1032.6198
GCH1|2643	235.7247	GCH1|2643	232.4159
GCHFR|2644	148.7541	GCHFR|2644	82.314
lowly_expressed	lowly_expressed	GCK|2645	7.3904
GCLC|2729	1206.8242	GCLC|2729	1110.6014
GCLM|2730	404.9298	GCLM|2730	454.3833
GCM1|8521	32.0758	GCM1|8521	5.3517
GCN1L1|10985	2025.0794	GCN1L1|10985	2698.0122
GCNT1|2650	2389.7529999999997	GCNT1|2650	408.7666
GCNT2|2651	515.1499	GCNT2|2651	624.3629
GCNT4|51301	67.8112	GCNT4|51301	130.7339
GCOM1|145781	122.6371	GCOM1|145781	1337.2477
lowly_expressed	lowly_expressed	GCSH|2653	8.9195
GDAP1|54332	425.3808	GDAP1|54332	415.9021
GDAP2|54834	714.278	GDAP2|54834	474.0061
GDE1|51573	3712.3944	GDE1|51573	1425.5861
GDF10|2662	15.4997	GDF10|2662	308.10400000000004
GDF11|10220	77.5007	GDF11|10220	114.5489
GDF15|9518	69.3181	GDF15|9518	99.6432
GDF3|9573	7.7499	lowly_expressed	lowly_expressed
GDF5|8200	6.1418	GDF5|8200	21.3405
GDF6|392255	12.0553	GDF6|392255	6.8807
GDF9|2661	750.444	GDF9|2661	18.0938
GDI1|2664	1577.9560000000001	GDI1|2664	2089.1947
GDI2|2665	7396.3726	GDI2|2665	4925.0765
GDPD1|284161	85.0331	GDPD1|284161	46.3812
GDPD3|79153	40.4413	GDPD3|79153	121.1468
GDPD5|81544	108.9285	GDPD5|81544	582.5688
GEFT|115557	246.7402	GEFT|115557	582.8619
GEMIN4|50628	569.3988	GEMIN4|50628	756.8807
GEMIN5|25929	928.0448	GEMIN5|25929	855.7594
GEMIN6|79833	197.40599999999998	GEMIN6|79833	124.1081
GEMIN7|79760	312.1468	GEMIN7|79760	181.4475
GEMIN8P4|492303	36.3812	GEMIN8P4|492303	15.8002
GEMIN8|54960	1303.4821	GEMIN8|54960	327.7268
GEM|2669	773.0477	GEM|2669	2084.6075
GEN1|348654	265.0019	GEN1|348654	213.8124
GET4|51608	386.6444	GET4|51608	424.0036
lowly_expressed	lowly_expressed	GFAP|2670	145.0051
GFER|2671	481.3519	GFER|2671	207.4414
GFI1|2672	18.9441	GFI1|2672	20.6422
GFM1|85476	2682.0946	GFM1|85476	1371.0499
GFM2|84340	1096.1735	GFM2|84340	553.262
GFOD1|54438	41.5478	GFOD1|54438	248.4709
GFOD2|81577	548.0868	GFOD2|81577	798.6748
GFPT1|2673	6562.1872	GFPT1|2673	2948.0122
GFPT2|9945	304.397	GFPT2|9945	309.3782
GFRA1|2674	18344.5455	GFRA1|2674	4504.842000000001
lowly_expressed	lowly_expressed	GFRA2|2675	63.9653
GGA1|26088	390.0759	GGA1|26088	784.4037
GGA2|23062	2950.3256	GGA2|23062	2300.2039
GGA3|23163	641.085	GGA3|23163	871.3048
GGCT|79017	2251.1167	GGCT|79017	575.6881
GGCX|2677	926.3226	GGCX|2677	682.4669
GGH|8836	102.4703	GGH|8836	161.315
GGNBP2|79893	1512.0822	GGNBP2|79893	1616.7176
lowly_expressed	lowly_expressed	GGN|199720	7.1356
GGPS1|9453	1689.683	GGPS1|9453	880.9888
GGT1|2678	7.7499	GGT1|2678	62.6911
lowly_expressed	lowly_expressed	GGT3P|2679	17.3293
GGT5|2687	321.1883	GGT5|2687	876.6565
GGT6|124975	310.8552	GGT6|124975	321.8654
GGT7|2686	72.5472	GGT7|2686	444.9541
GGTA1|2681	164.2538	GGTA1|2681	745.158
lowly_expressed	lowly_expressed	GGTLC2|91227	7.1356
GHDC|84514	960.3358	GHDC|84514	579.001
GHITM|27069	7191.6474	GHITM|27069	3481.1417
GHRLOS|100126793	6.2429	GHRLOS|100126793	15.2905
GHRL|51738	5.1666	lowly_expressed	lowly_expressed
GHR|2690	158.2261	GHR|2690	1675.3313
GIGYF1|64599	684.1397	GIGYF1|64599	1622.0693
GIGYF2|26058	2901.4585	GIGYF2|26058	2624.1081
GIMAP1|170575	46.0686	GIMAP1|170575	352.7013
GIMAP2|26157	363.5972	GIMAP2|26157	343.7819
GIMAP4|55303	542.7049	GIMAP4|55303	1834.3527
GIMAP5|55340	168.7746	GIMAP5|55340	1394.2406
GIMAP6|474344	509.5528	GIMAP6|474344	2566.7686
GIMAP7|168537	232.2803	GIMAP7|168537	1593.527
GIMAP8|155038	316.237	GIMAP8|155038	2166.6667
GIN1|54826	243.2592	GIN1|54826	186.7992
GINS1|9837	151.7679	GINS1|9837	49.6942
GINS2|51659	155.4276	GINS2|51659	45.3619
GINS3|64785	88.2622	GINS3|64785	122.8338
GINS4|84296	70.6098	GINS4|84296	49.6942
GIPC1|10755	955.1693	GIPC1|10755	698.2671
GIPC2|54810	42.1936	GIPC2|54810	336.6463
GIPC3|126326	116.4631	GIPC3|126326	169.4699
GIPR|2696	14.6386	GIPR|2696	17.5841
GIT1|28964	947.2041	GIT1|28964	1797.6555
GIT2|9815	1302.8212	GIT2|9815	1520.8512
GIYD2|79008	953.15	GIYD2|79008	166.2156
GJA1|2697	62806.0966	GJA1|2697	3374.1081
GJA4|2701	237.0163	GJA4|2701	550.4587
GJA5|2702	527.6358	GJA5|2702	1189.0928
GJA9|81025	8.146	lowly_expressed	lowly_expressed
GJB1|2705	96.2273	GJB1|2705	20.3874
GJB2|2706	248.4258	GJB2|2706	14.526
lowly_expressed	lowly_expressed	GJB3|2707	23.7003
lowly_expressed	lowly_expressed	GJB5|2709	24.21
GJC1|10052	365.9652	GJC1|10052	410.2956
GJC2|57165	17.8677	GJC2|57165	93.0173
GJC3|349149	28.4161	GJC3|349149	27.0133
GJD3|125111	20.4467	GJD3|125111	144.34
GK3P|2713	24.7565	GK3P|2713	8.6646
GK5|256356	1019.1055	GK5|256356	1153.16
GKAP1|80318	203.6489	GKAP1|80318	171.5087
GK|2710	187.2881	GK|2710	93.7819
GLA|2717	490.3934	GLA|2717	1006.8807
GLB1L2|89944	424.0891	GLB1L2|89944	284.1488
GLB1L|79411	261.7728	GLB1L|79411	298.1651
GLB1|2720	1774.7161	GLB1|2720	785.1682
GLCCI1|113263	523.115	GLCCI1|113263	490.316
GLCE|26035	2168.0211	GLCE|26035	1665.3925
lowly_expressed	lowly_expressed	GLDC|2731	11.9776
GLDN|342035	21.7426	GLDN|342035	496.1774
GLE1|2733	1352.5644	GLE1|2733	923.5474
GLG1|2734	3160.4327	GLG1|2734	4887.3598
GLI1|2735	24.1107	GLI1|2735	41.5392
GLI2|2736	99.6717	GLI2|2736	124.8726
GLI3|2737	371.3471	GLI3|2737	1970.4383
GLI4|2738	22.8535	GLI4|2738	64.1412
GLIPR1L2|144321	121.8449	GLIPR1L2|144321	66.5138
GLIPR1|11010	661.7771	GLIPR1|11010	716.8043
GLIPR2|152007	320.1119	GLIPR2|152007	630.9888
GLIS1|148979	10.1179	GLIS1|148979	22.6809
GLIS2|84662	515.5804	GLIS2|84662	394.4954
GLIS3|169792	150.9068	GLIS3|169792	119.5209
GLMN|11146	186.42700000000002	GLMN|11146	110.8563
GLO1|2739	3575.9109	GLO1|2739	2172.7829
GLOD4|51031	1407.4592	GLOD4|51031	1173.2926
GLOD5|392465	16.3608	GLOD5|392465	5.6065
lowly_expressed	lowly_expressed	GLP1R|2740	22.9358
lowly_expressed	lowly_expressed	GLRA3|8001	179.4088
lowly_expressed	lowly_expressed	GLRA4|441509	14.7808
GLRB|2743	1172.1651	GLRB|2743	245.158
GLRX2|51022	178.0313	GLRX2|51022	72.1203
GLRX3|10539	647.1126	GLRX3|10539	546.1264
GLRX5|51218	712.9864	GLRX5|51218	637.105
GLRX|2745	784.8878	GLRX|2745	328.4913
GLS2|27165	96.8731	GLS2|27165	65.2396
GLS|2744	1533.8249	GLS|2744	2135.8308
lowly_expressed	lowly_expressed	GLT1D1|144423	10.9582
GLT25D1|79709	1830.2567	GLT25D1|79709	1457.1865
GLT25D2|23127	24.5412	GLT25D2|23127	58.104
GLT8D1|55830	1827.4904	GLT8D1|55830	1040.2854
GLT8D2|83468	441.0957	GLT8D2|83468	621.3048
GLTPD1|80772	437.2208	GLTPD1|80772	396.0245
GLTP|51228	1123.298	GLTP|51228	1015.5454
GLTSCR1|29998	196.3296	GLTSCR1|29998	225.2803
GLTSCR2|29997	2218.6104	GLTSCR2|29997	5614.1692
GLUD1|2746	6708.1427	GLUD1|2746	4994.3935
GLUD2|2747	748.7218	GLUD2|2747	584.3527
GLUL|2752	39407.3516	GLUL|2752	13452.3445
GLYATL1|92292	176.3091	GLYATL1|92292	8.1549
GLYATL2|219970	32.9369	GLYATL2|219970	280.3262
GLYAT|10249	9.472000000000001	GLYAT|10249	203.3639
GLYCTK|132158	42.1936	GLYCTK|132158	77.2171
GLYR1|84656	4663.904	GLYR1|84656	2084.8624
GM2A|2760	2195.7914	GM2A|2760	1713.5576
GMCL1L|64396	9.0415	lowly_expressed	lowly_expressed
GMCL1|64395	559.7115	GMCL1|64395	452.5994
GMDS|2762	888.865	GMDS|2762	166.4118
GMEB1|10691	157.5803	GMEB1|10691	198.2671
GMEB2|26205	317.7439	GMEB2|26205	442.6606
GMFB|2764	2051.9886	GMFB|2764	1617.2273
GMFG|9535	152.1985	GMFG|9535	419.4699
GMIP|51291	321.4036	GMIP|51291	210.7543
GMNN|51053	152.629	GMNN|51053	291.5392
GMPPA|29926	736.8818	GMPPA|29926	347.6045
GMPPB|29925	411.1727	GMPPB|29925	168.4506
GMPR2|51292	1670.5237	GMPR2|51292	1166.9215
GMPR|2766	87.8317	GMPR|2766	155.1988
GMPS|8833	1160.1098	GMPS|8833	944.1896
GNA11|2767	461.76199999999994	GNA11|2767	709.735
GNA12|2768	1256.3371	GNA12|2768	1762.2324
GNA13|10672	2850.6539	GNA13|10672	2415.3925
GNA14|9630	316.237	GNA14|9630	75.1784
GNA15|2769	73.6236	GNA15|2769	120.5403
GNAI1|2770	263.495	GNAI1|2770	1346.5851
GNAI2|2771	5379.0431	GNAI2|2771	6448.0122
GNAI3|2773	2676.7128	GNAI3|2773	1978.5933
GNAL|2774	49.5129	GNAL|2774	302.2426
GNAO1|2775	70.1792	GNAO1|2775	78.2365
GNAQ|2776	2699.3165	GNAQ|2776	3342.7625
GNAS|2778	16658.5221	GNAS|2778	15243.628999999999
GNAZ|2781	48.4366	GNAZ|2781	597.6045
GNB1L|54584	29.331	GNB1L|54584	68.1295
GNB1|2782	8902.2119	GNB1|2782	7910.0408
GNB2L1|10399	13876.3253	GNB2L1|10399	19265.8002
GNB2|2783	3677.7353	GNB2|2783	2267.8389
GNB3|2784	6.5637	GNB3|2784	31.0703
GNB4|59345	1140.5199	GNB4|59345	1744.3935
GNB5|10681	221.5166	GNB5|10681	612.6402
GNE|10020	718.5835	GNE|10020	1183.7411
GNG10|2790	680.8094	GNG10|2790	379.9694
GNG11|2791	434.8528	GNG11|2791	2729.3578
GNG12|55970	4209.6766	GNG12|55970	4389.1437
GNG13|51764	9.6873	lowly_expressed	lowly_expressed
GNG2|54331	425.1655	GNG2|54331	1182.7217
GNG3|2785	12.7011	lowly_expressed	lowly_expressed
GNG4|2786	10.3331	GNG4|2786	41.5392
GNG5|2787	2394.7043	GNG5|2787	880.4791
GNG7|2788	117.7547	GNG7|2788	463.5576
