gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
FAM110C|642273	6.9105	FAM110C|642273	13.3963
FAM111A|63901	1252.3275	FAM111A|63901	1173.3791
FAM111B|374393	1083.0214	FAM111B|374393	59.7681
FAM113A|64773	203.8583	FAM113A|64773	492.9154
FAM113B|91523	232.268	FAM113B|91523	249.0374
FAM114A1|92689	856.5121	FAM114A1|92689	686.9901
FAM114A2|10827	243.7854	FAM114A2|10827	452.7265
FAM115A|9747	140.8964	FAM115A|9747	679.4332
FAM115C|285966	485.9084	FAM115C|285966	439.7767
FAM116A|201627	598.138	FAM116A|201627	910.9489
FAM116B|414918	173.91299999999998	FAM116B|414918	136.3675
FAM117A|81558	226.8932	FAM117A|81558	601.8033
FAM117B|150864	139.3608	FAM117B|150864	519.7080000000001
FAM118A|55007	262.9811	FAM118A|55007	320.8244
FAM118B|79607	277.9537	FAM118B|79607	206.4405
FAM119A|151194	133.6021	FAM119A|151194	148.0464
FAM119B|25895	243.7854	FAM119B|25895	351.7389
FAM120AOS|158293	1090.6536	FAM120AOS|158293	1441.2366
FAM120A|23196	3250.6459	FAM120A|23196	4138.8407
FAM120B|84498	449.9472	FAM120B|84498	912.6664
FAM120C|54954	442.6528	FAM120C|54954	406.3547
FAM122A|116224	296.7655	FAM122A|116224	877.2864
FAM122B|159090	404.2614	FAM122B|159090	784.8862
FAM122C|159091	11.5174	FAM122C|159091	28.5101
FAM123B|139285	423.4571	FAM123B|139285	248.3469
FAM124A|220108	31.4809	FAM124A|220108	29.5406
FAM124B|79843	9.2139	FAM124B|79843	75.5689
FAM125A|93343	477.9729	FAM125A|93343	372.6921
FAM125B|89853	291.0068	FAM125B|89853	496.3504
FAM126A|84668	470.2947	FAM126A|84668	1112.237
FAM126B|285172	320.5682	FAM126B|285172	758.4371
FAM127A|8933	1749.4961	FAM127A|8933	989.2658
FAM127B|26071	1694.5964	FAM127B|26071	628.9395
FAM127C|441518	726.7492	FAM127C|441518	412.1941
FAM128A|653784	398.5027	FAM128A|653784	234.6071
FAM128B|80097	1121.0289	FAM128B|80097	536.8828
FAM129A|116496	1114.1184	FAM129A|116496	5683.4693
FAM129B|64855	5816.2971	FAM129B|64855	3175.2684
FAM129C|199786	5.7587	FAM129C|199786	7.2134
FAM131A|131408	368.1735	FAM131A|131408	288.5359
FAM131B|9715	30.7131	FAM131B|9715	69.0425
FAM131C|348487	27.2579	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM133A|286499	8.5874
FAM133B|257415	68.7206	FAM133B|257415	125.7192
FAM134A|79137	1729.5326	FAM134A|79137	2747.2735
FAM134B|54463	130.1468	FAM134B|54463	393.3018
FAM134C|162427	1633.5541	FAM134C|162427	2219.3216
FAM135A|57579	186.9661	FAM135A|57579	344.1821
FAM136A|84908	1314.5215	FAM136A|84908	648.8622
FAM13AOS|285512	27.5497	FAM13AOS|285512	127.3061
FAM13A|10144	388.2292	FAM13A|10144	1818.2499
FAM13B|51306	269.116	FAM13B|51306	1666.9369
FAM13C|220965	27.875999999999998	FAM13C|220965	474.8716
FAM149A|25854	51.0606	FAM149A|25854	158.0077
FAM149B1|317662	290.6229	FAM149B1|317662	556.8055
FAM150B|285016	35.704	FAM150B|285016	45.6848
FAM151B|167555	8.4461	FAM151B|167555	19.5792
lowly_expressed	lowly_expressed	FAM153A|285596	6.8699
FAM154B|283726	5.7587	FAM154B|283726	40.1889
FAM155A|728215	6.5265	FAM155A|728215	30.9146
FAM155B|27112	35.3201	FAM155B|27112	29.8841
FAM156A|29057	329.7821	FAM156A|29057	1088.5359
FAM157A|728262	14.2048	FAM157A|728262	13.3963
FAM158A|51016	171.2256	FAM158A|51016	76.2559
FAM159A|348378	6.5265	FAM159A|348378	5.4959
FAM160A1|729830	145.5034	FAM160A1|729830	299.1842
FAM160A2|84067	474.9016	FAM160A2|84067	665.3499
FAM160B1|57700	497.1686	FAM160B1|57700	1069.3001
FAM160B2|64760	758.998	FAM160B2|64760	1102.2757
FAM161A|84140	64.8815	FAM161A|84140	101.6745
FAM161B|145483	56.3202	FAM161B|145483	349.4444
FAM162A|26355	1163.6433	FAM162A|26355	560.9274
lowly_expressed	lowly_expressed	FAM162B|221303	61.8291
FAM164A|51101	136.2895	FAM164A|51101	451.3525
FAM164C|79696	29.9453	FAM164C|79696	50.4938
FAM165B|54065	200.4031	FAM165B|54065	355.1739
lowly_expressed	lowly_expressed	FAM166B|730112	18.2052
FAM167A|83648	18.4279	FAM167A|83648	140.14600000000002
FAM167B|84734	73.7115	FAM167B|84734	59.4246
FAM168A|23201	220.3666	FAM168A|23201	392.6149
FAM168B|130074	3534.3123	FAM168B|130074	3997.9390000000003
FAM169A|26049	22.6509	FAM169A|26049	145.6419
FAM171A1|221061	768.2119	FAM171A1|221061	699.3559
FAM171A2|284069	64.8815	FAM171A2|284069	9.2744
FAM171B|165215	155.8691	FAM171B|165215	537.2263
FAM172A|83989	264.5167	FAM172A|83989	975.8695
FAM173A|65990	116.3259	FAM173A|65990	47.7458
FAM173B|134145	279.1055	FAM173B|134145	232.2027
FAM174A|345757	105.5764	FAM174A|345757	264.1477
FAM174B|400451	125.9238	FAM174B|400451	1149.3345
FAM175A|84142	150.5711	FAM175A|84142	423.945
FAM175B|23172	484.4995	FAM175B|23172	593.5595
FAM176A|84141	436.1263	FAM176A|84141	65.9511
FAM176B|55194	211.4867	FAM176B|55194	142.8527
FAM177A1|283635	717.1514	FAM177A1|283635	762.2155
FAM178A|55719	592.7632	FAM178A|55719	1140.4036
FAM178B|51252	15.3566	FAM178B|51252	7.5569
FAM179A|165186	5.3748	FAM179A|165186	5.1524
FAM179B|23116	198.0996	FAM179B|23116	851.5243
FAM180A|389558	310.5864	FAM180A|389558	79.3474
lowly_expressed	lowly_expressed	FAM180B|399888	18.8922
lowly_expressed	lowly_expressed	FAM181B|220382	18.5487
lowly_expressed	lowly_expressed	FAM182B|728882	40.1889
lowly_expressed	lowly_expressed	FAM183A|440585	7.5569
FAM184A|79632	54.1319	FAM184A|79632	198.8836
lowly_expressed	lowly_expressed	FAM184B|27146	5.6024
FAM185A|222234	66.4171	FAM185A|222234	106.4835
lowly_expressed	lowly_expressed	FAM186A|121006	6.8699
lowly_expressed	lowly_expressed	FAM186B|84070	23.7012
FAM188A|80013	206.5457	FAM188A|80013	556.1185
FAM188B|84182	256.8385	FAM188B|84182	188.7437
FAM189A1|23359	9.2139	FAM189A1|23359	13.0528
FAM189A2|9413	92.5233	FAM189A2|9413	863.2031
FAM189B|10712	1709.5691	FAM189B|10712	383.3405
FAM18A|780776	21.4531	FAM18A|780776	32.5049
FAM18B2|201158	231.3696	FAM18B2|201158	263.1207
FAM18B|51030	797.7733	FAM18B|51030	767.7115
FAM190A|401145	46.8375	FAM190A|401145	116.7883
FAM190B|54462	947.8837	FAM190B|54462	1833.9201
FAM192A|80011	1301.0846	FAM192A|80011	1343.0657
FAM193A|8603	714.8479	FAM193A|8603	853.2417
FAM193B|54540	383.1462	FAM193B|54540	759.4676
FAM195A|84331	353.2009	FAM195A|84331	99.9571
FAM195B|348262	2058.5469	FAM195B|348262	877.9734
FAM196A|642938	5.7587	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM196B|100131897	238.3856
FAM198A|729085	76.015	FAM198A|729085	219.1498
FAM198B|51313	561.6662	FAM198B|51313	5018.4629
FAM199X|139231	395.0475	FAM199X|139231	516.2731
FAM19A2|338811	6.5265	FAM19A2|338811	25.4186
FAM19A3|284467	35.704	FAM19A3|284467	6.1829
FAM19A5|25817	48.7571	FAM19A5|25817	21.9837
FAM200A|221786	116.3259	FAM200A|221786	251.0949
FAM200B|285550	272.195	FAM200B|285550	497.0374
FAM20A|54757	596.9863	FAM20A|54757	285.7879
FAM20B|9917	1691.1412	FAM20B|9917	2054.7875
FAM20C|56975	2308.091	FAM20C|56975	1045.9425
FAM21A|387680	218.0632	FAM21A|387680	385.4015
FAM21B|55747	548.2292	FAM21B|55747	1033.5766
FAM21C|253725	973.222	FAM21C|253725	2129.6694
FAM22A|728118	18.044	FAM22A|728118	80.7213
FAM22D|728130	32.2488	FAM22D|728130	138.4285
lowly_expressed	lowly_expressed	FAM22G|441457	5.8394
lowly_expressed	lowly_expressed	FAM23A|653567	10.9918
FAM24B|196792	29.3579	FAM24B|196792	17.4839
FAM25B|100132929	33.4005	lowly_expressed	lowly_expressed
FAM26E|254228	142.816	FAM26E|254228	134.6501
FAM26F|441168	290.23900000000003	FAM26F|441168	118.8493
FAM27A|548321	8.0622	FAM27A|548321	6.5264
FAM27C|100132948	7.2944	FAM27C|100132948	8.9309
FAM32A|26017	1484.9794	FAM32A|26017	1508.6303
FAM35A|54537	497.9365	FAM35A|54537	970.0301
FAM35B2|439965	41.0788	FAM35B2|439965	116.1013
FAM35B|414241	186.1983	FAM35B|414241	330.0988
FAM36A|116228	1344.8085	FAM36A|116228	1008.2095
FAM38A|9780	4127.1485	FAM38A|9780	2309.2211
FAM38B|63895	23.8027	FAM38B|63895	266.5522
FAM3A|60343	861.503	FAM3A|60343	458.9094
FAM3B|54097	25.7222	FAM3B|54097	870.76
FAM3C|10447	963.2402	FAM3C|10447	1290.5109
FAM3D|131177	28.0257	FAM3D|131177	91.0262
FAM40A|85369	721.3744	FAM40A|85369	753.9717
FAM40B|57464	21.1153	FAM40B|57464	18.5487
FAM41C|284593	8.0622	FAM41C|284593	22.6707
FAM43A|131583	113.2546	FAM43A|131583	345.556
FAM43B|163933	6.5265	FAM43B|163933	7.9004
FAM45A|404636	438.0459	FAM45A|404636	446.8871
FAM45B|55855	206.1618	FAM45B|55855	177.2435
FAM46A|55603	550.5327	FAM46A|55603	1510.0043
FAM46B|115572	469.5268	FAM46B|115572	693.5165
FAM46C|54855	1779.8253	FAM46C|54855	926.0627
lowly_expressed	lowly_expressed	FAM47E|100129583	316.7196
FAM48A|55578	726.9719	FAM48A|55578	980.3727
FAM49A|81553	257.2224	FAM49A|81553	184.1134
FAM49B|51571	2786.0639	FAM49B|51571	846.3718
FAM50A|9130	1537.1917	FAM50A|9130	681.8377
FAM50B|26240	653.4216	FAM50B|26240	243.53799999999998
FAM53A|152877	44.9179	FAM53A|152877	21.2967
FAM53B|9679	1058.4547	FAM53B|9679	938.2602
FAM53C|51307	713.293	FAM53C|51307	1345.8137
FAM54A|113115	193.1087	FAM54A|113115	13.7398
FAM54B|56181	585.9833	FAM54B|56181	1189.2246
FAM55C|91775	415.7789	FAM55C|91775	723.4006
FAM57A|79850	803.9159	FAM57A|79850	175.1825
FAM57B|83723	5.0446	lowly_expressed	lowly_expressed
FAM58A|92002	507.1504	FAM58A|92002	204.7231
FAM59A|64762	109.7994	FAM59A|64762	195.4487
FAM5B|57795	10.7496	FAM5B|57795	61.8291
lowly_expressed	lowly_expressed	FAM5C|339479	83.4693
FAM60A|58516	1005.8547	FAM60A|58516	1348.9051
FAM63A|55793	769.3637	FAM63A|55793	684.5857
FAM63B|54629	90.9876	FAM63B|54629	487.76300000000003
FAM64A|54478	292.9264	FAM64A|54478	15.8008
FAM65A|79567	1340.6277	FAM65A|79567	1131.4727
FAM65B|9750	55.6675	FAM65B|9750	198.8836
FAM65C|140876	57.971000000000004	FAM65C|140876	62.8596
FAM66C|440078	11.5174	FAM66C|440078	56.3332
FAM69A|388650	245.321	FAM69A|388650	459.9399
FAM69B|138311	189.3003	FAM69B|138311	208.2645
lowly_expressed	lowly_expressed	FAM69C|125704	5.1524
FAM70A|55026	33.0166	FAM70A|55026	342.1211
FAM70B|348013	120.9329	FAM70B|348013	44.9979
FAM71D|161142	77.1667	FAM71D|161142	11.6788
FAM71E1|112703	54.6732	FAM71E1|112703	20.4173
lowly_expressed	lowly_expressed	FAM71F2|346653	13.3963
FAM72A|729533	46.4536	lowly_expressed	lowly_expressed
FAM72B|653820	444.1885	FAM72B|653820	10.9918
FAM72D|728833	116.7099	FAM72D|728833	6.5264
FAM73A|374986	319.4165	FAM73A|374986	738.5144
FAM73B|84895	256.8385	FAM73B|84895	440.0172
FAM76A|199870	267.972	FAM76A|199870	351.3954
FAM76B|143684	223.4379	FAM76B|143684	555.0880000000001
FAM78A|286336	174.6809	FAM78A|286336	218.8064
FAM78B|149297	17.2761	FAM78B|149297	25.4186
FAM7A3|89837	8.83	FAM7A3|89837	9.2744
FAM81A|145773	12.6692	FAM81A|145773	17.5182
FAM82A1|151393	43.3823	FAM82A1|151393	124.0017
FAM82A2|55177	875.3239	FAM82A2|55177	846.3718
FAM82B|51115	612.3428	FAM82B|51115	800.3435
FAM83A|84985	76.3989	FAM83A|84985	11.6788
FAM83B|222584	983.5877	FAM83B|222584	102.01799999999999
FAM83C|128876	6.5265	lowly_expressed	lowly_expressed
FAM83D|81610	1496.8807	FAM83D|81610	29.5406
lowly_expressed	lowly_expressed	FAM83E|54854	36.754
FAM83F|113828	199.6353	FAM83F|113828	184.1134
FAM83G|644815	444.7912	FAM83G|644815	121.2022
FAM83H|286077	4384.2979	FAM83H|286077	990.2963
FAM84A|151354	245.705	FAM84A|151354	160.4122
FAM84B|157638	1322.1998	FAM84B|157638	2723.9158
FAM86A|196483	558.2724	FAM86A|196483	226.3529
FAM86B1|85002	93.675	FAM86B1|85002	170.0301
FAM86B2|653333	16.1244	FAM86B2|653333	19.5792
FAM86C|55199	245.705	FAM86C|55199	109.2314
FAM86D|692099	145.5034	FAM86D|692099	208.845
FAM89A|375061	208.8492	FAM89A|375061	294.3753
FAM89B|23625	1336.7886	FAM89B|23625	512.4946
FAM8A1|51439	716.3835	FAM8A1|51439	1592.0996
FAM90A1|55138	62.9619	FAM90A1|55138	10.9918
FAM91A1|157769	1668.8742	FAM91A1|157769	1301.5028
FAM92A1|137392	162.3956	FAM92A1|137392	106.82700000000001
FAM92B|339145	10.7496	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM95B1|100133036	41.2194
FAM96A|84191	809.2907	FAM96A|84191	488.7935
FAM96B|51647	617.3337	FAM96B|51647	335.2512
FAM98A|25940	1754.1031	FAM98A|25940	772.1769
FAM98B|283742	343.9869	FAM98B|283742	402.9197
FAM98C|147965	227.66099999999997	FAM98C|147965	160.4122
FANCA|2175	673.9994	FANCA|2175	67.5723
FANCB|2187	63.7297	FANCB|2187	13.7398
FANCC|2176	432.6711	FANCC|2176	237.6986
FANCD2|2177	483.3477	FANCD2|2177	210.8957
FANCE|2178	264.1328	FANCE|2178	149.4204
FANCF|2188	405.4132	FANCF|2188	506.6552
FANCG|2189	443.0368	FANCG|2189	257.9648
FANCI|55215	1663.4034	FANCI|55215	341.86
FANCL|55120	287.6284	FANCL|55120	345.0786
FANCM|57697	87.5324	FANCM|57697	217.7759
FANK1|92565	41.8466	FANK1|92565	150.1073
FAP|2191	1159.0364	FAP|2191	245.59900000000002
FAR1|84188	871.4848	FAR1|84188	2077.8016
FAR2|55711	144.3286	FAR2|55711	75.5002
FARP1|10160	3001.4397	FARP1|10160	2352.5977
FARP2|9855	130.5308	FARP2|9855	384.371
FARS2|10667	259.142	FARS2|10667	219.8368
FARSA|2193	1219.6948	FARSA|2193	627.5655
FARSB|10056	1387.8491	FARSB|10056	819.5792
FASLG|356	31.4809	FASLG|356	50.8373
FASN|2194	13229.2926	FASN|2194	5504.8519
FASTKD1|79675	282.9446	FASTKD1|79675	286.8184
FASTKD2|22868	573.1836	FASTKD2|22868	1031.1722
FASTKD3|79072	279.1055	FASTKD3|79072	195.1052
FASTKD5|60493	433.055	FASTKD5|60493	416.5084
FASTK|10922	728.6688	FASTK|10922	593.903
FAS|355	504.463	FAS|355	505.9682
FAT1|2195	6452.8266	FAT1|2195	6414.7703
FAT2|2196	288.7033	FAT2|2196	1135.9382
FAT3|120114	16.8922	FAT3|120114	50.8373
FAT4|79633	109.7994	FAT4|79633	863.2031
FAU|2197	4693.7326	FAU|2197	4756.3761
FBF1|85302	172.3774	FBF1|85302	130.5865
FBLIM1|54751	2304.2518	FBLIM1|54751	1314.8991
lowly_expressed	lowly_expressed	FBLL1|345630	13.0528
FBLN1|2192	3296.2856	FBLN1|2192	6192.529
FBLN2|2199	4825.799	FBLN2|2199	2008.0721
FBLN5|10516	1066.5131	FBLN5|10516	2000.1717
FBLN7|129804	95.2107	FBLN7|129804	343.8386
FBL|2091	5126.7876	FBL|2091	2474.8819
FBN1|2200	3856.4162	FBN1|2200	2896.3504
FBN2|2201	90.2198	FBN2|2201	12.0223
FBN3|84467	29.9453	FBN3|84467	9.6179
FBP1|2203	501.7756	FBP1|2203	1718.8493
FBRSL1|57666	713.6961	FBRSL1|57666	561.9579
FBRS|64319	1989.0585	FBRS|64319	1002.6621
FBXL12|54850	274.1146	FBXL12|54850	352.0824
FBXL13|222235	18.044	FBXL13|222235	13.3963
FBXL14|144699	621.5568	FBXL14|144699	759.1241
FBXL15|79176	158.9404	FBXL15|79176	87.2477
FBXL16|146330	85.2289	FBXL16|146330	128.8106
FBXL17|64839	196.56400000000002	FBXL17|64839	860.4551
FBXL18|80028	403.1097	FBXL18|80028	409.4461
FBXL19|54620	806.6033	FBXL19|54620	270.6741
FBXL20|84961	110.9511	FBXL20|84961	158.3512
FBXL22|283807	30.3906	FBXL22|283807	71.4023
FBXL2|25827	63.7297	FBXL2|25827	221.8978
FBXL3|26224	661.0999	FBXL3|26224	2729.4118
FBXL4|26235	271.8111	FBXL4|26235	308.1151
FBXL5|26234	1726.0774	FBXL5|26234	3247.7458
FBXL6|26233	446.1733	FBXL6|26233	130.9438
FBXL7|23194	259.5259	FBXL7|23194	522.1125
FBXL8|55336	46.6417	FBXL8|55336	49.9476
FBXO10|26267	255.7174	FBXO10|26267	206.2138
FBXO11|80204	1349.8416	FBXO11|80204	1833.5766
lowly_expressed	lowly_expressed	FBXO15|201456	14.0833
FBXO16|157574	46.6955	FBXO16|157574	48.4328
FBXO17|115290	509.4539	FBXO17|115290	236.3246
FBXO18|84893	2627.6303	FBXO18|84893	1555.8059
FBXO21|23014	1049.6209	FBXO21|23014	1372.2628
FBXO22OS|692224	71.9608	FBXO22OS|692224	42.851000000000006
FBXO22|26263	385.2807	FBXO22|26263	401.2881
lowly_expressed	lowly_expressed	FBXO24|26261	13.7673
FBXO25|26260	612.3428	FBXO25|26260	575.0107
FBXO27|126433	408.1006	FBXO27|126433	203.3491
FBXO28|23219	1396.2952	FBXO28|23219	1292.5719
FBXO2|26232	480.6603	FBXO2|26232	391.2409
FBXO30|84085	496.4008	FBXO30|84085	663.6325
FBXO31|79791	586.2367	FBXO31|79791	918.8493
FBXO32|114907	3010.2697	FBXO32|114907	1371.9193
FBXO33|254170	256.0706	FBXO33|254170	520.7385
FBXO34|55030	647.6629	FBXO34|55030	976.9
FBXO36|130888	38.0075	FBXO36|130888	165.2211
FBXO38|81545	402.3419	FBXO38|81545	984.8003
FBXO3|26273	554.7557	FBXO3|26273	1081.6660000000002
lowly_expressed	lowly_expressed	FBXO40|51725	7.9004
FBXO41|150726	310.9703	FBXO41|150726	239.0726
FBXO42|54455	496.0169	FBXO42|54455	562.6449
FBXO43|286151	36.8557	FBXO43|286151	8.2439
FBXO44|93611	282.9446	FBXO44|93611	472.9927
FBXO45|200933	952.8746	FBXO45|200933	519.7080000000001
FBXO46|23403	730.5883	FBXO46|23403	325.2898
FBXO48|554251	37.6236	FBXO48|554251	68.3555
FBXO4|26272	93.675	FBXO4|26272	220.8673
FBXO5|26271	505.2308	FBXO5|26271	163.5036
FBXO6|26270	581.6297	FBXO6|26270	226.3632
FBXO7|25793	2434.0148	FBXO7|25793	2312.7523
FBXO8|26269	284.2883	FBXO8|26269	580.5169999999999
FBXO9|26268	1457.7215	FBXO9|26268	1159.9828
FBXW10|10517	9.5979	lowly_expressed	lowly_expressed
FBXW11|23291	792.0146	FBXW11|23291	1442.3358
FBXW2|26190	1160.9559	FBXW2|26190	2138.6003
FBXW4|6468	1232.364	FBXW4|6468	1383.9416
FBXW5|54461	1941.0692	FBXW5|54461	964.8776
FBXW7|55294	340.1478	FBXW7|55294	732.675
FBXW8|26259	363.5666	FBXW8|26259	533.1043
FBXW9|84261	187.5113	FBXW9|84261	145.9545
FCER1A|2205	8.0622	FCER1A|2205	241.1335
FCER1G|2207	1330.6459	FCER1G|2207	481.5801
FCF1|51077	792.3985	FCF1|51077	844.6544
FCGBP|8857	41.8466	FCGBP|8857	602.4903
FCGR1A|2209	288.5229	FCGR1A|2209	70.7531
FCGR1B|2210	238.0267	FCGR1B|2210	53.2417
FCGR1C|100132417	64.4976	FCGR1C|100132417	17.8617
FCGR2A|2212	1559.8426	FCGR2A|2212	553.3705
FCGR2B|2213	560.5144	FCGR2B|2213	130.1846
FCGR2C|9103	143.5838	FCGR2C|9103	51.8678
FCGR3A|2214	4257.6063	FCGR3A|2214	1067.2392
FCGR3B|2215	7.6783	FCGR3B|2215	8.2439
FCGRT|2217	1980.9963	FCGRT|2217	3120.9961
FCHO1|23149	181.5913	FCHO1|23149	60.1116
FCHO2|115548	246.0889	FCHO2|115548	1155.1739
FCHSD1|89848	392.506	FCHSD1|89848	430.6191
FCHSD2|9873	840.0077	FCHSD2|9873	865.6041
FCN1|2219	30.3292	FCN1|2219	43.6239
lowly_expressed	lowly_expressed	FCN2|2220	6.1829
FCN3|8547	22.6509	FCN3|8547	9.9614
FCRL2|79368	46.4536	FCRL2|79368	8.5874
FCRL3|115352	25.7222	FCRL3|115352	10.9918
FCRL4|83417	6.1426	lowly_expressed	lowly_expressed
FCRL5|83416	394.6636	FCRL5|83416	42.5934
FCRL6|343413	28.7936	FCRL6|343413	25.4186
FCRLA|84824	76.7828	FCRLA|84824	10.9918
FCRLB|127943	51.4445	FCRLB|127943	13.3963
FDFT1|2222	3465.2078	FDFT1|2222	2278.4027
FDPS|2224	4564.7951	FDPS|2224	1284.1941
FDX1L|112812	186.6168	FDX1L|112812	119.2958
FDX1|2230	473.7499	FDX1|2230	389.5234
FDXACB1|91893	65.3498	FDXACB1|91893	125.3757
FDXR|2232	176.2165	FDXR|2232	140.4895
FECH|2235	854.2087	FECH|2235	751.5672
FEM1A|55527	795.8537	FEM1A|55527	1004.3796
FEM1B|10116	1618.9654	FEM1B|10116	3077.3723
FEM1C|56929	510.6056	FEM1C|56929	899.2701
FEN1|2237	1968.3271	FEN1|2237	294.0318
FER1L4|80307	89.8359	FER1L4|80307	42.5934
lowly_expressed	lowly_expressed	FER1L5|90342	93.7742
FERMT1|55612	269.8915	FERMT1|55612	193.0442
FERMT2|10979	1181.3034	FERMT2|10979	2284.5857
FERMT3|83706	617.3337	FERMT3|83706	301.2452
FER|2241	23.0348	FER|2241	99.6136
FES|2242	219.9827	FES|2242	326.3203
FETUB|26998	8.4461	lowly_expressed	lowly_expressed
FEZ1|9638	51.0606	FEZ1|9638	207.47099999999998
FEZ2|9637	1275.3623	FEZ2|9637	1142.4646
lowly_expressed	lowly_expressed	FFAR2|2867	26.1056
FFAR3|2865	5.7587	FFAR3|2865	7.2134
lowly_expressed	lowly_expressed	FGB|2244	8.2439
FGD1|2245	921.7775	FGD1|2245	250.4079
FGD2|221472	160.86	FGD2|221472	135.6805
FGD3|89846	211.9205	FGD3|89846	242.16400000000002
FGD4|121512	211.1527	FGD4|121512	657.1061
FGD5|152273	325.943	FGD5|152273	979.9914
FGD6|55785	433.4389	FGD6|55785	580.8502
lowly_expressed	lowly_expressed	FGF10|2255	50.1503
FGF11|2256	190.4444	FGF11|2256	132.2456
FGF12|2257	42.6145	FGF12|2257	43.6239
FGF13|2258	9.2139	FGF13|2258	351.05199999999996
FGF14|2259	20.7314	FGF14|2259	125.3757
lowly_expressed	lowly_expressed	FGF18|8817	9.9614
FGF1|2246	241.4819	FGF1|2246	1055.5603
FGF2|2247	113.8574	FGF2|2247	885.0837
FGF5|2250	17.2761	lowly_expressed	lowly_expressed
FGF7|2252	51.4445	FGF7|2252	532.4173
FGF9|2254	45.6858	FGF9|2254	19.5792
FGFBP1|9982	111.719	FGFBP1|9982	96.1786
FGFBP2|83888	11.5174	FGFBP2|83888	49.4633
FGFBP3|143282	28.4096	FGFBP3|143282	73.1644
FGFR1OP2|26127	377.7714	FGFR1OP2|26127	675.9983
FGFR1OP|11116	284.8181	FGFR1OP|11116	224.9309
FGFR1|2260	937.518	FGFR1|2260	3513.611
FGFR2|2263	399.2706	FGFR2|2263	1396.6509
FGFR3|2261	405.0293	FGFR3|2261	60.4551
FGFR4|2264	91.7554	FGFR4|2264	285.4444
FGFRL1|53834	385.8336	FGFRL1|53834	508.7162
FGGY|55277	49.5249	FGGY|55277	149.4204
lowly_expressed	lowly_expressed	FGL1|2267	61.8291
FGL2|10875	513.293	FGL2|10875	1832.8897
FGR|2268	280.2572	FGR|2268	156.6337
FHAD1|114827	62.125	FHAD1|114827	33.319
FHDC1|85462	442.6528	FHDC1|85462	213.6539
FHIT|2272	19.9635	FHIT|2272	91.3697
FHL1|2273	235.3393	FHL1|2273	5793.7312
FHL2|2274	4105.9603	FHL2|2274	1269.9012
FHL3|2275	668.0104	FHL3|2275	403.6067
FHL5|9457	13.8209	FHL5|9457	300.5582
FHOD1|29109	599.6737	FHOD1|29109	421.4684
FHOD3|80206	311.3543	FHOD3|80206	540.3177
FH|2271	3294.3661	FH|2271	1052.4689
FIBCD1|84929	16.1244	lowly_expressed	lowly_expressed
FIBIN|387758	236.8749	FIBIN|387758	501.1593
FIBP|9158	1107.5919	FIBP|9158	562.3014
FICD|11153	86.7646	FICD|11153	85.5303
FIG4|9896	460.3129	FIG4|9896	478.4886
lowly_expressed	lowly_expressed	FIGF|2277	395.3628
FIGNL1|63979	422.3054	FIGNL1|63979	322.1984
FIGNL2|401720	16.5083	FIGNL2|401720	49.8068
FIGN|55137	136.2895	FIGN|55137	126.7497
FILIP1L|11259	966.3115	FILIP1L|11259	1803.0056
FILIP1|27145	54.1319	FILIP1|27145	179.9914
FIP1L1|81608	986.6475	FIP1L1|81608	643.4865
FIS1|51024	1279.1592	FIS1|51024	1290.8373
lowly_expressed	lowly_expressed	FITM1|161247	10.9918
FITM2|128486	15.3566	FITM2|128486	53.9287
FIZ1|84922	488.7225	FIZ1|84922	350.365
FJX1|24147	163.5474	FJX1|24147	136.024
FKBP10|60681	2867.0698	FKBP10|60681	1008.158
FKBP11|51303	811.2103	FKBP11|51303	249.7209
FKBP14|55033	180.8235	FKBP14|55033	238.0421
FKBP15|23307	1309.6113	FKBP15|23307	1147.617
FKBP1AP1|2282	7.2944	FKBP1AP1|2282	13.7398
FKBP1A|2280	5282.3572	FKBP1A|2280	3065.8033
FKBP1B|2281	27.6418	FKBP1B|2281	61.8291
FKBP2|2286	1205.1061	FKBP2|2286	451.009
FKBP3|2287	901.4301	FKBP3|2287	888.6217
FKBP4|2288	3918.2263	FKBP4|2288	2984.2851
FKBP5|2289	1937.614	FKBP5|2289	1485.2726
FKBP7|51661	250.6958	FKBP7|51661	337.6556
FKBP8|23770	4832.7095	FKBP8|23770	3117.9047
FKBP9L|360132	66.801	FKBP9L|360132	45.3413
FKBP9|11328	4249.1602	FKBP9|11328	3148.8192
FKBPL|63943	294.0781	FKBPL|63943	128.8106
FKRP|79147	380.8427	FKRP|79147	262.0867
FKTN|2218	426.9124	FKTN|2218	601.8033
FLAD1|80308	2348.018	FLAD1|80308	458.9094
FLCN|201163	719.8388	FLCN|201163	708.2456
FLG|2312	7.2828	FLG|2312	41.9579
FLI1|2313	286.7838	FLI1|2313	876.2559
FLII|2314	6497.3606	FLII|2314	2983.2546
FLJ10038|55056	117.3817	FLJ10038|55056	682.4319
FLJ10213|55096	11.1335	FLJ10213|55096	18.2052
FLJ10357|55701	390.8245	FLJ10357|55701	1395.9639
