gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
lowly_expressed	lowly_expressed	ALOX12|239	8.2938
ALOX15B|247	1908.9951	ALOX15B|247	10.8247
ALOX15|246	8.0467	lowly_expressed	lowly_expressed
ALOX5AP|241	493.5339	ALOX5AP|241	568.0412
ALOX5|240	426.4776	ALOX5|240	491.2371
ALOXE3|59344	5.7477	lowly_expressed	lowly_expressed
ALPK1|80216	496.5993	ALPK1|80216	515.4639
ALPK2|115701	21.8412	ALPK2|115701	148.4536
ALPK3|57538	205.0005	ALPK3|57538	1972.1649
ALPL|249	498.13199999999995	ALPL|249	481.4433
ALS2CL|259173	86.2152	ALS2CL|259173	185.0515
ALS2CR11|151254	8.0467	ALS2CR11|151254	23.1959
ALS2CR4|65062	620.7491	ALS2CR4|65062	711.8557
ALS2CR8|79800	111.5049	ALS2CR8|79800	165.4639
ALS2|57679	524.9545	ALS2|57679	606.1856
lowly_expressed	lowly_expressed	ALX1|8092	13.9175
ALX3|257	25.673000000000002	ALX3|257	24.2268
AMACR|23600	546.7957	AMACR|23600	492.7835
AMBRA1|55626	875.1796	AMBRA1|55626	707.2165
AMD1|262	979.4042	AMD1|262	1435.7732
AMDHD1|144193	12.2617	AMDHD1|144193	7.732
AMDHD2|51005	309.7768	AMDHD2|51005	183.2887
AMFR|267	2513.2676	AMFR|267	2628.866
AMH|268	7.6636	lowly_expressed	lowly_expressed
AMICA1|120425	223.7762	AMICA1|120425	208.2474
AMIGO1|57463	95.4114	AMIGO1|57463	111.3402
AMIGO2|347902	780.1514	AMIGO2|347902	278.866
AMIGO3|386724	189.6733	AMIGO3|386724	63.9175
AMMECR1L|83607	657.1511	AMMECR1L|83607	769.0722
AMMECR1|9949	502.347	AMMECR1|9949	290.2062
AMN1|196394	129.8975	AMN1|196394	99.4845
AMOTL1|154810	779.385	AMOTL1|154810	2450.0
AMOTL2|51421	1981.0327	AMOTL2|51421	3188.6598
AMOT|154796	881.3105	AMOT|154796	850.0
AMPD2|271	567.4873	AMPD2|271	437.6289
AMPD3|272	152.8882	AMPD3|272	226.8041
AMPH|273	88.131	AMPH|273	145.3608
AMT|275	32.7656	AMT|275	57.0567
AMY1A|276	22.9907	lowly_expressed	lowly_expressed
AMY2B|280	129.7059	AMY2B|280	252.7423
AMZ1|155185	18.3926	lowly_expressed	lowly_expressed
AMZ2P1|201283	126.8321	AMZ2P1|201283	261.8557
AMZ2|51321	1376.3770000000002	AMZ2|51321	1350.0
ANAPC10|10393	97.7105	ANAPC10|10393	114.43299999999999
ANAPC11|51529	1154.8999	ANAPC11|51529	698.4536
ANAPC13|25847	1778.1627	ANAPC13|25847	1001.2268
ANAPC16|119504	1919.3409	ANAPC16|119504	2297.9381
ANAPC1|64682	641.0576	ANAPC1|64682	606.701
ANAPC2|29882	762.1419999999999	ANAPC2|29882	455.1546
ANAPC4|29945	441.8048	ANAPC4|29945	445.3608
ANAPC5|51433	2052.3039	ANAPC5|51433	1973.7113
ANAPC7|51434	1175.5915	ANAPC7|51434	794.3299
ANGEL1|23357	639.908	ANGEL1|23357	460.3093
ANGEL2|90806	943.3854	ANGEL2|90806	531.9588
ANGPT1|284	75.8693	ANGPT1|284	662.3711
ANGPT2|285	169.7481	ANGPT2|285	446.9072
lowly_expressed	lowly_expressed	ANGPT4|51378	21.134
ANGPTL1|9068	53.645	ANGPTL1|9068	596.3918
ANGPTL2|23452	1319.2835	ANGPTL2|23452	8054.6392
ANGPTL4|51129	308.8418	ANGPTL4|51129	2555.1546
lowly_expressed	lowly_expressed	ANGPTL5|253935	188.6598
ANGPTL6|83854	5.8052	lowly_expressed	lowly_expressed
ANGPTL7|10218	11.8785	ANGPTL7|10218	7.732
ANG|283	377.6262	ANG|283	600.4485
ANK1|286	5.3645	ANK1|286	113.4021
ANK2|287	252.1314	ANK2|287	2803.0928
ANK3|288	1535.3961	ANK3|288	82.9897
ANKAR|150709	17.243	ANKAR|150709	41.7526
ANKDD1A|348094	52.8786	ANKDD1A|348094	181.4433
ANKFY1|51479	1915.8923	ANKFY1|51479	2555.1546
ANKHD1-EIF4EBP3|404734	1759.2375	ANKHD1-EIF4EBP3|404734	857.4794
ANKHD1|54882	3033.1449	ANKHD1|54882	1565.4588
ANKH|56172	1170.6102	ANKH|56172	2396.3918
ANKIB1|54467	1479.8352	ANKIB1|54467	1470.6186
ANKK1|255239	19.9253	lowly_expressed	lowly_expressed
ANKLE2|23141	1299.3582	ANKLE2|23141	1431.9588
ANKMY1|51281	395.8234	ANKMY1|51281	122.1649
ANKMY2|57037	753.3289	ANKMY2|57037	533.5052
ANKRA2|57763	498.13199999999995	ANKRA2|57763	205.1546
ANKRD10|55608	1481.1534	ANKRD10|55608	1231.2423
ANKRD11|29123	916.1529	ANKRD11|29123	2005.4536
ANKRD12|23253	1306.6386	ANKRD12|23253	1294.3299
ANKRD13A|88455	724.9737	ANKRD13A|88455	986.0825
ANKRD13B|124930	77.0189	ANKRD13B|124930	297.9381
ANKRD13C|81573	467.4777	ANKRD13C|81573	661.8557
ANKRD13D|338692	344.8606	ANKRD13D|338692	288.1443
ANKRD16|54522	138.9597	ANKRD16|54522	92.4021
ANKRD17|26057	2569.978	ANKRD17|26057	2433.5052
ANKRD19|138649	82.3834	ANKRD19|138649	71.6495
ANKRD20A3|441425	5.3645	ANKRD20A3|441425	11.3402
ANKRD22|118932	18.7757	ANKRD22|118932	11.3402
ANKRD23|200539	12.6449	ANKRD23|200539	11.8557
ANKRD24|170961	36.7851	ANKRD24|170961	20.6186
ANKRD26|22852	254.4305	ANKRD26|22852	163.9175
ANKRD27|84079	789.7308	ANKRD27|84079	802.0619
ANKRD28|23243	2029.3132	ANKRD28|23243	1049.4845
ANKRD29|147463	88.5142	ANKRD29|147463	329.8969
lowly_expressed	lowly_expressed	ANKRD2|26287	10.8247
ANKRD30A|91074	772.1046	lowly_expressed	lowly_expressed
ANKRD30B|374860	423.029	lowly_expressed	lowly_expressed
ANKRD32|84250	198.1033	ANKRD32|84250	72.6804
ANKRD34A|284615	42.916000000000004	ANKRD34A|284615	14.9485
lowly_expressed	lowly_expressed	ANKRD34C|390616	10.3093
ANKRD35|148741	54.0282	ANKRD35|148741	201.5464
ANKRD36BP1|84832	117.6358	ANKRD36BP1|84832	111.8557
ANKRD36B|57730	13.0281	ANKRD36B|57730	6.7010000000000005
ANKRD36|375248	67.4394	ANKRD36|375248	121.134
ANKRD37|353322	67.7076	ANKRD37|353322	56.4897
ANKRD39|51239	107.29	ANKRD39|51239	91.7526
ANKRD40|91369	956.4134	ANKRD40|91369	2937.6289
ANKRD42|338699	375.8981	ANKRD42|338699	175.2577
ANKRD43|134548	441.8048	ANKRD43|134548	21.134
ANKRD44|91526	49.8132	ANKRD44|91526	125.2577
lowly_expressed	lowly_expressed	ANKRD45|339416	6.7010000000000005
ANKRD46|157567	381.6687	ANKRD46|157567	642.7835
ANKRD49|54851	209.5986	ANKRD49|54851	194.3299
ANKRD50|57182	2109.0143	ANKRD50|57182	865.9794
ANKRD52|283373	1059.4885	ANKRD52|283373	1120.6186
ANKRD53|79998	15.7103	ANKRD53|79998	175.2577
ANKRD54|129138	197.7201	ANKRD54|129138	244.8454
ANKRD55|79722	5.3645	lowly_expressed	lowly_expressed
ANKRD56|345079	152.8882	lowly_expressed	lowly_expressed
ANKRD57|65124	887.8245	ANKRD57|65124	380.9278
ANKRD58|347454	21.458000000000002	ANKRD58|347454	12.8866
ANKRD5|63926	378.9635	ANKRD5|63926	127.8351
ANKRD6|22881	169.407	ANKRD6|22881	198.268
ANKRD9|122416	109.589	ANKRD9|122416	62.3711
ANKS1A|23294	810.0393	ANKS1A|23294	996.3918
ANKS1B|56899	79.3179	ANKS1B|56899	6.7010000000000005
ANKS3|124401	247.9165	ANKS3|124401	122.1649
ANKS6|203286	94.2619	ANKS6|203286	402.0619
ANKZF1|55139	467.4777	ANKZF1|55139	358.7629
ANLN|54443	510.7769	ANLN|54443	478.3505
ANO10|55129	1371.3957	ANO10|55129	1021.6495
ANO1|55107	1298.5918	ANO1|55107	371.6495
ANO2|57101	9.1963	ANO2|57101	85.0515
lowly_expressed	lowly_expressed	ANO3|63982	63.4021
ANO5|203859	45.9814	ANO5|203859	74.7423
ANO6|196527	2337.0055	ANO6|196527	9601.5464
ANO7|50636	5.7477	ANO7|50636	5.1546
ANO8|57719	214.1968	ANO8|57719	206.1856
ANO9|338440	123.0003	lowly_expressed	lowly_expressed
ANP32A|8125	3634.0646	ANP32A|8125	2578.3505
ANP32B|10541	3499.1857	ANP32B|10541	3682.9897
ANP32E|81611	1478.6857	ANP32E|81611	1019.5876
ANPEP|290	8101.9255	ANPEP|290	2035.0515
ANTXR1|84168	4429.1599	ANTXR1|84168	4421.6495
ANTXR2|118429	836.8618	ANTXR2|118429	5569.5876
ANUBL1|93550	300.7951	ANUBL1|93550	103.0928
ANXA11|311	3374.2696	ANXA11|311	4649.4845
ANXA13|312	6.8972	lowly_expressed	lowly_expressed
ANXA1|301	2669.9875	ANXA1|301	22067.0103
ANXA2P1|303	123.3835	ANXA2P1|303	183.5052
ANXA2P2|304	5658.0132	ANXA2P2|304	9706.1856
lowly_expressed	lowly_expressed	ANXA2P3|305	10.3093
ANXA2|302	18057.2852	ANXA2|302	29424.7423
ANXA3|306	633.0108	ANXA3|306	528.866
ANXA4|307	1918.5746	ANXA4|307	2618.0412
ANXA5|308	9994.8271	ANXA5|308	17732.4742
ANXA6|309	5769.135	ANXA6|309	10109.7938
ANXA7|310	3074.2408	ANXA7|310	3997.4227
ANXA8L2|244	50.5796	ANXA8L2|244	6.1856
ANXA8|653145	152.505	ANXA8|653145	42.7835
ANXA9|8416	1412.3958	ANXA9|8416	21.6495
AOAH|313	102.6918	AOAH|313	134.5361
AOC2|314	21.8412	AOC2|314	205.1546
AOC3|8639	1838.4903	AOC3|8639	24005.1546
AOX1|316	162.4677	AOX1|316	2793.2990000000004
AP1AR|55435	1123.4793	AP1AR|55435	312.3711
AP1B1|162	2336.6223	AP1B1|162	3189.1753
AP1G1|164	2122.0423	AP1G1|164	2019.0722
AP1G2|8906	1385.1633	AP1G2|8906	306.7216
AP1M1|8907	1235.7506	AP1M1|8907	1627.3196
AP1M2|10053	3566.6252	lowly_expressed	lowly_expressed
AP1S1|1174	1489.7979	AP1S1|1174	438.6598
AP1S2|8905	406.9355	AP1S2|8905	1262.8866
AP1S3|130340	106.5236	AP1S3|130340	8.2474
AP2A1|160	2441.0461	AP2A1|160	2105.701
AP2A2|161	1599.3869	AP2A2|161	2686.0825
AP2B1|163	8941.4695	AP2B1|163	5672.6804
AP2M1|1173	6466.5198	AP2M1|1173	6187.6289
AP2S1|1175	2608.679	AP2S1|1175	1579.8969
AP3B1|8546	2181.0518	AP3B1|8546	1623.7113
AP3B2|8120	105.7573	lowly_expressed	lowly_expressed
AP3D1|8943	4577.4499	AP3D1|8943	2504.1237
AP3M1|26985	1615.0972	AP3M1|26985	1559.2784
AP3M2|10947	485.4871	AP3M2|10947	427.3196
AP3S1|1176	1658.7796	AP3S1|1176	1505.6701
AP3S2|10239	1762.1075	AP3S2|10239	1953.0515
AP4B1|10717	307.4547	AP4B1|10717	375.6546
AP4E1|23431	222.6267	AP4E1|23431	364.43300000000005
AP4M1|9179	584.3012	AP4M1|9179	226.0103
AP4S1|11154	100.7759	AP4S1|11154	75.7732
APAF1|317	423.029	APAF1|317	587.1134
APBA1|320	226.4585	APBA1|320	323.7113
APBA2|321	43.2992	APBA2|321	20.6186
APBA3|9546	284.3184	APBA3|9546	129.3814
APBB1IP|54518	357.1223	APBB1IP|54518	1991.7526
APBB1|322	480.5058	APBB1|322	542.7835
APBB2|323	3726.0274	APBB2|323	2502.5773
APBB3|10307	264.3931	APBB3|10307	152.5773
APC2|10297	6.6022	lowly_expressed	lowly_expressed
APCDD1L|164284	21.458000000000002	APCDD1L|164284	52.5773
APCDD1|147495	388.543	APCDD1|147495	4697.9381
APC|324	884.7591	APC|324	1175.7732
APEH|327	3605.7094	APEH|327	1240.2062
APEX1|328	3960.5326	APEX1|328	2078.866
APEX2|27301	575.9172	APEX2|27301	328.3505
APH1A|51107	9700.1629	APH1A|51107	3068.5567
APH1B|83464	894.3385	APH1B|83464	740.2062
API5|8539	2572.277	API5|8539	2183.5052
APIP|51074	381.9255	APIP|51074	760.268
APITD1|378708	160.4292	APITD1|378708	116.4948
APLF|200558	19.1589	APLF|200558	108.7629
APLNR|187	770.5719	APLNR|187	1333.5052
APLN|8862	43.2992	APLN|8862	78.3505
APLP1|333	66.2899	APLP1|333	18.0412
APLP2|334	13001.6285	APLP2|334	18489.1753
APOA1BP|128240	3635.9805	APOA1BP|128240	812.8866
APOB48R|55911	391.2252	APOB48R|55911	192.7835
APOBEC3A|200315	7.4452	APOBEC3A|200315	14.433
APOBEC3B|9582	98.3121	APOBEC3B|9582	98.9691
APOBEC3C|27350	132.9629	APOBEC3C|27350	372.6804
APOBEC3D|140564	31.4206	APOBEC3D|140564	56.701
APOBEC3F|200316	68.9721	APOBEC3F|200316	106.1856
APOBEC3G|60489	115.7199	APOBEC3G|60489	219.5876
APOB|338	18.7757	APOB|338	415.4639
APOC1|341	3777.3733	APOC1|341	905.6701
APOC2|344	113.4208	lowly_expressed	lowly_expressed
APOD|347	5266.4048	APOD|347	13625.7732
APOE|348	10263.4352	APOE|348	14088.6598
APOF|319	22.6075	lowly_expressed	lowly_expressed
APOL1|8542	766.7401	APOL1|8542	2539.1753
APOL2|23780	546.0293	APOL2|23780	1114.9485
APOL3|80833	491.61800000000005	APOL3|80833	2339.1753
APOL4|80832	141.0097	APOL4|80832	995.8763
APOL6|80830	1173.6756	APOL6|80830	8298.9691
APOLD1|81575	481.2722	APOLD1|81575	2449.4845
APOM|55937	51.3459	APOM|55937	38.6598
APOOL|139322	141.776	APOOL|139322	210.3093
APOO|79135	341.0288	APOO|79135	113.9175
APPBP2|10513	1237.6664	APPBP2|10513	1332.4742
APPL1|26060	2501.389	APPL1|26060	1828.3505
APPL2|55198	972.5069	APPL2|55198	1480.9278
APP|351	27063.5118	APP|351	16245.3608
APRT|353	934.5723	APRT|353	900.5155
APTX|54840	719.2260000000001	APTX|54840	317.0103
AQP11|282679	18.0094	AQP11|282679	13.9175
AQP1|358	3367.3724	AQP1|358	12893.8144
AQP3|360	264.7763	AQP3|360	211.3402
AQP4|361	17.243	lowly_expressed	lowly_expressed
AQP5|362	198.1033	lowly_expressed	lowly_expressed
AQP6|363	6.513999999999999	AQP6|363	6.1856
AQP7P1|375719	41.3833	AQP7P1|375719	1157.732
AQP7P3|441432	19.5421	AQP7P3|441432	74.7423
AQP7|364	284.7016	AQP7|364	3496.9072
AQP9|366	499.2815	AQP9|366	85.0515
AQPEP|206338	30.2519	AQPEP|206338	829.2165
AQR|9716	1160.6476	AQR|9716	943.8144
ARAF|369	1255.6758	ARAF|369	1041.7526
ARAP1|116985	2111.2789	ARAP1|116985	3102.9794
ARAP2|116984	141.3929	ARAP2|116984	203.0928
ARAP3|64411	217.6454	ARAP3|64411	759.2784
ARCN1|372	4801.6093	ARCN1|372	4208.7629
ARC|23237	8.4299	ARC|23237	45.8763
AREG|374	33.3365	AREG|374	7.732
ARF1|375	14848.9319	ARF1|375	6603.6082
ARF3|377	6531.2769	ARF3|377	4006.7009999999996
ARF4|378	11429.8304	ARF4|378	4490.2062
ARF5|381	3119.0727	ARF5|381	1709.2423
ARF6|382	5155.6663	ARF6|382	2380.4124
ARFGAP1|55738	1881.4063	ARFGAP1|55738	807.2165
ARFGAP2|84364	1837.3407	ARFGAP2|84364	1773.7113
ARFGAP3|26286	706.5811	ARFGAP3|26286	987.6289
ARFGEF1|10565	1975.9287	ARFGEF1|10565	1274.0722
ARFGEF2|10564	2557.3331	ARFGEF2|10564	1432.9897
ARFIP1|27236	1216.9748	ARFIP1|27236	852.0619
ARFIP2|23647	2071.4628	ARFIP2|23647	463.9175
ARFRP1|10139	730.7213	ARFRP1|10139	547.9381
ARG2|384	178.5842	ARG2|384	239.8144
ARGLU1|55082	890.5068	ARGLU1|55082	1760.8247
ARHGAP10|79658	206.15	ARHGAP10|79658	927.8351
ARHGAP11A|9824	177.7948	ARHGAP11A|9824	152.0619
ARHGAP11B|89839	6.1309	ARHGAP11B|89839	8.2474
ARHGAP12|94134	876.7123	ARHGAP12|94134	1061.8557
ARHGAP15|55843	84.6824	ARHGAP15|55843	89.6907
ARHGAP17|55114	882.46	ARHGAP17|55114	1912.3711
ARHGAP18|93663	724.5905	ARHGAP18|93663	1088.6598
ARHGAP19|84986	447.5524	ARHGAP19|84986	377.8351
ARHGAP1|392	3822.5884	ARHGAP1|392	3476.8041
ARHGAP20|57569	56.7104	ARHGAP20|57569	816.4948
ARHGAP21|57584	972.1238	ARHGAP21|57584	4403.6082
ARHGAP22|58504	73.9534	ARHGAP22|58504	70.1031
ARHGAP23|57636	326.8512	ARHGAP23|57636	992.7835
ARHGAP24|83478	165.9163	ARHGAP24|83478	686.0825
ARHGAP25|9938	229.9071	ARHGAP25|9938	685.567
ARHGAP26|23092	378.5803	ARHGAP26|23092	924.7423
ARHGAP27|201176	323.0194	ARHGAP27|201176	367.5258
ARHGAP28|79822	143.3087	ARHGAP28|79822	732.4742
ARHGAP29|9411	2938.5957	ARHGAP29|9411	3000.5155
ARHGAP30|257106	601.9734	ARHGAP30|257106	1052.5773
ARHGAP31|57514	570.1696	ARHGAP31|57514	2259.7938
ARHGAP32|9743	1864.9296	ARHGAP32|9743	605.6701
ARHGAP33|115703	90.0469	ARHGAP33|115703	36.0825
ARHGAP39|80728	325.3185	ARHGAP39|80728	27.3196
ARHGAP42|143872	87.7479	ARHGAP42|143872	447.93300000000005
ARHGAP4|393	296.5801	ARHGAP4|393	612.8866
ARHGAP5|394	2150.3975	ARHGAP5|394	1990.7216
ARHGAP6|395	45.9814	ARHGAP6|395	329.8969
ARHGAP8|23779	192.7273	ARHGAP8|23779	21.4845
ARHGAP9|64333	95.7946	ARHGAP9|64333	195.3608
ARHGDIA|396	5190.5355	ARHGDIA|396	4617.5258
ARHGDIB|397	6495.2582	ARHGDIB|397	4520.6186
lowly_expressed	lowly_expressed	ARHGDIG|398	6.0258
ARHGEF10L|55160	675.1605	ARHGEF10L|55160	990.2062
ARHGEF10|9639	587.7958	ARHGEF10|9639	1675.2577
ARHGEF11|9826	1410.4799	ARHGEF11|9826	1592.7835
ARHGEF12|23365	4358.655	ARHGEF12|23365	4371.134
ARHGEF15|22899	271.2904	ARHGEF15|22899	1250.0
ARHGEF16|27237	346.7765	ARHGEF16|27237	51.0309
ARHGEF17|9828	1221.1898	ARHGEF17|9828	1279.8969
ARHGEF18|23370	1344.5732	ARHGEF18|23370	732.9897
ARHGEF19|128272	282.4025	ARHGEF19|128272	40.7216
ARHGEF1|9138	974.0397	ARHGEF1|9138	1155.1546
ARHGEF2|9181	2369.9588	ARHGEF2|9181	2929.8969
lowly_expressed	lowly_expressed	ARHGEF33|100271715	7.732
ARHGEF35|445328	1172.5261	ARHGEF35|445328	161.8557
ARHGEF37|389337	2074.145	ARHGEF37|389337	421.134
ARHGEF38|54848	73.1871	lowly_expressed	lowly_expressed
ARHGEF3|50650	2278.3792	ARHGEF3|50650	730.9278
ARHGEF4|50649	52.4954	ARHGEF4|50649	280.9278
ARHGEF5|7984	546.4125	ARHGEF5|7984	142.268
ARHGEF6|9459	1063.3202	ARHGEF6|9459	5234.0206
ARHGEF7|8874	990.8995	ARHGEF7|8874	2173.7113
ARHGEF9|23229	446.4029	ARHGEF9|23229	456.70099999999996
ARID1A|8289	3618.7374	ARID1A|8289	1855.6701
ARID1B|57492	1733.4994	ARID1B|57492	1700.5155
ARID2|196528	923.4601	ARID2|196528	718.0412
ARID3A|1820	50.9627	ARID3A|1820	83.5052
ARID3B|10620	87.3647	ARID3B|10620	77.3196
ARID4A|5926	544.4966	ARID4A|5926	749.4845
ARID4B|51742	1339.2087	ARID4B|51742	877.0258
ARID5A|10865	290.8325	ARID5A|10865	354.6392
ARID5B|84159	2166.1079	ARID5B|84159	2790.2062
ARIH1|25820	1425.4239	ARIH1|25820	1846.9072
ARIH2|10425	1323.8816	ARIH2|10425	1443.7165
ARL10|285598	14.1776	ARL10|285598	45.8763
ARL11|115761	44.0655	ARL11|115761	95.3608
ARL13B|200894	273.5894	ARL13B|200894	187.1134
ARL15|54622	519.59	ARL15|54622	451.0309
ARL16|339231	387.7766	ARL16|339231	365.9794
ARL17A|51326	117.2909	ARL17A|51326	78.9485
lowly_expressed	lowly_expressed	ARL17B|641522	5.4588
ARL1|400	3762.4294	ARL1|400	2087.6289
ARL2BP|23568	1092.0586	ARL2BP|23568	1917.5258
ARL2|402	747.5812	ARL2|402	1441.2371
ARL3|403	920.0115	ARL3|403	597.4227
ARL4A|10124	539.8985	ARL4A|10124	620.6186
ARL4C|10123	450.6179	ARL4C|10123	1120.1031
ARL4D|379	336.0475	ARL4D|379	381.4433
ARL5A|26225	931.5068	ARL5A|26225	963.4021
ARL5B|221079	207.2995	ARL5B|221079	209.2784
ARL6IP1|23204	8160.1686	ARL6IP1|23204	5525.2577
ARL6IP4|51329	2010.5374	ARL6IP4|51329	1781.9588
ARL6IP5|10550	10471.5011	ARL6IP5|10550	6562.8866
ARL6IP6|151188	273.9726	ARL6IP6|151188	284.0206
ARL6|84100	88.5142	ARL6|84100	72.1649
ARL8A|127829	1480.2184	ARL8A|127829	989.1753
ARL8B|55207	2988.0257	ARL8B|55207	2193.299
ARMC10|83787	1101.3775	ARMC10|83787	611.2268
ARMC1|55156	627.2631	ARMC1|55156	585.0515
ARMC2|84071	55.1777	ARMC2|84071	59.7938
ARMC3|219681	75.4862	lowly_expressed	lowly_expressed
ARMC4|55130	9.9626	lowly_expressed	lowly_expressed
ARMC5|79798	329.1503	ARMC5|79798	179.3814
ARMC6|93436	694.2849	ARMC6|93436	350.4639
ARMC7|79637	421.4963	ARMC7|79637	262.3711
ARMC8|25852	841.4599	ARMC8|25852	713.9175
ARMC9|80210	418.8141	ARMC9|80210	82.4742
ARMCX1|51309	1280.9656	ARMCX1|51309	951.5464
ARMCX2|9823	2380.6878	ARMCX2|9823	711.3402
ARMCX3|51566	2170.3228	ARMCX3|51566	1904.6392
ARMCX5|64860	313.8232	ARMCX5|64860	220.6186
ARMCX6|54470	318.0381	ARMCX6|54470	222.1649
ARNT2|9915	5193.9841	ARNT2|9915	58.7629
ARNTL2|56938	39.0842	ARNTL2|56938	125.2577
ARNTL|406	276.6549	ARNTL|406	531.4433
ARNT|405	1838.4903	ARNT|405	2305.6701
ARPC1A|10552	2914.4554	ARPC1A|10552	2141.2577
ARPC1B|10095	3003.736	ARPC1B|10095	3629.3608
ARPC2|10109	4854.1048	ARPC2|10109	5886.0825
ARPC3|10094	3583.1018	ARPC3|10094	3559.2784
ARPC4|10093	4619.8065	ARPC4|10093	3333.6495
ARPC5L|81873	769.0392	ARPC5L|81873	451.0309
ARPC5|10092	3970.1121	ARPC5|10092	3990.2062
ARPM1|84517	58.2431	ARPM1|84517	50.5155
ARPP19|10776	3283.8394	ARPP19|10776	3754.1237
ARRB1|408	437.973	ARRB1|408	1280.9278
ARRB2|409	993.5818	ARRB2|409	1902.5773
ARRDC1|92714	965.9929	ARRDC1|92714	286.0825
ARRDC2|27106	549.4779	ARRDC2|27106	1269.0722
ARRDC3|57561	1407.7977	ARRDC3|57561	2531.9588
ARRDC4|91947	738.7681	ARRDC4|91947	1125.7732
ARSA|410	671.7118	ARSA|410	710.8247
ARSB|411	326.4681	ARSB|411	943.299
ARSD|414	3059.2969	ARSD|414	978.3505
ARSE|415	80.0843	lowly_expressed	lowly_expressed
ARSG|22901	301.9446	ARSG|22901	65.4639
ARSI|340075	71.6544	ARSI|340075	43.8144
ARSJ|79642	41.7665	ARSJ|79642	63.4021
ARSK|153642	203.8509	ARSK|153642	217.0103
lowly_expressed	lowly_expressed	ART4|420	16.4948
ART5|116969	7.6636	ART5|116969	6.1856
ARTN|9048	25.673000000000002	ARTN|9048	7.2165
ARV1|64801	945.3013	ARV1|64801	281.9588
ARVCF|421	161.7013	ARVCF|421	85.0515
AR|367	1199.7318	AR|367	453.0928
AS3MT|57412	223.393	AS3MT|57412	19.5876
ASAH1|427	11872.7847	ASAH1|427	8324.7423
ASAH2B|653308	13.4112	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASAH2|56624	5.1546
ASAM|79827	238.33700000000002	ASAM|79827	1884.5361
ASAP1|50807	1094.7409	ASAP1|50807	1795.8763
ASAP2|8853	358.655	ASAP2|8853	1695.3608
ASAP3|55616	1492.0969	ASAP3|55616	1238.6598
ASB13|79754	1585.9757	ASB13|79754	428.3505
ASB14|142686	20.3085	ASB14|142686	12.3711
ASB16|92591	21.1706	ASB16|92591	6.1856
ASB1|51665	360.5326	ASB1|51665	652.433
ASB2|51676	11.8785	ASB2|51676	18.5567
ASB3|51130	294.6642	ASB3|51130	266.4948
ASB6|140459	605.6634	ASB6|140459	419.7423
ASB7|140460	412.6832	ASB7|140460	394.3299
ASB8|140461	739.5344	ASB8|140461	770.1031
ASB9|140462	31.0375	ASB9|140462	95.8763
ASCC1|51008	504.64599999999996	ASCC1|51008	556.701
ASCC2|84164	825.3664	ASCC2|84164	1577.8351
ASCC3|10973	1412.3958	ASCC3|10973	823.1959
ASCL2|430	60.9254	ASCL2|430	17.0103
ASF1A|25842	473.2254	ASF1A|25842	349.4845
ASF1B|55723	433.75800000000004	ASF1B|55723	144.3299
ASGR1|432	9.9626	ASGR1|432	34.5361
ASGR2|433	7.2804	ASGR2|433	31.4433
ASH1L|55870	3856.5763	ASH1L|55870	2688.5979
ASH2L|9070	1125.7783	ASH2L|9070	1266.4948
ASL|435	964.077	ASL|435	420.6186
ASMTL|8623	749.1101	ASMTL|8623	559.2526
ASNA1|439	1945.7802	ASNA1|439	1000.0
ASNSD1|54529	969.8247	ASNSD1|54529	1002.5773
ASNS|440	359.0382	ASNS|440	194.8454
ASPA|443	14.5608	ASPA|443	204.6392
lowly_expressed	lowly_expressed	ASPG|374569	6.7010000000000005
ASPHD1|253982	53.2618	lowly_expressed	lowly_expressed
ASPHD2|57168	59.0095	ASPHD2|57168	55.6701
ASPH|444	7577.2009	ASPH|444	15887.5258
ASPM|259266	295.4306	ASPM|259266	221.6495
ASPN|54829	3150.1102	ASPN|54829	1552.5773
ASPRV1|151516	40.364000000000004	ASPRV1|151516	93.4948
ASPSCR1|79058	498.8984	ASPSCR1|79058	253.6082
ASRGL1|80150	459.8142	ASRGL1|80150	137.1134
ASS1|445	2265.3511	ASS1|445	6786.5979
ASTE1|28990	305.4392	ASTE1|28990	191.3608
ASTN1|460	8.8131	ASTN1|460	28.3505
ASTN2|23245	318.4213	ASTN2|23245	102.5773
ASXL1|171023	1687.9011	ASXL1|171023	1760.3093
ASXL2|55252	491.61800000000005	ASXL2|55252	848.4536
lowly_expressed	lowly_expressed	ASXL3|80816	32.4742
ATAD1|84896	923.8433	ATAD1|84896	957.732
ATAD2B|54454	214.9631	ATAD2B|54454	282.9897
ATAD2|29028	679.7586	ATAD2|29028	421.134
ATAD3A|55210	413.4496	ATAD3A|55210	311.3402
ATAD3B|83858	83.9161	ATAD3B|83858	63.9175
ATAD3C|219293	98.0937	ATAD3C|219293	28.3505
ATAD5|79915	44.0655	ATAD5|79915	36.5979
ATE1|11101	206.9164	ATE1|11101	295.8763
ATF1|466	482.0385	ATF1|466	400.5155
ATF2|1386	410.001	ATF2|1386	541.7526
ATF3|467	416.8982	ATF3|467	827.3196
ATF4|468	2205.1921	ATF4|468	4680.4124
ATF5|22809	1167.1616	ATF5|22809	659.2784
