gene_id	TCGA-BH-A1FE-06A-11R-A213-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
NCF1C|654817	15.4657	NCF1C|654817	5.2393
NCF1|653361	39.0158	NCF1|653361	17.1149
NCF2|4688	183.4798	NCF2|4688	78.2396
NCF4|4689	166.6081	NCF4|4689	64.9668
NCK1|4690	346.9244	NCK1|4690	1021.6556
NCK2|8440	1184.1828	NCK2|8440	915.1239999999999
NCKAP1L|3071	259.4025	NCKAP1L|3071	385.2602
NCKAP1|10787	3821.7926	NCKAP1|10787	6450.227
NCKAP5L|57701	1364.8506	NCKAP5L|57701	353.8247
NCKAP5|344148	29.5255	NCKAP5|344148	248.3409
NCKIPSD|51517	793.3216	NCKIPSD|51517	538.9452
NCLN|56926	3162.3902	NCLN|56926	332.8676
NCL|4691	11628.1195	NCL|4691	10507.8589
NCOA1|8648	2117.7504	NCOA1|8648	3596.2277
NCOA2|10499	562.3902	NCOA2|10499	1954.2438
NCOA3|8202	1214.4112	NCOA3|8202	2544.1844
NCOA4|8031	4824.2531	NCOA4|8031	7726.1614
NCOA5|57727	887.5219999999999	NCOA5|57727	1663.2903
NCOA6|23054	1213.0053	NCOA6|23054	2174.6420000000003
NCOA7|135112	1964.4991	NCOA7|135112	5057.2826
NCOR1|9611	2400.703	NCOR1|9611	3509.256
NCOR2|9612	5047.1002	NCOR2|9612	1626.2662
NCRNA00081|92482	280.1828	NCRNA00081|92482	273.6815
NCRNA00085|147650	57.645	NCRNA00085|147650	38.4212
NCRNA00086|399668	456.94199999999995	NCRNA00086|399668	187.2162
NCRNA00087|644596	99.4728	NCRNA00087|644596	53.4404
NCRNA00092|100188953	21.4411	NCRNA00092|100188953	22.0049
lowly_expressed	lowly_expressed	NCRNA00093|100188954	16.8634
NCRNA00094|266655	634.587	NCRNA00094|266655	528.8963
NCRNA00095|283932	65.7293	NCRNA00095|283932	53.4404
NCRNA00105|80161	19.6942	NCRNA00105|80161	26.8949
lowly_expressed	lowly_expressed	NCRNA00110|642976	27.2441
NCRNA00115|79854	9.1388	NCRNA00115|79854	10.8278
NCRNA00116|205251	177.1529	NCRNA00116|205251	59.7276
NCRNA00120|55389	43.9367	NCRNA00120|55389	89.4167
NCRNA00152|112597	265.7293	NCRNA00152|112597	99.5459
lowly_expressed	lowly_expressed	NCRNA00162|378825	6.2871
NCRNA00171|80862	14.9033	NCRNA00171|80862	54.7118
lowly_expressed	lowly_expressed	NCRNA00173|100287569	71.6032
NCRNA00174|285908	69.5958	NCRNA00174|285908	219.3503
lowly_expressed	lowly_expressed	NCRNA00176|284739	5.5885
NCRNA00181|503538	27.4271	NCRNA00181|503538	88.0754
NCRNA00182|100302692	33.7434	NCRNA00182|100302692	165.9099
NCRNA00183|554203	213.7083	NCRNA00183|554203	422.6336
NCRNA00188|125144	7728.9982	NCRNA00188|125144	16596.2277
NCRNA00201|284702	260.1968	NCRNA00201|284702	2390.1013
lowly_expressed	lowly_expressed	NCRNA00204B|286967	14.3206
NCRNA00219|114915	349.0334	NCRNA00219|114915	849.4586
NCS1|23413	841.4763	NCS1|23413	302.4799
NCSTN|23385	3910.9139	NCSTN|23385	2950.5623
NDC80|10403	97.3638	NDC80|10403	55.5362
NDE1|54820	364.1301	NDE1|54820	336.6329
NDEL1|81565	1657.9965	NDEL1|81565	1129.9336
NDFIP1|80762	7171.8805	NDFIP1|80762	4178.8334
NDFIP2|54602	849.9121	NDFIP2|54602	1137.2686
NDNL2|56160	487.1705	NDNL2|56160	336.3605
NDN|4692	1679.4376	NDN|4692	546.9787
NDOR1|27158	620.3866	NDOR1|27158	144.6036
NDP|4693	323.0228	NDP|4693	28.6413
NDRG1|10397	5526.8893	NDRG1|10397	3926.6504
NDRG2|57447	2873.1107	NDRG2|57447	10533.7059
NDRG3|57446	1030.58	NDRG3|57446	1367.796
NDRG4|65009	143.761	NDRG4|65009	116.6608
NDST1|3340	6095.2548	NDST1|3340	4933.6359999999995
NDST2|8509	485.0615	NDST2|8509	654.9074
NDST3|9348	11.9508	NDST3|9348	5.9378
NDUFA10|4705	1591.5641	NDUFA10|4705	1557.1079
NDUFA11|126328	1454.1301	NDUFA11|126328	574.9214
NDUFA12|55967	590.8612	NDUFA12|55967	407.9637
NDUFA13|51079	2081.4903	NDUFA13|51079	396.6119
NDUFA1|4694	1140.5975	NDUFA1|4694	751.3098
NDUFA2|4695	928.9982	NDUFA2|4695	373.0353
NDUFA3|4696	581.7223	NDUFA3|4696	260.9151
NDUFA4L2|56901	408.4359	NDUFA4L2|56901	45.0576
NDUFA4|4697	3272.4077	NDUFA4|4697	2204.6804
NDUFA5|4698	906.8541	NDUFA5|4698	1547.328
NDUFA6|4700	934.9736	NDUFA6|4700	537.548
NDUFA7|4701	636.5554	NDUFA7|4701	287.81
NDUFA8|4702	659.7539999999999	NDUFA8|4702	396.4373
NDUFA9|4704	941.3005	NDUFA9|4704	894.5162
NDUFAB1|4706	632.6889	NDUFAB1|4706	603.5627
NDUFAF1|51103	474.8682	NDUFAF1|51103	264.7572
NDUFAF2|91942	210.8963	NDUFAF2|91942	149.1443
NDUFAF3|25915	837.2583	NDUFAF3|25915	339.1547
NDUFAF4|29078	293.8489	NDUFAF4|29078	380.3702
NDUFB10|4716	849.9121	NDUFB10|4716	405.5187
NDUFB11|54539	900.8787	NDUFB11|54539	776.8075
NDUFB1|4707	461.5114	NDUFB1|4707	426.1264
NDUFB2|4708	1385.9262	NDUFB2|4708	455.8121
NDUFB3|4709	614.4112	NDUFB3|4709	361.5089
NDUFB4|4710	1259.4025	NDUFB4|4710	1227.7331
NDUFB5|4711	1189.1037	NDUFB5|4711	1284.3171
NDUFB6|4712	595.7821	NDUFB6|4712	376.8774
NDUFB7|4713	866.4323	NDUFB7|4713	184.4219
NDUFB8|4714	1428.9666	NDUFB8|4714	449.9825
NDUFB9|4715	1240.0773	NDUFB9|4715	946.5596
NDUFC1|4717	631.6344	NDUFC1|4717	577.3664
NDUFC2|4718	1431.6344	NDUFC2|4718	1170.7999
NDUFS1|4719	2010.8963	NDUFS1|4719	1614.7398
NDUFS2|4720	3028.1195	NDUFS2|4720	1178.4841
NDUFS3|4722	956.8049	NDUFS3|4722	824.8935
NDUFS4|4724	750.0879	NDUFS4|4724	743.2763
NDUFS5|4725	1868.1898	NDUFS5|4725	1062.5218
NDUFS6|4726	591.9156	NDUFS6|4726	89.4167
NDUFS7|374291	773.2021	NDUFS7|374291	128.0475
NDUFS8|4728	1300.5272	NDUFS8|4728	225.9867
NDUFV1|4723	2769.42	NDUFV1|4723	568.285
NDUFV2|4729	1169.0685	NDUFV2|4729	1152.6371
NDUFV3|4731	376.0984	NDUFV3|4731	409.3608
NEAT1|283131	3532.5132	NEAT1|283131	10191.4076
NEBL|10529	1076.6257	NEBL|10529	5552.9165
NEB|4703	20.3866	NEB|4703	33.8805
NECAB1|64168	179.2619	NECAB1|64168	441.4949
NECAB2|54550	138.8401	NECAB2|54550	5.2393
NECAB3|63941	675.5712	NECAB3|63941	211.6661
NECAP1|25977	877.3286	NECAP1|25977	1063.2204
NECAP2|55707	1638.3128	NECAP2|55707	1114.2159
NEDD1|121441	381.3708	NEDD1|121441	1099.8952
NEDD4L|23327	461.5114	NEDD4L|23327	3330.7719
NEDD4|4734	557.1178	NEDD4|4734	1006.6364
NEDD8|4738	1690.6854	NEDD8|4738	755.8505
NEDD9|4739	2826.362	NEDD9|4739	5373.3846
NEFH|4744	805.9754	NEFH|4744	25.4977
NEFL|4747	15.1142	lowly_expressed	lowly_expressed
NEFM|4741	8.9947	lowly_expressed	lowly_expressed
NEGR1|257194	345.167	NEGR1|257194	254.9773
NEIL1|79661	67.8383	NEIL1|79661	113.5173
NEIL2|252969	372.935	NEIL2|252969	249.738
NEIL3|55247	11.5993	NEIL3|55247	9.0814
NEK10|152110	27.065	NEK10|152110	190.709
NEK11|79858	156.7663	NEK11|79858	325.1834
NEK1|4750	663.2689	NEK1|4750	902.2005
NEK2|4751	20.7381	NEK2|4751	38.071999999999996
NEK3|4752	267.4868	NEK3|4752	252.5323
NEK4|6787	499.4728	NEK4|6787	720.5728
lowly_expressed	lowly_expressed	NEK5|341676	34.2298
NEK6|10783	790.1582	NEK6|10783	721.6207
NEK7|140609	1743.761	NEK7|140609	2283.6186
NEK8|284086	90.3339	NEK8|284086	72.3018
NEK9|91754	2706.1511	NEK9|91754	2830.9466
NELF|26012	1284.71	NELF|26012	407.2651
NELL2|4753	93.4974	NELL2|4753	185.1205
NENF|29937	907.2056	NENF|29937	619.6298
NEO1|4756	2048.8576	NEO1|4756	3294.7957
NES|10763	1728.9982	NES|10763	2207.1254
NET1|10276	1332.5132	NET1|10276	5028.292
NETO2|81831	394.3761	NETO2|81831	406.2173
NEU1|4758	2774.3409	NEU1|4758	886.1334
NEU3|10825	104.3937	NEU3|10825	161.7185
NEURL1B|54492	2641.8278	NEURL1B|54492	395.0402
NEURL2|140825	54.7381	NEURL2|140825	18.6587
lowly_expressed	lowly_expressed	NEURL3|93082	69.5075
NEURL4|84461	424.82599999999996	NEURL4|84461	315.0541
NEURL|9148	70.6503	NEURL|9148	5.5885
lowly_expressed	lowly_expressed	NEUROG2|63973	63.919
NEXN|91624	1211.2478	NEXN|91624	574.2228
NF1|4763	2171.1775	NF1|4763	4991.6172
NF2|4771	1168.0141	NF2|4771	592.3856
NFAM1|150372	142.7065	NFAM1|150372	54.4883
NFASC|23114	2645.652	NFASC|23114	1032.0328
NFAT5|10725	1519.1564	NFAT5|10725	6242.7524
NFATC1|4772	1998.594	NFATC1|4772	499.8254
NFATC2IP|84901	571.1775	NFATC2IP|84901	895.2148
NFATC2|4773	651.3181	NFATC2|4773	160.6706
NFATC3|4775	591.5641	NFATC3|4775	1601.467
NFATC4|4776	1689.2794	NFATC4|4776	368.4946
NFE2L1|4779	13793.6731	NFE2L1|4779	4180.2305
NFE2L2|4780	6037.283	NFE2L2|4780	5277.3419
NFE2L3|9603	128.2953	NFE2L3|9603	285.7143
NFE2|4778	6.3269	lowly_expressed	lowly_expressed
NFIA|4774	1232.6889	NFIA|4774	3170.7999
NFIB|4781	1754.3058	NFIB|4781	12586.7971
NFIC|4782	1312.1265	NFIC|4782	685.6444
NFIL3|4783	3153.6028	NFIL3|4783	1537.8973
NFIX|4784	3522.3199	NFIX|4784	4796.7167
NFKB1|4790	1600.3515	NFKB1|4790	1472.9305
NFKB2|4791	1001.4060000000001	NFKB2|4791	400.978
NFKBIA|4792	3341.3005	NFKBIA|4792	1205.0297
NFKBIB|4793	365.9051	NFKBIB|4793	64.9668
NFKBID|84807	69.5958	NFKBID|84807	22.3542
NFKBIE|4794	203.5149	NFKBIE|4794	123.6465
NFKBIL1|4795	302.6362	NFKBIL1|4795	125.3929
NFKBIL2|4796	138.8401	NFKBIL2|4796	81.0339
NFKBIZ|64332	1069.529	NFKBIZ|64332	1618.5714
NFRKB|4798	578.2074	NFRKB|4798	1246.2452
NFS1|9054	971.283	NFS1|9054	484.4569
NFU1|27247	408.4359	NFU1|27247	630.4576
NFX1|4799	671.7047	NFX1|4799	1720.2235
NFXL1|152518	123.3286	NFXL1|152518	605.7527
NFYA|4800	759.9297	NFYA|4800	1650.7160000000001
NFYB|4801	474.8682	NFYB|4801	1147.0486
NFYC|4802	802.6538	NFYC|4802	1201.4669999999999
NGDN|25983	317.3989	NGDN|25983	520.0838
NGEF|25791	11.5993	NGEF|25791	53.7897
NGFRAP1|27018	4099.4728	NGFRAP1|27018	866.2242
NGFR|4804	555.7118	NGFR|4804	908.8369
NGF|4803	105.0967	NGF|4803	12.9235
NGLY1|55768	598.9455	NGLY1|55768	864.1285
NGRN|51335	2742.3515	NGRN|51335	1630.5519
NHEDC1|150159	6.6784	lowly_expressed	lowly_expressed
NHEDC2|133308	278.3831	NHEDC2|133308	298.9871
NHEJ1|79840	179.6134	NHEJ1|79840	415.9972
NHLRC1|378884	23.5501	NHLRC1|378884	87.6703
NHLRC2|374354	204.5694	NHLRC2|374354	413.5522
NHLRC3|387921	538.1371	NHLRC3|387921	1099.1966
NHLRC4|283948	41.4763	NHLRC4|283948	17.4642
NHP2L1|4809	2007.7329	NHP2L1|4809	1744.3241
NHP2|55651	956.0633	NHP2|55651	568.9836
NHSL1|57224	247.1002	NHSL1|57224	388.4038
NHSL2|340527	89.9824	NHSL2|340527	248.3409
NHS|4810	182.0738	NHS|4810	643.0318
NICN1|84276	409.1599	NICN1|84276	689.3713
NID1|4811	13632.6327	NID1|4811	3010.4436
NID2|22795	5502.9877	NID2|22795	332.5183
NIF3L1|60491	244.2882	NIF3L1|60491	563.395
NINJ1|4814	1246.3972	NINJ1|4814	771.5683
NINJ2|4815	16.5202	NINJ2|4815	50.2969
NINL|22981	400.70300000000003	NINL|22981	177.4363
NIN|51199	1050.9666	NIN|51199	1709.745
NIP7|51388	729.3497	NIP7|51388	880.1956
NIPA1|123606	284.71	NIPA1|123606	508.5575
NIPA2|81614	1168.7169999999999	NIPA2|81614	1088.3688
NIPAL1|152519	6.6784	NIPAL1|152519	134.8236
NIPAL2|79815	338.8401	NIPAL2|79815	628.0126
NIPAL3|57185	790.8612	NIPAL3|57185	1795.3196
NIPAL4|348938	7.0299	NIPAL4|348938	5.5885
NIPBL|25836	1661.1599	NIPBL|25836	4547.3279999999995
NIPSNAP1|8508	1544.464	NIPSNAP1|8508	936.081
NIPSNAP3A|25934	796.1336	NIPSNAP3A|25934	829.5494
NIPSNAP3B|55335	33.7961	NIPSNAP3B|55335	225.3475
NISCH|11188	3356.7663	NISCH|11188	2965.4209
NIT1|4817	630.3761	NIT1|4817	427.3839
NIT2|56954	509.6661	NIT2|56954	659.4481
NKAIN1|79570	198.59400000000002	NKAIN1|79570	12.9235
NKAIN2|154215	75.2197	NKAIN2|154215	14.6699
NKAPL|222698	28.8225	NKAPL|222698	21.6556
NKAP|79576	373.63800000000003	NKAP|79576	338.1069
NKD1|85407	84.3585	NKD1|85407	22.0049
NKD2|85409	53.4271	NKD2|85409	35.626999999999995
NKG7|4818	20.3866	NKG7|4818	84.1774
NKIRAS1|28512	282.6011	NKIRAS1|28512	349.284
NKIRAS2|28511	1202.812	NKIRAS2|28511	590.6392
NKPD1|284353	9.4903	NKPD1|284353	35.626999999999995
NKRF|55922	314.9385	NKRF|55922	584.3521
NKTR|4820	923.7258	NKTR|4820	4577.0171
NKX3-1|4824	179.6134	NKX3-1|4824	157.5271
NLE1|54475	274.5167	NLE1|54475	342.2983
NLGN1|22871	107.9086	NLGN1|22871	38.071999999999996
NLGN2|57555	1360.2812	NLGN2|57555	530.5623
NLGN3|54413	522.6714	NLGN3|54413	49.9476
NLGN4X|57502	1547.9789	NLGN4X|57502	499.8254
NLGN4Y|22829	13.7083	lowly_expressed	lowly_expressed
NLK|51701	654.1301	NLK|51701	429.6193
NLN|57486	420.7381	NLN|57486	609.5005
NLRC3|197358	40.0703	NLRC3|197358	172.8956
NLRC4|58484	28.471	NLRC4|58484	42.9619
NLRC5|84166	615.1142	NLRC5|84166	399.2316
NLRP11|204801	7.0299	lowly_expressed	lowly_expressed
NLRP12|91662	7.0299	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP13|126204	6.9857
NLRP1|22861	293.8489	NLRP1|22861	726.1614
NLRP2|55655	240.4218	NLRP2|55655	512.0503
NLRP3|114548	139.5431	NLRP3|114548	77.8903
lowly_expressed	lowly_expressed	NLRP5|126206	16.4163
lowly_expressed	lowly_expressed	NLRP9|338321	8.7321
NLRX1|79671	527.9438	NLRX1|79671	356.2696
NMB|4828	63.2689	NMB|4828	81.7324
NMD3|51068	961.3357	NMD3|51068	2087.6703
NME1-NME2|654364	75.8067	NME1-NME2|654364	8.7391
NME1|4830	1068.6503	NME1|4830	390.9431
NME2P1|283458	75.5712	NME2P1|283458	63.2204
NME2|4831	4924.0844	NME2|4831	3785.4384
NME3|4832	591.5641	NME3|4832	153.3357
NME4|4833	2330.0527	NME4|4833	587.1463
NME5|8382	81.8981	NME5|8382	128.5365
NME6|10201	123.7258	NME6|10201	147.0486
NME7|29922	264.2707	NME7|29922	325.1484
NMI|9111	263.2689	NMI|9111	437.6528
NMNAT1|64802	249.2091	NMNAT1|64802	320.992
NMNAT2|23057	87.8735	NMNAT2|23057	324.4848
NMNAT3|349565	110.3691	NMNAT3|349565	247.293
NMRAL1|57407	647.8032	NMRAL1|57407	287.1114
NMT1|4836	2382.0738	NMT1|4836	2880.5449
NMT2|9397	555.3603	NMT2|9397	855.0472
NMUR1|10316	16.8717	NMUR1|10316	29.3399
NNAT|4826	11.5993	NNAT|4826	56.2347
NNMT|4837	3117.7504	NNMT|4837	768.0754
NNT|23530	1666.4323	NNT|23530	1089.766
NOB1|28987	1055.536	NOB1|28987	1291.3028
NOC2L|26155	1157.6239	NOC2L|26155	620.751
NOC3L|64318	412.6538	NOC3L|64318	936.4303
NOC4L|79050	271.0018	NOC4L|79050	139.015
NOD1|10392	539.8946	NOD1|10392	463.1505
NOD2|64127	49.9121	NOD2|64127	68.8089
NODAL|4838	10.8963	NODAL|4838	20.956999999999997
lowly_expressed	lowly_expressed	NOG|9241	5.5885
NOL10|79954	562.0387	NOL10|79954	733.4963
NOL11|25926	679.7891	NOL11|25926	1608.8020000000001
NOL12|79159	224.7276	NOL12|79159	113.671
NOL3|8996	218.9807	NOL3|8996	148.0964
lowly_expressed	lowly_expressed	NOL4|8715	14.6699
NOL6|65083	1114.9385	NOL6|65083	823.2623
NOL7|51406	562.7417	NOL7|51406	572.4764
NOL8|55035	467.8383	NOL8|55035	1240.3074
NOL9|79707	235.8524	NOL9|79707	414.2508
NOLC1|9221	2719.8594	NOLC1|9221	2763.5348
NOM1|64434	382.4253	NOM1|64434	682.1516
NOMO1|23420	7494.9033	NOMO1|23420	2148.4457
NOMO2|283820	2931.1072	NOMO2|283820	650.716
NOMO3|408050	2192.6186	NOMO3|408050	1267.2022
NONO|4841	6545.5185	NONO|4841	6802.3053
NOP10|55505	941.6519999999999	NOP10|55505	696.1229
NOP14|8602	970.6467	NOP14|8602	994.4394
NOP16|51491	268.5413	NOP16|51491	115.613
NOP2|4839	528.6467	NOP2|4839	497.3804
NOP56|10528	1323.3743	NOP56|10528	1211.3168
NOP58|51602	1085.0615	NOP58|51602	1973.8037
NOS1AP|9722	11.9508	NOS1AP|9722	244.4988
lowly_expressed	lowly_expressed	NOS1|4842	12.2249
NOS2|4843	68.6186	NOS2|4843	7.6842
NOS3|4846	536.9315	NOS3|4846	87.3978
NOSIP|51070	542.0035	NOSIP|51070	170.7999
NOSTRIN|115677	405.9754	NOSTRIN|115677	667.1324
NOTCH1|4851	1014.4112	NOTCH1|4851	996.8564
NOTCH2NL|388677	281.3673	NOTCH2NL|388677	802.1271
NOTCH2|4853	5664.3234	NOTCH2|4853	10152.9864
NOTCH3|4854	5055.536	NOTCH3|4854	2287.81
NOTCH4|4855	852.7241	NOTCH4|4855	536.5002
NOVA1|4857	215.8172	NOVA1|4857	428.9207
NOVA2|4858	49.9121	NOVA2|4858	24.1006
NOV|4856	50.9666	NOV|4856	136.57
NOX4|50507	81.5466	NOX4|50507	15.3685
NOX5|79400	20.7803	NOX5|79400	8.7496
NOXA1|10811	30.9315	NOXA1|10811	19.5599
NPAS2|4862	744.1125	NPAS2|4862	942.7174
NPAS3|64067	40.7733	NPAS3|64067	324.1355
NPAS4|266743	45.3427	NPAS4|266743	10.4785
NPAT|4863	439.7188	NPAT|4863	1290.6043
NPC1L1|29881	12.6538	NPC1L1|29881	27.9427
NPC1|4864	7315.651999999999	NPC1|4864	1325.6549
NPC2|10577	3485.0615	NPC2|10577	2686.6923
NPDC1|56654	949.7364	NPDC1|56654	582.9549
NPEPL1|79716	694.2004	NPEPL1|79716	233.671
NPEPPS|9520	2071.7047	NPEPPS|9520	3219.0009999999997
NPFF|8620	5.9754	NPFF|8620	10.4785
NPHP1|4867	95.2548	NPHP1|4867	164.1635
NPHP3|27031	549.7364	NPHP3|27031	1713.2379
NPHP4|261734	271.7047	NPHP4|261734	220.3982
NPIPL3|23117	327.3603	NPIPL3|23117	631.9769
NPIP|9284	893.188	NPIP|9284	976.2906
NPLOC4|55666	2896.6608	NPLOC4|55666	1468.7391
NPL|80896	261.5114	NPL|80896	123.6465
NPM1|4869	8714.2355	NPM1|4869	13348.5854
NPM2|10361	18.9807	NPM2|10361	16.0671
NPM3|10360	346.2214	NPM3|10360	225.2882
NPNT|255743	702.6362	NPNT|255743	1598.3234
NPR1|4881	1594.7276	NPR1|4881	358.3654
NPR2|4882	601.406	NPR2|4882	314.0063
NPR3|4883	1980.6678	NPR3|4883	44.0098
NPRL2|10641	234.4112	NPRL2|10641	293.0492
NPRL3|8131	709.3146	NPRL3|8131	606.357
NPTN|27020	3047.1002	NPTN|27020	2843.5208
NPTX1|4884	31.283	NPTX1|4884	91.8617
NPTX2|4885	12201.0545	lowly_expressed	lowly_expressed
NPTXR|23467	182.4253	NPTXR|23467	221.7953
NPY1R|4886	570.4745	NPY1R|4886	303.5278
lowly_expressed	lowly_expressed	NPY2R|4887	211.6661
NPY5R|4889	110.0176	NPY5R|4889	19.5599
NQO1|1728	437.9613	NQO1|1728	517.6388
NQO2|4835	687.8735	NQO2|4835	333.2169
NR0B1|190	21.7926	NR0B1|190	8.3828
NR0B2|8431	10.8963	lowly_expressed	lowly_expressed
NR1D1|9572	520.5483	NR1D1|9572	362.3018
NR1D2|9975	878.3831	NR1D2|9975	2337.7576
NR1H2|7376	1456.5905	NR1H2|7376	497.0311
NR1H3|10062	265.0264	NR1H3|10062	548.0265
NR1H4|9971	501.9332	lowly_expressed	lowly_expressed
NR1I2|8856	33.0404	NR1I2|8856	5.2393
NR1I3|9970	6.4042	NR1I3|9970	8.3793
NR2C1|7181	355.0088	NR2C1|7181	735.9413
NR2C2AP|126382	156.6503	NR2C2AP|126382	221.4879
NR2C2|7182	982.007	NR2C2|7182	2371.5264
lowly_expressed	lowly_expressed	NR2E3|10002	8.3828
NR2F1|7025	790.8612	NR2F1|7025	380.7195
NR2F2|7026	2874.8682	NR2F2|7026	1638.8404
NR2F6|2063	358.1722	NR2F6|2063	338.4562
NR3C1|2908	1171.529	NR3C1|2908	6080.6846
NR3C2|4306	244.2882	NR3C2|4306	1451.2749
NR4A1|3164	29003.8664	NR4A1|3164	6272.0922
NR4A2|4929	3754.3058	NR4A2|4929	808.2431
NR4A3|8013	5581.7223	NR4A3|8013	831.9944
NR5A1|2516	2663.2689	lowly_expressed	lowly_expressed
NR5A2|2494	4677.6801	NR5A2|2494	252.8816
NR6A1|2649	9.4903	NR6A1|2649	9.0814
NRARP|441478	125.1318	NRARP|441478	141.8093
NRAS|4893	1368.3656	NRAS|4893	1984.6315
NRBF2|29982	396.8366	NRBF2|29982	696.1229
NRBP1|29959	2663.6204	NRBP1|29959	1670.9745
NRBP2|340371	553.9543	NRBP2|340371	1314.7049
NRCAM|4897	164.8506	NRCAM|4897	67.7611
NRD1|4898	2794.0246	NRD1|4898	3073.0003
NRF1|4899	283.6555	NRF1|4899	484.8061
lowly_expressed	lowly_expressed	NRG1|3084	477.4712
NRG2|9542	61.1599	NRG2|9542	56.583999999999996
NRG3|10718	10.1933	NRG3|10718	57.2826
NRG4|145957	11.2478	lowly_expressed	lowly_expressed
NRGN|4900	112.1265	NRGN|4900	35.626999999999995
NRIP1|8204	2339.8946	NRIP1|8204	3273.1401
NRIP2|83714	115.993	NRIP2|83714	179.532
NRIP3|56675	705.7996	NRIP3|56675	168.0056
NRK|203447	830.2285	NRK|203447	111.4216
NRL|4901	25.5888	NRL|4901	15.4558
NRM|11270	207.3814	NRM|11270	259.8673
NRN1L|123904	6.1722	lowly_expressed	lowly_expressed
NRN1|51299	234.0949	NRN1|51299	721.6207
NRP1|8829	6762.0387	NRP1|8829	2834.7887
NRP2|8828	4908.2601	NRP2|8828	793.2239
NRSN2|80023	1295.9578	NRSN2|80023	387.0066
lowly_expressed	lowly_expressed	NRTN|4902	18.8613
NRXN1|9378	5.6239	NRXN1|9378	145.3021
NRXN2|9379	681.1951	NRXN2|9379	70.5554
NRXN3|9369	71.7047	NRXN3|9369	96.7517
NSA2|10412	1372.5835	NSA2|10412	2468.0405
NSD1|64324	2090.6854	NSD1|64324	3601.1177
NSDHL|50814	1057.645	NSDHL|50814	283.9679
NSFL1C|55968	1284.3585	NSFL1C|55968	1101.2924
NSF|4905	1295.2548	NSF|4905	1085.5746
NSL1|25936	499.8243	NSL1|25936	840.7265
NSMAF|8439	727.9438	NSMAF|8439	1056.7971
NSMCE1|197370	770.123	NSMCE1|197370	739.0849
NSMCE2|286053	213.3568	NSMCE2|286053	312.6092
NSMCE4A|54780	283.30400000000003	NSMCE4A|54780	828.5016
NSUN2|54888	1186.9947	NSUN2|54888	1473.2798
NSUN3|63899	125.1318	NSUN3|63899	166.2592
NSUN4|387338	559.9297	NSUN4|387338	821.8652
NSUN5P1|155400	40.0703	NSUN5P1|155400	122.948
NSUN5P2|260294	122.7627	NSUN5P2|260294	259.1198
NSUN5|55695	217.2232	NSUN5|55695	226.6853
NSUN6|221078	162.7417	NSUN6|221078	398.1837
NSUN7|79730	73.4622	NSUN7|79730	322.3891
NT5C1A|84618	28.1195	lowly_expressed	lowly_expressed
NT5C2|22978	1347.9789	NT5C2|22978	2569.6822
NT5C3L|115024	504.0422	NT5C3L|115024	542.7873
NT5C3|51251	280.1406	NT5C3|51251	666.0845
NT5C|30833	247.4517	NT5C|30833	57.9811
NT5DC1|221294	720.9139	NT5DC1|221294	1225.9867
NT5DC2|64943	2240.5975	NT5DC2|64943	746.7028
NT5DC3|51559	355.3603	NT5DC3|51559	567.9357
NT5E|4907	1423.1986	NT5E|4907	507.1603
NT5M|56953	48.8576	NT5M|56953	35.9762
NTAN1|123803	503.3392	NTAN1|123803	586.7971
NTF3|4908	24.2531	NTF3|4908	117.3594
NTF4|4909	10.9631	NTF4|4909	74.6594
NTHL1|4913	186.2917	NTHL1|4913	40.5169
NTM|50863	10.8963	NTM|50863	71.6032
NTN1|9423	61.5114	NTN1|9423	193.15400000000002
NTN3|4917	5.2724	lowly_expressed	lowly_expressed
NTN4|59277	826.362	NTN4|59277	5577.7157
NTN5|126147	5.6239	NTN5|126147	25.1484
NTNG1|22854	24.6046	NTNG1|22854	29.6891
NTNG2|84628	71.3533	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NTRK1|4914	11.1771
NTRK2|4915	794.3761	NTRK2|4915	9039.8184
NTRK3|4916	15.4657	NTRK3|4916	273.8386
NTS|4922	276.6257	NTS|4922	19.2106
NUAK1|9891	692.4429	NUAK1|9891	662.2424
NUAK2|81788	240.7733	NUAK2|81788	27.2441
NUB1|51667	1252.2847	NUB1|51667	1846.9333
NUBP1|4682	322.2144	NUBP1|4682	209.0499
NUBP2|10101	664.3234	NUBP2|10101	159.9721
NUBPL|80224	340.246	NUBPL|80224	526.0217
NUCB1|4924	7694.9033	NUCB1|4924	1872.5114
NUCB2|4925	1557.6942	NUCB2|4925	1591.7499
NUCKS1|64710	7206.6784	NUCKS1|64710	13325.8819
NUDCD1|84955	341.3005	NUDCD1|84955	886.1334
NUDCD2|134492	270.6503	NUDCD2|134492	372.686
NUDCD3|23386	1912.8295	NUDCD3|23386	1888.2291
NUDC|10726	2010.1933	NUDC|10726	526.7202
NUDT10|170685	333.9192	NUDT10|170685	75.7946
NUDT11|55190	292.0914	NUDT11|55190	114.2159
NUDT12|83594	290.3339	NUDT12|83594	615.4384
NUDT13|25961	28.471	NUDT13|25961	88.3688
NUDT14|256281	146.5729	NUDT14|256281	76.1439
NUDT15|55270	325.7961	NUDT15|55270	579.7485
NUDT16L1|84309	530.4042	NUDT16L1|84309	133.7758
