gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
ERGIC3|51614	11727.3092	ERGIC3|51614	3492.1419
ERG|2078	330.5221	ERG|2078	1078.132
ERH|2079	1020.8835	ERH|2079	971.2618
ERI1|90459	522.8916	ERI1|90459	317.9165
ERI2|112479	510.6386	ERI2|112479	307.7189
ERI3|79033	1089.1566	ERI3|79033	846.4302
ERICH1|157697	185.1406	ERICH1|157697	254.1536
ERLEC1|27248	2277.1084	ERLEC1|27248	1536.5963
ERLIN1|10613	1472.2892	ERLIN1|10613	1343.0624
ERLIN2|11160	3312.0482	ERLIN2|11160	1872.4742
ERMAP|114625	333.3333	ERMAP|114625	595.4198
ERMP1|79956	5918.1647	ERMP1|79956	880.7185
ERN1|2081	42.1687	ERN1|2081	264.4814
lowly_expressed	lowly_expressed	ERN2|10595	5.8374
ERO1LB|56605	46.5863	ERO1LB|56605	345.7566
ERO1L|30001	475.50199999999995	ERO1L|30001	544.6789
ERP27|121506	53.4137	ERP27|121506	16.6143
ERP29|10961	4473.0924	ERP29|10961	1793.8931
ERP44|23071	1149.7992	ERP44|23071	1404.1311
ERRFI1|54206	771.0843	ERRFI1|54206	7788.0557
lowly_expressed	lowly_expressed	ERVFRDE1|405754	8.9807
ESAM|90952	728.1124	ESAM|90952	1925.9093
ESCO1|114799	421.2851	ESCO1|114799	393.8033
ESCO2|157570	734.1365	ESCO2|157570	8.9807
ESD|2098	1313.253	ESD|2098	2364.167
ESF1|51575	407.2289	ESF1|51575	435.5635
ESM1|11082	157.4297	ESM1|11082	29.1872
ESPL1|9700	697.992	ESPL1|9700	45.3525
ESPNL|339768	104.8193	ESPNL|339768	50.7409
ESPN|83715	361.4458	ESPN|83715	58.8235
ESR1|2099	6728.1124	ESR1|2099	761.5626
lowly_expressed	lowly_expressed	ESR2|2100	32.3305
ESRP1|54845	4138.9558	ESRP1|54845	803.7719
ESRP2|80004	1869.0763	ESRP2|80004	547.8222
ESRRA|2101	200.4016	ESRRA|2101	367.7593
ESRRG|2104	81.1245	ESRRG|2104	78.132
ESYT1|23344	8410.0402	ESYT1|23344	6699.1468
ESYT2|57488	4173.494000000001	ESYT2|57488	4560.3952
lowly_expressed	lowly_expressed	ESYT3|83850	34.1266
ETAA1|54465	398.3936	ETAA1|54465	325.5501
ETF1|2107	3250.2008	ETF1|2107	3268.5227
ETFA|2108	2213.6546	ETFA|2108	1597.665
ETFB|2109	757.4297	ETFB|2109	1362.3709
ETFDH|2110	660.6426	ETFDH|2110	1033.2286
ETHE1|23474	747.7912	ETHE1|23474	491.2438
ETNK1|55500	1591.5663	ETNK1|55500	859.0031
ETNK2|55224	3718.8755	ETNK2|55224	268.0736
ETS1|2113	1755.0201	ETS1|2113	4468.3431
ETS2|2114	582.7309	ETS2|2114	3242.0296
ETV1|2115	265.0602	ETV1|2115	527.6156
ETV2|2116	13.6546	ETV2|2116	12.573
lowly_expressed	lowly_expressed	ETV3L|440695	22.9008
ETV3|2117	167.0683	ETV3|2117	331.3875
ETV4|2118	30.9237	ETV4|2118	159.8563
ETV5|2119	304.8193	ETV5|2119	917.8267
ETV6|2120	1128.5141	ETV6|2120	2423.8886
lowly_expressed	lowly_expressed	ETV7|51513	23.7988
EVC2|132884	29.7189	EVC2|132884	184.5532
EVC|2121	679.4578	EVC|2121	1153.9919
EVI2A|2123	182.3293	EVI2A|2123	147.7324
EVI2B|2124	260.6426	EVI2B|2124	268.5227
EVI5L|115704	364.25699999999995	EVI5L|115704	321.0597
EVI5|7813	419.6787	EVI5|7813	467.445
EVL|51466	655.0201	EVL|51466	1606.6457
EVPLL|645027	14.4578	lowly_expressed	lowly_expressed
EVPL|2125	1618.0723	EVPL|2125	277.9524
EWSR1|2130	3249.3976	EWSR1|2130	2756.1742
EXD2|55218	713.6546	EXD2|55218	813.2016
EXD3|54932	100.4016	EXD3|54932	186.7984
EXO1|9156	716.4659	EXO1|9156	10.7768
EXOC1|55763	678.7149	EXOC1|55763	1080.3772
EXOC2|55770	686.747	EXOC2|55770	839.2456
EXOC3L2|90332	60.6426	EXOC3L2|90332	39.066
EXOC3L|283849	33.7349	EXOC3L|283849	90.4221
EXOC3|11336	902.8112	EXOC3|11336	1158.5092
EXOC4|60412	1740.5622	EXOC4|60412	1653.3453
EXOC5|10640	772.2892	EXOC5|10640	1229.4567
EXOC6B|23233	182.3293	EXOC6B|23233	307.1396
EXOC6|54536	1033.3333	EXOC6|54536	466.5469
EXOC7|23265	3344.0843	EXOC7|23265	3235.2941
EXOC8|149371	535.3414	EXOC8|149371	485.8554
EXOG|9941	97.1888	EXOG|9941	120.7903
EXOSC10|5394	1148.5944	EXOSC10|5394	1555.4558
EXOSC1|51013	384.73900000000003	EXOSC1|51013	286.035
EXOSC2|23404	542.9719	EXOSC2|23404	455.3211
EXOSC3|51010	272.2892	EXOSC3|51010	198.9223
EXOSC4|54512	383.5341	EXOSC4|54512	154.9169
EXOSC5|56915	365.8635	EXOSC5|56915	257.2968
EXOSC6|118460	211.245	EXOSC6|118460	283.7899
EXOSC7|23016	593.5743	EXOSC7|23016	457.1172
EXOSC8|11340	124.8193	EXOSC8|11340	277.3417
EXOSC9|5393	454.01199999999994	EXOSC9|5393	426.3449
EXPH5|23086	200.4016	EXPH5|23086	186.7984
EXT1|2131	407.2289	EXT1|2131	1300.4041
EXT2|2132	1906.4257	EXT2|2132	2190.8397
EXTL1|2134	11.245	EXTL1|2134	32.7795
EXTL2|2135	414.8594	EXTL2|2135	423.4396
EXTL3|2137	624.498	EXTL3|2137	1118.5451
lowly_expressed	lowly_expressed	EYA1|2138	26.493000000000002
EYA2|2139	103.2129	EYA2|2139	860.3502
EYA3|2140	150.2008	EYA3|2140	156.7131
lowly_expressed	lowly_expressed	EYA4|2070	22.4517
EYS|346007	6.8273	EYS|346007	51.1899
EZH1|2145	904.0161	EZH1|2145	2199.3714
EZH2|2146	415.26099999999997	EZH2|2146	75.8868
EZR|7430	4901.2048	EZR|7430	2577.0094
F10|2159	11.6466	F10|2159	152.2227
F11R|50848	6836.5462	F11R|50848	3501.5716
F12|2161	6.8273	F12|2161	28.7382
F13A1|2162	241.7671	F13A1|2162	5105.0741
F2RL1|2150	1099.1968	F2RL1|2150	163.4486
F2RL2|2151	1146.5863	F2RL2|2151	120.7903
F2RL3|9002	202.00799999999998	F2RL3|9002	401.4369
F2R|2149	2530.1205	F2R|2149	1049.3938
F3|2152	2498.7952	F3|2152	2654.6924
F5|2153	11.245	F5|2153	17.9614
F7|2155	63.4538	lowly_expressed	lowly_expressed
F8A1|8263	101.2048	F8A1|8263	116.3
F8|2157	468.6747	F8|2157	1401.8904
FA2H|79152	324.0964	FA2H|79152	50.2919
FAAH2|158584	534.1365	FAAH2|158584	152.6718
FAAH|2166	723.2932	FAAH|2166	248.7652
FABP3|2170	132.5301	FABP3|2170	83.5204
FABP4|2167	80.3213	FABP4|2167	60396.0485
FABP5|2171	39.3574	FABP5|2171	502.0207
lowly_expressed	lowly_expressed	FABP7|2173	115.8509
FADD|8772	493.1727	FADD|8772	405.0292
FADS1|3992	220.8835	FADS1|3992	423.4396
FADS2|9415	196.7871	FADS2|9415	378.0871
FADS3|3995	321.2851	FADS3|3995	2871.5761
FAF1|11124	836.9478	FAF1|11124	954.6475
FAF2|23197	2531.7269	FAF2|23197	1414.4589
FAHD1|81889	518.0723	FAHD1|81889	385.2717
FAHD2A|51011	284.73900000000003	FAHD2A|51011	528.5137
FAHD2B|151313	216.8675	FAHD2B|151313	226.7625
FAH|2184	2414.0562	FAH|2184	3201.6165
FAIM2|23017	16.8675	FAIM2|23017	28.7382
FAIM3|9214	192.8072	FAIM3|9214	105.4872
FAIM|55179	534.5382	FAIM|55179	330.9385
FAM100A|124402	244.1767	FAM100A|124402	246.96900000000002
FAM100B|283991	366.6667	FAM100B|283991	619.2187
FAM101A|144347	5.2209	FAM101A|144347	53.4351
FAM101B|359845	468.2731	FAM101B|359845	1134.2613
FAM102A|399665	5273.494000000001	FAM102A|399665	1527.1666
FAM102B|284611	2663.8554	FAM102B|284611	773.6866
FAM103A1|83640	500.0	FAM103A1|83640	265.8285
FAM104A|84923	887.5703	FAM104A|84923	775.0921
FAM104B|90736	232.9317	FAM104B|90736	174.2254
FAM105A|54491	114.8594	FAM105A|54491	340.8172
FAM105B|90268	514.0562	FAM105B|90268	475.9767
FAM106A|80039	8.4337	lowly_expressed	lowly_expressed
FAM106C|100129396	6.0241	lowly_expressed	lowly_expressed
FAM107A|11170	45.3815	FAM107A|11170	1598.1141
FAM107B|83641	1944.1767	FAM107B|83641	3245.1729
FAM108A1|81926	363.4538	FAM108A1|81926	354.7373
FAM108B1|51104	80.3213	FAM108B1|51104	284.6879
FAM108C1|58489	1186.3454	FAM108C1|58489	197.1262
FAM109A|144717	318.8755	FAM109A|144717	214.1895
FAM109B|150368	445.7831	FAM109B|150368	350.69599999999997
FAM10A4|145165	461.4458	FAM10A4|145165	387.9659
FAM110A|83541	238.1526	FAM110A|83541	168.388
FAM110B|90362	327.7108	FAM110B|90362	266.7265
FAM110C|642273	8.4337	FAM110C|642273	8.0826
FAM111A|63901	615.261	FAM111A|63901	774.1356
FAM111B|374393	617.2691	FAM111B|374393	39.9641
FAM113A|64773	355.8233	FAM113A|64773	407.7234
FAM113B|91523	144.9799	FAM113B|91523	261.3381
FAM114A1|92689	932.5301	FAM114A1|92689	840.1437
FAM114A2|10827	680.3213	FAM114A2|10827	531.2079
FAM115A|9747	691.1647	FAM115A|9747	611.1361
FAM115C|285966	161.2008	FAM115C|285966	497.9793
FAM116A|201627	1085.9438	FAM116A|201627	732.8244
FAM116B|414918	173.49400000000003	FAM116B|414918	124.3826
FAM117A|81558	281.9277	FAM117A|81558	550.5164
FAM117B|150864	446.5863	FAM117B|150864	401.8859
FAM118A|55007	248.5944	FAM118A|55007	675.3480000000001
FAM118B|79607	185.1406	FAM118B|79607	286.035
FAM119A|151194	197.5904	FAM119A|151194	146.8343
FAM119B|25895	288.755	FAM119B|25895	418.0512
FAM120AOS|158293	1269.3775	FAM120AOS|158293	1171.9533
FAM120A|23196	7373.5944	FAM120A|23196	3423.0175
FAM120B|84498	528.1124	FAM120B|84498	1073.1926
FAM120C|54954	484.73900000000003	FAM120C|54954	346.2057
FAM122A|116224	338.9558	FAM122A|116224	960.934
FAM122B|159090	1125.7028	FAM122B|159090	511.4504
FAM122C|159091	14.0562	FAM122C|159091	29.1872
FAM123B|139285	124.8996	FAM123B|139285	225.4154
FAM124A|220108	24.8996	FAM124A|220108	88.4598
FAM124B|79843	59.4378	FAM124B|79843	90.705
FAM125A|93343	798.7952	FAM125A|93343	527.6156
FAM125B|89853	198.7952	FAM125B|89853	467.894
FAM126A|84668	197.99200000000002	FAM126A|84668	1220.925
FAM126B|285172	361.0442	FAM126B|285172	493.04
FAM127A|8933	587.1486	FAM127A|8933	1925.9093
FAM127B|26071	476.7068	FAM127B|26071	826.2236
FAM127C|441518	113.6546	FAM127C|441518	475.0786
FAM128A|653784	686.3454	FAM128A|653784	235.2941
FAM128B|80097	1418.0723	FAM128B|80097	604.8496
FAM129A|116496	371.4859	FAM129A|116496	3235.7432
FAM129B|64855	2419.6787	FAM129B|64855	2149.9775
FAM131A|131408	240.1606	FAM131A|131408	314.7732
FAM131B|9715	537.751	FAM131B|9715	124.3826
FAM131C|348487	16.4659	FAM131C|348487	8.5317
FAM133B|257415	116.8675	FAM133B|257415	91.6031
FAM134A|79137	4278.7149	FAM134A|79137	2572.5191
FAM134B|54463	1053.012	FAM134B|54463	529.8608
FAM134C|162427	3735.743	FAM134C|162427	1845.9811
FAM135A|57579	64.6586	FAM135A|57579	295.4648
FAM135B|51059	79.1165	lowly_expressed	lowly_expressed
FAM136A|84908	511.6466	FAM136A|84908	521.3291
lowly_expressed	lowly_expressed	FAM13AOS|285512	77.6111
FAM13A|10144	119.8876	FAM13A|10144	2222.344
FAM13B|51306	827.3092	FAM13B|51306	1106.4212
FAM13C|220965	38.5783	FAM13C|220965	399.2546
FAM149A|25854	32.5301	FAM149A|25854	361.9219
FAM149B1|317662	441.3655	FAM149B1|317662	556.8029
lowly_expressed	lowly_expressed	FAM150B|285016	61.0687
FAM151B|167555	18.4739	FAM151B|167555	22.0027
lowly_expressed	lowly_expressed	FAM153A|285596	5.3884
FAM154B|283726	26.506	FAM154B|283726	11.6749
FAM155A|728215	165.4618	FAM155A|728215	26.493000000000002
FAM155B|27112	106.0241	FAM155B|27112	6.2865
FAM156A|29057	345.7831	FAM156A|29057	665.9183
lowly_expressed	lowly_expressed	FAM157A|728262	23.7988
FAM158A|51016	164.257	FAM158A|51016	81.2753
FAM159A|348378	9.6386	lowly_expressed	lowly_expressed
FAM160A1|729830	80.7229	FAM160A1|729830	163.4486
FAM160A2|84067	414.0562	FAM160A2|84067	799.7306
FAM160B1|57700	369.4779	FAM160B1|57700	1082.1733
FAM160B2|64760	1644.1767	FAM160B2|64760	1295.0157
FAM161A|84140	124.8996	FAM161A|84140	69.1513
FAM161B|145483	113.6546	FAM161B|145483	151.1989
FAM162A|26355	1119.2771	FAM162A|26355	707.6785
FAM162B|221303	7.6305	FAM162B|221303	65.11
FAM164A|51101	51.4056	FAM164A|51101	277.9524
FAM164C|79696	38.9558	FAM164C|79696	44.4544
FAM165B|54065	514.4578	FAM165B|54065	325.101
lowly_expressed	lowly_expressed	FAM166B|730112	69.6004
FAM167A|83648	16.8675	FAM167A|83648	96.5424
FAM167B|84734	52.6104	FAM167B|84734	82.1733
FAM168A|23201	176.7068	FAM168A|23201	364.6161
FAM168B|130074	760.6426	FAM168B|130074	3552.7616
FAM169A|26049	212.0482	lowly_expressed	lowly_expressed
FAM171A1|221061	162.249	FAM171A1|221061	1207.0049
FAM171A2|284069	106.4257	FAM171A2|284069	38.1679
FAM171B|165215	104.4177	FAM171B|165215	258.1949
FAM172A|83989	314.8594	FAM172A|83989	733.7225
FAM173A|65990	110.4418	FAM173A|65990	68.7023
FAM173B|134145	378.7149	FAM173B|134145	325.9991
FAM174A|345757	467.4699	FAM174A|345757	218.2308
FAM174B|400451	2317.2691	FAM174B|400451	573.8662
FAM175A|84142	208.6707	FAM175A|84142	322.2676
FAM175B|23172	511.6466	FAM175B|23172	532.555
FAM176A|84141	51.8072	FAM176A|84141	133.8123
FAM176B|55194	634.6345	FAM176B|55194	186.8657
FAM177A1|283635	618.0723	FAM177A1|283635	637.1801
FAM178A|55719	1118.4739	FAM178A|55719	794.3422
FAM178B|51252	274.2972	FAM178B|51252	30.0853
FAM179B|23116	418.4739	FAM179B|23116	596.3179
FAM180A|389558	20.4819	FAM180A|389558	108.2173
lowly_expressed	lowly_expressed	FAM180B|399888	31.8815
lowly_expressed	lowly_expressed	FAM181B|220382	10.3278
lowly_expressed	lowly_expressed	FAM182B|728882	20.2066
FAM183A|440585	6.4257	lowly_expressed	lowly_expressed
FAM184A|79632	98.3936	FAM184A|79632	243.3767
FAM184B|27146	38.8675	FAM184B|27146	21.7018
FAM185A|222234	163.4538	FAM185A|222234	135.1594
lowly_expressed	lowly_expressed	FAM186B|84070	18.4104
FAM188A|80013	252.6104	FAM188A|80013	559.048
FAM188B|84182	57.6988	FAM188B|84182	202.8514
lowly_expressed	lowly_expressed	FAM189A1|23359	12.573
FAM189A2|9413	625.7028	FAM189A2|9413	1068.7023
FAM189B|10712	1261.8474	FAM189B|10712	654.2434
lowly_expressed	lowly_expressed	FAM18A|780776	11.7108
FAM18B2|201158	250.8112	FAM18B2|201158	207.0049
FAM18B|51030	831.7269	FAM18B|51030	687.921
lowly_expressed	lowly_expressed	FAM190A|401145	95.1953
FAM190B|54462	1047.3896	FAM190B|54462	1723.8437
FAM192A|80011	1112.0482	FAM192A|80011	1270.7678
FAM193A|8603	805.6225	FAM193A|8603	819.9371
FAM193B|54540	304.4177	FAM193B|54540	859.9012
FAM195A|84331	354.2169	FAM195A|84331	157.6111
FAM195B|348262	900.0	FAM195B|348262	1141.8949
FAM196A|642938	1729.3173	lowly_expressed	lowly_expressed
FAM196B|100131897	8.4337	FAM196B|100131897	237.9883
FAM198A|729085	380.3213	FAM198A|729085	184.5532
FAM198B|51313	4277.1084	FAM198B|51313	5053.8841
FAM199X|139231	755.4217	FAM199X|139231	442.7481
lowly_expressed	lowly_expressed	FAM19A2|338811	24.2479
lowly_expressed	lowly_expressed	FAM19A3|284467	10.3278
lowly_expressed	lowly_expressed	FAM19A5|25817	19.3085
FAM200A|221786	177.1084	FAM200A|221786	172.4293
FAM200B|285550	209.6386	FAM200B|285550	478.2218
FAM20A|54757	121.2851	FAM20A|54757	547.3731
FAM20B|9917	3604.4177	FAM20B|9917	2075.8868
FAM20C|56975	213.253	FAM20C|56975	1314.7732
FAM21A|387680	461.8474	FAM21A|387680	537.4944
FAM21B|55747	649.7992	FAM21B|55747	865.2896
FAM21C|253725	1769.4779	FAM21C|253725	1805.119
FAM22A|728118	32.9317	FAM22A|728118	46.2506
FAM22D|728130	55.0201	FAM22D|728130	95.1953
lowly_expressed	lowly_expressed	FAM23A|653567	15.2672
FAM24B|196792	12.3855	FAM24B|196792	9.3624
FAM26E|254228	87.1486	FAM26E|254228	393.8033
FAM26F|441168	22.49	FAM26F|441168	32.7795
lowly_expressed	lowly_expressed	FAM27A|548321	7.1846
lowly_expressed	lowly_expressed	FAM27C|100132948	12.1239
FAM32A|26017	1359.8394	FAM32A|26017	1559.4971
FAM35A|54537	740.1606	FAM35A|54537	657.3866
FAM35B2|439965	59.8394	FAM35B2|439965	62.4158
FAM35B|414241	234.1365	FAM35B|414241	234.8451
FAM36A|116228	1167.0763	FAM36A|116228	547.8985
FAM38A|9780	3860.6225	FAM38A|9780	3542.2542
FAM38B|63895	152.6104	FAM38B|63895	101.9308
FAM3A|60343	522.8916	FAM3A|60343	524.0233
lowly_expressed	lowly_expressed	FAM3B|54097	381.6794
FAM3C|10447	1953.8153	FAM3C|10447	683.4306
lowly_expressed	lowly_expressed	FAM3D|131177	113.6057
FAM40A|85369	658.2329	FAM40A|85369	870.678
FAM40B|57464	648.5944	FAM40B|57464	8.5317
lowly_expressed	lowly_expressed	FAM41C|284593	13.022
FAM43A|131583	188.755	FAM43A|131583	374.9439
FAM43B|163933	18.0723	FAM43B|163933	9.8788
FAM45A|404636	424.0964	FAM45A|404636	550.5164
FAM45B|55855	183.5341	FAM45B|55855	263.1343
FAM46A|55603	7861.0442	lowly_expressed	lowly_expressed
FAM46B|115572	323.2932	FAM46B|115572	984.7328
FAM46C|54855	2015.261	FAM46C|54855	642.1194
FAM47E|100129583	12.8514	FAM47E|100129583	206.511
FAM48A|55578	424.1767	FAM48A|55578	837.1621
FAM49A|81553	32.9317	FAM49A|81553	280.6466
FAM49B|51571	990.3614	FAM49B|51571	859.9012
FAM50A|9130	945.7831	FAM50A|9130	600.3592
FAM50B|26240	115.6627	FAM50B|26240	206.1069
FAM53A|152877	31.7269	FAM53A|152877	17.0633
FAM53B|9679	220.8112	FAM53B|9679	908.8325
FAM53C|51307	1157.0241	FAM53C|51307	1475.5276
FAM54A|113115	56.2249	lowly_expressed	lowly_expressed
FAM54B|56181	374.0602	FAM54B|56181	1246.4661
FAM55C|91775	136.9478	FAM55C|91775	649.304
lowly_expressed	lowly_expressed	FAM55D|54827	7.1846
FAM57A|79850	269.4779	FAM57A|79850	201.1675
FAM57B|83723	18.4739	lowly_expressed	lowly_expressed
FAM58A|92002	269.4779	FAM58A|92002	242.0296
FAM59A|64762	38.9558	FAM59A|64762	261.7872
lowly_expressed	lowly_expressed	FAM5B|57795	11.2259
FAM60A|58516	120.4819	FAM60A|58516	954.1985
FAM63A|55793	1856.6265	FAM63A|55793	797.0364
FAM63B|54629	208.0321	FAM63B|54629	280.6466
FAM64A|54478	130.5221	FAM64A|54478	11.2259
FAM65A|79567	1665.0602	FAM65A|79567	1589.5824
FAM65B|9750	6.8273	FAM65B|9750	205.6578
FAM65C|140876	33.3333	FAM65C|140876	170.1841
FAM66A|100133172	5.3333	lowly_expressed	lowly_expressed
FAM66C|440078	30.1205	FAM66C|440078	30.5344
FAM66D|100132923	14.3494	FAM66D|100132923	5.1729
FAM69A|388650	376.3052	FAM69A|388650	749.0031
FAM69B|138311	54.1847	FAM69B|138311	311.1091
lowly_expressed	lowly_expressed	FAM69C|125704	11.2259
FAM70A|55026	54.6185	FAM70A|55026	292.7705
FAM70B|348013	40.9639	FAM70B|348013	59.2726
FAM71D|161142	35.743	FAM71D|161142	20.2066
FAM71E1|112703	139.3173	FAM71E1|112703	33.3498
lowly_expressed	lowly_expressed	FAM71F2|346653	12.573
FAM72A|729533	55.0201	lowly_expressed	lowly_expressed
FAM72B|653820	146.5863	FAM72B|653820	14.8181
FAM72D|728833	83.1325	FAM72D|728833	7.1846
FAM73A|374986	698.3936	FAM73A|374986	668.1634
FAM73B|84895	218.8755	FAM73B|84895	294.5667
FAM75A2|642265	19.6787	lowly_expressed	lowly_expressed
FAM75A3|727830	6.4257	lowly_expressed	lowly_expressed
FAM75A6|389730	5.2209	lowly_expressed	lowly_expressed
FAM76A|199870	144.1767	FAM76A|199870	305.3435
FAM76B|143684	234.9398	FAM76B|143684	225.4154
FAM78A|286336	88.3534	FAM78A|286336	173.7764
FAM78B|149297	43.3735	FAM78B|149297	18.4104
lowly_expressed	lowly_expressed	FAM7A2|100288380	6.7355
lowly_expressed	lowly_expressed	FAM7A3|89837	24.6969
FAM81A|145773	62.248999999999995	FAM81A|145773	23.3498
FAM82A1|151393	35.743	FAM82A1|151393	90.2559
FAM82A2|55177	1353.4137	FAM82A2|55177	1111.8096
FAM82B|51115	959.0361	FAM82B|51115	1188.1455
lowly_expressed	lowly_expressed	FAM83A|84985	5.8374
FAM83B|222584	49.3976	FAM83B|222584	65.11
FAM83D|81610	286.747	FAM83D|81610	13.470999999999998
FAM83E|54854	14.0562	FAM83E|54854	27.3911
FAM83F|113828	349.3976	FAM83F|113828	137.8536
FAM83G|644815	143.7751	FAM83G|644815	106.4212
FAM83H|286077	3522.49	FAM83H|286077	645.2627
FAM84A|151354	151.004	FAM84A|151354	121.2393
FAM84B|157638	2847.3896	FAM84B|157638	1340.3682
FAM86A|196483	312.1647	FAM86A|196483	247.5797
FAM86B1|85002	48.1928	FAM86B1|85002	105.5231
lowly_expressed	lowly_expressed	FAM86B2|653333	9.4297
FAM86C|55199	153.8153	FAM86C|55199	126.6278
FAM86D|692099	79.1165	FAM86D|692099	231.7018
FAM89A|375061	34.9398	FAM89A|375061	511.4504
FAM89B|23625	624.8996	FAM89B|23625	818.59
FAM8A1|51439	1750.6024	FAM8A1|51439	1472.3844
lowly_expressed	lowly_expressed	FAM90A1|55138	26.493000000000002
FAM91A1|157769	1510.0402	FAM91A1|157769	758.4194
FAM92A1|137392	30.1205	FAM92A1|137392	176.4706
FAM95B1|100133036	13.6546	FAM95B1|100133036	40.8621
FAM96A|84191	1049.3976	FAM96A|84191	361.9219
FAM96B|51647	558.6345	FAM96B|51647	496.1832
FAM98A|25940	891.9679	FAM98A|25940	824.8765
FAM98B|283742	474.6988	FAM98B|283742	300.8532
FAM98C|147965	230.5221	FAM98C|147965	165.6938
FANCA|2175	331.9799	FANCA|2175	59.0076
FANCB|2187	53.8153	lowly_expressed	lowly_expressed
FANCC|2176	325.3012	FANCC|2176	202.9636
FANCD2|2177	1289.1566	FANCD2|2177	119.8922
FANCE|2178	65.4618	FANCE|2178	163.8976
FANCF|2188	461.4458	FANCF|2188	234.8451
FANCG|2189	496.7871	FANCG|2189	300.4041
FANCI|55215	2981.3815	FANCI|55215	219.6004
FANCL|55120	310.1446	FANCL|55120	283.6956
FANCM|57697	136.5462	FANCM|57697	166.5918
FANK1|92565	75.1004	FANK1|92565	73.1926
FAP|2191	1140.5622	FAP|2191	246.0709
FAR1|84188	1767.4699	FAR1|84188	1169.286
FAR2|55711	241.3454	FAR2|55711	176.3763
FARP1|10160	3058.6345	FARP1|10160	2102.3799
FARP2|9855	216.4659	FARP2|9855	396.9466
FARS2|10667	320.0803	FARS2|10667	217.7818
FARSA|2193	1420.4819	FARSA|2193	674.8989999999999
FARSB|10056	1233.7349	FARSB|10056	912.8873
lowly_expressed	lowly_expressed	FASLG|356	9.4297
FASN|2194	43827.7108	FASN|2194	17581.9488
FASTKD1|79675	178.7149	FASTKD1|79675	204.3107
FASTKD2|22868	757.8313	FASTKD2|22868	975.7521
FASTKD3|79072	155.4217	FASTKD3|79072	134.2613
FASTKD5|60493	306.0241	FASTKD5|60493	374.0458
FASTK|10922	1120.4819	FASTK|10922	809.1603
FAS|355	74.2972	FAS|355	265.8285
FAT1|2195	1467.0683	FAT1|2195	11625.0561
FAT2|2196	98.3936	FAT2|2196	1921.4189
FAT3|120114	21.2851	FAT3|120114	20.6556
FAT4|79633	187.1486	FAT4|79633	948.8101
FAU|2197	4052.2088	FAU|2197	5518.6349
FBF1|85302	272.4779	FBF1|85302	146.3943
FBLIM1|54751	442.9719	FBLIM1|54751	1038.1679
FBLL1|345630	91.1647	FBLL1|345630	23.7988
FBLN1|2192	6892.7711	FBLN1|2192	8314.7732
FBLN2|2199	1252.6104	FBLN2|2199	8561.7423
FBLN5|10516	583.5341	FBLN5|10516	5625.9542
FBLN7|129804	400.8032	FBLN7|129804	376.291
FBL|2091	2096.7871	FBL|2091	2395.5995
FBN1|2200	3767.8715	FBN1|2200	13905.7027
FBN2|2201	32.5301	FBN2|2201	6.2865
FBN3|84467	5.2209	FBN3|84467	11.6749
FBP1|2203	2438.5542	FBP1|2203	377.189
FBRSL1|57666	432.9317	FBRSL1|57666	402.784
FBRS|64319	871.4859	FBRS|64319	961.8321
FBXL12|54850	166.2651	FBXL12|54850	375.8419
FBXL13|222235	5.6225	FBXL13|222235	13.022
FBXL14|144699	577.51	FBXL14|144699	591.3785
FBXL15|79176	99.5984	FBXL15|79176	105.5231
FBXL16|146330	153.012	FBXL16|146330	243.8258
FBXL17|64839	660.2410000000001	FBXL17|64839	762.4607
FBXL18|80028	138.9558	FBXL18|80028	349.7979
FBXL19|54620	222.0884	FBXL19|54620	207.0049
FBXL20|84961	191.9679	FBXL20|84961	196.6771
FBXL22|283807	15.6305	FBXL22|283807	42.3754
FBXL2|25827	347.7912	FBXL2|25827	171.0822
FBXL3|26224	796.3855	FBXL3|26224	1582.3978
FBXL4|26235	156.6265	FBXL4|26235	378.0871
FBXL5|26234	2522.8916	FBXL5|26234	4108.6664
FBXL6|26233	457.7269	FBXL6|26233	183.5923
FBXL7|23194	2730.1205	FBXL7|23194	900.3143
FBXL8|55336	16.6064	FBXL8|55336	40.8577
FBXO10|26267	66.2651	FBXO10|26267	235.3121
FBXO11|80204	557.0281	FBXO11|80204	1576.1114
FBXO15|201456	75.1004	FBXO15|201456	13.022
FBXO16|157574	38.8795	FBXO16|157574	17.9614
FBXO17|115290	308.0843	FBXO17|115290	371.3516
FBXO18|84893	1231.7269	FBXO18|84893	1652.088
FBXO21|23014	1301.6064	FBXO21|23014	1089.8069
FBXO22OS|692224	146.49	FBXO22OS|692224	51.2393
FBXO22|26263	967.5663	FBXO22|26263	338.0736
lowly_expressed	lowly_expressed	FBXO24|26261	8.0916
FBXO25|26260	643.7751	FBXO25|26260	557.2519
FBXO27|126433	336.5462	FBXO27|126433	308.9358
FBXO28|23219	1240.9639	FBXO28|23219	1144.5891
FBXO2|26232	293.1727	FBXO2|26232	233.0489
FBXO30|84085	150.2008	FBXO30|84085	452.6269
FBXO31|79791	383.1325	FBXO31|79791	1581.4998
FBXO32|114907	560.6426	FBXO32|114907	2480.018
FBXO33|254170	90.3614	FBXO33|254170	331.8366
FBXO34|55030	380.3213	FBXO34|55030	769.1962
FBXO36|130888	164.257	FBXO36|130888	142.344
