gene_id	TCGA-BH-A0BC-01A-22R-A084-07	gene_id	TCGA-BH-A0BC-11A-22R-A089-07
ALKBH4|54784	268.0654	ALKBH4|54784	225.6088
ALKBH5|54890	2021.3286	ALKBH5|54890	2232.8728
ALKBH6|84964	80.6162	ALKBH6|84964	41.9517
ALKBH7|84266	1240.3419	ALKBH7|84266	300.5016
ALKBH8|91801	174.8194	ALKBH8|91801	293.2057
lowly_expressed	lowly_expressed	ALK|238	19.1518
ALMS1P|200420	9.3599	lowly_expressed	lowly_expressed
ALMS1|7840	940.8241	ALMS1|7840	739.1701
ALOX12P2|245	5.1329	ALOX12P2|245	13.6799
lowly_expressed	lowly_expressed	ALOX12|239	8.0985
ALOX15B|247	24.4566	ALOX15B|247	160.5107
ALOX15|246	6.3406	ALOX15|246	28.2718
ALOX5AP|241	712.8645	ALOX5AP|241	381.213
ALOX5|240	659.4223	ALOX5|240	735.9781
lowly_expressed	lowly_expressed	ALOXE3|59344	21.4318
ALPK1|80216	229.1674	ALPK1|80216	736.4341
ALPK2|115701	20.5315	ALPK2|115701	18.6959
ALPK3|57538	218.5997	ALPK3|57538	222.9822
ALPL|249	341.1846	ALPL|249	1413.1327
ALS2CL|259173	86.6549	ALS2CL|259173	347.0132
lowly_expressed	lowly_expressed	ALS2CR11|151254	15.0479
ALS2CR4|65062	546.8012	ALS2CR4|65062	1440.9485
ALS2CR8|79800	59.1789	ALS2CR8|79800	163.2467
ALS2|57679	406.4022	ALS2|57679	535.7957
lowly_expressed	lowly_expressed	ALX3|257	27.8158
lowly_expressed	lowly_expressed	ALX4|60529	16.8719
AMACR|23600	239.4331	AMACR|23600	212.9503
AMBP|259	7.8503	lowly_expressed	lowly_expressed
AMBRA1|55626	866.5485	AMBRA1|55626	976.7442
AMD1|262	1199.8828	AMD1|262	1911.5367
AMDHD1|144193	48.3093	AMDHD1|144193	16.8719
AMDHD2|51005	365.9431	AMDHD2|51005	119.015
AMFR|267	8044.7103	AMFR|267	3448.2444
AMH|268	11.7754	lowly_expressed	lowly_expressed
AMICA1|120425	122.8868	AMICA1|120425	142.2709
AMIGO1|57463	62.1983	AMIGO1|57463	124.943
AMIGO2|347902	582.7312	AMIGO2|347902	3253.534
AMIGO3|386724	115.6404	AMIGO3|386724	55.1756
AMMECR1L|83607	633.758	AMMECR1L|83607	859.5531
AMMECR1|9949	137.0777	AMMECR1|9949	248.062
AMN1|196394	231.8848	AMN1|196394	183.7665
AMOTL1|154810	781.7053	AMOTL1|154810	2579.5714
AMOTL2|51421	1010.2688	AMOTL2|51421	2683.9945
AMOT|154796	1052.2375	AMOT|154796	1345.1892
lowly_expressed	lowly_expressed	AMPD1|270	25.0798
AMPD2|271	722.8283	AMPD2|271	526.2198
AMPD3|272	229.4693	AMPD3|272	236.6621
AMPH|273	212.863	AMPH|273	46.5116
AMT|275	19.0218	AMT|275	164.1724
lowly_expressed	lowly_expressed	AMY1A|276	12.7679
lowly_expressed	lowly_expressed	AMY2A|279	5.016
AMY2B|280	18.5236	AMY2B|280	315.3716
AMZ1|155185	7.2464	AMZ1|155185	10.4879
AMZ2P1|201283	114.1308	AMZ2P1|201283	152.7588
AMZ2|51321	750.3042	AMZ2|51321	999.544
ANAPC10|10393	99.63799999999999	ANAPC10|10393	156.4067
ANAPC11|51529	881.6452	ANAPC11|51529	522.1158
ANAPC13|25847	1369.6086	ANAPC13|25847	910.3739
ANAPC16|119504	2075.7913	ANAPC16|119504	2375.741
ANAPC1|64682	557.0669	ANAPC1|64682	803.9216
ANAPC2|29882	805.8599	ANAPC2|29882	569.9954
ANAPC4|29945	367.4528	ANAPC4|29945	551.2996
ANAPC5|51433	3065.5286	ANAPC5|51433	2762.8819
ANAPC7|51434	1040.4621	ANAPC7|51434	797.9936
ANGEL1|23357	413.9505	ANGEL1|23357	615.1391
ANGEL2|90806	650.3643	ANGEL2|90806	539.8997
ANGPT1|284	60.6886	ANGPT1|284	345.1892
ANGPT2|285	382.5495	ANGPT2|285	237.1181
lowly_expressed	lowly_expressed	ANGPT4|51378	5.928
ANGPTL1|9068	67.3311	ANGPTL1|9068	736.4341
ANGPTL2|23452	1999.4022	ANGPTL2|23452	4756.4979
ANGPTL4|51129	400.9674	ANGPTL4|51129	1320.1094
lowly_expressed	lowly_expressed	ANGPTL5|253935	14.1359
lowly_expressed	lowly_expressed	ANGPTL7|10218	267.2139
ANG|283	340.1822	ANG|283	342.0429
ANK1|286	22.3431	ANK1|286	16.8719
ANK2|287	233.0925	ANK2|287	1623.3470000000002
ANK3|288	1331.2238	ANK3|288	1425.9006
ANKAR|150709	18.7199	ANKAR|150709	45.5996
ANKDD1A|348094	56.7635	ANKDD1A|348094	251.25400000000002
ANKFY1|51479	1227.9626	ANKFY1|51479	2019.1518
ANKHD1-EIF4EBP3|404734	614.6426	ANKHD1-EIF4EBP3|404734	681.067
ANKHD1|54882	2473.7816	ANKHD1|54882	2957.2093
ANKH|56172	1348.736	ANKH|56172	1860.0091
ANKIB1|54467	1355.3785	ANKIB1|54467	1111.7191
lowly_expressed	lowly_expressed	ANKK1|255239	39.2157
lowly_expressed	lowly_expressed	ANKLE1|126549	10.4879
ANKLE2|23141	1190.5229	ANKLE2|23141	1580.9394
ANKMY1|51281	173.6116	ANKMY1|51281	230.7342
ANKMY2|57037	441.7284	ANKMY2|57037	666.6667
ANKRA2|57763	217.392	ANKRA2|57763	285.4537
ANKRD10|55608	897.1555	ANKRD10|55608	1286.3657
ANKRD11|29123	1133.0801	ANKRD11|29123	2335.1801
ANKRD12|23253	894.6283	ANKRD12|23253	1296.8536
ANKRD13A|88455	900.365	ANKRD13A|88455	1589.1473
ANKRD13B|124930	79.4085	ANKRD13B|124930	151.8468
ANKRD13C|81573	697.1639	ANKRD13C|81573	506.156
ANKRD13D|338692	405.4964	ANKRD13D|338692	344.2772
ANKRD16|54522	183.81400000000002	ANKRD16|54522	168.7187
ANKRD17|26057	2137.6876	ANKRD17|26057	2772.9138
ANKRD19|138649	60.3867	ANKRD19|138649	70.2234
lowly_expressed	lowly_expressed	ANKRD1|27063	13.2239
lowly_expressed	lowly_expressed	ANKRD20A3|441425	9.1199
lowly_expressed	lowly_expressed	ANKRD20B|729171	6.3839
ANKRD22|118932	739.4346	ANKRD22|118932	40.1277
ANKRD23|200539	17.8141	ANKRD23|200539	23.7118
ANKRD24|170961	18.116	ANKRD24|170961	18.2399
ANKRD26|22852	175.4232	ANKRD26|22852	175.5586
ANKRD27|84079	396.4384	ANKRD27|84079	790.6977
ANKRD28|23243	1258.7598	ANKRD28|23243	1508.8919
ANKRD29|147463	36.5339	ANKRD29|147463	265.8459
ANKRD2|26287	6.6425	lowly_expressed	lowly_expressed
ANKRD30A|91074	2404.8986	ANKRD30A|91074	211.1263
ANKRD30B|374860	353.8658	ANKRD30B|374860	19.6078
ANKRD32|84250	127.4158	ANKRD32|84250	59.7355
ANKRD34A|284615	9.3599	ANKRD34A|284615	17.3279
ANKRD35|148741	53.1403	ANKRD35|148741	253.078
ANKRD36BP1|84832	57.9712	ANKRD36BP1|84832	120.383
ANKRD36B|57730	31.703000000000003	ANKRD36B|57730	45.5996
ANKRD36|375248	125.0004	ANKRD36|375248	210.6703
ANKRD37|353322	44.5442	ANKRD37|353322	194.8472
ANKRD39|51239	232.7906	ANKRD39|51239	89.3753
ANKRD40|91369	1971.3224	ANKRD40|91369	1920.6566
ANKRD42|338699	1041.0659	ANKRD42|338699	207.0223
ANKRD43|134548	58.5751	ANKRD43|134548	50.6156
ANKRD44|91526	90.58	ANKRD44|91526	67.4875
ANKRD45|339416	10.8696	ANKRD45|339416	14.5919
ANKRD46|157567	312.7697	ANKRD46|157567	375.285
ANKRD49|54851	139.7951	ANKRD49|54851	284.5417
ANKRD50|57182	1235.511	ANKRD50|57182	902.4168
ANKRD52|283373	854.7731	ANKRD52|283373	1233.4701
ANKRD53|79998	8.7561	ANKRD53|79998	42.4077
ANKRD54|129138	389.19199999999995	ANKRD54|129138	329.2294
ANKRD56|345079	66.4253	ANKRD56|345079	133.1509
ANKRD57|65124	383.1533	ANKRD57|65124	834.4733
ANKRD58|347454	44.6861	ANKRD58|347454	8.6639
ANKRD5|63926	302.2352	ANKRD5|63926	197.4464
ANKRD6|22881	142.4914	ANKRD6|22881	326.4295
ANKRD9|122416	64.0099	ANKRD9|122416	69.3114
ANKS1A|23294	600.2434	ANKS1A|23294	1264.9339
ANKS1B|56899	210.1456	ANKS1B|56899	62.4715
ANKS3|124401	106.5824	ANKS3|124401	176.4706
ANKS6|203286	63.1041	ANKS6|203286	227.9982
ANKZF1|55139	283.2134	ANKZF1|55139	480.6202
ANLN|54443	552.8398	ANLN|54443	81.6233
ANO10|55129	779.8937	ANO10|55129	841.3133
ANO1|55107	10838.4989	ANO1|55107	7106.7031
ANO2|57101	188.4064	ANO2|57101	33.7437
lowly_expressed	lowly_expressed	ANO3|63982	35.1117
ANO5|203859	20.5315	ANO5|203859	98.9512
ANO6|196527	2270.5383	ANO6|196527	3723.6662
ANO7|50636	44.3842	ANO7|50636	8.6639
ANO8|57719	245.4718	ANO8|57719	237.1181
ANO9|338440	169.9884	ANO9|338440	89.8313
ANP32A|8125	3786.2433	ANP32A|8125	2380.301
ANP32B|10541	3682.3783	ANP32B|10541	3329.2294
ANP32E|81611	1421.1999	ANP32E|81611	843.5933
ANPEP|290	939.3144	lowly_expressed	lowly_expressed
ANTXR1|84168	4091.1959	ANTXR1|84168	6559.0515
ANTXR2|118429	628.3232	ANTXR2|118429	1333.7893
ANUBL1|93550	270.2303	ANUBL1|93550	155.4948
ANXA11|311	5381.3568	ANXA11|311	4742.3621
ANXA1|301	2544.9956	ANXA1|301	20394.8928
ANXA2P1|303	98.4302	ANXA2P1|303	114.9111
ANXA2P2|304	7460.7713	ANXA2P2|304	6108.0711
ANXA2P3|305	5.1329	ANXA2P3|305	10.0319
ANXA2|302	21563.7728	ANXA2|302	20405.3808
ANXA3|306	697.1639	ANXA3|306	2028.7278
ANXA4|307	1163.047	ANXA4|307	1687.1865
ANXA5|308	6171.8182	ANXA5|308	10852.7132
ANXA6|309	3824.5888	ANXA6|309	6226.1742
ANXA7|310	3217.401	ANXA7|310	3749.202
ANXA8L2|244	151.8724	ANXA8L2|244	337.8933
ANXA8|653145	228.9892	ANXA8|653145	721.8422
ANXA9|8416	1219.8104	ANXA9|8416	153.2148
AOAH|313	251.2085	AOAH|313	201.5504
lowly_expressed	lowly_expressed	AOC2|314	63.3835
AOC3|8639	1240.9458	AOC3|8639	5979.4802
AOX1|316	74.2756	AOX1|316	1151.8468
AP1AR|55435	447.4651	AP1AR|55435	446.8764
AP1B1|162	5154.0011	AP1B1|162	2536.2517
AP1G1|164	1806.7687	AP1G1|164	2389.4209
AP1G2|8906	1095.7974	AP1G2|8906	889.6124
AP1M1|8907	1107.7932	AP1M1|8907	985.4081
AP1M2|10053	2361.1182	AP1M2|10053	969.4482
AP1S1|1174	915.1598	AP1S1|1174	526.2198
AP1S2|8905	383.4553	AP1S2|8905	297.7656
AP1S3|130340	112.92299999999999	AP1S3|130340	116.2791
AP2A1|160	2224.11	AP2A1|160	1337.2184
AP2A2|161	1344.207	AP2A2|161	1563.1555
AP2B1|163	6764.8151	AP2B1|163	6434.5645
AP2M1|1173	12451.4265	AP2M1|1173	5520.2918
AP2S1|1175	1716.4907	AP2S1|1175	833.1053
AP3B1|8546	1698.9786	AP3B1|8546	1573.1874
lowly_expressed	lowly_expressed	AP3B2|8120	90.2873
AP3D1|8943	2836.9651	AP3D1|8943	2630.643
AP3M1|26985	1652.7828	AP3M1|26985	1383.9489
AP3M2|10947	576.6926	AP3M2|10947	423.6206
AP3S1|1176	631.0406	AP3S1|1176	834.4733
AP3S2|10239	1858.4325	AP3S2|10239	1790.0958
AP4B1|10717	310.2183	AP4B1|10717	303.0552
AP4E1|23431	352.6581	AP4E1|23431	321.0214
AP4M1|9179	578.3985	AP4M1|9179	249.4984
AP4S1|11154	59.7828	AP4S1|11154	86.1833
APAF1|317	292.8753	APAF1|317	317.8295
APBA1|320	84.2394	APBA1|320	420.8846
APBA2|321	26.8721	APBA2|321	87.0953
APBA3|9546	278.6844	APBA3|9546	93.4793
APBB1IP|54518	459.5425	APBB1IP|54518	686.2745
APBB1|322	420.895	APBB1|322	857.2731
APBB2|323	3480.9888	APBB2|323	1838.1213
APBB3|10307	148.2492	APBB3|10307	247.606
lowly_expressed	lowly_expressed	APC2|10297	10.1322
APCDD1L|164284	28.9856	APCDD1L|164284	468.3083
APCDD1|147495	296.4985	APCDD1|147495	1537.1637
APC|324	931.4642	APC|324	984.9521
APEH|327	1984.6074	APEH|327	1381.213
APEX1|328	3586.6654	APEX1|328	3419.5166
APEX2|27301	770.8357	APEX2|27301	461.4683
APH1A|51107	7710.1682	APH1A|51107	4032.8317
APH1B|83464	393.4191	APH1B|83464	658.9147
API5|8539	2463.1717	API5|8539	2580.4834
APIP|51074	363.9051	APIP|51074	370.95300000000003
APITD1|378708	312.1356	APITD1|378708	183.1783
APLF|200558	25.3624	APLF|200558	96.6712
APLNR|187	2531.1067	APLNR|187	931.6005
APLN|8862	246.3776	APLN|8862	168.7187
APLP1|333	48.0074	APLP1|333	28.7278
APLP2|334	8339.6991	APLP2|334	15328.3174
APOA1BP|128240	3247.5943	APOA1BP|128240	923.3926
APOB48R|55911	480.0739	APOB48R|55911	197.4464
APOBEC3A|200315	38.3516	APOBEC3A|200315	15.9599
APOBEC3B|9582	445.0436	APOBEC3B|9582	109.8951
APOBEC3C|27350	248.1892	APOBEC3C|27350	447.7884
APOBEC3D|140564	94.2032	APOBEC3D|140564	82.0793
APOBEC3F|200316	155.7976	APOBEC3F|200316	179.6626
APOBEC3G|60489	349.0349	APOBEC3G|60489	363.8851
APOBEC3H|164668	9.6619	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	56.9995
APOC1|341	1734.0028	APOC1|341	196.9904
APOC2|344	395.2307	APOC2|344	32.3757
APOD|347	1405.4994	APOD|347	9774.7378
APOE|348	9277.8058	APOE|348	1527.5878
APOF|319	5.1329	lowly_expressed	lowly_expressed
APOL1|8542	2101.7576	APOL1|8542	1512.9959
APOL2|23780	1570.0529999999999	APOL2|23780	766.9859
APOL3|80833	1096.6217	APOL3|80833	1471.5002
APOL4|80832	368.6605	APOL4|80832	293.6617
APOL6|80830	2669.0902	APOL6|80830	2420.4286
APOLD1|81575	881.3432	APOLD1|81575	1264.0219
APOM|55937	60.0847	APOM|55937	62.4715
APOOL|139322	180.5561	APOOL|139322	147.2868
APOO|79135	334.2401	APOO|79135	153.6708
APPBP2|10513	2191.1298	APPBP2|10513	1085.2713
APPL1|26060	1456.2242	APPL1|26060	1653.8988
APPL2|55198	951.3918	APPL2|55198	1202.0064
APP|351	11195.9879	APP|351	36307.3415
APRT|353	1906.1048	APRT|353	1433.1965
APTX|54840	573.6732	APTX|54840	511.1719
AQP11|282679	355.0735	AQP11|282679	18.6959
AQP1|358	4417.468	AQP1|358	15610.4469
lowly_expressed	lowly_expressed	AQP2|359	6.8399
AQP3|360	5053.7592	AQP3|360	1149.5668
AQP4|361	5.1329	AQP4|361	44.2316
lowly_expressed	lowly_expressed	AQP5|362	212.4943
lowly_expressed	lowly_expressed	AQP6|363	8.6639
lowly_expressed	lowly_expressed	AQP7P1|375719	190.6065
lowly_expressed	lowly_expressed	AQP7P3|441432	19.6078
AQP7|364	13.2851	AQP7|364	538.0757
AQP9|366	182.9716	AQP9|366	31.9197
lowly_expressed	lowly_expressed	AQPEP|206338	101.2312
AQR|9716	1281.1029	AQR|9716	1260.3739
ARAF|369	1423.0115	ARAF|369	994.9839999999999
ARAP1|116985	2697.1458	ARAP1|116985	2029.5577
ARAP2|116984	161.8362	ARAP2|116984	399.9088
ARAP3|64411	341.4865	ARAP3|64411	441.8605
ARCN1|372	3370.1793	ARCN1|372	4360.2371
ARC|23237	14.7947	ARC|23237	76.1514
AREG|374	57.9712	AREG|374	461.4683
ARF1|375	13768.4594	ARF1|375	7295.9416
ARF3|377	5971.0325	ARF3|377	4847.6972
ARF4|378	7310.1066	ARF4|378	3378.933
ARF5|381	3299.4906	ARF5|381	2056.9494
ARF6|382	3814.625	ARF6|382	2888.7369
ARFGAP1|55738	1286.8396	ARFGAP1|55738	837.6653
ARFGAP2|84364	2207.1323	ARFGAP2|84364	1950.7524
ARFGAP3|26286	1290.7648	ARFGAP3|26286	1594.1632
ARFGEF1|10565	1474.1772	ARFGEF1|10565	1731.7373
ARFGEF2|10564	1299.8228	ARFGEF2|10564	1898.3128
ARFIP1|27236	1295.5957	ARFIP1|27236	822.6174
ARFIP2|23647	1415.1613	ARFIP2|23647	1385.7729
ARFRP1|10139	462.8637	ARFRP1|10139	454.1724
ARG2|384	145.0125	ARG2|384	156.2973
ARGLU1|55082	552.236	ARGLU1|55082	1772.9138
ARHGAP10|79658	281.0999	ARHGAP10|79658	568.6275
ARHGAP11A|9824	526.5716	ARHGAP11A|9824	99.4072
ARHGAP11B|89839	22.0411	lowly_expressed	lowly_expressed
ARHGAP12|94134	721.3186	ARHGAP12|94134	1237.5741
ARHGAP15|55843	169.0826	ARHGAP15|55843	122.20700000000001
ARHGAP17|55114	815.8237	ARHGAP17|55114	1169.1746
ARHGAP18|93663	819.7489	ARHGAP18|93663	667.5787
ARHGAP19|84986	397.3442	ARHGAP19|84986	850.4332
ARHGAP1|392	5400.6806	ARHGAP1|392	3181.0306
ARHGAP20|57569	57.3673	ARHGAP20|57569	423.6206
ARHGAP21|57584	1115.9454	ARHGAP21|57584	2963.9763
ARHGAP22|58504	126.51	ARHGAP22|58504	92.5673
ARHGAP23|57636	623.4922	ARHGAP23|57636	1409.9407
ARHGAP24|83478	273.2496	ARHGAP24|83478	492.9321
ARHGAP25|9938	395.8345	ARHGAP25|9938	493.844
ARHGAP26|23092	320.9551	ARHGAP26|23092	953.9444
ARHGAP27|201176	385.5688	ARHGAP27|201176	598.7232
ARHGAP28|79822	133.7564	ARHGAP28|79822	108.5271
ARHGAP29|9411	3927.5481	ARHGAP29|9411	5068.3995
ARHGAP30|257106	728.8669	ARHGAP30|257106	586.4113
ARHGAP31|57514	987.6238	ARHGAP31|57514	1381.213
ARHGAP32|9743	2393.1232	ARHGAP32|9743	1647.5148
ARHGAP33|115703	114.7346	ARHGAP33|115703	78.8874
ARHGAP36|158763	28.6837	ARHGAP36|158763	199.2704
ARHGAP39|80728	252.1143	ARHGAP39|80728	184.2225
ARHGAP42|143872	194.1159	ARHGAP42|143872	189.6945
ARHGAP4|393	537.1393	ARHGAP4|393	306.4295
ARHGAP5|394	575.7868	ARHGAP5|394	2576.3794
ARHGAP6|395	165.4594	ARHGAP6|395	103.9672
ARHGAP8|23779	480.9405	ARHGAP8|23779	179.5121
ARHGAP9|64333	220.4113	ARHGAP9|64333	107.6151
ARHGDIA|396	4969.2179	ARHGDIA|396	4502.508
ARHGDIB|397	8554.0717	ARHGDIB|397	4335.6133
ARHGDIG|398	7.8503	ARHGDIG|398	25.5358
ARHGEF10L|55160	556.4630000000001	ARHGEF10L|55160	984.9521
ARHGEF10|9639	522.9484	ARHGEF10|9639	1291.3817
ARHGEF11|9826	1208.9408	ARHGEF11|9826	1117.1911
ARHGEF12|23365	3539.8658	ARHGEF12|23365	5300.5016
ARHGEF15|22899	544.9896	ARHGEF15|22899	828.5454
ARHGEF16|27237	376.5108	ARHGEF16|27237	158.6867
ARHGEF17|9828	1860.8148	ARHGEF17|9828	1448.2444
ARHGEF18|23370	731.5843	ARHGEF18|23370	735.5221
ARHGEF19|128272	971.3194	ARHGEF19|128272	349.2932
ARHGEF1|9138	1395.5356	ARHGEF1|9138	1100.3192
ARHGEF2|9181	2832.1342	ARHGEF2|9181	1567.7155
lowly_expressed	lowly_expressed	ARHGEF33|100271715	14.1359
ARHGEF35|445328	378.6243	ARHGEF35|445328	750.57
ARHGEF37|389337	292.8753	ARHGEF37|389337	1789.3297
ARHGEF38|54848	50.4229	ARHGEF38|54848	26.4478
ARHGEF3|50650	1679.0510000000002	ARHGEF3|50650	930.6886
ARHGEF4|50649	41.3649	ARHGEF4|50649	156.8627
ARHGEF5|7984	410.3273	ARHGEF5|7984	1175.5586
ARHGEF6|9459	1719.51	ARHGEF6|9459	2371.637
ARHGEF7|8874	832.732	ARHGEF7|8874	1670.7706
ARHGEF9|23229	514.7962	ARHGEF9|23229	902.8728
ARID1A|8289	3585.7596	ARID1A|8289	2294.5736
ARID1B|57492	1850.5491	ARID1B|57492	2169.6306
ARID2|196528	1142.2136	ARID2|196528	905.6088
ARID3A|1820	87.5607	ARID3A|1820	28.7278
ARID3B|10620	111.4134	ARID3B|10620	82.9913
ARID4A|5926	386.1727	ARID4A|5926	571.3634
ARID4B|51742	987.9257	ARID4B|51742	1122.622
ARID5A|10865	1244.569	ARID5A|10865	3551.7556
ARID5B|84159	1640.7054	ARID5B|84159	4115.8231
ARIH1|25820	1334.8470000000002	ARIH1|25820	1989.0561
ARIH2|10425	784.0543	ARIH2|10425	1812.1295
ARL10|285598	7.5483	ARL10|285598	45.1436
ARL11|115761	66.7273	ARL11|115761	46.9676
ARL13B|200894	181.16	ARL13B|200894	334.2453
ARL15|54622	443.8419	ARL15|54622	481.5321
ARL16|339231	289.55400000000003	ARL16|339231	421.7966
ARL17A|51326	69.7496	ARL17A|51326	78.3447
ARL1|400	3888.5987	ARL1|400	2085.2713
ARL2BP|23568	2020.5375	ARL2BP|23568	1645.6908
ARL2|402	691.1253	ARL2|402	1065.6635
ARL3|403	1418.4825	ARL3|403	676.6986
ARL4A|10124	429.0472	ARL4A|10124	1501.596
ARL4C|10123	1255.4386	ARL4C|10123	2765.6179
ARL4D|379	58.5751	ARL4D|379	301.4136
ARL5A|26225	1377.4196	ARL5A|26225	528.4998
ARL5B|221079	259.0588	ARL5B|221079	191.0625
ARL6IP1|23204	6593.6189	ARL6IP1|23204	3272.2298
ARL6IP4|51329	2621.6867	ARL6IP4|51329	1926.5846
ARL6IP5|10550	2687.2062	ARL6IP5|10550	4608.7551
ARL6IP6|151188	296.4985	ARL6IP6|151188	243.0461
ARL6|84100	54.0461	ARL6|84100	34.1997
ARL8A|127829	1499.7026	ARL8A|127829	1176.4706
ARL8B|55207	2641.6143	ARL8B|55207	2011.8559
ARL9|132946	20.8334	ARL9|132946	16.4159
ARMC10|83787	821.9771	ARMC10|83787	627.4692
ARMC1|55156	643.7218	ARMC1|55156	611.0351
ARMC2|84071	42.8745	ARMC2|84071	51.9836
ARMC4|55130	40.760999999999996	ARMC4|55130	6.8399
ARMC5|79798	402.4771	ARMC5|79798	246.69400000000002
ARMC6|93436	767.4993	ARMC6|93436	440.871
ARMC7|79637	270.5322	ARMC7|79637	270.4058
ARMC8|25852	829.7127	ARMC8|25852	789.7857
ARMC9|80210	340.2788	ARMC9|80210	129.047
ARMCX1|51309	727.6592	ARMCX1|51309	672.1386
ARMCX2|9823	1025.0635	ARMCX2|9823	716.3703
ARMCX3|51566	1438.7121	ARMCX3|51566	1804.8336
ARMCX5|64860	348.431	ARMCX5|64860	450.9804
ARMCX6|54470	178.4426	ARMCX6|54470	266.3019
ARNT2|9915	1110.8125	ARNT2|9915	300.5016
ARNTL2|56938	24.7585	ARNTL2|56938	62.4715
ARNTL|406	229.4693	ARNTL|406	311.9015
ARNT|405	1311.9001	ARNT|405	1560.8755
ARPC1A|10552	2559.1865	ARPC1A|10552	2205.1984
ARPC1B|10095	2611.7229	ARPC1B|10095	1715.9143
ARPC2|10109	5534.1351	ARPC2|10109	4294.5736
ARPC3|10094	4475.557	ARPC3|10094	3132.2389
ARPC4|10093	4072.313	ARPC4|10093	3101.5276
ARPC5L|81873	967.0923	ARPC5L|81873	640.6749
ARPC5|10092	4227.9717	ARPC5|10092	3140.4469
ARPM1|84517	66.1234	ARPM1|84517	35.5677
ARPP19|10776	3378.9353	ARPP19|10776	3240.3101
ARRB1|408	1367.7578	ARRB1|408	989.9681
ARRB2|409	1154.8948	ARRB2|409	771.0898
ARRDC1|92714	730.9805	ARRDC1|92714	483.3561
ARRDC2|27106	507.2479	ARRDC2|27106	747.834
ARRDC3|57561	1816.7325	ARRDC3|57561	5720.4742
ARRDC4|91947	419.6873	ARRDC4|91947	1222.5262
ARSA|410	1021.7422	ARSA|410	472.4122
ARSB|411	407.9119	ARSB|411	234.3821
ARSD|414	1939.9213	ARSD|414	2662.1067
ARSE|415	29.5895	ARSE|415	30.0958
ARSG|22901	224.3364	ARSG|22901	240.7661
ARSH|347527	7.5483	ARSH|347527	6.3839
ARSI|340075	113.8288	ARSI|340075	46.0556
ARSJ|79642	57.9712	ARSJ|79642	131.3269
ARSK|153642	160.9304	ARSK|153642	117.6471
lowly_expressed	lowly_expressed	ART3|419	8.2079
lowly_expressed	lowly_expressed	ART4|420	13.6799
lowly_expressed	lowly_expressed	ART5|116969	7.2959
ARTN|9048	6.3406	ARTN|9048	7.2959
ARV1|64801	660.63	ARV1|64801	331.9653
ARVCF|421	222.8268	ARVCF|421	357.9571
AR|367	832.732	AR|367	306.4295
AS3MT|57412	251.9754	AS3MT|57412	242.8272
ASAH1|427	10974.3689	ASAH1|427	5576.8354
ASAH2B|653308	16.3044	ASAH2B|653308	12.3119
ASAH2|56624	25.0605	lowly_expressed	lowly_expressed
ASAM|79827	141.6067	ASAM|79827	900.5928
ASAP1|50807	1138.2885	ASAP1|50807	870.041
ASAP2|8853	1137.0807	ASAP2|8853	820.3374
ASAP3|55616	1660.6329999999998	ASAP3|55616	1402.6448
lowly_expressed	lowly_expressed	ASB12|142689	8.7825
ASB13|79754	1830.0176	ASB13|79754	847.2412
lowly_expressed	lowly_expressed	ASB14|142686	20.5198
ASB16|92591	11.4886	ASB16|92591	10.5791
ASB1|51665	264.8317	ASB1|51665	633.803
ASB2|51676	52.5364	ASB2|51676	85.7273
ASB3|51130	253.9259	ASB3|51130	264.4779
ASB6|140459	634.3014	ASB6|140459	704.528
ASB7|140460	461.656	ASB7|140460	499.772
ASB8|140461	727.3573	ASB8|140461	949.8404
ASB9|140462	61.5944	ASB9|140462	63.3835
ASCC1|51008	619.869	ASCC1|51008	467.8523
ASCC2|84164	1289.859	ASCC2|84164	1156.4067
ASCC3|10973	1145.8368	ASCC3|10973	934.3365
ASCL1|429	162.4401	lowly_expressed	lowly_expressed
ASCL2|430	262.38	ASCL2|430	29.6398
ASF1A|25842	592.0912	ASF1A|25842	517.5559
ASF1B|55723	929.3506	ASF1B|55723	116.2791
lowly_expressed	lowly_expressed	ASGR1|432	11.8559
ASGR2|433	7.5483	ASGR2|433	5.016
ASH1L|55870	2057.0292	ASH1L|55870	2814.3502
ASH2L|9070	1251.8154	ASH2L|9070	1288.6457
ASL|435	975.5464	ASL|435	490.6521
ASMTL|8623	692.0281	ASMTL|8623	745.9689999999999
ASNA1|439	1941.7329	ASNA1|439	969.9042
ASNSD1|54529	949.5802	ASNSD1|54529	1082.9913
ASNS|440	698.0697	ASNS|440	393.0689
ASPA|443	12.6812	ASPA|443	87.5513
lowly_expressed	lowly_expressed	ASPG|374569	8.2079
ASPHD1|253982	23.8527	ASPHD1|253982	15.5039
ASPHD2|57168	142.8144	ASPHD2|57168	43.7756
ASPH|444	1858.7828	ASPH|444	8230.2827
ASPM|259266	495.4725	ASPM|259266	52.8956
ASPN|54829	1387.9873	ASPN|54829	450.5244
ASPRV1|151516	60.0847	ASPRV1|151516	109.3707
ASPSCR1|79058	348.431	ASPSCR1|79058	226.6302
ASRGL1|80150	87.8626	ASRGL1|80150	161.4227
ASS1|445	1124.0976	ASS1|445	3654.3548
ASTE1|28990	218.5302	ASTE1|28990	317.9708
ASTL|431705	24.1547	lowly_expressed	lowly_expressed
