gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
KLHL11|55175	70.5314	KLHL11|55175	91.3798
KLHL12|59349	1018.0354	KLHL12|59349	925.8147
KLHL13|90293	194.847	KLHL13|90293	1703.2419
KLHL14|57565	68.277	KLHL14|57565	45.8296
KLHL15|80311	320.4509	KLHL15|80311	337.295
KLHL17|339451	53.4622	KLHL17|339451	48.6241
KLHL18|23276	587.4396	KLHL18|23276	531.5121
KLHL20|27252	523.6715	KLHL20|27252	432.3077
KLHL21|9903	1274.3961	KLHL21|9903	1629.1879
KLHL22|84861	370.6924	KLHL22|84861	472.5483
KLHL23|151230	106.9243	KLHL23|151230	154.0658
KLHL24|54800	1587.4396	KLHL24|54800	1139.5932
KLHL25|64410	151.3688	KLHL25|64410	300.9666
KLHL26|55295	244.4444	KLHL26|55295	202.3211
KLHL28|54813	608.6957	KLHL28|54813	441.25
KLHL29|114818	120.1288	KLHL29|114818	304.0406
KLHL2|11275	617.3913	KLHL2|11275	560.2953
KLHL30|377007	15.4589	KLHL30|377007	8.6629
KLHL31|401265	161.533	KLHL31|401265	97.7345
KLHL32|114792	9.6618	KLHL32|114792	9.7807
KLHL33|123103	7.4074	lowly_expressed	lowly_expressed
KLHL35|283212	26.087	KLHL35|283212	29.0627
KLHL36|79786	194.525	KLHL36|79786	243.6796
KLHL38|340359	11.9163	KLHL38|340359	5.3095
KLHL3|26249	357.4879	KLHL3|26249	313.5418
KLHL4|56062	32.2061	KLHL4|56062	55.3309
KLHL5|51088	1273.752	KLHL5|51088	1083.7034
KLHL6|89857	350.7246	KLHL6|89857	397.656
KLHL7|55975	564.2512	KLHL7|55975	667.3243
KLHL8|57563	518.8406	KLHL8|57563	546.8818
KLHL9|55958	1499.1948	KLHL9|55958	1709.9487
KLK10|5655	1151.6908	KLK10|5655	271.0656
KLK11|11012	2360.0644	KLK11|11012	325.8376
KLK12|43849	100.4831	KLK12|43849	5.5889999999999995
KLK13|26085	105.9581	KLK13|26085	22.9148
KLK14|43847	60.8696	KLK14|43847	24.0326
KLK1|3816	19.6457	KLK1|3816	44.1529
KLK2|3817	33.4944	KLK2|3817	186.3925
KLK3|354	27.0531	KLK3|354	122.6781
KLK4|9622	55.7166	KLK4|9622	8.104
KLK5|25818	391.3043	KLK5|25818	1265.0658
KLK6|5653	181.3205	KLK6|5653	543.8078
KLK7|5650	483.0918	KLK7|5650	665.0887
KLK8|11202	51.2077	KLK8|11202	125.4726
lowly_expressed	lowly_expressed	KLKB1|3818	6.1479
KLKP1|606293	7.4074	lowly_expressed	lowly_expressed
KLRA1|10748	59.2593	KLRA1|10748	55.0515
KLRAQ1|129285	471.1755	KLRAQ1|129285	493.2276
KLRB1|3820	141.0628	KLRB1|3820	112.618
lowly_expressed	lowly_expressed	KLRC1|3821	5.0301
lowly_expressed	lowly_expressed	KLRC2|3822	5.561
KLRC3|3823	5.6522	KLRC3|3823	5.6169
KLRC4|8302	8.408999999999999	lowly_expressed	lowly_expressed
KLRD1|3824	24.1546	KLRD1|3824	22.3559
KLRF1|51348	7.0853	lowly_expressed	lowly_expressed
KLRG1|10219	103.0596	KLRG1|10219	62.3171
KLRG2|346689	24.1546	KLRG2|346689	32.4161
KLRK1|22914	133.2979	KLRK1|22914	78.2457
KL|9365	143.6393	KL|9365	164.5955
KMO|8564	42.8148	KMO|8564	208.6897
KNDC1|85442	26.409000000000002	KNDC1|85442	70.4212
KNTC1|9735	413.0982	KNTC1|9735	369.7111
KPNA1|3836	1828.3414	KPNA1|3836	1664.3985
KPNA2|3838	1540.0966	KPNA2|3838	1605.9936
KPNA3|3839	1181.9646	KPNA3|3839	1164.1847
KPNA4|3840	1561.0306	KPNA4|3840	1646.5137
KPNA5|3841	120.4509	KPNA5|3841	78.8046
KPNA6|23633	2414.4928	KPNA6|23633	2160.7
KPNB1|3837	7545.2496	KPNB1|3837	5855.0162
KPTN|11133	140.0966	KPTN|11133	127.1493
KRAS|3845	1218.3575	KRAS|3845	906.5327
KRBA1|84626	181.9646	KRBA1|84626	233.0605
KRBA2|124751	81.4815	KRBA2|124751	88.0264
KRCC1|51315	752.3349	KRCC1|51315	902.3409
KREMEN1|83999	694.686	KREMEN1|83999	1127.2974
KREMEN2|79412	5.475	KREMEN2|79412	6.7068
KRI1|65095	472.8052	KRI1|65095	517.1987
KRIT1|889	825.4428	KRIT1|889	736.3482
KRR1|11103	898.4702	KRR1|11103	825.0789
KRT10|3858	356.1997	KRT10|3858	324.7198
KRT14|3861	1679.2271	KRT14|3861	8386.5451
KRT15|3866	2809.6618	KRT15|3866	10703.4571
KRT16|3868	114.9758	KRT16|3868	325.2787
KRT17|3872	503.7037	KRT17|3872	4497.4528
KRT18|3875	7753.3237	KRT18|3875	7739.9196
KRT19|3880	9065.0564	KRT19|3880	10473.1911
KRT222|125113	93.3977	KRT222|125113	92.7771
KRT23|25984	683.4138	KRT23|25984	1120.0317
lowly_expressed	lowly_expressed	KRT32|3882	25.7093
lowly_expressed	lowly_expressed	KRT4|3851	5.3095
KRT5|3852	2083.7359	KRT5|3852	12070.2423
KRT6A|3853	18.6795	KRT6A|3853	52.257
KRT6B|3854	464.7343	KRT6B|3854	1265.9041
lowly_expressed	lowly_expressed	KRT6C|286887	16.4875
lowly_expressed	lowly_expressed	KRT77|374454	23.7532
KRT7|3855	3119.1626	KRT7|3855	7824.2936
KRT80|144501	116.9082	KRT80|144501	567.561
KRT81|3887	230.9179	KRT81|3887	1115.84
KRT86|3892	10.628	KRT86|3892	19.282
KRT8|3856	10470.8309	KRT8|3856	10606.1892
KRTCAP2|200185	1542.029	KRTCAP2|200185	1308.6598
KRTCAP3|200634	128.5024	KRTCAP3|200634	249.2685
KSR1|8844	536.2319	KSR1|8844	605.0072
KSR2|283455	149.1143	KSR2|283455	79.9224
KTELC1|56983	502.0934	KTELC1|56983	514.7451
KTI12|112970	148.7923	KTI12|112970	175.49400000000003
KTN1|3895	4751.0467	KTN1|3895	5070.3234
KYNU|8942	118.5185	KYNU|8942	512.789
KY|339855	16.1031	KY|339855	62.3171
L1CAM|3897	53.1401	L1CAM|3897	172.1406
L1TD1|54596	36.0709	L1TD1|54596	32.6955
L2HGDH|79944	240.2576	L2HGDH|79944	188.6281
L3MBTL2|83746	782.9919	L3MBTL2|83746	944.5797
L3MBTL3|84456	349.1143	L3MBTL3|84456	296.7749
L3MBTL4|91133	82.4477	L3MBTL4|91133	190.0253
L3MBTL|26013	92.1095	L3MBTL|26013	146.1518
LACE1|246269	74.3961	LACE1|246269	67.0678
LACTB2|51110	191.9485	LACTB2|51110	152.8586
LACTB|114294	384.8631	LACTB|114294	356.8564
LAD1|3898	208.3736	LAD1|3898	1178.9955
LAG3|3902	35.1047	LAG3|3902	36.0489
LAGE3|8270	330.1127	LAGE3|8270	212.9402
LAIR1|3903	682.1256	LAIR1|3903	643.8506
LAIR2|3904	6.4412	lowly_expressed	lowly_expressed
LAMA1|284217	74.7182	LAMA1|284217	651.1163
LAMA2|3908	5573.5749	LAMA2|3908	2578.7501
LAMA3|3909	2749.7585	LAMA3|3909	4392.38
LAMA4|3910	4274.7182	LAMA4|3910	3436.3848
LAMA5|3911	1894.6860000000001	LAMA5|3911	2294.8355
LAMB1|3912	6360.3865	LAMB1|3912	6554.4772
LAMB2L|22973	20.2899	LAMB2L|22973	24.871
LAMB2|3913	10820.6119	LAMB2|3913	8507.2671
LAMB3|3914	811.5942	LAMB3|3914	3985.5022
LAMC1|3915	9647.6651	LAMC1|3915	8218.0373
LAMC2|3918	669.5652	LAMC2|3918	3314.2656
LAMC3|10319	56.0386	LAMC3|10319	1008.2521
LAMP1|3916	7238.3253	LAMP1|3916	7526.4009
LAMP2|3920	5453.7842	LAMP2|3920	5902.5226
LAMP3|27074	427.6973	LAMP3|27074	167.9489
LANCL1|10314	1810.9501	LANCL1|10314	1924.5655
LANCL2|55915	562.9630000000001	LANCL2|55915	696.387
LANCL3|347404	6.4412	LANCL3|347404	10.0602
LAP3|51056	2582.2866	LAP3|51056	2415.8369
LAPTM4A|9741	9126.8921	LAPTM4A|9741	9460.1883
LAPTM4B|55353	2230.2738	LAPTM4B|55353	2752.8525
LAPTM5|7805	5065.3784	LAPTM5|7805	5618.6024
LARGE|9215	710.1449	LARGE|9215	936.9926
LARP1B|55132	307.8905	LARP1B|55132	364.4015
LARP1|23367	4346.5378	LARP1|23367	4810.9946
LARP4B|23185	1644.4444	LARP4B|23185	1346.6649
LARP4|113251	1240.2576	LARP4|113251	1161.6697
LARP6|55323	235.7488	LARP6|55323	296.216
LARP7|51574	994.525	LARP7|51574	919.6668
LARS2|23395	760.0644	LARS2|23395	669.2804
LARS|51520	3147.5040000000004	LARS|51520	3768.6497
LAS1L|81887	802.8986	LAS1L|81887	900.6643
LASP1|3927	4580.9984	LASP1|3927	6679.9498
LASS1|10715	14.6538	LASS1|10715	35.9791
LASS2|29956	5980.0322	LASS2|29956	3653.2373
LASS3|204219	8.0515	LASS3|204219	10.6191
LASS4|79603	1016.4251	LASS4|79603	987.8524
LASS5|91012	923.0274	LASS5|91012	917.1517
LASS6|253782	1841.6167	LASS6|253782	1617.043
LAT2|7462	244.1224	LAT2|7462	316.6158
LATS1|9113	757.1659	LATS1|9113	565.0459999999999
LATS2|26524	735.5878	LATS2|26524	526.7614
LAT|27040	182.3124	LAT|27040	116.6225
LAX1|54900	169.0821	LAX1|54900	93.0565
LAYN|143903	288.8889	LAYN|143903	274.41900000000004
LBH|81606	2191.6264	LBH|81606	1898.2973
LBP|3929	32.8502	LBP|3929	458.5759
LBR|3930	948.7923	LBR|3930	902.3409
LBX2|85474	6.1192	lowly_expressed	lowly_expressed
LBXCOR1|390598	5.7971	lowly_expressed	lowly_expressed
LCA5L|150082	53.7842	LCA5L|150082	56.1693
LCA5|167691	423.5105	LCA5|167691	383.963
LCAT|3931	55.7005	LCAT|3931	88.0823
LCK|3932	305.6361	LCK|3932	176.0529
LCLAT1|253558	330.1127	LCLAT1|253558	376.1384
LCMT1|51451	810.306	LCMT1|51451	654.1902
LCMT2|9836	332.0451	LCMT2|9836	375.85900000000004
LCN10|414332	29.3076	LCN10|414332	24.0326
lowly_expressed	lowly_expressed	LCN12|286256	13.9725
LCN2|3934	162.963	LCN2|3934	159.5654
LCN6|158062	5.7971	LCN6|158062	5.5889999999999995
LCORL|254251	110.3349	LCORL|254251	78.7236
LCOR|84458	287.0435	LCOR|84458	155.5749
LCP1|3936	5352.9791	LCP1|3936	3504.8498
LCP2|3937	598.7118	LCP2|3937	493.2276
lowly_expressed	lowly_expressed	LCT|3938	15.3697
LDB1|8861	1742.9952	LDB1|8861	1481.9182
LDB2|9079	811.9163	LDB2|9079	913.5189
LDB3|11155	91.4654	LDB3|11155	34.0928
LDHA|3939	8608.6957	LDHA|3939	8068.2526
LDHB|3945	4557.81	LDHB|3945	8669.9064
LDHD|197257	124.3156	LDHD|197257	136.3711
LDLRAD2|401944	192.7762	LDLRAD2|401944	157.7518
LDLRAD3|143458	907.2464	LDLRAD3|143458	929.727
LDLRAP1|26119	685.9903	LDLRAP1|26119	818.7857
LDLR|3949	316.9082	LDLR|3949	1144.3438
LDOC1L|84247	1439.9356	LDOC1L|84247	1604.3169
LDOC1|23641	770.3704	LDOC1|23641	904.5765
lowly_expressed	lowly_expressed	LEAP2|116842	5.3095
lowly_expressed	lowly_expressed	LECT1|11061	31.5777
LEF1|51176	459.5813	LEF1|51176	330.8677
LEFTY2|7044	105.9581	LEFTY2|7044	8.6629
LEKR1|389170	12.2383	LEKR1|389170	16.4875
lowly_expressed	lowly_expressed	LEMD1|93273	6.1479
LEMD2|221496	602.2544	LEMD2|221496	606.4044
LEMD3|23592	862.1578	LEMD3|23592	831.6403
LENG1|79165	77.6167	LENG1|79165	112.8974
LENG8|114823	1935.9291	LENG8|114823	2962.2185
LENG9|94059	85.3269	LENG9|94059	136.5919
LEO1|123169	817.0692	LEO1|123169	868.8071
LEPRE1|64175	994.525	LEPRE1|64175	1180.3927
LEPREL1|55214	284.38	LEPREL1|55214	743.6139
LEPREL2|10536	506.2802	LEPREL2|10536	511.3917
LEPROTL1|23484	1022.5443	LEPROTL1|23484	919.6668
LEPROT|54741	1267.9775	LEPROT|54741	953.2649
LEPR|3953	1528.1578	LEPR|3953	732.6511
LEP|3952	469.5652	LEP|3952	49.7419
LETM1|3954	1115.2979	LETM1|3954	1181.79
LETM2|137994	21.9002	LETM2|137994	25.9888
LETMD1|25875	1019.0016	LETMD1|25875	1092.9252
LFNG|3955	449.5974	LFNG|3955	1142.6671
LGALS12|85329	261.8357	LGALS12|85329	39.9612
LGALS1|3956	5292.4316	LGALS1|3956	7151.9392
LGALS2|3957	35.1047	LGALS2|3957	20.3998
LGALS3BP|3959	9456.3607	LGALS3BP|3959	8089.7702
LGALS3|3958	3697.5845	LGALS3|3958	3499.5403
lowly_expressed	lowly_expressed	LGALS7|3963	16.4875
LGALS8|3964	1512.8535	LGALS8|3964	856.1619999999999
LGALS9C|654346	14.4928	LGALS9C|654346	16.208
LGALS9|3965	1273.1079	LGALS9|3965	1287.7012
LGI1|9211	57.648999999999994	lowly_expressed	lowly_expressed
LGI2|55203	176.8116	LGI2|55203	61.1993
LGI3|203190	10.9501	lowly_expressed	lowly_expressed
LGI4|163175	153.9452	LGI4|163175	98.6455
LGMN|5641	3250.8857	LGMN|5641	4087.2216
LGR4|55366	646.0548	LGR4|55366	1051.2873
LGR5|8549	27.0531	LGR5|8549	58.6843
LGR6|59352	80.1932	LGR6|59352	809.005
LGTN|1939	1162.3188	LGTN|1939	1399.2013
LHFPL1|340596	6.7633	LHFPL1|340596	12.8547
LHFPL2|10184	1800.3221	LHFPL2|10184	4526.5155
LHFP|10186	3404.5089	LHFP|10186	1828.994
LHPP|64077	284.058	LHPP|64077	396.8176
LHX4|89884	7.1369	lowly_expressed	lowly_expressed
LHX6|26468	258.6151	LHX6|26468	239.7673
LIAS|11019	250.2415	LIAS|11019	210.4251
LIFR|3977	2754.9114	LIFR|3977	3484.7295
LIF|3976	141.3849	LIF|3976	152.5792
LIG1|3978	606.7633	LIG1|3978	620.6563
LIG3|3980	749.1143	LIG3|3980	711.1978
LIG4|3981	323.9936	LIG4|3981	323.60200000000003
LILRA1|11024	18.9597	LILRA1|11024	25.9888
LILRA2|11027	58.3349	LILRA2|11027	71.539
LILRA4|23547	47.9871	LILRA4|23547	233.3399
LILRA5|353514	19.9678	LILRA5|353514	35.7695
LILRA6|79168	66.4477	LILRA6|79168	160.5127
LILRB1|10859	155.5556	LILRB1|10859	189.7459
LILRB2|10288	174.5572	LILRB2|10288	144.7546
LILRB3|11025	47.8841	LILRB3|11025	48.2357
LILRB4|11006	238.9694	LILRB4|11006	490.4331
LILRB5|10990	123.9936	LILRB5|10990	93.336
LIMA1|51474	3400.9662	LIMA1|51474	3576.1093
LIMCH1|22998	2242.8341	LIMCH1|22998	1789.8711
LIMD1|8994	1223.5813	LIMD1|8994	1247.5918
LIMD2|80774	355.4525	LIMD2|80774	266.6922
LIME1|54923	78.306	LIME1|54923	66.1596
LIMK1|3984	936.5539	LIMK1|3984	1138.4754
LIMK2|3985	1584.219	LIMK2|3985	1745.7181
LIMS1|3987	570.6924	LIMS1|3987	393.4642
LIMS2|55679	751.0467	LIMS2|55679	773.7944
LIMS3-LOC440895|100271835	38.5024	LIMS3-LOC440895|100271835	27.3692
LIMS3|96626	21.401	LIMS3|96626	12.3125
LIN37|55957	120.934	LIN37|55957	112.1653
LIN52|91750	196.1353	LIN52|91750	160.9626
LIN54|132660	443.4783	LIN54|132660	335.6183
LIN7A|8825	117.5523	LIN7A|8825	58.4048
LIN7B|64130	9.9839	LIN7B|64130	20.9587
LIN7C|55327	667.3108	LIN7C|55327	764.2931
LIN9|286826	131.72299999999998	LIN9|286826	120.72200000000001
LINGO1|84894	117.8744	LINGO1|84894	214.058
lowly_expressed	lowly_expressed	LINGO2|158038	17.3258
lowly_expressed	lowly_expressed	LINGO3|645191	5.5889999999999995
LINGO4|339398	9.6618	LINGO4|339398	12.5752
LINS1|55180	287.6006	LINS1|55180	285.038
LIPA|3988	3682.4477	LIPA|3988	4996.2694
LIPC|3990	11.9163	LIPC|3990	8.3835
LIPE|3991	1439.9356	LIPE|3991	193.0266
LIPG|9388	64.0902	LIPG|9388	117.9275
LIPH|200879	178.4219	LIPH|200879	151.4614
LIPT1|51601	144.1385	LIPT1|51601	127.8843
LIPT2|387787	18.6795	LIPT2|387787	24.3931
LITAF|9516	3830.9179	LITAF|9516	6418.1061
LIX1L|128077	758.7762	LIX1L|128077	768.2054
LLGL1|3996	877.9388	LLGL1|3996	1108.0154
LLGL2|3993	588.7279	LLGL2|3993	643.0122
LLPH|84298	612.6924	LLPH|84298	612.6473
LMAN1|3998	3624.4767	LMAN1|3998	3947.4971
LMAN2L|81562	641.5459	LMAN2L|81562	755.9096
LMAN2|10960	2678.905	LMAN2|10960	2561.1504
LMBR1L|55716	364.2512	LMBR1L|55716	383.6835
LMBR1|64327	1418.6795	LMBR1|64327	1059.6708
LMBRD1|55788	1442.19	LMBRD1|55788	1255.0056
LMBRD2|92255	323.9936	LMBRD2|92255	218.2497
LMCD1|29995	1014.1707	LMCD1|29995	547.4407
LMF1|64788	299.1948	LMF1|64788	321.2267
LMF2|91289	962.9630000000001	LMF2|91289	1095.7197
LMLN|89782	466.6667	LMLN|89782	306.5556
LMNA|4000	4545.2496	LMNA|4000	5917.6128
LMNB1|4001	849.2754	LMNB1|4001	829.1253
LMNB2|84823	603.5427	LMNB2|84823	1201.6309
LMO2|4005	721.7391	LMO2|4005	571.7527
LMO3|55885	128.1804	LMO3|55885	72.0979
LMO4|8543	1556.1997	LMO4|8543	2140.5796
LMO7|4008	437.6812	LMO7|4008	714.5512
LMOD1|25802	1692.4316	LMOD1|25802	1498.9646
LMTK2|22853	333.0113	LMTK2|22853	361.0482
LMTK3|114783	129.4686	LMTK3|114783	66.7883
LMX1B|4010	1135.2657	LMX1B|4010	1029.7697
LNP1|348801	70.9758	LNP1|348801	81.4091
LNPEP|4012	309.0499	LNPEP|4012	264.6382
LNX1|84708	275.0403	LNX1|84708	319.4103
LNX2|222484	820.2899	LNX2|222484	513.9068
LOC100009676|100009676	55.2496	LOC100009676|100009676	70.4994
LOC100101266|100101266	7.0853	LOC100101266|100101266	7.2657
LOC100124692|100124692	22.2222	LOC100124692|100124692	151.1819
LOC100125556|100125556	24.9404	LOC100125556|100125556	40.2742
LOC100126784|100126784	52.3897	LOC100126784|100126784	64.69800000000001
lowly_expressed	lowly_expressed	LOC100127888|100127888	7.4809
LOC100128191|100128191	35.9066	LOC100128191|100128191	49.0042
LOC100128239|100128239	6.1192	LOC100128239|100128239	10.8985
LOC100128288|100128288	55.3945	LOC100128288|100128288	49.7419
LOC100128292|100128292	15.4589	LOC100128292|100128292	17.6053
LOC100128640|100128640	36.0709	LOC100128640|100128640	30.4599
LOC100128788|100128788	17.3913	LOC100128788|100128788	11.4602
LOC100128822|100128822	85.6683	LOC100128822|100128822	81.5991
LOC100128842|100128842	36.0709	LOC100128842|100128842	38.2845
LOC100128977|100128977	18.6795	LOC100128977|100128977	13.693
LOC100129034|100129034	3395.1047	LOC100129034|100129034	2702.2247
LOC100129387|100129387	92.8631	LOC100129387|100129387	132.3191
LOC100129534|100129534	53.7842	LOC100129534|100129534	72.0979
LOC100129550|100129550	271.4976	LOC100129550|100129550	245.6357
LOC100129637|100129637	226.7311	LOC100129637|100129637	322.9844
LOC100129716|100129716	13.2045	LOC100129716|100129716	9.2218
lowly_expressed	lowly_expressed	LOC100129726|100129726	6.7068
LOC100130015|100130015	11.1304	LOC100130015|100130015	27.2016
LOC100130093|100130093	104.8986	LOC100130093|100130093	105.3858
LOC100130148|100130148	10.306	LOC100130148|100130148	5.3095
LOC100130522|100130522	16.1031	LOC100130522|100130522	58.1254
LOC100130557|100130557	28.686	LOC100130557|100130557	38.6171
LOC100130581|100130581	72.7858	LOC100130581|100130581	41.9174
LOC100130691|100130691	7.5266	LOC100130691|100130691	11.3317
LOC100130776|100130776	215.4589	LOC100130776|100130776	257.6464
LOC100130872|100130872	56.0386	LOC100130872|100130872	67.3472
LOC100130932|100130932	53.7842	LOC100130932|100130932	42.7557
LOC100130987|100130987	8.3736	LOC100130987|100130987	10.3396
LOC100131193|100131193	33.0918	LOC100131193|100131193	27.1066
LOC100131434|100131434	27.7971	LOC100131434|100131434	33.8692
LOC100131551|100131551	5.7971	LOC100131551|100131551	5.3095
LOC100131691|100131691	19.4944	LOC100131691|100131691	19.5838
LOC100132111|100132111	7.4074	LOC100132111|100132111	13.9697
LOC100132215|100132215	14.5024	LOC100132215|100132215	19.5614
LOC100132247|100132247	232.5282	LOC100132247|100132247	138.3273
LOC100132287|100132287	154.5894	LOC100132287|100132287	160.1243
LOC100132288|100132288	596.4573	LOC100132288|100132288	620.9358
LOC100132707|100132707	137.4267	LOC100132707|100132707	116.4213
LOC100132832|100132832	9.2464	LOC100132832|100132832	12.6814
LOC100133161|100133161	6.0805	LOC100133161|100133161	9.3895
LOC100133331|100133331	119.8647	LOC100133331|100133331	92.9867
lowly_expressed	lowly_expressed	LOC100133545|100133545	8.104
lowly_expressed	lowly_expressed	LOC100133612|100133612	5.8684
LOC100133669|100133669	16.4251	LOC100133669|100133669	31.2983
lowly_expressed	lowly_expressed	LOC100133893|100133893	7.2657
lowly_expressed	lowly_expressed	LOC100133957|100133957	7.4753
LOC100133991|100133991	10.9501	LOC100133991|100133991	31.0188
LOC100134229|100134229	112.0773	LOC100134229|100134229	139.7245
LOC100134259|100134259	16.1031	LOC100134259|100134259	12.0163
LOC100134713|100134713	17.4042	LOC100134713|100134713	13.978
LOC100144603|100144603	5.153	LOC100144603|100144603	5.0301
LOC100144604|100144604	7.4074	LOC100144604|100144604	9.5013
LOC100170939|100170939	40.9018	LOC100170939|100170939	75.2277
LOC100188947|100188947	6.4412	LOC100188947|100188947	13.1341
LOC100188949|100188949	23.1884	LOC100188949|100188949	8.3835
LOC100190938|100190938	96.6184	LOC100190938|100190938	88.5853
LOC100190939|100190939	161.3527	LOC100190939|100190939	201.2033
LOC100190986|100190986	261.5137	LOC100190986|100190986	236.6933
LOC100192378|100192378	14.1707	LOC100192378|100192378	9.5013
LOC100216545|100216545	30.2738	LOC100216545|100216545	51.1392
LOC100233209|100233209	52.1739	LOC100233209|100233209	47.5063
LOC100240735|100240735	24.4767	LOC100240735|100240735	14.2519
LOC100268168|100268168	5.153	LOC100268168|100268168	5.8684
LOC100270710|100270710	279.372	LOC100270710|100270710	359.81300000000005
LOC100270746|100270746	25.4428	LOC100270746|100270746	29.901
LOC100270804|100270804	26.9726	LOC100270804|100270804	26.8271
LOC100271722|100271722	28.6634	LOC100271722|100271722	52.8159
LOC100271831|100271831	16.4219	LOC100271831|100271831	6.9247
LOC100271836|100271836	467.37199999999996	LOC100271836|100271836	367.42800000000005
LOC100272146|100272146	65.3784	LOC100272146|100272146	60.9199
LOC100272216|100272216	19.3237	LOC100272216|100272216	23.0238
LOC100272217|100272217	19.0016	LOC100272217|100272217	23.1943
LOC100272228|100272228	16.1031	LOC100272228|100272228	26.2682
LOC100286793|100286793	169.0821	LOC100286793|100286793	157.8887
LOC100286844|100286844	18.8792	LOC100286844|100286844	32.4832
LOC100287227|100287227	5.153	lowly_expressed	lowly_expressed
LOC100288778|100288778	231.4042	LOC100288778|100288778	290.4537
LOC100289341|100289341	46.3768	LOC100289341|100289341	38.2845
LOC100302401|100302401	16.1288	LOC100302401|100302401	19.2904
LOC100302640|100302640	8.0515	lowly_expressed	lowly_expressed
LOC100303728|100303728	17.7134	LOC100303728|100303728	19.8409
LOC113230|113230	85.0242	LOC113230|113230	114.0152
LOC115110|115110	55.8003	LOC115110|115110	65.0166
LOC121838|121838	5.153	LOC121838|121838	22.0765
LOC134466|134466	62.8019	LOC134466|134466	96.1305
LOC143188|143188	21.5781	LOC143188|143188	20.9587
LOC143666|143666	7.4074	LOC143666|143666	15.0902
LOC144438|144438	795.4911	LOC144438|144438	809.8433
LOC144486|144486	10.306	LOC144486|144486	11.7369
LOC144571|144571	70.7214	LOC144571|144571	55.4483
LOC145783|145783	34.9726	LOC145783|145783	41.3249
LOC145820|145820	45.4106	LOC145820|145820	29.0627
LOC145837|145837	80.5153	LOC145837|145837	68.465
LOC146880|146880	247.7746	LOC146880|146880	289.1655
LOC147727|147727	335.5878	LOC147727|147727	413.0257
LOC147804|147804	107.2464	LOC147804|147804	97.2483
LOC148189|148189	71.6618	LOC148189|148189	57.846000000000004
LOC148413|148413	267.6006	LOC148413|148413	283.5458
LOC148696|148696	8.6957	LOC148696|148696	5.5889999999999995
lowly_expressed	lowly_expressed	LOC148709|148709	6.4273
LOC149134|149134	14.8148	LOC149134|149134	14.2519
LOC149837|149837	28.3414	LOC149837|149837	31.2983
LOC150381|150381	35.0821	LOC150381|150381	41.6183
LOC150622|150622	5.7971	LOC150622|150622	6.7068
LOC150776|150776	240.2576	LOC150776|150776	238.37
LOC150786|150786	42.5121	LOC150786|150786	46.3885
LOC151009|151009	48.6312	LOC151009|151009	50.5803
LOC151162|151162	1520.4509	LOC151162|151162	1696.8146
LOC151534|151534	193.8808	LOC151534|151534	128.5466
LOC152217|152217	226.40900000000002	LOC152217|152217	251.7836
LOC153684|153684	57.3269	LOC153684|153684	32.4161
LOC154761|154761	34.3704	LOC154761|154761	35.5711
LOC154822|154822	6.2512	LOC154822|154822	26.7824
lowly_expressed	lowly_expressed	LOC157381|157381	6.1479
LOC158376|158376	30.5958	LOC158376|158376	28.7833
LOC158572|158572	25.4428	LOC158572|158572	31.2983
LOC158696|158696	6.7633	LOC158696|158696	6.1479
LOC162632|162632	23.1884	LOC162632|162632	42.4763
LOC168474|168474	11.2721	LOC168474|168474	8.3835
LOC200030|200030	637.9388	LOC200030|200030	756.1388
LOC202181|202181	39.6135	LOC202181|202181	53.3748
LOC202781|202781	130.7568	LOC202781|202781	143.9163
LOC219347|219347	50.8631	LOC219347|219347	54.07899999999999
LOC220594|220594	18.7536	LOC220594|220594	26.8271
LOC220729|220729	124.6377	LOC220729|220729	154.5353
LOC220930|220930	98.1288	LOC220930|220930	82.9265
LOC221442|221442	33.1723	LOC221442|221442	46.3885
LOC221710|221710	355.2335	LOC221710|221710	330.8677
LOC222699|222699	46.0548	LOC222699|222699	34.3722
LOC253039|253039	329.4686	LOC253039|253039	366.0782
LOC253724|253724	11.2721	LOC253724|253724	7.8246
LOC254559|254559	62.8019	LOC254559|254559	154.5353
LOC255167|255167	17.3913	LOC255167|255167	95.2921
LOC257358|257358	7.0853	lowly_expressed	lowly_expressed
LOC25845|25845	256.6023	LOC25845|25845	297.7362
LOC282997|282997	60.2254	LOC282997|282997	81.0402
LOC283050|283050	35.7488	LOC283050|283050	41.6379
LOC283070|283070	351.6908	LOC283070|283070	247.3124
LOC283174|283174	112.7214	LOC283174|283174	114.2947
LOC283267|283267	236.715	LOC283267|283267	205.6745
LOC283314|283314	110.5539	LOC283314|283314	130.3825
LOC283392|283392	76.1031	lowly_expressed	lowly_expressed
LOC283663|283663	45.0886	LOC283663|283663	40.5201
LOC283731|283731	7.7295	LOC283731|283731	11.7369
LOC283867|283867	14.4928	lowly_expressed	lowly_expressed
LOC283922|283922	42.19	LOC283922|283922	58.4048
LOC284023|284023	129.4686	LOC284023|284023	145.8724
LOC284232|284232	15.4589	LOC284232|284232	13.4136
LOC284233|284233	9.6618	LOC284233|284233	13.4136
LOC284276|284276	22.2222	LOC284276|284276	23.1943
LOC284379|284379	40.5797	lowly_expressed	lowly_expressed
LOC284440|284440	103.0596	LOC284440|284440	115.6919
