gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
ALOX5AP|241	454.2373	ALOX5AP|241	274.8227
ALOX5|240	805.0847	ALOX5|240	632.0922
ALOXE3|59344	10.1695	ALOXE3|59344	12.8546
ALPK1|80216	209.322	ALPK1|80216	576.2411
ALPK2|115701	105.0847	ALPK2|115701	82.4468
ALPK3|57538	159.322	ALPK3|57538	113.0319
ALPL|249	41.5254	ALPL|249	941.4894
ALS2CL|259173	66.9492	ALS2CL|259173	241.578
ALS2CR4|65062	677.9661	ALS2CR4|65062	1135.195
ALS2CR8|79800	52.5424	ALS2CR8|79800	71.3652
ALS2|57679	317.7966	ALS2|57679	449.9113
lowly_expressed	lowly_expressed	ALX3|257	49.2021
lowly_expressed	lowly_expressed	ALX4|60529	34.1312
AMACR|23600	801.6949	AMACR|23600	386.0816
lowly_expressed	lowly_expressed	AMBP|259	61.6135
AMBRA1|55626	791.5254	AMBRA1|55626	1162.234
AMD1|262	2642.3729	AMD1|262	1577.5709
lowly_expressed	lowly_expressed	AMDHD1|144193	23.9362
AMDHD2|51005	254.2542	AMDHD2|51005	338.7234
AMFR|267	2220.339	AMFR|267	3438.8298
AMH|268	27.9661	lowly_expressed	lowly_expressed
AMICA1|120425	135.5932	AMICA1|120425	344.8582
AMIGO1|57463	21.1864	AMIGO1|57463	84.2199
AMIGO2|347902	850.0	AMIGO2|347902	2317.8147
AMIGO3|386724	33.8983	AMIGO3|386724	112.1454
AMMECR1L|83607	932.2034	AMMECR1L|83607	702.1277
AMMECR1|9949	219.4915	AMMECR1|9949	383.42199999999997
AMN1|196394	166.1017	AMN1|196394	169.7695
AMOTL1|154810	963.5593	AMOTL1|154810	1800.5319
AMOTL2|51421	672.0339	AMOTL2|51421	2792.1099
AMOT|154796	1188.9831	AMOT|154796	1329.344
lowly_expressed	lowly_expressed	AMPD1|270	15.5142
AMPD2|271	707.6271	AMPD2|271	945.922
AMPD3|272	216.9492	AMPD3|272	211.8794
AMPH|273	82.2034	AMPH|273	125.0
AMT|275	14.4068	AMT|275	201.4406
lowly_expressed	lowly_expressed	AMY1A|276	17.2872
AMY2B|280	5.9322	AMY2B|280	152.7704
AMZ1|155185	31.3559	AMZ1|155185	23.4929
AMZ2P1|201283	321.1864	lowly_expressed	lowly_expressed
AMZ2|51321	2040.6779999999999	AMZ2|51321	1152.4823
ANAPC10|10393	192.3729	ANAPC10|10393	121.8972
ANAPC11|51529	1438.9831	ANAPC11|51529	1402.4823
ANAPC13|25847	1459.9831	ANAPC13|25847	1286.3254
ANAPC16|119504	1732.2034	ANAPC16|119504	2195.4787
ANAPC1|64682	442.3729	ANAPC1|64682	548.3156
ANAPC2|29882	566.1017	ANAPC2|29882	1087.3227
ANAPC4|29945	275.4237	ANAPC4|29945	415.3369
ANAPC5|51433	2162.7119	ANAPC5|51433	2369.2376
ANAPC7|51434	764.4068	ANAPC7|51434	1174.2021
ANGEL1|23357	157.6271	ANGEL1|23357	605.4965
ANGEL2|90806	377.1186	ANGEL2|90806	467.6418
ANGPT1|284	68.6441	ANGPT1|284	66.4894
ANGPT2|285	562.7119	ANGPT2|285	127.6596
ANGPTL1|9068	50.0	ANGPTL1|9068	90.8688
ANGPTL2|23452	3362.7119	ANGPTL2|23452	1017.2872
ANGPTL4|51129	272.8814	ANGPTL4|51129	152.9255
lowly_expressed	lowly_expressed	ANGPTL7|10218	10.6383
ANG|283	513.9237	ANG|283	367.7748
ANK1|286	20.339000000000002	ANK1|286	6.6489
ANK2|287	128.8136	ANK2|287	232.7128
ANK3|288	1244.9153	ANK3|288	982.7128
ANKAR|150709	19.4915	ANKAR|150709	14.6277
ANKDD1A|348094	23.7288	ANKDD1A|348094	62.5
ANKFY1|51479	941.5254	ANKFY1|51479	1546.0993
ANKHD1-EIF4EBP3|404734	676.9068	ANKHD1-EIF4EBP3|404734	935.6649
ANKHD1|54882	1606.3814	ANKHD1|54882	1194.8449
ANKH|56172	2123.7288	ANKH|56172	1582.4468
ANKIB1|54467	1115.2542	ANKIB1|54467	727.3936
lowly_expressed	lowly_expressed	ANKK1|255239	58.9539
ANKLE1|126549	5.0847	ANKLE1|126549	31.9149
ANKLE2|23141	1132.2034	ANKLE2|23141	1399.8227
ANKMY1|51281	165.2542	ANKMY1|51281	287.23400000000004
ANKMY2|57037	375.4237	ANKMY2|57037	757.5355
ANKRA2|57763	186.4407	ANKRA2|57763	272.6064
ANKRD10|55608	832.2034	ANKRD10|55608	1102.3936
ANKRD11|29123	1028.161	ANKRD11|29123	2209.2729999999997
ANKRD12|23253	681.3559	ANKRD12|23253	443.2624
ANKRD13A|88455	914.4068	ANKRD13A|88455	1064.7163
ANKRD13B|124930	44.0678	ANKRD13B|124930	193.7057
ANKRD13C|81573	727.9661	ANKRD13C|81573	375.4433
ANKRD13D|338692	343.2203	ANKRD13D|338692	670.2128
ANKRD16|54522	94.9153	ANKRD16|54522	206.74200000000002
ANKRD17|26057	2281.3559	ANKRD17|26057	1915.3369
ANKRD19|138649	97.4576	ANKRD19|138649	87.766
ANKRD1|27063	62.7119	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	5.3191
ANKRD22|118932	375.4237	ANKRD22|118932	174.2021
lowly_expressed	lowly_expressed	ANKRD23|200539	27.9255
ANKRD24|170961	8.4746	ANKRD24|170961	33.6879
ANKRD26|22852	70.339	ANKRD26|22852	119.6809
ANKRD27|84079	612.7119	ANKRD27|84079	659.5745
ANKRD28|23243	1303.3898	ANKRD28|23243	990.2482
ANKRD29|147463	23.7288	ANKRD29|147463	122.3404
ANKRD2|26287	5.9322	lowly_expressed	lowly_expressed
ANKRD30A|91074	33.8983	ANKRD30A|91074	287.23400000000004
ANKRD30B|374860	95.7627	lowly_expressed	lowly_expressed
ANKRD32|84250	160.1695	ANKRD32|84250	94.8582
ANKRD34A|284615	15.2542	ANKRD34A|284615	40.7801
ANKRD35|148741	37.2881	ANKRD35|148741	312.9433
ANKRD36BP1|84832	22.0339	ANKRD36BP1|84832	36.7908
ANKRD36B|57730	5.9322	ANKRD36B|57730	14.1844
ANKRD36|375248	42.3729	ANKRD36|375248	97.961
ANKRD37|353322	427.9237	ANKRD37|353322	146.1215
ANKRD39|51239	176.2712	ANKRD39|51239	182.6241
ANKRD40|91369	3150.8475	ANKRD40|91369	1770.3901
ANKRD42|338699	109.322	ANKRD42|338699	245.1241
ANKRD43|134548	16.9492	ANKRD43|134548	104.1667
lowly_expressed	lowly_expressed	ANKRD44|91526	12.8546
lowly_expressed	lowly_expressed	ANKRD45|339416	13.2979
ANKRD46|157567	453.3898	ANKRD46|157567	288.5638
ANKRD49|54851	97.4576	ANKRD49|54851	165.7801
ANKRD50|57182	5566.1017	ANKRD50|57182	850.6206
ANKRD52|283373	564.4068	ANKRD52|283373	1346.1879
lowly_expressed	lowly_expressed	ANKRD53|79998	25.7092
ANKRD54|129138	341.5254	ANKRD54|129138	472.5177
ANKRD56|345079	66.9492	ANKRD56|345079	143.61700000000002
ANKRD57|65124	494.9153	ANKRD57|65124	671.9858
ANKRD58|347454	26.2712	ANKRD58|347454	14.1844
ANKRD5|63926	269.4915	ANKRD5|63926	179.078
ANKRD6|22881	129.5678	ANKRD6|22881	244.9956
ANKRD9|122416	28.8136	ANKRD9|122416	52.7482
ANKS1A|23294	726.2712	ANKS1A|23294	1199.4681
ANKS1B|56899	11.0169	ANKS1B|56899	42.1099
ANKS3|124401	81.3559	ANKS3|124401	274.3794
ANKS6|203286	138.1356	ANKS6|203286	170.2128
ANKZF1|55139	524.5763	ANKZF1|55139	581.5603
ANLN|54443	807.6271	ANLN|54443	136.5248
ANO10|55129	650.8475	ANO10|55129	1164.4504
ANO1|55107	3194.0678	ANO1|55107	6496.8972
ANO2|57101	13.5593	ANO2|57101	20.3901
ANO3|63982	275.4237	ANO3|63982	13.2979
lowly_expressed	lowly_expressed	ANO4|121601	8.8652
lowly_expressed	lowly_expressed	ANO5|203859	18.1738
ANO6|196527	1676.2712	ANO6|196527	1452.1277
ANO7|50636	91.5254	ANO7|50636	16.844
ANO8|57719	94.9153	ANO8|57719	417.9965
ANO9|338440	57.6271	ANO9|338440	193.2624
ANP32A|8125	3121.1864	ANP32A|8125	3207.8901
ANP32B|10541	3569.4915	ANP32B|10541	2894.9468
ANP32E|81611	1448.3051	ANP32E|81611	679.078
ANPEP|290	445.7627	ANPEP|290	8484.4858
ANTXR1|84168	11046.6102	ANTXR1|84168	2943.2624
ANTXR2|118429	888.9831	ANTXR2|118429	653.8121
lowly_expressed	lowly_expressed	ANTXRL|195977	5.3191
ANUBL1|93550	125.4237	ANUBL1|93550	128.5461
ANXA11|311	4017.7966	ANXA11|311	5074.4681
lowly_expressed	lowly_expressed	ANXA13|312	13.7411
ANXA1|301	2870.3390000000004	ANXA1|301	8658.2447
ANXA2P1|303	156.7797	ANXA2P1|303	144.9468
ANXA2P2|304	10755.0847	ANXA2P2|304	6851.9504
ANXA2P3|305	15.2542	ANXA2P3|305	9.3085
ANXA2|302	27983.0508	ANXA2|302	19130.3191
ANXA3|306	669.4915	ANXA3|306	1572.695
ANXA4|307	3537.2881	ANXA4|307	1542.5532
ANXA5|308	7898.3051	ANXA5|308	6027.039000000001
ANXA6|309	6606.7797	ANXA6|309	6616.1348
ANXA7|310	4027.9661	ANXA7|310	2924.2021
ANXA8L2|244	190.678	ANXA8L2|244	102.3936
ANXA8|653145	219.0085	ANXA8|653145	285.0177
ANXA9|8416	44.9153	ANXA9|8416	309.3972
AOAH|313	61.0169	AOAH|313	132.9787
lowly_expressed	lowly_expressed	AOC2|314	14.6277
AOC3|8639	418.6441	AOC3|8639	1338.2092
AOX1|316	16.9492	AOX1|316	196.3652
AP1AR|55435	740.678	AP1AR|55435	471.6312
AP1B1|162	2762.7119	AP1B1|162	3927.7482
AP1G1|164	1764.4068	AP1G1|164	2015.0709
AP1G2|8906	995.2627	AP1G2|8906	1518.4885
AP1M1|8907	921.1864	AP1M1|8907	1097.961
AP1M2|10053	1933.8983	AP1M2|10053	2319.1489
AP1S1|1174	1410.1695	AP1S1|1174	1040.7801
AP1S2|8905	465.2542	AP1S2|8905	213.6525
AP1S3|130340	92.3729	AP1S3|130340	114.805
AP2A1|160	1758.7119	AP2A1|160	2014.672
AP2A2|161	1064.4068	AP2A2|161	2282.8014
AP2B1|163	5316.9492	AP2B1|163	6790.3369
AP2M1|1173	8158.4746	AP2M1|1173	7157.8014
AP2S1|1175	2523.7288	AP2S1|1175	1654.2553
AP3B1|8546	1099.1525	AP3B1|8546	1145.8333
lowly_expressed	lowly_expressed	AP3B2|8120	165.3369
AP3D1|8943	2219.4915	AP3D1|8943	4226.0638
AP3M1|26985	932.2034	AP3M1|26985	1281.0284
AP3M2|10947	491.5254	AP3M2|10947	434.8404
AP3S1|1176	1671.1864	AP3S1|1176	893.1738
AP3S2|10239	1036.4407	AP3S2|10239	1377.0922
AP4B1|10717	255.9322	AP4B1|10717	339.8626
AP4E1|23431	237.2881	AP4E1|23431	238.9184
AP4M1|9179	322.1356	AP4M1|9179	455.9486
AP4S1|11154	61.0169	AP4S1|11154	58.0674
APAF1|317	385.5932	APAF1|317	252.6596
APBA1|320	39.8305	APBA1|320	367.0213
APBA2|321	121.1864	APBA2|321	121.4539
APBA3|9546	135.5932	APBA3|9546	312.5
APBB1IP|54518	381.3559	APBB1IP|54518	269.9468
APBB1|322	225.4237	APBB1|322	834.2199
APBB2|323	2361.0169	APBB2|323	806.2943
APBB3|10307	48.3051	APBB3|10307	273.4929
APC2|10297	7.6271	APC2|10297	8.5106
APCDD1L|164284	125.4237	APCDD1L|164284	516.4007
APCDD1|147495	809.322	APCDD1|147495	1671.5426
APC|324	739.8305	APC|324	489.3617
APEH|327	976.2712	APEH|327	3273.9362
APEX1|328	3833.0508	APEX1|328	4399.3794
APEX2|27301	572.0339	APEX2|27301	817.3759
APH1A|51107	4782.2034	APH1A|51107	4933.9539
APH1B|83464	222.8814	APH1B|83464	376.773
API5|8539	3101.6949	API5|8539	2230.0532
APIP|51074	392.0763	APIP|51074	306.4362
APITD1|378708	186.4407	APITD1|378708	273.5505
APLF|200558	33.8983	APLF|200558	77.1277
APLNR|187	819.4915	APLNR|187	1125.4433
APLN|8862	371.1864	APLN|8862	415.3369
APLP1|333	160.1695	APLP1|333	121.0106
APLP2|334	22380.5085	APLP2|334	15815.6028
APOA1BP|128240	1344.0678	APOA1BP|128240	2033.2447
lowly_expressed	lowly_expressed	APOA1|335	6.6489
APOB48R|55911	333.8983	APOB48R|55911	361.2589
APOBEC1|339	29.660999999999998	lowly_expressed	lowly_expressed
APOBEC3A|200315	12.7119	APOBEC3A|200315	16.4007
APOBEC3B|9582	634.7458	APOBEC3B|9582	211.8794
APOBEC3C|27350	191.5254	APOBEC3C|27350	351.5071
APOBEC3D|140564	99.1525	APOBEC3D|140564	72.2518
APOBEC3F|200316	244.0678	APOBEC3F|200316	297.4291
APOBEC3G|60489	616.1017	APOBEC3G|60489	393.1738
APOBEC3H|164668	5.0847	APOBEC3H|164668	6.2057
lowly_expressed	lowly_expressed	APOB|338	16.4007
APOC1|341	1228.8136	APOC1|341	621.0106
APOC2|344	105.0847	APOC2|344	50.5319
APOD|347	1793.2203	APOD|347	32942.8191
APOE|348	4517.7966	APOE|348	8831.117
lowly_expressed	lowly_expressed	APOF|319	13.7411
APOL1|8542	4022.0339	APOL1|8542	1070.0355
APOL2|23780	1651.6949	APOL2|23780	843.0851
APOL3|80833	942.3729	APOL3|80833	830.2305
APOL4|80832	475.4237	APOL4|80832	470.7447
APOL6|80830	1863.5593	APOL6|80830	935.2837
APOLD1|81575	455.0847	APOLD1|81575	335.5496
APOM|55937	17.7966	APOM|55937	74.0248
APOOL|139322	97.4576	APOOL|139322	77.1277
APOO|79135	288.9831	APOO|79135	232.2695
APPBP2|10513	1800.0	APPBP2|10513	1065.1596
APPL1|26060	952.5424	APPL1|26060	1109.9291
APPL2|55198	909.322	APPL2|55198	1292.1099
APP|351	18638.9831	APP|351	50246.0106
APRT|353	1239.8305	APRT|353	2656.0284
APTX|54840	571.1864	APTX|54840	572.2518
AQP11|282679	13.5593	AQP11|282679	32.3582
AQP1|358	1648.8220000000001	AQP1|358	12832.7793
AQP3|360	117.7966	AQP3|360	937.9433
lowly_expressed	lowly_expressed	AQP4|361	28.8121
AQP5|362	105.0847	AQP5|362	347.961
lowly_expressed	lowly_expressed	AQP7P1|375719	17.2872
lowly_expressed	lowly_expressed	AQP7|364	114.3617
AQP9|366	88.1356	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQPEP|206338	14.6277
AQR|9716	1275.4237	AQR|9716	886.9681
ARAF|369	1027.9661	ARAF|369	1437.0567
ARAP1|116985	1421.1864	ARAP1|116985	2800.0665
ARAP2|116984	220.33900000000003	ARAP2|116984	281.4716
ARAP3|64411	200.0	ARAP3|64411	585.1064
ARCN1|372	3446.6102	ARCN1|372	3665.3369
ARC|23237	6.7797	ARC|23237	274.8227
AREG|374	2419.4915	AREG|374	2517.2872
ARF1|375	11767.7966	ARF1|375	9429.5213
ARF3|377	4791.5254	ARF3|377	5625.8865
ARF4|378	6753.3898	ARF4|378	3981.8262
ARF5|381	2353.3305	ARF5|381	3807.1188
ARF6|382	4494.9153	ARF6|382	3354.6099
ARFGAP1|55738	1616.9492	ARFGAP1|55738	1542.5532
ARFGAP2|84364	2205.9322	ARFGAP2|84364	2780.1418
ARFGAP3|26286	1049.1525	ARFGAP3|26286	1328.0142
ARFGEF1|10565	2807.6271	ARFGEF1|10565	1262.4113
ARFGEF2|10564	1359.3220000000001	lowly_expressed	lowly_expressed
ARFIP1|27236	1420.339	ARFIP1|27236	935.2837
ARFIP2|23647	1444.9153	ARFIP2|23647	2429.5213
ARFRP1|10139	500.8475	ARFRP1|10139	1008.8652
ARG2|384	128.0424	ARG2|384	181.5647
ARGLU1|55082	705.0847	ARGLU1|55082	1062.0567
ARHGAP10|79658	525.4237	ARHGAP10|79658	427.7482
ARHGAP11A|9824	689.8305	ARHGAP11A|9824	93.5284
ARHGAP11B|89839	25.4237	lowly_expressed	lowly_expressed
ARHGAP12|94134	766.9492	ARHGAP12|94134	632.9787
ARHGAP15|55843	17.7966	ARHGAP15|55843	57.6241
ARHGAP17|55114	779.6610000000001	lowly_expressed	lowly_expressed
ARHGAP18|93663	541.5254	ARHGAP18|93663	453.0142
ARHGAP19|84986	302.5424	ARHGAP19|84986	866.1348
ARHGAP1|392	3249.1525	ARHGAP1|392	4270.3901
ARHGAP20|57569	78.8136	lowly_expressed	lowly_expressed
ARHGAP21|57584	993.2203	ARHGAP21|57584	1204.7872
ARHGAP22|58504	77.9661	ARHGAP22|58504	62.0567
ARHGAP23|57636	316.1017	ARHGAP23|57636	664.8936
ARHGAP24|83478	164.4068	ARHGAP24|83478	226.5071
ARHGAP25|9938	161.0169	ARHGAP25|9938	446.3652
ARHGAP26|23092	311.8644	ARHGAP26|23092	867.0213
ARHGAP27|201176	251.6949	ARHGAP27|201176	585.5098
ARHGAP28|79822	146.6102	ARHGAP28|79822	113.4752
ARHGAP29|9411	1661.0169	ARHGAP29|9411	1742.0213
ARHGAP30|257106	424.5763	ARHGAP30|257106	333.7766
ARHGAP31|57514	512.7119	lowly_expressed	lowly_expressed
ARHGAP32|9743	2650.8475	ARHGAP32|9743	1322.2518
ARHGAP33|115703	50.8475	ARHGAP33|115703	93.9716
lowly_expressed	lowly_expressed	ARHGAP36|158763	137.8546
ARHGAP39|80728	303.3898	ARHGAP39|80728	428.1915
ARHGAP42|143872	91.5254	ARHGAP42|143872	45.0842
ARHGAP4|393	190.678	ARHGAP4|393	424.6454
ARHGAP5|394	1341.5254	ARHGAP5|394	1134.3085
ARHGAP6|395	67.7966	ARHGAP6|395	77.5709
ARHGAP8|23779	898.6695	ARHGAP8|23779	749.6277
ARHGAP9|64333	79.661	ARHGAP9|64333	114.805
ARHGDIA|396	4398.3051	ARHGDIA|396	6692.8191
ARHGDIB|397	3836.4407	ARHGDIB|397	4315.1596
ARHGDIG|398	24.5763	lowly_expressed	lowly_expressed
ARHGEF10L|55160	833.0508	ARHGEF10L|55160	1335.1064
ARHGEF10|9639	380.5085	ARHGEF10|9639	785.461
ARHGEF11|9826	525.4237	ARHGEF11|9826	1160.0177
ARHGEF12|23365	2816.9492	ARHGEF12|23365	2960.5496
ARHGEF15|22899	150.0	ARHGEF15|22899	452.5709
ARHGEF16|27237	172.0339	ARHGEF16|27237	674.6454
ARHGEF17|9828	744.9153	ARHGEF17|9828	1450.7979
ARHGEF18|23370	509.32199999999995	ARHGEF18|23370	831.117
ARHGEF19|128272	202.5424	ARHGEF19|128272	811.1702
ARHGEF1|9138	919.4915	ARHGEF1|9138	1704.344
ARHGEF2|9181	1575.4237	ARHGEF2|9181	1751.773
lowly_expressed	lowly_expressed	ARHGEF33|100271715	9.7518
ARHGEF35|445328	427.9661	ARHGEF35|445328	513.2979
ARHGEF37|389337	72.8814	ARHGEF37|389337	1668.4397
ARHGEF38|54848	75.4237	ARHGEF38|54848	29.6986
ARHGEF3|50650	619.4915	ARHGEF3|50650	1209.6631
ARHGEF4|50649	77.9661	ARHGEF4|50649	263.2979
ARHGEF5|7984	271.1864	ARHGEF5|7984	702.1277
ARHGEF6|9459	272.0339	ARHGEF6|9459	846.1879
ARHGEF7|8874	873.7288	ARHGEF7|8874	1179.9645
ARHGEF9|23229	315.2542	ARHGEF9|23229	581.5603
ARID1A|8289	1789.8305	ARID1A|8289	2363.4752
ARID1B|57492	1578.8136	ARID1B|57492	1675.5319
ARID2|196528	853.3898	ARID2|196528	575.3546
ARID3A|1820	71.1864	ARID3A|1820	25.266
ARID3B|10620	90.678	ARID3B|10620	98.8475
ARID4A|5926	216.9492	ARID4A|5926	324.9113
ARID4B|51742	888.8559	ARID4B|51742	651.3121
ARID5A|10865	1018.6441	ARID5A|10865	4287.6773
ARID5B|84159	1500.0	ARID5B|84159	2135.195
ARIH1|25820	1752.5424	ARIH1|25820	1434.3972
ARIH2|10425	536.4407	ARIH2|10425	1394.4504
ARL10|285598	19.4915	ARL10|285598	16.844
ARL11|115761	43.2203	ARL11|115761	33.6879
ARL13B|200894	144.9153	ARL13B|200894	158.2447
ARL14|80117	20.339000000000002	lowly_expressed	lowly_expressed
ARL15|54622	669.4915	ARL15|54622	350.1773
ARL16|339231	81.3559	ARL16|339231	271.2766
ARL17A|51326	17.7966	ARL17A|51326	57.6551
ARL1|400	2642.3729	ARL1|400	1859.0426
ARL2BP|23568	1055.9322	ARL2BP|23568	1186.1702
ARL2|402	865.2542	ARL2|402	1506.6489
ARL3|403	1087.2881	ARL3|403	851.0638
ARL4A|10124	478.8136	ARL4A|10124	1128.1028
ARL4C|10123	2098.3051	ARL4C|10123	3061.6135
ARL4D|379	459.32199999999995	ARL4D|379	231.38299999999998
ARL5A|26225	1309.322	ARL5A|26225	539.4504
ARL5B|221079	293.2203	ARL5B|221079	69.1489
ARL6IP1|23204	19250.0	ARL6IP1|23204	3435.2837
ARL6IP4|51329	2151.6949	ARL6IP4|51329	2987.5887
ARL6IP5|10550	3633.0508	ARL6IP5|10550	4290.3369
ARL6IP6|151188	603.3898	ARL6IP6|151188	222.5177
ARL6|84100	18.6441	ARL6|84100	31.0284
ARL8A|127829	1110.1695	ARL8A|127829	1153.8121
ARL8B|55207	3550.8475	ARL8B|55207	1773.4929
ARL9|132946	5.0847	ARL9|132946	29.2553
ARMC10|83787	670.4237	ARMC10|83787	681.2988
ARMC1|55156	1164.4068	ARMC1|55156	500.0
ARMC2|84071	57.6271	ARMC2|84071	35.461
lowly_expressed	lowly_expressed	ARMC4|55130	12.8546
ARMC5|79798	198.3051	ARMC5|79798	531.4716
ARMC6|93436	557.6271	ARMC6|93436	949.8848
ARMC7|79637	195.7627	ARMC7|79637	338.2092
ARMC8|25852	568.6441	ARMC8|25852	476.0638
ARMC9|80210	258.4746	ARMC9|80210	283.6879
ARMCX1|51309	827.1186	ARMCX1|51309	734.0426
ARMCX2|9823	727.1186	ARMCX2|9823	1089.539
ARMCX3|51566	1650.0	ARMCX3|51566	1391.4007
ARMCX5|64860	341.5254	ARMCX5|64860	327.1277
ARMCX6|54470	221.1864	ARMCX6|54470	337.3227
ARNT2|9915	344.0678	ARNT2|9915	849.7339999999999
ARNTL2|56938	166.1017	ARNTL2|56938	47.4291
ARNTL|406	243.2203	ARNTL|406	324.4681
ARNT|405	931.3559	ARNT|405	1092.6418
ARPC1A|10552	1666.1017	ARPC1A|10552	2854.8094
ARPC1B|10095	2286.4407	ARPC1B|10095	2563.1871
ARPC2|10109	5774.5763	ARPC2|10109	4089.539
ARPC3|10094	6190.678000000001	ARPC3|10094	3652.039
ARPC4|10093	4524.9661	ARPC4|10093	3880.8909999999996
ARPC5L|81873	797.4576	ARPC5L|81873	900.2660000000001
ARPC5|10092	4505.9322	ARPC5|10092	3203.4574
ARPM1|84517	27.9661	ARPM1|84517	53.1915
ARPP19|10776	4951.6949	ARPP19|10776	2912.6773
ARRB1|408	549.1525	ARRB1|408	1021.2766
ARRB2|409	630.5085	ARRB2|409	670.2128
ARRDC1|92714	1540.6779999999999	ARRDC1|92714	1252.2163
ARRDC2|27106	331.3559	ARRDC2|27106	945.4787
ARRDC3|57561	4216.9492	ARRDC3|57561	3063.3865
ARRDC4|91947	254.2373	ARRDC4|91947	726.5071
ARSA|410	462.7119	ARSA|410	1304.078
ARSB|411	369.4915	lowly_expressed	lowly_expressed
ARSD|414	1525.4237	ARSD|414	3654.6986
ARSE|415	55.9322	ARSE|415	42.5532
ARSF|416	6.7797	lowly_expressed	lowly_expressed
ARSG|22901	154.2373	ARSG|22901	291.2234
ARSH|347527	9.322000000000001	ARSH|347527	7.0922
ARSI|340075	263.5593	ARSI|340075	112.1454
ARSJ|79642	131.3559	ARSJ|79642	141.844
ARSK|153642	122.0339	ARSK|153642	91.7553
ART5|116969	7.6271	ART5|116969	33.2447
ARTN|9048	5.0847	ARTN|9048	12.8546
ARV1|64801	312.7119	ARV1|64801	371.4539
ARVCF|421	155.0847	lowly_expressed	lowly_expressed
ARX|170302	11.0169	lowly_expressed	lowly_expressed
AR|367	1047.4576	AR|367	152.4823
AS3MT|57412	23.7288	AS3MT|57412	169.3262
ASAH1|427	4772.8814	ASAH1|427	3272.1631
lowly_expressed	lowly_expressed	ASAH2|56624	7.9787
ASAM|79827	328.8136	ASAM|79827	255.3191
ASAP1|50807	1172.8814	ASAP1|50807	476.9504
ASAP2|8853	980.5085	ASAP2|8853	540.3369
ASAP3|55616	785.5932	ASAP3|55616	1028.8121
ASB13|79754	481.3559	ASB13|79754	1056.2943
lowly_expressed	lowly_expressed	ASB14|142686	8.422
lowly_expressed	lowly_expressed	ASB16|92591	13.3732
ASB1|51665	304.8983	ASB1|51665	511.7553
lowly_expressed	lowly_expressed	ASB2|51676	21.7199
ASB3|51130	192.1356	ASB3|51130	257.5355
ASB6|140459	532.3559	ASB6|140459	951.383
ASB7|140460	389.8305	ASB7|140460	340.4255
ASB8|140461	578.8136	ASB8|140461	582.4468
ASB9|140462	32.2034	ASB9|140462	62.0567
ASCC1|51008	488.1356	ASCC1|51008	447.695
ASCC2|84164	1056.7797	ASCC2|84164	1402.9255
ASCC3|10973	1000.0	ASCC3|10973	812.9433
ASCL2|430	27.9661	ASCL2|430	31.9149
ASF1A|25842	686.4407	ASF1A|25842	360.3723
ASF1B|55723	924.5763	ASF1B|55723	258.8652
lowly_expressed	lowly_expressed	ASGR1|432	15.9574
lowly_expressed	lowly_expressed	ASGR2|433	8.422
ASH1L|55870	1331.3305	ASH1L|55870	1261.8573
ASH2L|9070	1346.6102	ASH2L|9070	1169.3262
ASL|435	504.2373	ASL|435	808.0674
ASMTL|8623	1194.0678	ASMTL|8623	1353.6303
ASNA1|439	2004.2373	ASNA1|439	1628.9894
ASNSD1|54529	936.4407	ASNSD1|54529	993.7943
ASNS|440	376.2712	ASNS|440	413.1206
lowly_expressed	lowly_expressed	ASPA|443	7.5355
ASPHD1|253982	15.2542	ASPHD1|253982	143.1738
ASPHD2|57168	124.5763	ASPHD2|57168	79.344
ASPH|444	3396.6102	ASPH|444	5634.4415
ASPM|259266	521.1864	ASPM|259266	66.9326
ASPN|54829	2952.5424	ASPN|54829	52.305
ASPRV1|151516	22.0339	ASPRV1|151516	103.4397
ASPSCR1|79058	266.1017	ASPSCR1|79058	494.2376
ASRGL1|80150	483.8983	ASRGL1|80150	219.4149
ASS1|445	1097.4576	ASS1|445	2973.8475
ASTE1|28990	119.0508	ASTE1|28990	186.6223
ASTL|431705	5.9322	lowly_expressed	lowly_expressed
ASTN1|460	9.322000000000001	ASTN1|460	143.61700000000002
ASTN2|23245	111.8644	ASTN2|23245	473.4043
ASXL1|171023	978.8136	ASXL1|171023	1417.5532
ASXL2|55252	382.2034	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASXL3|80816	19.0603
ATAD1|84896	1172.8814	ATAD1|84896	816.0461
ATAD2B|54454	269.4915	ATAD2B|54454	195.0355
ATAD2|29028	1797.4576	ATAD2|29028	326.2411
ATAD3A|55210	798.3051	ATAD3A|55210	932.6241
ATAD3B|83858	187.2881	ATAD3B|83858	257.9787
ATAD3C|219293	144.0678	ATAD3C|219293	270.8333
ATAD5|79915	15.2542	ATAD5|79915	45.2128
ATE1|11101	150.8475	ATE1|11101	105.9397
ATF1|466	483.8983	ATF1|466	257.5355
ATF2|1386	421.1864	ATF2|1386	212.766
ATF3|467	736.4407	ATF3|467	2093.0851
ATF4|468	3430.5085	ATF4|468	6450.3546
ATF5|22809	1350.8475	ATF5|22809	981.8262
