gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
C14orf142|84520	176.4557	C14orf142|84520	187.6597
C14orf143|90141	114.9284	C14orf143|90141	85.4326
C14orf145|145508	98.6759	C14orf145|145508	138.0066
C14orf147|171546	1868.2638	C14orf147|171546	1746.9879999999998
C14orf148|122945	9.6741	C14orf148|122945	16.0643
C14orf149|112849	68.8797	C14orf149|112849	89.4487
C14orf153|84334	408.76199999999994	C14orf153|84334	313.2092
C14orf156|81892	374.5815	C14orf156|81892	371.3034
C14orf159|80017	950.7714	C14orf159|80017	921.8693
lowly_expressed	lowly_expressed	C14orf162|56936	10.5878
C14orf166|51637	2127.9169	C14orf166|51637	1987.9518
C14orf167|55449	1230.4421	C14orf167|55449	946.3344
C14orf169|79697	371.8727	C14orf169|79697	263.965
C14orf174|161394	80.4886	C14orf174|161394	40.5257
C14orf176|643382	22.8309	C14orf176|643382	17.1595
C14orf179|112752	253.0747	C14orf179|112752	228.9157
C14orf180|400258	14.3177	C14orf180|400258	50.0183
C14orf181|400223	22.8309	C14orf181|400223	32.4936
C14orf182|283551	6.9654	C14orf182|283551	6.5717
C14orf1|11161	940.7103	C14orf1|11161	946.6959
C14orf21|161424	255.7834	C14orf21|161424	373.1289
C14orf28|122525	112.6066	C14orf28|122525	137.2764
C14orf2|9556	713.9492	C14orf2|9556	565.1698
C14orf33|100129075	143.5638	C14orf33|100129075	133.9905
C14orf37|145407	118.4111	C14orf37|145407	105.8781
C14orf43|91748	1869.8117	C14orf43|91748	1684.9215
C14orf45|80127	468.3816	C14orf45|80127	420.7302
C14orf49|161176	37.1486	C14orf49|161176	106.6083
C14orf4|64207	1459.2425	C14orf4|64207	1639.6495
C14orf50|145376	60.7534	C14orf50|145376	15.6992
C14orf53|440184	5.0305	lowly_expressed	lowly_expressed
C14orf64|388011	11.222000000000001	C14orf64|388011	31.3983
C14orf72|145200	5.8045	lowly_expressed	lowly_expressed
C14orf79|122616	428.3695	C14orf79|122616	313.6181
C14orf80|283643	107.963	C14orf80|283643	77.4005
C14orf93|60686	287.9015	C14orf93|60686	221.2486
C15orf17|57184	838.5517	C15orf17|57184	1189.1201
C15orf21|283651	80.8755	C15orf21|283651	40.5257
C15orf23|90417	203.5432	C15orf23|90417	237.3129
C15orf24|56851	769.2851	C15orf24|56851	777.6561
C15orf27|123591	12.7698	C15orf27|123591	18.2548
C15orf28|80035	6.9654	lowly_expressed	lowly_expressed
C15orf29|79768	367.2292	C15orf29|79768	407.0829
C15orf33|196951	44.43899999999999	C15orf33|196951	42.4498
C15orf34|80072	10.835	C15orf34|80072	54.3994
C15orf37|283687	33.4685	C15orf37|283687	35.3669
C15orf38|348110	429.6929	C15orf38|348110	317.5392
C15orf39|56905	604.4383	C15orf39|56905	870.0256
C15orf40|123207	269.3659	C15orf40|123207	287.6962
C15orf41|84529	78.5538	C15orf41|84529	142.0226
C15orf42|90381	56.1834	C15orf42|90381	43.0778
lowly_expressed	lowly_expressed	C15orf43|145645	13.8737
C15orf44|81556	1158.5712	C15orf44|81556	976.2687
C15orf48|84419	651.261	C15orf48|84419	181.4531
lowly_expressed	lowly_expressed	C15orf51|196968	6.5717
C15orf52|388115	167.9425	C15orf52|388115	868.5652
C15orf56|644809	11.9959	C15orf56|644809	10.5878
C15orf57|90416	377.6849	C15orf57|90416	363.4648
C15orf58|390637	61.5273	C15orf58|390637	45.272
C15orf59|388135	24.7657	C15orf59|388135	8.3972
C15orf61|145853	93.2584	C15orf61|145853	79.5911
C15orf62|643338	25.5396	C15orf62|643338	52.93899999999999
C15orf63|25764	417.5732	C15orf63|25764	374.5893
C16orf13|84326	508.8581	C16orf13|84326	253.7422
lowly_expressed	lowly_expressed	C16orf3|750	5.8415
C16orf42|115939	579.332	C16orf42|115939	407.218
C16orf45|89927	2252.9063	C16orf45|89927	591.8218
C16orf46|123775	85.5191	C16orf46|123775	86.1628
C16orf48|84080	162.1381	C16orf48|84080	244.2497
C16orf52|730094	327.3718	C16orf52|730094	424.9726
C16orf53|79447	1367.0676	C16orf53|79447	736.8748
C16orf54|283897	78.1668	C16orf54|283897	24.4615
C16orf55|124045	115.7023	C16orf55|124045	106.6083
C16orf57|79650	584.7031	C16orf57|79650	695.8744
C16orf58|64755	2314.6233	C16orf58|64755	1824.5382
C16orf59|80178	60.3664	C16orf59|80178	23.3662
C16orf5|29965	340.5286	C16orf5|29965	829.1347
C16orf61|56942	164.2199	C16orf61|56942	183.5378
C16orf62|57020	2032.3367	C16orf62|57020	1221.9788
C16orf63|123811	1115.6182	C16orf63|123811	887.1851
C16orf68|79091	130.7939	C16orf68|79091	156.6265
C16orf70|80262	380.5562	C16orf70|80262	589.3574
C16orf71|146562	60.7534	C16orf71|146562	13.5086
C16orf72|29035	1396.5543	C16orf72|29035	1277.4735
C16orf74|404550	147.4334	C16orf74|404550	102.9573
C16orf75|116028	167.5556	C16orf75|116028	81.4166
C16orf79|283870	8.1843	C16orf79|283870	8.7952
C16orf7|9605	155.6487	C16orf7|9605	230.6316
C16orf80|29105	296.4147	C16orf80|29105	600.9493
C16orf86|388284	18.5743	C16orf86|388284	27.7474
C16orf87|388272	47.9836	C16orf87|388272	97.8459
C16orf88|400506	648.1653	C16orf88|400506	398.3206
C16orf89|146556	447.3308	C16orf89|146556	423.8773
C16orf91|283951	170.2643	C16orf91|283951	152.6104
C16orf93|90835	78.5538	C16orf93|90835	35.0493
C17orf100|388327	38.6964	C17orf100|388327	59.5108
C17orf101|79701	262.7488	C17orf101|79701	316.1738
C17orf103|256302	456.6179	C17orf103|256302	609.7116
lowly_expressed	lowly_expressed	C17orf104|284071	5.1114
C17orf106|100134934	161.0584	C17orf106|100134934	153.8956
C17orf107|100130311	99.4266	C17orf107|100130311	190.2045
C17orf108|201229	209.3477	C17orf108|201229	338.8098
C17orf28|283987	2298.5681	C17orf28|283987	1527.9299
C17orf37|84299	608.3079	C17orf37|84299	434.8302
C17orf39|79018	409.4083	C17orf39|79018	368.0175
C17orf42|79736	143.5638	C17orf42|79736	168.6747
C17orf44|284029	168.7164	C17orf44|284029	85.7977
C17orf47|284083	6.1914	lowly_expressed	lowly_expressed
C17orf48|56985	160.2032	C17orf48|56985	209.2004
C17orf49|124944	996.5725	C17orf49|124944	687.0318
C17orf51|339263	141.6289	C17orf51|339263	296.0935
C17orf53|78995	63.8491	C17orf53|78995	44.5418
lowly_expressed	lowly_expressed	C17orf55|284185	7.3019
C17orf56|146705	220.2253	C17orf56|146705	246.0095
C17orf57|124989	58.0446	C17orf57|124989	101.4969
C17orf58|284018	593.6033	C17orf58|284018	603.1398
C17orf59|54785	206.252	C17orf59|54785	148.9595
C17orf60|284021	23.2179	C17orf60|284021	5.4765
C17orf61|254863	423.8266	C17orf61|254863	389.7663
C17orf62|79415	1384.9453	C17orf62|79415	784.5929
C17orf63|55731	883.0526	C17orf63|55731	784.2278
C17orf65|339201	212.9	C17orf65|339201	163.5086
C17orf67|339210	24.3788	C17orf67|339210	19.3501
C17orf68|80169	1131.4837	C17orf68|80169	1009.1274
C17orf69|147081	28.2484	C17orf69|147081	78.4958
C17orf70|80233	987.1460000000001	C17orf70|80233	582.6944
C17orf71|55181	498.0231	C17orf71|55181	545.0894
C17orf72|92340	90.9521	C17orf72|92340	49.9233
C17orf75|64149	255.7834	C17orf75|64149	239.8686
C17orf76|388341	65.7839	C17orf76|388341	38.7003
lowly_expressed	lowly_expressed	C17orf77|146723	8.3972
C17orf79|55352	652.0349	C17orf79|55352	493.2457
C17orf80|55028	508.0842	C17orf80|55028	647.6816
C17orf81|23587	495.7013	C17orf81|23587	536.3271
C17orf85|55421	559.1635	C17orf85|55421	691.8583
C17orf86|654434	76.232	C17orf86|654434	111.7196
C17orf87|388325	19.0619	C17orf87|388325	7.3019
C17orf89|284184	157.1075	C17orf89|284184	163.1982
C17orf90|339229	252.6877	C17orf90|339229	216.8675
C17orf91|84981	116.4763	C17orf91|84981	240.9639
C17orf95|124512	302.9931	C17orf95|124512	312.5228
C17orf96|100170841	54.562	C17orf96|100170841	154.80100000000002
C17orf97|400566	234.5004	C17orf97|400566	129.9744
C18orf10|25941	1398.1021	C18orf10|25941	977.7291
lowly_expressed	lowly_expressed	C18orf16|147429	9.4925
C18orf18|147525	28.6354	C18orf18|147525	64.9872
C18orf19|125228	418.6954	C18orf19|125228	279.6641
C18orf1|753	3190.5209	C18orf1|753	1423.1471
C18orf21|83608	256.5574	C18orf21|83608	208.8353
C18orf22|79863	489.1229	C18orf22|79863	380.7959
C18orf25|147339	804.4988	C18orf25|147339	797.7364
C18orf32|497661	1463.2979	C18orf32|497661	993.808
C18orf34|374864	13.9307	C18orf34|374864	42.3512
C18orf45|85019	1282.0128	C18orf45|85019	676.1592
C18orf54|162681	66.1709	C18orf54|162681	103.6875
C18orf55|29090	332.0154	C18orf55|29090	312.1577
C18orf8|29919	509.7791	C18orf8|29919	422.165
C19orf10|56005	1121.8096	C19orf10|56005	784.9580000000001
C19orf12|83636	441.9133	C19orf12|83636	604.9653
lowly_expressed	lowly_expressed	C19orf18|147685	20.0803
C19orf20|91978	20.1221	C19orf20|91978	14.2388
C19orf21|126353	1262.6646	C19orf21|126353	117.9263
C19orf22|91300	1610.9325	C19orf22|91300	1040.1606
C19orf23|148046	13.1568	C19orf23|148046	12.4133
C19orf24|55009	507.3102	C19orf24|55009	312.1577
C19orf25|148223	300.2843	C19orf25|148223	295.7284
C19orf26|255057	12.3829	C19orf26|255057	12.0482
C19orf28|126321	819.5905	C19orf28|126321	625.0456
C19orf29|58509	326.2109	C19orf29|58509	357.0646
C19orf2|8725	1420.5461	C19orf2|8725	1590.7265
C19orf33|64073	40.1205	C19orf33|64073	76.988
C19orf35|374872	7.7393	lowly_expressed	lowly_expressed
C19orf36|113177	5.0305	C19orf36|113177	6.2066
C19orf38|255809	26.3136	C19orf38|255809	6.9368
C19orf39|126074	83.9713	C19orf39|126074	88.3534
C19orf40|91442	77.3929	C19orf40|91442	31.3983
C19orf42|79086	1269.63	C19orf42|79086	1089.8138
C19orf43|79002	1156.6364	C19orf43|79002	1075.575
C19orf44|84167	153.2572	C19orf44|84167	191.8109
C19orf45|374877	7.7393	lowly_expressed	lowly_expressed
C19orf46|163183	224.8263	C19orf46|163183	208.8353
C19orf47|126526	384.6425	C19orf47|126526	319.4597
C19orf48|84798	850.1606	C19orf48|84798	670.6827
C19orf50|79036	1037.0644	C19orf50|79036	1000.0
C19orf51|352909	104.0934	C19orf51|352909	35.7795
C19orf52|90580	191.9343	C19orf52|90580	163.9284
C19orf53|28974	944.193	C19orf53|28974	824.0234
C19orf54|284325	367.2292	C19orf54|284325	241.329
C19orf55|148137	160.5902	C19orf55|148137	111.3545
C19orf56|51398	1906.9602	C19orf56|51398	1677.6196
C19orf57|79173	68.1057	C19orf57|79173	75.9401
C19orf60|55049	129.6331	C19orf60|55049	136.1811
C19orf61|56006	709.6926	C19orf61|56006	544.7244
C19orf62|29086	910.914	C19orf62|29086	728.0029
C19orf63|284361	2119.2992	C19orf63|284361	1979.5035
C19orf66|55337	473.2961	C19orf66|55337	424.7134
C19orf6|91304	1177.9194	C19orf6|91304	1211.7561
C19orf70|125988	421.4042	C19orf70|125988	350.858
C19orf71|100128569	5.8045	C19orf71|100128569	11.318
C19orf73|55150	17.0264	C19orf73|55150	24.0964
C19orf76|199800	34.8268	C19orf76|199800	46.3673
lowly_expressed	lowly_expressed	C19orf77|284422	27.0172
C1D|10438	189.2256	C1D|10438	202.6287
C1GALT1C1|29071	725.9451	C1GALT1C1|29071	569.5509
C1GALT1|56913	185.7429	C1GALT1|56913	292.4425
C1QA|712	842.4214	C1QA|712	638.1891
C1QBP|708	1849.7011	C1QBP|708	1411.2778
C1QB|713	831.5864	C1QB|713	644.0307
C1QC|714	785.9246	C1QC|714	553.1216
C1QL1|10882	5.4175	C1QL1|10882	13.1435
lowly_expressed	lowly_expressed	C1QL2|165257	18.2548
C1QL3|389941	20.5091	C1QL3|389941	18.6199
C1QTNF1|114897	520.467	C1QTNF1|114897	556.4074
C1QTNF2|114898	13.9307	C1QTNF2|114898	24.8266
C1QTNF3|114899	398.5733	C1QTNF3|114899	182.9135
lowly_expressed	lowly_expressed	C1QTNF4|114900	6.9368
C1QTNF6|114904	1364.8232	C1QTNF6|114904	289.1566
C1QTNF7|114905	15.0916	C1QTNF7|114905	66.8127
lowly_expressed	lowly_expressed	C1QTNF9B|387911	14.6805
lowly_expressed	lowly_expressed	C1QTNF9|338872	26.1117
C1RL|51279	1560.9445	C1RL|51279	1283.1909
C1R|715	5275.4847	C1R|715	3496.5316
C1S|716	7523.3606	C1S|716	4399.7919
C1orf101|257044	25.5396	C1orf101|257044	14.969000000000001
C1orf103|55791	554.1329	C1orf103|55791	615.5531
C1orf104|284618	64.9442	C1orf104|284618	45.4034
C1orf106|55765	54.175	C1orf106|55765	89.8138
C1orf107|27042	1197.2676	C1orf107|27042	890.8361
C1orf109|54955	357.94199999999995	C1orf109|54955	400.14599999999996
C1orf112|55732	300.9576	C1orf112|55732	157.908
C1orf113|79729	291.0591	C1orf113|79729	318.2512
C1orf115|79762	1095.883	C1orf115|79762	1679.4451
C1orf116|79098	626.1083	C1orf116|79098	1156.2614
C1orf122|127687	341.1439	C1orf122|127687	266.6594
C1orf123|54987	472.4835	C1orf123|54987	460.7521
C1orf124|83932	316.9238	C1orf124|83932	289.1566
C1orf126|200197	63.1061	C1orf126|200197	104.2461
C1orf128|57095	891.9528	C1orf128|57095	922.9646
C1orf130|400746	46.4357	C1orf130|400746	416.5754
C1orf131|128061	304.154	C1orf131|128061	178.1672
C1orf133|574036	31.7311	C1orf133|574036	58.0504
C1orf135|79000	32.505	C1orf135|79000	20.0803
C1orf144|26099	3077.5273	C1orf144|26099	3187.6597
C1orf151|440574	881.1178	C1orf151|440574	681.6356
C1orf152|767846	7.3523	C1orf152|767846	10.5878
C1orf156|92342	319.2456	C1orf156|92342	195.3268
C1orf159|54991	152.8509	C1orf159|54991	132.8952
C1orf162|128346	183.0341	C1orf162|128346	55.4947
C1orf163|65260	232.1786	C1orf163|65260	274.5528
C1orf168|199920	29.4093	C1orf168|199920	84.3373
C1orf170|84808	37.1486	C1orf170|84808	28.1124
C1orf172|126695	439.9784	C1orf172|126695	516.977
C1orf173|127254	164.0729	C1orf173|127254	99.6714
C1orf174|339448	407.4734	C1orf174|339448	385.9073
C1orf175|374977	10.448	C1orf175|374977	73.3844
C1orf182|128229	7.7393	lowly_expressed	lowly_expressed
C1orf183|55924	21.67	C1orf183|55924	70.4637
C1orf186|440712	8.9002	lowly_expressed	lowly_expressed
C1orf187|374946	10.835	C1orf187|374946	5.1114
C1orf190|541468	10.4751	C1orf190|541468	43.6656
C1orf192|257177	66.9448	C1orf192|257177	30.6681
C1orf194|127003	5.4175	lowly_expressed	lowly_expressed
C1orf198|84886	4062.3516	C1orf198|84886	2308.1417
C1orf201|90529	237.9831	C1orf201|90529	224.5345
C1orf203|84852	121.5339	C1orf203|84852	98.2293
C1orf204|284677	29.27	C1orf204|284677	50.6681
C1orf210|149466	376.9033	C1orf210|149466	296.4586
C1orf212|113444	529.7542	C1orf212|113444	480.8324
C1orf213|148898	43.7541	C1orf213|148898	44.873999999999995
C1orf216|127703	365.2943	C1orf216|127703	335.889
C1orf21|81563	4066.6082	C1orf21|81563	3775.4655
C1orf220|400798	20.8961	C1orf220|400798	11.6831
C1orf226|400793	1220.0985	C1orf226|400793	1315.0785
C1orf228|339541	32.505	C1orf228|339541	14.2388
C1orf229|388759	15.8655	C1orf229|388759	11.6831
C1orf25|81627	903.1748	C1orf25|81627	557.1376
C1orf26|54823	229.4698	C1orf26|54823	186.5644
C1orf27|54953	1269.63	C1orf27|54953	767.7985
C1orf31|388753	282.8709	C1orf31|388753	142.0226
C1orf35|79169	277.4534	C1orf35|79169	145.3085
C1orf38|9473	195.417	C1orf38|9473	163.5633
C1orf43|25912	6478.9438	C1orf43|25912	3331.5078
C1orf50|79078	119.185	C1orf50|79078	117.5612
C1orf51|148523	228.6959	C1orf51|148523	109.529
C1orf52|148423	247.6572	C1orf52|148423	305.586
C1orf53|388722	17.0264	C1orf53|388722	16.7945
C1orf54|79630	134.2766	C1orf54|79630	58.4155
C1orf55|163859	814.9469	C1orf55|163859	916.7579
C1orf56|54964	259.0649	C1orf56|54964	122.7455
C1orf57|84284	414.8258	C1orf57|84284	315.4436
C1orf58|148362	811.4062	C1orf58|148362	424.582
C1orf59|113802	128.0852	C1orf59|113802	243.5195
lowly_expressed	lowly_expressed	C1orf61|10485	21.5407
C1orf63|57035	217.8609	C1orf63|57035	400.8762
C1orf64|149563	276.2925	C1orf64|149563	385.9073
C1orf66|51093	1101.3005	C1orf66|51093	550.931
C1orf69|200205	239.144	C1orf69|200205	329.3173
C1orf74|148304	128.8591	C1orf74|148304	109.8941
C1orf77|26097	2445.6146	C1orf77|26097	1667.7620000000002
C1orf83|127428	208.1868	C1orf83|127428	213.2165
C1orf84|149469	10.2623	C1orf84|149469	10.92
C1orf85|112770	1408.1632	C1orf85|112770	581.9642
C1orf86|199990	364.6442	C1orf86|199990	208.68200000000002
C1orf88|128344	236.8222	C1orf88|128344	178.1672
C1orf89|79363	65.7839	C1orf89|79363	56.2249
C1orf91|56063	160.5051	C1orf91|56063	162.0664
C1orf93|127281	1310.9036	C1orf93|127281	769.1822
C1orf95|375057	18.9613	C1orf95|375057	106.6083
C1orf96|126731	394.7036	C1orf96|126731	524.2789
C1orf97|84791	270.1011	C1orf97|84791	100.0365
C1orf9|51430	1941.787	C1orf9|51430	1822.1979
C20orf103|24141	540.9761	C20orf103|24141	33.954
C20orf108|116151	3699.7659999999996	C20orf108|116151	4900.6937
C20orf111|51526	702.7272	C20orf111|51526	864.5491
C20orf112|140688	1047.8994	C20orf112|140688	805.7685
C20orf114|92747	35.9877	C20orf114|92747	53.6692
C20orf117|140710	422.5651	C20orf117|140710	502.7382
C20orf118|140711	7.8979	C20orf118|140711	15.2209
C20orf11|54994	1742.8874	C20orf11|54994	1874.7718
C20orf12|55184	153.6248	C20orf12|55184	151.5152
C20orf132|140699	49.1483	C20orf132|140699	34.3191
C20orf134|170487	22.057	C20orf134|170487	30.6681
C20orf135|140701	39.4704	C20orf135|140701	59.1457
C20orf151|140893	107.1891	C20orf151|140893	64.9872
C20orf160|140706	75.845	C20orf160|140706	140.5622
lowly_expressed	lowly_expressed	C20orf165|128497	5.4765
C20orf177|63939	232.9525	C20orf177|63939	200.4381
C20orf194|25943	520.854	C20orf194|25943	902.1541
C20orf195|79025	6.5784	lowly_expressed	lowly_expressed
C20orf196|149840	53.0141	C20orf196|149840	57.3202
C20orf199|441951	1737.4699	C20orf199|441951	1303.3954
lowly_expressed	lowly_expressed	C20orf202|400831	5.1114
lowly_expressed	lowly_expressed	C20orf203|284805	12.0482
C20orf20|55257	233.3395	C20orf20|55257	201.5334
C20orf24|55969	842.9863	C20orf24|55969	680.3359
C20orf26|26074	10.835	C20orf26|26074	9.4925
C20orf27|54976	366.0683	C20orf27|54976	348.6674
C20orf29|55317	214.7652	C20orf29|55317	214.6769
C20orf30|29058	2250.5846	C20orf30|29058	2023.0011
C20orf3|57136	3916.079	C20orf3|57136	3507.1194
C20orf43|51507	1753.7224	C20orf43|51507	1867.835
C20orf46|55321	8.9002	C20orf46|55321	16.7945
C20orf4|25980	1095.1091	C20orf4|25980	1189.4852
C20orf54|113278	506.1493	C20orf54|113278	287.3311
C20orf72|92667	504.2145	C20orf72|92667	581.234
C20orf7|79133	111.0588	C20orf7|79133	123.0376
C20orf85|128602	9.2871	lowly_expressed	lowly_expressed
C20orf94|128710	39.4704	C20orf94|128710	21.1756
C20orf96|140680	312.6672	C20orf96|140680	324.57099999999997
C21orf119|84996	57.2707	C21orf119|84996	102.9573
C21orf122|728039	24.7657	C21orf122|728039	30.303
lowly_expressed	lowly_expressed	C21orf125|284836	5.8415
C21orf15|54094	6.5784	C21orf15|54094	63.5268
C21orf2|755	371.8727	C21orf2|755	381.161
C21orf33|8209	1526.5743	C21orf33|8209	1475.356
C21orf34|388815	26.7005	C21orf34|388815	121.9423
C21orf45|54069	222.8915	C21orf45|54069	183.2786
C21orf49|54067	5.4175	C21orf49|54067	14.2388
C21orf56|84221	84.3582	C21orf56|84221	57.3202
C21orf57|54059	147.8204	C21orf57|54059	121.5772
C21orf58|54058	70.8145	C21orf58|54058	47.4626
C21orf59|56683	718.5038	C21orf59|56683	662.6506
C21orf63|59271	472.4835	C21orf63|59271	625.4107
C21orf67|84536	60.3664	C21orf67|84536	65.3523
C21orf70|85395	63.4622	C21orf70|85395	68.2731
C21orf7|56911	62.6882	C21orf7|56911	64.257
lowly_expressed	lowly_expressed	C21orf81|391267	5.1114
C21orf82|114036	5.8045	lowly_expressed	lowly_expressed
C21orf88|114041	15.0916	C21orf88|114041	28.8426
C21orf91|54149	483.7054	C21orf91|54149	576.1227
C22orf13|83606	2361.3492	C22orf13|83606	2278.0321
C22orf23|84645	43.727	C22orf23|84645	89.8138
C22orf25|128989	460.4876	C22orf25|128989	353.4137
C22orf26|55267	8.5132	C22orf26|55267	7.667000000000001
C22orf27|150291	145.8856	C22orf27|150291	156.9916
C22orf28|51493	1673.2338	C22orf28|51493	1755.3852
C22orf29|79680	749.6931	C22orf29|79680	811.1647
C22orf30|253143	1223.9682	C22orf30|253143	1327.1267
C22orf32|91689	706.2099	C22orf32|91689	807.9591
C22orf34|348645	5.0305	C22orf34|348645	9.1274
C22orf36|388886	323.8891	C22orf36|388886	230.011
C22orf39|128977	344.7814	C22orf39|128977	557.5027
C22orf40|150383	132.3418	C22orf40|150383	132.165
C22orf41|644186	14.3177	lowly_expressed	lowly_expressed
C22orf45|646023	6.1992	C22orf45|646023	5.1114
C22orf46|79640	486.8011	C22orf46|79640	593.6473
C22orf9|23313	2056.7154	C22orf9|23313	1534.1365
C2CD2L|9854	462.7745	C2CD2L|9854	314.6878
C2CD2|25966	583.1552	C2CD2|25966	1139.4669999999999
C2CD3|26005	843.1953	C2CD3|26005	846.2943
C2CD4A|145741	65.01	C2CD4A|145741	84.3373
C2CD4B|388125	15.0916	C2CD4B|388125	20.4454
C2CD4C|126567	7.7393	C2CD4C|126567	21.1756
C2CD4D|100191040	21.283	C2CD4D|100191040	9.8576
C2orf15|150590	153.5513	C2orf15|150590	81.8839
C2orf16|84226	56.4968	C2orf16|84226	67.908
C2orf18|54978	2482.7632	C2orf18|54978	1346.8419
C2orf24|27013	1760.6877	C2orf24|27013	1213.5816
C2orf27A|29798	70.0405	C2orf27A|29798	24.0964
C2orf28|51374	2202.0631	C2orf28|51374	1702.9208
C2orf29|55571	1100.1396	C2orf29|55571	828.7696
C2orf34|79823	67.3318	C2orf34|79823	86.89299999999999
C2orf39|92749	9.2871	lowly_expressed	lowly_expressed
C2orf3|6936	585.864	C2orf3|6936	625.7758
C2orf40|84417	105.6413	C2orf40|84417	814.8959
C2orf42|54980	275.5186	C2orf42|54980	244.9799
C2orf43|60526	380.3859	C2orf43|60526	394.6696
C2orf44|80304	204.7041	C2orf44|80304	281.1245
C2orf47|79568	305.9727	C2orf47|79568	288.0613
C2orf48|348738	6.5784	lowly_expressed	lowly_expressed
C2orf49|79074	112.9936	C2orf49|79074	136.1811
C2orf50|130813	15.0916	C2orf50|130813	9.4925
lowly_expressed	lowly_expressed	C2orf52|151477	7.3019
C2orf54|79919	8.5132	C2orf54|79919	65.3523
C2orf55|343990	582.3813	C2orf55|343990	416.9405
C2orf56|55471	186.1298	C2orf56|55471	220.5184
lowly_expressed	lowly_expressed	C2orf58|285154	9.8576
C2orf60|129450	198.6288	C2orf60|129450	261.7744
C2orf63|130162	91.3236	C2orf63|130162	116.1008
C2orf64|493753	472.8704	C2orf64|493753	475.356
C2orf65|130951	6.9654	C2orf65|130951	16.4294
C2orf67|151050	326.7991	C2orf67|151050	532.6944
C2orf68|388969	685.3138	C2orf68|388969	962.395
C2orf69|205327	469.7747	C2orf69|205327	512.9609
C2orf72|257407	25.9266	C2orf72|257407	277.8386
lowly_expressed	lowly_expressed	C2orf73|129852	5.8415
C2orf74|339804	102.9325	C2orf74|339804	410.3687
C2orf76|130355	103.3195	C2orf76|130355	85.4326
C2orf77|129881	164.8468	C2orf77|129881	215.042
C2orf79|391356	324.6631	C2orf79|391356	230.011
C2orf7|84279	164.0729	C2orf7|84279	234.02700000000002
C2orf81|388963	103.7916	C2orf81|388963	82.3658
C2orf82|389084	6.9654	C2orf82|389084	60.6061
C2orf86|51057	65.7839	C2orf86|51057	122.3074
C2orf88|84281	44.5009	C2orf88|84281	257.7583
C2orf89|129293	30.1832	C2orf89|129293	25.5568
C2|717	544.4627	C2|717	211.5152
C3AR1|719	224.4393	C3AR1|719	161.0077
C3orf10|55845	3073.6577	C3orf10|55845	2800.2921
C3orf14|57415	652.8088	C3orf14|57415	501.6429
C3orf15|89876	45.2748	C3orf15|89876	159.9124
C3orf17|25871	985.5982	C3orf17|25871	1045.6371
C3orf18|51161	256.1704	C3orf18|51161	203.3589
C3orf19|51244	402.0559	C3orf19|51244	495.4363
C3orf1|51300	883.4396	C3orf1|51300	853.5962
C3orf21|152002	272.8099	C3orf21|152002	209.2004
C3orf23|285343	603.2774	C3orf23|285343	447.9737
C3orf26|84319	360.2638	C3orf26|84319	332.23800000000006
C3orf31|132001	162.525	C3orf31|132001	200.07299999999998
C3orf32|51066	6.1914	C3orf32|51066	8.7623
C3orf33|285315	94.0323	C3orf33|285315	146.0387
C3orf34|84984	62.3013	C3orf34|84984	57.6853
C3orf35|339883	8.5132	C3orf35|339883	7.667000000000001
C3orf36|80111	16.2525	lowly_expressed	lowly_expressed
C3orf37|56941	885.7614	C3orf37|56941	845.199
C3orf38|285237	409.4083	C3orf38|285237	385.1771
C3orf39|84892	609.8558	C3orf39|84892	571.7415
C3orf42|84657	14.3177	C3orf42|84657	18.2548
C3orf47|339942	34.4398	C3orf47|339942	27.7474
C3orf52|79669	154.3988	C3orf52|79669	252.2819
C3orf54|389119	22.4439	C3orf54|389119	39.4304
lowly_expressed	lowly_expressed	C3orf55|152078	28.1124
C3orf57|165679	380.7729	C3orf57|165679	224.8996
C3orf58|205428	323.1152	C3orf58|205428	861.2632
C3orf59|151963	238.37	C3orf59|151963	308.8719
C3orf62|375341	179.1645	C3orf62|375341	156.9916
C3orf63|23272	2251.7377	C3orf63|23272	2360.8507
C3orf64|285203	446.1699	C3orf64|285203	1098.211
C3orf67|200844	38.6964	C3orf67|200844	20.0803
C3orf70|285382	67.7188	C3orf70|285382	98.9412
C3orf71|646450	35.2138	C3orf71|646450	33.954
C3orf75|54859	337.8199	C3orf75|54859	292.8076
C3|718	12042.33	C3|718	6440.6718
