gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
CCDC64B|146439	1108.546	CCDC64B|146439	253.5344
CCDC64|92558	190.1938	CCDC64|92558	72.8872
CCDC65|85478	5.0831	CCDC65|85478	28.2752
CCDC66|285331	315.4548	CCDC66|285331	554.3638
CCDC67|159989	49.1369	CCDC67|159989	5.3409
CCDC68|80323	12.2842	CCDC68|80323	127.2385
CCDC69|26112	378.2696	CCDC69|26112	1479.7361
CCDC6|8030	3076.5647	CCDC6|8030	2857.9956
CCDC71|64925	280.4194	CCDC71|64925	538.4857
CCDC72|51372	620.1419	CCDC72|51372	656.9274
CCDC73|493860	23.7848	CCDC73|493860	47.3673
CCDC74A|90557	70.7402	CCDC74A|90557	284.6371
CCDC74B|91409	11.437000000000001	CCDC74B|91409	78.2281
CCDC75|253635	52.5257	CCDC75|253635	113.1008
CCDC76|54482	269.677	CCDC76|54482	402.8809
CCDC77|84318	596.8442	CCDC77|84318	159.912
CCDC78|124093	10.5899	CCDC78|124093	11.9384
CCDC7|221016	34.7263	CCDC7|221016	44.9953
CCDC80|151887	1928.2008	CCDC80|151887	5905.121
CCDC81|60494	8.8955	CCDC81|60494	11.3101
CCDC82|79780	650.2171	CCDC82|79780	635.2498
CCDC84|338657	98.2739	CCDC84|338657	117.4992
CCDC85A|114800	41.9146	CCDC85A|114800	141.841
CCDC85B|11007	72.01100000000001	CCDC85B|11007	93.3082
CCDC85C|317762	403.9182	CCDC85C|317762	611.3635
CCDC86|79080	416.3889	CCDC86|79080	407.0719
CCDC87|55231	12.2842	CCDC87|55231	22.6202
CCDC88A|55704	583.7128	CCDC88A|55704	1008.1684
CCDC88B|283234	155.4591	CCDC88B|283234	128.4951
CCDC88C|440193	444.7739	CCDC88C|440193	1368.2061
CCDC89|220388	16.9438	CCDC89|220388	50.8954
CCDC8|83987	1140.3156	CCDC8|83987	1611.6871
CCDC90A|63933	404.1089	CCDC90A|63933	272.6987
CCDC90B|60492	645.1128	CCDC90B|60492	687.0374
CCDC91|55297	697.2360000000001	CCDC91|55297	525.9189
CCDC92|80212	765.8583	CCDC92|80212	877.7883
CCDC93|54520	827.7031	CCDC93|54520	1314.4832
CCDC94|55702	266.4407	CCDC94|55702	287.1505
CCDC96|257236	41.5122	CCDC96|257236	53.7229
CCDC97|90324	1004.7654	CCDC97|90324	1002.1992
CCDC99|54908	300.7519	CCDC99|54908	208.9224
CCDC9|26093	401.1437	CCDC9|26093	259.8178
CCHCR1|54535	1270.359	CCHCR1|54535	361.6085
CCIN|881	10.5899	lowly_expressed	lowly_expressed
CCK|885	11.8606	lowly_expressed	lowly_expressed
CCL11|6356	23.2977	lowly_expressed	lowly_expressed
CCL13|6357	49.9841	CCL13|6357	24.8194
CCL14|6358	244.8374	CCL14|6358	1109.3025
CCL17|6361	6.7775	lowly_expressed	lowly_expressed
CCL18|6362	30.9224	lowly_expressed	lowly_expressed
CCL19|6363	128.7726	CCL19|6363	81.0556
lowly_expressed	lowly_expressed	CCL20|6364	21.9918
CCL21|6366	532.8815	CCL21|6366	5081.6839
CCL22|6367	172.8264	CCL22|6367	50.5812
CCL28|56477	465.9536	CCL28|56477	892.24
CCL2|6347	585.8308	CCL2|6347	910.7760000000001
CCL3L1|6349	17.791	CCL3L1|6349	16.2865
lowly_expressed	lowly_expressed	CCL3L3|414062	5.077
CCL3|6348	76.6705	CCL3|6348	92.3657
CCL4L2|388372	69.4694	CCL4L2|388372	48.0679
CCL4|6351	113.5232	CCL4|6351	87.0248
CCL5|6352	1134.8089	CCL5|6352	505.8121
CCL8|6355	86.4132	CCL8|6355	85.1398
CCM2|83605	418.5111	CCM2|83605	694.9419
lowly_expressed	lowly_expressed	CCNA1|8900	14.4518
CCNA2|890	715.0609	CCNA2|890	54.7597
CCNB1IP1|57820	972.9959	CCNB1IP1|57820	961.3572
CCNB1|891	1694.8004	CCNB1|891	174.678
CCNB2|9133	726.0405	CCNB2|9133	43.0412
CCNB3|85417	198.2421	CCNB3|85417	19.7926
CCNC|892	2603.8335	CCNC|892	1132.5793
CCND1|595	1471.9771	CCND1|595	6311.0902
CCND2|894	517.6321	CCND2|894	1652.8432
CCND3|896	2594.0909	CCND3|896	1502.0421
CCNDBP1|23582	648.9463	CCNDBP1|23582	1097.7066
CCNE1|898	281.6901	CCNE1|898	20.421
CCNE2|9134	637.4839	CCNE2|9134	63.7041
CCNF|899	994.5992	CCNF|899	224.0025
CCNG1|900	1035.2642	CCNG1|900	3329.5633
CCNG2|901	1376.6811	CCNG2|901	3081.0556
CCNH|902	606.7351	CCNH|902	640.6346
CCNI2|645121	18.8754	CCNI2|645121	27.7128
CCNI|10983	4667.1609	CCNI|10983	6885.0141
CCNJL|79616	36.8527	CCNJL|79616	111.2158
CCNJ|54619	382.5056	CCNJ|54619	235.9409
CCNK|8812	771.1321	CCNK|8812	790.4587
CCNL1|57018	2296.7277	CCNL1|57018	2679.2334
CCNL2|81669	1365.2441	CCNL2|81669	2494.1879
CCNO|10309	35.1583	CCNO|10309	38.957
CCNT1|904	212.2207	CCNT1|904	411.2473
CCNT2|905	492.2165	CCNT2|905	1330.5058
CCNYL1|151195	350.3124	CCNYL1|151195	415.3314
CCNY|219771	2311.1299	CCNY|219771	1843.858
CCPG1|9236	1560.3262	CCPG1|9236	2286.5127
lowly_expressed	lowly_expressed	CCR10|2826	19.4785
CCR1|1230	238.4835	CCR1|1230	121.8976
CCR2|729230	75.3998	CCR2|729230	128.181
CCR4|1233	20.7561	CCR4|1233	16.651
CCR5|1234	252.8857	CCR5|1234	123.1543
CCR6|1235	40.8133	CCR6|1235	88.9067
CCR7|1236	45.7482	CCR7|1236	42.727
CCR8|1237	11.437000000000001	lowly_expressed	lowly_expressed
CCRL1|51554	41.0886	CCRL1|51554	255.4194
CCRL2|9034	34.7347	CCRL2|9034	40.842
CCRN4L|25819	110.1345	CCRN4L|25819	133.2077
CCS|9973	526.5276	CCS|9973	279.2963
CCT2|10576	3208.3024	CCT2|10576	2184.4172
CCT3|7203	8615.905999999999	CCT3|7203	3337.1034
CCT4|10575	3553.1081	CCT4|10575	3409.3622
CCT5|22948	5960.3939	CCT5|22948	2322.0232
CCT6A|908	2689.3996	CCT6A|908	2356.2677
CCT6B|10693	105.0514	CCT6B|10693	125.3534
CCT6P1|643253	81.7537	CCT6P1|643253	119.3842
CCT7|10574	3611.9877	CCT7|10574	3076.0289
CCT8|10694	4783.6493	CCT8|10694	2436.6949
CD101|9398	52.1021	CD101|9398	47.7537
CD109|135228	2653.8049	CD109|135228	1059.9969
CD14|929	1976.4905	CD14|929	921.4577
CD151|977	5339.8284	CD151|977	4739.2397
CD160|11126	27.11	CD160|11126	22.6202
CD163L1|283316	162.6602	CD163L1|283316	119.6984
CD163|9332	573.9701	lowly_expressed	lowly_expressed
CD164L2|388611	140.6333	CD164L2|388611	96.1357
CD164|8763	11298.1044	CD164|8763	11588.7527
CD177|57126	20.3325	lowly_expressed	lowly_expressed
CD180|4064	133.0086	CD180|4064	148.2878
lowly_expressed	lowly_expressed	CD19|930	10.3676
CD1A|909	22.4505	lowly_expressed	lowly_expressed
CD1C|911	33.0403	CD1C|911	45.8687
CD1D|912	35.5819	CD1D|912	33.6161
CD1E|913	31.7696	CD1E|913	26.076
CD200R1|131450	28.8044	CD200R1|131450	37.7003
CD200|4345	318.1192	CD200|4345	879.3591
CD207|50489	183.8399	CD207|50489	79.1706
CD209|30835	106.7457	CD209|30835	201.6965
CD226|10666	36.8527	CD226|10666	36.1294
CD22|933	16.9438	CD22|933	59.6921
CD244|51744	19.9089	CD244|51744	24.8194
CD247|919	95.3087	CD247|919	327.3641
CD248|57124	474.4255	CD248|57124	1043.0412
CD24|100133941	53880.3346	CD24|100133941	8805.5294
CD274|29126	49.1369	CD274|29126	50.266999999999996
CD276|80381	1993.4343	CD276|80381	1222.7458
CD27|939	97.6215	CD27|939	92.39399999999999
CD28|940	41.0886	CD28|940	53.7229
CD2AP|23607	2642.3806	CD2AP|23607	1817.1536
CD2BP2|10421	1456.3168	CD2BP2|10421	1144.8319
CD2|914	304.9878	CD2|914	200.4398
CD300A|11314	131.3142	CD300A|11314	87.9673
CD300C|10871	20.7561	CD300C|10871	11.6243
CD300LB|124599	14.4022	CD300LB|124599	9.7392
CD300LF|146722	46.5954	CD300LF|146722	14.1376
CD300LG|146894	88.5312	CD300LG|146894	575.8718
CD302|9936	979.1719	CD302|9936	2217.9391
CD320|51293	770.5178	CD320|51293	375.1178
CD33|945	46.5954	CD33|945	42.0986
CD34|947	1018.3204	CD34|947	3840.0879999999997
CD36|948	1158.5301	CD36|948	10346.2143
CD37|951	183.8399	CD37|951	196.984
CD38|952	36.4291	CD38|952	43.0412
CD3D|915	86.8368	CD3D|915	64.0905
CD3EAP|10849	1010.8821	CD3EAP|10849	430.8985
CD3E|916	256.2745	CD3E|916	224.6309
CD3G|917	44.4774	CD3G|917	45.2403
CD40LG|959	20.3325	CD40LG|959	39.8995
CD40|958	307.5294	CD40|958	379.5162
CD44|960	12895.0545	CD44|960	7477.5369
CD46|4179	6016.3084	CD46|4179	6005.655
CD47|961	7427.7242	CD47|961	4031.7311
CD48|962	192.3118	CD48|962	209.2366
CD4|920	1116.5943	CD4|920	567.3893
CD52|1043	194.4297	CD52|1043	164.3104
CD53|963	582.442	CD53|963	392.7113
CD55|1604	2332.3096	CD55|1604	1323.5941
CD58|965	198.6657	CD58|965	201.3823
CD59|966	22320.0254	CD59|966	17910.776
CD5|921	95.7323	CD5|921	90.1665
CD63|967	8554.4848	CD63|967	6368.2061
CD68|968	1256.3804	CD68|968	739.2397
CD69|969	79.2121	CD69|969	156.142
CD6|923	112.6761	CD6|923	113.7292
CD72|971	72.8582	CD72|971	26.076
CD74|972	56436.7256	CD74|972	19715.3629
CD79A|973	52.9493	CD79A|973	243.7952
CD79B|974	138.0917	CD79B|974	122.5259
CD7|924	107.5929	CD7|924	56.2363
CD80|941	32.6168	CD80|941	7.5401
CD81|975	8828.9738	CD81|975	11198.2407
CD82|3732	1717.2509	CD82|3732	1247.5652
CD83|9308	1241.9782	CD83|9308	286.8363
CD84|8832	76.6705	CD84|8832	63.4621
CD86|942	228.3173	CD86|942	74.7722
CD8A|925	327.0147	CD8A|925	255.4194
CD8B|926	436.30199999999996	CD8B|926	73.8297
CD93|22918	1361.4317	CD93|22918	2335.5325
CD96|10225	290.16200000000003	CD96|10225	176.2488
CD97|976	735.7831	CD97|976	522.7773
CD99L2|83692	693.4237	CD99L2|83692	1436.3808
CD99|4267	347.3472	CD99|4267	767.5149
CD9|928	10286.1379	CD9|928	6406.8489
CDADC1|81602	133.0086	CDADC1|81602	267.9862
CDAN1|146059	308.3766	CDAN1|146059	445.8058
CDA|978	11.0134	lowly_expressed	lowly_expressed
CDC123|8872	1363.6175	CDC123|8872	747.6689
CDC14A|8556	95.3087	CDC14A|8556	1039.2711
CDC14B|8555	343.9585	CDC14B|8555	1042.7269999999999
lowly_expressed	lowly_expressed	CDC14C|168448	18.535999999999998
CDC16|8881	1724.4520000000002	CDC16|8881	1734.213
CDC20|991	1603.3039999999999	CDC20|991	40.5278
CDC23|8697	907.3388	CDC23|8697	841.0305
CDC25A|993	157.1534	CDC25A|993	30.1602
CDC25B|994	2665.2547	CDC25B|994	666.9808
CDC25C|995	219.0363	CDC25C|995	5.0267
CDC26|246184	51.6785	CDC26|246184	86.2268
CDC27|996	1284.7612	CDC27|996	1693.371
CDC34|997	673.5148	CDC34|997	330.5058
CDC37L1|55664	274.48900000000003	CDC37L1|55664	467.1693
CDC37|11140	2467.8598	CDC37|11140	1839.4596
CDC40|51362	1170.8144	CDC40|51362	854.2256
CDC42BPA|8476	2925.3415	CDC42BPA|8476	2429.4691
CDC42BPB|9578	1889.2301	CDC42BPB|9578	3441.7216
CDC42BPG|55561	884.4647	CDC42BPG|55561	912.0327
CDC42EP1|11135	2833.4216	CDC42EP1|11135	1536.9149
CDC42EP2|10435	124.9603	CDC42EP2|10435	420.04400000000004
CDC42EP3|10602	471.0367	CDC42EP3|10602	1044.612
CDC42EP4|23580	1400.826	CDC42EP4|23580	2928.9978
CDC42EP5|148170	33.4639	CDC42EP5|148170	69.1172
CDC42SE1|56882	3287.6078	CDC42SE1|56882	2876.9117
CDC42SE2|56990	2339.5107	CDC42SE2|56990	1711.9070000000002
CDC42|998	4522.7152	CDC42|998	4894.125
CDC45|8318	610.3992	CDC45|8318	14.1376
CDC5L|988	1699.8835	CDC5L|988	1296.8897
CDC6|990	471.0367	CDC6|990	59.6921
CDC73|79577	1492.3224	CDC73|79577	1274.5837
CDC7|8317	651.9115	CDC7|8317	87.339
CDCA2|157313	384.1999	CDCA2|157313	26.076
CDCA3|83461	615.5247	CDCA3|83461	29.2114
CDCA4|55038	367.6798	CDCA4|55038	164.3104
CDCA5|113130	925.9769	CDCA5|113130	58.1213
CDCA7L|55536	1878.115	CDCA7L|55536	795.1618
CDCA7|83879	461.2941	CDCA7|83879	104.9325
CDCA8|55143	714.1798	CDCA8|55143	47.1254
CDCP1|64866	1178.8626	CDCP1|64866	710.9645
CDH11|1009	1096.2618	CDH11|1009	891.2975
CDH12|1010	19.4853	CDH12|1010	27.961
CDH13|1012	382.9292	CDH13|1012	601.3195
CDH19|28513	30.9224	CDH19|28513	11.3101
CDH1|999	10946.0976	CDH1|999	10802.0735
lowly_expressed	lowly_expressed	CDH20|28316	14.4518
CDH22|64405	11.8606	CDH22|64405	30.4744
CDH23|64072	41.0886	CDH23|64072	335.5325
CDH24|64403	169.4377	CDH24|64403	73.8297
CDH26|60437	12.2842	CDH26|60437	13.8234
CDH2|1000	53.7965	CDH2|1000	89.8523
CDH3|1001	4269.8295	CDH3|1001	2383.9145
lowly_expressed	lowly_expressed	CDH4|1002	14.4518
CDH5|1003	1108.9696	CDH5|1003	1818.4103
CDH6|1004	34.3111	CDH6|1004	114.0434
lowly_expressed	lowly_expressed	CDH8|1006	6.2834
CDHR1|92211	17.791	CDHR1|92211	37.0719
CDHR3|222256	40.9065	CDHR3|222256	77.6846
CDIPT|10423	2473.7901	CDIPT|10423	1522.1489
CDK10|8558	730.2764	CDK10|8558	481.6211
CDK11A|728642	254.2116	CDK11A|728642	209.5602
CDK11B|984	543.8399	CDK11B|984	623.3019
CDK12|51755	1358.043	CDK12|51755	1661.0116
CDK13|8621	916.6578	CDK13|8621	1474.3952
CDK14|5218	558.7207	CDK14|5218	1096.4499
lowly_expressed	lowly_expressed	CDK15|65061	14.1376
CDK16|5127	2020.1207	CDK16|5127	1294.3764
CDK17|5128	648.9463	CDK17|5128	1176.8772
CDK18|5129	733.6651	CDK18|5129	402.7647
CDK19|23097	3999.4409	CDK19|23097	759.1643
CDK1|983	1504.183	CDK1|983	84.8256
CDK20|23552	119.03	CDK20|23552	215.2058
CDK2AP1|8099	7565.8159	CDK2AP1|8099	2064.4046
CDK2AP2|10263	696.3889	CDK2AP2|10263	387.0562
CDK2|1017	1892.6189	CDK2|1017	550.11
CDK3|1018	200.987	CDK3|1018	143.5847
CDK4|1019	3056.6557	CDK4|1019	1535.344
CDK5R1|8851	86.4132	CDK5R1|8851	42.727
CDK5RAP1|51654	586.2544	CDK5RAP1|51654	450.5184
CDK5RAP2|55755	1503.3358	CDK5RAP2|55755	2146.4028
CDK5RAP3|80279	1804.0877	CDK5RAP3|80279	1975.4948
CDK5|1020	97.8503	CDK5|1020	107.4458
CDK6|1021	4583.7128	CDK6|1021	1034.2444
CDK7|1022	604.0453	CDK7|1022	350.9268
CDK8|1024	165.2017	CDK8|1024	166.5096
CDK9|1025	656.571	CDK9|1025	1111.2158
CDKAL1|54901	2707.6141	CDKAL1|54901	346.8426
CDKL1|8814	15.2494	CDKL1|8814	42.727
CDKL2|8999	12.7078	CDKL2|8999	116.2425
CDKL3|51265	36.8951	CDKL3|51265	39.9969
CDKL5|6792	117.7592	CDKL5|6792	207.6657
CDKN1A|1026	1014.5081	CDKN1A|1026	2176.2488
CDKN1B|1027	2241.6605	CDKN1B|1027	1969.8398
CDKN1C|1028	166.0489	CDKN1C|1028	860.1948
CDKN2AIPNL|91368	299.9047	CDKN2AIPNL|91368	215.2058
CDKN2AIP|55602	353.2776	CDKN2AIP|55602	689.9152
CDKN2A|1029	1384.3058	CDKN2A|1029	48.382
CDKN2BAS|100048912	84.2952	lowly_expressed	lowly_expressed
CDKN2B|1030	442.6559	CDKN2B|1030	415.3314
CDKN2C|1031	1124.219	CDKN2C|1031	787.3076
CDKN2D|1032	276.607	CDKN2D|1032	77.9139
CDKN3|1033	151.6467	CDKN3|1033	10.3676
CDNF|441549	49.1369	CDNF|441549	113.7292
CDO1|1036	425.2886	CDO1|1036	442.35
CDON|50937	278.3014	CDON|50937	1053.7229
CDR1|1038	36.8485	CDR1|1038	47.1505
CDR2L|30850	383.3527	CDR2L|30850	357.8385
CDR2|1039	799.7458	CDR2|1039	554.8225
CDRT15P|94158	5.5067	lowly_expressed	lowly_expressed
CDRT4|284040	280.1906	CDRT4|284040	376.274
CDS1|1040	606.5869	CDS1|1040	738.2972
CDS2|8760	865.8265	CDS2|8760	1028.5894
CDSN|1041	25.4157	CDSN|1041	57.4929
CDT1|81620	927.2477	CDT1|81620	46.8112
CDV3|55573	4270.6767	CDV3|55573	4123.4684
CDYL2|124359	19.9089	CDYL2|124359	198.86900000000003
CDYL|9425	1011.5429	CDYL|9425	674.2067
CEACAM19|56971	138.5153	CEACAM19|56971	82.9406
CEACAM1|634	4952.6633	CEACAM1|634	778.5108
CEACAM21|90273	14.4022	CEACAM21|90273	15.0801
CEACAM5|1048	26.2628	CEACAM5|1048	11.9384
CEACAM6|4680	288.4676	CEACAM6|4680	195.09900000000002
lowly_expressed	lowly_expressed	CEACAM7|1087	9.1109
CEBPA|1050	923.8589	CEBPA|1050	1418.1589999999999
CEBPB|1051	1543.1537	CEBPB|1051	685.5168
CEBPD|1052	166.8961	CEBPD|1052	507.38300000000004
CEBPG|1054	2097.2149	CEBPG|1054	1027.961
CEBPZ|10153	1168.6964	CEBPZ|10153	1491.9887
CECR1|51816	2389.4949	CECR1|51816	633.3648
CECR2|27443	32.1932	CECR2|27443	20.7352
CECR5|27440	1279.6781	CECR5|27440	345.2718
CECR6|27439	61.4212	CECR6|27439	11.9384
CECR7|100130418	311.3417	CECR7|100130418	109.3308
CELF1|10658	1847.7179	CELF1|10658	2245.0518
CELF2|10659	706.1315	CELF2|10659	1657.5558
CELF4|56853	16.5202	CELF4|56853	15.0801
CELF5|60680	53.7965	CELF5|60680	45.5545
CELF6|60677	48.2813	CELF6|60677	100.5749
CELSR1|9620	1014.9317	CELSR1|9620	1983.6632
CELSR2|1952	1667.6904	CELSR2|1952	2256.0478
CELSR3|1951	170.5644	CELSR3|1951	68.9475
CEL|1056	74.5526	CEL|1056	32.0452
CEMP1|752014	254.0506	CEMP1|752014	131.6745
CENPA|1058	105.475	CENPA|1058	10.0534
CENPBD1|92806	447.3155	CENPBD1|92806	291.5489
CENPB|1059	2599.174	CENPB|1059	1490.1037
CENPC1|1060	388.4359	CENPC1|1060	756.2048
CENPE|1062	652.3351	CENPE|1062	56.8646
CENPF|1063	4631.1554	CENPF|1063	443.9208
CENPH|64946	263.052	CENPH|64946	105.5608
CENPI|2491	63.5391	CENPI|2491	16.9651
CENPJ|55835	274.48900000000003	CENPJ|55835	361.6085
CENPK|64105	241.4487	CENPK|64105	29.8461
CENPL|91687	376.9988	CENPL|91687	89.8523
CENPM|79019	349.8888	CENPM|79019	16.9651
CENPN|55839	704.0305	CENPN|55839	99.1486
CENPO|79172	186.5763	CENPO|79172	63.9208
CENPP|401541	67.2922	CENPP|401541	42.5259
CENPQ|55166	185.9579	CENPQ|55166	129.4376
CENPT|80152	774.7538	CENPT|80152	602.8904
CENPV|201161	222.387	CENPV|201161	133.836
CENPW|387103	608.7049	CENPW|387103	93.6224
CEP110|11064	644.7104	CEP110|11064	838.5171
CEP120|153241	464.2592	CEP120|153241	1033.6161
CEP135|9662	198.6657	CEP135|9662	344.3292
CEP152|22995	144.02200000000002	CEP152|22995	148.6019
CEP164|22897	658.689	CEP164|22897	771.9133
CEP170L|645455	6.3539	lowly_expressed	lowly_expressed
CEP170|9859	1909.9862	CEP170|9859	1125.0393
CEP192|55125	1142.8571	CEP192|55125	989.9466
CEP250|11190	1156.8358	CEP250|11190	715.3629
CEP290|80184	516.5943	CEP290|80184	853.2768
CEP350|9857	2520.8091	CEP350|9857	2107.76
CEP55|55165	839.9873	CEP55|55165	33.6161
CEP57|9702	1369.0564	CEP57|9702	1082.3123
CEP63|80254	700.8874	CEP63|80254	736.3368
CEP68|23177	924.7061	CEP68|23177	2132.9155
CEP70|80321	983.5857	CEP70|80321	399.3088
CEP72|55722	94.4615	CEP72|55722	90.4807
CEP76|79959	219.8454	CEP76|79959	174.0496
CEP78|84131	377.846	CEP78|84131	329.5633
CEP97|79598	341.4169	CEP97|79598	227.7725
CEPT1|10390	793.3919	CEPT1|10390	734.2130000000001
CERCAM|51148	296.5159	CERCAM|51148	741.1247
CERKL|375298	61.328	CERKL|375298	43.8863
CERK|64781	1405.0620000000001	CERK|64781	767.2008
CES1|1066	362.5966	CES1|1066	1462.4568
CES2|8824	1304.2465	CES2|8824	1459.3151
CES3|23491	185.9579	CES3|23491	96.7641
lowly_expressed	lowly_expressed	CES4|51716	43.9837
CES8|283848	88.1076	CES8|283848	113.415
CETN2|1069	1297.469	CETN2|1069	1029.2177
CETN3|1070	345.2293	CETN3|1070	326.7358
CETP|1071	11.8606	lowly_expressed	lowly_expressed
CFB|629	2181.6414	lowly_expressed	lowly_expressed
CFDP1|10428	1317.8015	CFDP1|10428	648.759
CFD|1675	147.4108	CFD|1675	1869.934
CFHR3|10878	6.7775	lowly_expressed	lowly_expressed
CFH|3075	571.005	CFH|3075	973.6098
CFI|3426	222.8105	CFI|3426	769.0858
CFL1|1072	14081.1183	CFL1|1072	6480.3644
CFL2|1073	527.3748	CFL2|1073	1121.8976
CFLAR|8837	805.6465	CFLAR|8837	1095.5074
CFLP1|142913	11.0134	CFLP1|142913	9.1109
CFP|5199	24.1449	CFP|5199	16.3368
lowly_expressed	lowly_expressed	CFTR|1080	12.2526
CG030|116828	46.1718	CG030|116828	85.454
lowly_expressed	lowly_expressed	CGB7|94027	15.8655
CGGBP1|8545	1890.5009	CGGBP1|8545	2847.9516
CGNL1|84952	1035.2642	CGNL1|84952	1765.6299
CGN|57530	869.6389	CGN|57530	1428.2124
CGREF1|10669	178.9008	CGREF1|10669	70.9865
CGRRF1|10668	104.6278	CGRRF1|10668	318.2532
CH25H|9023	29.228	CH25H|9023	96.4499
CHAC1|79094	29.228	CHAC1|79094	19.1643
CHAC2|494143	47.019	CHAC2|494143	26.3902
CHADL|150356	325.7439	CHADL|150356	108.7339
CHAD|1101	87.684	CHAD|1101	157.0845
CHAF1A|10036	1030.1811	CHAF1A|10036	207.0374
CHAF1B|8208	1013.2373	CHAF1B|8208	179.0763
CHCHD10|400916	268.9823	CHCHD10|400916	344.9576
CHCHD1|118487	404.5325	CHCHD1|118487	297.2039
CHCHD2|51142	2955.4167	CHCHD2|51142	1941.8787
CHCHD3|54927	581.1712	CHCHD3|54927	595.9786
CHCHD4|131474	242.7195	CHCHD4|131474	189.1298
CHCHD5|84269	131.3142	CHCHD5|84269	166.1954
CHCHD6|84303	220.269	CHCHD6|84303	136.3494
CHCHD7|79145	382.5056	CHCHD7|79145	448.9475
CHCHD8|51287	457.9053	CHCHD8|51287	397.1096
CHD1L|9557	1068.3046	CHD1L|9557	755.2623
CHD1|1105	1319.0723	CHD1|1105	1512.4097
CHD2|1106	3193.0531	CHD2|1106	3835.3754
CHD3|1107	3600.5507	CHD3|1107	4845.7429999999995
CHD4|1108	8929.6876	CHD4|1108	5705.8278
lowly_expressed	lowly_expressed	CHD5|26038	7.8542
CHD6|84181	3147.7285	CHD6|84181	3329.2491
CHD7|55636	1246.2141	CHD7|55636	842.9155
CHD8|57680	1893.4661	CHD8|57680	2714.4204
CHD9|80205	2749.1263	CHD9|80205	2983.6632
CHDH|55349	809.0649	CHDH|55349	961.6714
CHEK1|1111	683.681	CHEK1|1111	103.6758
CHEK2|11200	487.5569	CHEK2|11200	147.6594
CHERP|10523	1807.9975	CHERP|10523	1186.1137
CHFR|55743	472.3075	CHFR|55743	311.3415
lowly_expressed	lowly_expressed	CHGB|1114	6.2834
CHI3L1|1116	10542.836000000001	CHI3L1|1116	506.1263
CHI3L2|1117	2065.8689	CHI3L2|1117	739.868
CHIC1|53344	206.71400000000003	CHIC1|53344	481.9353
CHIC2|26511	255.0037	CHIC2|26511	206.0949
CHID1|66005	1349.5711	CHID1|66005	1035.5011
CHIT1|1118	28.8044	CHIT1|1118	20.7352
CHKA|1119	1596.5265	CHKA|1119	868.9915
CHKB-CPT1B|386593	582.3954	CHKB-CPT1B|386593	560.2828
CHKB|1120	265.9028	CHKB|1120	250.9833
CHL1|10752	221.9634	CHL1|10752	2960.7289
CHML|1122	2200.9954	CHML|1122	616.0855
CHMP1A|5119	2157.3652	CHMP1A|5119	1302.2306
CHMP1B|57132	1639.3095	CHMP1B|57132	1462.771
CHMP2A|27243	1293.2331	CHMP2A|27243	1074.1439
CHMP2B|25978	887.4298	CHMP2B|25978	1153.6287
CHMP4A|29082	585.4495	CHMP4A|29082	635.1555
CHMP4B|128866	3105.3691	CHMP4B|128866	2188.5014
CHMP4C|92421	917.9286	CHMP4C|92421	509.5822
CHMP5|51510	1367.523	CHMP5|51510	1108.0616
CHMP6|79643	462.5649	CHMP6|79643	363.8077
CHMP7|91782	705.2843	CHMP7|91782	954.1313
CHM|1121	430.3717	CHM|1121	835.6896
CHN1|1123	114.3704	CHN1|1123	185.0456
CHN2|1124	23.7213	CHN2|1124	130.3801
CHODL|140578	152.4939	CHODL|140578	43.6695
CHORDC1|26973	623.5307	CHORDC1|26973	463.7135
CHPF2|54480	424.865	CHPF2|54480	883.7575
CHPF|79586	1050.0815	CHPF|79586	903.5501
CHPT1|56994	3102.4039	CHPT1|56994	1630.7854
CHP|11261	1980.7265	CHP|11261	2355.011
CHRAC1|54108	812.4537	CHRAC1|54108	496.0729
CHRDL1|91851	376.9988	CHRDL1|91851	4878.1024
CHRDL2|25884	828.5502	lowly_expressed	lowly_expressed
CHRD|8646	38.5471	CHRD|8646	201.3823
CHRFAM7A|89832	12.7078	CHRFAM7A|89832	54.2287
CHRM1|1128	242.7195	CHRM1|1128	138.8627
lowly_expressed	lowly_expressed	CHRM2|1129	6.9117
CHRM3|1131	243.1431	CHRM3|1131	43.6695
lowly_expressed	lowly_expressed	CHRM5|1133	6.9117
CHRNA10|57053	12.7078	CHRNA10|57053	9.7392
lowly_expressed	lowly_expressed	CHRNA2|1135	17.5935
CHRNA3|1136	16.0966	lowly_expressed	lowly_expressed
CHRNA5|1138	347.3472	CHRNA5|1138	33.3019
CHRNA6|8973	7.2011	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA7|1139	15.0424
CHRNB1|1140	115.2176	CHRNB1|1140	177.7883
CHRNB2|1141	38.5471	CHRNB2|1141	75.4006
CHRNB4|1143	13.555	lowly_expressed	lowly_expressed
CHRNE|1145	18.4009	CHRNE|1145	18.6302
CHST10|9486	341.4169	CHST10|9486	312.284
CHST11|50515	81.3301	CHST11|50515	79.1706
CHST12|55501	135.5501	CHST12|55501	199.4973
CHST13|166012	6.7775	lowly_expressed	lowly_expressed
CHST14|113189	320.6608	CHST14|113189	535.9724
CHST15|51363	308.8002	CHST15|51363	1508.0113
CHST1|8534	92.7671	CHST1|8534	146.0886
CHST2|9435	854.3895	CHST2|9435	140.4336
