gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
ALPK1|80216	500.9613	ALPK1|80216	602.3891
ALPK2|115701	40.282	ALPK2|115701	5.9727
ALPK3|57538	224.8467	ALPK3|57538	469.7099
ALPL|249	56.3948	ALPL|249	661.6894
ALS2CL|259173	54.5638	ALS2CL|259173	242.3208
ALS2CR11|151254	6.2254	ALS2CR11|151254	12.7986
ALS2CR4|65062	701.6387	ALS2CR4|65062	1336.6041
ALS2CR8|79800	250.8468	ALS2CR8|79800	272.1843
ALS2|57679	840.4285	ALS2|57679	675.7679
ALX3|257	15.7466	ALX3|257	43.5154
lowly_expressed	lowly_expressed	ALX4|60529	43.942
AMACR|23600	631.3284	AMACR|23600	373.2935
AMBP|259	111.6909	AMBP|259	5.9727
AMBRA1|55626	1273.6428	AMBRA1|55626	935.1536
AMD1|262	1904.2388	AMD1|262	1323.622
AMDHD1|144193	13.1832	AMDHD1|144193	17.4915
AMDHD2|51005	125.0352	AMDHD2|51005	158.8524
AMFR|267	1317.2205	AMFR|267	3076.3652
AMICA1|120425	85.6907	AMICA1|120425	65.273
AMIGO1|57463	76.902	AMIGO1|57463	184.3003
AMIGO2|347902	376.8196	AMIGO2|347902	2483.7884
AMIGO3|386724	55.2962	AMIGO3|386724	37.116
AMMECR1L|83607	1111.7825	AMMECR1L|83607	843.8567
AMMECR1|9949	688.4556	AMMECR1|9949	150.1706
AMN1|196394	93.0147	AMN1|196394	190.273
AMOTL1|154810	869.3582	AMOTL1|154810	3244.4539
AMOTL2|51421	1035.2467	AMOTL2|51421	5386.9454
AMOT|154796	731.3009	AMOT|154796	1095.9898
lowly_expressed	lowly_expressed	AMPD1|270	6.8259
AMPD2|271	567.9758	AMPD2|271	496.587
AMPD3|272	283.0724	AMPD3|272	112.62799999999999
AMPH|273	38.8172	AMPH|273	44.3686
AMT|275	13.2638	AMT|275	143.1485
lowly_expressed	lowly_expressed	AMY1A|276	12.7986
AMY2B|280	39.9597	AMY2B|280	426.0879
AMZ1|155185	8.0564	AMZ1|155185	10.2389
AMZ2P1|201283	86.4231	AMZ2P1|201283	250.8532
AMZ2|51321	839.3299	AMZ2|51321	1844.2833
ANAPC10|10393	124.1417	ANAPC10|10393	123.2935
ANAPC11|51529	399.5239	ANAPC11|51529	597.2696
ANAPC13|25847	1171.7514	ANAPC13|25847	1335.8831
ANAPC16|119504	2040.4651	ANAPC16|119504	3177.4744
ANAPC1|64682	1068.5709	ANAPC1|64682	895.4778
ANAPC2|29882	693.9485	ANAPC2|29882	557.1672
ANAPC4|29945	440.5383	ANAPC4|29945	549.9147
ANAPC5|51433	2066.0991	ANAPC5|51433	2136.5188
ANAPC7|51434	1224.2058	ANAPC7|51434	625.4266
ANGEL1|23357	678.202	ANGEL1|23357	480.80199999999996
ANGEL2|90806	1320.8825	ANGEL2|90806	679.6075
ANGPT1|284	58.9582	ANGPT1|284	872.4403
ANGPT2|285	261.8328	ANGPT2|285	209.47099999999998
lowly_expressed	lowly_expressed	ANGPT4|51378	14.0785
ANGPTL1|9068	13.5494	ANGPTL1|9068	285.8362
ANGPTL2|23452	1048.7961	ANGPTL2|23452	6077.6451
ANGPTL4|51129	62.6202	ANGPTL4|51129	1226.1092
lowly_expressed	lowly_expressed	ANGPTL5|253935	11.0922
lowly_expressed	lowly_expressed	ANGPTL7|10218	582.3379
ANG|283	419.5184	ANG|283	848.5964
ANK1|286	8.7888	ANK1|286	17.0648
ANK2|287	137.6911	ANK2|287	1007.2526
ANK3|288	1535.1094	ANK3|288	834.471
ANKAR|150709	16.8452	ANKAR|150709	59.3003
ANKDD1A|348094	28.5636	ANKDD1A|348094	109.215
ANKFN1|162282	64.8174	lowly_expressed	lowly_expressed
ANKFY1|51479	1855.168	ANKFY1|51479	2160.8362
ANKHD1-EIF4EBP3|404734	976.9587	ANKHD1-EIF4EBP3|404734	1236.5742
ANKHD1|54882	2524.5079	lowly_expressed	lowly_expressed
ANKH|56172	1060.5145	ANKH|56172	1969.2833
ANKIB1|54467	1885.5626	ANKIB1|54467	1762.7986
lowly_expressed	lowly_expressed	ANKK1|255239	22.6109
lowly_expressed	lowly_expressed	ANKLE1|126549	6.3993
ANKLE2|23141	1691.4767	ANKLE2|23141	1790.1024
ANKMY1|51281	250.4806	ANKMY1|51281	273.4642
ANKMY2|57037	367.2984	ANKMY2|57037	817.8328
ANKRA2|57763	327.7488	ANKRA2|57763	341.7235
ANKRD10|55608	1561.7979999999998	ANKRD10|55608	1191.0794
ANKRD11|29123	1872.6760000000002	ANKRD11|29123	2541.6084
ANKRD12|23253	1693.6739	ANKRD12|23253	2082.7645
ANKRD13A|88455	668.6808	ANKRD13A|88455	1150.5973
ANKRD13B|124930	50.5356	ANKRD13B|124930	100.6826
ANKRD13C|81573	651.1032	ANKRD13C|81573	657.4232
ANKRD13D|338692	335.8052	ANKRD13D|338692	346.4164
ANKRD16|54522	142.4517	ANKRD16|54522	136.5188
ANKRD17|26057	4721.7797	ANKRD17|26057	3028.157
ANKRD19|138649	21.2396	ANKRD19|138649	26.8771
lowly_expressed	lowly_expressed	ANKRD20A3|441425	5.1195
ANKRD22|118932	166.2547	ANKRD22|118932	42.2355
ANKRD23|200539	39.9158	ANKRD23|200539	28.156999999999996
ANKRD24|170961	15.0142	ANKRD24|170961	27.7304
ANKRD26|22852	258.9032	ANKRD26|22852	332.7645
ANKRD27|84079	717.0191	ANKRD27|84079	974.8294
ANKRD28|23243	1577.9548	ANKRD28|23243	1144.6246
ANKRD29|147463	5.492999999999999	ANKRD29|147463	308.4471
ANKRD30A|91074	1447.2215	ANKRD30A|91074	902.3038
ANKRD30B|374860	1652.6595	lowly_expressed	lowly_expressed
ANKRD32|84250	298.819	ANKRD32|84250	136.9454
ANKRD34A|284615	47.9722	ANKRD34A|284615	29.8635
ANKRD35|148741	10.2536	ANKRD35|148741	152.7304
ANKRD36BP1|84832	230.7059	ANKRD36BP1|84832	155.2901
ANKRD36B|57730	21.2396	ANKRD36B|57730	58.8737
ANKRD36|375248	99.9725	ANKRD36|375248	185.1536
ANKRD37|353322	84.3981	ANKRD37|353322	93.9804
ANKRD39|51239	129.2685	ANKRD39|51239	103.6689
ANKRD40|91369	1276.9386	ANKRD40|91369	3889.9317
ANKRD42|338699	198.4803	ANKRD42|338699	298.2082
ANKRD43|134548	6.9578	ANKRD43|134548	92.1502
ANKRD44|91526	179.0717	ANKRD44|91526	119.4539
lowly_expressed	lowly_expressed	ANKRD45|339416	20.0512
ANKRD46|157567	304.6782	ANKRD46|157567	1025.3285
ANKRD49|54851	207.2691	ANKRD49|54851	270.9044
ANKRD50|57182	3172.7547	ANKRD50|57182	1261.5188
ANKRD52|283373	2704.0190000000002	ANKRD52|283373	1227.3891
ANKRD53|79998	5.1268	ANKRD53|79998	281.1433
ANKRD54|129138	234.3678	ANKRD54|129138	232.9352
ANKRD56|345079	90.8175	ANKRD56|345079	90.0171
ANKRD57|65124	451.1581	ANKRD57|65124	710.3242
ANKRD58|347454	12.0846	lowly_expressed	lowly_expressed
ANKRD5|63926	547.8348	ANKRD5|63926	281.1433
ANKRD6|22881	247.9282	ANKRD6|22881	334.6843
ANKRD9|122416	16.8452	ANKRD9|122416	49.0614
ANKS1A|23294	1454.1793	ANKS1A|23294	1222.6962
ANKS1B|56899	152.3391	ANKS1B|56899	75.0853
ANKS3|124401	225.5791	ANKS3|124401	146.7577
ANKS6|203286	53.8314	ANKS6|203286	304.1809
ANKZF1|55139	443.1017	ANKZF1|55139	507.6792
ANLN|54443	1791.4492	ANLN|54443	22.1843
ANO10|55129	828.7101	ANO10|55129	1154.4369
ANO1|55107	2012.6339	ANO1|55107	5249.5734
ANO2|57101	30.0284	ANO2|57101	131.3993
lowly_expressed	lowly_expressed	ANO3|63982	447.5256
lowly_expressed	lowly_expressed	ANO4|121601	5.5461
ANO5|203859	529.8911	ANO5|203859	199.2321
ANO6|196527	2526.0460000000003	ANO6|196527	14631.8259
ANO7|50636	15.3804	ANO7|50636	13.6519
ANO8|57719	176.5083	ANO8|57719	337.4573
ANO9|338440	110.2261	ANO9|338440	72.09899999999999
ANP32A|8125	4366.9322	ANP32A|8125	2374.1468
ANP32B|10541	2884.1893	ANP32B|10541	3339.5904
ANP32E|81611	1753.3645	ANP32E|81611	1009.3857
ANPEP|290	194.8183	ANPEP|290	1743.1741
ANTXR1|84168	5865.4216	ANTXR1|84168	3372.4403
ANTXR2|118429	749.2447	ANTXR2|118429	4071.6724
ANUBL1|93550	146.8461	ANUBL1|93550	313.5666
ANXA11|311	2693.7654	ANXA11|311	3689.8464
lowly_expressed	lowly_expressed	ANXA13|312	5.1195
ANXA1|301	1326.3755	ANXA1|301	13764.9317
ANXA2P1|303	34.789	ANXA2P1|303	68.2594
ANXA2P2|304	3808.4775	ANXA2P2|304	4411.2628
ANXA2P3|305	5.8592	lowly_expressed	lowly_expressed
ANXA2|302	9746.7729	ANXA2|302	12738.4812
ANXA3|306	767.5547	ANXA3|306	1571.2457
ANXA4|307	1348.7137	lowly_expressed	lowly_expressed
ANXA5|308	9064.5427	ANXA5|308	11269.6246
ANXA6|309	5651.5609	ANXA6|309	12005.5461
ANXA7|310	3969.2392	ANXA7|310	3181.3140000000003
ANXA8L2|244	23.0706	ANXA8L2|244	256.8259
ANXA8|653145	49.437	ANXA8|653145	377.1331
ANXA9|8416	530.6235	ANXA9|8416	131.8259
AOAH|313	49.8032	AOAH|313	34.1297
AOC2|314	10.6198	AOC2|314	171.5017
AOC3|8639	637.92	AOC3|8639	31368.6007
AOX1|316	293.32599999999996	AOX1|316	480.80199999999996
AP1AR|55435	1071.8667	AP1AR|55435	574.6587
AP1B1|162	1886.295	AP1B1|162	1610.4949
AP1G1|164	2527.877	AP1G1|164	2412.116
AP1G2|8906	1568.0051	AP1G2|8906	556.6638
AP1M1|8907	859.1046	AP1M1|8907	1260.6655
AP1M2|10053	2449.5102	AP1M2|10053	436.4334
AP1S1|1174	1001.5563	AP1S1|1174	350.6826
AP1S2|8905	205.0719	AP1S2|8905	430.8874
AP1S3|130340	161.8603	AP1S3|130340	76.7918
AP2A1|160	1400.3552	AP2A1|160	2210.0128
AP2A2|161	1921.8164	AP2A2|161	1520.4778
AP2B1|163	10127.9868	AP2B1|163	5749.5734
AP2M1|1173	6233.0861	AP2M1|1173	4456.9113
AP2S1|1175	1038.5425	AP2S1|1175	716.7235
AP3B1|8546	2245.1707	AP3B1|8546	1381.8259
AP3B2|8120	13.1832	AP3B2|8120	58.4471
AP3D1|8943	3653.2088	AP3D1|8943	2393.3447
AP3M1|26985	1878.6048	AP3M1|26985	1693.6860000000001
AP3M2|10947	436.1439	AP3M2|10947	389.9317
AP3S1|1176	373.89	AP3S1|1176	867.3208
AP3S2|10239	1593.5109	AP3S2|10239	2354.134
AP4B1|10717	196.847	AP4B1|10717	270.6399
AP4E1|23431	541.9756	AP4E1|23431	392.4915
AP4M1|9179	507.2489	AP4M1|9179	208.6903
AP4S1|11154	71.7752	AP4S1|11154	80.2048
APAF1|317	986.9084	APAF1|317	495.7338
APBA1|320	60.7892	APBA1|320	300.3413
APBA2|321	60.7892	APBA2|321	23.0375
APBA3|9546	207.6353	APBA3|9546	140.3584
APBB1IP|54518	173.9449	APBB1IP|54518	934.727
APBB1|322	357.0448	APBB1|322	754.2662
APBB2|323	1827.703	APBB2|323	3339.1638
APBB3|10307	136.5925	APBB3|10307	212.4573
APCDD1L|164284	49.437	APCDD1L|164284	130.9727
APCDD1|147495	175.7759	APCDD1|147495	2754.6928
APC|324	1726.6319	APC|324	1488.4812
APEH|327	1416.0945	APEH|327	1350.256
APEX1|328	3484.7569	APEX1|328	2335.3242
APEX2|27301	539.7784	APEX2|27301	334.8976
APH1A|51107	5415.3621	APH1A|51107	3106.2287
APH1B|83464	656.9624	APH1B|83464	868.6007
API5|8539	3422.5029999999997	API5|8539	2461.1775
APIP|51074	351.9546	APIP|51074	718.6135
APITD1|378708	203.6071	APITD1|378708	113.9078
APLF|200558	104.6855	APLF|200558	104.5563
APLNR|187	558.4546	APLNR|187	1196.6724
APLN|8862	143.5503	APLN|8862	111.7747
APLP1|333	59.6906	APLP1|333	29.8635
APLP2|334	4054.93	APLP2|334	16933.4471
APOA1BP|128240	2159.1138	APOA1BP|128240	835.3242
APOB48R|55911	168.8181	APOB48R|55911	52.4744
APOBEC3A|200315	12.3995	lowly_expressed	lowly_expressed
APOBEC3B|9582	364.7862	APOBEC3B|9582	18.7372
APOBEC3C|27350	119.7473	APOBEC3C|27350	311.0068
APOBEC3D|140564	89.7189	APOBEC3D|140564	71.6724
APOBEC3F|200316	231.072	APOBEC3F|200316	150.1706
APOBEC3G|60489	250.1144	APOBEC3G|60489	223.5495
APOB|338	6.5916	lowly_expressed	lowly_expressed
APOC1|341	812.2311	APOC1|341	1358.3618
APOC2|344	47.606	APOC2|344	8.1058
APOD|347	233.6354	APOD|347	14904.0102
APOE|348	2129.4516	APOE|348	7669.3686
APOL1|8542	1358.6011	APOL1|8542	845.1365
APOL2|23780	531.3559	APOL2|23780	437.7133
APOL3|80833	523.6657	APOL3|80833	949.2321
APOL4|80832	312.0022	APOL4|80832	287.5427
APOL6|80830	3861.5765	APOL6|80830	6517.4915
APOLD1|81575	636.8214	APOLD1|81575	1421.5017
APOM|55937	26.3664	APOM|55937	60.5802
APOOL|139322	313.1008	APOOL|139322	347.2696
APOO|79135	249.7482	APOO|79135	139.5051
APPBP2|10513	1144.3743	APPBP2|10513	1711.1775
APPL1|26060	1213.2198	APPL1|26060	1866.0410000000002
APPL2|55198	776.3435	APPL2|55198	1444.9659
APP|351	47617.6874	APP|351	19590.0171
APRT|353	600.9338	APRT|353	781.9966
APTX|54840	522.5671	APTX|54840	454.3515
lowly_expressed	lowly_expressed	AQP11|282679	42.6621
AQP1|358	1573.8057	AQP1|358	12895.3925
AQP3|360	39.5496	AQP3|360	404.4369
AQP4|361	7.6902	AQP4|361	37.9693
AQP5|362	60.0568	AQP5|362	8.1058
lowly_expressed	lowly_expressed	AQP6|363	6.8259
AQP7P1|375719	5.1268	AQP7P1|375719	1145.9044
lowly_expressed	lowly_expressed	AQP7P3|441432	88.7372
AQP7|364	30.0284	AQP7|364	4918.0887
AQP9|366	5.492999999999999	lowly_expressed	lowly_expressed
AQPEP|206338	6.2254	AQPEP|206338	1185.8148
AQR|9716	2138.2404	AQR|9716	1241.8942
ARAF|369	1043.6693	ARAF|369	1194.9659
ARAP1|116985	2416.9184	lowly_expressed	lowly_expressed
ARAP2|116984	391.4675	ARAP2|116984	270.9044
ARAP3|64411	217.1565	ARAP3|64411	720.1365
ARCN1|372	4102.9021	ARCN1|372	4273.4642
ARC|23237	7.324	ARC|23237	190.6997
AREG|374	14.648	AREG|374	145.0512
ARF1|375	14120.6628	ARF1|375	6293.0887
ARF3|377	5992.4929	ARF3|377	3433.0205
ARF4|378	3486.9541	ARF4|378	2955.6314
ARF5|381	1974.1646	ARF5|381	1593.8567
ARF6|382	4692.8499	ARF6|382	2250.0
ARFGAP1|55738	1283.5302	ARFGAP1|55738	639.5051
ARFGAP2|84364	1920.3516	ARFGAP2|84364	1953.0717
ARFGAP3|26286	1245.8116	ARFGAP3|26286	906.9966
ARFGEF1|10565	3416.2776	ARFGEF1|10565	2086.7449
ARFGEF2|10564	3357.6856	ARFGEF2|10564	2633.9590000000003
ARFIP1|27236	1544.2644	ARFIP1|27236	899.7439999999999
ARFIP2|23647	2725.2586	ARFIP2|23647	882.2526
ARFRP1|10139	260.0018	ARFRP1|10139	431.314
ARG2|384	156.7372	ARG2|384	398.2551
ARGLU1|55082	1576.8562	ARGLU1|55082	1982.0819
ARHGAP10|79658	371.3266	ARHGAP10|79658	706.4846
ARHGAP11A|9824	930.8798	ARHGAP11A|9824	56.31399999999999
ARHGAP11B|89839	67.0146	ARHGAP11B|89839	6.4761
ARHGAP12|94134	1297.812	ARHGAP12|94134	1166.8089
ARHGAP15|55843	41.3806	ARHGAP15|55843	36.6894
ARHGAP17|55114	758.0335	ARHGAP17|55114	1189.4198
ARHGAP18|93663	826.5129	ARHGAP18|93663	899.7439999999999
ARHGAP19|84986	381.9464	ARHGAP19|84986	988.4812
ARHGAP1|392	4334.7066	ARHGAP1|392	3346.4164
ARHGAP20|57569	36.62	ARHGAP20|57569	944.9659
ARHGAP21|57584	1329.6713	ARHGAP21|57584	3418.942
ARHGAP22|58504	27.0988	ARHGAP22|58504	33.2765
ARHGAP23|57636	315.298	ARHGAP23|57636	768.7713
ARHGAP24|83478	86.4231	ARHGAP24|83478	658.2765
ARHGAP25|9938	180.9027	ARHGAP25|9938	410.8362
ARHGAP26|23092	694.3147	ARHGAP26|23092	657.8498
ARHGAP27|201176	419.2987	ARHGAP27|201176	352.3891
ARHGAP28|79822	84.2259	ARHGAP28|79822	275.5973
ARHGAP29|9411	1930.2389	ARHGAP29|9411	4203.9249
ARHGAP30|257106	452.2567	ARHGAP30|257106	216.2969
ARHGAP31|57514	599.1028	ARHGAP31|57514	2615.1877
ARHGAP32|9743	2928.4995	ARHGAP32|9743	1584.471
ARHGAP33|115703	55.6624	ARHGAP33|115703	122.8669
ARHGAP39|80728	432.4819	ARHGAP39|80728	123.2935
ARHGAP42|143872	93.0147	ARHGAP42|143872	464.1212
ARHGAP4|393	206.9029	ARHGAP4|393	167.6621
ARHGAP5|394	2059.1413	ARHGAP5|394	3517.0648
ARHGAP6|395	12.817	ARHGAP6|395	114.3345
ARHGAP8|23779	1032.2109	ARHGAP8|23779	249.8464
ARHGAP9|64333	79.4653	ARHGAP9|64333	33.7031
ARHGDIA|396	3214.1353	ARHGDIA|396	3085.7509
ARHGDIB|397	8205.4381	ARHGDIB|397	2683.8737
ARHGEF10L|55160	587.7506	ARHGEF10L|55160	717.5768
ARHGEF10|9639	450.4257	ARHGEF10|9639	992.7474
ARHGEF11|9826	2701.8218	ARHGEF11|9826	1527.3038
ARHGEF12|23365	4461.0455	ARHGEF12|23365	6347.2696
ARHGEF15|22899	159.6631	ARHGEF15|22899	1139.0785
ARHGEF16|27237	708.9627	ARHGEF16|27237	244.0273
ARHGEF17|9828	2137.8742	ARHGEF17|9828	2197.9522
ARHGEF18|23370	952.1194	ARHGEF18|23370	654.8635
ARHGEF19|128272	385.6083	ARHGEF19|128272	203.9249
ARHGEF1|9138	1279.8682	ARHGEF1|9138	905.2901
ARHGEF2|9181	2607.7085	ARHGEF2|9181	2891.6382
ARHGEF33|100271715	7.324	ARHGEF33|100271715	12.372
ARHGEF35|445328	1193.0788	ARHGEF35|445328	575.9386
ARHGEF37|389337	322.9882	ARHGEF37|389337	1176.1945
ARHGEF38|54848	57.1272	ARHGEF38|54848	35.8362
ARHGEF3|50650	633.1594	ARHGEF3|50650	831.058
ARHGEF4|50649	27.8312	ARHGEF4|50649	343.0034
ARHGEF5|7984	658.061	ARHGEF5|7984	380.5461
ARHGEF6|9459	486.3133	ARHGEF6|9459	3938.5666
ARHGEF7|8874	1336.6291	ARHGEF7|8874	2253.413
ARHGEF9|23229	483.7499	ARHGEF9|23229	784.9829
ARID1A|8289	4241.3256	ARID1A|8289	2380.9727
ARID1B|57492	2668.4977	ARID1B|57492	2477.3891
ARID2|196528	1999.0845	ARID2|196528	1140.3584
ARID3A|1820	96.6767	ARID3A|1820	110.4949
ARID3B|10620	135.4939	ARID3B|10620	84.8976
ARID4A|5926	665.0188	ARID4A|5926	1224.4027
ARID4B|51742	3655.0398	ARID4B|51742	1505.3242
ARID5A|10865	772.3153	ARID5A|10865	1186.8601
ARID5B|84159	1696.2373	ARID5B|84159	3871.1604
ARIH1|25820	2194.269	ARIH1|25820	2376.2799
ARIH2|10425	968.9646	ARIH2|10425	1615.6143
ARL10|285598	20.5072	ARL10|285598	49.4881
ARL11|115761	41.0144	ARL11|115761	17.4915
ARL13B|200894	332.8756	ARL13B|200894	232.9352
ARL15|54622	403.5521	ARL15|54622	357.9352
ARL16|339231	331.0446	ARL16|339231	403.157
ARL17A|51326	85.0609	ARL17A|51326	98.8908
ARL1|400	2471.4822	ARL1|400	2130.9727
ARL2BP|23568	746.3151	ARL2BP|23568	1683.4471
ARL2|402	299.1852	ARL2|402	1167.2355
ARL3|403	604.962	ARL3|403	599.8294
ARL4A|10124	207.2691	ARL4A|10124	912.1160000000001
ARL4C|10123	595.807	ARL4C|10123	1354.9488
ARL4D|379	131.4657	ARL4D|379	184.727
ARL5A|26225	964.5702	ARL5A|26225	1031.57
ARL5B|221079	321.5234	ARL5B|221079	373.7201
ARL6IP1|23204	7401.9958	ARL6IP1|23204	6311.4334
ARL6IP4|51329	1158.2898	ARL6IP4|51329	1558.8737
ARL6IP5|10550	2807.6536	ARL6IP5|10550	6467.1502
ARL6IP6|151188	181.2689	ARL6IP6|151188	284.1297
ARL6|84100	118.6487	ARL6|84100	83.6177
ARL8A|127829	2094.2964	ARL8A|127829	999.1468
ARL8B|55207	1692.2091	ARL8B|55207	2478.6689
ARMC10|83787	983.9385	ARMC10|83787	710.3882
ARMC1|55156	699.4415	ARMC1|55156	825.0853
ARMC2|84071	45.775	ARMC2|84071	45.2218
ARMC3|219681	13.5494	lowly_expressed	lowly_expressed
ARMC5|79798	215.3255	ARMC5|79798	149.3174
ARMC6|93436	478.9893	ARMC6|93436	305.866
ARMC7|79637	328.115	ARMC7|79637	182.5939
ARMC8|25852	700.1739	ARMC8|25852	851.9625
ARMC9|80210	786.2309	ARMC9|80210	163.8225
ARMCX1|51309	598.0042	ARMCX1|51309	879.2662
ARMCX2|9823	1365.9251	ARMCX2|9823	677.9010000000001
ARMCX3|51566	2583.1731	ARMCX3|51566	2104.0956
ARMCX5|64860	494.0035	ARMCX5|64860	389.0785
ARMCX6|54470	315.298	ARMCX6|54470	204.7782
ARNT2|9915	1708.3219	ARNT2|9915	196.2457
ARNTL2|56938	116.8177	ARNTL2|56938	168.5154
ARNTL|406	260.368	ARNTL|406	185.1536
ARNT|405	1682.6879	ARNT|405	2540.1024
ARPC1A|10552	1867.0036	ARPC1A|10552	2524.9061
ARPC1B|10095	1763.1347	ARPC1B|10095	754.1041
ARPC2|10109	4402.4535	ARPC2|10109	3347.6962
ARPC3|10094	3692.3922	ARPC3|10094	2217.5768
ARPC4|10093	3175.1131	ARPC4|10093	2164.4113
ARPC5L|81873	658.7934	ARPC5L|81873	428.3276
ARPC5|10092	4736.4277	ARPC5|10092	1938.1399
ARPM1|84517	18.31	ARPM1|84517	46.0751
ARPP19|10776	5451.6159	ARPP19|10776	5481.6553
ARRB1|408	390.7351	ARRB1|408	1553.3276
ARRB2|409	306.5092	ARRB2|409	299.4881
ARRDC1|92714	702.3711	ARRDC1|92714	370.7338
ARRDC2|27106	429.1861	ARRDC2|27106	375.0
ARRDC3|57561	1071.5005	ARRDC3|57561	2619.8805
ARRDC4|91947	275.7484	ARRDC4|91947	1254.2662
ARSA|410	445.6651	ARSA|410	639.0785
ARSB|411	462.5103	ARSB|411	212.88400000000001
ARSD|414	4876.316	ARSD|414	2441.9795
ARSE|415	27.0988	ARSE|415	13.6519
ARSG|22901	245.72	ARSG|22901	198.8055
ARSH|347527	24.5354	lowly_expressed	lowly_expressed
ARSI|340075	63.3526	ARSI|340075	11.9454
ARSJ|79642	426.2565	ARSJ|79642	99.4027
ARSK|153642	146.1137	ARSK|153642	138.6519
ART3|419	8.7888	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART5|116969	21.7577
ARV1|64801	618.1452	ARV1|64801	328.9249
ARVCF|421	663.9202	ARVCF|421	255.5461
ARX|170302	58.9582	ARX|170302	8.1058
AR|367	1008.1479	AR|367	627.5597
AS3MT|57412	340.93199999999996	lowly_expressed	lowly_expressed
ASAH1|427	4972.6266	ASAH1|427	8230.802
ASAH2B|653308	33.6904	ASAH2B|653308	6.3993
ASAH2|56624	9.5212	lowly_expressed	lowly_expressed
ASAM|79827	208.3677	ASAM|79827	2771.3311
ASAP1|50807	1221.6424	ASAP1|50807	1153.157
ASAP2|8853	1402.9113	ASAP2|8853	1064.4198
ASAP3|55616	1107.0219	ASAP3|55616	1020.0512
ASB13|79754	1593.3352	ASB13|79754	594.2833
lowly_expressed	lowly_expressed	ASB14|142686	17.9181
ASB16|92591	42.8344	ASB16|92591	13.6988
ASB1|51665	749.3326	ASB1|51665	910.6527
ASB2|51676	10.985999999999999	ASB2|51676	21.7577
ASB3|51130	303.9458	ASB3|51130	328.5495
lowly_expressed	lowly_expressed	ASB4|51666	8.5324
ASB6|140459	1144.6452	lowly_expressed	lowly_expressed
ASB7|140460	568.342	ASB7|140460	482.0819
ASB8|140461	773.4139	ASB8|140461	953.9249
ASB9|140462	10.2536	ASB9|140462	56.31399999999999
ASCC1|51008	463.9751	ASCC1|51008	485.0683
ASCC2|84164	1242.882	ASCC2|84164	1330.2048
ASCC3|10973	1739.4489	ASCC3|10973	1010.6655
ASCL1|429	8.7888	lowly_expressed	lowly_expressed
ASCL2|430	57.8596	ASCL2|430	14.0785
ASF1A|25842	487.7781	ASF1A|25842	482.5085
ASF1B|55723	609.7226	ASF1B|55723	26.0239
lowly_expressed	lowly_expressed	ASGR1|432	5.1195
ASH1L|55870	5776.186	ASH1L|55870	4348.9078
ASH2L|9070	1298.9106	ASH2L|9070	1491.0410000000002
ASL|435	586.2858	ASL|435	335.3242
ASMTL|8623	586.2858	ASMTL|8623	598.1229
ASNA1|439	1498.4894	ASNA1|439	825.5119
ASNSD1|54529	841.5271	ASNSD1|54529	1197.099
ASNS|440	725.8079	ASNS|440	231.6553
ASPA|443	10.2536	ASPA|443	244.4539
lowly_expressed	lowly_expressed	ASPG|374569	27.3038
ASPHD1|253982	30.3946	ASPHD1|253982	9.8123
ASPHD2|57168	180.5365	ASPHD2|57168	33.2765
ASPH|444	3564.8412	ASPH|444	19562.3677
ASPM|259266	2264.9455	lowly_expressed	lowly_expressed
ASPN|54829	1606.5184	ASPN|54829	156.9966
ASPRV1|151516	57.4934	ASPRV1|151516	112.8968
ASPSCR1|79058	421.1297	ASPSCR1|79058	191.9795
ASRGL1|80150	1271.8118	ASRGL1|80150	52.0478
ASS1|445	643.0468	ASS1|445	7827.6451
ASTE1|28990	280.7983	ASTE1|28990	238.1015
ASTN1|460	10.985999999999999	ASTN1|460	94.7099
ASTN2|23245	187.1281	ASTN2|23245	162.116
ASXL1|171023	1699.1669	ASXL1|171023	1944.5392
ASXL2|55252	1253.1356	ASXL2|55252	1146.7577
lowly_expressed	lowly_expressed	ASXL3|80816	33.2765
ATAD1|84896	1358.2349	ATAD1|84896	1365.1877
ATAD2B|54454	744.4841	ATAD2B|54454	341.7235
ATAD2|29028	1053.9229	ATAD2|29028	532.8498
ATAD3A|55210	335.439	ATAD3A|55210	233.7884
ATAD3B|83858	94.4795	ATAD3B|83858	104.0956
ATAD3C|219293	112.7895	ATAD3C|219293	94.7099
ATAD5|79915	156.7335	lowly_expressed	lowly_expressed
ATE1|11101	401.3549	ATE1|11101	414.2491
ATF1|466	420.0311	ATF1|466	476.1092
ATF2|1386	717.7515	ATF2|1386	782.4232
ATF3|467	154.1701	ATF3|467	6273.8908
ATF4|468	6454.637	ATF4|468	6311.0068
ATF5|22809	686.2584	ATF5|22809	637.7986
ATF6B|1388	2889.3161	ATF6B|1388	1585.7509
ATF6|22926	2834.02	ATF6|22926	1529.4369
ATF7IP2|80063	59.6906	ATF7IP2|80063	103.2423
ATF7IP|55729	2480.271	ATF7IP|55729	1610.9215
ATF7|11016	3036.9825	ATF7|11016	3014.5179
ATG10|83734	102.1697	ATG10|83734	132.2526
ATG12|9140	572.7364	ATG12|9140	610.4949
ATG16L1|55054	1350.5447	ATG16L1|55054	642.9181
