gene_id	TCGA-BH-A0H9-01A-11R-A056-07	gene_id	TCGA-BH-A0H9-11A-22R-A466-07
CHCHD6|84303	185.7101	CHCHD6|84303	207.3098
CHCHD7|79145	1226.0776	CHCHD7|79145	398.4422
CHCHD8|51287	755.3514	CHCHD8|51287	675.8538
CHD1L|9557	858.1761	CHD1L|9557	437.3877
CHD1|1105	1031.7662	CHD1|1105	399.0413
CHD2|1106	1735.9007	CHD2|1106	1148.5919999999999
CHD3|1107	4078.1937	CHD3|1107	1426.6028
CHD4|1108	7710.8787	CHD4|1108	3480.3535
CHD6|84181	2207.4089	CHD6|84181	479.3289
CHD7|55636	781.9372	CHD7|55636	201.3182
CHD8|57680	2345.4208	CHD8|57680	886.1594
CHD9|80205	1326.1656	CHD9|80205	540.4434
CHDH|55349	806.5683	CHDH|55349	23.3673
CHEK1|1111	333.4962	CHEK1|1111	103.6549
CHEK2|11200	164.9888	CHEK2|11200	73.6968
CHERP|10523	1551.0585	CHERP|10523	994.0503
CHFR|55743	438.2758	CHFR|55743	269.6225
CHGA|1113	146.2223	lowly_expressed	lowly_expressed
CHGB|1114	8.2103	CHGB|1114	6.5908
CHI3L1|1116	242.0096	CHI3L1|1116	104.8532
CHI3L2|1117	139.9668	CHI3L2|1117	32.9539
CHIC1|53344	309.6472	CHIC1|53344	236.0695
CHIC2|26511	142.7035	CHIC2|26511	221.6896
CHID1|66005	2008.4058	CHID1|66005	1894.5476
CHIT1|1118	14.4658	CHIT1|1118	34.1522
CHKA|1119	659.955	CHKA|1119	337.9269
CHKB-CPT1B|386593	50.0948	CHKB-CPT1B|386593	182.4626
CHKB|1120	256.6826	CHKB|1120	394.3379
CHL1|10752	169.6804	CHL1|10752	410.4254
CHML|1122	950.0538	CHML|1122	136.6087
CHMP1A|5119	4252.1748	CHMP1A|5119	2624.9251
CHMP1B|57132	1561.1377	CHMP1B|57132	1368.4841
CHMP2A|27243	2683.2177	CHMP2A|27243	3695.027
CHMP2B|25978	1463.7865	CHMP2B|25978	987.4176
CHMP4A|29082	1131.9871	CHMP4A|29082	1856.1114
CHMP4B|128866	1680.7741	CHMP4B|128866	3475.1348
CHMP4C|92421	301.0458	CHMP4C|92421	32.3547
CHMP5|51510	1619.2317	CHMP5|51510	1754.7034
CHMP6|79643	480.5004	CHMP6|79643	729.7783
CHMP7|91782	1378.1644	CHMP7|91782	1140.8029
CHM|1121	838.2367	CHM|1121	356.5009
CHN1|1123	228.7166	CHN1|1123	260.6351
CHN2|1124	131.7564	CHN2|1124	115.0389
lowly_expressed	lowly_expressed	CHODL|140578	26.9623
CHORDC1|26973	842.9284	CHORDC1|26973	266.6267
CHPF2|54480	1436.0278	CHPF2|54480	704.0144
CHPF|79586	2395.8557	CHPF|79586	1159.976
CHPT1|56994	497.5975	CHPT1|56994	1863.9904
CHP|11261	3072.6224	CHP|11261	4765.728
CHRAC1|54108	477.7637	CHRAC1|54108	562.6123
CHRDL1|91851	236.92700000000002	CHRDL1|91851	10358.8975
lowly_expressed	lowly_expressed	CHRDL2|25884	9.5866
CHRD|8646	759.6519999999999	CHRD|8646	325.3445
lowly_expressed	lowly_expressed	CHRFAM7A|89832	8.1067
CHRM1|1128	28.9317	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRM3|1131	11.3841
CHRM4|1132	6.2555	lowly_expressed	lowly_expressed
CHRNA1|1134	13.2929	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA3|1136	14.3799
CHRNA5|1138	14.4658	CHRNA5|1138	19.1732
CHRNA6|8973	5.0826	lowly_expressed	lowly_expressed
CHRNB1|1140	127.4558	CHRNB1|1140	244.4578
CHRNB2|1141	8.9923	lowly_expressed	lowly_expressed
CHRNE|1145	7.0883	CHRNE|1145	14.2301
CHST10|9486	392.5325	CHST10|9486	190.5333
CHST11|50515	62.9459	CHST11|50515	50.9287
CHST12|55501	192.3566	CHST12|55501	566.8065
CHST13|166012	5.0826	lowly_expressed	lowly_expressed
CHST14|113189	518.8154	CHST14|113189	601.5578
CHST15|51363	1489.5905	CHST15|51363	512.2828
CHST1|8534	54.3446	CHST1|8534	97.0641
CHST2|9435	65.6827	CHST2|9435	438.586
CHST3|9469	248.65599999999998	CHST3|9469	865.1887
CHST6|4166	23.4581	lowly_expressed	lowly_expressed
CHST7|56548	41.0517	CHST7|56548	499.7004
CHST8|64377	492.6205	CHST8|64377	10.1857
CHST9|83539	34.0143	lowly_expressed	lowly_expressed
CHSY1|22856	1432.509	CHSY1|22856	636.9083
CHSY3|337876	70.3744	CHSY3|337876	139.6046
CHTF18|63922	284.6252	CHTF18|63922	103.0557
CHTF8|54921	2274.6555	CHTF8|54921	2680.0479
CHUK|1147	687.7138	CHUK|1147	492.5105
CHURC1|91612	1446.7755	CHURC1|91612	2103.0437
CIAO1|9391	2057.6679	CIAO1|9391	1710.006
CIAPIN1|57019	1505.2292	CIAPIN1|57019	760.9347
CIB1|10519	1875.0855	CIB1|10519	1700.4194
CIB2|10518	23.0671	CIB2|10518	288.7957
CIB3|117286	35.5781	lowly_expressed	lowly_expressed
CIC|23152	1439.9374	CIC|23152	1342.121
CIDEA|1149	112.208	CIDEA|1149	11457.16
CIDEB|27141	342.2266	CIDEB|27141	356.2073
CIDECP|152302	102.4338	CIDECP|152302	209.317
CIDEC|63924	282.6703	CIDEC|63924	32690.6231
CIITA|4261	115.3357	CIITA|4261	181.5458
CILP2|148113	153.2597	CILP2|148113	10.7849
CILP|8483	3257.1596	CILP|8483	3496.7046
CINP|51550	454.3055	CINP|51550	590.7729
CIR1|9541	461.7339	CIR1|9541	710.0060000000001
CIRBP|1153	2918.9718	CIRBP|1153	7082.6842
CIRH1A|84916	1427.8174	CIRH1A|84916	1091.0725
CISD1|55847	303.0007	CISD1|55847	251.0485
CISD2|493856	946.926	CISD2|493856	372.6783
CISD3|284106	844.7855	CISD3|284106	1302.7022
CISH|1154	1318.7372	CISH|1154	303.7747
CITED1|4435	33.6233	CITED1|4435	7.7891
CITED2|10370	1926.6934	CITED2|10370	5268.4242
CITED4|163732	547.3561	CITED4|163732	227.6812
CIT|11113	184.1462	CIT|11113	65.9077
CIZ1|25792	1176.8156	CIZ1|25792	1944.8772
CKAP2L|150468	130.5835	lowly_expressed	lowly_expressed
CKAP2|26586	941.0615	CKAP2|26586	146.1953
CKAP4|10970	3235.2654	CKAP4|10970	1251.0485
CKAP5|9793	4267.4225	CKAP5|9793	1130.018
CKB|1152	734.63	CKB|1152	2717.1959
CKLF|51192	465.6436	CKLF|51192	286.399
CKMT1A|548596	95.0054	lowly_expressed	lowly_expressed
CKMT1B|1159	121.5912	lowly_expressed	lowly_expressed
CKMT2|1160	19.5484	CKMT2|1160	399.6405
CKS1B|1163	884.762	CKS1B|1163	825.0449
CKS2|1164	471.1172	CKS2|1164	77.891
CLASP1|23332	1356.6611	CLASP1|23332	1155.1827
CLASP2|23122	1309.3539	CLASP2|23122	829.2391
CLCA2|9635	281.1064	CLCA2|9635	113.2415
CLCA4|22802	5.0826	lowly_expressed	lowly_expressed
CLCC1|23155	680.258	CLCC1|23155	839.5626
CLCF1|23529	38.7059	CLCF1|23529	89.275
CLCN1|1180	23.0671	lowly_expressed	lowly_expressed
CLCN2|1181	140.7487	CLCN2|1181	11.3841
CLCN3|1182	2220.7018	CLCN3|1182	692.6303
CLCN4|1183	29.7136	CLCN4|1183	318.7537
CLCN5|1184	180.2365	CLCN5|1184	97.0641
CLCN6|1185	194.7024	CLCN6|1185	503.8945
CLCN7|1186	5735.1188	CLCN7|1186	1660.2756
lowly_expressed	lowly_expressed	CLCNKA|1187	16.1774
lowly_expressed	lowly_expressed	CLCNKB|1188	5.9916
CLDN10|9071	6.7129	CLDN10|9071	32.2948
CLDN11|5010	161.47	CLDN11|5010	575.7939
CLDN12|9069	1171.733	CLDN12|9069	311.5638
CLDN14|23562	6.6465	lowly_expressed	lowly_expressed
CLDN15|24146	62.9459	CLDN15|24146	299.5806
lowly_expressed	lowly_expressed	CLDN18|51208	6.5908
CLDN19|149461	7.4284	lowly_expressed	lowly_expressed
CLDN1|9076	89.5318	CLDN1|9076	86.2792
CLDN23|137075	78.1937	CLDN23|137075	290.5932
CLDN2|9075	11.7291	CLDN2|9075	101.6417
CLDN3|1365	2557.7167	lowly_expressed	lowly_expressed
CLDN4|1364	7174.6652	CLDN4|1364	15.5782
CLDN5|7122	155.6055	CLDN5|7122	14862.1929
CLDN6|9074	13.2929	lowly_expressed	lowly_expressed
CLDN7|1366	3665.7218	CLDN7|1366	47.9329
CLDN8|9073	43.0065	lowly_expressed	lowly_expressed
CLDN9|9080	11.7291	lowly_expressed	lowly_expressed
CLDND1|56650	643.5344	CLDND1|56650	1390.0539
lowly_expressed	lowly_expressed	CLDND2|125875	52.7262
CLEC10A|10462	67.2466	CLEC10A|10462	269.6225
CLEC11A|6320	184.5372	CLEC11A|6320	128.2205
CLEC14A|161198	261.558	CLEC14A|161198	4665.6681
CLEC16A|23274	3462.8091	CLEC16A|23274	427.2019
CLEC1A|51267	27.7588	CLEC1A|51267	473.9365
CLEC2B|9976	88.3589	CLEC2B|9976	741.7615
CLEC2D|29121	320.9852	CLEC2D|29121	286.399
CLEC2L|154790	9.7742	CLEC2L|154790	15.5782
CLEC3A|10143	11126.5761	lowly_expressed	lowly_expressed
CLEC3B|7123	174.763	CLEC3B|7123	12243.2594
CLEC4A|50856	16.8117	CLEC4A|50856	29.3589
lowly_expressed	lowly_expressed	CLEC4E|26253	22.169
lowly_expressed	lowly_expressed	CLEC4F|165530	35.3505
lowly_expressed	lowly_expressed	CLEC4GP1|440508	10.1857
lowly_expressed	lowly_expressed	CLEC4G|339390	62.3128
CLEC5A|23601	20.7213	lowly_expressed	lowly_expressed
CLEC7A|64581	55.9085	CLEC7A|64581	11.3841
CLGN|1047	222.0702	CLGN|1047	8.3883
CLIC1|1192	6064.7053	CLIC1|1192	7603.9545
CLIC2|1193	165.7707	CLIC2|1193	880.7669
CLIC3|9022	13.2929	CLIC3|9022	38.3463
CLIC4|25932	3157.0716	CLIC4|25932	7700.4194
CLIC5|53405	73.1111	CLIC5|53405	1013.7807
CLIC6|54102	137.621	CLIC6|54102	8.3883
CLINT1|9685	2095.2009	CLINT1|9685	1345.1168
CLIP1|6249	1420.78	CLIP1|6249	1191.7316
CLIP2|7461	183.7553	CLIP2|7461	548.2325
CLIP3|25999	301.4368	CLIP3|25999	316.9563
CLIP4|79745	105.1706	CLIP4|79745	728.58
CLK1|1195	645.0982	CLK1|1195	1644.6974
CLK2P|1197	7.4284	CLK2P|1197	10.1857
CLK2|1196	606.7833	CLK2|1196	462.5524
CLK3|1198	381.9763	CLK3|1198	827.4416
CLK4|57396	262.3399	CLK4|57396	375.6741
CLMN|79789	997.3610000000001	CLMN|79789	1151.5878
CLN3|1201	966.4744	CLN3|1201	1051.5279
CLN5|1203	693.9693	CLN5|1203	872.3787
CLN6|54982	765.1256	CLN6|54982	527.861
CLN8|2055	373.76599999999996	CLN8|2055	440.9826
CLNS1A|1207	1721.8258	CLNS1A|1207	1255.8418
CLOCK|9575	669.3383	CLOCK|9575	129.4188
CLP1|10978	262.3399	CLP1|10978	292.3907
CLPB|81570	297.5271	CLPB|81570	295.3865
CLPP|8192	953.1815	CLPP|8192	1294.1881
CLPTM1L|81037	2060.7956	CLPTM1L|81037	3118.0348
CLPTM1|1209	3315.4139	CLPTM1|1209	3467.9449
CLPX|10845	619.6853	CLPX|10845	363.0917
lowly_expressed	lowly_expressed	CLRN3|119467	7.1899
CLSPN|63967	77.4118	lowly_expressed	lowly_expressed
CLSTN1|22883	3898.3482	CLSTN1|22883	2709.4068
CLSTN2|64084	3115.6290000000004	CLSTN2|64084	1500.2996
CLSTN3|9746	2536.2135	CLSTN3|9746	934.0923
CLTA|1211	1813.3125	CLTA|1211	3242.0611
CLTB|1212	772.554	CLTB|1212	2618.3343
CLTCL1|8218	140.3577	CLTCL1|8218	176.1534
CLTC|1213	18639.8202	CLTC|1213	7017.3757
CLUAP1|23059	532.4993	CLUAP1|23059	413.4212
CLUL1|27098	16.4207	lowly_expressed	lowly_expressed
CLU|1191	6562.0174	CLU|1191	50014.3799
lowly_expressed	lowly_expressed	CLVS1|157807	62.5345
CLYBL|171425	39.8788	CLYBL|171425	137.2079
lowly_expressed	lowly_expressed	CMA1|1215	66.5069
CMAH|8418	88.3589	CMAH|8418	153.3853
CMAS|55907	815.5606	CMAS|55907	607.5494
CMBL|134147	2465.0572	CMBL|134147	1046.1354
CMC1|152100	207.9953	CMC1|152100	160.5752
CMIP|80790	1480.5982	CMIP|80790	1479.3289
CMKLR1|1240	140.3577	CMKLR1|1240	450.5692
CMPK1|51727	3174.2743	CMPK1|51727	4686.6387
CMPK2|129607	50.435	CMPK2|129607	119.2331
CMTM1|113540	156.3874	CMTM1|113540	28.1606
CMTM3|123920	1421.171	CMTM3|123920	1271.42
CMTM4|146223	4317.0756	CMTM4|146223	430.1977
lowly_expressed	lowly_expressed	CMTM5|116173	7.1899
CMTM6|54918	5444.2381	CMTM6|54918	1072.4985
CMTM7|112616	159.9062	CMTM7|112616	206.1114
CMTM8|152189	457.0423	CMTM8|152189	161.7735
CMYA5|202333	792.1024	CMYA5|202333	31.7555
CN5H6.4|150384	6.2555	CN5H6.4|150384	12.5824
CNBP|7555	4545.0103	CNBP|7555	8820.8508
CNDP2|55748	5436.4187	CNDP2|55748	2535.6501
CNFN|84518	33.2323	CNFN|84518	51.5279
CNGA1|1259	5.8645	CNGA1|1259	76.6926
CNGA2|1260	28.9317	lowly_expressed	lowly_expressed
CNGB3|54714	19.1575	lowly_expressed	lowly_expressed
CNIH2|254263	117.2906	lowly_expressed	lowly_expressed
CNIH3|149111	51.6079	CNIH3|149111	37.7472
CNIH4|29097	1489.9814	CNIH4|29097	962.2528
CNIH|10175	1820.7409	CNIH|10175	1226.4829
CNKSR1|10256	492.2295	CNKSR1|10256	5.9916
lowly_expressed	lowly_expressed	CNKSR2|22866	10.1857
CNKSR3|154043	75.8479	CNKSR3|154043	175.5542
CNN1|1264	280.3245	CNN1|1264	980.2277
CNN2|1265	667.7744	CNN2|1265	2709.4068
CNN3|1266	4468.3804	CNN3|1266	4880.7669
lowly_expressed	lowly_expressed	CNNM1|26507	5.9916
CNNM2|54805	89.1408	CNNM2|54805	161.7735
CNNM3|26505	1016.5184	CNNM3|26505	814.26
CNNM4|26504	1856.71	CNNM4|26504	159.976
CNOT10|25904	719.7732	CNOT10|25904	430.1977
CNOT1|23019	7277.5564	CNOT1|23019	2160.5153
CNOT2|4848	1848.8906	CNOT2|4848	927.5015
CNOT3|4849	880.0704	CNOT3|4849	736.9682
CNOT4|4850	546.9651	CNOT4|4850	381.0665
CNOT6L|246175	973.9028	CNOT6L|246175	889.1552
CNOT6|57472	1891.8972	CNOT6|57472	352.3068
CNOT7|29883	2611.2794	CNOT7|29883	1180.3475
CNOT8|9337	1696.0219	CNOT8|9337	1548.2325
CNO|55330	396.8332	CNO|55330	249.25099999999998
CNPY2|10330	1088.8476	CNPY2|10330	1186.9383
CNPY3|10695	939.1066	CNPY3|10695	1098.8616
CNPY4|245812	243.5735	CNPY4|245812	361.2942
CNP|1267	3805.2351	CNP|1267	2027.8191
CNR1|1268	842.9284	CNR1|1268	282.8041
CNRIP1|25927	102.8247	CNRIP1|25927	1485.9197
CNST|163882	1020.8191	CNST|163882	535.0509
CNTD1|124817	16.8664	CNTD1|124817	15.2666
CNTD2|79935	206.8224	CNTD2|79935	16.1774
CNTFR|1271	35.9691	CNTFR|1271	2225.8838
CNTF|1270	7.921	CNTF|1270	5.9916
CNTLN|54875	35.1872	CNTLN|54875	121.6297
CNTN1|1272	64.9008	CNTN1|1272	25.7639
CNTN2|6900	6.2555	CNTN2|6900	28.1606
CNTN3|5067	42.6156	CNTN3|5067	43.1396
CNTN4|152330	26.9768	CNTN4|152330	41.3421
CNTNAP1|8506	53.5627	CNTNAP1|8506	137.2079
CNTNAP2|26047	31.6685	lowly_expressed	lowly_expressed
CNTNAP3|79937	9.3832	CNTNAP3|79937	118.6339
CNTROB|116840	846.4471	CNTROB|116840	505.69199999999995
COASY|80347	1896.1978	COASY|80347	1246.8544
COBLL1|22837	1095.8851	lowly_expressed	lowly_expressed
COBL|23242	1275.7306	COBL|23242	21.5698
COBRA1|25920	1439.5465	COBRA1|25920	2116.2373
COCH|1690	12.511	COCH|1690	105.4524
COG1|9382	742.7426	COG1|9382	871.4739
COG2|22796	1079.4644	COG2|22796	535.0509
COG3|83548	792.8844	COG3|83548	363.6908
COG4|25839	1616.6553	COG4|25839	1638.7058
COG5|10466	1232.7475	COG5|10466	611.3901
COG6|57511	694.7512	COG6|57511	449.97
COG7|91949	1062.6527	COG7|91949	409.2271
COG8|84342	677.9474	COG8|84342	396.4889
COIL|8161	497.7031	COIL|8161	284.0024
COL10A1|1300	1477.8614	COL10A1|1300	7.7891
COL11A1|1301	858.5671	lowly_expressed	lowly_expressed
COL12A1|1303	5046.232	COL12A1|1303	2567.4056
COL13A1|1305	5.0826	lowly_expressed	lowly_expressed
COL14A1|7373	1762.0956	COL14A1|7373	3868.1845
COL15A1|1306	1772.2608	COL15A1|1306	6203.1156
COL16A1|1307	1039.5856	COL16A1|1307	1458.3583
COL17A1|1308	491.8385	COL17A1|1308	17.3757
COL18A1|80781	2548.7245	COL18A1|80781	6379.269
COL1A1|1277	76989.5416	COL1A1|1277	12961.6537
COL1A2|1278	60277.9787	COL1A2|1278	23514.0803
COL21A1|81578	15.6387	COL21A1|81578	145.5962
COL22A1|169044	17.2026	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	COL23A1|91522	21.5698
COL24A1|255631	17.9846	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	COL25A1|84570	88.6759
COL27A1|85301	102.8247	COL27A1|85301	9.5866
COL28A1|340267	6.6465	COL28A1|340267	5.9916
COL2A1|1280	129.8016	lowly_expressed	lowly_expressed
COL3A1|1281	61227.2505	COL3A1|1281	16913.1216
COL4A1|1282	7646.9553	COL4A1|1282	22192.9299
COL4A2|1284	6857.1987	COL4A2|1284	28260.6351
COL4A3BP|10087	1351.5785	COL4A3BP|10087	2290.5932
COL4A4|1286	19.9394	COL4A4|1286	12.5824
COL4A5|1287	2692.9919	COL4A5|1287	99.4608
COL4A6|1288	1028.6385	COL4A6|1288	41.3421
COL5A1|1289	7200.8601	COL5A1|1289	1497.9029
COL5A2|1290	7144.9516	COL5A2|1290	2715.3984
COL5A3|50509	543.4464	COL5A3|50509	2131.8155
COL6A1|1291	8950.4447	COL6A1|1291	14874.7753
COL6A2|1292	9980.7761	COL6A2|1292	21906.5309
COL6A3|1293	19597.3023	COL6A3|1293	7755.5422
COL6A6|131873	23.4581	COL6A6|131873	156.3811
COL7A1|1294	60.2092	lowly_expressed	lowly_expressed
COL8A1|1295	551.6567	COL8A1|1295	672.8580000000001
COL8A2|1296	757.3062	COL8A2|1296	316.9563
COL9A2|1298	71.9382	COL9A2|1298	5.9916
COL9A3|1299	19.9394	COL9A3|1299	70.1019
COLEC11|78989	6.2555	COLEC11|78989	121.0306
COLEC12|81035	213.4689	COLEC12|81035	795.0869
COLQ|8292	14.4658	COLQ|8292	31.1564
COMMD10|51397	702.1797	COMMD10|51397	412.82199999999995
COMMD1|150684	292.0536	COMMD1|150684	504.4937
COMMD2|51122	812.8238	COMMD2|51122	498.5021
COMMD3|23412	698.7313	COMMD3|23412	727.8969
COMMD4|54939	826.8986	COMMD4|54939	1097.6633
COMMD5|28991	536.8547	COMMD5|28991	562.3247
COMMD6|170622	1222.1679	COMMD6|170622	2515.2786
COMMD7|149951	1542.7622	COMMD7|149951	1523.0677
COMMD8|54951	248.2651	COMMD8|54951	280.4074
COMMD9|29099	809.3051	COMMD9|29099	1166.5668
COMP|1311	1579.9042	COMP|1311	87.4775
COMTD1|118881	229.8896	COMTD1|118881	150.3895
COMT|1312	922.686	COMT|1312	2085.68
COPA|1314	10753.333999999999	COPA|1314	4099.4608
COPB1|1315	5910.2727	COPB1|1315	2144.3978
COPB2|9276	6337.9924	COPB2|9276	2377.4715
COPE|11316	2494.7434	COPE|11316	2461.3541
COPG2|26958	1058.743	COPG2|26958	412.2229
COPG|22820	5506.0111	COPG|22820	2983.8226
COPS2|9318	1544.3261	COPS2|9318	2332.5345
COPS3|8533	1114.2606	COPS3|8533	1017.9748
COPS4|51138	980.9403	COPS4|51138	1064.1102
COPS5|10987	1111.5238	COPS5|10987	1157.5794
COPS6|10980	2106.9299	COPS6|10980	2680.6471
COPS7A|50813	1461.4407	COPS7A|50813	1883.7627
COPS7B|64708	724.8558	COPS7B|64708	479.3289
COPS8|10920	1543.9234	COPS8|10920	1194.6974
COPZ1|22818	4398.397	COPZ1|22818	2627.9209
COPZ2|51226	159.9062	COPZ2|51226	2257.6393
COQ10A|93058	55.9085	COQ10A|93058	203.1156
COQ10B|80219	719.3823	COQ10B|80219	623.7268
COQ2|27235	225.9799	COQ2|27235	162.9718
COQ3|51805	133.7113	COQ3|51805	163.571
COQ4|51117	673.6389	COQ4|51117	820.2516
COQ5|84274	411.29900000000004	COQ5|84274	784.9011
COQ6|51004	273.8266	COQ6|51004	392.5464
COQ7|10229	523.116	COQ7|10229	351.7076
COQ9|57017	1115.4335	COQ9|57017	865.1887
CORIN|10699	35.1872	lowly_expressed	lowly_expressed
CORO1A|11151	352.6537	CORO1A|11151	308.568
CORO1B|57175	3140.651	CORO1B|57175	2301.3781
CORO1C|23603	1801.1925	CORO1C|23603	3754.9431
CORO2A|7464	1402.0135	CORO2A|7464	172.5584
CORO2B|10391	36.7511	CORO2B|10391	679.4488
lowly_expressed	lowly_expressed	CORO6|84940	75.4943
CORO7|79585	2231.9148	CORO7|79585	503.4811
lowly_expressed	lowly_expressed	CORT|1325	32.3547
COTL1|23406	944.1892	COTL1|23406	3201.9173
COX10|1352	434.3661	COX10|1352	256.441
COX11|1353	838.1429	COX11|1353	759.2091
COX15|1355	927.1938	COX15|1355	1000.8029
COX16|51241	1461.8317	COX16|51241	843.6189
COX17|10063	630.2414	COX17|10063	678.2504
COX18|285521	327.2407	COX18|285521	304.973
COX19|90639	209.0939	COX19|90639	151.1504
COX4I1|1327	5551.7545	COX4I1|1327	10278.6099
COX4I2|84701	15.6387	COX4I2|84701	331.9353
COX4NB|10328	797.576	COX4NB|10328	528.4602
COX5A|9377	1356.6611	COX5A|9377	2071.3002
COX5B|1329	1811.7486	COX5B|1329	3198.3223
COX6A1|1337	1991.9851	COX6A1|1337	2852.6064
COX6B1|1340	2418.1409	COX6B1|1340	3976.0336
COX6C|1345	3075.7502	COX6C|1345	2603.3553
COX7A1|1346	82.4944	COX7A1|1346	3336.7286
COX7A2L|9167	1947.8057	COX7A2L|9167	2745.3565
COX7A2|1347	1688.2025	COX7A2|1347	2407.4296
COX7B|1349	1070.4721	COX7B|1349	2002.9958
COX7C|1350	3486.2672	COX7C|1350	4169.5626
COX8A|1351	2315.7072	COX8A|1351	3232.4745
CP110|9738	659.955	CP110|9738	257.0401
lowly_expressed	lowly_expressed	CPA1|1357	83.8826
lowly_expressed	lowly_expressed	CPA2|1358	23.3673
CPA3|1359	62.555	CPA3|1359	168.3643
CPA4|51200	11.7291	CPA4|51200	6.5908
CPA6|57094	13.2929	lowly_expressed	lowly_expressed
CPAMD8|27151	766.2985	CPAMD8|27151	280.4074
CPB1|1360	20114.5538	CPB1|1360	46.1354
CPD|1362	5690.5483	CPD|1362	2900.5392
lowly_expressed	lowly_expressed	CPEB1|64506	30.5572
CPEB2|132864	826.1167	CPEB2|132864	589.5746
CPEB3|22849	100.8699	CPEB3|22849	121.0306
CPEB4|80315	1081.8102	CPEB4|80315	569.2031
CPE|1363	848.7929	CPE|1363	2748.9515
CPLX1|10815	70.3744	CPLX1|10815	170.1618
CPM|1368	401.9157	CPM|1368	3790.8928
CPN2|1370	5.0826	lowly_expressed	lowly_expressed
CPNE1|8904	13964.7855	CPNE1|8904	1925.8179
CPNE2|221184	314.3388	CPNE2|221184	2454.7633
CPNE3|8895	4430.8474	CPNE3|8895	2741.7615
CPNE4|131034	21.1123	CPNE4|131034	11.3841
CPNE5|57699	17.5936	CPNE5|57699	80.8868
CPNE7|27132	82.8853	lowly_expressed	lowly_expressed
CPNE8|144402	70.7653	CPNE8|144402	406.8304
CPOX|1371	344.4434	CPOX|1371	267.825
lowly_expressed	lowly_expressed	CPO|130749	8.3883
CPPED1|55313	519.2063	CPPED1|55313	605.7519
CPS1|1373	15.6387	CPS1|1373	75.4943
CPSF1|29894	1141.6284	CPSF1|29894	965.8478
CPSF2|53981	1664.3534	CPSF2|53981	736.9682
CPSF3L|54973	1046.623	CPSF3L|54973	1357.1001
CPSF3|51692	1107.6141	CPSF3|51692	674.0563
CPSF4|10898	391.3596	CPSF4|10898	849.0114
CPSF6|11052	2298.5045	CPSF6|11052	866.3871
CPSF7|79869	1527.1234	CPSF7|79869	1139.0054
CPT1A|1374	1464.1775	CPT1A|1374	1022.169
CPT1B|1375	57.4137	CPT1B|1375	211.6477
CPT1C|126129	53.1717	CPT1C|126129	49.1312
CPT2|1376	597.0091	CPT2|1376	528.4602
CPVL|54504	222.4611	CPVL|54504	396.0455
CPXM1|56265	265.8587	CPXM1|56265	256.441
CPXM2|119587	259.2122	CPXM2|119587	4161.1744
CPZ|8532	187.6649	CPZ|8532	382.2648
CP|1356	981.82	CP|1356	130.3835
CR1|1378	12.12	CR1|1378	45.5362
CRABP1|1381	19.9394	lowly_expressed	lowly_expressed
CRABP2|1382	14755.5469	CRABP2|1382	276.8125
CRADD|8738	91.0957	CRADD|8738	214.4997
CRAMP1L|57585	1544.7913	CRAMP1L|57585	447.5734
CRAT|1384	966.4744	CRAT|1384	2587.178
CRB1|23418	8.2103	CRB1|23418	7.7891
CRB3|92359	369.8563	lowly_expressed	lowly_expressed
CRBN|51185	618.4498	CRBN|51185	1159.976
CRCP|27297	1497.8008	CRCP|27297	684.8412
CREB1|1385	1526.3415	CREB1|1385	896.3451
CREB3L1|90993	2626.1363	CREB3L1|90993	327.142
CREB3L2|64764	2010.3607	CREB3L2|64764	1508.0887
CREB3L4|148327	1615.3651	CREB3L4|148327	174.3559
CREB3|10488	1074.3779	CREB3|10488	1312.1629999999998
CREB5|9586	26.9768	CREB5|9586	215.0989
CREBBP|1387	8265.0767	CREBBP|1387	1740.5632
CREBL2|1389	1685.8567	CREBL2|1389	3260.0359
CREBZF|58487	1306.2262	CREBZF|58487	509.287
CREG1|8804	1758.9678	CREG1|8804	4482.3247
CRELD1|78987	607.1743	CRELD1|78987	1599.1612
CRELD2|79174	667.7744	CRELD2|79174	683.0437
CREM|1390	183.7553	CREM|1390	516.4769
CRHBP|1393	5.8645	CRHBP|1393	213.3014
lowly_expressed	lowly_expressed	CRHR1|1394	7.1001
lowly_expressed	lowly_expressed	CRHR2|1395	8.9874
CRIM1|51232	2406.8029	CRIM1|51232	7792.0911
CRIP1|1396	9130.6813	CRIP1|1396	3643.4991
CRIP2|1397	5214.3485	CRIP2|1397	6674.6555
CRIPAK|285464	227.9347	CRIPAK|285464	168.9635
CRIPT|9419	348.744	CRIPT|9419	414.0204
CRISPLD1|83690	135.6661	CRISPLD1|83690	77.2918
CRISPLD2|83716	1218.6492	CRISPLD2|83716	1328.3403
CRKL|1399	1889.9423	CRKL|1399	1654.2839999999999
CRK|1398	1787.1176	CRK|1398	1276.2133
CRLF1|9244	12.511	CRLF1|9244	28.7597
CRLF3|51379	351.0898	CRLF3|51379	262.4326
CRLS1|54675	968.4293	CRLS1|54675	1969.4428
CRMP1|1400	88.8867	CRMP1|1400	79.4608
CRNKL1|51340	1861.4016	CRNKL1|51340	727.3817
