gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
C5orf55|116349	27.5487	C5orf55|116349	54.9576
C5orf56|441108	42.9071	C5orf56|441108	94.5027
C5orf62|85027	712.6416	C5orf62|85027	989.8481
C5|727	47.8478	C5|727	551.4083
C6orf105|84830	22.1115	C6orf105|84830	82.1311
C6orf106|64771	2208.2465	C6orf106|64771	3016.2583
C6orf108|10591	179.7916	C6orf108|10591	109.3046
C6orf114|85411	10.512	C6orf114|85411	10.0756
C6orf115|58527	740.5528	C6orf115|58527	251.5838
C6orf120|387263	1071.8369	C6orf120|387263	1002.6807
C6orf122|401288	9.0621	C6orf122|401288	9.3214
lowly_expressed	lowly_expressed	C6orf123|26238	9.4649
C6orf124|653483	15.9493	C6orf124|653483	18.3192
C6orf125|84300	683.672	C6orf125|84300	393.1486
C6orf126|389383	7.2497	lowly_expressed	lowly_expressed
C6orf129|154467	208.7902	C6orf129|154467	66.2545
C6orf130|221443	357.7417	C6orf130|221443	388.9444
C6orf132|647024	27.9112	C6orf132|647024	196.9315
C6orf134|79969	185.9538	C6orf134|79969	216.472
C6orf136|221545	241.0512	C6orf136|221545	129.1504
C6orf138|442213	60.1722	C6orf138|442213	35.7225
C6orf141|135398	59.0847	C6orf141|135398	49.7672
C6orf145|221749	231.9891	C6orf145|221749	1294.863
C6orf147|387097	16.0326	C6orf147|387097	5.1904
C6orf150|115004	106.57	C6orf150|115004	57.7055
C6orf153|88745	694.8799	C6orf153|88745	550.187
lowly_expressed	lowly_expressed	C6orf154|221424	9.1596
lowly_expressed	lowly_expressed	C6orf155|79940	98.3131
lowly_expressed	lowly_expressed	C6orf15|29113	17.7086
C6orf162|57150	116.7195	C6orf162|57150	152.4464
lowly_expressed	lowly_expressed	C6orf163|206412	13.1288
lowly_expressed	lowly_expressed	C6orf164|63914	13.9531
C6orf165|154313	41.2397	C6orf165|154313	20.0718
C6orf167|253714	375.1699	C6orf167|253714	276.0095
C6orf168|84553	29.7236	C6orf168|84553	170.9793
C6orf170|221322	121.4318	C6orf170|221322	171.8953
C6orf174|387104	104.3951	C6orf174|387104	198.1467
lowly_expressed	lowly_expressed	C6orf176|90632	15.2355
C6orf182|285753	202.2655	C6orf182|285753	148.3856
lowly_expressed	lowly_expressed	C6orf186|728464	14.0447
C6orf192|116843	293.2488	C6orf192|116843	420.7312
C6orf1|221491	192.4785	C6orf1|221491	195.0996
lowly_expressed	lowly_expressed	C6orf201|404220	11.302999999999999
C6orf203|51250	180.5165	C6orf203|51250	213.4188
C6orf204|387119	22.8364	C6orf204|387119	102.8929
C6orf211|79624	8431.7173	C6orf211|79624	847.5689
lowly_expressed	lowly_expressed	C6orf217|100131814	8.2436
lowly_expressed	lowly_expressed	C6orf223|221416	148.5291
C6orf225|619208	200.0906	C6orf225|619208	227.4636
C6orf226|441150	22.8364	C6orf226|441150	42.4395
C6orf26|401251	9.0621	C6orf26|401251	22.322
C6orf27|80737	23.5614	C6orf27|80737	64.1172
C6orf35|729515	290.3489	C6orf35|729515	407.9078
lowly_expressed	lowly_expressed	C6orf41|100133205	10.9915
C6orf47|57827	142.0933	C6orf47|57827	524.8454
C6orf48|50854	1531.4907	C6orf48|50854	1414.2432
C6orf52|347744	14.1368	C6orf52|347744	6.7170000000000005
C6orf57|135154	52.1976	C6orf57|135154	104.1142
lowly_expressed	lowly_expressed	C6orf59|79992	10.6862
C6orf62|81688	8436.4585	C6orf62|81688	3145.2775
C6orf64|55776	1060.9878	C6orf64|55776	591.0999
C6orf70|55780	339.2841	C6orf70|55780	380.42900000000003
C6orf72|116254	1131.3095	C6orf72|116254	984.6577
C6orf89|221477	1975.5324	C6orf89|221477	3811.0068
C6orf97|80129	380.6072	C6orf97|80129	428.0589
lowly_expressed	lowly_expressed	C6|729	393.8631
C7orf10|79783	182.329	C7orf10|79783	39.080999999999996
C7orf11|136647	518.7132	C7orf11|136647	229.2955
C7orf13|129790	184.8663	C7orf13|129790	83.6577
C7orf23|79161	578.6824	C7orf23|79161	315.2004
C7orf25|79020	306.4613	C7orf25|79020	270.2298
C7orf26|79034	202.2655	C7orf26|79034	597.817
C7orf27|221927	214.5899	C7orf27|221927	567.5903
C7orf28A|51622	1903.0358	C7orf28A|51622	906.801
C7orf28B|221960	1051.5632	C7orf28B|221960	318.449
C7orf29|113763	109.8324	C7orf29|113763	208.83900000000003
C7orf30|115416	254.1006	C7orf30|115416	272.9563
C7orf31|136895	57.9973	C7orf31|136895	178.30700000000002
C7orf36|57002	237.0639	C7orf36|57002	215.8614
C7orf40|285958	207.3403	C7orf40|285958	273.8722
C7orf41|222166	531.4001	C7orf41|222166	4092.8173
C7orf42|55069	3909.0168	C7orf42|55069	3440.6534
C7orf43|55262	202.628	C7orf43|55262	145.9431
C7orf44|55744	709.3792	C7orf44|55744	676.5896
C7orf46|340277	227.2768	C7orf46|340277	119.0749
C7orf47|221908	115.2696	C7orf47|221908	80.9099
C7orf49|78996	435.3675	C7orf49|78996	472.1136
C7orf50|84310	311.0104	C7orf50|84310	419.8153
C7orf51|222950	8.3371	C7orf51|222950	26.5629
C7orf53|286006	6.8872	C7orf53|286006	18.0139
C7orf55|154791	78.9343	C7orf55|154791	161.3312
C7orf58|79974	147.1681	C7orf58|79974	1260.3618
C7orf59|389541	201.903	C7orf59|389541	651.5533
C7orf60|154743	591.2098	C7orf60|154743	442.1037
C7orf63|79846	56.5473	C7orf63|79846	255.553
C7orf64|84060	504.2139	C7orf64|84060	290.0542
C7orf68|29923	325.1473	C7orf68|29923	370.0481
C7orf70|84792	935.9311	C7orf70|84792	375.2385
lowly_expressed	lowly_expressed	C7|730	3156.095
C8orf30A|51236	1037.4264	C8orf30A|51236	243.0349
C8orf31|286122	8.3371	C8orf31|286122	10.0756
C8orf33|65265	1997.6439	C8orf33|65265	1158.0795
lowly_expressed	lowly_expressed	C8orf34|116328	39.6916
C8orf37|157657	227.2768	C8orf37|157657	112.0525
C8orf38|137682	1118.2601	C8orf38|137682	170.0634
C8orf40|114926	1534.3906	C8orf40|114926	597.5116
C8orf41|80185	281.1491	C8orf41|80185	220.4198
C8orf42|157695	90.9832	C8orf42|157695	487.9017
C8orf44|56260	53.1835	C8orf44|56260	34.3516
C8orf45|157777	38.0607	C8orf45|157777	41.5235
C8orf46|254778	18.8491	C8orf46|254778	29.6161
C8orf47|203111	8.3371	C8orf47|203111	8.2436
C8orf48|157773	92.7957	C8orf48|157773	30.531999999999996
C8orf4|56892	86.6334	C8orf4|56892	1333.944
C8orf51|78998	142.8183	C8orf51|78998	19.8458
C8orf55|51337	559.6738	C8orf55|51337	478.7421
C8orf58|541565	158.4051	C8orf58|541565	251.2785
C8orf59|401466	1596.9515	C8orf59|401466	460.7404
C8orf73|642475	371.9076	C8orf73|642475	47.0193
C8orf76|84933	958.4594	C8orf76|84933	215.2874
C8orf79|57604	31.535999999999998	C8orf79|57604	824.0592
lowly_expressed	lowly_expressed	C8orf80|389643	15.8767
C8orf83|286144	3259.0847	C8orf83|286144	645.7522
C8orf84|157869	63.071999999999996	C8orf84|157869	752.6143
C8orf85|441376	7730.3126	C8orf85|441376	199.6794
C9orf100|84904	109.7889	C9orf100|84904	40.7725
C9orf102|375748	139.8314	C9orf102|375748	278.8612
C9orf103|414328	60.5347	C9orf103|414328	100.7557
C9orf109|286333	13.7744	C9orf109|286333	13.1288
C9orf110|100128385	104.7576	C9orf110|100128385	110.2206
C9orf114|51490	131.3747	C9orf114|51490	410.4939
C9orf116|138162	260.2628	C9orf116|138162	28.0895
C9orf117|286207	6.8872	lowly_expressed	lowly_expressed
C9orf119|375757	129.7689	C9orf119|375757	256.7743
C9orf122|158228	35.5233	C9orf122|158228	22.899
C9orf123|90871	481.015	C9orf123|90871	530.6465
C9orf125|84302	34.7984	C9orf125|84302	163.9569
C9orf129|445577	49.6602	C9orf129|445577	73.0295
C9orf130|100128782	49.7182	C9orf130|100128782	270.7824
lowly_expressed	lowly_expressed	C9orf131|138724	7.632999999999999
C9orf140|89958	217.8523	C9orf140|89958	67.7811
C9orf142|286257	114.9071	C9orf142|286257	145.6377
C9orf150|286343	2796.5564	C9orf150|286343	346.5384
C9orf152|401546	409.2433	C9orf152|401546	416.7621
C9orf156|51531	136.6561	C9orf156|51531	349.2863
lowly_expressed	lowly_expressed	C9orf163|158055	6.7170000000000005
C9orf167|54863	33.3484	C9orf167|54863	54.9576
C9orf169|375791	10.9941	lowly_expressed	lowly_expressed
C9orf16|79095	253.3756	C9orf16|79095	295.2446
C9orf172|389813	22.1115	lowly_expressed	lowly_expressed
C9orf21|195827	194.2909	C9orf21|195827	284.2531
C9orf23|138716	121.7943	C9orf23|138716	265.6286
C9orf25|203259	338.9216	C9orf25|203259	492.7868
C9orf30|91283	200.0906	C9orf30|91283	167.114
C9orf37|85026	26.8237	C9orf37|85026	83.6577
C9orf3|84909	201.1889	C9orf3|84909	524.2195
C9orf40|55071	156.9551	C9orf40|55071	104.7248
C9orf41|138199	249.0258	C9orf41|138199	184.1081
C9orf43|257169	10.1495	C9orf43|257169	10.3809
C9orf45|81571	53.6475	C9orf45|81571	185.024
C9orf46|55848	568.7358	C9orf46|55848	320.5862
C9orf47|286223	15.9529	C9orf47|286223	30.8831
C9orf5|23731	2063.6158	C9orf5|23731	3420.8076
C9orf64|84267	386.4069	C9orf64|84267	368.8268
C9orf66|157983	8.3371	C9orf66|157983	31.448
C9orf68|55064	32.6235	C9orf68|55064	174.6432
C9orf69|90120	353.0585	C9orf69|90120	437.5239
C9orf6|54942	458.9035	C9orf6|54942	488.8176
C9orf72|203228	350.5211	C9orf72|203228	404.244
C9orf78|51759	552.7866	C9orf78|51759	1425.2347
C9orf7|11094	211.6901	C9orf7|11094	356.3087
C9orf80|58493	380.2447	C9orf80|58493	319.6703
C9orf82|79886	691.6176	C9orf82|79886	418.8993
C9orf85|138241	117.4445	C9orf85|138241	148.0803
C9orf86|55684	1000.0906	C9orf86|55684	1088.4665
C9orf89|84270	164.2048	C9orf89|84270	174.3378
C9orf91|203197	1104.1232	C9orf91|203197	574.6126
C9orf93|203238	355.2333	C9orf93|203238	128.8451
C9orf95|54981	246.4884	C9orf95|54981	562.7051
lowly_expressed	lowly_expressed	C9orf96|169436	14.35
C9orf98|158067	15.2243	C9orf98|158067	34.1959
C9orf9|11092	92.7957	C9orf9|11092	149.9122
CA11|770	301.9483	CA11|770	257.3849
CA12|771	10336.5655	CA12|771	1906.4194
CA13|377677	73.2216	CA13|377677	157.1361
lowly_expressed	lowly_expressed	CA14|23632	8.2436
CA2|760	315.3602	CA2|760	561.1785
CA3|761	5.7997	CA3|761	1737.9864
lowly_expressed	lowly_expressed	CA4|762	299.5191
CA5BP|340591	265.7	CA5BP|340591	225.021
CA5B|11238	262.0752	CA5B|11238	568.3108
CA8|767	553.874	CA8|767	261.0488
CA9|768	28.9769	lowly_expressed	lowly_expressed
CAB39L|81617	1141.0965	CAB39L|81617	1787.3445
CAB39|51719	2705.5732	CAB39|51719	2454.1638
CABC1|56997	936.5292	CABC1|56997	2094.4905
CABIN1|23523	289.6239	CABIN1|23523	1406.3049
CABLES1|91768	412.5057	CABLES1|91768	1277.1544
CABLES2|81928	293.6112	CABLES2|81928	194.7943
lowly_expressed	lowly_expressed	CABP1|9478	14.6554
CABP4|57010	13.4119	CABP4|57010	19.6412
CABYR|26256	122.5193	CABYR|26256	120.6015
CACHD1|57685	300.1359	CACHD1|57685	1387.9856
CACNA1A|773	18.1242	lowly_expressed	lowly_expressed
CACNA1C|775	126.5827	CACNA1C|775	623.4639
CACNA1D|776	61.9846	CACNA1D|776	221.9678
CACNA1F|778	6.5247	CACNA1F|778	28.0895
lowly_expressed	lowly_expressed	CACNA1G|8913	56.7896
CACNA1H|8912	396.7087	CACNA1H|8912	229.9061
CACNA1I|8911	27.5487	CACNA1I|8911	8.549
CACNA2D1|781	203.35299999999998	CACNA2D1|781	189.6038
CACNA2D2|9254	16.3117	CACNA2D2|9254	196.6262
CACNA2D3|55799	6.5247	CACNA2D3|55799	12.8234
CACNA2D4|93589	82.2836	CACNA2D4|93589	74.4981
CACNB1|782	36.6108	CACNB1|782	108.3887
CACNB2|783	20.6615	CACNB2|783	88.2375
CACNB3|784	195.0159	CACNB3|784	340.7373
CACNB4|785	14.1368	CACNB4|785	198.4581
CACNG1|786	46.0353	CACNG1|786	6.4117
CACNG4|27092	2535.2062	CACNG4|27092	702.2365
CACYBP|27101	2677.6620000000003	CACYBP|27101	995.9545
CADM1|23705	2205.7091	CADM1|23705	1011.8312
CADM2|253559	8.3371	CADM2|253559	30.8373
lowly_expressed	lowly_expressed	CADM3|57863	578.4383
CADM4|199731	145.7182	CADM4|199731	523.9295
CADPS2|93664	723.5161	CADPS2|93664	1195.9392
CADPS|8618	26.4613	lowly_expressed	lowly_expressed
CAD|790	289.2614	CAD|790	1309.8237
CALB2|794	475.5777	CALB2|794	494.6187
CALCOCO1|57658	1005.5279	CALCOCO1|57658	3426.3033
CALCOCO2|10241	6557.6801	CALCOCO2|10241	3132.5853
CALCRL|10203	742.0027	CALCRL|10203	991.68
CALD1|800	13223.0177	CALD1|800	15032.135
CALHM1|255022	7.9746	lowly_expressed	lowly_expressed
CALHM2|51063	259.5378	CALHM2|51063	663.7661
CALM1|801	9475.6683	CALM1|801	7595.1454
CALM2|805	22969.4608	CALM2|805	8301.6564
CALM3|808	2688.8990000000003	CALM3|808	3844.592
lowly_expressed	lowly_expressed	CALML3|810	304.4042
CALML4|91860	243.5886	CALML4|91860	316.6171
CALML5|51806	5.7997	CALML5|51806	107.77799999999999
lowly_expressed	lowly_expressed	CALN1|83698	23.5097
CALR|811	6571.092	CALR|811	8042.1342
CALU|813	10367.739	CALU|813	2822.0747
CAMK1D|57118	81.1962	CAMK1D|57118	92.2067
CAMK1|8536	67.3566	CAMK1|8536	408.8146
CAMK2A|815	9.4246	lowly_expressed	lowly_expressed
CAMK2B|816	11.237	CAMK2B|816	70.8343
CAMK2D|817	1444.1323	CAMK2D|817	1388.5963
CAMK2G|818	406.7059	CAMK2G|818	699.4886
CAMK2N1|55450	2174.5356	CAMK2N1|55450	1721.3953
CAMK2N2|94032	49.2977	lowly_expressed	lowly_expressed
CAMK4|814	11.5995	CAMK4|814	11.2968
CAMKK1|84254	51.8351	CAMKK1|84254	165.4836
CAMKK2|10645	830.8111	CAMKK2|10645	1695.4431
CAMLG|819	1548.1649	CAMLG|819	1075.3378
CAMSAP1L1|23271	3844.1323	CAMSAP1L1|23271	1911.9151
CAMSAP1|157922	1043.2261	CAMSAP1|157922	1018.8535
CAMTA1|23261	412.8681	CAMTA1|23261	519.655
CAMTA2|23125	472.3154	CAMTA2|23125	1246.9277
CAND1|55832	8021.3865	CAND1|55832	3110.9076
CAND2|23066	122.5193	CAND2|23066	164.5676
CANT1|124583	2918.7132	CANT1|124583	1457.904
CANX|821	27505.9357	CANX|821	14515.8385
CAP1|10487	11037.9701	CAP1|10487	6144.2638
CAP2|10486	772.4513	CAP2|10486	482.1006
CAPG|822	850.3851	CAPG|822	1436.2262
CAPN10|11132	14.4993	CAPN10|11132	152.9654
lowly_expressed	lowly_expressed	CAPN11|11131	94.0386
CAPN12|147968	637.1545	CAPN12|147968	112.3975
CAPN13|92291	282.3743	CAPN13|92291	164.8729
lowly_expressed	lowly_expressed	CAPN14|440854	8.2436
CAPN1|823	3712.9135	CAPN1|823	2861.8579
CAPN2|824	5629.3611	CAPN2|824	5409.0527
CAPN3|825	11.5995	CAPN3|825	224.105
CAPN5|726	162.3924	CAPN5|726	254.6371
CAPN6|827	60.5347	CAPN6|827	369.4374
CAPN7|23473	2245.5822	CAPN7|23473	1231.0511
lowly_expressed	lowly_expressed	CAPN8|388743	119.3802
CAPN9|10753	115.6321	CAPN9|10753	14.0447
CAPNS1|826	12042.048	CAPNS1|826	5037.7834
CAPRIN1|4076	19219.9366	CAPRIN1|4076	5889.6267
CAPRIN2|65981	274.7621	CAPRIN2|65981	426.5323
CAPS2|84698	32.260999999999996	CAPS2|84698	105.0302
CAPSL|133690	22.1115	lowly_expressed	lowly_expressed
CAPS|828	311.3729	CAPS|828	79.3833
CAPZA1|829	11875.3058	CAPZA1|829	1941.8365
CAPZA2|830	4818.8491	CAPZA2|830	2394.6264
lowly_expressed	lowly_expressed	CAPZA3|93661	11.6022
CAPZB|832	5543.0902	CAPZB|832	3589.955
CARD10|29775	73.9465	CARD10|29775	638.5161
CARD11|84433	9.4246	CARD11|84433	87.6269
CARD14|79092	46.3978	CARD14|79092	131.593
CARD16|114769	51.8351	CARD16|114769	87.3216
CARD6|84674	104.3951	CARD6|84674	375.8492
CARD8|22900	689.4427	CARD8|22900	1070.758
CARD9|64170	23.1989	CARD9|64170	27.7841
CARHSP1|23589	650.5483	CARHSP1|23589	1142.5479
CARKD|55739	930.1314	CARKD|55739	959.0108
CARM1|10498	587.585	CARM1|10498	658.5757
CARNS1|57571	6.1622	CARNS1|57571	35.7225
CARS2|79587	288.4785	CARS2|79587	468.4528
CARS|833	789.8505	CARS|833	655.2080000000001
CASC1|55259	40.2356	CASC1|55259	40.3023
CASC2|255082	37.6982	CASC2|255082	59.8428
CASC3|22794	2061.8034	CASC3|22794	3418.9757
CASC4|113201	8046.3978	CASC4|113201	3295.321
CASC5|57082	684.3679	CASC5|57082	25.6469
CASD1|64921	1851.2007	CASD1|64921	928.4787
lowly_expressed	lowly_expressed	CASKIN1|57524	6.7567
CASKIN2|57513	203.0014	CASKIN2|57513	1097.5956
CASK|8573	1608.6996	CASK|8573	1281.1236
CASP10|843	94.9705	CASP10|843	403.9386
lowly_expressed	lowly_expressed	CASP12|120329	11.2968
CASP1|834	190.6661	CASP1|834	607.2819
CASP2|835	1164.2954	CASP2|835	916.8766
CASP3|836	1692.7957	CASP3|836	527.5933
CASP4|837	954.7802	CASP4|837	796.5804
CASP6|839	597.7345	CASP6|839	265.3233
CASP7|840	772.8138	CASP7|840	909.8542
CASP8AP2|9994	607.5215	CASP8AP2|9994	810.6251
CASP8|841	585.4101	CASP8|841	442.7143
CASP9|842	162.0299	CASP9|842	380.42900000000003
CASQ1|844	5.0748	CASQ1|844	65.6438
lowly_expressed	lowly_expressed	CASQ2|845	158.4612
CASS4|57091	10.8745	CASS4|57091	22.2884
CAST|831	5385.3376	CAST|831	5616.8689
CASZ1|54897	773.5387	CASZ1|54897	753.8356
CATSPER1|117144	16.6742	lowly_expressed	lowly_expressed
CATSPER2P1|440278	37.633	CATSPER2P1|440278	26.3339
CATSPER2|117155	33.7109	CATSPER2|117155	56.4201
lowly_expressed	lowly_expressed	CATSPER3|347732	10.8053
lowly_expressed	lowly_expressed	CATSPERB|79820	14.9607
lowly_expressed	lowly_expressed	CATSPERG|57828	18.9299
CAT|847	2742.5464	CAT|847	4977.9406
CAV1|857	1490.1676	CAV1|857	12791.0847
CAV2|858	828.9986	CAV2|858	4246.3934
CBARA1|10367	1411.8713	CBARA1|10367	1037.4781
CBFA2T2|9139	500.9515	CBFA2T2|9139	1053.3547
CBFA2T3|863	921.7943	CBFA2T3|863	164.5676
CBFB|865	2479.7463	CBFB|865	892.1456
CBLB|868	565.111	CBLB|868	523.3188
CBLC|23624	130.8564	CBLC|23624	118.4642
CBLL1|79872	1552.8772	CBLL1|79872	751.6983
CBLN1|869	5.0748	CBLN1|869	6.1064
CBLN3|643866	115.6321	CBLN3|643866	85.1843
CBLN4|140689	5.7997	CBLN4|140689	84.5737
CBL|867	1727.2315	CBL|867	1358.6749
CBR1|873	1223.6738	CBR1|873	565.9202
CBR3|874	132.3063	CBR3|874	188.0345
CBR4|84869	971.4545	CBR4|84869	599.3436
CBS|875	176.1667	CBS|875	66.5598
CBWD1|55871	707.5668	CBWD1|55871	859.4764
CBWD2|150472	1277.0276	CBWD2|150472	459.2016
CBWD3|445571	187.0412	CBWD3|445571	354.7821
CBWD6|644019	161.3049	CBWD6|644019	86.4056
CBX1|10951	7611.0557	CBX1|10951	1829.1733
CBX2|84733	299.7734	CBX2|84733	55.8736
CBX3|11335	7890.8926	CBX3|11335	2574.46
CBX4|8535	1009.8777	CBX4|8535	206.0911
CBX5|23468	2786.4069	CBX5|23468	3744.1417
CBX6|23466	131.2188	CBX6|23466	915.35
CBX7|23492	101.8577	CBX7|23492	3215.3271
CBX8|57332	44.2229	CBX8|57332	41.5235
CBY1|25776	189.5786	CBY1|25776	540.948
CC2D1A|54862	295.7861	CC2D1A|54862	621.3266
CC2D1B|200014	384.5945	CC2D1B|200014	698.8779
CC2D2A|57545	404.531	CC2D2A|57545	551.7136
CC2D2B|387707	5.4372	CC2D2B|387707	7.632999999999999
CCAR1|55749	447.6665	lowly_expressed	lowly_expressed
CCBE1|147372	21.749000000000002	CCBE1|147372	77.8567
CCBL1|883	18.1242	CCBL1|883	101.3663
CCBL2|56267	867.3675	CCBL2|56267	753.5913
CCBP2|1238	8.6996	CCBP2|1238	106.2514
CCDC101|112869	172.9044	CCDC101|112869	297.9925
CCDC102A|92922	47.4853	CCDC102A|92922	131.593
CCDC102B|79839	89.1708	CCDC102B|79839	98.6184
CCDC103|388389	59.0847	CCDC103|388389	130.3717
CCDC104|112942	771.0014	CCDC104|112942	997.1758
CCDC106|29903	137.7435	CCDC106|29903	134.6462
CCDC107|203260	28.7014	CCDC107|203260	317.3681
CCDC109A|90550	813.4119	CCDC109A|90550	413.4036
CCDC109B|55013	500.9515	CCDC109B|55013	230.2114
CCDC110|256309	260.2628	CCDC110|256309	87.9322
CCDC111|201973	266.2039	CCDC111|201973	379.0642
CCDC112|153733	379.8822	CCDC112|153733	217.6933
CCDC113|29070	291.4363	CCDC113|29070	249.1413
CCDC114|93233	17.3992	CCDC114|93233	11.6022
CCDC115|84317	610.4214	CCDC115|84317	905.2744
lowly_expressed	lowly_expressed	CCDC116|164592	11.2968
CCDC117|150275	873.9465	CCDC117|150275	831.6922
CCDC11|220136	7.9746	CCDC11|220136	20.7618
CCDC120|90060	275.1246	CCDC120|90060	393.2524
CCDC121|79635	90.9832	CCDC121|79635	168.2314
CCDC122|160857	69.5967	CCDC122|160857	94.9546
CCDC123|84902	296.5111	CCDC123|84902	513.8539
CCDC124|115098	126.1441	CCDC124|115098	327.6086
CCDC125|202243	593.3847	CCDC125|202243	489.4283
CCDC126|90693	993.5659	CCDC126|90693	373.1013
CCDC127|133957	535.0249	CCDC127|133957	350.5076
lowly_expressed	lowly_expressed	CCDC129|223075	6.7170000000000005
CCDC12|151903	98.5954	CCDC12|151903	303.7936
CCDC130|81576	79.0213	CCDC130|81576	272.0403
CCDC132|55610	710.1042	CCDC132|55610	672.6204
CCDC134|79879	24.6488	CCDC134|79879	40.9129
lowly_expressed	lowly_expressed	CCDC136|64753	83.9631
CCDC137|339230	88.8083	CCDC137|339230	197.5422
CCDC138|165055	54.01	CCDC138|165055	56.4842
lowly_expressed	lowly_expressed	CCDC13|152206	11.2968
lowly_expressed	lowly_expressed	CCDC141|285025	42.7448
CCDC142|84865	64.52199999999999	CCDC142|84865	120.8518
CCDC144A|9720	11.237	CCDC144A|9720	40.7694
CCDC144B|284047	7.2497	CCDC144B|284047	66.8407
lowly_expressed	lowly_expressed	CCDC144C|348254	5.4958
CCDC146|57639	53.6475	CCDC146|57639	220.4412
lowly_expressed	lowly_expressed	CCDC147|159686	26.8682
CCDC148|130940	15.5868	CCDC148|130940	29.6161
CCDC149|91050	252.6507	CCDC149|91050	682.696
CCDC14|64770	660.0816	CCDC14|64770	1115.64
CCDC150|284992	5.7997	CCDC150|284992	14.0447
CCDC151|115948	6.1622	lowly_expressed	lowly_expressed
CCDC152|100129792	58.338	CCDC152|100129792	165.62400000000002
CCDC153|283152	7.6121	CCDC153|283152	5.8011
CCDC155|147872	7.6121	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCDC157|550631	25.3721
CCDC158|339965	6.1622	CCDC158|339965	56.1789
CCDC159|126075	58.3598	CCDC159|126075	145.9431
CCDC15|80071	106.9325	CCDC15|80071	140.7526
CCDC160|347475	17.3992	CCDC160|347475	26.8682
CCDC163P|126661	27.9112	CCDC163P|126661	31.1427
CCDC17|149483	11.237	CCDC17|149483	11.2968
CCDC18|343099	25.3738	CCDC18|343099	60.1481
CCDC19|25790	6.1622	CCDC19|25790	10.0756
CCDC21|64793	472.6778	CCDC21|64793	263.186
CCDC22|28952	147.3348	CCDC22|28952	316.66900000000004
CCDC23|374969	139.1935	CCDC23|374969	277.5361
CCDC24|149473	91.7082	CCDC24|149473	117.7773
CCDC25|55246	1382.8727	CCDC25|55246	1231.9669999999999
CCDC28A|25901	310.2855	CCDC28A|25901	379.8183
CCDC28B|79140	10.8745	CCDC28B|79140	39.9969
CCDC30|728621	26.4613	CCDC30|728621	114.1898
CCDC34|91057	357.7707	CCDC34|91057	377.0705
CCDC36|339834	9.0621	CCDC36|339834	45.798
CCDC39|339829	32.260999999999996	CCDC39|339829	48.4696
CCDC3|83643	103.3077	CCDC3|83643	854.5913
CCDC40|55036	21.749000000000002	CCDC40|55036	177.391
CCDC41|51134	259.5378	CCDC41|51134	226.8529
CCDC43|124808	892.4332	CCDC43|124808	367.3002
CCDC45|90799	970.367	CCDC45|90799	763.3005
CCDC46|201134	108.0199	CCDC46|201134	357.6918
CCDC47|57003	11270.3217	CCDC47|57003	3190.2908
CCDC48|79825	65.6094	CCDC48|79825	76.6354
CCDC50|152137	1573.9012	CCDC50|152137	3953.5913
CCDC51|79714	69.5967	CCDC51|79714	129.1504
CCDC52|152185	1693.1581	CCDC52|152185	480.2687
CCDC53|51019	895.6955	CCDC53|51019	395.3897
CCDC55|84081	362.1205	CCDC55|84081	1134.5699
CCDC56|28958	868.8718	CCDC56|28958	718.1253
