gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
UBXN2A|165324	191.3962	UBXN2A|165324	313.3961
UBXN2B|137886	894.5299	UBXN2B|137886	977.0586
UBXN4|23190	7215.5453	UBXN4|23190	3192.1344
UBXN6|80700	1811.0749	UBXN6|80700	1594.4285
UBXN7|26043	272.2543	UBXN7|26043	525.1946
UBXN8|7993	446.1417	UBXN8|7993	129.0455
UCHL1|7345	131.641	UCHL1|7345	11.061
UCHL3|7347	781.3097	UCHL3|7347	316.6735
UCHL5|51377	575.406	UCHL5|51377	408.4965
UCK1|83549	953.8358	UCK1|83549	757.0668
UCK2|7371	479.389	UCK2|7371	803.7689
lowly_expressed	lowly_expressed	UCKL1AS|100113386	8.771
UCKL1|54963	314.0335	UCKL1|54963	493.6338
lowly_expressed	lowly_expressed	UCN2|90226	7.374
UCP2|7351	8732.7867	UCP2|7351	633.7567
UCP3|7352	21.1165	UCP3|7352	23.7608
UEVLD|55293	514.8826	UEVLD|55293	284.3097
UFC1|51506	3044.8164	UFC1|51506	2127.8165
UFD1L|7353	1488.4691	UFD1L|7353	693.9287
UFM1|51569	1874.8736	UFM1|51569	1493.2405
UFSP1|402682	25.1601	UFSP1|402682	26.6284
UFSP2|55325	670.2460000000001	UFSP2|55325	671.9623
UGCG|7357	583.1742	UGCG|7357	318.7218
UGDH|7358	4500.9547	UGDH|7358	870.9545
UGGT1|56886	3927.2155	UGGT1|56886	1775.9115
UGGT2|55757	450.1853	UGGT2|55757	440.8029
UGP2|7360	3101.4265	UGP2|7360	2107.7427
UGT1A6|54578	5.1758	UGT1A6|54578	22.7939
UGT1A9|54600	5.6071	UGT1A9|54600	7.0955
UGT2A1|10941	7.1886	lowly_expressed	lowly_expressed
UGT2B10|7365	476.244	UGT2B10|7365	30.7251
UGT2B11|10720	15608.8779	UGT2B11|10720	140.0369
UGT2B15|7366	151.8589	UGT2B15|7366	139.6968
UGT2B28|54490	14153.4314	lowly_expressed	lowly_expressed
UGT2B7|7364	60.6537	UGT2B7|7364	11.4707
UGT3A1|133688	11.6815	lowly_expressed	lowly_expressed
UGT3A2|167127	4950.6908	UGT3A2|167127	93.814
lowly_expressed	lowly_expressed	UGT8|7368	522.3269
UHMK1|127933	276.7606	UHMK1|127933	573.9451
UHRF1BP1L|23074	676.1766	UHRF1BP1L|23074	633.7567
UHRF1BP1|54887	955.6329	UHRF1BP1|54887	710.7743
UHRF1|29128	356.7292	UHRF1|29128	78.6563
UHRF2|115426	493.7661	UHRF2|115426	863.1708
UIMC1|51720	237.6727	UIMC1|51720	424.0066
ULBP1|80329	36.3922	ULBP1|80329	5.7354
ULBP2|80328	17.5222	ULBP2|80328	5.3257
ULBP3|79465	22.4643	ULBP3|79465	41.7862
ULK1|8408	2455.3521	ULK1|8408	1217.9435
ULK2|9706	646.5236	ULK2|9706	803.7689
ULK3|25989	949.7922	ULK3|25989	725.1127
ULK4|54986	64.6973	ULK4|54986	80.295
UMODL1|89766	39.5372	UMODL1|89766	9.4224
UMPS|7372	642.4801	UMPS|7372	728.39
UNC119B|84747	638.8858	UNC119B|84747	1838.1811
UNC119|9094	96.1474	UNC119|9094	610.8152
UNC13A|23025	9.435	lowly_expressed	lowly_expressed
UNC13B|10497	784.4547	UNC13B|10497	1398.1975
UNC13D|201294	145.5689	UNC13D|201294	189.6764
UNC45A|55898	2190.2729	UNC45A|55898	2569.8484
UNC50|25972	604.2907	UNC50|25972	542.4007
UNC5A|90249	119.061	lowly_expressed	lowly_expressed
UNC5B|219699	1281.8151	UNC5B|219699	446.5383
UNC5CL|222643	98.4477	UNC5CL|222643	38.1975
UNC5C|8633	8.0872	UNC5C|8633	58.1729
lowly_expressed	lowly_expressed	UNC80|285175	5.3257
UNC93B1|81622	757.9468	UNC93B1|81622	482.5891
UNG|7374	717.0617	UNG|7374	1072.9209
UNKL|64718	142.8732	UNKL|64718	629.2708
UNK|85451	385.48800000000006	UNK|85451	825.4814
UPF1|5976	3991.9128	UPF1|5976	3691.1102
UPF2|26019	806.4697	UPF2|26019	1192.9537
UPF3A|65110	640.6829	UPF3A|65110	785.3339
UPF3B|65109	269.1228	UPF3B|65109	282.2614
lowly_expressed	lowly_expressed	UPK2|7379	6.5547
lowly_expressed	lowly_expressed	UPK3A|7380	27.8574
UPK3BL|100134938	92.899	UPK3BL|100134938	633.1626
lowly_expressed	lowly_expressed	UPK3B|80761	6.5547
UPP1|7378	63.3494	UPP1|7378	74.9693
UPRT|139596	261.0356	UPRT|139596	289.2257
UQCC|55245	587.6671	UQCC|55245	690.7005
UQCR10|29796	2241.0423	UQCR10|29796	784.5145
UQCR11|10975	1214.8714	UQCR11|10975	711.1839
UQCRB|7381	2790.0708	UQCRB|7381	2522.7366
UQCRC1|7384	6689.8798	UQCRC1|7384	2266.2843
UQCRC2|7385	4979.8944	UQCRC2|7385	4196.6407
UQCRFS1|7386	2318.3197	UQCRFS1|7386	1156.0836
UQCRHL|440567	385.48800000000006	UQCRHL|440567	474.8054
UQCRH|7388	1393.6875	UQCRH|7388	1679.6395
UQCRQ|27089	2809.3901	UQCRQ|27089	1015.9771
URB1|9875	1378.4118	URB1|9875	2069.2667
URB2|9816	254.2963	URB2|9816	468.6604
URGCP|55665	918.7914	URGCP|55665	1127.4068
URM1|81605	1101.2018	URM1|81605	798.0336
UROD|7389	1366.7303	UROD|7389	1196.6407
UROS|7390	727.3953	UROS|7390	511.2659
USE1|55850	341.4579	USE1|55850	371.1594
USF1|7391	907.5592	USF1|7391	639.9017
USF2|7392	2025.3847	USF2|7392	1725.5223
lowly_expressed	lowly_expressed	USH1C|10083	8.603
lowly_expressed	lowly_expressed	USH1G|124590	6.145
USH2A|7399	5.3914	USH2A|7399	7.7837
USHBP1|83878	37.2908	USHBP1|83878	94.6333
USMG5|84833	885.9935	USMG5|84833	397.7878
USO1|8615	3179.1531	USO1|8615	2760.3441
USP10|9100	1996.1811	USP10|9100	1920.1147
USP11|8237	707.1774	USP11|8237	1639.4920000000002
USP12|219333	153.6561	USP12|219333	380.5817
USP13|8975	402.5609	USP13|8975	812.372
USP14|9097	1438.6162	USP14|9097	1075.7886
USP15|9958	899.4721	USP15|9958	776.7308
USP16|10600	1148.377	USP16|10600	1123.3101
USP18|11274	418.7353	USP18|11274	857.0258
USP19|10869	2024.0368	USP19|10869	2122.4908
USP1|7398	822.1948	USP1|7398	1480.1311
USP20|10868	792.5418	USP20|10868	855.7968
USP21|27005	477.1425	USP21|27005	617.7796
USP22|23326	8526.5641	USP22|23326	7170.422
USP24|23358	916.0957	USP24|23358	1923.3921
USP25|29761	723.3517	USP25|29761	1212.2081
USP27X|389856	72.3352	USP27X|389856	204.0147
USP28|57646	428.1703	USP28|57646	648.9144
USP2|9099	8.5364	USP2|9099	90.5367
USP30|84749	481.1861	USP30|84749	622.2859
USP31|57478	268.6735	USP31|57478	987.71
USP32|84669	1089.9697	USP32|84669	1195.002
USP33|23032	2219.0273	USP33|23032	1600.5735
USP34|9736	2859.2609	USP34|9736	4149.1192
USP35|57558	44.9287	USP35|57558	120.0328
USP36|57602	640.6829	USP36|57602	1397.3781
USP37|57695	383.6909	USP37|57695	674.3138
USP38|84640	911.1535	USP38|84640	849.2421
USP39|10713	1170.8413	USP39|10713	994.2646
USP3|9960	969.4485	USP3|9960	464.957
USP40|55230	1849.7136	USP40|55230	1449.8156
USP42|84132	340.1101	USP42|84132	599.3445
USP43|124739	240.3684	USP43|124739	166.7349
lowly_expressed	lowly_expressed	USP44|84101	49.1602
USP45|85015	192.74400000000003	USP45|85015	188.857
USP46|64854	688.3073	USP46|64854	534.2073
USP47|55031	2846.2316	USP47|55031	2297.8288
USP48|84196	1359.991	USP48|84196	1555.9197
USP49|25862	14.8265	USP49|25862	32.7735
USP4|7375	1470.0663	USP4|7375	1643.9984
USP51|158880	40.4358	USP51|158880	85.6206
USP53|54532	1336.6281	USP53|54532	1159.7706
USP54|159195	1288.1051	USP54|159195	1591.9705
USP5|8078	2941.9297	USP5|8078	1429.3322
USP6NL|9712	624.5086	USP6NL|9712	670.2171
USP6|9098	19.3193	USP6|9098	70.4629
USP7|7874	3621.2513	USP7|7874	3051.6182
USP8|9101	1109.28	USP8|9101	1537.9394
USP9X|8239	4744.4682	USP9X|8239	3952.4785
USPL1|10208	427.721	USPL1|10208	535.0266
UST|10090	94.7995	UST|10090	225.7272
UTP11L|51118	716.6124	UTP11L|51118	523.9656
UTP14A|10813	406.1552	UTP14A|10813	777.9599
UTP14C|9724	1245.8722	UTP14C|9724	1332.6506
UTP15|84135	350.4437	UTP15|84135	295.3707
UTP18|51096	1375.7161	UTP18|51096	743.1381
UTP20|27340	506.3462	UTP20|27340	946.7431
UTP23|84294	277.6592	UTP23|84294	554.6907
UTP3|57050	704.4816	UTP3|57050	788.2016
UTP6|55813	584.0728	UTP6|55813	716.5096
UTRN|7402	2774.3457	UTRN|7402	4591.9705
UVRAG|7405	399.4159	UVRAG|7405	628.0213
UXS1|80146	828.4848	UXS1|80146	561.2454
UXT|8409	862.352	UXT|8409	1187.71
VAC14|55697	916.0957	VAC14|55697	971.3232
VAMP1|6843	78.6162	VAMP1|6843	193.7649
VAMP2|6844	753.0046	VAMP2|6844	2100.3687
VAMP3|9341	980.3437	VAMP3|9341	1705.0389
VAMP4|8674	213.4112	VAMP4|8674	400.2458
VAMP5|10791	552.6227	VAMP5|10791	207.2921
VAMP7|6845	1398.1804	VAMP7|6845	988.939
VAMP8|8673	2598.6746	VAMP8|8673	1424.8259
VANGL1|81839	684.2637	VANGL1|81839	432.6096
VANGL2|57216	58.4073	VANGL2|57216	1246.6202
VAPA|9218	3803.6617	VAPA|9218	2871.7739
VAPB|9217	1151.0727	VAPB|9217	1302.7448
VARS2|57176	998.9981	VARS2|57176	589.5125
VARS|7407	1827.6985	VARS|7407	1955.3462
VASH1|22846	758.2343	VASH1|22846	527.3781
VASH2|79805	26.0586	VASH2|79805	294.9611
VASN|114990	2056.3855	VASN|114990	517.4109
VASP|7408	2627.429	VASP|7408	1659.9754
lowly_expressed	lowly_expressed	VAT1L|57687	201.9664
VAT1|10493	2469.7293	VAT1|10493	3690.7005
VAV1|7409	93.0024	VAV1|7409	37.6895
VAV2|7410	456.0261	VAV2|7410	789.4306
VAV3|10451	2682.6912	VAV3|10451	1965.5879
lowly_expressed	lowly_expressed	VAX2|25806	20.8931
VBP1|7411	947.0965	VBP1|7411	641.1307
VCAM1|7412	375.6037	VCAM1|7412	467.0217
VCAN|1462	12478.9397	VCAN|1462	1035.2315
VCL|7414	2577.5581	VCL|7414	4956.5752
VCPIP1|80124	688.7566	VCPIP1|80124	808.2753
VCP|7415	11877.3447	VCP|7415	5586.6448
VDAC1|7416	8593.5078	VDAC1|7416	3500.6145
VDAC2|7417	1465.1241	VDAC2|7417	1347.3986
VDAC3|7419	995.6195	VDAC3|7419	1492.8308
VDR|7421	923.7336	VDR|7421	1368.2917
VEGFA|7422	1991.2389	VEGFA|7422	899.6313
VEGFB|7423	1881.1637	VEGFB|7423	718.9676
VEGFC|7424	467.7075	VEGFC|7424	141.3355
VENTX|27287	8.9857	VENTX|27287	12.29
VEPH1|79674	95.6981	VEPH1|79674	38.0991
VEZF1|7716	934.0672	VEZF1|7716	1684.1458
VEZT|55591	1737.3919	VEZT|55591	1424.8259
VGLL1|51442	36.8415	VGLL1|51442	100.7784
VGLL3|389136	337.4144	VGLL3|389136	163.0479
VGLL4|9686	2272.3172	VGLL4|9686	3283.728
VHL|7428	799.2811	VHL|7428	1243.7526
VILL|50853	270.0213	VILL|50853	253.1749
VIM|7431	12544.9848	VIM|7431	16507.2552
VIPAR|63894	552.6227	VIPAR|63894	548.136
VIPR1|7433	596.6528	VIPR1|7433	1273.2487
lowly_expressed	lowly_expressed	VIPR2|7434	37.4478
lowly_expressed	lowly_expressed	VIT|5212	652.1917
VKORC1L1|154807	1015.8374	VKORC1L1|154807	1100.3687
VKORC1|79001	964.6187	VKORC1|79001	931.6633
VLDLR|7436	355.8351	VLDLR|7436	545.678
VMA21|203547	778.1647	VMA21|203547	859.4838
VMAC|400673	84.0166	VMAC|400673	114.2974
VMO1|284013	10.7829	lowly_expressed	lowly_expressed
VN1R1|57191	13.9279	VN1R1|57191	16.7964
VNN1|8876	17.9715	VNN1|8876	57.3535
VNN2|8875	24.2615	lowly_expressed	lowly_expressed
VOPP1|81552	503.2012	VOPP1|81552	289.2257
VPRBP|9730	852.625	VPRBP|9730	1316.5711
VPS11|55823	1470.0663	VPS11|55823	1428.9226
VPS13A|23230	165.3375	VPS13A|23230	1084.3916
VPS13B|157680	821.2962	VPS13B|157680	1228.1852
VPS13C|54832	1528.9228	VPS13C|54832	1914.3794
VPS13D|55187	1721.2176	VPS13D|55187	3731.6673
VPS16|64601	1136.2462	VPS16|64601	696.4359
VPS18|57617	1085.9261	VPS18|57617	786.1532
VPS24|51652	2635.9699	VPS24|51652	3359.6927
VPS25|84313	680.6694	VPS25|84313	882.8349
VPS26A|9559	1450.2977	VPS26A|9559	1461.2864
VPS26B|112936	1833.9885	VPS26B|112936	1991.3970000000002
VPS28|51160	1183.4213	VPS28|51160	1458.8283
VPS29|51699	1083.2304	VPS29|51699	796.3949
VPS33A|65082	1051.6275	VPS33A|65082	461.4871
VPS33B|26276	342.8058	VPS33B|26276	285.129
VPS35|55737	4191.8454	VPS35|55737	3255.2233
VPS36|51028	1860.9457	VPS36|51028	2063.0889
VPS37A|137492	356.2485	VPS37A|137492	687.2552
VPS37B|79720	1531.1693	VPS37B|79720	1246.6202
VPS37C|55048	1127.2605	VPS37C|55048	660.7948
VPS37D|155382	29.2036	VPS37D|155382	112.6587
VPS39|23339	1759.4069	VPS39|23339	2144.6129
VPS41|27072	892.2835	VPS41|27072	1233.9205
VPS45|11311	1080.5347	VPS45|11311	795.1659
VPS4A|27183	1750.8705	VPS4A|27183	1725.5223
VPS4B|9525	1541.0536	VPS4B|9525	1784.5145
VPS52|6293	1788.6106	VPS52|6293	1435.0676
VPS53|55275	1164.1019999999999	VPS53|55275	1072.1016
VPS54|51542	1156.9134	VPS54|51542	867.6772
VPS72|6944	757.4975	VPS72|6944	734.535
VPS8|23355	930.4729	VPS8|23355	820.1557
VRK1|7443	259.2385	VRK1|7443	272.0197
VRK2|7444	627.9232	VRK2|7444	397.9721
VRK3|51231	687.8580000000001	VRK3|51231	596.0672
VSIG10L|147645	44.0301	VSIG10L|147645	414.5842
VSIG10|54621	79.5238	VSIG10|54621	471.5281
VSIG1|340547	6.29	lowly_expressed	lowly_expressed
VSIG2|23584	12.58	VSIG2|23584	239.2462
VSIG4|11326	48.0737	VSIG4|11326	46.2925
VSIG8|391123	6.29	lowly_expressed	lowly_expressed
VSNL1|7447	13.0293	VSNL1|7447	405.1618
VSTM2L|128434	208.9183	VSTM2L|128434	14.7481
VSX1|30813	43.1315	lowly_expressed	lowly_expressed
VSX2|338917	6.29	lowly_expressed	lowly_expressed
VTA1|51534	1374.8175	VTA1|51534	1065.9566
VTCN1|79679	14.3772	VTCN1|79679	1272.839
VTI1A|143187	500.4381	VTI1A|143187	332.9005
VTI1B|10490	1722.1161	VTI1B|10490	1087.9885
lowly_expressed	lowly_expressed	VTN|7448	9.0127
VWA1|64856	1423.7897	VWA1|64856	1445.719
VWA2|340706	278.1085	VWA2|340706	156.9029
VWA5A|4013	2771.2007	VWA5A|4013	1073.3306
VWCE|220001	19.7686	VWCE|220001	16.3867
lowly_expressed	lowly_expressed	VWDE|221806	53.2569
VWF|7450	1815.1185	VWF|7450	4948.3818
WAC|51322	2732.1128	WAC|51322	3678.8202
WAPAL|23063	1350.556	WAPAL|23063	2179.025
WARS2|10352	466.8089	WARS2|10352	685.7845
WARS|7453	2778.3893	WARS|7453	1475.2151
WASF1|8936	194.0919	WASF1|8936	431.3806
WASF2|10163	2910.9289	WASF2|10163	7001.229
WASF3|10810	594.4064	WASF3|10810	675.9525
WASH2P|375260	258.3399	WASH2P|375260	298.2384
WASH3P|374666	164.8882	WASH3P|374666	291.6837
WASH5P|375690	133.4382	WASH5P|375690	205.2438
WASH7P|653635	495.11400000000003	WASH7P|653635	854.1581
WASL|8976	817.2526	WASL|8976	2034.8218
WAS|7454	76.828	WAS|7454	76.6079
WBP11P1|441818	10.3336	WBP11P1|441818	12.29
WBP11|51729	1836.6843	WBP11|51729	1972.1426
WBP1|23559	2208.7341	WBP1|23559	1317.7181
lowly_expressed	lowly_expressed	WBP2NL|164684	31.5444
WBP2|23558	1990.3403	WBP2|23558	2409.2585
WBP4|11193	230.0348	WBP4|11193	367.88199999999995
WBP5|51186	987.0830000000001	WBP5|51186	695.2069
WBSCR16|81554	1196.4506	WBSCR16|81554	877.5092
WBSCR17|64409	343.2551	WBSCR17|64409	93.814
WBSCR22|114049	1327.6738	WBSCR22|114049	977.0668
WBSCR26|171022	9.8843	lowly_expressed	lowly_expressed
WBSCR27|155368	8.0872	WBSCR27|155368	11.8804
WDFY1|57590	1378.4118	WDFY1|57590	1149.9385
WDFY2|115825	635.2915	WDFY2|115825	344.9406
WDFY3|23001	1740.5369	WDFY3|23001	2006.9644
WDFY4|57705	66.0452	WDFY4|57705	66.7759
WDHD1|11169	126.6989	WDHD1|11169	212.6178
WDR11|55717	1407.6154	WDR11|55717	1399.4265
WDR12|55759	335.1679	WDR12|55759	453.9123
WDR13|64743	1544.6479	WDR13|64743	1233.9205
lowly_expressed	lowly_expressed	WDR17|116966	74.5596
WDR18|57418	536.8977	WDR18|57418	464.9734
WDR19|57728	394.0245	WDR19|57728	663.2528
WDR1|9948	7962.2599	WDR1|9948	5257.2716
WDR20|91833	533.7527	WDR20|91833	562.4744
WDR24|84219	363.473	WDR24|84219	339.6149
WDR25|79446	216.5562	WDR25|79446	154.8546
WDR26|80232	3115.8037	WDR26|80232	2955.3462
WDR27|253769	25.6093	WDR27|253769	239.6559
WDR31|114987	69.1902	WDR31|114987	204.0147
WDR33|55339	1366.7303	WDR33|55339	1435.0676
WDR34|89891	1312.3666	WDR34|89891	787.7919
WDR35|57539	253.3977	WDR35|57539	910.2827
WDR36|134430	645.6251	WDR36|134430	1080.7046
WDR37|22884	382.7923	WDR37|22884	732.4867
WDR3|10885	813.209	WDR3|10885	1453.0929999999998
WDR41|55255	514.4333	WDR41|55255	573.5354
WDR43|23160	789.3968	WDR43|23160	1488.3245
WDR44|54521	340.5594	WDR44|54521	426.8742
WDR45L|56270	2680.8941	WDR45L|56270	2186.8087
WDR45|11152	1154.667	WDR45|11152	990.9873
WDR46|9277	1136.6955	WDR46|9277	990.9873
WDR47|22911	250.702	WDR47|22911	374.027
WDR48|57599	960.5751	WDR48|57599	1537.8943
WDR4|10785	194.5412	WDR4|10785	200.3277
WDR52|55779	137.0325	WDR52|55779	290.8644
WDR53|348793	141.9746	WDR53|348793	147.8902
WDR54|84058	49.4215	WDR54|84058	111.4297
WDR55|54853	713.8448	WDR55|54853	469.9508
WDR59|79726	378.2994	WDR59|79726	1018.4351
WDR5B|54554	422.3296	WDR5B|54554	407.2102
WDR5|11091	801.0783	WDR5|11091	939.3691
WDR60|55112	136.5832	WDR60|55112	401.0651
WDR61|80349	983.4887	WDR61|80349	723.0643
WDR62|284403	125.351	WDR62|284403	41.7862
WDR63|126820	17.0729	WDR63|126820	5.3257
WDR64|128025	8.5364	lowly_expressed	lowly_expressed
WDR65|149465	9.8843	lowly_expressed	lowly_expressed
WDR66|144406	24.2615	WDR66|144406	56.9439
WDR67|93594	187.3526	WDR67|93594	74.9693
WDR6|11180	2214.9612	WDR6|11180	4536.2433
WDR70|55100	465.0118	WDR70|55100	544.4490000000001
lowly_expressed	lowly_expressed	WDR72|256764	7.7837
WDR73|84942	459.5889	WDR73|84942	393.6297
WDR74|54663	384.5895	WDR74|54663	696.4359
WDR75|84128	829.3834	WDR75|84128	898.812
WDR76|79968	199.03400000000002	WDR76|79968	134.7808
WDR77|79084	984.8366	WDR77|79084	539.533
WDR78|79819	79.5238	WDR78|79819	156.4932
WDR7|23335	613.7257	WDR7|23335	544.8587
WDR81|124997	693.2495	WDR81|124997	975.8296
WDR82|80335	2238.3466	WDR82|80335	3910.2827
WDR83|84292	128.5634	WDR83|84292	152.0442
WDR85|92715	255.6442	WDR85|92715	366.2433
WDR86|349136	12.58	WDR86|349136	186.2065
lowly_expressed	lowly_expressed	WDR88|126248	6.5547
WDR89|112840	314.5007	WDR89|112840	373.6174
WDR8|49856	214.7591	WDR8|49856	306.0221
WDR90|197335	426.3731	WDR90|197335	598.9349
WDR91|29062	277.6592	WDR91|29062	535.846
WDR92|116143	266.427	WDR92|116143	274.4777
WDR93|56964	9.8843	WDR93|56964	20.0737
WDSUB1|151525	178.3668	WDSUB1|151525	312.1671
WDTC1|23038	1732.899	WDTC1|23038	3064.3179
WDYHV1|55093	165.7868	WDYHV1|55093	168.3736
WEE1|7465	3090.1943	WEE1|7465	1126.1778
WFDC1|58189	16.6236	WFDC1|58189	21.3027
WFDC2|10406	7.1886	WFDC2|10406	1218.3531
WFDC3|140686	5.3914	lowly_expressed	lowly_expressed
WFDC6|140870	135.6666	lowly_expressed	lowly_expressed
WFIKKN1|117166	8.0872	WFIKKN1|117166	26.6284
WFS1|7466	1669.1003	WFS1|7466	775.9115
WHAMML1|339005	33.6965	WHAMML1|339005	75.7886
WHAMML2|440253	12.1307	WHAMML2|440253	41.7862
WHAMM|123720	532.4048	WHAMM|123720	464.154
WHSC1L1|54904	878.3556	WHSC1L1|54904	1331.4215
WHSC1|7468	1186.117	WHSC1|7468	1214.6661
WHSC2|7469	632.5958	WHSC2|7469	845.5551
WIBG|84305	758.8453	WIBG|84305	410.8972
lowly_expressed	lowly_expressed	WIF1|11197	1334.2892
WIPF1|7456	635.2915	WIPF1|7456	535.846
WIPF2|147179	618.2186	WIPF2|147179	1363.3757
lowly_expressed	lowly_expressed	WIPF3|644150	22.5317
WIPI1|55062	631.2479	WIPI1|55062	282.2614
WIPI2|26100	1397.7311	WIPI2|26100	1800.0819
WISP1|8840	118.6117	WISP1|8840	6.5547
WISP2|8839	969.1115	WISP2|8839	54.0762
lowly_expressed	lowly_expressed	WISP3|8838	34.0025
WIZ|58525	1036.9538	WIZ|58525	1535.846
WLS|79971	294.2828	WLS|79971	2836.5219
WNK1|65125	3906.5484	WNK1|65125	4694.7972
WNK2|65268	57.3829	WNK2|65268	2429.0701
lowly_expressed	lowly_expressed	WNK3|65267	64.3179
lowly_expressed	lowly_expressed	WNK4|65266	319.2544
WNT10A|80326	10.7829	WNT10A|80326	33.1831
lowly_expressed	lowly_expressed	WNT10B|7480	5.3257
WNT11|7481	24.7108	WNT11|7481	124.1295
WNT2B|7482	8.0872	WNT2B|7482	12.29
WNT2|7472	540.0427	WNT2|7472	159.7706
WNT3|7473	5.3914	WNT3|7473	44.6538
WNT4|54361	5.3914	WNT4|54361	213.4371
WNT5A|7474	211.6141	WNT5A|7474	265.8746
WNT5B|81029	71.4366	WNT5B|81029	319.1315
lowly_expressed	lowly_expressed	WNT6|7475	103.2364
WNT7B|7477	718.4095	WNT7B|7477	57.7632
lowly_expressed	lowly_expressed	WNT9A|7483	6.5547
WRAP53|55135	216.5562	WRAP53|55135	181.0733
WRB|7485	387.2852	WRB|7485	482.9988
WRNIP1|56897	1403.5718	WRNIP1|56897	1224.4982
WRN|7486	395.8216	WRN|7486	806.227
WSB1|26118	593.9571	WSB1|26118	1306.8415
WSB2|55884	3648.6578	WSB2|55884	1061.8599
WSCD1|23302	17.9715	WSCD1|23302	72.9209
WSCD2|9671	8.9857	WSCD2|9671	69.6436
WT1|7490	12.1307	lowly_expressed	lowly_expressed
WTAP|9589	813.209	WTAP|9589	1730.0287
WTIP|126374	137.0325	WTIP|126374	244.9816
WWC1|23286	5659.215999999999	WWC1|23286	4090.127
WWC2|80014	1031.1131	WWC2|80014	613.2732
WWC3|55841	5265.1915	WWC3|55841	1047.5215
WWOX|51741	307.7614	WWOX|51741	384.6784
WWP1|11059	2102.6620000000003	WWP1|11059	1506.7595
WWP2|11060	1397.7311	WWP2|11060	1317.4928
WWTR1|25937	749.6394	WWTR1|25937	886.2515
XAB2|56949	1295.2937	XAB2|56949	1635.805
XAF1|54739	262.3835	XAF1|54739	837.7714
XBP1|7494	20026.0586	XBP1|7494	13671.0365
lowly_expressed	lowly_expressed	XCL1|6375	8.603
lowly_expressed	lowly_expressed	XCL2|6846	6.145
XDH|7498	211.1648	XDH|7498	470.7087
XG|7499	59.3059	XG|7499	12.29
XIAP|331	1470.0663	XIAP|331	1468.2507
XIRP1|165904	9.8843	lowly_expressed	lowly_expressed
XIST|7503	7569.1475	XIST|7503	14838.3245
lowly_expressed	lowly_expressed	XKR5|389610	8.603
lowly_expressed	lowly_expressed	XKR6|286046	10.6514
XKR8|55113	215.6576	XKR8|55113	234.3302
XKR9|389668	265.9778	XKR9|389668	26.2188
lowly_expressed	lowly_expressed	XKRX|402415	7.374
lowly_expressed	lowly_expressed	XK|7504	89.3077
XPA|7507	131.1917	XPA|7507	253.5846
XPC|7508	816.3539999999999	XPC|7508	1480.5408
XPNPEP1|7511	978.9958	XPNPEP1|7511	1191.315
lowly_expressed	lowly_expressed	XPNPEP2|7512	22.9414
XPNPEP3|63929	399.4743	XPNPEP3|63929	295.8337
XPO1|7514	2800.4044	XPO1|7514	3411.3068
XPO4|64328	589.0149	XPO4|64328	800.9013
XPO5|57510	1067.9546	XPO5|57510	1255.2233
XPO6|23214	1732.899	XPO6|23214	1866.0385
XPO7|23039	1033.8088	XPO7|23039	2122.0811
XPOT|11260	1927.8895	XPOT|11260	1665.3011
XPR1|9213	1988.0939	XPR1|9213	835.7231
XRCC1|7515	799.7304	XRCC1|7515	1130.2745
XRCC2|7516	26.0586	XRCC2|7516	42.6055
XRCC3|7517	194.0919	XRCC3|7517	253.5846
XRCC4|7518	152.7575	XRCC4|7518	88.0787
XRCC5|7520	10562.7317	XRCC5|7520	7004.5063
XRCC6BP1|91419	136.1339	XRCC6BP1|91419	129.8648
XRCC6|2547	8474.8961	XRCC6|2547	5903.3183
XRN1|54464	860.8334	XRN1|54464	1173.6993
XRN2|22803	2873.1888	XRN2|22803	2353.9533
XRRA1|143570	412.2925	XRRA1|143570	344.57599999999996
XYLB|9942	385.9373	XYLB|9942	195.8214
XYLT1|64131	413.3438	XYLT1|64131	937.7304
XYLT2|64132	3036.7292	XYLT2|64132	1022.1221
YAF2|10138	278.1085	YAF2|10138	209.3404
YAP1|10413	2754.1278	YAP1|10413	5335.9279
YARS2|51067	566.1013	YARS2|51067	370.34
YARS|8565	5620.128000000001	YARS|8565	1411.7165
YBX1|4904	5213.9728	YBX1|4904	7082.3433
lowly_expressed	lowly_expressed	YBX2|51087	60.6309
YDJC|150223	370.6616	YDJC|150223	251.9459
YEATS2|55689	621.7904	YEATS2|55689	1426.8046
YEATS4|8089	210.7155	YEATS4|8089	414.1745
YES1|7525	1644.8388	YES1|7525	2274.4777
YIF1A|10897	1068.4039	YIF1A|10897	653.4207
YIF1B|90522	646.007	YIF1B|90522	369.7706
YIPF1|54432	3056.9471	YIPF1|54432	702.5809
YIPF2|78992	1336.6281	YIPF2|78992	902.0893
YIPF3|25844	3346.7371	YIPF3|25844	2206.8824
YIPF4|84272	604.2907	YIPF4|84272	495.2888
YIPF5|81555	1522.1835	YIPF5|81555	989.3486
YIPF6|286451	399.4159	YIPF6|286451	302.3351
YJEFN3|374887	30.0393	YJEFN3|374887	30.6022
YKT6|10652	3004.3805	YKT6|10652	1408.4392
YLPM1|56252	1337.5267	YLPM1|56252	2435.8869
YME1L1|10730	4265.9778	YME1L1|10730	3595.2478
YOD1|55432	220.5998	YOD1|55432	393.6911
