gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
C19orf53|28974	1606.2002	C19orf53|28974	826.3007
C19orf54|284325	342.3565	C19orf54|284325	283.9
C19orf55|148137	59.7551	C19orf55|148137	110.2007
C19orf56|51398	1887.0044	C19orf56|51398	1746.0016
C19orf57|79173	97.0459	C19orf57|79173	194.1827
C19orf60|55049	431.3153	C19orf60|55049	275.7067
C19orf61|56006	674.8287	C19orf61|56006	853.7485
C19orf62|29086	1089.9697	C19orf62|29086	1027.4478
C19orf63|284361	3647.22	C19orf63|284361	2476.2351
C19orf66|55337	370.0371	C19orf66|55337	453.3716
C19orf6|91304	2015.0511	C19orf6|91304	1451.0447
C19orf70|125988	581.8264	C19orf70|125988	581.7288
lowly_expressed	lowly_expressed	C19orf71|100128569	5.3257
C19orf73|55150	32.3486	C19orf73|55150	33.5928
C19orf76|199800	7.6379	C19orf76|199800	22.1221
lowly_expressed	lowly_expressed	C19orf77|284422	6.5547
C1D|10438	134.3367	C1D|10438	128.6358
C1GALT1C1|29071	594.4064	C1GALT1C1|29071	461.2864
C1GALT1|56913	192.74400000000003	C1GALT1|56913	197.0504
C1QA|712	999.663	C1QA|712	463.7444
C1QBP|708	2220.6133	C1QBP|708	2157.1282
C1QB|713	1046.3889	C1QB|713	358.8693
C1QC|714	1028.4174	C1QC|714	403.9328
lowly_expressed	lowly_expressed	C1QL1|10882	8.603
lowly_expressed	lowly_expressed	C1QL2|165257	93.4043
C1QL3|389941	22.9136	C1QL3|389941	29.9058
lowly_expressed	lowly_expressed	C1QL4|338761	16.7964
C1QTNF1|114897	419.6338	C1QTNF1|114897	249.0782
C1QTNF2|114898	20.2179	C1QTNF2|114898	14.7481
C1QTNF3|114899	566.5506	C1QTNF3|114899	117.9844
lowly_expressed	lowly_expressed	C1QTNF4|114900	16.7964
C1QTNF6|114904	987.0830000000001	C1QTNF6|114904	170.0123
C1QTNF7|114905	17.5222	C1QTNF7|114905	13.519
lowly_expressed	lowly_expressed	C1QTNF9|338872	13.9287
C1RL|51279	882.8125	C1RL|51279	1586.0179999999998
C1R|715	2867.3481	C1R|715	2400.2458
C1S|716	4672.4295	C1S|716	2794.8259
lowly_expressed	lowly_expressed	C1orf101|257044	11.061
C1orf103|55791	558.9127	C1orf103|55791	374.027
C1orf104|284618	17.621	C1orf104|284618	46.9316
C1orf106|55765	181.5118	C1orf106|55765	158.5416
C1orf107|27042	434.4603	C1orf107|27042	1273.2487
C1orf109|54955	268.6735	C1orf109|54955	576.4031
lowly_expressed	lowly_expressed	C1orf111|284680	6.5547
C1orf112|55732	218.5061	C1orf112|55732	131.1348
C1orf113|79729	80.1348	C1orf113|79729	112.1794
C1orf115|79762	3197.1246	C1orf115|79762	3068.0049
C1orf116|79098	3381.7814	C1orf116|79098	1773.0438
C1orf122|127687	948.3814	C1orf122|127687	358.6276
C1orf123|54987	669.8866	C1orf123|54987	599.7542
C1orf124|83932	230.4841	C1orf124|83932	262.1876
C1orf126|200197	72.0656	C1orf126|200197	97.6567
C1orf127|148345	9.435	lowly_expressed	lowly_expressed
C1orf128|57095	1954.3974	C1orf128|57095	947.1528
lowly_expressed	lowly_expressed	C1orf130|400746	355.592
C1orf131|128061	216.1069	C1orf131|128061	188.857
C1orf133|574036	39.9865	C1orf133|574036	44.6538
C1orf135|79000	29.2036	C1orf135|79000	33.5928
C1orf144|26099	2773.8964	C1orf144|26099	2677.5912
C1orf151|440574	1020.811	C1orf151|440574	599.0004
C1orf152|767846	8.5364	C1orf152|767846	15.5674
C1orf156|92342	176.1204	C1orf156|92342	182.71200000000002
C1orf159|54991	82.6688	C1orf159|54991	133.9615
C1orf161|126868	72.7845	lowly_expressed	lowly_expressed
C1orf162|128346	48.0737	C1orf162|128346	71.2823
C1orf163|65260	301.0221	C1orf163|65260	329.3732
C1orf168|199920	53.9144	C1orf168|199920	29.0864
C1orf170|84808	22.4643	C1orf170|84808	21.3027
C1orf172|126695	948.8936	C1orf172|126695	522.3269
lowly_expressed	lowly_expressed	C1orf173|127254	15.1577
C1orf174|339448	276.7606	C1orf174|339448	499.3855
lowly_expressed	lowly_expressed	C1orf175|374977	33.9615
C1orf183|55924	22.0151	C1orf183|55924	87.2593
lowly_expressed	lowly_expressed	C1orf187|374946	5.3257
C1orf190|541468	7.2605	C1orf190|541468	67.0463
C1orf192|257177	6.7393	C1orf192|257177	22.5317
C1orf198|84886	2589.2396	C1orf198|84886	2790.2499
C1orf201|90529	170.729	C1orf201|90529	258.5006
C1orf203|84852	71.9039	C1orf203|84852	167.5748
C1orf204|284677	16.8438	C1orf204|284677	82.4539
C1orf210|149466	217.0055	C1orf210|149466	331.0119
C1orf212|113444	484.3311	C1orf212|113444	402.7038
C1orf213|148898	35.8441	C1orf213|148898	64.0393
C1orf216|127703	378.7487	C1orf216|127703	281.0324
C1orf21|81563	428.6196	C1orf21|81563	1617.3699
lowly_expressed	lowly_expressed	C1orf220|400798	7.7591
C1orf226|400793	111.8724	C1orf226|400793	2972.1426
C1orf228|339541	8.5364	C1orf228|339541	22.9414
lowly_expressed	lowly_expressed	C1orf229|388759	11.061
C1orf25|81627	554.8691	C1orf25|81627	569.0291
C1orf26|54823	188.2512	C1orf26|54823	208.1114
C1orf27|54953	1030.2145	C1orf27|54953	675.1331
C1orf31|388753	381.8937	C1orf31|388753	213.4371
C1orf35|79169	249.8034	C1orf35|79169	231.8722
C1orf38|9473	141.5253	C1orf38|9473	99.959
C1orf43|25912	4980.3437	C1orf43|25912	3802.5399
C1orf50|79078	160.8447	C1orf50|79078	143.7935
C1orf51|148523	8.5364	C1orf51|148523	53.2569
C1orf52|148423	238.5713	C1orf52|148423	351.4953
C1orf53|388722	28.7544	C1orf53|388722	19.2544
C1orf54|79630	71.4366	C1orf54|79630	64.7276
C1orf55|163859	337.8636	C1orf55|163859	690.2909
C1orf56|54964	134.1256	C1orf56|54964	164.4654
C1orf57|84284	731.8881	C1orf57|84284	454.32199999999995
C1orf58|148362	305.0522	C1orf58|148362	414.535
C1orf59|113802	398.9666	C1orf59|113802	288.4064
lowly_expressed	lowly_expressed	C1orf61|10485	29.9058
C1orf63|57035	359.4294	C1orf63|57035	555.51
C1orf64|149563	301.9207	C1orf64|149563	127.8165
C1orf66|51093	466.8089	C1orf66|51093	685.7845
C1orf69|200205	432.6631	C1orf69|200205	397.3781
lowly_expressed	lowly_expressed	C1orf70|339453	10.6514
C1orf74|148304	95.6981	C1orf74|148304	110.6104
C1orf77|26097	1751.3198	C1orf77|26097	1663.6624
C1orf83|127428	227.3391	C1orf83|127428	219.5821
C1orf84|149469	13.9369	C1orf84|149469	13.6993
C1orf85|112770	1004.6052	C1orf85|112770	639.492
C1orf86|199990	146.9258	C1orf86|199990	326.6571
lowly_expressed	lowly_expressed	C1orf88|128344	135.1905
C1orf89|79363	39.9865	C1orf89|79363	87.669
C1orf91|56063	144.1267	C1orf91|56063	130.635
C1orf93|127281	339.4676	C1orf93|127281	914.2073
lowly_expressed	lowly_expressed	C1orf95|375057	61.0406
C1orf96|126731	239.4698	C1orf96|126731	411.7165
C1orf97|84791	163.9897	C1orf97|84791	92.1753
C1orf9|51430	1222.06	C1orf9|51430	1459.6477
C20orf103|24141	102.8867	C20orf103|24141	55.3052
C20orf108|116151	4936.7629	C20orf108|116151	5672.6751
C20orf111|51526	827.5862	C20orf111|51526	700.5326
C20orf112|140688	213.4112	C20orf112|140688	1866.4482
lowly_expressed	lowly_expressed	C20orf114|92747	46.2925
C20orf117|140710	378.7487	C20orf117|140710	565.7517
lowly_expressed	lowly_expressed	C20orf118|140711	11.5649
C20orf11|54994	1952.151	C20orf11|54994	2271.2003
C20orf12|55184	85.8138	C20orf12|55184	451.0447
C20orf132|140699	31.4636	C20orf132|140699	40.9709
C20orf134|170487	97.9445	C20orf134|170487	51.6182
C20orf135|140701	57.0594	C20orf135|140701	76.1983
C20orf151|140893	255.1949	C20orf151|140893	250.7169
C20orf160|140706	93.4516	C20orf160|140706	132.3228
C20orf177|63939	145.1196	C20orf177|63939	385.9238
C20orf194|25943	305.9643	C20orf194|25943	824.2524
C20orf196|149840	197.2369	C20orf196|149840	96.272
lowly_expressed	lowly_expressed	C20orf197|284756	7.7837
C20orf199|441951	1549.59	C20orf199|441951	3052.0279
lowly_expressed	lowly_expressed	C20orf203|284805	6.5547
C20orf20|55257	191.3962	C20orf20|55257	243.3429
C20orf24|55969	1398.3871	C20orf24|55969	616.5465
C20orf27|54976	235.8755	C20orf27|54976	653.4207
C20orf29|55317	333.3708	C20orf29|55317	224.9078
C20orf30|29058	2442.3228	C20orf30|29058	2226.5465
C20orf3|57136	25595.4173	C20orf3|57136	2697.2552
C20orf43|51507	1759.4069	C20orf43|51507	2090.127
C20orf46|55321	8.5364	C20orf46|55321	19.2544
C20orf4|25980	2558.2388	C20orf4|25980	1245.3912
C20orf54|113278	129.8439	C20orf54|113278	287.1774
C20orf72|92667	934.9657	C20orf72|92667	885.7026
C20orf7|79133	138.3803	C20orf7|79133	107.3331
C20orf94|128710	21.1165	C20orf94|128710	43.0152
C20orf96|140680	195.4397	C20orf96|140680	331.0119
C21orf119|84996	176.5697	C21orf119|84996	87.2593
C21orf122|728039	23.8122	C21orf122|728039	38.0991
C21orf128|150147	6.7393	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C21orf15|54094	38.0991
C21orf2|755	325.7329	C21orf2|755	483.8181
C21orf33|8209	2751.4321	C21orf33|8209	1987.71
C21orf34|388815	6.7393	C21orf34|388815	120.0328
C21orf45|54069	277.6592	C21orf45|54069	181.483
C21orf49|54067	7.6379	C21orf49|54067	17.6157
C21orf56|84221	107.8288	C21orf56|84221	226.5465
C21orf57|54059	186.9033	C21orf57|54059	189.2667
C21orf58|54058	62.0016	C21orf58|54058	88.898
C21orf59|56683	1368.9767	C21orf59|56683	616.7841
C21orf63|59271	97.4952	C21orf63|59271	407.6198
C21orf67|84536	97.0459	C21orf67|84536	77.4273
C21orf70|85395	172.5261	C21orf70|85395	211.3888
C21orf7|56911	54.3637	C21orf7|56911	48.3408
C21orf82|114036	17.5222	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C21orf88|114041	220.4015
C21orf91|54149	166.2361	C21orf91|54149	970.9136
C22orf13|83606	5791.6253	C22orf13|83606	1981.9295
C22orf23|84645	10.3336	C22orf23|84645	159.3609
C22orf25|128989	617.32	C22orf25|128989	283.4904
C22orf26|55267	12.58	C22orf26|55267	7.374
C22orf27|150291	228.687	C22orf27|150291	131.0938
C22orf28|51493	2484.1065	C22orf28|51493	1855.3871
C22orf29|79680	735.6172	C22orf29|79680	1209.8566
C22orf30|253143	1067.5053	C22orf30|253143	1539.1233
C22orf32|91689	885.0949	C22orf32|91689	816.8783
lowly_expressed	lowly_expressed	C22orf34|348645	5.3257
C22orf36|388886	1333.9324	C22orf36|388886	374.4367
C22orf39|128977	494.6647	C22orf39|128977	649.7255
C22orf40|150383	124.4524	C22orf40|150383	166.3253
C22orf41|644186	6.29	C22orf41|644186	20.0737
lowly_expressed	lowly_expressed	C22orf45|646023	5.337999999999999
C22orf46|79640	786.7011	C22orf46|79640	796.8046
C22orf9|23313	1262.4958	C22orf9|23313	1503.4822
C2CD2L|9854	500.2224	C2CD2L|9854	311.6592
C2CD2|25966	1212.1757	C2CD2|25966	700.5326
C2CD3|26005	1019.4317	C2CD3|26005	902.4989999999999
C2CD4A|145741	282.6014	C2CD4A|145741	25.8091
C2CD4B|388125	81.7702	C2CD4B|388125	13.9287
C2CD4C|126567	11.2322	C2CD4C|126567	12.29
C2CD4D|100191040	5.8407	C2CD4D|100191040	27.8656
C2orf15|150590	80.8716	C2orf15|150590	122.9537
C2orf16|84226	116.3653	C2orf16|84226	53.6665
C2orf18|54978	3082.1072	C2orf18|54978	754.1991
C2orf24|27013	2092.7777	C2orf24|27013	1408.8488
C2orf27A|29798	17.0729	C2orf27A|29798	50.7989
C2orf28|51374	2258.0389	C2orf28|51374	1636.0179999999998
C2orf29|55571	1402.224	C2orf29|55571	854.5678
C2orf34|79823	102.8867	C2orf34|79823	124.1295
lowly_expressed	lowly_expressed	C2orf39|92749	6.145
C2orf3|6936	452.8811	C2orf3|6936	578.4515
lowly_expressed	lowly_expressed	C2orf40|84417	1151.5772
C2orf42|54980	146.0182	C2orf42|54980	240.4752
C2orf43|60526	581.8264	C2orf43|60526	349.0373
C2orf44|80304	237.2234	C2orf44|80304	328.1442
C2orf47|79568	573.7122	C2orf47|79568	326.7841
C2orf49|79074	109.626	C2orf49|79074	153.6256
lowly_expressed	lowly_expressed	C2orf50|130813	9.832
C2orf52|151477	5.8407	C2orf52|151477	5.7354
C2orf54|79919	3093.7886	C2orf54|79919	71.6919
C2orf55|343990	491.969	C2orf55|343990	349.4469
C2orf56|55471	222.3969	C2orf56|55471	231.0528
C2orf58|285154	23.8122	C2orf58|285154	14.3384
C2orf60|129450	159.97299999999998	C2orf60|129450	262.3187
C2orf63|130162	42.6822	C2orf63|130162	105.6944
C2orf64|493753	491.5197	C2orf64|493753	547.3167
C2orf65|130951	8.0872	C2orf65|130951	15.9771
C2orf67|151050	261.3905	C2orf67|151050	454.4777
C2orf68|388969	1376.1653	C2orf68|388969	1044.2442
C2orf69|205327	427.2717	C2orf69|205327	365.0143
lowly_expressed	lowly_expressed	C2orf70|339778	10.2417
lowly_expressed	lowly_expressed	C2orf71|388939	7.374
C2orf72|257407	2043.3562	C2orf72|257407	592.7898
lowly_expressed	lowly_expressed	C2orf73|129852	7.374
C2orf74|339804	145.1196	C2orf74|339804	175.338
C2orf76|130355	181.9611	C2orf76|130355	68.4146
C2orf77|129881	37.7401	C2orf77|129881	77.0176
C2orf79|391356	628.5522	C2orf79|391356	623.515
C2orf7|84279	515.7812	C2orf7|84279	195.8214
C2orf81|388963	26.8	C2orf81|388963	94.4736
lowly_expressed	lowly_expressed	C2orf82|389084	703.4002
C2orf86|51057	43.1315	C2orf86|51057	111.0201
C2orf88|84281	270.4706	C2orf88|84281	704.6293
C2orf89|129293	6.29	C2orf89|129293	17.2061
C2|717	358.8184	C2|717	159.7952
C3AR1|719	255.1949	C3AR1|719	84.3916
C3orf10|55845	2890.711	C3orf10|55845	2733.7157
C3orf14|57415	691.003	C3orf14|57415	293.3224
lowly_expressed	lowly_expressed	C3orf15|89876	120.0328
C3orf17|25871	835.2241	C3orf17|25871	1191.315
C3orf18|51161	38.1894	C3orf18|51161	193.3634
C3orf19|51244	348.1972	C3orf19|51244	506.7595
C3orf1|51300	1751.7691	C3orf1|51300	945.1045
C3orf21|152002	234.0784	C3orf21|152002	314.2155
C3orf23|285343	434.9096	C3orf23|285343	596.8865
C3orf26|84319	256.0935	C3orf26|84319	381.4011
C3orf31|132001	150.5111	C3orf31|132001	172.88
C3orf32|51066	6.29	C3orf32|51066	14.7481
C3orf33|285315	110.9738	C3orf33|285315	130.2745
C3orf34|84984	55.7116	C3orf34|84984	73.3306
lowly_expressed	lowly_expressed	C3orf35|339883	6.5547
C3orf36|80111	17.0729	lowly_expressed	lowly_expressed
C3orf37|56941	810.064	C3orf37|56941	849.6518
C3orf38|285237	433.5617	C3orf38|285237	344.9406
C3orf39|84892	385.48800000000006	C3orf39|84892	642.7694
C3orf42|84657	6.7393	C3orf42|84657	14.7481
C3orf47|339942	20.6672	C3orf47|339942	38.0991
C3orf52|79669	459.6204	C3orf52|79669	81.524
C3orf54|389119	30.1022	C3orf54|389119	73.7403
lowly_expressed	lowly_expressed	C3orf55|152078	9.4224
C3orf57|165679	68.7409	C3orf57|165679	198.2794
C3orf58|205428	491.5197	C3orf58|205428	1453.9123
C3orf59|151963	99.2924	C3orf59|151963	253.5846
C3orf62|375341	180.6133	C3orf62|375341	157.3126
C3orf63|23272	1696.2417	C3orf63|23272	2076.0795
C3orf64|285203	267.7749	C3orf64|285203	995.4937
C3orf67|200844	8.9857	C3orf67|200844	24.9898
C3orf70|285382	68.2916	C3orf70|285382	167.1446
C3orf71|646450	36.9808	C3orf71|646450	30.7948
C3orf75|54859	655.0601	C3orf75|54859	424.8259
C3|718	3650.9042	C3|718	7755.4281
C4A|720	85302.662	C4A|720	5967.8165
lowly_expressed	lowly_expressed	C4BPA|722	62.6792
C4orf10|317648	247.8176	C4orf10|317648	310.6964
C4orf12|404201	26.5079	C4orf12|404201	25.8091
C4orf14|84273	850.0505	C4orf14|84273	1602.2122
C4orf19|55286	54.148	C4orf19|55286	535.7231
C4orf21|55345	47.1751	C4orf21|55345	100.7784
C4orf23|152992	305.0657	C4orf23|152992	476.0344
C4orf27|54969	473.099	C4orf27|54969	302.3351
C4orf29|80167	155.0039	C4orf29|80167	129.0455
C4orf31|79625	6.7393	C4orf31|79625	36.0508
C4orf32|132720	187.8019	C4orf32|132720	594.4285
C4orf33|132321	538.6948	C4orf33|132321	260.54900000000004
C4orf34|201895	2335.8419	C4orf34|201895	852.5195
lowly_expressed	lowly_expressed	C4orf36|132989	17.2061
C4orf38|152641	13.0293	C4orf38|152641	18.4351
lowly_expressed	lowly_expressed	C4orf39|152756	42.6055
C4orf3|401152	4669.8866	C4orf3|401152	2782.8759
C4orf41|60684	1003.7066	C4orf41|60684	1168.3736
C4orf42|92070	251.1513	C4orf42|92070	419.9099
C4orf43|55319	237.2234	C4orf43|55319	446.5383
C4orf46|201725	144.221	C4orf46|201725	192.544
C4orf47|441054	12.58	C4orf47|441054	13.9287
C4orf48|401115	39.0879	C4orf48|401115	26.6284
lowly_expressed	lowly_expressed	C4orf49|84709	29.9058
C4orf52|389203	333.3708	C4orf52|389203	403.9328
C4orf6|10141	13.0293	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C4orf7|260436	91.7657
C5AR1|728	155.4532	C5AR1|728	33.5928
C5orf13|9315	1347.411	C5orf13|9315	1176.9766
C5orf15|56951	1314.1638	C5orf15|56951	1709.1356
lowly_expressed	lowly_expressed	C5orf20|140947	6.145
C5orf22|55322	678.8723	C5orf22|55322	496.5178
C5orf23|79614	30.1022	C5orf23|79614	34.8218
C5orf24|134553	1091.3175	C5orf24|134553	1483.4084
C5orf25|375484	190.9469	C5orf25|375484	206.4728
lowly_expressed	lowly_expressed	C5orf27|202299	58.1729
C5orf28|64417	230.9334	C5orf28|64417	390.8234
C5orf30|90355	287.0942	C5orf30|90355	485.4568
C5orf32|84418	427.721	C5orf32|84418	426.8742
C5orf33|133686	622.7114	C5orf33|133686	839.0004
C5orf34|375444	35.9429	C5orf34|375444	51.6182
C5orf35|133383	128.9453	C5orf35|133383	128.2261
C5orf36|285600	270.9199	C5orf36|285600	73.7403
C5orf38|153571	118.1624	C5orf38|153571	139.6968
C5orf39|389289	15.725	C5orf39|389289	24.5801
C5orf41|153222	167.1347	C5orf41|153222	548.136
C5orf42|65250	234.5277	C5orf42|65250	709.1356
C5orf43|643155	1269.6844	C5orf43|643155	1141.3355
C5orf44|80006	546.7326	C5orf44|80006	418.6276
C5orf45|51149	134.9523	C5orf45|51149	240.6268
C5orf46|389336	22.4643	C5orf46|389336	6.5547
C5orf49|134121	12.1307	C5orf49|134121	9.0127
C5orf4|10826	140.1775	C5orf4|10826	1555.1004
C5orf51|285636	925.98	C5orf51|285636	931.9951
C5orf53|492311	180.6133	C5orf53|492311	360.0983
C5orf54|63920	96.5967	C5orf54|63920	176.9766
C5orf55|116349	70.0887	C5orf55|116349	55.7149
C5orf56|441108	21.6242	C5orf56|441108	74.6129
C5orf62|85027	281.7028	C5orf62|85027	287.1774
C5|727	77.7266	C5|727	251.1266
C6orf105|84830	12.1307	C6orf105|84830	80.295
C6orf106|64771	2622.4868	C6orf106|64771	2773.0438
C6orf108|10591	274.9635	C6orf108|10591	380.9914
C6orf114|85411	12.58	C6orf114|85411	7.374
C6orf115|58527	823.5426	C6orf115|58527	315.4445
C6orf120|387263	587.092	C6orf120|387263	997.6526
C6orf122|401288	7.1886	C6orf122|401288	12.1508
C6orf123|26238	5.3914	C6orf123|26238	24.1704
lowly_expressed	lowly_expressed	C6orf124|653483	78.2466
C6orf125|84300	2428.4758	C6orf125|84300	616.866
C6orf126|389383	46.2765	lowly_expressed	lowly_expressed
C6orf127|340204	65.1466	lowly_expressed	lowly_expressed
C6orf129|154467	195.889	C6orf129|154467	108.1524
C6orf130|221443	378.2455	C6orf130|221443	509.5289
C6orf132|647024	213.4112	C6orf132|647024	164.6866
C6orf134|79969	205.324	C6orf134|79969	278.98400000000004
C6orf136|221545	313.6022	C6orf136|221545	197.8697
lowly_expressed	lowly_expressed	C6orf138|442213	26.6284
C6orf141|135398	76.828	C6orf141|135398	80.295
C6orf142|90523	29.6529	C6orf142|90523	5.7354
C6orf145|221749	1160.0584	C6orf145|221749	548.136
lowly_expressed	lowly_expressed	C6orf147|387097	7.7837
C6orf150|115004	17.5222	C6orf150|115004	43.0152
C6orf153|88745	1299.7866	C6orf153|88745	444.0803
lowly_expressed	lowly_expressed	C6orf154|221424	18.0254
C6orf155|79940	14.3772	C6orf155|79940	84.8013
lowly_expressed	lowly_expressed	C6orf15|29113	107.3331
C6orf162|57150	94.3233	C6orf162|57150	129.4879
C6orf163|206412	5.8407	C6orf163|206412	19.6641
C6orf164|63914	13.5056	C6orf164|63914	11.8476
C6orf165|154313	42.3857	C6orf165|154313	25.8337
C6orf167|253714	260.5863	C6orf167|253714	332.2409
C6orf168|84553	104.6838	C6orf168|84553	248.6686
C6orf170|221322	54.813	C6orf170|221322	175.338
C6orf174|387104	8.9857	C6orf174|387104	69.0987
lowly_expressed	lowly_expressed	C6orf176|90632	6.0098
C6orf182|285753	109.626	C6orf182|285753	90.9463
lowly_expressed	lowly_expressed	C6orf186|728464	6.5547
C6orf192|116843	207.1212	C6orf192|116843	698.8939
C6orf1|221491	562.9563	C6orf1|221491	177.796
C6orf201|404220	13.9459	C6orf201|404220	7.7919
C6orf203|51250	346.8494	C6orf203|51250	244.9816
C6orf204|387119	8.9857	C6orf204|387119	54.4859
C6orf211|79624	711.6702	C6orf211|79624	850.4711
lowly_expressed	lowly_expressed	C6orf217|100131814	8.603
C6orf223|221416	10.8278	lowly_expressed	lowly_expressed
C6orf225|619208	150.5111	C6orf225|619208	201.9664
C6orf226|441150	124.9017	C6orf226|441150	52.4375
lowly_expressed	lowly_expressed	C6orf26|401251	18.5825
lowly_expressed	lowly_expressed	C6orf27|80737	50.3892
C6orf35|729515	141.9746	C6orf35|729515	460.467
C6orf41|100133205	8.5364	C6orf41|100133205	10.2417
C6orf47|57827	722.4531	C6orf47|57827	684.5555
C6orf48|50854	955.1836	C6orf48|50854	1809.914
C6orf57|135154	61.103	C6orf57|135154	102.0074
C6orf62|81688	4720.2831	C6orf62|81688	3087.9517
C6orf64|55776	709.8731	C6orf64|55776	773.4535
C6orf70|55780	95.2488	C6orf70|55780	228.5948
C6orf72|116254	1183.4213	C6orf72|116254	775.5018
C6orf81|221481	9.8843	lowly_expressed	lowly_expressed
C6orf89|221477	2424.3513	C6orf89|221477	3009.0127
C6orf97|80129	26.0586	C6orf97|80129	344.9406
C7orf10|79783	70.0887	C7orf10|79783	74.5596
C7orf11|136647	396.7202	C7orf11|136647	374.027
C7orf13|129790	41.3344	C7orf13|129790	105.6944
C7orf23|79161	235.4038	C7orf23|79161	254.3589
C7orf25|79020	392.0386	C7orf25|79020	358.0459
C7orf26|79034	549.0284	C7orf26|79034	582.9578
C7orf27|221927	1408.9633	C7orf27|221927	969.6846
C7orf28A|51622	1125.014	C7orf28A|51622	749.2831
C7orf28B|221960	935.8643	C7orf28B|221960	465.7927
C7orf29|113763	46.2765	C7orf29|113763	170.8316
C7orf30|115416	238.5713	C7orf30|115416	253.1749
C7orf31|136895	64.248	C7orf31|136895	110.2007
C7orf36|57002	251.6006	C7orf36|57002	194.1827
C7orf40|285958	99.7417	C7orf40|285958	357.6403
C7orf41|222166	532.8541	C7orf41|222166	2104.4654
C7orf42|55069	3468.9431	C7orf42|55069	3046.7022
C7orf43|55262	265.9778	C7orf43|55262	260.54900000000004
C7orf44|55744	775.9182	C7orf44|55744	604.6702
C7orf46|340277	57.958	C7orf46|340277	148.7095
C7orf47|221908	111.4231	C7orf47|221908	133.5518
C7orf49|78996	301.0221	C7orf49|78996	534.2278
C7orf50|84310	640.2336	C7orf50|84310	534.2073
lowly_expressed	lowly_expressed	C7orf51|222950	39.3281
C7orf53|286006	7.1886	C7orf53|286006	22.1221
C7orf55|154791	167.1347	C7orf55|154791	290.6104
C7orf58|79974	66.9437	C7orf58|79974	170.0123
C7orf59|389541	532.4048	C7orf59|389541	879.9672
C7orf60|154743	88.0602	C7orf60|154743	407.2102
lowly_expressed	lowly_expressed	C7orf61|402573	23.3511
C7orf63|79846	17.9715	C7orf63|79846	125.7681
C7orf64|84060	93.4516	C7orf64|84060	322.4088
C7orf68|29923	1845.2207	C7orf68|29923	195.8214
C7orf70|84792	377.4009	C7orf70|84792	503.4822
lowly_expressed	lowly_expressed	C7|730	82.75299999999999
C8orf30A|51236	501.404	C8orf30A|51236	560.4261
lowly_expressed	lowly_expressed	C8orf31|286122	7.7837
C8orf33|65265	540.9413	C8orf33|65265	1323.6379
C8orf37|157657	131.1917	C8orf37|157657	118.3941
C8orf38|137682	279.0071	C8orf38|137682	178.2057
lowly_expressed	lowly_expressed	C8orf39|55472	9.0127
C8orf40|114926	262.3835	C8orf40|114926	559.1971
C8orf41|80185	377.001	C8orf41|80185	303.3183
C8orf42|157695	166.2361	C8orf42|157695	641.95
C8orf44|56260	17.8547	C8orf44|56260	39.7952
C8orf45|157777	55.2623	C8orf45|157777	37.2798
C8orf46|254778	7.1886	C8orf46|254778	9.4224
lowly_expressed	lowly_expressed	C8orf47|203111	76.1983
C8orf48|157773	6.29	C8orf48|157773	21.3027
C8orf4|56892	1647.9838	C8orf4|56892	1000.0
C8orf51|78998	10.3336	C8orf51|78998	36.4605
C8orf55|51337	487.4761	C8orf55|51337	1080.295
C8orf58|541565	121.3074	C8orf58|541565	274.4777
C8orf59|401466	275.1163	C8orf59|401466	499.3404
C8orf73|642475	241.7163	C8orf73|642475	49.9795
C8orf75|619351	126.2496	lowly_expressed	lowly_expressed
C8orf76|84933	432.7171	C8orf76|84933	219.9918
lowly_expressed	lowly_expressed	C8orf77|286103	13.519
C8orf79|57604	18.4208	C8orf79|57604	274.4777
C8orf83|286144	732.3374	C8orf83|286144	527.6526
C8orf84|157869	62.4509	C8orf84|157869	353.5436
lowly_expressed	lowly_expressed	C8orf85|441376	479.3118
C9orf100|84904	57.338	C9orf100|84904	69.5821
C9orf102|375748	33.4674	C9orf102|375748	212.2368
C9orf103|414328	91.2052	C9orf103|414328	62.6792
C9orf109|286333	21.1165	C9orf109|286333	22.1221
C9orf110|100128385	102.4374	C9orf110|100128385	143.3839
C9orf114|51490	659.3193	C9orf114|51490	612.0401
C9orf116|138162	70.538	C9orf116|138162	48.3408
C9orf117|286207	7.6379	C9orf117|286207	14.7481
C9orf119|375757	311.805	C9orf119|375757	263.007
lowly_expressed	lowly_expressed	C9orf122|158228	59.8116
C9orf123|90871	382.343	C9orf123|90871	841.4584
C9orf125|84302	19.3193	C9orf125|84302	90.9463
C9orf129|445577	44.1559	C9orf129|445577	103.0889
C9orf130|100128782	100.2404	C9orf130|100128782	286.1491
C9orf140|89958	294.2828	C9orf140|89958	557.9680000000001
C9orf142|286257	559.8113	C9orf142|286257	215.4855
C9orf150|286343	288.8914	C9orf150|286343	527.2429
C9orf152|401546	2587.4424	C9orf152|401546	699.7132
C9orf156|51531	172.9754	C9orf156|51531	351.0856
C9orf163|158055	16.6236	C9orf163|158055	15.1577
C9orf167|54863	87.6109	C9orf167|54863	50.7989
C9orf169|375791	13.9593	lowly_expressed	lowly_expressed
