gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
ALKBH8|91801	276.0394	ALKBH8|91801	292.7657
ALK|238	6.8581	ALK|238	20.0153
lowly_expressed	lowly_expressed	ALMS1P|200420	8.481
ALMS1|7840	1036.4338	ALMS1|7840	1111.3561
lowly_expressed	lowly_expressed	ALOX12P2|245	19.3368
lowly_expressed	lowly_expressed	ALOX12|239	8.1689
ALOX15B|247	272.6104	ALOX15B|247	1304.0455
lowly_expressed	lowly_expressed	ALOX15|246	6.7848
ALOX5AP|241	739.82	ALOX5AP|241	257.4845
ALOX5|240	431.2045	ALOX5|240	422.6953
ALOXE3|59344	18.0026	ALOXE3|59344	16.6228
ALPK1|80216	1116.5881	ALPK1|80216	863.0311
ALPK2|115701	29.147	ALPK2|115701	5.7671
ALPK3|57538	165.0236	ALPK3|57538	165.2108
ALPL|249	296.1852	ALPL|249	1183.9539
ALS2CL|259173	126.01799999999999	ALS2CL|259173	223.2211
ALS2CR11|151254	7.7154	ALS2CR11|151254	6.7848
ALS2CR4|65062	530.6472	ALS2CR4|65062	2008.6507
ALS2CR8|79800	156.4509	ALS2CR8|79800	231.7021
ALS2|57679	598.3712	ALS2|57679	749.3851
ALX3|257	31.2902	ALX3|257	50.2078
lowly_expressed	lowly_expressed	ALX4|60529	89.8991
AMACR|23600	327.904	AMACR|23600	222.5426
AMBRA1|55626	1228.8898	AMBRA1|55626	1266.7289
AMD1|262	785.6837	AMD1|262	1145.6195
AMDHD1|144193	21.4316	AMDHD1|144193	42.066
AMDHD2|51005	500.82300000000004	AMDHD2|51005	193.6664
AMFR|267	3133.3048	AMFR|267	4557.3743
AMH|268	8.144	lowly_expressed	lowly_expressed
AMICA1|120425	121.7317	AMICA1|120425	88.8814
AMIGO1|57463	93.4419	AMIGO1|57463	195.4033
AMIGO2|347902	1588.5084	AMIGO2|347902	3172.9251
AMIGO3|386724	77.1539	AMIGO3|386724	40.0305
AMMECR1L|83607	678.9541	AMMECR1L|83607	732.0838
AMMECR1|9949	706.8153	AMMECR1|9949	200.8311
AMN1|196394	324.4749	AMN1|196394	258.8415
AMOTL1|154810	1123.0176	AMOTL1|154810	3748.6218
AMOTL2|51421	3675.0964	AMOTL2|51421	2561.2755
AMOT|154796	1520.7887	AMOT|154796	1049.9534
AMPD1|270	15.8594	AMPD1|270	39.352
AMPD2|271	807.1153	AMPD2|271	569.587
AMPD3|272	217.3168	AMPD3|272	186.583
AMPH|273	976.8538	AMPH|273	37.9951
AMT|275	69.7557	AMT|275	174.4788
lowly_expressed	lowly_expressed	AMY1A|276	5.4279
AMY2B|280	106.3909	AMY2B|280	218.2309
AMZ1|155185	27.8611	AMZ1|155185	17.3013
AMZ2P1|201283	202.7432	AMZ2P1|201283	213.7223
AMZ2|51321	1460.3515	AMZ2|51321	1297.5999
ANAPC10|10393	96.0137	ANAPC10|10393	187.94
ANAPC11|51529	601.8003	ANAPC11|51529	503.0956
ANAPC13|25847	1449.1084	ANAPC13|25847	1071.1356
ANAPC16|119504	1710.2443	ANAPC16|119504	2375.0318
ANAPC1|64682	715.8165	ANAPC1|64682	928.8439999999999
ANAPC2|29882	571.3673	ANAPC2|29882	679.8406
ANAPC4|29945	430.7758	ANAPC4|29945	556.0173
ANAPC5|51433	1741.5345	ANAPC5|51433	2256.2972
ANAPC7|51434	825.5465	ANAPC7|51434	873.8869
ANGEL1|23357	551.6502	ANGEL1|23357	660.8430000000001
ANGEL2|90806	1221.6031	ANGEL2|90806	631.6682
ANGPT1|284	74.5821	ANGPT1|284	268.001
ANGPT2|285	456.4938	ANGPT2|285	123.8233
ANGPTL1|9068	47.5782	ANGPTL1|9068	232.0414
ANGPTL2|23452	1957.5654	ANGPTL2|23452	2670.8506
ANGPTL4|51129	237.8911	ANGPTL4|51129	315.1556
lowly_expressed	lowly_expressed	ANGPTL5|253935	7.1241
ANGPTL6|83854	7.1153	lowly_expressed	lowly_expressed
ANGPTL7|10218	9.0013	ANGPTL7|10218	783.6485
ANG|283	471.2816	ANG|283	572.0058
ANK1|286	8.5727	ANK1|286	5.0886
ANK2|287	310.7587	ANK2|287	680.5189999999999
ANK3|288	1128.1612	ANK3|288	2087.3548
ANKAR|150709	30.8616	ANKAR|150709	46.1369
ANKDD1A|348094	37.291	ANKDD1A|348094	98.0409
ANKFN1|162282	8.144	lowly_expressed	lowly_expressed
ANKFY1|51479	1575.225	ANKFY1|51479	2391.9939
ANKHD1-EIF4EBP3|404734	1596.0094	ANKHD1-EIF4EBP3|404734	885.5195
ANKHD1|54882	2315.5508	ANKHD1|54882	3226.1420000000003
ANKH|56172	2216.4595	ANKH|56172	3389.0255
ANKIB1|54467	1550.3643	ANKIB1|54467	1399.0332
ANKK1|255239	19.2885	ANKK1|255239	38.6736
lowly_expressed	lowly_expressed	ANKLE1|126549	6.7848
ANKLE2|23141	1309.0441	ANKLE2|23141	1457.0435
ANKMY1|51281	337.3339	ANKMY1|51281	231.0237
ANKMY2|57037	585.0836	ANKMY2|57037	575.6933
ANKRA2|57763	358.3369	ANKRA2|57763	463.4043
ANKRD10|55608	1152.5932	ANKRD10|55608	1197.2216
ANKRD11|29123	1486.9953	ANKRD11|29123	2902.8751
ANKRD12|23253	1669.9529	ANKRD12|23253	1569.6718
ANKRD13A|88455	915.1307	ANKRD13A|88455	1549.9958
ANKRD13B|124930	210.4586	ANKRD13B|124930	88.2029
ANKRD13C|81573	595.7994	ANKRD13C|81573	499.7032
ANKRD13D|338692	388.7698	ANKRD13D|338692	368.7558
ANKRD16|54522	172.3103	ANKRD16|54522	173.6918
ANKRD17|26057	2216.8881	ANKRD17|26057	3250.2756
ANKRD19|138649	124.3035	ANKRD19|138649	49.8685
ANKRD20A3|441425	5.1436	ANKRD20A3|441425	13.5697
lowly_expressed	lowly_expressed	ANKRD20B|729171	6.7848
ANKRD22|118932	157.3082	ANKRD22|118932	66.1521
ANKRD23|200539	14.5735	ANKRD23|200539	43.4229
ANKRD24|170961	102.8718	ANKRD24|170961	30.1925
ANKRD26|22852	173.1676	ANKRD26|22852	250.3604
ANKRD27|84079	520.7887	ANKRD27|84079	916.6313
ANKRD28|23243	1741.1059	ANKRD28|23243	1409.2104
ANKRD29|147463	155.5937	ANKRD29|147463	213.0438
ANKRD30A|91074	1228.4612	ANKRD30A|91074	1724.0268
ANKRD30B|374860	150.0214	ANKRD30B|374860	118.0561
ANKRD32|84250	199.3142	ANKRD32|84250	146.8917
ANKRD34A|284615	16.288	ANKRD34A|284615	30.5318
ANKRD34C|390616	7.7154	lowly_expressed	lowly_expressed
ANKRD35|148741	92.156	ANKRD35|148741	127.5549
ANKRD36BP1|84832	153.4505	ANKRD36BP1|84832	73.9547
ANKRD36B|57730	19.7171	ANKRD36B|57730	51.2255
ANKRD36|375248	98.1569	ANKRD36|375248	257.8238
ANKRD37|353322	52.3703	ANKRD37|353322	123.0464
ANKRD39|51239	110.1586	ANKRD39|51239	111.6106
ANKRD40|91369	1122.1603	ANKRD40|91369	1499.1095
ANKRD42|338699	570.9387	ANKRD42|338699	362.9887
ANKRD43|134548	272.6104	ANKRD43|134548	135.3575
ANKRD44|91526	73.7248	ANKRD44|91526	85.4889
ANKRD45|339416	8.5727	ANKRD45|339416	31.5495
ANKRD46|157567	400.3429	ANKRD46|157567	475.3388
ANKRD49|54851	266.6095	ANKRD49|54851	337.2063
ANKRD50|57182	2867.1239	ANKRD50|57182	1154.1006
ANKRD52|283373	1128.1612	ANKRD52|283373	1400.3901
ANKRD53|79998	12.4303	ANKRD53|79998	29.1748
ANKRD54|129138	321.4745	ANKRD54|129138	299.2113
ANKRD56|345079	166.3095	ANKRD56|345079	175.388
ANKRD57|65124	582.0832	ANKRD57|65124	865.7451
ANKRD58|347454	18.0026	ANKRD58|347454	5.7671
ANKRD5|63926	402.9147	ANKRD5|63926	259.8592
ANKRD6|22881	182.0532	ANKRD6|22881	283.6774
ANKRD9|122416	99.4428	ANKRD9|122416	83.4535
ANKS1A|23294	734.2477	ANKS1A|23294	1534.3906
ANKS1B|56899	227.6039	ANKS1B|56899	249.0035
ANKS3|124401	308.1869	ANKS3|124401	201.1704
ANKS6|203286	121.7317	ANKS6|203286	98.0409
ANKZF1|55139	438.0626	ANKZF1|55139	648.9696
ANLN|54443	631.3759	ANLN|54443	37.9951
ANO10|55129	806.258	ANO10|55129	864.3881
ANO1|55107	1907.844	ANO1|55107	8934.9504
ANO2|57101	6.0009	ANO2|57101	51.5648
lowly_expressed	lowly_expressed	ANO3|63982	7.4633
ANO5|203859	9.4299	ANO5|203859	71.9193
ANO6|196527	3785.255	ANO6|196527	4202.5274
ANO7|50636	15.0021	ANO7|50636	14.5874
ANO8|57719	171.8817	ANO8|57719	212.7046
ANO9|338440	225.4608	ANO9|338440	156.0512
ANP32A|8125	2199.7428	ANP32A|8125	3156.6449
ANP32B|10541	3110.5872	ANP32B|10541	2658.2987
ANP32E|81611	1554.2220000000002	ANP32E|81611	611.3137
ANPEP|290	904.4149	ANPEP|290	2242.3883
ANTXR1|84168	10589.3699	ANTXR1|84168	5939.1061
ANTXR2|118429	855.9794	ANTXR2|118429	1506.9121
ANUBL1|93550	279.0399	ANUBL1|93550	245.6111
ANXA11|311	3578.2255	ANXA11|311	3682.8089
lowly_expressed	lowly_expressed	ANXA13|312	11.8735
ANXA1|301	3549.0784	ANXA1|301	9932.6605
ANXA2P1|303	54.0077	ANXA2P1|303	64.4559
ANXA2P2|304	3116.1595	ANXA2P2|304	3952.1669
ANXA2|302	10052.7218	ANXA2|302	15778.8143
ANXA3|306	835.4051	ANXA3|306	3060.6395
ANXA4|307	1871.8388	ANXA4|307	1696.5482
ANXA5|308	7439.7771	ANXA5|308	7216.0122
ANXA6|309	4578.2255	ANXA6|309	7045.7128
ANXA7|310	3027.0039	ANXA7|310	3424.9852
ANXA8L2|244	94.7278	ANXA8L2|244	189.9754
ANXA8|653145	321.0459	ANXA8|653145	446.1437
ANXA9|8416	482.2117	ANXA9|8416	291.0695
AOAH|313	114.4449	AOAH|313	49.8685
AOC2|314	9.0013	AOC2|314	28.1571
AOC3|8639	1324.9036	AOC3|8639	2428.2928
AOX1|316	113.15899999999999	AOX1|316	465.779
lowly_expressed	lowly_expressed	AOX2P|344454	5.7671
AP1AR|55435	1111.0159	AP1AR|55435	664.9139
AP1B1|162	2358.7655	AP1B1|162	2056.823
AP1G1|164	2041.5774	AP1G1|164	2995.1658
AP1G2|8906	1074.5864	AP1G2|8906	1142.3594
AP1M1|8907	1013.2876	AP1M1|8907	799.9322
AP1M2|10053	1620.2315	AP1M2|10053	1643.6265
AP1S1|1174	1120.0171	AP1S1|1174	658.4683
AP1S2|8905	446.2066	AP1S2|8905	179.7982
AP1S3|130340	145.3065	AP1S3|130340	111.2713
AP2A1|160	2050.1629	AP2A1|160	1411.524
AP2A2|161	1766.3952	AP2A2|161	1719.9559
AP2B1|163	8237.0339	AP2B1|163	9981.1721
AP2M1|1173	4542.2203	AP2M1|1173	4868.7982
AP2S1|1175	1019.7171	AP2S1|1175	688.6608
AP3B1|8546	1583.3691	AP3B1|8546	1546.2641
AP3B2|8120	162.8804	AP3B2|8120	120.4308
AP3D1|8943	2510.0729	AP3D1|8943	2465.2701
AP3M1|26985	1351.4788	AP3M1|26985	1514.0361
AP3M2|10947	433.7763	AP3M2|10947	464.42199999999997
AP3S1|1176	1030.8616	AP3S1|1176	623.1872
AP3S2|10239	983.3648	AP3S2|10239	1346.9494
AP4B1|10717	199.1127	AP4B1|10717	226.9222
AP4E1|23431	230.6044	AP4E1|23431	321.9405
AP4M1|9179	432.73900000000003	AP4M1|9179	270.7489
AP4S1|11154	54.0077	AP4S1|11154	83.1142
APAF1|317	483.069	APAF1|317	415.9104
APBA1|320	100.7287	APBA1|320	268.6795
APBA2|321	65.1522	APBA2|321	31.5495
APBA3|9546	261.0373	APBA3|9546	165.8892
APBB1IP|54518	516.0737	APBB1IP|54518	268.3403
APBB1|322	797.2568	APBB1|322	909.168
APBB2|323	2529.79	APBB2|323	2039.1824
APBB3|10307	171.0244	APBB3|10307	236.7908
APC2|10297	8.5727	APC2|10297	8.9187
APCDD1L|164284	40.7201	APCDD1L|164284	22.7292
APCDD1|147495	320.1886	APCDD1|147495	728.6914
APC|324	855.1222	APC|324	1045.8825
APEH|327	1786.9696	APEH|327	1606.3099
APEX1|328	2899.2713	APEX1|328	2751.5902
APEX2|27301	654.9507	APEX2|27301	743.9573
APH1A|51107	9484.7835	APH1A|51107	4286.9986
APH1B|83464	578.6541	APH1B|83464	1007.2089
API5|8539	2797.6854	API5|8539	2832.6690000000003
APIP|51074	347.7925	APIP|51074	275.4847
APITD1|378708	275.6365	APITD1|378708	208.1927
APLF|200558	102.0146	APLF|200558	87.5244
APLNR|187	854.6935	APLNR|187	418.6244
APLN|8862	110.1586	APLN|8862	67.5091
APLP1|333	88.727	APLP1|333	36.6381
APLP2|334	13092.5847	APLP2|334	26816.3854
APOA1BP|128240	2667.8097	APOA1BP|128240	1049.6141
APOB48R|55911	442.3489	APOB48R|55911	182.8513
APOBEC3A|200315	7.7968	APOBEC3A|200315	5.7671
APOBEC3B|9582	133.65200000000002	APOBEC3B|9582	52.2432
APOBEC3C|27350	462.4946	APOBEC3C|27350	625.5619
APOBEC3D|140564	123.8748	APOBEC3D|140564	128.9119
APOBEC3F|200316	204.8864	APOBEC3F|200316	262.2339
APOBEC3G|60489	541.7917	APOBEC3G|60489	527.521
APOBEC3H|164668	9.4299	lowly_expressed	lowly_expressed
APOBEC4|403314	23.5748	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	36.9774
APOC1|341	1825.9751	APOC1|341	333.1354
APOC2|344	82.2975	APOC2|344	23.7469
APOC4|346	5.1436	lowly_expressed	lowly_expressed
APOD|347	2879.5542	APOD|347	22997.5405
APOE|348	9524.6464	APOE|348	3835.8070000000002
lowly_expressed	lowly_expressed	APOF|319	31.5495
APOL1|8542	1957.1367	APOL1|8542	721.2281
APOL2|23780	1393.9134	APOL2|23780	661.8607
APOL3|80833	1258.4655	APOL3|80833	692.7317
APOL4|80832	274.3249	APOL4|80832	407.0902
APOL6|80830	2797.6854	APOL6|80830	1257.9086
APOLD1|81575	1284.1835	APOLD1|81575	1750.4877
APOM|55937	39.8628	APOM|55937	51.5648
APOOL|139322	182.1689	APOOL|139322	247.9858
APOO|79135	216.4595	APOO|79135	151.6411
APPBP2|10513	1444.9207	APPBP2|10513	1272.8352
APPL1|26060	2122.1603	APPL1|26060	1799.6777
APPL2|55198	1367.3382	APPL2|55198	1758.9687
APP|351	22667.3811	APP|351	36123.1448
APRT|353	1125.5894	APRT|353	1002.4595
APTX|54840	581.2259	APTX|54840	488.5082
AQP11|282679	43.7205	AQP11|282679	45.4584
AQP1|358	4332.2203	AQP1|358	8480.4308
AQP3|360	119.1599	AQP3|360	864.3881
AQP4|361	12.4303	AQP4|361	26.8001
AQP5|362	9.8586	AQP5|362	54.9572
lowly_expressed	lowly_expressed	AQP7P1|375719	42.066
AQP7|364	98.5855	AQP7|364	378.2546
AQP9|366	48.8641	AQP9|366	10.5165
AQPEP|206338	7.2868	AQPEP|206338	44.7799
AQR|9716	943.8491	AQR|9716	1633.7885
ARAF|369	1475.7823	ARAF|369	1057.7559
ARAP1|116985	2670.3429	ARAP1|116985	2357.6864
ARAP2|116984	487.784	ARAP2|116984	271.0542
ARAP3|64411	281.6117	ARAP3|64411	405.3939
ARCN1|372	5240.8916	ARCN1|372	4037.6558
ARC|23237	5.1436	ARC|23237	52.2432
AREG|374	270.8958	AREG|374	2069.0357
ARF1|375	13549.0784	ARF1|375	7565.092
ARF3|377	6543.0776	ARF3|377	5323.7215
ARF4|378	6059.5799	ARF4|378	2819.4386
ARF5|381	2906.5066	ARF5|381	2148.4183
ARF6|382	2967.4239	ARF6|382	2545.6704
ARFGAP1|55738	1231.8903	ARFGAP1|55738	974.9809
ARFGAP2|84364	2345.0493	ARFGAP2|84364	2181.6639999999998
ARFGAP3|26286	1026.5752	ARFGAP3|26286	1250.7845
ARFGEF1|10565	2926.9567	ARFGEF1|10565	2324.3423
ARFGEF2|10564	2171.4531	ARFGEF2|10564	3034.5179
ARFIP1|27236	1347.1925	ARFIP1|27236	1042.49
ARFIP2|23647	1790.8273	ARFIP2|23647	1931.6428
ARFRP1|10139	559.3656	ARFRP1|10139	542.1084
ARG2|384	124.4835	ARG2|384	196.3803
ARGLU1|55082	738.1054	ARGLU1|55082	2286.4897
ARHGAP10|79658	177.0253	ARHGAP10|79658	495.9715
ARHGAP11A|9824	162.0231	ARHGAP11A|9824	47.1546
ARHGAP12|94134	805.8294	ARHGAP12|94134	1535.4084
ARHGAP15|55843	108.8727	ARHGAP15|55843	57.6711
ARHGAP17|55114	1085.2979	ARHGAP17|55114	879.3147
ARHGAP18|93663	786.9696	ARHGAP18|93663	568.5692
ARHGAP19|84986	603.9434	ARHGAP19|84986	1892.63
ARHGAP1|392	4699.0999	ARHGAP1|392	2818.7601
ARHGAP20|57569	43.2919	ARHGAP20|57569	331.4392
ARHGAP21|57584	1309.4728	ARHGAP21|57584	2283.7758
ARHGAP22|58504	156.0223	ARHGAP22|58504	40.0305
ARHGAP23|57636	597.5139	ARHGAP23|57636	844.0336
ARHGAP24|83478	271.7531	ARHGAP24|83478	343.6519
ARHGAP25|9938	249.4642	ARHGAP25|9938	322.9582
ARHGAP26|23092	1067.2953	ARHGAP26|23092	740.2256
ARHGAP27|201176	458.967	ARHGAP27|201176	415.5712
ARHGAP28|79822	177.8826	ARHGAP28|79822	73.6155
ARHGAP29|9411	3752.679	ARHGAP29|9411	3893.8173
ARHGAP30|257106	664.3806	ARHGAP30|257106	303.9606
ARHGAP31|57514	715.3879	ARHGAP31|57514	874.9046
ARHGAP32|9743	2870.1243	ARHGAP32|9743	2710.5419
ARHGAP33|115703	148.7355	ARHGAP33|115703	191.6716
ARHGAP36|158763	17.1453	ARHGAP36|158763	1314.9012
ARHGAP39|80728	407.20099999999996	ARHGAP39|80728	303.6214
ARHGAP42|143872	214.9679	ARHGAP42|143872	125.1802
ARHGAP4|393	398.6284	ARHGAP4|393	246.968
ARHGAP5|394	2040.7201	ARHGAP5|394	2719.3622
ARHGAP6|395	73.7248	ARHGAP6|395	84.132
ARHGAP8|23779	302.6918	ARHGAP8|23779	425.4431
ARHGAP9|64333	144.8778	ARHGAP9|64333	62.4205
ARHGDIA|396	3786.9696	ARHGDIA|396	3278.0935
ARHGDIB|397	5894.5564	ARHGDIB|397	4939.0213
ARHGDIG|398	6.8581	ARHGDIG|398	13.2304
ARHGEF10L|55160	1155.5937	ARHGEF10L|55160	969.8923
ARHGEF10|9639	1036.8624	ARHGEF10|9639	876.6008
ARHGEF11|9826	2265.7523	ARHGEF11|9826	1412.9421
ARHGEF12|23365	6571.795999999999	ARHGEF12|23365	8520.7362
ARHGEF15|22899	321.9031	ARHGEF15|22899	310.7455
ARHGEF16|27237	466.3523	ARHGEF16|27237	325.3329
ARHGEF17|9828	1628.3755	ARHGEF17|9828	1812.2297
ARHGEF18|23370	1285.4694	ARHGEF18|23370	1080.1459
ARHGEF19|128272	712.8161	ARHGEF19|128272	401.6623
ARHGEF1|9138	1241.3202	ARHGEF1|9138	993.3
ARHGEF2|9181	1960.9944	ARHGEF2|9181	1547.6211
ARHGEF33|100271715	12.859000000000002	ARHGEF33|100271715	10.1773
ARHGEF35|445328	1100.3	ARHGEF35|445328	1764.0573
ARHGEF37|389337	767.6811	ARHGEF37|389337	2693.9191
ARHGEF38|54848	93.8706	ARHGEF38|54848	126.1979
ARHGEF3|50650	845.6922	ARHGEF3|50650	1427.8687
ARHGEF4|50649	54.4363	ARHGEF4|50649	387.0749
ARHGEF5|7984	525.5036	ARHGEF5|7984	732.0838
ARHGEF6|9459	1164.1663	ARHGEF6|9459	2192.1805
ARHGEF7|8874	942.9919	ARHGEF7|8874	1460.0967
ARHGEF9|23229	621.946	ARHGEF9|23229	761.9371
ARID1A|8289	3513.9306	ARID1A|8289	2970.0619
ARID1B|57492	1708.1012	ARID1B|57492	2653.8886
ARID2|196528	951.1359	ARID2|196528	1080.1459
ARID3A|1820	69.4385	ARID3A|1820	33.2457
ARID3B|10620	61.7231	ARID3B|10620	113.3068
ARID4A|5926	497.6425	ARID4A|5926	811.4664
ARID4B|51742	1702.9576	ARID4B|51742	1372.63
ARID5A|10865	848.2639999999999	ARID5A|10865	1678.9076
ARID5B|84159	2259.3228	ARID5B|84159	6546.6882
ARIH1|25820	1231.4616	ARIH1|25820	1984.9037
ARIH2|10425	959.6357	ARIH2|10425	1815.924
ARL10|285598	30.8616	ARL10|285598	55.9749
ARL11|115761	111.0159	ARL11|115761	94.6485
ARL13B|200894	300.0429	ARL13B|200894	359.2571
ARL15|54622	409.7728	ARL15|54622	421.3383
ARL16|339231	318.4741	ARL16|339231	424.0522
ARL17A|51326	103.4333	ARL17A|51326	144.3508
ARL1|400	2940.4201	ARL1|400	2584.344
ARL2BP|23568	1395.6279	ARL2BP|23568	1473.3271
ARL2|402	811.8303	ARL2|402	869.1375
ARL3|403	849.5499	ARL3|403	789.4157
ARL4A|10124	660.9516	ARL4A|10124	768.0434
ARL4C|10123	1070.2958	ARL4C|10123	1786.7865
ARL4D|379	118.7312	ARL4D|379	230.3452
ARL5A|26225	1127.7325	ARL5A|26225	556.0173
ARL5B|221079	251.1787	ARL5B|221079	186.9222
ARL6IP1|23204	8300.9001	ARL6IP1|23204	3679.0773
ARL6IP4|51329	1585.0836	ARL6IP4|51329	1591.7225
ARL6IP5|10550	3888.9841	ARL6IP5|10550	3412.4332
ARL6IP6|151188	289.327	ARL6IP6|151188	259.8592
ARL6|84100	88.727	ARL6|84100	83.7927
ARL8A|127829	1914.7021	ARL8A|127829	1105.589
ARL8B|55207	2723.9606	ARL8B|55207	2406.9205
ARMC10|83787	1128.2169	ARMC10|83787	653.6816
ARMC1|55156	727.3896	ARMC1|55156	578.7465
ARMC2|84071	37.7197	ARMC2|84071	51.2255
ARMC3|219681	199.3142	lowly_expressed	lowly_expressed
ARMC4|55130	32.5761	ARMC4|55130	17.6406
ARMC5|79798	494.2135	ARMC5|79798	270.0365
ARMC6|93436	404.6292	ARMC6|93436	362.9175
ARMC7|79637	233.6048	ARMC7|79637	289.7125
ARMC8|25852	566.6524	ARMC8|25852	817.5727
ARMC9|80210	601.3716	ARMC9|80210	347.0444
ARMCX1|51309	920.703	ARMCX1|51309	1022.814
ARMCX2|9823	1690.5272	ARMCX2|9823	881.3502
ARMCX3|51566	1787.8268	ARMCX3|51566	1751.8446
ARMCX5|64860	400.7715	ARMCX5|64860	513.9513
ARMCX6|54470	213.0304	ARMCX6|54470	301.9252
ARNT2|9915	2399.4856	ARNT2|9915	478.3309
ARNTL2|56938	38.1483	ARNTL2|56938	10.8557
ARNTL|406	232.7475	ARNTL|406	309.3885
ARNT|405	2214.3163	ARNT|405	2118.9042
ARPC1A|10552	2949.4213	ARPC1A|10552	2275.8782
ARPC1B|10095	2628.8041	ARPC1B|10095	1087.0257
ARPC2|10109	3663.0947	ARPC2|10109	3404.6307
ARPC3|10094	2906.9867	ARPC3|10094	2672.2076
ARPC4|10093	3416.3609	ARPC4|10093	2813.1558
ARPC5L|81873	540.9344	ARPC5L|81873	463.4043
ARPC5|10092	3372.9104	ARPC5|10092	2444.5764
ARPM1|84517	39.4342	ARPM1|84517	25.7824
ARPP19|10776	2329.1899	ARPP19|10776	3146.8069
ARRB1|408	550.3643	ARRB1|408	1916.0377
ARRB2|409	699.0999	ARRB2|409	507.5057
ARRDC1|92714	770.2529	ARRDC1|92714	751.7598
ARRDC2|27106	884.2692	ARRDC2|27106	816.8942
ARRDC3|57561	3398.1997	ARRDC3|57561	6184.0387
ARRDC4|91947	333.9048	ARRDC4|91947	1190.7387
ARSA|410	986.2838	ARSA|410	764.3118
ARSB|411	337.3339	ARSB|411	165.55
ARSD|414	3147.0209999999997	ARSD|414	4381.647
ARSE|415	69.4385	ARSE|415	52.5825
ARSG|22901	384.0549	ARSG|22901	512.5944
lowly_expressed	lowly_expressed	ARSH|347527	5.0886
ARSI|340075	189.4556	ARSI|340075	59.0281
ARSJ|79642	225.8894	ARSJ|79642	255.1098
ARSK|153642	214.3163	ARSK|153642	197.0995
lowly_expressed	lowly_expressed	ART4|420	30.1925
ART5|116969	6.8581	ART5|116969	18.9975
ARTN|9048	64.2949	ARTN|9048	16.6228
ARV1|64801	972.1389	ARV1|64801	412.8573
ARVCF|421	284.6121	ARVCF|421	574.6756
lowly_expressed	lowly_expressed	ARX|170302	22.39
AR|367	988.4269	AR|367	1536.7653
AS3MT|57412	79.2628	AS3MT|57412	137.108
ASAH1|427	13199.3142	ASAH1|427	5511.3222
ASAH2B|653308	6.0009	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASAH2|56624	16.6228
ASAM|79827	254.1792	ASAM|79827	682.2152
ASAP1|50807	1098.5855	ASAP1|50807	802.6461
ASAP2|8853	602.6575	ASAP2|8853	734.7977
ASAP3|55616	1520.3601	ASAP3|55616	780.5954
lowly_expressed	lowly_expressed	ASB12|142689	8.8203
ASB13|79754	1964.4235	ASB13|79754	1121.8726
ASB14|142686	17.1453	ASB14|142686	14.5874
ASB16|92591	16.7595	ASB16|92591	18.163
ASB1|51665	345.135	ASB1|51665	856.7280000000001
ASB2|51676	20.1457	ASB2|51676	23.4077
ASB3|51130	294.4706	ASB3|51130	419.3029
lowly_expressed	lowly_expressed	ASB4|51666	5.0886
ASB6|140459	624.2392	ASB6|140459	656.175
ASB7|140460	352.336	ASB7|140460	461.3688
ASB8|140461	684.5264	ASB8|140461	973.9632
ASB9|140462	56.5795	ASB9|140462	33.5849
ASCC1|51008	552.9361	ASCC1|51008	453.227
ASCC2|84164	1098.1569	ASCC2|84164	1050.2926
ASCC3|10973	1070.2958	ASCC3|10973	1138.1562
ASCL2|430	51.0073	ASCL2|430	37.3166
ASF1A|25842	336.048	ASF1A|25842	484.098
ASF1B|55723	300.4715	ASF1B|55723	40.3698
ASGR1|432	6.8581	ASGR1|432	13.2304
ASH1L|55870	4294.4321	ASH1L|55870	4162.7343
ASH2L|9070	1395.6279	ASH2L|9070	1253.8377
ASL|435	541.7917	ASL|435	534.6451
ASMTL|8623	950.7072	ASMTL|8623	944.1099
ASNA1|439	1308.6155	ASNA1|439	1162.2424
ASNSD1|54529	1021.8603	ASNSD1|54529	991.943
ASNS|440	360.9087	ASNS|440	358.2393
ASPA|443	8.5727	ASPA|443	18.3191
ASPHD1|253982	68.1526	ASPHD1|253982	25.1039
ASPHD2|57168	99.4428	ASPHD2|57168	42.066
ASPH|444	10586.8238	ASPH|444	6943.6689
ASPM|259266	350.6215	ASPM|259266	8.8203
ASPN|54829	6636.0909	ASPN|54829	381.9863
ASPRV1|151516	42.2203	ASPRV1|151516	83.2194
ASPSCR1|79058	291.8988	ASPSCR1|79058	244.2541
ASRGL1|80150	336.048	ASRGL1|80150	100.4156
ASS1|445	4790.3986	ASS1|445	1454.6688
ASTE1|28990	185.8123	ASTE1|28990	306.2336
ASTN1|460	35.5765	ASTN1|460	182.8513
ASTN2|23245	267.4668	ASTN2|23245	607.5821
ASXL1|171023	1550.793	ASXL1|171023	2075.8205
ASXL2|55252	737.2482	ASXL2|55252	1068.9509
ASXL3|80816	6.8581	ASXL3|80816	30.1925
ATAD1|84896	1113.5877	ATAD1|84896	1208.04
ATAD2B|54454	333.9048	ATAD2B|54454	359.9355
ATAD2|29028	1034.7192	ATAD2|29028	1073.7003
ATAD3A|55210	431.2045	ATAD3A|55210	336.5279
ATAD3B|83858	133.7334	ATAD3B|83858	154.355
