gene_id	TCGA-BH-A1FN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FN-11A-34R-A13Q-07
MANEAL|149175	733.2384	MANEAL|149175	172.7266
MANEA|79694	1197.104	MANEA|79694	568.6426
MANF|7873	1198.0765	MANF|7873	844.6015
MANSC1|54682	483.8012	MANSC1|54682	1164.3909
MAOA|4128	23.3392	MAOA|4128	1136.7085
MAOB|4129	452.6823	MAOB|4129	5048.8659
MAP1A|4130	470.6729	MAP1A|4130	836.2391
MAP1B|4131	8756.0718	MAP1B|4131	2998.0615
MAP1D|254042	58.8341	MAP1D|254042	49.886
MAP1LC3A|84557	151.2183	MAP1LC3A|84557	161.1923
MAP1LC3B2|643246	320.4271	MAP1LC3B2|643246	262.4061
MAP1LC3B|81631	1991.1214	MAP1LC3B|81631	3075.9183
lowly_expressed	lowly_expressed	MAP1LC3C|440738	77.8567
MAP1S|55201	530.4795	MAP1S|55201	347.4718
MAP2K1|5604	1101.7927	MAP2K1|5604	940.6768
MAP2K2|5605	1138.2699	MAP2K2|5605	765.5914
MAP2K3|5606	1124.1692	MAP2K3|5606	838.2577
MAP2K4|6416	823.1913	MAP2K4|6416	1174.1951
MAP2K5|5607	148.7871	MAP2K5|5607	440.3232
MAP2K6|5608	121.5581	MAP2K6|5608	206.7529
MAP2K7|5609	536.3143	MAP2K7|5609	603.8223
MAP2|4133	805.2007	MAP2|4133	564.3172
MAP3K10|4294	158.0255	MAP3K10|4294	53.3463
MAP3K11|4296	1327.9005	MAP3K11|4296	1129.2112
MAP3K12|7786	153.0659	MAP3K12|7786	190.6827
MAP3K13|9175	85.5185	MAP3K13|9175	45.9672
MAP3K14|9020	453.6548	MAP3K14|9020	703.306
MAP3K1|4214	2761.3134	MAP3K1|4214	2918.1863
MAP3K2|10746	989.9689999999999	MAP3K2|10746	402.2599
MAP3K3|4215	587.4854	MAP3K3|4215	1484.0217
MAP3K4|4216	972.9509	MAP3K4|4216	1080.4786
MAP3K5|4217	1017.6843	MAP3K5|4217	986.4738
MAP3K6|9064	592.231	MAP3K6|9064	679.3722
MAP3K7|6885	1726.611	MAP3K7|6885	814.0356
MAP3K8|1326	129.82399999999998	MAP3K8|1326	674.4701
MAP3K9|4293	229.9879	MAP3K9|4293	51.3278
MAP4K1|11184	15.5594	MAP4K1|11184	132.0681
MAP4K2|5871	536.3143	MAP4K2|5871	250.8717
MAP4K3|8491	785.2652	MAP4K3|8491	898.8129
MAP4K4|9448	3209.6196	MAP4K4|9448	3334.864
MAP4K5|11183	1378.9549	MAP4K5|11183	1711.9834
MAP4|4134	4833.6356	MAP4|4134	4758.7774
MAP6D1|79929	175.5299	MAP6D1|79929	42.1003
MAP6|4135	80.7146	MAP6|4135	159.7505
MAP7D1|55700	2328.5666	MAP7D1|55700	985.8971
MAP7D2|256714	49.5957	MAP7D2|256714	19.0316
MAP7D3|79649	32.5776	MAP7D3|79649	290.9536
MAP7|9053	2271.1912	MAP7|9053	741.6576
MAP9|79884	788.6688	MAP9|79884	336.5142
MAPK10|5602	252.8408	MAPK10|5602	156.8669
MAPK11|5600	98.2189	MAPK11|5600	217.7105
MAPK12|6300	130.3881	MAPK12|6300	110.4585
MAPK13|5603	822.7051	MAPK13|5603	405.7202
MAPK14|1432	1356.102	MAPK14|1432	1996.0163
MAPK15|225689	27.229	MAPK15|225689	14.4179
MAPK1IP1L|93487	1771.3444	MAPK1IP1L|93487	2827.6417
MAPK1|5594	3426.4792	MAPK1|5594	3950.2207
MAPK3|5595	1230.445	MAPK3|5595	1920.7548
MAPK4|5596	24.7978	MAPK4|5596	60.5552
MAPK6|5597	1345.4049	MAPK6|5597	1023.3837
MAPK7|5598	472.2483	MAPK7|5598	417.2545
MAPK8IP1|9479	565.4882	MAPK8IP1|9479	211.655
MAPK8IP2|23542	156.0806	MAPK8IP2|23542	38.9284
MAPK8IP3|23162	559.1672	MAPK8IP3|23162	250.295
MAPK8|5599	384.6098	MAPK8|5599	280.861
MAPK9|5601	1331.3041	MAPK9|5601	1148.2429
MAPKAP1|79109	990.4553	MAPKAP1|79109	1473.7994
MAPKAPK2|9261	14687.62	MAPKAPK2|9261	2256.9806
MAPKAPK3|7867	527.5621	MAPKAPK3|7867	699.5573
MAPKAPK5|8550	505.0738	MAPKAPK5|8550	582.3714
MAPKBP1|23005	282.501	MAPKBP1|23005	648.8062
MAPKSP1|8649	1202.4526	MAPKSP1|8649	1377.7761
MAPRE1|22919	4076.0856	MAPRE1|22919	3132.7248
MAPRE2|10982	804.7145	MAPRE2|10982	1130.9414
MAPRE3|22924	492.0671	MAPRE3|22924	329.5936
MAPT|4137	4406.7236	MAPT|4137	454.4527
MARCH10|162333	5.4944	lowly_expressed	lowly_expressed
MARCH1|55016	130.3103	MARCH1|55016	183.1075
MARCH2|51257	343.28	MARCH2|51257	400.8181
MARCH3|115123	40.8435	MARCH3|115123	124.8592
MARCH4|57574	11.1833	lowly_expressed	lowly_expressed
MARCH5|54708	915.0892	MARCH5|54708	1330.7737
MARCH6|10299	3898.1246	MARCH6|10299	1411.2256
MARCH7|64844	3833.9419	MARCH7|64844	2213.7269
MARCH8|220972	357.86699999999996	MARCH8|220972	294.7022
MARCH9|92979	225.1256	MARCH9|92979	254.332
MARCKSL1|65108	11120.6197	MARCKSL1|65108	4689.8598
MARCKS|4082	3087.0891	MARCKS|4082	8977.1714
MARCO|8685	35.0087	MARCO|8685	72.3779
MARK1|4139	388.9859	MARK1|4139	252.8903
MARK2|2011	1330.8179	MARK2|2011	951.2941
MARK3|4140	1491.2746	MARK3|4140	1249.745
MARK4|57787	637.4506	MARK4|57787	384.67
MARS2|92935	400.1692	MARS2|92935	230.3983
MARS|4141	1485.5613	MARS|4141	1094.4237
MARVELD1|83742	1250.0061	MARVELD1|83742	1417.8637
MARVELD2|153562	244.5749	MARVELD2|153562	263.5595
MARVELD3|91862	138.8096	MARVELD3|91862	146.6014
lowly_expressed	lowly_expressed	MAS1L|116511	9.8042
lowly_expressed	lowly_expressed	MASP1|5648	128.0311
MASP2|10747	21.3942	MASP2|10747	26.8173
MAST1|22983	31.6051	MAST1|22983	10.0925
MAST2|23139	2368.4377	MAST2|23139	630.3513
MAST3|23031	229.9879	MAST3|23031	299.0276
MAST4|375449	175.5299	MAST4|375449	317.4825
MASTL|84930	568.8918	MASTL|84930	346.03
lowly_expressed	lowly_expressed	MAT1A|4143	10.6693
MAT2A|4144	4648.8673	MAT2A|4144	4384.4883
MAT2B|27430	1124.6554	MAT2B|27430	2740.5575
lowly_expressed	lowly_expressed	MATK|4145	23.6454
MATN2|4147	651.5513	MATN2|4147	4640.2622
MATN3|4148	812.008	MATN3|4148	107.846
MATR3|9782	8621.4487	MATR3|9782	9306.0787
MAVS|57506	2603.7741	MAVS|57506	2317.5359
MAX|4149	958.8502	MAX|4149	2156.3436
MAZ|4150	3334.027	MAZ|4150	1625.4384
MBD1|4152	1725.6385	MBD1|4152	884.395
MBD2|8932	1646.8689	MBD2|8932	2093.7698
MBD3|53615	792.5587	MBD3|53615	594.8832
MBD4|8930	1690.1436	MBD4|8930	986.4738
MBD5|55777	973.9234	MBD5|55777	369.6754
MBD6|114785	959.8226	MBD6|114785	1273.3904
MBIP|51562	67.1001	MBIP|51562	568.931
lowly_expressed	lowly_expressed	MBL1P|8512	9.5158
MBLAC1|255374	8.2659	MBLAC1|255374	11.5343
MBLAC2|153364	121.5581	MBLAC2|153364	373.1357
MBNL1|4154	2520.5846	MBNL1|4154	5202.9098
MBNL2|10150	3421.1307	MBNL2|10150	2730.7533
MBNL3|55796	14.587	MBNL3|55796	32.8728
MBOAT1|154141	941.3458	MBOAT1|154141	627.7561
MBOAT2|129642	1071.1698	MBOAT2|129642	425.0402
MBOAT7|79143	4261.3402	MBOAT7|79143	623.1423
MBP|4155	991.4277	MBP|4155	1403.44
MBTD1|54799	1076.0321	MBTD1|54799	933.9926
MBTPS1|8720	3463.4329	MBTPS1|8720	3220.0974
MBTPS2|51360	619.2898	MBTPS2|51360	585.1482
MB|4151	239.2263	MB|4151	107.5577
MC1R|4157	121.8595	MC1R|4157	44.9839
MCAM|4162	2210.4122	MCAM|4162	2639.0554
MCART1|92014	417.1873	MCART1|92014	186.2795
MCART2|147407	20.4218	MCART2|147407	9.2275
MCART6|401612	6.8073	MCART6|401612	15.5713
MCAT|27349	263.0517	MCAT|27349	256.9273
MCCC1|56922	767.2746	MCCC1|56922	609.5895
MCCC2|64087	967.1161	MCCC2|64087	2217.1872
MCCD1|401250	5.3486	lowly_expressed	lowly_expressed
MCC|4163	758.0362	MCC|4163	960.8099
MCEE|84693	72.4486	MCEE|84693	183.9726
MCF2L2|23101	13.1283	MCF2L2|23101	12.3994
MCF2L|23263	721.0825	MCF2L|23263	879.2045
MCFD2|90411	3549.4959999999996	MCFD2|90411	3912.4458
MCHR1|2847	20.908	lowly_expressed	lowly_expressed
MCL1|4170	9835.0214	MCL1|4170	12447.5638
MCM10|55388	338.9039	MCM10|55388	27.394000000000002
MCM2|4171	2350.4471	MCM2|4171	477.8097
MCM3APAS|114044	93.9401	MCM3APAS|114044	18.9105
MCM3AP|8888	2464.6144	MCM3AP|8888	1823.6992
MCM3|4172	2542.0226	MCM3|4172	1909.2205
MCM4|4173	1564.2094	MCM4|4173	651.4015
MCM5|4174	784.2928	MCM5|4174	618.2403
MCM6|4175	3220.803	MCM6|4175	1039.8201
MCM7|4176	1660.9453	MCM7|4176	1487.8598
MCM8|84515	390.4446	MCM8|84515	189.7398
MCM9|254394	78.7696	MCM9|254394	78.7218
MCOLN1|57192	369.5366	MCOLN1|57192	421.2915
MCOLN2|255231	78.2834	MCOLN2|255231	91.4096
MCOLN3|55283	52.0269	MCOLN3|55283	85.3541
MCPH1|79648	421.6364	MCPH1|79648	509.0995
MCRS1|10445	772.6232	MCRS1|10445	635.5417
MCTP1|79772	31.6051	MCTP1|79772	403.4133
MCTP2|55784	96.274	MCTP2|55784	304.5064
MCTS1|28985	879.5943	MCTS1|28985	960.8099
MDC1|9656	1559.3471	MDC1|9656	863.6332
MDFIC|29969	523.6722	MDFIC|29969	1650.5631
MDFI|4188	603.9006	MDFI|4188	170.7081
MDGA1|266727	83.632	MDGA1|266727	126.3009
MDGA2|161357	9.7246	lowly_expressed	lowly_expressed
MDH1B|130752	75.8522	MDH1B|130752	27.394000000000002
MDH1|4190	2559.527	MDH1|4190	2765.3563
MDH2|4191	2972.8245	MDH2|4191	2568.9843
MDK|4192	3464.8916	MDK|4192	1858.7578
MDM1|56890	157.5393	MDM1|56890	366.2151
MDM2|4193	1578.7964	MDM2|4193	1851.2605
MDM4|4194	2085.9367	MDM4|4194	981.2834
MDN1|23195	1884.6365	MDN1|23195	1483.6036
MDP1|145553	199.4525	MDP1|145553	217.2203
ME1|4199	1523.8521	ME1|4199	330.1703
ME2|4200	1069.2249	ME2|4200	790.3902
ME3|10873	134.6864	ME3|10873	283.4562
MEA1|4201	782.3478	MEA1|4201	669.4959
MEAF6|64769	2769.0931	MEAF6|64769	1728.1314
MECOM|2122	117.6682	MECOM|2122	688.5997
MECP2|4204	1199.5352	MECP2|4204	1618.2669
MECR|51102	353.4909	MECR|51102	290.9536
MED10|84246	429.3431	MED10|84246	454.7411
MED11|400569	98.2189	MED11|400569	187.4329
MED12L|116931	75.8522	MED12L|116931	6.6322
MED12|9968	1006.5009	MED12|9968	1179.6739
MED13L|23389	4024.545	MED13L|23389	4007.3157
MED13|9969	2975.7419	MED13|9969	1975.5429
MED14|9282	1649.3001	MED14|9282	1141.6106
MED15|51586	1723.6936	MED15|51586	1292.422
MED16|10025	859.6588	MED16|10025	603.534
MED17|9440	881.053	MED17|9440	980.7067
MED18|54797	328.2068	MED18|54797	371.4055
MED19|219541	477.9664	MED19|219541	347.7601
MED1|5469	2007.6533	MED1|5469	1657.7720000000002
MED20|9477	478.9388	MED20|9477	506.0689
MED21|9412	641.3404	MED21|9412	769.6284
MED22|6837	505.1954	MED22|6837	636.9835
MED23|9439	2277.026	MED23|9439	1071.2512
MED24|9862	1436.8165	MED24|9862	1352.9773
MED25|81857	713.1424	MED25|81857	350.6437
MED26|9441	235.8227	MED26|9441	234.14700000000002
MED27|9442	146.3559	MED27|9442	280.5727
MED28|80306	501.3055	MED28|80306	757.8057
MED29|55588	1350.2672	MED29|55588	1161.5073
MED30|90390	196.4379	MED30|90390	285.4747
MED31|51003	133.2909	MED31|51003	180.3508
MED4|29079	652.5238	MED4|29079	1254.6471
MED6|10001	461.4345	MED6|10001	496.2647
MED7|9443	237.7676	MED7|9443	340.8395
MED8|112950	1186.8931	MED8|112950	612.4731
MED9|55090	347.6561	MED9|55090	411.4873
MEF2A|4205	908.1410000000001	MEF2A|4205	2309.5570000000002
MEF2B|100271849	20.1592	MEF2B|100271849	11.0614
MEF2C|4208	269.3727	MEF2C|4208	1564.3439
MEF2D|4209	1267.6077	MEF2D|4209	1265.6047
MEFV|4210	10.2109	MEFV|4210	21.0502
MEG3|55384	76.3385	MEG3|55384	76.7033
MEGF10|84466	38.4124	MEGF10|84466	48.7326
MEGF6|1953	709.413	MEGF6|1953	494.2462
MEGF8|1954	911.6856	MEGF8|1954	511.2593
MEGF9|1955	1507.3202	MEGF9|1955	939.7598
MEI1|150365	27.229	MEI1|150365	174.1684
MEIS1|4211	112.8059	MEIS1|4211	391.3022
MEIS2|4212	87.0356	MEIS2|4212	663.5125
MEIS3P1|4213	474.0765	MEIS3P1|4213	759.5358
MEIS3|56917	228.043	MEIS3|56917	131.203
MELK|9833	857.2276	MELK|9833	47.2908
MEMO1|51072	488.4058	MEMO1|51072	383.1734
MEN1|4221	963.2262	MEN1|4221	726.3746
lowly_expressed	lowly_expressed	MEOX1|4222	700.4224
MEOX2|4223	6.8073	MEOX2|4223	798.7526
MEPCE|56257	1199.0489	MEPCE|56257	1628.3595
lowly_expressed	lowly_expressed	MEPE|56955	17.0131
MERTK|10461	195.4654	MERTK|10461	602.3805
MESDC1|59274	859.6588	MESDC1|59274	583.0605
MESDC2|23184	1154.8018	MESDC2|23184	1269.9301
MESP1|55897	8.7522	MESP1|55897	41.812
lowly_expressed	lowly_expressed	MESP2|145873	11.8227
lowly_expressed	lowly_expressed	MESTIT1|317751	6.6322
MEST|4232	984.1342	MEST|4232	1035.2064
METAP1|23173	1869.5633	METAP1|23173	1550.5027
METAP2|10988	1657.0798	METAP2|10988	2281.4911
METRNL|284207	263.5379	METRNL|284207	170.9965
METRN|79006	187.6857	METRN|79006	28.2591
METT10D|79066	772.6232	METT10D|79066	1083.9389
METT11D1|64745	546.5251	METT11D1|64745	690.9065
METT5D1|196074	512.4889	METT5D1|196074	378.0378
METTL10|399818	222.5194	METTL10|399818	426.3724
METTL11A|28989	150.275	METTL11A|28989	128.9481
METTL12|751071	65.6803	METTL12|751071	65.2728
METTL13|51603	1667.7769	METTL13|51603	752.3269
METTL14|57721	418.64599999999996	METTL14|57721	506.0689
METTL1|4234	253.8133	METTL1|4234	304.218
METTL2A|339175	525.6172	METTL2A|339175	342.2813
METTL2B|55798	280.5561	METTL2B|55798	203.581
METTL3|56339	616.4697	METTL3|56339	676.3704
METTL4|64863	348.1423	METTL4|64863	331.0354
METTL5|29081	1069.1860000000001	METTL5|29081	574.9144
METTL6|131965	331.6105	METTL6|131965	281.4377
METTL7A|25840	318.4822	METTL7A|25840	4415.9194
METTL7B|196410	49.1095	METTL7B|196410	23.0687
METTL8|79828	484.7736	METTL8|79828	406.5852
METTL9|51108	2109.2759	METTL9|51108	2739.1157
MET|4233	164.3465	MET|4233	2112.2247
MEX3A|92312	4079.0029999999997	MEX3A|92312	532.5978
MEX3B|84206	187.6857	MEX3B|84206	290.3768
MEX3C|51320	1537.9529	MEX3C|51320	2089.1561
MEX3D|399664	458.5171	MEX3D|399664	277.1124
MFAP1|4236	565.002	MFAP1|4236	909.4822
MFAP2|4237	1073.601	MFAP2|4237	663.2241
MFAP3L|9848	240.685	MFAP3L|9848	232.1285
MFAP3|4238	1755.7849	MFAP3|4238	1629.8013
MFAP4|4239	688.0187	MFAP4|4239	8890.6639
MFAP5|8076	1186.4069	MFAP5|8076	820.6678
MFF|56947	1471.339	MFF|56947	1515.3229999999999
MFGE8|4240	1200.5076	MFGE8|4240	4496.083
MFHAS1|9258	250.8959	MFHAS1|9258	173.8801
MFI2|4241	269.3727	MFI2|4241	171.2848
MFN1|55669	1711.5378	MFN1|55669	810.5753
MFN2|9927	2217.2194	MFN2|9927	2308.3084
MFNG|4242	60.778999999999996	MFNG|4242	628.3328
MFRP|83552	238.7401	MFRP|83552	444.3602
MFSD10|10227	1541.3565	MFSD10|10227	758.9591
MFSD11|79157	601.2506	MFSD11|79157	559.3315
MFSD1|64747	1798.5734	MFSD1|64747	2817.5492
MFSD2A|84879	870.3559	MFSD2A|84879	65.169
MFSD2B|388931	9.7246	MFSD2B|388931	6.9206
MFSD3|113655	85.5769	MFSD3|113655	71.2245
MFSD4|148808	99.6776	MFSD4|148808	357.276
MFSD5|84975	403.5728	MFSD5|84975	842.0063
MFSD6L|162387	39.8711	MFSD6L|162387	12.3994
MFSD6|54842	2403.9326	MFSD6|54842	1621.4389
MFSD7|84179	121.3247	MFSD7|84179	100.3083
MFSD8|256471	313.6199	MFSD8|256471	434.2676
MFSD9|84804	171.64	MFSD9|84804	107.2693
MGAM|8972	5.3486	MGAM|8972	6.3439
MGAT1|4245	2704.4242	MGAT1|4245	2826.7767
MGAT2|4247	988.0241	MGAT2|4247	919.8631
MGAT3|4248	137.6037	MGAT3|4248	236.7422
MGAT4A|11320	1378.9549	MGAT4A|11320	1677.9571
MGAT4B|11282	2022.2403	MGAT4B|11282	1151.9915
MGAT5B|146664	21.8805	MGAT5B|146664	17.0131
MGAT5|4249	272.2901	MGAT5|4249	169.2663
MGA|23269	1266.149	MGA|23269	1324.1414
lowly_expressed	lowly_expressed	MGC12916|84815	7.7857
MGC12982|84793	89.95299999999999	MGC12982|84793	17.3015
MGC16121|84848	30.1464	MGC16121|84848	39.7934
MGC16142|84849	10.2109	MGC16142|84849	21.0502
MGC16275|85001	12.642000000000001	MGC16275|85001	47.2908
MGC16703|113691	13.2547	MGC16703|113691	7.678999999999999
MGC21881|389741	35.9812	MGC21881|389741	165.5177
MGC23270|196872	92.3841	MGC23270|196872	39.7934
MGC23284|197187	18.9631	MGC23284|197187	24.2221
MGC2752|65996	749.7703	MGC2752|65996	621.9889
MGC2889|84789	5.8348	lowly_expressed	lowly_expressed
MGC29506|51237	10.2109	MGC29506|51237	317.7709
MGC3771|81854	6.8462	MGC3771|81854	6.563
MGC42105|167359	8.2659	MGC42105|167359	12.9761
MGC45800|90768	41.816	MGC45800|90768	6.6322
MGC57346|401884	444.8345	MGC57346|401884	306.5768
MGC70857|414919	150.732	MGC70857|414919	179.3589
MGC72080|389538	62.8553	MGC72080|389538	46.1662
MGC87042|256227	14.587	MGC87042|256227	31.7194
MGEA5|10724	11663.2549	MGEA5|10724	3881.8798
MGLL|11343	869.3834	MGLL|11343	2859.6495
MGMT|4255	153.1632	MGMT|4255	143.0257
MGP|4256	38232.9345	MGP|4256	57777.780999999995
MGRN1|23295	1639.5754	MGRN1|23295	829.8953
MGST1|4257	2207.0086	MGST1|4257	1966.0271
MGST2|4258	270.8314	MGST2|4258	1109.0261
MGST3|4259	3432.8003	MGST3|4259	1709.0998
MIA3|375056	2274.1086	MIA3|375056	1920.4664
MIAT|440823	163.0045	MIAT|440823	64.3039
MIA|8190	8.9515	MIA|8190	230.7126
MIB1|57534	3906.3906	MIB1|57534	1831.6521
MIB2|142678	101.6226	MIB2|142678	78.7218
MICAL1|64780	652.0376	MICAL1|64780	256.0622
MICAL2|9645	2126.7802	MICAL2|9645	864.4983
MICAL3|57553	1466.9629	MICAL3|57553	1115.9467
MICALCL|84953	68.5588	MICALCL|84953	22.7803
MICALL1|85377	521.2411	MICALL1|85377	711.9567
MICALL2|79778	339.8764	MICALL2|79778	191.7583
MICA|4276	405.5178	MICA|4276	358.14099999999996
MICB|4277	468.728	MICB|4277	148.5045
MID1IP1|58526	361.2706	MID1IP1|58526	251.7368
MID1|4281	403.0866	MID1|4281	1115.6584
MID2|11043	507.1403	MID2|11043	904.5801
MIDN|90007	1856.435	MIDN|90007	1411.8024
MIER1|57708	1822.3988	MIER1|57708	1388.4453
MIER2|54531	324.8032	MIER2|54531	288.935
MIER3|166968	949.1255	MIER3|166968	763.5728
MIF4GD|57409	320.0576	MIF4GD|57409	454.5335
MIF|4282	5909.5316	MIF|4282	932.6287
MIIP|60672	305.3539	MIIP|60672	219.1523
MINA|84864	888.2589	MINA|84864	1114.9634
MINK1|50488	1000.1021	MINK1|50488	1371.1554
MINPP1|9562	1816.0778	MINPP1|9562	505.2038
MIOS|54468	762.4123	MIOS|54468	693.2134
MIPEP|4285	430.8018	MIPEP|4285	523.6587
MIPOL1|145282	199.3553	MIPOL1|145282	121.1105
MIR155HG|114614	18.4768	MIR155HG|114614	24.5105
MIR17HG|407975	49.1095	MIR17HG|407975	98.0418
MIS12|79003	461.9207	MIS12|79003	583.6373
MITD1|129531	212.4835	MITD1|129531	336.2258
MITF|4286	240.685	MITF|4286	1087.3992
MKI67IP|84365	1261.2478	MKI67IP|84365	1139.8459
MKI67|4288	2589.6734	MKI67|4288	359.2945
MKKS|8195	1011.3632	MKKS|8195	1128.9228
MKL1|57591	747.3391	MKL1|57591	879.4929
MKL2|57496	2886.2751	MKL2|57496	2590.8996
MKLN1|4289	1314.7722	MKLN1|4289	1826.1733
MKNK1|8569	808.1181	MKNK1|8569	555.0898
MKNK2|2872	3371.535	MKNK2|2872	2232.1818
MKRN1|23608	1720.29	MKRN1|23608	3083.7039
MKRN2|23609	808.6044	MKRN2|23609	715.4169999999999
MKS1|54903	263.5379	MKS1|54903	262.9828
MKX|283078	48.6232	MKX|283078	34.603
lowly_expressed	lowly_expressed	MLC1|23209	14.7063
MLEC|9761	3751.7687	MLEC|9761	4052.8763
MLF1IP|79682	567.9826	MLF1IP|79682	251.0649
MLF1|4291	1918.1865	MLF1|4291	361.6013
MLF2|8079	2979.6317	MLF2|8079	2217.4755
MLH1|4292	724.4862	MLH1|4292	725.5095
MLH3|27030	687.5325	MLH3|27030	592.8647
MLKL|197259	187.6857	MLKL|197259	326.4216
MLL2|8085	1877.2604	MLL2|8085	1448.4469
MLL3|58508	1934.7184	MLL3|58508	2955.9612
MLL4|9757	955.9328	MLL4|9757	705.9012
MLL5|55904	1393.43	MLL5|55904	2338.2256
MLLT10|8028	800.3384	MLLT10|8028	926.7837
MLLT11|10962	959.3364	MLLT11|10962	122.8406
MLLT1|4298	1693.0610000000001	MLLT1|4298	1141.6106
MLLT3|4300	473.1041	MLLT3|4300	414.6593
MLLT4|4301	5406.4173	MLLT4|4301	3310.9303
MLLT6|4302	2768.1207	MLLT6|4302	3268.83
MLL|4297	2019.8091	MLL|4297	3098.9869
MLPH|79083	1166.4714	MLPH|79083	987.3389
MLST8|64223	777.466	MLST8|64223	438.8612
MLXIPL|51085	37.4399	MLXIPL|51085	47.2908
MLXIP|22877	753.1739	MLXIP|22877	1013.8679
MLX|6945	1368.287	MLX|6945	1184.6221
MLYCD|23417	126.9066	MLYCD|23417	281.7261
MMAA|166785	262.5655	MMAA|166785	363.9082
MMAB|326625	233.3915	MMAB|326625	502.3202
MMACHC|25974	252.8408	MMACHC|25974	176.7637
MMADHC|27249	3010.2644	MMADHC|27249	2363.3848
MMD|23531	1579.2826	MMD|23531	698.1155
MMEL1|79258	9.7052	MMEL1|79258	5.3260000000000005
MME|4311	1982.3692	MME|4311	4468.689
MMGT1|93380	1023.0328	MMGT1|93380	1217.4489
MMP10|4319	73.4211	MMP10|4319	8.074
MMP11|4320	13132.649	MMP11|4320	247.4114
MMP12|4321	396.7656	MMP12|4321	67.7642
MMP13|4322	1078.9495	lowly_expressed	lowly_expressed
MMP14|4323	8647.642	MMP14|4323	4360.2662
MMP15|4324	443.4439	MMP15|4324	290.6652
MMP16|4325	82.1733	MMP16|4325	145.3326
MMP17|4326	51.5406	MMP17|4326	22.2036
MMP19|4327	443.9301	MMP19|4327	636.4068
MMP1|4312	396.7656	MMP1|4312	14.9946
MMP23B|8510	29.6602	MMP23B|8510	103.2323
MMP24|10893	75.8522	MMP24|10893	197.2371
MMP25|64386	23.6406	MMP25|64386	48.4442
lowly_expressed	lowly_expressed	MMP27|64066	5.7672
MMP28|79148	18.4768	MMP28|79148	172.4383
MMP2|4313	13740.4395	MMP2|4313	38151.2483
MMP3|4314	1557.4022	MMP3|4314	30.8543
MMP7|4316	61.7515	MMP7|4316	7970.8008
MMP8|4317	8.7522	lowly_expressed	lowly_expressed
MMP9|4318	3478.9923	MMP9|4318	212.8084
lowly_expressed	lowly_expressed	MMRN1|22915	4049.4159999999997
MMRN2|79812	413.2975	MMRN2|79812	3375.2342
MMS19|64210	1114.9307	MMS19|64210	1665.5577
MN1|4330	161.4291	MN1|4330	150.523
MNAT1|4331	293.6843	MNAT1|4331	260.0992
MND1|84057	84.6044	MND1|84057	15.8597
MNDA|4332	139.5487	MNDA|4332	440.3232
MNS1|55329	63.6964	MNS1|55329	121.9756
MNT|4335	351.546	MNT|4335	409.1805
MOAP1|64112	335.5003	MOAP1|64112	814.6123
MOB2|81532	250.4097	MOB2|81532	384.67
MOBKL1A|92597	1132.9213	MOBKL1A|92597	960.8099
MOBKL1B|55233	921.8965	MOBKL1B|55233	596.0367
MOBKL2A|126308	1057.0691	MOBKL2A|126308	1492.5427
MOBKL2B|79817	108.916	MOBKL2B|79817	1400.8447
MOBKL2C|148932	317.0235	MOBKL2C|148932	645.9226
MOBKL3|25843	1494.192	MOBKL3|25843	1302.2262
MOCOS|55034	223.1806	MOCOS|55034	142.1607
MOCS1|4337	381.1089	MOCS1|4337	962.1508
MOCS2|4338	882.5117	MOCS2|4338	1011.8494
MOCS3|27304	237.7676	MOCS3|27304	201.2741
MOGAT2|80168	10.2109	MOGAT2|80168	11.245999999999999
MOGS|7841	759.9811	MOGS|7841	746.5597
MON1A|84315	88.9805	MON1A|84315	165.80599999999998
MON1B|22879	574.7266	MON1B|22879	558.2617
MON2|23041	629.6709	MON2|23041	1254.3587
MORC2|22880	1058.0416	MORC2|22880	712.8218
MORC3|23515	923.8414	MORC3|23515	1359.6095
MORC4|79710	659.331	MORC4|79710	592.8647
MORF4L1|10933	3441.5524	MORF4L1|10933	6274.1004
MORF4L2|9643	7744.2223	MORF4L2|9643	3683.2009
lowly_expressed	lowly_expressed	MORF4|10934	6.6322
MORN1|79906	36.9537	MORN1|79906	17.0131
MORN2|729967	327.7206	MORN2|729967	224.0544
MORN3|283385	11.6696	lowly_expressed	lowly_expressed
MORN4|118812	511.0302	MORN4|118812	280.2843
MOSC1|64757	242.6299	MOSC1|64757	388.4187
MOSC2|54996	261.1068	MOSC2|54996	261.8294
MOSPD1|56180	309.2438	MOSPD1|56180	351.7972
MOSPD2|158747	329.6655	MOSPD2|158747	322.3846
MOSPD3|64598	349.601	MOSPD3|64598	274.2288
MOV10L1|54456	5.3486	MOV10L1|54456	12.3994
MOV10|4343	964.6849	MOV10|4343	747.1364
MOXD1|26002	182.8234	MOXD1|26002	190.8932
MPDU1|9526	616.0564	MPDU1|9526	849.2153
MPDZ|8777	718.6514	MPDZ|8777	1384.6967
MPEG1|219972	252.8408	MPEG1|219972	4128.4261
MPG|4350	396.7656	MPG|4350	260.6759
MPHOSPH10|10199	1021.5741	MPHOSPH10|10199	1041.5503
MPHOSPH6|10200	491.5809	MPHOSPH6|10200	469.4474
MPHOSPH8|54737	835.8334	MPHOSPH8|54737	1258.9724
MPHOSPH9|10198	252.3546	MPHOSPH9|10198	92.8514
MPI|4351	549.4425	MPI|4351	625.1608
