gene_id	TCGA-BH-A1FN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FN-11A-34R-A13Q-07
ERCC2|2068	343.4551	ERCC2|2068	267.0198
ERCC3|2071	1054.1517	ERCC3|2071	1110.7563
ERCC4|2072	421.5634	ERCC4|2072	273.3637
ERCC5|2073	1772.3168	ERCC5|2073	1498.0215
ERCC6L|54821	316.5372	ERCC6L|54821	25.9522
ERCC6|2074	262.8037	ERCC6|2074	297.7473
ERCC8|1161	289.3082	ERCC8|1161	198.3905
EREG|2069	34.0363	EREG|2069	27.6824
ERF|2077	712.8166	ERF|2077	502.8969
ERGIC1|57222	4591.4919	ERGIC1|57222	3428.0038
ERGIC2|51290	1315.7447	ERGIC2|51290	844.3132
ERGIC3|51614	3969.1145	ERGIC3|51614	4334.314
ERG|2078	168.7226	ERG|2078	1439.7731
ERH|2079	2471.5189	ERH|2079	1910.6623
ERI1|90459	369.5366	ERI1|90459	383.2282
ERI2|112479	510.6606	ERI2|112479	342.4255
ERI3|79033	1790.3074	ERI3|79033	810.5753
ERICH1|157697	88.9805	ERICH1|157697	261.8294
ERLEC1|27248	1459.1832	ERLEC1|27248	2045.9023
ERLIN1|10613	1935.6909	ERLIN1|10613	1416.4161
ERLIN2|11160	1238.4337	ERLIN2|11160	1797.3374
ERMAP|114625	561.1121	ERMAP|114625	546.1507
ERMN|57471	35.495	ERMN|57471	12.9761
ERMP1|79956	3250.6868	ERMP1|79956	977.7568
ERN1|2081	330.1518	ERN1|2081	73.243
ERO1LB|56605	480.3975	ERO1LB|56605	372.8473
ERO1L|30001	4120.3328	ERO1L|30001	465.4103
ERP27|121506	60.778999999999996	ERP27|121506	42.9654
ERP29|10961	734.2108	ERP29|10961	1498.0215
ERP44|23071	1301.644	ERP44|23071	2026.5823
ERRFI1|54206	2369.4102	ERRFI1|54206	2971.2442
lowly_expressed	lowly_expressed	ERVFRDE1|405754	26.8173
ESAM|90952	485.2599	ESAM|90952	1943.8235
ESCO1|114799	797.9073	ESCO1|114799	612.1847
ESCO2|157570	199.3553	ESCO2|157570	29.7009
ESD|2098	1292.4055	ESD|2098	3545.6540000000005
ESF1|51575	701.6333	ESF1|51575	553.3596
ESM1|11082	713.7891	ESM1|11082	16.7248
ESPL1|9700	311.6749	ESPL1|9700	54.4997
ESPNL|339768	10.2109	ESPNL|339768	16.4364
ESPNP|284729	6.321000000000001	lowly_expressed	lowly_expressed
ESPN|83715	300.0053	ESPN|83715	113.3248
ESR1|2099	3752.2549	ESR1|2099	771.6469
ESR2|2100	12.642000000000001	ESR2|2100	17.0131
ESRP1|54845	6168.3434	ESRP1|54845	1154.8751
ESRP2|80004	605.3593	ESRP2|80004	645.6343
ESRRA|2101	257.7031	ESRRA|2101	286.3398
ESRRB|2103	12.642000000000001	ESRRB|2103	7.4973
ESRRG|2104	133.7139	ESRRG|2104	75.5499
ESYT1|23344	4291.4866	ESYT1|23344	3713.4785
ESYT2|57488	3142.0333	ESYT2|57488	3566.9925
ESYT3|83850	89.95299999999999	ESYT3|83850	57.3833
ETAA1|54465	362.7293	ETAA1|54465	517.0265
ETF1|2107	3745.9339	ETF1|2107	3308.6234
ETFA|2108	656.4136	ETFA|2108	1128.0578
ETFB|2109	568.8918	ETFB|2109	215.9804
ETFDH|2110	582.5063	ETFDH|2110	460.7966
ETHE1|23474	295.143	ETHE1|23474	555.6665
ETNK1|55500	2259.5216	ETNK1|55500	1693.5284
ETNK2|55224	875.7044	ETNK2|55224	420.1381
ETS1|2113	1343.4599	ETS1|2113	4782.7112
ETS2|2114	2780.2765	ETS2|2114	3901.1998
ETV1|2115	274.7213	ETV1|2115	601.8038
ETV2|2116	11.1833	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ETV3L|440695	21.3385
ETV3|2117	297.08799999999997	ETV3|2117	198.9672
ETV4|2118	193.0342	ETV4|2118	106.6926
ETV5|2119	279.5836	ETV5|2119	1343.7498
ETV6|2120	1460.6419	ETV6|2120	3400.6097
ETV7|51513	78.7696	ETV7|51513	53.923
EVC2|132884	62.2377	lowly_expressed	lowly_expressed
EVC|2121	632.7633	EVC|2121	734.2612
EVI2A|2123	191.5755	EVI2A|2123	595.1716
EVI2B|2124	248.951	EVI2B|2124	970.9025
EVI5L|115704	235.3364	EVI5L|115704	141.5839
EVI5|7813	326.2619	EVI5|7813	668.703
EVL|51466	1662.4283	EVL|51466	1287.8083
EVPL|2125	307.2988	EVPL|2125	111.883
EWSR1|2130	3228.0964	EWSR1|2130	2419.038
EXD2|55218	785.7514	EXD2|55218	793.2738
EXD3|54932	94.8153	EXD3|54932	78.7218
EXO1|9156	771.6507	EXO1|9156	30.8543
EXOC1|55763	1227.7366	EXOC1|55763	1360.4746
EXOC2|55770	661.2760000000001	EXOC2|55770	1036.0715
EXOC3L2|90332	42.7884	EXOC3L2|90332	81.8938
EXOC3L|283849	36.7057	EXOC3L|283849	41.4948
EXOC3|11336	677.8079	EXOC3|11336	973.7861
EXOC4|60412	898.5573	EXOC4|60412	1627.7827
EXOC5|10640	3057.4289	EXOC5|10640	1521.6669
EXOC6B|23233	186.227	EXOC6B|23233	118.5153
EXOC6|54536	345.225	EXOC6|54536	648.5179
EXOC7|23265	1873.8033	EXOC7|23265	1901.9481
EXOC8|149371	482.3425	EXOC8|149371	735.3137
EXOG|9941	114.7508	EXOG|9941	181.9541
EXOSC10|5394	1798.0872	EXOSC10|5394	1685.7428
EXOSC1|51013	205.19	EXOSC1|51013	392.1673
EXOSC2|23404	456.0859	EXOSC2|23404	414.6593
EXOSC3|51010	445.3888	EXOSC3|51010	318.3476
EXOSC4|54512	163.8603	EXOSC4|54512	104.0974
EXOSC5|56915	385.096	EXOSC5|56915	244.8162
EXOSC6|118460	193.5205	EXOSC6|118460	276.824
EXOSC7|23016	164.8328	EXOSC7|23016	392.744
EXOSC8|11340	232.137	EXOSC8|11340	496.9567
EXOSC9|5393	621.0013	EXOSC9|5393	641.0033
EXPH5|23086	412.8112	EXPH5|23086	316.3291
EXT1|2131	1321.5795	EXT1|2131	1069.2327
EXT2|2132	2568.7654	EXT2|2132	2287.2582
EXTL1|2134	47.1645	EXTL1|2134	57.96
EXTL2|2135	489.63599999999997	EXTL2|2135	519.6217
EXTL3|2137	801.7971	EXTL3|2137	1070.9628
lowly_expressed	lowly_expressed	EYA1|2138	19.6084
EYA2|2139	1749.9502	EYA2|2139	727.2397
EYA3|2140	152.1907	EYA3|2140	139.8538
EYA4|2070	8.2659	lowly_expressed	lowly_expressed
EYS|346007	16.0457	EYS|346007	7.7857
EZH1|2145	468.728	EZH1|2145	1599.5236
EZH2|2146	487.2048	EZH2|2146	148.5045
EZR|7430	7295.9161	EZR|7430	2759.8775
F10|2159	31.1189	F10|2159	136.3935
F11R|50848	11769.2536	F11R|50848	3585.4474
F12|2161	105.9986	F12|2161	13.8412
F13A1|2162	233.8778	F13A1|2162	5879.0495
F2RL1|2150	253.327	F2RL1|2150	259.8109
F2RL2|2151	230.9604	F2RL2|2151	862.7681
F2RL3|9002	16.0457	F2RL3|9002	48.4442
F2R|2149	1244.7548	F2R|2149	2088.291
F3|2152	226.5843	F3|2152	2293.0254
F5|2153	21.3942	F5|2153	20.7618
F7|2155	50.5682	lowly_expressed	lowly_expressed
F8A1|8263	75.8522	F8A1|8263	66.6108
F8|2157	292.7119	F8|2157	846.62
FA2H|79152	31.6051	FA2H|79152	59.1135
FAAH2|158584	92.3841	FAAH2|158584	256.9273
FAAH|2166	452.1961	FAAH|2166	131.4914
FABP3|2170	538.7454	FABP3|2170	186.5678
FABP4|2167	5.8348	FABP4|2167	5763.4179
FABP5|2171	37.9261	FABP5|2171	200.9858
lowly_expressed	lowly_expressed	FABP7|2173	390.1488
FADD|8772	494.4983	FADD|8772	416.6778
FADS1|3992	1267.1215	FADS1|3992	531.3867
FADS2|9415	4681.4449	FADS2|9415	457.394
FADS3|3995	420.1047	FADS3|3995	296.7207
FADS6|283985	29.1739	lowly_expressed	lowly_expressed
FAF1|11124	1837.9582	FAF1|11124	1021.0768
FAF2|23197	3134.2536	FAF2|23197	1733.3219
FAHD1|81889	590.2569	FAHD1|81889	529.6941
FAHD2A|51011	142.9523	FAHD2A|51011	260.3876
FAHD2B|151313	223.6669	FAHD2B|151313	250.5834
FAH|2184	765.8159	FAH|2184	390.4372
FAIM2|23017	42.7884	FAIM2|23017	92.8514
FAIM3|9214	1058.0902	FAIM3|9214	359.5079
FAIM|55179	230.4741	FAIM|55179	289.8001
FAM100A|124402	232.9053	FAM100A|124402	169.5547
FAM100B|283991	391.417	FAM100B|283991	576.4283
FAM101A|144347	45.2196	FAM101A|144347	75.5499
FAM101B|359845	859.6588	FAM101B|359845	895.3526
FAM102A|399665	1242.8098	FAM102A|399665	1976.9847
FAM102B|284611	825.1363	FAM102B|284611	1278.0041
FAM103A1|83640	297.5742	FAM103A1|83640	434.233
FAM104A|84923	859.9602	FAM104A|84923	873.3999
FAM104B|90736	164.8328	FAM104B|90736	273.3637
FAM105A|54491	144.8972	FAM105A|54491	884.6833
FAM105B|90268	536.3143	FAM105B|90268	589.4044
FAM106C|100129396	6.8073	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM107A|11170	1068.656
FAM107B|83641	2202.6325	FAM107B|83641	1440.9266
FAM108A1|81926	266.4553	FAM108A1|81926	237.3189
FAM108B1|51104	378.775	FAM108B1|51104	514.1429
FAM108C1|58489	225.1256	FAM108C1|58489	569.7961
FAM109A|144717	155.5943	FAM109A|144717	212.5201
FAM109B|150368	336.4728	FAM109B|150368	327.8634
FAM10A4|145165	370.9953	FAM10A4|145165	392.744
FAM110A|83541	308.7575	FAM110A|83541	249.43
FAM110B|90362	342.3076	FAM110B|90362	337.95599999999996
FAM110C|642273	5.3486	lowly_expressed	lowly_expressed
FAM111A|63901	1341.0288	FAM111A|63901	1105.5658
FAM111B|374393	1985.2866	FAM111B|374393	108.7111
FAM113A|64773	334.0416	FAM113A|64773	320.3661
FAM113B|91523	85.0907	FAM113B|91523	283.7446
FAM114A1|92689	1136.325	FAM114A1|92689	404.8551
FAM114A2|10827	564.5157	FAM114A2|10827	600.9388
FAM115A|9747	335.9865	FAM115A|9747	258.6574
FAM115C|285966	387.2646	FAM115C|285966	679.7615
FAM116A|201627	584.9375	FAM116A|201627	1193.8035
FAM116B|414918	138.5762	FAM116B|414918	136.1051
FAM117A|81558	235.8227	FAM117A|81558	907.4637
FAM117B|150864	968.0886	FAM117B|150864	654.285
FAM118A|55007	264.5104	FAM118A|55007	321.8079
FAM118B|79607	121.0719	FAM118B|79607	292.3953
FAM119A|151194	188.6581	FAM119A|151194	202.7159
FAM119B|25895	231.4466	FAM119B|25895	564.3172
FAM120AOS|158293	1098.642	FAM120AOS|158293	1119.4676
FAM120A|23196	4356.8848	FAM120A|23196	3490.5170000000003
FAM120B|84498	1075.0597	FAM120B|84498	847.4851
FAM120C|54954	128.8516	FAM120C|54954	386.9769
FAM122A|116224	362.7293	FAM122A|116224	981.2834
FAM122B|159090	560.6259	FAM122B|159090	787.5066
FAM122C|159091	23.8254	FAM122C|159091	29.7009
FAM123B|139285	301.464	FAM123B|139285	292.9721
FAM124A|220108	11.6696	FAM124A|220108	74.6848
FAM124B|79843	12.1558	FAM124B|79843	154.2717
FAM125A|93343	498.3881	FAM125A|93343	296.7207
FAM125B|89853	155.5943	FAM125B|89853	505.4921
FAM126A|84668	361.7569	FAM126A|84668	1653.735
FAM126B|285172	806.1732	FAM126B|285172	600.6504
FAM127A|8933	1156.2605	FAM127A|8933	1737.9356
FAM127B|26071	732.2659	FAM127B|26071	1017.6165
FAM127C|441518	318.4822	FAM127C|441518	532.8862
FAM128A|653784	441.9852	FAM128A|653784	91.9863
FAM128B|80097	876.1907	FAM128B|80097	241.3559
FAM129A|116496	1316.2309	FAM129A|116496	3549.9793
FAM129B|64855	2505.069	FAM129B|64855	1577.8968
lowly_expressed	lowly_expressed	FAM129C|199786	19.8967
FAM131A|131408	401.6279	FAM131A|131408	198.6789
FAM131B|9715	68.0725	FAM131B|9715	49.5976
FAM131C|348487	40.3573	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM133A|286499	14.4179
FAM133B|257415	115.2371	FAM133B|257415	151.3881
FAM134A|79137	3251.9218	FAM134A|79137	2756.7056
FAM134B|54463	504.7092	FAM134B|54463	512.4127
FAM134C|162427	1805.3806	FAM134C|162427	1797.9142
FAM135A|57579	384.1235	FAM135A|57579	365.9267
FAM136A|84908	675.8629	FAM136A|84908	822.6863
FAM13AOS|285512	60.8812	FAM13AOS|285512	61.576
FAM13A|10144	613.0369	FAM13A|10144	1704.9071
FAM13B|51306	1059.9281	FAM13B|51306	1498.0042
FAM13C|220965	35.3296	FAM13C|220965	678.6773
FAM149A|25854	5.3486	FAM149A|25854	227.5147
FAM149B1|317662	1667.2907	FAM149B1|317662	577.8701
lowly_expressed	lowly_expressed	FAM150B|285016	161.769
FAM151B|167555	16.0457	FAM151B|167555	15.8597
lowly_expressed	lowly_expressed	FAM154B|283726	18.7433
FAM155A|728215	138.09	FAM155A|728215	46.1373
FAM155B|27112	37.4399	FAM155B|27112	21.3385
FAM156A|29057	425.4533	FAM156A|29057	423.31
FAM157A|728262	33.55	lowly_expressed	lowly_expressed
FAM158A|51016	197.8966	FAM158A|51016	55.3648
lowly_expressed	lowly_expressed	FAM159A|348378	10.3809
FAM160A1|729830	143.9248	FAM160A1|729830	142.1607
FAM160A2|84067	610.7078	FAM160A2|84067	639.002
FAM160B1|57700	674.8905	FAM160B1|57700	1098.0685
FAM160B2|64760	491.0947	FAM160B2|64760	733.8719
FAM161A|84140	230.4741	FAM161A|84140	91.1212
FAM161B|145483	108.4298	FAM161B|145483	101.5021
FAM162A|26355	1359.0194	FAM162A|26355	724.9328
lowly_expressed	lowly_expressed	FAM162B|221303	89.6794
FAM164A|51101	276.6662	FAM164A|51101	469.7357
FAM164C|79696	61.7515	FAM164C|79696	51.0394
FAM165B|54065	228.5292	FAM165B|54065	417.8312
lowly_expressed	lowly_expressed	FAM166B|730112	12.110999999999999
FAM167A|83648	33.55	FAM167A|83648	161.1923
FAM167B|84734	53.4856	FAM167B|84734	60.8436
FAM168A|23201	438.5816	FAM168A|23201	215.692
FAM168B|130074	4905.1118	FAM168B|130074	3171.0765
FAM169A|26049	27.7152	FAM169A|26049	113.0365
FAM171A1|221061	460.462	FAM171A1|221061	1284.0596
FAM171A2|284069	240.685	FAM171A2|284069	10.3809
FAM171B|165215	303.409	FAM171B|165215	518.1799
FAM172A|83989	792.5587	FAM172A|83989	947.2571
FAM173A|65990	75.366	FAM173A|65990	27.6824
FAM173B|134145	160.4567	FAM173B|134145	230.3983
FAM174A|345757	234.8502	FAM174A|345757	300.4694
FAM174B|400451	513.9476	FAM174B|400451	859.5962
FAM175A|84142	346.4065	FAM175A|84142	429.8154
FAM175B|23172	435.6642	FAM175B|23172	687.1579
FAM176A|84141	120.5856	FAM176A|84141	137.8353
FAM176B|55194	192.7425	FAM176B|55194	124.738
FAM177A1|283635	1423.6883	FAM177A1|283635	967.7305
FAM177B|400823	9.7246	FAM177B|400823	13.5528
FAM178A|55719	2485.1334	FAM178A|55719	1133.5366
lowly_expressed	lowly_expressed	FAM178B|51252	7.209
lowly_expressed	lowly_expressed	FAM179A|165186	8.9391
FAM179B|23116	480.8838	FAM179B|23116	685.7161
FAM180A|389558	51.5406	FAM180A|389558	114.7666
lowly_expressed	lowly_expressed	FAM180B|399888	34.8914
lowly_expressed	lowly_expressed	FAM181B|220382	10.6693
FAM182B|728882	21.8805	FAM182B|728882	17.8782
FAM183A|440585	6.8073	lowly_expressed	lowly_expressed
FAM184A|79632	389.9583	FAM184A|79632	175.8986
FAM184B|27146	37.2697	lowly_expressed	lowly_expressed
FAM185A|222234	45.7058	FAM185A|222234	110.4412
FAM186B|84070	7.2935	FAM186B|84070	15.8597
FAM188A|80013	421.0772	FAM188A|80013	645.0576
FAM188B|84182	109.4023	FAM188B|84182	275.6129
FAM189A1|23359	6.8073	FAM189A1|23359	5.4788
FAM189A2|9413	230.4741	FAM189A2|9413	1341.4429
FAM189B|10712	2140.3947	FAM189B|10712	557.685
FAM18A|780776	10.6242	FAM18A|780776	41.2554
FAM18B2|201158	294.0198	FAM18B2|201158	289.6531
FAM18B|51030	991.4277	FAM18B|51030	872.2839
FAM190A|401145	268.8865	FAM190A|401145	72.9547
FAM190B|54462	2949.9716	FAM190B|54462	1702.7559
FAM192A|80011	943.2907	FAM192A|80011	1444.0985
FAM193A|8603	957.3915	FAM193A|8603	749.1549
FAM193B|54540	536.8005	FAM193B|54540	613.9149
FAM195A|84331	185.2545	FAM195A|84331	54.4997
FAM195B|348262	1599.7044	FAM195B|348262	1006.9473
lowly_expressed	lowly_expressed	FAM196A|642938	15.283
FAM196B|100131897	35.0087	FAM196B|100131897	123.4174
FAM198A|729085	48.137	FAM198A|729085	114.7666
FAM198B|51313	1562.7507	FAM198B|51313	3938.1097
FAM199X|139231	759.9811	FAM199X|139231	249.7183
FAM19A2|338811	37.9261	FAM19A2|338811	32.8728
lowly_expressed	lowly_expressed	FAM19A3|284467	19.8967
FAM19A5|25817	38.4124	FAM19A5|25817	54.2114
FAM200A|221786	203.7313	FAM200A|221786	306.8133
FAM200B|285550	206.6487	FAM200B|285550	614.78
FAM20A|54757	196.9241	FAM20A|54757	519.045
FAM20B|9917	3594.2294	FAM20B|9917	1884.1333
FAM20C|56975	1290.9468	FAM20C|56975	1147.6661
FAM21A|387680	240.685	FAM21A|387680	450.9924
FAM21B|55747	218.8045	FAM21B|55747	930.8207
FAM21C|253725	1486.8985	FAM21C|253725	1987.0772
FAM22A|728118	45.2196	FAM22A|728118	24.7988
FAM22D|728130	151.2183	FAM22D|728130	73.243
FAM23A|653567	9.7246	FAM23A|653567	39.7934
FAM24B|196792	29.1983	FAM24B|196792	22.5986
FAM26E|254228	191.5755	FAM26E|254228	208.4831
FAM26F|441168	140.0349	FAM26F|441168	266.1547
FAM27A|548321	14.1007	FAM27A|548321	6.3439
FAM27C|100132948	25.7703	FAM27C|100132948	5.1904
FAM32A|26017	1151.8844	FAM32A|26017	1662.9625
FAM35A|54537	1676.0428	FAM35A|54537	881.5114
FAM35B2|439965	158.0255	FAM35B2|439965	105.5391
FAM35B|414241	522.2135	FAM35B|414241	332.1888
FAM36A|116228	1829.6874	FAM36A|116228	781.33
FAM38A|9780	3406.5583	FAM38A|9780	1848.4403
FAM38B|63895	123.9892	FAM38B|63895	209.0598
FAM3A|60343	319.4546	FAM3A|60343	316.0407
FAM3B|54097	131.2827	FAM3B|54097	225.4962
FAM3C|10447	929.19	FAM3C|10447	1687.4729
lowly_expressed	lowly_expressed	FAM3D|131177	188.298
FAM40A|85369	337.9315	FAM40A|85369	698.6922
FAM40B|57464	20.4218	FAM40B|57464	39.2167
FAM41C|284593	9.2384	FAM41C|284593	14.9946
FAM43A|131583	171.1538	FAM43A|131583	462.2384
FAM43B|163933	7.2935	FAM43B|163933	15.5713
FAM45A|404636	337.9315	FAM45A|404636	530.5793
FAM45B|55855	161.4291	FAM45B|55855	170.7081
FAM46A|55603	1205.3699	FAM46A|55603	1499.4633
FAM46B|115572	282.9872	FAM46B|115572	334.2073
FAM46C|54855	280.0698	FAM46C|54855	1361.628
FAM47E|100129583	27.0831	FAM47E|100129583	112.2002
FAM48A|55578	668.8515	FAM48A|55578	1060.4666
FAM49A|81553	71.9624	FAM49A|81553	226.3613
FAM49B|51571	3010.2644	FAM49B|51571	1255.5121
FAM50A|9130	447.82	FAM50A|9130	307.1016
FAM50B|26240	8.7522	FAM50B|26240	169.5547
FAM53A|152877	15.0732	FAM53A|152877	10.9576
FAM53B|9679	454.316	FAM53B|9679	616.6197
FAM53C|51307	1411.9992	FAM53C|51307	1746.2979999999998
FAM54A|113115	230.9604	FAM54A|113115	25.6639
FAM54B|56181	806.0468	FAM54B|56181	1242.3803
FAM55C|91775	682.6702	FAM55C|91775	884.395
lowly_expressed	lowly_expressed	FAM55D|54827	12.110999999999999
FAM57A|79850	282.0148	FAM57A|79850	315.7524
FAM57B|83723	6.321000000000001	lowly_expressed	lowly_expressed
FAM58A|92002	208.5937	FAM58A|92002	237.6073
FAM59A|64762	230.9604	FAM59A|64762	147.0627
FAM5B|57795	15.5594	FAM5B|57795	30.8543
FAM60A|58516	1737.7944	FAM60A|58516	1716.0204
FAM63A|55793	664.6796	FAM63A|55793	607.2826
FAM63B|54629	227.0705	FAM63B|54629	117.6502
FAM64A|54478	233.8778	FAM64A|54478	27.1057
FAM65A|79567	913.1443	FAM65A|79567	1523.3970000000002
FAM65B|9750	30.1464	FAM65B|9750	373.1357
FAM65C|140876	69.5312	FAM65C|140876	62.5738
FAM66C|440078	14.587	FAM66C|440078	35.4681
FAM66D|100132923	5.1443	FAM66D|100132923	6.1276
FAM69A|388650	316.5372	FAM69A|388650	344.0144
FAM69B|138311	142.9037	FAM69B|138311	218.0104
FAM69C|125704	32.5776	FAM69C|125704	15.5713
FAM70A|55026	46.6783	FAM70A|55026	445.5136
FAM70B|348013	52.0269	FAM70B|348013	135.2401
FAM71D|161142	48.137	FAM71D|161142	24.7988
FAM71E1|112703	43.8776	FAM71E1|112703	25.6725
FAM71F2|346653	10.2109	lowly_expressed	lowly_expressed
FAM72A|729533	49.1095	FAM72A|729533	6.9206
FAM72B|653820	205.19	FAM72B|653820	40.0818
FAM72D|728833	139.0624	FAM72D|728833	18.1666
FAM73A|374986	1068.7387	FAM73A|374986	483.8653
FAM73B|84895	110.3747	FAM73B|84895	188.0096
FAM76A|199870	313.6199	FAM76A|199870	365.0616
FAM76B|143684	612.6527	FAM76B|143684	542.6904
FAM78A|286336	83.1457	FAM78A|286336	237.8956
FAM78B|149297	14.1007	FAM78B|149297	26.2406
lowly_expressed	lowly_expressed	FAM7A3|89837	6.6322
FAM81A|145773	23.3392	FAM81A|145773	53.3463
lowly_expressed	lowly_expressed	FAM81B|153643	13.8412
FAM82A1|151393	19.9355	FAM82A1|151393	134.375
FAM82A2|55177	445.3888	FAM82A2|55177	632.3698
FAM82B|51115	845.0718	FAM82B|51115	832.4905
FAM83A|84985	9.2384	FAM83A|84985	21.0502
FAM83B|222584	22.8529	FAM83B|222584	70.3594
FAM83D|81610	2452.5559	FAM83D|81610	37.4866
FAM83E|54854	16.5319	FAM83E|54854	15.5713
FAM83F|113828	246.5198	FAM83F|113828	89.6794
FAM83G|644815	168.7226	FAM83G|644815	38.6083
FAM83H|286077	2550.2886	FAM83H|286077	648.5179
FAM84A|151354	84.1182	FAM84A|151354	108.9994
FAM84B|157638	2742.8366	FAM84B|157638	2495.7413
FAM86A|196483	393.4009	FAM86A|196483	374.26599999999996
FAM86B1|85002	186.7132	FAM86B1|85002	266.1547
FAM86B2|653333	20.908	FAM86B2|653333	21.9152
FAM86C|55199	152.67700000000002	FAM86C|55199	152.8299
FAM86D|692099	77.3109	FAM86D|692099	230.1099
FAM89A|375061	66.6138	FAM89A|375061	274.2288
FAM89B|23625	1175.2235	FAM89B|23625	833.0672
FAM8A1|51439	1264.6903	FAM8A1|51439	1829.0569
FAM90A1|55138	13.1283	FAM90A1|55138	19.0316
FAM91A1|157769	3128.4188	FAM91A1|157769	1334.8107
FAM92A1|137392	138.09	FAM92A1|137392	147.6395
FAM95B1|100133036	6.321000000000001	FAM95B1|100133036	19.0316
FAM96A|84191	583.4788	FAM96A|84191	652.2665
FAM96B|51647	628.6984	FAM96B|51647	536.9232
FAM98A|25940	852.3653	FAM98A|25940	1025.6906
FAM98B|283742	324.8032	FAM98B|283742	312.8688
FAM98C|147965	82.6595	FAM98C|147965	120.5338
FANCA|2175	471.0035	FANCA|2175	90.9972
FANCB|2187	53.9718	FANCB|2187	16.4364
FANCC|2176	452.1961	FANCC|2176	228.6682
FANCD2|2177	587.3687	FANCD2|2177	214.2502
FANCE|2178	123.0168	FANCE|2178	216.8455
FANCF|2188	502.278	FANCF|2188	409.7572
FANCG|2189	463.8656	FANCG|2189	292.9721
FANCI|55215	862.3282	FANCI|55215	370.4568
FANCL|55120	421.2668	FANCL|55120	465.5632
FANCM|57697	191.5755	FANCM|57697	215.4037
FANK1|92565	119.1269	FANK1|92565	69.7827
FAP|2191	1191.2692	FAP|2191	1309.7235
FAR1|84188	2575.5727	FAR1|84188	1461.9767
FAR2|55711	264.4812	FAR2|55711	127.7024
FARP1|10160	6484.8806	FARP1|10160	1940.3632
FARP2|9855	233.8778	FARP2|9855	218.2873
FARS2|10667	95.7878	FARS2|10667	214.2502
FARSA|2193	958.8502	FARSA|2193	665.5310000000001
FARSB|10056	2008.1395	FARSB|10056	1148.2429
FASLG|356	8.2659	FASLG|356	62.2854
FASN|2194	4995.0647	FASN|2194	5038.485
FASTKD1|79675	503.7367	FASTKD1|79675	344.2998
FASTKD2|22868	1442.1651	FASTKD2|22868	1192.65
FASTKD3|79072	182.3371	FASTKD3|79072	212.2317
FASTKD5|60493	535.828	FASTKD5|60493	553.648
FASTK|10922	483.3149	FASTK|10922	528.2725
FAS|355	391.9033	FAS|355	803.3663
FAT1|2195	2937.3295	FAT1|2195	4244.9229
FAT2|2196	45.2196	FAT2|2196	969.4607
FAT3|120114	20.4218	FAT3|120114	12.6878
FAT4|79633	178.9335	FAT4|79633	731.2767
FAU|2197	3971.0595	FAU|2197	4171.1032
FBF1|85302	44.1013	FBF1|85302	51.1403
FBLIM1|54751	1679.4465	FBLIM1|54751	1278.8692
FBLL1|345630	8.7522	lowly_expressed	lowly_expressed
FBLN1|2192	3364.7277	FBLN1|2192	12500.6218
FBLN2|2199	1746.5465	FBLN2|2199	2408.6571
FBLN5|10516	536.3143	FBLN5|10516	4687.2646
FBLN7|129804	210.5386	FBLN7|129804	495.1112
FBL|2091	2687.4061	FBL|2091	3760.4809
FBN1|2200	6724.1069	FBN1|2200	6082.9189
FBN2|2201	125.4479	FBN2|2201	18.4549
FBN3|84467	52.9993	lowly_expressed	lowly_expressed
FBP1|2203	291.2532	FBP1|2203	269.615
FBRSL1|57666	379.2612	FBRSL1|57666	420.7148
FBRS|64319	1191.2692	FBRS|64319	692.9251
FBXL12|54850	252.3546	FBXL12|54850	370.5404
FBXL13|222235	5.3486	FBXL13|222235	8.3624
FBXL14|144699	510.0577	FBXL14|144699	861.6147
FBXL15|79176	155.5943	FBXL15|79176	55.0764
FBXL16|146330	121.0719	FBXL16|146330	134.6633
FBXL17|64839	513.4613	FBXL17|64839	867.9586
FBXL18|80028	669.5419	FBXL18|80028	255.4855
FBXL19|54620	562.0846	FBXL19|54620	198.9672
FBXL20|84961	150.732	FBXL20|84961	150.523
FBXL22|283807	8.2659	FBXL22|283807	28.2591
FBXL2|25827	207.135	FBXL2|25827	173.015
FBXL3|26224	2465.6842	FBXL3|26224	2259.5758
FBXL4|26235	487.2048	FBXL4|26235	396.2043
FBXL5|26234	1222.8743	FBXL5|26234	3058.3284
FBXL6|26233	394.4414	FBXL6|26233	151.5611
FBXL7|23194	412.325	FBXL7|23194	1060.8703
FBXL8|55336	16.3131	FBXL8|55336	17.3303
FBXO10|26267	242.168	FBXO10|26267	207.9179
FBXO11|80204	1515.5862	FBXO11|80204	2109.9179
FBXO15|201456	45.7058	FBXO15|201456	30.566
FBXO16|157574	59.8066	FBXO16|157574	27.9708
FBXO17|115290	157.053	FBXO17|115290	294.4139
FBXO18|84893	1502.9441	FBXO18|84893	1550.5027
FBXO21|23014	813.4667	FBXO21|23014	1549.9260000000002
FBXO22OS|692224	50.2618	FBXO22OS|692224	47.1293
FBXO22|26263	323.1646	FBXO22|26263	418.2811
lowly_expressed	lowly_expressed	FBXO24|26261	10.2771
FBXO25|26260	366.6192	FBXO25|26260	724.3561
