gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
DPM1|8813	615.8921	DPM1|8813	659.8572
DPM2|8818	1242.2625	DPM2|8818	399.9508
DPM3|54344	346.9487	DPM3|54344	121.0928
DPP10|57628	9.7021	DPP10|57628	9.8449
DPP3|10072	1471.2331	DPP3|10072	437.6077
DPP4|1803	131.173	DPP4|1803	1290.6719
DPP6|1804	6.2094	DPP6|1804	22.1511
DPP7|29952	2591.2487	DPP7|29952	492.001
DPP8|54878	810.3231	DPP8|54878	901.5506
DPP9|91039	1014.4562	DPP9|91039	577.6519999999999
DPT|1805	280.9741	DPT|1805	3909.6727
DPY19L1|23333	362.4721	DPY19L1|23333	767.6594
lowly_expressed	lowly_expressed	DPY19L2P1|554236	6.1531
DPY19L2P2|349152	6.5975	DPY19L2P2|349152	17.4748
lowly_expressed	lowly_expressed	DPY19L2P4|442523	27.0736
DPY19L2|283417	10.8664	DPY19L2|283417	180.9008
DPY19L3|147991	717.9587	DPY19L3|147991	618.0162
DPY19L4|286148	771.9026	DPY19L4|286148	1746.0005
DPY30|84661	852.5119	DPY30|84661	423.9404
DPYD|1806	325.992	DPYD|1806	1558.9466
DPYSL2|1808	1327.2533	DPYSL2|1808	3827.2213
DPYSL3|1809	5139.8079	DPYSL3|1809	6104.8486
DPYSL4|10570	9.3141	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DPYSL5|56896	15.0135
lowly_expressed	lowly_expressed	DPYS|1807	14.029000000000002
DQX1|165545	535.5584	lowly_expressed	lowly_expressed
DR1|1810	884.4475	DR1|1810	1150.8737
DRAM1|55332	251.0915	DRAM1|55332	930.8393
DRAM2|128338	2269.9137	DRAM2|128338	1230.1255
DRAP1|10589	943.8246	DRAP1|10589	265.8134
lowly_expressed	lowly_expressed	DRD1|1812	66.6995
lowly_expressed	lowly_expressed	DRD2|1813	28.7965
DRD4|1815	8.5379	lowly_expressed	lowly_expressed
DRG1|4733	1460.7548	DRG1|4733	1146.1974
DRG2|1819	384.2049	DRG2|1819	439.3305
DRP2|1821	29.4945	DRP2|1821	8.8604
lowly_expressed	lowly_expressed	DSC1|1823	136.1359
DSC2|1824	613.9517	DSC2|1824	3586.0202
DSC3|1825	35.3158	DSC3|1825	3300.5169
DSCAML1|57453	72.9601	DSCAML1|57453	13.2907
DSCAM|1826	5.4332	lowly_expressed	lowly_expressed
DSCC1|79075	138.5466	DSCC1|79075	172.0404
DSCR3|10311	981.0808	DSCR3|10311	1131.43
DSCR6|53820	22.1209	DSCR6|53820	13.7829
DSEL|92126	156.3986	DSEL|92126	1026.0891
DSE|29940	1002.1228	DSE|29940	1280.6375
lowly_expressed	lowly_expressed	DSG1|1828	297.0711
DSG2|1829	3461.337	DSG2|1829	6996.2762
DSG3|1830	6.5975	DSG3|1830	1301.7475
DSN1|79980	803.7256	DSN1|79980	436.6232
DSP|1832	23720.5782	DSP|1832	19402.9239
DSTN|11034	13379.6449	DSTN|11034	10429.9778
DSTYK|25778	1165.0335	DSTYK|25778	1184.5927
DST|667	2431.3573	DST|667	32544.4253
DTD1|92675	174.2505	DTD1|92675	400.1969
DTL|51514	1012.1277	DTL|51514	345.0652
DTNA|1837	195.5952	DTNA|1837	809.2542
DTNBP1|84062	341.9036	DTNBP1|84062	249.3232
DTNB|1838	822.7418	DTNB|1838	529.904
DTWD1|56986	257.6889	DTWD1|56986	742.5548
DTWD2|285605	457.9412	DTWD2|285605	393.5516
DTX1|1840	65.1984	DTX1|1840	215.112
DTX2|113878	317.8422	DTX2|113878	194.4376
DTX3L|151636	2861.1817	DTX3L|151636	1990.8713
DTX3|196403	626.3704	DTX3|196403	511.6909
DTX4|23220	683.0309	DTX4|23220	627.6151
DTYMK|1841	368.2934	DTYMK|1841	202.3136
DULLARD|23399	1078.8784	DULLARD|23399	1392.8132
DUOX1|53905	393.1309	DUOX1|53905	206.4977
DUOX2|50506	20.9566	DUOX2|50506	44.5484
DUOXA1|90527	46.5004	DUOXA1|90527	31.2577
DUS1L|64118	712.5255	DUS1L|64118	511.4447
DUS2L|54920	159.1152	DUS2L|54920	123.0618
DUS3L|56931	181.6241	DUS3L|56931	111.2478
DUS4L|11062	93.7499	DUS4L|11062	182.6508
DUSP10|11221	624.8181	DUSP10|11221	1129.9532
DUSP11|8446	504.8996	DUSP11|8446	616.2934
DUSP12|11266	423.4016	DUSP12|11266	310.6079
DUSP14|11072	207.2378	DUSP14|11072	505.5378
lowly_expressed	lowly_expressed	DUSP15|128853	11.0756
DUSP16|80824	1936.1599	DUSP16|80824	2360.3249
DUSP18|150290	199.5731	DUSP18|150290	194.18900000000002
DUSP19|142679	62.8699	DUSP19|142679	131.1839
DUSP1|1843	1988.5515	DUSP1|1843	15157.7652
DUSP22|56940	362.4721	DUSP22|56940	920.5021
DUSP23|54935	576.3074	DUSP23|54935	273.1971
DUSP27|92235	12.0307	DUSP27|92235	10.8294
DUSP28|285193	104.7832	DUSP28|285193	95.9882
DUSP2|1844	54.332	DUSP2|1844	294.856
DUSP3|1845	1035.4128	DUSP3|1845	2125.0308
DUSP4|1846	3354.6134	DUSP4|1846	962.5892
DUSP5P|574029	15.5234	lowly_expressed	lowly_expressed
DUSP5|1847	889.8807	DUSP5|1847	1674.3785
DUSP6|1848	3299.8933	DUSP6|1848	4630.0763
DUSP7|1849	383.0407	DUSP7|1849	472.5572
DUSP8|1850	172.6982	DUSP8|1850	499.8769
DUSP9|1852	11.6426	DUSP9|1852	12.7984
DUT|1854	1086.3801	DUT|1854	969.0647
DVL1|1855	3729.8923	DVL1|1855	371.4004
DVL2|1856	513.8256	DVL2|1856	507.999
DVL3|1857	3054.235	DVL3|1857	1763.4753
DVWA|344875	25.2256	lowly_expressed	lowly_expressed
DYDC2|84332	35.2886	DYDC2|84332	23.6279
DYM|54808	664.0147	DYM|54808	905.2424
DYNC1H1|1778	13454.9335	DYNC1H1|1778	10414.9643
DYNC1I1|1780	24.4494	DYNC1I1|1780	34.4573
DYNC1I2|1781	2345.9785	DYNC1I2|1781	2185.331
DYNC1LI1|51143	1068.4001	DYNC1LI1|51143	873.0002
DYNC1LI2|1783	2312.9912	DYNC1LI2|1783	3829.9286
DYNC2H1|79659	1054.8171	DYNC2H1|79659	1283.2882
DYNC2LI1|51626	536.7226	DYNC2LI1|51626	556.2392
DYNLL1|8655	3141.9424	DYNLL1|8655	2619.0007
DYNLL2|140735	1878.3351	DYNLL2|140735	1205.7593
DYNLRB1|83658	1862.4236	DYNLRB1|83658	1269.9975
DYNLRB2|83657	64.4222	DYNLRB2|83657	23.874000000000002
DYNLT1|6993	1630.7364	DYNLT1|6993	1040.1181
DYNLT3|6990	839.4295	DYNLT3|6990	1057.3468
DYRK1A|1859	1816.2414	DYRK1A|1859	2128.7226
DYRK1B|9149	336.4704	DYRK1B|9149	281.3192
DYRK2|8445	990.3949	DYRK2|8445	814.669
DYRK3|8444	354.3223	DYRK3|8444	402.6581
DYRK4|8798	201.0284	DYRK4|8798	265.5673
DYSF|8291	506.0638	DYSF|8291	492.001
DYX1C1|161582	63.8401	DYX1C1|161582	112.7246
DZIP1L|199221	50.0631	DZIP1L|199221	82.4514
DZIP1|22873	187.395	DZIP1|22873	554.6
DZIP3|9666	1290.3852	DZIP3|9666	654.1964
E2F1|1869	402.0569	E2F1|1869	103.8641
E2F2|1870	131.9492	E2F2|1870	85.4049
E2F3|1871	319.3946	E2F3|1871	434.4081
E2F4|1874	705.1518	E2F4|1874	720.4036
E2F5|1875	141.2749	E2F5|1875	161.8287
E2F6|1876	321.335	E2F6|1876	397.9818
E2F7|144455	53.5558	E2F7|144455	112.9707
E2F8|79733	183.1765	E2F8|79733	55.87
E4F1|1877	482.0025	E4F1|1877	131.43
EAF1|85403	1800.7179999999998	EAF1|85403	931.3315
EAF2|55840	74.5125	EAF2|55840	62.2693
EAPP|55837	982.2451	EAPP|55837	1020.1821
EARS2|124454	919.3752	EARS2|124454	554.5164
EBAG9|9166	551.4699	EBAG9|9166	606.4484
EBF1|1879	105.5593	EBF1|1879	1539.0106
EBF2|64641	13.583	EBF2|64641	79.9902
EBF3|253738	13.583	EBF3|253738	482.6483
EBF4|57593	100.5142	EBF4|57593	234.8019
EBI3|10148	11.6426	EBI3|10148	39.1336
EBNA1BP2|10969	2351.0236	EBNA1BP2|10969	944.6222
EBPL|84650	251.4796	EBPL|84650	511.4447
EBP|10682	607.7423	EBP|10682	293.8715
ECD|11319	692.7331	ECD|11319	741.8164
ECE1|1889	3722.1306	ECE1|1889	5432.9313
ECE2|9718	173.0863	ECE2|9718	45.2867
ECEL1|9427	5.8213	ECEL1|9427	47.5018
ECH1|1891	1891.9181	ECH1|1891	1652.4785
ECHDC1|55862	623.2657	ECHDC1|55862	2087.3739
ECHDC2|55268	271.66	ECHDC2|55268	651.489
ECHDC3|79746	294.9452	ECHDC3|79746	462.9584
ECHS1|1892	2015.3294	ECHS1|1892	2443.7608
ECM1|1893	2136.0241	ECM1|1893	639.9212
ECM2|1842	533.2298	ECM2|1842	3154.8117
ECSCR|641700	36.8681	ECSCR|641700	258.6759
ECSIT|51295	371.3981	ECSIT|51295	315.5304
ECT2L|345930	119.9185	ECT2L|345930	16.9825
ECT2|1894	1274.8617	ECT2|1894	769.3822
EDA2R|60401	85.76700000000001	EDA2R|60401	376.3229
EDARADD|128178	671.0003	EDARADD|128178	362.54
lowly_expressed	lowly_expressed	EDAR|10913	27.0736
EDA|1896	65.5865	EDA|1896	140.2904
EDC3|80153	959.3480000000001	EDC3|80153	762.4908
EDC4|23644	1020.9333	EDC4|23644	861.4817
EDEM1|9695	3246.7255	EDEM1|9695	2050.9476
EDEM2|55741	697.7782	EDEM2|55741	462.4662
EDEM3|80267	7694.5765	EDEM3|80267	2203.5442
EDF1|8721	3338.3138	EDF1|8721	1154.8117
EDIL3|10085	842.1461	EDIL3|10085	384.6911
EDN1|1906	83.8265	EDN1|1906	1612.1093
EDN2|1907	120.6947	EDN2|1907	53.4088
lowly_expressed	lowly_expressed	EDN3|1908	39.6259
EDNRA|1909	737.7510000000001	EDNRA|1909	829.6825
EDNRB|1910	69.4674	EDNRB|1910	930.1009
EEA1|8411	1844.5717	EEA1|8411	1899.8277
EED|8726	324.0516	EED|8726	389.1213
EEF1A1P9|441032	6580.7704	EEF1A1P9|441032	7571.9911
EEF1A1|1915	98395.6534	EEF1A1|1915	120953.4826
EEF1A2|1917	14.7473	EEF1A2|1917	19.6899
EEF1B2|1933	4679.1501	EEF1B2|1933	4019.9359999999997
EEF1DP3|196549	7.5327	lowly_expressed	lowly_expressed
EEF1D|1936	6222.5672	EEF1D|1936	2308.3928
EEF1E1|9521	261.5698	EEF1E1|9521	276.1506
EEF1G|1937	22155.4283	EEF1G|1937	16456.0669
EEF2K|29904	2833.4142	EEF2K|29904	2172.5326
EEF2|1938	60787.8141	EEF2|1938	35634.3736
EEFSEC|60678	438.3506	EEFSEC|60678	247.5461
EEPD1|80820	154.07	EEPD1|80820	470.5882
lowly_expressed	lowly_expressed	EFCAB10|100130771	11.5777
lowly_expressed	lowly_expressed	EFCAB1|79645	78.5134
EFCAB2|84288	25.6137	EFCAB2|84288	96.4804
EFCAB4A|283229	2407.2960000000003	EFCAB4A|283229	546.8865
EFCAB4B|84766	208.7901	EFCAB4B|84766	196.8988
EFCAB5|374786	27.166	EFCAB5|374786	8.8604
EFCAB6|64800	185.505	EFCAB6|64800	97.4649
EFCAB7|84455	168.0411	EFCAB7|84455	253.9995
EFEMP1|2202	633.356	EFEMP1|2202	10174.5016
EFEMP2|30008	1043.1745	EFEMP2|30008	1042.5794
EFHA1|221154	787.0379	EFHA1|221154	1022.1511
EFHA2|286097	15.5234	EFHA2|286097	245.6313
EFHB|151651	17.4639	EFHB|151651	47.9941
EFHC1|114327	430.3871	EFHC1|114327	656.1654
EFHC2|80258	149.8011	EFHC2|80258	47.5018
EFHD1|80303	1664.4999	EFHD1|80303	2089.8351
EFHD2|79180	1162.3169	EFHD2|79180	393.7977
EFNA1|1942	3211.4097	EFNA1|1942	1238.0015
EFNA3|1944	2147.4493	EFNA3|1944	126.9998
EFNA4|1945	1030.9731	EFNA4|1945	198.3756
EFNA5|1946	131.5611	EFNA5|1946	1340.635
EFNB1|1947	511.49699999999996	EFNB1|1947	590.4504
EFNB2|1948	439.3131	EFNB2|1948	1100.9107
EFNB3|1949	48.1226	EFNB3|1949	258.922
EFR3A|23167	3091.4912	EFR3A|23167	2730.2486
EFR3B|22979	209.5663	EFR3B|22979	50.4553
EFS|10278	1933.8314	EFS|10278	963.0815
EFTUD1|79631	942.6603	EFTUD1|79631	867.0933
EFTUD2|9343	1256.2336	EFTUD2|9343	1484.125
EGFL6|25975	16.2996	EGFL6|25975	24.8585
EGFL7|51162	250.7034	EGFL7|51162	390.352
EGFL8|80864	41.9365	EGFL8|80864	59.7416
EGFLAM|133584	161.8318	EGFLAM|133584	561.9001
EGFR|1956	131.173	EGFR|1956	2334.7256
EGF|1950	15.9115	EGF|1950	224.7108
EGLN1|54583	1113.03	EGLN1|54583	1919.2715
EGLN2|112398	1605.7359	EGLN2|112398	577.4059
EGLN3|112399	1676.9186	EGLN3|112399	902.2889
EGOT|100126791	25.2256	EGOT|100126791	101.8952
EGR1|1958	2121.2768	EGR1|1958	46891.7056
EGR2|1959	132.3372	EGR2|1959	4062.2693
EGR3|1960	197.9237	EGR3|1960	6365.4935
EHBP1L1|254102	978.3642	EHBP1L1|254102	382.476
EHBP1|23301	733.8702	EHBP1|23301	2246.3697
EHD1|10938	1132.0462	EHD1|10938	594.3884
EHD2|30846	1660.619	EHD2|30846	4288.4568
EHD3|30845	302.3188	EHD3|30845	707.6052
EHD4|30844	1370.7189	EHD4|30844	1361.8016
EHF|26298	5047.4435	EHF|26298	6502.0921
EHHADH|1962	669.0599	EHHADH|1962	525.7199
EHMT1|79813	2755.0209	EHMT1|79813	996.3081
EHMT2|10919	2479.8681	EHMT2|10919	912.8723
EI24|9538	2593.5772	EI24|9538	2687.9153
EID1|23741	2734.0642	EID1|23741	4194.4376
EID2B|126272	32.2111	EID2B|126272	43.5639
EID2|163126	246.4345	EID2|163126	221.5112
EID3|493861	27.5541	EID3|493861	59.808
EIF1AD|84285	569.3218	EIF1AD|84285	438.0999
EIF1AX|1964	1330.358	EIF1AX|1964	2840.2658
EIF1B|10289	553.0222	EIF1B|10289	807.5314
EIF1|10209	6151.9356	EIF1|10209	12414.4721
EIF2AK1|27102	8881.2458	EIF2AK1|27102	3200.5661
EIF2AK2|5610	875.5215	EIF2AK2|5610	658.6266
EIF2AK3|9451	2100.3202	EIF2AK3|9451	1306.4238
EIF2AK4|440275	4234.7919	EIF2AK4|440275	1801.8705
EIF2A|83939	2154.6522	EIF2A|83939	2697.0219
EIF2B1|1967	653.5364	EIF2B1|1967	1128.7226
EIF2B2|8892	517.3183	EIF2B2|8892	410.5341
EIF2B3|8891	543.7082	EIF2B3|8891	565.3458
EIF2B4|8890	917.4348	EIF2B4|8890	598.0802
EIF2B5|8893	1741.3408	EIF2B5|8893	860.2018
EIF2C1|26523	1106.8206	EIF2C1|26523	1380.0148
EIF2C2|27161	443.1939	EIF2C2|27161	286.4878
EIF2C3|192669	320.1708	EIF2C3|192669	237.7554
EIF2C4|192670	440.8654	EIF2C4|192670	804.0857
EIF2S1|1965	2218.2982	EIF2S1|1965	1983.7558
EIF2S2|8894	1848.4525	EIF2S2|8894	1354.9102
EIF2S3|1968	7561.075	EIF2S3|1968	5784.1496
EIF3A|8661	7927.428000000001	EIF3A|8661	5864.1398
EIF3B|8662	4179.6837	EIF3B|8662	2557.9621
EIF3CL|728689	10121.498	EIF3CL|728689	8069.2518
EIF3C|8663	212.0617	EIF3C|8663	857.6495
EIF3D|8664	5224.0225	EIF3D|8664	4444.7453
EIF3E|3646	5665.6641	EIF3E|3646	8356.3869
EIF3F|8665	1995.537	EIF3F|8665	2419.3945
EIF3G|8666	1553.5073	EIF3G|8666	1248.3313
EIF3H|8667	8091.5882	EIF3H|8667	4358.602
EIF3I|8668	2027.36	EIF3I|8668	2616.2934
EIF3J|8669	1189.871	EIF3J|8669	1515.7691
EIF3K|27335	2067.721	EIF3K|27335	2118.6316
EIF3L|51386	8955.4672	EIF3L|51386	11308.1467
EIF3M|10480	1742.866	EIF3M|10480	2503.6697
EIF4A1|1973	6537.8093	EIF4A1|1973	7876.4263
EIF4A2|1974	9718.4438	EIF4A2|1974	10119.8622
EIF4A3|9775	1044.3388	EIF4A3|9775	1168.5946
EIF4B|1975	14061.6629	EIF4B|1975	12598.1492
EIF4E2|9470	1671.4854	EIF4E2|9470	1321.6835
EIF4E3|317649	684.1952	EIF4E3|317649	1724.3416
EIF4EBP1|1978	884.4475	EIF4EBP1|1978	339.1583
EIF4EBP2|1979	6629.6692	EIF4EBP2|1979	8437.6077
EIF4EBP3|8637	164.7075	EIF4EBP3|8637	221.4029
EIF4ENIF1|56478	861.1623	EIF4ENIF1|56478	736.4017
EIF4E|1977	362.084	EIF4E|1977	670.1944
EIF4G1|1981	12522.7515	EIF4G1|1981	5125.7691
EIF4G2|1982	27121.7619	EIF4G2|1982	23778.981
EIF4G3|8672	4090.4240000000004	EIF4G3|8672	1984.7403
EIF4H|7458	2930.8237	EIF4H|7458	3352.4489
EIF5A2|56648	127.6802	EIF5A2|56648	273.9355
EIF5AL1|143244	685.7476	EIF5AL1|143244	735.4172
EIF5A|1984	3023.9643	EIF5A|1984	2890.9673
EIF5B|9669	3547.8801	EIF5B|9669	3312.5769
EIF5|1983	4919.3752	EIF5|1983	6810.9771
EIF6|3692	1714.5629	EIF6|3692	1118.6316
ELAC1|55520	31.823	ELAC1|55520	180.1501
ELAC2|60528	1090.9091	ELAC2|60528	1056.6084
ELAVL1|1994	1573.2997	ELAVL1|1994	1500.3692
ELAVL2|1993	39.9728	ELAVL2|1993	19.6899
ELAVL3|1995	9.7021	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ELAVL4|1996	6.3992
ELF1|1997	1315.9988	ELF1|1997	2462.22
ELF2|1998	721.8395	ELF2|1998	1178.4396
ELF3|1999	2701.8531	ELF3|1999	2838.7891
ELF4|2000	407.4901	ELF4|2000	503.0765
ELF5|2001	486.6596	ELF5|2001	1577.4059
ELFN1|392617	46.9584	ELFN1|392617	22.3972
lowly_expressed	lowly_expressed	ELFN2|114794	6.6453
ELK1|2002	827.3989	ELK1|2002	546.6404
ELK3|2004	380.7121	ELK3|2004	885.0603
ELK4|2005	300.7665	ELK4|2005	269.5053
ELL2|22936	1068.7882	ELL2|22936	1742.0625
ELL3|80237	179.9554	ELL3|80237	134.1915
ELL|8178	321.7231	ELL|8178	254.2456
ELMO1|9844	314.3495	ELMO1|9844	593.8961
ELMO2|63916	1727.3697	ELMO2|63916	1023.6279
ELMO3|79767	616.6683	ELMO3|79767	220.0345
ELMOD2|255520	273.2124	ELMOD2|255520	315.0381
ELMOD3|84173	554.1865	ELMOD3|84173	743.047
ELN|2006	1548.0741	ELN|2006	1021.4127
ELOF1|84337	719.8991	ELOF1|84337	405.6116
ELOVL1|64834	2156.5926	ELOVL1|64834	1306.4238
ELOVL2|54898	18.24	ELOVL2|54898	134.8757
lowly_expressed	lowly_expressed	ELOVL3|83401	34.7034
ELOVL4|6785	18.6281	ELOVL4|6785	62.7615
ELOVL5|60481	6084.7967	ELOVL5|60481	8977.3566
ELOVL6|79071	88.4836	ELOVL6|79071	525.966
ELOVL7|79993	32.9873	ELOVL7|79993	614.0783
ELP2P|100131454	8.1498	ELP2P|100131454	6.6453
ELP2|55250	907.3445	ELP2|55250	2320.699
ELP3|55140	1108.761	ELP3|55140	736.4017
ELP4|26610	284.0788	ELP4|26610	221.019
ELTD1|64123	325.60400000000004	ELTD1|64123	1771.5973
EMB|133418	280.586	EMB|133418	1245.6313
EMCN|51705	95.8572	EMCN|51705	1685.2079999999999
EMD|2010	915.1062	EMD|2010	700.4676
EME1|146956	97.6773	EME1|146956	27.1499
EME2|197342	29.1064	lowly_expressed	lowly_expressed
EMG1|10436	288.3089	EMG1|10436	360.8171
EMID1|129080	96.2453	EMID1|129080	123.3079
lowly_expressed	lowly_expressed	EMID2|136227	6.8915
EMILIN1|11117	1643.5432	EMILIN1|11117	399.9508
EMILIN2|84034	167.265	EMILIN2|84034	648.0433
EMILIN3|90187	5.0723	EMILIN3|90187	40.6867
EML1|2009	483.94300000000004	EML1|2009	614.8166
EML2|24139	1429.7079999999999	EML2|24139	281.0731
EML3|256364	423.0135	EML3|256364	456.5592
EML4|27436	1291.9375	EML4|27436	1744.2776
EML5|161436	15.9115	EML5|161436	184.1004
EML6|400954	15.5234	EML6|400954	34.7034
EMP1|2012	2908.7028	EMP1|2012	13814.4228
EMP2|2013	7158.6301	EMP2|2013	3674.6247
EMP3|2014	378.3836	EMP3|2014	453.3596
EMR1|2015	5.8213	EMR1|2015	11.0756
EMR2|30817	81.1099	EMR2|30817	267.7824
lowly_expressed	lowly_expressed	EMR4P|326342	8.8604
EMX2OS|196047	38.0324	EMX2OS|196047	208.9589
EMX2|2018	14.7473	EMX2|2018	39.872
EN1|2019	28.3303	EN1|2019	123.554
ENAH|55740	4614.3398	ENAH|55740	6873.0002
ENC1|8507	1943.7237	ENC1|8507	2554.2013
ENDOD1|23052	977.2	ENDOD1|23052	2026.5813
ENDOG|2021	86.1318	ENDOG|2021	68.1959
ENDOU|8909	5.4332	ENDOU|8909	14.029000000000002
ENGASE|64772	185.8931	ENGASE|64772	238.2476
ENG|2022	1455.7058	ENG|2022	2383.7066
lowly_expressed	lowly_expressed	ENHO|375704	18.4593
ENKUR|219670	5.8213	ENKUR|219670	9.8449
ENO1|2023	82804.6958	ENO1|2023	12364.508999999998
ENO2|2026	1000.097	ENO2|2026	443.7608
ENO3|2027	21.7328	ENO3|2027	26.5813
ENOPH1|58478	521.1992	ENOPH1|58478	724.5877
ENOSF1|55556	359.282	ENOSF1|55556	466.0226
ENOX1|55068	107.8878	ENOX1|55068	78.7595
ENOX2|10495	273.6005	ENOX2|10495	450.8984
ENPEP|2028	242.1655	ENPEP|2028	491.2626
ENPP1|5167	2664.2088	ENPP1|5167	1316.2688
ENPP2|5168	291.0643	ENPP2|5168	4322.1757
ENPP3|5169	81.8861	ENPP3|5169	126.5075
ENPP4|22875	725.3323	ENPP4|22875	911.1494
ENPP5|59084	931.0178	ENPP5|59084	584.7896
ENPP6|133121	7.7617	lowly_expressed	lowly_expressed
ENSA|2029	7040.2639	ENSA|2029	3425.0554
ENTPD1|953	794.7997	ENTPD1|953	1502.3382
ENTPD2|954	310.0805	ENTPD2|954	289.9335
ENTPD3|956	39.5847	ENTPD3|956	149.39700000000002
ENTPD4|9583	1716.1153	lowly_expressed	lowly_expressed
ENTPD5|957	291.6775	ENTPD5|957	250.1797
ENTPD6|955	1185.6019999999999	ENTPD6|955	803.8395
ENTPD7|57089	1709.2112	ENTPD7|57089	351.2134
ENTPD8|377841	49.2869	lowly_expressed	lowly_expressed
ENY2|56943	624.43	ENY2|56943	446.4681
lowly_expressed	lowly_expressed	EOMES|8320	29.0426
EP300|2033	4162.2199	EP300|2033	3435.8848
EP400NL|347918	147.4726	EP400NL|347918	133.399
EP400|57634	1654.7977	EP400|57634	1806.793
EPAS1|2034	2919.1811	EPAS1|2034	7692.0994
EPB41L1|2036	2048.3167	EPB41L1|2036	2067.9301
EPB41L2|2037	872.8049	EPB41L2|2037	3577.8981
EPB41L3|23136	882.507	EPB41L3|23136	867.8317
EPB41L4A|64097	626.7585	EPB41L4A|64097	898.3510000000001
EPB41L4B|54566	396.6237	EPB41L4B|54566	1390.352
EPB41L5|57669	692.345	EPB41L5|57669	923.7017
EPB41|2035	740.3978	EPB41|2035	1334.2432
lowly_expressed	lowly_expressed	EPB42|2038	9.5988
EPB49|2039	31.4349	EPB49|2039	498.4002
EPC1|80314	538.663	EPC1|80314	758.0605
EPC2|26122	527.0205	EPC2|26122	1126.9998
EPCAM|4072	4143.9798	EPCAM|4072	2696.5297
EPDR1|54749	225.0897	EPDR1|54749	526.9505
lowly_expressed	lowly_expressed	EPGN|255324	17.4748
EPHA10|284656	41.1371	EPHA10|284656	52.9166
EPHA1|2041	136.6062	EPHA1|2041	206.0054
EPHA2|1969	216.1638	EPHA2|1969	629.5841
EPHA3|2042	3612.3023	EPHA3|2042	157.5191
EPHA4|2043	135.83	EPHA4|2043	534.5804
EPHA5|2044	20.1805	EPHA5|2044	18.7054
lowly_expressed	lowly_expressed	EPHA6|285220	13.0445
EPHA7|2045	5.0451	EPHA7|2045	71.8681
EPHB1|2047	24.4494	EPHB1|2047	359.5865
EPHB2|2048	106.3355	EPHB2|2048	117.8932
EPHB3|2049	1292.3256	EPHB3|2049	750.1846
EPHB4|2050	1312.118	EPHB4|2050	1937.2385
EPHB6|2051	11.2545	EPHB6|2051	220.0345
EPHX1|2052	1700.5918	EPHX1|2052	2927.8858
EPHX2|2053	681.4786	EPHX2|2053	755.8454
EPHX3|79852	7.3736	EPHX3|79852	10.0911
lowly_expressed	lowly_expressed	EPHX4|253152	25.3507
EPM2AIP1|9852	1193.3637	EPM2AIP1|9852	1584.0512
EPM2A|7957	71.0197	EPM2A|7957	222.2496
EPN1|29924	1473.9497	EPN1|29924	669.4561
EPN2|22905	850.2959	EPN2|22905	1047.9941
EPN3|55040	520.8111	EPN3|55040	144.7206
EPOR|2057	109.0521	EPOR|2057	71.5604
EPO|2056	65.5865	lowly_expressed	lowly_expressed
EPPK1|83481	1916.7556	EPPK1|83481	768.1516
EPR1|8475	132.9815	EPR1|8475	56.4952
EPRS|2058	5499.1753	EPRS|2058	3811.9616
EPS15L1|58513	1076.5499	EPS15L1|58513	613.3399
EPS15|2060	1250.4123	EPS15|2060	2943.8838
EPS8L1|54869	578.2478	EPS8L1|54869	179.9163
EPS8L2|64787	1489.0851	EPS8L2|64787	629.3379
EPS8|2059	1292.3256	EPS8|2059	2641.3979999999997
EPSTI1|94240	92.7525	EPSTI1|94240	111.0017
EPT1|85465	902.2994	EPT1|85465	1071.1297
EPYC|1833	100.1261	lowly_expressed	lowly_expressed
ERAL1|26284	4456.3889	ERAL1|26284	905.4886
ERAP1|51752	1095.6903	lowly_expressed	lowly_expressed
ERAP2|64167	58.601000000000006	ERAP2|64167	140.2904
ERBB2IP|55914	2785.2915	ERBB2IP|55914	3000.2461
ERBB2|2064	109177.4522	ERBB2|2064	12939.4536
ERBB3|2065	16454.8365	ERBB3|2065	4871.0313
ERBB4|2066	1039.2937	ERBB4|2066	724.5877
ERC1|23085	2310.6627	ERC1|23085	1957.1745
ERC2|26059	6.5975	ERC2|26059	20.4283
ERCC1|2067	1086.2521	ERCC1|2067	571.1691
ERCC2|2068	496.905	ERCC2|2068	238.986
ERCC3|2071	976.8119	ERCC3|2071	1174.5016
ERCC4|2072	547.2009	ERCC4|2072	496.1851
ERCC5|2073	763.8731	ERCC5|2073	1440.1009
ERCC6L|54821	199.8642	ERCC6L|54821	99.9262
ERCC6|2074	588.8581	ERCC6|2074	442.4612
ERCC8|1161	99.738	ERCC8|1161	221.7573
lowly_expressed	lowly_expressed	EREG|2069	61.777
ERF|2077	917.8228	ERF|2077	414.4721
ERGIC1|57222	10654.5066	ERGIC1|57222	3937.9769
ERGIC2|51290	3079.8486	ERGIC2|51290	902.2889
ERGIC3|51614	3489.6672	ERGIC3|51614	2940.6842
ERG|2078	312.7971	ERG|2078	840.5119
ERH|2079	2085.9610000000002	ERH|2079	1588.7275
ERI1|90459	892.9853	ERI1|90459	505.2917
ERI2|112479	781.5038	ERI2|112479	663.9158
ERI3|79033	2059.5712	ERI3|79033	727.049
ERICH1|157697	154.4581	ERICH1|157697	209.205
